-0.145751+7.42462e-16j -0.101728+0.00230103j 0.0173318+0.0125866j -0.103612-0.129713j 0.0224046-0.0811567j 0.0250128+0.0287852j 0.0500642+0.134469j 0.0292734+0.0425567j -0.0182505+0.0344675j -0.0179094+0.067539j -0.00872402+0.0603095j 0.00638629-0.052187j -0.0481269-0.0150627j 0.0204957+0.0502819j -0.0137999+0.0191028j -0.0129193-0.0096433j 0.0023066+0.00845111j 0.0250151+0.0323973j -0.0111863+0.0398171j -0.0120031+0.0525268j 0.0167729+0.0359547j -0.00327262+0.00446096j 0.00323696-0.0168056j 0.007994-0.0186601j -0.0101972+0.00581207j -0.0121067-0.0183298j -0.0138993-0.0219005j -0.00457713-0.0180784j 0.00705091+0.037583j -0.0125671-0.0233028j 0.00193998-0.000676326j -0.0186263+0.0230662j -0.0279984+0.0218839j -0.0150432+0.019931j 0.00182562+0.0142924j 0.0125935+0.0175621j -0.0282909-0.0147497j 0.0263491+0.00398097j 0.0139628-0.0229197j 0.00343698-0.0289628j 0.000418484-0.0303761j 0.0428836-0.00251615j 0.000733046+0.0347254j -0.0123987-0.0411119j 0.00540292+0.0288447j 0.0264421+0.00338916j -0.00901261-0.0309626j -0.00968486+0.0365896j 0.0374412-0.0667319j 0.0508524+0.0114447j -0.0334407+0.037085j 0.00600143-0.0194951j -0.00132647-0.0434005j 0.000147352+0.0243886j 0.0130005-0.00966348j -0.003897+0.00614881j 0.015616-0.00216542j -0.0267128+0.00591707j 0.0376557+0.00555253j 0.0169251-0.0641367j -0.0035241-0.0105079j -0.0383691-0.00146792j 0.0780955-0.0723737j -0.0336491+0.0868456j -0.0606557+0.0809387j -0.0931962-0.267065j 0.358839+0.128931j -0.106101+0.0888735j 0.0611977-0.188246j 0.0813945+0.0132005j -0.00420748+0.0104197j 0.151394+0.051874j 
-0.0121067+0.0183298j 0.00800278+0.00973958j -0.00492321-0.00510675j -0.0238751+0.0231183j -0.0013879+0.0188342j 0.000587137-0.0281454j 0.0143802-0.0278443j 0.0310883-0.0280975j 0.0186607-0.0240535j -0.0284251-0.0263646j -0.00974215-0.0174121j -0.0261495-0.00901827j 0.0922425-0.0487127j 0.0166713-0.00604435j 0.0341191+0.011565j 0.0224931+0.0468864j 0.0606319+0.0230796j -0.0768435-0.0183349j -0.00821706-0.0334078j -0.0445763+0.0521938j -0.0490236-0.00430351j 0.0390835+0.0197j -0.0407482+0.0426274j -0.0161458-0.00761089j 0.0465669+0.0660957j 0.0922645-1.13104e-15j 0.0476741+0.0795713j -0.0410403+0.0479229j -0.0227218+0.0728327j 0.0189968-0.117719j -0.0832275+0.028147j -0.032546-0.0352574j -0.0271136-0.0568706j -0.0625047-0.0381819j 0.0331955+0.0435671j 0.0523366-0.00851281j 0.0978574-0.0383522j 0.110549+0.0211102j 0.0677165-0.00913018j 0.139114-0.139612j -0.0127418-0.168767j -0.105009+0.0888869j 0.128708-0.0445771j -0.0432469+0.044585j 0.0836917-0.0134791j 0.0293703+0.0302407j 0.181237-0.0412195j 0.0192736+0.0672665j -0.024787+0.0557628j -0.0756915+0.0291974j -0.0361121+0.0113141j 0.0931857-0.0473759j -0.0680691+0.0767224j 0.0243863-0.0122799j -0.0591891-0.0615322j 0.00303863-0.0393201j 0.0412876+0.0270636j 0.00429569+0.0340667j 0.0381384-0.188539j -0.0393977+0.0770406j 0.0893495+0.0453006j 0.142743+0.0690039j -0.0677017-0.0216984j -0.0115851+0.0270074j -0.0467559+0.0837176j 0.0329633-0.00515755j 0.01225-0.0571882j -0.0187343+0.0229963j -0.028076+0.0387373j 0.00100138-0.00571266j 0.0294771-0.0168029j -0.0131952-0.00801106j 
-0.0138993+0.0219005j 0.0102986+0.00628648j 0.0268725+0.0494175j -0.0201777-0.0559675j -0.00472252-0.0575187j 0.0100103-0.0152781j 0.0297147+0.0184139j 0.0233454+0.00564557j 0.00932059-0.0191024j -0.00169549+0.0171798j -0.00966196+0.0344689j -0.0661257+0.0267468j 0.0300937+0.0348133j -0.000386218+0.0186935j 0.0237697-0.00790654j 0.0609136-0.000577696j -0.044807+0.0316598j 0.0377856+0.0315113j 0.00391933+0.0943181j -0.0189389+0.0668183j -0.10943+0.022113j 0.0385604-0.0725483j -0.101761-0.00409544j 0.0391117+0.0597134j 0.103407+0.00740123j 0.0476741-0.0795713j -0.161204+3.16414e-15j 0.0648865+0.0106612j -0.0374388-0.0149155j 0.0204948+0.0520706j -0.0250714-0.0686218j -0.127761-0.0714826j -0.0204823-0.170604j -0.00421118-0.132951j -0.147456-0.0132626j 0.0205289+0.0347767j -0.0473981+0.0333703j -0.0351625-0.0616993j 0.0946543-0.200757j 0.0969283+0.113537j -0.018765+0.0812506j 0.0913234+0.019136j 0.175728-0.0471344j -0.0962592+0.0129488j 0.0035125+0.0597635j -0.00396009-0.077433j -0.00072646-0.000601749j 0.0758453+0.029498j -0.0767119-0.0862284j 0.165029-0.118564j -0.00549718+0.00594611j -0.0959416-0.166717j 0.113746+0.068502j 0.0103773-0.047666j -0.0824791-0.0759876j -0.049292-0.0609679j 0.0517705+0.0234101j 0.108335-0.139097j 0.0458312-0.105066j -0.018178-0.0365396j 0.140794+0.0209557j 0.0509605-0.0208757j 0.0743031-0.106797j 0.00195221-0.0636206j 0.0140709+0.0403735j 0.00243741+0.0475289j -0.0678015-0.00332481j 0.0112331-0.00555947j 0.0925725-0.0551936j -0.0260381+0.0409077j -0.0140938+0.00130929j -0.027308+0.0322265j 
-0.00457713+0.0180784j -0.0246005-0.00121325j 0.053026-0.036421j 0.0322119-0.01967j 0.0158182-0.0516131j -0.0163578+0.0111942j -0.0438412-0.0251541j -0.00392304+0.0250033j 0.0339493+0.0216308j 0.00600453+0.0795702j -0.0421968-0.0284069j 0.021387+0.0208278j 0.00698223-0.0414651j -0.0177095-0.00305109j 0.00974922+0.0724261j 0.0214803+0.016363j 0.0312286-0.00171257j 0.00573418-0.0225269j -0.045319-0.0123225j 0.00320762+0.00746139j 0.0681038+0.00482753j 0.0595465-0.16065j 0.0062367-0.0871432j -0.00355185-0.0490231j -0.148439+0.011669j -0.0410403-0.0479229j 0.0648865-0.0106612j -0.0201141+2.20657e-15j -0.0289777-0.0631088j -0.0697777+0.0139884j 0.0481763+0.10261j 0.11825+0.0282528j -0.0829431+0.098951j 0.0795913+0.0354349j -0.103411-0.110667j -0.0781335+0.0282963j -0.21413-0.0205051j -0.00214105-0.106283j -0.0253412+0.193313j 0.0519561+0.0310278j -0.116753-0.0255844j 0.107473-0.112243j 0.00432578-0.0343471j 0.0014904-0.217637j -0.0640279+0.0387638j 0.0386428+0.0101294j -0.0468269-0.0917404j 0.0674109-0.038593j -0.190781-0.0377836j 0.130464-0.0486984j 0.0939442-0.0130677j 0.0493732-0.0764514j 0.0264477+0.0453936j -0.0763487-0.0160694j -0.0273688+0.162646j 0.00676659-0.0141025j -0.137133-0.0126803j -0.0667847+0.0681091j 0.0471372+0.0721465j 0.0727603-0.0736082j -0.0159073+0.0465624j 0.0735923-0.051285j 0.00189674-0.0219893j -0.00708451-0.0486283j -0.0693862-0.0146123j -0.00286894+0.0153375j 0.0084535+0.00206654j 0.024987+0.0704316j 0.0174421-0.0189365j -0.0238613-0.0592606j -0.00429746-0.0285178j -0.00147148+0.0623264j 
0.00705091-0.037583j -0.00477166+0.0313817j 0.0129977+0.0260844j -0.0173651-0.0327067j -0.0420119-0.00304975j 0.0275355+0.0402522j -0.0400849+0.00417135j -0.00721423-0.0394712j -0.0394414+0.038758j -0.0290003-0.0439849j 0.0256098-0.0378738j 0.0383626-0.0159929j -0.0306697-0.00279746j 0.0250876-0.039814j -0.000406726+0.022464j -0.0605402+0.00239582j 0.0653768+0.0586678j 0.00109731+2.81565e-05j -0.0310976+0.0774046j -0.0847868+0.0529582j 0.0264175-0.00597063j 0.0498968+0.0353733j -0.0682583+0.0405762j 0.00266458-0.00295586j -0.0562384+0.0575599j -0.0227218-0.0728327j -0.0374388+0.0149155j -0.0289777+0.0631088j -0.0315177+1.02696e-15j 0.00459649+0.0276787j -0.0322644+0.0487401j 0.0751478-0.00664195j -0.029906-0.178591j -0.0466128-0.0233696j 0.13411+0.0944677j -0.00744724-0.0875407j -0.0787918+0.12585j -0.0409659+0.0116875j 0.0865138+0.1316j -0.127448+0.00993875j 0.0774282-0.0466078j -0.0968898-0.00623004j 0.184156-0.0735038j -0.0795477-0.168971j -0.0683292-0.0909863j 0.0660001-0.0389396j 0.106282-0.0271409j -0.0204864+0.0174276j -0.0265458-0.135588j 0.106211-0.00685039j 0.0127735-0.106101j -0.0548936-0.0384155j -0.00244857+0.0882639j 0.0871953-0.0571j 0.0821722-0.0922056j 0.0855933+0.0847416j -0.0564184+0.123771j 0.0477713-0.0183729j -0.0581519+0.0610985j 0.0469322+0.0244791j -0.0346486-0.0627656j -0.00944889-0.0267965j 0.0294648-0.0419328j 0.0175017+0.0256094j 0.0622793-0.00892168j -0.0124165+0.00863803j -0.0312949-0.0322268j 0.00504221+0.00934773j 0.0522103-0.0278074j 0.00823118+0.00323653j -0.0143702+0.022612j 0.0199554-0.00308591j 
-0.0125671+0.0233028j -0.00971966+0.013451j 0.0103283-0.0200178j -0.00062214+0.0184828j 0.013786+0.00124378j 0.00941541-0.00450721j -0.0078108-0.0558809j 0.0304787+0.0435132j 0.0219877+0.0210247j -0.0284545+0.0346626j -0.0113012-0.0573471j 0.00524071-0.000200588j 0.00709538+0.0166683j 0.0610282-0.0461119j -0.00191576+0.0352302j -0.0281634-0.00191367j -0.0494729-0.00065093j 0.00917087-0.0453697j 0.0935914-0.0587607j -0.076976+0.0015761j -0.0207552+0.003951j -0.00434583-0.0108717j -0.125501+0.0173971j -0.00152383-0.129904j 0.0748018+0.050478j 0.0189968+0.117719j 0.0204948-0.0520706j -0.0697777-0.0139884j 0.00459649-0.0276787j 0.22391-3.32789e-14j -0.0211674+0.00257705j -0.122714-0.0502803j 0.0596558+0.0508096j -0.124649-0.120536j 0.10625-0.0579672j 0.00261804+0.0305645j 0.0162271-0.0357808j -0.0431008+0.0128525j 0.0722655-0.0735284j -0.0466807-0.010487j -0.00333869-0.0223141j -0.0354515+0.104702j -0.0514536+0.107699j -4.31361e-05+0.144325j -0.0339802-0.165026j 0.0925009-0.012184j -0.0338323+0.0519308j 0.0230145-0.0976988j 0.0157768-0.024522j 0.0277917+0.0328837j 0.0241658-0.0560343j 0.0187169-0.049254j -0.0528155+0.0614618j 0.0188323+0.0242636j 0.034582+0.0819789j 0.092047+0.0618499j 0.159539-0.0114379j -0.0130676+0.0473078j -0.0971434+0.055486j 0.103825-0.0967119j -0.0321653+0.0237114j -0.0246345+0.0150103j -0.0310071-0.0156437j -0.0188961-0.0148476j -0.0497227+0.0235452j -0.00546087+0.00487371j -0.00192134+0.0293111j -0.0189472+0.0506605j -0.0397586+0.0321319j 0.0145176-0.00400053j 0.0293016-0.017636j 0.0199642-0.00436759j 
0.00193998+0.000676326j -0.0363679-0.0296025j -0.0279034-0.0315482j -0.0214801+0.0243832j 0.00429745-0.0156957j 0.00616155-0.0528728j -0.00163302+0.0253515j -0.00902734-0.0356805j 0.0552166-0.0294322j 0.0280822-0.0140762j -0.0702203-0.0187245j 0.0442099+0.000182103j 0.0384862-0.0350199j -0.0310429+0.0591523j 0.0180417-0.0125448j 0.00564069-0.046209j 0.0986154+0.0423123j -0.0188475+0.0408951j -0.0112495-0.0290572j -0.0371122-0.010087j 0.105662-0.0353615j 0.0198098-0.0732446j 0.059095-0.00854008j -0.00758394+0.0281588j 0.00384427+0.0270709j -0.0832275-0.028147j -0.0250714+0.0686218j 0.0481763-0.10261j -0.0322644-0.0487401j -0.0211674-0.00257705j -0.0781269-1.06859e-15j -0.105733+0.0976527j 0.0379371+0.0701601j -0.0433152+0.0499987j -0.261089+0.0496948j 0.0791742-0.0878341j -0.141135+0.0191833j 0.00593696+0.129628j -0.0301247-0.115315j -0.105809+0.0968106j 0.165541+0.0711035j -0.0254193-0.0640156j -0.0197179+0.0402205j 0.00785251-0.0638683j -0.00749115-0.0337159j -0.109161-0.127619j -0.121041+0.0788654j -0.0345096-0.0611787j -0.13628-0.030392j -0.0981474-0.0040283j 0.054377-0.0632473j 0.0265189+0.105463j -0.0777937-0.028282j -0.071975+0.0590484j 0.0476325-0.0281175j 0.00418167-0.00144815j -0.0439108-0.0424817j -0.00308899+0.0234394j -0.0619632-0.0564192j -0.122223-0.0406167j 0.000113722-0.0494422j 0.0477545-0.0157435j -0.0678026+0.0683987j -0.00656104-0.0538404j 0.0242441-0.0701796j 0.0663813-0.0297546j -0.0902581-0.0261831j -0.00335121+0.0408264j -0.035722+0.0619315j 0.010526+0.000671398j 0.00646145+0.0273086j 0.0133321+0.0227321j 
-0.0186263-0.0230662j -0.0425178+0.00990477j 0.0171528-0.0543043j -0.0135809+0.00650263j -0.00250913+0.0204226j -0.0143906+0.0118274j -0.0107236-0.0325723j -0.0113119-0.0362572j -0.0158136+0.000625158j 0.0360214+0.0084962j -0.019686-0.0335277j 0.0200342-0.0270243j 0.039305-0.0427766j -0.0612694-0.0126105j -0.0688934-0.0106163j 0.0039176+0.0373979j 0.0345816-0.0405881j -0.0283071-0.0103688j -0.0236006+0.0621635j 0.0386149-0.0381535j -0.0674841+0.0347707j -0.0103394+0.00680586j 0.0845302-0.0576982j 0.0774072+0.0175831j -0.054375+0.0377013j -0.032546+0.0352574j -0.127761+0.0714826j 0.11825-0.0282528j 0.0751478+0.00664195j -0.122714+0.0502803j -0.105733-0.0976527j -0.0471883+3.21965e-15j -0.106078-0.0364901j -0.0693773+0.102169j -0.0964272-0.113716j 0.0263288-0.0286932j -0.0732727-0.056456j -0.0348851+0.0396669j 0.124891-0.0195464j -0.0429181+0.0661053j -0.0848102+0.0641259j -0.160262-0.029103j -0.155638+0.00357726j -0.144097-0.0403294j 0.0277691+0.0447488j 0.00929161+0.0312824j 0.135272+0.000263549j 0.0880358+0.0327262j -0.0968065+0.0951948j -0.0966102+0.0719957j -0.0615091-0.0308164j 0.0432828-0.0453308j -0.0961221+0.0513193j -0.0115341+0.0494141j 0.0459447+0.00569108j -0.0468322-0.0651066j -0.121439+0.0847782j 0.0278862+0.0126802j 0.0716226+0.0352502j 0.00913432-0.0311347j -0.0475164+0.00318462j 0.0360768-0.00993099j -0.037654-0.0230065j 0.0368363+0.00254733j 0.0292817-0.0205063j 0.028361+0.0437749j 0.0420682+0.0317337j -0.0462892+0.0218222j -0.0289265+0.0679756j 0.00458979-0.0368708j 0.00609339+0.0242575j 0.0582515+0.00477545j 
-0.0279984-0.0218839j -0.00539218-0.00904375j 0.0113835-0.00905571j 0.00143224-0.027904j 0.0370287-0.00964516j -0.0215726+0.0229605j -0.0170527-0.0394084j -0.0281125+0.00028312j -0.00628497+0.0226241j 0.00128651+0.098736j 0.0101243-0.05514j 0.0338929+0.00159437j -0.0605224-0.0545009j 0.063555+0.0212751j -0.109654-0.0509959j -0.0641464-0.0162355j -0.0769902-0.0502143j 0.108307+0.0502143j -0.00453808+0.0489989j 0.0810241+0.0475379j 0.0717158+0.0578921j 0.0827015-0.0211989j 0.0384069+0.113037j 0.0141532+0.0809568j 0.142857+0.0327518j -0.0271136+0.0568706j -0.0204823+0.170604j -0.0829431-0.098951j -0.029906+0.178591j 0.0596558-0.0508096j 0.0379371-0.0701601j -0.106078+0.0364901j 0.102864-2.22045e-16j -0.104399+0.0579506j -0.211938-0.0362763j -0.141106-0.00658961j -0.0882834-0.0156788j 0.116757+0.0818919j -0.0546291+0.00880195j 0.121654+0.0726661j 0.00579811-0.0580981j -0.00637043+0.00975909j 0.0188974+0.0417972j 0.0742439+0.00251021j -0.142115-0.00125429j -0.0876716+0.070109j 0.00856354+0.000452004j 0.00130567+0.0441126j -0.0969852-0.022209j 0.0843168-0.115465j -0.0305833-0.0195772j 0.0591569+0.0262725j -0.0123547+0.0131875j 0.00618103+0.0419203j 0.0845507+0.111898j -0.0024695-0.0442835j 0.0593284+0.0729995j 0.13671+0.00159263j 0.00657232+0.161425j 0.0181775-0.00169613j -0.0595633+0.00885379j 0.0145877-0.0958215j 0.0494553+0.025234j -0.00751708-0.0247031j 0.0366549+0.0299755j -0.000579734-0.0226613j -0.0158398+0.033798j 0.0387387+0.00884007j -0.0102887+0.0135337j -0.0397661+0.00580249j -0.00922566+0.0282393j 0.0236299+0.00153584j 
-0.0150432-0.019931j -0.0159637+0.00902096j 0.0146964-0.0325463j -0.0239957-0.00425068j -0.0195612+0.0172404j -0.000105955+0.0443613j 0.0059003-0.0428821j 0.030616-0.0295827j -0.00638335+0.00984167j 0.0102216+0.021367j 0.0528678+0.00352441j 0.113669-0.0123446j 0.0687482+0.00542144j 0.051336-0.00383312j -0.0498317-0.0171767j 0.0226949-0.0939458j -0.0819305-0.0273717j 0.0469398+0.012277j -0.0475058+0.00792131j -0.0718158+0.00811742j 0.0144052-0.0849251j -0.0758829-0.0619576j 0.0499897-0.0931307j -0.0921485+0.00867238j 0.0959348+0.0379751j -0.0625047+0.0381819j -0.00421118+0.132951j 0.0795913-0.0354349j -0.0466128+0.0233696j -0.124649+0.120536j -0.0433152-0.0499987j -0.0693773-0.102169j -0.104399-0.0579506j 0.276792-1.15186e-14j 0.136408-0.0496694j -0.0130851+0.0361609j 0.0831152-0.105378j 0.0771586+0.196924j 0.0838666-0.153726j -0.0567475+0.102095j 0.0281617+0.0868855j -0.077965+0.0817457j -0.00827053-0.0252395j 0.0738032-0.0196235j -0.130318+0.0685503j -0.0895791-0.092413j 0.0248451-0.0352885j 0.0240066-0.0367381j -0.0124135-0.0508611j -0.00818503+0.0068074j 0.0600099+0.0270041j 0.127408-0.100324j 0.100555-0.0192689j -0.0209058-0.0386459j 0.0470711-0.0402142j 0.0522184+0.0618203j -0.0826316-0.138531j 0.108823+0.0143065j -0.0155765-0.018689j 0.00650173+0.0762154j -0.0818595-0.0321508j 0.0297417-0.0448775j -0.027204+0.0304535j -0.0309963+0.0211398j -0.00654648+0.00710705j -0.00427337-0.0569501j -0.0186821-0.0239887j 0.0248592+0.0460856j -0.0161476-0.0151628j 0.00164033+0.012401j 0.020441+0.0230866j 0.0251528-0.013467j 
0.00182562-0.0142924j -0.000225564-0.00635093j -0.00508535-0.0438671j 0.0053361-0.00961616j -0.0186754+0.00254775j -0.035094+0.0524732j 0.00663535+0.00128351j 0.0295779+0.0315685j -0.0592633+0.00115619j -0.0354303-0.0519577j 0.0633389+0.0389048j 0.0257045+0.0551321j -0.0436006-0.0193004j -0.00410054-0.0605545j -0.0267565+0.0208202j 0.0530066-0.0336749j -0.017517+0.0510103j 0.00765993-0.067884j 0.00909461+0.0532884j 0.018616-0.104753j -0.0619372-0.0435819j -0.144575-0.173625j 0.0188695-0.0523086j -0.0682811+0.0329877j -0.0925265-0.022767j 0.0331955-0.0435671j -0.147456+0.0132626j -0.103411+0.110667j 0.13411-0.0944677j 0.10625+0.0579672j -0.261089-0.0496948j -0.0964272+0.113716j -0.211938+0.0362763j 0.136408+0.0496694j 0.124626+1.62717e-15j 0.113457-0.00809886j -0.0651616-0.085576j -0.10773+0.00781217j 0.028891+0.0119158j -0.0113429+0.0660876j 0.0353077+0.0217971j 0.0119076-0.0643076j 0.0576977+0.00915084j -0.00154806-0.047921j 0.00469674+0.0851723j -0.124386+0.0849053j 0.0436833-0.0547921j 0.00313641+0.0964249j -0.0446375-0.0236405j -0.0365331+0.0270044j 0.0135735-0.118505j -0.0462403+0.0145947j -0.099246+0.0396665j 0.0194486+0.102276j 0.0379742+0.0643122j -0.0146068-0.0648964j 0.0456386-0.035466j 0.00538298+0.00950149j -0.0269585-0.00920276j 0.0205508-0.00736951j -0.0845928+0.0259056j -0.0677468+0.0172671j 0.0157273-0.0909876j -0.0144138-0.0261645j -0.00589495-0.0370633j -0.0323979-0.00772492j 0.0364546+0.090894j -0.0230101+0.00290053j -0.026791+0.0114226j 0.000946405-0.0304511j 0.00256187+0.0124567j 0.00471051-0.0180818j 
0.0125935-0.0175621j -0.0190394-0.0268923j -0.00810543-0.0221497j -0.00411524-0.018785j 0.0422268-0.0380072j 0.025861-0.01487j 0.0326188+0.0506358j 0.0412188-0.0376805j -0.0197007-0.00980938j 0.0169368-0.0383108j 0.0499368+0.0156509j 0.0313295+0.0277902j 0.0310237+0.0365367j 0.00281987-0.00362287j -0.119989+0.0217586j -0.0049139-0.0173214j -0.0377009+0.0977591j -0.00930022-0.0445584j -0.0684093-0.0398955j 0.0077156+0.0572528j 0.0844567+0.00225287j -0.0879046-0.0928958j -0.119652+0.124943j -0.147917+0.00577901j 0.0128211-0.00483876j 0.0523366+0.00851281j 0.0205289-0.0347767j -0.0781335-0.0282963j -0.00744724+0.0875407j 0.00261804-0.0305645j 0.0791742+0.0878341j 0.0263288+0.0286932j -0.141106+0.00658961j -0.0130851-0.0361609j 0.113457+0.00809886j 0.00714348+1.56992e-16j 0.131564+0.0286915j 0.0547925-0.0610134j -0.0740026-0.0284894j 0.0291147-0.0140584j 0.0481738-0.0967895j -0.0857344-0.0263852j 0.0241893-0.0261929j 0.058857-0.0199276j -0.0380126-0.0151917j -0.00757966+0.0128079j 0.0414166+0.0554211j 0.0433528+0.00458846j -0.131905+0.0747025j -0.0510823-0.0276223j 0.0763179+0.0123936j 0.014815+0.0517115j 0.0341514+0.0171923j -0.0629337+0.0459708j 0.082137-0.028113j -0.0849399-0.082961j 0.0015547-0.0563423j 0.0997818+0.0434661j 0.0805697-0.0686796j -0.093197+0.00671685j -0.0439077+0.0240249j -0.0200356-0.0321093j -0.0644522-0.0138295j 0.0320124-0.0793062j -0.0379916-0.0728478j 0.00969925+0.057359j -0.0723541+0.0190869j 0.0261606+0.0174042j 0.00276144+0.020015j 0.000342585-0.0163454j -0.0158104+0.0131718j -0.00408348+0.00642643j 
-0.0282909+0.0147497j 0.00617782+0.00771124j 0.00562886-0.0191367j 0.01821+0.00830453j -0.00620566+0.0180254j 0.00720439-0.00182875j -0.0181025+0.0111929j 0.00972705+0.0369699j -0.0972994-0.125616j 0.0475184-0.0265995j -0.0135208-0.0553864j -0.00531336+0.00170144j -0.0545609-0.0748946j -0.0573759-0.0481364j 0.0672572+0.0556423j 0.00936089-0.0428227j -0.00137687+0.0281382j 0.0889176+0.0540505j 0.00615655-0.00671028j -0.0356686-0.0398372j -0.00615541-0.00520633j 0.0588957-0.0741421j 0.00905154-0.0795955j -0.0968267-0.045219j -0.0950504+0.0540489j 0.0978574+0.0383522j -0.0473981-0.0333703j -0.21413+0.0205051j -0.0787918-0.12585j 0.0162271+0.0357808j -0.141135-0.0191833j -0.0732727+0.056456j -0.0882834+0.0156788j 0.0831152+0.105378j -0.0651616+0.085576j 0.131564-0.0286915j -0.0660125+2.41127e-16j -0.00132987+0.0931808j -0.0379848-0.0169693j 0.129369+0.000857255j 0.0322203+0.0413407j -0.0404124+0.0221266j 0.13165-0.0354585j 0.0123995+0.0737133j -0.056452-0.0101214j -0.0160943+0.0374823j -0.0315077-0.163488j -0.0225116-0.0417214j 0.00812028+0.014801j -0.0205615-0.00116307j 0.00856342-0.0456385j -0.00947181+0.0763707j -0.0514439+0.018524j -0.0047398+0.0656455j -0.0359855+0.0362828j 0.0138175-0.0406652j -0.00542928-0.0247671j -0.0203366+0.0265539j 0.0596127+0.0114301j 0.024146-0.0298461j 0.0120614-0.1073j 0.0270719-0.0576258j -0.0503688-0.0114369j -0.0426717+0.0843805j -0.0228602+0.0203668j 0.0112481-0.0115945j -0.036013-0.0127347j -0.0160775-0.016556j -0.0423574+0.0262415j -0.0179489+0.00627163j 0.0243423+0.0322882j 0.0196364-0.00957034j 
0.0263491-0.00398097j 0.0124513-0.0542428j -0.0330121-0.00108958j -0.0156216+0.026738j -0.00810633+0.00771394j -0.041769+0.0311104j 0.0319258-0.022267j -0.00833495-0.0400559j 0.01631-0.0190772j -0.0064618-0.00325314j 0.0304751-0.0201488j -0.0715977+0.0552833j 0.0116092+0.0188164j 0.0169066-0.00640492j 0.0188935-0.0639929j 0.086236+0.0823522j -0.0951029+0.126228j -0.0048892-0.127073j 0.0576815+0.1272j 0.0184643+0.0642085j -0.0751753-0.0286968j 0.0596407+0.0983304j -0.0681936-0.00750986j -0.0556501+0.00527559j -0.0572856+0.0336535j 0.110549-0.0211102j -0.0351625+0.0616993j -0.00214105+0.106283j -0.0409659-0.0116875j -0.0431008-0.0128525j 0.00593696-0.129628j -0.0348851-0.0396669j 0.116757-0.0818919j 0.0771586-0.196924j -0.10773-0.00781217j 0.0547925+0.0610134j -0.00132987-0.0931808j 0.0127599-2.70617e-16j -0.0616678+0.0462678j 0.168003-0.00308648j 0.0346263+0.0990827j -0.176756+0.0174712j 0.046414+0.0245433j 0.192534+0.0268696j 0.028053+0.0943235j 0.0142638-0.0150646j -0.0090286+0.0283576j -0.0476505-0.00032162j 0.051134-0.109292j 0.0322687-0.0589281j 0.0567819+0.0952206j 0.112588+0.075306j -0.0666607+0.0949474j 0.0158839-0.0753805j 0.0125819-0.0938246j 0.0283179+0.0521682j -0.0732999-0.0207169j 0.00517515+0.0359272j 0.017515-0.0349358j -0.0193063+0.0450837j 0.0222685+0.00221223j -0.0130985-0.0150332j -0.0234776-0.0302762j -0.0207359+0.0284961j 0.0325649-0.0763233j 0.0275745-0.0647435j 0.0426553-0.0126535j 0.00678391-0.0499661j -0.0159378+0.0339414j 0.00622159+0.0452026j -0.0110797-0.0227503j -0.050159-0.00666644j 
0.0139628+0.0229197j -0.0196006-0.0434492j -0.0186877+0.01079j -0.00731262+0.00869511j -0.0221879-0.0347097j -0.0168115+0.0100739j -0.00737809-0.00907373j -0.00990255-0.0740222j 0.0575668+0.0230041j 0.0369116-0.0789168j -0.046002+0.0538921j -0.0727303+0.0119923j -0.00947302+0.00856822j 0.0441786-0.0393642j 0.0446427-0.0155105j 0.0221863+0.113185j 0.000688947-0.0962187j -0.0378703+0.029572j -0.0423714+0.0538399j -0.0540214+0.186202j 0.0530696+0.119896j 0.0112688+0.0662168j -0.0983643-0.0740881j 0.0245401-0.157775j -0.048321+0.00136676j 0.0677165+0.00913018j 0.0946543+0.200757j -0.0253412-0.193313j 0.0865138-0.1316j 0.0722655+0.0735284j -0.0301247+0.115315j 0.124891+0.0195464j -0.0546291-0.00880195j 0.0838666+0.153726j 0.028891-0.0119158j -0.0740026+0.0284894j -0.0379848+0.0169693j -0.0616678-0.0462678j -0.0523494+4.996e-16j -0.0427937-0.0283585j 0.0140343+0.0466333j 0.193946-0.0407606j 0.0366114-0.00101258j -0.0063438+0.124577j -0.0270139-0.087182j -0.0755111-0.0933226j 0.0527771+0.0274712j 0.0244084+0.0112538j 0.0455346-0.10931j -0.0451771+0.0251645j 0.0597262-0.0111071j -0.0555314-0.0669452j 0.00488337+0.0439649j 0.00688422-0.0453658j 0.0136148+0.0276646j -0.00983945-0.0162389j 0.0208456-0.0382104j -0.00840528-0.0451861j -0.0322859-0.0317557j -0.103749+0.0284193j 0.00200097+0.0407209j 0.0409006+0.0462532j 0.0226878-0.0065697j 0.0315213-0.066895j 0.00933461-0.0302783j 0.00635663-0.0314447j -0.0171267-0.0410376j -0.0226306-0.0100293j 0.0533738+0.0206165j 0.00350283+0.00109144j 0.00903805-0.0257496j -0.028961+0.0325993j 
