0.291501+0.0873195j -0.084278+0.292114j 0.15413+0.000602652j 0.00955712-0.16463j -0.120175-0.00864978j 0.0726299-0.0561529j -0.0434731+0.120086j -0.108588-0.11349j -0.0749677+0.087098j 0.0236518-0.0375065j -0.0149707-0.114566j 0.0489669-0.0578033j -0.191053-0.056033j 0.0971823-0.0332759j 0.0747126-0.0570302j 0.0747712+0.00172363j 0.0542869+0.155934j 0.0884355-0.016793j -0.0278741-0.0646325j 0.00322597-0.156868j 0.039471+0.126023j 0.0530354+0.108967j -0.0343535-0.054691j 0.0627821-0.0675377j 0.0316951-0.0247587j 0.0450345+0.100761j 0.00940523-0.046793j -0.151827+0.0381407j 0.0377145-0.0129436j 0.0140075-0.0177954j -0.0907131+0.0994817j -0.0302441+0.0356739j 0.0295267-0.0262622j 0.0289681+0.0530649j -0.11792+0.0525174j 0.0673295-0.161435j 0.0628099-0.100783j -0.00646195-0.0520134j -0.16377-0.00400054j 0.0437224-0.0662985j -0.0876171-0.0135248j 0.0231149+0.0383354j -0.119087-0.0908301j -0.157656-0.0788554j 0.0152227-0.0190722j -0.0359027+0.0946675j -0.0298676+0.0248646j 0.0421478+0.0647664j 0.0500441+0.109864j -0.0927146+0.0731788j -0.0255848-0.0133339j -0.0739744+0.0261412j -0.166088-0.144045j 0.135093-0.152863j -0.00202367-0.285114j -0.284595+0.00447172j 
0.000720575+0.000287862j -0.000360053+0.000610124j 0.00095202-0.00107958j 0.00118924+0.000629064j 0.000948242-0.00013249j -0.000375628-0.0015364j 0.00431325-0.00251174j -0.000960905-0.00283944j 0.00181335+0.00191481j -0.000962061-0.0011277j 0.00196535-0.00155307j -0.00585177-0.00500064j 0.00335598-0.00227542j -0.00310374-0.00176805j 0.00227859+0.000705112j 0.000778805+0.00573341j 0.000580233+0.00222568j 0.00410888-0.00457495j -0.00235528-0.00594473j 0.00245579-0.00222256j 0.000534643-0.00426311j -0.00142568-0.00317063j -0.00186702-0.000630791j 0.00234521+0.00333443j -0.00290973-0.000666629j -0.00272754-0.00503643j 0.000103856+0.00289062j -0.0010924-0.00431281j 0.000389906+0.00485593j -0.00254992-0.0011088j 0.0033824+0.00047226j -0.00205988-0.00420539j -0.00267082-0.00251926j 0.0010223+0.000519815j -0.000564447+0.00299973j 0.00276937-0.00156568j 0.00231344+0.000173835j 0.000673912+0.000466959j -0.000805401+0.0021558j -0.00255289+0.0048176j -0.000746891-0.0015229j -0.00200567-0.00183352j -0.00123617-0.000190836j -0.00374308+0.000603098j -0.000456909+0.000809584j -6.06311e-05-0.00169335j 0.0012037+0.00036974j -0.00141259+0.000875947j 0.00074459+0.00044995j 0.00124147+0.000795071j 0.00033335+8.04187e-05j 0.000257532+0.0018141j 0.000141448+0.000102326j 0.00179569-0.000782575j -0.000433821+0.000351151j 0.000263831+0.000344616j 
-0.000666584+3.21716e-05j 0.00095197-0.00053822j -0.00192408+0.0027689j -0.00363356+0.000583598j -0.00188901+0.00266209j -0.000410386+0.00445552j 0.0020241+0.00134652j 0.00510175-0.00118274j -0.00106207+0.000890926j 0.00497163-0.000479251j 0.00272608-0.00399931j -0.00179677-0.000748946j 0.0025417-0.000193137j 0.00383753+8.22204e-05j -0.00525591+0.0019303j 0.00802295-0.000286885j 0.000378941+0.000760665j 0.000281643-0.000647614j -0.00471981-0.000426782j -0.0012745+0.00648465j -0.00205989-0.000976837j 0.00322874+0.00261731j 0.00163969+0.0031771j 0.00246575-0.00602041j 0.000713198-0.00140878j 0.000135542-0.00255935j 0.00346551+9.24444e-05j -0.00213858+0.00110259j 0.00121006+0.00129009j 0.000461936-0.000566223j 0.000610187+0.000664483j -0.00322695-0.00441028j -0.000280971+0.00227292j -0.00252649-0.00182829j 0.000284288-0.00104063j 0.000492343+0.00161878j -0.0031744-0.000660705j -0.000715091+9.16063e-05j 0.00414168-0.000335562j 0.00128589+0.00151413j -0.00101899+0.00163311j 0.00314161-0.00238933j -0.000265808-0.00128839j 0.00318833+0.00284993j -0.000873362+0.000932808j -0.00127484-0.00178587j 0.0016487+0.00325551j -0.00147688-0.000378806j -0.00279811-0.00106288j 0.00216422+0.000171852j -0.000542177+0.000304678j 0.000677507+0.00357112j -0.00195612+0.000214759j -0.00104164+0.00179991j 0.00077635+0.0015911j 0.00197324-0.00110557j 
0.00199672+0.000964303j -0.000838877+0.00143351j 0.0027602+0.00075486j 0.000785925-0.000323931j -0.00120511+0.00231723j 0.0018361-0.000724922j 0.000809843-0.00479306j -0.00130205-0.00221679j 0.00535818+0.00238059j -0.00290341-0.00217097j 0.00214946-0.00150959j -0.0013695+0.000709508j -0.000821532-0.00449858j -0.00134199+0.00135485j -0.000407127-0.00103207j -0.00266614+0.00278753j 0.0039613+0.000166527j 0.00391241-0.00223541j 0.00210467-0.00214932j 0.00237743+0.00126127j -0.00146799-0.00187161j -3.71153e-05-0.000717735j -0.000896778+0.000154991j 0.00128845+0.00354901j -0.0016725+0.000522207j 0.00182763-0.00115942j -0.000973836+7.97668e-05j -0.000439753-0.000172165j -0.000304584-0.000508579j -0.00265166-0.00224842j 0.000331598+0.00112749j 0.000925353+0.00169066j -0.0019854-0.00352992j -0.000907478+0.00237493j 0.000556932+0.00157273j 0.00185069-0.00281875j 0.00440015+0.000849255j 0.000102162+0.000713984j 4.41391e-05+0.00275866j 0.00017368-0.00177619j -9.64334e-05-0.00042666j -0.00455355+0.000562324j 0.000557593+0.000639689j -0.00221286-0.000298727j -0.00139928-0.000875718j 0.000512188+0.000376605j 0.00151349-0.000754646j -1.4271e-05+0.000943506j 0.00132855+0.00131973j 0.0010074-0.000370693j 0.000409544+0.00140635j -0.000573224-0.000647077j 0.00092328-0.000771607j 0.00235231-0.0014402j -0.00102503-0.000754807j -0.00104412+0.00111069j 
-0.00137714+0.000224512j -0.000260632-0.0013897j -0.00021588+0.000133826j 0.000469943+0.000919265j -0.000674941+0.000607453j 0.000524154-0.000462357j -0.00164324-0.00050496j -0.001206+0.000423915j 0.00151838-0.00202794j -0.00140323+0.00102631j 4.10224e-05-0.00134431j 0.00026511+0.00327343j -0.00173019+1.17986e-05j -0.000762167+0.00215488j -0.000263988-0.000584923j 0.00124624-0.000289202j 0.000508344+0.0013595j 0.000732492+0.00237099j 6.57884e-05+0.00183588j -0.0014782+0.00326713j -0.00135698-0.00118013j 0.00122839-0.000860316j 0.00147374-0.000991944j 0.000750266-0.00253451j -0.000677299-0.000881244j -0.000540385+0.00069603j 0.00199165+3.00609e-05j 0.00157675+0.00222092j 0.0019553+0.00161115j 0.00284251-0.0021274j -0.00109246+0.00153735j 5.25557e-05-0.00155654j 0.00217163+0.0033178j -0.00256642-0.00164552j 0.000901947-0.000106311j 0.000261534-0.00186262j -0.00214391-0.00181252j -0.000204931-0.000854554j 0.00178517+0.000217545j 0.00190214+0.00047553j 0.00119241+0.000455926j 0.00204413+2.78173e-05j 0.000406305-0.000880421j 0.00266979+0.000924045j 0.000264301-0.00125641j 9.22609e-05-0.0010344j 0.000708894+0.000645348j 0.000665961+0.0012871j -0.000111994-8.45069e-05j 0.00126697-0.000392418j -0.00102382+9.36814e-06j 0.00125719+0.000485248j -0.00062012+0.000380899j -4.28896e-05+0.000894467j -0.000487798+0.000616595j 0.000754154+0.000283811j 
0.000919909-0.00013278j 0.000519952+6.29544e-05j 0.000492811+0.00298897j -0.00199679+0.000694972j 0.00115406+0.00308303j 0.00158048+0.00188184j -0.000832479-0.00266046j 0.00415903-0.0014153j 0.000151739+0.00369169j 0.000324186+0.000897396j 0.00294643+0.000776224j 0.00220309-0.000962327j -0.000361339+0.000656647j 0.00105251+0.00149545j -0.00404933-0.00160927j -0.0032522+0.000456225j 0.00314383-0.000174564j -0.00112178-0.0017351j 0.00100882+0.000992069j -0.000164471+0.000976767j -0.00270323+0.00436725j -0.000587276+0.00313908j -0.00177822+0.00392987j 0.000985356+0.00234675j 0.00266638-0.00182552j 0.00386999+0.000641794j -0.00309051+0.000194522j -0.00253607+0.000280531j -0.00370359-0.00318498j -0.000454377+0.00260443j -0.00112345-0.00150033j 0.00414181+0.00459063j -0.00245774+0.000477167j 0.000824502+0.000825963j 0.00188526-0.0017022j -0.00312984+0.00185559j 0.00277781+0.00124384j 0.000412438+0.00295457j 0.000771127-0.000965446j 0.000586334-0.00441665j 0.000648008+0.000113513j 2.09345e-05+0.00149143j 0.00319689+0.00235988j -0.00248266-5.53902e-05j -0.00310442+0.0016094j 0.00029576-0.000262412j -0.00215285-0.000531341j -0.000962547-0.00225338j -0.000945699-0.00119712j -0.00139425+0.000934936j 0.00262867+0.00268059j -0.00175225-0.001673j 0.00116443-0.000272415j -0.000271549-0.00033076j 4.53366e-06+0.000904791j 0.00042482+0.0001379j 
-0.000114328-1.31573e-05j 0.00101685+0.000542665j -0.00445982+0.00145797j -0.000836104-0.00391327j -0.0021447-0.000920326j -0.00111194+0.00450926j 0.0015392+0.00349613j 0.00197134+0.00424442j -0.00606591+0.00136439j 0.00129257+0.00135143j -0.00264622+0.000225106j -0.00426834-0.00144322j 0.00444824+1.01381e-05j 0.00036817-0.000848585j 0.000299304+0.00301419j -0.00108183-0.000470607j -0.00137026-0.00151571j -0.00237961-0.00370272j -0.00584559-0.000338966j 0.00254589-0.00292707j 0.00538492+0.000780115j -0.00201424+0.00233297j -0.00221978+0.00226465j -0.00371953-6.85831e-05j 0.000122215+0.0021344j -0.000459563-0.000364652j 0.000375793-0.000758906j -0.000569284-0.00290302j -0.00266459-3.52695e-05j -0.00344752+0.00297312j -4.22772e-07-0.00227589j -0.0020749-0.00119128j 0.000981962-0.00244919j 0.00251033-0.000729956j 0.000136611+0.000803848j 0.0016688+0.00338419j -0.000696087+0.00178545j 0.00116245-0.000216433j -0.00252393-0.000648717j -0.00215165+0.000825336j -0.00116089-0.000246979j 0.00217105-0.00138074j -0.00131532+0.0015943j 0.000376507+0.00103385j 0.00154283+0.00169044j -0.0026523-7.38812e-06j -0.00133278-0.000640052j -0.000199619-0.00177479j -0.00206026-0.00198219j -0.00217957-9.2357e-05j 0.00182291+0.000443004j -0.000726188+0.000315621j 0.000727024+0.00101818j -0.00122782-0.00109802j 0.000662661+0.00100184j 0.000700555-0.000857529j 
0.0019494+0.000167777j -0.000581319+0.00115538j 0.00208434+0.00138407j 0.000103691+9.22758e-05j 0.00166061+0.0013869j 0.000132574-0.00334701j 0.000252411-0.000926454j -0.00160868-0.000628713j -0.00226361+0.000641407j 0.00032086+0.00170554j -0.00216568+0.000166598j -0.0017727-0.00152545j 0.00173741+0.0014201j -0.00202946+0.00055315j 0.00110187-0.00175289j -0.000929248+0.00385181j 0.00191171+0.00323947j 0.00366524-0.000951729j -0.00296407-0.00221605j 0.000563759+4.35838e-05j 0.000730392-0.000420151j -0.00222945-0.000730798j -0.000943832+0.000493579j -0.00291852+0.000528762j 0.00184176-0.00116756j -6.69502e-05-0.000914761j 0.00159589-0.000380629j 0.00075446-0.0023741j 0.000879372+0.000541228j -0.00250745-0.000571814j 0.0012006+0.00117289j -0.00189753-0.00189877j 0.00158404-0.000741035j -0.00148565+0.000238751j 0.00131537+0.0014827j 0.00245808-0.00219744j -0.000828891+0.00146014j 0.000844803-0.00131874j -0.00213082-8.26715e-05j 0.00230763+0.00045931j 0.00237415-0.00125173j 0.00230185+0.000209902j 0.000173313+0.000744428j -0.0025896-2.01098e-05j 0.000196007+0.00153727j -0.00137747+0.00102933j -0.00225626-0.00122933j 0.00114469-0.00112627j -0.000451161-0.000667593j -0.00109621+0.000854977j 0.00190139+0.000316346j -0.00130672-0.00143906j 0.000471135-0.00304495j 0.000597451-0.000879114j -0.00048697-0.00168921j -0.00198696+0.00085952j 
-0.000818824-0.000173502j 0.000521169-9.80722e-05j -0.00276049-0.00156571j -0.00052968+0.000419037j -0.00116939+0.00241915j -0.00280082-0.000651663j 0.000418042+0.00459097j 0.00107443+0.00118943j -0.00425001-0.00477299j 0.00345666+0.000214399j 0.000516617-0.00204144j 0.00784396-0.00326039j 0.00100004+0.00466129j 0.000662298-0.00216128j -0.00388972+0.00317395j 0.00233573+0.00294867j 0.00321714+0.0051581j -0.00193247+0.00150298j 0.00295698+0.00250821j 0.00262612+0.0031415j -0.0052701+0.00268764j 5.53177e-05-0.00266683j -5.25486e-06-0.000345748j 0.003286-0.00178095j 0.00267074-0.00425316j -0.00249102-0.00127832j -0.00032392+0.00143965j -0.0037734-0.00118122j 0.00252423+0.00510881j 0.00143163+0.000315446j -0.000287516+0.00233278j 0.00166962-0.000229432j -0.00571858+0.00155047j 0.000462047-0.00454997j -0.00392896-5.69287e-05j -0.00928349-0.00274615j -0.000944454+0.00527517j -0.00135668+0.00368846j 0.00298204-0.00345506j 0.00320466-0.00240111j 0.00222544-0.000799851j 0.0025685+0.00132472j -0.00262767-0.00043625j 0.000538493-0.00422268j -0.00467669+0.0027187j 0.0032943-0.00165327j 0.0032837+3.94988e-05j -0.00200141-0.000301978j 0.00277495-0.000991915j -0.00140382+0.000400013j -0.000738791-0.000344267j 0.00152068-0.00088618j -0.00122362+0.00219887j 0.00130045-0.00139482j 0.000794836+0.000541249j 0.000440073-0.00105813j 
0.000836851+0.000387899j -6.16411e-05-2.67939e-05j 0.00203535+0.00180492j 0.00111169+0.000794134j 0.000897345+0.00528516j 0.00244866-0.000998009j 0.000367479-0.00457824j -0.0007659-0.0026814j 0.00475576-0.00134797j -0.00358848-0.000985527j 0.001678-0.00238037j -0.000318757+0.00181265j -0.0029581-0.0025123j -0.0013549+0.0014467j -0.000450779-0.00160667j -0.00126633+0.00300976j 0.00312376+0.000996148j 0.00261478-0.00259028j 0.00150103-0.00104974j 0.00233793+0.00138422j -0.00403945-0.00160975j -0.0013364-0.00166726j -0.00144637-0.000418916j 0.00253094+0.00217259j -0.00184396-0.000212098j 0.000474346-0.000202999j -0.000593392+0.000250801j -0.000382368-0.00067254j 0.00152832+9.65148e-05j -0.00122408-0.00103266j 0.000685358+0.00101752j 0.00189595+0.00112895j -0.00226179-0.00186721j -0.000253268+0.000259035j 0.000639254+0.00101361j -0.000708704-0.00254735j 0.00296291+0.000943703j -0.000445782+0.00112826j 0.00115429+0.00179375j 0.00127263-0.00117104j 0.000800094-0.000254198j -0.00333958+0.00132488j 0.000371634+0.00105289j -0.000341978-0.00114356j -0.00293786-0.000807977j 0.000730797-0.000484711j 0.00319186-0.00138416j 0.000191615+0.00197736j 0.00170524+0.000644489j 0.00138769-0.000942474j 0.000499737+0.00188877j 0.000603445-0.000649046j 0.00175941+0.000795189j 0.00169658-0.00163107j -0.00112249+0.000531798j 4.92931e-05+0.00107843j 
-0.000917413+0.000156354j 0.000413093+0.000262846j -0.00298658-0.00191359j 0.00236859-0.00311883j -0.00102699-0.00284742j -0.00121503+0.00257322j 0.000544496+0.000998773j -0.00147234+0.00246048j -0.00023455-0.00336124j -0.00267744+0.000675737j 2.91366e-06-0.00259649j -0.000540848+0.0018874j -0.00213539-0.00191132j -0.000281088-0.00230976j 0.000349184+0.00231048j 0.00173468-0.00228952j -0.00313803-0.00230515j -0.0011484-8.20043e-06j 0.00103496-0.000693008j 0.00147658+0.000419563j 0.00182358-0.00415445j 0.00128781-2.70945e-05j -0.00207492-0.00217773j 0.000659439-0.000662153j -0.00351319+0.00325714j -0.00170269+0.00152735j 0.000428068-0.000294725j -0.000208117-0.000243303j 0.00202184+0.00323988j -0.000147849-0.000700255j -0.00145122+0.000223974j 0.000750363-0.000776053j -0.00104362-0.00179616j 0.00151563-0.00141522j -0.00149621+4.5869e-05j -0.000120125-7.77289e-06j 0.00121196-0.000407793j -0.000454074+0.000186774j 0.000754478+0.00200891j -0.00273951+0.00129388j -0.00226882+0.000315978j -0.00254723-0.000590464j -0.00214549-0.000897268j 0.00426993-0.000864688j -0.00039321-0.00141346j 0.000551002-0.0015692j 0.00424935-0.000697045j 0.000108796+0.00268488j 0.000924094+4.427e-05j 0.00285529-0.00207354j -0.00164264+0.000720065j 0.00269079+0.00194516j 0.000389695+0.00248072j 0.00163815-0.000911197j -0.000628096+0.00078273j 0.000722138+0.000121802j 
0.00121963+0.000635777j -4.77098e-06+0.000503482j 0.00160331+0.00320026j -0.00362895+0.000176366j 0.00119553+0.00074599j 0.00155366+0.00195823j 0.00388567-0.000888104j 0.00537631-0.00263323j 0.000396921+0.00467121j 0.00420198+8.43798e-06j 0.000905778+0.000211832j 0.000738573-0.00221443j 0.000138385+0.00054448j 0.00231753-0.000834081j -0.000314934-0.000296509j 0.00520272-0.00211144j -0.00256431-0.00226084j 0.00253033+0.00018908j -0.000575853-0.00277793j -0.000886962+0.00185886j -0.000959167-0.000730235j 0.000667827+0.00149574j 3.17129e-05-0.000504312j 0.000411227-0.00313698j 0.000151822-0.000321631j -0.000970857-0.00179812j 0.00194104-0.000751238j -0.00214838+0.000218621j -5.29507e-06-0.00136515j -0.00134973+0.00232753j 0.00266273-0.00236484j -0.000449856-0.00126662j -0.00198462-0.00221797j 0.000646411+0.00111533j 0.00134736-0.00172561j 0.000348157+0.00153336j -0.000102871-0.000647117j -0.00118134+4.32583e-05j 0.000914515+0.00128256j 1.44445e-05+0.00224638j -0.00227345+0.00100098j -0.00198064-0.000479892j 0.000482071+0.000443318j -0.00129309-0.000125399j -0.00132828-0.000678656j -0.000196638-1.03736e-05j 0.00055183+0.000112242j -0.00134321+2.64109e-05j -0.000370816+0.00118901j 0.00215913+0.000599092j 0.000616332+0.000295997j 0.00040666+0.000435664j 0.000356639-0.000941276j -7.65313e-06-0.000469473j -0.000136126+0.000261515j 8.23533e-05+0.000475745j 
-0.00207824+0.000590058j 0.00150785-0.000988358j -0.00761339+0.0010652j -0.00273372-0.0043528j -0.00415295-0.0011662j -0.000393185+0.00819441j 0.00267404+0.00213446j 0.00500077+0.0040313j -0.00429239+0.0012502j 0.000921514+0.00128902j -0.000983792-0.00223997j -0.00150861-0.000290542j 6.79512e-05-0.00195961j 0.000482312-0.00187786j -0.00169652+0.00515876j 0.00300975-0.00359125j -0.00287748-0.00461248j -0.00324832-0.00264332j -0.00101918+0.000231455j 0.00327006-0.000186179j 0.0024177-0.00261371j 0.000519093+0.00360616j -0.0034222-1.10926e-05j -0.000557214-0.00173404j -0.00317769+0.00346056j -0.0018237-0.000176153j 0.00169505-0.001442j -0.00313753-0.000123462j -0.00127829+0.00181385j -0.00314907+0.00323113j -0.00128942-0.00431626j 0.00111689+0.000309806j -0.00342268-0.00212921j 0.00428692-0.00116365j 0.000476276-0.00159762j -0.00197689+0.00353866j 0.00181987+0.00107669j -0.000802772+0.00203432j 0.00147716+0.00180815j -0.0037104+0.00100283j -0.0030932+0.00136884j -0.00223507-0.000426256j -0.000508126+0.00205816j 0.00354253-5.68237e-05j -0.000888903-0.00101196j -0.000356342-0.00259872j 0.00259008-0.00120374j -0.00162696+0.000400716j -0.000288312-0.00142993j 0.0014344-0.000702262j -8.57252e-05+0.00166209j 0.002908+0.000744114j 0.00138108+0.00373197j 0.000634065-0.0021503j 0.000267469+0.00316632j 0.0025871-0.000816284j 
0.000866871+0.000967233j 0.000901555-0.000495245j -0.000475958+0.0083093j -0.00376526-4.4311e-05j -0.00199115+0.0071678j 0.00457442+0.00466239j 0.00133226-0.00236014j 0.00660876-0.00316247j 0.00250261+0.00218047j 0.00209882+0.00161361j 0.000685688-0.00316727j 0.00231788-0.000217974j -0.00285094-0.000140183j 0.00179156+0.00162799j -0.00296778+0.000786202j 0.00394732-0.000236435j 9.74559e-05-4.78858e-05j 0.00577687-0.000561238j -0.000864115-0.00223539j 0.000959683+0.00676133j -0.00331668-0.00198604j 0.00103219+0.00229552j -0.00022536-0.0010292j 0.000530409-0.00488017j -0.00129193-0.00204361j 0.00186538-0.00255342j 0.00467327-0.00108496j -0.00125793+0.00157164j -0.000503478+0.000221194j -0.00237197-8.03557e-05j 0.000462952-0.000502461j 0.00210877-0.00209419j -0.00257088-0.00223833j -0.00106432-0.000335745j 0.00218807-0.000518342j -0.000128852+0.000299039j -0.000113958-0.000687417j -0.0015367+0.000147994j 0.00295505+0.00145019j 0.00228022+0.000613573j 0.000286831+0.00156486j -0.00189426+0.00101253j 0.00116874+0.00166376j 0.000554436+0.00077974j -0.00378713-0.00206258j -0.000300521-0.000993738j 0.00319656-0.000623474j -0.000443649+0.00174975j -0.000302883+0.000107294j 0.00298027-0.000790841j 0.001709+0.00228625j 0.00104612-0.000837949j 0.00266097-0.000316242j 0.000798794-0.00174513j -0.00141597+0.000792868j 4.67693e-05+0.00159011j 
0.000576493+0.000264348j 0.000126197+0.000391485j -0.00126756+0.00140586j -0.00136433-0.00127381j -0.00142405-0.00115157j 0.00196916+0.000755816j 0.000184187+0.000269041j 0.000740016+0.00105928j -0.000347479+0.00175189j -0.00102288+0.00220868j -0.00154095+0.000242878j -0.00311464+0.00103612j -0.000296252-0.00101978j -9.49375e-05+0.000539192j 0.00135433+3.04359e-05j 0.0012773-0.00124441j -0.00341445-0.00151946j 0.000736505-0.00109442j -0.00286598-0.000278077j -0.00120797-0.00044232j 0.00317136-0.00247221j -0.000293537+0.00221277j -0.000745718-0.00102747j -0.00225067-0.000210316j -0.000281879+0.000626045j 0.000903641-0.000416278j 0.00254735-0.00037895j 0.0011103-0.000505284j -0.00201154+0.000581059j -0.00130316+0.000189075j -0.000792546-0.000685671j -0.00094557-0.00116552j 0.00172863-0.00155216j 0.000569762+0.000922275j 0.00144982+1.60739e-05j 0.00399292+0.000314088j -0.000705394-0.00185541j 0.000527493-0.00183413j -0.000797829+0.000747952j -0.00115369+0.00243345j -0.000447854+0.000420965j 7.8462e-05-0.00127437j 0.000254143+0.0002295j 0.000465666+0.00170468j 0.00138266-0.00138883j -0.00167332+0.000340539j -0.00118411-0.000257523j 0.000736678+0.000157739j -0.00113194-0.000262021j 0.000378321+0.000283685j 0.000756703-8.27023e-05j 2.47486e-05+0.000283705j 0.000786741-0.00107185j -0.000408921-0.000426657j -0.000109571-0.000414429j -0.000616443+0.000214399j 
0.00153509+0.000391839j -0.000880126+0.00130449j 0.00254709-0.00040339j -0.00157641+0.0023587j 0.00172162-0.00150821j 0.000225304-0.00138002j 0.00257037+0.00150883j 0.00101144-0.00276527j 0.00019105+0.00272898j 0.00389298-0.00257167j 0.00146932+0.00230203j 0.00262493-0.00303728j 0.000254242+0.00180519j 0.00160575-0.00107321j 0.00141841-0.00187289j 0.00341982-0.00236225j -0.00214982+0.00102332j 0.00125443+0.00252971j 0.00175592+0.000104249j -0.00282566+0.000107334j -0.0010315+0.00059701j 0.000938826-0.000852541j 0.00174146-0.00172412j 0.00175267-0.00197199j 0.00127401-0.00166008j -0.000691157-0.000134873j 0.000343518-0.000195597j -0.0018457+0.000939889j 0.00115402-0.00139634j 0.00202624+0.000957845j 0.00157149-0.000421701j -0.00122745-4.36961e-06j -0.00125117+8.51749e-05j 0.000225281+0.000580545j -0.00143112-0.000918198j -0.000698479-0.000122363j -0.000944939-0.000715795j -0.000834893-0.000554394j -0.000406208-0.00114435j 0.00068015+0.000882019j -0.00128578+0.000512072j -0.00100054-3.34194e-05j -0.000777133-0.00184998j -0.0016613-0.00106178j -0.000314905-0.000183236j 0.00100155+0.00123589j 0.000321342+0.0011031j -0.00103346-0.000204523j 0.00103132+0.00204113j 0.000220656+0.000909085j -0.0011967-0.00237129j 4.91372e-05+0.000543511j -0.0023539-0.00148807j -0.000208118-9.76692e-05j 0.000780671-0.00157618j -0.00115018-0.000414632j 
-0.00195883+0.000223081j 0.000368115-0.00179337j -0.00348435+0.000905661j 0.000532546-0.00060947j -0.00171108+0.00351018j 0.000120953+0.00210234j -0.00335508+0.000567143j -0.000934802+0.00292575j -0.00168521-0.00338661j -0.00276485+0.00125491j -0.000509203-0.0011971j 0.00176922+0.00270127j -0.00121693-0.000340594j -0.000793889+0.00217879j -0.00319695+0.00143148j -0.00463935+0.000435961j 0.00392556+0.000753504j -0.00235937-0.000407773j 0.00109513+0.00370958j 0.00233617+0.00157909j -0.000376948+0.00153128j -0.000628029+0.0010834j -0.000697736+0.00139328j -0.000139506+0.000404117j -0.000647855-0.00054528j 0.00200879+0.0020805j -0.00071396-0.000849146j 0.000783261+0.00175866j -0.00084339-0.000775187j -0.000150433-0.00035604j -0.00305849+9.39228e-05j 0.00307592+0.00272003j 0.000656906+0.00294356j -0.000685385-0.00120188j 0.00125212+2.62601e-05j -0.00297864+0.000452546j 0.000957608+0.00133668j 0.000956929+0.00141236j 0.000403053-0.00161128j 0.000117066-0.00459275j 0.00187386+0.000482289j 0.00176316+0.00139331j 0.00124808+0.00155386j 0.002218-0.000132776j -0.000521582+0.000140906j -0.000222092-0.000589547j -0.000110506-0.00121943j 0.000911839-0.000293825j -6.9596e-05-0.00212387j -0.00196324-0.000209381j 0.000348699+0.00134229j 0.000581733-0.00134438j 0.000552356+0.00217048j -0.000667032-0.000901917j 8.9311e-05+0.00216493j 0.0018115-0.000471467j 
