0.291501+0.0873195j -0.084278+0.292114j 0.15413+0.000602652j 0.00955712-0.16463j -0.120175-0.00864978j 0.0726299-0.0561529j -0.0434731+0.120086j -0.108588-0.11349j -0.0749677+0.087098j 0.0236518-0.0375065j -0.0149707-0.114566j 0.0489669-0.0578033j -0.191053-0.056033j 0.0971823-0.0332759j 0.0747126-0.0570302j 0.0747712+0.00172363j 0.0542869+0.155934j 0.0884355-0.016793j -0.0278741-0.0646325j 0.00322597-0.156868j 0.039471+0.126023j 0.0530354+0.108967j -0.0343535-0.054691j 0.0627821-0.0675377j 0.0316951-0.0247587j 0.0450345+0.100761j 0.00940523-0.046793j -0.151827+0.0381407j 0.0377145-0.0129436j 0.0140075-0.0177954j -0.0907131+0.0994817j -0.0302441+0.0356739j 0.0295267-0.0262622j 0.0289681+0.0530649j -0.11792+0.0525174j 0.0673295-0.161435j 0.0628099-0.100783j -0.00646195-0.0520134j -0.16377-0.00400054j 0.0437224-0.0662985j -0.0876171-0.0135248j 0.0231149+0.0383354j -0.119087-0.0908301j -0.157656-0.0788554j 0.0152227-0.0190722j -0.0359027+0.0946675j -0.0298676+0.0248646j 0.0421478+0.0647664j 0.0500441+0.109864j -0.0927146+0.0731788j -0.0255848-0.0133339j -0.0739744+0.0261412j -0.166088-0.144045j 0.135093-0.152863j -0.00202367-0.285114j -0.284595+0.00447172j 
0.000519717-0.000393272j 0.000122873+0.000355286j 0.00056839-1.04435e-05j -1.79873e-05+0.000294634j 0.00130216-0.000711981j -0.000296261-0.000442409j -0.000578159+5.39349e-05j -0.00100746-0.00063587j -0.000388488+3.5433e-05j 0.000699066+0.00018264j 0.000292684+0.000242003j -8.8545e-05-0.000471459j 0.000149441+0.00130888j 0.000869524+0.000643563j 0.000598235-0.00018137j 0.000919332-0.000742744j -0.00117693+1.84934e-05j 5.90498e-05+7.50927e-05j -0.000728738-0.000361048j -0.0011281-0.000321471j -9.62657e-05-0.000142646j -2.61003e-05+0.00119476j -0.000315742+0.000775553j -0.00024565-0.000550976j 0.000555479-0.000170217j -0.000343623+0.00130534j 0.000233693-0.000214685j 6.77252e-06+0.00167442j 0.00105159+0.000459329j 0.00102457+0.000850123j -0.00136295+0.00107735j 0.000272842-0.000372496j -0.00172765+0.000297547j -0.000457115-0.000926964j 9.27271e-05-0.000495809j 0.000941875+0.000827623j 0.00168672-7.84262e-05j 0.00146138+2.52775e-05j 0.000568586-0.000470391j -0.000192692-0.000171108j -0.000421003-0.00123854j 9.67618e-05+0.000839989j -0.000949174-0.00143835j -0.000320519+1.07071e-05j -0.000161423+0.00103531j 0.000611104+0.00067027j -0.000532907-0.000369334j 0.0018255-0.000242439j -0.000627677+0.000338419j -5.5344e-05-0.000179468j -0.000361408+0.000190965j 0.000893601+0.00140941j -0.000777027-0.000678345j -0.00135411+0.000360708j 5.35822e-05-0.000175136j 6.24889e-05-5.62454e-05j 
0.000373299-0.000445066j -0.000106246+0.000225079j 0.00194343-2.27901e-05j -8.87972e-05+0.000596291j 0.00210519-0.00120255j -0.000715952-0.000948672j 7.59586e-05-0.000274939j 0.000926898-0.000847641j 0.000291932+0.000882914j 0.00204958-0.000340241j 0.000551982+0.000548848j 0.000373515-0.00094133j -3.46195e-05+0.000148501j 0.00149961-0.000352056j 0.000477114-0.000630503j 0.00258049+0.000243005j -0.00105089-0.000787057j -0.000374809+0.000948196j 0.000195091-0.000823787j -0.00206569-0.000326709j -0.000189535+0.000260011j 0.000937306+0.00115372j 0.000279409+0.000261287j 0.000760516+0.000437943j 3.98676e-05-0.000117894j 1.75922e-05+0.000467579j -0.000384937-0.000483209j -1.03264e-05+8.35163e-05j 0.000896264+0.000126794j 0.00173695+0.000776269j -0.000407202+0.00100714j -0.000481346-0.00111087j -5.94007e-05+0.000630407j -0.000541533-0.000887636j -0.00050441-0.000910619j 0.000635847+0.00121404j 0.000248624-0.00122913j 0.000275545-0.000306384j -1.16225e-05-0.000158683j 0.000188894-0.000698241j -0.000217977-7.73464e-05j 0.00116646-0.000424324j 0.000554591-0.000633494j 0.000244387+0.000386185j -0.000214979+0.000859651j 0.000576101+0.000647689j -0.000406693+0.000444761j 0.000663368+0.000336566j -0.0020145+0.000330622j 0.000516259+0.000404078j -0.000265626-0.000550447j -0.000430149+0.00166484j -0.00120542-0.000484433j -0.00169783+0.0010597j -0.000270781+0.000210521j 0.000493476+0.000415676j 
0.000675383+9.65726e-05j 0.000128805+0.000731893j 0.000306514-5.62639e-05j 0.000158013-0.00084795j -8.31884e-05+0.000524114j 0.000330191+0.000293304j 0.000820806+0.000308721j -7.65697e-05+3.63721e-05j 0.000318044+0.000112264j -0.000280405-0.000110382j 0.000152753-0.000374095j 0.000642145+0.000533561j -0.000428732+0.000198329j 9.0179e-06-0.000212168j 0.000118032+0.000224906j -0.000266692+2.16901e-05j 0.000416371-0.000403554j -0.000133996-0.000118584j 0.000755216+0.000241978j 0.000496717-0.000233624j -0.000649725+5.04212e-05j 0.000306364-0.000873188j -5.92096e-05+0.000327056j 0.00117641+8.61784e-05j -0.000111609+0.000582996j 3.61247e-05-0.000105241j -0.000872038+0.000820004j -0.000945914-0.000465914j 0.000301915-0.000696388j -0.000110889-0.000369955j 0.00111848-4.70429e-05j 0.000330711+0.000533917j 0.000591672-0.00103307j 0.000489731+0.00036531j -0.00088163+0.000569211j -0.000912847-0.000445352j -0.000241978+0.000178768j -0.000509873+0.000377585j 0.000149439+0.000517476j -0.000286059+0.000214171j -0.000395921+0.000476289j -0.00146677-0.000494606j -0.000340904-0.000477949j -0.000231187-0.0012958j -0.000890895-0.00104595j -0.000214813+0.000250452j 0.00178075-0.000130057j -0.00030434+0.000526193j 0.000817339+0.00056153j -4.74646e-05-0.000341134j -0.000553849-0.000226427j 0.000200318-0.000260369j 0.00051302-4.86155e-05j 0.00139587-0.000670314j 0.000426205-0.000807654j -0.000921509-0.000463195j 
-0.00144939+0.000277336j -0.000110973-0.000391562j 0.000775938-0.00143989j 0.0025543-0.000882528j -0.00034352-0.00145981j -0.00202051+0.00139049j 0.00319494-0.000308348j 0.00255745-0.000255234j 0.00287734-0.000534854j 0.000590214-0.00255858j 0.00193023-0.000281223j 0.00200136+0.000333359j -0.00149907-0.00295279j -0.000893051-0.00353368j -0.000206294-0.000138176j 0.00260452+0.00102926j 0.000840528-0.002037j -0.000388226+0.00167853j 0.00444448-0.000569358j 0.00110974-0.000143342j -0.00158375-0.00178465j 0.00129808-0.00388989j 0.00275692-0.0027817j 0.00272985-0.000164703j -0.0025514+0.00121841j -0.00283208-0.00388373j -0.00197894+0.00243549j -0.00356016-0.00302407j -0.000667131+0.00268127j 0.000612817-0.00063169j 0.00289016-0.00326948j -0.000761205+0.00170137j 0.000783978-0.00436124j 0.00324834+0.00102025j -0.000156455-0.000822181j -0.00319045-0.00205282j -0.00158406+0.000787569j -0.00500623+0.00103706j -0.000303825+0.00336247j -0.00071497+0.00137671j -0.000643921+3.84281e-05j -0.00336259-0.00145834j 0.000743844+0.0011574j 0.00296316-0.00175816j -0.0011401-0.00225118j 0.0029096-0.00255495j 0.00393083+0.00159803j -0.00444093+0.00215799j 0.00108228+0.00213759j 0.00477731-0.000500584j -0.00131725+9.72812e-05j 0.00138416-0.000916648j -0.000183175+0.00297292j 0.00479337-0.000112965j -0.00149416-0.00037418j -0.000601511+0.00130449j 
-0.000499681-0.000172107j 0.000927776-0.00101674j -0.00224442+0.00307767j 0.0018984-0.000527101j -0.000885228+0.00229458j 0.00299656+0.000106151j -0.000170834+9.00293e-05j -0.00240428+0.000255274j -0.000583892+4.32283e-05j -0.00274748+0.00136245j -0.00293876-0.000840574j 0.00080344+0.00218191j 0.000113729+0.00069073j -0.00211942+0.000821708j 0.000652141+0.00101394j -0.00429925+0.000764239j 0.00140376+0.00192498j 0.000153299-0.00140636j -0.00126944+0.00183302j 0.00073846-0.000930893j 0.00133328+0.00145606j -0.00202064-0.00265236j -0.0009607+0.000985432j 0.000224388+0.000482709j 0.00135541+0.000304328j 0.00366909+0.000641243j 0.000407771+0.00222887j -0.000780671-0.00124185j -0.00128105-0.00311018j -0.00285645-0.00299648j 0.00132045-0.000348432j 6.05676e-05+0.00147346j 0.00220651-0.00154824j -0.001176+0.000822097j -0.0017799+0.00489597j -0.000776705+0.000180744j -0.00204288+0.00289272j 0.000820991-0.00111475j -0.00152274-0.000685477j 0.000882813-0.000305175j 0.00232075+0.00103476j -0.0035113-0.00150081j -0.000212303+0.000822741j -0.00214757-0.000269296j 0.000711796-0.00215643j -0.00171305+0.00194881j 0.0018462-0.00155785j 0.000354988+0.00125005j 0.00293134-0.00032721j -0.00183348-3.08201e-05j 0.00116869-0.000675351j -0.00173963-0.00305984j 0.00507039-0.00108507j 0.00213424-0.00216771j 0.000162589-0.00330312j -0.00396946+0.000134624j 
0.00185751+2.65295e-05j 0.000180594+0.00168416j 0.000414375-0.000339566j -0.000683154-0.000903753j 0.000898139+0.000141709j 0.000894777-0.000294177j 0.00103325+0.000290513j -0.000603834-0.00165551j 0.000413248+0.000402064j 0.000717308-8.02293e-05j -0.000509719-0.000527159j 0.000314383+1.59246e-06j -0.000942554+0.000862023j 0.000455903+0.000403829j 0.00057055+0.00146584j 0.00194107-0.000168163j -0.000441351-0.00192149j -0.000188534-0.000760225j 0.000391662-0.000448636j -0.00015206-0.00134295j 0.00067921-0.0015697j 0.000764041-0.000769055j -0.000540111+0.000491509j 0.00210685-0.000137678j -0.000825811+0.00165289j 0.000367312-3.29407e-05j -0.00125895+0.00166141j -0.00287573-0.00133724j 0.0011599-0.000662233j -0.000232901-0.00063132j 0.00056527+0.000895092j 0.000195637-2.20809e-05j 0.00218406-0.0029895j 0.000888205-0.000434796j -0.00297866+0.00198804j 2.48174e-05+0.000925213j -0.000386373-0.000166208j -0.0004858+0.000661624j 0.000288481+0.00191475j -0.00251023+0.000825359j -0.000527674+0.000928589j -0.00386151-0.00294872j 7.55569e-06-0.00236621j -0.000801875-0.00175729j -0.00133664-0.00127148j -0.00120129+0.00191236j 0.00399824-0.00115142j 0.00125097+0.00344316j 0.00122344+0.00109343j 0.00102802-0.000829374j -0.000788655-0.00322845j 0.000189505-0.00014479j 0.00147269-0.00128332j 0.00115856-0.00366984j 0.00176021-0.0010955j -0.00133319-0.00113705j 
-0.00217273+0.00117909j -0.000954177-0.0019867j -0.000353353+0.000275219j 0.000764223+0.00063109j 0.000363506+0.00146571j -0.00106784+0.000329476j 0.00182258-0.000635565j 0.00126091+0.000399054j -3.91161e-05-0.00053572j -0.000381508-0.000114282j 0.00189135+0.000897964j 0.00198619+0.000741566j 4.02193e-05-0.000673382j -0.00125063+0.000204951j -0.00149012-0.000404796j -0.000872001+0.000944062j 0.000955695+0.000182925j 0.000202086+0.000763395j 0.00196988+0.000649548j 0.000439616+0.000673657j -0.000777291-0.000510255j -0.00105021-0.00214537j 0.000811669-0.00180029j 0.000757531-0.000646749j -0.000554601-0.000384982j -0.00158639-0.00145126j 9.85233e-05-0.000678087j -0.000465044-0.000141851j -0.000578589+0.00137936j -0.000657833+0.000429316j 0.000150526-0.00259581j -5.40978e-05+0.00171823j -0.00178363-0.00152819j 0.00138963+0.0014331j 0.00206227-0.00174139j -0.00204502-0.000717659j 0.00022109+0.00185022j -0.00272406+0.000639082j 6.94244e-05+0.00125898j 0.000654856-5.46374e-05j 0.000484724-0.000373739j -0.000903325+0.00166751j 0.000166493+0.00125955j 0.00159853-0.000270476j -0.00152884-0.000710501j 0.00234331-0.00174115j 0.000126966+0.000755895j -0.00204131-0.00107002j 0.000783956+0.000758767j 0.0020693+0.000154424j 0.000190494+0.00210114j 0.00140643-0.00198544j -0.00034757+0.00259964j 0.00154341-0.000266262j -0.00169211+0.00228853j 0.00197657+0.00146072j 
-0.00310792+0.00123464j -0.000737071-0.00310124j -0.00301416+0.000540364j 5.16152e-05+0.00089594j -0.00245476+0.00194228j 0.000559724+0.000520546j -0.000344121-0.000880238j 0.00044962+0.00119777j -0.000921224-0.0011698j -0.00297964+0.000299535j -0.000691894+0.000260968j -0.000873849+0.000347374j 0.000479061-0.00121848j -0.00244975+0.000343556j -0.00138382-0.000540413j -0.00371408+0.000632364j 0.00158608+0.000366025j 0.000640888-0.000546894j -0.000415683-0.000156194j 0.00139661+0.000472233j 0.000281159+0.00168935j -0.00345439+5.00271e-05j -0.000762754-0.00155153j -0.00294443-0.000223792j 0.00018244-0.000541255j -0.000269446-0.000975044j 0.00210372-0.00101215j 0.00292296+0.00054593j -0.00205975-0.00070854j -0.00260008-0.000349345j -0.00026426-0.00268525j 0.00033161+0.00189297j -0.0010664+0.00213314j 0.000150438+0.00198135j 0.00326961-0.00171379j -0.000500986+0.00136729j 1.47463e-05+0.00201778j -0.000366126-0.000772402j -0.00161058-0.000193445j 0.000901043-0.000688062j 0.00159447-0.00012616j 0.00167056+0.00260125j 0.0013323+0.0032129j 0.000414067+0.002203j 0.00130165-0.000130975j 0.000661746-0.00169806j -0.00275859-0.000265057j -0.00122105-0.00207973j 4.06599e-05-0.00161358j -0.000655208+0.00151596j 0.00123273+0.00299999j 0.00177931-0.00147262j 8.04119e-05+0.00187626j 0.00132251+0.000819022j -0.0018505+0.00229894j 0.00187672+0.00121676j 
0.000770493-0.000220433j -5.785e-05+0.000949212j -0.000121156-0.00180473j -0.00156258+0.000457623j -0.00111277+0.000340677j -0.00142554-0.000319371j -0.00161262+0.000263549j -0.000586281-0.000160962j -0.00117738-0.00134405j 0.000125729-0.00029614j 0.000997803+0.000879478j -0.000877275-0.000384482j -4.19626e-05+0.000927714j 0.0001211+0.000659523j -0.00109714-0.000661221j -0.000377106-0.00102375j 9.53297e-05+0.00175872j 0.000168875-0.000128375j -0.000549752+0.000475858j -0.00018828+0.00127344j -0.000631137-0.00150834j 0.00103142+0.00194239j -0.00129246+1.59845e-05j -0.00185709+0.00105678j 7.84348e-05-0.000705512j -0.000587425+0.00155878j -0.000904563-0.00279253j 0.0009136+0.000541499j 0.00169856+0.00118177j 0.000984952+0.00135803j -0.0027082+0.00235617j 0.000711458+6.54679e-05j -0.000921355+0.00269713j -0.000467161-0.00153623j -8.49056e-05-0.0014872j 0.00141821-0.00122844j 0.00187328-0.000703315j 0.000279857+0.00182014j 0.00200818+0.000246864j -0.000438251-0.00046294j -0.00109531-0.000999393j 0.00251117+0.000367068j 0.00069507-0.00154481j 0.00114289-0.000307108j -9.62682e-05+0.00172439j -0.000424462-0.00046949j -0.00175775-0.000249921j 0.00215783-0.000771367j -0.00133366-0.000929276j -0.000150228-0.000283693j -0.000830542+0.0012344j 0.000868351+0.00262736j -0.00201456-0.000711036j -0.00114365+0.0019503j 0.000463677+0.00135111j 0.00178631-0.00076694j 
-0.000874251+0.000112145j -0.000180893-0.000698737j -0.000556536-8.37913e-05j 0.00033565+5.72703e-05j 0.000176525-0.00161103j 9.17314e-05+0.0010569j -0.000309264+8.42184e-05j -0.00051166+0.000549991j 0.000592361-2.65256e-06j -0.000806752-0.000347589j -0.000252946-0.000871854j -0.00271109-0.000789361j -0.000299774-0.00182395j 0.000404274+0.000264071j 0.00064336+0.000747111j 0.0013331-0.00106178j -0.00153605-0.00304149j 0.00120852+0.000608974j -0.00166716-0.00223238j -9.34621e-05+0.000420299j 0.00241738-0.00103314j -0.00050083+0.00180535j 0.00132176+0.000178179j -0.00115473-0.00172083j -0.0016647+0.000459031j -0.000448772-0.00233603j 0.00154725+0.000998332j 0.000969618+0.00153647j -0.00129676+6.0675e-05j 0.000688064+0.000301216j 0.00074023-0.000834642j -0.00114465-0.0015492j 0.00187904+0.00121782j -3.40095e-05+0.000229286j 0.00150054-0.000197866j 0.00245529+0.00255323j -7.08258e-05-0.00348015j 0.00142598-0.00235951j -0.0015059+0.000571004j -0.00174905-0.00010118j -0.000151576+0.000643222j 0.00132165+0.000534659j 0.00119066-0.000557787j 0.00177953+0.00181774j 0.0025804-0.000978811j -0.00035935-0.000816476j 0.000106357+3.66184e-05j 0.00135423+0.000143644j -0.00153899-9.0037e-05j 0.00089711-7.71944e-05j -0.00122607-0.00144425j 0.00114676+0.000967755j -0.00140645-0.000135967j -0.00106217-5.15788e-05j -8.74044e-06+0.000888407j 0.00116024-4.57928e-05j 
0.00379672-0.00329477j 0.00233035+0.00367284j 0.0024917+0.000437108j -0.000356043+0.000719789j 0.00183654-0.00243531j -0.000598642+0.000245145j -0.00368793+0.00228842j -0.00101036-0.00198579j -0.00107474+0.00201899j 0.00361757-0.000478938j -0.000535637-0.000490523j -0.00179336-0.00178632j -0.000402046+0.00196016j 0.0039425-0.00130329j 0.00110093-0.00142681j 0.00375861-0.00096143j -0.00247629+0.00134982j -0.00085632+0.000110474j -0.00252532-0.000875501j -0.00362858-0.00230147j -3.7624e-05+0.00163968j 0.00493337+0.00380535j 0.000995065+0.00199077j -0.000140289+0.000784663j 0.000843279-0.000154616j 0.00259517+0.00341898j 0.000164745-0.00148577j 0.000585209+0.00159324j 0.00272636-0.000798353j 0.00387982+0.000668668j -0.00118726+0.00430158j -0.00153808-0.00431634j -0.00147469+0.00276449j -0.00228834-0.00354294j -0.00255888-0.000479268j 0.003293-2.6884e-05j 0.000304989-0.00518209j 0.00463237-0.00151652j 0.000915613-0.00391034j 0.00139023-0.000588639j -0.00120226+1.61441e-05j 0.00382889-0.000906634j -0.00130242-0.00142222j -0.00175646+0.000825567j 0.00297546+0.00257605j -0.0014536+0.00211361j -0.00322804+0.00195785j 0.00168103-0.00208628j -0.00525574-0.00051386j -0.00322284-0.00116334j -0.000576704-0.00180635j -0.00211038+0.00294352j -0.00280853-0.00371279j -0.00377213+0.00394523j 0.00196815-0.00460463j -0.00350065-0.00192059j 
0.000473538-0.00022167j 0.000146354+0.00113863j 0.000895069-0.00202679j 8.83375e-05-0.000901369j -0.000114836-0.00165801j -0.0014876+0.00151692j 0.000606621+0.000320185j 0.000911744-5.51688e-05j 0.001066+0.000111985j -0.000137488-0.00148863j 0.00161904-0.000933456j -0.00160771-0.00139102j -0.000827734-0.00154906j 0.000214395-0.00110624j -9.98567e-05+0.000469165j 0.00308796-0.00117836j -0.000768244-0.00224314j 0.000190366+0.0015222j 0.00101809-0.00209387j 0.00010323+0.000348657j 0.000203179-0.000661553j 0.000764256+0.000434938j 0.000662299-0.000576524j -0.000451661-0.000368977j -0.00141361-0.000257019j -0.0014068-0.00157607j -0.00121437+0.000288736j -3.63449e-05+0.000288013j 0.000452744+0.00223601j 0.00220765+0.000890235j 0.000298538+0.000749725j -0.000368735-0.0010787j -0.000202774+0.000896103j 0.00110155-0.000232869j 0.000249336-0.0018681j -2.59539e-05+0.000289498j 0.00164627-0.00267234j -0.000685528+0.000558144j 0.000620589+0.000991466j -0.000926381+0.000238807j -0.00147265-0.00114613j 0.00132899+0.000570835j 0.000659322+0.000189554j 0.00140787+0.000182432j 0.000858213+0.000554764j 0.00123273-0.00255679j 0.000685565+0.00148045j -0.00131947+0.000383581j -0.00196108+0.000970456j 0.00131999+1.18907e-05j -0.00125618+0.000211676j 0.00165444+0.00168083j -0.002226+0.00103887j 0.00131793+0.00158456j -1.54231e-05+0.000613447j 0.000893753-0.000459807j 
0.00219224-0.000594875j 0.000178296+0.00295688j 0.00228386-0.00351983j -0.0011269-0.000199334j 0.000117038-0.000504505j -0.00312075+0.000901325j 0.00010349+0.00104242j 0.00157378-0.000694359j -9.08527e-05-6.93653e-05j 0.00237663-0.00186713j 0.00321927+0.000763661j 0.00136822-0.000561514j -0.000854674+0.00114542j 0.00127371-0.00211111j -0.00244245-0.00176506j 0.000980287-0.00101706j 0.00169303+0.00090507j -0.000764479+0.000952431j 0.00279247+8.91125e-05j -4.98499e-05+0.000976065j -0.00326057+0.000749082j 0.00378093+0.0014828j -0.00157345-0.000708305j 0.00155558+0.00171108j -0.00142401+0.000349316j -0.00279268+0.00287611j -0.00219984-0.00420484j -0.000358795+0.000187644j 0.00446765+0.000310497j 0.0025566+0.00207323j -0.000396895+0.000344971j 0.00122316+0.000604905j -0.00308732+0.00176724j 0.00130114-0.00131433j -0.00156892-0.00518231j -0.00225477-0.00236275j 0.00171454-0.00039478j -0.00152308+0.0024784j 0.00154829+0.000742947j 0.00201417-0.00186793j -0.00196116-0.00024465j 0.00253874+0.00150205j 0.000543845-0.00138854j 0.00167941-0.00242998j -0.00179835+0.00113725j 0.00138723-0.00126264j -0.0012828+0.00208797j -0.00236601-0.00216144j -0.00273842+0.00158385j -0.000112482-5.27316e-05j -0.00104388+0.00300865j 0.0017724+0.0027221j -0.00452553+0.00200494j 0.00128698+0.00370474j 0.000624186+0.000701037j 0.00113992-0.0015264j 
0.00167456+0.000203969j -0.000499732+0.00174966j 3.43207e-05-0.00108677j -0.00116419+0.0018806j -0.00067146+0.00150355j -0.000875093-0.000780771j -0.0010294+0.00175381j -0.000968581-0.000739172j -0.000265096+0.000143428j 0.00239678-0.000849527j 0.00193088+0.000482473j 0.00303105+0.000546379j -0.000223735+0.00150653j 0.00211428+0.000303323j -0.000836453-0.00189764j -0.00119621-0.000351362j 0.0030181+0.00321178j -0.000335348-0.000307666j 0.00239065+0.00221495j 0.000163999+0.000807025j -0.00500398+0.000209551j 0.00198937+0.000845186j -0.000537052+0.0018215j 0.00320002+0.000443364j 0.000821047-0.000808822j 0.000737705+0.00193274j -0.0029285-0.000199978j -0.00181384-2.15287e-05j 0.00206733-0.0025083j 0.00101477+0.000954807j 0.00112308+0.00167818j 0.00065695+0.00262901j -0.00106576+0.000593835j 0.00124514+6.31205e-05j -0.000963282-0.000251965j -0.00249918-0.00371987j 0.000151597+0.000323064j 0.00121218+0.00314563j 0.00180825-0.00172987j 0.00158822-0.0011986j -0.00109454+0.00182007j -0.00040056-0.000388509j -0.000961403-0.00189487j -0.000706296-0.00212194j -0.00286874+0.00084661j -0.000162271+0.00100766j 0.000378953-4.55957e-05j 0.000535057-0.00228778j 0.00107906-0.000596043j -0.00226822-0.00124614j -0.00143341-0.00110655j -0.00043378+0.000491386j -0.00304381-0.00190186j -0.00013083-0.000720363j 0.00173517-0.000878924j -0.00035635-0.00166983j 
0.000610406-0.00165902j 0.00111133-0.000153236j 0.00126793+0.00296191j 0.00147665+0.000906461j 0.00266798-0.00290764j 0.000970563-0.00317801j 0.00090925-0.000178297j -0.00199985-0.00113403j 0.000582031+0.00238802j 0.00425011+0.0001743j -0.00247363+0.000310017j 0.00390497+0.00144242j 0.00224023+0.00217804j 0.00408007+0.000393499j 0.00407935+0.00174768j 0.00178716-0.00026046j -0.00165477+0.000367299j -0.000640989+0.000145139j 7.97851e-05+0.00176446j -0.00249415-0.000802323j -0.000490963-0.0020237j 0.00162262-0.00126948j 0.00114772+0.00338405j 0.00434841-0.00128901j 0.00102391+0.00122755j 0.00312851+0.00120826j -1.86431e-06+0.00370771j -0.00458061+0.00109332j 0.0016339-0.00161808j 0.000228206-0.00234884j 0.000940239+0.00303249j -0.000664961-0.00104407j -0.00110735-0.00462136j -0.00379828-0.00214226j -0.00314919+0.00605022j -0.000175383+0.000121868j -0.000636589+0.00162321j 0.00387219-0.00188312j 0.00046293-0.00156017j -0.00136024+0.000925717j 0.00016712+0.000263639j -0.00706616-0.00427633j -0.00410421-0.00305624j -0.00210872-0.000815445j 0.000320989-0.000623058j 0.000608876+0.00502203j 0.00361387-0.00135146j 0.00426906+0.00180676j 0.00428359+0.000365819j 0.00175401-0.00287959j -0.00011026-0.0067666j -0.0031879-0.00223189j 0.0050845-0.00599318j -0.00219967-0.00338822j 0.00128061-0.00534667j -0.00500024+0.00065334j 
0.00150489-0.00100317j 0.000423595+0.00195376j -0.000985097-0.00212254j -0.000988921+0.00110356j -0.00158725-0.00209813j -0.000876684+0.00128732j -0.00388784+0.00217851j -0.0029544-0.000242627j -0.000189263+0.000112127j 0.000719192-0.00152427j 0.000721485-0.00116024j -0.00336311-0.0022952j -5.08796e-05-0.0005451j 0.00363643+0.00024415j 0.00212191-0.000345597j 0.00056185-0.00190831j -0.00175602-0.000203631j 0.00163313-0.00249106j -0.00153747+0.000310101j 0.00248823+0.00045474j -0.000360683-0.00402858j 0.00351632+0.00306489j 0.00163012+0.00245634j -0.00110703-0.000395757j -0.0010562+0.000479454j 0.000494191-0.000351855j -0.0015207+0.00132381j 0.00125282+0.00185543j -0.000430682-8.95745e-05j 0.00158452+6.6013e-05j 0.00110607+0.00379492j -0.000922122-0.00222029j 0.00288335+0.000106371j 0.000345452+0.000755765j 0.000300548+0.00131437j 0.00492887-0.00296549j 0.00050569-0.00550174j 0.00375314+0.00210507j 0.00272707-0.000750357j -0.00438951+0.00183905j -0.00328637+0.00170869j 0.00207354-0.00287503j -0.00218804-0.00434119j 0.000220313-0.00222086j -0.00029968+0.000533359j -0.00346071-4.66681e-05j 0.000174029-0.00127569j 0.00584676-0.00222883j -0.000209441-0.0029932j -0.00192162-0.00396465j -0.00469686-0.00281706j -0.0016288+0.004245j -0.00364212-0.00465323j -0.00405065+0.00105422j 0.00233712-0.00124129j 0.000336745-0.00219176j 
0.00135384+0.00131205j -0.00119018+0.00166999j -0.0023868-0.00287054j -0.00187255+0.000236048j -0.00304298+0.00137058j 0.000447449+0.000875031j -0.00335907+0.00143627j -0.00242456+0.000843488j -0.00125991-0.00201948j -0.00297365+0.00114061j 0.000931302-0.00140629j -0.00325607+1.70751e-05j -0.00126862+9.60179e-05j -0.0011442+0.00131706j -0.00133307-0.00115194j -0.00291159-0.000980092j 0.00113057+0.00227537j 0.00151261-0.00243318j -0.00252686+0.000725061j 0.00268319+0.00153866j 0.000156395-0.00123442j -0.000227852+0.00329818j -0.00216272+6.85619e-05j -0.00436323+0.0013128j -5.5378e-05-0.00211121j -0.000856679+0.00184745j -0.00230203-0.00163158j 0.00377937+0.00076751j -9.90853e-05+0.000491515j 0.00157063+0.00244503j -0.00208275+0.00238143j 0.00224703+0.0012556j 0.0018573+0.00493941j 0.00258912+0.000238223j 0.00228182-0.00282162j 0.00301602-0.00280662j 0.00211596-0.00271056j 0.000820467+0.00356986j 0.00145277-0.000336255j -0.00116877-0.000846483j -0.00125393-0.000728124j 0.00672074+0.0024995j 0.00146276-0.00097665j 0.00103692-0.000577871j -0.000484404+0.00186409j -0.00188365-0.00273527j -0.00346343-0.00101676j 0.00081507-0.00228175j -0.00253651-0.00200859j -0.00264921+0.000757261j -0.000826754+0.00366068j 0.00407707+0.00310435j -0.00591361+0.000808515j 0.00100768+0.000616412j 0.000874317+0.00249599j 0.00259334-0.00218415j 
