0.0235044-0.168927j -0.172421-0.0238069j -0.0127785+0.0303249j 0.0188615+0.0165399j -0.00353634-0.0174683j -0.0145496-0.00386953j 0.00694438-0.00222803j -0.0115692+0.00954345j -0.0195296-0.00247597j -0.0164669+0.01528j 0.00214956-0.0143433j 0.0162588+0.0143979j 0.00875914-0.0333158j -0.053874-0.0145208j -0.0114655+0.0442073j 0.172973-0.00286433j -0.00469639-0.17716j 0.106253-0.0842072j 0.0947971+0.114022j -0.0613595+0.064418j -0.0369212-0.0159165j 0.00658295+0.00993344j -0.0500604-0.00585062j -0.0408103-0.00208315j -0.00620418+0.0363144j -0.0234725+0.00548869j 0.0151406+0.00929818j -0.00327295-0.0107896j -0.0323807-0.0408093j -0.0085691+0.0239315j 0.00850515+0.0462153j 0.0165032+0.0257296j -0.0218094+0.0173262j 0.038434-0.0371327j 0.0529183+0.0210944j -0.0261757+0.101589j 0.0950861+0.0226928j -0.0173304+0.159453j -0.163409-0.0141213j -0.0641227+0.0367939j -0.0298773-0.0749779j 0.107675+0.104901j -0.12348+0.140089j -0.125363+0.0483122j -0.143332-0.0770558j 0.0838708-0.0290866j 0.0629874-0.0109986j 0.0535078+0.0951901j 0.0822721+0.072858j 0.0281222-0.0565076j 0.0946004+0.0720513j -0.0132248+0.0452172j -0.0252949-0.0251454j -0.0170538-0.031045j -0.0320634-0.113295j -0.00257497-0.00654542j 0.0574891+0.0122385j 0.0329332+0.05765j 0.03586-0.0193317j 0.0207818+0.0197909j 0.0023953+0.0554328j -0.00980269+0.0646973j 0.0513821-0.0435904j 0.0260762+0.0456661j -0.0122649+0.00870903j -0.0218722-0.0256666j -0.00828414-0.00816627j 0.000870983-0.048204j 0.0106817-0.0852359j -0.0167179+0.0838937j -0.00958149+0.0818421j 0.0107826-0.0497905j -0.0185444+0.0662318j -0.0119349+0.0434019j -0.015053+0.00600991j -0.014374+0.0246402j 0.0152893+0.0124452j -0.0238058-0.0565066j -0.0238098-0.00394559j 0.0313798+0.0068067j 0.0196252-0.111377j 0.0685336+0.00218024j 0.0568523-0.0631921j 0.0969592-0.0398543j -0.0435333-0.0497509j -0.126268+0.11335j 0.09011+0.0611162j 0.0276644-0.0284365j -0.0267497+0.0639023j 0.115863-0.0351171j -0.127797-0.118794j 0.115555+0.0815553j 0.091121-0.111221j -0.19079+0.159875j -0.147257-0.179939j 0.258478-0.168466j -0.167249-0.25594j 
-0.00013534-0.00018453j -0.000380497-0.000640326j -0.00270748-0.000290022j 0.00140025+0.00142644j -0.00451965+0.00307009j -0.00516871+0.00376272j 0.00817197-0.000603323j 0.000263987-0.000987849j -0.00261562-0.00222164j -0.00116059-0.00350644j -0.00022178-0.000816225j -0.00454414-0.00423453j 0.00534109-0.00150538j 0.0029848-0.000845284j 0.0034337+0.00230228j 0.00193993+0.00156312j 0.000967147-0.00148306j 0.00443055-0.00169205j -7.38421e-06-0.00338434j 0.00815212+0.00275288j 0.00411556-0.00302308j 0.000395825+0.00272585j 0.00246576-0.00636081j -0.00661549-0.00686683j 0.00706887-0.0019252j 0.00566567-0.00277771j -0.00933534+0.000573602j -0.00186732+0.00899708j 0.00433328+0.00568045j 0.00674685-0.00161373j -0.00185866+0.0016246j -0.000698802+0.00218019j -0.00366956+0.00341554j 0.000630229+0.00128207j 0.0035169-0.00379279j 0.000600137+0.00133986j 0.00160695+0.000391645j 0.00319809-0.000891933j 0.000719929+0.00302188j -0.00367922+0.000506738j -0.00132292-0.00345637j -0.000343404+0.00120272j 0.00157083-0.00213603j -0.00252184-0.00652466j -0.00158653-0.00285963j -0.00074719+0.000669449j 0.00145407-0.0050361j -0.00238504+0.000562571j -0.00288855-0.00246059j -0.00228666+0.00855943j -0.00207215-2.59817e-05j -0.000902495-0.000780394j 0.00168324-0.00371394j 0.00329599-0.00123049j 0.00112762+0.00111j -0.00188622+0.00418561j 0.00129756+0.000510471j 0.000441312+0.000449277j -0.00237292-0.000840172j -0.00613251+0.00110368j -0.00275685+0.000540385j 0.000429424+0.000813109j -0.00372793+0.00211307j 0.00301208+0.00513026j -0.000611769+0.00282787j 0.0038684-0.00188655j -0.000594454+0.0012779j 0.00117844+0.000736281j 0.00187345-0.000484265j -0.000951221+0.00850074j -0.00110251-0.00315556j -0.00274069-0.00329799j 0.00128799+0.000593415j 0.0021579+0.000590039j -0.00161628+0.00175607j 0.000188475+0.00344727j -0.00189876-0.00495959j 0.00652888-0.00285169j 0.00093753-0.00307513j -0.00181463+0.00321052j 0.000653671+0.000660771j -0.00228387+0.000493247j 0.000231514-0.00407224j -0.00278956-0.00154372j -0.000446476+0.000400014j -0.00139292-0.00604925j -0.00100741-0.00191999j -0.000871952+0.000692742j -0.000647841-0.000430414j 1.87285e-05-0.000141211j 0.0011519+0.00792731j 0.00109664-0.000479044j -0.000160629-0.00128296j 0.00121314-0.00225686j 0.00165874+0.00024567j -0.00114524-0.0023457j -0.00263671+0.00173372j 
0.000288641+0.00242754j -0.00048069+0.000784528j 0.0051408+0.00638178j -0.00878487+0.00309731j 0.000349481-0.00478406j 0.00659969-0.00655917j -0.00129604+0.00520951j -0.00150134-0.00414015j -8.5008e-05-0.00106917j -0.00117319+0.00535523j -0.00248929+0.00246568j 0.00521519+9.80549e-05j -0.00336698+0.00366196j 0.00230383-0.000898238j 0.00099368+0.00221801j -0.00240282+0.000900645j 0.00196239-0.000337841j 0.00262926-0.00153217j -0.000633239-0.00260455j -0.000781108-0.00614003j -0.000815196-0.00296316j -0.000183766-0.00180036j -0.000812462+0.00175394j 0.00243233-0.00315865j 0.00472447-0.00321423j 0.00881835+0.00367981j 0.00111016-0.00398616j -0.00799396+0.000927388j -0.00194779+0.00283619j -0.00158446+0.00791774j 0.00559038+0.00225926j 0.0038146+0.00242731j 0.00185348-0.00340639j 0.00405176-0.00430292j -0.00299067-0.00248853j -0.00196888-0.000240301j 0.00340846+0.000260212j 0.000702734+0.00160765j -0.00205535-0.000590929j -0.00521314+0.00236832j -0.00233093-0.00424475j 0.00144007+0.0027643j -0.00128675-0.00463318j -0.00172314+0.00177947j 0.000144167-0.00413151j -0.00279807-0.00176772j 0.00145733-0.00605361j 0.00153366-0.00227035j -0.00455712+0.00066622j -0.00288518+0.00806556j -0.000176316-0.00109597j 0.00384751+0.00118174j -0.00176385+0.00035648j 0.00302229-0.00169157j -0.0014708-7.21526e-05j -0.00438993-0.000309858j -0.00904187+0.00205349j 0.00162587-6.41702e-05j -0.00276472+0.000700874j -0.00666485-0.00197792j 0.00182656+0.00263153j -0.00419247+1.00946e-05j 0.00232824+0.00685683j 0.00398282+0.00564957j -0.00673736-0.00144579j 0.000971079+0.00694468j 0.00181714+0.00158735j 0.0021774+0.000912196j 0.00141104+0.00213498j -0.0086755+0.00914719j 0.00110867+0.00100028j -0.0069102+0.00368743j 0.0110069-0.00152192j 0.00424443+0.00436174j -0.00119552+0.00374854j 0.00267708-0.00024221j -0.00290036-0.00773254j 0.00923214+1.55005e-05j -0.00418349-0.00486419j -0.00306847-0.00106948j -0.00115361-0.00212386j -0.00136626-0.000196517j 0.00453025-0.00396106j -0.000917547+0.000437604j -0.00174954-0.00247515j -0.00136167-0.00342754j 0.000967894-0.000167342j -0.000992267-0.00199769j 0.00184397-0.00270656j -0.0013311-0.00233306j 0.00290572+0.00568585j 0.000190495-0.000932984j -0.000925379-0.000368338j 0.000453149-0.00100436j 1.70926e-07-0.000267394j 0.000191347-0.00121499j -0.00116666+0.000440565j 
0.000963776+0.000557749j 0.000346165-0.000126092j 0.00166519-0.00205931j -0.000386277-0.00176976j -0.00575072-0.00695174j 0.0038606+0.00756962j 0.00222325-0.00409141j -0.00634202-0.00381717j -0.00404014+0.00217359j 0.00102103-0.00277338j -0.00306975-0.00931804j -0.00503386-0.00351586j 0.000424696+0.00242353j 0.00022035-0.000786375j 0.000433277-0.00167869j -0.00103736+0.00174913j 0.00106067+0.000131541j -0.000388597-0.000650499j -0.00238107-0.000661263j 0.00950251+0.000262728j -0.010325+0.00655649j 0.00109337+0.015301j -0.00355273+0.00608188j -0.00396091-0.00543573j -0.0010464-0.00262561j -0.00751491-0.00104021j -0.00153298-0.00331629j -0.00290665-0.0049919j 0.0010715+0.00117017j 0.00756709-0.00481207j 0.00544866+0.00940475j -0.00583246-0.00433564j -0.0104998+0.010439j 0.00358576+0.00412259j -0.00170664+0.00408923j -0.00190428-0.00177818j -0.00189558-0.000147519j 0.000636625-0.000186079j -8.36916e-05+0.00030629j -0.0011211-0.00166421j 0.00226471-0.000164447j -0.000175752+0.00161223j -0.00129911-0.00130362j 0.00113008-0.000321402j 0.00244991+0.00507835j -0.00272285-0.00397114j -0.00329009-0.000615817j 0.00592298-0.00187673j 0.000223348+0.00341861j 0.00399495-0.000251151j 0.00298831+0.00144954j -0.0085863-0.00123381j 0.0020316-0.00217958j -0.00385121+0.00862769j -0.000723144-0.00196739j -0.00160012-0.000228625j 0.00265276-0.000635416j -0.00436232+5.35226e-05j -0.0010637+0.00402404j 0.00217481-0.000736315j 0.0032023-0.0013488j -0.000216353+0.00146975j -2.86646e-05+0.000699485j -0.000205802+0.000141817j 0.00415533+0.00227962j 0.000204194+0.00173051j -0.00422952-0.00195656j 0.00183361-0.00271331j -0.00169143-0.00187841j -0.0030213-0.00199985j 0.00315758-0.00406023j -0.00107298-0.00135242j 0.00115677-0.00107593j -0.00200127+0.00317266j -0.00214143+0.00301402j -0.00351992-0.00210636j -0.000881601+0.00263625j 0.00116367+0.000979571j 0.00193656-0.00288128j 2.77845e-05+0.00641291j 0.00155962-0.00175188j 0.000152526+0.00343315j -0.00696132+0.00224013j -0.00246231-0.00391657j 0.00433229+0.00379197j -0.00464023-0.000178144j 0.00380502-0.000641223j -0.00170765-0.00323534j 0.00585071-0.00144805j 0.00032236-0.00553307j -0.00142145-0.00594195j -0.00041073+0.00247153j 0.00267278+4.01776e-05j -0.000128864+0.000398555j -0.000358698+0.00107487j -0.00120201+0.000819571j 0.000921686+0.00105877j 
0.00040059+0.00134986j 0.00307486-0.00139587j -0.000529402-0.00195818j 0.00342359-0.00701363j 0.00400051-0.0053115j -0.000669077+0.00413027j -0.00455191-0.000883151j 7.25101e-05+0.0011344j 0.00150484+0.00433445j 0.00489034-0.00130274j 0.0033426-0.00843423j 0.000639546+0.00175801j -0.00444602+0.000231686j -0.00293776+0.000638289j -0.00423962-0.00328922j 0.000917038+0.000251055j 0.00121176+0.00286363j -0.00488683-0.00419364j 0.000259288-7.10335e-05j -0.00426844-0.00407473j 0.00121741-0.00254561j -0.00560681-0.00429619j -0.00442093+0.000817201j 0.00655357-0.000991225j 0.00317655-0.00126704j 0.00382897+0.00367897j 0.00421463-0.000822917j -0.00297174-0.00273305j -0.00283928-0.000304009j -0.00397045+0.00514247j 0.00074861-0.000861737j 0.00594936+0.00165901j 0.00128062-0.00368729j 0.00134544-0.00330224j -0.00325203-0.00107082j 0.000288743-0.000990314j 0.000708535+1.1271e-05j -0.00192148+0.000369871j -3.35675e-05-0.00106674j 0.000132388-5.2893e-05j 0.000809516+0.000184868j 0.000308572-0.00366375j 0.00547454-0.000342848j -0.00613609+0.00876257j -0.0060452-0.0064142j -0.00502096+0.00158413j 0.00483072-0.000608203j -0.0062177-0.00745017j 0.00186632-0.00143712j -0.00147343-0.00604874j -0.00345401+0.00492543j -0.000716216-0.00187055j -0.00489534+0.00363451j -0.00198194-0.00339297j -0.00273705-0.00178026j 0.000685909-0.00543943j -0.00245568-0.000485395j -0.00176212+0.00222833j 0.00269154+0.00135018j 0.00151607+0.00079838j 0.00265677+0.00034383j 0.000783636-0.0018717j 0.00436143-0.00233017j -0.00272988-0.000338104j -0.00664235-0.000133917j -0.0014476-0.000960837j -0.000693479+0.000153805j -0.00182791+0.00197476j 0.000366114-0.000657274j 0.00382583-0.00300549j -0.000592563+0.0055935j 0.00269787+0.00229308j 0.00180656-0.0023395j -0.0022644-0.000566521j -0.000449225-0.00134376j -0.00166049-0.000412408j 0.00190765-0.0014949j 0.00328983-0.00064204j 0.00224772+0.00257332j 0.000801456-0.000107905j -0.00247657+0.000930139j 0.00286781-0.00273029j 0.00119145+0.00151223j 0.00555396+0.00431509j 0.000420879-0.00805839j 0.00220511-0.00115082j -0.000655051-0.00166081j 0.000889566-0.004617j -0.0042656+0.00754176j 0.00348713+0.00725809j 0.0071027-0.00101172j -0.00128224-0.00033322j -0.00113947+0.00134166j 0.00334462+0.00360847j -0.00441821+0.00388221j 0.002362+0.000122203j 0.00102267-0.00251123j 
0.00216757-0.00124445j -0.000763524+0.000816756j 0.00235921-0.00154018j 0.00417556+0.00399897j 0.0028383+0.0019807j -0.00129808+0.00155721j 0.00123876-0.00118687j 0.0010532-0.00259952j 0.00173469-0.00243235j -0.00245454-0.000246786j 0.0001089+0.00197117j 0.000172084-0.00328024j 0.00307958-0.000820029j -0.000480435-0.001075j 0.00319308-0.000613987j -0.00131383+0.00186694j -0.00182075-0.000312156j 0.00262351-0.00255143j 0.00552827+9.04243e-05j -0.00150071+0.00865088j 0.00623927+0.00141662j -0.00323531-0.00355153j 0.00505553-0.0135511j -0.00296276+0.0005405j 0.00625706+0.00223843j -0.00557223-0.00458193j -0.00538123+0.00553664j 0.00487307+0.00326747j 0.00383237+0.00509684j 0.00056653-0.00752219j -0.0086603-0.00312274j 0.000212299+0.00310392j 0.000219348-0.0048789j -0.00153616-0.00147125j 0.00468013+0.001349j 0.00117789-0.000865878j -0.00276685-0.00105888j -0.00113327-0.00336722j 0.00338501-0.00128839j -0.00126062-0.00231165j 0.00242684+0.000385042j -0.00271068-0.000641127j 0.00376919+0.00228233j -0.00251581+0.00564841j -0.00525366-0.0029359j -0.00148688+0.00277899j 0.000407362+0.00223869j -0.00527822-0.00538448j 0.00524966+0.000527563j -0.0008333+0.000551199j -0.00337556-4.47424e-05j -0.000253438-0.00204053j -0.00111065+0.00100859j -0.00347253-0.00255355j 0.00208238+0.00047853j 0.00370574+0.00115662j 0.00434135-0.00543941j -0.00374548+0.00157659j 0.00468862-0.000503599j 0.00119974-0.00474843j -0.00146642+0.00104794j 0.00183936+0.000742561j -0.00474538-0.00181524j -0.00416507+0.000917915j 0.00312558+0.00471341j 0.00139617-0.000127208j 0.00151902-0.00410432j -0.00535158-0.00104561j 0.00279834+0.000669128j 0.00137144-0.00373492j -0.00162318-0.000244572j -0.0018405-0.00216174j -0.0014743-0.000561954j -0.0039933-0.00097488j -0.00660398-3.02532e-05j 0.000820227+0.000817176j 0.00469748+0.00138344j -0.00132545+0.00258141j 0.000458896-0.0016015j 0.00536119-0.00299874j -0.00546471-0.00175749j -0.00285755-0.00595749j -0.0014603-0.00324234j 0.00173391+0.00121872j 0.00274715+0.00115216j 0.000484267-0.00271245j 0.000362419-0.00203092j 0.0011607-0.000319066j -0.00428121+0.00228442j 0.00204996+0.0060873j 0.00145425-0.00326934j 0.000410032-0.000499624j -0.000146043-0.00101753j 0.00150528+0.0013222j -0.00190775+0.000919659j -0.00100931+0.00150444j 0.00105987+0.000954476j 
-0.00553841-0.000155079j -0.00149111+0.00158112j -0.00757765+0.0072861j -0.00550225-0.000593531j -0.0074294+0.00338454j -0.00587183-0.00056733j 0.0109265+0.00216902j -0.000428764-6.09176e-05j -0.00760541-0.00444192j -0.00177657-0.000150452j 0.00155279+0.00427855j -0.00525555+0.00287813j 0.000608282-0.000627989j 0.00754599+0.00234159j 0.00152478+0.00575702j -0.000697648-0.00607973j 0.000558443-0.000935281j 0.00229014+0.00598586j 0.00460674+0.00127076j 0.00164694+0.00283791j 0.00109565-0.0051212j 0.0028746+1.07356e-05j -0.00297512+0.000703817j 0.00155689+0.00421311j -0.00233455+0.00093576j -0.00330841-0.00322986j -0.00171967+0.00156488j 0.00491787-0.00211656j 0.000795354-0.00188831j 0.000371679-6.60485e-05j -0.00145256+0.000791218j -4.92313e-05-0.0012503j 0.00109899+0.000246096j -0.000684742+0.00178923j 0.0023899-0.00129521j 8.92015e-05-0.0001169j 0.00180337-0.00138665j 0.00332967-0.00238751j 0.00405069+0.0003947j 0.00394279+0.00252014j -0.00250929+0.0013479j 0.00804058+0.0038498j -0.00348384+0.00457897j 0.00848842+0.00278171j 0.00225529-0.00295235j 0.00429614+0.00526893j 0.00650324-0.00110116j -0.00523368+0.00764105j 0.0012044-0.0046832j -0.00501391-0.00432654j 0.000164046-0.00391769j 0.00205775+0.000592498j 0.00270282-0.00500236j 0.00594116-0.00368545j -0.00111754+0.00269142j 0.000277635+0.000206646j 0.00256792-0.00312449j 0.00360405-0.00491559j -0.00318749-0.000937665j -0.00234186+0.00100922j -0.00391493+0.00391572j -0.000355369-0.00158314j -0.00164897-0.00207942j 0.00124246-0.00219413j -7.67799e-05+0.00270535j -0.000688325-0.0034828j 0.00133379+0.00140365j 0.000565617-0.00284021j 0.00409531-0.00411027j 0.00344838-0.000221191j -0.00488536+0.00123342j 0.00369058+0.0010991j -0.00190104+0.00795359j -0.0035707-0.00284432j 0.00145039-0.00094814j -0.000368941+0.000965988j 0.000185471-0.000350258j -0.00366671+3.55223e-05j 0.00319397+0.00246005j 0.0052388-0.000562741j 0.00865573+0.00346369j -0.00258006+7.93123e-05j -0.00129326+0.000926699j 0.00177317-0.00265727j -0.00466131+0.00271195j 0.00524633+0.00386006j 0.00046872+0.00325807j 0.00411864+0.00591162j -0.00789972+0.00130902j 0.00568415+0.00699964j -0.00764118+0.00124207j 0.000807968-0.00117948j -0.000720084+0.000218031j -0.00516873-0.004744j 0.0062853-0.00669137j -0.000114142-0.00047887j -0.00188899+0.000343563j 
-0.000893-0.00215187j -0.00535021+0.0039785j 0.00628079+0.00206186j -0.00337191+0.00732813j -0.00133366-0.00265663j 0.0033624-0.00335959j 0.00222825+0.00158464j -0.00444103-0.00474867j -0.00178616-0.00368161j -0.00403625+0.00445321j -0.00181094+0.00268732j 0.000974984-0.00351259j 0.00110522+0.00223139j 0.000898594-0.00105481j 0.00381413+0.00156718j -0.00161083-0.000808164j -0.00323757-0.00485555j 0.00262563-0.00166566j 0.00518801-0.0012854j -0.00244538+0.00355577j -0.000230825+0.00411523j -0.00170505+0.00077885j 0.000500648-0.00649153j -0.000574531+0.00488163j -0.000348182+0.000488679j -0.00966749-0.00473986j 0.000603515+0.0033642j 0.00465502-0.0022318j 0.00315923-0.000746234j -0.0010317-0.00549295j -0.00427961-9.51864e-05j -0.000593811+0.00132505j -0.00013815-0.00233008j -0.00110867-0.00257327j 0.00250034+0.00374305j -0.0020434+0.00113636j -0.00124635-0.000541988j 0.003863+0.00300885j -0.00494574+0.00322423j -0.00242683-0.000570108j -0.000552813-0.00211043j 0.00244142-0.00660938j 0.00436642+0.00226572j 0.00617058-0.000676473j -0.0032453-0.00121249j 0.000339926-0.00051303j -3.62588e-05-0.000698067j -0.00308903-0.00284501j 0.00557332+0.00579506j -0.00462035+0.00447456j -0.00208354-0.00219551j -0.000368463-0.00238597j 0.00104017-0.000817953j 0.00208775-0.00134646j -0.000223855+0.00256339j 0.00460148+0.0013934j 0.0101234+0.00300773j -0.00359475+0.00258466j -0.000473887-0.000901465j -0.00109182+0.00168017j -0.0045265+0.000713163j 0.00406366+0.00368175j 0.00494025+0.00306084j 0.00439927+0.00950053j 0.0012312+0.00182411j 0.00417972-0.00284524j -0.00472701-0.00240756j -0.00471775-0.00306596j 0.00190864-0.00324768j -0.00443641+0.00746004j -0.00141029-0.00100051j 0.00160528-0.00275724j 0.00102897+0.00188824j 0.000862547+0.000980374j -0.00121881+0.000487432j -0.00275615+9.35715e-05j 0.00269353-0.00191155j 0.0142068-0.00239636j 0.00342329-0.00622182j -0.00448281+0.00433383j 0.00426136+0.00263528j -0.0058617-0.001109j 0.00448992-0.00562718j -0.00240766+0.00442392j 0.00424484+0.00218333j -0.00493736-0.0078235j 0.00150676-0.00173835j -0.00256852+0.000182735j -0.00265499-0.00157294j 0.000332009+0.00193961j 0.000849003-0.00217158j 0.00288599-0.00029129j 0.000613722-0.00302188j 0.000702365+0.000424504j -0.00128532+0.000895107j 0.00243397-0.000370892j -0.000496671-0.00227257j 
-0.00147713+0.00335186j -0.000399762+0.0036829j 0.00700952+0.000176973j -0.00229088+0.00709023j -0.00298555-0.000934854j 6.34772e-05-0.00484835j 0.00223906+0.00223379j -0.00540478-0.000360781j -0.00296598-0.00256514j -0.00207341+0.00477537j -0.000273749+0.00288698j -0.000463404-0.0024158j 0.00152765+0.00287204j 0.00164096-0.00047483j 0.00243665-0.00012055j -0.00644876+6.75693e-05j -2.94564e-05+0.000406102j -0.00539492+0.00558692j 0.000660219+0.00343584j -0.0126782+0.00292326j -0.00408953+0.00464789j -0.00100457-0.00222626j -0.0015478+0.00685393j 0.00809093+0.00620238j -0.00940535+0.00742307j -0.0123769+0.0010147j 0.0092462-0.0010361j 0.00404983-0.0113117j -0.00380469-0.0051608j -0.00444906-0.00208289j 0.000261829-0.00222329j 0.00148901-0.00328966j 0.00136623-0.00212276j -0.00254006+0.000981564j -0.00136541+0.0059695j -0.00110522-0.00141182j -0.00457831-0.000603032j -0.00483665+0.00222507j -0.00220126-0.00462735j -0.00251602+0.00187379j -0.00338459-0.00133745j -0.00166092-0.00497702j -0.00305011+0.00199122j 0.000820268+0.00600873j 0.00167952-0.00218144j -0.000467287-0.000762299j -0.000676513+0.00211872j 0.00144589-0.00362685j 0.00100443+0.00858741j -0.00174488+0.00329558j 0.00464419+0.00207714j -0.00134449-8.33958e-05j 0.000506253-0.000441148j -0.00437589-0.000276168j -0.00383346+0.00585306j -0.000600852-0.00173939j -0.00401681-0.0042567j -0.00344694-0.000361287j 0.00169832+0.00251903j -0.00578712-0.00424274j 0.00097437+0.00131655j -4.18273e-05-0.000880394j -0.0011635+0.00414362j 0.00195951-0.00112253j 0.000835222+0.00466417j 0.00208336+0.00841577j -0.000822276+0.00134404j -0.000246408+0.00155419j 0.00237074+0.000666064j -0.00684918+0.00201173j 0.000753503-0.00501898j -0.00531948+0.00334331j 0.00747393-0.00314556j -0.000448382+0.00180471j -0.00252753+0.00349998j 0.00492649+0.000496952j -0.000799261+0.000240325j -0.00381519+0.000287647j -0.00666591-0.00140601j 0.0033556-0.00190693j -0.0028798-0.00531337j 0.00303773-3.88827e-05j -0.0026388-0.00415631j 0.00457334-0.00201036j 0.000631457+0.00254509j 0.000839929+0.000196689j -0.00150047-0.00195724j 7.93348e-05+0.00231898j -0.000705958+0.00221488j 0.000393604+0.00236814j 0.000993707-0.00454512j 0.00196287+0.000828712j 0.00178433-0.00217357j 0.000556643+0.00180001j -0.00134285-0.000311422j -0.000135173+0.001585j 0.00120025-0.000567685j 
0.00285387-0.00494238j -0.00290433+0.000338951j 0.00453259-0.00430353j 0.000431121-0.000171608j 0.00524622-0.00695789j 0.00837582-0.000816308j -0.00838797+0.000605904j -0.000485704-0.00341267j 0.00642403+0.00201689j -0.000300913+0.00096723j -0.0035156-0.00361582j 0.00459591-0.00333361j -0.00198157+0.000735783j -0.00520034-0.000962524j -0.000242285-0.00159161j 0.00335101+0.0011212j -0.00587351-0.00284802j 0.00451421-0.00208378j -0.00309142-0.00509282j 0.00326937-0.00229011j 0.00237051-0.00190121j -0.00182623+0.00067601j 0.000292264+1.5954e-05j -0.00327724+0.00142168j -0.00213271-0.00207527j 0.00608174-0.000725878j -5.65409e-05+0.00152482j 0.00260932+0.00641146j 0.00165748-0.00380898j 0.000611822+0.000711029j -0.00172072-0.001086j -0.000148209+0.00123364j 0.000628173+0.00378196j -0.00201763+0.00126472j -0.000365722-0.00285752j 0.00104974+0.00307269j 0.00190447+0.00102424j 0.00319593-0.000226611j -0.0019504+0.00470047j -0.000501974-0.0029962j 0.0028915-0.000327269j -0.000876754-0.00502201j 0.00324785+0.000254215j 0.000243419-0.0113775j -0.00238912+0.00121199j -0.00172845-0.000167688j -0.0015927-0.00295818j 0.000393788+0.00261944j 0.00113153-0.0015415j 0.00216664-0.000420985j -0.00187678+0.000954518j 0.00166269-0.00270313j -0.000839629+0.0027078j 0.00253729-0.00120788j 0.00182109-0.00228056j 0.00142124-0.000155328j 0.00355872+0.00432307j 0.000937498+0.0032592j -0.00237062-0.00143208j 0.00552641+0.00237205j -0.00216894+0.0006194j 0.00264091-0.00212655j 0.0040817-0.00137117j -8.13907e-06+0.00461887j -0.00178056-0.00407447j -3.74491e-05-0.00321905j -0.00131974+0.000408905j -0.000477597-0.000658353j -0.00203796+0.00161121j 0.000187767+0.00136292j 0.0026629+0.00325006j 0.000450831-0.00399124j -0.00146263+0.00151001j 0.000147223-0.000906992j -0.000189154-0.00174618j -0.00244185+3.1245e-05j -0.000301575-0.00262409j 0.00662964-0.00270844j 0.0029946-0.00484171j -0.0035717+0.00402993j 0.000918489-0.000378309j -0.00339676+0.000278598j 0.00334592-0.000270904j -0.00305821+0.00389j 0.00254875-0.00365525j -0.0053341-0.00021443j 0.00304392-0.00100663j -0.00116849-0.00431108j 0.00144816-0.00307459j -0.00158601-0.00247098j 0.00215011+0.00248475j -0.00123255-3.64902e-05j -0.00060077+0.000595769j 4.37527e-05-0.000696791j -0.000228008+0.00131176j 0.00177913-0.00158678j -0.000849636-0.0013129j 
0.00176218-0.0033367j -0.000682619+0.0031086j 0.00117161-0.00992333j 0.0014022+4.5156e-05j 0.00236096-0.0077924j 0.00597557-0.00206452j -0.0059071+0.0036187j -0.00185468-0.000177204j 0.00609166-0.00050474j 0.000154102+0.00107179j -0.00351795-0.00182402j -9.59379e-05-0.00434905j 6.9893e-05+0.000458905j -0.00235328+0.00155591j -0.000668495-0.00100985j 1.20162e-05+0.00153705j -0.00584271+0.00271215j 0.00537552+0.0116273j -0.00207003+0.000918225j 0.00294572+0.00935109j 0.00711621-0.0078334j 0.00161959-0.00152146j -0.000225894+0.0061028j 0.000505984+0.00575358j -0.00714462+0.00662104j 0.00503226+0.000927314j -0.00167703+0.0019037j 0.00979067+0.00286515j -0.00207761-0.0056195j -8.74399e-05+0.00104217j -0.00440495-0.00432252j -0.00106459-0.0033446j 0.00226618+0.00561436j -0.0044096+0.00830972j 0.00201924-0.00365275j 0.00422431+0.000212915j 0.000591156+0.00144056j -0.00574971-0.00169305j 0.00370615-0.00477566j -0.00159237-0.00113041j 0.00190311+0.00015306j 0.00439684-0.000930745j -0.00267426+0.0112252j 0.0060533-0.00583873j -0.00484716+0.000749984j -0.00478498-0.000413577j -0.00225448-0.00754909j -0.000317402+0.00138921j 0.00214875+0.00128488j 0.00572456+0.00212427j 0.000714415-0.00358456j 0.002986-0.00539082j -0.00312602+0.00295198j 0.000874159-0.00224444j 0.00126856-0.00209978j -0.000426881-0.00161917j -0.00470511+0.000789791j -0.0015558+0.000459895j 0.000396222+0.00521878j 0.00168298-0.00205344j 0.0039619+0.000757391j -0.00152962-0.00294044j 0.00200248+0.00270866j -0.00410703+0.00251678j -0.00279375+0.00232688j 0.00324912+0.00338659j 0.00121225-0.00182268j -0.000256256-0.00268889j -0.000702174+0.00321234j -0.00441088+0.00025984j 0.00296939+0.00372131j -0.00510409+0.00392565j 0.0021357-0.00394617j -0.00450771-0.00106526j -0.00641359+0.00457882j -0.000367187-0.00316162j -0.00278426-0.00234086j -0.0011762+0.00379993j -0.00265716-0.00373611j 0.00634196-0.00140187j -0.00467196-0.00380894j -0.00505645-0.00374572j -0.00321092+0.00481166j -0.00116992-0.00103877j 0.0014748+0.0011517j -0.000237792+0.00695374j 0.00478775+0.000924401j 0.00348131-0.00603406j -0.00191408-0.000863181j 0.00174648+0.00286789j -0.00183555+0.000573256j -0.0032957+0.00151033j 0.000383103+0.00212691j -0.00137962-0.00279022j 0.00211538-0.00116396j -0.000312193-0.000838778j -0.000614169+0.00122561j 
