0.00791124+0.0102662j 0.0165093-0.0236732j 0.00485937+0.010883j -0.00479554+0.0203507j -0.0396157-0.0119057j 0.0252724-0.0224178j 0.0196095-0.00133689j -0.0146077-0.025348j 0.00364831+0.00358393j 0.006836-0.00823263j -0.0205363+0.0132468j 0.0079205+0.0307655j 0.00955457-0.0139061j 0.0081197-0.025751j 0.00885986-0.00974402j 0.0267954+0.0198629j -0.00718235-0.0186171j 0.0235552+0.0101474j -0.00801411-0.0105806j -0.00173349-0.00191851j 0.00350829+0.00745643j -0.0204662+0.0122398j -0.00443193-0.00395534j 0.0049015-0.00773701j -0.0094408-0.00380585j 0.00165244-0.00760622j 0.0168111-0.0196087j -0.020849+0.00970588j 0.0137519+0.0231165j -0.0124833+0.00807484j -0.00480222+0.00718306j 0.00546452+0.0195152j -0.0315123-0.00729016j -0.000659972-0.022697j -0.00664711-0.0387656j -0.00529396-0.0273085j 0.00717531+0.00447913j 0.00551536-0.00204254j 0.0167146-0.0350695j 0.0319634+0.0112404j -0.0179258+0.00110991j 0.0149647-0.00766858j 0.0118284-0.0157408j 0.0138493+0.0113389j 0.0344974+0.0437829j -0.0163246-0.00772144j 0.0617678-0.02502j 0.0137993-0.0258043j -0.0247534+0.00789576j 0.012314+0.00168483j 0.00930741-0.0272472j -0.0315056-0.00790352j 0.013812+0.0277085j -0.0261766+0.00404935j 0.021367+0.00814616j 0.0119035+0.0267936j 0.016483-0.0185598j 0.00716905-0.0169832j -0.0178291+0.0194113j -0.0186403+0.022334j 0.00651346+0.00240084j 0.0305297-0.00331797j -0.029122-0.0665696j -0.0608157-0.0446908j -0.0166343-0.056222j -0.0827605+0.0501682j 0.05024-0.0360603j 0.0447035+0.0212946j 0.0148374-0.013776j -0.00567441+0.0157422j 
0.00626487+0.0032165j 0.00231903-0.00275847j 0.00475706-0.00799165j -0.0130341-0.00428576j 0.0090003+0.0101596j -0.00674753+0.0133527j -0.00693608+0.00915904j -0.00269547+0.010137j 0.00723664-0.0034787j 0.00872738-0.0132854j -0.0238728-0.0149496j 0.00348979-0.00640155j -0.00747851+0.00090158j -0.00204722-0.00788915j 0.019119-0.00618026j 0.00735837+0.00771597j 0.0165741-0.0181508j 0.00631151-0.00642958j -0.00690504-0.00339749j -0.00123193+0.0225397j 0.00493743+0.00360669j -0.0140766-0.0114184j 0.000855307+0.0188192j -0.0181967-0.00681847j -0.00291275-0.00210318j 0.0136407+0.00557787j -0.0102152-0.00774821j -0.00466155+0.00402459j 0.00416164+0.0090404j 0.00706791+0.0114527j -0.0143126-0.0133279j -0.000497456+0.00177824j -0.00246717+0.00400341j -0.00067008+0.00138869j 0.00321763-0.00512849j -0.00776011-0.000572501j 0.00444593+0.0193624j 0.00904218-0.00389023j -0.00152257-0.00444427j 0.00492046-0.00609629j -0.0175361+0.00629245j 0.00289354-0.00256767j -0.000821832+0.00346354j 0.0104406+0.00874802j 0.00186558+0.0117971j -0.0130708-0.00173374j 0.00628714-0.00537979j 0.00123389-0.00400527j -0.00478085-0.00130745j -0.0147969+0.00941597j 0.00226575+0.00281285j -0.00450365+0.00474073j -6.71628e-05+0.0118048j -0.0100364-0.00810707j -0.00757066+0.0135647j 0.00434395+0.00414573j 0.00566016-0.00589192j 0.00699552-0.00412575j 9.10421e-05+0.00371045j -0.00390181+0.00998675j 0.0107097-0.00318862j 0.00555097+0.00779821j -0.0155322-0.00474913j -0.0017329-0.00718678j 0.00129779-0.00219747j 0.00150405+0.0167046j 0.0031599-0.00984377j 0.00739919+0.00214181j 0.00111511-0.00223037j -0.00149003+0.00145071j 
-0.00651263+0.000926121j 0.000124958+0.00447876j 0.00217127+0.00515097j 0.00584201+0.00567967j -0.0203588+0.00667383j -0.00631827-1.17725e-05j -0.00381301+0.00429071j 0.00899518+0.0141597j 0.00205141-0.0191994j 0.000647569+0.00908902j 0.00600122-0.0228391j 0.00203827-0.0139192j -0.0291419-0.00319774j -0.0146022-0.00421288j -0.00880409+0.0179437j -0.00505647+0.00829921j 0.0138659-0.0123544j -0.00926307+0.00712296j -0.00451772+0.0149889j 0.0130933-0.00461075j 0.00929898+0.00692652j -0.00330344+0.000909557j 0.0034732+0.00548544j -0.00117231-0.0146465j 0.0237227+0.0116692j 0.00659876+0.000814707j -0.00656647+0.0086734j 0.00428066-0.00679633j -0.0175233+0.00625255j 0.00648768-0.00704715j 0.000760127-0.00329712j 0.00168828-0.000123251j -0.00172597-0.0167342j -0.00124543-0.00248576j -0.00607349+0.00572821j 7.99923e-05+0.00508364j -0.0179409-0.00135858j -0.000735046-0.000518115j 0.00031509+0.00597087j -0.0205399+0.00147246j -0.0118983+0.00510406j -0.00618014-0.00405837j -0.00464071+0.00140927j 0.00613021-0.00792149j -0.014528-0.00336472j 0.000197328+0.0110521j 0.00052245+0.00105418j -0.00865689+0.0108491j 0.00129265+0.00579691j -0.0181492-0.00284822j -0.00682663-0.00208072j 0.00634791-0.00686187j 0.00901669+0.00848677j 0.00471989+0.00217789j -0.00392097-0.00197966j 0.00815309-0.000611219j 0.0013158-0.00820228j 0.000659767+0.0082685j 0.00765086+0.00351209j -0.000440251+0.0105042j 0.0044915-0.00825979j -0.00524349-0.00375162j -0.00590954+0.000407918j -3.29377e-05+0.0126273j 0.00838447-0.00279143j 0.000282747+0.0104653j -0.00634353-0.00245509j 0.00281318+0.00608089j 0.00254369+0.00170933j -0.00123409+0.00323162j 
-0.00388122+0.000831807j 0.00273831-0.0013491j -0.00377495+0.00108424j -0.00080286+0.00188841j -0.00858583+0.000789026j -0.00209208-0.00406485j 0.000572528+0.0110778j 0.0164324-0.00364278j 0.00536815-0.00614072j 0.00231058-0.00246491j -0.00681916+0.00380685j 0.00276864-0.00283549j 0.00333166-0.0111964j 0.00810809-0.0160365j -0.00613255-0.0107837j 0.0143722-0.000925101j -0.00683027-0.00582948j 0.0106054+0.0165863j -0.00913448+0.00599271j 0.00453731+0.000908665j -0.00366175+0.00394362j -0.0150233-0.0118113j 0.000668836+0.00312016j -0.00280711-0.00539463j 0.00345353-0.00320805j 0.000711222+0.00599405j -0.00989021+0.00973649j -0.00210976+0.0119638j 0.00199579-0.00340282j -0.00400115+0.00476884j -0.00555918+3.93402e-05j 0.0117371+0.015404j -0.0048381-0.010145j -0.00332173+0.00160552j 0.0112653-0.0105442j -0.00884283-0.00224231j -0.00136379+0.00732538j -0.00617433+0.00184233j 0.00759647-0.00839791j 0.00235868-0.000644217j -0.00836367+0.00138784j -0.00301567-0.01183j 0.017794+0.00863375j 0.00410794+0.00281855j -0.00139569+0.0093804j 0.00305688+0.00687113j 0.00231645+0.00684345j -0.00106803+0.000930598j 0.00341131-0.00385759j -0.0036382+0.0017388j 0.00741239-0.000722j 0.00130875-0.00753028j -0.00486876+0.00224264j -0.00428769-0.000795832j 0.000208019+0.0112378j 0.00298558-0.00745619j 0.00846675-0.00782615j -0.00196436+0.00249453j 0.00510014+0.00103396j -0.00630576+0.000920947j 0.00360951+0.00151656j -0.00189316-0.00219551j -0.00120102-0.00242906j -0.0048293-0.0102592j 0.000328537+0.00389543j -0.00178921+0.00339232j 0.00385178+0.00183949j 0.0040713-0.00113594j 0.00118466-0.00222128j -0.00163176+4.35696e-05j 
-0.0022932+0.00598453j 0.0025369+0.00127261j 0.00131051-0.00573214j 0.00574829+0.00919805j -0.0181897-0.0108139j 0.0126436+0.00146063j -0.0155578-0.0108856j -0.0103013+0.0423178j 0.0311104+0.00526213j -0.0248229-0.0207471j 0.00998156+0.00347123j 0.0271276-0.00480901j 0.000193992-0.0143266j -0.00578649+0.00854155j 0.00649185-0.0166951j -0.00951095+0.000866815j -0.0175207+0.0106451j -0.00265579+0.0103039j 0.00378703-0.0153901j 0.0184904-0.0136325j -0.00366409-0.00325559j -0.00230038-0.00142615j 0.0314084+0.0311573j 0.0116525+0.013059j 0.00928465-0.0240562j -0.0101171-0.0126564j -0.0190862+0.00650015j -0.0276221+0.00757154j 0.00374011+0.0182704j 0.00340446-0.00669543j 0.00554146+8.24522e-05j 0.00986652+0.00936279j -0.0133275-0.00724943j 0.0125359+0.00172727j 0.0155593-0.0161796j 0.0126797+0.000408852j -0.00848686-0.000668468j -0.00626145+0.0132925j 0.0149841-0.00971392j 0.000620422+0.0166339j -0.00504502-0.00635327j -0.0093427-0.0160884j 0.0130639-0.000304811j 0.0135117+0.0172446j -0.00226673+0.00801118j 0.0050101+0.00532613j -0.00661798-0.010359j 0.00851675+0.00503959j 0.0118047+0.00162219j 0.00139721-0.00464933j 0.00430211+0.00340694j 0.00295079-0.00649018j -0.00742546+0.0129354j -0.0020896+0.00038542j 0.00205642+0.000523378j -0.00135433-0.00366195j -0.00817502-0.0172538j 0.00216994+0.0130577j -0.00357+0.00337456j 5.63023e-05+0.00835278j -0.0114767-0.00251994j -0.00883467+0.000669916j -0.00113532-0.00914228j 0.000905499+0.00740337j -0.00446888-0.00546158j 0.00460792+0.0154548j -0.0109563-0.00346035j 0.00580823+0.00105653j 0.000380938-0.00319531j 0.00267352+0.00423871j 
0.00747087-0.00197814j -0.00192567-0.00694867j -0.00434957-0.0127904j 0.00465993-0.00368998j 0.00759968-0.00805461j 0.00859283+0.0108794j 0.016219-0.0169062j -0.0282574-0.017571j 0.00414669+0.0308782j 0.0152513-0.00727701j -0.00800587+0.023785j 0.0127859+0.0229815j 0.0401911-0.00676173j 0.0111463+0.00552546j 0.0140199-0.00756669j 0.0177462+0.00102086j -0.0032021+0.00331414j -0.00537909+0.0157261j 0.0050336-0.0227206j -0.014489+0.00286101j -0.012832-0.00689226j -0.0130377+0.0131586j 0.0106765-0.0171963j 0.00335925+0.0223567j -0.0143905-0.0188494j -0.0188244+0.00175449j 0.00450872-0.00769888j 0.000912344+0.00237565j 0.0149891+0.00425592j -0.00613631+0.000874007j 0.0112125-0.0109805j -0.0227619+0.00325981j 0.00538397+0.00716222j 0.00348689-0.00880279j -0.00387709-0.0070172j 0.0081802-0.0147175j 0.0108393+0.00746334j -0.00337296-0.00136548j -1.01091e-05-0.00868099j 0.0106161-0.00500911j -0.0036721+0.00387799j -0.00166328+0.00530376j 0.00616794-0.0114616j -2.03935e-05-0.00630529j 0.0136747+0.0180909j -0.00563173-0.00540109j 0.0107137-0.0164779j 0.00425084-0.000735378j -0.0111128+0.00228805j 0.0166609-0.00164797j 0.000680577-0.00305515j 0.00462507+0.00813894j 0.00384647-0.0022233j 0.00958782+0.000684612j 0.00182614-0.00452352j -0.00375859+0.0128284j 0.00633461+0.00194805j -0.000783732-0.0164074j -0.00665181+0.00320449j 0.00416129-0.000530793j 0.00920068+0.00694922j 0.00336366-0.00403575j -0.0104348-0.00788371j -0.00702113-0.0107483j -0.00588774-0.00740225j -0.0162457-0.00743408j 0.0174481+0.00213326j 0.00578192-0.000760884j -0.00377904-0.00443496j 0.00165538-0.00610972j 
-0.00349364-0.00549995j 0.00299824+0.00787316j -0.0091405-0.00234711j -0.00875405+0.00794444j 0.0113887-0.0137625j 0.00126067-0.00187685j 0.00330037+0.012165j 0.0254426-0.00265349j -0.0165318-0.00076516j -0.0147398+0.0111298j 0.0163409-0.0114915j -0.00313309-0.0106908j -0.00234244+0.00779894j -0.0167903+0.00686626j 0.000917249+0.00192292j -0.0112564+0.00611659j -0.00514411+0.0144308j -0.00563816-0.00637235j -0.00540157+0.00351105j 0.00834841-0.00127519j -0.0087424-0.0115705j 0.020949-0.00335912j -0.0165529+0.0072103j 0.00722931+0.00552392j -0.00659615+0.0134819j 0.000853042+0.0145862j 0.000795119+0.00267511j 0.00337243+0.00614395j -0.0111979-0.0108557j -0.00123279-0.00889655j 0.00230203+0.0117685j 0.00749022-0.00591076j 0.0149403+0.00767504j 0.00819458+0.0112114j -0.00428727+0.0110958j 0.0101133+0.00530977j 0.0013993-0.0122735j -0.00252485-0.000910686j -0.00384249+0.0138566j -0.00613429+0.00435822j 0.0155147-0.00803808j 0.00152728+0.0026389j -0.000871707+0.00339893j -0.0141482+0.00207659j -0.00113235-0.0138282j 0.0130027-0.00902382j -0.0141549+0.0111996j 0.00739123-0.00259795j 0.0150009+6.27422e-05j 0.00303281+0.00157729j -0.000308292+0.00712824j 0.00223645-0.000122565j -0.00408602-0.0126583j 0.00391891+0.00634535j 0.000495285-0.0111914j -0.00501887-0.0078644j -0.00938431+0.00341929j -0.00617193+0.0062657j -0.00459698-0.00827429j 0.0064569-0.0102883j -0.0112836+0.00436873j -0.000832791+0.00126866j 0.0178237+0.007486j 0.0170598+0.0076393j -0.00335632+0.0124297j 0.0136767-0.0126242j -0.0164797+0.00647568j -0.0093033-0.00481376j -0.00253771+0.00721349j -0.00117974-0.00144139j 
-0.00320026-0.00654047j -0.000542388-0.00178394j -0.0050792+0.00299379j 0.00795753+0.00737373j -0.0155587-0.00593124j 0.000975827-0.00349602j 0.0134971+0.0041256j -0.00651958-0.0113j 0.00947963+0.00603677j 0.0140242+0.00370963j 0.001265-0.0109032j 0.00140117-0.00887539j -0.00801717-0.0121982j 0.0146424+0.01652j -0.0103525+0.019429j -0.00271431+0.0192045j -0.00126165+0.00673676j 0.00269003+0.0153295j -0.0107803-0.00652645j 0.00975189-0.0200715j 0.00524281+0.00495725j -0.0190661-0.00459259j 0.0028898-0.00942034j 0.00139629-0.000202854j 0.0262771+0.0108353j -0.00709524-0.00333559j -0.00301999+0.00163889j 0.00761387-0.00316506j 0.00799841+0.00334333j 0.00311085+0.01205j 0.00455801+0.00257529j 0.0106544-0.00612865j -0.00137635-0.016593j 0.00323209-0.0187095j -0.00601713-0.017971j -0.00904455-0.00128018j -0.00718726-0.00617055j -0.0134703-0.000450352j 0.000273669+0.0062691j -0.00165775+0.00970969j 0.00347272+0.00522793j 0.00387856+0.000777188j 0.00598943-0.00350468j 0.00627999-0.00511921j 0.00112466-0.0108581j -0.00419318+0.0105284j -0.00277568-0.00546996j -0.00794331+0.0064158j -0.0136198+0.00214824j 0.00074918-0.0137903j -0.00896537-0.0157373j 0.013189-0.00751753j 0.00320423-0.0143867j 0.00266962-0.00871416j 0.00200633+0.00525405j 0.00010016+0.00180125j 0.0021944+0.000898857j -0.000225081+0.0025258j 0.0139627+0.0029488j -0.0090069+0.00522561j 0.005215-0.00131294j -0.00912071+0.00347363j 0.00984914-0.00622384j -0.0059437-0.00336836j 0.011715-0.011435j -0.00727453-0.00388036j 0.00174395+0.00381482j -0.00248547+0.00842709j -0.00140514-0.000460392j 0.00106357-0.00589345j 
-0.00363281-0.00258092j -0.00518976-0.00243563j -0.00806547+0.00246909j 0.0117673-0.00599781j -0.0112965+0.00133248j 0.000912546+0.00343382j 0.00783821-0.00474826j 0.0049605-0.00415751j -0.0102111-0.0195186j 0.00807261+0.010535j 0.000259107-0.0106443j -0.0177083-0.00575216j -0.00630252+0.017073j 0.000172225+0.00514639j 0.00299353+0.0255479j 0.00226946+0.00473407j 0.00643479-0.0190413j -0.0169227+0.00769964j -0.00460748-0.00420169j -0.00451788-0.00121566j 0.0202515-0.0100114j 0.00721996-0.000631135j -0.00775107+5.20714e-06j 0.0125735-0.00277638j 0.001945+0.0114511j -0.00837003+0.0163486j -0.0101665-0.0103863j 0.00103307-0.00250016j 0.000424719+0.00229263j 0.00400278+0.0112077j -0.00909405-0.0125908j 0.00832138+0.00488485j 0.00202309-0.00745821j -0.00498186-0.00917429j 0.000279569+0.00179711j -0.00794326-0.00653632j 0.00504738+0.00946685j -0.00315874-0.00434091j -0.0122644-0.00357735j -0.00499006-0.00665654j -0.00506663+0.00426581j 0.00158954+0.00321523j -0.00494253+0.00716718j 0.00936664+0.00418477j 0.000258765-0.0140011j -0.00927814+0.00659544j -0.00646591-0.000600261j -0.00213099-0.00884061j 0.00680918+0.00387366j -0.0106419-0.000508777j 0.0011709+0.0017307j 0.0124607-0.00691548j -0.00350402-0.0098877j -0.00348222-0.0029867j -0.00454844+0.0171949j 0.00871011-0.0135664j -0.000545084-0.0016784j 0.010698-0.00179064j 0.0150815-0.0179285j 0.00284856+0.00949292j -0.00740559+0.00110938j 0.00320266+0.0136758j 0.00782241-0.00184928j 0.0062319-0.00486679j 0.00189643-0.00443414j 0.00431219-0.0020046j -0.00408728-0.00397811j -0.0116593+0.00247534j -0.00420075-0.000724714j 0.00139878-0.00357433j 
-0.0291436+0.0221412j 0.0106321-0.0166019j 0.0230044+0.0199594j -0.00101329-0.0217534j 0.06148+0.01143j -0.0051658+0.0408436j -0.0351503+0.0348005j -0.00441914+0.0392647j 0.0175444+0.0001539j -0.000848739-0.0140388j -0.00636436-0.00854872j 0.0162028+0.00678894j 0.00286721-0.0143474j 0.0254368-0.00245096j 0.00669153+0.000410214j -0.0239475-0.0157117j -0.00742269+0.00340548j -0.00252323-0.0122303j 0.0114953-0.0266236j 0.00264249+0.0136365j 0.00332453-0.00371858j -0.000215881-0.00685536j 0.00717533+0.0212238j -0.0464561-0.0109727j 0.001959-0.0032507j 0.0257341-0.0262086j -0.00117035+0.00862813j 0.00430481+0.0136576j -0.00739984-0.0039527j 0.0091823-0.000366195j 0.0260099-0.00264026j -0.0140957-0.0218126j 0.00115421-0.000330436j 0.00181934-0.00592085j -0.00845484+0.0267125j -0.00864636+0.0167379j -0.00209299+0.00958135j 0.0153616-0.00247725j 0.000652767+0.0101883j 0.000355933-0.00282064j 0.00624062+0.00897861j -0.00765295+0.0157912j -0.0113191-0.00471083j -0.0135175-0.0157166j -0.00322615+0.00276449j 0.00909082-0.00425897j -0.00179472-0.00407708j -0.0024595+0.000949101j -0.00950038-0.0132405j 0.00362967+0.00139708j -0.00114761+0.00136524j 0.00418726-0.0049635j 0.0100186-0.00861006j 0.00861976-0.0093909j -0.0198128+0.00834841j 0.00259771+0.00646878j 0.00241863+0.0178552j -0.00501025-0.00803997j -0.00493637+0.0201604j -0.0126278-0.0102353j 0.00782821+0.00377972j 0.00231334-0.00714689j -0.0113839+0.0159495j 0.0103009+0.00113629j 0.0181346+0.0136718j 0.0232214-0.00989656j 0.00600892+0.016476j 0.00308591-0.00819134j 0.0129964+0.0120775j -0.00775883+0.00792719j 
0.0105082-0.0166738j 0.0306623-0.0248551j -0.0144167+0.0197459j 0.0206317+0.00842619j -0.00578473+0.0646138j -0.0251649-0.00338012j -0.0265581-0.0279344j -0.0500425+0.00326897j 0.00259877+0.0110451j 0.0191627+0.0070378j 0.00453051-0.0069702j 0.00682641+0.0203253j 0.00626501+0.00438214j -0.0257253+0.0158154j 0.0133145+0.0126026j -0.0206216-0.00637541j 0.0104781+0.01834j 0.00368446-0.0145829j 0.0128624+0.0213041j -0.0069098+0.00529614j 0.0303348-0.0257143j -0.0156741-0.00394885j 0.0156209-0.0221449j 0.0020857+0.00902341j -0.00499966-0.00282631j -0.016186-0.0366533j 0.0108969+0.0118168j 0.028108-0.0125806j 0.00271168-0.0159815j -0.00447138-0.00647641j -0.0099099-0.0204536j -0.0151483+0.00368156j -0.0107239-0.0105582j -0.0141773-0.00764572j 0.0269473+0.00295268j 0.00303069-0.00625593j -0.00298609-0.00888854j 0.0134664-0.00941644j -0.00289893-0.000741197j -0.00965572-0.010939j 0.00985225-0.00882984j -0.00306841+0.0108166j -0.00503623+0.0139732j -0.00204651+0.00428077j 0.0014864+0.00691406j -0.00682657-0.00537187j -0.00859104+0.012595j 0.00397744-0.00579082j -0.00380001-0.0095773j -0.0045732-0.00678169j 0.00639798-0.00347895j 0.0070463+0.00876173j 6.3432e-05+0.00627414j -0.00343188+0.00271282j -0.00395465+0.00175778j 0.000530509-0.00133011j -0.0175919+0.0111333j 0.00315071-0.0113802j 0.0058305-0.00694712j 0.00346277+0.00164515j -0.0151517+0.00407057j 0.00890782-0.00515235j -0.0117365+0.00799947j -0.018393+0.00892672j -0.0128412+0.000861238j 0.0190568+0.0114176j -0.00169423-0.00966621j -0.00735433-0.0130761j 0.00831139-0.00746466j 0.0122283+0.0106409j 
-0.0116829+0.000324398j -0.00349949+0.00699067j -0.00212084+0.000723782j -0.00817707-0.00537843j 0.0223448-0.00521237j 0.00214186+0.0324057j 0.0126223+0.0107639j 0.0187786+0.00722614j -0.00946942-0.0299704j -0.0170018+0.0117434j 0.00596874-0.0195175j -0.0185129-0.0250362j -0.0345352+0.0124905j -0.00136268-0.00616443j -0.00453769+0.0101991j -0.0107546+0.00475989j 0.00329326+0.000580438j -0.000123529+0.00454115j -0.00344126+0.00659454j -0.000606153+0.00157687j 0.00157915+0.00200694j 0.0132272-0.00819578j -0.0118324+0.0137536j 2.89506e-06-0.0232505j 0.0083928+0.0121022j 0.0150185+0.0159324j -0.013624+0.00151524j 0.00489535+0.00518829j -0.00965357-0.0045567j 0.0063299+0.000795267j 0.00478331+0.000454771j 0.0115658-0.00931804j 0.00856097+0.00238756j 0.000905353+0.00237644j -0.00678975+0.0186962j -0.0101356+0.00808831j -0.00461811+0.00591315j 0.0051899-0.00199432j -0.0104197+0.0104113j -0.00897436+0.000256977j -0.000532514+0.0033257j 0.000226374+0.00159183j -0.00922578+0.00287755j -1.5261e-05+1.65636e-05j -0.00913276-0.018052j 0.00628741+0.00403984j -0.0112314+0.00992974j -0.0029939-0.00206082j 0.0138586+0.00184096j -0.0181727+0.00644767j -0.00102453+0.0041918j 0.00231428-0.00970485j 0.000178903-0.0132259j -0.00253865-0.00297179j -0.00693456+0.00981109j 0.0094315-0.0139405j -3.8791e-05-0.000146063j 0.00435227+0.00617739j 0.00472847-0.00847793j 0.00113673+0.00134802j -0.0061371-0.00139125j 0.000943752+0.00980252j 0.0121219+0.00692545j 0.0196055+0.00362218j 0.00819975+0.00813977j 0.0151545-0.00398352j -0.0144862+0.00303069j -0.00858616+0.000773947j -0.00220363+0.00942168j -0.00469122-0.00126265j 
-0.00311283+0.00575777j 0.00610005+0.00325573j -0.000963029-0.00305517j 0.00919244-0.00130658j -0.0198881+0.0247615j -0.0335473+0.0103872j -0.00157586+0.0118862j 0.00769833+0.0205567j 0.0263515-0.00582625j -0.043454-0.0115505j 0.0138393-0.00581879j 0.0265674-0.0163495j -0.0158877-0.0192422j -0.0225158+0.00501131j 0.00864609-0.00291072j -0.00404825+0.0132151j 0.00387843+0.00451602j -0.0049056+0.0144175j -0.0037429+0.00123047j 0.0183515+0.00308875j 0.00317382+0.0100998j 0.0184524-0.00164182j 0.0252033+0.0210254j 0.00956453+0.003424j 0.0049547-0.0174038j -0.00112859-0.0102566j -0.0168451+0.0219056j -0.0135001-0.00290862j -0.0018368+0.00686041j -0.00062503-0.0113572j -0.00293454-0.00757519j 0.00116076+0.00917919j -0.000999765-0.0131589j 0.00397495+0.000480756j 0.0306224-0.00304169j 0.00727975+0.00874746j -0.00970578-0.00171972j -0.00522209+0.00309416j 0.0185938-0.00125433j -0.00636672+0.0158256j -0.00348802-0.00783053j -0.00891468-0.0117715j 0.00489212+0.0106121j 0.0124934+0.017702j -0.0105341+0.00218158j 0.0130641+0.00177901j -0.018595+0.000150336j 0.0123768+0.00348985j 0.0248445-0.00173889j -0.0115096-0.007177j 0.00413345+0.00040796j -0.00186499-0.0106791j -0.00981868+0.00593482j -0.00195013+0.00197998j -0.0055493-2.78727e-06j 0.00359784-0.0102447j -0.0168796-0.0182775j 0.00441334+0.0175026j -0.00613018-0.000462896j 0.00159542+0.00819483j -0.0203777-0.0027982j -0.00799585+0.000100258j 0.00069377-0.00572254j 0.0021522+0.0148749j -0.00663382+0.00124977j 0.0180088+0.0217598j -0.0189823-0.00732223j 0.0033834-0.00125045j 0.000765317+0.000307694j 0.000522403+0.0103863j 
-0.0107931-0.00943315j 0.000284127+0.0160207j -0.0211028-0.0197678j -0.0286366+0.0257699j 0.023236-0.0521846j 0.023209+0.0192578j 0.0163217+0.0294819j 0.0462602+0.00306517j -1.28285e-05-0.00985751j -0.0168367-0.0131909j -0.00429793-0.002102j -0.00870007-0.0111318j 0.00238654-0.00413289j 0.0226793-0.0200394j 0.0100326-0.00818264j -0.000882772+0.0124534j -0.00756734-0.00326715j 0.00218004+0.0146975j -0.0174174-0.0161805j -0.00192944-0.000103646j -0.0229843+0.00533239j 0.00229845-0.00716014j -0.0164632+0.0156732j -0.00746123-0.00785742j 0.0033535+0.00914438j 0.0111638+0.0229165j -0.00254097-0.0167744j -0.0149195+0.013018j -0.00786934+0.00824977j 0.00402278+0.00953425j 0.0117089+0.0107188j 0.0142866-0.00178432j 0.0122007+0.011463j 0.0104225+0.00782894j -0.0242114+0.00154215j -0.00409224+0.00627537j 0.000899533+0.00827398j -0.00887001+0.0076503j 3.32054e-05+0.00128221j 0.0138083+0.00747392j -0.00594606+0.0126623j 0.00287491-0.0084477j 0.00530256-0.011021j -0.000860484-0.00752412j -0.000860721-0.00408561j 0.00422191+0.00593259j 0.00940549-0.00726389j -0.00635928+0.00613601j -0.00201128+0.011181j 0.00282997+0.00984772j -0.00379258+0.00714771j -0.00519299-0.0071116j 0.000846078-0.00643035j 0.00259924-0.00315879j 0.00258686-0.00193954j -0.00125604-0.000506508j 0.0189396-0.00717195j -0.0045003+0.0100396j -0.00297588+0.00416162j -0.00408612-0.0047698j 0.0170597-0.00216457j -0.0050208+0.00570789j 0.0121773-0.00640305j 0.0167302-0.00873291j 0.0148832+0.00283914j -0.0179535-0.0148911j 0.00195424+0.0125909j 0.00310728+0.0112631j -0.00592725+0.00690236j -0.00981945-0.0138432j 
-0.00122373-0.0150102j -0.0118667-0.00884639j -0.0261646+0.0164657j 0.0343844+0.0229687j -0.0468818-0.0257635j 0.00955095-0.0355167j 0.0351013-0.0269283j 0.0144321-0.0384724j -0.0205847-0.00483756j -0.00552918+0.00221764j 0.0108085+0.0143847j -0.00669434-0.0116745j 0.00303653+0.00822645j -0.00949045-0.00959753j -0.00526203+0.0105348j 0.013263-0.00208973j -0.0128636-0.00434574j -0.00538151+0.0144385j -0.0176886+0.0053869j -0.00269529-0.0136532j 0.00544993+0.0021657j 0.0140796+0.00139015j -0.00487051-0.0154429j 0.0317084+0.0129262j -0.00957998+0.00333769j -0.0169309+0.0190888j 0.00731489-0.00765138j -0.00731515-0.00359826j 0.0097921+0.00362472j -0.0104497-0.000481866j -0.0153371+0.00742664j 0.00782576+0.0199827j 0.000876006+0.00334722j -0.00396612+0.00297758j 0.00378869-0.0191806j 0.00556172-0.0144977j 0.00289265-0.0123002j -0.0167587+0.0027125j 0.00147405-0.0109722j 0.00205339+0.00378303j -0.00753565-0.00450663j 0.00939817-0.0121833j 0.0104575+0.00531211j 0.00974839+0.0112129j -4.34109e-06-0.00508988j -0.00688287+0.00305279j 0.000964848+0.00332105j 0.00090418-0.00252677j 0.00784038+0.00868745j 0.00138722-0.00590059j -0.000599123-0.00108565j -0.00489782+0.00578531j -0.0122068+0.00520826j -0.00507298+0.0106976j 0.0173617-0.00932539j -0.00365617-0.00524228j -0.00236046-0.0145148j 0.00341527+0.00732723j 0.00482957-0.0180917j 0.0120779+0.0093521j -0.00383411-0.00412708j -0.00286773+0.00134237j 0.00926519-0.0134644j -0.0104527+0.00151398j -0.0154421-0.0143267j -0.0235093+0.0056518j -0.00124281-0.0141003j -0.00314937+0.00929829j -0.0102299-0.0148883j 0.00567068-0.00735536j 
