0.00791124+0.0102662j 0.0165093-0.0236732j 0.00485937+0.010883j -0.00479554+0.0203507j -0.0396157-0.0119057j 0.0252724-0.0224178j 0.0196095-0.00133689j -0.0146077-0.025348j 0.00364831+0.00358393j 0.006836-0.00823263j -0.0205363+0.0132468j 0.0079205+0.0307655j 0.00955457-0.0139061j 0.0081197-0.025751j 0.00885986-0.00974402j 0.0267954+0.0198629j -0.00718235-0.0186171j 0.0235552+0.0101474j -0.00801411-0.0105806j -0.00173349-0.00191851j 0.00350829+0.00745643j -0.0204662+0.0122398j -0.00443193-0.00395534j 0.0049015-0.00773701j -0.0094408-0.00380585j 0.00165244-0.00760622j 0.0168111-0.0196087j -0.020849+0.00970588j 0.0137519+0.0231165j -0.0124833+0.00807484j -0.00480222+0.00718306j 0.00546452+0.0195152j -0.0315123-0.00729016j -0.000659972-0.022697j -0.00664711-0.0387656j -0.00529396-0.0273085j 0.00717531+0.00447913j 0.00551536-0.00204254j 0.0167146-0.0350695j 0.0319634+0.0112404j -0.0179258+0.00110991j 0.0149647-0.00766858j 0.0118284-0.0157408j 0.0138493+0.0113389j 0.0344974+0.0437829j -0.0163246-0.00772144j 0.0617678-0.02502j 0.0137993-0.0258043j -0.0247534+0.00789576j 0.012314+0.00168483j 0.00930741-0.0272472j -0.0315056-0.00790352j 0.013812+0.0277085j -0.0261766+0.00404935j 0.021367+0.00814616j 0.0119035+0.0267936j 0.016483-0.0185598j 0.00716905-0.0169832j -0.0178291+0.0194113j -0.0186403+0.022334j 0.00651346+0.00240084j 0.0305297-0.00331797j -0.029122-0.0665696j -0.0608157-0.0446908j -0.0166343-0.056222j -0.0827605+0.0501682j 0.05024-0.0360603j 0.0447035+0.0212946j 0.0148374-0.013776j -0.00567441+0.0157422j 
-0.00309193+8.82227e-05j -0.00171441+0.000483463j -0.00765101-6.32455e-05j 0.00668363+0.00128768j -0.0117394+0.00499333j 0.00298237+0.0120556j 0.00172326-0.00236861j 0.00347225+0.0066519j -0.00260533-0.0251075j -0.00030644+0.00827084j -0.00260317+0.00220463j -0.00679551+0.00704306j 0.00341909+0.00322004j -0.00494889-0.0261805j 0.0100131+0.0123233j -0.0122043-0.00512862j -0.0124644+0.00182458j -0.0174101+0.0139015j 0.00863097+0.00759257j 0.0106878-0.0110811j 0.0134782-0.0103346j 0.00457186+0.0179823j 0.0350377-0.0230205j 0.00480184-0.00216088j 0.0149611-0.00278984j -0.00392011-0.00559117j -0.0221312-0.00102282j 0.0053721+0.00988844j -0.0185938-0.0210636j 0.00850927+0.0110069j -0.0107503-0.00245317j 0.00401336+0.0366823j -0.0178158-0.0103146j 0.00136225-0.0277423j -0.0114783+0.045912j 0.00580119-0.00532926j -0.0281794+0.0421467j -0.0362772+0.00357674j 0.00693718-0.000381307j -0.0293994-0.0194838j -0.0150012-0.0121435j -0.00508752-0.0109526j -0.000186666-0.00348207j 0.0214179+0.00509754j -0.00193852+0.00159901j 0.00422538-0.00754411j 0.00330771+0.0075964j 0.00652428-0.00421836j -0.00376384-0.00206437j -0.00731553+0.00421603j 0.00163216-7.30525e-05j -0.0104463-0.00719197j -0.00393251+0.00101979j -0.00136851-0.00368457j 0.00358885+0.000230979j 0.000342721+0.00351615j -0.00484394-0.000128528j -0.00224326-0.00779606j -0.00295722+0.000908201j 0.00329272+0.00256689j 0.000173047-0.00154084j 0.00426238-0.00224516j 0.00362034-0.0038097j -0.00595385-0.00195649j -0.00496601+0.00563234j 0.000105918+0.00103485j 0.000687709-0.00686548j 0.000731719+0.00334307j -0.00257923-0.00120108j -0.00196434+0.00200506j 
0.00288303-0.00348927j -0.00155407+0.00285188j -0.000959759+0.00388785j -0.00637803+0.00586385j 0.00966258-0.00238218j 0.00864367+0.00644336j -0.00941965+2.05429e-05j -0.00994816+0.00425057j -0.0143365-0.00969125j 0.00486135+0.00831289j 0.00821867-0.00835098j -0.0168232+0.0125729j -0.00394894+0.0226828j 0.00683118+0.0123161j -0.00231611+0.00323267j -0.0071463-0.00488171j 0.0185243-0.00288546j -0.0069593-0.0243288j 0.00287556+0.00996748j -0.0261807-0.0102387j 0.00491586-0.00980325j 0.0202383+0.0162983j -0.00499803-0.00623672j -0.0106117-0.0128531j -0.00516711+0.0109405j 0.0019976-0.0114994j 0.00576342-0.0288567j 0.0116353-0.0109523j 0.0221573+0.0081678j 0.0016768+0.00435769j -0.00194034+0.012181j -0.00935642-0.0213311j 0.0030009+0.00433j 0.00935568+0.00442635j 0.00145655+0.0111789j -0.0203508+0.00689745j 0.00243382-0.00999195j -1.71989e-05-0.00270568j 0.000740209-0.00394911j -0.00891629+0.00154846j -0.00939076+0.00614897j 0.0140197-0.00960652j -0.0103941-0.0133145j -0.0142956+0.0181512j 0.0114198-0.00992566j 0.0172316-0.0041794j 0.00784829+0.0147899j 0.0114848-0.00956478j -0.00804843+0.0103511j -0.00205188+0.00429464j 0.0147941-0.0183127j 0.0136426-0.00916106j -0.00396551+0.00517307j -0.00278957-0.0107367j -0.00506592+0.0175073j 0.0177178+0.00546488j -0.00533459+0.00161168j -0.0174221-0.0233439j -0.00948863-0.00450695j 0.000329048+0.00136349j 0.00188934+0.00818883j 0.00684012-0.00389596j 0.0162754+0.0028729j -0.0045371-0.0135891j -0.0132982+0.0070494j 0.0072031-0.00154637j 0.00594932-0.00300715j -0.0066605+0.00738748j 0.00211608+0.00371238j -0.00146384-0.0011503j 
-0.000855767-0.00347244j -0.00854935+0.00101984j 0.00284674+0.00046939j 0.00166992-0.0127352j -0.00982712+0.00165689j 0.00421957+0.0072318j 0.000226155-0.0151069j -0.0165879-0.00462212j -0.00118578-0.00739751j 0.00511158+0.00244071j -0.00639746+0.012543j -0.0285362+0.00150046j -0.0206128+0.0225282j 0.0271805-0.0106005j -0.0183668+0.0112938j 0.00140703-0.00888736j 0.00472536+0.00157976j 0.00225624+0.0121574j 0.00226683+0.0156537j -0.0317172-0.010766j -0.00320991+0.0118284j 0.0126156+0.0235969j -0.0104935-0.0110039j 0.0224431-0.0256975j 0.0092631+0.00186961j -0.00124108-0.00256181j 0.00388426-0.0185882j -2.85808e-05+0.0079162j 0.00437057+0.0238069j -0.0111746+0.0139084j 0.0282205-0.00237435j 0.00127381+0.0143356j -0.00751881-0.00391092j -0.00162424-0.00504895j 0.00789839+0.00916392j -0.0173549-0.00853434j 0.00456472-7.61716e-05j 0.00446641+5.81928e-05j -0.00348601-0.0105815j 0.0203688+0.00126638j -0.00074084+0.0165864j 0.000162779+0.0044351j -0.00578481-0.0163365j 0.00911584+0.00985306j 0.00170215-0.0010957j -0.00632156+0.0167582j -0.00605226+0.00185128j -0.00694242-0.00143273j -0.000122252+0.00269242j -0.000824113+0.00199027j 0.00745244+0.00803464j 0.00407097-0.0100019j 0.00816417-0.00332847j 0.00278202-0.00132646j -0.000942418+0.00319923j 0.00175695+0.00128297j 0.0112138+0.00462374j -0.00300235-0.00237181j 0.0084309-0.00532437j -0.00524219-0.000595718j 0.0107311+0.00597717j 0.00281776-0.0081129j 0.00490527+0.00584378j -0.0104573-0.00177201j 0.00696646+0.0146541j 0.00149478-0.00982846j -0.00461084+0.00232518j -0.00830716-0.00639252j -0.00385757+0.00195658j 0.00171969-0.00285555j 
-0.00568469-0.00254465j 0.0025976+0.00129524j -0.0155354+0.0020389j -0.000400888+0.0121038j -0.0171161-0.0112109j -5.79792e-05-0.0001097j 0.0166028+0.0174817j 0.0141747-0.0143222j 0.0153843-0.00217761j -0.00562218-0.0101567j -0.00608529+0.00317677j -0.00237763-0.00599438j -0.00979818-0.00395652j 0.0265304-0.00741783j 0.0097432+0.0167665j 0.000618546+0.00952514j 0.0103973-0.00767842j -0.0188903+0.0204768j -0.0215623-0.00213978j -0.0159562-0.00775333j 0.005903+0.0206632j 0.0118241-0.00222119j -0.020398+0.010248j 0.00702854+0.000620838j 0.0196346+0.0175083j -0.0135469+0.0100707j -0.00176151-0.0142416j -0.0162184-0.00566608j 0.000737526+0.00602631j -0.00707268+0.0165733j -0.00670008+0.0105751j 0.00683077+0.0145336j -0.00247691-0.00101269j 0.000541973-0.0112144j 0.00601269-0.0367856j -0.0206043+0.00127668j 0.0143437-0.00804817j -0.00739574-0.00652009j -0.00269072+0.001239j 0.000439582-0.00768786j 0.00343499-0.0114598j -5.6539e-05+0.000744021j 0.000416393-0.00854719j 0.00952068-0.0145022j 0.00637722-0.00265901j -0.0153347-0.00768455j 0.0045044-0.000892021j 0.00194017+0.0118225j -0.00558888-0.00530787j -0.0133725-0.0109472j -0.00482002-0.00269913j -0.0174625+0.00474975j 0.00399401+0.0115402j 0.00798244-0.00249782j 0.0126924-0.0119316j -0.0131578+0.00189131j -0.00580605+0.00230072j 0.000282576+0.0117268j 0.0132099+0.000861753j 0.00426743-0.00112715j 0.0104457-0.0151283j -0.0102569+0.00556727j -0.00111885-0.0101367j -0.0044688+0.0121021j 0.0155603-0.0086492j -0.0201021+0.000296694j 0.000971445+0.000151292j 0.00730264+0.0111916j -0.00278344-0.00080124j -0.00500201-0.00280367j 
-0.000887815-0.00477847j 0.0013084+0.00960469j 0.00280178-0.00230263j -0.0212844-0.00513029j 0.029803-0.0208814j 0.0150806+0.0182864j 0.00930862+0.0142735j -0.000811013+0.00441154j -0.0253367-0.00133674j 0.0101141+0.0187779j -8.80749e-05-0.0223515j -0.016772-0.00401078j -0.00563418+0.020892j -0.00570755+0.0243188j 0.00849978-0.00148175j -0.0143681+0.00457862j -0.00134497+0.00281231j -0.0137386-0.00877827j 0.00256301+0.00654832j 0.0129572-0.00967026j -0.0189905-0.0211632j 0.0109384+0.00174111j 0.00386244+0.0179457j 0.00199904+0.00622887j 0.0131749+0.0109037j -0.000526088+0.0189248j 0.00384682-0.00568432j 0.00967211+0.0206928j -0.00105228-0.0146928j 0.00877075-0.0155209j 0.00316294+0.00913225j -0.00286299-0.0179797j 0.0218024+0.0297535j 0.00713069-0.0167756j -0.0332377+0.0107462j -0.00334009+0.00414633j 0.0101317-0.00915361j 0.00722305-0.00511054j -0.00785933+0.0209151j -0.0186768-0.00473445j 0.000356449+0.00334984j -0.00355091+0.0150294j -0.0102651-0.0132721j -0.0171893-0.0128165j -0.000290643-0.0168366j 0.0111774-0.00717309j -0.0211505+0.00822271j 0.0171238+0.00546546j 0.0185592-0.00248155j -0.00411562-0.0122893j -0.00107584+0.00664011j 0.0162547-0.0134332j -0.00896492-0.0317054j 0.00689747-0.0251146j -0.0114587+1.56235e-05j 0.0157807+0.00632452j 0.00164648+0.00844745j -0.0224385-0.00492484j 0.00061466+0.000941886j 0.00701707-0.00702419j 0.00952565+0.00102473j 0.00157453+0.003007j 0.0174649+0.00959309j 0.0142919-0.0107748j -0.00270586+0.0120764j 0.0114321-0.0161982j -0.0117542+0.000872844j -0.0049379-0.00599075j 0.000898979+0.0146658j -0.00265515-0.00343601j 
-0.00353141-0.00520196j -0.0030525+0.000994648j -0.0132963-0.00593419j -0.0133815+0.00959055j -0.0099013-0.0246196j 0.0117881-0.00427153j 0.00951939-0.0082732j 0.0119068-0.00634924j -0.0191928-0.0103175j 0.00577695+0.00425915j 0.00557854-0.0107682j -0.0238342+0.00626928j 0.00148711+0.0305336j -0.00836743-0.00394688j 0.00261232+0.0235327j -0.0163341+0.00768954j 0.0116468-0.000715958j -0.0222638+0.00525352j 0.0163527+0.0131112j -0.0191156-0.000370139j 0.0115888-0.0158747j 0.0087646+0.0182782j -0.0170409-0.00626117j 0.00792465+0.0198517j -0.00358674+0.0132553j -0.0171777+0.0254081j 0.020346-0.0219935j -0.000829611-0.00777183j -0.0193674+0.00388719j -0.0088078-0.007869j -0.0171845+0.00784199j 0.0118585+0.0144986j -0.0125716+0.00347129j 0.018136+0.00915746j -0.00819067-0.00125879j -0.0219608-0.0151938j 0.0130216+0.00574342j 0.00390712+0.00380873j -0.0184603-0.0230219j -0.00852647-0.0158944j -0.00213141-0.00642846j -0.00366747-0.0111753j 0.00877133+0.0043978j 0.0013605-0.003177j 0.00971187-0.0146925j -0.0215449+0.00279174j 0.00946802+7.60563e-05j -0.0114733-0.0117658j 0.00845315+0.006638j -0.00142589+0.00300614j -0.0299043+0.00556069j -0.01344+0.0160402j 0.00715968+0.0314598j -0.00739529+0.0304282j 0.0118222-0.0158674j -0.0269436-0.00010113j -0.00291236+0.00577863j 0.00876974+0.00964868j 0.011307-0.0238086j 0.0129463-0.00507508j 0.000244604-0.0109625j 0.00500882+0.00384303j -0.00506526-0.00063442j 0.0129733+0.0116427j 0.0152489-0.00648391j -0.0318217-0.00347764j -0.00510529+0.00112778j -0.00483047+0.0052637j -0.00529868+0.000351733j -0.00590689-0.0026014j 
0.003886-0.00208279j -0.000672817+0.00200613j -0.00691687-0.0136326j -0.00756102+0.00195622j 0.00037068+0.0163578j -0.010098+0.0100926j -0.000376814+0.00443481j 0.00883808+0.00875514j 0.00142126-0.00460326j -0.0124817+0.000639655j 0.00461996+0.00194111j -0.000407256+0.0166911j 0.0158946+0.0127731j -0.00985541+0.00270857j 0.0287754+0.00817265j 0.0149009+0.00217447j 0.0103974-0.0147002j -0.00686583+0.00861175j 0.00162139-0.00210464j -0.0042357+0.00488976j 0.0146495-0.0209476j 0.030922+0.0112214j 0.00742329-0.0137029j 0.0119731+0.000123355j -0.00820645+0.00475922j -0.0127031-0.000326768j 0.0196392-0.0205444j -0.013714-0.00548638j -0.0110838+0.0237117j -0.0025003-0.00133749j -0.00173939-0.00294919j -0.00264332+0.0204619j -0.0143115-0.0132672j 0.000284654-0.00115614j -0.000549739+0.0065847j 0.00427349-0.000928125j 0.00540526+0.00838373j -0.0124026+0.00389393j 0.00685611-0.00479816j 0.004736-0.00143258j 0.00617186-0.00782538j 0.00497703+0.0119999j -0.0092558+0.000201545j -0.00879714-0.000855853j -0.00440868+0.000677105j -0.00339544+0.00273909j -0.00823632-0.0037173j 0.00215223-0.00854044j 0.0199264+0.00494643j -0.00320833+0.00207691j 0.00791185+0.00076639j 0.00837659-0.00797989j -0.010561-0.0147463j -0.00887886-0.00674208j -0.00656057+0.0160941j 0.0165729-0.00537289j -0.00444343-0.0029486j 0.00775411+0.00512976j -0.00670492-0.0117295j 0.00775143+0.0085653j -0.0125589-0.0042936j -0.00232118+0.00267673j 0.00806384-0.00166362j 0.013762-0.00173316j -0.00945847-0.0115565j -0.00448308+0.00156603j 0.00328259+0.00472778j -0.00835542+0.00562529j 0.00122815+0.000490232j 0.000715092-0.00178502j 
0.00504808+0.00597905j -0.00190263-0.002777j 0.00886968-0.00673168j -0.00175967-0.00660549j 0.00872584+0.0216104j -0.0186104+0.00525709j 0.00104935-0.0101251j -0.00281529-0.000466341j -0.000750495-0.00303134j -0.0153423-0.00312852j 0.00863948+0.0029772j -0.00302508-0.000976958j -0.00990117+0.00674078j -0.0102165-0.000852546j 0.0122027-0.00530607j 0.00606916-0.0132303j 0.00226015+0.00774255j 0.0074258+0.00844273j 0.010266-0.00531651j -0.0189377+0.0150626j 0.0136926-0.00371934j 0.0143948+0.0102217j 0.00187219-0.0195376j 0.014922+0.000266666j -0.035323+0.00347906j -0.00170544-0.00553036j 0.00127341-0.0165426j 0.00963631-0.0205804j -0.00917429-0.0102466j -0.00705949-0.000788534j -0.0119098-0.0094723j -0.0126622+0.0051835j 0.0203362-0.00509441j -0.0156104+0.00262096j 0.0187721+0.0100753j 0.00126611+0.000109941j -0.0020776+0.0256835j 0.0135143-0.00374785j -0.00109115+0.00776505j 0.00144687+0.00885222j 0.00305844-0.00359495j -0.000657111+0.00487232j -0.00302901+0.00569499j 0.00341352+0.0296176j 0.00175272-0.00577802j -0.0186857-0.0144696j -0.000818559+0.000682817j 0.012462-0.00691296j 0.0114495+0.00893258j 0.00297595+0.0214282j -0.00172706+0.00570975j -0.00669632+0.0105274j -0.00902205-0.00072678j 0.000367343+0.0154403j -0.00148171-0.000551541j -0.0130697-0.00185428j -0.012333+0.00240039j 0.00370368-0.0050067j -0.0146637-0.0170713j -0.000231199-0.0113677j -0.0193598-0.00756666j 0.0132835+3.60877e-05j -0.00715965+0.0177073j 0.0307054+0.00359828j -0.0125986-0.0123737j 0.00472397+0.0115212j -0.0149406-0.00851809j -0.00941735-0.00476308j -0.00103804-0.00383711j 0.00555927+0.00784512j 
0.00170196-0.0001072j 0.00386144+0.00429061j -0.00315829-0.0158719j -0.0188848+0.00915113j 0.0086771-0.00376194j -0.011897-0.0103282j -0.00763445+0.013503j 0.0169292+0.00426266j 0.0161305+0.0317544j -0.00406605-0.0124086j 0.00315545+0.00593255j 0.0268663+0.0150701j 0.0302767-0.0154416j -0.0101046-0.00159068j 0.0109937-0.0161626j -0.00314016-0.0021146j 0.00822155+0.0134942j 0.00640328-0.0124267j 0.00519969+0.0167713j 0.0159232+0.00511312j -0.015943-0.000394865j 0.00379062+0.00296024j 0.0116393+0.00560935j -0.00721262+0.0162061j -0.0104895-0.0140908j 0.00230152-0.00746629j 0.0365547+0.01111j 0.0022101+0.00902752j -0.0279107-0.00428644j -0.00179205-0.0131149j 0.0012156+0.00983394j -0.0102127+0.0114641j 0.014502-0.00673882j -0.00703217+0.00434945j -0.0207226-0.00867779j 0.01524+0.00561098j -0.00730683-0.0156035j -0.0172115+0.012267j 0.0172463-0.00134244j -0.00136236-0.00875241j 0.0107168-0.00756594j 0.0112381+0.00397549j 0.0100795-0.00531888j -0.0261107-0.00435113j 0.0119758+0.00113405j 0.0149247-0.00330214j 0.0108541-0.0068688j 0.0188907+0.00522353j 0.00494033-0.00641353j 0.0132656-0.0009557j -0.00156881-0.000745545j -0.0116-0.000696481j 0.000107114+0.00903596j 0.0113347+0.0202238j 0.0119364-0.0212316j -0.00899791+0.0176173j -0.0143148+0.00984182j -0.00272129+0.007153j -0.0227206+0.00976574j 0.00722135+0.00284241j 0.00749714-0.00190435j -0.0226651-0.0181342j 0.00962107-0.000767503j -0.00269967+0.00616999j -0.00367821+0.0101065j -0.0158337-0.0152718j 0.0107484+0.0181863j 0.00552062-0.00436929j 0.000351055+0.00564555j -0.00272793+0.000199202j 
0.0027993-0.00248299j -0.00315509+0.000164692j -0.0011037+0.00667619j 0.00100776+0.00609204j -0.0111919+0.00413405j 0.0105707-0.00692397j -0.0083689-0.00888712j -0.0125161-0.000414717j -0.0109281-0.00656143j 0.0132348-0.000354274j -0.00640609-0.00342123j -0.00937421+0.00687619j -0.00019587+0.00940108j 0.00379172+0.0116226j 0.00124617+0.0280981j 0.00414639+0.00908378j -0.000913501-0.00278105j -0.000628526-0.0239505j 0.0129979-0.000762876j 0.00788952-0.0145155j 0.0155458-0.000491447j -0.00474536+0.00565065j -0.0144182+0.00317054j -0.0152312+0.00535022j 0.00830906+0.0108283j -0.00972945-0.00586616j -0.00786404+0.000388609j 0.00442733-0.0105734j 0.0150543+0.00474609j 0.00678894+0.0029762j -0.0140509+0.0115559j 0.017728-0.00805654j -0.0186545-0.00547882j 0.0130191-0.0206739j 0.0076191-0.0208432j -0.0050704+0.00839881j 0.0038771-0.016217j 0.00609046-0.0126507j -0.000932287+0.0189439j 0.0156493-0.025448j 0.00746922+0.00946557j 0.00598873+0.0201934j -0.0218033-0.00588976j 0.00263914-0.0189144j 0.0044148+0.0109586j 0.00647828-0.000722208j 0.0107222-0.0128347j -0.0172492+0.00431862j -0.0153514-0.0115441j -0.0151158-0.00238091j -0.018117-0.0136824j 0.00485029+0.000955329j 0.0123014-0.00863943j -0.00541766-0.00199429j -0.0145564+0.0108172j 0.00199287-0.0107302j 0.0166363+0.0229923j -0.00399485-0.00977685j 0.0142487+0.0115832j 0.0219264-0.0188018j -0.0114511-0.0149871j -0.00287687+0.0255271j 0.000809912-0.00288942j -0.0127043+0.00983317j -0.000857875-0.0233358j -0.0034246+0.0153741j -0.00166522-0.00521519j 0.00144616+0.0112941j 0.000208237+0.0010476j 0.00170802-0.00358229j 
-0.00100795-0.00354956j 0.00389597-0.000794366j -0.0042256-0.00406666j -0.00943456+0.00211886j -0.00653335-0.0149981j 0.00473219-0.00317454j -0.0124136+0.0217253j 0.0155881+0.00753352j 0.000887741+0.00227641j 0.0107002-0.00275572j -0.0138499-0.0118401j -0.00782538+0.00685974j 0.0185957-0.0113202j 0.00355768+0.00561679j 0.0243558-0.00587466j 0.00954866+0.0268j 0.00762219-0.0329187j -0.0129223+0.0267225j -0.019558-0.0231138j 0.00567468+0.00854678j -0.00948465-0.0140341j -0.0198621-0.00980553j -0.00595689+0.00689423j -0.00105237+0.00610971j 0.00185478+0.0224207j 0.00787171+0.00926633j -0.0084731-0.0154141j -0.0062824+0.00225619j 0.0062025+0.010834j -0.00892865+0.0152211j -0.00834028-0.00821833j 0.0151934+0.00605553j -0.0014378-0.00389879j 0.00943666+0.00255688j 0.00235636+0.00377379j -0.0118801+0.00297007j 0.0128158+0.0332445j 0.00686529+0.00344923j -0.0101877-0.0152947j 0.0193883+0.0108889j -0.0179547+0.0162708j -0.01284-0.0152192j 0.0246245+0.000570298j 0.0109828-0.00194247j -0.00255105+0.00649321j -0.0225574+0.0185679j -0.0068882-0.00943054j -0.013595-0.0121836j -0.0094601+0.0117759j 0.00935229+0.000868493j 0.00331033+0.0135119j 0.0072644+0.00380668j -0.00723655+0.00311052j 0.00868677-0.00271431j -0.00190581+0.0172461j -0.00522126-0.0117445j 0.0186402-0.0291469j -0.000229434-0.00125802j 0.0199784-0.00392495j -0.0141241-0.00217572j 0.00985353+0.00442806j 0.0140259+0.0071618j -0.017948-0.00174515j 0.00533133-0.0124885j 0.0179087+0.00789171j 0.00602827-0.000873646j -0.00254893-0.00265047j 0.00104136-0.00146147j -0.000219019-0.0039778j -0.00223621-0.00505209j 
-0.0020969-0.00311015j 0.00477829+0.000964247j -0.0127989+0.00117501j 0.00135581+0.0229012j 0.0133363-0.00574771j 0.0103105+0.00992714j 0.0225493-0.0062431j 0.00791391-0.0126178j -0.00443116-0.0107525j -0.00761425-0.00157251j -0.00149216+0.00338144j 0.00565402-0.0107106j -0.0148797+0.00342391j 0.00109959-0.00682284j -0.0113873-0.0131991j -0.012991-0.0218719j -0.0166581+0.0277502j 0.0129369-0.00251415j 0.00704993+0.00897243j -0.0115736-0.0113403j -0.00593546-0.00153088j -0.0163156-0.00798264j -0.000333476+0.0039137j 0.00267707+0.00245659j 0.0018801-0.00778323j -0.00365339+0.0069338j -0.00285398+0.00874252j 0.0175572-0.00578411j -0.00651313-0.0170824j -0.00629859+0.000922447j 0.00565104-0.0122331j -0.00417498-0.00331377j 0.00807718+0.00195457j -0.00806674+0.00518827j 0.00780258+0.0128936j -0.00285988-0.00760306j -0.0081889-0.0197221j -0.00438036-0.00851161j -0.00881906+0.00828115j -0.0146479-0.00443658j 0.0179166-0.00403073j 0.00262275-0.00157082j -0.00759574+1.43582e-05j -0.0111535-0.00420754j 0.00707463-0.00164813j 0.0013143-0.0122445j 0.0148991+0.0140444j 0.000193597-0.00891939j -0.0058787+0.0155008j -0.00627026+0.00858655j 0.00126089-0.0117882j 0.0020232-0.0061198j 0.0142217+0.00569605j -0.00281953+0.00785354j 0.00526686+0.00101971j 0.00333781+0.0100565j 0.00398807+0.00918119j -0.0110394-0.00896774j -0.0134428-0.00808134j 0.0029297-0.00513137j -0.00796141+0.00448193j 0.00563618-0.0132672j 0.0117144+0.00456253j 0.00562952-0.00745834j -0.011657-0.00202013j -0.0141356-0.000547554j 0.00661871+0.00727006j -0.00186187+0.00648862j 0.00331824+0.00198147j -0.000901654-0.00154139j 
-0.00812528-0.00781069j -0.0106299-0.0090926j -0.0222911+0.0183533j 0.0260353+0.0109236j -0.0379062-0.0295008j 0.0226544-0.0384842j 0.0216485-0.0353779j -0.000564732-0.0306331j -0.0325766+0.00913512j 0.0211868+0.000859869j -0.0048451+0.00123723j -0.0133353+0.0118487j 0.0144747+0.0303148j 0.000166672+0.00300904j -0.00693944+0.0289999j -0.00209486-0.0151286j -0.019595-0.015723j -0.0307144+0.0246433j -0.0001274-0.00253459j 0.00482203-0.0215819j 0.0129286-0.0292114j 0.000542317-0.00256064j -0.0169219-0.0139001j 0.034794+0.0169385j -0.00134594+0.0146129j -0.0302778+0.0196424j 0.0257121-0.013724j -0.000376811-0.00136867j -0.0146716+0.0081033j -0.0124469-0.0128421j 0.00175848-0.00376008j 0.00678125+0.0178035j 0.00688032+0.00198715j -0.00857177+0.00337159j -0.0221338-0.0182092j 0.0174974-0.0262519j 0.00362044+0.00744589j -0.00573678+0.00659248j -0.0194941-0.0199042j -0.001024+0.00179608j 0.0138248-0.0102913j 0.0152736-0.0014694j 0.0165666+0.0117742j 0.00482316+0.00392368j 0.0147819-0.0126581j -0.0269982-0.000640603j 0.00177146-0.00508803j 0.00150225-0.00726926j -0.00311876+0.0148998j 0.00211729+4.45122e-05j 0.0112291-0.00422537j 0.00274232-0.00104378j -8.60226e-05+0.00328613j -0.00123264+0.0157234j 0.0237998-0.00735547j -0.0057582+0.000675644j -0.0169187-0.00312911j 0.0115512-0.00846599j -0.00105177-0.0290883j 0.0032948+0.0115441j -0.00131341+0.00249874j 0.00940593-0.0144704j -1.54419e-06+3.84433e-05j 0.00217278+0.00273327j -0.0161705-0.000632033j -0.0254761-0.00214023j -0.000939066-0.0052473j -0.00898415+0.00250992j -0.00944682-0.00955599j 0.00217082-0.00749609j 
0.00049828+0.00636369j -0.00376389-0.000627459j 0.00819209+0.0114406j 0.0140073-0.0153918j 0.00370378+0.0199408j -0.0178703-0.000835683j 0.00295324-0.0103275j -0.00827348-0.00314553j -0.00786481+0.00186008j -0.0201445+0.0122379j 0.00637755+0.00308469j 0.0142337+0.00340436j -0.0199443+0.00460618j -0.0229212+0.0029864j -0.0104947+0.0026365j -0.00856815-0.0157782j 0.00528598+0.0014008j -0.0205095-0.00147756j 0.0196927-0.00906463j -0.00204661+0.00982836j 0.00335444+0.0102683j 0.0255892-8.34659e-05j 0.00761112-0.00832021j 0.00675658-0.0108149j -0.00830122-0.000589298j 0.00710862+0.00215354j 0.00637568+0.00501742j -0.00670636-0.0165585j -0.0104235+0.00813488j -0.00600004-0.0166724j -9.23519e-05-0.00598952j -0.00593385-0.00806814j 0.00350405+0.00492093j -0.000497697-0.00500094j -0.00327464+0.0186405j 0.00945414+0.000333679j 0.00954178-0.00549794j 0.00923782-0.0012614j -0.00177704-0.00794822j 0.00894263-0.00624739j 0.0127034-0.0143395j 0.00990218+0.0093485j -0.0165292+0.00865825j -0.0206404-0.00806795j 0.00393761+0.00628433j 0.00840815-0.00380613j -0.00751951-0.0113505j 0.0042686+0.00678645j 0.0153626+0.00870669j -0.00699216+0.00306359j 0.00368051-0.00825765j -0.0109667+0.000972188j 0.00280081+0.00810278j -0.00679284+0.0123316j 0.00661866-0.0045521j -0.00629564-0.0129637j -0.0111603+0.0019962j 0.00282829+0.00101663j -0.00253278+0.00608906j 0.0122524-0.00529634j -0.0214125-0.00148973j 0.00634655-0.00890696j -0.00766328+0.00876244j 0.0042472+0.014541j -0.00935913+0.00879304j 0.00412413+0.00712579j -0.0062003-0.0102692j 0.00196574-0.00216713j -0.00120276+0.00105464j 0.00154952+0.00685837j 
