-0.0044598+0.00802136j -0.00796669-0.00581601j -0.0065613-0.0025452j 0.000106587-0.00692764j -0.00181572-0.00432574j 0.00291785+0.00162345j 0.00171281-0.0013105j -0.00356222-0.00195159j 0.000258022+0.00879447j -0.00119688+0.000685645j 0.00332169+0.000475877j -0.00330261+0.000376563j -0.000351986-0.000112541j -0.00220362+0.00293746j 0.00106297+0.00135413j -0.000389383-0.00086271j 0.00113805-0.00451638j 0.00185727-0.00292299j 0.00127684-0.000117805j 0.000126197+0.00118357j 0.00168431-0.000120675j -0.000359038-0.00025778j -0.00236537-0.00138003j -0.00132777+0.00234861j -0.000925593+0.00166128j 0.00332317-0.000923745j -0.00344944+0.000418515j 0.00615404-0.000827835j 0.00491394-0.004152j -0.00140419-0.000154704j 0.00661292-0.00297863j -0.00104149-0.000721987j 0.000323692+0.00107996j 0.00196691+0.00466116j -0.00415055-0.000866428j -0.000603442+0.00562186j 0.00233697+0.000183971j 0.00364138-0.00651202j 0.00520177-0.0027112j 0.00339+0.00206168j 0.00115014+0.00201172j -0.000755831-0.00154682j -0.00120844-0.00581708j 0.00204658-0.00229138j -0.00622298-0.00157621j -0.00555649-0.000627436j 0.00432121-0.00509996j -0.00097507+0.00314004j -0.00618785-0.000979417j -0.00465109-0.0013227j 0.00318123+0.000447215j -0.00113187+0.00222251j 0.00613229+0.00446521j -0.00155676+0.000940439j -0.00112839-0.00103255j 0.00485375-0.0019888j 0.00180842+0.00133636j 0.00124692-0.00118934j 0.00468439+0.00256132j 0.00481915+0.00136457j 0.000493816-0.00145533j 0.00121732+0.00349779j 0.00371353-0.00084482j -0.00410329+0.00124214j -0.00126616+0.00374334j -0.00302779+0.00224164j -0.000714634-0.00182053j 0.00130928-0.00217064j 0.00186251+0.00417839j -0.00134926-0.00474746j -0.00196176+0.00241055j -0.00122349-0.00062755j 0.0011545-0.00139393j -0.0011284-0.00125684j 0.0050872+0.00269795j -0.00177139+0.00191603j -5.67667e-05-0.00249895j 0.000132027-0.0027732j 0.0019927-0.00263454j -0.000198301-0.00287083j -0.000330238-0.00494677j -0.00248768-0.00241915j 0.000612206-0.0017784j -0.00121455+0.00172623j -0.00160356-0.00655536j -0.0020617+0.00234205j -0.00334755-0.00252933j 0.00453284+0.000138348j 0.00203056-0.00325785j 0.00239895-0.0245736j 0.00523633-0.00423976j -0.00747045+0.0039298j 0.00338352-0.00577999j -0.0201411-0.0230855j -0.028961+0.0180337j 
-0.00125886-0.00134228j 0.0011842-0.00273817j -0.00167505+0.00615709j -0.00551118+0.00128182j 0.00156343-0.000338938j 0.00105214+0.00149834j -0.00318588+0.00494911j 0.00190857+0.00216183j -0.00107525+0.00166229j -0.00130201-0.00377098j 0.000890043-0.00340784j 0.00590856-0.00147447j 1.11483e-05-0.00289832j 0.00297675-0.000172348j 9.18167e-05-0.00328744j 0.00453385-0.0016539j -0.00269328-0.00573429j 0.00281511+0.00794441j 0.00173494-0.000739112j -0.0013761+0.00323317j 0.00114797-0.00480717j -0.0105341-0.000242409j -0.00306044+0.00508731j -0.00409554+0.00671477j -0.00365649-0.00698593j -0.00115304-0.000314102j -0.0100573-0.00722687j -0.00641981+0.000219817j -0.00122514-0.00056357j 0.00557388-0.0030683j 0.0012126-0.000345281j 0.00292817+0.00709921j 0.00147313+0.00796439j -0.00253618-0.0019344j 0.00188146+0.00914363j -0.0021709+0.00667496j 0.00290814-0.00979075j 0.0081146-0.00376095j -0.00804256-0.00336465j 0.00202747-0.0065691j 0.00700905+0.00262175j 0.00973758+0.000581029j 0.00587097-0.00547293j -0.00312012+0.0206312j 0.00305689-0.000525421j -0.00404332-0.00928524j 0.00267614+0.0159584j -0.00127968+0.012722j -0.00714788+0.0158945j -0.00586533-0.00905607j -0.00116253-0.0106326j -0.00448839-0.00192219j -0.00863868-0.00391494j 0.0138672-0.00482075j -0.000492666-0.00533672j -0.00505113+0.0245897j -0.00227166+0.00874202j 0.00232001-0.00103917j 0.00437536-0.0078281j 0.00113761-0.00604922j 0.00123807+0.0014741j -0.00381192-0.00684718j 0.00612982+0.00196391j 0.00765374+0.011401j 0.0102467+0.00916483j 0.00611167-0.0150957j 0.00373034+0.00100782j 0.00412689+0.00445305j 0.00162658+0.0102664j -0.00026023-0.00965651j -0.00833328+0.0184112j 0.00138734+0.0105985j 0.00290548+0.00180806j 0.00104261+0.00892133j -0.0029356+0.00570802j -0.0113048+0.00645825j -0.00061375+0.00138049j -0.00818299-0.00455605j 0.0155967+0.00399701j 0.00112858+0.00308009j -0.0151325+0.00472061j 0.000416425+0.000821502j -0.00948151-0.00308343j -0.00393967+0.00194222j -0.0022153+0.0019627j 0.00234615-0.00509213j 0.0107017-0.00614891j 0.00218902-0.00557565j 0.00421208+0.00314338j 0.000473849+0.00020701j -0.00437804+0.00303839j 0.00177408+0.00230164j -0.00249236+0.00239588j 0.00212706-0.00313278j 0.000601715-0.00025831j 
0.00616573-0.000597063j 0.000656264+0.00559052j 0.00966222+0.0057114j -0.00539769+0.00475494j 0.00215708-0.000537275j 0.000438566-0.00236415j -0.00151756+0.00130702j 0.0124203-0.00435962j -0.00713211-0.00250641j -0.00553633+0.00213412j 0.00305595-0.00534598j 0.00478873+0.00648001j -0.0102596-0.00330403j -0.00509733+0.000203532j 0.0110605+0.000360604j -0.00313177-0.00713975j 0.0113482-0.00330593j 0.0069999+0.00924599j -0.000225326-0.00540792j -0.019182+0.00151455j -0.00290435+0.0011561j 0.00848869-0.0112078j -0.00388731+0.00147115j -0.00303959-0.00244867j 0.00286828+0.00716669j -0.00880931-0.00864912j -0.00551181+0.00368156j 0.000602381-0.0101856j -0.00659553+0.00706451j -0.00700653-0.0170032j 0.00288245-0.00303941j 0.00722835+0.00811782j -0.000248559+0.00785199j -0.00448006+0.00514786j 0.0100788-0.00106663j 0.00511029-0.00346046j -0.00315327-0.0192449j -0.00604102+0.00464367j 0.00391881+0.00905713j 0.00308446-0.000894774j -0.00257328+0.00807474j -0.00214883-0.00256335j -0.00940846-0.0144228j -0.00596647+0.00508203j 0.00132491+0.00316637j 0.00253866-0.00754801j -0.00279126+0.00190377j 0.00709983-0.0103239j 0.00439359-0.00682654j -0.00523129-0.00182216j 0.0019887-0.00661449j -0.00617211+0.0114254j -0.00392918+0.00500975j -0.00597318-0.0114204j 0.00903224-0.0160279j -0.00474932-0.0104815j -0.00574374-0.00418205j 0.00724684-0.00766061j 0.00421561-0.0122468j -0.00900986-0.00799384j -0.00198397+0.00676059j -0.000122821+0.012442j -0.00324935+0.0120949j -0.000236222-0.00512603j -0.00371686+0.00148572j 0.00980275-0.00265374j 0.00415998+0.0154742j 0.0012439+0.00612872j 0.00475924+0.00998698j -0.0132008+0.00179345j 0.00275319+0.00787129j -0.00647621-0.00967347j 0.000948554+0.0101837j -0.00821386-0.00203172j 0.00234185-0.000232564j -0.00316733-0.00465806j -0.0115628+0.00785052j -0.0028251-0.00116675j -0.00348373-0.00665472j 0.00663881-0.00203037j -0.00423009-0.00350528j 0.00693364-0.00801788j 0.00831591-0.0059169j 0.0112523+0.00336697j 0.00980842-0.00467828j -0.000889645-0.000218177j -0.00593825-0.000637463j 0.00081291-0.00227247j 0.00806469+0.00512005j 0.00143025+0.00341523j 0.000750425-0.00192635j -0.0033442+0.00139371j -0.00256489-0.00483358j 0.0026368+0.00426797j 0.00456075-0.000783546j 
-0.00330623-0.00267717j -0.00161264-0.00536627j 0.00647464-0.000886191j -0.0020089+1.4749e-05j -0.00565733-3.90333e-05j 0.00564535+0.00510802j 0.0045683+1.85918e-05j -0.00280299+0.00469342j -0.00461546-0.00184144j -0.00497547-0.000355216j 0.00259457+0.0013832j 0.0025062+0.00629123j 0.00390791-0.000288751j -0.0061529-0.0033552j -0.0023378-0.00385215j -0.0108914-0.0034385j -0.00218834+0.00944666j -0.0036381+0.00541692j -0.00544733+0.00191477j -0.0100966-0.00135524j 0.0109556+0.00878204j -0.00261113-0.00772141j -0.0135257+0.000344157j 0.0179351-0.0129533j -0.00297766-0.0070896j -0.000262655+0.00555605j 0.00183138-0.000437806j 0.00783561-0.00220307j 0.00497248+0.000661199j -0.004379-0.00427116j 0.00405272-0.00139077j -0.00177144-0.00354462j 0.00427555+0.00379561j -0.00888463+0.00138817j 0.00363957-0.00943052j -0.00228984-0.00863495j -0.00276326-0.0033386j -0.00211947-0.00160279j 0.00703372-0.00810748j 0.0162325+0.00978961j -0.00351141+0.0115085j -0.0114454+0.00652398j 0.00094278+0.00915585j 0.00512313+0.00528787j -0.00712498-0.00268251j 0.001213+0.0165136j -0.0013574-0.000798305j -0.000294848-0.0142686j -0.004964+0.00992079j -0.00412111-0.0113921j -0.00792078+0.0186142j -0.00308389+0.00751516j -0.00250544-0.00366099j -0.00223121+0.00215772j 0.00625412-0.00179112j -0.00381356+0.00669208j 0.00172279-0.0122457j -0.00204269+0.00795219j -0.000155028-0.00371158j -0.0161056-0.0102155j 0.00269843+0.0123158j -0.0084618+0.011507j 0.00125988-0.00359794j -0.000290382-0.000827261j 0.0103778+0.0128144j -0.00478571-0.00286495j 0.00215435+0.0140469j -0.00376305-0.0166463j 0.00132068-0.0127884j 0.00657731+0.0017804j 0.00318236+0.0168049j -0.00514455-0.00967981j -0.0029085-0.00245157j -0.0146815-0.0115537j 0.0127899-0.00552562j -0.00340668-0.00819153j -0.0077822+0.0153518j -0.0132301+0.00409535j -0.0027584+0.00868432j -0.00331073+0.00344052j 0.0121127-0.00511305j 0.00478151+0.00205228j 0.0135899+0.00425204j 0.00625048+0.00474858j -0.000880965-0.00316104j 0.010491+0.00330565j 0.00247207-0.010599j 0.002141-0.00173426j -0.00305327+0.00639318j -0.00724865-0.000984144j 0.00229671+0.0019901j -0.00611697+0.00337697j 0.00588696-0.00441375j -0.00288223+0.00058916j -0.00561462-0.00115836j 
-8.9797e-05-0.000523453j -0.00348718+0.000345607j -0.000315673-0.0088318j 0.00292287-0.00139731j 0.00144368+0.00110756j 2.18291e-05+0.00129269j 0.00318268-0.00825118j 0.0048457-0.0103281j 0.00394811-0.00571833j -0.00292137-9.31931e-05j -0.00627544+0.00345698j -0.00848977-0.00353581j -0.00680945+0.00284458j 0.00787877+0.00125734j -0.000152372+0.00157682j -0.00627765+0.0121208j 0.00148771+0.0090691j -0.00226285-0.00358993j -0.0044179-0.005622j 0.00257597-0.00407148j -0.00405996-0.00868567j -0.00186332-0.0108164j -0.00577939+0.00106874j -0.00194499+0.000568675j 0.00199481+0.0105024j 0.00418386+0.0116535j 0.0119519+0.00878609j 0.00648284-0.00294129j -0.00287177+0.00511852j 0.00463729-0.00939634j 0.0055246+0.00433081j -0.00205124-0.00251139j 0.00854482-0.00630333j 0.00559919+0.000848481j -0.00309637+0.00575233j 0.0120334-0.00956436j -0.00155801+0.0137946j 0.00269096+0.00518724j 0.00491703+0.00260017j -0.0037842+0.0013776j 0.00730194+0.0116295j 0.00193541-0.00930465j -0.0037928-0.00198078j -0.00715671+0.0064997j -0.00052982+0.00544877j -0.00174912-0.00541014j -0.00305905-0.0055381j -0.00484451+0.0119246j -0.00497756+0.0148408j -0.00707635+0.00381045j 0.0020779-0.0232999j 1.2401e-05-0.00182691j 0.00779286-0.00714712j -0.00130167+0.000323431j 0.00335466-0.00776713j 0.00246672+0.00859679j 6.99907e-05+0.00790892j -0.00477792-0.00699839j -0.00336894-0.00210124j -0.00215409-0.00792721j 0.00188182+0.0134683j 0.00125748+0.00381033j 0.000720535+0.00141882j -0.00198599-0.0152985j -0.00617104-2.50778e-05j 0.00831711-0.0085614j 3.76766e-05+0.00786245j -0.00420315+0.00755278j -0.0117434-0.00631034j -0.00472319-0.00233895j -0.00133616-0.0143787j 0.00550526-0.00526548j 0.00337847-0.0108761j -0.00351019-0.00458629j -0.00914911-0.00723848j 0.00666607-0.00835525j -0.000466224+0.00918501j 0.000212264+0.00277642j -0.0029481-0.00955479j -0.00940247-0.0101182j 0.003966-0.0072394j 0.00249734-0.000305153j -0.000823166-0.000227956j 0.0155953-0.00216701j 0.00892359-0.00592943j 0.00464132+0.00475098j -0.0167604+0.000718191j 0.00255897-0.00245296j -0.00910562+0.000945231j -0.00144292-0.00254342j 0.00182913-8.12282e-05j -0.00569487-0.000131606j 0.00569991+0.00243263j -0.00340489-0.00102458j -0.00127745-0.000987112j 
0.00247647+0.000114637j -0.000718214+0.00209853j 0.00544872+0.000144927j 0.00205166+0.00133983j -0.000262717-9.65743e-05j -0.00152898+2.11525e-05j -0.00127705-0.00343796j 0.00181348-0.00658605j -0.000965291-0.0112507j 0.0036555-0.0015802j -0.000707246+0.00355573j -0.00519949+0.00336844j -0.00161919+0.000890571j 0.00178787+0.00572991j -0.0159721-0.00112688j 0.0077636+0.00365311j -0.00650883+0.00590294j -0.00325762-0.00667084j -0.0107966-0.0024059j 0.00606664+0.00423023j -0.00650483-0.00475045j -0.0140003+0.00810779j -0.00218971-0.000291459j -0.00324825+0.00876247j -0.00982267-0.0103176j -0.00722967-0.00450265j -0.0113303-0.0117518j -0.0106636+0.00234802j -0.00196437-0.00642895j 0.00536371+0.00206729j 0.00523272+0.00714342j -0.0052392+0.0071219j 0.00606678+0.00139113j -0.000804677+0.00897539j 0.00320254+0.00375641j 0.00304995+0.00532799j 0.0026437+0.00766499j -0.00283319+0.00412261j -0.00328116-8.49828e-05j 0.00112339+0.00253265j 0.0089555+0.0107234j 0.0067121-0.00595319j -0.00987992+0.00312517j -0.00351619+0.0039722j -0.00159697+0.00241071j 0.00110515+0.0149294j 0.00103306+0.00446363j 0.000187626-0.00982673j -0.00671534+0.00941064j -0.00735571+0.000352853j 0.000422685+0.000382205j -0.00211599+0.00294028j -0.00573569+0.00316752j 0.00834265-0.00286329j -0.00149539+9.69068e-05j -0.00161774+0.0152543j -0.0155752-0.00902753j 0.0017208-0.00663963j -0.00675206-0.00076569j -0.00410845-0.00887461j 0.00593575-0.0184534j -0.00620245+0.0134609j -0.00567979+0.0153564j 0.015794+0.0122099j 0.00911475+0.00572527j 0.0020333-0.0109779j 0.00282135-0.0143526j -0.00259098+0.00599129j 0.0199242-0.0192531j 0.00202784-0.000964925j -0.013844-0.00510128j -0.0149449-0.00796956j 0.00473421+0.00879304j 0.000404064-0.0129288j -0.00832076-0.000757334j 0.00754358+0.0105791j -0.0110186-0.00455639j 0.00454623-0.00146795j -0.00265308+0.00254721j -0.00128373-0.0124178j 0.0136136-0.0110123j -0.0038957+0.00765276j -0.00133335+0.00202579j -0.00936275-0.00134737j -0.0050451-0.00191908j -0.00346043-0.00109342j -0.0176723+0.00118471j -0.00182739-0.00272992j -0.00824793+0.00366007j 0.00484737+0.00163827j 0.000758644-0.000591573j 0.000892208+0.000600532j -0.00189793-0.00109992j 0.00197641+0.00241129j 0.00210743-0.000535841j 
0.00168596+0.00431345j -0.00671067+0.00242732j 0.00572551-0.0028114j -0.00130244+0.00308821j 0.00139814-0.00416269j 0.00240197-0.00200538j 0.00522727-0.00540331j -0.00991492+0.0012531j 0.00164383+0.00300043j 0.00132015+0.00451053j 0.00195476-0.00699939j 0.0011532-0.00577851j -0.000145933+0.00732113j -0.00139315+0.00427755j 0.0100838-0.00264712j -0.000467061+0.0123984j 0.00192753-0.0105105j 0.0115652-0.000145784j -0.0155321-0.00711682j 0.000802594-0.0157363j 0.00713339+0.000197904j -0.000127227+0.00171087j -0.00871952-0.00249858j 0.00491825+0.00648668j -0.00449455+0.00733365j 0.00139134-0.00367292j -0.00979141-0.00746236j -0.0114658-0.0051215j -0.0046244+0.0117658j -0.00166065-0.00194909j 0.00264228+0.00670691j -0.00748537-0.00762757j -0.0048789-0.00128299j 0.000121725+0.00743013j -0.00320377+0.00280893j 0.00318837-0.00271266j 0.0131376+0.00505902j -0.00963086-0.00131072j 0.00297125+0.00255933j 0.00947255+0.0153734j 0.00430391-0.000514544j 0.00499353+0.0198292j 0.000834924+0.0168234j -0.000512532-0.00282242j -0.00420603+0.00869135j 0.00557835-0.00442967j -0.000286702+0.00695553j -0.0047698+0.00875373j -0.000652667+0.0121751j 0.00352738-0.00927904j -0.00423025+0.0145379j -0.00459815-0.0127823j -0.0072621+0.00230335j 0.00424172-0.00320179j 0.00468491-0.00887591j 0.00205532-0.00358894j -0.00942082+0.00205917j 0.00965901-0.014037j -0.00487246+0.00547431j -0.000861855-0.00100264j 0.00753881-0.0185781j 0.004674+0.00692419j -0.00860512-0.0129924j 0.00496639+0.00150823j 0.00424769-3.78449e-05j -0.00939733-0.0127042j 0.00649275+0.00161812j -0.0108997-0.017502j 0.0021137-0.0085879j 0.0158239-0.00474243j -0.00791205+0.00435289j 0.00910824-0.00898534j -0.00849072+0.0115706j -0.00739136+0.000941044j 0.0139518+0.00448665j 0.00472197+0.0117461j -0.00169142-0.00183338j 0.000959626-0.00690086j -0.00389095+0.00921091j -0.014805+0.00874931j 0.00856939-0.0044553j -0.0157193+0.00142696j -0.00386917+0.00220464j -0.0116437+0.00401168j -0.00515294-0.00260018j -0.00632996+0.000922227j 0.00789891-0.00339953j -0.00103648-0.00150771j 0.000604979+0.00121427j -0.000843003+0.00112762j 0.000572538+0.000552993j 0.000865179+0.00345366j 0.000158968+0.00182771j -0.000158445+0.00217702j 0.00098998-0.000323673j 
-0.002975-0.00283677j 0.00260422-0.000343406j 0.00144866-0.00115217j -0.00290136+0.00110594j 0.00102718+0.0037117j 0.0002869+0.00189508j -0.00197545-0.000704544j 0.0040037+0.00215325j -0.00158202-0.000173823j -0.00638928-0.0061011j -0.00179751-0.000335665j -0.00767638-0.00681495j -0.0191287-0.000124125j 0.000313308+0.0030467j 0.000697626+0.0021558j -0.00555272+0.0174074j -0.00227622+0.00290396j 0.00498356+0.000420774j 0.00476877-0.00325914j -0.0014397-0.00519369j -0.00951855-0.0101255j -0.0257181+0.000763188j 0.000876207+0.00424884j 0.00238395+0.00857989j 0.00161003+0.0128382j 0.00554359+0.00311848j 0.00476873+0.00691244j 0.004836-0.00487704j -0.00407125+0.00727783j 0.00559266-0.00781346j 0.00580791-0.00296947j 0.00483087+0.00735897j -0.00194556-0.00303777j 0.0054599-0.00490232j 0.00536107+0.010745j 0.0108763+0.00474091j -0.00279681-0.0058444j 0.0132643+0.00873876j 0.00107314+0.000777772j 0.00740422+0.000430252j 0.000217855+0.018626j 0.00939074-0.0130637j -0.000147877+0.0262745j -0.00555809-0.0160251j 0.0118447+0.000851003j -0.00291128-0.0203224j 0.00563167-0.0176151j -0.00856171+0.0208246j -0.00120367-0.0170835j -0.0103007-0.00070134j -0.00451602+0.0165513j -0.00650325+0.0097703j 0.00217594+0.00775198j -0.00728997+0.000479035j -0.00712458-0.00240812j -0.00768678-0.000263212j -0.00214629-0.0184676j 0.00370507-0.010774j -0.000282863-0.00286095j 0.000892502+0.00218146j -0.00160883+0.00435969j -0.00243435-0.00129841j -0.00328536-0.00481826j -0.000507053+0.000382354j 0.00419575-0.00669269j -0.00266241-0.00375226j -0.00744181-0.000562406j -0.004798-0.00421335j -0.00607627-0.00638354j -0.000356625-0.000269849j -0.000759918+0.00101287j 0.000591006+0.00971621j -0.00301402-0.00859298j 8.40301e-05-0.0107966j -0.00105442+0.0033515j 0.00243681+0.000342359j 0.00626826+0.000354304j 0.00546631-0.00671809j -0.000324682+0.00557687j -0.00227224+0.00982694j 0.00714373-0.0013176j -0.0246124-0.00233712j 0.00500636+0.000724839j -0.00175105+0.000680085j 0.00693121-0.000234516j 0.00440391+0.00029393j 0.00669571+0.00343459j 0.00703767-0.00264184j 0.00489841-0.00158977j -0.00205586-0.00128454j -0.00241493+0.00131329j -0.00313799-0.000268984j -0.000677465+0.00174735j -0.000971867-0.00260521j -0.00183876-0.000528504j 
-0.00296061-0.00198101j 0.0020816-0.00393364j -0.00231981-0.00934158j 0.00533568-0.00128641j 0.00137502-0.000242443j 7.27842e-05-0.000180022j 0.00307042+0.00560654j -0.00642444+0.00153374j 0.00085532+0.00379772j -0.0164253-0.000416935j -0.00189172+0.00505514j -0.00126696-0.00032867j 0.00691704+0.0098265j 0.00415445-0.00718854j 0.014986+0.00393994j 0.00635379+0.00200944j 0.00173871+0.00485101j -0.00435301+0.00609163j 0.00123171-0.00459074j -0.00924433-0.00707283j -0.018926-0.00293636j 0.00611038-0.00876833j -0.00189929-0.00518374j -0.0047422-0.0111464j -0.0139383+0.000778298j -0.00485544+0.00410197j -0.0103992+0.000717163j -0.0139276-0.00620295j 0.0135683+0.00993514j -0.00874433-0.000539485j 1.40118e-05-0.00133949j -0.00368913-0.00119754j -0.00381325+0.00640957j -0.00585526+0.00389391j -0.00449576-0.00401099j 0.00182303+0.00844952j -0.00123074-0.0107265j -0.000833387-0.00586553j 0.00154747+0.0105697j -0.00913153+0.00926398j -0.00145787-0.00452651j -0.00211976+0.0113087j -0.0114085-0.0100363j -0.00694241+0.00254319j -0.00930561+0.00820008j 0.000790841+0.00797184j 0.00484714-0.012566j -0.00188489-0.0149198j -0.000341051+0.00364204j -0.00813063+0.00360998j 0.00928977-0.00845731j -0.00893645+0.00767711j 0.000229442-0.00986095j 0.00332542-0.00817599j -0.0060857+0.00899433j 0.00910022+0.000433886j -0.000358801+0.00029184j 0.00388575-0.000672963j 0.00123295+0.00231319j -0.000682404+0.0136128j 0.00946471-0.00657241j 0.00097956+0.00291585j 0.0100849+0.0135053j 0.00494835+0.009238j -0.000253977-0.00248095j 0.00480121-0.00797602j 0.0102595+0.00414342j 0.00578858+0.00830184j 0.00210315-0.00316343j -0.00599824+0.00611434j -0.00678927+0.00478917j -0.00755607-0.00265229j 0.00146377-0.000703264j -0.000712273-0.00402198j -0.000434897-0.00146971j -0.00197302-0.00264863j -0.00882633+0.00985324j -0.00363868+0.00503396j -0.00120164-0.00802105j 0.00581827-0.000160915j 0.00221894+0.00156427j 0.0100049+0.00637896j 0.00876478+0.00170468j 0.00370635-0.0103689j 0.00218853-0.000541315j 0.00895833+0.00263985j 0.000383313+0.000986678j 0.00115785-0.000149882j -0.00471169+0.00186659j -0.00180555-0.00480923j 0.00170347+0.00416378j 0.00554787-0.00449756j 0.0103083+0.000751767j 0.00122985-0.00722595j -0.00664169-0.00101331j 
-0.000871923-0.00112235j 0.000835492-9.39835e-05j -0.00186693+0.00289446j -0.00130577+0.00368253j 0.00183539-0.000406646j -0.00381-0.00229758j 0.00202985+0.00460374j 0.00401049+0.00392106j 0.0056208+0.00391865j -0.00443477-0.000865487j -0.0002483+0.00229809j 0.00342162-0.00434975j -0.0035948-0.00394113j -0.00284893-0.00254232j 4.22074e-05+0.00268929j 0.00184469+0.000668613j 0.00468648+0.00701778j -0.000818471+0.00459078j -0.00606843+0.0032187j 0.00168572-0.00469062j 0.00200297-0.00320319j -0.00206163-0.00780979j -0.0083862+0.00607855j 0.0202418-0.00805721j -0.0166973+0.00932003j 0.014321+0.00925529j 0.00298228+0.0045193j -0.00868265-0.00327937j -0.00205525-0.00571956j 0.00453712-0.0110962j -0.00640999+0.00523828j -0.00327233-0.011295j 0.00806359-0.000872097j 0.00241509-0.00619014j -0.0026+0.00295236j -0.00501263-0.0175025j -0.00965298-0.00705064j 0.0154957-0.00889045j 0.00330447-0.00406813j -0.00489886+0.00612048j -0.00871197+0.00939005j -0.000634455-0.00105261j 0.00664479-0.000858367j -0.00364421-0.0214443j -0.00029209-0.0155494j 0.00993702+0.0129533j -0.00357253+0.00899287j 0.00703045+0.00314714j -0.00252803-0.0110814j 0.00270561+0.0114441j 0.00360144-0.00923564j -0.00586874+0.00692071j -0.00689808-0.0189071j 0.00462137+0.00454226j -0.00774135-0.0065946j -0.00377923+0.000512837j 0.00278021+0.00850917j -0.0102963+0.00506148j 0.0158666+0.00274534j -0.00671284+0.00837069j 0.00641223+0.00146376j 0.00210245-0.00776762j -0.000162461-0.0104629j -0.00106891-0.0017935j -0.00103167+0.00617676j -0.00172519+0.00294979j 0.00111841+0.0129071j -0.00814498-0.00345044j -0.00842013-0.00956032j -0.000101128-0.0017417j -0.00366767+0.00549052j 0.00255733-0.0227766j -0.00941856+0.00371672j 0.00587239+0.00822775j 0.00989549+0.00133771j 0.00156595-0.00016799j -0.00230049+0.00278465j -0.013728+0.00781217j -0.00869083-0.00123464j -0.011299-0.00417002j 0.00257529-0.00471275j 0.0160705-0.0106448j 8.82787e-05+0.00687988j 0.000117778+0.00447843j -0.00578576+0.000708818j -0.00220733+0.00220328j -0.00645812+0.000231184j 0.00584977-0.00584506j -0.00261151+0.0041216j -0.00096861+0.00513127j -0.0030222+0.000310861j -0.004341+0.00312116j -0.00130616-0.0031909j 0.00285825+0.00202612j 0.00469-0.00205205j 
-0.00513771-0.00445618j 0.00192859-0.00432519j -0.004544-0.00125481j -0.00187822-0.00116286j -0.00191225+0.0017341j -0.00224742+0.00525412j 0.00258016-0.000758438j -0.00125735-0.00925847j 0.00984567+0.00143406j 0.00314693+0.00400516j 0.00578895+0.0012258j 0.00891798+0.00105598j -0.00742888-0.00435884j -0.000213835-0.00138397j 0.00116455+0.00230665j 0.000428597-0.00702165j 0.00177312-0.00546839j 0.00719146+0.00257013j 0.000885762-0.00117619j -0.00689082+0.00546064j 0.0063248+0.001812j -0.00673403-0.00319997j -0.0019844-0.00143329j -0.00717606-0.00276148j -0.00128343+4.51509e-05j 0.0030491-0.0054638j -0.005644+0.000857958j 0.00380684-0.0019402j 0.00184979+0.00486363j -0.000317435-0.00401431j -0.00507348-0.00775582j 0.0078779-0.00327337j -0.0190313-0.00434182j -0.00448003+0.00527802j 0.00557401-0.00103195j 0.00248457-0.0139119j -0.00258704+0.0123592j 0.0019885+0.00540656j 0.00981815-0.00396359j 0.00802856-0.0033038j -0.00144835-0.00840523j -0.00121509-0.00305124j 0.00526005+0.000342549j 0.00908957-0.00695778j 0.00238859-0.00815699j 0.00118366-0.0032262j 0.00206891+0.013462j 0.00146948+0.0120865j -0.00629749-0.00806124j 0.00451674+0.0108917j 0.00147762+0.000593134j 0.00613062-0.0119562j 0.00800559+0.00798106j -0.00148411+0.00309447j 0.00697081-0.000117336j 0.00349246+0.00306437j -0.00226+0.00174699j -0.00440299-0.000404216j 0.00355663-0.00681119j 0.00814227-0.0267816j 0.00234574+0.00417564j -0.0110507+0.00226257j -0.00844448-0.0119499j -0.00275102-0.00957219j -0.00689841+0.0115998j -0.00466099+0.00470817j -0.00989638-0.00445919j -0.00335264+0.00964517j 0.00100459-0.00704028j 0.0073508-0.00210669j 0.00430828-0.0106563j -0.0145977-0.00140881j -0.000956991+0.0110829j -0.00241056+0.00208488j -0.00580831-0.00652188j 0.0108019+0.00262297j 0.00352897-0.00108242j 0.000515704+0.00266636j -0.00744733+0.00233416j -0.00288462+0.000255273j -0.00241352-0.00152525j -0.00598135-0.00163429j -0.0132262-0.00669185j 0.00223381-0.00210127j -0.00174434+0.00856515j -0.00140332+0.00474894j -0.00498337+0.000227758j -0.00159902+0.00317951j 0.00244728-0.00233335j 0.00078674-0.00313898j -0.00048824+0.00419569j 0.00510004-0.00668973j 0.00371324+0.00426382j 0.00103405-0.00657116j -0.00347373-0.00229406j 
