-0.153714-6.93889e-18j 0.0887751+0.00837529j -0.0993836-0.0947642j -0.0709987-0.134154j -0.0107905+0.00322698j -0.0228103-0.0206988j 0.0774336+0.0161748j 0.0208059+0.0476993j -0.0219707-0.0846277j 0.00139636+0.0160405j 0.014123-0.0231487j 0.0134584+0.0659307j -0.0230785+0.00169125j 0.00447512+0.0688626j 0.0158342-0.0337021j 0.00559182+0.000648043j 0.00316951+0.00966866j -0.0150735-0.000716037j 0.0200455-0.00639554j 0.00114639-0.0144702j 0.0169656+0.0381551j 0.0132378-0.00212865j 0.0120735-0.00682309j 0.0105941+0.00466287j 0.0303086+0.00882878j 0.013112-0.0221508j 0.00387221+0.0283067j -0.0155468-0.0209986j -0.00492313+0.000132317j 0.00243663+0.0103514j 0.00858148+0.01463j 0.00510199+0.0104144j -0.0058856+0.00712725j -0.00396887+0.00776724j 0.0157478-0.0160389j 0.00111026+3.69472e-05j 0.0215307+0.00199671j -0.0121993-0.0127642j 0.00602865-0.00342301j 0.016747+0.00576608j -0.0360122-0.0143422j 0.00843091-0.0145342j 0.0137529-0.0170936j -0.0026186-0.00694413j -0.00707254+0.00101409j -0.0212858-0.0118078j -0.00998418+0.00936554j -0.0307592+0.0235245j -0.00936097-0.00525062j -0.0157151-0.0300006j 0.00210475-0.0254751j -0.00758477-0.0248956j 0.0176563+0.00478567j 0.0272755-0.0170732j 0.00908025+0.00219467j 0.0189812-0.00926944j 0.00697536-0.0160127j 0.0152359+0.00810033j -0.0104352+0.0475604j -0.00346733+0.00733236j 0.0104022-0.0189391j -0.0259361+0.0651178j -0.0348825+0.0515485j -0.020871+0.00670781j 0.0155469+0.0188297j 0.00156218+0.018032j -0.0122272+0.0166498j -0.0181928-0.0149624j -0.0120902+0.0171742j -0.00942519-0.0441859j -0.00264727-0.000852756j -0.032291+0.0329792j 0.00203976+0.0028544j -0.0176467+0.010237j -0.0310083-0.0231963j -0.00206403+0.0135314j -0.0171801-0.0534438j 0.0320477+0.0115759j -0.0372743+0.0704106j 0.00424089+0.0080035j 0.0347171-0.020909j -0.0236361-0.000501573j -0.0361406+0.0169894j 0.0519157-0.0285085j -0.0423227+0.0654825j -0.0172622-0.0109832j 0.0221464+0.0699031j -0.00542045+0.0471929j 0.0795068+0.202492j 0.348391+0.107181j -0.0102932+0.162293j -0.0590712+0.0539555j -0.0425952-0.0711071j 0.0865844-0.2352j 0.0559607+0.00645405j 0.00152815+0.0147805j -0.173045-0.116592j 
0.0134584-0.0659307j 0.0397271+0.0395625j -0.0728688+0.0540644j -0.0316912-0.0129124j 0.011077-0.0869314j -0.0437179+0.046333j -0.0524929+0.0344046j -0.0282811-0.00210407j 0.0120597-0.040494j 0.00390138-0.00773997j 0.00296672-0.0075712j 0.0322362+2.91434e-16j -0.0618743-0.0266925j -0.0551937+0.0251133j 0.016317+0.022935j 0.0228329-0.046797j -0.00621608+0.0207885j -0.0115831-0.0381911j 0.0491531-0.00346176j 0.0401809+0.00635735j -0.0328097-0.0179348j -0.0544653-0.078603j 0.0515687-0.0342369j -0.0192945-0.00437974j -0.00723681+0.0177184j 0.0136992+0.0133755j 0.0263606+0.0149877j 0.00646271-0.0182402j 0.0259973-0.0265069j 0.0591715+0.0483102j 0.0139811+0.0676045j 0.00927014+0.0413839j 0.00196223-0.0324117j -0.0140508-0.0119852j 0.0638578-0.00805685j -0.0265954+7.34833e-06j 0.0132337+0.0243225j -0.0387602-0.0364466j 0.0255231+0.0180121j 0.0467948+0.00254676j -0.0265114-0.0349967j -0.0313356-0.0384545j 0.049867-0.0156622j 0.0429977-0.00494876j 0.0391024-0.0615945j -0.0184852-0.00763784j 0.0489857-0.0230241j -0.017902+0.00692115j 0.0169542-0.0237294j 0.015166+0.0169353j 0.0954954-0.0631109j -0.0139163-0.0340148j -0.00151754+0.0826906j 0.0330654+0.0036795j 0.00156432-0.0609185j 0.0238043-0.00770732j -0.089287+0.0305119j 0.0371004-0.0184165j 0.0242835-0.0197816j -0.00348758+0.114123j 0.0123989-0.0571771j -0.0305526-0.0305399j -0.0638234+0.0554332j 0.0361072-0.0722297j -0.0173107-0.0523916j 0.0368941+0.0248936j -0.0232976-0.0254887j -0.00162972+0.0569002j -0.0117947+0.046533j 0.0657148-0.124642j 0.0192708-1.91816e-05j 0.0620326+0.0895461j 0.0844354+0.00800739j -0.0179168-0.123021j -0.116549+0.093943j -0.115674+0.149155j -0.0263174-0.0035038j -0.131007-0.0225759j -0.126983-0.0220893j -0.00718645+0.0136781j 0.148744+0.0188114j 0.105131+0.0291433j 0.0985646-0.0265242j 0.0209947+0.138232j 0.0559696-0.0703708j 0.0146353-0.170808j 0.0751692-0.0263347j 0.0986207-0.0472436j -0.0430673+0.057168j -0.0279555+0.00980905j -0.189309+0.00877698j -0.0367998-0.0887008j -0.108646+0.17045j 0.0142744+0.0871543j -0.0591388+0.113389j -0.00278257+0.043861j -0.0612151+0.00519367j 
-0.0230785-0.00169125j 0.00759823-0.0097999j 0.024878+0.0173073j 0.0131666-0.0369493j 0.00424772-0.0149267j 0.0240208-0.017765j 0.00329921-0.0140726j -0.00494648-0.00650615j -0.0161157-0.0122686j -0.00719026-0.0177795j 0.018666-0.0179234j -0.0618743+0.0266925j -0.0199973-8.04912e-16j 0.0680828-0.0234599j 0.0375803+0.0396613j 0.0276798+0.0194131j 0.0103902+0.0287308j -0.0570283+0.0121794j -0.0136759-0.0269189j 0.0225972+0.0699856j -0.0252037-0.0119502j 0.00297952-0.0279286j 0.0107634+0.0252138j -0.0399218+0.00666277j 0.0120818+0.0438181j 0.0023136+0.0295271j 0.0645733+0.00995682j 0.0447714-0.0285573j 0.0160349-0.000561005j 0.0214846-0.0184125j 0.0110822-0.0103094j -0.0146725-0.0341645j 0.0145112-0.0270259j -0.00516863+0.0135102j 0.0554935+0.0349586j -0.0400854+0.0127532j -0.0401941-0.0269624j 0.00240523-0.0184041j 0.0276124+0.0376213j 0.00227414-0.000777656j -0.0406955-0.0513392j -0.0014178+0.0279706j -0.0302696-0.0175622j -0.00322669+0.00241438j 0.0161658-0.0255983j -0.0178862-0.076327j 0.0388824-0.00412197j 0.0485789+0.0468618j -0.0283737+0.0248441j 0.033114+0.00459422j -0.0105471-0.0352595j -0.00526415+0.0226694j 0.0313584-0.0143797j 0.0407119+0.0553042j 0.0477431+0.047084j -0.0501178+0.0379465j -0.0544499+0.0504911j -0.067252+0.0478298j 0.015315+0.0220919j -0.0441188+0.00481284j -0.0310811-0.0985773j -0.0285182+0.0668878j -0.0068336-0.0243018j 0.0266635+0.0609064j -0.0195472-0.0117881j 0.117764+0.0168447j -0.0131049-0.0401618j -0.0115968-0.011555j -0.17771-0.059219j 0.0241892-0.163525j 0.0434525-0.126798j -0.0458689-0.0195047j 0.11394+0.0764242j 0.00384784+0.033807j 0.0932454-0.0673225j -0.000175628-0.0516284j -0.171254+0.109265j 0.0666124-0.050528j 0.00285053+0.0602436j -0.0559518-0.0154205j -0.00902074+0.071034j -0.00966241-0.0849551j 0.0037234-0.00734317j -0.00674558+0.262742j 0.0540582+0.093538j -0.0769642+0.0132385j 0.0625709+0.0148521j -0.0358263-0.0130628j 0.0122882-0.0128122j -0.165956+0.00467391j 0.0742014-0.0656126j 0.108238-0.0171681j -0.0614534-0.10873j 0.05365-0.0213891j -0.0715515-0.0297933j -0.0267197+0.0439162j -0.0231894+0.0237002j 
0.00447512-0.0688626j -0.0165811-0.0163489j -0.0560511+0.021072j -0.045464+0.0290697j -0.0114184-0.00131724j -0.0706266+0.0474822j -0.0461072-0.0516729j 0.0142811-0.0142093j 0.00997043+0.0471078j -0.0157526+0.0330409j -0.0349156+0.0618098j -0.0551937-0.0251133j 0.0680828+0.0234599j -0.00463727-1.66533e-16j 0.0167791-0.00686987j -0.0565103-0.0302966j 0.0625268-0.0107386j -0.0685525-0.0214483j -0.0285386-0.0104602j -0.00942678-0.028339j 0.00306094+0.0211015j 0.0180222+0.0368215j -0.027124-0.0546521j 0.0414102-0.00934978j -0.0427535-0.0268747j -0.011909-0.000332095j -0.0408427-0.0369123j -0.0318804-0.0153025j 0.00848256+0.0169833j -0.00703776+0.0120439j 0.0139721+0.0361679j 0.0153064+0.00500206j -0.0145373-0.0509459j 0.00718528-0.0269417j -0.0431077-0.0373187j 0.0228019+0.0209739j -0.0219749+0.0376924j -0.0203582-0.000437547j 0.0464456-0.0204251j 0.000119757+0.0407028j -0.0125272-0.0236224j -0.016406+0.0212636j -0.00838328-0.0123217j -0.0087182+0.0110867j -0.0180067+0.00484744j -0.0276511+0.0120703j 0.0526678-0.0192184j -0.00912877-0.0896528j -0.00519413+0.053515j -0.013689-0.0177482j -0.0273464+8.82988e-05j 0.017655+0.0518043j 0.0132319+0.059199j 0.0196758+0.046297j -0.00663528+0.000928356j -0.00768248+0.0400111j 0.0423776+0.0427714j 0.0100535+0.0062338j 0.00146504-0.0499769j -0.0546981-0.0472046j 0.0477747-0.0479755j -0.0449666-0.0348207j 0.0682567-0.0084232j -0.0510763+0.0185344j 0.0373919-0.0841132j -0.0667306+0.0834846j 0.0938749+0.0072754j 0.0202028+0.0270064j 0.00679879-0.0873559j 0.0719376+0.116927j 0.0903167+0.0231133j -0.0964464+0.0712051j -0.0394099+0.0316863j 0.0830056-0.102301j 0.0153937+0.0734503j 0.0524603-0.150527j 0.00171233-0.0198063j 0.0373114+0.0885816j -0.142189-0.019858j 0.0568797+0.142544j 0.150065+0.0379673j 0.109015+0.00220808j 0.0179589-0.0991565j 0.0676592-0.00260121j 0.013168+0.219404j 0.0189154-0.0984679j -0.0924071-0.0289751j 0.0310073+0.00300733j 0.0783508-0.0213541j -0.0347869-0.0383109j -0.0320609+0.0752358j -0.012927-0.162582j -0.1307+0.0608578j 0.03598-0.0620183j 0.00995606+0.0879722j -0.064298+0.0386444j 0.0360473-0.056589j 
0.0158342+0.0337021j 0.0176741+0.061988j 0.0340457-0.0229823j 0.0317911-0.0518447j -0.0349042-0.0739066j 0.0339783-0.0379381j -0.0490929+0.0489697j 0.00746138-0.0419625j 0.115111-0.0243679j 0.0225417-0.0708936j 0.0583533-0.00810391j 0.016317-0.022935j 0.0375803-0.0396613j 0.0167791+0.00686987j -0.0387691+2.77556e-16j 0.00878669-0.0173651j 0.0175526-0.0328347j -0.066878+0.0283804j -0.011044-0.0317279j -0.0590483+0.0189921j 0.0669707-0.0116142j 0.0260654-0.0134921j 0.0358621-0.0509115j 0.0326025+0.00388236j 0.033675+0.00741836j 0.0261727+0.0383168j -0.00986108-0.0381486j 0.0127592+0.0397164j -0.020855-0.0017116j 0.0183432-0.00639308j -0.0398744-0.0162155j 0.0510524-0.0522405j 0.0353475+0.0173198j -0.0143218+0.00571923j -0.0780592+0.0333515j 0.00421242+0.0554947j 0.0284879-0.0229333j 0.0142528-0.00197568j 0.0154002+0.0613955j -0.00264016-0.0179686j 0.00942774+0.0395429j -0.0322076-0.00122585j 0.0144978-0.0217509j -0.000617982-0.0365184j -0.0278604+0.0231596j -0.00812581-0.0549862j -0.0173804+0.0219427j -0.046759+0.0377192j -0.0145298+0.0201522j 0.0257972-0.0244901j -0.032557+0.0239705j -0.00438185+0.0299535j -0.0930209+0.0868449j -0.118799+0.11279j -0.0300999-0.00284093j -0.00131903+0.0226385j 0.00584375+0.0231581j -0.066075+0.058646j 0.0100473-0.0811574j -0.0534512+0.0261986j 0.0741182+0.0372617j 0.023121+0.041281j 0.110815+0.0479356j -0.034403-0.0364594j -0.0926488+0.0931415j -0.0617715+0.0448783j 0.00583288+0.0534887j 0.0131113-0.0444941j 0.0291984-0.0504833j -0.0128244-0.0107454j 0.0458321-0.0380952j -0.0413548+0.0115546j 0.0655975+0.00750222j 0.0328286-0.0753208j -0.109916-0.0273711j 0.0523467+0.0238837j -0.0520802+0.0618808j -0.0861952+0.000245868j 0.115432+0.0752098j -0.121585+0.0426572j -0.0307381-0.0609994j -0.0417247-0.0106957j -0.0891148-0.146068j -0.0779548+0.00944644j -0.000508731-0.0151604j 0.0847473+0.0017948j -0.0158883+0.097662j 0.0923468-0.0446531j -0.189515+0.0489139j 0.0440273-0.0663803j 0.159195-0.096901j -0.139471+0.0289755j -0.0372874+0.130933j 0.12925-0.199185j 0.186879+0.0134868j -0.0689848+0.00999869j -0.0327534+0.0159618j 
0.00559182-0.000648043j 0.0124043+0.00978772j 0.021419-0.0164373j 0.0162431-0.0232883j 0.00783776-0.00981989j 0.0465659-0.00980028j 0.0356187+0.0233217j -0.0150405-0.0295499j -0.0350169+0.016777j 0.0392278+0.00190635j -0.0761454-0.0225557j 0.0228329+0.046797j 0.0276798-0.0194131j -0.0565103+0.0302966j 0.00878669+0.0173651j -0.0460886-4.16334e-16j 0.00892133-0.0180039j -0.0423119+0.00373326j 0.0252119-0.0159431j 0.0262812-0.0162328j -0.0455209+0.0379289j 0.0374646+0.0273445j 0.0195517+0.023419j 0.100531+0.0297865j -0.00588891+0.0796452j 0.00609398+0.00632928j 0.00735608+0.0102615j -0.0298596+0.00804221j -0.0408022-0.00158488j -0.0348123-0.0233758j 0.0468181-0.00300048j -0.000257433-0.0307416j -0.0272208-0.00561606j -0.0196888+0.0278258j 0.0261302+0.0182592j -0.0201941+0.000513247j -0.0161538+0.0189739j -0.00060231+0.0177767j -0.0192154+0.021569j 0.00662996+0.0518056j 0.0244272+0.042842j 0.0480212-0.0161958j 0.0109998+0.0770191j 0.00421321+0.0444729j -0.0243276-0.00679587j -0.0182433-0.00409798j 0.0189295+0.0635714j -0.0433256-0.0443957j -0.0323989-0.00776045j -0.0241409-0.118529j -0.0230385-0.00406488j -0.0297002+0.0102635j 0.000155992+0.0171879j 0.00994144-0.0462325j -0.0100081+0.0451739j 0.0684359+0.0153975j 0.0226096+0.0126951j 0.021875-0.0233192j 0.0253001+0.0984657j 0.00673893-0.0074391j 0.0138068+0.0447738j -0.0666595-0.0322957j 0.07996+0.0621493j 0.0182822+0.0326883j 0.0349322+0.0799439j 0.0636455-0.0129835j 0.0178593+0.0323867j -0.0295881-0.00752795j 0.0951955-0.126592j 0.074916+0.00922703j -0.0873057+0.0112046j 0.046797-0.00606771j 0.12482+0.00906198j -0.0818639-0.0264492j 0.0303856+0.0576519j 0.0339218+0.0600764j -0.0724133+0.00995631j -0.0321261+0.0436289j -0.0639816+0.0508143j 0.101387+0.0337031j -0.00417092-0.0358155j -0.0728553+0.209475j -0.0163621+0.057916j 0.0254532-0.127838j 0.0498618-0.0785166j -0.0655656-0.0442128j -0.069856+0.0590652j 0.0250794-0.0844359j -0.0675792-0.0276211j 0.00495014+0.0166762j -0.0118341-0.0695433j 0.0188251-0.26697j -0.197136-0.12301j -0.0709329-0.0390949j 0.0462799-0.101183j 0.0281738+0.00568135j 0.049603-0.00271401j 
0.00316951-0.00966866j -0.00756924+0.0366709j -0.0153714-0.0375249j -0.0137679+0.0243032j 0.0341242-0.0591746j -0.00274536-0.0200296j -0.0361724+0.00894636j 0.0205705+0.00352819j -0.00406693-0.0431757j 0.00208947+0.0250599j 0.0146777+0.0495887j -0.00621608-0.0207885j 0.0103902-0.0287308j 0.0625268+0.0107386j 0.0175526+0.0328347j 0.00892133+0.0180039j 0.00113007-3.05311e-16j 0.0373613+0.0297074j 0.0121214+0.0291722j 0.0506869+0.0369614j -0.0314956+0.0387452j 0.0829983+0.0278449j -0.0320924+0.00666552j -0.00639277+0.00790493j -0.00087991+0.00426197j 0.0209002-0.0383192j -0.0106214+0.0692035j -0.0264265+0.0638394j -0.0528121-0.0147827j -0.0426055+0.00394189j -0.0826222+0.016426j -0.0244653+0.0205579j 0.0269293+0.0443918j -0.00644041-0.0241108j -0.015203+0.0168785j -0.0478486-0.066511j -0.0096292-0.00821691j 0.05456+0.0678172j 0.0221205+0.021195j 0.00274949+0.00446361j 0.00773908+0.0102865j 0.0279403+0.0151974j -0.015494-1.61501e-05j -0.0638127+0.0630623j -0.0599187-0.026055j 0.0775069-0.0849572j 0.0844238-0.0437364j -0.0586679+0.0655105j -0.0174127-0.0707268j 0.0481965-0.0323402j 0.0200004+0.106641j -0.0248673+0.0308951j -0.0515594-0.058827j 0.0136566+0.025434j 0.0457577+0.0229168j 0.0234595-0.014362j -0.00951978+0.00213915j -0.0267469-0.0225513j -0.0493941+0.0108775j -0.0254482-0.0213715j 0.0188995-0.0571075j 0.0768051-0.0717118j -0.129085+0.0689046j -0.0385598+0.0659116j 0.0611106+0.00182596j 0.0325092+0.0319969j 0.0562317-0.143551j -0.0245653+0.0835886j -0.114027-0.0276355j 0.13909-0.0834801j 0.0645441-0.00183316j -0.0569806-0.0668074j -0.113182-0.0540616j -0.0735498+0.140835j -0.101378-0.0794994j -0.00559509+0.0135386j 0.0212601+0.0445827j -0.114035+0.0373956j 0.00890004-0.103291j -0.00935144+0.126071j 0.0874887-0.22207j 0.0819604-0.00270339j 0.0362474-0.0717119j -0.020602-0.0941323j -0.0216536+0.00246817j 0.130401+0.0308544j 0.0349958-0.061246j 0.0437321-0.180429j 0.0143756+0.00180663j 0.0236466+0.0493095j -0.0665631+0.00726726j 0.0679957+0.0244652j -0.0428726-0.0914758j -0.0279089-0.0500231j 0.0893648-0.00806781j -0.0378698+0.0480249j 0.0186486-0.00203135j 
-0.0150735+0.000716037j -0.00443463+0.0104896j -0.00707639-0.0531954j -0.0406253-0.00475041j -0.0381207+0.0236724j -0.0227304+0.0201624j -0.00123578+0.0211164j 0.0267379-0.00671248j 0.0160483-0.0125984j -0.0124337-0.000946828j -0.00648958-0.020489j -0.0115831+0.0381911j -0.0570283-0.0121794j -0.0685525+0.0214483j -0.066878-0.0283804j -0.0423119-0.00373326j 0.0373613-0.0297074j 0.0319119-2.77556e-17j 0.0973911-0.00275389j 0.0138296+0.00266693j 0.024214+0.00829686j -0.0151281-0.0398536j -0.00287279+0.045395j -0.00694308-0.0562013j -0.0356157+0.0171716j -0.00197513-0.0172206j -0.0209404+0.0757205j 0.00390234+0.0412797j 0.0213428+0.0452873j -0.0068575+0.0623231j 0.0677148+0.0282347j 0.00967982-0.00130118j 0.0863867-0.0205921j -0.0193108-0.0363954j 0.056197-0.0265617j -0.0699862+0.0411421j 0.0385558+0.0801053j 0.0134751+0.00731873j 0.0108676-0.00806626j -0.056006+0.013959j 0.0340576-0.0129433j -0.0409566-0.00555782j 0.0456496+0.0310215j 0.0443093+0.0244806j -0.0600377-0.0345857j 0.0221662+0.0229886j -0.0491217+0.0460367j 0.0839267+0.0276056j -0.0344332-0.0295019j 0.0244727-0.0259681j -0.0620157-0.0912478j 0.016274+0.00866487j -0.0119402-0.0819537j 0.0464014-0.0538765j 0.0559204+0.0405789j 0.06509+0.0247005j 0.0517798+0.0628685j 0.0797392+0.0369219j -0.0120788+0.0646795j 0.104007-0.0289353j 0.0453664-0.0155482j 0.038148-0.0270106j -0.0503167-0.0671209j -0.0707663+0.0704157j 0.0625041-0.0560652j 0.00957372-0.0772395j -0.026946-0.120543j 0.0275686+0.0745887j 0.0727908+0.0941681j -0.136004+0.00299969j -0.0910121-0.0711839j -0.0872673+0.103754j 0.102241-0.102912j 0.0431588-0.0391052j -0.0145153+0.0332256j -0.0257735-0.0523173j 0.0766009+0.157457j -0.00713012-0.00633665j 0.0281026-0.0512983j -0.0630731-0.103937j 0.00604561-0.00974059j -0.0645583-0.120279j -0.119107+0.0368006j 0.0259013+0.0409997j -0.113393-0.0444276j 0.0718621+0.0899369j -0.207345+0.0385611j 0.0108937-0.00267157j -0.0127915-0.0766309j -0.078504+0.120325j 0.00983967+0.106194j -0.0859246-0.0631524j 0.0270479+0.0820399j -0.0154726-0.120059j 0.000317819+0.0300998j 0.00543069+0.0409858j 0.00490044+0.00836444j 
0.0200455+0.00639554j 0.0109658-0.0523341j -0.0430165-0.0323688j -0.00456999-0.0135848j 0.0385824-0.0454996j -0.0236202+0.0128161j 0.0608905-0.00193666j 0.0513833+0.0281733j -0.0481657+0.00258725j -0.00808752+0.00207002j -0.00129598+0.00231683j 0.0491531+0.00346176j -0.0136759+0.0269189j -0.0285386+0.0104602j -0.011044+0.0317279j 0.0252119+0.0159431j 0.0121214-0.0291722j 0.0973911+0.00275389j 0.0351458-0j -0.00711282-0.0250517j 0.0151664+0.0495977j 0.00785886+0.0428521j 0.0347794+0.00296839j -0.0225453+0.0480275j -0.0118089+0.0198598j 0.0224281+0.0128175j 0.00254567+0.00868901j -0.0609679+0.0402592j -0.00243948+0.0154533j 0.00339552-0.0111387j -0.052218+0.0240214j -0.0173623+0.0285512j 0.0119168+0.0174962j -0.0018438+0.0222671j 0.0219437-0.0345719j -0.0271589+0.00515749j -0.0223532-0.0418198j -0.0215641-0.00703631j -0.00998144-0.0032261j 0.00375821+0.0243846j 0.0662386-0.000217507j 0.0095623+0.0279679j 0.0392311+0.0107089j 0.0175514-0.012141j -0.0584067+0.0305114j -0.00916418+0.0487509j -0.0330979+0.0303291j 0.0377917-0.0485249j -0.0772345+0.0093097j 0.00792637-0.00929875j -0.0117641-0.000753312j -0.0446347+0.00332595j -0.0799731+0.0618779j 0.0102734-0.0484845j -0.0253746+0.0109125j 0.0155435+0.0891135j -0.0474834+0.00589819j -0.0302592-0.00320645j 0.0435712-0.0399367j 0.044708-0.130572j -0.00128754+0.0365054j -0.00775144+0.0945038j 0.0367562+0.00758262j 0.132687-0.173782j 0.011138+0.0321196j -0.0658553+0.0302146j 0.0907665-0.179243j -0.0263094-0.0218448j 0.0653329-0.0251526j -0.0813609-0.00277592j -0.0780271-0.0407041j -0.135601+0.00697905j -0.0537377+0.0277036j 0.147174+0.0390812j -0.104403+0.129742j 0.0713913-0.112786j -0.0104528+0.0685816j 0.0575643-0.166558j -0.0995269+0.227689j -0.0695176+0.0755362j 0.0509512-0.0527425j -0.0178632-0.0229085j 0.0251395-0.061j -0.0474148+0.0849311j -0.114958+0.0228064j 0.115473+0.0391739j 0.0508262+0.112006j 0.0842936-0.190898j -0.0571571+0.016037j -0.03651-0.0212422j -0.000397747+0.0145667j 0.118615+0.0249053j -0.0170031-0.0588708j 0.00970286-0.0246008j -0.039409+0.0157381j 0.00239209-0.0333293j 0.0403727-0.0135382j 
0.00114639+0.0144702j 0.0462513+0.0645011j -0.00475586+0.0545517j -0.0231034-0.0408841j -0.00847301-0.0451391j 0.0380514+0.0560453j 0.0163347+0.0382135j -0.00339203+0.0132332j -0.0227387+0.000875662j 0.0215004-0.0534387j -0.0285574+0.0421384j 0.0401809-0.00635735j 0.0225972-0.0699856j -0.00942678+0.028339j -0.0590483-0.0189921j 0.0262812+0.0162328j 0.0506869-0.0369614j 0.0138296-0.00266693j -0.00711282+0.0250517j 0.109989-8.43076e-16j -0.0652129+0.0260931j 0.0179215-0.043196j -0.0449972+0.0471382j -0.0273775+0.0724273j -0.0331357-0.0789487j 0.00424392-0.0165849j 0.046501+0.0369307j -0.0407501-0.0173705j 0.0101899+0.0184353j -0.00825353-0.0240833j 0.0185592+0.000180941j 0.0383674-0.0173949j -0.0370002+0.00635548j -0.000761681-0.0226027j -0.0135962-0.00656409j -0.0387921-0.00297505j -0.042085-0.0334909j -0.00776485+0.013693j -0.0039464-0.00400053j 0.0392948-0.0513908j 0.0294339+0.0133851j 0.0540415-0.0159734j 0.0315891+0.00340046j -0.0794585+0.0181272j -0.00702463-0.0328913j 0.00824728-0.0366768j -0.0122114+0.0797896j -0.0204305-0.0853155j -0.0256788-0.0820986j -0.00851002-0.0671404j 0.0180855-0.0285977j 0.0635426-0.0382334j 0.0350295+0.047009j -0.0100551-0.0419945j -0.049457-0.00145035j 0.0241378+0.0250985j -0.0262159+0.112978j -0.0167088+0.053314j -0.0497231-0.00435004j 0.0599817-0.0173851j -0.064646-0.00699904j -0.0682919-0.00164269j 0.0529468+0.00886113j 0.0291398-0.0341035j -0.0690788-0.0753899j 0.0255507-0.00992927j 0.00983578+0.0150146j 0.0438683+0.0365737j 0.0769172-0.00819217j -0.134807+0.0498657j 0.0793819+0.0694257j 0.00741586-0.0821205j -0.0625467+0.0430354j 0.0286346-0.000328796j 0.0891367+0.0390406j 0.0497594-0.00837302j 0.0194751+0.0355227j -0.0401405-0.0247293j -0.124165+0.0175351j 0.0676184-0.00634931j -0.0743979-0.060078j 0.0411852-0.0477182j 0.0340777+0.0148214j -0.037236+0.0344365j 0.0374928+0.106155j -0.25664+0.010315j -0.0180346+0.0461267j -0.0992827+0.181612j -0.108201+0.121878j 0.0422071-0.0521535j 0.0407592-0.0907203j 0.110099-0.0866527j -0.100276-0.0977552j 0.041884-0.0928452j 0.0459627+0.0188577j -0.0317968+0.0280015j -0.00449895+0.0740627j 
0.0169656-0.0381551j -0.0248466+0.0126123j 0.0273906-0.020875j -0.0110512-0.0471954j -0.035916-0.0351962j -0.0114047+0.0585742j 0.000621312-0.0244326j -0.0137814-0.024007j -0.0156801+0.0207897j -0.0192245-0.0435928j -0.0369151+0.0326806j -0.0328097+0.0179348j -0.0252037+0.0119502j 0.00306094-0.0211015j 0.0669707+0.0116142j -0.0455209-0.0379289j -0.0314956-0.0387452j 0.024214-0.00829686j 0.0151664-0.0495977j -0.0652129-0.0260931j -0.0721492-3.19189e-16j 0.0101972-0.010997j 0.00401086-0.0383028j 0.0221135-0.0792749j 0.0822521-0.0281496j -0.0275917+0.0460747j -0.0640209+0.0337239j 0.0397767+0.0146143j -0.03825+0.00534827j -0.033512+0.0588236j -0.0380272+0.0350848j -0.0300936-0.0686215j 0.0448875-0.106187j 0.0452844-0.0211698j 0.00352285+0.00943344j -0.0123901-0.021035j -0.0321711+0.0587347j -0.00577451+0.0509833j -0.00539986-0.0275141j -0.00806122-0.0208896j -0.0230786-0.0194015j -0.00742017+0.0598696j -0.0766754-0.0713263j -0.0791601-0.0744381j 0.0379118+0.0649368j 0.00561572-0.0466415j -0.033635+0.00784377j 0.0709901+0.0377286j 0.0223478-0.0154001j -0.0112822+0.0572403j 0.0699749-0.109529j -0.054825-0.072326j 0.0441463+0.0329846j 0.0628889-0.0156125j -0.0831543+0.0318357j -0.0616367+0.0418086j 0.0261796-0.117755j -0.0186486+0.098796j -0.0962472-0.0630194j 0.00192827+0.0122043j 0.0386447+0.0693749j -0.016025+0.107057j 0.0239919-0.122801j -0.0874385-0.048213j 0.114631+0.0556698j -0.0484004+0.0341921j 0.022625+0.0190007j -0.10004+0.0310683j 0.0624743-0.0350808j -0.00424613-0.0752148j -0.0275967+0.00655576j 0.0801738-0.031347j 0.0881382-0.00660234j -0.0183341-0.0873434j -0.0341681+0.0311143j 0.134723+0.00316547j -0.0295333-0.111379j 0.0315671-0.00217322j -0.0350817+0.00612368j 0.0680791+0.100882j -0.0741432+0.00170186j 0.0767402+0.0275355j -0.136863+0.0702844j 0.154668-0.0704144j -0.105433-0.005748j -0.0549563+0.0134475j -0.119064+0.133534j -0.0721455+0.0990408j 0.0308526-0.0868286j -0.0117024+0.0247274j 0.0431463+0.0725444j 0.076944+0.0252334j 0.0508953-0.00282347j 0.0142851-0.061776j -0.00129281-0.0917068j -0.0444235-0.0112816j -0.0160331-0.0180267j 
