-0.153714-6.93889e-18j 0.0887751+0.00837529j -0.0993836-0.0947642j -0.0709987-0.134154j -0.0107905+0.00322698j -0.0228103-0.0206988j 0.0774336+0.0161748j 0.0208059+0.0476993j -0.0219707-0.0846277j 0.00139636+0.0160405j 0.014123-0.0231487j 0.0134584+0.0659307j -0.0230785+0.00169125j 0.00447512+0.0688626j 0.0158342-0.0337021j 0.00559182+0.000648043j 0.00316951+0.00966866j -0.0150735-0.000716037j 0.0200455-0.00639554j 0.00114639-0.0144702j 0.0169656+0.0381551j 0.0132378-0.00212865j 0.0120735-0.00682309j 0.0105941+0.00466287j 0.0303086+0.00882878j 0.013112-0.0221508j 0.00387221+0.0283067j -0.0155468-0.0209986j -0.00492313+0.000132317j 0.00243663+0.0103514j 0.00858148+0.01463j 0.00510199+0.0104144j -0.0058856+0.00712725j -0.00396887+0.00776724j 0.0157478-0.0160389j 0.00111026+3.69472e-05j 0.0215307+0.00199671j -0.0121993-0.0127642j 0.00602865-0.00342301j 0.016747+0.00576608j -0.0360122-0.0143422j 0.00843091-0.0145342j 0.0137529-0.0170936j -0.0026186-0.00694413j -0.00707254+0.00101409j -0.0212858-0.0118078j -0.00998418+0.00936554j -0.0307592+0.0235245j -0.00936097-0.00525062j -0.0157151-0.0300006j 0.00210475-0.0254751j -0.00758477-0.0248956j 0.0176563+0.00478567j 0.0272755-0.0170732j 0.00908025+0.00219467j 0.0189812-0.00926944j 0.00697536-0.0160127j 0.0152359+0.00810033j -0.0104352+0.0475604j -0.00346733+0.00733236j 0.0104022-0.0189391j -0.0259361+0.0651178j -0.0348825+0.0515485j -0.020871+0.00670781j 0.0155469+0.0188297j 0.00156218+0.018032j -0.0122272+0.0166498j -0.0181928-0.0149624j -0.0120902+0.0171742j -0.00942519-0.0441859j -0.00264727-0.000852756j -0.032291+0.0329792j 0.00203976+0.0028544j -0.0176467+0.010237j -0.0310083-0.0231963j -0.00206403+0.0135314j -0.0171801-0.0534438j 0.0320477+0.0115759j -0.0372743+0.0704106j 0.00424089+0.0080035j 0.0347171-0.020909j -0.0236361-0.000501573j -0.0361406+0.0169894j 0.0519157-0.0285085j -0.0423227+0.0654825j -0.0172622-0.0109832j 0.0221464+0.0699031j -0.00542045+0.0471929j 0.0795068+0.202492j 0.348391+0.107181j -0.0102932+0.162293j -0.0590712+0.0539555j -0.0425952-0.0711071j 0.0865844-0.2352j 0.0559607+0.00645405j 0.00152815+0.0147805j -0.173045-0.116592j 
-0.00758477+0.0248956j 0.00991331+0.0352795j 0.0137026-0.0118027j -0.00501585+0.0311724j -0.0344505+0.0121222j 0.0176523+0.0239144j 0.00817804+0.000372424j -0.030482+0.0277846j 0.0356741+0.0151204j -0.0376664+0.00180765j 0.0281732+0.045736j -0.0139163+0.0340148j -0.00526415-0.0226694j 0.017655-0.0518043j -0.00438185-0.0299535j -0.0297002-0.0102635j -0.0248673-0.0308951j 0.016274-0.00866487j -0.0446347-0.00332595j 0.0635426+0.0382334j -0.054825+0.072326j -0.0450428-0.0241104j -0.000738472-0.0138392j 0.0313023-0.0208773j -0.000431883+0.104823j 0.084497-0.0217097j -0.00868693+0.012347j -0.0531249-0.0162314j 0.000426541+0.0127727j 0.00173123+0.0752846j 0.0266499+0.0384622j -0.00877653-0.0239736j -0.0359767+0.0381961j -0.0943668-0.0371345j -0.0680876-0.154134j -0.00244852-0.0720671j -0.0436504-0.0638466j 0.046811-0.0325j 0.142835-0.0413616j -0.0226832-0.00912025j -0.131887+0.0081237j 0.114622+0.0260953j 0.0943712+0.0790917j -0.0302618-0.0684661j -0.126691+0.025279j 0.022794-0.0546172j 0.0584243+0.0661407j 0.0234525+0.0390288j -0.0238116-0.0216341j 0.0633618-0.0897187j -0.00622435-0.0237078j 0.00734559-1.17267e-15j -0.0919083-0.0439328j -0.0257751+0.135516j -0.00471051+0.0312063j 0.0479437-0.0107529j -0.0532665-0.0172911j -0.0379304-0.00231345j 0.183221-0.0304057j 0.108374+0.0254672j 0.113301+0.0152288j -0.106707-0.0150679j 0.128753-0.0681308j -0.136717-0.0088257j -0.0256746+0.00971796j -0.0529697+0.0468641j -0.024607+0.029873j -0.0276337-0.0449849j -0.085869-0.112538j -0.045277-0.00596084j 0.0608443-0.0300497j 0.107233+0.0491088j -0.0381524-0.0792746j -0.0378595-0.0345239j -0.103884-0.107178j -0.0187093-0.065747j -0.0238825+0.0212973j -0.0375305-0.00357362j -0.0534715+0.0804215j 0.00277357+0.0919711j -0.0542541-0.00796975j -0.0228285+0.0217782j 0.0081094-0.00572545j -0.0113164-0.0221482j 0.0609347-0.0253538j -0.0125012-0.0417291j 0.0145213-0.0184644j -0.0303917+0.0680114j -0.0120548-0.0666176j 0.00669668+0.0172891j -0.020764+0.0312386j -0.0188701+0.012513j 0.0164547+0.007942j -0.0141223+0.00462049j -0.00346166-0.0413634j 0.011977+0.00827876j -0.0472477+0.0328569j 
0.0176563-0.00478567j -0.00448673+0.0076879j -0.000794743+0.0514667j -0.0115214+0.00980323j 0.00685756-0.00750313j -0.0234771+0.0281533j -0.00749542+0.00685965j -0.0107592+0.00307026j 0.00903423+0.03486j -0.0012305+0.000217528j -0.0180332-0.0427778j -0.00151754-0.0826906j 0.0313584+0.0143797j 0.0132319-0.059199j -0.0930209-0.0868449j 0.000155992-0.0171879j -0.0515594+0.058827j -0.0119402+0.0819537j -0.0799731-0.0618779j 0.0350295-0.047009j 0.0441463-0.0329846j 0.0639769+0.0498309j 0.0401785+0.0788442j 0.0229108+0.00823484j -0.0956946-0.108393j -0.00916702-0.0215815j -0.209518-0.120849j -0.0375435+0.0573247j -0.0403906+0.030759j -0.113208+0.00487122j 0.0507043+0.0310703j -0.0300791-0.0282804j 0.0192011-0.0210008j -0.0527204-0.0112716j -0.0564501+0.0477743j 0.0205084+0.00278157j 0.0825184+0.0406411j -0.110361+0.0727689j 0.106018+0.015547j 0.115872-0.0493337j -0.0936935-0.0730686j -0.00837159+0.0687223j 0.0848714-0.0111741j 0.0853967-0.034272j 0.0617258-0.0064238j -0.060597-0.00834581j -0.0347603+0.0833725j 0.0962523-0.0530303j 0.0141662+0.11403j 0.0971155+0.032562j 0.0013888+0.0182965j -0.0919083+0.0439328j -0.0779245+1.45717e-16j 0.0302463-0.00135098j 0.0227087-0.0515355j -0.076489-0.0558607j 0.0332432+0.0409835j -0.0239223+0.0363813j 0.187836+0.0165882j 0.0545114+0.130105j 0.0333652+0.0181632j -0.00426532+0.0648084j -0.0339575-0.0574094j -0.0527219-0.0238173j -0.0515097+0.0803159j 0.111001-0.090095j 0.0428706+0.0624994j -0.0771536-0.0214925j -0.0096569-0.0368714j -0.0628887+0.017804j -0.0101535-0.0262218j 0.0297394-0.000158881j -0.0816634-0.00041145j 0.0648233+0.0231303j 0.0578015+0.0414829j 0.0131078+0.0152536j 0.110651-0.0229395j 0.0390416+0.0173197j 0.00773971+0.0069259j 0.0295029-0.068192j 0.0182348-0.0227939j -0.0259153+0.00415109j 0.0544207+0.0309462j -0.0104868-0.0480938j -0.0262831+0.0853986j -0.00907871+0.0087326j -0.0105836-0.00511702j -0.0271607-0.0203036j -0.00661878+0.031752j 0.0471908+0.0132752j -0.0191137-0.0329879j 0.0166267-0.00620709j 0.0156538-0.0123848j -0.00660857+0.0102564j 0.0209025+0.014517j -0.0013277-0.0239171j 0.0141803+0.0101221j 
0.0272755+0.0170732j 0.0105825-0.00370872j -0.0232776-0.00582764j -0.0120428-0.0170391j 0.00692081-0.00736844j -0.0248116-0.0197235j -0.00848822+0.00615099j -0.00138928+0.0457857j 0.0118429+0.0339257j 0.0264365-0.060996j 0.0440495+0.014275j 0.0330654-0.0036795j 0.0407119-0.0553042j 0.0196758-0.046297j -0.118799-0.11279j 0.00994144+0.0462325j 0.0136566-0.025434j 0.0464014+0.0538765j 0.0102734+0.0484845j -0.0100551+0.0419945j 0.0628889+0.0156125j 0.00439074+0.0894645j -0.00817069+0.0524353j 0.0083092-0.0488916j 0.0166674-0.0135191j -0.0395368-0.00467204j -0.0625016+0.0145214j -0.0484128+0.0262946j 0.0178512-0.0846801j 0.0153226-0.0194579j -0.0764966-0.043947j 0.0614514-0.0943701j -0.0232398+0.0620104j -0.0235442-0.0453978j -0.123259+0.0162792j 0.0253472+0.00391889j -0.055894-0.0259097j -0.0440158-0.00126031j 0.0670078-0.00536992j -0.0393844+0.00968551j 0.118763-0.0119928j -0.080879+0.0274154j 0.0735061-0.0130941j 0.0102309+0.0316715j 0.0206678+0.00188504j -0.0468151+0.0376826j 0.0678908+0.0130561j 0.00852471+0.120004j -0.17775+0.0242838j -0.0664663-0.0105495j -0.0387489-0.0344389j -0.0257751-0.135516j 0.0302463+0.00135098j -0.186301-6.31504e-15j -0.0068964+0.0230753j -0.0571804-0.0921046j 0.0536671+0.0474517j -0.10209-0.0221729j -0.103913-0.00724154j -0.0454067-0.0282986j 0.0315979-0.0348786j 0.0072291+0.0528467j -0.0652496-0.0247395j -0.0807209-0.0326702j 0.0495519+0.0107569j -0.0605653-0.059581j -0.0307477+0.0353084j -0.00350337+0.056083j -0.0083243-0.0168714j -0.077527-0.0701433j 0.0178203-0.0984037j 0.00845517+0.0501546j 0.0906327+0.0380421j -0.0193834+0.0338686j -0.00816209-0.0376109j -0.0937044+0.0485274j -0.0247122+0.103232j 0.0635553-0.12415j -0.0130943+0.103776j 0.0253819-0.0469146j -0.00408158-0.0226256j -0.00723486+0.0559897j -0.0659964+0.0679021j -0.0247019-0.0473575j -0.0427093-0.0173265j 0.042673+0.0391883j 0.00279794-0.0291415j -0.0550298-0.0399454j -0.0200501-0.0266031j -0.0377326+0.0285021j -0.0451304+0.0224885j -0.0185469+0.0312757j -0.00656376+0.022377j 0.0129386-0.0159136j 0.0158719-0.00209797j -0.0054734-0.00606301j 0.0216483+0.0114078j 
0.00908025-0.00219467j -0.00764586-0.0169357j -0.00061+0.0103967j 0.00883673+0.00154336j 0.0590948+0.0432467j 0.0165996-0.0193077j 0.00635535+0.0217163j 0.0293998+0.0125418j 0.00241499+0.0246196j -0.0271895-0.0315324j -0.0105348-0.0218632j 0.00156432+0.0609185j 0.0477431-0.047084j -0.00663528-0.000928356j -0.0300999+0.00284093j -0.0100081-0.0451739j 0.0457577-0.0229168j 0.0559204-0.0405789j -0.0253746-0.0109125j -0.049457+0.00145035j -0.0831543-0.0318357j -0.00456047-0.033953j -0.0972333+0.00175661j 0.0483596+0.0961268j 0.0150495-0.0941381j 0.0502213+0.170008j 0.132685+0.0442386j -0.00625964+0.0349242j 0.0392456-0.032352j 0.0087247+0.00267023j -0.178714-0.0439456j -0.0596348-0.0189164j -0.0211482+0.029666j 0.0472567+0.0456484j -0.0424033-0.0916354j 0.121614+0.0705185j -0.0848141+0.0658038j -0.112495-0.0415865j 0.0592361-0.0355974j -0.121472-0.0374437j -0.0972701-0.0504903j -0.0113201+0.0636245j -0.0287051-0.0859319j 0.0203604+0.0281504j 0.0457724+0.0839139j 0.0968671+0.0824574j -0.115731+0.00686047j 0.0145959+0.0367364j 0.0769273+0.145144j -0.0314031+0.078654j -0.0316721-0.0193229j -0.00471051-0.0312063j 0.0227087+0.0515355j -0.0068964-0.0230753j 0.14402-1.0808e-13j 0.00434011-0.0165856j -0.0754961+0.0863602j 0.136987+0.0986326j 0.0290833-0.0314328j 0.0250812-0.0173716j 0.051976+0.0191686j -0.0452594-0.0651789j 0.00926314-0.0175693j 0.0579809+0.0207788j -0.066433+0.0384209j -0.0786776+0.0928789j -0.0630525+0.00596633j 0.0565243-0.0900763j -0.112234-0.00602686j -0.00653506+0.007969j -0.0246716+0.014626j -0.0794483-0.00512771j 0.0247073-0.0195852j -0.0611849+0.0220926j -0.0468957+0.00556046j 0.0237407-0.0119281j -0.05458-0.0393001j 0.0256106+0.0363894j -0.0244823+0.0391242j 0.0296702+0.0466688j 0.102092+0.00507715j 0.002485+0.00660256j 0.0139504-0.0121274j -0.00572868-0.0625763j 0.0340523+0.0107248j 0.00257269+0.00589894j -0.0180649-0.0171827j -0.00858908+0.0226857j 0.0181108-0.0325612j 0.0494464+0.0271802j -0.00807709-0.0153209j -0.0154861+0.00602761j -0.0350635-0.005678j 0.000957551+0.0126922j 0.0186217-0.0136992j -0.00948296-0.0310637j 0.0146066-0.00621212j 
0.0189812+0.00926944j 0.0110782+0.0161706j 0.00155989+0.0193187j -0.0150299+0.0187313j 0.00109692-0.00849611j 0.0415711+0.0167877j 0.0144945+0.0431871j 0.0382262-0.00225856j 0.0118062+0.0339802j -0.00973134-0.0202855j 0.0754381+0.0143719j 0.0238043+0.00770732j -0.0501178-0.0379465j -0.00768248-0.0400111j -0.00131903-0.0226385j 0.0684359-0.0153975j 0.0234595+0.014362j 0.06509-0.0247005j 0.0155435-0.0891135j 0.0241378-0.0250985j -0.0616367-0.0418086j 0.0434608-0.0536093j -0.0703252-0.023192j -0.0529874+0.127382j -0.00417732-0.0832819j 0.0874382+0.0472157j 0.0459027-0.00989093j -0.0629749-0.0785623j -0.0199051+0.0541909j 0.0373594+0.0760892j -0.109479-0.014821j 0.0662418-0.0151324j -0.0296623-0.0652762j 0.112145+0.0500113j -0.0618361+0.0970059j 0.0338937-0.0345132j -0.031043-0.0186742j 0.071019-0.0578929j 0.0511601+0.063373j -0.00917148-0.0417509j 0.0253544+0.0215573j -0.0476138+0.0840665j -0.0615033+0.0673203j -0.0590345-0.0810943j -0.00822622-0.0259234j -0.283238+0.0132499j 0.0344584+0.0625981j 0.0365128-0.0235115j 0.0968924+0.0173194j -0.0187575-0.0480624j 0.122016+0.0574994j 0.0479437+0.0107529j -0.076489+0.0558607j -0.0571804+0.0921046j 0.00434011+0.0165856j -0.17474+1.84922e-15j -0.00940967+0.0216042j -0.0128122+0.138349j 0.0600716+0.0180216j -0.0554371+0.0037805j -0.085769+0.0507885j 0.00298664+0.0757501j 0.000979239-0.0367007j 0.0172297-0.0393177j 0.101594-0.0520742j -0.0183204-0.0291495j 0.0686533-0.0150807j 0.0188688+0.0143085j 0.0480366-0.00310164j -0.00393168+0.0230503j 0.0073039+0.00460629j -0.0335371-0.0199943j 0.0693318-0.00586579j -0.0895532-0.0338968j -0.0258272+0.0462179j -0.022637+0.0951109j -0.0302813-0.0141344j -0.0298665+0.00131995j -0.0399377+0.120332j 0.0184504+0.0360274j 0.0145734-0.0287199j -0.0273323-0.0487833j 0.0649857-0.0397747j 0.0167241-0.06527j -0.0197623+0.00714566j -0.0289577+0.033274j -0.0413572+0.00898221j 0.0472474-0.0244644j 0.0182433-0.023646j 0.0121741+0.0523513j -0.014108+0.0294761j -0.00499856-0.0270542j 0.000459504+0.0245669j -0.00842692-0.0061543j 0.0272371-0.00693468j 0.0100182-0.00783365j -0.0111733+0.0350585j 
0.00697536+0.0160127j -0.00535364+0.00527646j 0.0166979-0.0108296j -0.0133928-0.00827782j 0.0120627+0.00462481j 0.0276551+0.00212979j 0.0106717+0.00187218j 0.000171144-0.0162895j -0.00327485+0.00339004j -0.0414816-0.0329893j -0.0172887-0.0478048j -0.089287-0.0305119j -0.0544499-0.0504911j 0.0423776-0.0427714j 0.00584375-0.0231581j 0.0226096-0.0126951j -0.00951978-0.00213915j 0.0517798-0.0628685j -0.0474834-0.00589819j -0.0262159-0.112978j 0.0261796+0.117755j -0.055943+0.0580209j 0.0160088-0.0304139j 0.0191018-0.0687168j 0.0250121-0.0416594j 0.0684432-0.0622316j -0.0498702-0.0446645j -0.0619967+0.0555475j -0.0372327-0.0218197j -0.0556961-0.0480853j 0.0815215-0.0831078j 0.123783-0.00955134j -0.146851-0.0185176j 0.00937327+0.108673j -0.0840911-0.00776595j 0.0104829-0.108452j 0.107547+0.038099j -0.0112919+0.0494759j -0.0360014+0.0293198j -0.0195419+0.00929194j -0.0700047+0.0952603j 0.0204733-0.067511j 0.0253154+0.0378123j 0.0624872+0.0723867j 0.0678664+0.000504659j 0.0201181-0.00297909j 0.00410914-0.0160898j -0.129247-0.00630938j -0.0186444-0.0135655j 0.00251998+0.00323391j 0.0745796-0.0462676j -0.0532665+0.0172911j 0.0332432-0.0409835j 0.0536671-0.0474517j -0.0754961-0.0863602j -0.00940967-0.0216042j 0.0994079+3.62557e-16j 0.000977641-0.0636287j 0.0685345-0.00501122j 0.0116152+0.075339j 0.0222537+0.0455341j 0.103546+2.96503e-05j -0.0308145+0.0330415j 0.0942229-0.0549151j 0.0278322+0.0976854j -0.0289403-0.120402j -0.0697769+0.0289482j 0.148292+0.0516767j -0.0400483-0.0378355j 0.0536333+0.083401j -0.0637631-0.00745321j -0.134911+0.104015j 0.0337375+0.0793458j -0.0433387+0.110522j 0.0306432+0.0259776j -0.0595398+0.0111728j -0.0671733-0.00481018j -0.0181168+0.0563962j -0.0394253-0.0509896j 0.0144453-0.0347484j -0.022146+0.0509183j -0.0974684-0.0750318j -0.00794716+0.0360435j -0.030811+0.0103444j 0.00730249-0.030458j 0.0676827-0.0238953j 0.00715733+0.019563j -0.0515349+0.0678961j 0.0155016-0.0284086j 0.0163406-0.0166528j -0.0134399-0.0365371j -0.0144859+0.0129094j -0.00442115-0.0256228j 0.0186969-0.0109503j -0.0131598+0.0213608j -0.0046164-0.0153681j 0.00762671+0.00558092j 
0.0152359-0.00810033j 0.0135474-0.00588973j -0.0138403+0.016628j -0.0452337-0.0494897j 0.00594531-0.0395775j -0.00262213+0.0237853j -0.00176618-0.0171082j -0.0079169-0.0163565j -0.0395981-0.0604805j 0.0247681-0.00292996j -0.00471992-0.00171561j 0.0371004+0.0184165j -0.067252-0.0478298j 0.0100535-0.0062338j -0.066075-0.058646j 0.021875+0.0233192j -0.0267469+0.0225513j 0.0797392-0.0369219j -0.0302592+0.00320645j -0.0167088-0.053314j -0.0186486-0.098796j 0.0388086+0.0987532j 0.0215693+0.0709717j -0.064291+0.0688828j -0.0697618+0.0157519j -0.0587292-0.0342154j -0.0069989-0.0722977j 0.0360818-0.0482506j 0.0502781-0.0262345j -0.0412084+0.0263409j 0.0613956+0.0764021j -0.0148816+0.101816j -0.0631402+0.0731814j 0.0175227-0.0619998j 0.00232669+0.0245349j 0.0592145+0.0153692j 0.0295394+0.104671j -0.0439958+0.0102762j -0.074363+0.0662052j -0.000581433-0.0235546j -0.00253471+0.0110576j -0.0252472-0.0919711j -0.0543727+0.0141067j -0.0362587-0.0121469j 0.0188487+0.0551347j -0.0605743+0.0594079j 0.0657036-0.00946453j 0.00822866+0.0759932j 0.041156-0.0957081j 0.0518447+0.02805j 0.0216384+0.0349867j -0.0379304+0.00231345j -0.0239223-0.0363813j -0.10209+0.0221729j 0.136987-0.0986326j -0.0128122-0.138349j 0.000977641+0.0636287j 0.0117533-1.66533e-15j -0.107688+0.0945314j -0.0667579-0.048422j 0.062042+0.0211803j -0.110089+0.0355526j 0.0723984+0.0942952j -0.0810505+0.0644464j 0.152487+0.00540637j -0.0407565-0.116722j -0.0386223+0.0880171j -0.117817-0.0834681j 0.0890261-0.0161065j 0.0455049-0.00296443j 0.0115673+0.0608632j -0.0143996-0.0280371j -0.0122849+0.010969j -0.0383997-0.0230271j 0.00795652+3.53012e-05j -0.000804643+0.0634471j -0.0334941-0.0150372j 0.00289262-0.00568564j 0.00433301+0.0299575j 0.0721902+0.0616019j 0.0245977+0.0193324j 0.014431-0.00455989j -0.0598707+0.0406798j 0.00603328-0.0685818j -0.0165306-0.0752201j 0.023363-0.0300214j 0.0428168-0.011415j 0.0049542-0.0591452j -0.0168827-0.00225715j 0.0178383-0.0398315j -0.00326635-0.0148668j 0.0609956-0.00707622j 0.00538775-0.0157278j 0.0446955-0.0634329j -0.0098847-0.00120784j -0.0047743+0.00356374j 0.0418034-0.0185265j 
-0.0104352-0.0475604j -0.00952359-0.00205972j -0.00985149+0.0188577j 0.0335079-0.00411953j -0.00922857+0.0108052j -0.0131272-0.00408677j -0.000733023-0.0636059j 0.0532265+0.00402939j -0.0197846-0.0123317j -0.00731516+0.0757252j 0.00392192-0.0280591j 0.0242835+0.0197816j 0.015315-0.0220919j 0.00146504+0.0499769j 0.0100473+0.0811574j 0.0253001-0.0984657j -0.0493941-0.0108775j -0.0120788-0.0646795j 0.0435712+0.0399367j -0.0497231+0.00435004j -0.0962472+0.0630194j 0.0786278-0.0107706j 0.1489+0.000264992j -0.0228512-0.0294287j 0.0310092+0.0798244j -0.0292035+0.0369114j 0.0496284+0.0484845j -0.0272328-0.0401978j 0.00658922+0.0183085j -0.0636308+0.0380024j 0.00878594+0.123452j 0.00754125-0.0116906j 0.154489+0.0545175j -0.0616528-0.0991824j -0.00812512-0.0580434j -0.0883903+0.000201062j -0.0233463-0.0324727j -0.0718295+0.0704178j -0.0792965-0.077411j -0.0346116-0.0110085j 0.084804-0.138145j 0.0450681+0.125113j -0.0867597+0.0207607j 0.0118563-0.0448575j -0.0255069-0.150259j 0.138034+0.0929053j -0.00947403+0.0560841j -0.0931759+0.025609j 0.00450819+0.0334441j 0.0535758-0.056052j -0.0697838+0.0679095j 0.183221+0.0304057j 0.187836-0.0165882j -0.103913+0.00724154j 0.0290833+0.0314328j 0.0600716-0.0180216j 0.0685345+0.00501122j -0.107688-0.0945314j 0.0613714+1.07969e-14j 0.00427258-0.0484439j -0.0367628-0.0471047j 0.0147971+0.0746147j -0.0114877+0.00832435j 0.0439188-0.0189201j 0.0312186+0.0814484j 0.0322396-0.0262997j 0.0318692-0.0539852j 0.0464109+0.127198j 0.0323067-0.0360657j -0.00828664-0.0415226j -0.0842503-0.0232001j -0.0322045+0.0600729j 0.0125283-0.0291557j -0.0423161+0.0467684j -0.00329287-0.0490412j 0.00659178-0.0502494j -0.0473072-0.0757295j -0.0498247-0.021904j -0.00362237+0.054656j 0.00917858+0.060742j -0.0220655+0.032565j -0.060554-0.0180365j -0.00438929-0.0168993j -0.000683878+0.00592676j 0.0071928-0.0917188j -0.00489355+0.0147582j 0.0318941+0.000372731j 0.00556861+0.00617586j -0.0565075+0.0149937j 0.0264402-0.00675868j 0.0494615-0.0434253j 0.0288315-0.0011697j 0.02545-0.0147883j -0.0327827+0.0360334j -0.00611878-0.0404585j -0.0276358+0.00111093j 0.0189019-0.0312062j 
-0.00346733-0.00733236j -0.00330354+0.017695j -0.0295638-0.00992195j -0.00916618+0.0414854j 0.00111008-0.0653247j 0.00481049-0.0281303j 0.000899347-0.00538351j 0.0301909-0.0598211j 0.012488-0.0282878j 0.0265178-0.0186748j -0.0458513-0.0498305j -0.00348758-0.114123j -0.0441188-0.00481284j -0.0546981+0.0472046j -0.0534512-0.0261986j 0.00673893+0.0074391j -0.0254482+0.0213715j 0.104007+0.0289353j 0.044708+0.130572j 0.0599817+0.0173851j 0.00192827-0.0122043j 0.0207972-0.0233322j -0.102696+0.064331j -0.0200572+0.031462j -0.0891032-0.0131022j -0.0303245-0.0384488j -0.0336947-0.0963707j 0.0533106+0.0264341j 0.0437787+0.00977048j 0.0752917+0.114744j 0.0430449-0.0644298j 0.0351895-0.063933j -0.00531066-0.0182181j 0.0331572-0.164314j -0.0421918-0.0426055j 0.0396007-0.00163247j -0.0327114+0.0807636j 0.099241+0.0296794j 0.0810024+0.0545648j -0.0124829+0.00896031j -0.0493051-0.160887j 0.0312984+0.0938939j -0.0384531-0.015399j -0.112161-0.0551952j 0.0261035-0.143916j 0.096781+0.126032j 0.0691662-0.132918j 0.0581062+0.0171325j 0.00619599-0.000976449j 0.0392412+0.0475443j -0.0576439-0.0251614j 0.108374-0.0254672j 0.0545114-0.130105j -0.0454067+0.0282986j 0.0250812+0.0173716j -0.0554371-0.0037805j 0.0116152-0.075339j -0.0667579+0.048422j 0.00427258+0.0484439j 0.0615013+1.52517e-14j 0.0334546+0.0038775j 0.0243567-0.0406223j -0.0832867-0.00418145j 0.133669-0.00607045j -0.015562+0.0276838j 0.0143518-0.013531j -0.0502176-0.0393351j 0.143964-0.0347146j -0.0130193+0.0162583j -0.0341545-0.0555296j 0.0293223+0.0337791j 0.0301301-0.0293053j 0.0267453+0.0224941j -0.0318182+0.072387j 0.047603+0.0298361j -0.0110873+0.0140708j 0.0348864+0.047295j -0.0102312-0.00816512j 0.0165165-0.0379766j -0.0303801+0.0319741j 0.034194-0.00551176j -0.00126534+0.0774395j 0.0157857-0.00360015j 0.0195191-0.0273342j -0.0255772+0.0167979j -0.0266338+0.0350436j 0.0157566+0.0138826j -0.0184472-0.00857703j -0.0197275+0.0119067j 0.0325159+0.0122776j 0.00399823-0.011844j -0.014813-0.00491803j -0.0297414+0.0212711j -0.0187198+0.00533324j 0.0280558+0.0192096j -0.0175018+0.00391888j 0.00221637+0.0177201j 
0.0104022+0.0189391j 0.00191199-0.00715649j 0.0169294-0.0103702j 0.00333151-0.0428126j -0.0121635-0.0133047j 0.0322189+0.00298818j 0.0403697-0.00702125j -0.0239306+0.0329161j -0.041599+0.0126583j 0.0326744+0.00745714j -0.00351936+0.00158101j 0.0123989+0.0571771j -0.0310811+0.0985773j 0.0477747+0.0479755j 0.0741182-0.0372617j 0.0138068-0.0447738j 0.0188995+0.0571075j 0.0453664+0.0155482j -0.00128754-0.0365054j -0.064646+0.00699904j 0.0386447-0.0693749j -0.0528752-0.0264205j 0.00649517-0.00953579j -0.0344702+0.0101643j 0.0262172+0.053645j -0.018968-0.0441582j 0.000361428-0.0980454j 0.0635105-0.0840803j 0.0964937+0.0159981j 0.0263681-0.102475j 0.0434423-0.0501667j -0.0434232-0.14066j -0.0606201+0.0726057j 0.0034442-0.196137j 0.072821-0.0846692j 0.044501+0.176217j 0.0197589-0.0840375j -0.124355-0.0992387j 0.0944992+0.0649744j 0.034086-0.0439438j 0.0227148-0.156961j -0.072758+0.0311542j -0.0219806+0.0674298j -0.0112476+0.0272264j -0.0729555-0.0474779j 0.0154253+0.114166j 0.0245509-0.0839232j -0.0538161+0.0208681j -0.174903+0.0339847j 0.0138246-0.0367298j -0.0758563+0.0435125j 0.113301-0.0152288j 0.0333652-0.0181632j 0.0315979+0.0348786j 0.051976-0.0191686j -0.085769-0.0507885j 0.0222537-0.0455341j 0.062042-0.0211803j -0.0367628+0.0471047j 0.0334546-0.0038775j -0.0516813-1.52656e-15j 0.00805733-0.00675545j -0.00226615-0.0139891j -0.104743+0.00424486j 0.010771-0.0155722j 0.016244-0.0236602j 0.0168245-0.00769994j -0.0759686-0.0154126j -0.0341217-0.0494562j 0.0169632+0.0473037j 0.0322334-0.0530276j -0.107567+0.0330609j -0.0255833+0.0577895j 0.0992724+0.0500193j 0.0251369-0.0118204j -0.0112151-0.0208534j -0.02782-0.0325332j -0.0169741+0.0269856j -0.0180126-0.023781j -0.0274343-0.00665442j -0.01903-0.00535796j 0.0206181-0.0557688j 0.00186879-0.0055784j 0.0163806+0.0112492j -0.00876575-0.0121247j 0.0113214-0.00867428j -0.0269109-0.0246459j 0.00940011+0.0142479j 0.0227449-0.0146513j -0.020485+0.0101938j 0.0167721+0.0330258j 0.0286725-0.0266153j -0.00290006-0.00365381j 0.0161099-0.0442697j -0.0176376-0.00393164j 0.00949907-0.00499314j 0.0111668+0.00472122j 
