-0.0202794-0.00323087j -0.0124086+0.00268433j -0.00637684-0.00128161j -0.0198209-0.0198552j 0.00221026+0.00188286j 0.00453701-0.00262298j 0.00170549+0.0129229j -0.00217697-0.00152374j 0.0157309+0.00361304j 0.0067914+0.00167252j -0.00323699+0.00711894j -0.00405954+0.00436403j 0.00772183+0.00510026j -0.00041516+0.00440735j 0.00621939-0.00797707j -0.0101245-0.0079797j -0.00462032+0.00362595j 0.00198178+0.0214797j -0.00324361+0.00644697j -0.00734799-0.000949834j 0.00976373+0.00256826j 0.00976936-0.00738894j 0.0033986+0.000783787j -0.00884271+0.00739034j 0.0105359+0.0149279j 0.00323593+0.00877423j 0.0136545+0.00661484j 0.00555107+0.0181323j 0.00280291-0.00655742j 0.021656+0.0102169j 0.0157017-0.0335527j -0.00279182+0.000197999j 0.00796252-0.00557462j -0.00313916+0.00187634j 0.00204393+0.000409801j 0.00153925+0.000191164j -0.00158123-0.00437769j -0.000295187-0.00389822j -0.00427323+0.0130235j -8.10179e-05-0.00575487j 0.000688459-0.00157105j -0.00445165-0.0114729j -0.003475-0.00187689j 0.00091349-0.00369358j -0.0059399+0.00862509j -0.0137738-0.00674726j -0.0164832+0.00714076j 0.0134806-0.00629827j -0.0250748-0.000741955j 0.00203113-0.0217771j 0.0216698+0.00677339j 0.00358801-0.0160679j 
-0.000638619-0.00159177j -0.000467092-0.00098165j 0.000516366-0.00754045j -0.00647775-0.0140683j -0.00232365-0.0100082j -0.00322092+0.00821232j -0.00175954+0.00754442j -0.00605877+0.00588875j 0.00336661-0.00706411j 0.00293418-0.00676549j 0.00729071+0.0276185j 0.00196621-0.0332398j -0.00234974+0.0149186j -0.00178594+0.000173248j 0.0016384-0.0053402j 0.00205501-0.00314614j -0.00034824+0.0309222j -0.00212796-0.000580709j -0.00110739-0.0163916j -0.0134155+0.0260991j -0.00704263+0.0169976j 0.00300549+0.0202345j -0.004703-0.0205413j 0.000142375-0.000725972j -0.00133292+0.0193075j -0.0021458-0.00355789j -0.00429954+0.00720468j -0.00335784+0.00835624j 0.00481137-0.00763499j 0.00321833+0.006558j 0.00633805-0.00694148j -0.00282679-0.0023777j -0.000747628-0.014399j -0.00176279-0.0154072j 0.00126873-0.0221313j 0.000244325-0.00480039j -0.00038383+0.00133945j -0.000407991-0.00057444j -0.00312894-0.00335638j -0.000641386-0.00272751j 0.00244962-0.0224603j -0.00322967+0.00870254j 0.00142392+0.00178852j 0.00693571-0.00779449j 0.00456286-0.0112585j 0.00268294-0.0114313j 0.00686569+0.0034417j -0.000293704+0.00458271j -0.000533884+0.0148687j -0.00177977+0.00891224j -0.00334098+0.00114616j -0.00105873+0.00315758j 
-0.0110501-0.00311742j -0.00839662-0.00445849j -0.0124573-0.00427849j -0.0163025-0.00741343j 0.00504247-0.00823861j 0.0116563+0.00625275j 0.00836679+0.0100546j -0.000513302+0.0109529j 0.00405489-0.00693516j -0.00523151-0.0069199j 0.0123573+0.0122366j -0.00504841-0.0215878j -0.00331819+0.00438561j 0.0128755+0.000847289j -0.00940145+0.00328192j 0.00244327-0.00475208j 0.00494523+0.00400238j 0.00127366+0.000122069j -0.00413229-0.0132835j 0.010043+0.0140938j 0.0045242+0.0118019j 0.0116917+0.0173866j -0.000846892-0.0103958j -0.0063896-0.00201664j 0.00753081+0.00680486j -0.00151247-0.00241055j -0.0021086+0.00203304j 0.00329726+0.00436969j -0.00452663-0.00255832j 0.00609959-0.00860113j -0.00265002-2.84924e-05j 0.00142745+0.00497826j 0.000489225+0.00174339j -0.000545494+0.0107644j 0.0018855+0.0282941j 0.000147774+0.000385892j 0.00352293+0.0134615j 0.00250054+0.0141777j -0.00241829+0.00665359j -0.000489777+0.00190956j -0.00410053+0.0226094j -0.00348192-0.0237565j -0.000806325-0.00145982j -0.0062816+0.0185074j -0.00550277+0.0135926j -0.00276232+0.000403584j -0.00273432-0.00873263j 0.00992492-0.000160656j 0.00079664+0.00747557j 0.00604068+0.00808531j 0.00206119+0.00923004j 0.0029461+0.00218631j 
0.00157105-0.00869584j -0.00312877+0.00811513j -0.00270994-0.00836673j 3.72435e-05-0.00263973j 0.00529966-0.0217405j -0.000935553+0.000533408j 0.00481278-0.000603779j -0.00927488+0.0144654j -0.00648926+0.0236463j 0.00546243+0.00898785j 0.00857584+0.0169908j -0.012421+0.0101669j 0.00496702-0.0247586j -0.00164963+0.035067j -0.00878356+0.0127864j -0.000916672+0.000984917j 0.00643656+0.00833209j 0.00637006-8.16756e-05j 0.0043112-0.0186553j 0.00710839-0.0213409j 0.0224715-0.0319957j 0.0056455+3.9054e-05j 0.00322132-0.0136451j 0.0026382-0.0127797j 0.00476595+0.0104158j 0.000568589+0.000109343j -0.00257948+0.00683016j 0.00017576+0.00741812j 0.00550935-4.18292e-05j 0.00421895-0.00380922j -0.0024345-0.00041558j -0.00286144-0.0010073j -0.000506415+0.000477732j -0.00168297+0.00991j -0.00364504-0.0101085j 0.0025408-0.0025593j 0.00412135-0.00958634j -0.00141265-0.00411002j 0.00141+0.00171857j 0.00149253-0.00215168j -0.00354205-0.0153814j 0.00121213-0.0026993j -0.00447148+0.00234856j -0.00250263+0.000724869j -0.00649084+0.013472j 0.00194798-0.00913553j 0.00281973+0.00550392j 0.00146544+0.00611019j -0.00588016+0.00344027j -0.00300788+0.00334448j -0.00541285-0.000541976j -0.00154609+0.00147738j 
-0.0040141-0.0104688j 0.00390834+0.00441123j 0.00274097-0.0180585j 0.000818908+0.00160659j -0.00938691-0.00608267j -0.00121058+0.0107082j -0.00556339-1.75595e-05j -0.00663216+0.0111318j 0.0101687+0.0241727j 0.00369302+0.00746678j 0.000378624+1.09312e-05j 0.0269169+0.0104577j -0.0295068-0.00632708j 0.0151938-0.00434678j 0.010907+0.00714622j 0.000860232+0.0035199j -0.0210624+0.00713032j 0.0098196-0.0111229j -0.00618624-0.00166037j -0.0204301-0.0145241j -0.0280238-0.0243396j 0.00172649-0.0065554j 0.000260594-0.0128586j -0.0155525+0.00478476j -0.00488968+0.00163166j -0.00333942-0.00085651j -0.00820196+0.00246106j -0.00905081-0.00104837j -0.0038178-0.0119759j 0.00267093-0.00151047j 0.00812434-0.0042428j -0.00317792+0.00224264j 0.00140509+0.000326643j 0.00442441+0.00600784j 0.00479823+0.00401746j -0.00172026+0.000161827j -0.0138578+0.00475864j -0.0105127+0.00441056j -0.00383584-0.00160666j -0.000941353+0.00279822j 0.00301427+0.0105791j -0.00177273+0.00667551j -0.00304587+0.00399664j 0.00515417+0.00255352j 0.0106225-0.00336726j -0.00570217+0.00245205j 0.00462419-0.016524j 0.00459751-0.00741293j 0.0116151+0.011912j 0.00872407+0.00692388j 0.00656489+0.0115574j 0.00682106+0.00107396j 
-0.00602346+0.00930925j 0.00367574+0.00159086j -0.00505987+0.0319615j 0.00790848-0.00904207j -0.00177043-0.0157538j 0.00248609-0.0257296j 0.00295434+0.0075352j 0.0146388-0.0111626j 0.0242714-0.0141926j 0.0078981-0.0229242j -0.00421417+0.0101764j 0.0108976-0.00652362j -0.0111142-0.00930934j -0.00523351+0.0370594j 0.00105044+0.00453914j -0.00511821-0.000593991j 0.00388696-0.00725456j -0.0025463-0.00385517j 0.00692325-0.0193497j -0.0154348-0.00654909j -0.0215511-0.00270407j -0.00751855+0.0150536j -0.0101629+0.00610833j 0.00393325-0.012025j -0.00332934-0.00304817j 0.00104559+0.000810066j -0.00185239-0.000136442j 0.00237636-0.00416157j -0.00347211+0.00296085j -0.00704653+0.00177749j -0.000911823+0.0162018j 0.00288738-0.0014415j 0.00148856-0.00691446j 0.0076505-0.0139094j -0.000296992+0.00421692j 0.00610962+0.00241994j -0.00258536-0.0104027j -0.0011115-0.00861388j 0.00269419-0.000619206j 0.00292208-0.000705586j 0.00105986+0.00699428j -0.00409639+0.00693501j 0.000722881+0.00217333j -0.00226923+0.0102721j -0.000970011-0.00101788j -0.00467333-0.00305853j -0.00998593+0.00553653j 0.00198262-0.0137632j -0.00437529+0.00859074j 0.00163559-0.0013112j 0.00317925+0.00268081j 0.000743755-0.00129949j 
-0.0115804-0.00843036j 0.00426704+0.000617015j -0.0259778-0.00671343j 0.00742764+0.0068753j -5.64755e-05+0.00296194j 0.0148104+0.014709j -0.00478651+0.00273968j 0.0180326+0.011479j 0.0287351+0.0110769j 0.02062+0.00457825j 0.00518352-0.00797648j 0.0119374+0.0045789j 0.0023005+0.00517965j -0.00766364-0.0118426j 0.00252543+0.000176006j 0.00245813-0.000430883j 0.018631+0.00482567j -0.00864715-0.00660365j 0.00381135+0.00519465j -0.0144315-0.000518103j -0.0183376-0.00951337j -0.0131855-0.00949828j -0.0167052-0.00707258j 0.0125506+0.00721302j 0.00816374-0.000976268j 0.00417594+0.00356442j 0.00550716+0.000777407j 0.0137742+0.0092307j -0.00372597-0.0038708j -0.00452042-0.00443929j -0.0156227+0.00186892j 0.00356833+0.00366783j 6.07196e-05-0.00542374j 0.0111239-0.00330079j -0.004114+0.00188453j -0.00388247+0.00169258j 0.0118671-0.00363184j 0.0115638+0.000192883j 0.000662702+0.00609137j 0.00130505+0.000554929j -0.00408436-0.000960282j 0.00025532-0.0116126j 0.00293273-0.005095j -0.00789349-0.0114243j -0.00591152-0.0143422j 0.00603653-0.00249843j -0.0101994-0.000116359j 0.00548777+0.00608724j -0.017042-0.00713711j -0.00470729+0.0021706j -0.00589775-0.00214495j -0.00412142+0.000755584j 
-0.00579033+0.000899679j -0.0111452-0.00569333j -0.011343-0.00249094j 0.00491651-0.00187719j 0.0297966-0.000146778j 0.0157738+0.00696988j -0.000489173+0.00324468j -0.0121114+0.00171141j -0.00622157+0.0072233j 0.00164489+0.00691273j -0.025459-0.00710447j 0.0121364-0.0037872j 0.0100696-0.0047921j -0.0384199-0.00478646j -0.00690581-0.00887724j -0.00441797-0.00106338j -0.0181682+0.001251j 0.00988392-0.00160823j 0.0243805+0.00811438j 0.011238-0.002237j 0.00669988+0.00558172j -0.00858314+0.00122226j 0.00539462+0.00572162j 0.00671476+0.00546284j -0.00872465-0.00460385j -0.000974092+0.000960978j -0.0131995-0.000282408j -0.00897423-0.00598489j -0.0114333+0.0023891j -3.10486e-05-0.00668986j -0.00512084+0.00323053j 0.00243712-0.000768787j 0.00760175+0.00118719j 0.00556733-0.00578739j -0.00180782-0.0103391j 0.00193847+0.00141643j 0.00120096+0.000327955j -8.71014e-05+0.00144516j -0.00263754+0.0164824j 0.00182619+0.000870601j 0.00131967-0.00601276j -0.0040568+0.00669128j -0.00469037-0.00167576j -0.00939538-0.00878542j -0.00536529-0.00818554j -0.00471158-0.00152896j -0.0155173-0.0149315j 0.00988616-0.0126812j -0.000104919+0.00314173j 0.0107686+0.000601035j 0.0117766+0.0124304j 0.00889165-0.00104426j 
0.00160411+0.0285956j 0.0043473-0.0360921j -0.00840948+0.0150386j -0.00206602-0.0194607j -0.00128362+0.0142601j -0.0108442+0.00682628j -1.63626e-05+0.00513542j -0.00140802+0.00588137j 0.000204108+0.0234784j -0.0071534+0.00312989j -0.00451944+0.0103965j 0.00579891+0.0225104j 0.00588018-0.0154011j 0.00153538-0.0110419j 0.000180441-0.0119911j -0.00055205-0.000578688j 0.000627673+0.00453564j 0.00354413-0.00859457j -0.00117819-0.00225933j -0.00153141+0.00859236j -0.000752988-0.0248969j -0.00219814+0.00512503j -0.0065084-0.0015837j -0.00553304-0.0034765j 0.00546985+0.00521266j -0.000723291+0.00668527j -0.00514327+0.0039071j -0.00488991-0.0018889j -0.00268838-0.00185012j -0.000139478-0.0149743j 0.0028096-0.00672526j -0.00396619+0.00908752j -0.00175556+0.0129721j -0.00399579-0.00108411j 0.000712798-0.00416729j 0.00493321-0.000646306j 0.00470453+0.00932042j 0.000170469+0.00874339j -0.00459365-0.00321953j 0.00160857+0.000812548j -0.00363428-0.00302818j -0.00425316-0.000702939j 0.000462436+0.00395245j -0.000195629-0.00345659j 0.0016398+0.00036003j -0.00112418+0.00410927j 0.00364141-0.0159024j 0.0083914+0.00932109j 0.00124308-0.00527024j -0.00137914+0.00929508j -0.00337194+0.000361948j -0.00577747+0.00455535j 
0.0093475+0.00477655j -0.00967926+0.0199409j 0.0240647+0.0227578j -0.00768772-0.00111267j 0.00865223-0.00758123j -0.00431925+0.0521659j 0.0079751+0.0171575j -0.00364467-0.0231249j 0.00570711+0.016603j -0.0100677+0.0267709j 0.00484996-0.00369924j 0.00988249-0.00486764j -0.000934065-0.0354043j 0.0081301-0.0101492j -0.00661137-0.00243966j -0.00917679+0.0174063j -0.00330055+0.0143373j -0.0067007+0.00184162j -0.00763266-0.00174755j -0.00316849+0.00798288j -0.0130103+0.00426343j 0.00941041+0.00435228j -0.00252737+0.00955091j 0.0010707-0.000343894j -0.00100107-0.00175003j 0.00158347-0.00838713j 0.00565394-0.00578452j 0.00792735-0.00350993j 0.00316461+0.0020877j -0.00651243+0.0176149j 0.00713036+0.00520792j 0.00810605-0.00121741j 0.00104415+5.51039e-05j -0.00357304+0.0240685j -0.00155707+0.00161848j 0.00216997-0.0011595j -0.00108405-0.00568162j 0.00150526-0.00560318j 0.0061962+0.00419499j 0.00159421-0.00284569j 0.0013588+0.0034908j 0.00215751+0.00347402j 0.00149916-0.00220058j 0.00463035-0.00258315j 0.00351934+0.00196001j -0.000680306+0.00474101j -0.00768154+0.0146481j -0.00583232-0.00180559j -0.00978357+0.0174046j -0.00375047+0.00291771j 0.000190069-0.00468727j -0.00364216+0.000986511j 
0.0138443-0.00190322j -0.0254208-0.0130249j 0.00215641-0.00145427j -0.0202201-0.000607356j 0.00769738+0.00305212j -0.00980896-0.0134293j 0.00877695-0.0159599j -0.000717587+0.0122263j 0.00871931-0.00849618j -0.0015764-0.000744228j 0.0164462+0.000914842j 0.0060092-0.00144542j -0.00920649+0.010229j 0.000276352+0.00617847j -0.00640832-0.00176509j -0.00264152-0.00933315j 0.00833432-0.00425835j -0.00950407-0.0102041j -0.00483015-0.00284701j -0.00289794-0.00530822j -0.020081-0.00502683j 0.00566703+0.00399956j -0.00538313+0.00369464j 0.000800884+0.00739236j 0.00517564-0.00811586j 0.00544517-5.04854e-05j 0.00156094+0.0172683j -0.00767821+0.0147789j 0.00131595+0.0175j -0.0230635-0.00376481j -0.0129141-0.00606202j 0.00334124+0.00697915j 0.00877382+0.00143366j -0.00605062-0.00709691j -0.003711-0.00285114j -0.00242988-0.000220121j 0.0100615-0.00486248j 0.0116247-8.6636e-05j 0.000899397+0.0118522j 0.000762108-8.2523e-06j -0.00237111-0.00133083j 0.0046373+0.00244832j 0.00790481+0.000724883j -0.00244416+0.00168587j 0.0101626-0.00381353j 0.00886751-0.000392615j -0.0282722-0.00722474j -0.00444739-0.0115834j -0.0143297-0.0250756j 0.00310848-0.014318j 0.00832324-0.010948j 0.00497175-0.00140552j 
0.00552232-0.0125148j -0.0129216-0.00877646j 0.00866982-0.0049862j -0.000407601+0.0020875j 0.00758635+0.00756864j -0.00323025-0.0082987j -0.000896947-0.00512592j 0.00211695-0.0138778j -0.00530338-0.0169331j -0.00522547-0.0117291j 0.0051879-0.0107372j 0.00937586+0.00842236j -0.00141725+0.00428167j -0.00813556-0.00516538j 0.00163071+0.00327562j -0.000839177-0.0117384j -0.00415641-0.0222021j 0.00758189+0.00838524j 0.000159241+0.00350038j 0.00680762-0.0024016j -0.00983445-0.00844255j -0.00345348+0.00732038j -0.00102651-0.000501941j -0.00603006+9.0306e-05j -0.00180242+0.000773534j 0.00277379-0.00197883j -0.00390784-0.00939097j 0.0129236-0.0112363j 0.00192352-0.00892549j -0.00416317+0.00813361j 0.000652907+0.00762853j 0.00167072+0.000921744j 0.00413161-0.0017671j -0.00133161-0.00647487j 0.00118086+0.00201499j -0.00091664+0.00127123j -0.00585389-0.0126535j -0.00229225-0.00959011j -0.00310599+0.000718431j -0.00119719+0.000404359j -0.00232151-0.00168997j -0.00619394-0.0123864j 0.000561554-0.00602246j 2.0402e-05+0.00591582j 0.00250693+0.00427223j -0.00232523-0.0187628j 0.00144061-0.00477859j 0.0164283+0.0202028j -0.0260801+0.0198335j -0.00428492+0.0268882j -0.0188803+0.0135944j -0.00499432+0.0104902j 
-0.00322489-0.00357037j -0.00307305+0.00152136j -0.00922544+0.0071829j 0.00861434+0.00567921j 0.00205847+0.00300966j -0.0381371+0.000835857j -0.0157502+0.00614214j 0.0144832-0.00376446j -0.028357-0.00166227j -0.0231948-0.00360019j 0.000485109-0.00126819j -0.0036021+0.00578675j 0.0327026+0.0134544j 0.0165818+0.00382044j 0.00953652-0.0057544j -0.0151437-0.00777247j -0.0174069-0.00457643j 0.00754394-0.00331113j -0.00120246-0.000385017j -0.0139747-0.00152466j 0.00420628+0.00090608j -0.00903683+0.00207459j -0.011472-0.00021188j 0.000436791+0.000468648j -0.00401979+5.37312e-05j 0.00678934+0.00563098j 0.00164398-0.00373079j 0.0122991+0.0085437j -5.12759e-05-0.00479613j -0.0188056+0.00611512j -0.00742547+0.0193654j 0.00285338+0.00656757j -0.0154611-0.000187118j -0.0280099+0.000306141j -0.0021263-0.000118301j -0.000537846-0.000527411j -0.00184836-0.000382632j 0.00147779+0.0029327j -0.00187859+0.0153139j 0.00166091+0.000631303j 0.000365954+0.00564877j -0.00251797+0.00545435j 0.00243051-0.00110531j 0.00747625+0.00333704j 0.00979305+2.80511e-05j -0.0112333+0.000898426j -0.0210619-0.00360891j -4.6841e-05-0.0196491j -0.0247698+0.00157489j -0.00662728-0.00412008j 0.00736594+0.011734j 0.00367707-0.00902455j 
0.00664463-0.0116989j -0.00682546-0.00187378j 0.00188389-0.0082487j -0.000693144-0.00231712j -0.00124151-0.00142241j 0.00414615-0.0057623j 0.00399126+0.00687123j 0.00124549-0.0131784j 0.000327537+0.00240376j -0.00198645+0.000498673j 0.00616132-0.00441401j 0.00898278-0.00534743j -0.00103935+0.00567565j -0.00944372+0.00717992j 0.00098399-0.00891797j 0.00109561-0.00928871j -0.0021844+0.00258428j 0.0104359-0.0214816j 0.000663244+0.00423229j 0.00812283-0.0144294j -0.00672455-0.00298023j -0.0076512+0.0140779j -0.00418814+0.00296363j -0.00939608+0.010189j 0.00552392+0.0061744j -0.000748374+0.0130545j -0.00103809-0.0126888j 0.0124245-0.0209283j -0.0109513-0.0101212j -0.0120888-0.0080684j 0.00541416+0.00600093j -0.00221265+0.00826618j 0.00144321+0.000129181j 0.00375541-0.00802492j 0.00133505-0.00446603j -0.00116153-0.000903336j -0.000379151+0.00903668j 0.000879999+0.00922819j 0.00427001+0.0106228j 0.000354836+0.00239912j -0.0027247+0.00119866j 0.00154727+0.0148328j 0.00534587+0.00686663j 0.00520339+0.00187108j 0.00317747+0.00354684j 0.00448514+0.0169557j -0.00556421+0.0130642j 0.0221181-0.00987519j 0.000431823-0.00374366j 0.00345574-0.00184659j 0.0135696-0.00698517j -0.020303-0.0047667j 
-0.0127217-0.00885858j -0.000225983+0.00380152j -0.00624248-0.0104128j 0.00813637-0.00354304j -0.00405028+0.00336739j -0.00369529-0.010181j 0.00726902+0.0036132j -0.014633-0.0155734j -0.0039548-0.000865998j -0.00901078-0.00114138j -0.00415879-0.00506804j -0.00499263+0.00191955j 0.0136934-0.000569118j 0.0181247-0.00246667j -0.00785117+0.000200828j -0.00675347-0.00311822j -0.000269149+6.4891e-05j -0.0197413-0.0067412j 0.00758777-0.00405119j -0.0202053-0.001503j 0.00705805-0.00301922j 0.0132485+0.0131477j 0.00392032+0.0028677j 0.0135076+0.0162681j -0.00910865+0.00233665j 0.0135774-0.00201438j -0.01519+0.00339425j -0.0109547-0.0188471j -0.0160433+0.0113873j -0.00746533+0.0202192j 0.005162+0.00941686j -0.00332481-0.00278165j -0.00345718+0.00300516j -0.00957009-0.00528843j 0.000890505-6.66123e-05j -0.000362278-0.000333245j -0.00300447+0.00182014j 0.000294141-0.000458233j 0.00750281+0.00125012j 0.0025534-0.00153269j -0.00200554-0.00174088j -0.00211854-0.00109675j 0.000227155-0.00302075j 0.00692543-0.00317533j -0.00545262+0.00711757j -0.00692093+0.00463127j -0.00613712+0.00633665j -0.0061587-0.0153119j -0.000230994+0.0103765j 0.00612422-3.81711e-05j 0.00410915-0.0217914j -0.0117111+0.00969631j 
0.003763-0.00455967j -0.00651136-0.00142169j 0.00151491+0.00138464j -0.0026701+0.0010523j 6.77157e-05+0.00139699j -0.010114+0.00179168j -0.00224139+0.00171283j 0.00844148-0.00460885j 0.00136162-0.00349748j -0.00501261-0.00230547j 0.00216417-0.000569041j 0.0104994-0.00521612j 0.00414453+0.0041364j 0.0119665+0.000655932j -0.00487727+0.00171003j -0.00276972-0.00287077j -0.00735383+0.00101377j -0.00428218-0.00261504j 0.00119139-0.000625323j 0.00789602+0.00266736j -0.00686745+0.00639477j -0.00552294+0.00751184j 0.018943-0.000732747j -0.00713064+0.00148544j 0.00789743-0.00129836j 0.00931661+0.00200868j 0.0136311-0.0024067j -0.00306789+0.00397788j -0.00890886+0.000431164j -0.00507643+0.00308386j -0.00546229+0.00564648j 0.00715068+0.00207185j 0.0177181-0.00608843j -0.0284394+0.00413216j -0.00275411+0.00188905j 0.00370031-0.000295861j 0.00734552-0.00141413j 0.000460336+0.000589305j 0.002493+0.00866175j 0.00149491-0.000544623j -0.0040086+0.00312857j -0.00869549+0.00770507j -0.0175516+0.0024178j -0.00865338-0.00645359j -0.0950277+0.00555726j -0.020029+0.00749344j 0.0299459-0.00910489j -0.0158482-0.00277411j 0.0141421-0.0050978j -0.00262695+0.000257833j 0.0017266+0.00145866j -0.00132585-0.00214229j 
-0.0126181+0.00162773j -0.00631873+0.00720318j -0.0201725+0.00442343j -0.00178743-0.00090707j 0.0109136+0.00292454j -0.00940639-0.00835672j -0.00992804+0.00255318j -0.00420528-0.0017518j -0.00739539+0.00584093j -0.0110978+0.00271906j -0.00489084+0.0011218j 0.00207081-0.00184299j 0.0152429+0.00346819j -0.0164093+0.00977783j 0.017442-0.0134453j -0.0151337-0.000438701j -0.0113102+0.00275222j -0.00328808-0.00888143j -0.00308612+0.00844797j -0.0052852-0.00608796j -0.0110585+0.0101533j 0.00169064+0.000898466j -0.00330241-0.00137189j 0.0047383+0.000101587j 0.0114025-0.00712227j -0.00408061-0.00605357j 0.0131073+0.00254146j -0.00949568-0.00690124j 0.00524408+0.000732122j 0.0109432-0.00361034j 0.0146313-0.0152966j 0.0050362+0.00981301j 0.00324992-0.00685314j -0.0244627+0.00434608j -0.00233281+0.00225735j 0.00306934+0.00193285j 0.0062696-0.00789974j 0.00267047-0.00344626j 0.00173095-0.013231j 0.00270909+0.0030071j 0.000646091+0.00545125j 0.0125805-0.00460831j 0.00400238-0.000964448j 0.0108482+0.00336316j 0.000222745-0.00413268j 0.0112617-0.0110127j 0.0218075+0.0121307j 0.0021679+0.0180948j -0.000858799+0.000862786j -0.00213536-0.00350655j -0.00993891-0.00748311j -0.00186963+0.00955872j 
-0.000816597+0.000321239j 0.00145245+0.000871801j 0.000709078-0.00426515j 0.00214127-0.00158773j -0.000687154+0.00294971j 0.00325727-0.00162356j 0.00225553-0.00148512j -0.0110772+0.00147613j -0.00846021+0.00296909j -0.00568241+0.00344987j 0.00273793+0.00118836j -0.00917585+0.000849659j -0.00263401-0.000762118j 0.00197114-0.0132199j 0.0125007+0.000822749j 0.00349863-0.00318545j 0.00120218-0.000427307j 0.00557904+0.00459562j -0.0182087+0.00480315j 0.00175506-0.00243598j 0.00585301-0.00217665j 0.00472737-0.000307872j -0.00106252-0.00864562j -0.00623208+0.001248j 0.0127156-0.00375215j -0.000370256-0.00646697j 0.00664537-0.0035739j -0.00459076+0.00422015j -0.0137938+0.0139491j 0.00473659+0.0047553j 0.0021367+0.00487893j -0.0113725+0.00091099j -0.0323839+0.00486911j 0.0107462-0.00954024j 0.00734661-0.00237697j -0.00309917-0.00114448j -0.0082679+0.00570951j -0.00891337+0.00632972j 0.0113303-0.00413908j -0.00369155+0.000413842j 0.0153415+0.00254558j 0.0230308+0.00256193j -0.00628036+0.00931511j -0.0613163+0.0212087j -0.0415133+0.0455116j 0.0361921+0.00389623j -0.0303368+0.000203118j 0.00483116+0.00485985j -0.0154039-0.000109197j -0.00189482-0.00103798j 9.373e-05-0.00315619j -0.000382611+0.000314784j 
0.000183615-0.00112905j -0.00159699-0.00593895j -0.00634714-0.00564721j -0.000646991-0.00520186j -0.000897852+0.00440794j 0.00292084-0.00976594j -0.000273121-0.00724456j -0.000731352+0.00958202j 0.000243963+0.0046769j 0.000320551+0.00119669j -0.000670781-0.00281496j 0.00366438+0.00849964j -0.000322569+0.00274039j -0.00978061-0.00889136j 0.00584587+0.000126977j 0.00095547-0.0053524j -0.00343798-0.00515492j 0.0062434-0.00182965j -0.0085786+0.00280744j -0.00313003+0.0118673j -0.00706203-0.00858071j -0.00664314-0.00285767j 0.00173611+0.0118845j -0.00123214-0.000933902j 0.00796437+0.0119325j 0.00575151-0.00292807j 0.00675687+0.0156283j -0.000758503-0.00143238j 0.0011591+0.010005j 0.000479531+0.0191493j 0.00675703+0.0127226j -0.0044204+0.00648153j 0.00250769+0.0259762j 0.000108449-0.0240994j -0.00362997-0.00115704j -0.000870255+0.00510875j 0.00695057+0.00517563j 0.00448647-0.00250622j 0.00756974+0.00393789j -0.000745392+0.00088688j 0.00134418-0.000833278j 0.00260204-0.000175683j -0.00364055-0.0108973j -0.0031702+0.0101316j -0.0177366-0.053665j -0.000589735-0.00878931j -0.0114558+0.053194j -0.0202377-0.0145879j -0.00361798+0.0345213j -0.00422222-0.00292397j 0.000648842-0.00713025j -0.000995992-0.00238114j 
-0.00441633-0.00284215j -0.00334917+0.00147946j -0.00735023-0.00484006j 0.000638777-0.00188648j 0.00289795+0.00607291j 0.00141692-0.00177734j -0.00105426-0.00332749j -8.5834e-05-0.00655739j 0.001098-0.00543793j 2.83235e-05-0.00350727j -0.00184364+0.00253365j 0.00211921-0.00551364j 0.00770118-0.0045704j -0.0193331-0.013426j 0.00604144+0.01712j -0.00550224+0.000337482j -0.00280648+0.000321734j 0.00155199+0.00707505j -0.00150288-0.0139836j -0.000394217+0.00284129j -0.0017446-0.00700841j 0.000358325-0.00108718j 0.00255377-0.00643603j 0.00182443-0.00247788j -0.00211047+0.0142389j 0.0074607-0.0104658j 0.0047498+0.0119593j 0.00659778+0.00107958j 0.0158506+0.00764496j 0.00446684+0.011754j 0.0164358+0.0118805j -7.57982e-05-0.00290643j 0.0165095-0.0137104j -0.00765726+0.0108906j -0.00354797+0.00452021j 0.000618348-0.00183266j 0.00725726-0.00510625j 0.00669068-0.0010682j 0.0071324+0.00580499j 0.000816262-0.00167353j -0.00962657+0.00986576j -0.0065536+0.0210616j 0.00204877+0.0100344j 0.0345239-0.0108439j 0.030106+0.0375973j -0.0161785+0.0312725j -0.00140523-0.0129032j -0.0258813+0.017497j 0.0109896-0.0138964j 0.00125419-0.00367367j -0.00145764-0.00852467j -0.00290643-0.00117649j 
