-0.0123364+6.41848e-17j -0.0101997-5.95867e-05j 0.00136467+0.000397541j -0.0195565+0.00239404j -9.19718e-05+0.00142734j 0.00675825+0.00198063j 0.0292216-0.00319376j 0.0111671-0.00114401j 0.0224478-0.00235397j -0.00971699-0.00312123j 0.00263274+0.000699636j -0.0391384+0.00335817j 0.0110569+0.00268939j 0.0207561-0.000148824j 0.0257285-0.00180772j 0.0130453+0.00135895j -0.000842482+7.84181e-05j 0.00126746-0.00158548j 0.0209946-0.00278177j 0.00398276-0.000565057j -0.00725389-0.000620151j -0.002763+0.000583954j -0.0111178+0.00208392j -0.00862409+0.00141443j 0.0199576+0.00168717j 0.0130174+0.000518098j 0.0101375+0.00187144j 0.0100648+0.000201963j 0.00410704-0.00176486j 0.00583747+0.000470939j -0.0158902+0.00113337j 0.00802355-0.0018152j -0.00285479-0.00269852j 0.00792189-0.00286254j -0.00214536-0.000416284j -0.012183-0.00080691j -0.000190589+0.000953057j -0.00444386-0.000227553j -0.0220262+0.00260652j 0.000116686+0.00526388j -0.00335642+0.00147133j -0.0193631+0.00350901j -0.0104689-0.000121272j -0.0177509+0.00142022j -0.0103061+0.00104881j 0.000133053+0.00286921j -0.00990185-0.0011355j 0.00491654-0.00333908j -0.0148183+0.00138871j 0.0350171-0.00560993j -0.0181256+0.00213482j 0.00148929-0.000908456j 0.00422481+0.0028262j 0.0261969+0.00247291j 0.0293308+0.00240599j -0.00965936-0.00192269j -0.00475879+0.00321588j 0.0252343-0.00522777j 0.0897969+0.00118918j 0.03748-0.0199029j -0.130942+0.0098297j -0.0686346-0.00409064j 0.0133022+0.0147366j -0.0469151+0.00748152j 0.0325839+0.00147169j 0.0123008-0.00643864j -0.0428789-0.000993215j -0.0274047+0.00676762j 0.0106177-0.0065427j -0.0459018-0.00662435j 0.000651897-0.00124032j 0.0631923+0.0126581j 
0.000116686-0.00526388j -0.0326948-0.00158883j 0.0492412+0.00445348j 0.0449796-0.0028294j 0.00851888+0.000443929j 0.00216652+0.00230436j -0.024187-0.000322541j 0.0532373-0.00200609j -0.0198829-0.00622343j 0.0664585-0.000561578j 0.0183263-0.000276808j -0.0066009-0.00465113j 0.207789+0.00169937j 0.128728+0.00367888j 0.0700502-0.00400049j 0.0238251-0.00401558j 0.0172935+0.00221655j 0.0369438-0.00281249j -0.144483+0.00259225j 0.0112373+0.002979j 0.0639104-0.00357364j 0.140354+0.00511976j -0.010804-0.00411966j -0.0405268+0.00322553j -0.0291192-0.00209654j 0.0426682-0.00235825j -0.251779+0.0013361j 0.139334+0.00112165j -0.308643+0.000983117j 0.138308-0.000750753j 0.0447324-0.0013467j -0.100738-0.00089214j -0.190287-0.00134627j -0.288112+0.00329867j 0.00993564+0.00271479j 0.0488018+0.00156358j -0.139545-0.000532746j -0.210606+0.00306375j 0.0202822-0.00156878j 0.108602+1.71608e-15j -0.025192-0.000142677j 0.0107594-0.000686584j -0.0135831-0.00589463j -0.000698004-0.00024189j 0.0371386-0.00223866j 0.0457466-0.000380485j 0.0216326+0.00236722j 0.0179757-0.00161297j -0.0117867-0.000653457j 0.031325-0.000136131j 0.0532768+0.000235543j -0.0513015-0.00162963j 0.051072+0.00415534j -0.0283679+0.00305347j -0.104351-0.00308839j 0.00604201-0.00151592j 0.0111377+0.00285138j 0.040448-0.00487144j -0.0289071+0.00192609j -0.122172+0.000772526j -0.019577+0.000369592j -0.0176656+0.00473307j 0.00187571-0.00291759j -0.0115167+0.00306546j 0.00129431-0.00288173j 0.00513444-0.0017899j 0.00222316+0.00232503j 0.00958301+0.00282766j -0.0178205-0.0042982j -0.0360153+0.00160068j 0.0353002-0.00156896j 0.0072189-0.00489848j 
-0.00335642-0.00147133j -0.00712131+0.000362085j 0.000683731+0.000547619j -0.00570404-0.000435211j 0.00314621-9.22611e-05j 0.000186709-0.00326956j 0.00191482+0.000724216j 0.0335702-0.00130455j -0.0321761-0.00224222j 0.0857063-0.00202527j 0.035623+0.00029174j -0.206211-0.000798874j 0.0308695-0.00102993j -0.087114+0.00395802j -0.0409488+0.00162941j 0.0425339-0.00130027j -0.0228749-0.00262053j -0.0559337-0.00764902j -0.0558289+0.00171644j 0.164783-0.0011929j 0.0592916+0.00299513j -0.186174+0.000480125j 0.354634+0.00485103j 0.131801+0.00155813j -0.0336104-0.00176171j 0.401539-0.00591509j -0.152582+0.00220684j 0.241557+0.0013321j 0.343171+0.00225179j 0.203665-0.000776627j 0.200711+0.00028889j -0.073776-0.00125134j -0.0595382-0.000733742j 0.0302559+0.00134905j -0.0726459-0.000286869j -0.0449094-0.000104317j 0.0113716+0.000318803j -0.0459928+0.00161124j 0.0232988+0.00164891j -0.025192+0.000142677j 0.0614239+1.47885e-15j -0.00622837-0.000326559j -0.00960464-3.02773e-05j 0.01233-1.98015e-05j 0.0180282+0.00357262j -0.0041007+0.00406955j 0.0172763+0.0026775j -0.0260501+0.00278492j -0.0487999+0.00144886j 0.00571242+0.0005389j 0.0196815+0.00292946j 0.035806+0.00174927j 0.00667976+0.000451733j 0.0188834+0.00519351j 0.0132028-0.0016729j -0.0545404+0.00372202j -0.00192101+0.000426524j -0.0200796-0.00122064j -0.000893981+0.000907335j -0.0156344+0.0015768j 0.0271173+0.00114612j -0.00458407-0.00141606j -0.0446454-0.000505397j 0.00759072+0.00325463j -0.0109433-0.000748612j -0.0207632+0.00329896j -0.00847714-0.00234604j 0.00177639+0.000368291j 0.0010231-0.000943926j -0.000847372+0.000582j 0.00272286+6.6489e-05j -0.00155736-0.000693984j 
-0.0193631-0.00350901j 0.00256244+0.00206037j 0.0208509+0.00214734j 0.00969601-0.00384577j -0.0813368-0.00140248j 0.037233+0.00658299j -0.0242052+0.00305729j -0.0633745+0.00264726j 0.0389442+0.00472069j 0.164252+0.00144675j 0.0350662-0.0057593j 0.0597906+0.00457012j -0.0264696+0.00318473j 0.0676144+0.00138816j 0.0582373+0.00265658j 0.0544323+0.00185362j 0.0318505+0.00361885j 0.0366393+0.00284248j 0.143936+0.00413765j 0.00835656+0.000836j -0.0325703+0.00203403j -0.044247-0.00246879j 0.078205+0.000380169j 0.176857-0.00118301j 0.198769+0.00215103j 0.0154817+0.00214212j 0.143349-0.00095024j 0.30973+0.00408505j -0.273847+3.55464e-05j 0.0225262+0.00107409j -0.129019-0.000524427j -0.236099-0.000508453j -0.100971-0.00425489j 0.0334972-0.000260857j -0.0164373+0.000322293j -0.0525944-0.000443956j 0.073562-0.0017379j 0.1021+0.000507173j -0.0146658+0.00136632j 0.0107594+0.000686584j -0.00622837+0.000326559j 0.0529131+3.79991e-15j 0.0423509-0.0030387j 0.00609676-0.000262468j 0.032757+0.00120918j -0.00283031-0.00227118j -0.114606+0.00179507j -0.0255505+0.000406129j -0.0324345-0.00241088j -0.0174405-0.00161935j -0.0693255+0.00130706j 0.0125479+0.00366231j 0.0499591+0.000474484j -0.0124588+0.00407388j -0.0606427+0.000161453j 0.0465525-0.00127699j 0.0277505-0.000668137j -0.0481027+0.00439596j 0.011515+0.00420787j 0.0176712+0.0033732j -0.0164932+0.00214303j 0.0374095-0.00351423j -0.0442595+0.00266103j 0.00876472-0.00278247j 0.0406583-0.000229239j 0.039028+0.000281227j -0.0135731+0.004354j -0.0314206+0.00116039j 0.00156419-0.0022594j -0.00139484+0.00177664j 0.0085628-0.0026914j -0.00968873-0.00196555j 
-0.0104689+0.000121272j 0.00779187+0.00279653j -0.0202601-0.000921009j -0.0166334+0.00354895j 0.0137616+0.00553863j 0.0791281-0.000223407j 0.0139567+0.00430126j 0.109716-0.00311151j -0.000626878-0.0052676j 0.0312036+0.00188438j -0.119157-0.00375142j 0.0378438-0.00281925j -0.0563696+0.0033841j -0.145946-0.00488477j -0.108046-0.00253901j 0.144369-0.000926108j -0.0745289+0.000693251j -0.108763+0.00229908j 0.0819955-0.00638723j 0.0871491-0.000940044j -0.30191-0.00130452j -0.189372-0.00185141j -0.221165+0.00505001j -0.120546-0.00358584j -0.038784+0.00154599j -0.0845524-0.00114058j -0.143196+0.000304883j -0.0745247+0.000446646j 0.271431-0.00220904j -0.117414+0.000691595j -0.0227696-0.00152771j -0.162726+0.00123198j -0.232195-6.72274e-05j 0.0276719+0.000301621j -0.109447+0.00243707j -0.0591773+0.000224328j -0.0560166+0.00149694j -0.0827826+0.00188423j -0.0579819-0.000923275j -0.0135831+0.00589463j -0.00960464+3.02773e-05j 0.0423509+0.0030387j 0.0110227+1.65536e-15j -0.00434724-0.00163988j 0.0330858-0.00165017j -0.0339566-0.00307275j 0.0253737+0.00128835j 0.00233815-0.000860153j -0.0525264-0.000503706j 0.013964+0.000950238j -0.00963789+0.00244386j 0.0134319+0.00375522j -0.0199728-0.000686156j -0.032566+0.00354189j -0.0370315+0.00016479j -0.0108783-0.00378127j 0.0252416-0.000906772j 0.0560047-0.00170056j 0.0592757+0.00132106j -0.0708224+0.00216763j -0.0318741+0.00203209j -0.02676+0.00205573j 0.0180197+0.00123229j 0.00247381+0.00301055j 0.034815+0.000478745j -0.0132492-0.00130373j 0.0156442-0.00164237j -0.00965497+0.00456984j 0.0132176-0.000606474j 0.00500679-0.0021694j -0.00047807-0.00189563j -0.00919187+0.0014116j 
-0.0177509-0.00142022j -0.00683852+0.00193665j 0.0167113+0.00389146j 0.0231615+0.000172273j 0.0445487+0.00133874j -0.025455-0.00259928j 0.0858511+0.0030304j -0.00777563-0.000261603j 0.0888359+0.00194045j 0.0808214-0.00295192j 0.0825403+0.00277842j -0.0655027+0.0045575j -0.0530374-0.000553939j -0.085027+0.00167553j 0.0132071-0.00209895j -0.00782278+0.000465626j -0.130743-0.00423284j -0.0686728+0.0017128j 0.0207791+0.00349438j -0.174453+0.00188097j -0.10084+0.00100922j -0.00269395-0.005039j -0.00516476+0.00192905j 0.435079-0.000882103j -0.0387872-0.000727388j 0.0449462+0.00515464j 0.0289708+0.00106695j 0.238132+0.000714113j 0.143303-0.0033487j -0.0827507+0.0011764j -0.120578-0.00114775j 0.209236+0.00412824j -0.0460564-0.000520848j 0.049204-0.000107504j -0.0229139-0.00205734j -0.0177634-0.00300076j -0.00235717-0.00195644j -0.0275455+0.000668638j 0.0184217+0.00214434j -0.000698004+0.00024189j 0.01233+1.98015e-05j 0.00609676+0.000262468j -0.00434724+0.00163988j -0.0372771+1.55258e-16j -0.0330306-0.00110748j -0.0299153-0.00433608j -0.01149-0.0018166j 0.0501261+0.00033449j 0.00745867+0.0011853j -0.040082-0.00239818j 0.00879883-0.00103556j -0.00981426-0.00343939j 0.0626451-0.00144129j 0.0741953+0.000717336j -0.0382649+0.00313681j -0.0648676+0.00363077j -0.00635129+0.000331783j -0.0267465-0.00133226j -0.0027113+0.000335795j -0.00312451-0.000324455j -0.0057722+0.00196834j -0.0268081+0.000240769j -0.015273+0.00085773j 0.0126802+0.000777887j -0.00219762-0.00204991j -0.016579+0.00138237j -0.00464106-0.000760732j 0.0229254-0.000951263j -0.0233929+0.00127499j -0.00481429+0.00235803j 0.000338059-0.000626241j -0.00864547+5.33807e-05j 
-0.0103061-0.00104881j 0.00480346+0.00274345j -0.0052928-0.00324255j -0.0347535-0.000451668j -0.0586019+0.00249733j 0.0712677+0.00357099j 0.0501638+0.0042726j -0.0758043-0.00113903j -0.149101-0.00298048j 0.0179523-0.00307158j -0.0738365-0.00515593j -0.0612737+0.0028713j -0.0295346-0.00410903j 0.0333268+0.00664836j 0.00681223+0.00713401j 0.158607-0.00533782j -0.0564669-0.0022514j -0.177582-0.00424852j 0.0925439-0.00464194j -0.0217837-0.000135545j 0.253393+0.000103328j 0.137781-0.00282046j -0.111523+0.000499702j -0.170707+0.00292307j -0.122886-0.00178616j 0.515787+0.00273973j 0.0521896-0.000849609j -0.134389+0.00118804j 0.0210281-0.00387746j 0.130174-0.00320725j -0.218685-0.00138347j -0.0145018+0.00126058j 0.0303776+0.00207741j -0.0458846+0.0025797j 0.00534645+0.000495111j -0.0728469+0.00140735j 0.0146992+0.000971637j 0.0152962+0.00333626j -0.0297989-0.00374267j 0.0371386+0.00223866j 0.0180282-0.00357262j 0.032757-0.00120918j 0.0330858+0.00165017j -0.0330306+0.00110748j -0.00917803-2.81405e-16j -0.0148161+0.00117102j -0.0336036-0.00103058j 0.011072+0.00329922j 0.064749-0.00193827j 0.0441066-0.00124108j 0.0266891-0.00278215j 0.0290818+0.00142007j -0.0329583+2.95552e-05j 0.00945157+0.000665473j 0.0191148+0.0026401j -0.0220236+0.000288181j 0.0326782-0.000825387j -0.0288065+0.00104329j 0.0476498-0.000208313j 0.00616268+0.00531181j -0.0104981+0.00179908j 0.0464683-0.004388j -0.0357124+0.00620885j 0.0376514+0.00240898j 0.0166026+0.00180819j 0.00915075+0.00242421j -0.0198961+0.00336315j -0.023069+0.000352931j 0.009772-0.000625031j 0.00911184-0.000436373j -0.00182873-0.00275413j -0.0169197+0.000833302j 
0.000133053-0.00286921j -0.0168076-0.000343037j 0.0214845+0.00104386j 0.020813+0.000551881j 0.0194973+0.00069506j 0.156548+0.00737403j -0.0458268+0.006225j -0.0367971-0.00487029j 0.0630991-0.00136433j -9.66266e-05+0.00543028j 0.120889-0.00144752j -0.083255+0.000608758j -0.105948+0.00055736j 0.0268445-0.00170965j -0.0537452-0.000450273j -0.00943333-0.00204209j -0.0939911+0.0029287j 0.0770673+0.00160005j -0.0202293-0.00319073j 0.247821-0.00199906j -0.315911-0.00110034j 0.00803077-0.00105774j -0.103622-0.00168941j 0.232028+0.00455625j -0.0598701-0.000669537j 0.328406+0.00115658j 0.193925-0.00111194j -0.0930027-0.00173546j -0.118416+3.75963e-05j -0.139844-0.00110691j 0.0661032-0.00362617j -0.0382656-0.00114157j 0.00177394+0.00280015j -0.0198247-0.00348226j 0.0207045+0.00446098j 0.0167203-0.00106986j -0.00722877-0.000274307j 0.0171059+0.000225532j -0.00370595-0.0037521j 0.0457466+0.000380485j -0.0041007-0.00406955j -0.00283031+0.00227118j -0.0339566+0.00307275j -0.0299153+0.00433608j -0.0148161-0.00117102j 0.110093-2.8159e-14j -0.00732649+0.000684633j -0.0480109-0.00058073j 0.0791181-0.00374363j -0.0243171+0.0014918j 0.0255656-0.00140898j -0.0333799+0.00140257j -0.0442107-0.00308381j -0.0442715+0.0002312j -0.0250998+0.0025409j 0.0305087-0.00468975j 0.0227341+0.00161806j 0.0113685-0.000411854j -0.0160966+0.000324699j 0.00791399+0.00104464j 0.0237412+0.000514929j 0.027274+0.0013093j 0.0163076-0.00187733j -0.0130044-0.0020861j 0.0178473-0.00213213j 0.0354627-0.00139342j 0.00616159+0.00162513j -0.00232189+0.00123532j -0.0209589-0.000301956j -0.0205155+0.00340163j 0.0165023-0.00122653j 0.000226998-0.00167532j 
-0.00990185+0.0011355j 0.021318+0.00396742j -0.0109957-0.000519641j 0.00745949+0.000347688j 0.033007+0.00633932j -0.0132224-0.00308804j 0.0393903+0.000140723j 0.207266-0.00145732j -0.088761-0.00701386j 0.0801637-0.00246881j -0.00605684-0.00297769j 0.000534953-0.00516132j 0.0155597-0.000683661j 0.0346639-0.00193963j -0.0814239-0.00408004j -0.0216208-0.00118426j -0.057428+2.10753e-06j -0.0668907+0.00208938j -0.104194+0.00105105j -0.0544474+0.00219488j -0.135736+0.000640165j -0.301967-0.0023847j -0.322424-0.00550556j -0.0849441+0.00106863j -0.11481-0.00152369j 0.109875+0.00149847j -0.272965-0.000593285j 0.0848538+0.00253247j -0.0988316-0.0047171j 0.0387237+0.0002204j 0.0848997-0.00286781j 0.0512397-0.0012569j 0.0555016+0.00114327j -0.0496526+0.00104076j -0.00588179-0.00129087j -0.0415639-0.00178385j 0.0276992-0.00460866j -0.0338964+0.000541017j -0.0412863+0.000321891j 0.0216326-0.00236722j 0.0172763-0.0026775j -0.114606-0.00179507j 0.0253737-0.00128835j -0.01149+0.0018166j -0.0336036+0.00103058j -0.00732649-0.000684633j -0.1274+4.11129e-16j 0.0198897-0.00581391j -0.00315954-0.00371126j 0.0524424+0.00327458j 0.0192066-0.00149792j -0.0606253-0.00379956j -0.0632814+0.0053862j 0.010134-0.00179793j 0.0526933-0.00722493j -0.0124066+0.000286145j -0.0535076+2.26133e-05j 0.0327261-0.00625454j -0.0775546-4.07638e-05j -0.00811883+0.000120032j 0.00560725-0.00410559j 0.0102944-0.00100379j -0.0640305-0.00342048j 0.00203223+0.00186462j -0.0549497+0.00308558j -0.0308854-0.00106124j 0.0433902+0.000417905j -0.00598213+5.6125e-05j -0.0101154-0.00386243j -0.0069125+0.000474904j -0.0224758+0.00206883j 0.00305009+0.00184516j 
0.00491654+0.00333908j 0.0164203+0.00157315j 0.00212906+0.0064504j 0.0300582+0.00118069j 0.135163+0.000147687j 0.0263336-0.00908011j 0.0450528+0.00374964j -0.108931-0.0103585j -0.0810936-0.00220031j 0.0870769+0.00310039j 0.0507182-0.00165406j 0.0288047+0.00229938j 0.00131635+0.00387659j -0.190389+0.00404611j 0.0938459+0.00317083j -0.0925706+0.00237467j -0.391247-5.80794e-05j 0.207303-0.001447j 0.112772+0.00145179j -0.110321+0.00356559j 0.154574-0.00367615j 0.404814-0.00107283j -0.182544+0.00889967j 0.108921-0.00309448j 0.0223683-0.00228034j 0.0311987-0.00118678j -0.130974-0.00175962j 0.0471305-0.00184835j 0.00117333-0.00231149j 0.0053442-0.00178091j 0.0570615-0.00170651j -0.0153434+0.00146517j -0.0294902+0.00235021j -0.00330534-0.0055338j 0.0407396+0.00199865j -0.013504+0.00223741j -0.034222+0.00229394j -0.0295625-0.00164601j 0.0194453-0.000507606j 0.0179757+0.00161297j -0.0260501-0.00278492j -0.0255505-0.000406129j 0.00233815+0.000860153j 0.0501261-0.00033449j 0.011072-0.00329922j -0.0480109+0.00058073j 0.0198897+0.00581391j -0.0634519+9.92696e-16j -0.0185712-0.00125162j 0.0501507+0.000454105j 0.0251834-0.000359267j -0.0176039+0.00336426j -0.0241338+0.00122117j -0.00424242+0.000846437j -0.0499691+0.00108961j 0.00367012+0.000616707j 0.00332644+0.000156199j 0.0295302-0.00186256j 0.0108621-0.00147133j 0.00396859-0.00107193j 0.000140851-0.00165515j -0.030048+0.00342299j 0.00747008+0.000496512j -0.0201955-0.00229689j -0.00481943-0.00482243j -0.00973845-0.00115591j 0.0216826-0.00547574j 0.0301079+0.00245259j -0.0175592+0.00181884j -0.0034398+0.00257463j -0.00462424+0.00119582j 0.00517639+0.00108487j 
-0.0148183-0.00138871j -0.0118002+0.00103774j -0.0376896-0.00357868j 0.000194201+0.00400082j 0.0100853-0.0020934j -0.00843305-0.0022774j 0.150257+0.0062359j -0.0320239+0.0033658j 0.107152-0.00161714j -0.0126276-0.00416528j -0.110167-0.00153565j 0.0760596+0.00907412j 0.00372014+0.00276368j 0.0107258-0.00201126j -0.0952438+0.00113792j 0.160474-0.00400101j -0.18494+0.00402248j -0.154182+0.000941027j 0.143604+0.00148138j -0.247937-0.00197123j 0.0449925-0.00181849j 0.0395234-0.00339624j -0.298821+0.0015366j -0.00687169-0.000905915j -0.0802695-0.00454064j -0.12138-0.00156982j 0.0918625+0.00430798j 0.0295218+0.00398262j 0.0331157+0.000896187j -0.00427329+0.00249066j -0.00955237+0.00160745j 0.010437-5.71101e-06j 0.0603861+0.00261672j 0.0558573-0.00536958j -0.0134807-0.000398424j -0.0451258+0.00534548j 0.0281377-0.00128856j 0.00480141-0.00260375j -0.0724247-0.00120087j -0.0117867+0.000653457j -0.0487999-0.00144886j -0.0324345+0.00241088j -0.0525264+0.000503706j 0.00745867-0.0011853j 0.064749+0.00193827j 0.0791181+0.00374363j -0.00315954+0.00371126j -0.0185712+0.00125162j -0.037519+2.13588e-15j -0.00237885-0.00206616j 0.00204473-0.000539209j 0.0119802-0.000690368j -0.0134098-0.00153193j 0.0604177+0.000979264j 0.011828-0.00254581j 0.00932477+0.000714002j 0.000293945+0.00030981j -0.0346469+0.000895126j -0.0285605-0.00107558j -0.0091204-0.00012257j 0.0337871-0.00158717j -0.00186642-0.00122939j -0.0303296+0.000211736j 0.0248644+0.000744533j -0.0196486-0.000351981j -0.00252953+0.00155563j -0.000149186+0.000621031j 0.00350199-0.00133606j -0.00296457+0.000416887j 0.00945996+0.000210947j -0.0112186+0.000854935j -0.0033798+0.000908559j 
0.0350171+0.00560993j 0.02658-0.00377303j -0.0492736-0.000363632j 0.0498545+0.00726497j 0.0266015-0.00498732j -0.0189521-0.00413546j -0.0335567-0.000560259j -0.0656915+0.00084038j 0.0329416+0.000506906j 0.0222023+0.00418359j 0.0905641+0.00342874j 0.0528328-0.00358555j -0.0554125+0.00296038j 0.0281778-0.00123361j -0.188431+0.00213958j -0.162323-0.00310154j 0.00477581-0.00205974j 0.110162+0.00330157j -0.074019-0.00549872j 0.114208+1.8278e-05j 0.0808573-0.00101976j -0.0434636+0.000182198j 0.039597-0.00183661j 0.162368+0.000909091j -0.177229-0.00728909j -0.0877338+0.00236129j 0.0107636-0.000187607j 0.0267825-0.000810092j -0.0162391-0.000678293j 0.016437+0.00158712j 0.0433769+0.0021844j 0.106161-0.00105054j 0.00555712+6.8806e-05j 0.0472494+0.00012347j -0.00689927+0.00016253j 0.0457404+0.00218527j 0.0111519+0.000213816j -0.0887354-0.00294691j -0.059875+0.00107527j 0.031325+0.000136131j 0.00571242-0.0005389j -0.0174405+0.00161935j 0.013964-0.000950238j -0.040082+0.00239818j 0.0441066+0.00124108j -0.0243171-0.0014918j 0.0524424-0.00327458j 0.0501507-0.000454105j -0.00237885+0.00206616j -0.0109451-4.7011e-16j -0.0254041-0.000187868j 0.0491921+0.000506513j -0.0557631-0.000661287j -0.0048022-0.00515717j -0.0241312-0.000620362j -0.0134806+0.000164421j -0.0219165-0.000952172j 0.0122132+0.00184565j -0.0570261-0.00079188j 0.023876+0.000821859j 0.0430481-0.00313227j -0.0140276+0.00193811j -0.0173932-0.0018725j -0.000962561+0.000701862j -0.0239723+0.000541863j -0.0386645+0.00185695j 0.015382-0.00342052j 0.0228165-0.00349014j 0.013603+0.0018351j 0.0206079-0.000268436j -0.0145039+0.00447616j 0.0275697+0.000131834j 
-0.0181256-0.00213482j -0.00291509+0.00371793j 0.0688243+0.00581232j -0.033101-0.00761109j 0.0185549+0.00888543j 0.0326534+0.00113409j 0.0103908-0.00302719j 0.136653+0.000204165j -0.0157742+0.00339689j 0.0133112-0.000200427j 0.089094+0.000691483j -0.024667-3.15772e-05j -0.0519938-0.00292377j -0.101544+0.00148815j 0.195818-0.00542139j 0.0354055+0.00291333j -0.0314496+0.00186841j 0.00412439+0.00281929j 0.0584437+0.0021686j -0.0390883-0.000568754j -0.344415-0.00574233j -0.0717974+0.00148547j -0.111975-0.00277067j 0.125633+0.00195927j 0.0666633+0.00125505j -0.0326342-0.000994635j 0.0402718+0.00246184j 0.0234124-0.00155777j -0.0129011-0.000637071j -0.0536924+0.00108729j 0.00428548+0.00258485j 0.0215224+0.00054508j -0.0592818+0.00190312j 0.00620449-0.00546762j -0.052357+0.00309167j 0.031404+0.00492021j 0.00156458+0.00124849j 0.0582717-0.000145542j -0.0116494-0.0025293j 0.0532768-0.000235543j 0.0196815-0.00292946j -0.0693255-0.00130706j -0.00963789-0.00244386j 0.00879883+0.00103556j 0.0266891+0.00278215j 0.0255656+0.00140898j 0.0192066+0.00149792j 0.0251834+0.000359267j 0.00204473+0.000539209j -0.0254041+0.000187868j -0.0131282-1.06902e-15j -0.0135684+0.000519742j 0.0286176-0.00217042j -0.000959741-0.00191243j -0.0176815+0.000386682j 0.00316764-0.000187564j 0.0255986-0.00227318j 0.00772897+0.00159183j 0.020853-0.000922672j -0.0239486-0.000141526j 0.00486572+0.000670606j 0.00477418-0.000577284j 0.0187059+0.00173716j -0.0166759-2.3288e-05j 0.00502301-0.00336629j 0.0197681-0.00173799j 0.00557794+0.0017883j 0.0100189+0.0016531j -0.0176097+0.000740836j -0.00675895+0.00222886j 0.0084681-0.00251696j -0.0132209+7.62981e-06j 
0.00148929+0.000908456j 0.00117425-0.000532765j -0.136384-0.0106356j -0.00846131+0.0155724j 0.0967371-0.000982107j 0.0631785+0.00388581j -0.114218+0.00487949j -0.119959-0.00572239j 0.0805186-0.00167912j -0.051935+0.00355361j -0.129823+0.0027542j -0.0542422-0.00178774j -0.0324221-0.00154495j -0.0976644-0.00233145j -0.191145+0.00509205j -0.302066-0.000547596j -0.00173456+0.001453j 0.18357+0.00119685j 0.100565-0.00489386j 0.324275+0.00258164j 0.101683+0.000909866j -0.0057548-0.00578538j -0.0484654-0.00386481j 0.0414182+0.000486321j -0.014072+0.00398675j 0.0247086+4.05121e-05j -0.0305331+0.00202095j -0.0360275+0.00136001j -0.0144409-0.00307291j -0.0296233-0.000758112j 0.0100056+0.00152242j -0.0269521+0.00181149j -0.00733187+0.00178706j -0.00919492-0.001138j -0.04064+0.00170975j -0.00122718-0.000486288j 0.0634009+0.00252328j 0.0464159+0.00331661j -0.0331836-3.44213e-05j -0.0513015+0.00162963j 0.035806-0.00174927j 0.0125479-0.00366231j 0.0134319-0.00375522j -0.00981426+0.00343939j 0.0290818-0.00142007j -0.0333799-0.00140257j -0.0606253+0.00379956j -0.0176039-0.00336426j 0.0119802+0.000690368j 0.0491921-0.000506513j -0.0135684-0.000519742j -0.0490741+4.17635e-16j 0.00394998+0.00261085j -0.0144292+0.00195032j -0.0263571-0.00358662j -0.00543406+0.00168419j -0.00230213+0.00153387j 0.0105624-0.00025834j 0.0240793+0.00229195j -0.00227162+0.00164355j -0.0608111+0.00210317j -0.0479183-0.002508j -0.0202197+0.00203549j 0.0344418-0.000526572j 0.0280196+0.00405954j -0.043634-0.000806952j 0.0246245-0.00188179j -0.0282148+0.00362989j 0.0167723-0.00263723j -0.00352303-0.00214531j -0.0126465+0.000594672j 0.0004477+0.00167848j 
0.00422481-0.0028262j -0.0321437-0.00352411j 0.0419767+0.0063182j 0.114583+0.000156316j -0.0197187-0.0103913j -0.0422026-0.000603578j 0.0979228+0.00249455j -0.048422+0.00489274j 0.142911-0.00369793j 0.0851238-0.00338358j 0.0874529+0.000602589j -0.00269821+0.00238543j 0.0747823+0.00394162j 0.217464+0.00222744j -0.166986-5.41322e-05j 0.134166-0.00518281j -0.162908-0.00139283j -0.0501407+0.00169363j -0.350773-0.00103069j -0.159479+0.0035792j 0.0278801+0.000991687j -0.00687744-0.00374012j 0.0460271+0.000987005j 0.0347466-0.00228652j -0.00899605+0.00190769j 0.0155615+0.00395057j -0.021639+0.00150433j 0.050228-0.00469498j 0.0429866+0.00250706j 0.00188731-0.000905928j 0.0294943+0.00207967j 0.066024+0.00303102j 0.00030599+0.000287597j -0.00691651-0.00334065j 0.0470801-0.002692j 0.0364647-0.004273j -0.0134021+0.0039595j 0.0485244+0.00408402j 0.0495185+0.00265529j 0.051072-0.00415534j 0.00667976-0.000451733j 0.0499591-0.000474484j -0.0199728+0.000686156j 0.0626451+0.00144129j -0.0329583-2.95552e-05j -0.0442107+0.00308381j -0.0632814-0.0053862j -0.0241338-0.00122117j -0.0134098+0.00153193j -0.0557631+0.000661287j 0.0286176+0.00217042j 0.00394998-0.00261085j -0.0294647-2.20559e-15j -0.00171367-0.00103776j 0.0702458+0.0025995j -0.0206809+0.00117335j -0.039368-0.000404683j 0.00859989-0.00268255j -0.0321915-0.00279855j 0.00128575-0.00309978j 0.0348308+0.000563746j 0.00039062+0.00210363j 0.0502656-0.00344652j -0.0419366-9.33301e-05j -0.00402263-0.00110839j 0.0191728+0.000866695j -0.0240452+0.000313172j 0.0292305-0.00283514j -0.0203372+0.00135045j -0.0172899-0.000317003j 0.0229144+0.000641129j 0.00909289-0.00259239j 
