0.0109501+0.000600477j -0.00214739+0.00837029j -0.00486596-0.000782508j 0.00236357+0.00684261j -0.00282714+0.000727877j 0.00315348+0.00716029j -0.00213346+0.000288583j -0.0018238-0.011557j -0.00636933-0.000941156j 0.00252787+0.00126454j 8.33269e-05-0.00805881j 0.00189436-0.0016682j -0.00655554-0.00413802j 0.00386079+0.000900627j 0.00044907+0.00243426j 0.00556868+0.00943581j -0.001457+0.00315893j 0.00324747-0.00503542j -0.00374718+0.00227305j 0.00101616+0.000920785j -0.00116879-0.00310767j 0.00149895+0.00136626j -0.0018323-0.00330455j -0.00344418+0.00722135j 0.00134915-0.0109605j 0.00421354+0.00695878j -0.000541795-0.000396639j -0.00206072+0.00339781j -0.00233207+0.0022979j -0.00101627+0.00312405j -0.000133452+0.0106556j 0.0040784+0.00544414j -0.00206698+0.000247403j -0.00516228-0.00895931j -9.90865e-05+0.00488969j 0.00365361+0.00454891j -0.00161547-0.000206723j -0.000888111-0.00481424j 0.00122499+0.00505944j -0.000927211+0.00852373j -0.0124134+0.000972144j 0.00785129+0.0112045j 0.00648877+0.00702213j -0.0138977-0.0126845j -0.0111459-0.00983253j 0.00915428-0.021652j -0.00031666+0.00209329j -0.0138183+0.0202747j -1.43684e-05+0.000810499j 0.00218368-0.004209j 0.000332951+0.0031172j 0.00492294-0.0057546j 0.00200119-0.00657866j -0.00211827+0.00396215j 0.00162398-0.00342831j 0.00280548-0.00450481j -0.00717531+0.00530958j 0.000478594+0.00933224j 0.00823752+0.0100936j -0.00154483-0.014887j -0.00835386-0.00973372j 0.0185471-0.00914833j -0.027726+0.00946649j -0.0470059-0.000578343j 0.000925611-0.000565047j -0.000127357-0.00139979j 0.00355532+1.9055e-05j 0.0149083-0.0251484j 0.0344539+0.0246989j -0.0179321+0.0316071j 
0.00037227-0.000682929j 0.00284635-0.00247891j 0.00190883+0.000225001j -0.00252369+0.00204139j -0.001796+0.00835177j -0.00295585-0.00152218j 0.00506062-0.00232162j 0.00393947-0.00968951j -0.000136816+0.000841627j -0.00317012+0.00766238j -0.00239363+0.0108551j -0.00393343+0.000633947j -0.00776363+0.0214572j 0.000483219-0.00715158j 0.000169987-0.0206393j -0.000231887-0.00222679j -0.00461342-0.00582703j 0.00552321-0.0120428j 0.010181-0.00975624j 0.00222352+0.0118871j -0.00679986+0.0169389j -0.00218813-0.0033456j -0.00692353+0.00537657j -0.00607641-0.00376771j -0.00074721+0.00272455j -0.00814443-0.00986368j -0.00141689+0.00738071j 0.00795607+0.00428234j -0.000890713-0.00056503j 0.00370134+0.00044215j 0.0121157+0.000937931j 0.000590482-0.00770891j -0.00014169+0.000241361j -0.000543445+0.00557703j -0.00996264+0.00943177j 0.000677939-0.00449836j -0.0024306+0.00824492j -0.00192824+0.00842697j 0.00367477+0.016217j 0.000539465-0.0057893j -0.00794729+0.0135439j -0.00150267+0.00069083j 0.00346626-0.0183071j -0.00487397+0.010465j -0.00564233-0.011664j -0.00204354-0.0183529j -0.0147821+0.00146043j -0.00807959-0.00163885j 0.00333772+0.000678303j -0.00570261-0.00050305j 0.000356721+0.000101779j 9.87297e-06+0.00758926j 0.00365634+0.00505984j 0.0302753+0.0191461j 0.010345+0.00279493j -0.00780083-0.0037447j 0.00917454+0.00866661j 0.00367979-0.0323277j -0.0101065+0.00752925j 0.00059525+0.000845623j -0.00358414+0.0103102j 0.00543567+0.0088668j 0.00457973-0.0120761j 0.00411007-0.010569j -0.000541817-0.00145253j -0.00460146+0.00116516j 0.00541967-0.00728891j -0.00237164+0.00413973j -0.00102695+0.000345316j -0.000340657-0.00156276j 
-0.000239549+0.000640513j -0.000227393-0.00323972j 0.00237915-0.00225234j 0.00270573-0.00105828j 0.0015233-0.00429877j -0.00219448+0.00608838j -0.0029411+0.00275477j -0.00400965+0.0035135j -0.000291747+0.0109162j 0.00068671+0.00298788j -0.00173916-0.000298122j 0.000741079+0.000265343j -0.00151198+0.000480021j 0.00233194+0.00417885j -0.00742499-0.00244235j 0.000766764+0.0112881j -0.00323797+0.00217541j -0.00429605-0.00229251j -0.00622724-0.0105019j 0.00589914-0.00198965j 0.00376003-0.00218087j 0.00243265-0.000958874j 0.0041538+0.00603475j 0.00231281-0.019277j -0.00676055+0.00519933j -0.00490598+0.0103287j -0.000450526+0.0174049j 0.00109826-0.00889775j -6.05431e-05+0.0107763j -0.00105847-0.0113678j -0.00242974+0.00423579j 0.00165633-0.00389866j 0.00313533-0.00846331j 0.00131993+0.00157849j -0.00434073+0.00550362j 0.007237+0.00329889j 0.00473301-0.00591816j 0.000316309-0.00677735j 0.0059988+0.00839944j 0.00272413-0.00298007j -0.00136449-0.01146j -0.00244614-0.00564544j -0.00585202+0.00850909j 0.000572087-0.00315017j 0.000997608-0.0143135j -0.000812995-0.000381727j -0.00486974+0.0288435j 0.00262806-0.0174905j 0.000656798+0.0104164j -8.97378e-05+0.00478492j 0.00119077+0.0422215j 0.00194398-0.0482217j 0.00420029+0.00202091j 0.00456495+0.0172535j 0.00347407-0.0162877j 0.00120385-0.000239397j -0.000558535+0.00843976j 0.0028973-0.0236844j 0.000811566+0.00794797j 0.00412893-0.00479244j 0.0055936+0.00197974j -0.000290542-0.00854956j 0.00155915-0.00467628j -0.00168081+0.0115689j -0.00277804+0.00205786j 0.000654267+0.00319082j 0.00112477-0.00688403j -0.00266788+0.002721j 0.000526574-0.00122022j 0.000104274-0.00129251j 
0.00208496+0.00129977j -0.00204162-0.00223514j 0.00787734+0.00235773j 0.00311716+0.00392577j -0.000568267+0.00310847j 0.00987572+0.0052842j -0.00241234-0.0018054j 0.00612019-0.000791914j 0.000376512+0.00915768j -0.00142607+0.00238891j 0.0084271+0.00520595j 0.00987866+0.00730104j 0.00150056+0.0147024j -0.000939752+0.00407106j 0.00672266+0.00715641j -0.0107133+0.00951359j 0.0101839-0.00621485j 0.0177098+0.00233336j 0.00632868+0.00967298j -0.0248907-0.00526599j -0.0107128-0.00293794j -0.00106497+0.0152528j -0.00172522-0.0037523j 0.0131332-0.012666j 0.00851658-0.00228743j 0.0116667+0.0137618j -0.0155303-0.00588032j -0.00320044+0.00945086j -0.00405328-0.00494151j 0.00184513+0.00536063j 0.00951382+0.00400325j 0.00590163-0.00159923j 0.0067373-0.00151572j -0.00541814+0.00645128j 0.0120803+0.00967535j -0.0056833-0.00225803j -0.00734554+0.00303132j 0.00122563+0.000606273j -0.00832208-0.004146j -0.008559-0.0052337j 0.0107982-0.00709528j 0.00105857-0.000239705j -0.00830029-0.00106781j -0.0158588-0.000206454j 0.00893963-0.015595j -0.00201147-0.0036462j 0.00281388+0.0311541j -0.00499405-0.0101739j -0.00201514+4.85646e-05j 0.00319639+0.00202871j 0.0190657-0.00509172j 0.0225385-0.0149715j -0.00117368+0.00790355j -0.0140031+0.00243738j 0.00908915-0.00608575j 0.00354394+0.00748947j -0.000664744-0.00918744j 0.018081-0.00608165j -0.00128768-0.000258007j 0.00358378-0.000427226j -0.00660805+0.00186899j -0.00140918-0.00952822j 0.00441282-0.00520101j 0.0029238+0.00898341j 0.000788056-0.00047216j 0.00029797-0.00742286j 0.0119442-0.00784667j 0.0020539+0.00486961j -0.000123504-0.00228811j -0.000249281-0.00111719j 
-0.00026036-0.0016666j 0.00294162-0.00513102j 0.00344432-0.00874682j -0.00192601-0.0048155j 0.00206817-0.00277073j -0.00799452+0.00435771j 0.00428568+0.000365278j 0.000312044+0.00873032j 0.00154528+0.0203822j 0.000315969+0.00697727j -0.00286347-0.00237213j -0.00468687-0.00478038j 0.00940269-0.00569332j -0.00547299+0.00546158j -0.00542276+0.00856894j 0.00953394+0.00826586j -0.014779-0.00927909j 0.00479779-0.00133742j -0.00985076+0.00677053j 0.00526632+0.0163334j 0.000134853-0.0149584j -0.00183889+0.0116348j -0.000928435-0.00991223j -0.00393093-0.00879507j -0.00252233-0.0113431j -0.00210632-0.00998384j 0.00255344+0.00424486j -0.000231778+0.00110041j 0.00326217-0.0181464j 0.00512726+0.000653199j 0.00439769+0.00476594j -0.00241246-0.00441926j -0.00628571-0.00384128j 0.00280149+0.0024678j -0.0121604-0.0154281j 0.00304858-0.00317488j 0.00159089-0.00482701j -0.00462287+0.00840706j -0.000735886-0.000364654j 0.00494688-0.00373278j -0.00981991-0.00492317j 0.00145039+0.00877887j 0.00295761+0.00649658j 0.0114069+0.00495905j -0.00495087-0.0246159j -0.00137654-0.0230437j -0.0122767+0.0205955j 0.00584784-0.0064954j 0.0030973-0.00310206j -0.000752597-0.00924449j -0.00835086-0.0408416j -0.0106681+0.00325774j 0.00467223+0.00141152j 0.014901+0.00932459j -0.000993904-0.00858117j 0.000204676-0.00360348j -0.000441682+0.00354862j -0.0092997-0.0220637j -0.00222136+0.00437027j 0.00916621-0.0121053j 0.0121963+0.0155093j 0.0035697-0.000154505j 0.00488192-0.00938714j -0.00523964+0.00387248j 0.00149014-0.000676728j -0.00371311-0.000508938j -0.00642616-0.0144007j -0.00459795+0.00680827j 0.00224129+0.000999248j 0.00194754-0.00166112j 
-0.000844797-0.00726493j 0.00516005-0.00933476j 0.000543055-0.0254684j 0.00237613-0.0106312j -0.00235888+0.00213928j 0.000706468+0.00113297j -0.00217925-0.000782109j 0.00623531+0.00801984j 0.000445543-0.00662193j 0.00167914-0.0143101j -0.00396467+0.000918607j 0.00295442-0.0124552j -0.00325675-0.0199548j 0.0113387+0.00511233j 0.00422657-0.00370646j -0.0017782-0.0111422j -0.00678519-0.00774066j 0.00330676+0.000928307j 0.0103445+0.0115817j -0.0100172-0.0019953j -0.00351379-0.00470457j 0.00457759-0.0031781j -0.00239207+0.0008239j 0.00294519-0.00124338j -0.00062757+0.0191788j 0.00605891-0.0156149j -0.00330296+0.0148361j -0.000580525-0.011541j 0.00484831-0.00681947j -0.000720154-0.0113927j -0.000737895-0.00465013j -0.00272907-0.00609508j 0.00669288-0.00141989j -0.00348679-0.0155518j 0.00104545+0.00500254j -0.002299-0.000612725j -0.00468589+0.00465681j 0.00475827+0.0081372j -0.00375302-0.0107961j -0.00263746-0.00901337j -0.00220327+0.0199335j -0.00507544-0.00911167j -0.00937146+0.00453704j -0.0137737-0.00627199j -0.00363567+0.00735448j -0.000785049-0.00120152j -0.00655464-0.00107314j 0.00602087-0.00370102j -9.80163e-05-0.00108473j -0.0022311+0.00856924j 0.00397542+0.0289976j -0.00279849+0.0195367j -0.00808944+0.00125081j -0.00728237-0.0244871j 0.00261052+0.0110085j -0.00235072+0.0109713j 0.00677793-0.0121744j 0.0130325+0.0275815j 0.00207252+0.00383444j 0.00926282+0.00151766j 0.0007879-0.0164233j -0.00406436-0.000512882j -0.0036056-0.0012311j 0.00746474+0.00631566j -0.00135238+0.00131313j -0.00275703-0.00176609j 0.00616835+0.0127644j -0.00781466+0.00647197j -0.00316362+0.00470108j -0.00474399-0.00362293j 
0.00123096-0.00073594j 0.000288728+0.0054571j 0.000997437+0.003177j -0.0043237-0.000216451j 0.0018787-0.0108538j -0.000839001-0.00764267j 0.00568946+0.00462287j 0.00906672+0.00486635j 0.0058771+0.0001228j -0.00434538+0.00287035j 0.00679845-0.00493297j -0.0109786-0.00794643j 0.0106001+0.000485401j -0.0160259-0.00603267j 0.0134723+0.00731406j 0.0104856+0.0173472j -0.00145878-0.00230339j 0.0268431+0.000687685j -0.00474793+0.00844728j -0.00451276-0.00303194j -0.0189435+0.000612184j -0.00602736-0.0028821j 0.00267085-0.00735444j -0.00467751+0.00326128j 0.00751574-0.00131527j -0.00768634+0.0101899j -0.000495432+0.0198523j -0.00311329-0.00749954j -0.00637185+0.0122207j 0.00573905+0.00119163j 0.0154277+0.0112019j 0.000559572+0.00175201j -0.00919403+0.0015482j 0.00506737-0.00447611j -0.00640268-0.00696261j -0.000329244+0.000838223j 0.00023133-0.00892311j 0.00187177-0.0130214j -0.0101262-0.00402918j -0.00322809+0.00455376j -0.00297071+0.0101815j 0.00364983+0.00482003j 0.0125592+0.0054124j 0.0201045-0.000905584j -0.00356072+0.0115057j -0.00216048+0.0100019j -0.00764137-0.0303645j 0.00533194+0.0102776j 0.00165982-0.00151983j -0.0029497+0.00669634j -0.0140096+0.0247999j -0.00834623+0.0114093j 0.00758775+0.00313185j 0.0210734-0.00195272j 0.00249921+0.00213066j 0.000426151-0.00356249j -0.00283841+0.00407698j -0.0142688-0.0153753j 0.00430289-0.00487249j 0.000931466+0.00291135j 0.0041773+0.00094151j 0.00400455+0.00928068j -0.00123437+0.0118646j -0.0103433-0.0125608j -0.00130231+7.21088e-05j 0.00115967-0.00275036j -0.0095572+0.00605829j 0.00326459-0.00471879j 0.00304534+0.00172237j 0.00237745+0.00322332j 
-0.000343777+0.000240413j -0.00296175+0.000991488j -0.00599209-0.00426879j -0.0013287+0.00508597j -0.00245929+0.00137635j -2.64175e-05-0.00922798j 0.00437346-0.00284055j -0.00360582-0.00312086j 0.00329941-0.00830239j 0.00429634-0.00450134j 0.00264481-0.00244201j -0.00581126-0.00177236j 0.00183517+0.014982j 0.00391148-0.00218202j -0.0115796+0.00461739j 0.00567798+0.003017j -0.000571387-0.0258917j -0.0114551-0.00951311j -0.0110085+0.0226684j 0.00725119-0.0017433j 0.00417299+0.00831685j -0.00212812+0.0103327j 0.00717855-0.0106579j -0.01508-0.00658038j 0.00531054-0.00196953j 0.00821135+0.00812544j 0.016056+0.0156476j -0.00794413+0.00891765j 0.0059237-0.00113809j -0.00653745+0.00186398j -0.000998499-0.0070853j 0.000712724-0.00604929j -0.00481068+0.00463413j -0.0013645-0.000907784j 0.00575773+0.00551j 0.00374273+0.0039651j -0.000722059+0.00375242j -0.00860064+0.000989963j 0.00816648+0.00398443j 0.0031277-0.00567953j -0.00348304+0.0119497j -0.00227378+1.05499e-05j 0.00751453-0.00556719j -0.00301873-0.00720722j -0.000766056+0.00555951j -0.00236922+0.00531615j 0.0166662+0.000964363j -0.0150517+0.00232398j 0.00688823-0.00185485j 0.00296312+0.00529559j 0.0304411+0.0128974j -0.0259802+0.0103887j 0.00105398-0.00689923j 0.0029855-0.016994j -0.0120018-2.03468e-05j 0.00126758-0.00235521j 0.0038343+0.00396063j -0.0160175+0.00287511j 1.55188e-05-0.000935272j -0.00102428+0.00271892j -0.00064246-0.00356712j 0.000167352-0.000199627j 0.00168857+0.00385503j 0.00407783-0.00347709j 0.00079132+0.00346055j -0.00424238-0.000106564j -0.00677963+0.00394222j 0.00360099-0.000877521j 0.000443114-0.00280401j 0.00127797+0.00105202j 
0.000562625-0.0024617j -0.00252042-0.00170512j 0.001488-0.00335978j 0.000324138-0.0104325j 0.00410807-0.00030296j 0.00488112+0.00705134j 0.00212573+0.000977538j -0.000417808+0.00386653j 0.0031557+0.00583764j -0.000200761+0.00618588j 0.00452513-0.000264623j 0.00168846+0.00418061j 0.0182787-0.000399628j -0.00938441+0.00295698j -0.0118133+0.000123378j 0.00638923-0.00354165j -0.00115377+0.0138834j 0.00412071-0.00611671j -0.00844795-0.0225692j -0.00767459+0.00816654j 0.00139553+0.00214521j -0.0070429-0.00919566j 0.00606411+0.00656685j -0.0103508+0.00610533j 0.0146895-0.000132288j 0.00604885-0.00338021j 0.0125585-0.00358583j -0.00214237-0.00817365j 0.00707498-0.000380605j -0.0039287+0.00259733j 0.0072513+0.00214619j -0.00389513-0.0010988j -0.00347937-0.00342735j 0.000458763-0.000709107j 0.0147207+0.00621146j 0.000201685-0.00565205j -0.00143328-0.00436046j -0.00238841+0.00148016j 0.00429393-0.00174466j -0.00981279-0.00831669j 0.00874702+0.00655016j -0.00176937+0.00664024j -0.00578038-0.00242349j -0.00280807+0.00417344j -0.00531984-0.0182296j -0.00340734-0.00211336j 0.00341868-0.0282445j -0.00883303+0.0133042j 0.00440029+0.000129571j 0.00901652+0.00297302j 0.043463+0.00214491j -0.0069444+0.00720998j 0.00350903+0.0108801j 0.00690687+0.0109958j 0.000180717+0.00145935j -0.00107606+0.00754585j 0.00780938-0.00811832j -0.0170159-0.0156797j 0.00597746+0.00609557j 0.00470117-0.00800414j 0.00316528+0.00799968j 0.00109237-0.00375421j 0.00202983-0.00708962j -0.00051072+0.000714535j 0.00112413+0.00332548j 0.00162913+0.000648579j 0.000600743+0.00257048j 0.00409964+0.0109334j 0.0018333+0.000806377j 0.00110509-0.00024896j 
-0.00110268+0.00229059j 0.00222071-0.00302292j 0.00268543+0.00415619j -0.000450478+0.00097126j -0.00958637+0.00231943j 0.00242208+0.00594911j 0.00791403+0.00231611j 0.0085084-0.00518395j 0.00952113-0.00967251j -0.00218028-0.0086839j -0.000133243+0.00413724j -0.00500574+0.00473087j -0.00105141-0.0123516j -0.00251558+0.0021912j 0.012181-0.00896524j 0.0188962-0.00418118j 0.00844782+0.014952j 0.0106209-0.00199442j 0.00507479-0.0031479j -0.0050094-0.0015665j -0.00879711+4.17102e-06j 0.00617343-0.00144251j -0.00229125+0.00027514j -0.0126407-0.00989462j 0.00240476+0.00664418j 0.00542757+0.00231578j 0.00945719-0.0148044j -0.00912388+0.00196624j 0.00950672+0.00170686j -0.00698433-0.000599642j 0.010125-0.00325228j -0.00257775+0.00138468j -0.00247915-0.00523191j -0.00388287+0.00037116j -0.00429507-0.000834999j 0.00138842-0.00243616j -0.00810378+0.00411436j -0.00698304-0.0106945j -0.00472799-0.0018529j 0.00474516+0.0084704j -0.0120794-0.0173201j -0.00768072-0.0026083j 0.0148947+0.0090542j -0.00153994-0.00151186j -0.000822835-0.000664019j 0.0134872+0.00665529j 0.00685098+0.0354343j -0.00237956-0.026773j 0.00372004+0.00511214j 0.00296269-0.00201201j 0.0200491-0.00371741j -0.0295557-0.0254067j -0.00175486+0.000681998j 0.00842785+0.0120916j -0.0052938-0.00730854j -0.00127927-0.00315107j 0.0035825+0.000488234j -0.00417347+0.00408065j 0.000915016-0.0107013j -0.000281197-0.00310099j -0.0083392-0.00559381j -0.00235012+0.0010074j -0.0035871+0.0115707j 0.00265061+0.015217j 0.00189496+0.00169035j 0.000857257-0.000958392j -0.00465617-0.00544695j -0.00994541-0.000866669j -0.0004129+0.00373072j -0.00333546+0.00170843j 
0.00219739+0.0032015j 0.00457936+0.00445595j 0.0102933+0.00995872j -0.00203029+0.00782631j -0.00991753-0.00605593j -0.00416485+0.00084104j 0.00168429+0.00479582j 0.00310718-0.00743832j -0.0137817+0.0185461j -0.00569521+0.0256407j -0.00908326+0.00510551j 0.00420426-0.00144111j -0.0203351-0.00854336j -3.21688e-05-0.0110994j -0.00157806-0.0158215j 0.000700164+0.00486711j 0.00120907+0.000433514j -0.00237285-0.000959167j 0.00563961+0.00909207j -0.0121604-0.00373056j 0.0094446+0.00350379j -0.010539-0.00422212j -0.00571881-0.00752623j 0.00898337+0.0103396j 0.00028155-0.012792j 0.0106005-0.00688806j 0.00074054+0.00340739j -0.0010009-0.00152785j 0.0156715+0.0137787j 0.000764346+0.000402811j -0.000365312+0.00732596j 0.0024412-0.00248459j 0.00287775+0.00467536j -0.00399955-0.0011304j -0.00600964-0.0121669j 0.00434161-0.00766074j 0.000589285-0.00973909j -0.0203682+0.00591452j -0.00484236+0.00419118j -0.00245005+0.00205265j 0.00772035+0.00647083j 0.0044502-0.00539568j -0.00270056-0.0101659j -0.0139739-0.00717703j 0.000455649+0.00582865j 0.0333278-0.0134857j -0.0137463+0.00744194j 0.0109614+0.0106927j 0.000112822-0.00282208j 0.00604987+0.00133039j 0.0223569+0.0123992j 0.00820333+0.0136291j 3.25642e-05-0.00193001j -0.00856327-0.00204598j 0.00274698+0.00526778j -0.00174591+0.000199384j 0.000805375+0.00290961j 0.0081621-0.000810429j -0.00965184+0.00608974j 0.00251528+0.00232935j -0.00614693-0.000554035j -6.25253e-05+0.00670745j 0.0212889-0.00450018j 0.00492745-0.00743117j 0.00052825+0.00196233j 0.000168361-0.000912144j 0.0205384-0.00078843j 0.00167992+0.000956433j -0.000969954+0.000232222j 0.00593496-0.00195056j 
0.00305409-0.00228327j -0.00364209+0.00584163j -0.00856606+0.00179429j 0.00164885-0.0116866j -0.00974074-0.00407203j 0.0063661-0.00139406j -0.00500306+0.000496708j 0.00885754+0.01003j 0.00560303+0.00705841j -0.00747808+0.00949571j -0.0165341-0.0166198j -0.00174522-0.000831816j -0.0247942-0.000192399j 0.0144975+0.00813715j 0.013326+0.00322862j -0.00513429+0.00293737j -0.0156123+0.0082425j -0.00251791-0.0109365j 0.0189161-0.00360189j -0.00658626+0.00461603j -0.015369-0.000811751j 0.0124495+0.000319111j -0.0111163-0.0026339j -0.00738725+0.00286788j -0.00853485-0.00613719j 0.0143665+0.0063491j 0.00389546+0.00136513j 0.0010308-0.000261704j -0.0141642-0.000946745j -0.00591975-0.00326997j -0.00266124+0.00434373j 0.00173872-0.000157612j 0.00136099+0.00266774j -0.0043496-0.00655074j -0.00245276+0.00486563j 0.00826994-0.00351632j -0.000384776-0.00417739j -0.00886178+0.00186918j -0.0062573+0.00598048j 0.00339052-0.013344j -0.00550676+0.00535972j 0.000676917+0.00647324j 0.00572108-0.00366245j -0.0150563-0.0178168j 0.00228041-0.0110375j -0.00494298-0.0111077j 0.0410991-0.00570483j -0.0215655+0.00368459j -0.00289046-0.00027939j 0.00469467-0.00297202j 0.00271184+0.00938338j -0.00112261+0.00838078j 0.00409565-0.00410778j -0.0156667+0.00161254j -0.00598393+0.00345608j 0.00767297-0.0023272j -0.00799186+0.00508422j 0.0152681+0.00122604j -0.0040354+0.00326279j -0.000905733-0.00602173j 0.000532354-0.00575828j -0.0108277-0.0109116j 0.0157121-0.00791633j 0.0107839+0.00385759j 5.81247e-05-0.000243237j 0.00122171-0.00156238j 0.00326564+0.00404437j 0.0103306+0.00141482j 0.00187744-0.00946438j 0.00480217-0.00339069j 
0.000587072+0.00374931j 0.000802714-0.00502742j 0.0139225-0.00240691j 0.00674712+0.0152647j 0.00367442-0.00300894j -0.00353212+0.0144959j -0.00281335-0.00197304j -0.00169248-0.0086442j 0.00947989+0.0148665j 0.00218857+0.00932961j 0.00832928+0.0139172j 0.00911488+0.00855053j 0.0233856+1.2324e-05j -0.00277462+0.00436419j -0.000619443+0.0154248j 0.0189004+0.0033083j -0.00762927+0.00474324j -0.000334964+0.00224283j 0.0145094+0.00760235j -0.000596666-0.000466623j 0.000298977+0.0080696j 0.0184959-0.00143988j -0.00791878-0.00087623j -0.00877553-0.00793992j -0.0146223+0.00389731j 0.0116109-0.00457212j -0.00332075+0.00417822j 0.0106015+0.00524128j 0.000180191+0.0112368j 0.00215195+0.0024231j 0.000526095-0.00392793j -0.00466529-0.00530303j 0.00257351-0.00134609j 0.0089559+0.00542183j -0.00408854+0.00145407j -0.00324135-0.00325966j 0.00215377-0.0066051j -0.0012694+0.00821473j 0.00652869-0.00257852j -0.00464883+0.000585488j -0.00433887-0.00916793j 0.00440624-0.00654184j -0.00940365-0.000698948j -0.00798235+0.00934344j -0.0191058-0.0135961j 0.00630283+0.0091677j 0.035434-0.0400215j -0.00540608+0.0103867j -0.000847238-0.000573569j -0.0022209-0.0040397j -0.00549547-0.0114297j -0.00449822-0.0144743j -0.00405789-0.00272285j 0.00190906+0.00436088j -0.00450407-0.00589089j -0.00625711-0.000969362j 0.0100373+0.00125528j -0.00748635-0.00734906j -0.00502636+0.00761861j -0.00152885-0.00325781j 0.0045613+0.00268907j -0.00160328+0.00114002j -0.00259615-0.0144623j 0.00251401+0.00810858j -0.00066401-0.000675314j 0.000357809-0.00263226j -0.0178742+0.00118973j -0.00753298-0.000955756j -0.00688169+0.00203088j -0.00270934-0.00356046j 
0.00134006-0.001878j -0.00426127+0.00460409j -0.00691007+0.00556534j 0.00107308-0.0020297j 0.0107607+0.00222389j 0.00336536-0.00761627j -0.0030211+0.00425686j -0.00317004-3.35355e-05j 0.00641035-0.0062276j 0.00336295-0.00172049j 0.00746128+0.00585496j -0.00346265-0.0118856j 0.0115151-0.0146902j -0.00694442-0.0276881j -0.00380629-0.0235459j -0.00372695+0.000615519j -0.00419964+0.00275923j -0.00197943+0.00584162j -0.00258232+0.0109458j 0.00494168-0.0104684j -0.00317308-0.00361759j 0.00522386-0.00347912j 0.00185041-0.00173149j -0.0109709+0.00665322j 0.00349593-0.00736137j -0.0058952-0.0115498j -0.00520687+0.000366902j 0.00863132-0.00125157j -0.0133106+0.00344542j 0.00193731-0.00441527j -0.0030346+0.005443j -0.00365253-0.00220878j -0.00678541+0.00323784j 0.00792871-0.000704915j 0.00400883-0.00540784j -0.00172282-0.00555569j 0.0105844+0.00350102j 0.00619712+0.00533022j 0.00185858-0.000824321j -0.0121796-0.00205426j 0.00668436+0.0154652j 0.00599147-0.00528877j -0.00420272-0.00809799j 0.000873325-0.00158686j -0.0211668+0.00718006j -0.00149353+0.00297593j 0.0369387+0.0669124j -0.00719884+0.000485583j -0.000329086-0.00196642j -0.00266169+0.00485417j -0.00857063+0.0159837j 0.00269245+0.0148569j -0.000844021+0.00359064j 0.00541924-0.000600739j -0.000389082+0.0068096j -0.00322541+0.00217331j 0.00556333-0.00546942j -0.0104619-0.00334279j -0.000546031+0.00522508j -0.00664281-0.00221274j 0.00684993-0.00652402j 0.00238473+0.00370008j -0.000366543+0.00977986j 0.00284261-0.0133151j 2.48239e-05-0.00117274j 0.000126662+0.000171312j -0.0233411-0.00377133j 0.0136669+0.0103924j 0.00124146+0.00348107j 0.00343859+0.00242982j 
0.000653314-0.000301505j 0.000439396-0.00774684j 0.0140182-0.0107228j -0.00405928-0.000344339j 0.00173995-0.00077585j 0.0176469+0.00684979j 0.00347614-0.000659346j 0.0030802-0.00100733j 0.0103658+0.00752868j 0.00485423+0.00738184j 0.00247942+0.00703721j 0.00916418+0.00114148j -0.022022-0.0090465j 0.00787905+0.00888158j -0.0136002+0.00217789j -0.00721723-0.00449844j 0.0286313-0.00267836j -0.00175974-0.0058865j -0.0230143-0.0042836j 0.00130089+0.00444977j -0.00946424+0.00254996j 0.000596464-0.00539957j 0.0100319+0.00144627j -0.00562855-0.00285588j -0.0066671+0.00137423j 7.13305e-05+0.00103489j -0.0253034+0.00212527j -0.00402227-0.00292439j -0.00140692+0.000875684j -0.0028757-0.00054225j 0.00120997-0.00184512j 0.00298128-2.14509e-05j -0.00391393-0.00201057j 0.00478697-0.0017773j -0.00254662+0.00152253j -0.00500773-0.00361676j -0.00160309-0.00306789j -0.00579491+0.00586203j 0.00027659+0.00106345j 0.00497181-0.00324049j -0.02255-0.00186331j 0.000243014-0.0044668j 0.00201095+0.000759159j -0.00405393-0.00415305j -0.0210511-0.00868582j 0.00191277-0.0088655j 0.0394254-0.0169761j -0.0145997+0.000824242j 0.00582787+0.00157223j -0.00566386+0.000437478j -0.0108574-0.00573243j -0.023269-0.00602j 0.00481442+0.00448178j 0.0221657-0.000277937j -0.00443115-0.00485476j -0.00026249+0.00348563j -0.00155194-0.00312635j -2.93073e-05-0.00367774j -0.00497521+0.0036641j -0.00693298-0.00591487j 0.00474866+0.000574493j -0.00480284-0.00293674j 0.00232798-0.00326501j 0.0138051+0.00649533j -0.00124246-0.00151043j -0.00119696+0.00289272j -0.0154932+0.00324365j 0.00472462+0.0103613j 0.00117608+0.00132118j 0.00109622-0.00096068j 
