0.0109501+0.000600477j -0.00214739+0.00837029j -0.00486596-0.000782508j 0.00236357+0.00684261j -0.00282714+0.000727877j 0.00315348+0.00716029j -0.00213346+0.000288583j -0.0018238-0.011557j -0.00636933-0.000941156j 0.00252787+0.00126454j 8.33269e-05-0.00805881j 0.00189436-0.0016682j -0.00655554-0.00413802j 0.00386079+0.000900627j 0.00044907+0.00243426j 0.00556868+0.00943581j -0.001457+0.00315893j 0.00324747-0.00503542j -0.00374718+0.00227305j 0.00101616+0.000920785j -0.00116879-0.00310767j 0.00149895+0.00136626j -0.0018323-0.00330455j -0.00344418+0.00722135j 0.00134915-0.0109605j 0.00421354+0.00695878j -0.000541795-0.000396639j -0.00206072+0.00339781j -0.00233207+0.0022979j -0.00101627+0.00312405j -0.000133452+0.0106556j 0.0040784+0.00544414j -0.00206698+0.000247403j -0.00516228-0.00895931j -9.90865e-05+0.00488969j 0.00365361+0.00454891j -0.00161547-0.000206723j -0.000888111-0.00481424j 0.00122499+0.00505944j -0.000927211+0.00852373j -0.0124134+0.000972144j 0.00785129+0.0112045j 0.00648877+0.00702213j -0.0138977-0.0126845j -0.0111459-0.00983253j 0.00915428-0.021652j -0.00031666+0.00209329j -0.0138183+0.0202747j -1.43684e-05+0.000810499j 0.00218368-0.004209j 0.000332951+0.0031172j 0.00492294-0.0057546j 0.00200119-0.00657866j -0.00211827+0.00396215j 0.00162398-0.00342831j 0.00280548-0.00450481j -0.00717531+0.00530958j 0.000478594+0.00933224j 0.00823752+0.0100936j -0.00154483-0.014887j -0.00835386-0.00973372j 0.0185471-0.00914833j -0.027726+0.00946649j -0.0470059-0.000578343j 0.000925611-0.000565047j -0.000127357-0.00139979j 0.00355532+1.9055e-05j 0.0149083-0.0251484j 0.0344539+0.0246989j -0.0179321+0.0316071j 
0.00237238+0.00584706j 0.0037535-0.000518336j 0.0105836+0.0151007j 0.00214036-0.00174198j -0.0219115-0.00155887j 0.0082419+0.0111808j 0.0110288-0.0034709j 0.00741867+0.00837405j -0.0102596-0.010256j -0.00262431-0.00970842j 0.00766951+0.00396169j 0.0076867+0.000342108j 0.00643827-0.00494106j 0.00420486+0.00708688j 0.00979124-0.0174076j 0.0203086-0.00595051j -0.0108247+0.00348292j 0.00627107+0.00120252j 0.00651979+0.00952811j 0.033781-0.00436805j -0.000399205-0.0154627j -0.0376924+0.000807209j -0.0147329+0.00461542j 0.00308436-0.00437778j 0.0112193-0.00212048j -0.0106089+0.00522934j -0.0035488+0.00432754j -0.000650567+0.00234445j 0.00429878+0.00361298j -0.00174417+0.000947974j -0.000160178+0.00111006j -0.00952854-0.0036667j 0.00622563+0.00592566j 0.00807482+0.0101528j 0.00144831+0.00472452j -0.00293469+0.00651465j 0.00208909-0.00321103j -0.00303969-0.00837539j 0.011451-0.00176519j 0.00669647-0.000570756j 0.0105183+0.00537476j 0.0127681+0.00450997j -0.000463029+0.00516639j -0.00379765+0.0140249j 0.00110651+0.00156555j -0.00635018-0.00401899j 0.0140927-0.00645882j 0.00471529+0.00985167j -0.00436484-0.000981715j 0.00124796-0.00150108j 0.0034911-0.00396389j -0.00316306-0.00655662j 0.00225426-0.000892386j 0.0039525-0.00102595j 0.00586221+0.00175838j 0.00789859+0.00453857j -0.00248988-0.0058127j 0.0138606-0.00299243j -0.00519311+0.00441192j -0.00729996-0.00304228j 0.00730883-0.00835459j -0.0085757+0.000217619j -0.00917066-0.00862192j -0.0100408-0.00300134j -0.00073277+0.000480819j -0.000421954+0.0136689j -0.000563002+0.000538529j -0.0013995+0.0108615j -0.00828692+0.00402024j 0.0049346-0.00627516j 
-0.00455509-0.00222335j 5.95182e-06+0.00773681j -0.0135294+0.00191892j -0.00109918+0.00903752j -0.016999-0.0137859j -0.0197247-0.00134371j 0.0158044-0.00942439j -0.00931792+0.00776336j 0.0012986-0.000206989j 0.00402811-0.0027405j 0.00292173+0.00524926j 0.0124531+0.021558j 0.00528655-0.00678484j -0.00479617+0.0169149j 0.0122508+0.0260007j -0.00149031-0.0150164j -0.0043714+0.00428995j 0.000705244-0.00156746j -0.00401797+0.00733723j -0.00273285-0.00577717j 0.025439+0.00828998j 0.00111772+0.00177622j -0.0143718-0.00432186j 0.0283801+0.0212148j 0.021236+0.00363593j -0.0116937-0.0131451j -0.0002786+0.011046j -0.007974-0.00367533j -0.0105913+0.00754939j 0.00961714+0.00315737j 0.00505946+0.00819285j 0.00387039+0.00140535j 0.00156251+0.00697503j -0.00218633-0.00159823j 0.00294179-0.00439234j -0.00291144-0.000650289j 0.00334675+0.0098734j 0.00862194+0.00256783j -0.00238699+0.00584574j -0.00423267-0.00332402j -0.0113218+0.00997257j -0.00278042+0.00161977j 0.00272679+0.000376851j -0.00874444+0.00439792j -0.0108406-0.00129267j 0.00245816-0.011877j 0.00877316+0.0131043j -0.0124413+0.00398579j 0.000722494-0.00139428j 0.000348549+0.00287628j 0.00344251+0.00375998j -0.00550453-0.00284823j 0.00532477+0.00757456j 0.00919981+0.00476741j -0.00302776+0.000297091j 0.00444909+0.00850828j 0.000613525-0.00553638j 0.00814751-0.00910773j -0.00560013-0.000461654j 0.00224961+0.00268505j 0.00149621+0.0037033j -0.0103237-0.0042125j 0.0070344-0.00617478j 0.0166842-0.0039857j 0.000190435-0.00162923j -0.000458652-0.0138537j -5.41005e-05+0.000816595j -0.00072132-0.0052815j -0.00278087-0.0053715j -0.000598986+0.00245985j 
0.00175841+0.00437915j -0.000925204+0.00299123j 0.00502967+0.0164192j 0.00386912+0.00324354j 0.00984317-0.0129398j 0.00641619+0.00799074j -0.0124689-0.0134535j 0.000911573+0.0189534j -0.00366353-0.0100828j -0.00959705-0.0173435j 0.00337379+0.00603977j -0.00700208+0.0268422j 0.00152709-0.0201108j -0.0156181+0.0116031j -0.00130015+0.0126597j 0.00964857-0.018954j 0.0062519-0.00375206j 0.00675268+0.00639355j -0.00289258+0.00257295j -0.0031889-0.0172047j -0.0143894+0.00523773j -0.010742+0.0100683j 0.00342525+0.00501435j -0.0172906+0.000229069j -0.00831352+0.00118804j 0.00672178-0.0118938j -0.00301683+0.00431069j 0.00717491-0.00121924j 0.00448143+0.0022759j -0.00261931-0.00530431j -0.00325691+0.0113923j -0.000708252+0.000417745j -0.0068874-0.000151013j -0.00501261-0.00692897j 9.14343e-05+0.00456638j -0.0053783+0.00610726j -0.00020452+0.0149911j 0.00506349+0.00200693j 0.00322931+0.0124086j 0.00373667+0.00539871j 0.00532079+0.0150877j -0.00366653+0.00175548j -0.00489239+0.00601666j -0.000651908+0.00311333j -0.00349578+0.0114194j -0.0104056-0.00454637j -0.00812843+0.00250397j 0.0114364+0.00705196j -0.00115425+0.000754268j 0.00171838-0.00488827j -0.000990765-0.00461768j 0.00911223+0.00194472j 0.00115913-0.0105689j -0.00726816+0.0038486j 0.000488188-0.00117515j -0.00200181-0.0114485j -0.000149354+0.010663j -0.0055908-0.0127574j 0.00125897+0.00869489j -0.00427538-0.0112721j 0.00240007+0.00635817j 0.00907699+0.0124653j -0.00052178-0.00299889j 0.00234285-0.015023j -0.00048204+4.24291e-05j -0.00161579-0.00252108j -0.00122744+0.00113204j 6.88813e-05-0.00558969j 0.00441532+0.00570777j -0.010784+0.00468631j 
-0.00169532-0.00787196j -0.00114751-0.000389851j -0.00585266+0.00436109j 0.00810878+0.00182757j 0.0137994-0.000476355j -0.00694138-0.0020472j -0.0092008+0.00890678j -0.0071406-0.00547466j 0.0111255-0.000353176j 0.00148359+0.00348543j -0.0055482+0.00211723j -0.0101405+0.00257147j 0.0161438-0.0018957j -0.00495339-0.006594j 0.0232085-0.0160659j 0.0181368+0.0201058j -0.00888184-0.00485057j 0.0160921+0.00583482j -0.0106904+0.00103828j 0.0208819+0.00895652j -0.00591758+0.000437981j -0.0367159-0.0124898j 0.00281578-0.010477j -0.0129047-0.0143183j -0.00979922+0.0087994j 0.00228666-0.00281426j -0.0117735-0.0108798j 0.0026563+0.00753643j 0.0133683+0.00614467j -0.00375623-0.000116893j -0.00813269+0.00118352j -0.00202984-0.000182931j -0.00675673-0.00380278j -0.0206953-0.00272865j -0.00377141+0.000762265j -0.0151434-0.00319237j 0.00187454-0.00681611j 0.00199988+0.00812714j -0.0044224+0.00928327j 0.0101758+0.00938707j -0.00902453-0.00524238j -0.00451427-0.00114455j -0.0169251+0.00383746j -0.00331014-0.0034888j -0.00280714+0.00459141j 0.000224618-0.0105454j 0.0115815-0.00424162j -0.0143339+0.0052751j 0.000997736-0.00108066j 0.00235026-0.000636353j 0.0163252+0.00299181j 0.00501086+0.00840635j 0.00495825+0.00149291j 0.00147546+0.000573618j 0.00598828+0.00228138j 0.0046679+0.00209639j -0.00142894-0.00118877j 0.0218051+0.00167259j -0.01004+0.00416161j -0.00789512+0.000727682j 0.00595134+0.00878134j 0.00251727-0.00512249j 0.00248807+0.000294089j 0.0170239-0.00134087j -0.000460857-0.00261689j 8.57386e-05-0.0172659j -0.000580503-0.000683824j 0.00579304-0.0104327j 0.00619059-0.00892404j -0.00351544+0.00312507j 
0.000530539-0.00117168j -0.00113347+0.00573882j 0.00981296+0.0102325j 0.00402347-0.00558786j -0.0162637+0.000605424j 0.0111142-0.00690968j 0.00862992+0.0109332j -0.00586459-0.00387728j -0.0144019+0.00662991j 0.00214406+0.00612237j -0.00145837+0.00787988j 0.00194695+0.0121741j -0.0190113+0.0116726j 0.0109824-0.00474155j -0.00979283-0.0264895j 0.00297983+0.0226697j -0.00426786+0.000363687j -0.00582564+0.0054874j -5.06376e-05+0.000614407j 0.00441167+0.00361265j 0.0138587-0.00709381j 0.011675+0.00617837j -0.0113023-0.00387503j 0.00107112-0.00655888j 0.0174602+0.0250279j -0.00656167-0.00183845j -0.00273957-0.00440315j -0.00744746+0.000379355j -0.00900129-0.00741955j 0.00160558+0.000597586j 0.0119889-0.00250206j -0.00503245+0.00802981j 0.00720294-0.00528115j 0.00917004+0.00154045j 0.00703644+0.00583294j 0.00648273+0.00526123j -0.0154838+0.0121971j 0.0100236+0.00300385j 0.000975895+0.00345367j 0.0107825+0.00630881j 0.00511293+0.00103274j -0.0057115+0.0056572j 0.00079887+0.0244467j 0.00469384-0.0142301j 0.0029619+0.00398205j -0.00837941+0.00813218j 0.00558446-0.00720424j 0.00642809+0.00326367j -0.00142488-0.000313721j -0.000256099+0.000776858j 0.000187401-0.00290552j 0.00910711+0.00352053j -0.000252387+0.000357309j 0.00393654-0.000939043j 0.00303572+0.0018388j -0.00292719-0.000424375j 0.00731828-0.00146572j -0.0121317+0.00264624j 0.00415129-0.00465545j 0.00141034+0.00523685j 0.0086452+0.0119453j 0.0220447+0.00133302j 0.00532441+0.013902j 0.00665772-0.00643396j -2.51583e-05+4.07227e-05j -0.00045672+0.006078j -0.000402878-0.000569883j -0.000473261-0.0198402j 0.0112496-0.00690158j -0.00919327+0.0114251j 
0.00133515-0.00332084j 0.00535962-0.00478666j 0.00245949-0.00851565j 0.00718687+0.00199709j -0.0107751-0.0014989j 0.00139955+0.00410928j -0.0177662-0.00298226j 0.0152177-0.00156773j -0.000322021-0.00707471j -0.00589648-0.00169691j 0.00455825-0.014588j 0.0180922-0.00189407j -0.00364329-0.0165962j 0.015957+0.0218535j 0.0384252+0.00862339j -0.0258373-0.00607227j -0.00235011-0.0037708j 0.00328133-0.00368829j -0.00600997+0.00484902j -0.0111539+0.00125201j 0.0142021+0.00665116j 0.011441-7.38746e-05j 0.00887927-0.00352483j 0.0159605-0.0012182j -0.0124376-0.00451002j -0.0148395+0.00331999j 0.0151266-0.00369116j -0.00826856+0.000188522j 0.00559607+0.0048526j -0.000368882-0.000476051j 0.0155072+0.000625782j -0.0022485-0.00234148j -0.00102336+0.00195594j -0.00847537-8.61983e-05j -0.00775647-0.00799204j 0.000799435+0.00396006j 0.0165088-0.00750069j -0.00272214-0.00824901j 0.00399758-0.0031999j 0.000731648+0.00723715j 0.0137914-0.000670984j 3.62156e-05+0.00248891j -0.00561981-0.0079734j 0.0172381+0.00332j 0.00559006+0.00788209j -0.00711187+0.004589j 0.0220383+0.00792184j 0.00209565-0.00654276j 0.0013047-0.000394645j 0.00134836+0.000445282j 0.00316559+0.00293488j -0.0040834+0.0114883j -0.00119984+0.000154338j 0.00562699+0.00401576j -1.60785e-05+0.00104397j -0.0033643-0.00599021j 0.0049817+0.00995275j -0.0152528-0.0118929j -0.000639561+0.00128469j -0.00581315+0.00192823j 0.00124604+0.0167148j 0.0127719+0.0116816j -0.00850645+0.00709264j -0.010307-0.00292555j 0.000314841+0.000374336j 0.000420659+0.00660761j 0.00175799+0.000597637j 0.000594179-0.00351112j 0.00855445+0.00410167j 0.00146339+0.00487315j 
0.00294272+0.00365774j 0.00366277+0.0156626j -0.00392174+0.0166964j -0.00210062-0.00469637j 0.00137827+0.00524633j -0.00194607-0.0111181j -0.00700813+0.000424288j 0.00478879+0.00702546j 0.00571502+0.0189874j -0.00371654+0.00430261j 0.00791645+0.0129238j 0.0178203+0.00281384j -0.00453893+0.0196703j -0.00185327-0.0171411j 0.0112538-0.0133333j -0.0126693+0.0105534j -0.00411344+0.000605043j 0.00528651+0.00814013j -0.00341444+0.00364696j -0.00943052-0.000709081j -0.000206375-0.00935277j -0.0104743-0.000909382j 0.00335259+0.00497552j 0.00444516+0.00325444j -0.00444181-0.0159932j -0.0053599-0.000796171j 0.00615041+0.00400279j 0.00276662+0.0010876j 0.00792002+0.00806996j 0.0037117-0.00666041j 0.00210994-0.00449275j 0.0050631+0.00421904j -0.00431282-0.00416813j -0.00714408-0.0134232j 0.000856073-0.00636591j -0.00640659-0.0018409j 0.015386+0.0136893j 0.00932618-0.00363333j 0.00733452+0.00399045j 0.00562732-0.0122641j -0.00166369-0.00842322j -0.00612288+0.00222173j 0.000809992+0.00545373j -0.0132843-0.00433787j 0.0003031-0.00840445j 0.00334064+0.0024008j 0.00851848-0.0145838j 0.000332603-0.0143162j 0.00173089+0.00114203j 0.00186505+0.000982277j 0.00269461-0.00433765j -0.0089852-0.0112377j 0.00310545+0.00079667j 0.00474232-0.00873774j -0.00398742-0.00597324j 8.00763e-05+0.00501312j -0.00179883-0.0086903j -0.00211936+0.0219966j -0.00742162-0.0052291j -0.00817749-0.00333822j 0.0037069-0.0189352j 0.00363747-0.00504248j 0.00252663-0.002056j -0.00724949+0.0190226j -0.000211009+7.13154e-05j -0.00103176-0.00143214j 0.00148938-0.000608561j -0.017539+0.010457j -0.00742616+0.0143361j -0.0117574+0.00188955j 
-0.00248867-0.00133562j 0.00597683-0.0158331j 0.0227297-0.00043166j 0.00633859+0.00718102j 0.00143766+0.000269669j -0.000654561+0.0137713j -0.00476193+0.00352853j 0.00598387-0.00978802j 0.00675202+0.0231541j -0.00788435+0.0203978j 0.0133604+0.0160746j 0.0118858+0.0143999j -0.00572282+0.0288789j -0.00804356+0.00793964j -0.0171238-0.000428748j 0.00121431+0.0126421j -0.00249141+0.0129324j 0.00601708+0.00793684j 0.0120196-0.0078424j -0.00647444+0.00747151j -0.00852906-0.00514935j -0.00153252+0.0168489j 0.00178825+0.00974872j 0.00181781+0.000426597j -0.00808782-0.00361975j -0.00635342+0.000699217j 0.00225301-0.0021692j 0.00190692-0.0124897j 0.0105736-0.00291123j -0.0100136-0.00370914j 0.000430261-0.00670341j 0.00157803+0.000925219j 0.0021538+0.00597655j -0.00450407-0.00464109j -0.00126159-0.00476144j -0.00159087+0.00780456j -0.000245572+0.00930798j 0.0054951-0.00933868j 0.0111087-0.00989833j -0.00436212+0.00613879j 0.000884725+0.014009j -0.00317897+0.00233187j 0.000900202+0.0125136j 0.0047722+0.0157877j -0.00975667+0.0313004j -0.0122806-0.00203457j -0.0124053+0.018093j 0.000562155+0.0102895j -0.000915906-0.00362559j 0.00204976+0.00561623j -0.00235894+0.0121381j -0.00520512+0.01622j 0.00364576+0.00143889j -0.00969834-0.00141853j -0.00518754+0.0161532j 0.0070916+0.00416689j -0.00960708-0.00402625j 0.0019228+0.00555065j 0.00270519-0.000921047j -0.0035262+0.00698256j -0.000696579-0.00280886j -0.0176854+0.00970835j -0.0151238+0.00121464j 0.00909619-0.015928j 0.00111144+0.000891333j 0.000253631+0.00968769j -0.000282857+0.00118098j 0.00361725+0.000429028j -0.000717704+0.0104352j -0.002277+0.00348009j 
0.00299489+0.0074456j 0.00203286+0.0199712j 0.00317465+0.022808j -0.00727642+0.000307129j 0.000201154-0.00455511j -0.00498445-0.00836971j -0.00232719-0.00212083j 0.0030311+0.0063577j -0.00297446-0.00416489j -0.00902044-0.0075597j -0.000405392-0.00704772j -0.00259721-0.00878836j -0.00730308-0.00825971j -0.00514411-0.00720677j -0.000926851-0.0102925j -0.00165344+0.0103943j 0.00193328-0.00910691j -0.00311568+0.00631308j 0.00265477-0.00374105j -0.00187099+0.000533173j -0.00632194+0.00828738j -0.00842875+0.00867299j -0.0014808-0.0052241j -0.00186668-0.00383576j -0.00471098+0.00865637j 0.00423472-0.00322523j 0.002996-0.00469028j 0.00432503-0.00959973j 0.00178242-0.00621572j -0.000529519-0.010165j -0.00526668+0.00483526j 0.00194051-0.00812641j -0.00261079+0.00278996j 0.000794898-0.00801922j -0.00023614-0.00853218j 0.002022+0.00191418j 0.00377317-0.0135566j -0.00483709-0.00714452j 0.00249167-0.00408285j -0.00814394+0.000390088j -0.00488866-0.0083834j 0.00924121-0.00329709j 0.00422661-0.0146728j 0.00152856+0.00958642j -0.0107619-0.0187015j 0.00484564+0.00317871j -0.0101335-0.0132162j -0.00185095-0.00494036j 0.000317544-0.000105312j -0.00224714+0.000924368j -0.00528139-0.00339757j -0.00936089+0.00343899j -0.00510014+0.000418235j -0.00438805-0.00690865j -0.00580968-0.00112641j -0.00510187-2.17015e-05j 0.00935099+0.00250286j 0.0016297-0.00217248j -0.00600742-0.00746539j 0.00599594+0.00431421j 0.00203747+0.0127564j -0.00790621-0.0209993j -0.00635073+0.00814741j 0.00774966+0.0135218j -0.000102064+0.000558749j -0.00165691+0.000925117j -0.00073783-0.000881854j 0.0137727+0.000139301j 0.00732473-0.00563218j 0.0127443+0.00330958j 
-0.0043557-0.0147088j 0.00640441+0.00377697j -0.00480707-0.0213639j 0.00045889-0.0236616j 0.00334732+0.00373068j -0.000262043-0.0103206j 0.00407842+0.00695019j -0.00145807+0.00258961j 0.00873105-0.0245477j -0.00230591-0.00837118j 0.00389234-0.0101229j -0.000679576+0.00151993j 0.00297115-0.0161852j -0.000250522+0.00593831j -0.0136414-0.0102241j 0.00484011+0.00346839j -0.004228-0.00349373j -0.000989113-0.00802029j 0.00608522+0.0122766j 0.00624221-0.00290918j -0.0133903+0.00805258j -0.00299376-0.0126153j 0.00257568-0.0136552j 0.000852338-0.00198083j -0.00253136+0.00402678j 0.000294463+0.000115656j 0.00371831-0.00647474j 0.00423236+0.0169165j 0.00431402+0.0104123j -0.00335139+0.00491228j -0.00669949+0.00707052j 0.0101141-0.00245821j 0.00649617-0.00643327j 0.00158745+0.0100924j 0.00986223-0.0069928j 0.000887053-0.00724186j -0.00137543+0.00106576j 0.011562-0.0011493j 0.0131735+0.0107959j -0.00222917-0.0158434j -0.00819812+0.00775911j 0.00265663+0.00902781j 0.0123487+0.00961277j -0.0166824+0.0161441j -0.0161767+0.0014147j 0.0118733-0.0112381j -0.00937002-0.00964126j -0.00305641+0.0190514j -0.0020286+0.000948739j 0.00154109-0.00161168j -0.00541874-0.00906914j 0.0094933-0.0136789j 0.00287712+0.00168359j -0.00951443+0.00529376j -0.00355256-0.00530402j 0.00290246-0.00243233j -0.00331269+0.00144018j 0.00269227-0.0229099j -0.000825319-0.00469984j 0.00364009-0.00206891j -0.00254466+0.0082808j -0.0124571-0.00180867j 0.00223515-0.0148111j 0.0149004+0.00199684j -2.91416e-05+0.000530237j 0.00129109+0.00308258j -0.00235741-0.00164203j -0.0119904+0.00801979j -0.00405306+0.011782j -0.00639378+0.00539795j 
0.00358893-0.00227083j 0.00381362+0.00209567j 0.00643953+0.00394942j -0.000302418+0.00145586j -0.00109431+0.000743149j 0.00291236-0.00174113j -0.00976722+0.000746396j 0.00993688-0.00231812j -0.00687143+0.00111068j -0.00825211+0.00403191j -0.000845711+0.00311404j -0.00369884+0.000287855j -0.00877638+0.00206303j 0.00223062+0.00125753j 0.00552714-0.00602339j -0.00144733+0.000607382j -0.00843374-0.0019467j 0.00377654+0.00319383j 0.00358957+0.00278357j 0.00848513+0.00136839j 0.00091373-0.000908898j -0.0166848-0.00205786j -0.00507474+0.000423619j -0.00243345+0.00120698j 0.00359348-0.00287735j -0.00915616-0.00309438j -0.00638188-0.000599501j -0.00108275+0.0028138j -0.00211167-0.0011157j 0.00396811+0.000598673j 0.00643339+0.00368945j -0.0116662-0.00244423j 0.018794+0.000341984j -0.0123633+0.00532266j 0.00790416+0.00566936j 0.00253885-0.00448903j 0.0099158+0.00121705j -0.0120615+0.00430662j -0.00347981+0.00548463j -0.00702066+0.00465382j -0.0201232-0.00116715j -0.0146736-0.000180699j -0.00217708-0.00131995j -0.00905175+0.00376175j -0.0143251+0.00238765j 0.000132182-0.00567534j 0.010132-0.007459j -0.0128144-8.52947e-05j 0.0020558+0.00102771j -0.00205526+0.00281944j -0.0152357+0.0040934j 0.00940946-0.0100073j -0.00240547+0.00514168j -0.0136336-0.000888649j -0.0160902-0.00268228j -0.0073514+0.00600834j 0.0039914-0.00686852j -0.0445699+0.00267595j 0.0456168+0.00085816j 0.0364641-0.00703726j -0.0439021+0.00216752j -0.0136415-0.0032654j 0.0198759-0.00787819j 0.0143112-0.000533674j 0.00195292+0.00270815j -0.000612755-0.000676733j -0.0239743+0.000959668j 0.00355451-0.00122389j -0.00355327-0.00462329j -0.00094423-0.00365808j 
-0.00733961+0.00921238j -0.00993635-0.00297205j -0.0109223+0.00082549j 0.00135346+0.000942648j -0.00313448+0.00224189j 0.00769672+0.00189982j 0.00684885+0.00108472j -0.00693663+0.000766048j 0.000642114+0.0059735j 0.0169542+0.00358333j 0.00284061+0.00289862j 0.0115127+0.00421211j 0.0129636+0.00650981j 9.3083e-05-0.00299121j 0.00174614+0.0082896j 0.00226915+0.00797326j 0.0106897+0.000228534j 0.000716868+0.00596834j 0.00318863-0.0113031j 0.000821986+0.00473596j -0.0110186-0.00126319j -0.00743376+0.00912721j 0.00462957-2.01379e-05j 0.00270646-0.00700133j -0.0135677+0.00445932j -0.000501314+0.00413082j 0.00228007-0.00396358j 0.00346553-0.00931599j 0.00838388-0.0093417j 0.0174664-0.00617686j -0.00570416-0.00293876j 0.00318098-0.00575652j 0.0229284-0.00351863j -0.00422693-0.00519817j 0.00224733-0.00603807j -0.000301096+0.00148005j 0.0134631+0.00743386j -0.0026489-0.0103752j -0.00274361-0.00845526j 0.0057894+0.000197164j 0.000137984-0.00455929j 0.00584917+0.0018227j 0.0143479-0.00270484j 0.000266404-0.00291598j 0.0313476+5.14776e-05j -0.0011285+0.0103726j 0.0257167+0.00254432j 0.0123749+0.00780817j -0.00137029+0.000779566j 0.00220157-0.0016698j 0.00784822+0.00331167j 0.0123847-0.00131194j 0.00203289-0.0082732j 0.011808+0.00148558j 0.0109679+0.00726616j -0.00227482-0.00731102j 0.00370081+0.0134994j -0.0112117+0.00773834j 0.0143242-0.012979j 0.0297156+0.00404597j -0.0199032+0.00135257j -0.00309659+0.00667001j 0.00416105+0.00907191j -0.0135532-0.00234841j 0.000331475-0.000944218j -0.000171944-0.00977946j -0.00712661+0.00102694j -0.00771126+0.00171906j 0.00435754+0.00824586j 0.00295872+0.00514728j 
-0.000209473+0.00387302j 0.00208254+0.0025998j 0.00576159+0.00291618j -0.00516585-0.00466209j 0.00610618-0.000735758j -0.00294836-0.00542447j 0.00525619+0.00255208j -0.00113212+0.00521178j 0.0179737+0.000537464j 0.00947801-0.00637064j 0.00835074-0.0028181j 0.00927382-0.00632527j 0.0139107+0.00865877j -0.00659692-0.00668705j -0.00695045+0.0016968j 0.0178792+0.00430415j 0.00136493+0.000718341j 0.00273763-0.000170121j -0.00405997-0.00519897j 0.00642212+0.00386578j 0.00315152-0.00493301j 0.0115234-0.00500641j -0.000642651+0.00167602j 0.000790877+0.000751758j 0.00453108+0.00133163j 0.00638047-0.0011363j -0.00861103+0.00778928j -0.011078+0.00227912j -0.00646992-0.00537519j -0.0165532+0.00893771j -0.00827566+0.000560804j -0.00102852+0.000898163j -0.00595636-0.00467178j -0.015532+0.0135308j 0.000403703-0.00310454j 0.0123076+0.00121347j 0.0185326-0.00341097j -0.0153948-0.00917738j -0.0106036+0.000755979j -0.00713613+0.00228485j -0.00107298-0.0025087j -0.0170311+0.0181746j 0.00677604-0.000881185j -0.0106899-0.00333026j 0.0178305-0.0172995j 0.00905242+0.00958349j 0.00104094-0.011802j -0.00294646-0.0172422j -0.00150963+0.00018672j 2.97017e-05-0.00341922j -0.00107568-0.00176315j 0.0156139+0.00627076j -0.00115642-0.00232934j -0.000526384+0.00051229j 0.013981-0.00951886j 0.00602579-0.00678736j -0.0134737+0.00937132j 0.0357748-0.00237764j 0.0117462+0.00019786j 0.00611721-0.0111713j -0.0371766+0.0163432j 0.00545423+0.0101742j 0.016423+0.017814j 0.0107371+0.00729411j -0.00100827-0.00067471j 0.00037104+0.00625362j 0.00216417-0.0014002j 0.00081621+0.00570573j 0.0075349+0.0042694j 0.001148+0.00752499j 
0.00528748-0.000922524j 0.00204862+0.00336167j 0.0171176-0.00113943j 0.000957577-0.000437605j -0.00174661-0.00163549j 0.00569574+0.00144895j -0.00105798+0.000173121j 0.00815812+0.00117946j 0.0060212+0.00204947j 0.00256359+0.0012492j 0.0108471+0.000418415j -0.00236102-0.00613123j 0.00502971+0.000546575j -0.00530095+0.00537799j -0.0126879-0.000745669j 0.000969473-0.000242412j 0.00311074+0.00181252j -0.00171132-0.000591546j -0.00475189+0.00125225j 0.0010636+0.00366914j -0.00689998+0.00215857j 0.0147486-2.96638e-05j 0.00834167-3.62275e-05j -0.0114488-0.00071785j 0.00111122+0.000697316j -0.0085407+0.000708322j 0.0138498-6.0398e-05j -0.0114216+0.0044171j -0.0153357-0.00210011j 0.0165252-0.00236874j -0.0176846+0.00189142j -0.00459379+0.00172213j 0.0189377+0.00408805j -0.0227568-0.0019836j -5.80339e-05+0.00297606j -0.00671123+0.00440025j 0.00974713-0.00217717j 0.00289087-0.00125216j -0.0194217+0.00455821j 0.020144-0.00531691j 0.000222688-0.00436191j 0.0125061+0.00142802j 0.000499615+0.00125825j -0.00419302-0.0080429j -0.00266033-0.011079j 0.0100873+0.00601365j -0.0145747+0.00264029j -0.00565048-0.00506269j 0.000912929+0.00116307j 0.00495872+0.00291804j 0.0125186-0.00631114j 0.000193053+0.00865637j -0.000206627+0.00480372j -0.00755433-0.00217752j 0.00449507-0.000565572j 0.00210093+0.00016191j 0.00189204+1.73072e-05j 0.0221826-0.00908396j -0.0150585+0.00569488j -0.0081904+0.011423j 0.00836533-0.0105535j 0.00500897-0.00908158j 0.00597885+0.00666643j 1.09448e-05+0.00734946j -0.000358963-0.000293991j 6.01646e-05-0.00722344j 0.00956676-0.00356353j -0.00146019-0.00293938j -0.000576511-0.00473353j 0.00163929-0.000217901j 
