0.00488169-1.76508e-16j 0.0082492-3.01561e-06j -0.00738399-0.000556765j -0.0022265-0.00013854j 0.00286205+0.000326812j -0.00465682+1.25935e-05j 0.00339169+0.000207854j 0.00581192+0.000749858j 0.00121574-0.000138762j 0.000559698+0.000128469j -0.00432443-6.92095e-05j 0.00195046-0.000186507j -0.00497669-0.000807846j -0.00272594-0.000400276j -0.00257683-0.000327392j 0.00120428-2.51042e-05j -0.0023875-0.000126306j -0.00121737+8.56106e-05j -0.00256043-2.23082e-05j -0.00246199-0.000389542j 0.000750928+0.00014221j 0.000900867+0.000366075j -0.00497273-0.000377015j 1.45199e-05-0.000249481j -0.00149678-7.96703e-06j 0.000421303+0.000177673j -0.00150412-0.000157365j -0.00242347-0.000523724j 0.00018712-3.49745e-05j 0.00428839+0.000521913j -0.00256214-0.000213676j -0.000646968-5.70349e-05j -0.00110251+3.98251e-05j -0.00120688-9.25772e-05j -0.00113017-0.000182955j -0.00194894-0.000282875j -0.00172309-0.000389045j -0.00295813-0.000439079j -0.000195732+8.63883e-05j 0.00158445+0.000257816j 0.00129267+0.000145645j -0.00175891-0.00035463j -0.000196803-3.58289e-05j -0.000740401-4.53267e-06j -0.00224307-0.000481673j -0.00305343-0.000942329j 0.00146509-2.93489e-05j 0.000731301-0.000209585j -0.00131944-0.000216441j -0.000784465-0.000152857j 0.000659184+0.00021531j 0.000254445-3.87168e-05j -0.00260896-0.000157027j -0.000777215-0.000160676j -0.00148735+0.000221627j -3.28007e-06+0.000147998j 0.00273455+0.000434847j -0.00127516+0.000197918j -0.00171578+8.30475e-05j -0.00219006-0.000537991j 0.00216498+5.3928e-05j 0.00274683+1.94379e-05j -0.00439543-0.000413697j 0.000116878+0.000240278j -0.00146752+0.00026093j 0.00569578+9.15739e-05j -0.00108138-7.34948e-05j -0.00502505-0.00104109j 0.00461569+0.00127985j -0.00637985-0.000138364j 0.00198339-0.000532802j 0.0138729+0.00039899j -0.00335618+0.000277196j -0.0115198+0.00593611j -0.0281958-0.00373553j -0.000233465+8.10498e-05j 0.866429-0.00660816j 
1.45199e-05+0.000249481j -0.00264385+0.000405472j -0.00418771+0.000809463j -0.00106071+0.000302297j -0.00158485+0.00031424j 0.00270727-0.000345035j -0.00116143-0.000566185j -0.00302688+8.99133e-05j -0.00223642-0.000521136j 9.30264e-05+0.000667156j 0.00306313-0.000646253j 0.00255882+0.00037127j 0.00420326+0.000113017j 0.00698673-0.000331921j -0.00156476+0.000150576j 0.00141586+0.00113596j 0.00130936-0.000481965j 0.00159747+0.00111513j -0.00796827+0.00120608j -0.00489035+3.14676e-05j -0.00653941-0.000771942j -0.00699898-0.000532748j -0.00120006+5.86198e-06j 0.00498757-8.70614e-17j 0.00834086+0.000214376j -0.00639954+0.000142295j 0.0044188-0.000197573j -0.00138641+0.000203271j 0.00560996+0.000192892j -0.000820415+0.000984314j 0.00409958+0.000386403j -0.00431256-0.00124029j 0.00199811-6.18292e-05j 0.00741661+0.000162214j 0.00357321-0.000201309j 0.00665331+0.000397191j 0.00595933+0.000871606j -0.0131644+0.000491106j -0.0225412+0.000519327j -0.0122101-0.000118279j -0.0157673+0.000462187j 0.0128431+0.000538373j 0.000835034-0.000409193j -0.0177172-0.000409576j -0.00356004-0.000277673j 0.00806823-0.00093685j 0.00135241+0.000257883j -0.00682245-0.00044723j 0.00268287-0.000560369j -0.00668561-0.00110121j 0.0069014-0.000449824j 0.000828839-0.000406537j 0.0167813-0.0015639j 0.946015-0.00136556j 0.0190811-0.000433795j -0.0131318-0.00025751j 0.015641-0.000364897j -0.00561362-0.000776829j 0.00493667+0.000950165j -0.000678155+0.00129079j -0.00132526+0.000722741j 0.008985+0.000761682j -0.00323449-0.000761102j -0.010986+0.00100723j -0.00496409+0.000368171j -0.00732649+0.00107013j -0.000740696-0.000770188j 0.00254561+0.000679527j 0.000721873-0.00119803j -0.00608887+0.00127836j -0.000699703+0.000885503j -0.000449413+0.000294518j -0.006744-0.000664466j 0.00165562+0.000566201j -0.000480466+0.00109327j -0.0015995-0.000308032j -0.000761492-0.000168004j 
-0.00149678+7.96703e-06j 0.001662-0.000159516j -0.000934982+0.000100739j 0.00137476+0.000347858j 0.000583912+0.000469498j -0.00167616+0.000178352j -0.00172982-0.000296153j 0.00236123+3.1657e-05j 0.000243983-0.000562916j 0.00330142-5.33985e-05j -0.00586221+0.000677192j -0.00160624+0.000628848j 0.000368713-0.000310391j -0.00213868+6.54951e-05j -0.00168874-0.00048806j 0.0015163+0.000253673j 0.00352529-0.000560819j 0.00542259+0.000116131j 0.00709182-0.00054084j 0.0021251-0.000310168j 0.00112048-0.000143811j -0.000450542-0.000128781j 0.00872148-0.000637168j 0.00834086-0.000214376j 0.00270499+1.8464e-16j -0.00139088+0.000383752j -0.000369962+0.000106976j -0.0011495-0.000219656j -0.00400248-6.21513e-06j 0.0014299+0.000378871j 0.000707476-0.000117392j 0.00121163-0.000369728j -0.0078794+0.000181754j -0.00965548+0.00098005j -0.00867795+0.00010187j 0.00509779+0.000192442j 0.0201019-0.000699463j -0.00128671-3.82381e-05j 0.00518157-0.000191837j -0.0115714+0.000355649j -0.00375784-0.000401933j -0.00605209-0.000232518j -0.00450501-6.65957e-05j 0.00640729-0.000276978j -0.000917408-0.000102866j 0.00255444-0.000418509j 0.0279183+0.000879018j 0.0196427-0.000677593j 0.00135167+0.000724737j -0.0212461+0.000290346j 0.0143317-6.37433e-05j 0.0276194+0.000246634j 0.950925-0.00127608j -0.0244431-0.00151068j -0.00615269-0.000257358j -0.00272087-0.000314205j -0.00532046+8.1603e-05j -0.0115125-0.000373426j 0.000136803+0.000120162j 0.00454058+0.000111596j 0.00800432+9.04787e-05j -0.000166846+0.00155143j 0.000166887+0.000318105j -0.00533144-0.00016377j -0.00188426-0.000349537j 0.00638911-0.000392158j 0.00352641+0.00079751j -0.00416267+0.000271324j -0.00259274-0.000453836j 0.0023264+4.32645e-05j 0.000757883+0.000445305j 0.00161473-0.000146551j 0.000798102-0.00074558j 0.00160813+0.000520124j -0.000185426+0.000459288j -0.000808004-0.000264234j -0.00224301-0.000161479j 
0.000421303-0.000177673j 0.00370622-0.000281254j -0.000801691-0.000204798j 0.00125178-9.60463e-05j 0.00332144-7.29462e-05j -0.0012858-1.56924e-05j 0.00435642-7.71892e-05j 0.00232338+0.000283089j 0.000783813+0.00027604j -0.000179426-0.000312364j -0.00207018+0.00011066j -0.00237079-0.000524366j -0.00294573-0.000155865j -0.00345546-7.96073e-05j -0.00186503+0.00027367j -0.000797688-0.000548642j -0.00282738+0.000400069j -0.00460808-0.000410822j 0.00562245-0.000402402j -0.00318689+0.000480479j 0.00286697+0.000411498j 0.00392766+0.000625644j 0.00225262+0.000323903j -0.00639954-0.000142295j -0.00139088-0.000383752j 0.010441-1.08637e-16j -0.00113931+5.44804e-05j 0.00244174+5.43131e-05j 0.00277879+0.000287335j -0.00410285-0.000268536j -0.00201562-0.000351409j 0.00305022+0.00068771j 0.00612789-0.00023371j 0.00352176-0.000389467j -0.00190262+0.000379612j 0.00484453-3.85973e-05j -0.0197121-5.25105e-05j 0.0157713-0.000480444j -0.00797267+6.31724e-05j -0.00873786-0.000100659j 0.0232342+0.00032711j -0.0223494-0.000477924j -0.00398422+1.49261e-05j -0.0186599+0.000272238j -0.0112819+7.946e-05j -0.00144958+0.000687158j 0.00565586+0.000607304j 0.0146362+0.000105249j -0.0225394-0.000135753j 0.00715041+0.000677699j 0.0899318+0.00056515j -0.947321+0.002379j 0.0284208-0.000395142j 0.0181573+0.000286624j -0.00253142+0.000532861j 0.00670568-0.000183796j 0.0124344-0.000372625j -0.00149606+0.00018495j -0.00828368-0.000564741j 0.00695288-0.000322528j -0.00290246-0.000717357j -0.00315987-0.000893939j -0.000164352-0.000452566j 0.00894597-0.000501004j 0.00144957+0.000216882j 0.00508232-0.000513991j 0.00583218+0.000473943j 0.000148159-0.000879329j 0.000660926+0.000345325j 0.00221653-0.000637993j 0.00345652-0.00057827j -0.00306432-0.000264332j 0.00415353+0.000268847j -0.00158876-0.000411185j 0.000541803-0.000652401j 0.00264054+0.000326215j -8.05058e-05+7.67641e-05j 
-0.00150412+0.000157365j -0.000820339+0.00013539j -0.0020104+0.000264371j 0.00247339+0.000104107j 0.00365618-5.75045e-05j 0.0029532-5.45228e-05j -0.00240433+0.000111747j 0.0012904-0.00040331j -0.0017644-6.14578e-05j -5.80434e-05+0.000290687j -0.00247633-0.000186746j -0.00208785+0.000539157j 0.00234135-0.000107765j 0.00135395+9.40128e-05j -0.00237976-1.77287e-06j 0.00094529-5.86967e-05j 0.00308968-0.000198611j -0.0001762-1.09019e-05j -0.00132239+0.000358462j -0.000506571-0.000469801j 0.000444472-5.4846e-05j 0.00121519+0.000321595j -0.00756378-0.00091245j 0.0044188+0.000197573j -0.000369962-0.000106976j -0.00113931-5.44804e-05j 0.00747303-1.84965e-16j -0.00817793-0.000189244j -0.0143081-0.000779935j -0.0055566+0.000138505j -0.00369513+1.06846e-05j 0.004766-0.000317758j 0.0078023+0.000646364j -0.00542209-0.000340784j 0.00269088-0.00041472j -0.0121953-0.000760876j -0.000697657-0.00019841j -0.0266329+2.54022e-05j 0.016627+0.000130587j 0.00549851+0.000543821j -0.0132666-0.000203202j -0.00930486-0.000599743j -0.00568811-0.000734279j -0.0134713-3.84303e-05j -0.0197292-0.000964877j -0.00173472-0.000503066j -0.000281559-0.000106993j 0.0063623+0.000337993j 0.00567729-1.10592e-06j 0.000814403+0.000129172j -0.940973+0.00202999j -0.083643+0.00102508j 0.0116333-3.25433e-05j 0.0101244+0.0004406j 0.00403764-0.000641022j 0.00309675+0.000950875j 0.00309508+0.000284167j 0.00101833-0.00118901j -0.00618249+1.14557e-05j -0.00190258-0.000543271j 0.00435502+0.000442236j -0.000195042+0.000443138j -0.00479268-0.00085369j -0.000646019+0.00133208j -0.00371957+5.37221e-05j -0.00240136+0.000562312j -0.00248773+0.000181246j -0.00670883-0.00053522j -0.00343848+0.000292159j -0.0022263+0.000220743j 0.00283699+0.000548671j 0.00211901+0.000385605j 0.00189611+0.00063415j 0.00104667+0.000318828j -0.00341448-0.000163931j 0.000152088+0.000250266j -0.000681729-0.000203219j 
-0.00242347+0.000523724j 0.000348686-7.33032e-05j -0.0036475+0.000543881j -0.00161213-4.00225e-05j 0.000266267-0.000363129j -0.000511584+4.62117e-05j 0.00511625-9.04162e-05j -0.000495285-0.000384123j 0.000734578+0.000332011j -0.00605228+0.000511974j -0.00154189-0.00061701j -0.00159365+0.000129175j 0.00100263+0.000256531j 0.000729912-0.000222524j -0.00599668+0.000760877j -0.006688+6.10592e-05j 0.00316729+0.000373302j -0.00689931+0.00028789j -0.00520082+0.000961012j -0.00542012-0.000619356j 0.00320955+8.56808e-05j -0.00256004+0.000246118j 0.00312686+4.61777e-05j -0.00138641-0.000203271j -0.0011495+0.000219656j 0.00244174-5.43131e-05j -0.00817793+0.000189244j -0.0032856-3.29597e-17j 0.00755916+9.88598e-05j -0.00200008-0.000924383j 0.00724553-0.00056349j 0.0206476-0.000860824j -0.013879+0.000667814j -0.0144962-0.000657657j -0.014269+6.85581e-06j -0.0160377+4.08304e-05j -0.0205903+0.000229711j 0.00813835+0.000116284j -0.0128035+0.000148929j 0.02084+8.41297e-05j -0.0149827-0.000304106j 0.00553874+0.000401265j -0.0100179-0.000100382j -0.0133188-0.000126021j -0.00572842+0.000270162j -0.0295228+0.000294592j 0.0223086+0.000451295j -0.0168342-0.000420113j -0.0654508+0.000664006j -0.943159+0.00106643j 0.00574336+4.62885e-05j 0.0119377+0.000627836j 0.00177814-0.000270545j 0.0081503+0.00114467j 0.00667783+0.000146151j -0.00766761+0.000785429j 0.00226937-0.00042989j 0.0113806+0.000198053j -0.00556823-0.000130672j 0.00215823-0.000231233j -0.000362795-0.000921318j -0.000351174-0.000355251j -0.00696893-0.000532735j -0.00111961+0.00118432j -0.00647676+0.00144975j 0.00388714+0.000304675j 0.00301004-0.000573789j 0.00127744-0.000673166j -0.00223044+0.000380115j -0.00425983+0.000424791j 0.00420205-0.00033936j -0.000902146-6.07964e-05j -0.00258544+0.000658768j -0.00434342-0.000449018j 0.000819223+1.8893e-05j 0.00185295+0.000535778j 0.000819787+0.000222574j 
0.00018712+3.49745e-05j 0.000835858-6.88061e-05j -0.000743454-0.000133954j -0.00273562+0.000137127j -0.00429358+0.000305543j -0.00144478+0.000287307j -0.00348981+0.000215515j 0.00108324+9.91641e-05j 0.00263013-5.8263e-05j 0.00203897+1.1627e-05j -0.00196566+0.000402112j 0.00157028-3.2086e-05j 0.000606856-0.000375714j -0.00163198+0.00032674j 0.00221409-0.000226634j -0.000260336-8.75462e-05j 0.00415248-0.000117344j 0.00184681+0.000165883j -0.00426554+7.71532e-05j -0.00166921-5.86359e-05j -0.00475227+0.000251187j 0.000663161+0.000418697j -0.004635-2.56841e-05j 0.00560996-0.000192892j -0.00400248+6.21513e-06j 0.00277879-0.000287335j -0.0143081+0.000779935j 0.00755916-9.88598e-05j 0.0101098+2.07964e-16j 0.00568978-3.0304e-06j 0.00323392-6.30162e-05j -0.00680115+0.000154811j -0.00479786+0.000812215j -0.00314835-0.000117593j 4.82416e-05-4.74083e-05j -0.00298806+0.000101834j 0.0187413-0.000130334j -0.0341885-9.08379e-05j 0.00248422-1.04939e-05j -0.0163315-1.4303e-05j 0.00139633-0.000401729j -0.0118134+0.000109917j 0.00532611+0.000253428j 0.0162158-0.000377072j -0.00546386-0.000496963j -0.00157072+0.000182751j -0.0165435+1.91399e-05j 0.00893284-0.000116569j 0.955094-0.000229669j -0.0657333-0.000548951j 6.69651e-05+1.88504e-05j -0.0156475+0.000228186j -0.000625025+0.000651084j 0.00266861-0.000544281j 0.00914359+0.000802288j 0.00848769-0.000426266j 0.00743522+8.91766e-07j 0.00011205+0.000459181j 0.00491032+0.000602153j -0.00421509+0.000422508j 0.00366658-5.55496e-05j -0.00273564-0.000115245j -0.00612698+0.000646439j -0.000366268+0.000384602j -0.00372201-0.000212463j 0.00148943-0.000363537j -0.000303047+0.00031663j -0.00356911+0.000180117j -0.000768613+0.000318985j -0.00137839-0.00045086j -0.00100799+7.09397e-05j 0.00242089+2.83372e-05j -0.00334725-0.000382691j -0.00234021-0.000165691j 0.000902829-8.13306e-05j 0.00153676+0.000190123j -0.00113714-0.000197361j 
0.00428839-0.000521913j -0.000886967+0.000348578j 0.000698967-0.00034517j 0.00189143-0.000111153j 0.00409357+0.000314757j 0.00449372-0.000441615j -0.00174263+9.92851e-05j 0.00167074+0.000771025j -0.00207265+2.40368e-06j 0.00341535-0.000474226j 0.00416828+6.61411e-05j 0.000968167-0.000856039j -0.00155411-0.000444986j -0.00153005-0.000224291j -6.43424e-05+0.000223314j 0.0035803-0.000389889j 0.000942236-0.00060697j 0.00550291-0.000731375j 0.00534351-0.000128645j 0.00576629+0.000816421j -0.00531253+0.000281995j 0.00236158+0.000355502j -0.00259287+0.000299175j -0.000820415-0.000984314j 0.0014299-0.000378871j -0.00410285+0.000268536j -0.0055566-0.000138505j -0.00200008+0.000924383j 0.00568978+3.0304e-06j 0.00520202+1.06507e-15j 0.000868587+0.000473817j -0.0217821-0.00022133j 0.0148387-0.000742686j -0.00285774-0.000274003j 0.00250346+0.000421372j 0.0414007+0.000102557j -0.0139188-0.000249748j -0.00549988+6.01548e-05j 0.0396507-3.73188e-05j 0.0168923+0.000429557j 0.00888167+0.000986534j -0.0030474+0.000401523j -0.0135266+0.00047203j -0.00578857+0.000204405j -0.0157437+0.000439935j 0.0436945-0.000440544j -0.0397595+0.000285315j 0.948758-0.000650533j -0.00781479-2.46084e-05j -0.0364143+0.000487628j 0.000249077-0.000396114j 0.00895255-0.00018606j -0.0142848-0.000666435j -0.00587035-0.000331844j 0.012739+0.000344022j 0.00221905-0.000592789j 0.000911489+2.13136e-05j -0.000587212+0.000357525j 0.000489003-0.000557342j -0.00367849+0.000142277j -0.00961278+0.00087146j -0.00401709-0.000741221j 0.00726696-0.000542469j 0.000885288-0.000455822j 0.00524645-0.000860214j -0.00368825-0.000236375j -0.00188844+0.000389754j -0.00170403-0.000336166j 0.00508522-5.73405e-06j 0.00223018-0.000767723j -0.00336908+1.99873e-05j -0.00400502+5.72373e-05j 0.00331656-0.000231287j 0.00310451-0.000205068j -0.00258801-0.000690358j 0.000445543-6.15337e-05j 0.000675812-0.000236033j 
-0.00256214+0.000213676j 0.000814458-5.89714e-05j -0.00267097+0.000386802j 0.00142461+4.44019e-05j 0.0016154-0.000247767j 0.000695769+5.85124e-05j 0.000841636-0.000420948j 0.00209953-0.000377378j 0.00267139-0.000106268j -0.00457151+0.000452799j 0.0041695-0.000129043j -0.0013254+0.000272121j 0.00184238+2.3609e-05j 0.00159852+0.000267334j 0.00716449+1.03763e-05j -0.00474109+0.000256348j 0.00400494-5.5777e-05j -0.00372966-0.000150829j -0.00415173-5.33794e-05j 0.00386621-0.000257348j -0.000266785-7.3632e-05j 0.000840279-0.00010669j -0.00115183-0.000871808j 0.00409958-0.000386403j 0.000707476+0.000117392j -0.00201562+0.000351409j -0.00369513-1.06846e-05j 0.00724553+0.00056349j 0.00323392+6.30162e-05j 0.000868587-0.000473817j -0.0170221-1.51517e-15j 0.0213778-0.000751703j 0.0077775-0.00064904j 0.00254012+0.000176444j 0.0198751-0.000395186j 0.00616682+0.000279865j -0.0106131-0.000478244j 0.00461945-0.000266239j 0.011056+9.10752e-05j -0.0105801+7.59343e-05j -0.00724409+0.00022374j 0.00729258+0.00044451j 0.00413715+1.47177e-05j 0.00587865-0.000379985j -0.0898888+0.000544036j -0.0801375+5.60034e-05j -0.943704+0.000611395j -0.0369606-0.000276162j -0.00133998+0.000109218j -0.0178552+0.00053177j 0.00693092-0.000296831j 0.0046208+0.000595909j -0.00161146-0.000839015j -0.00434252-0.000136784j -0.0059303+5.01625e-05j -0.00623875+0.0001108j 0.00112739-0.000626421j 0.00157229-2.02049e-05j -0.00359297-7.82548e-05j 0.00160976+0.00024844j -0.000600903+0.00015472j -0.000438023-0.000399124j -0.00466667-1.33959e-05j -0.00166596+0.00039369j -0.00314691+0.000486765j 0.00300623+0.000639748j -0.0014866+0.000186668j 0.00333368-5.42523e-05j -0.00289199-6.26192e-05j -7.54528e-07+0.000774369j 0.00160822-0.000299606j -0.000599017-0.000310544j 0.000358742+0.000635371j -0.00134516+0.000258281j -0.000150319+6.58024e-05j -0.00150248-0.000181295j -0.000953365+0.000160165j 
-0.000646968+5.70349e-05j 0.00107282-0.000274432j -0.000451496+0.000302423j -0.00192026+5.68994e-05j -0.00180492-0.000622972j -0.000356169+0.000424787j 0.00195859-6.81936e-05j -0.00284685-0.000968732j 0.00410139+0.000627117j -0.00210665+0.000158045j -0.00119155+9.14674e-05j -0.00812815+0.000774013j 0.00697309+0.000962021j 0.00762147+0.000977686j 0.00474314+0.000773566j -0.00635849+1.45246e-05j 0.00645901+0.000265866j -0.0128226-0.000318608j 0.00131575+1.2689e-05j 0.00699063-6.18753e-05j 0.00127339-0.000585136j -0.00132089-0.000839472j 0.00586277-0.000245785j -0.00431256+0.00124029j 0.00121163+0.000369728j 0.00305022-0.00068771j 0.004766+0.000317758j 0.0206476+0.000860824j -0.00680115-0.000154811j -0.0217821+0.00022133j 0.0213778+0.000751703j 0.0180379-5.83192e-16j -0.000944042-0.000208365j -0.0131007+0.000368548j 0.0113207-5.81645e-05j 0.0367585-0.000237343j -0.0218607+0.000651982j 0.0166339-0.000204292j 0.0145253+0.000261451j -0.0212149+3.77241e-05j -0.0251846-0.000292526j -0.000762813-0.000104974j -0.0591348+0.000484346j 0.0330801-0.00089913j -0.0892159+0.000600712j -0.928275+0.000603033j 0.0933321-9.33818e-05j 0.0463638+0.000383574j 0.0125435-0.000160037j 0.0213312+0.00019768j -0.00566378-0.000652374j 0.00498375+0.000511383j -0.000167471+0.000460326j 0.00432336+0.000821197j -0.0047989-0.000329905j 0.00405753+1.31815e-05j -0.00774421+0.000138604j -0.00572501+0.000439947j -0.00422581+0.000167489j 0.00870143-6.8646e-06j -0.0038204-0.000317924j 0.00271909+0.000253493j 0.00449805+0.000853657j -0.00255533+0.000614797j -0.0013467+0.000379661j 0.00236887+0.000893384j -0.000210331+0.000166501j 0.00668291+0.000947719j -0.00597899+0.000506744j 0.00261764+0.000567859j 0.00280413+5.7481e-05j -0.00437402-0.00113194j -0.000839469+0.000590141j -0.00167649+3.84346e-05j 0.00489327+0.000760899j -0.00230037-0.000366105j 0.00292899+0.000944202j 
-0.00110251-3.98251e-05j -1.19612e-05-5.20945e-05j 0.00155206-5.40059e-05j 0.00294156-2.00783e-06j 0.00159376+0.000239811j 0.00170531-0.000330582j -0.00146215+0.0001148j -0.000903281+0.000236123j -0.000984294-0.00046791j 0.00157438-0.000167882j -0.00375605+0.000184313j 0.00649781+0.000127108j -0.0068904-0.000296468j -0.00400248-0.000360035j -0.00889746-0.000631645j -0.000581256-0.000259893j -0.00332223-0.000582481j 0.00177591+0.000222303j 0.00591523+1.3856e-07j -0.000379842-3.91822e-05j -0.000626188-0.000230363j 0.00267718+6.28493e-05j -0.00528878+0.000118749j 0.00199811+6.18292e-05j -0.0078794-0.000181754j 0.00612789+0.00023371j 0.0078023-0.000646364j -0.013879-0.000667814j -0.00479786-0.000812215j 0.0148387+0.000742686j 0.0077775+0.00064904j -0.000944042+0.000208365j 0.0280314+5.10984e-16j 0.00655086-0.000110046j -0.0431596-0.000205643j -0.0283343-0.000265514j 0.0314983+4.8261e-05j 0.0194767+0.000504034j -0.0246071+0.000113696j 0.00405037+0.000410808j 0.0172168+0.000178834j -0.00828759-0.000397425j 0.0793006-0.000312193j 0.0284891-0.00032026j 0.943241-0.00131581j -0.109693-0.000473121j -0.0799809-0.000279428j 0.0236644+0.000412714j 0.0105464-0.000496122j -0.0226214-7.58669e-05j -0.00214289+0.000921507j -0.0108772+0.000252795j -0.00411508-0.000184051j -0.000334412-0.000165799j -0.00725814-0.000183887j 0.003238-0.000320057j 0.00131659-0.000161442j 0.000690541-0.000869399j -0.00475777+0.000279622j -0.00123274-0.000160805j -0.00367316+0.000293075j 0.00453841+0.000464213j 0.000311066-0.000481229j -0.00128158-0.000376122j 0.00323971-0.00044498j -0.00152897-0.000180234j -0.0017359-0.000515285j -0.00446704-0.000137344j 0.00455069-0.000181275j -0.00105032-8.07564e-05j 0.000698681+0.000439083j 0.000198724+0.000437655j 0.000579043-0.000113138j 0.002041+0.00042132j -0.00286929-0.000156836j -0.000533268-5.83138e-05j -0.00176981-0.000371165j 
-0.00120688+9.25772e-05j 0.000632108-8.65392e-05j -0.00063943+0.000633074j 0.00222046-0.000230404j -0.000664719-4.32945e-05j -0.00118714-0.000235668j 0.00389218-0.000604545j -0.0030286-0.000100471j 0.00422681-0.000512146j 0.000544534-0.000241419j -0.00109435-0.000552809j 0.00108769-1.60882e-05j 0.00303571-0.000155235j 0.00197745-0.000328941j 0.00449144+0.000136859j -0.00693985+0.000257374j -0.00199239-0.000428425j 0.000509798+0.000393558j -0.00188027+0.000546758j -0.00209731+0.000871355j -0.00349935-0.000250566j -0.0010981+0.000176687j -0.00357067-4.36299e-05j 0.00741661-0.000162214j -0.00965548-0.00098005j 0.00352176+0.000389467j -0.00542209+0.000340784j -0.0144962+0.000657657j -0.00314835+0.000117593j -0.00285774+0.000274003j 0.00254012-0.000176444j -0.0131007-0.000368548j 0.00655086+0.000110046j -0.011859-1.82696e-15j -0.0496464+0.000443049j 0.0110147-0.000197466j 0.0397503+0.000616818j 0.0181438+0.000129754j 0.00306725+6.01685e-05j -0.0263879+0.000264268j 0.0660373+0.000189342j -0.038546-0.00039208j 0.115778-0.00039425j 0.946372-0.000369206j -0.0353899-0.000140969j 0.0231395+0.000886634j 0.0163992+0.000311756j 9.91591e-06+0.000189741j -0.0173096-0.000371302j 0.000208331+0.000130146j -0.01011+0.000137555j -0.00215234-0.000267203j -0.00817493-0.00039193j 0.00488671-0.000354474j 0.00147278+7.61144e-05j -0.00213545+0.000604647j 0.00464419-0.00045361j 0.00236988+0.000487643j 0.00128938+6.25744e-05j -0.00190111+0.000251396j 0.000155177-4.96138e-06j -0.000832191+0.000610506j 0.00404844-0.000454383j -0.00147316-0.000477999j -0.00357561+0.000265706j 0.00196698+0.000391987j -2.65931e-05-0.000756517j -0.000181586+0.000202179j 0.00240988+4.54372e-05j -0.0025697+3.0228e-05j 0.00205385+0.000277116j 0.00121797+7.20526e-05j -0.0007881-0.000213161j -0.000175965-0.000114153j 0.00160767+0.000434758j -5.64723e-05-3.07742e-05j -0.000579372-1.23439e-06j 
-0.00113017+0.000182955j -0.00186756+0.000230722j 0.000510486-0.000284857j 0.000890248-1.68421e-05j 0.00316143-0.000158419j -0.00022386+0.000190832j -0.00198728+0.000211588j 0.00515231-7.15299e-05j 0.000513872+0.000565732j -0.00130178-8.90497e-06j 0.00156585+0.000272373j -1.15945e-05+1.33658e-05j -0.00137563-3.20723e-05j 0.00274415-3.57985e-05j -0.000815066+0.000815508j -0.000978691-0.000433299j -0.00103303+0.000133742j 0.000188541-0.000257313j -0.00777446-0.000299644j 0.00520645+0.00022029j 0.00553101-8.9067e-06j 0.00115782+0.000253876j 0.00111643-0.000287051j 0.00357321+0.000201309j -0.00867795-0.00010187j -0.00190262-0.000379612j 0.00269088+0.00041472j -0.014269-6.85581e-06j 4.82416e-05+4.74083e-05j 0.00250346-0.000421372j 0.0198751+0.000395186j 0.0113207+5.81645e-05j -0.0431596+0.000205643j -0.0496464-0.000443049j 0.164118+3.72694e-18j 0.0340502+3.33741e-05j -0.0570469+0.00019974j -0.0153487-0.000110943j -0.0703934-0.00015344j -0.0161363+0.000187876j -0.225168-2.90632e-05j 0.340535-9.91088e-05j -0.842131+0.000230709j 0.133155+7.50588e-05j 0.0813052-0.000108742j 0.0399462+0.00052074j -0.00234295-7.24191e-05j -0.00322965-0.000352812j 0.00896794-0.000220339j 0.00234389-0.000249915j 0.00375493-0.000237327j -0.0132897+9.26661e-05j -0.000908854+4.66517e-05j -0.0103824+0.000194982j -0.000865107-0.000300484j -0.00148313+6.91193e-05j 0.00215672+0.000106167j 0.00512825+1.13312e-05j 0.00155848-0.000640989j -0.00369488-0.000771767j 0.00142193-0.000288866j 6.66643e-05-0.000443265j 0.000774881+0.000366326j 0.00109031+0.00019464j 0.000171597+0.000254136j 0.0052807+0.000286455j -0.00390887+0.000278746j 0.00201648+2.27335e-05j 0.00176993+0.000694155j 0.000817119+6.7111e-05j -0.00234459-0.000561121j 0.000735089-0.000331452j 0.00227632+0.000399409j 0.000790712+1.05936e-05j -0.00101099-0.000301443j -0.00121677-0.000219122j -0.00110819-0.000233467j 
