0.0135036-0.0133498j 0.00559338+0.000701241j 0.00263334+0.0145066j -0.00777582-0.00574497j 0.00393201+0.0191234j -0.0100715-0.0153056j -0.00973006+0.0195889j -0.00579348+0.00829357j 0.00431359-0.00317561j -0.00861766-0.0486904j 0.0142679-0.0126963j -0.0142278-0.00493021j -0.0284668-0.0237333j 0.0251535-0.0425529j 0.00607838+0.00794142j -0.017017-0.00516974j -0.00400732-0.0094612j -0.00224738+0.00108785j 0.00632257-0.0047139j -0.00345853-0.00281215j 0.00464385+0.0106215j 0.00679209-0.0116678j 0.00847748-0.00186632j -0.00369638+0.00610455j -0.00245431+0.00597875j 0.00939586-0.0107277j -0.00040619+0.0166465j -0.0111028-0.00567151j 0.00323608+0.00526985j -0.00116656-0.00171251j -0.00342928-0.00267482j -0.00130763+0.0097351j -0.0127957+0.000348552j 0.00821335-0.00255268j -0.00894824+0.00208329j -0.00377971+0.00147855j 0.0129248+0.000688387j 0.00803332+0.0029275j -0.00439577-0.0134746j -0.00854701+0.00750418j 0.000152501-0.0102284j -0.0108076+0.0113524j -0.0173113+0.000586467j -0.0117293+0.0148723j 0.00303152+0.00541062j 0.0189632+0.0177375j 0.011819-0.00461366j -0.00166385-0.000237396j 0.00179222-0.00481832j 0.000921319+0.0013108j -0.00159365+0.000299202j 0.00189018-0.00177207j -0.00310401-0.00249807j -0.00237672-0.0051051j 0.000892073+0.000627478j 0.000644745+0.0110897j -0.00736027+0.000134372j -0.00114861-0.00269075j 0.00666961+0.00458982j 0.00365004+0.0110413j 0.00732271-0.00412686j 0.0110726+0.00401224j -0.00677723-0.00409879j -0.00955789-0.000752515j 0.000756182+0.00665314j -0.000691863-0.000977052j 0.00387677-0.00892058j 0.0144501+0.0144143j 0.0080633-0.0120091j 
-0.00386054+0.00555385j 0.00686662-0.000287488j -0.0138412-0.00850218j -0.0147432-0.000106944j -0.0175512-0.00704834j 0.019799+0.00394601j 0.0263311-0.0227146j -0.0427182-0.0143068j 0.0134717+0.0120718j 0.0107696+0.0139003j 0.00195229+0.00228254j 0.0123146-0.0134616j 0.011639+0.00874531j -0.0153272+0.00859694j 0.0225231-0.0022742j 0.0164558-0.010767j -0.0125426+0.000821963j 0.0161537+0.00564623j 0.020158+0.00196264j -0.0172014-0.0119851j -0.00747209-0.00414247j -0.0236887-0.00767854j 0.00662308+0.0155298j 0.0154976-0.022199j 0.00417423+0.000561035j 0.0194568+0.00309809j -0.00482761+0.0114203j 0.0128279-0.0031756j 0.015848+0.00949252j 0.00941559+0.00450452j -0.0185785-0.0143313j -0.00458415+0.00487919j 0.0156203-0.00771561j -0.00052367+0.0046241j 0.00231234+0.00131569j -0.00641176-0.0019944j -0.00118622-0.00710212j 0.0124117+0.00176944j -0.0121335+0.013246j -0.0038439+0.0076829j 0.00471857+0.0211142j -0.00372462+0.0130131j -0.00736243-0.0182124j 0.00420743+0.0112004j 0.0021604-0.00578321j -0.0141896+0.00149375j -0.00621575-0.0068051j 0.00169726+0.0114934j 0.00285528+0.000105485j 0.0146117+0.00963611j -0.00807473-0.0135425j 0.00361756-0.00625025j 0.00198275+0.0136714j 0.0112169-0.00779509j -0.00907092-0.000652159j 0.0183029+0.00806449j -0.0110455+0.0057166j -0.0136498-0.0149189j 0.00316298-0.0061389j 0.00126194+0.00698209j -0.0106939-0.0038765j -0.0110362+0.00240272j -0.00239524-0.00222868j 0.00102385-0.00032331j 0.000465072+5.80803e-05j 0.00141627+0.000633355j -0.00313731-0.000537299j 0.00573631+0.00345609j -0.00243296-0.00480127j 
-0.00435311-0.00525982j 0.00289232+0.0109633j -0.0039822+0.00508613j 0.0252742-0.0118925j 0.0122714-0.00618519j 0.00473017+0.0192606j -0.031506+0.0111727j -0.0052287-0.000660575j 0.0123804+0.00213929j -0.0228146-0.00745924j 0.00840008-0.0158229j -0.00725306+0.0102405j -0.0242406-0.000421683j 0.00217458-0.00323409j -0.00807885+0.0118429j -0.00539041+0.0160906j 0.0331505+0.0071821j 0.00629197-0.00140782j 0.00603933+0.00302824j -0.00318493-0.00658223j -0.00215827-0.00361767j -0.0254378-0.00786114j 0.0186311+0.00475509j 0.000251696+0.000521714j 0.0351385-0.00979368j 0.0313676+0.00725525j -0.0057963+0.00148742j 0.0195509+0.0168312j 0.0222769-0.000314624j 0.0156368+0.00148185j -0.0264497+0.00755943j -0.00168225-0.0144398j 0.0132526+0.00509365j 0.00957819+0.0140073j -0.00105541-0.00679707j -0.00767633-0.00429118j -0.00717542+0.0114401j -0.00111365+0.00607559j -0.00197753+0.0112279j -0.00509247-0.00087171j 0.00334604-0.0149842j -0.00549503-0.00275832j -0.00242249-0.00713198j -0.0228042-0.00543669j -0.0130997+0.0147972j 0.0117827-0.00365639j 0.00559156+0.0150272j -0.00579937+0.00787413j -0.00548609+0.00668605j 0.00182508-0.000584258j 0.000805179-0.0100538j 0.000417338-0.0079948j -0.00170056+0.0187878j -0.00955993-0.0104786j 0.0127968+0.0116913j -0.0125696+0.00901908j 0.00173602+0.0129385j 0.0085998-0.00940775j -0.00201877-0.00248933j 0.00210926+0.00152863j 0.00163578-0.00611636j -0.00860653+0.00772016j 0.00311423-0.00252406j -0.000554584-0.00032792j 0.00220794-0.00101187j 0.0046822+0.000378276j 0.00168373-0.000690492j -0.00239734-0.00124244j 0.00579296-0.000408928j 
-0.00101958+0.0069266j 0.0149325+0.00227527j 0.0152894+0.00373088j -0.00485453-0.010175j -0.0029204+0.0119714j 0.00837023-0.00894703j -0.00143583-0.0129489j 0.0131984-0.0139708j -0.0120382+0.0289843j -0.018575-0.0038431j -0.0178051+0.00892796j -0.00977149-0.00814304j 0.0120664-0.0110466j 0.0143691-0.00815719j -0.0040424+0.0100373j 0.0242241-0.0072081j 0.00131245+0.0280201j 0.00401564-0.00137826j 0.0134608-0.00850601j -0.0172276+0.00582211j 0.0108788+0.00452552j 0.00788401+0.00764882j -0.0110959-0.0113075j -0.00431568+0.00138095j -0.00746997+0.0144241j 0.00809517-0.00332518j 0.0072701-0.00366857j 0.00440861+0.0140577j 0.00214057-0.00687443j -0.00396705+0.00991949j -0.00458543+0.0197827j 0.0146898-0.0190262j -0.00987206+0.0162958j 2.65603e-05+0.00459873j 0.000666212-0.00556576j -0.000469462+0.00260768j 0.00083429-0.010537j -0.00433579-0.0109611j 0.015427-0.0106524j -0.0128492+0.000952276j -0.0138407-0.0053142j -0.00308453-0.0110348j -0.0146186+0.00651142j 0.00355748-0.00254278j 0.00156497+0.0148092j -0.00511367-0.00671669j 0.0101345+0.00822896j -0.00164389-0.00395437j -0.00274781-0.00512513j -0.00815425+0.000161656j 0.00304376+0.00249787j -0.00255069-0.00541663j -0.00186432-0.00333195j -0.0101649-0.00698078j -0.0136448-0.00515867j 0.00240745-0.00927752j -0.000868828+0.00733576j -0.0018807+0.00993893j 0.00572589-0.000221796j 0.00344522-0.00965625j 0.00561122+0.00984035j 0.00493531+0.00515117j -0.00528769-0.00701557j -0.00458684-0.00120651j 0.00104119-0.000441205j 1.39203e-06+0.000153116j -0.00241101+0.00480711j 0.0168717-0.00132256j -0.00165627-0.00817276j 
-0.0338141-0.0196397j -0.00457771+0.012755j 0.000964832-0.00235169j -0.0132638+0.00399831j -0.0198503-0.00655653j 0.013488-0.00389823j 0.0289607+0.00024578j 0.00336314-0.000391358j -0.0074305-0.00496194j -0.0136575-0.0105272j -0.0134855-0.00379908j 0.0311642+0.0225974j 0.00387107-0.00887795j -0.0141042-0.00530257j 0.0113355-0.0068824j 0.0152082-0.00488963j 0.0204402+0.00564252j -0.0125787+0.00737165j -0.000436191+0.0119683j -0.00198554+0.00561143j 0.0134011-0.00411715j 0.00139156+0.00970972j 0.00948728-0.00123862j 0.0114036-0.0138666j 0.00192126-0.00255978j -0.0125105+0.0139315j 0.00961478+0.0321466j 0.00615908-0.00379156j -0.00696679+0.0139854j -0.00230466+0.00737644j 0.0120268-0.00622666j -0.000781384+0.0108067j -0.00116966+0.00431799j -0.00389388+0.0053832j 0.0146697+3.53193e-05j 0.00622508-0.00194159j -0.00194903+0.00432332j -0.00389987-0.000831084j 0.00240741+0.00681654j 0.0107978+0.00437458j 0.0117993+0.00876291j 0.00646423+0.0104535j 9.58639e-05-0.0138481j 0.00205173+0.00530913j 0.019694-0.00805813j 0.00879983+0.0187024j -0.00146191-0.0043034j 0.00264731+0.000669167j 0.00151914-0.000847357j 0.00148219-0.00305698j -0.00342841+0.00315801j 0.000589472-0.00661276j 0.000838472-0.00587229j 0.000611106-0.00659347j 0.00380665-0.0112184j 0.0034464-0.00867888j 0.00330081-0.00155251j 0.00258229+0.000600951j 0.00540736-0.00179834j -0.00436679-0.00997302j 0.00494975+0.00634321j 0.0112595-2.63034e-05j 0.00285108-0.00786598j 0.00658608-0.00264149j -0.000843762+0.00120525j -0.00122949-0.00020477j -0.00333835-0.000240068j 0.00599896+0.00367631j -0.0074661-0.0119313j 
-0.016593-0.0119451j -0.0151311-0.00372479j -0.0166335-0.00558789j 0.00559069-0.00206048j -0.00214763-0.00341524j 0.00212769+0.0109952j 0.0222849-0.000613195j 0.0116768+0.00722533j -0.0234906-0.00437611j 0.00691813-0.0039681j -0.00269371-0.00170529j 0.0168491+0.0207067j 0.0079831+0.000877577j -0.00349875-0.010184j -0.010294-0.00269283j 0.00025399-0.0158385j 0.00766279+0.00621319j -0.0149678-0.0397788j -0.000675747+0.00835987j -0.0243487-0.0104469j 0.00851382-0.0038031j 0.000617564-0.000229446j -0.0147789-0.0086438j 0.00643298-0.00351498j 0.0046429-0.00937831j -0.00342797-0.00321457j 0.00266208-0.00514458j 0.00944774-0.00047545j 0.00637335-0.000947949j 0.00424039-3.61817e-05j -0.00912093-0.00151126j 0.0107945+0.00197957j 0.00866395-0.00125667j 0.00238362-0.00192087j 0.000950722+0.000320087j -0.00437767+0.00258113j -0.00304655-0.0154535j -0.00294193+0.00401305j 0.00827491+0.006097j 0.00687059+0.0195788j 0.00527153+0.00249137j -0.00484557+0.00827587j -0.00590955+0.00611652j -0.00245256+0.00483322j -0.00580777-0.00657792j 0.00435916+0.0209561j 0.00276185+0.00215902j -0.00130162+0.00194867j -0.00217283+0.00111411j 0.00442868+0.00433722j 0.00246374-0.00432687j 0.00109289+0.00205502j -0.00031057+0.00376268j 0.00285563+0.00195505j 0.00172745+0.00941668j -0.00292279+0.00282414j 0.00360429+0.00554811j 0.00392466-0.000845022j 0.00194044-0.00165332j 0.00334078-0.00619647j -0.00138505-0.00110099j -0.00303644+0.00199134j 0.00307023+0.00297645j -0.00459921-0.000567455j 0.00125281+0.000447418j 0.000524564-0.000258207j -0.00458026-0.00301654j 0.000116041-0.00342203j -0.00110512-0.00314151j 
-0.023217+0.000217306j -0.0319427-0.0063194j -0.0329949-0.00789874j 0.034598+0.00589499j -0.00664232+0.006301j -0.0117515+0.00735528j 0.0210207-0.00161938j 0.0353068+0.00429279j -0.0530768-0.00204011j -0.0239794+0.00847709j 0.0065782+0.00224248j 0.0125718+0.000720265j 0.00404534+0.0147426j 0.0132536-0.00998924j -0.0228378+0.00427032j 0.0318482+0.00100299j -0.0150378-0.0010952j -0.0125435-0.00142284j 0.00100748+0.00650487j -0.0200798-0.00463175j -0.0129171+0.00156303j -0.00340665-0.0104888j -0.0386036+0.00534512j 0.00760541-0.0100973j 0.00429377+0.0104128j -0.00450166-0.00186576j -0.0136523-0.0122511j 0.0269231+0.0169104j 0.00254379+0.00537427j 0.00610104+0.00299182j 0.00137411-0.000167895j -0.0100367+0.00732907j 0.0142435+0.0134317j 0.00419518+0.0113659j -0.000884949+0.0172446j -0.0208532+0.000456758j -0.00951865+0.000650856j -0.00141225-0.0115824j -0.00916592-0.0034558j -0.0077616-0.00615828j -0.00598762-0.00476152j 0.000700001-0.00035842j -0.0112375+0.00133741j 0.00747109-0.00839069j 0.0155378+0.00986357j -0.00290977-0.0149199j 0.00327113-0.00969587j -0.00375312+0.00686673j 0.00717295-0.00182162j 0.00149909-0.00145521j 0.00450176-0.00736482j 0.00079786-0.0012949j -0.000641812+0.00914093j -0.00939687-0.000639736j -0.010162-0.00317097j 0.0121773+0.0083616j 0.0142137+0.00159686j -0.00251079-0.0102894j -0.00343583+0.000527156j -0.00282887+0.000658883j -0.00624714-0.00763316j 0.00646302-0.00360553j -0.00262879-0.000892938j 0.0163564+0.00179224j 0.000795326-0.00138872j 0.00377485+0.000888286j 3.93834e-05+0.00342515j 0.0075389-0.00326287j -0.00712974-0.00391829j 
-0.00258366+0.0038201j 0.0172167-0.00497326j -0.00219693+0.00920389j -0.0204749+0.000603706j -0.00445469+4.86314e-05j 0.0111024+0.0106494j -0.00204059-0.00753232j -0.000235217-0.00112491j 0.0159083-5.45477e-05j 0.0120988+0.0195382j -0.00890403-0.0186939j 0.0100413-0.013963j -0.00934079+0.0529177j 0.0201111-0.00152165j -0.00225941-0.000313495j -0.0137383+0.0162294j -0.00502735+0.0182829j -0.00944002-0.00759541j -0.0189528-0.00599581j 0.00561641+0.00630072j 0.00216769+0.00524332j 0.00671358+0.0125788j -0.00623609-0.0174387j 0.0344081+0.0053492j -0.0110742+0.00625297j -0.0149963+0.00648894j 0.0167559+0.0099273j -0.00537084-0.00217542j 0.00338072+0.00250048j 0.00555933+0.00622928j -0.00385438+0.002392j -0.0323301-0.0079481j -0.00491645+0.00373627j -0.0153639-0.001907j 0.00321228+0.00682155j -0.0236339-0.00117033j -0.000518675+0.00293904j 0.0217546-0.00178337j -0.00457391+0.00942787j -0.0169032-0.0235166j 0.00310271-0.0144518j -0.00957909-0.0132788j -0.0443097+6.44433e-05j -0.0342661-0.00947434j -0.00169839+0.00309461j 0.0230635-0.000556879j -0.023402-0.00525713j -0.00956755+0.000799971j 0.00480408+0.00668487j 0.00637583-0.00486374j 0.00843261+0.000520256j 0.00694123+0.0057573j -0.00853748+0.00622779j -0.00765593+0.00633125j 0.00123422+0.00591274j 0.000587085+0.0151007j 0.0104403+0.0122217j -0.0117461-0.00258614j -0.0163471+0.00473909j 0.0126049+0.00092614j -0.0235632-0.0208055j -0.0149697+0.007824j 0.00817197+0.000585725j 0.010872+0.0113273j -0.00314722-0.00114328j 0.00328917+0.0012587j -0.00397763+0.00826819j 0.0114435-0.0113389j 0.00271146+0.00329934j 
0.00841305-0.00716937j -0.000995044-0.00617459j 0.000110441-0.00138163j 0.0165435-0.00133867j -0.0173642+0.00562562j 0.00687208-0.00313421j 0.0141151-0.00553038j 0.00102913-0.000595593j -0.00252963+0.00126938j -0.0206361+0.00521745j 0.00767917-0.00205676j 0.0401087-0.00592024j -0.0163028+0.00787246j -0.0134739-0.000591513j -0.0143845+0.00181059j -0.0200508+0.00014596j 0.0151733+0.00929868j 0.000440482+0.0115302j -0.00244473-0.00219387j -0.0186132-0.00522328j 0.0225639+0.00148557j -0.0190627+0.00699449j 0.00418166+0.0101302j 0.00361483+0.021828j -0.018544+0.000906535j 0.00145008-0.00832052j -0.0190782+0.000405762j -0.00967522+0.0168052j 0.00535545+0.00267961j 0.000549548+0.00162298j -0.0113099+0.000232183j -0.00310652+0.0101752j 0.00227278-0.00324323j 0.00353008-0.00252343j 0.00675243+0.00203307j -0.00540163+0.00633883j 0.00739956-0.0263435j -0.00269845-0.000613217j 0.0127291-0.0075937j 0.0311601+0.0194556j -0.021344+0.00460585j -0.0128993-0.00627582j 0.0430773+0.00149296j -0.0300661+0.0217017j -0.0697558-0.000380304j -0.0203725-0.00174784j -0.00135525-0.000791697j 0.00312889+0.00212317j -0.0153507+0.0053967j 0.00483217-0.000765279j -0.00567992-0.00272534j 0.00651504+0.00163208j -0.0015867+0.00239143j 0.00303253+0.00260527j 0.0451535+0.0203806j -0.0184744-0.00841602j -0.01298-0.000507479j -0.00191942+0.00357195j -0.00222893+0.00185253j 0.0194171-0.000779506j -0.00323521-0.00375868j -0.0272286+0.00580385j 0.0190167+0.0144688j -0.0357451+0.0103602j 0.000104399+0.000367261j 0.00328279-0.00141377j 0.00554491-0.0128498j -0.0382094-0.00553075j 0.0302099+0.00943889j 
-0.00343375+0.00454147j 0.0131877-0.00849381j -0.0125036+0.00195231j 0.00590462-0.00518519j 0.00756332+0.000677654j -0.0033687-0.00106872j 0.0070595+0.0043073j 0.00954691+0.00585485j -0.013265-0.0129954j -0.00117977+0.00915733j -0.00813435-0.00393036j 0.0250933-0.00175216j -0.00100354+0.00249624j -0.0212828+0.00597585j 0.00301199+0.00122122j 0.0170008+0.0071478j -0.00818762-0.000519263j -0.00638655-0.00140684j -0.000159831+0.00485893j -0.022306+0.00436084j 0.02386-0.00259834j -0.00643453-0.00165186j 0.00576382+0.000149494j 0.0306741-0.00226077j 0.0122712+0.000874132j -0.0197405+0.000978619j 0.0105654-0.00897176j 0.0252293+0.00476685j -0.000670319-0.00358723j -0.00635757-0.00112394j 0.0120623+0.00577786j 0.0123145-0.00408249j -0.0129622+0.0101277j 0.0060962+0.00647983j 0.0241546+0.00191409j 0.0295474-0.00109731j -0.00150478-0.000207309j 0.00212651-0.00785888j 0.0228934-0.00557332j -0.0144916+7.96076e-05j 0.0302198-0.00725015j -0.045645-0.00389353j -0.0530347+0.000885956j -0.0866318+0.000348926j 0.0194952+0.00488203j 0.0113823-0.00477881j 0.0188516+0.00598571j -0.003002-0.000908015j 0.00115619+0.00212575j 0.00445723-0.00241843j -0.000970549+0.00178039j 0.00447282-0.00358732j -0.00320302-0.00194848j -0.00153618-0.00272595j 0.0239363-0.00966232j -0.00697481-0.00256903j -0.011417+0.00138496j -0.00168415+0.00172716j 9.63483e-05-0.00201541j 0.00440228-0.00625755j 0.00407156+0.00854926j -0.0305135-0.00235514j 0.00747214-0.00897246j -0.0233556-0.00368828j -0.00047536+0.000614031j -0.000932805-0.000333908j -0.00210147+0.000284519j 0.029948-0.00191501j 0.0238666+0.00105518j 
0.0218566-0.0121831j -0.00154172+0.000151064j 0.00636351-0.00455575j 0.00404034+0.00515061j 0.00302305+0.00744986j 0.0108056+0.00742861j -0.00481379-0.00737021j 0.00677029+0.00174736j 0.0135265+0.00427474j 0.0048509-0.00499077j -0.000417085-0.00351764j -0.0108381+0.0244336j 0.00247343-0.0100828j -0.00119986-0.0318722j -0.00833379-0.00864843j 0.0122763+0.0182086j 0.00700747-0.00237777j 0.0158716-0.00295393j -0.0167288-0.00370234j 0.0212865+0.00747714j 0.00185946+0.00915743j -0.000387307-0.00621592j 0.00402244+0.00286705j 0.000482101+0.00641664j 0.0148045+0.0141956j -0.0157383-0.0075736j -0.0294813+7.25651e-06j 0.00647151+0.0016963j -0.00299355-0.00297413j 0.00564516-0.00277292j 0.00253108+0.0041462j -0.0214243+0.00413452j 0.00814508-0.00778989j 0.0066321-0.00480114j 0.0218858+0.0104087j -0.00493085+0.00111861j -0.0238536+0.00918005j -0.0223052-0.00176641j 0.0075413-0.00954956j -0.0231811+0.0107319j -0.0127191+0.016836j -0.00270367+0.00890155j 0.034771+0.00924039j -0.00402686+0.0367196j -0.0354403+0.00269328j -0.0277429-0.00683106j 0.00180233-0.0057171j -0.00690546-0.00482786j -0.0144975-0.00827816j 0.00603088-0.00936279j 0.00067362+0.00529632j 0.00267786-0.00288552j -0.00236548+0.000639655j -0.0124448-0.00790119j -0.001921-0.0134387j 0.0033077+0.00578597j 0.0190358-0.00432893j 0.00379281-0.0114044j -0.00591915+9.7013e-05j -0.00574495-0.00381656j 0.00166584-0.00832279j 0.0109225-0.0116839j 0.016719-0.00986001j -0.0216731-0.00852485j 0.00117308+0.00287435j 0.00383619-0.00254258j -0.00703386-0.0143699j -0.00815605-0.0027802j 7.58087e-05-0.0298952j 
0.00174912-0.000557166j -0.00961283-0.0171071j 0.00804755+0.00942391j 0.00698613-0.0161061j 0.00268515+0.00254617j -0.0113243+0.000273378j -0.00233896+0.00899263j -0.00539088+0.00289851j -0.00864522-0.0132412j -0.0132712+0.0164909j 0.0112333-0.0124207j 0.015379-0.0162839j -0.0247812+0.0322702j 0.00863009+0.0127118j -0.00319428+0.00119922j -0.0267336+0.00950372j -0.0121687-0.00985285j 0.0233649-0.00419132j -0.0111888+0.000213503j 0.000425332+0.000957758j -0.0141831-0.0174955j -0.00486689+0.00819777j 0.00493482-0.0152994j 0.0095961-0.0178381j 0.00124415+0.00643747j -0.00320049+0.00228528j 0.00519032+0.00385309j -0.00781202-0.00456692j 0.00367107-0.00301745j -0.00281182+0.00238089j -0.00852626+0.000478136j 0.00592441-0.0051378j -0.0243033-0.00448672j 0.010068-0.00435889j 0.014726-0.00429681j 0.0468684-6.45317e-05j -0.0384638-0.00748401j 0.0145771-0.00436206j 0.0489697+0.00254563j 0.00355757-0.0143316j 0.0373628+0.00850516j -1.55613e-05+0.00348684j 0.0300419-0.00930084j -0.0169996+0.00848177j -0.0221918+0.0173161j -0.0332638+0.000219877j -0.0282665-0.0128988j -0.000819363+0.00032443j -0.0122317+0.0100766j 0.000193395+0.00505121j 0.00213442+0.00441146j 0.00252271+0.00295946j -0.00378866-0.00590065j -0.000445-0.00677652j 0.00363656-0.0227924j -0.000783587+0.0158299j -0.00821057+0.0111158j 0.002411+0.000488233j 0.0046496+0.00300987j -0.00629824-0.00415698j 0.00658017+0.00706947j -0.00231043+0.0176378j 0.0169553-0.0270722j 0.0103306+0.00754133j -0.00163002-0.00131256j -0.000954692+0.00176804j 0.0107165+0.0184854j -0.0089849-0.00453873j 0.0118094-0.0167297j 
-0.00557874-0.00223753j -0.0108382-0.00128765j 0.00842865-0.00240398j 0.0107778+0.00257687j -0.00724112-1.49651e-05j -0.0230911+0.00791176j 0.0199094-0.00435495j 0.0233809-0.0109538j -0.0235547-0.00185557j 0.0172301+0.00625128j 0.010712-0.00302286j -0.0477437+0.00714237j -0.00113781+0.0168544j -0.0477658-0.016319j 0.00340602+0.0021435j -0.00904964+0.00930282j -0.0143079+0.00590325j -0.00104083-0.00500762j 0.0144074-0.00702435j -0.0157079+0.00149862j 0.00576646-0.00182748j 0.00384174-0.00216644j -0.00440445-0.00524562j -0.0107495+0.0114935j 0.00155816+0.000837338j 0.0101335+0.00136464j 0.0145695-0.00124522j -9.84531e-05-0.00157818j 0.00988905-0.00609876j 0.00159674-0.00377244j -0.012175+0.00158644j -0.00610588-0.00648559j -0.0107833-8.78837e-05j 0.00581784-0.000550664j 0.0129699-0.00511007j 0.0121434+0.00353029j 0.00225783+0.00111386j 0.00698695+0.00213709j 0.0236979+0.00310933j 0.00286204+0.000299638j 0.00689523-0.00135425j -0.00332412+0.000233038j 0.000669629+0.00537741j 0.00889939-0.00272967j 0.00411248-0.00126488j 0.00530108-0.00551866j 0.000562936+0.00307048j 0.0072716-0.00123744j 0.00592548-0.000397205j 0.00118141+0.000391194j -0.00424911-0.00169402j 0.000490977-0.00511424j 7.85238e-06-0.00211437j 0.0040818-0.000258493j -0.00140107+0.00477838j 0.00236578+0.000161647j -0.00478142+0.00321023j -0.00340493-0.00150346j 0.00478225-0.00103798j 0.00198041-0.00197346j 0.00204036-0.00323812j 0.00684537+0.0004936j -0.00288288+0.00399354j -0.00152354+0.00171574j -0.00032229-0.000765816j -0.000367021+0.000507833j 0.00115162+0.00188516j 0.00528327+0.000982166j 0.00154077+0.00417406j 
-0.00308313+0.00201929j -0.00254653+0.0131849j 0.00741711-0.0164946j 0.00322399-0.0118308j -0.00897493+0.00027189j -0.00679987-0.0170965j 0.00125608+0.00616124j 0.0116737+0.00581867j -0.0120929+0.00158694j 0.000632866-0.0267327j 0.0047075+0.0344519j -0.01386+0.0020601j -0.00627515-0.0784803j -0.0233256+0.0315923j -0.00732134-0.0107217j -0.0180681-0.0281518j -0.0019644-0.0262993j -0.00173289+0.0118478j -0.0123349+0.00881617j -0.00179524-0.000215285j -0.0155056+0.00415218j -0.00618898-0.00246273j -0.00315707+0.000561762j 0.0115654-0.00788676j -0.00513996-0.00110273j -0.00670171+0.00535653j 0.00435695+0.00588391j -0.00513605-0.00370085j 0.00789985-0.00414346j 0.00349047-0.00290671j -0.00541735+0.000591633j -0.006192+0.00317034j 0.0124099-0.00534677j 0.00714967-0.0126893j 0.000940692-0.00876817j -0.00963733-0.0037355j -0.00130224+0.00564403j -0.00399761+0.00231022j -0.0148007-0.0209375j 0.00605091+0.00671126j -0.00381117+0.0123101j 0.0174813-0.00731076j -0.01389-0.0126035j -0.00680763+0.00496639j -0.0175527+0.00987941j 0.00238743+0.0220568j -0.038475-0.00149592j -0.00333428-0.000488115j -0.00221188+0.00429057j 0.00198273+0.00183191j 0.00867315-0.000186091j 0.00467421-0.00209814j -0.0075093-0.000403301j -0.00443442-0.00593438j -0.00144973-0.00761595j 0.0035824+0.00552754j 0.0172066+0.00198763j -0.000662586-0.000579452j -0.0125235+0.00544361j 0.00851337+0.00536463j -0.0156073-0.00679657j -0.0153407+0.00409354j 0.0186889-0.00686447j 0.0145626-0.00864016j -0.00102131+0.0027453j 0.0038339-0.00120152j -0.00984029-0.00797093j -0.0108731+0.00595894j -0.00840138-0.00961466j 
-0.0112144+0.0101614j 0.00239051+0.00282486j -0.0108021+0.00196743j -0.00853236-0.000790149j 0.00638102-0.00272017j -0.00660558-0.00833624j -0.00222544+0.0158979j 0.00290261+0.00426362j 0.000964392-0.00856588j -0.0159573+0.00201257j 0.0398117+0.00601658j 0.00209122-0.0150934j 0.0015607+0.00121886j 0.019394+0.0095245j -0.00393695-0.000265346j 0.00881541-0.0131273j -0.0203322+0.0023608j -0.00114229+0.00179267j -0.00667925+0.00183252j -0.00622041+4.33829e-05j -0.00432492+0.00221781j 0.0170212-0.000818751j -0.0160891+0.00107757j -0.00521581+0.00499706j 0.02127-0.0145141j -0.00907494+0.00182857j 0.0270467+0.00121248j 0.0266995-0.00897764j 0.00736032+0.00754246j -0.00171102-6.70982e-05j -0.0133062-0.00560161j 0.0102777-0.000700845j -0.0353401-0.00362815j -0.0133493-0.00173393j 0.0560772-0.0118747j 0.0398184-0.00108973j -0.0203808+0.00734125j 0.0187797-0.000236316j 0.0391033+0.00601587j -0.0372639-0.00268384j 0.000484819+0.000224591j -0.00991348-0.00307985j -0.0437972-0.000598627j 0.0262789-0.0189715j -0.0121318-0.0179585j 0.00444937+0.0121962j -0.0195747+0.0131416j -0.00130506+0.000349948j 0.0161171-0.00304647j -0.00545921+0.00231614j 0.0102008-0.00423591j 0.00443091-0.000219021j -0.00782899+0.00547781j -0.0124623+0.00305583j 0.00109582+0.0129737j 0.0032516-0.00771415j 0.0102225+0.0019328j -0.000384663+0.00321293j -0.00551702-0.00257586j -0.0011832+0.00138997j 0.00566504-0.000255602j 0.0149976+0.00254671j 0.0149476+0.0155925j -0.00154123-0.00253003j 0.000455006-4.70299e-05j 0.00291864+0.000535842j -0.0102863-0.000738868j 0.0123911+0.00649461j -0.0042322+0.0156862j 
