0.0135036-0.0133498j 0.00559338+0.000701241j 0.00263334+0.0145066j -0.00777582-0.00574497j 0.00393201+0.0191234j -0.0100715-0.0153056j -0.00973006+0.0195889j -0.00579348+0.00829357j 0.00431359-0.00317561j -0.00861766-0.0486904j 0.0142679-0.0126963j -0.0142278-0.00493021j -0.0284668-0.0237333j 0.0251535-0.0425529j 0.00607838+0.00794142j -0.017017-0.00516974j -0.00400732-0.0094612j -0.00224738+0.00108785j 0.00632257-0.0047139j -0.00345853-0.00281215j 0.00464385+0.0106215j 0.00679209-0.0116678j 0.00847748-0.00186632j -0.00369638+0.00610455j -0.00245431+0.00597875j 0.00939586-0.0107277j -0.00040619+0.0166465j -0.0111028-0.00567151j 0.00323608+0.00526985j -0.00116656-0.00171251j -0.00342928-0.00267482j -0.00130763+0.0097351j -0.0127957+0.000348552j 0.00821335-0.00255268j -0.00894824+0.00208329j -0.00377971+0.00147855j 0.0129248+0.000688387j 0.00803332+0.0029275j -0.00439577-0.0134746j -0.00854701+0.00750418j 0.000152501-0.0102284j -0.0108076+0.0113524j -0.0173113+0.000586467j -0.0117293+0.0148723j 0.00303152+0.00541062j 0.0189632+0.0177375j 0.011819-0.00461366j -0.00166385-0.000237396j 0.00179222-0.00481832j 0.000921319+0.0013108j -0.00159365+0.000299202j 0.00189018-0.00177207j -0.00310401-0.00249807j -0.00237672-0.0051051j 0.000892073+0.000627478j 0.000644745+0.0110897j -0.00736027+0.000134372j -0.00114861-0.00269075j 0.00666961+0.00458982j 0.00365004+0.0110413j 0.00732271-0.00412686j 0.0110726+0.00401224j -0.00677723-0.00409879j -0.00955789-0.000752515j 0.000756182+0.00665314j -0.000691863-0.000977052j 0.00387677-0.00892058j 0.0144501+0.0144143j 0.0080633-0.0120091j 
-0.0182714-0.0164841j -0.00256608+0.0244741j -0.0125153-0.01176j 0.00780733+0.00546182j -0.0121486+0.0128848j 0.0104668+0.00693338j 0.00578074-0.016121j -0.00547611-0.00424308j 0.0188538+0.0186279j -0.0197863-0.0140849j -0.00468315+0.00446855j 0.000952501+0.0479974j -0.0255241-0.031849j 0.0166393-0.0380939j 0.00174356-0.000452j -0.00833022-0.00282736j -0.00776616-0.00940359j -0.00138579-0.000235921j 0.0102671-0.00291478j 0.00751659-0.00271626j -0.00147688+0.0107692j -0.00275802-0.00796807j -0.00823265+0.00780598j 0.00230834+0.00104482j -0.00520132+0.00795642j -0.00606508-0.00648177j 0.0231178+0.00853462j 0.0188971+0.00493934j 0.00474749+0.00300655j -0.00184831+0.000986349j 0.0171989-0.000298366j -0.012916+0.00124825j 0.01381-0.000519295j 0.0285021-0.00277765j 0.0217308+0.00695974j 0.0407229+0.00140272j -0.011298+0.0197862j 0.0444651+0.00590877j 0.0482843-0.00651783j -0.020699+0.0188309j -0.00720344+0.000394335j -0.0220441+0.00392933j 0.00269674+0.0144083j 0.00773236+0.0171986j 0.0220238+0.00127535j -0.0103241+0.0050201j -0.0127973-0.00675831j 0.00560499-0.00215525j 0.0145223-0.000893352j -0.0087655-0.00426093j -0.00604478+0.00225383j -0.00375575+0.00144467j 0.00561592-0.00130849j 0.0106025+0.00566788j -0.00241808+0.00259807j -0.00150154+0.00807552j -0.00938668-0.00537376j -0.00617402+0.00167018j -0.00305922+0.0066304j -0.00510074+0.0127124j -0.00557997-0.00611566j 0.00248329+0.00531281j -0.00455765+0.0153615j 0.034256+0.0087274j -0.00297019-0.00106229j -0.00195883-0.000573649j 0.0139971-0.00735222j -0.00577062-0.000569326j 0.00275773-0.00265237j 
0.00969051+0.00304773j -0.00140801-0.00317486j -0.0113504+0.0116551j -0.0113567-0.0159756j -0.00372121+0.0250908j 0.0254123-0.0101656j -0.000624481-0.0167503j 0.0233199+0.0286037j 0.00390904-0.0413847j -0.00308184+0.0226807j 0.0174801-0.0234543j -0.0118163-0.00231468j 0.0233197+0.00817056j -0.00487096+0.0259246j -6.78102e-05+0.00375618j -0.00700552-0.0249368j -0.00116322+0.0151123j 0.0167662-0.00392247j 0.0170067+0.00440254j 0.00158003+0.00298431j 0.00482491-0.00705211j -0.00845986+0.00519772j 0.00677108-0.000861963j -0.0179313-3.07127e-05j 0.00910005-0.00474451j -0.0159856+0.00220807j 0.00347141+0.0071809j 0.000462149+0.0010443j 0.000376215+0.00592365j -0.00640951-0.00421927j 0.0212757-0.00241084j 0.0216715+0.00763266j 0.0110678-0.00617565j 0.0220181+0.00814635j -0.0281925-0.000781713j 0.00920508+0.00214946j -0.000757941+0.00839441j 0.0141162+0.00174599j 0.0035345+0.0125038j -0.00460262-0.0134177j 0.0126267-0.0108998j -0.00987345-0.00271988j 0.00656419+0.00789108j -0.00530364+0.0078587j 0.00780915-0.0117663j 0.00830421-0.00814355j 0.00134075+0.00842165j 0.00188837-0.00499295j -0.000641905-0.0085847j -0.00242065-0.00860641j -0.0101609+0.00351041j -0.000841547+0.00441351j 0.00150879-0.000602386j 0.011182+0.00952686j 6.48136e-05+0.0039539j -0.00251141+0.00943136j -0.00901479-0.00729253j 0.00505516-0.00136377j 0.00550682+0.00676062j -0.000208383+0.00644416j 0.00432025-0.00264122j 0.00156959+0.000221302j -0.001788-0.00406938j -0.009167-0.00533601j 0.00124057+0.00165556j -0.00475966-0.000407153j -0.00299569-0.00111253j 0.00159949-0.00706216j -0.00146487+9.45614e-05j 
0.00137147+0.00694062j 0.0132955-0.00206668j -0.00601797-0.000402248j 0.00606994+0.00907191j -0.000807078+0.00146855j 0.0206713+2.66555e-05j -0.0207102-0.0163334j 0.00671047-0.00334371j -0.00323935+0.0100378j 0.0282814-0.0040441j 0.0464633+0.00298496j 0.014463-0.00627382j -0.00668089-0.00378999j 0.00704841-0.00195717j 0.00418473+0.000197724j 0.00351687-0.00203299j -0.00719458-0.000792594j -0.00862047-0.00091168j 0.00461777-0.000400054j -0.00548799+0.00548588j 0.0227066-0.00520565j 0.00188999-0.000201992j 0.0145326-9.40695e-06j 0.0139219-0.00196817j -0.0235373+0.00281183j 0.0241661+0.00628392j -0.00276179+0.000428596j -0.0161777+0.000282852j 0.00247534-0.00223298j 0.0112896-0.0013392j -0.00393307+0.00375774j -0.0548018-0.00135296j 0.0343363+0.00434703j 0.00927505+0.0014722j 0.0158646+0.00493733j 0.00480849-0.00313297j 0.000110026+0.00513503j -0.0238912+0.000921378j 0.0110227-0.00734372j 0.00686282-0.00493986j -0.0230264-0.00115329j -0.0107735+0.00174568j 0.0128357-0.00588566j -0.00930693-0.0152646j -0.0132859+0.00802132j 0.00920356-0.000173133j 0.00693131-0.00350262j 0.00248188-0.000126615j -0.000287942+0.000155195j 0.00255327-0.00394546j -0.0022754+0.00172499j 0.000946995+0.00397738j -0.00114636+0.00341972j -0.0042431-0.00389376j -0.0145868+0.000815004j 0.00264935+0.000250459j 0.000752211+0.00311962j -0.00864597+0.00221718j -0.000482559+0.000796212j -0.00163631+0.00129892j -0.0147141-0.00241065j 0.00892692+0.00755298j -0.0127726+0.00335557j 0.0105332+0.00905097j -0.00201466-0.00173779j 0.00329701+0.00207448j 0.0133195+0.0112906j 0.00689446+0.011835j 0.0103709+0.00406616j 
-0.00283779-0.00421376j 0.00550662-0.00139556j 0.0100297-0.00394692j 0.0124927-0.0168378j -0.000640905+0.000496567j 0.00135442-0.00231223j -0.0118803+0.0316685j -0.0116291+0.00600775j -0.00498961-0.0277559j 0.017973+0.0249846j -0.0031343-0.0080103j -0.0207723+0.0206682j -0.0202015+0.0109828j 0.0184483+0.00993442j 0.00652007+0.00286238j 0.0242679-0.00877499j 0.00679469+0.0105938j -0.0180408+0.00746253j 0.00972037-0.0078939j -0.0128565-0.00979174j -0.000741221+0.00397834j -0.0194816-0.0039664j 0.00363142-0.00527686j 0.0173293+0.00407752j -0.0166348+0.00268358j 0.000519977-0.00177267j 0.00755742-0.0136852j -0.0101428+0.00249269j -0.00556895-0.00498201j -0.00305099+0.000624474j 0.0212252+0.00033495j -0.0226313+0.00394412j 0.0189064+0.00539818j 0.0332932+0.00226821j 0.00464306-0.00354362j 0.00525554-0.008811j 0.00280626-0.00799909j -0.00657189-0.0151176j 0.0315105+0.00492335j -0.00887791+0.0151905j -0.0104235-0.00106997j -0.0264153+0.00950614j -0.0066096+0.037264j -0.0123816+0.020622j 0.00382101-0.0238724j -1.89524e-06-0.0169066j 0.010679-0.00259709j -0.00809288+0.0019223j 0.00555871-0.0141699j 0.00797087+0.0126823j 0.000988999-0.00558223j 0.00138377+0.0016325j -0.00101686+0.000468695j 0.00646564+0.00320551j -0.00948181-0.000507655j -0.000263989-0.0193803j 0.0132304-0.0132871j 0.00991623-0.00629158j 0.00385031-0.00324929j -0.0170057-0.00425529j 0.0111521-0.000135867j -0.011403-0.020637j 0.0102072+0.00268633j -0.00587466-0.0162484j 0.00111376+0.00226867j -0.00180059-0.00202387j -0.0123663-0.0114861j -0.000409274-0.0285984j -0.00666146-0.0038526j 
-0.00725157-0.00791328j -0.00834286+0.00751499j 0.0218524+0.00646884j 0.0169464-0.0023661j 0.00251325+0.0461677j -0.0266863-0.00852191j -0.0026444-0.0542262j -0.00715637+0.044509j -0.00276206-0.0365152j 0.010853-0.00015921j -0.00728102-0.027294j 0.00870211+0.0243882j -0.00470163-0.00829593j 0.00684787-0.000657858j 0.01275-0.00908057j 0.00923718-0.0207596j 0.000361458+0.0144678j -0.00392285-0.0209371j -0.0156963+0.00899605j -0.0104209+0.00384174j -0.00992631+0.000229042j 0.0116745+0.00714302j 0.000406509+0.00170121j -0.0029561-0.00136422j -0.00137363+0.00525314j -0.00109887+0.00106556j -0.00492622+0.00620593j 0.00429775+0.00068682j 0.00102384-0.000345111j 0.00284768-0.00137363j -0.015473+0.00187817j 0.00179135-0.00148903j -0.0117629-0.000743849j -0.0272546+0.00122974j 0.0194166+0.00783206j 0.00315373+0.00499427j 0.00304986+0.00871503j -0.0114632+0.0142278j -0.0206586-0.000740845j 0.00103673-0.00310927j 0.00614601-0.00360146j 0.0146633+0.00123896j -0.00916547-0.00414552j 0.00869558+0.00427669j -0.00568187+0.00286284j -0.008444+0.00615044j -0.00944152+0.000438336j 0.00334803+0.000632231j -0.000293874+0.00511663j -0.0016022-0.00106138j 0.00554694-0.00207916j 0.00120082-0.00314631j -0.00174854+0.00257746j -0.00508619-0.000876102j 0.00506116-0.00338059j -0.00072636+0.00416022j 0.00259961+0.0035762j -0.0013187-0.00106331j -0.00124376-0.00360198j 0.00332496+0.00529369j -0.000680258+0.00472707j 0.00146153+0.00680918j 0.00279226+0.00163617j -0.000733296+0.00470332j -0.000664124+9.78006e-05j 0.0025094+0.00011694j 0.000764822-0.000126538j -0.00272423+0.00490171j 0.000643724-0.000749585j 
0.00280021+0.00316019j -0.00602916+0.00343239j -0.00792272+0.0027754j 0.0172653+6.06645e-05j 0.00205731-0.00851967j -0.00401929+0.00348418j -0.0200644+0.00248648j 0.0214658-0.00133988j -0.012285+0.00312762j -0.0109456+0.00672868j -0.0340771-0.00189697j -0.00637605+0.00538317j 0.0204061+0.0037636j -0.0013178+0.00262232j 0.0183619+0.00287029j 0.0062842-0.00970502j -0.0467571+0.00560038j 0.0259715+0.00224251j -0.0236445+0.00160074j -0.000564143-0.00254172j -0.00115991+0.00575902j -0.0209803-0.000530743j 0.0272134+0.00224409j 0.00106433-0.00230014j 0.0132516-0.00760602j -0.0164998-0.0100346j 0.00568197-0.00162153j -0.0379526-0.00216453j 0.00811702+0.0136902j 0.00732678+0.00313967j -0.0118538-0.0108158j -0.0169999-0.00213458j -0.00704121-0.000810429j -0.00222268+0.000244435j 0.011953-0.00920249j 0.0246697+0.00532871j -0.0318388+0.00956681j -0.0412248+0.00107647j -0.00338663+0.000905834j 0.0262208-0.000741437j 0.0836348+0.00676322j -0.0270576-0.000151814j -0.00853775+0.00859905j -0.0137282-0.0121546j -0.011327-0.0139631j 0.00164873+0.00299729j -0.011351+0.00447742j 0.00190147-0.00178062j 0.000769673-0.00877194j -0.0121797-0.00307056j 0.0025913+8.72269e-05j -0.00959368-0.00302876j 0.00572423+0.00178092j 0.00724148+0.00234539j -0.0174126+0.00917749j 0.0154577-0.00406836j 0.00722994-0.00124385j -0.00226928+0.00356252j -0.00750124-0.00187144j -0.0091321+0.00200937j 0.00510388+0.00259159j -6.58677e-05+0.00394799j 0.0134339+0.0187165j -0.00115188+0.000739501j -0.000487662-0.00160131j -0.000514718+0.00122924j -0.00460438+0.00378593j 0.00852859+0.00550139j 0.00794889+0.012126j 
-0.00285713+0.00788012j 0.0107398+0.00221888j 0.00457359-0.00244875j -0.00398428+0.0190829j 0.00425154+0.000686719j -0.00489373-0.000494237j -0.0115803-0.0233826j 0.00774726-0.00833695j -0.00249441+0.011176j -0.0145689-0.0199402j -0.00105436+0.00778663j 0.00728812-0.0143206j -0.0080909-0.00555468j -0.00495299-0.00694198j 0.0142954-0.00755432j 0.0104513-0.00432529j -0.0115419+0.0070347j 0.0198098-0.00309877j -0.00930014-0.00947135j -0.00189614-0.00653962j -0.017785-0.00282473j -0.00993117-0.0106225j -0.000237238-0.00216716j -0.00441222+0.00982272j 0.017712+0.00188601j -0.0234366+0.0290058j -0.0135928+0.00763468j 0.0004226-0.014354j -0.00367095-0.0231357j -0.0019977-0.00876786j 0.00598126+0.0108527j 0.0137004+0.0160166j -0.0199511-0.00867754j -1.54973e-05+0.00556307j -0.00635316+0.0149768j 0.0049251-0.0220619j -0.0288007-0.000515697j -0.00508282-0.0074985j -0.00253881+0.01282j -0.00277177+0.00600837j 0.0268851-0.00274833j -0.0116673+0.00424122j -0.00886176-0.00156126j -0.0119819-0.00992634j 0.00496723-0.00289254j -0.0115276+0.00342065j -0.0136448+0.00360031j 0.00359863-0.0013341j 0.0134805-0.00352342j 0.0188144+9.29956e-05j -0.00614982-0.000416627j 0.00797214-0.00132901j -0.00277073-1.76957e-05j 0.00220202+0.00328749j -0.0153586+0.00561668j -0.0197588-0.00245896j 0.0111918-0.000800814j 0.00734033+0.0053633j 0.00917542+0.000351252j -0.0262968+0.00248837j -0.0062758+0.00310707j -0.00138252+0.00061072j 0.00460555+0.0101769j -0.00194191+0.00260362j -0.000138086+0.000136644j 6.24858e-05+0.000509367j -0.0011776+0.00198087j 0.00376101+0.00353139j 0.00350325+0.00719487j 
0.00322332+0.0172175j 0.0227947-0.00763238j -0.00563619+0.00632838j -0.0137661+0.0378771j 0.0084099+0.00197937j -0.0308711-0.00128464j -0.0019362-0.039572j -0.0069806+0.00206127j 0.00832825+0.0197252j 0.00137965-0.0298743j 0.0230729+0.00589282j 0.0113444-0.0345127j -0.0168284+0.0029466j -0.01364+0.00362553j 0.00417265-0.0102772j 0.0131925+0.000853924j 0.0349346+0.0151765j -0.0132758-0.00853479j 0.0271501-0.00580604j 0.00888144+0.00504294j -0.0163054+0.00941741j -0.026037-0.000379424j 0.0064085+0.000768137j -0.000378049-0.0160295j -0.00718513+0.000591083j -0.0132662-0.0114123j -0.0044387-0.0168662j -0.00804009-0.00168397j 0.000927082+0.00849634j -0.00624022+0.00391948j 0.0161589-0.00560166j 0.0045967-0.00344673j 0.00960755+0.00187588j 0.0276352+0.00266735j -0.0237105-0.010077j -0.0109327+0.00657162j 0.00232976+0.00307529j 0.0118512-0.00507731j 0.0231834-0.00356462j -0.0224986-0.00674654j -0.0196923-0.00529779j -0.0217865+0.00461393j -0.00191594+0.00962297j -0.0182432+0.000600835j -0.00769843-0.00800693j 0.000397189-0.00632244j 0.0181983+0.00163035j -0.0146758+0.00203326j -0.00387746-0.00945165j -0.00549389+0.00601196j 0.00631104-0.00369552j -0.00579179+0.00068086j 0.00260536-0.00137693j 0.00787413+0.00257649j -0.00965455+0.00284483j 0.0121419-0.00480048j 0.00702217-0.00460001j 0.00321048+3.2398e-05j -0.00595669-0.00262404j -0.00358879+0.00376348j 0.0138594+0.00125846j -0.00241149-0.00852788j 0.00569664+0.000261431j 0.00206249-0.00636838j 0.000113902+0.000207141j 8.06951e-05+3.50509e-05j -0.00486246+0.000447893j 0.00317074-0.00972182j -0.000840321+0.00140136j 
0.00680233+0.00115771j -0.0135489-0.00458903j -0.00849343-0.00258317j 0.0140324+0.0276629j -0.00137587+0.00890296j 0.0367312-0.00272837j -0.0121639-0.0373267j 0.00422052+0.0124004j -0.00650767+0.00694138j 0.0250578-0.0264378j -0.00672136-0.00025118j -0.0229968-0.0139843j -0.000767335-0.00195215j 0.00785063-0.00436335j -0.0058272-0.0147292j -0.00123203+0.00563329j -0.019075+0.00498319j 0.0165145-0.00712934j -0.0196291-0.00080356j -0.00610612-0.00338901j -0.0118333+0.00612537j -0.0119608-0.000600169j -0.0226517+0.0056604j 0.00716517-0.000265j 0.0352168-0.00259505j 0.000463298+0.00111374j 0.0111027+0.000840585j -0.00164583+0.00501564j -0.018128+0.00735464j -0.00862214+0.00189071j 0.013616-0.00633359j 0.0258271+0.00178683j -0.0237006-0.00778402j 0.00141422-0.000344393j 0.0124897-0.00419797j -0.00605552-0.0018169j -0.0135697+0.0076961j -0.000692738+0.00847243j 0.000984056+0.00269108j 0.0133642-0.00966017j 0.0331138-0.0148455j 0.0043394-0.0016613j -0.00172312-0.0168861j 0.0174118-0.00743292j 0.00939977+0.00964934j -0.00730163+0.00635055j -0.00486763+0.000945052j -0.00611598+0.0057062j 0.000687738+0.0107532j -0.000185623+0.0120983j 0.00097442-0.00718937j 0.00111308+0.010278j -0.000264662-0.00109284j -0.00349319+0.00352479j 0.00743003-0.00226636j 0.00198608-0.0140261j -0.00193652+0.00443347j 0.00569546+0.00600451j 0.00368245+0.0126183j 0.00561748-0.0101792j 0.00345053-0.00945419j -0.0045333+0.00205829j 0.00595071-0.00543144j -0.00408286-0.000349552j 0.00135+0.0008637j -0.00307063-0.000558562j -0.00606089-0.000862562j -0.000243143+0.00978874j -0.00412961+0.00180255j 
0.00574532+0.0116714j -0.0112913-0.0101928j 0.0110731+0.00312315j 0.0200453+0.0128395j -0.0156147-0.0091214j 0.00805853+0.00247705j -0.0097589-0.0161447j 0.00115293-0.00703223j -0.00269017+0.0190241j 0.00652092-0.00623828j -0.0134486+0.0119618j -0.0192102-0.0418557j 0.0113159+0.00426858j 0.0231758+0.00963156j -0.00698486-0.00399919j 0.0182884+0.00838075j -0.000821283+0.0031092j -0.0119677-0.00740442j 0.0271341+0.00868299j -0.0347728+0.00446845j -0.0104348-9.58394e-05j -0.0217765-0.000197642j 0.000407213-0.00289489j -0.0105707-0.00102373j -0.0171092+0.00246033j -0.0328758+0.00661136j 0.0268877+0.00197723j -0.00724844-0.00343361j 0.019438+0.000269924j 0.00288481-0.000616716j 0.00660524-0.000922547j -0.0100468+0.00147614j 0.0188622-0.00478482j 0.0171055+0.000380369j -0.00945303-0.000351174j 0.00586677-0.000925632j 0.0227285-0.00599374j 0.0173615+0.00156858j -0.00554749+0.0035425j 0.0144528-0.0138j 0.0257968+0.00232503j 0.00285419-0.0198306j -0.00142326-0.0254523j 0.0339884-0.00620879j -0.0014264+0.00832468j 0.00915753+0.00928982j -0.00571288+0.0129696j -0.000589584-0.00622821j -0.00212037+0.000733379j 0.00491081-0.013171j -0.00167037+0.00711769j 0.00464106-0.00502637j -0.00420544+0.000782568j -0.00313531+0.0011924j 0.0045935-0.00607384j -0.00687672+0.0133876j -0.0025818+0.00121632j 0.00426684+0.00172155j 0.0123532-0.00780841j 0.009717+0.0051967j 0.00199388+0.0125817j 0.00647976-0.000115215j -0.000849391-0.0127237j -0.0168032-0.000762282j 0.00169739+0.000784778j -0.000624935-0.000431949j -0.00912959+0.000455161j 0.000513029+0.00689923j -0.0109437-0.00158097j 
0.00269513-0.00322284j -0.00504238+0.00244472j -0.00131938-0.000200938j -0.00494714+0.00105027j -0.0447522-0.0065447j -0.00229188+0.00258281j -0.0358177+0.0131323j 0.00512529-0.00929089j 0.0033086+0.00876368j 0.0304857+0.000147706j 0.00772017+0.00212702j 0.00710199+0.00219488j -0.0391719+0.00266414j -0.00741954-0.00413166j 0.0143381+0.00178422j 0.00572754+0.00315235j 0.00667753-0.00426438j 0.0226316+0.00169273j -0.0125113+0.00343509j 0.00947776-0.000725807j -0.0074171+0.00259842j 0.0235031+0.000564531j -0.0222963+0.00358453j -0.00584694-0.00425062j 0.0288379-8.82117e-05j -0.028721-0.00415954j -0.0300526+0.00253119j 0.0415685+0.00127986j -0.00533741+0.00709265j -0.00543437+0.00243766j 0.0114625-0.00869044j 0.0206151+0.00263605j -0.0203702+0.004041j -0.00127239+0.00177231j 0.00113417+0.00242834j 0.00810676+0.00521981j -0.0221788-0.00270447j 0.00757378-0.00437598j -0.024435+0.00139082j -0.0183932+0.00388481j 0.00187299+0.00540049j -0.00718065-0.000870976j 0.00318186-0.00322542j -0.000886851-0.000389714j 0.0179924-0.00479461j -0.0250054+0.00691618j 0.0049225+0.00137481j -0.00292158-0.00103094j 0.00106089-0.00126554j -0.00195328-0.00620446j 0.00303164+0.00283321j 0.00232238-0.000525089j -0.00213003+0.00275768j -0.0014781-0.000344264j 0.00465186+0.00260139j 0.00189943+0.00711703j 0.00370501+0.00183407j 0.00175688+0.000536566j -0.00881771-0.00486428j -0.000947351+0.00268066j 0.00156998+0.00372907j -0.00426856+0.000794893j 0.00392227+0.00452444j 0.00828178+0.00205381j -0.000873977-0.000648736j 0.00149274+0.000241593j 0.001396-0.00159105j -0.00476448-0.000261046j -0.000720024+0.00148259j 
-0.0133461+0.0149364j -0.00365342+0.0104694j -0.023433+0.0112357j 0.0269567-0.0134163j 0.0284353+0.00437061j 0.00707978+0.00310281j 0.0033577-0.00965542j -0.0170577-0.00699289j 0.0149042+0.0178272j 0.0315209+0.00877283j -0.00374052-0.000656647j 0.0108831-0.00963175j -0.000651633+0.00115694j -0.0154498+0.0045409j -0.0348075+0.010178j -0.017254-0.0139233j -0.0158814+0.00582413j -0.0142504+0.00343719j 0.0119959-0.00187054j -0.019668+0.00648822j -0.00145465-0.00785012j 0.0238322-0.0049177j -0.0260835+0.00299423j -0.00923087-0.00280623j -0.0215426+0.00305546j 0.0102249+0.00446708j -0.00413627+0.00152451j 0.0136676-0.00880557j 0.0177847+0.00103531j 0.000972682-0.001426j -0.0222537-0.00518003j 0.0240779-0.00462346j -0.0118136-0.00485291j -5.46065e-05+0.000490966j -0.0250297-0.0022746j -0.0026501-0.00475778j -0.0235828+0.00151922j 0.010328+0.00274622j 0.0145322+0.00442727j -0.000160595-0.00132669j -0.012245+0.0033588j -0.00325668+0.00251958j -0.00672089+0.0105728j -0.0104116+0.00352093j -0.012966-0.00799793j 0.00631553-0.00535292j 0.00135754-0.000433367j 0.00492172-0.00296479j 0.00302397-0.00966593j -0.00267645-0.00264784j -0.00322191+0.00105974j -0.00226857-0.000281161j 0.00383518+0.00311775j 0.000958383-0.00237322j -0.00118932+0.00251751j 0.00209931+0.00230992j 0.000742483-0.00298007j -0.00292342-0.00238274j 0.00100258-0.00200039j -0.00717007+0.00557869j 0.00240048+0.00260983j 0.00260169-0.000523618j 0.00245656+0.0020738j -0.000542571-0.00541159j -0.000108119-0.000698491j -0.00145165+0.000145774j -0.00109105+0.000326728j 0.002986-0.00613243j 0.00056511+0.00110583j 
0.00773593-0.0394701j -0.0263561-0.0247863j -0.0245716-0.0233508j 0.00987156+0.0456815j 0.0358993-0.0182582j 0.00655281-0.0108799j 0.00269278+0.038418j -0.00196243+0.0284025j 0.0103285-0.0467604j 0.000387267-0.0215326j 0.00024739+0.00975971j -0.000442182+0.0330043j -0.0144595-0.00782206j -0.007748-0.00785327j 0.0184173-0.0208529j 0.00799311+0.0298814j 0.0109079-0.00714461j 0.0145781+0.00104066j 0.010868+0.00739137j -0.0262228-0.0133186j -0.0185187+0.00345004j 0.00755966+0.00226331j -0.00723963-0.0183111j 0.00366414+0.0045681j -0.0105138-0.00263708j -0.0139796+0.000220927j -0.0043072-0.00229272j 0.0112626+0.0101953j -0.00719342+0.000751204j -0.000970656+0.00102012j 0.011558+0.0028363j -0.015363-0.00123422j 0.00267573+0.0129488j -0.00998706+0.00203696j 0.00163041+0.000565268j 0.0080048-0.00425127j -0.019007-0.00170686j 0.00734269-0.00507394j -0.0279454-0.00664915j -0.00834229+0.00984826j 0.00478201+0.00051404j -0.0120223+0.000540525j 0.00705806+0.0134034j 0.000174161-0.00212174j 0.00663192+0.00223189j -0.010965-0.00387399j -0.00330699+0.00359158j -0.00355404-0.000566508j 0.00400382+0.00254166j -0.00191333-0.00618982j -0.00210718+0.00337717j -0.00423862-0.00190342j 0.00623851+0.000433635j 0.00554335+0.00111219j 0.00365007+0.00108009j -0.000877861+0.00210414j -0.00826696-0.00295955j -0.00226629-0.000723211j 0.0040518-0.00218158j -0.00341102-0.00158957j 0.00383298+0.0023031j 0.00701542-0.00115244j -0.00415227+0.00272243j -0.000687379+0.00603772j -0.000701123+0.000879936j 0.000646603-0.000100885j 0.00488651+0.000457251j -0.00220982-0.00254179j 0.00157521-0.000742063j 
0.00412455-0.0129465j 0.00936636+0.00704275j 0.00571833-0.00715559j 0.00961379-0.0319164j 0.0202101+0.00584914j 0.00421398+0.00557228j 0.0162889+0.0230292j -0.011961+0.00213343j 0.00643883-0.0108301j -0.00182485+0.0258885j 0.00849326-0.0153122j 0.00784075+0.0232617j -0.022202+0.0105256j -0.0113462-0.00612689j -0.00306606+0.0112505j 0.00632176+0.00734638j 0.0137542-0.0100724j -0.00420991-0.000443325j -0.00302698+0.00140471j 0.00954967-0.0140681j -0.0280384+0.0179427j -0.0340604+0.00369698j -0.00473142-0.00765774j -0.000971127+0.0113641j 0.0135035+0.0100572j -0.0434328-0.00813944j -0.00792537+0.012148j -0.00400078+0.0212335j -0.00487628+0.00165267j -0.00899896-0.00236457j 0.0282315+0.00559277j 0.0180296+0.0040843j 0.00122231-0.00139191j 0.0229263-0.00295858j -0.0150088+0.0141909j -0.0197218+0.00742733j 0.0069731+0.0108857j 0.00959224-0.00258812j -0.0135592-0.00107482j 0.00779224-0.00236846j -0.00426538+0.0249031j -0.00226806-0.0218788j 0.0116876-0.0378367j 0.0177627-0.0110503j -0.0211408+0.0190117j -0.0153791+0.0195317j 0.005552+0.00350015j -0.0203494-0.000543177j -0.00707949+0.00611765j 0.0117+0.00273872j 0.00868666+0.00170557j 0.0062701-0.00205982j -0.00913619+0.000217503j -0.00759945+0.00196978j -0.00135937-0.00277441j -0.00458542-0.00724513j 3.22761e-05+0.00665789j 0.00467326+0.00556814j 0.00572552-0.00123111j 0.0156247-0.00794788j -0.00910894+0.00038776j 0.000859815+0.0112986j -0.0014262+0.00896865j 0.00836505+0.0191111j -0.00120448-0.00298757j 0.00513582+0.00117438j 0.0102634+0.00552812j 0.00306938+0.0326023j 0.0134611+0.0020348j 
