-0.00423205-0.00614206j -0.00628776+0.00625032j 0.00226947-0.00285888j 0.000633569-0.00478873j -0.00154428+0.00854777j 0.00467281-0.00518391j -0.00116517-0.00138041j 0.00272868+0.00773996j 0.0180604-0.0265654j 0.00416968+0.000567878j 0.000319944+0.00274743j -0.00770192-0.00653006j -0.00769204-0.00203268j -0.00480553+0.00149084j -0.0235443-0.0106444j -0.00211634+0.00166242j 0.0234293-0.00499037j 0.00569858+0.00714584j -0.0152488-0.0214368j 0.00810175+0.0107568j 0.0122205-0.00446243j 0.00280061+0.00308035j -0.00235545+0.00327858j 0.00269233+0.000751161j 0.00764899-0.00103605j -0.00433558+0.00509172j 0.000837999+0.00459891j -0.00320985+0.00296875j 0.0015661+0.00263487j -0.000853858+0.00316051j -0.00589331+7.98047e-05j 0.00056327-0.00210889j -0.00168214-0.000618386j -0.00079499-3.97438e-05j 0.000588285+0.00129963j 0.000787755+0.00453976j -0.00158184-0.000571302j 0.000325037+1.46657e-05j 0.000576428+0.000398119j 0.000811175-0.00088526j 0.00150641+0.00222975j 9.62174e-07+0.00175715j -0.000613876+0.00404447j -0.000341852-0.00254083j 0.00243871+0.000226156j 0.000797176+0.000569673j -0.000358087+0.00088111j 0.000496286-0.00150544j -0.00152837+0.00358936j -0.00245677-0.00268139j -0.00128013+0.00156973j -0.00246059+0.00311757j 0.00102469-0.00187827j -8.84752e-05-0.00350955j -0.00133839+0.0053581j -0.00375098+0.000553511j 0.0016151-0.000207831j -0.00220747+0.00101929j 0.000808819-0.00407448j 0.000875426-0.000646887j -0.000898195+0.00248578j -0.00148467+0.000450039j -0.000121159+0.000215912j 6.74091e-05+0.00106314j 0.00058382-0.000400755j 0.000622501-0.000794142j -0.000413895+0.000293844j 0.000348142+0.000301348j 0.000251211-0.000164028j -0.000138224-0.000440875j -0.00127157+5.48395e-05j 0.000223853+0.000280617j -0.000930183+0.000231072j 0.000339398-0.00101261j -0.00126225-0.000370865j -0.000103101-0.00177319j 0.000382091-0.000349613j 0.00128643+0.000837591j -0.00114901-0.00242574j 0.000494248+0.00274184j 0.000874559-0.00115723j 0.00132416-0.00193562j -0.00048948-0.00163894j 0.00149982+0.000760217j 0.000710886-6.61966e-05j -0.000139148+0.00106588j -5.25663e-05+0.000238741j 0.00105881+0.00231829j 0.000357175-0.00146559j 0.000791497-0.00263521j -0.00082024-0.0011558j 0.000422328-0.00043781j 
-0.00640975+0.00595395j -0.00237955-0.00287516j -0.00416128+0.00149325j 0.00235487+0.00237876j -0.00082436-0.00373708j 0.00533709-0.00166382j 0.000172029-0.00214524j -0.00270772-0.0134431j 0.00242043-0.00293202j -0.00209545-0.00764362j -0.00298271+0.000691064j -0.00439172+0.00430669j -0.00232758-0.00616952j 0.00349818-0.00032901j 0.000918066-0.00246971j 0.00217008+0.00333419j -0.00328913+3.07578e-06j -0.000497617+0.00654939j -0.00120197+0.00232127j -0.00351232-0.00297921j 0.000397866+0.00231152j -0.000784805-0.00173468j -0.00264906-0.0133825j -0.00519891+0.00213006j -0.00415998+0.0009604j -0.000932096+0.00267233j 0.00354155+0.00214161j 0.00525668-0.00345955j -0.000160584-0.00368876j 0.00427517+0.00144913j 0.00157083-0.00887448j 0.00180049+0.00333207j 0.00116918+0.00140947j -0.00117676+0.00766329j 0.00176616+0.000811079j -0.00222537+0.00462064j -0.00305847+0.0098305j 0.000829109+0.00207475j 0.0019089+0.00092046j -0.00165512-0.00195448j 0.00288068-0.00841156j -0.000631115+0.00654665j 0.000740197-0.00192099j -0.00277439+0.00174184j 0.00330506-0.00302687j -0.00194737+0.00495242j -0.00211429+0.00267683j -0.000731708+0.00238888j 0.000181569-0.00901798j 0.00240472+0.00573205j 0.00189321+0.00733249j -0.00187789-0.00117971j 0.000560283-0.000794899j -0.00183514+0.0025457j -0.00278192+0.00235669j -0.00428308+0.00531928j -0.000456075-0.00308907j -0.000701883-0.00172552j 0.00644548-0.0038583j 0.00214526-0.00682337j 0.00504909+0.0011922j 0.00200176-0.00673052j -0.0024206-0.0044691j -0.00563555-0.00522791j 0.00658317-0.00215778j 0.00871089+0.000183271j -0.00165126-0.00150087j 0.000222273+0.000115877j -0.00886403+0.000262381j -0.00825433+0.00673805j 0.00882949-0.0152063j -0.00281328-0.00116j 0.0046129+0.0036508j 0.00143329-0.0118564j -0.002841+0.0197946j 0.000309874-0.00877424j 0.00478404-0.00309462j -0.00260839+0.00427184j -0.00820846-0.00242449j 0.00760473-0.000417091j 0.0122434-0.00357119j 0.00817949-0.0062051j -0.00699685+0.000456842j 0.00197057+0.00214108j -0.00164362-0.000366374j -0.0015635-0.00217779j -0.000166625+0.000486472j 0.00569767+0.000646202j -0.00614266-0.00420856j 0.00252884-0.00224402j -0.00193953-0.00432395j 0.00573455+0.00173926j 
-0.00116297-0.00398862j 0.00549355-0.00559931j -0.00127409-0.000509214j -0.00300706+0.00538486j 0.00615428-0.00319167j -0.00341818+0.0130812j 0.00356517-0.00763536j 0.00590843-0.0128452j 0.00209317+0.00495778j 0.00111011+0.00905865j -0.000161869-0.00054563j 0.00346282-0.00483416j 0.00182794-0.00351831j -0.00232966-0.00626312j 0.00367157-0.0101443j -0.00306167-2.31299e-06j 5.70231e-05+0.000205576j 0.001493-0.00405729j 0.00218602-0.0134591j 0.00525461-0.0103872j 0.00435152+0.00142708j -0.0099691-0.00654307j -0.0252046+0.00656101j 0.00496438-0.00778252j -0.00349671-0.0019544j 0.0094642+0.00694653j 0.000905071-0.00467019j 0.00450296-0.00364222j -0.00182518-0.00154546j 0.0072671-0.00879988j -0.00178994+0.000224578j 0.00415966+0.00129939j 0.00144785+0.00125944j -0.00205154-0.000197234j 0.00520582-0.0031343j 0.00794607-0.00170912j 0.00489907+0.00279319j 0.00436651-0.00335968j -0.00765842+0.00165286j -0.00140143+0.00493402j -0.000455595+0.00356171j 0.000444269-0.00379698j 0.00278144-0.00651723j -0.000574309+0.00175877j -0.00331958+0.00556774j -0.00371882-0.00110914j 0.000507892+0.011945j -0.00223849-0.00207472j 0.0053064+0.00132421j -0.000505105-0.00484959j -0.00496194-0.00184185j 0.00144007-0.00418104j 0.000121767+0.00200773j 0.00342754+0.0100331j 0.00931861-0.0125573j 0.00200756-0.000278017j -0.00689226-0.00247042j 0.00551922+0.00572244j -0.0110215+0.000107942j -0.00133816-0.00924613j 0.0060289+0.00369005j -0.000102067+0.00612099j 0.00485067-0.00378096j -0.00821225+0.000839851j 0.00186388+0.0116863j -0.0074678+0.000670598j 0.00186514-0.00631797j -0.00317933-0.00508432j 0.003657+0.00428619j -0.00318748+0.000224301j 0.00255052+0.000164775j 0.00039803-0.00216456j -0.00204001-0.00581541j 0.00372473+0.0102947j -0.00800287+0.00565955j 0.00393199+0.00479462j 0.00487625-0.00076066j -0.00498622+0.00764648j 0.005294-0.00114466j 0.00578623-0.0055693j -0.00128552+0.0053829j 0.0103986+0.0024024j -0.00104965+7.47891e-05j 0.00383636-0.00101008j -0.000830945+0.00144857j -0.00116495-0.0008153j -0.000780688-0.000485218j -0.000159864+0.00679528j -0.00507985-0.000860031j 0.00108211+0.00155862j -0.00059769-0.00514851j 0.00317403+0.00192788j 
0.00176313-0.0020539j 0.0020245+0.00214116j -0.000281188-0.000941424j -0.00154354-0.00148113j 0.000415004+0.0031324j -0.00467649+0.000360571j 0.00264367+0.00367685j 0.000626564-0.000853645j -0.00305819-0.000747831j -0.00334023-0.00129567j 0.000169072-0.000501132j -0.000943338-0.0010291j -0.00124453-0.00102372j -0.000688468-0.00146216j 0.00251332+0.00367026j -0.00110165-0.000434107j -0.000369411+0.000152693j -0.000130983-0.00032896j 0.000247413+0.00236649j -0.00182519-0.00233832j -0.00316568-0.002528j 0.00080769-0.00320637j -0.000853032+0.00333375j -0.00054855-0.00232162j 0.00200563+7.61066e-05j 0.000319921+0.00161192j -0.000330652-0.00483079j -0.00444313+0.00136236j -2.28355e-05+0.00252416j -0.0010885-0.00310037j -0.00237355+0.00126735j 0.000260468-0.00503771j -0.000549103-0.0043471j -0.000742491+0.00154032j 3.7798e-05-0.0044809j -0.00208638-0.000966701j -0.000233408-0.00354057j -0.000257741-0.00139267j 0.00220477+0.00284383j 0.00104217+0.00175775j 0.000440426+0.000912808j -0.00164625-0.00431656j -0.00299148-0.00101372j -0.000644825-0.000810717j 0.000517076-0.00182669j -0.00203481-0.000304081j 0.0030145+0.00331133j -0.00246466-0.00349774j 5.10366e-05+0.000519154j -0.000608956-0.00521753j -0.00218802-0.00230396j -0.00335501+0.00193426j 0.000211995-0.00105893j 0.00176282-0.00142291j -0.0053844-0.00817073j -0.000186422-0.00237442j 0.00125492-0.00502625j 0.00868188-0.00197062j 0.00307799-0.000409646j 0.000376276+0.00087473j -0.0156129+0.00461401j -0.0016245-0.00186812j -0.00361003-0.00240829j 0.00283132+0.00385966j 0.00114676+0.00106023j -0.00476685+0.00973486j 0.00172252+0.000834489j -0.00217981+0.00379283j 0.00329204+0.00154684j 0.00148204-0.000935613j 0.000341341-0.0107321j 0.00164067+0.00565486j 4.73466e-05-0.00823683j -0.00227222+0.00151212j -0.00743986-0.00221814j -0.00498951-0.00106323j -0.0118289+0.0003425j 0.00693349+0.0141491j -0.00437968+0.00483864j 0.0115359+0.0111396j 0.00609642-0.00980173j -0.0162369-0.00363357j -0.00922622-0.000392724j -0.00681952+0.00363022j 0.00538958-0.00332126j 0.00072979-0.00711272j -0.000101919-0.000646263j -0.00746338-0.00711562j -0.011863-0.0128389j -0.0019817-0.00775711j -0.000730142-0.00543533j 0.00974856+0.00340567j 
0.00146796+0.000758605j 0.00201615-0.00105703j 0.000806065-0.000533265j -0.00307276+0.00129118j 0.00105603-0.0024783j -0.00252471-0.000451733j 0.000579685-0.00337682j 8.40595e-05-0.000794211j -0.000527171-0.00182772j 0.00189775-0.00557293j 0.000465131+0.00127977j 0.00371472-0.00144171j 0.00124534-0.000570583j -0.00166998+0.00380482j -0.00470803+0.00298047j 0.000361481-0.000130075j 0.00306313+0.000783777j 0.00551814-0.00452532j -0.00235505+0.00333823j 0.0109981-0.00451204j 0.00139158+0.00151969j -0.00196833+0.000139049j 0.00157634-0.00366865j -0.00198285+0.00338016j 0.00470932-0.0025865j -0.00111745+0.00126835j -0.00448586+0.00379169j 0.0040747-0.00541948j -0.000908275-0.00312987j -0.00138638+0.00479919j -0.00425323-0.00227071j -0.000642452+0.000256508j -0.00507483+0.00360697j 0.00185283+0.00114375j -0.00228931+0.00115176j -0.00297551+0.00564528j -0.00292056+0.000701254j -0.00410185+0.00127671j 0.00448812+0.000269377j 0.00157301-0.00199327j 0.00272795-0.00503813j -0.00224487+0.00206371j -0.000422521-0.00199922j -0.00098505-0.00117403j -0.00252564-0.000283386j 0.00350147-0.00248604j 0.00514417-0.0020685j 0.000125779-0.000752093j 0.00736446-0.0128291j 0.00307392+0.00210177j 0.00206049+0.000760368j 0.00269913-0.00125838j -0.0121816+0.00767356j 0.00101116+0.00524817j 0.00101206+0.00763596j 0.00183557+0.00929622j -0.0100756-0.00235251j 0.0101314-0.00268209j 0.00106339-0.00991037j 0.00148571-0.00337902j -0.000109708-0.000605776j -0.00149929+0.00234015j 0.000245026+0.00121119j 0.00132966-0.00316729j -0.00573398+0.00127931j 0.00628338+0.00015566j 0.00195125-0.000757935j 0.00249011-0.000103646j 0.000150701+0.00146882j 0.00180152+0.00126952j -0.00260147-0.00628641j 0.000476556+3.57394e-05j 0.00597438+0.00263964j -0.00385019-0.00419338j 0.00458098+0.0168827j -0.00383939+0.000675366j 0.00113451-0.00385748j 0.00010629-0.00627799j 0.00349464+0.000122011j 0.00232296+0.00318177j -0.00202472-0.00175675j -0.0041818-0.00420376j -0.00195131-0.00134151j -0.00281002-0.00200364j -0.00107134+0.00111592j 2.08784e-05-0.000944341j -0.000184513+8.85165e-05j -0.000682228-0.00256882j -0.00146361+0.000528229j -0.000475022-0.000487122j 0.000758822+0.00175067j 0.000780126-0.000403032j 
0.00039827-0.000408217j 0.000958645+0.000159287j 0.000438515-0.000312287j -0.002728+7.99133e-05j -0.000710078-0.000852048j 0.00144291+0.00183696j -0.00264035-0.00247609j 0.000217616-0.000647684j 0.00136297+0.000561339j -0.00106891-0.00261846j -0.00481455-0.0025454j -0.0034328-0.00434065j -0.00465949-0.00680154j 0.00412789-0.0045295j -0.00313107-0.00125775j -0.00105966+0.00327377j -0.00179629+0.00139389j 0.00353671-0.00113233j 0.000842643+0.00897076j -0.00163983+0.00408653j -0.00014048+0.00504043j 0.000377717-3.35596e-05j -0.000124229-0.000469774j 0.00102834+0.00148891j -0.00377859-0.00161302j 0.00173674+0.000853666j -4.4261e-05+0.00117045j -0.000578244+9.586e-06j 0.000984705+0.00133853j 0.00181794-0.00334852j 0.00301893+0.00114045j -0.000162578+0.00441056j 0.00198066+0.00114584j -0.00375886+4.33261e-06j 0.00158833-0.00436506j -0.000741361+0.00628419j -0.0031517-0.0038684j 0.000388575-0.00214556j -0.00356277+0.0026254j -0.000669458-0.00347178j 0.00154596-0.0131764j 0.00159749-0.00897373j 0.000258754-0.00390927j -0.00766661-0.0029079j -0.00241052-0.00891148j -0.00334337-0.0138168j -0.0006014+0.00660438j 0.00519277-0.00881929j 0.00152289+0.00395216j 0.00498828-0.009926j 0.00906128-0.0115772j 0.00521679+0.00737366j 0.0025793-0.00293112j 0.00472259-0.00508531j -0.00109006+0.00117197j -0.00298428+0.0039242j -3.3609e-05+0.00445847j -0.0001617-0.00621655j 0.00194561+0.00701428j 1.61645e-05+0.00438347j -0.000736327-0.00382051j -0.00119376+0.000214011j 0.000292221+0.000638346j -0.00104843-0.000627011j -0.000906233+0.000468131j 0.00253616+0.00280718j -0.00186791+0.00121659j 0.00203269-0.00512481j 0.00632491+0.00353843j 0.00184084-0.0326741j -0.00530565-0.0134898j 0.000162183-0.0024339j 0.00208178+0.000716108j 0.01116-0.0204158j -0.00360924+0.0142305j -0.00545636+0.00421819j -0.00075067-0.00364119j 0.00624252-0.000150783j 0.00185815-0.00122146j -0.000108167-0.000429407j 0.00240107-0.0034513j 0.00314323+0.00312832j 0.00392203+0.000132273j -0.00116057-0.000116562j -8.74906e-05-0.000319724j -0.000238941+0.00212485j -0.00125067-0.000893973j 0.00257188+0.00259607j 0.00271194-0.00070062j -0.00238718+0.00100241j 0.0023936+0.00238477j -0.00491249-0.000159602j 
0.00217514-0.000656162j -0.0008841+0.000866312j 0.000231139-0.00040768j -0.00117568-0.000619786j -0.00243085+0.0012618j -0.00470723-0.00159079j 0.00415953+0.00161758j -0.000569779-0.00125543j -0.000631801+0.00203803j -0.00136044-0.000179074j -0.002496-0.00224158j -0.000187664-0.00143426j -0.000840344-0.00185112j -0.00130001-0.00100502j -0.000147565+0.000399973j 9.91396e-06+0.00125291j -0.00217605-0.00102382j 0.00286653+0.00159415j -0.00103927+0.00116698j 0.000974587+0.0027564j -0.00243763+0.00278567j 0.00107103-0.0055093j 0.00298704+0.00363003j -0.00295835-0.00160153j 0.00148222+0.00082493j 0.00262325+0.00108854j -0.00171632-0.00065755j 0.00259277+0.00227667j 0.0017916+0.00155948j 0.0026488+0.00194079j -0.00141751+0.00299888j -0.00139332+0.00264674j -0.00404222-0.00263511j -9.62526e-05-0.00133454j 0.000173476+0.000567493j 0.00644014+0.00494791j -9.41451e-05-0.00291071j 0.00298141-0.00260465j -0.000826431+0.00477787j 0.00176615+0.00276164j 0.00352886+0.000460237j 0.00284067+0.000575852j 0.000869337-0.00445361j -0.00425867+0.000311574j 0.000703732+0.00207431j -0.00137132-0.00166526j 0.00121384+0.000376385j 0.000437288+0.00182833j 0.000886902+0.00740688j -0.0122076+0.000737952j -0.00302758-0.00116105j 0.00120163+0.000180064j 0.0136356+0.00154203j -0.00284723-0.00535793j -0.00519853+8.48329e-05j -0.00808255-0.000922981j 0.00511766+0.0082242j -0.00315887+0.00534631j -0.00807841-0.00053251j 0.00501352-0.000246063j 0.00191329+0.00572024j -0.0121093+0.00145564j -0.00480687+0.00506375j 0.00336005+0.000508122j -0.0057209-0.00864231j -0.0135948-0.0152907j 0.00145833+0.00138745j -0.0010126+0.000740423j -0.00191958-0.000758426j -0.0027508-0.00887935j 0.00910973-0.0028685j -0.00210605-0.00359905j 0.000285323+0.00213117j 0.00157953-0.00695289j 0.00185367+0.00359917j 0.00230507+0.00661499j 0.00583921+0.00888291j -0.0273794-0.0248577j 0.008797+0.00488058j -0.0184793-0.00096632j 0.00136283+0.00916851j -0.00470929-0.00296229j 0.00231926-0.00515682j 0.00280861+0.00569105j 0.00309466+0.00150412j -0.000212538-0.00160012j 6.63157e-06-0.000117461j -0.00783816-0.00741811j -0.000615387+0.0114042j 0.0045179+0.00287951j -0.0070803-0.00672969j 0.00818806-0.000267558j 
-0.00145413-0.00086129j -0.00120556+0.0011975j 0.000233368-0.000531278j 0.000289183-0.000596229j -0.00212138+0.00129183j 0.00471517-0.00188682j -0.00565338+0.003575j -0.000680834+0.00108644j 0.000791874-0.000968733j 0.0034826-0.00263895j 0.0015033-0.000953271j -0.000615687-0.00127902j -0.000173969+0.000553019j 0.000872815+0.000947611j -0.00563682+0.00196052j 0.001169-0.000639008j 0.00232259-0.000771147j -0.00200621-0.0035119j -0.0021885+5.92511e-05j -0.000588903-0.0063642j 0.00338534-0.00143617j 0.00189918-0.000437629j 0.00193704+0.000302435j 0.00508421-0.00497685j -0.0017675-0.0031601j -0.00238034+0.00364285j 0.00482964-0.00494222j -0.00281456+0.00595331j 0.000527794+0.000522002j -0.00129054-0.00116495j 0.000473279-0.000436509j 0.00548379-0.00284507j 0.00704725-0.00483921j -0.00350352-0.000475553j 0.00271207-0.00189979j -0.0012957+0.000745126j 0.00307969-0.00258889j 0.003844+0.00286617j -0.00656661+0.00120369j -0.00184496+0.00268255j -0.00398407+0.0030548j 0.00425183-0.00196542j 0.00347155+0.000260333j 0.00226369+0.000366945j -0.00311763+0.00130105j -0.000758657-0.00245896j -0.00264997-0.000540241j -6.165e-05-0.00451247j -0.00109847-0.000189387j 0.00730005-0.00612039j 0.00125311-0.00593744j -0.000554157-0.00219664j 0.00556178+0.00882586j 0.00137834-0.00148405j 0.00924422-0.00812131j 0.010266-0.000709446j -0.00758548-0.00562065j -0.00108278+0.00573774j 0.0113365-0.000120139j -0.00354691-0.00201913j 0.00600835+0.00258788j -2.31408e-05-0.00244688j 0.00129385-0.000217604j 0.00735927+0.00924788j -0.00816233-0.00876286j 0.000169958+0.00505247j -0.0011018+0.00168747j -0.000415766+0.00290786j -0.00136797+0.00570137j -0.00108272+0.00369228j 0.00736938+0.000274175j -0.0055845+0.000323373j 0.00480971+0.00749982j -0.00275702-0.0053598j 0.000690308+0.00187673j 0.00845662-0.000958372j -0.00584628-0.000161893j -0.0184948+0.00969535j 0.0131534+0.00520115j -0.010307-0.0141079j -0.00431592-0.00997346j 0.00488225+0.00325925j 0.000479775-0.00529906j 0.00222219+0.00663512j 0.00477391+0.00865513j 0.00247488+0.00601838j 0.000110305+0.000195058j -0.00307474-0.00593501j 0.00401654-0.00524559j 0.00482428-0.00371427j 0.000380357-0.000917428j -0.0011695+0.000449128j 
-0.00306448-0.00112857j 0.000309361-0.00360988j -0.00136169-0.000455491j 0.000422591+0.00336899j 0.000538451-0.00237111j 0.00369674+0.00225937j -0.00208431-0.00274362j 0.000147126-0.000726436j -0.00147841+0.000732039j -0.00393195-0.00136886j -0.000125454-0.000563307j -0.00226568-0.00310301j 0.000256186-0.000433594j 0.00439961+0.00261008j 0.0030787+0.00260329j -0.00193667+0.000505893j -0.000382179-0.00382396j -0.00494237-0.00560506j 0.00133825+0.000918915j -0.00610377-0.0122006j -0.00237908-0.000387861j -0.00485743+0.00117132j -0.00225587-0.000790207j -0.000774734+0.00417822j -0.00340403-0.00822109j 0.00358777+0.000973829j -0.000383324+0.00351578j -0.00180414-0.00779301j -0.00421808-0.00173014j 0.00267322+0.00152274j -0.00341006+0.00359635j 0.000225564+0.000840105j 0.00239327+0.00883569j 0.00120733-0.00362427j 0.000483194+0.00475299j 0.0029837+0.000501939j 0.000974026+0.00233903j 0.00206153+0.00558555j -0.000739634-0.0053322j 0.000203092-0.00228819j -0.0015231-0.00155744j 0.00121882+0.00296873j -0.00125522+0.00266594j -0.000727639+0.00269735j 0.000123488+0.00555302j -0.00224617-0.00320291j 3.60747e-05-0.00574277j -0.000678166+0.00380334j -0.0109751-0.00732542j 0.00135259-0.0057079j -0.000257378-0.00388425j -0.00158714-0.00399198j 0.0106214+0.016657j 0.0104543+0.00153416j 0.00670042+0.00356698j 0.00446502-0.00835667j -0.00492031+0.0165993j -0.00436709-0.0118118j -0.0140258-0.00986801j 0.00384752-0.00495024j 0.00172315+0.00255345j -0.000369984+0.00452725j 0.00161659+0.00182352j 0.0012065-0.00180036j -0.00813251-0.00356349j 0.0159714-0.00600997j -0.000177493-0.00418214j 0.00305286-0.000161658j 0.00301982-0.00143436j 0.00224552+0.00413086j -0.00518124+0.00222755j 0.000587217-0.0056049j -0.000314061-0.00405581j 0.000883386+0.00353952j 0.0107851-0.00254805j -0.00089513+0.00191754j -0.000380114-0.00327974j -0.00679214-0.0124164j 0.0110441+0.0035229j 0.00322483-0.0032192j -0.00744102+0.00308768j -0.00750719+0.00552434j -0.000520948+0.00318537j -0.008062+0.00143992j 0.00151305+0.00372477j 0.000620946+0.000611605j -5.91373e-05+7.08803e-05j -0.00519662-0.00340957j -0.0018662+0.0024969j -0.00337124+0.00667482j 0.00692898+0.00141173j -0.0025486+0.00217891j 
-0.0033864+0.000949037j 0.00108192-0.00083923j 0.00022958+0.000690456j -0.000545614-0.000826994j 0.00423163-0.00138984j 0.005401-0.000469847j 6.2561e-05-0.000988194j 0.00117427-0.00122206j 0.00185228+0.00339863j 0.00621404+0.00529691j -5.2451e-05-0.000552024j 0.000159244+0.00370966j 0.00100819+0.00201289j -0.00228571-0.00171829j -0.00286279-0.00891883j 0.00115125+0.00240025j 0.000337528+0.00150435j -0.000318915+0.00418343j 0.000150203-0.00475188j -5.77133e-05+0.0098168j -7.3298e-05+0.00402061j -0.00534353-0.00119887j 0.000468881-0.000644836j -0.00123342-0.000895823j 0.000723137-0.00155116j 0.00203198+0.000653978j -0.00221546-0.00449223j 0.00460751+0.00347893j 0.000872112-0.00198777j -0.00321686-0.00409485j 0.00397222-0.00282113j 0.00104812+0.00154781j -0.000625516+0.00240163j -0.00209525-0.00114879j 0.00067163+0.000426225j -0.000969909-0.00765969j 0.00121386-0.00169172j 0.00258546+0.00127251j -0.00498868-0.00135374j 0.000274745-0.000915161j 0.00200251+0.0019252j -0.000698528-0.00244598j 0.00557745+0.00577578j 0.00351083+0.00243607j 0.000514189-0.00155227j 0.000670281-0.000440234j -0.00201685+0.00404658j -0.00017134+5.64348e-05j 0.0104829+0.0118664j -0.00724481-0.00210603j -0.00732155-0.00568061j 0.0028637+0.00429174j 0.00172849-0.00668095j -0.00465819-8.78086e-05j 0.00142887+0.00442697j -0.0148248-0.00431963j 0.00750914-0.00251944j -0.00970256+0.00897571j 0.000414482-0.00196952j 0.012349-0.0026718j 0.00336279+0.00363146j -0.00491386+0.00618867j 0.00108273+0.00468514j 0.00692823+0.0011063j -0.0113332-0.0117503j 0.0185267+0.000305552j 0.00100395-0.00133328j 0.00522522+0.00168181j 0.00153842-0.00368159j -0.00735173+0.0063225j -0.000817981-0.00157976j 0.00117856-0.00637437j -0.00960593+0.00504455j 0.00697159-0.00338112j -0.0190124+0.00460315j 0.00175986-0.000271045j 0.00377751-0.0029097j -0.00083939-0.0175791j 0.013434+0.00849198j 0.00485638+0.000636632j -0.00401767+0.000369624j -0.00206708+0.00663662j -0.000750159+0.0027606j -0.00620077+0.0006284j -0.00079204+0.00324007j -0.000268742+0.00111653j -0.000346038-0.000247468j -0.00333639-0.00302851j -0.00217307+0.00043847j -0.00357554+0.00745522j 0.00730302+0.00257045j -0.00330568+0.00311169j 
-0.00180273+0.0023654j 0.000810004-0.000116829j -0.00138372+0.000509872j -0.00248239+0.00120646j -0.000432645+0.000620134j -0.00180208-0.000853552j 0.00490085-0.00315723j 0.00178825+0.00283784j 0.00165153-0.00104184j 0.00193301+0.00357101j -0.00567899+0.00549808j -0.00226269+0.00502423j -0.00536954+0.00895104j 0.00406451-0.00220838j 0.000577412-0.00135379j -0.00626423+0.0024083j -0.00353166+0.00260152j 0.0129391-0.00567544j -0.00263473-0.00389874j -0.00184151+0.00361578j -0.00715503+0.00508241j 0.000412888+0.000911893j 0.00331164-0.00236172j 0.00193463+0.00317015j -0.00202502+0.00507234j -0.00233159-0.00405681j -0.00338932+0.00200646j -0.00369208+0.00183448j 0.00117294-0.00398819j 0.00044575+0.00634891j -0.0021849-0.000263895j 0.000870105-0.0027307j 0.000211122-0.000272915j -0.00113053+0.00111949j 0.00194585+0.0045537j -0.00320173+0.00174417j -0.000370383+0.00410378j -0.00364482+0.00173282j -0.00132514+0.00238066j 0.00332869-0.00373381j 0.00396912+0.00189522j -0.000131417+0.0026976j -0.00574384+0.00569641j -0.00686233+0.00556538j -0.00418413+0.00845999j -0.00138391+0.00870012j 0.0019518-0.0041216j 0.00734751+0.0074627j 0.00203994+0.00443392j 0.00628125-0.0035688j 0.00941458-0.000560299j 6.68664e-05-0.00905875j 0.00548535-0.00342358j 0.0083421-0.00347071j -0.00562722+0.00103815j -0.00635677-0.00328889j -2.331e-05-0.00638003j 0.00401525+0.00336508j 0.00276261-0.00319509j -0.00339133-0.00346468j -0.00128968-0.00203689j 0.00182091-0.00330721j -0.00160808+0.0017579j 0.00374738-0.00151528j -0.00136185-0.000470441j 0.000259343+4.49634e-05j 4.14996e-07+0.00180783j 0.000959984+0.00391619j 0.000475861+0.000103395j 0.00563991+0.0198189j 0.00973688+0.00627669j 0.00137094+0.00484377j -0.00546203+0.00174284j 0.00589963+0.0109943j -0.00947322-0.00812079j 0.000178708-0.00258181j 0.00332067+0.00258745j 0.000548541+0.000638354j 0.000356656-0.000146127j -0.00289316-0.00287135j 0.000607356+0.000270154j 0.00321946-0.000571629j 0.00140492+0.000672655j 0.00119138-0.0021119j -0.000651306+0.000216704j 7.51423e-05-0.000203601j 4.28876e-05+0.000204366j 0.000566426-3.27444e-06j 0.000172622+0.000495027j -0.000196105-8.79671e-05j -0.000680635+0.000913811j -0.000409478-0.000403841j 
