-0.00423205-0.00614206j -0.00628776+0.00625032j 0.00226947-0.00285888j 0.000633569-0.00478873j -0.00154428+0.00854777j 0.00467281-0.00518391j -0.00116517-0.00138041j 0.00272868+0.00773996j 0.0180604-0.0265654j 0.00416968+0.000567878j 0.000319944+0.00274743j -0.00770192-0.00653006j -0.00769204-0.00203268j -0.00480553+0.00149084j -0.0235443-0.0106444j -0.00211634+0.00166242j 0.0234293-0.00499037j 0.00569858+0.00714584j -0.0152488-0.0214368j 0.00810175+0.0107568j 0.0122205-0.00446243j 0.00280061+0.00308035j -0.00235545+0.00327858j 0.00269233+0.000751161j 0.00764899-0.00103605j -0.00433558+0.00509172j 0.000837999+0.00459891j -0.00320985+0.00296875j 0.0015661+0.00263487j -0.000853858+0.00316051j -0.00589331+7.98047e-05j 0.00056327-0.00210889j -0.00168214-0.000618386j -0.00079499-3.97438e-05j 0.000588285+0.00129963j 0.000787755+0.00453976j -0.00158184-0.000571302j 0.000325037+1.46657e-05j 0.000576428+0.000398119j 0.000811175-0.00088526j 0.00150641+0.00222975j 9.62174e-07+0.00175715j -0.000613876+0.00404447j -0.000341852-0.00254083j 0.00243871+0.000226156j 0.000797176+0.000569673j -0.000358087+0.00088111j 0.000496286-0.00150544j -0.00152837+0.00358936j -0.00245677-0.00268139j -0.00128013+0.00156973j -0.00246059+0.00311757j 0.00102469-0.00187827j -8.84752e-05-0.00350955j -0.00133839+0.0053581j -0.00375098+0.000553511j 0.0016151-0.000207831j -0.00220747+0.00101929j 0.000808819-0.00407448j 0.000875426-0.000646887j -0.000898195+0.00248578j -0.00148467+0.000450039j -0.000121159+0.000215912j 6.74091e-05+0.00106314j 0.00058382-0.000400755j 0.000622501-0.000794142j -0.000413895+0.000293844j 0.000348142+0.000301348j 0.000251211-0.000164028j -0.000138224-0.000440875j -0.00127157+5.48395e-05j 0.000223853+0.000280617j -0.000930183+0.000231072j 0.000339398-0.00101261j -0.00126225-0.000370865j -0.000103101-0.00177319j 0.000382091-0.000349613j 0.00128643+0.000837591j -0.00114901-0.00242574j 0.000494248+0.00274184j 0.000874559-0.00115723j 0.00132416-0.00193562j -0.00048948-0.00163894j 0.00149982+0.000760217j 0.000710886-6.61966e-05j -0.000139148+0.00106588j -5.25663e-05+0.000238741j 0.00105881+0.00231829j 0.000357175-0.00146559j 0.000791497-0.00263521j -0.00082024-0.0011558j 0.000422328-0.00043781j 
0.00153393+0.00121645j -0.00136963+0.00405042j -0.000937848-0.00240597j -0.0012315+0.000465013j -0.000467406+0.00399795j -0.00096799-0.00074037j -0.00307789-0.0120007j -0.00471405-0.000727682j 0.000294976-0.000167239j 0.000988332-0.00352471j 0.00283147+0.0058632j 0.0098641-0.00989756j -0.00116058-0.0047648j -0.00427662+0.0112256j -0.0018682+0.00103596j 0.000140109+0.00759834j -0.00510076+0.00370108j -0.0155166-0.00678108j -0.0106313+0.00310555j 0.00653379+0.00728583j 0.00621825+0.0112852j -0.00563923-0.00972172j 0.00258554+0.00306344j 0.00227564+0.00633075j 0.00478094+0.00562882j 0.000528694-0.00311241j 0.000570709-0.00378342j -0.00490556+1.87992e-05j 0.000744074-0.00114045j 0.00297715+0.00312091j 0.00315475+0.000761634j -0.00103489-0.00927761j -0.00244064-0.00357195j -0.000707921+0.00349075j -0.000688123+0.000843583j -0.0016916+0.00571186j -0.00127528-0.00233802j -0.00113184-0.00096343j -0.000791759+0.00424123j 0.00198087-0.00267277j 0.00164444+0.00630737j -0.00410018+0.000866135j -0.000850784-0.0101144j 0.0010635+0.00333086j -0.00295334+4.26226e-05j 0.00232091+0.000941348j -0.000516667-0.00166175j -0.00375782-0.00277217j -0.000441578+0.00689921j -0.00103673-0.0100435j -0.00295326+0.00452596j 0.00458883-0.00347416j -0.00266745-0.00429886j -0.00520922+0.00898711j -0.00302235+0.00821799j -0.000594594+0.00313551j -0.00513711-0.0064637j -0.00920753+0.0115109j -0.0163961-0.000553338j -0.000555639+0.000817545j 0.00680144-0.00457792j 0.00014174+0.000167341j -0.00111031+0.00184168j 0.00373885-0.00180816j 0.000350762-0.00224306j -0.00115978+0.00472832j 5.1014e-05+0.000361218j 0.00304057+0.000769218j -0.00358719+0.00423361j 0.000127845+0.000668401j -0.00721048+0.00121404j 0.00221004+0.00174746j -0.00574785-0.000422788j -0.0012909+0.00103234j 0.000290381+0.00352718j -0.00110535-0.00142185j -0.00748492+0.00145287j -0.00293027-0.00346135j -0.00592112+0.00342461j 0.00481065+0.0040506j 0.00284124-0.00507899j -0.0127125-0.0037258j -0.00250885+0.000178355j 0.00168479-0.00665292j 0.00167552-0.00259381j 0.00531535-0.00132432j 0.00104482+0.00035074j 0.00171859-0.00464115j 0.00251787-0.000797177j -0.0101027+0.000226334j -0.00269182+0.0072483j -0.00543027-0.0011559j 
0.00142847+0.00180859j -0.00124567-0.00278334j 0.00119018-0.00338527j 0.000104919-0.00351478j -0.00265536-0.00773958j 0.000278909-0.000108952j -0.00384044-0.00835351j -0.00325989+0.00493651j -0.0011955-0.0035317j -0.00376665-0.00892521j 0.00598285+0.00606143j 0.014979-0.00319527j -0.00988943-0.0025087j -0.00830827+0.00103878j -0.00161373-0.00272426j 0.00241693+0.00933207j -0.00689601+0.00348599j -0.0149043-0.0118072j -0.00871702+0.00412792j 0.00223244+0.00253479j -0.00158957+0.00706109j 0.00562145+0.00708642j -0.00142202-0.00669314j -0.000718502-0.00438107j -0.00198279-0.00269832j -0.00163141-0.00396925j 0.00402139+0.00173546j 0.00144335+0.0078571j 0.00303002+0.00143914j -0.00452561-0.0137678j -0.00291287-0.0106058j -0.00190975-0.00484828j 0.00385097+0.00696418j -0.00149762-0.00492652j -0.00302092+0.00103735j 0.00192834+0.000621027j -0.00142729-6.17778e-05j 0.00177625+0.00919j 0.00114835-0.00230151j 0.00104963-0.00895078j -0.00117976+0.00236293j -1.22767e-05+0.00531385j -0.00166471-0.00284736j -0.00276269+0.00401599j 0.00230671-0.00786446j 0.00109119+0.0023946j -0.000380404-0.0073096j 0.00239032-0.0133232j -0.00384714-0.0015834j -0.00419466-0.00146868j 0.000136053+0.0088595j 0.00272159-0.00644618j -1.61277e-05-0.00572455j -0.000544786-0.00723983j 0.00182106-0.000544848j 0.0140976-0.00766799j 0.00327665+0.00814594j -0.0014969+0.00530175j -0.00131887-0.00415508j 0.00152809-0.00443348j -0.00559544+0.00753338j 0.00161027-0.00276913j 0.00141336-0.00267992j 0.0027763+7.31584e-05j -0.000614292+0.00319166j -0.00200141-0.000687786j -0.000552837+5.75057e-05j -0.000511271+0.000203103j 0.00539229-0.00321494j -0.00180631+0.00104063j 0.00526365-0.00143893j -0.000216556+0.00050416j 0.00202494+0.00149833j -0.0015158-0.00193651j 0.00419208+0.00232514j 0.000212389-0.00121383j 0.000697846+0.000958979j 0.00198766+0.00243313j -0.00308509-0.00297926j -0.00230908-0.00500576j -0.00450138-0.000132904j 0.00850225-0.00510252j 0.000542464-0.000903563j 0.0034113+0.00285352j -0.000255447+0.00246928j -0.000321438+0.00304261j 0.000317688+0.000561898j 0.00194242-7.17152e-06j -0.00333539+0.000311782j 0.00476052-0.00450625j -0.00170072-0.0044264j 0.00411234-0.00100387j 
-0.00284883+0.00121646j -0.000126633+0.0013431j -0.00116777-0.00109368j -0.000422301+0.000291555j 0.00209058-0.00022166j 0.000745099-0.00149249j 0.00775505+0.00385781j 0.00297841+0.0077794j 0.00455837-0.000330061j 0.00529886+0.00204477j -0.0039694-0.00628815j 0.00187766-0.0206807j 0.0169694+0.00994032j 0.00459975+0.00995731j 0.00401531+0.00365592j -0.00568926-0.00307789j -0.00460516+0.00783881j -0.00558401+0.0243005j -0.00912483+0.0092323j 0.0116871-0.00563803j 0.00330457-0.00525585j 0.00436635+0.00185104j 0.00278844+0.00101087j -0.00148401-0.00215764j 0.00479664-0.00184229j 0.00329601-0.000324485j 0.000673682+0.00159712j -0.00316472-0.000130243j -0.00288427+0.00435969j 0.00402218-0.00885295j 0.0104634+0.000559725j 0.0101295-0.00193256j -0.00720589+0.00301406j -0.000952338-0.000299921j -0.00166023-0.00195661j -0.00603879-0.00407048j -0.00120745+0.000529169j -0.00119858+0.00173481j -0.00370752-0.00139019j 0.000315818+0.00259259j 0.002143-0.00227335j -0.00465149-0.00187004j 0.00862273+0.0025248j -0.00136733+0.00190264j 0.00314856-0.00601879j 0.0014724+0.00039827j 0.00538827+0.00443858j 0.00904901+4.98856e-05j -0.00424467-0.00246943j 0.00884941+0.0055399j -0.0165142-0.00198257j 0.000903768-3.47152e-06j -0.000558662-0.00236066j -0.00642775-0.00306768j -0.00318278-0.00370016j 0.00695899+0.00279587j -0.00718118-0.000779327j -0.00150054-0.000780927j -0.00380962-0.00055312j 0.0010904+0.000503813j -0.00132901+0.00108755j 0.00134214+0.00139683j 0.00106457-2.11519e-05j -0.000134921+0.00122301j -0.00138511-0.0011252j -0.00126552-0.000805233j 0.000759519-7.72205e-05j -0.00035149+0.000655246j 0.000865312-0.000966646j 3.30757e-05-0.000998087j 0.00278216-0.00053996j 3.25235e-05-0.000344259j 0.0034868-0.001103j -0.000764222-0.00109391j 0.00218697+0.000242655j -0.00179326+0.000810157j 1.91389e-05-0.000177598j 0.000504092-0.0013188j -0.00101055-7.75571e-05j -0.000324152-0.00303998j -0.002478+0.000591198j 9.59448e-05+0.00013318j 0.0010872+0.00145097j -0.001499+0.000865658j -0.00057418+0.000364474j -0.00014324+0.000610703j 0.000453946+4.2104e-05j -0.00057645-0.000350698j -0.00114253+0.00119865j 0.00109898+0.000922571j 0.0010692-0.00136414j 0.000825868+0.000347402j 
-0.000315796-0.00290217j 0.000416421-0.0027531j 0.00128835+0.000840234j -0.000788812-0.000697869j 0.000312134-0.00175828j -7.25821e-05+0.00360583j 0.000368069+0.00324074j 0.00464276-0.00913789j 0.00142398-0.00127172j -0.00132486+0.00888408j 0.00545804-0.0120985j -0.00363614-0.00227997j -0.0252506+0.0265265j 0.0126006-0.00935529j 0.0041886+0.000544849j 0.000176738-0.00942961j 0.000992601+9.33561e-05j 0.00627337-0.00528765j 0.00271028-0.00784266j -0.00245365-0.00693523j -0.000390339-0.000828193j 0.00235794-0.00457078j -0.00154856-0.00133436j -0.00445273+0.00680253j -7.58544e-05-0.00313444j 0.00238999-0.00248225j -0.00300409+0.00389438j -0.00464408+0.00329721j -0.00450652+0.00771423j 0.0078523-0.00234542j 0.0080613-0.00685154j 0.00714682-0.00568979j -0.00431056+0.00506583j 0.00261033-0.00178129j 0.000211458+0.000194872j -0.00404411+0.00538649j 0.000609813-0.000585419j -0.00210053+0.00308016j -0.00569633+0.00601612j -0.00104305-0.00610161j 0.000626343+0.000879079j -0.00463122+0.0076441j 0.00511906-0.00767485j -0.00192179+0.00151015j 0.00890693-0.00220003j -0.00156045-0.00157558j 0.00488379-0.00628451j 0.0125417-0.00605721j -0.00147698+0.00367643j 0.0117693-0.00465117j -0.0102905+0.00703282j 0.00471304-0.000272725j 0.00297252+0.00371998j 0.000139598+0.00172209j -0.0127816+0.00711602j -0.000371348-0.00230709j -0.000735062+0.00617238j -0.00774924+0.00148974j -0.000356027-0.00239653j 0.000492128+0.000502939j -0.00227532+0.000570351j -0.000939824-0.00106537j -0.000800109-0.00118244j 0.00167306+0.000210606j -0.000809011+0.00113224j -0.00046896+0.000666931j -0.000197414-0.000175966j 4.64492e-05-0.000552562j 0.000615736-4.05685e-07j 0.000807971+0.000285659j -0.00242148+0.00048408j 0.000197717-0.000302626j -0.00252581+0.00131533j 0.0016124-0.000297867j -0.00165116-0.000469629j 0.00109139-0.00106396j 0.000328252-0.00120846j -0.000626313+0.0026256j -0.000347364-0.000551362j 0.0001268+0.00310493j 0.00265881-0.000263831j 0.00373116-0.000734025j -0.00158026-0.00260097j 0.00344637+0.001372j 0.000802993+0.000635032j 0.000383807+0.000330689j -0.000369103+0.000135881j 0.0022445+0.00126619j 0.000512201-0.00186903j 0.000857117-0.00269484j -0.00225321-0.000539041j 0.000655851-0.000418961j 
-0.00445356-0.00242116j -0.000444016-0.000282101j 0.000958492+0.000773785j -0.000146771-0.00132978j 0.00361403+0.00130762j 0.00410904+0.00565828j 0.0137706+0.0102624j 0.0152432+0.0105571j 0.0136819+0.0101455j 0.0105853+0.0112532j 0.00575547+0.00422299j 0.0117631+0.00348243j -0.00653698-0.0153477j 0.0148232+0.0162817j 0.00432448+0.00670209j -0.00396211-0.00816675j -0.00844173-0.00478384j -0.00163883-1.86133e-05j -0.00512333-0.00349799j -0.00238909-0.00935821j -0.00418065-0.00650594j 0.000614347-0.000818372j 0.00334093+0.00639711j 0.00213068+0.00248308j -0.000283344+0.000725673j 0.000283809+0.00360558j 0.00161375+0.00155319j 0.00274629-0.00208564j 0.00280731+0.004019j -0.00744185-0.00528669j -0.00553687-0.00851409j -0.00747804-0.00489563j 0.0053033+0.0041611j 0.000919283+0.00230362j 0.00430863-0.00298885j 0.00481062+0.0056999j 8.50959e-05-0.00304365j -1.9835e-05+0.00262825j 0.00504262+0.0062122j -0.0015113-0.00332554j 0.00107483+0.00181583j 0.00402408+0.00485922j -0.00603372-0.0103473j 0.000512518+0.00217364j 0.000862575-0.00597539j -0.00319267-0.000140942j -0.00565721-0.00549414j -0.00601876-0.00895792j 0.00483271+0.00164264j -0.00381306-0.0085507j 0.00698848+0.00988777j -0.00503432-0.0018742j -0.00225773+0.00285473j 0.00110951+0.00303079j 0.000606633+0.01027j -0.000538635-0.000435939j 0.00381391+0.00595145j 0.00154031+0.00185775j 0.000915191-0.00178016j -0.00047389-0.000511828j -0.000213996+0.00208497j -0.00127514+0.000421438j -0.000171347-0.00097394j 0.000828925-0.00017501j -0.00056611+0.00144266j 0.000576155+0.000695683j 0.000221636-0.000404478j 0.000155828-0.000361256j -0.000122274-0.000355543j 0.00130366-0.00101133j -0.00213144+0.00150572j 0.000141801-0.000708024j -0.000809284+0.0011256j 0.000804012-0.0005165j -0.00148537+0.000802391j 0.000345962-0.000134087j 0.000254187-0.000642586j -0.0011366+0.00164096j 0.000537909-0.000313738j 0.000149676+0.00211494j 0.00183214-0.000428724j 0.00175824-0.00066851j -0.00101015-0.00186984j 0.00206616+0.000531603j 0.000540578+0.000418169j 0.000148558+7.03298e-05j -0.000132817+6.79564e-05j 0.00120003+0.00059126j 0.00028365-0.00130253j -4.53952e-05-0.00181701j -0.00135989+4.63071e-05j 0.000128316-0.00038138j 
0.00119696+0.000115858j 0.00302387+0.000348853j -0.000969943+0.00241326j 0.000330722+0.00504228j 0.00537217+0.00408337j 0.000153305+0.00249761j -0.00268574+0.00322496j 0.00323829-0.00401103j -0.00031803-0.00602243j 0.00010418-6.04966e-05j 0.0041947-0.000322249j 0.00452619+0.00253414j -0.0104127-0.00535171j 0.00886518+0.000671681j -0.00138925+0.00460321j 0.00287905-0.00213682j -0.00502683-0.00669617j -0.0044184+0.00603154j 0.00236634-0.00762381j 0.00967971+0.0178067j 0.00276633-0.0056295j -0.0033588+0.00240094j 0.000255258-0.00611025j 0.00467319+0.00121996j 0.00168634-0.00612019j -0.000224129-0.000731767j -0.00516238-0.00829492j 0.0019421+0.00610888j 0.000292879-0.000111156j -0.00130677-0.0135554j -0.00370608-0.00331133j -0.00176365-0.00736946j -0.000822387+0.00567669j -0.00118556-0.00107056j 0.00394122-0.00172982j -0.00223495+0.00136209j 0.000525752+0.00296331j 0.00119109-0.000349401j -0.00602179-0.00459574j -0.00231004-0.0019203j 0.000381188-0.000714845j -5.17184e-05+0.000519743j 0.00590977-0.00431404j 0.00299052+0.00313331j -0.00813683-0.0104317j 0.00126019+0.00404076j -0.00258935+0.00251079j -0.00413739-0.00822715j 0.00313288+0.00305719j 0.00659827-0.00674859j -0.00147768+0.00912462j 0.00701946-0.00294097j 0.00313393-0.00648875j -0.00587181+0.00566347j 0.00191744-0.0046482j -0.00190574+0.00245675j -0.0139506-0.0068614j 0.0162926+0.0034582j -0.000230702+0.018426j 2.3079e-05+0.00110192j 0.000512053-0.00362771j 0.0017021+0.00362318j 0.000975147+0.00498263j -0.00341402+9.63506e-05j -0.000439324-0.00426662j 0.00223245-0.00200652j 0.00101833-0.000135228j -0.000627+0.000777346j -0.00148796+0.00128869j -0.000182172+2.29008e-05j 0.00660856-0.00127578j -0.000871032-0.000603722j 0.007959-0.0035526j -0.000624248+0.00256118j 0.00181508-0.00383842j -0.00352041+0.00370217j -0.00467306+0.00134767j -0.000835983-0.00805931j 0.00344572+0.00320418j -0.000630884-0.00915974j -0.00311487+0.0048085j -0.014756+0.00789376j 0.00892336+0.010834j -0.0158338-0.00449194j -0.00213853-0.00257423j -0.00181718-0.00311255j 0.000237687-0.000895146j -0.00900522-0.00228065j 0.00109755+0.00640214j -0.00202127+0.0125161j 0.0100367+0.00216918j -0.00343325+0.0026787j 
-0.000304368-0.000581496j 0.00151659-0.000630769j 0.00195127+0.00233865j 0.00345635-0.00245201j 0.00120653-0.00147267j 0.00180884+0.000732796j -0.00100545-0.00300015j -0.00325861+0.00154619j -0.000812985-0.00422218j 0.00214527-0.00720913j 0.00261201+0.00153997j 0.0090457-0.0033403j -0.00714812+0.00190704j -0.00455204-0.00726408j -0.0014226+0.00348476j 0.00213677+0.000162026j -0.0078223+0.00746897j 0.00516516+0.00673113j 0.00132882+0.00839833j -0.000574105-0.00241439j -0.0060412-0.0113282j 0.00161152-0.00637142j 0.000830081+0.00197293j -0.00327369+0.00662173j -0.00331391-0.00819233j 0.00160938-0.00197958j 0.00453566+0.00127628j 0.00171704+0.000722677j 0.00238714+0.000548741j 0.00379634+0.000277495j 0.00827508-0.000647181j 0.0059731-0.00656903j 0.00529969+0.00476941j -0.0026502+0.00380172j -0.00256771-0.000929176j -0.00620811+0.0087575j 0.00161769-0.00107864j 0.00491049-0.00312015j -0.000762272+0.0111531j 0.00195967-0.000703072j -0.00818805+0.00332621j 0.00132838+0.00225152j -0.00420232-0.010445j 0.00129411-0.00400099j -0.00271218+0.0136515j -0.00230414-0.00533424j 0.00449976-0.00133264j 0.00393581+0.0052175j 0.00586556-7.35576e-05j 0.00907532-0.00536802j -0.000291838+0.00603494j -0.00781954-0.0043906j 0.00213156+0.00474682j 0.00432318+0.00769502j 0.00185603+0.00726616j 0.00271721+0.00148367j 0.00369978-0.000372412j 0.00349602-0.0152117j 0.0135265+0.00302602j -0.00166384-0.00129882j -0.00146088-0.00438592j 0.000558196+0.00374163j 0.000539641-0.000269374j -0.00602905+0.00105258j 0.00172743+0.00509344j 0.00565145-0.00592148j -0.0006722-0.00107039j -0.00139704-0.00234678j -0.00390572-0.00298462j -0.00162772-0.00114458j 0.001907+0.00164393j -0.00317994-0.00205451j 0.00126059+0.000740266j 0.000641783+0.00132574j -0.00375249+0.000714868j 0.0073198+0.00282281j 0.00684536-0.0040204j -0.00153779-0.00069252j 0.00978895-0.00454987j -0.00252524-0.00266443j 0.00157003+0.00379529j 0.00760927+0.00956253j 0.000366288+0.0016951j -0.00598989+0.00522666j -0.00212666+0.000605155j -0.00850255-0.00149423j -0.00128235-0.000379651j -0.00436018+0.00605228j -0.000581661+0.000647012j 0.00843036+0.00584581j 0.00635077-0.00577556j 0.00324327+0.00363582j 
-0.00226408-0.00221743j 0.00125516+0.000601523j 0.00122157-0.00190509j 0.000231376-0.00433809j 0.00445263-0.00170673j 0.00307819+0.000452288j 0.00182755-0.00362928j -0.00312284+0.00213184j 0.00181806+0.00471418j -0.00425636-0.000827751j -0.00122234+0.000850297j -0.0013576+0.00071678j -0.000220565-0.000216414j -0.00847951+0.00112015j 0.00560699-0.00137943j 0.00688396+0.0034475j 0.0149058-0.00120964j -0.00837128+0.00324701j -0.0190254-0.00369507j -0.000126594+0.00250693j -0.00609945-0.00674114j -0.000679495-0.00147335j -0.00233616-0.00123328j 0.00882778+0.00846197j 8.76875e-06+0.000553837j -0.00290162-0.000349662j 0.00134698-5.10289e-05j -0.00503867+0.00264048j -0.00205292-0.000869793j -0.00300612+0.00016357j 0.000511473-0.00537481j 0.00286059-0.000139598j 0.00141808-0.00265014j -0.00472801+0.00124884j 0.00434465-0.0034243j -0.00262979+0.00488605j 0.00561123-0.00367216j 0.00137752+0.00123115j -0.00812552-0.00441401j -0.000729452-0.00270263j 0.00293255+0.00623594j 0.000441734-0.00218288j 0.0062062+0.00688688j -0.00315005+0.00437524j -0.0023902+0.000224488j 0.00890467-0.00158716j -9.65613e-05-0.00540155j -0.0109572-0.000186755j -0.00563253+0.00618726j -3.93653e-05-0.00145517j -0.0108631+0.00280845j 0.00313341+0.0108533j -0.00633506+0.000368437j 0.0132137-0.0108814j 0.01093+0.00762566j 0.00073986+0.000677962j 0.0131845-0.0139165j -0.00921747+0.000571297j 0.0025261+0.00610281j 0.00109475-0.00066337j 0.000527436-0.00422571j -0.000419029+0.000787575j 0.00109096+0.00102882j -0.00242009-0.000968338j 0.00362642+0.00112424j 0.0018851-0.0039034j -0.000772959+0.000786632j -0.000522742+0.000807851j -0.00159418-0.00130665j -0.00134324-0.000876864j 0.000828205-0.00363452j -0.00147316+0.00190497j 0.00379321-0.00184064j -0.00440057-0.0011455j 0.00143988-0.00393154j 0.00642559+7.23932e-06j 0.000924345+0.000946968j 0.00469625+0.000949535j 0.0023936-0.00287179j 0.00215412+0.000918635j -0.000147829-0.000128334j 0.00472369+0.00557554j -0.00169358+0.000827186j -0.00170649+0.0032153j -0.000374002-0.00147663j -0.00413993-0.000697465j 0.000251338-1.11808e-05j -0.00138066+0.00370196j -0.000497619-2.62949e-05j 0.0055249+0.00302288j 0.00306988-0.00387598j 0.00248088+0.00222304j 
-0.00158627-0.000180667j 0.00033771+0.000542005j -0.00159598-0.00153114j -0.00209564-0.00311233j -0.000789745-0.000502523j -0.000511877+0.00126689j 0.00641626-0.000815819j -0.00532946+0.00102936j 0.00655148+0.000502822j 0.00269681+0.00205337j -0.00677202-0.00137417j -0.00399047-0.00381865j -0.00889691+0.00289688j -0.00891907+0.00581739j -0.00187798+0.000673869j 0.00702886-3.42386e-05j -0.000173551-0.000823643j 0.0133337+0.000661503j -0.00384062+0.00501693j -0.0296466-0.00401385j -0.0116263+0.00374714j 0.00471844+0.00458011j -0.00309348-0.00181184j -0.00357268-0.00108241j 0.0038352+0.00239556j 0.00154034+0.00432122j 0.00349095-0.00329557j -0.00706569-0.00375094j -0.0087638-0.00785604j 0.00783039+0.00358155j -0.00336578-0.00250601j -0.00148183-0.00377006j 0.000220568-0.00573449j 0.00510019+0.00343993j -0.00364002+0.00165845j 0.00488718+0.00775881j 0.00152028+0.000984124j -0.00861535-0.00615219j -0.0059239-0.0072299j 0.000102357+0.00243739j -0.0026117+0.00334602j -0.0030402-0.00422108j -0.00337409-0.00127088j 0.00383479+0.00129515j -0.00341356-0.00530021j 0.00301485+0.00607156j -0.0105457-0.00422181j 0.00534464-0.00393167j -0.00197634-0.00680943j -0.00226295-0.0111182j 0.00418809-0.00528248j 0.0128527+0.00362107j 0.00309455+0.00383696j -0.0085716-0.00454913j 0.00540142-0.00686924j 0.000668765-0.00307451j -0.000789142-0.00152829j -0.000703355+0.000514329j 0.00561286+0.00297778j 0.000543489-0.00406495j -0.000545107+0.00165364j -0.000869498-0.00320914j 0.000573358+0.000193211j 0.00261811-0.0052505j 0.00088963+0.00242027j -0.000729546-0.00074655j -0.000213994-6.70737e-05j -0.000323461-8.84658e-05j 7.54043e-05-0.000510734j -0.000807128+0.000448757j 0.00106894-0.00104311j -7.13027e-05+0.000670392j 0.000432058-0.000401132j 0.000284245+0.00100992j -0.0030016-0.00118717j -0.00032546-0.00121675j -0.00833175+0.00444167j -0.000125137+0.000925295j -0.0026779-0.00217305j -0.000695548-0.00190021j 0.000765502+0.0029944j -0.00341256-0.000521206j 0.00425628+0.001706j -0.00175654-0.00335437j -0.000835109-0.00137007j 0.000187362-0.00129235j 0.000320585-0.000463542j -0.00168727-0.000263547j -0.000210929+0.00176856j -0.00165167+0.00222869j 0.00200516+0.00195741j -0.00139683-0.000128849j 
-0.00131155+0.000600202j 0.000698622+0.000506676j -0.000712766-0.00063953j 0.00104274+0.00195344j 0.00158769+0.00165025j 0.00571808-0.00114332j -0.00034578-0.000957333j -0.00455297+0.000268461j 0.000644299-0.00188495j -0.000771838+0.000597615j 0.000997689+0.000226503j -0.00165508-0.00278444j -0.0066139-0.00400117j -0.00222864+0.00245036j -0.00464412-0.00239533j -0.00780903+0.000671947j -0.00758394-0.000924489j -0.00123612+0.00550487j 0.000226343+0.00537611j -0.00353021-0.00659388j -0.00234703-0.00213439j -0.00153827-0.00290849j -0.00411641-0.000885386j 0.00611462+0.00632642j 0.00298009+0.00367582j 0.00036625-0.00838005j -0.00611103+0.00156192j 0.0015476+0.0018273j -0.000722462+0.00619027j -0.000308616-0.00213873j -0.00456504-0.00370679j -0.002758-0.00197224j 0.00459821+0.00945431j 0.00446937-0.00120625j -0.00293246+0.00265555j -0.00304402-0.000790786j -0.00561438+0.00292435j -0.00221629-0.00688632j -0.00252372+0.00123583j -0.000767305-0.00245262j -0.00619782-0.00568857j 0.0014828+0.00231533j 0.00555378-0.000154958j 0.0155327-0.00104387j -0.0144822-0.00810367j -0.00593825-0.00266386j 0.0119067-0.0161589j 0.0238496-0.00401733j -0.00225237+0.00468173j -0.00694578+0.00454529j -0.00237683-0.0102705j -0.00313184+0.012602j -0.00225579+0.00416879j -0.00332219+0.00526052j 0.0104594-0.00574141j -0.0226221+0.00094941j 0.00220157-0.000674226j -0.00438439+0.00321664j 0.00725486+0.00160411j 0.00299735+0.00193769j 0.000648836-0.00176602j 0.0028032-0.00143858j 0.00112445-0.000155356j -0.00231786+0.00102808j -8.96027e-05-0.00623268j -0.00471686+0.000935313j -0.000401401-0.000628085j -0.000353927+0.00121044j -0.00339408+0.00188819j 0.00092197-0.000636323j -0.00168428-0.00186718j -0.000638675-0.00192172j 0.000593815-0.00336123j 0.00440672+0.000647335j -0.00505166-0.00562204j -0.0059986+0.000367166j 0.00470383+0.0023573j 0.00461699+0.000140565j 0.00172368+0.00514245j 0.000149993+0.00361909j -0.00369891+0.00135958j 0.00255174+0.0038296j -0.00268375-0.00320217j 0.0033604+0.00291331j -0.00123022+0.00077229j 0.00101508+4.77798e-05j -0.000703911-0.00106415j 0.000598972+0.000392946j -0.00016309-0.000475094j 0.000999236-0.000655157j -0.0023856-0.00104741j 0.00120116+0.000128415j 
