-0.000630484+0.00236536j 0.000382988-0.0028015j -0.000247694+0.00135499j 0.00612132-0.00308695j -0.003001+0.00276973j -0.00265298+4.50412e-05j 0.0166749-0.00433665j 0.00305861-0.000746235j -0.0186105+0.00447007j -0.00444835+0.00134406j 0.014318-0.00211273j 0.00896126-0.00285313j 0.00209064-0.00091791j 0.014257+0.00270034j -0.0211076+0.000374553j -0.0195893-0.0106451j -0.00127132+0.000638869j 0.000628394-0.000748834j 0.0035174+0.00180925j -0.00176435-0.00591466j 0.00390126+0.00202894j -0.000307498+0.00297936j 0.000381932+0.00133904j 0.00022783-0.00137156j -0.000798974-0.00246634j 0.000579882-0.00566731j 0.00203276+0.00124129j 1.78504e-05-0.00317288j 0.000755773+0.000610823j -0.00142167-0.0013345j 0.00069245+0.00158846j -0.000568629-0.000473032j -0.00150998-0.00168684j 0.000498818-0.00200118j -0.00120721+0.000106429j -6.04904e-05+0.00078729j -0.00307903-0.00176077j -6.59296e-05-0.00988543j 0.000297384-0.00463219j -0.000751246-0.00134732j -0.000516968-0.00780249j 0.00421724-0.000838027j -0.000847338+0.00317327j -8.4056e-06+0.000724276j 0.000483605+0.00063074j -0.000648212+0.000457232j 0.000366709+0.000695051j 0.000244509-0.000300991j -0.00116507-0.000189523j 0.00156495-0.000205943j -3.65769e-05-0.000375522j -0.000497995+0.000522129j -0.000575811+0.000838283j 0.0012809-0.000206112j -0.00182973-0.000496162j -0.000402598-0.000589444j 0.000242892-0.000435287j -0.000353802+0.00134343j 0.00109715-0.000537299j 0.00252511+0.00214724j 0.000982487-0.000779818j 0.000496818-0.000834531j 0.000814405+0.00014969j -0.000140976-0.000108447j -2.70398e-05-2.30082e-05j 0.000384658-0.00062658j 0.000196815+0.000992566j 0.00145912+0.00043278j -0.000247313+0.000860515j -0.00027588-0.000189583j 
0.00014414+0.00126668j 0.000208983-0.000981868j 0.00172551+0.00196658j -0.00101696-0.00151418j 0.00255426+0.0140721j -0.00271956-0.00167367j 0.00238894+0.0127644j 0.00030599-0.00987243j 0.000238446-0.00676604j 0.00179358+0.00181837j -0.00130684+0.0219126j -0.000706835+0.0111956j 0.00441381-0.00760415j -0.000810017-0.00132596j 0.00276806-0.000604755j -0.00263753+0.00240746j 6.39148e-05-0.00108665j -0.00337532-0.000934834j -0.000221604-0.00181466j -0.00473349-0.00054282j 0.00642307-0.000675927j -0.00728405-0.00152892j 0.000193413+0.00240276j -0.00907564-4.80599e-05j 0.00167014-0.00103805j 0.000276679-0.000255581j -0.00134297+0.00222566j -0.00832302-0.00480087j 0.000265434-0.00228044j 0.00308946-9.86934e-05j 0.000804724-0.00246705j -0.00685548-0.000156832j -0.00270347-0.00048668j -0.00594226-7.97725e-05j 0.00455529-0.0051022j 0.00522398+0.00303795j 0.00242799+0.0024487j 0.00399835-0.00369462j -0.00159016+0.0026778j -0.0026971+0.00458526j 0.00490493+0.000307693j 0.000412671-0.00292643j -0.000478834+0.000835615j -0.000359439-0.000233281j 0.000209163+0.00160309j 0.00294061+0.00343075j -0.000831722-0.00143944j -0.00297637-0.000725785j -0.0111002-0.013463j -0.00662742-0.00523898j 0.000425212-0.000172922j 0.000560527+0.00586814j -0.00187177+0.00360248j -0.00415836+0.00291394j -0.00213177+0.000694306j -0.00232856+0.000450648j 0.00181883-0.000105155j 0.00108214-0.000201003j 0.00238175-0.000689515j 0.00100503-0.0015745j 0.0014465-0.00069391j -1.19462e-05-0.000288054j 0.000570352-0.000946573j 0.00129481-0.00147287j -0.00183569+0.00172159j 7.4151e-06-0.000571846j -0.000429798-0.00112755j 0.000614566-0.00096017j 0.000241305+0.000127857j -6.13332e-05+0.000475932j 
-0.00145779-0.000289625j 0.000488981-1.81241e-05j -0.00155127-0.00219709j 0.00138924+0.00392331j 7.97206e-05-0.00431603j -0.000403273-0.000809408j -0.00196393-0.00193984j -0.00108296+0.00195782j 0.0010263-0.00453657j 0.00165337+0.00297055j 0.000571224+0.00448247j 0.000695663-0.00478793j -0.000630504+0.00134907j 0.0039021-0.00333228j 0.000493288+0.00306162j -0.00215072-0.000377675j -0.000344396+0.00189006j -0.00212148+0.00113523j 0.00348629+0.000569975j 0.00108143-0.00403354j 0.00980713-0.003226j -0.00308842+0.00309505j -0.00126998+0.000414568j -0.0129986+0.00193402j -0.00467446-0.00026325j 0.00410916-0.000378486j 0.00439712-0.000125753j -0.00505204+0.00207712j -9.63462e-05+0.000445938j 0.00624833+5.51875e-05j -0.00565971-0.000664988j -0.00820074-7.83057e-05j -0.00727547-0.00262829j -0.0060789+0.000659985j 0.00677775-0.00406007j 0.0017067-0.00112473j -0.00126477-0.000310867j 0.00361733+0.00133109j 9.63002e-06+0.00221731j -0.00122817+0.00250316j 0.00873765-0.000860347j 0.00219135-0.00314616j -0.000160916-0.00055089j -0.00344417+0.00569533j -0.00185703-0.00273085j 0.00459004-0.00252067j -0.00152401-8.5975e-05j -0.00207985+0.00269786j -0.0113719+0.0411036j -0.00535609+0.0225027j 0.000938106+0.000276227j 3.40063e-05+0.00512905j -0.00154308-0.00309941j -0.00361841+0.00238759j -0.00326433-0.000966966j -0.00313919-0.000862721j 0.00186083-0.000732715j 0.000461072-0.00577914j 0.00141747+0.00355601j -0.00138701-0.000136466j 0.00401411-0.00115054j 0.000677238-0.00113856j -0.00075155-0.000303j -0.00389913+0.000790595j 0.00468051-0.000187273j 0.000243869-0.00109576j 0.000339907-0.00333273j 4.57936e-05-0.00188868j 0.000174399+8.62736e-05j 2.24134e-06+0.00123183j 
0.00027557+0.00132952j 0.000922947+0.00194557j 0.00247992+0.00297592j 0.00229784-0.0115686j -0.00146732+0.00939729j 0.00585484+0.0065266j 0.00476069+0.00187914j 0.00154414-0.00338295j -0.00311511+0.0169362j -0.00199294-0.00531247j -0.00299181-0.0208793j -0.00106294+0.00667535j 0.00190102-0.000921207j -0.00154045+0.0134586j 0.00014173-0.00645067j 0.00072131-0.0125556j -9.63316e-05-0.00183183j -0.00177704-0.00166638j 0.00138393-0.00289668j 0.00251664+0.00665624j 0.000775901-0.00549357j -0.00228904+0.00491732j -0.00353582+0.00362319j 0.00275476+0.00103157j 0.00635779+0.00639749j -0.00631295+0.00139979j -0.0110238-0.00352273j 0.001614+0.00630889j -0.00101834+0.00945025j -0.000617467-0.0138352j -0.00644511+0.00347459j -0.00414645-0.00824276j 0.00410416+0.00220831j -0.0041662+0.00526851j -0.0021989+0.00764222j 0.00630402-0.00163565j 0.00303727-0.000273273j 0.00145955+0.00278536j -0.00151662+0.000399203j 0.000295872-0.00996775j 0.00031579+0.0058877j -0.00435833+0.00245422j -0.00233086+0.000377348j 0.00401245-0.00116282j 0.0012513-0.0010583j -0.000236841-0.00162506j -0.000862987+0.000438357j -0.00138843+0.00155841j -0.0178164+0.0137162j -0.00898708+0.0039031j 0.00137099+0.00146863j -0.000388816-0.000924819j -0.0003324+0.00165263j -0.00530639+0.00144231j 0.000560244-0.00248009j 0.00327387-0.00498969j 0.00153936-0.000486987j 0.00122823+0.00146448j -0.00318909+0.000990833j 0.000878972-0.00242833j -0.00204169+0.00206934j -0.00036345-7.74555e-05j 0.000840101+0.000521449j -0.00162308-0.000919836j 0.00150394+0.00106146j -0.000883502+0.000480904j 0.00186853+0.000849833j 0.000606072+0.00143478j 0.000365552-0.000129343j -0.000272286-0.000506978j 
0.000935313-0.000619938j -0.00119768-0.00256159j -0.000182295-1.00816e-05j -0.00282471+0.00425408j 0.000722032-0.00662507j -0.0018745-0.00132038j -0.00298414-0.00118679j -0.00126162+0.0053219j -0.00031453-0.00463241j -0.00151504+0.00250424j 0.00249003+0.00969906j 0.000860017-0.00493866j -0.00198222+0.00546519j -0.00085923-0.00222992j 0.000514162+0.000876567j 9.64064e-06+0.00379172j 0.000393332-0.000753765j 0.00064588+0.00298625j 0.00072654+0.00223637j -0.0052389-0.00324157j -0.00734161+0.00516406j 0.00101156-0.00140517j -0.00427108-0.000162764j 0.00949698+0.00230365j 0.009603-0.00135676j -0.00484523+0.00119964j -0.000418364-0.00137359j 0.00257647+0.00304322j -0.00445332-0.00667265j -0.0030321+0.00111942j 0.00453068+0.00101838j 0.00648153+0.00138173j 0.00114457+0.00173796j -0.00080363+0.000676965j -0.00484205-0.00176644j 0.00403847+0.00382405j -0.00415402+0.000619146j -0.00301341-0.00370859j 0.00306336-0.00378591j -0.00342283+0.00521495j -0.00104333-0.00251534j 0.0134228-0.00332339j -0.00068472-0.00245053j -0.000397166+0.00181777j 0.00357097-0.00125633j 0.00799226-0.00218893j 7.12939e-07+0.0016105j -0.00241113+0.00067437j -0.0425935-0.00331686j -0.010704-0.000791905j -0.00190986-0.00061259j 0.000922813-0.00668711j -0.00819752-0.00486037j -0.0116216-0.00428927j 0.0178151+0.000911607j -0.00575991-0.0052797j -0.00109605-0.000464016j -0.000702615-0.000269615j -0.00388912-0.0037319j -0.00207292-0.00119948j -0.00240766+0.00102095j 0.000448198+0.000336277j -0.00143307+8.75375e-05j -0.00133086-0.0017791j 0.00145008+0.00258727j -0.000195822+0.00227711j 0.0018315+0.000735711j -0.00321496+0.00183448j -0.000846873-0.00121648j 0.000541181-0.000883809j 
0.000478092-0.000639195j 0.000498783-0.000120046j -0.000198591+0.00148621j 0.000171946+0.00292427j -0.000849507-0.00129435j -2.92108e-05+0.000972831j 0.000432243-0.00107619j -0.00102548+0.00538848j -0.00057066-0.000883842j 0.000158755+0.000506387j 0.00143959+0.000781114j -0.00109372+0.00094865j -0.00199002+0.000799583j -0.000549862-0.00555484j 0.0010224-0.00406608j -0.000384151+0.00678441j 0.00117779+0.00052486j 0.000360511+0.00426341j 0.00528849+0.00224793j -0.00773907-0.000473879j 0.010365-0.00108997j -0.00739209-0.00268539j -0.00179368-0.000328229j -0.00418287-0.000403444j -0.0120697-0.00133417j -0.00182965-0.00205208j -0.0115929+0.00323511j -0.00368528-0.00300049j -0.0045429-0.00156785j 0.00315921+0.0051984j -0.0063488-0.00245847j -0.00490646-0.000905128j 0.00923781+0.00129338j -0.00241163-0.0029052j 0.00827562-0.00703842j -0.00453916-0.00306216j 0.000458234-0.00119272j 0.00401568-0.00118201j -0.000450907-0.000325635j -0.010551-0.00130324j -0.000645937-0.00387186j -0.00731599+0.00467485j -0.000983689+0.000581436j 0.00369463-0.0038977j -0.00087246-0.00332473j -0.00342542+0.00381719j 0.000300929-0.00198524j -0.00085963-0.000795752j -0.00617774+0.00933726j -0.00430805+0.00224484j 0.000859666-1.23684e-05j -0.000433061+0.00169551j 0.0010034+0.000464643j -0.000952841+0.00719853j 0.000855865-0.00548238j 0.00530421-0.00785834j 0.00117192-0.00170417j 0.0021633-0.00278371j -0.00490525+0.001969j -3.59557e-05+0.00596574j -0.00147207+0.00093965j -0.000777929-0.00103259j -0.000202049+0.00068507j -0.000393401-0.000419772j 0.000609238+0.000212024j 0.000311075+0.00240803j 0.00108566+0.00379607j 0.000323013+0.00156354j -2.33445e-05+0.001061j -0.000520895-0.00144528j 
0.0011922-0.000124056j 6.40454e-05-5.76552e-05j 0.000524673-0.000711753j -0.00341141+0.000514351j 0.000575362+0.000555929j -0.000549678+0.0021079j -0.0012723+0.00161291j 0.00274207-0.000396973j 7.6064e-05+0.00314011j -0.000773208-0.00169699j 0.00223921-0.00312275j -3.70719e-05+0.00151384j 0.00141863+0.00141j -0.00139636+0.00394658j -0.000815001-0.00280478j 0.00259688-0.00135874j -0.000183826-0.000252076j 0.00400645-0.000135511j -0.000805112+0.000726952j -0.00124326+0.00417032j -0.00602921-0.00193552j -0.00700436-1.16828e-05j 0.0209837-0.00230022j -0.00630914-0.00138436j -0.0114325+0.000359033j 0.0129724-0.00289192j 0.0275804-0.000717882j -0.0108793+0.000195065j 0.00999621+0.00307444j 0.000833545+0.00158952j 0.0138404-0.000241941j 0.0199663+0.000719593j -0.00581124-0.000237777j 0.0124842+0.000955637j 0.00909641+0.000301246j -0.00367433-0.00430595j -0.000358884-0.00291647j 0.00520126+0.00224718j 0.00166421+0.00102901j -0.00269496-0.00515765j -0.00230555+0.00197768j -0.00400923-0.000587421j 0.00232153+0.00193371j -0.00370334-0.00610139j 0.000809804-0.00362808j -0.00302563+0.00149836j 0.000524234-0.00397979j -0.00143473-0.000639397j -0.0172767-0.00205821j -0.0096316+0.000375866j -0.00665391+0.000104181j -0.000726636-0.00560152j 0.000926167-0.0075862j -0.0023819-0.00037198j 0.00150152-0.00175624j 0.00158959+0.00964967j 0.00113281+0.00140144j 0.00338799-0.000175732j -0.00319564-0.000263121j -0.00159442+0.00780433j -0.0013439-0.00446177j -0.00045376+0.000624831j -0.000190726-0.00103705j -0.000866257-0.000814088j 0.00104572+0.00113431j -0.000567838-0.000726942j -2.37127e-05+0.00280392j 0.00131947-0.00281544j 0.00132916+0.00169883j -0.000513172+4.26493e-05j 
0.00019509-0.000718762j 0.000934831+0.00145043j 0.000492502+0.00166576j -0.00179931+0.00735901j 0.0025426+0.00307553j -0.00159727+0.00377153j 0.000901323+0.00573833j -0.00321266-0.00209154j -0.000441751-0.00441763j 0.000865508-0.00232085j -0.000307457+0.00515134j -0.000276167+0.00361019j -0.00177775-0.00133528j 0.000600545+0.00159647j 0.00283396-0.00329908j -0.00119275+0.000524409j 0.00207741+0.000408004j -0.0039909+0.00382361j 0.0082505-0.000782828j -0.00640292-0.000894548j 0.00493221-0.00186248j -0.00713357+0.00109145j -0.00337624-0.00158492j -0.00112059+0.000379023j -0.0124828+0.00557729j -0.00182921-0.000666433j -0.00279961+0.00304656j -0.00298336+0.00144597j -0.00665421+0.00409635j -0.000253711+0.00244667j 0.00628544-0.000727213j -0.00540752-0.000663423j 0.00425135+0.00242934j -0.00166773+0.00312893j 0.00134825+0.00350379j -0.0145287+0.000453463j -0.00672994+0.00127591j 0.00206328-0.0016199j -0.00385226+0.00209582j -0.0120408+0.0005899j 0.00408456+0.000814196j 0.0129719-0.00413833j 0.00152771-0.00234561j -0.0041018+0.00030589j 0.00230407-0.00668703j 0.00113998-0.000796771j -3.01586e-05-0.00336581j 0.000610309-0.00249552j 0.006662-0.00103386j 0.0190477-0.00147904j -0.000965041+9.08064e-05j -0.00180608+0.00324154j -0.00845336-0.00752972j 0.000933152+0.00710601j 0.0171778-0.00121964j -0.00208064-0.000526002j -0.00296299-0.00140597j -0.00136781+0.00281588j -0.00798082+0.0057004j -0.00250029+0.0102883j -0.00305997-0.00189544j 0.00056213-0.000513038j -0.00203123+0.00148188j 0.00107282+0.00209352j -2.17415e-05-0.00227293j 0.00101761+0.000562377j -0.00120625+0.0025498j -0.000907933-8.56488e-05j 0.000229529+0.000135361j -4.98806e-05-0.00041483j 
0.000506134+0.000285974j 0.00209865-0.000921378j 0.00231113-0.000218279j -0.00413719+0.00163586j -0.000279362+0.00104354j 0.000739438+0.00154744j -0.0028076+0.00394849j -0.000596906+0.00190296j 4.03468e-05+0.00222519j 4.87822e-05-0.00167583j -0.00322929+0.0060478j -0.000343458+0.00194557j -6.28242e-05+0.00367456j 0.00066714+0.00246542j 0.00235325-0.00443344j -0.00221731+0.000247454j 0.000155242-0.00289289j 0.00585937+0.00102522j -0.00545321-0.00512754j -0.00223761+0.00123145j 0.00735329-0.00194225j -0.00313722-0.0014096j -0.00948537+0.000435062j -0.00978307-0.00201059j 0.00176226-0.00307391j -0.00947401-0.00370878j 0.00618285-0.00358321j -0.00118267-0.0018693j -0.0102839+0.00175284j -0.00303966-0.00368453j 0.0058895+0.00147294j -0.00815142+0.000435464j -0.0103771-0.00254092j -0.00268279-0.00191235j 0.00385857-0.00174767j 0.00933782-0.000913483j -0.00289-0.00340491j 0.00321184+0.00151317j -0.0014056+0.00423956j 0.000875861-0.00115951j 0.00392863+0.000447189j -0.0027947+0.00214361j -0.00359491+0.00452991j 0.00726923-0.00960837j 0.00765724+0.00925907j -0.00535125-0.00708377j 0.00453457-0.00120917j -0.00187241+0.00228009j 0.00602819-0.0035566j 0.00205255+0.0108316j 0.00154408+3.86056e-05j -0.00420687-0.00866496j 0.00158936+0.000504903j -0.00706999-0.00296417j -0.00304293-0.00117161j -0.0113611+0.00431775j 0.000894636+0.00363398j -0.0032959+0.00321272j -0.00311607-0.00980117j -0.00234274-0.000969595j 3.13549e-05-0.00128343j -0.00228077+0.0013722j 0.00145326-0.000181447j 6.96082e-05+0.00160938j -0.000149671-0.00231831j 0.00238864-0.000455806j 0.000146728+0.0018212j 0.00189027+0.000422776j 0.000490865+0.00228625j -0.00132226-0.000651913j 
-0.00237229-0.00384731j 0.00096861+0.0057195j -0.00321601-0.00235637j 0.0037696+0.019527j 0.00217528-0.00422715j -0.00116622+0.0113928j -0.00232368+0.00455468j -0.00263325-0.00505297j 0.00301486-0.00296036j -0.00156218-0.00597435j -0.0015218-0.019011j 0.00308122+0.00202596j -0.00228545-0.00357679j 6.48409e-05+0.00317703j -0.00317788-0.00457527j 0.00211865-0.00212002j 0.000221615+0.00464473j -0.000541007-0.00182973j -0.00539648+0.000449935j 0.00271261-0.00259304j 0.00271241-0.00548286j 0.00885609+0.00557831j -0.0159909-0.000274923j -0.003139-0.00088004j 0.000347784+0.00267894j -0.00743241+0.00347406j -0.00260947-0.00482876j 0.00731785+0.00755931j -0.00773672+0.00746605j -0.00326485-0.00982428j 0.00633307+0.00839202j -0.00386587-0.0016649j 4.61114e-05-0.00324557j -0.0025271+0.00141129j -0.00296939+0.00899931j -0.000326844-0.0041654j -0.00200527-0.00218268j -0.000863291+0.00887243j 0.00184798+0.00237221j 0.0023922-0.00984894j -0.00607407+0.00399441j -0.00448681+0.00477532j 0.00406762-0.000942198j -0.00653333+0.00277415j -0.00134578+0.00579181j 0.000455619+0.000299491j -0.00231546-0.000493571j -0.00144219+0.000237171j -0.0104247-0.00841401j -0.00876132+0.00124385j 0.0021115+0.00138477j 0.000988622+0.00253547j -0.00202277+0.00141802j 0.00192461-0.00345819j -0.00383791-0.00289681j 0.00690886+0.00427256j -0.0010147+0.00193853j -0.0012251+0.00480829j 0.0035566-0.00110361j 0.000373681+0.00338035j 0.000344613-0.00118307j 0.00100447-5.47004e-05j -0.0015907-0.000761707j -4.65009e-06-0.00127665j 0.000350331+0.00130526j 1.75697e-05-0.00214244j -0.00342074+0.00186289j 0.000772809-0.00312502j 0.000381207+0.00011868j 0.000299299+0.000885513j 
-0.00172998-0.0032182j -0.00181354+0.00203446j -0.00032334+0.00244809j 0.00577463+0.0142061j -0.00146725+0.00260048j 0.00144965+0.00674486j 0.000929093+0.00686383j 0.00313281-0.00362803j 0.00167796-0.00334175j 0.000355376-0.0032572j 0.00189771-0.000922028j 0.000336528+0.00342231j 0.0035367-0.000863892j -0.00108028+0.00421546j -0.00254346-0.00399485j 0.00072822-0.0039588j 0.00122249+0.000947419j 0.00547072-5.53013e-05j -0.00640539+0.00212795j -0.00573277+0.00385587j -0.00775953+0.000292943j 0.00175936+0.00174925j 0.0160046+0.00105521j 0.00691282-0.00333626j 0.00900038+0.00336962j 0.0116786+0.00280155j 0.00344551-0.00649602j -0.00354664+0.00460104j 0.0119105+0.00610122j 0.00471829-0.00714054j -0.00350883+0.00488624j 0.00619979+0.0014691j 0.000379379-0.00242857j 0.00386763+0.000908198j 0.00118075+0.00623475j 0.00391646-0.00115591j 0.00389941+0.00101965j -0.00479848+0.00386287j -0.00117003+0.00295728j 0.00535599-0.00627216j 0.00237+0.000992556j -0.00221122+0.00186825j -0.00603193+0.000383764j 0.0117784+0.000603303j -0.00297479-0.00351009j -0.00371739-0.00107461j 0.00371571+0.0034646j 0.00213612+0.000564491j 0.00968609+0.00596201j -0.00183673-0.00486334j -0.00176386+0.000887602j 0.00113975+0.000528068j 0.0048101+0.00158977j -0.000572464+0.00447868j -0.00305756+0.000418951j -0.00707813-0.00930887j 0.000593213-0.00340583j -0.000110572-0.00856736j 0.000295191+0.000865093j -0.00126877-0.00346102j 0.00300086+0.00277946j -0.00187658-0.00118308j 0.00153399+0.00174612j 5.13827e-05-1.56068e-05j -0.000484363-0.000146916j 0.0015062+0.00245504j 0.00193753-0.00147123j -0.000707615+0.00438403j -0.00148748+0.000254791j -0.000303378-0.00113143j 
-0.000967749+0.000913622j 0.00348054+0.000623608j 0.0021311-0.000967828j -0.00118302-0.00225752j 0.00669534-0.000421152j -0.000570179+0.00125924j 0.00413296-0.000237332j -0.00340217-0.00299068j -0.00293379+0.0010624j -0.000288129-0.0018758j 0.000424011-0.00542434j 0.00222204+0.0002968j -0.00279169-0.00228142j 0.0016006+0.00137496j 0.00113503+0.000732151j -0.00156794+0.000473254j 0.000747706-0.00378908j 0.00395752+0.00188541j 0.0076955+0.000102869j 0.00460497+0.00138068j 0.00279619-0.00319339j 0.0154356+0.00163334j -0.0150432+0.00182772j 0.0107011-0.00320242j 7.41056e-05+0.00222387j -0.0024661-0.00249386j 0.00252559-0.00402969j 0.011477+0.00133645j -0.0143315+0.00509751j 0.00829457-0.00105503j -0.000553925+0.00365836j 0.00202822+0.00118284j -0.00464407-0.000522077j -0.00399296+0.0021522j 0.00415446+0.00433769j -0.00388652-0.00461973j -0.00453749-0.000114303j 0.0017885+0.00271798j -0.00654228+0.00346059j 0.00151254+0.000534525j 0.00570753-0.0021006j 0.00199654-0.00540428j -0.00652654+0.00378198j 0.00979496+0.000549812j -0.00294745-0.00767559j -0.00405389-0.00437814j 0.00237894+0.00181171j 0.00303011-0.00390087j -0.00359863-0.00193639j -0.00654041-0.0104756j 0.00298192+0.000589205j 0.00655381+0.00845523j 0.00372089-0.0089946j 0.00238153+0.00416071j -0.00402852+0.00143104j -0.0113911-0.00316056j -0.00402577-0.00385743j 0.0043125-0.000654853j 0.000997121+0.0120659j -0.00303259+0.00187462j 0.0036268-0.00220206j -0.0014257-0.00116643j 0.00254159+0.00406776j -0.00102271-0.000950529j 0.00105824+0.00124669j -0.00024244-0.00258763j -3.24786e-05-5.05348e-05j 0.0018753-0.000827395j -0.000611559+0.00042387j 4.33579e-05+0.000737426j 
0.000656024-0.000920838j 7.29987e-05+0.00159474j 0.00125637+0.00147478j -0.00288967+0.00413689j -0.0031638-0.00282641j -0.000881945+0.0004403j -0.0027044-0.00408154j -0.0020321+0.000705012j -0.0012828+0.001014j 0.00029792+0.000749602j -0.0014404-0.00890756j -0.00361421-0.00230469j -0.00173949-0.00114182j 0.000708782-0.001451j 0.00424243+0.00157457j -0.00143825-0.00315533j -0.00122177+0.00172055j 0.00644364+0.00100366j 0.0064505-0.00431728j -0.0163973-0.00215356j 0.00420565-0.00190255j -0.0167559+0.0027072j 0.00428921-0.000146292j -0.000158283+0.00365325j -0.00125746+0.000507019j -0.00403291+0.00487501j 0.00501619-0.00335123j -0.00922342+0.00378659j 0.00544093+1.80314e-05j -0.0149648+0.000832044j 0.006763-0.000309772j -0.0141504+0.00526596j 0.00725783-0.0010592j 0.00444957-0.00010642j -0.00489521+0.00310435j -0.00209872+0.00175337j 0.000328041-0.00128787j -0.00359741+0.000356824j -0.000285598+0.000498699j 0.00104051-0.00465867j 0.00307623+0.00366769j 0.0108697-0.00179155j -0.00208227+0.00266448j 0.00817216-0.00514384j -0.00404825+0.00818974j -0.00249721-0.00468638j 0.00447994+0.00191632j -0.00727095+0.000603982j 0.00621423-0.00232169j -0.00283642+0.00945213j -0.00301295+0.000440639j 0.0131197-0.00779702j -0.00433727-0.00185188j 0.00408196+0.00574921j 0.0126592+0.00254746j -0.00878197-0.000952112j -0.00330661+0.0017734j 0.00100298+0.00386463j 0.0069182+0.00327379j -0.00389684-0.000723535j 0.00234294+0.00320917j -0.00164354+0.00407933j -3.58142e-05+0.00193262j 0.00066715-0.00033862j -0.000308213-0.00115577j -0.00124281-0.00142678j -0.00174298+0.00259442j -0.000113604+0.00383189j -0.00172218-0.000419661j 0.000773227-0.000850343j 
0.000662915+0.00230023j 0.000604227-0.00080339j -0.000949939+0.00243165j 0.00220748-0.00517145j 0.000317219-0.00219855j 0.000710546-0.00241342j 0.000231239-0.00104682j -0.000824664+0.000811367j 1.60688e-05-0.00117123j -6.6868e-05+0.000579098j -0.00173422+0.00211224j 0.000583451-0.00110876j -0.000921597+0.00037381j 0.000959824-0.00283206j -0.00125736+0.00154793j -0.00164975+0.0041485j 0.00628006+0.00377603j -0.00593919+0.00960597j -0.00900916-0.000707808j 0.0205333-0.00374876j 0.00374468-0.000944329j 0.0064764-0.00198399j -0.00720447-0.000847501j -0.0165742+0.00397793j -0.00771933-0.00150334j -0.00054024-0.00181191j 0.00922218+0.0016001j 0.00198356-0.00143898j 0.00269161-0.00122496j -0.0013682+0.00251513j -0.00173442-0.00214018j -0.00759114-0.000205376j 0.0036997+0.000727711j -0.000736287-0.00166976j -0.0042939-0.00430457j -0.00250295-0.000232524j -0.00185694-0.000416718j -0.00342201-0.00367194j 0.00107932-0.00287918j 0.00289285+0.00129451j 0.00112231-0.000139127j 0.00680554-0.00078404j -0.0031155-0.00578047j 0.0101074+0.00684016j -0.00162091-0.00132531j -0.00402619-0.00722622j 0.00460927+0.00299068j 0.00296531+0.000823118j -0.00100858+0.000813584j -0.00556207-0.010761j -0.00076709-0.000755278j 0.00766067-0.0092208j 0.00268915+0.00358055j -0.000752342+0.00107959j 0.0168429+0.00450883j -0.00551997-0.00398321j -0.00261214-0.000391679j 0.00333978+0.00207499j 0.00287945-0.00605975j -0.0039162+0.00751672j -0.000180846-0.000224761j -0.00366025-0.00381112j -0.00215255-0.00163928j 5.47015e-05-0.000181084j 0.000334925+0.000241751j 0.0017044+0.001649j -0.00175998+0.00509248j -0.000797906+0.00148143j 8.14417e-05+0.00196431j -0.000622611-0.00143197j 
-0.000630539-0.000962653j -0.00180843+0.00463134j -0.000406226+0.00142752j 0.00121767+0.000352894j -0.000696321+0.00581661j 0.00161056+0.00582956j 0.00109472+0.00602892j 0.00359006-0.00623125j 0.000686845+0.00550375j 0.000557261-0.00483241j -0.000455561-0.00838359j 0.000450588+0.00492907j 0.00301691-0.000981012j -0.00178084+0.0108373j -0.00223825-0.00350196j 0.00391119-0.00982021j 0.00387381+0.000863323j -0.0079838+0.00135758j -0.00202403-0.00513321j 0.00826144+2.06086e-05j -0.00478217-0.00264644j -0.00258674+0.00259835j 0.00679507+0.00358385j -0.00852389+0.00408345j 0.00168534+0.00519045j 0.00748662-0.000367773j 0.00612644-0.00226597j -0.00479066+0.0037174j 0.00675445+0.00991961j -0.00222717-0.00942022j 0.00700236+4.02812e-05j -0.00062855-0.000730063j -0.00654654+0.00207505j -0.00183908+0.00751316j -0.00862171+0.0117967j -0.00397145+0.00273285j -0.00271582+0.00262983j -0.00409661+0.00295649j 0.000818466+0.00181999j 0.00356844-0.00547244j -0.00049326+0.00603852j 0.00721965-0.00297694j 0.00129829-0.00644396j -0.00715101+0.00777352j -0.00221941-4.64583e-05j 0.0100192-0.00390032j -0.00116519-0.000598157j -0.000347487+0.000851159j -0.00146294+0.00195297j 0.00643159-0.00357633j -0.00409625+0.00187016j -0.00478254-0.001576j -0.00568004+0.000985758j 0.00487152-0.00169575j 0.014867+0.00361443j -0.00583521+0.00194667j -0.00255043-0.000465357j -0.00933891-0.00269226j -0.00192989-0.0057308j 0.00284896+0.00608047j -0.00448018-0.00279039j -0.000878752-0.00328058j -0.00151745-0.00224714j -0.000126393+0.00069185j 0.000573419-0.000142195j 0.00458763+0.00157977j -0.00143646-0.000181835j -0.000988452-0.000534972j 0.000917913+0.00070977j -0.000958202-5.19714e-05j 
