-0.000630484+0.00236536j 0.000382988-0.0028015j -0.000247694+0.00135499j 0.00612132-0.00308695j -0.003001+0.00276973j -0.00265298+4.50412e-05j 0.0166749-0.00433665j 0.00305861-0.000746235j -0.0186105+0.00447007j -0.00444835+0.00134406j 0.014318-0.00211273j 0.00896126-0.00285313j 0.00209064-0.00091791j 0.014257+0.00270034j -0.0211076+0.000374553j -0.0195893-0.0106451j -0.00127132+0.000638869j 0.000628394-0.000748834j 0.0035174+0.00180925j -0.00176435-0.00591466j 0.00390126+0.00202894j -0.000307498+0.00297936j 0.000381932+0.00133904j 0.00022783-0.00137156j -0.000798974-0.00246634j 0.000579882-0.00566731j 0.00203276+0.00124129j 1.78504e-05-0.00317288j 0.000755773+0.000610823j -0.00142167-0.0013345j 0.00069245+0.00158846j -0.000568629-0.000473032j -0.00150998-0.00168684j 0.000498818-0.00200118j -0.00120721+0.000106429j -6.04904e-05+0.00078729j -0.00307903-0.00176077j -6.59296e-05-0.00988543j 0.000297384-0.00463219j -0.000751246-0.00134732j -0.000516968-0.00780249j 0.00421724-0.000838027j -0.000847338+0.00317327j -8.4056e-06+0.000724276j 0.000483605+0.00063074j -0.000648212+0.000457232j 0.000366709+0.000695051j 0.000244509-0.000300991j -0.00116507-0.000189523j 0.00156495-0.000205943j -3.65769e-05-0.000375522j -0.000497995+0.000522129j -0.000575811+0.000838283j 0.0012809-0.000206112j -0.00182973-0.000496162j -0.000402598-0.000589444j 0.000242892-0.000435287j -0.000353802+0.00134343j 0.00109715-0.000537299j 0.00252511+0.00214724j 0.000982487-0.000779818j 0.000496818-0.000834531j 0.000814405+0.00014969j -0.000140976-0.000108447j -2.70398e-05-2.30082e-05j 0.000384658-0.00062658j 0.000196815+0.000992566j 0.00145912+0.00043278j -0.000247313+0.000860515j -0.00027588-0.000189583j 
0.000203506-0.000950606j 0.000206849+0.000124409j -0.0011043-0.000620227j -0.00149337-0.000669255j -0.00307648-0.00394498j -0.000921459+0.00081949j 0.00161608+0.00599846j 0.000629207+0.000982268j -0.00126979+0.00287168j -0.000510305-0.00637236j 5.40397e-05-0.00520332j -0.000724326+0.00384096j 0.000436081+0.000108126j -0.000119264+0.00533439j 0.000767062+0.00618684j 0.000692447+0.00375507j -0.000499766-0.000211924j -0.00570273+0.000517128j -0.00135515-0.00387151j -0.00239365-0.0019878j -0.00824627+0.00106363j -0.0142291-0.00116397j 0.0286858-0.00740103j 0.000403971-0.00662127j -0.00130814+0.0109311j -0.00879134-0.00198952j 0.0219697+0.000880369j 0.0277311+2.92284e-05j -0.000684297-0.00276897j -0.00809555-0.00490244j 0.000866486-0.00869518j -0.00140215+0.00783403j 0.00748183+0.00161569j -0.0170226-0.00162935j 0.00160558+0.00120545j -0.00302581-0.0122877j -0.00461364+0.00450859j 0.00135522+0.000378129j 0.0063652-0.00680248j 0.00082333+0.00101553j -0.00273596-0.00201578j -0.0015819+0.00116646j -0.000544186-0.000139667j 0.000212277+0.000119756j -0.000149275+0.000763751j 0.00048988+0.000540898j -5.40569e-05+9.71581e-05j -0.00129662+0.000124553j -0.000899711-0.00277649j -0.000135797-0.00129936j -0.00064301-0.00432283j 0.00023384+0.00128551j 0.00143913+0.00302882j -0.000345678+0.00200234j -0.00085023-0.00133729j 0.000748187+0.000792947j -8.52245e-05+5.31364e-05j 0.000808338+0.000192048j 0.000134384-0.000911924j -0.00024036-0.000128163j 0.000383035+0.000535597j 0.000208195+0.000158748j 0.000339343-0.000244042j 0.000120117-0.000283089j -0.000288256+0.000270194j -0.000432471+0.000157912j 0.000539721+5.7999e-05j -0.000282677+2.0583e-05j -7.10315e-05-0.000201515j 0.000108163-5.03861e-06j 
0.00110377+0.0029897j -0.000590059-0.0016315j -0.00308872+0.00188887j -0.00157654-0.0114134j 0.0018488-0.00345532j 0.000449352-0.0142841j -0.00145044-0.00274905j 0.000737706+0.00315053j 0.00240358-0.0158657j 0.000570623+0.00666075j -0.00217225+0.0200772j 0.000443653-0.0025924j -0.000941543+0.00216196j -0.00273822-0.00252459j -0.00114197+0.000771595j 0.00226942+0.000262193j 0.00511098-0.00645706j 0.00612998-0.00800857j -0.00439611+0.00417697j -0.0115538-0.00127437j -0.0105318+0.00599807j 0.00114632+0.016509j 0.0064988+0.00617569j -0.00650589+0.00327991j -0.0126364-0.00816679j -0.00757089-0.0102208j 0.000889791-0.00174532j 0.0111914-0.00259019j -0.00160316+0.00706383j 0.00634289+0.000714768j 0.00138232+0.00512484j 0.00447827-0.00396712j -0.0011357-0.00308322j -0.00365967-0.00290775j 0.00330948+0.0023955j 0.00415998+0.0109296j 0.00360845-0.00403935j 0.0045834-0.0154713j -0.00985007+0.00103826j 0.00997029-0.00528972j 0.00425306+0.00126799j 0.00622531-0.00177438j -0.00075577+0.000406517j -0.00172561-0.00140205j -0.00128969-0.00142445j 0.000638757+0.00181654j -0.00335854-0.000751121j 0.000225816-0.000626175j -0.000153627-0.000869244j -0.000733486-0.00126854j -0.000993622-0.000708286j -0.000530516+0.00136929j -0.000391612+0.000179152j 0.00170258+0.00220877j 0.000681661+0.00204219j -0.00111977-0.00124277j -0.00082594-0.000839722j -0.00166748-0.000518963j 0.00115253+0.00138762j -0.000429618-0.000839725j -0.000302974-0.000217848j 0.000608232+0.000274868j -0.00138938+0.000208501j 0.00023105-0.000138383j 3.93558e-07+0.000190137j 0.000650703+0.000573169j -0.000889748-0.000342322j -0.00176629-0.000568031j -0.000413117-0.000643649j 0.000375272+0.000119331j 
0.00123232+0.00134343j -0.000662686-0.000898664j -0.00493811+0.0033108j -0.00122288-0.00868799j -0.000998523-0.00618338j 0.00135999-0.00236203j 0.00247908+0.00935363j 0.000125534+0.00576774j 0.00181347+0.000731224j -0.00205305-0.00482022j 0.0010251+0.00623557j -0.000891608+0.00355231j 0.0016888+0.000251529j 0.000112117+0.00568412j 0.00225308+0.0148954j 0.00123801+0.00804622j 0.00450764-0.0066431j -0.0101792-0.00171684j 0.000317284-0.00509503j -0.00161522-0.00662889j -0.00407885+0.00298122j -0.00466191+0.00388398j -0.0158726-0.00024529j 0.0136577-0.0127731j 0.00351201+0.00991793j -0.01236-0.0112222j -0.00252217+0.0043716j -0.0186822-0.00114298j 0.00593257+0.000145013j -0.000377698-0.00942319j -0.00124104-0.0127603j 0.0032238+0.0132305j -0.00338425-0.00417187j 0.00460465+0.00211103j -0.000571266+0.00348211j 0.00246382-0.0166868j 0.000624117+0.00386584j 0.00505781-0.00826173j 0.000874158-0.0105929j -0.00357911-0.00464455j -0.00317276-0.00330901j 0.00351567-0.000225095j -0.00546873-7.15823e-05j 0.00233942-0.000365134j -2.96371e-05-0.00064014j 0.00195055+0.00134839j -0.00287155-0.000170694j -0.00042823+0.000413127j -3.63164e-06+0.00184747j 0.00115188+0.000444406j -1.32844e-05+0.00112311j -0.000266259-0.000122125j -0.000608941-0.000396904j 6.49019e-06-0.00185425j -0.00128791-0.0030391j 0.00208861-0.00225475j 0.00114431-0.000147317j -0.000788525-0.00106473j -1.33726e-05+0.000443377j -0.000968309-0.00100891j 0.000867768+0.00106635j 0.00134931+0.000685201j -0.0014712+0.000179192j 0.000244238+6.58728e-05j 3.08787e-06-5.63908e-05j 0.000104443+0.00105476j -0.000318111-0.000667254j -0.00245331-0.000547647j -0.000548823-0.00114616j 0.000556557+0.000155315j 
0.00132012+0.00392591j -0.00496615+0.0014917j -0.000466065+0.00386112j -0.000156878-0.014262j 0.00120935+0.00902372j -0.00206208+0.000306822j -0.000552089-0.00372575j -0.00150685-0.0182577j -0.000626641-0.000684769j 0.00280634+0.00724411j -0.000894696+0.00435054j 0.00136474-0.0133079j -0.00186771+0.00770427j 0.000287724-0.0021999j -0.000229991-0.00495233j -0.00161595-0.00933858j -3.40384e-05-0.000202923j -0.0122791+0.00328831j -0.0128165-0.00125683j -0.00156733+0.00892596j -0.00227141-0.00577497j -0.0106323-0.00711242j 0.00795778+4.95936e-05j 0.0147493+0.00585709j 0.00550781-0.00358662j -0.00800046+0.00798643j 0.00297091-0.00489829j -0.00228679-0.000711026j -0.00597036-0.00357086j 0.00325689+0.00517109j 0.00519449+0.00613157j -0.00419599-0.00648065j -0.00610742+0.00332843j -0.00610441+0.000308397j -0.000922902-0.00330683j -0.00563783+0.00520464j -0.00304189-0.00136176j 0.0021907+0.0151068j -0.00364621+0.010108j -0.011896+0.00565529j -0.00442738+0.000783569j 0.00518249+0.000468776j -0.00317513-0.00178861j 0.00423291-0.00047986j -0.000734544-0.00211312j -0.00182148-0.000108985j 0.000956642+3.9569e-05j 0.000421231-0.000657293j -0.00132002+0.000653036j 0.00137247-0.00194422j -0.000129865-0.000142648j 0.00157041+0.00019992j -0.00231792-0.00116995j 0.000347983+0.00134067j -0.00305702-0.00219309j 0.00324642-0.000639279j 0.00105764-0.000212995j -0.000954323+0.000149907j 0.00106679+0.00199565j 0.00310358+0.00241716j 0.00088074-0.000886897j 0.00020716-0.000320193j -0.000528502+0.000693855j -3.89415e-05+1.69456e-05j 0.000205173-0.000159331j 0.000588011-8.08412e-05j -0.00148476+0.000318701j 0.0014013-0.000224744j 0.000142161+0.000301166j -0.000266527+9.68313e-07j 
0.000711293+0.000630815j -0.000631905+0.00179253j 0.00329998-0.00777161j -0.00192336-0.0181096j -0.00300898-0.0160893j -0.000652793-0.0226696j 1.23877e-06+0.00769077j 0.00113482+0.000450335j 0.000684743-0.0213613j 0.00216219+6.69794e-05j -0.00429586+0.00202938j -0.00158968+0.00535261j -0.00208283-0.00293736j -0.00169984+0.0119659j 0.00101241-0.00381717j -0.00158169-0.0106292j -0.00427128+0.00244166j 0.00994513+0.000184449j 0.00448197-0.00424814j 0.000128813+0.00496787j 0.00031142-0.00323147j 0.00419548-0.0120172j -0.00227558-0.00708436j -0.00585964-0.00344562j 0.00404109+0.00993723j 0.00538001+0.0117372j -0.0001078+0.000557667j -0.00489138+0.00394941j -0.00724235-0.00898271j 0.000661882-0.00221988j 0.00163292-0.00395904j -0.00239981+0.00467487j 0.00232694+0.00197332j 0.00187698+0.00559357j 0.000795938-0.00305629j 0.00208229-0.0109129j -0.00296073+0.00650922j -0.00150835+0.0139915j 0.00102493-0.000367573j -0.00269622+0.00677688j -0.00286665+0.00033665j 0.00100666+0.00014733j 0.00336432-0.00131449j 0.000672486-0.000161212j 0.00200181+0.000834118j -0.00149131-0.00117223j 0.0030883+0.000378956j -0.000679067+0.000391985j -0.000449446+4.64103e-05j 0.000743874+0.000560558j -0.000209151+0.000264596j 0.00198983-0.00118673j 0.000454584-0.000101996j -0.000848383-0.000344624j -0.000344742+0.00197717j -0.000131115-0.0001883j 0.000511588+6.12132e-05j 0.00158926+0.00141602j -0.00142764-0.00106989j 0.00315719+0.000781597j -0.00105649-0.00187914j -0.00145259-0.000867243j 0.00141935-0.000218517j -0.000269843+0.000129213j -3.00274e-05-0.00022496j -0.000622191-0.000677424j 0.00113611+0.0009625j 0.00244342-0.000843305j 0.0012527+0.000982449j -0.000665118-9.41705e-06j 
-0.000758045+0.00214302j 0.00560679-0.000147914j 0.000725114+0.00731105j -0.00582651-0.00781198j 0.000348321+0.000551894j -0.00265505-0.00164685j 0.000764191+0.0030604j 3.4723e-05-0.00474124j -0.00191136+0.00409073j 0.000227387+0.000249339j -0.00180046+0.00516109j 0.00216666-0.00495215j 0.00292732+0.0045007j 0.00304225+0.00303916j -0.00079015+0.0139573j 0.00818743+0.00254903j -0.00308052+0.00308629j 0.00424144+0.00122639j 0.00371277-0.000135904j 0.000844993+0.0084431j 0.0084675+0.00320248j -0.000856063-0.0028347j -0.00450341+0.00249475j 0.00252872+0.00798556j -0.00396811-0.00508721j 0.00447417-0.00108827j 0.00185395-0.00131997j 0.00359367+0.00143809j 0.00858825+0.00527429j -0.00317128-0.00122169j -0.00409319-0.00219563j 0.00122409-0.00434519j -0.00197208+0.00568578j -0.0018522+0.00148537j -0.0039814-0.0040887j -0.00246271+0.00653709j -0.00106467+0.0110819j -0.000355807+0.0101838j 0.00158593+0.000513066j -0.000700551+0.001335j 0.00679341+0.000767549j -0.0110835+0.0114076j 0.00251963-0.00352483j -0.00327751-0.00131737j -0.000333528+0.00184612j 0.000973198+0.00152656j -0.00255336-0.00116609j -0.000575664+0.000539805j 0.00306862-0.00187729j -0.00429086+0.00403959j -0.000150099+4.18529e-05j -0.000767207+0.00256234j 0.0027248-0.000521635j -0.00105088-0.00095488j 0.00716423-0.00205j -0.00578149+0.00211934j -0.00170666+0.00160846j 0.00231402-0.00125751j 0.00477203+0.000554601j -0.0188186+0.00133596j 0.00673783+0.00901827j 0.00425991+0.00345062j -0.000874223+0.000290224j 0.000135897-0.000204117j 0.000441559+0.000330161j -0.000875405+0.00181909j -0.00459108-0.00246402j -0.00510414+0.00837393j -0.00662887-0.00360311j 0.00323852-0.000816771j 
-0.00194786-0.000993798j 0.00450016+0.00369301j -0.000335154-0.00212316j 0.000692511-0.00555816j 0.00221104+0.00492081j -0.00104924-0.00194006j -0.00339319-0.00297928j -0.000372813-0.00101254j -6.60203e-05+0.00866959j 0.00358583+0.00223422j -0.000565515+0.00302771j 0.000179915+0.000655128j 0.00128732-0.00537667j 0.00449281+0.00162861j 0.0024148+0.00524544j 0.00388439-0.00765966j -0.00960308-0.0134228j -0.00296633-0.0120337j 0.00300424+0.00363677j -0.000127112-0.00894802j 0.00409861+0.00313509j 0.00227369+0.0179079j 0.00364788+0.00583797j -0.000176664-0.00396395j 0.0068416-0.00115578j 0.00952797-0.00620608j 0.000313014+0.00260969j 0.000909086-0.00300326j -0.00775104+0.00424963j 0.00146665-0.00225868j 0.00184358-0.0023531j -0.00326391-0.000712022j 0.00329628-0.00290184j 0.0012208-0.00187689j -0.00297645+0.00185886j -0.00195099+0.00352919j -0.000141301-0.00264071j -7.8507e-05-0.0084773j 0.00281612-0.000548537j -0.00792783-0.00176744j -0.00351724+0.0010139j -0.00297138-0.00786034j 0.0100235-0.0130846j 0.00493061-0.00654853j 0.00234021+0.00140812j -0.00189528-0.00513581j -0.00243657-0.00543812j 0.000425933-4.44704e-05j 0.00361753+0.000259725j -0.00380513-0.0012152j 9.84485e-06-2.05893e-05j 0.0127079-0.00248419j 0.00388599-0.00138387j -0.0101217+0.00136258j 0.00335434+0.00411713j -0.00132194+0.00329614j -0.000281768+0.000336184j 0.00605343+0.000583477j -0.00399256+0.0010871j 0.00352062-0.0064873j -0.00989434-0.00134252j -0.00677007+0.00426245j -0.00105702-0.0015915j 0.000235413+0.000245102j -0.000455366+0.000285j -0.00694035+0.00428153j 0.000876369-0.00120139j -0.00533646-0.00484826j 0.00305534-0.00727062j 0.00274528+0.00115019j 
-0.000797416+0.00186635j 0.0021163-0.00118513j -0.001074+0.00158723j 0.00258427+0.00227627j 0.00491522-0.00350649j 0.00401723+3.67013e-05j -0.00292939-6.29201e-05j 0.00664627-0.00441246j 0.00741941+0.000633241j -0.00166322+0.00114946j 0.00696966+0.00150162j 0.000295245-0.00168211j -0.00708102-0.000617899j -0.0121119-0.000309701j -0.00334846-0.00178385j -0.0124923-0.00491216j -0.00362251+0.00129808j 0.0024531+0.000982811j -0.00414627-0.0104418j -0.00269367-0.00843716j 0.00183495+0.0106172j -0.00122142-0.000578941j -0.00232962-0.00387481j -0.000487308-0.00629712j -0.000466178+0.00316814j 0.00175189-0.00712742j 0.00229645+0.000868485j 0.00211722+0.005175j 0.00196123+0.0067582j 0.0016961+0.00517254j 0.00179765-0.0011648j -0.00485518+0.000298477j -0.00408379+0.0111994j -0.00259095+0.00973377j -0.00168823+0.00143039j 0.00129561-0.00556636j -0.000301453+0.00225134j 0.00357795-0.00277245j -0.00729718+0.00695998j 9.65633e-05+0.00208823j 0.000709075-0.011039j -0.00693327+0.00999039j 0.00829383-0.00615141j 0.0034703-0.00547975j 0.00210141-0.000157245j -0.00984867+0.00274088j -0.00849032-0.00342192j 0.00202748-0.00146382j 0.000414873+0.00144349j -0.00295889-0.00131428j -0.000580609-0.000106224j 0.00300629+0.000761372j -0.000496348+0.00053965j 0.00125571-0.000937223j 0.00717668+0.000607166j -0.000994419+0.000153657j 0.000218726-0.00235458j 0.00750756+0.000521155j 0.00823307-0.00185043j 0.000639912+0.00205047j 0.00217149+0.00694744j 0.00501556+0.00294442j 0.00205229-0.00073224j -0.000543774+0.000148694j 5.42816e-05+1.81894e-05j -0.00437147+0.00275812j -0.00144665+0.0050226j -0.000693928+0.00234377j -0.00610964-0.00417634j 0.00362864-0.000854362j 
0.00212235-0.00188725j -0.00510832+0.00406198j 0.00201948+0.0013504j 0.00403521-0.00373518j 0.00208297+0.000499265j -0.000551256-0.00456934j -0.00272879-0.00230582j 0.00150185-0.00117828j 0.00156952-0.000280602j 0.0144721+5.82419e-05j -0.000183977-0.00213132j 0.000777155+0.00271286j -0.00209497+0.000694829j 0.00906995+0.00835477j -0.00134354+0.00229385j -0.00373474+0.00126487j 0.00436974+0.00458913j 0.00195124-0.00042824j -0.000723805-0.010144j -0.00570555-0.00734958j -0.000679435+0.00409347j -0.00169827-0.00229966j -0.00179876-0.00224068j -0.000430501-0.00620496j 0.000122997+0.00520511j -0.00395647-0.00132414j -0.0019735+0.00130927j -0.000815421-0.00235944j 9.95821e-05-0.000114218j -0.00174704-0.0173108j 0.00504919-0.0123681j -0.000636365+0.00275311j 0.00161388+0.00125552j 0.0014448-0.00389356j -0.00199632-0.00727659j -0.000757574+0.0187928j 0.00403672+0.0060556j 0.000143157-0.00157834j -0.00445128+0.0102255j 0.00138367-0.00291135j -0.00637053+0.00172092j -0.00362615+0.00310848j -0.00467071+0.00863896j -0.0012234+0.00163591j 0.00866184-0.00536459j 0.000316156+0.00353483j 0.00562919+0.00309337j 0.00411172-0.00106507j -0.00280608+0.00128179j 0.000196508-0.000896737j -0.00025738+0.00011711j -0.000929581-4.85672e-05j -0.00332315-0.000114286j 0.00322054-0.00113463j -0.000582047+0.001714j -0.00117935+0.000688572j -0.00705498+0.00211718j 0.00750737-8.46733e-05j -0.0026965-0.0040364j -0.00655184-0.00168843j 0.00346392+0.00135159j 0.000102928-0.00147584j 0.000520633-0.00176651j -0.000394181+0.00133855j 0.000774139-0.00116809j 0.000366821-0.0017433j 0.00158198-0.000851745j 0.000785835+0.000463054j 0.000323303+0.00274796j -0.00106807-0.000125214j 
-0.00777881+0.00427884j 0.0209363+0.00467448j -0.00168434-0.00341809j -0.00310998+7.89217e-05j -0.000212384+4.57404e-05j 0.000982774+0.0027059j 0.000932972+0.00478984j 0.00667287+0.00328625j 0.00531041+0.00774428j 0.0101433-0.00607702j 0.00532396+0.00559729j 0.00166587-0.00274062j -0.00465944-0.00653584j 0.000475155-0.0190045j -0.00352248+0.0023306j 0.00859294-0.0146879j 0.0011081+0.000703344j 0.00136238-0.000268714j -0.00190114-0.00620549j -0.000696262-0.00395557j -0.000954152+0.000230195j -7.92316e-05-0.00367137j 0.00246241-0.000719648j 0.00305881-0.00301919j 0.000374412+0.00233869j -0.00117708+0.00586177j -0.00118474-0.000100491j -0.00187053-0.00392207j 0.00118785+0.00124861j -0.00336786-0.00189182j 0.00148148-0.00528476j -0.00338884-0.00540039j 0.000281946-0.00185707j 0.00107648-0.00608085j -0.00311714+0.00423169j -0.000812605+0.00376507j 0.00365653-0.00801316j -0.001332+0.00249393j 0.00322106+0.00152546j -0.00217939+0.00201292j 0.00489055-0.000201053j -0.00234337+0.000429796j -0.0053248+0.00372976j -0.0011853+0.00183331j 0.00254149-0.00315156j -0.00119305+0.000957059j 0.00425421+0.00280442j 0.000773811-0.000480499j -0.00292564+0.000268212j 0.0023454-0.000458568j 0.000599153+0.000170995j -0.00100283-0.0018881j -0.00393284-0.000733173j 0.00138612+0.0021749j 0.0011258+6.11692e-05j 0.00274999+0.000425874j 6.29577e-05+0.000459478j 0.00160211-0.00150413j -0.000677399-0.00119598j -0.000454774+0.000670753j -0.000858432-0.00187298j -0.00151432-0.00136229j 0.00014603-7.41324e-05j -3.64807e-06+0.000349809j 8.11444e-06-0.000364622j 0.000664356-0.00093566j 0.00117681-0.000336548j 0.00128847-0.00165029j 0.0026084+0.00235922j -0.00167711+0.000129922j 
-0.00427896+0.00329126j 0.0153215-0.00311882j -0.00250392+0.000593593j -0.00705101+0.00121943j -0.000912583-0.0016141j 3.14358e-05-0.00299611j 0.00755706+0.00305238j 0.000171987-0.00446086j 0.00427661-0.00328626j -0.00722213-0.00193599j 0.00149915-0.0043146j -0.000844937-0.00272949j -0.000843806+0.00728541j -0.0176398-0.00143252j 0.00280073+0.0032109j -0.00974974-0.00191159j -0.00272808-0.000113786j -0.00261675-0.000743527j 0.00309029+0.00653972j 0.00352399+0.00623446j 0.000285193-0.00323064j -0.000770995+0.00173795j -0.00117224+0.00288934j -0.00190253-0.00065586j 0.00290481+0.00155401j 0.00054186+0.00100935j 0.00359776+0.00064138j -0.000127338-0.00302147j 0.000113274-0.010162j -0.00207935-0.0127292j -0.00146526-0.00138256j -0.00268763+0.00878397j -0.000816422-0.012491j -5.98001e-05-0.00723275j 0.00389801-0.0084161j 0.000837422+0.0113527j -0.00194608+0.00630671j -0.000503143+0.00406887j -0.00185819-0.000919633j 0.00335963-0.000581391j -0.00421832+0.00441143j -0.000926931-0.00173183j 0.00361249-0.00342612j 0.000288949-0.00124784j 0.00450009+0.000456735j 0.00760278-0.00297847j -0.00244326-0.00210844j 0.00201923+0.000530188j 0.00271738-6.32999e-05j -0.00304713+0.000375457j 0.000110167-0.000244097j -0.000580001+0.000249872j -0.000241299-0.00052781j 0.00202816+0.000833294j 0.000963737-0.000199919j 0.000438984-0.000420249j -0.003259+0.0017288j -0.00219311-0.000686954j -0.0116684+0.000568177j -0.00329809-0.000665941j -0.00168739-0.000453247j 0.00112561+0.00045409j -0.00111028-0.000142112j 0.000307339+0.00090709j 0.00057987-0.000852909j 0.00101974+0.00211454j -0.000503022-0.0036072j -0.00163104+0.00197077j -0.00119343-0.00169j 0.000700771-0.000103428j 
-0.00500764+0.00457082j 0.0164024+0.000324981j 1.21735e-05-0.00210151j -0.0015283-0.00172997j -0.00027258-0.00450755j -0.00521652-0.0054997j -0.000944286-3.16189e-05j -0.00353207-0.00693716j -0.00205272-0.00606731j -0.00250387-0.00590623j 0.00425968-0.000920449j -0.00140622+0.000498268j -0.000286487+0.00785431j -0.00295087+0.0117309j 0.00179583+0.00461209j -0.0039712+0.0122838j 0.00176695-0.00264195j -0.00188183-0.00399064j -0.00246645-0.00691323j -0.00253322-0.00312989j 0.00093334+0.00309294j -0.000645484+0.00384457j 0.00517498+0.00494816j -0.000446687+0.00549611j 0.00348452-0.0113274j 0.00298261+0.0123295j -0.00245596-0.00797951j 0.000288223-0.00507485j 0.00262772+0.00692675j 0.004354+0.00356181j -0.0018744-0.00878999j 0.00154929-0.00552113j -0.00138697+0.0110378j 0.00335607-0.00455248j -0.00348756+0.0116255j -0.00495879-0.0117562j 0.00519219-0.00984396j -0.00522128+0.000597692j 0.00263508-0.00435249j -0.00133564+0.00595835j 0.00328323+0.000127003j -0.00171667+0.00511415j -0.00495261+0.00292916j -0.002981+0.0014739j 0.00214253-0.00397299j -0.00155917+0.00272073j 0.00656182+0.00305778j -0.00401296+0.00164427j -0.000593968+0.000363564j 0.00128285-7.76718e-05j 0.000326463-4.8322e-05j 0.000571274-0.00140706j -0.00430273+0.000367665j 0.00136334+0.000616527j 0.00294284-0.00225947j 0.000408472-0.00142856j 0.00639792-0.000242269j 0.00319268-0.00195119j 0.00202384+0.000239278j -0.000571572-0.000667014j -0.00196932+0.000359565j -0.00348008-0.000626569j 0.000268661-0.000421022j 0.00044652+0.000956567j -0.000332614-0.00101937j -0.000267007-0.000560723j 0.00145559-0.000264406j 0.000545025-0.00305379j 0.00362475+0.00147901j -0.00167633+0.000430496j 
0.00338946-0.00264862j -0.0104276-0.000491823j -0.00047685+0.000538552j 0.000685091-0.00214028j 0.000144916+0.000797541j 0.00124777-0.00507029j 0.0021533-0.00280954j -0.000740406-0.00201074j -0.00175185-0.00472935j 0.00302538-0.0242216j -0.00220406+0.000532377j -0.00177086+0.0012035j -0.000675343+0.00484275j 0.00656705-0.00665464j -0.000290472+0.000973468j 0.00160171+0.00104073j -0.00231567+0.0040933j -0.00106507+0.000667291j 0.0013126+0.00249336j -0.0017873+0.00133392j -0.00152008-0.000515966j -0.00130558-0.00459355j -0.000893629+0.00376286j 0.00105593-0.00181881j 0.000284645+0.00470477j 0.000180726+0.00270462j 0.00153445-0.00399142j 0.000868128-0.00249993j 0.000208941+0.0028079j 0.000834512+0.00578212j 0.000694569-0.00248966j 0.000461799-0.0036589j -0.00160398+8.69234e-05j 0.000860511-0.00405476j 0.000801492+0.00425532j -0.00212328+0.000424754j -0.000245472-0.00638409j -0.00180673-0.000683308j 0.00140438-0.00170982j 0.00181179-0.000653275j 0.00229403+0.000125993j 0.00174047+0.000246521j 0.00752606-0.0042235j 0.00489697-0.00314068j 0.0074574+0.00205858j 0.005119-0.0011392j -0.00763063-0.00427641j 0.0133182-0.00217704j 0.0039891+0.00184255j -0.0104689-0.000723768j -0.000976768+7.95616e-05j 0.00180256+0.00123514j -0.0103838+0.00132517j 0.00635986-0.000533202j -0.000985042+0.000355582j -0.00248665-0.000383301j 0.0126431+0.00105954j -0.00169303+0.00110538j -0.00698697+0.000852468j 0.00298443+0.000487505j 0.00197404+0.0019045j 0.00564867+0.000975073j 0.000980667+0.000953524j 0.00210766+0.00468641j -0.000612763-0.00498985j 0.00050086+0.00171291j -0.000869794+0.00106399j 0.00078829+0.00219054j -0.00508643-0.00190595j 0.00191375-0.000592292j 
0.00553748-0.0042479j -0.0152804-0.0028025j 0.00296554+0.00185817j 0.00505243-0.00172875j 0.00721142+0.00168136j -0.00376938-0.00183869j -0.00550741-0.00378248j -0.000111582+7.44052e-05j -0.000480832+0.000407578j -0.010196-0.0110908j -0.00104425+0.00221478j 0.00331544+0.00559793j -0.000478231+0.00162065j -0.00209833-0.0105798j 0.000343432+0.00236726j -0.00409777-0.00774965j -0.000299195-0.000218566j 0.00164438+0.00122878j 2.75457e-05-0.00351218j -0.00220021+0.00232648j -0.000487339-0.00132249j -0.000672292+0.00354624j 0.00105877+0.00776514j -0.000381151+0.00399578j -0.00175579-0.00983481j 0.00108079+0.0075888j -0.000655596-0.00536162j -0.00156644-0.00871029j 0.00012365-0.00260837j -0.000581078-0.0137784j -0.00091317-0.0120893j -0.0005046-0.000828654j 1.4541e-05+0.00115573j -0.00151033-0.00777941j -0.000652468+0.00204754j -3.04848e-06-0.00106932j 0.00157213-0.00120821j 0.000599665+0.00529016j 0.000721116-0.00475385j -0.000595341+0.000393033j 0.00218805-0.00390271j 0.000866312+0.00021985j 0.00159737-0.000331868j -0.000425022+0.000350246j -0.00182092-0.00161631j -0.00309078-0.00150294j -0.00236473-0.000457838j -0.0150142+0.00390271j -0.00159302-0.000249058j 0.00716545+0.000576412j 0.000943432-0.000257151j -0.00358298+0.00126225j 0.0103316-0.000229117j -0.00601003+0.000265448j -0.000874578+8.50002e-05j 0.000942946+0.000912408j -0.0108242+0.000506769j 0.00166175+0.000627372j -0.000645278-0.000598232j -0.000565024+0.000855416j 0.000873267+0.000331571j 0.00102321+3.37691e-05j -0.000515737-0.00156755j -0.00208031-0.00381484j 0.000939416+0.0038982j -0.000614981+0.000102132j 0.000675345-0.000113464j -0.000615071+0.000836631j -0.000764351-0.000432399j 0.000464177-7.54226e-05j 
