0.000347035-0.0126358j 0.00834826+0.00210756j -0.00532192+0.00364j -0.00637155-0.00168634j 0.00184999+0.0042173j -0.0005566-0.00351729j -0.000182483+0.00123436j 0.00647162+0.000275325j 0.000665928-0.00392046j 2.42668e-05-0.000640848j -0.0020397+0.00257754j -0.00133927+0.000723964j 0.00262888-0.00414053j -0.00434713+0.00403963j -0.00530349+0.000506105j -0.00200155-0.00378287j -0.00353719+0.00296575j 0.0120138+0.00236286j 0.00228556+0.00187211j 0.000291053+0.00764729j 9.03308e-05+0.000635177j 0.00138746-0.00736288j -0.0037929+0.00572672j 0.00251555+0.00524384j -0.00739683-0.00144624j 0.00258256+0.000769795j 0.00054053-0.00286163j -0.00303574+0.000561661j -0.00448262-0.00138459j -0.0012066+0.000262422j 0.00501146-0.00154084j -0.00191416-0.0031116j -3.61559e-05+0.00932302j -0.00161672-0.00295482j -0.00021353+0.00253831j 0.00188331+0.00146589j 0.00450609+0.00842653j -0.00409735+0.00827942j 0.00100069-0.00361189j -0.00378838+0.00486563j 0.00116717-0.00784039j 0.000779802-0.00171165j 0.000509399+0.000413494j -0.000668924-0.00661077j -0.0013069-0.00163598j -0.000682124-0.00234146j -0.000902379+0.000727543j -0.000716071+0.00182566j -0.00149478-0.00361666j 0.00338475-0.000659509j 0.000314976-0.000804106j 3.54888e-05-0.00167771j 0.000975723+0.0053279j 0.00145319-0.00336689j -0.00174686+0.00295743j -0.00466765-0.00394899j 0.00570138-0.00603418j -0.00087685+0.00296672j 0.00373932-0.00291671j -0.00190408+0.00281651j 0.00144276+0.00427006j -0.000938841+0.00143896j -0.0012749-0.00347741j 0.00189044-0.00324244j 0.00154533-0.00153879j 0.00144055-0.00174394j -0.00300778-0.00199591j -0.00221791+0.00168644j -0.00143245-0.000506987j 0.00193675+0.00164681j -0.000990919-0.00585689j 0.00325423+0.000597052j -0.00153117+0.00106789j 0.00451478-0.000429432j -9.40584e-05+0.000175034j 0.00295769-0.00243576j 0.00189904-0.00329218j 0.000714979+0.00393122j 0.000468539+4.08213e-05j 0.000519777-0.00150201j 0.00012781-0.00314363j -0.001965-0.000377826j -0.00116126+0.00141046j 0.00557288+0.00237186j -0.00167-0.00216452j -0.000286807+0.0071843j 0.00155955+0.00213972j -0.000141343-0.00104057j -0.000921544-0.00090286j 0.00556975-0.0135871j 0.00696547-0.0241468j -0.00320303+0.00269625j 0.00339101-0.00486038j 0.0352906+0.0135139j 0.0178817-0.0252002j 
0.00178544-0.00167955j 0.00224754+0.000141515j -0.0064317-0.00037419j 0.00253019-0.00145519j -0.00368982-0.00082052j -0.0025472-0.0100918j -0.00557167+0.00148883j 0.00688744+0.0118538j -0.00340559-0.0044061j 0.0115989+0.00893277j 0.00202524+0.00896649j -0.00283363+0.00318994j 0.000681687+0.000218002j 0.00787652+0.00172172j 0.0182294+0.000495199j 0.0181685+0.00455106j 0.014133-0.00890344j 0.00231644+0.00876696j -0.00662573+0.00269869j 0.0101067+0.00240158j -0.00470307+0.0115443j -0.00793444+0.00739269j -3.22014e-05-0.0155853j 0.00803611-0.0150775j -0.000524197+0.00953487j 0.0049499+0.00285258j 0.0028251-0.00157901j -0.0098133+0.00506703j -0.00283192+0.00170581j -0.00128413-0.0141541j 0.00664692+0.00482498j -0.00543127+0.000394801j 0.00238887-0.00202673j 8.33011e-05-0.0052334j -0.00334852+0.0160102j 0.00110154+0.00135295j -0.00064717-0.00525443j 0.00109028+0.00130615j 0.0106282-0.00216498j 0.0102954-0.00104731j -0.00762047-0.00109929j -0.0046283+0.010548j 0.000712849+0.0150564j -0.00186961+0.00272121j -0.00578454-0.0007478j 0.0023454-0.00257427j 0.00440567+0.0040366j -0.00109673-0.00178522j 0.00279563+0.0100899j -0.00895333+0.00281741j 0.00218634-0.00390762j -0.00259218-0.00126402j 0.00391455+0.00335105j 0.000149487-0.00145271j 0.000339617-0.00435123j -0.00345521+0.0131708j 0.000610136-0.000362452j -0.00028737-0.0123758j 0.000586543+0.000483044j -0.0123031-0.00020295j 0.00790022-0.00699451j -0.00126549+0.00110244j -0.00673809-0.000848222j 0.00408339+0.00867648j -0.000668968+0.000875149j -0.00855331-0.00792525j 0.00781263+0.00587239j 0.00645573-0.0130196j -0.00352731+0.00960794j -0.00618385-0.00305855j 0.003466-0.00383361j -0.00811027+0.000666261j 1.21115e-05+0.00287162j -0.00419964+0.000832615j 0.001716-0.00134141j -0.00082774+0.00625168j -0.00280169-0.00234454j -0.00382252+0.012252j -0.00763023+0.005384j 0.0041841+0.00566618j -0.00527637+0.00185073j -0.00422666-0.00129538j -0.00270182-0.00552437j 0.00781366-0.00110718j 0.0188007+0.00236619j -0.000975381+0.00592626j 0.000437964-0.00445885j -0.00205113+0.000905765j 0.00210546-0.000248108j -0.000688784+0.00411687j -0.000490407+0.000482448j -0.000699037+0.00399838j 0.00544925-0.000835457j -0.000268138+0.000678504j -0.00397716+0.0025062j 
0.00498149-0.00279876j 0.00206581-0.00308562j 0.0005266-0.00173465j -0.00250373+0.00499004j 0.00289662+0.00149766j 0.00277449-0.00144593j 0.00677863+0.000431846j 0.00679037+0.00159316j -0.0104312-0.00109418j 0.00640653+0.000993693j -0.0139257+8.54509e-05j -0.0130957-0.00640898j 0.00606084-0.000469052j 0.0156945-0.00702016j -0.00659621-0.00399899j 0.00531893+0.00428787j 0.00281111-0.00511535j -0.00941931-0.00861541j 0.0116794-0.00236269j -0.00971372+0.000768076j 0.00682845-0.00340254j -0.00135073-0.0197841j 0.00233391-0.0102325j -0.00532874-0.00175765j -0.00408991-0.00653389j 0.00711311+0.00904045j 0.00247405-0.0200502j 0.00393231+0.000947683j 0.00407754+0.00444168j -0.00338217-0.0136683j -0.000913799+0.00544766j -0.00187872+0.0191283j 0.00231589+0.0116058j -0.00820726+0.012005j -0.00193113-0.0218306j -0.00294744+0.000894963j 0.00318743-0.00782813j 0.00130198-0.0018573j -0.00391795-0.00243186j -0.00348274-0.0171382j -0.00951757-0.0100469j 0.00357551+0.000674563j -0.000621865-0.00647888j 0.00534954+0.00749717j -0.0128266+0.00598692j -0.00887437+0.00646041j 0.00591881+0.0104898j -0.000758347-0.00789627j 0.01236+0.00646398j -0.00997901+0.00237824j 0.00532462-0.0190535j -0.0042353-0.000385868j 0.0018256+0.0134341j 0.00320831-0.00172356j -0.00361685+0.00880605j -0.0106012+0.00668163j -0.00301113-0.00537552j 0.00147513-0.00807519j -0.00100922+0.0106523j -0.00368355+0.00479128j 0.0176236+0.00614401j 0.00228308+0.00338423j 0.00668634-0.00508641j 0.00287829-0.00483781j 2.59466e-05-0.00576523j -0.000459145-0.00475825j 0.00847278-0.0043586j -0.00169235-0.00230385j -0.00623854-0.0102379j 0.0111018+0.00497152j -0.00141139-0.010969j 0.0118271-0.0128068j -0.00489017-0.00362619j 0.0099871-0.0142341j -0.0177474-0.0159453j -0.00158887+0.00198768j -0.0105681+0.00955342j -0.00940284+0.00152369j -0.00486178-0.00302843j 0.00533478-0.00451435j 0.00204981+0.00934395j -0.00103212-0.00616942j 0.00579859+0.00227739j -0.00330563+0.00121876j -0.00636672+0.000569891j 0.00371831+0.000983324j -0.00945491-0.000237604j -0.00227053+0.00165599j 0.000694362+0.000763387j 0.00534016+0.00012128j -0.00167517+0.00420134j -0.00403845-0.00128328j 0.00112376+0.000979644j 0.000329301-0.00306366j 0.00123267+0.000315677j 
-0.000914108+0.00639898j -0.00260973-0.00277507j -0.00450612+0.00698053j 0.00117238-0.00425843j -0.00119808+0.0108138j -0.00628142+0.00492534j 0.00207998-0.00221798j -0.00377107-0.00120075j 0.00184896+0.00829163j 0.00205949-0.0117383j -0.00908371-0.00596968j 0.00763181+0.00188437j -0.00719391-0.0125716j 0.00709909+0.0176285j -0.012631+0.00640388j 0.00951223-0.00103557j -0.000390586+0.0124161j -0.0113591+0.000194454j -0.000122252+0.00558741j -7.85177e-05+0.00371114j 0.00484725-0.00520737j 0.000831531+0.0145428j 0.00335959-0.000730093j -0.00163745-0.000350107j -0.00180173-0.000230309j -0.00236686+0.000395656j 0.000161807-0.0103989j 0.00158689+0.00917096j 0.00153898-0.0049928j 1.5038e-06-0.00463817j -0.0040439-0.0023194j 0.00488332-0.00906882j -0.00342344-0.00940128j 0.00226049-0.00221274j 0.00185682+0.00734528j -0.00148027+0.000549101j -0.0031568-0.00237383j 0.00689931+0.00295668j -0.0139811-0.00047072j -0.00290157+0.000981956j 0.00447671-0.00175289j -0.000205482-0.00189671j 0.00154687-0.015142j -0.00107516-0.00619417j 0.00440588+0.00109351j 0.00246473-0.00164047j -0.00205563-0.00552112j -0.00106012+0.0020471j -0.0013968-0.00672016j 0.00261563+0.00356995j -0.00311806+0.00517762j 0.00543754-0.000507208j 0.00099152-0.00125148j -0.00168242+0.00285582j -0.00116057-0.00170152j 0.0088463+0.00241215j 0.00164223+0.0030532j 0.00795554-0.00707883j -0.003142+0.00211692j -3.1066e-05-0.00379353j 0.0111783+0.00520908j -0.0017439+0.0053859j 0.0051429+0.00558203j -0.00190289+0.00448269j -0.00674924-0.00339646j 0.00523568-0.00920677j 0.00600272+0.00100216j 0.000138163-0.0033682j -0.00114766-0.0069753j -0.00689446-0.00968553j 0.00170283+0.0111876j -0.00284052-0.00284918j 0.0016663-0.00531908j -0.00397651-0.00271721j -0.00137055+0.00424634j -0.00606687-0.00287782j 0.00619462+3.31947e-05j -0.00139396+0.0173032j 0.00750088-0.0130887j 0.00526739-0.00129041j 0.00360876+0.0112599j 0.000845655+0.00163083j 0.0163053-0.00124669j 0.00865216+0.000557711j 0.00698353-0.00586684j -0.00541565+0.000697278j -0.00655442-0.00271092j -0.00203189+0.0005632j -0.00196414-0.000619823j 0.0104327+0.00157802j -0.00476635+0.00505222j 0.0025694-0.00223114j 0.00109416-0.000706008j -0.00517857-0.000453574j 0.000138728-0.000688722j 
0.00294215-0.000980568j -0.00334055+0.00518352j 0.00081106-0.00366433j -0.00262661+0.00551265j 0.0012107-0.00683492j 0.00820569+0.0026413j -0.00720374+0.00600367j 0.00141386-0.00151549j 0.00319832-0.00538518j 0.00287237+0.00494957j 0.00506556+0.00481473j 0.0111608+0.000680018j -0.00986988+0.0197328j -0.00386584-0.0165662j 0.00558935-0.00268518j 0.0117749+0.0115722j -0.00851995-0.0115387j 0.00416-0.00586805j -0.00680268-0.00257861j 0.00201365-0.0119169j -0.000371795-0.00440967j -0.000230094-0.00680344j 0.0013535+0.0151297j 0.0022281-0.00398664j 0.00288053-0.00354057j 0.00471795+0.000446926j -0.000718907-0.0197443j -7.27095e-05+0.00620858j 0.00408134-0.0227127j 0.00496771+0.00525203j -0.00197744-0.00154033j -0.00401596-0.0167061j 0.00111174+3.93337e-05j -0.00279216+0.0114942j 0.000257563+0.00310517j 0.00545023-0.0038826j -0.000738149+0.00383507j -0.00301574+0.00590328j -0.00530464+0.00125985j 0.00235854+0.00507397j -0.0172527-0.00125338j 0.00465752+0.0129485j 0.00236553-0.00239728j 0.0213208+0.00567169j -0.00507171+0.0148942j 0.0018377+0.000508813j -0.00364717+0.0125853j 0.000275713-0.0120301j 0.00746958-0.00595746j -0.00140981-0.0126245j 0.00823084-0.0118086j -0.00648174-0.00137701j 0.0056608+0.0217848j 0.0018516-0.0150642j -0.00289287+0.00296142j -0.0220265-0.00662056j 0.00812349-0.00895309j -0.00672629-0.00422074j 0.00314989+0.00813396j 0.00224655-0.000490352j 0.0114367-0.0030984j 0.0024944-0.00151665j 0.0149002-0.0102143j 0.00305747-0.00539409j -0.00536575-0.00578916j 0.00445037+0.00672892j -0.00245257-0.00602222j 0.00114123+0.000768879j 0.000516458-0.00563348j -0.000718288-0.00348881j -0.00212463+0.0169537j 0.000842294+0.00108707j 0.00663856-0.00673304j -0.00616836-0.00175519j -0.0048059+0.00726951j -0.0103087-0.0103111j 0.00604908+0.00396641j 0.00273722-0.00698999j 0.00874345-0.00436097j -0.0145893-0.0018017j -0.000508895+0.00608086j 0.00509982+0.00183904j 0.0064664-0.00220811j -0.00854309-0.00111558j -0.0101285+0.0036214j 0.0015669-0.00134849j -0.0063874-8.66497e-05j -0.00197458+0.00364455j 0.00410731+0.0028311j 0.00332906+0.000277473j 0.0010812+0.00121667j 0.00333322+0.0013172j 0.00164899-0.00168564j -0.00125575+0.00101967j -0.000711953-0.00065245j 
-0.00367425-0.00278076j 0.000842974-0.00242086j 0.00320433-0.00747544j 0.00250057+0.00268362j -0.00635002-0.0072052j -0.000142864-0.00235779j -0.00800662-0.00658314j -0.00363182-0.00939006j -0.000712079-0.00308969j 0.0106565+0.00448029j 0.00441122+0.00342544j 0.0223841-0.00814164j -0.0205847+0.00778567j -0.0109554-0.00376638j -0.00926502-0.00510132j 0.0175308+0.000759939j 0.0110278-0.00165377j 0.00670083+0.000653899j 0.00991645-0.00342187j 0.00543002+0.0013015j -0.00090922+0.000696054j -0.00365127-0.00181073j -0.000241798+0.0145123j 0.00165334-0.018164j -0.00277261-0.0144694j -0.00494438-0.0303057j -0.0046359+0.0132948j -0.00606514-0.0115032j -0.00202773+0.00162317j -0.00338428+0.0296588j 0.000710378+0.0137047j 0.000308949+0.0113488j -0.00243247+0.0137219j -0.00344136-0.00491705j 0.000864838-0.00119825j -0.00531595+0.00317142j -0.00336232+0.00737715j 0.000449138-0.00116642j 0.00123921+0.00146166j -0.00571644+0.00541891j 0.000889373-0.00116447j -0.00446379-0.00320951j -0.00327055-0.00118946j -0.012128+0.00312842j 0.000911739-0.00300056j -0.00405541+0.00522646j 0.00678828+0.00328196j 0.00801641+0.00453584j 0.00335049+0.0156298j -0.0111946+0.0126277j -0.000101853-0.000866037j 0.00406604+0.00422168j -0.00258963-0.00229428j -0.000480057+0.000809948j -0.00382204-0.00109666j 0.00124588+0.00150635j -0.00367017+0.000736502j 0.0024172-0.0047302j -0.00495783+0.00362465j -0.00539092+0.00284683j 0.00427272+0.00207631j -0.0102313+0.00144934j 0.0111894+0.0100622j -0.00173454+0.00217799j 0.00097484-0.00768037j 0.00110731-0.00368272j 0.00223742-0.0121094j -0.00720417+0.00289895j 0.00862438+0.00378686j -0.0114205-0.0105965j -0.00667556+0.00510696j -0.0143476+0.0186733j 0.0055089-0.00301519j 0.003102+0.00900794j 0.0138723+0.0126517j -0.00278564-0.0178321j 0.0175307-0.00465471j 0.00278226+0.00854382j 0.00263211-0.0116599j -0.00785073+0.00339351j -0.000360401-0.00112226j 0.000571233-0.00590676j 0.0108977+0.000120285j 0.0111083-0.000529364j -0.000141325+0.00159837j 0.00201365+0.000470862j -0.00248341-0.00131514j 0.000921579-6.65349e-05j 0.000441086-0.000675224j -0.000517139-0.000897129j 0.00344885+0.000697508j -0.000520885+0.0015912j 0.000153772-0.00177625j -0.000818507-0.000922782j -0.00276339+0.00269612j 
-0.000598588-0.00057972j -0.000948417-0.0015755j -0.00624091+0.00164473j -0.00246157+0.0043172j -0.00279694+0.0051194j -0.00387399+0.00305721j -0.00523634+0.00639963j 0.00692003+0.00213186j 0.0105958+0.000645328j -0.0126405-0.00266351j 0.0173049-0.000850733j 0.0144564+0.0078959j 0.00233547-0.0040306j -0.00455746+0.000123843j 0.0240154+0.00824394j -0.00446237+0.00403875j -0.00140259-0.00600822j -0.000450998-0.00357122j -0.00112485-0.00127923j -0.00187731-0.00210386j 0.0033342+0.00425682j -0.000448126-0.0130656j 0.00199652-0.0135404j 3.36363e-05-0.000630554j -0.00354835-0.00266059j -3.71179e-05+0.00137498j -0.00477905-0.00355428j 0.00236606+0.0014559j 0.00108042-0.00410354j 0.00394801+0.035089j -0.00570289-0.00360698j -0.000969418+0.00373856j 0.00134652-0.00158123j -0.000150345+0.00600913j 0.000525515+0.00431131j 0.00386347+0.00520171j -0.000837147+0.000944455j 0.00882101+0.000239242j -0.00643902+0.0035712j 0.0110938-0.00442659j 0.00378227-0.000634439j 0.00299327+0.0121612j -0.000863489-0.00473485j 0.0190703-0.00503491j -0.0045992-0.00185454j 0.00279159-0.00804244j -0.00158041-0.00509755j -0.00314198-0.0111277j -0.00372401-0.0163828j 0.0103942-0.0164285j 0.00282001+0.000772057j 0.00505553+0.00334164j 0.00765067+0.00187893j -0.00435703+0.00157005j 0.00181092+0.00348067j -0.00544365+0.00582792j 0.00251084-0.00157894j 0.002133-0.00105709j -0.00326188-0.00210264j 0.0111886+0.00469304j -0.00849731+0.00604198j 0.0249324+0.00859531j -0.00220153-0.00508173j 0.00598693-0.00606649j -0.0150742+0.012874j 0.0118471+0.0208422j -0.00550222+0.0155498j 0.00508972+0.00722576j 0.0110796-0.0126732j 0.00637586-0.0131959j -0.00361962+0.00540289j 0.000493338+0.00411666j 0.00968721+0.0107026j -0.00586356+0.00665267j 0.00953019+0.00623662j 0.00740907-0.000549859j 0.00513373-0.00173823j -0.00154088-0.0024969j -0.00057026+0.00871735j -0.00738329+0.00562843j -0.000395083+0.000966488j -0.00074579+0.00774457j -0.00693797-0.00305877j -0.00527334+0.00248538j 0.00648899-0.00128262j -0.00320945+0.00391085j 0.00192483-0.000160666j -0.00125715+0.00141761j 0.000220456+0.00127817j 0.00538983+0.00222705j -0.00118035+0.00426237j 0.00112023-0.00124736j 0.00295627-0.00210798j -0.00332807-0.000600596j 0.000277939-0.000140728j 
0.00160387-0.00135216j -0.0032203+0.00348996j 0.00233227-0.00562131j -0.00153705+0.00191394j -0.00132832-0.00699551j 0.00388105+0.000195483j 0.00158229+0.00632089j -0.00518362+0.00507575j 0.00294713-0.00660439j 0.0074595+0.00760187j -0.000506791+0.00879518j -0.0125185+0.00168871j 0.00665935+0.00208559j 0.0121176-0.0105331j -0.000144388-0.00199967j -0.00253912+0.00479454j -0.0134901-0.00920621j 0.00300069+0.000729458j -0.00967666+0.00106919j -0.000599194-0.000955405j -0.00537633+0.0190189j 0.000460553-0.0173093j 0.00207111-0.00684282j -0.000925172+0.00599865j -0.00207096+0.00555685j -0.00546073+0.0161168j 0.00171006+0.0264113j 0.00231634-0.0164869j 0.000415769+0.00939065j -0.00433331+0.00204069j -0.00294671-0.00428456j -0.00166051+0.0168166j -0.00112727+9.88405e-05j -0.000794779-0.00243029j 0.0046409-0.00192132j 0.00143578+0.000239145j 0.00340267-0.000110684j -0.00374094+0.00653683j -0.00172925-0.000402814j -0.00260801-0.00602351j 0.0121125+1.36562e-05j -0.00268491-0.0109583j 0.00224773-0.00165417j -0.00671595-0.0034854j 0.00521691-0.0105192j 0.00252402-0.000430446j -0.00511077-0.0171796j -0.0121717-0.000422809j -0.0166847-0.00953212j 0.0209347-0.0084615j -0.00305735+0.0143047j 0.00254538-0.00572823j -0.000708148-0.00983478j 0.000460087+0.00628725j -0.000694557-0.00229064j 0.00443127-0.00691655j -0.00129038-0.00678256j -0.000588739+0.00663029j -0.00133719+0.00428045j 0.00930355-0.00147555j -0.00226707-0.00711833j 0.000825912+0.00515047j -0.00466385-0.000987597j 0.00607811+0.00393862j -0.00972801+0.000870363j -0.000998031+0.00389252j 0.00587391+0.00520889j 0.0073678-0.0126263j -0.0103044-0.00701523j 0.00683081-0.00175946j 0.00110458+0.00447566j 0.006568-0.0166592j 0.00268437-0.00120505j -0.00658497-0.00827927j -0.0097345-0.0105182j -0.00759172+0.0060841j -0.0080241+0.00446557j -0.00212668+0.00726063j -0.00223019-0.00393331j 0.00876736+0.000407355j 0.00176657+0.00437135j 0.000777024+0.00304002j 0.00843511-0.00123837j 0.00102263-0.00283238j 0.00505457+0.000519113j 7.30295e-05-0.0010471j -0.00277533-0.00186063j -0.000158902-0.00212141j -0.00422804-0.0011435j 0.00355819+0.00161871j -0.00244346+0.0023167j 4.93174e-05+0.000383532j 0.000901785+0.00175909j -0.00288676+0.00182666j -0.000516266-0.000234677j 
-0.00545945-0.00435634j 0.000977372-0.00267861j 0.000724801+0.00142445j -0.000296485+0.00124453j 0.000673613-0.00640167j -0.00997769-0.00278663j 2.90673e-05-0.00140092j 0.00182915-0.0152764j -0.00175959+0.00210547j 0.0136993-0.00194825j 0.000461263-0.000605793j -0.0192173-0.00122956j -0.00134076+0.0104943j 0.00945047-0.00377959j 0.0119635-0.00618943j 0.00705824-0.00106766j -0.0061459+0.0074693j 0.00324825+0.00122746j 0.00554121-0.00760738j 0.00821986+0.000665482j -0.00015528-0.00884472j 0.00197043-0.0134085j 0.00168015+0.0138575j 0.00509536+0.0130729j -0.00475229+0.00883416j 0.00143623+0.00698304j -0.00502414+0.00367866j 0.00203523-0.00110405j -0.00220787+0.00871166j -0.00264006-0.0183964j -0.00128244+0.00184266j 0.00775976+8.70443e-05j -0.00552114-0.0096031j -0.000261518-0.00983932j -0.000934542+0.00627119j -0.00366093+0.00283738j -0.00243823+0.000416993j 0.00853518-0.0123305j 0.000584646-0.00309544j 0.00605242-0.000762073j 0.0111821+0.00281357j -0.000140467-0.00317125j 0.00266429-0.000193126j -0.00563086+0.00225541j 0.0028932-0.00695235j -0.00259106-0.00570514j 9.91608e-05+0.00346236j 0.00165929+0.00417445j 0.00358702+0.00025873j -0.000191994-0.000135771j 0.00897839+0.00099491j -0.00668007-0.00142067j -0.000645742-0.0106426j -0.00043064-0.000358592j -0.000430585+0.00664721j 0.0166064-0.00159441j -0.00334179+0.00980729j 0.00303693-0.00616925j 0.00235378-0.0137619j -0.0014226+0.00316004j -0.00183646+0.00502394j 0.00878467+0.00388177j 0.00913085+0.0130486j -0.0138466-0.00910396j -0.00418786-0.00331064j 0.00274084+0.00686777j 0.00210603-0.0126411j -0.0119586+0.0142881j -0.000304118-0.017573j 0.0176174+0.00219834j -0.00957318-0.0119407j 0.0108188-0.0117841j -0.000391154-0.00372595j 0.01196-0.00727879j -0.00212352-0.00536229j -0.0023788+0.00226177j 0.00179447-0.00614667j 0.00059708+0.0130507j -0.0036777+0.00447877j 0.0104004+0.00740158j 0.00548451-0.00751911j 0.00368099-0.00607539j -0.00470205-0.000439138j 0.0118806+0.000645771j 0.00658978-0.00100358j -0.000527507+0.00227331j 0.00306126+2.56254e-05j 0.00237302-0.000286735j 0.000607131-0.00102315j -0.00151058-0.000179938j 0.00334224+0.00262495j -0.00459518-0.00110986j -0.00381125-0.00410905j -9.38686e-05-0.000237686j -0.000223181+0.00313317j 
-0.0010838-0.00313628j 0.00241716-0.00169831j -0.00445248-0.00252794j 0.0025851-0.000754298j -0.00251113-0.00739662j -0.00729821-0.00776651j -0.0146784-0.00791277j 0.000791565-0.0153207j 0.00875329+0.00310492j 0.00198757-0.00521743j -0.00254325-0.00413705j 0.00434151-0.00204947j 0.0146114+0.00828997j 0.0159433-0.00567707j 0.0148857-0.003177j 0.0127642-0.00145788j -0.00239318+0.00409625j -0.0044612+0.00364743j 0.00133345-0.00389645j 0.00162377-0.00272439j 1.61167e-05-0.00822393j -0.001491+0.00101422j 0.00303756+0.000293186j 0.00155076+0.0157195j 0.0023333+0.00401447j -0.00579645+0.00338406j -0.000169489+0.0132538j -0.00189815-0.00512294j -0.00230018+0.00446088j 0.00193463-0.00259674j 0.0029188-0.00660915j -0.00346309-0.0159055j 0.000921511+0.00778155j 0.000783249-0.00343287j -0.00333937-0.0149264j -0.00108019-0.00332722j -0.00094513+0.00458781j -0.00399763+0.00400194j 0.000851768-0.00204541j -0.00276962-0.000293512j 0.00884394+0.00444074j -0.00227412-0.00751607j -0.00328503+0.00331323j -0.00775309-0.000531925j 0.00617119-0.00527071j 0.00570134+0.00172241j -0.0126767-0.0139679j 0.000148692+0.0129535j -0.012483-0.00638938j 0.0104341-0.00588169j -0.0154434+0.0159331j 0.00591936+0.0180961j -0.00157911+0.00293217j -0.0024103+0.00284636j 0.0113237-0.00669821j -0.00757145-0.00421789j -0.00577331-0.00628777j -0.00366743+0.0106073j -0.0045868+0.0173595j 0.00978162-0.00230317j -0.00890828-0.00236604j -0.00854423-0.00603899j 0.00906579+0.0111463j 0.00370622+0.00583894j 0.0110272-0.00244705j -0.00937545+0.00457305j 0.00914428-0.00698581j -0.00331623+9.80901e-05j 0.00343359+0.00668915j 0.00114296+0.00951387j 0.00474461-0.00125749j 0.000521494-0.00115289j -0.00177932-0.00410688j 0.00180408+0.000945811j -0.00417329-0.00631109j -0.00401239-0.000741125j -0.00259621-0.00288983j 0.000758063-0.0120422j 0.00191352+0.00409865j 0.00220057-0.00634466j -0.0039961+0.00223416j 0.000289081+0.00187839j -0.00680291+0.00199027j -0.00721271+4.34814e-05j -0.00699768-0.00165759j 0.00177156-0.00385953j -0.00213487-0.00158553j 0.000185258-0.00046066j -0.00141916+3.27372e-05j -0.00086053-0.00114248j 0.000466836-0.00107878j 0.00271546+0.0027919j 0.00260117+0.000850718j -0.001254-0.00250161j -0.00255564-0.00074262j 
-0.000973461-0.0112372j 0.00286597-0.00215769j -0.000848373-0.00179419j -0.00646317+0.000308016j -2.95048e-05-0.0045849j -0.00150763-0.00493547j 0.00441896+0.0107688j -0.0177971+0.0128241j 0.00453703-0.000685452j 0.0116581+0.00215885j 0.00717099+0.00598823j 0.00150831+0.00103022j -0.0142568-0.00233929j -0.00195388-0.00344631j -0.0135583-0.000671088j 0.00367032+0.00404055j -0.0135213-0.00814121j -0.00570383+0.000251761j 0.0101416-0.00240092j -0.00870346-0.00182293j 0.00321944-0.00271721j 0.00735013-0.00216705j 0.00380547-0.00678479j 0.000101488+0.00118419j -0.00415436+0.00984427j 0.000725203-0.00507375j -0.000971805+0.00292627j 0.002063+0.00484227j -0.00378816-1.74071e-05j 0.000764635+0.00365925j -0.00585436-0.00477955j 0.00149387-0.00457726j -0.00183082+0.00687747j -0.001112-0.00362442j 0.0019812+0.00758568j -0.00279179+0.0117378j 0.00198807+0.0025935j 0.00130173+0.00474489j -0.003334+0.000917007j -0.00390355-0.00265175j 0.00769668+0.00013397j -0.000547148-0.00723306j -0.0023509-0.00267016j -0.000742558+0.0035125j -0.00191905-0.00561453j 0.00193715-0.00867986j -0.00680625-0.00783695j 0.00378188+0.0057947j -0.0122464-0.00201023j 0.010407-0.00723089j -0.00338444+0.0106452j -0.000763852+0.00959792j 0.00693553+0.00354724j -0.00363476-0.00256474j 0.00464712+0.00127111j -0.00702562+0.00540597j -0.00378858-0.00797343j 0.00131167+0.00450916j 0.00233724+0.00801016j 0.0085352-0.0039233j 0.0102684-0.00138743j -0.0107458+0.00301902j 0.00472899+0.00348572j -0.0015597-0.00628454j 0.00591303-0.00946069j -0.00554031-0.0106537j -0.00370382-0.00346733j -0.00673322+0.00644376j 0.00469302+0.0130761j -0.0106824-0.00382013j -0.00108642+0.000675867j -0.0078473+0.00916681j -0.00280207-0.00202563j 0.0011418-0.00150819j -0.00188614+0.0016867j -0.00176738+0.00762174j -0.00252492-0.00725216j -0.0010977+0.0158785j -0.00126438+0.00767434j -4.62618e-05-0.000154236j 0.00199359+0.0101913j -0.00680038+0.00329228j -0.00565238+0.00240122j 0.00921197-0.0047707j 0.0147633+0.00280648j -0.00466054-0.000379438j -0.00329065-0.00327473j -0.00210792+0.000639114j -0.00155554+0.00217502j 0.00931951-0.000621451j -0.00179341+0.008873j -0.00229619-0.00119958j -0.00399784-0.00206151j -0.00484031-0.00103303j -0.00343942-0.000447747j 
