0.0161993-0.0287276j -0.00558213-0.0158706j 0.022231+0.01006j 0.0292613+0.00541089j -0.0116162-0.0018614j -0.0026015+0.0135993j 0.00754508+0.00169602j -0.00317652-0.0030615j 0.00528908+0.00453125j -0.00111252+0.00328098j 0.000667136+0.00149636j 0.000215308-0.000727518j -0.000825647+0.00140378j 0.000364053-0.0012727j -0.00171476+0.00749474j 0.000577229+0.00439962j -0.000835288+0.00205909j 0.000499092+0.000735987j 0.00102401-0.00762543j 0.00103542-0.00366895j -0.000900336-0.00123423j 0.000404878-0.000533398j -4.72977e-05-0.000285711j 0.00134331-0.00177085j 0.000439353-0.00155766j 0.00312758-0.00272532j 0.00180059-0.00161296j -0.000212484+5.60708e-05j 0.00043932+0.000310728j 0.000167093-0.000118559j -0.000727159+8.83257e-05j 0.00123976-0.00104878j -0.000860648+0.000591718j -0.000177584+0.000248234j -0.000914571-0.000423526j -0.000305542-0.000448809j -0.000496909-0.000110979j -0.000487013-0.000174482j -0.000483022+0.000266649j -0.000910017+1.55143e-05j 0.000741729-2.37287e-06j -0.000296049+5.08765e-05j -5.99288e-05-6.19331e-05j -0.000253065-0.000273734j -0.0016888-0.000689127j -0.000397818+5.52503e-05j 0.000339821+0.000588884j 0.00018351+3.54972e-05j 0.00285572+0.000193449j -0.00093792+0.00117719j -0.000444175+0.000152339j -0.000312533+0.000413836j 0.000924215-0.00106457j 0.00170574-0.000890583j -0.00129874+0.00108203j 0.00255976-0.00047912j -0.000217244-0.000369471j 0.000404683+0.00113063j 0.0011174-0.00145529j -4.7555e-05+0.000155885j -0.000630771+0.000148991j 0.00021008+0.000806759j 0.00107837+0.000173214j -0.000704527+0.000280519j -0.000211074+0.000352204j 0.000149108+0.000172526j -0.00013448+0.000104335j 1.82588e-05-0.000345131j 2.1155e-06-0.000229693j 1.73117e-05-7.98023e-05j 8.55502e-05+0.000312147j -0.00017628-0.00010105j 0.000106499+1.51524e-05j 0.000174008-0.000298085j -5.86096e-06-3.82083e-05j 0.000116327+0.000563091j 0.000192319-0.000416913j 0.000202993+0.000517363j -0.000776159+0.000614908j 0.000416356-0.00113131j 0.000555478+0.00128903j -0.000620543-0.000953649j 0.000111328-0.000678968j 9.2835e-05+0.000882887j 5.27089e-05-0.000665398j 4.72459e-05+0.000170681j -0.000170849+3.41495e-05j -0.000562107+0.0013166j -0.000311709-2.35947e-05j -0.000467959-0.000228962j -0.000145291+0.000525134j -8.68504e-05-0.00017564j 
0.00122426+0.00109262j -0.000364654+0.00143992j -0.000172476-0.000580061j 0.000245036-0.000562665j 0.000495792-0.00231219j 0.00257422+0.00236569j 0.00214237-0.00124977j -0.00280469-0.00143871j -0.000641489+0.000920341j -0.000161826-0.00189591j 0.000212094+0.000423238j -0.00227336-0.00360177j -0.00346621-0.00200769j 0.00104414+0.000653172j 0.000357786-0.00141961j 0.000757729-0.00180717j 0.000467183-0.00246378j -0.00190533-0.00201334j 0.00296217+0.00192681j 0.0034771+0.0019739j 0.00240966+0.00246732j -0.000750547-0.00517264j 0.000823575-0.0028199j -0.00156423-0.000288914j -0.000769672+9.53e-05j 0.00161893-0.00169018j -0.00190301+0.00270989j -0.00593287-0.00282084j -0.00059706+0.00624548j -0.00149734-0.00297893j -0.00178624+0.00446652j 0.00115613+0.000282756j 0.00317589-0.000613245j -0.000565346-0.000465246j -0.00358114+0.000600737j -0.00264462-0.000571667j -0.000706921+0.000170542j -0.00427767-0.00628054j 0.00116538+0.00350812j 0.00137673-0.00175071j 0.00173738+0.00289149j -0.000302323+0.00275111j 0.00293199-0.00543141j 0.00114322+0.00743347j 0.0011706+0.00536704j -2.83676e-05-0.00927637j -0.00220018+0.00650939j 0.0033014+0.00320409j 0.00295374+6.92636e-05j 0.0013552+0.00193349j 0.00810661+0.00675288j 0.00741446-0.00177779j 0.000546724-0.00194059j -0.00868024+0.000476417j -0.0086207-0.00818204j 0.00410613-0.0194062j -0.00251441+0.00902329j -0.000225776+0.00275234j 0.00833373-0.00465132j 0.00441619-0.00134234j 0.00101483-0.00214508j 0.00282471-4.25242e-05j 0.00155722-0.00249596j -0.000739587+0.00243086j 0.000432302+0.000479616j 0.00191855-0.00228719j -0.000827652+9.31287e-05j 0.000850355+0.000930173j -0.000170119-0.00191407j 0.00160046-0.0019023j -0.00350008-0.00182172j 0.000215727-0.000124838j -0.000755454+0.000928164j 0.000591107-0.000966538j 0.00703332-0.00279506j -0.000488079+0.000637964j -0.0077157+0.000397435j 0.00082867-0.000302493j -0.000485795+0.00759371j -0.00564656+0.00422792j 0.00466985+0.000117318j 0.00485911-0.00340731j 0.00255515+0.00105368j -0.00631709-0.00471722j 0.00310882+0.00371973j 0.00336849+0.0037316j -0.000819672+0.000891081j -0.000780569-0.000996245j 0.000975673+0.0010318j -0.00336046-0.00700783j -0.00711006-0.00107883j -0.000739822-0.00429414j 
4.56407e-05-0.00128448j 0.00126482-0.000298192j -0.000534813-0.000167103j -5.81517e-05-0.000335174j -0.000122238+0.000698682j 0.00148088-0.00272829j 0.00144036-0.000677631j -0.000467231+0.00172275j 0.000689701-0.00315354j 0.00110542+8.25114e-05j -0.00140059+0.000114644j 0.000160805+0.00153711j 0.000788644+0.0024238j -0.00382256-0.000615055j -0.00067113-0.000753941j -0.00283288-0.00034152j 0.00426059+0.00107714j -0.00217238+0.00162267j 0.00624873+0.00076434j -0.00350989-0.00381825j -8.36825e-05-0.00357373j 0.00487659-0.00190783j 0.00306902-0.0030607j 0.00642905-0.00233164j -0.00456676+0.000420964j -0.00310671+0.00211206j 0.00581496+0.00104227j 0.000414019+0.00312458j -0.00123655-0.00287064j 0.000208996-0.00273231j -0.0027532-0.00913172j -0.00478501-0.00453497j -0.00530099+0.00131537j 0.00245295-0.000703208j 0.00117218-0.00192926j -0.00117375-0.00514759j -0.00138417-0.00272372j -0.00180442+0.00438204j -0.00218361+0.00455255j -0.00268485+0.00115467j 0.00294923-0.00506772j 0.00344859+0.000217877j -0.00134768-0.00625055j -0.00466116+0.00144178j -0.00273719+0.00527795j -0.00117935-0.00228188j 0.00171487+0.00176128j -0.00615083-0.000145149j -0.0012537-0.00763132j -0.00960098+0.00144847j 0.00497183-0.000505971j -0.0011053+0.00239324j -0.00336607-0.00176819j -0.00940514+0.00789584j 0.00162542-0.00373389j -0.000349793+0.0028602j -0.000623142-0.00658257j -0.00103373+0.00358435j -0.00695412-0.00415682j -0.00320299-0.000308083j 0.0122136+0.000314445j -0.00335421+0.00259009j 0.000175364+0.00168749j -0.00435509+0.000677016j -0.00245805+0.000206368j 0.00345372-0.000326123j -0.00191622+0.000946669j 0.000430968+0.00247656j -0.00534476+0.00125183j -0.000550744-0.00139558j 0.0018011-0.0032524j -0.00547566+0.000768972j 0.00570331-0.000478914j 0.00402775-0.00372875j -0.00490707-0.0029153j -0.00540885-0.00153389j 0.00573005+0.00753746j -0.00679289+0.00514307j -0.00188476-0.000553692j -0.000623345+0.000152104j 0.00165605-0.00322317j -0.000399746-0.00433765j -0.00717945-0.00973053j 0.00120479+0.000849708j 0.00496597+0.00174081j 7.89394e-05+0.00313066j -0.000650146-0.00160365j 0.000935339+0.000730761j 0.00294299+0.00641322j -0.00366579-0.00266635j -0.00307186+0.00257854j -0.00311397-0.00604308j 
0.00121689-0.00141851j 8.62881e-06+0.000929521j -0.00026813+0.000621431j -0.00056158+0.00074025j 0.00100532-0.0023761j 0.00184525-0.00237744j 0.00301514+0.00131886j -0.00144115+0.000372728j 2.78571e-05-0.00195827j 0.0028297-0.000293603j 0.00156676-0.000676989j -0.000597924+8.95255e-05j -0.00241434+0.0014881j 0.00267306-0.00354213j -0.00314323-0.00201555j 0.00425695-0.00185052j -0.00207755+0.000206579j -0.00415999+0.00112628j -0.00375826+0.00169694j 0.00412354-0.00369771j 0.00359355-0.00330243j 0.000315508-0.000880715j -0.00254156+0.000848648j 0.00236182-0.000400853j 0.000304685+0.00275278j -0.00223732-0.000549133j 0.0029361+0.00376893j -0.000125816+0.00112723j 0.00150196-0.00069309j -0.00199792+0.00246629j -0.000343977+0.00106167j 0.00250507-0.00114947j -0.00392273-0.00343679j -0.0031359+0.0047731j -0.00161071+0.00538561j -0.00429329+0.00567964j 0.00278467+0.00482126j 0.00339547-0.00604585j 0.00416135+0.00114793j 0.000197069-0.00107435j 0.0032233+0.0044625j 0.00291881-0.000986139j 0.000667617+0.00832875j 0.000533556-0.00279256j 0.0025193-0.0085195j 0.00480699+0.00187072j 0.00261768-0.00603086j -0.00200025-0.00184839j 0.0051261+0.0111694j -0.00599798+0.00438476j 0.000510546-0.00061091j -0.00300549-0.00357039j -0.00170748-0.000110203j -0.00548545-0.0051149j 0.000508161+0.0106786j -0.00263318+0.00886612j -0.00290446+0.00181761j 0.00268146+0.00221058j 0.0058225-0.00190262j -0.000845239-0.000676785j 0.0088992+0.00142547j 0.00216088+0.000117906j -0.000543919-0.000332055j -0.00483132-0.000534432j 0.00463636-0.00301671j 0.00279976-0.00585717j -0.00049633-0.000702581j -0.000880337-0.00159825j -0.00111416+0.000531975j 0.000273502+0.00212309j 0.00186963-0.00135981j 0.000166536-0.000135028j 0.0042857-0.00656074j 0.00426319+0.00100927j -0.00235742+0.000555416j 0.00495143-0.00389681j 0.00155455+0.0015211j -0.00430469+0.00352137j 0.00148441+0.00306017j -0.00345847+0.00187471j 0.00235056-0.00141655j -0.00405373-0.00245602j -0.00681646-0.00617832j 0.0021434-0.000169426j 0.00349229+0.00192159j 0.00337318+0.00324871j 0.000868639+0.000846859j 0.00400033+0.00069729j 0.00317133+0.00545916j -0.00588049-0.00283483j -0.00283409+0.00211402j -0.00394905-0.00543837j 
-0.00125418+0.000902263j 0.00040662+0.000556131j 8.17143e-05-0.000138836j 8.99463e-06-0.000112428j 0.000912639-0.00170104j -0.00420517+0.00128778j 0.0025678-0.00103753j 0.000859431-0.00289975j -0.00176379+0.0027965j -0.00247987+0.00261407j -0.00228898+0.00117249j 0.000682803+0.000511055j 0.00371449-0.00580065j -0.00304227+0.00185704j -0.00233935+0.00101603j 0.000693349+0.00150848j -0.00556089+0.00337057j 0.00607548-0.00630252j -0.00392655+0.000677929j -0.0143373+0.00560895j -0.00793901+0.00416051j 0.00358009+0.00112268j 0.00344429-0.00105622j 0.00339819-0.00261222j 2.36631e-05+0.00189518j -0.00458027-0.000579028j 0.00210385+0.000542947j 0.000683572-0.00220077j 0.00385912+0.00163272j 0.00386524-0.000832435j 3.06544e-05+0.000400888j -0.000300981-0.000727479j -0.001251-0.00133367j 0.00184405+0.00127768j 0.0020661-0.00146318j -0.000529902+0.00311101j 8.17574e-05-3.61737e-05j -0.00159847-0.00431486j 0.00258158+0.000988357j -0.00226623-0.000166134j -0.00601472+0.00686914j -0.000529591-0.000610037j -0.00620786+0.00356577j -0.00247581+0.00163677j -0.00241539+0.000988339j -0.000510571-0.000462701j -0.00258103-0.00266276j 0.00130642-0.00374539j -0.000587523+0.00245018j 0.00468537+0.00846236j 0.00127579+0.00525488j -0.00420414-0.00288432j 0.00542258+0.00131326j -1.34198e-05-0.00098568j -0.000791566-0.00858808j -0.00121554-0.00726974j -0.00720369+0.00365047j 0.00296673+0.00398982j -0.00703605-0.00884489j 0.00187609+0.00107176j 0.00498693-0.000865358j 0.00217474+0.000524473j 0.00154307-0.00238053j 0.00151753+0.00257611j 0.00473928+0.000895116j -0.000329647+0.00044307j -0.00148104-0.000221414j -0.000605646-0.0011433j -0.00409022-0.000793926j 0.000805322-0.000476311j -0.000735673-0.000261774j -0.00111713-0.000625253j 0.00131889-0.00197821j 0.00296092-0.000815126j -0.000509264-0.00105702j -0.00016608-0.00180873j -0.0010583-0.000188641j -0.0018645+0.00400095j -0.000128091+0.00354528j -0.00220449-0.00126095j 0.00263998-0.00337109j -0.000417058+0.00288402j -0.00283736-0.00282042j 0.0010142-0.00218086j 0.00070812+0.00150742j 0.000129146+0.000523516j -6.27146e-06+0.000739163j 0.00206109-0.000228746j 0.00134397+0.00335096j -0.000989619+0.000649326j -0.00141529+6.52534e-05j -0.000862376-0.00186598j 
0.000771781-0.000597823j 0.000874959+0.000170401j 8.76149e-05+0.000121915j 0.000136433+0.000308729j -0.000719465-0.00114924j 0.0056724-0.00040441j 0.000674599-0.00181085j -9.03979e-05-0.00197843j -0.00330235-0.00147641j 0.000705228+0.00144026j -0.00226134-0.000369875j 0.000355472-0.0010194j 0.00185041-0.00216794j -8.56455e-05-0.000839949j -0.00158298-0.000334686j -0.00200973+0.000101309j -0.00190137+0.0018488j 0.00354012-0.000965931j -0.000430511-0.000809796j -0.00461762+0.000579409j -0.000569344-0.000611727j -0.00465457-0.00125658j 0.00030934+0.000980492j 0.00264602+0.00312367j 0.0013593-0.000801738j -0.00681889-0.00396732j 0.00200366-0.000850491j -0.000603676-0.00127691j -0.00152781-0.00367214j 0.00341703+0.00294382j 0.00226866+0.00173284j 0.000669815+0.00203057j -0.00107253-0.00186858j -0.00471503-0.00105491j -0.00196848-0.00307633j 0.00198132+0.00517198j 0.000390296+0.00229428j 0.00538588+0.00212107j -0.00768695-0.00240514j 0.000436967-0.000417143j -0.00081598+0.000316192j -0.000312417-0.00127061j 0.00448512-0.000341164j 0.00379978+0.00266837j -0.00754695-0.00493577j 0.000795051+0.000909129j 0.00240514-0.00183686j -0.000176185-0.00319473j 0.00109774-0.0113767j -0.00862526-0.00424828j 0.00497354-0.00218297j 0.00398647+0.00191731j 0.0136224+0.0131651j 0.000494494-0.000674015j -0.00216481+0.0052636j -0.00614092-0.00251688j 0.00506672-0.00290499j 0.000508906+0.000117511j 0.00511742-0.00263929j -0.00630001-0.00206421j 0.00304917+0.0036987j -0.00360947+0.000790135j -0.00636954+0.00359383j -0.00494943-4.0259e-05j -0.00268464-0.000987841j 3.55002e-06-0.00373832j 0.00550813-0.00160298j -0.000471354-0.000297606j 0.00406772+0.0050085j -0.00182404-0.000271568j 0.00426818+0.00458767j 0.00366841+0.00133207j 0.0052421+0.00426866j -0.00148735+0.00130502j 0.00323808-0.000212824j 0.00542124+0.0041283j -0.00134113+0.000918562j 0.00763473-0.0105764j 0.0020477-0.00122618j 0.00289437+0.00413217j -0.011248+0.000856399j -0.000276114+0.000676942j -0.004318-0.00286586j 0.00228106+0.00364445j 0.003764+0.000426009j 0.00275711-0.000281141j 0.000579491+0.00190108j -0.00202039-0.00277769j 0.00393757-0.00129853j -0.00368959-0.00180489j -0.000707403+0.00264603j -0.00381828-0.00169782j 
-0.000706679+0.00081948j -0.000586228-0.000582861j 0.000344236-0.000164625j 0.000415208-3.68009e-06j 0.00142839+0.0010756j -0.00227815+0.00124192j -0.000628751-0.000524579j -0.000302705+0.000504864j -0.00210458+0.000255852j 0.00281442-0.00209408j 0.000638577+0.000446624j -0.000172462-0.00154688j -0.0020871-0.000218272j -0.00230338-0.000111276j -0.00126468+7.86215e-05j -0.00125606-0.00186677j 0.0013002-0.00302614j -0.00297866+0.00117967j 0.00244374-0.000207991j 0.00399629+0.000794775j -0.00126642+0.00193915j 0.00524684-0.000701026j 0.00234633-0.00148215j 0.00506041-0.00501439j 1.07465e-05+0.00155361j -0.00212937+0.0029746j -0.000335683-0.00120443j 0.00313161-0.00757202j -0.00548051-0.00133553j 0.00174804+0.0012067j -0.00959616+0.00522538j -0.00169883+0.000664027j -0.001398+0.00789718j -0.00162768-0.00504554j -0.00369544+0.00105096j 0.00410482+0.000191756j 0.00148123+0.0017691j 0.00346105+0.000479436j -0.000209372-0.00339385j 0.000595912+0.0044468j 0.000211462-0.00370825j 0.000326399+0.00379816j 0.000122206+0.00301093j -0.000233088+0.00690613j -0.0082821-0.00265849j 0.00214122+0.000353279j -0.00506637-0.00133608j -0.0087297+0.00695034j -0.00139323+0.0017086j 5.45695e-05+0.00594404j -0.00536771-0.00482695j 0.00153313+0.0129464j 0.00812647+0.00258799j 0.00429783-0.00300477j 0.00506501-0.00570657j 0.0161721-0.000541157j -0.0139141+0.00173344j 0.00559966+0.000269849j -0.0051112+0.000135614j 0.00250453+0.00274556j 0.00217838-0.000447615j 0.00222293+0.0024565j 0.00116839-0.000459403j 0.00234989-0.00140674j 0.00539142+9.10268e-05j -0.00265978+0.00429547j 0.00239533-0.00284039j -1.80971e-05-0.00173299j -0.00220974+0.000190031j -0.0013153+0.000409683j -0.00356255+0.00101015j 0.00389248-0.000514047j 0.00171794-0.000246442j -0.00182033-0.00189984j -0.00144742+0.00301552j 0.00568296+0.00112925j -0.00920584+0.00245344j 0.00565185+0.00385642j 0.00560706+0.00249535j -0.00328526-0.0016676j -0.00378696-0.00244141j 0.00615413+0.00427238j -0.000777794+0.000598615j 0.000418709-0.00538568j 2.14088e-05+0.0025602j -0.00138941+0.00151391j 0.00100231+0.00474981j 0.000677068-0.00275088j 0.00234549+0.000678489j 0.00275526-0.000681761j -0.00122372-0.00243351j 0.000422845-0.000619736j 
0.000335273+0.000174341j -0.000944085-0.000353884j 0.000155179+5.05016e-05j 0.000256493+0.000526227j 0.00109924+0.000581395j -0.000649606+0.00117116j -0.00151414+0.000595826j 0.001049+0.00187842j 0.00119677-6.419e-05j 0.000123339-3.19512e-05j 0.000585361+0.000761269j 0.000159821+0.000333209j -0.00101383-0.00013877j 0.00134032-0.00131152j 0.00089999+0.000468598j 0.00146577+0.000584678j -0.00271263+0.00188146j -0.0004111-0.00329047j -0.000707136+0.00246877j 0.00367474+0.00188148j 0.0032162+0.00134769j 0.000350977+0.000563919j 0.000132458-0.00168859j 0.00153463+0.000207984j -0.000383742+0.00124049j 0.000366745+9.15625e-05j -0.00260222+0.0008912j -0.0037238-0.000319754j 0.00085703-0.00949693j 0.00166585+0.00293053j 0.00120798-0.00414901j 0.00394497-0.000333719j 0.00312254-0.000244799j -0.00292235-0.00299242j -0.00317211-0.00105258j 0.00777097+0.00548682j 0.00286123+0.00339006j -0.005107+0.000965208j 0.0015369+0.00252831j 0.000257619+0.000110663j 0.00263144-0.00101417j 0.000403684-0.00279895j -0.00278861-0.00106606j 0.00715968+0.00602727j -0.00325507-0.0050189j -0.00225506+0.000416253j 0.00872971+0.00460782j 0.00827243+0.00343589j -3.64373e-05-0.00500882j -0.00273138+0.00451922j -0.00789699-0.00719477j 0.000237838+0.000390456j -4.93366e-06+0.00661904j -0.00273263-0.00500945j -0.00441129+0.00330534j 0.0016414+0.000614311j 0.00549878-0.00168987j -0.0123067-0.000267157j -0.00156766-0.00650957j 0.00059452+0.00170362j -0.000505094-0.000867547j -0.0021997-0.00102823j -0.00288316-0.00106315j -0.00177099+0.00340177j 0.00134127+0.00513861j -0.00739438+0.00143435j 0.00490061-0.00285786j 0.000171503+0.000809157j -0.00578735-0.00581393j -0.00130189+0.000856273j -0.00161618-0.00883776j 0.00231801+0.00208966j 0.00825517-0.00735486j 0.00320654-0.00253255j -0.00405026-0.00323395j 0.00752385+0.000566543j 0.00417641+0.00550133j -0.000719019+0.000392615j 0.00580342-0.00455607j -0.0057271+0.002704j -0.0011172-0.0103087j 0.00214336-0.00512435j 0.000641351-0.002844j -0.0015497+0.00231297j 0.000178048-9.47002e-06j -0.00145143-0.00154014j 0.00112717+0.003723j 0.00115751-0.00153762j -0.00115831+0.00328588j 0.0030447-0.000118284j -0.000286215+0.000239221j 0.00237364-0.00170996j 
-0.000307548+0.000577019j -0.000471235+0.000633318j -0.000365209-0.000775566j 3.39704e-05-0.0017435j 1.18465e-05-0.00102447j -0.000805232+0.00371531j 0.00096911-0.00361138j 0.000883624-0.0054626j -0.0015837+0.00165417j 0.00377514+0.00238537j -0.00351582+0.0038556j 0.0025499-0.000774604j -0.000393014-0.00672497j -0.00294674+0.00749607j 0.00273988-0.00186043j -0.00487062+0.00384793j 0.00922271+0.000806318j -0.00507007-0.00584509j 0.00804971-0.00311248j -0.00223666+0.0158632j -0.000255708+0.00994771j 0.00197953-0.00013594j 0.00299393-0.00112442j -0.00194769-0.0016788j 0.000920137-0.00181226j -0.00430638+0.00167187j -0.00187886-0.000325345j -0.00209943+0.000837433j 0.00194157-0.00320204j 0.0029439-0.00183307j 0.00167834+0.000146457j 0.00356208+0.00154913j -0.00303815-0.00339596j -0.000338884+0.000260604j -0.00347544-0.0017881j 0.00719164+0.00368159j -0.00186137+0.00109206j -9.31325e-05+0.000589086j -0.00288148-0.00306418j -0.000459137+0.00142834j 0.00582458+0.00823426j -0.00310259-0.000507807j 0.00198996+0.00771447j 0.00266561-0.00111265j 0.00100694-0.00130766j 0.000626317+0.00198218j -6.27245e-05-0.0057928j -0.00455357-0.00546284j -0.00202746+0.00453621j 0.00438337-0.00140992j 0.00471876+0.000227117j -0.00549421-0.00310236j 0.0064227-0.0015295j -0.00046785-0.00481208j -0.00801265+0.0030252j -0.00692913+0.00647813j 0.00366821+0.00428953j -7.46103e-05-0.00167807j -0.0071626+0.000576053j 0.00100445+9.43465e-05j 0.000765027+0.000746879j -0.00170229-0.00208816j -0.00307939-0.000504844j 0.00148034+0.00092773j 0.00200512+0.000158482j -0.00172389+2.40849e-05j -0.000512823+0.000170731j -5.73302e-05-0.000440702j 0.000172671+0.000100534j -0.000439901+0.000711881j 0.0008951-0.000742567j -0.000198317+0.000302719j -4.01228e-05-0.00258404j 0.000903104+0.0010113j -0.000101591-0.00166341j 0.00120735-0.000822272j -0.00196028-0.000474707j -0.00054378-0.00106828j 0.000630053-0.00127833j -0.00105072+0.00167578j -0.00248458-0.00173986j 0.00295059+0.000728954j -0.000491486+0.0005638j -0.000149256-0.000622182j 8.3839e-05+0.000701569j -0.000665428-0.000523089j 0.000517311-5.4367e-05j -0.000673939-0.00190638j 0.000513571+8.88754e-05j 0.00113155-0.000450217j -0.000332599-0.000335278j 0.000219392-0.000389567j 
0.00051445-0.000104875j 0.000525128-0.000542779j -0.00057083-0.000157551j -0.000109835-0.000238026j -0.00106037+0.000333522j -0.000519279-0.00245306j 0.000744037+0.000987247j 0.00258455+0.00093909j 0.000947424-0.000371858j -0.000792713+0.0014619j 0.00196789+0.000304415j -0.00108337+0.00261515j -0.00401701-0.00153663j -0.00474364+0.000307767j -0.000277443+0.00130904j -0.0034061-9.9608e-05j -0.00296003+0.00166885j -0.00510575-0.00378539j 0.00201477+0.00220436j -0.00241278+0.00219745j 0.000155817+0.000263731j -0.000220918+0.00138797j -0.00152962-0.00320705j -0.00446146+0.000890241j -0.00122705+0.000916363j 0.00391439-0.00272112j 0.00417671+0.00771048j 0.00103091-0.00170093j 0.00416447-0.00228864j -0.00158321+0.000650922j 0.00173523+0.00265609j 0.00166533-0.0118621j 0.0021826+0.000331664j -0.00106183-0.00341294j 0.00487607+0.000459589j -0.00729525+0.00522822j 0.0056171-0.000732698j -0.0054938+0.00802277j 0.005529+0.00279791j -0.0006344+0.00490868j -0.000826663+8.83427e-05j 0.00274604+0.0108304j 0.000409306+0.000546095j -0.00159478+0.00814064j -0.00500453+0.00139848j -0.00355122+0.00752747j -0.00405443+0.00969087j 0.00417714-0.00314699j 0.00174105+0.00310072j -0.00170154+0.00511582j 0.00136247-0.00113184j -0.00162405+0.0075754j -0.00147473-0.00144968j -0.00492154+0.0042854j 0.00243569+0.00224771j -0.00592272-0.00394644j 0.0091489-0.00118689j -0.000545199+0.000603221j 0.00268295+0.00445255j -0.000598871-0.00285835j -0.00139709+6.98949e-05j 0.00176638+0.00377778j 0.00360297-0.00431057j -0.00515072-0.00124886j 0.00808336-0.00320239j 0.00315289-0.000439264j -0.00285953-0.00327517j 0.000487792-0.00412045j 0.00539402+0.00127295j -0.00133624+0.000386374j -0.00199445+0.00200988j 0.0033723-0.00369265j 0.000813432+0.00195654j 0.00139751-0.00070528j -0.00912346+0.000959674j 0.0114723+0.0039222j 0.000822655+0.000879703j 0.0041968-0.00392433j 0.00433664+0.00830859j 0.000879009-0.00158943j 0.00147575-0.00132711j -0.00342167+0.00162734j 1.24395e-05+0.00108689j 2.5829e-05+0.00148727j -0.00206986-0.00107119j 0.0014479+0.000390118j 0.000842575+0.0072106j 0.00247465+0.00350955j -0.000516325-0.000787314j -0.000475307+0.00196975j 0.00206077+0.000655803j -0.000162604+0.00189754j 
0.00170911+0.00110403j 0.000316563-0.00168492j 0.000352481+0.000674473j 0.000444885+0.00166144j -0.00114872+0.000116225j 0.00168399+0.000794831j -0.00127344+0.000676645j -0.00367603+0.00194227j 0.00428335+0.001346j 0.00185247+0.00652742j 0.00277708+0.000672412j 0.000685148+1.7621e-05j -0.00518718-0.00274753j 0.00515964-0.0032851j 3.73731e-05+0.00363774j 0.0081629-0.00300791j -0.00167427+0.0124117j -0.00342967-0.0110996j -0.00539967+0.0112256j 0.00537611+0.0119774j 0.00249292+0.00403524j 0.000235108-0.000327681j -0.00302489-0.00206954j 0.00408203-0.00249327j 0.00122367+0.000575192j -0.00234438+0.0030507j 0.000803852-0.00136203j -0.00111291-0.000583634j 0.000618796-0.00232697j -0.00299122-0.00491147j -0.0022492-0.00356396j -0.00389192+0.00225797j -0.00111681-0.0010549j -0.00054721-0.00180464j -0.00451341-0.00477992j -0.0012623-0.00311197j -0.00109197-0.000619249j -0.000946686+0.000882621j 0.00255858+0.000506069j -0.00100307-0.000217771j 0.001764+0.00734231j 0.000678853-0.000702143j -0.00430962+0.00164809j 0.00303066+0.000828388j 0.00362064+0.0054571j -0.000921304-0.000181099j 0.00357502+0.00400469j -0.00298582-0.00597283j -0.00803132-0.00463892j 0.00366978-0.00501471j 0.00446672-0.00247395j 0.000640795+0.00421418j 0.00412034-0.00624767j 0.00369424+0.00292568j -0.0082573-0.00192631j -0.0140119+0.00023246j -0.00299755-0.0022858j 0.00563114+0.00168023j -0.00772874+0.00372832j -0.000391172+0.000115942j -0.00144081-0.00099451j 0.00144328+0.00110554j -0.0007971+0.00125285j 0.00319243-0.00190066j -0.00049548+0.000581441j 0.00217196+0.000300954j 0.00116492+0.000850372j -0.00058466+0.00120133j -0.000858073+0.00149091j -0.000728797-0.00100594j 0.00087979+0.00140063j -0.000761001+0.00144475j 0.00164737+0.000532947j -0.0014532-7.90882e-05j -1.18333e-05-0.00165918j -0.00191581+0.000117799j -0.000930728+0.000521025j -0.00216347+0.000564772j 0.00152432+0.00111896j 0.000128725-0.00055917j -0.00167954+0.00051011j 0.00139357-0.000283555j -0.000414236-0.000667805j 0.000840371-0.000174869j 0.000421636+0.000264964j -0.00101667+0.000609092j 3.89778e-05-0.000906331j -0.000284156+0.00054265j 0.000433733+0.000210195j 0.000365333-0.000376149j 0.000151051+9.74816e-05j -0.000219299-0.000323068j 
