0.0161993-0.0287276j -0.00558213-0.0158706j 0.022231+0.01006j 0.0292613+0.00541089j -0.0116162-0.0018614j -0.0026015+0.0135993j 0.00754508+0.00169602j -0.00317652-0.0030615j 0.00528908+0.00453125j -0.00111252+0.00328098j 0.000667136+0.00149636j 0.000215308-0.000727518j -0.000825647+0.00140378j 0.000364053-0.0012727j -0.00171476+0.00749474j 0.000577229+0.00439962j -0.000835288+0.00205909j 0.000499092+0.000735987j 0.00102401-0.00762543j 0.00103542-0.00366895j -0.000900336-0.00123423j 0.000404878-0.000533398j -4.72977e-05-0.000285711j 0.00134331-0.00177085j 0.000439353-0.00155766j 0.00312758-0.00272532j 0.00180059-0.00161296j -0.000212484+5.60708e-05j 0.00043932+0.000310728j 0.000167093-0.000118559j -0.000727159+8.83257e-05j 0.00123976-0.00104878j -0.000860648+0.000591718j -0.000177584+0.000248234j -0.000914571-0.000423526j -0.000305542-0.000448809j -0.000496909-0.000110979j -0.000487013-0.000174482j -0.000483022+0.000266649j -0.000910017+1.55143e-05j 0.000741729-2.37287e-06j -0.000296049+5.08765e-05j -5.99288e-05-6.19331e-05j -0.000253065-0.000273734j -0.0016888-0.000689127j -0.000397818+5.52503e-05j 0.000339821+0.000588884j 0.00018351+3.54972e-05j 0.00285572+0.000193449j -0.00093792+0.00117719j -0.000444175+0.000152339j -0.000312533+0.000413836j 0.000924215-0.00106457j 0.00170574-0.000890583j -0.00129874+0.00108203j 0.00255976-0.00047912j -0.000217244-0.000369471j 0.000404683+0.00113063j 0.0011174-0.00145529j -4.7555e-05+0.000155885j -0.000630771+0.000148991j 0.00021008+0.000806759j 0.00107837+0.000173214j -0.000704527+0.000280519j -0.000211074+0.000352204j 0.000149108+0.000172526j -0.00013448+0.000104335j 1.82588e-05-0.000345131j 2.1155e-06-0.000229693j 1.73117e-05-7.98023e-05j 8.55502e-05+0.000312147j -0.00017628-0.00010105j 0.000106499+1.51524e-05j 0.000174008-0.000298085j -5.86096e-06-3.82083e-05j 0.000116327+0.000563091j 0.000192319-0.000416913j 0.000202993+0.000517363j -0.000776159+0.000614908j 0.000416356-0.00113131j 0.000555478+0.00128903j -0.000620543-0.000953649j 0.000111328-0.000678968j 9.2835e-05+0.000882887j 5.27089e-05-0.000665398j 4.72459e-05+0.000170681j -0.000170849+3.41495e-05j -0.000562107+0.0013166j -0.000311709-2.35947e-05j -0.000467959-0.000228962j -0.000145291+0.000525134j -8.68504e-05-0.00017564j 
-0.00181144-0.000997109j 0.000345084+0.00177839j 0.000600144+9.9395e-05j 0.000430924-6.9964e-05j -0.0011138-0.00218398j -0.00351769-0.000224336j -0.000671068+0.000150362j 0.00084287+0.000256078j -0.000624282-0.00140585j 0.000366014+0.00021015j -8.15522e-05-0.000518448j 7.51346e-05+0.00087673j 0.000795919+0.000776458j -0.00100091-0.000802612j 0.000568077-0.00117448j 0.000721939-0.000454253j 0.00112412+0.00114849j -0.000390961-6.33257e-05j 0.000430829+0.00201378j 0.0013405-0.00226078j -0.00261254-0.00172194j 0.000304624-0.000263619j 0.00245761+0.00151739j 0.00268048-8.48695e-05j -0.000402634+0.000379326j -0.00076755-0.00375588j 0.0013913+0.00472583j 0.0038048+0.00281873j -0.00389679-0.00193292j -6.78596e-06+0.00264544j -0.00429754-0.00611888j -0.00291316-0.00369096j -0.00236804-0.007062j 0.00182499+0.00120868j 0.000691777-0.0007101j 0.00299783-0.000599633j -0.000767328+0.000548277j 0.00150654+0.00483302j 0.0030264-0.00110868j -0.00148715-0.000558828j -0.00093607-0.00138004j -0.00244239+0.00183781j -0.00249013+0.000885032j -0.000659668-0.00363232j 8.57729e-05-0.00486206j -0.000954132+0.00276949j 0.00508584-0.00558496j -0.000883794-0.0101515j -0.00334135-0.00377924j -0.00139182-0.000519018j -0.0016073+0.00204618j -0.00513399-0.000626495j -0.000251332+0.00590839j 0.00322362+0.00266994j 0.00703939+0.0070692j 0.00350911+0.00822092j -0.00503491-0.0118957j 0.000300097+0.0112569j -0.00030611-0.00967542j 0.00285838+0.00140921j -0.00242009+0.000685206j 0.000723277-0.000849446j 0.000905245+0.0006414j 0.00985304+0.00171578j 0.00394989+0.00405529j -0.00161954+0.00460217j 5.47885e-05-0.00076903j -0.000824517-0.00114535j -0.00287627-0.00549964j 0.000364041-0.000794222j -0.00167672+0.00375191j 0.000739678-0.00219428j -0.00147663+0.00325258j -0.0010886+0.000541628j 0.0035009-0.000494694j 0.00125864-0.00277838j -0.0179981+0.000703657j -0.00668517+0.0053047j 0.00353791+0.000389178j 0.00382443+0.00110768j 0.00535528-0.000472921j 0.00851295+0.00237996j 0.00935017+0.00104226j -0.00581874-0.000397344j -4.33481e-05+0.000515252j -0.00133444-0.00279547j 0.000462731+0.000402946j -0.0034024-0.00149872j -0.00236688-0.000423993j -0.000240946+0.00225034j -0.00206174+0.00124298j 0.00067403+0.000971423j 
-5.38806e-05+0.00105675j 0.000487478+0.00076906j -0.000341124+0.000229262j -0.000458979+1.5176e-05j -0.000433975-0.000586444j -0.00025119+0.00155375j 0.00128173-0.000514677j 0.000620105-0.000223173j 0.000380905-0.00125533j -9.39813e-05+0.000789416j 1.8391e-05-0.000916962j 0.000455077-0.00137068j 0.000224161+0.000981685j -0.000710134+0.00110882j 0.000307919+4.26712e-07j -0.000193829+0.00239977j -0.000138019+5.31673e-05j -0.000252274+0.00256651j 0.00156075-0.00247123j -0.000138248+0.000752501j 0.000134032+0.000245242j -0.000121206-0.00352478j -0.00100837+0.00271537j 0.00017825+0.000363818j -0.000291334-0.00217547j 0.0017939-0.00524644j 0.00265569-0.00484145j -0.000965309+0.00170201j -0.0024772-0.00175368j -0.00110744+0.00193517j 0.00170066+0.00141385j 0.00236281+0.000511267j -0.000820269+0.000872811j -0.00406693+0.00436379j -4.09298e-06-0.000450457j 0.000109114+0.00269526j 0.00808319-0.0110638j -0.00150834+0.00264806j 0.00390839-0.00630685j 0.000319117-0.000193404j 0.00143017+0.000444923j 0.00902721-0.0111143j -0.0010935+0.00423662j 0.00616238-0.0056024j -0.00862412+0.00688687j 0.00345375-0.00472994j 0.00429351-0.00238403j 0.0044144-0.00351771j 0.00346046-0.000317653j 0.00159044-0.00579499j -0.0061084+0.0064716j 0.00695842-0.00535665j 0.00168448+0.00382874j -0.00557099+0.00649124j 0.00397326-0.00304521j -0.00255896+0.00326508j 0.00385414-0.00186122j 0.000924348-0.00199352j 0.00120655+0.00171492j 0.000718857-0.0019628j -0.00236722-0.00123544j 0.0102043-4.31876e-06j 0.00174336-0.00155352j -0.00443696-0.000593883j 0.00123777+0.00233595j 0.00453307+0.00314325j 0.00108538+0.000148767j -0.0013262-0.00235801j -0.00260572-0.000385037j -0.00232117-0.00231826j -0.00556262-0.00138453j -0.000406372+0.000201295j 0.00593589+0.00320336j -0.00839847-0.00560108j -0.0013119+0.00173754j 0.000975222+0.0016295j 0.00300125+0.000953058j -0.000638414+0.000196645j 0.00817685+0.00538765j -0.00383574-0.00105523j 0.000762518-0.00252829j 0.00165847+0.00130424j -9.77237e-05+0.000230295j -0.00171251-0.00117894j -0.000584796-0.000533473j -3.81909e-05+0.00114164j -0.00105244+0.00319412j 0.00280856+0.00272607j -0.000438991+0.00112992j 0.000349066+0.000818037j -7.40779e-05+6.9924e-05j 0.000443931+0.000135597j 
1.34623e-05-0.000761798j -2.99487e-06-0.000697639j 0.000128532-0.000285046j -0.000176563+5.24816e-05j 0.000303616+0.00070506j 0.000174556-0.00055656j -0.000430575+0.000425248j -0.00133128-0.000407121j -0.00107473-0.000782398j 3.67504e-05+0.000152883j -0.000497074+0.000595875j 0.000692822+0.0023464j 0.000334219-0.000164432j 0.00252385+0.00176024j 0.000761633-0.00142972j -0.000751104+0.00081444j 0.000768624-0.00176449j 0.0015083+0.000724515j -0.00020991-0.00110011j -0.000947793+7.48705e-05j -0.00102985+0.000118504j 0.000468652+0.00206865j -0.000190255-0.00234502j 0.000150382+0.000196243j -0.00103971+0.00460286j -0.00140433+0.00150452j -0.00144741+0.00345054j 1.37897e-05-0.0025107j 0.00231614-0.00323273j -0.00306224+0.00577206j -0.00299526+0.00394751j 0.000297458-0.00339148j -0.00194178+0.00159918j 0.0021702-0.00169625j -0.00684824+0.0117533j 0.00747576-0.00914718j 0.000298086-4.3169e-05j 0.00581246-0.00843927j 0.00581927-0.00679981j 0.00561717-0.00782534j -0.00304965+0.00499649j 0.00962437-0.0138588j 0.00258542-0.00266619j -3.25997e-05+0.000560834j -0.00729913+0.00824451j 0.0046065-0.00458225j -0.00168541+0.00453816j 0.00574602-0.0101016j -0.00102657-0.000898551j -0.000640754+0.00355326j -0.000214435-0.00174785j -0.00433695+0.00678528j -0.000187982+0.00263117j 0.000569336-0.00358203j 0.000589407+0.000981787j -2.55283e-05+0.000926895j -0.00111903+0.00302801j -0.000971596-0.00108355j -0.000263035-0.00100001j -0.000515204+0.000771218j 0.000157065+0.000783721j -0.00812683-0.000421087j 0.0045487+2.37669e-05j 0.00287922+8.53189e-05j -0.00217067-0.00209304j 0.000186051-0.00208174j -0.00410912+1.19002e-05j 0.017085+0.00595354j 0.00102454-0.000269731j -0.00700917-0.00333664j -0.00251064-0.00223956j -0.000908724-0.000470274j 0.00963051+0.00507112j -0.00903144-0.00482103j -0.00250865-0.00147391j 0.00440042+0.00202587j -0.00367193-0.00204865j 0.00324287+0.00264112j -0.00357548-0.00314512j -0.000371398-0.000410826j 0.00330475+0.00214107j -0.0020617-0.00109912j 3.35362e-05-0.000113209j 0.00103594+0.000680471j -0.000386526-5.21052e-05j 0.000222275-0.000114994j 6.53788e-05+0.000302273j -0.00050124-0.00105053j -0.000193304-0.000427362j -0.000420506-0.000321679j -4.94052e-06-0.000124339j -0.000132131-2.11622e-06j 
9.35053e-05+0.000365585j 0.000326198+0.000134286j -3.31991e-05+2.88124e-05j -0.000424667+6.95982e-06j -0.000177636-8.62429e-05j -0.000429661-0.000431635j 0.000678085+0.000508919j -0.000832899+0.000223765j 0.000738835+0.000740826j -0.000290282-0.000131608j -0.000202839+9.2809e-05j -0.000461455+1.85226e-05j 0.00120142+0.000280873j 0.00189175+9.87794e-05j -0.00124153-6.77735e-05j 0.00304468+0.000791063j 0.000275458-0.000541936j 0.00212083+0.000478636j -0.00230751-0.00054816j -0.00142366-0.00103874j -0.000378161-0.000493716j 0.000290645+0.000182716j -0.000389574+0.00087777j -0.000536332-0.00052618j 0.000377445-0.00142329j 0.000841882+0.000911271j -0.00129233-0.00199978j 0.000139565+0.00225242j 0.000470967+0.00375469j -0.00052025-0.00117934j 0.00126057-0.000574375j -0.00054889-0.0027617j 0.000217414+0.000474312j 0.00575552+0.00592047j 0.00481699+0.00412228j -0.00598436-0.00811884j -0.00659254-0.00943276j -0.00356685-0.00351848j -0.00107665-0.00170632j -0.00224551-0.00288092j 0.00192819+0.0016427j -0.00736638-0.0136448j 0.0015374+0.00057122j -0.00663265-0.0102643j 0.00772376+0.0173997j -0.00458407-0.00698721j -0.000978215-0.0039061j -0.0054301-0.0060436j 0.00224522+0.00276068j -0.000143057-0.00112224j 0.00342832+0.00946713j -0.00154661-0.007715j -0.00428074-0.012597j 0.000755727+0.00442355j -0.00150142-0.0033208j 0.00388153+0.000502582j 0.00115929-0.00123456j -0.00142888+0.00174528j 0.00127241+0.00261874j -0.000714654+0.0012774j 0.000524584-0.000712732j 0.00214948-0.001922j -0.00332071+0.00480613j -0.00156116+0.000477109j 0.00227339-0.00281287j -0.00247671+0.00165258j 0.00132967-0.000356992j 0.000991105-0.000230297j -0.00118184+0.000214282j -0.00669884+0.00179779j -0.00534697+0.00160792j 0.00177712+0.000189071j 0.00965473-0.00356894j -0.0140938+0.00678471j 0.00107806-0.000438319j 0.0115441-0.00296653j 0.00270508-0.000516629j -0.00369202+0.000973686j 0.00414821-0.000273082j 0.000367168-0.000665568j -0.00669118+0.00193057j 0.00053668-0.00037745j -0.000422446-0.000186239j 0.000848491+7.55268e-05j 0.000761185-0.00015002j 5.70693e-06-1.98196e-06j 0.00261784+0.0038641j -0.000490927+2.2134e-05j 0.000598698-0.0002119j 0.00050611-0.000166166j 0.000164362-5.10489e-05j 2.79554e-06-1.27893e-05j 
0.00019465+0.000938974j 2.73372e-05+0.000663669j 0.000125823-7.77727e-05j -3.89866e-05-0.000221076j 5.32284e-08-0.000192853j -0.000122138-0.000191378j 0.000165897+0.000478258j 0.000783496+0.000552366j 0.000775868+0.000186579j 0.000589815+0.000408215j -0.000348502-0.000289958j -0.00186099-0.00077793j -0.000158801-0.00018673j -0.000411336+0.00102071j -0.000730184+0.000953606j 9.70666e-05+5.11416e-05j 0.000310877+0.000708708j -0.000647588+0.000780021j -0.000799867-0.000196574j 0.000448925-0.000870439j 0.000966487+6.08067e-05j -0.000109173-0.000121665j 0.00148537+0.00199831j -0.000492899+0.000719124j -0.00141747-0.00368464j 0.000454427-0.000775174j -0.00187089-0.00275347j 0.000704676+0.000608891j 0.000952846+0.00181626j -0.00114544-0.00187315j 0.000335336+0.00125547j 0.00128596+5.91835e-05j 0.000449174-0.000726439j 0.00355803+0.00632774j -0.000619653-0.00217809j 0.000803801+0.00500826j -0.000673764-0.0012003j 0.00215285+0.00373625j 0.00326729+0.00703965j 0.00178145+0.00497762j -0.00298747-0.00220125j 0.00564807+0.00782797j 4.56108e-05+0.00463241j -0.00254595-0.00326689j -0.00116291-0.00230243j 0.00150276+0.00391374j -0.000880164-0.00207896j 0.000165584+0.00124133j 4.63487e-05+0.00227204j -0.000579736+0.00132117j 0.00168278+0.00336341j -0.000767961-0.00504502j -0.00411926-0.00422222j 9.25252e-05-0.00269243j -0.00120484+0.00212051j 0.000952172+0.00104938j -0.000856856+0.00248971j 0.00135258-0.000794278j 0.00188503+0.000262088j 9.89536e-05+0.00155479j 0.000721619-0.000432302j 0.00180673+0.000880875j 0.000539528+0.0117937j -0.000929829+0.000964734j -0.00078006-0.000758705j -0.00256223+0.00958928j 0.00223831-0.0073934j -0.00941353+0.0239334j -0.000320791-0.00220293j 0.00375067-0.0118562j 0.00371085-0.010454j 0.00160664-0.00245609j -0.00599523+0.0167331j 0.00754361-0.0182775j 0.00183197-0.00598152j 0.00097015+0.00489632j 0.00107823+0.0014332j -0.0032297+0.000782815j 0.000214491+0.000931265j 0.00202779-0.00286492j -0.0074682+0.00836394j 0.00197671-0.00293826j -0.000593223-0.000600512j 0.00155689-9.79755e-05j 0.0016887-0.00183935j -0.00156514-0.000206986j -0.00160749+0.0010654j -0.00407268+0.00228426j -1.53043e-07-0.00163724j -0.000333667-0.00134223j -0.000144854+0.000251509j -0.000378358+1.64894e-05j 
-0.000499062+0.000335161j 0.000151829+0.00107165j -0.000327587-0.000165445j -2.27272e-05-0.00050031j -0.000473552-0.000964545j -0.000288891+0.000255894j 0.00159521+0.00174605j -0.000144585-0.00183853j 0.000555875-0.00121456j -0.000541653-0.000290644j 0.0015735+0.00218025j -0.000101847+0.00138095j 0.000496812-0.00025129j 0.000549777-0.000910601j 0.000625855+0.0018696j 0.00027134-6.15756e-06j 0.000913092+0.00111811j 0.00143461+0.000435401j -0.0010041-0.00121011j -0.000800868+0.000147957j -0.000266582+1.89363e-05j -0.000735151-0.00147811j 0.000518658+0.00307645j 0.00102319+0.000206829j 0.00108788-0.00432577j 0.00200554+0.00132819j -0.000238303-0.00497246j -0.000865565+0.00474018j -0.00149219+0.00914388j -0.000361867+0.00299834j 0.00272773-0.00559798j 0.0018957-0.00629132j -0.00277339+0.00385017j 0.00674161-0.0194605j -0.00165966+0.00680519j -2.51813e-05+0.000369212j -0.00514522+0.0144147j 0.00107159-0.00237509j 0.00256785-0.00827335j 0.00339248-0.00830875j -0.00116324+0.00250941j 0.00196542-0.00777233j 0.00348572-0.00616583j -0.00688194+0.0144136j 0.00326098-0.00410504j -0.00148677+0.00507154j -0.00022894-0.000819691j -6.7241e-05-0.00159408j 0.00232649+0.00126659j -0.00109317-0.000689362j 0.000377657+0.00408186j -0.000803693-0.00177645j -0.0032262-0.00379356j 0.000610704+0.001585j -4.74806e-05-0.000231522j -1.38113e-05+0.00187294j 0.000231258-0.0010802j 0.000980225+6.10597e-05j 0.000210205+0.000875325j 0.000219264+2.83084e-05j 8.67119e-05-0.000222434j 0.0101113+0.000868072j -0.00940545+0.00081997j 0.000910315+0.000809674j 0.00337366+0.0029063j 0.00131969+0.00368954j -0.00547857-0.00346472j 0.0186883+0.00844606j 0.00169282+0.00035073j -0.00347206-0.00189557j 0.00304529-0.000374575j 0.0014774+0.000457008j 0.00161444+0.00262419j -9.68342e-05-0.00288041j 0.00230956+0.000399404j -0.00242703+0.00112788j 0.00383308+0.00236973j -0.00371693-0.00251442j 0.00178805+0.00378237j 0.000872837+0.000130334j -0.0042322-0.00208792j 0.00188456+0.000938658j 0.000227959+0.000234096j -0.000598607-0.00057826j 0.000477771-8.22377e-05j -0.000192558-0.000274316j -0.000170324-0.0036743j -0.000122052+0.00101536j 5.69425e-05+5.43357e-05j 0.000156592+0.000125505j -0.000124321+0.000134761j 5.46881e-05+6.25394e-05j 
0.000247413-0.000994739j -2.24864e-05-0.000168437j 0.000148558+6.30759e-05j -9.58359e-05-0.000299391j 1.86679e-05-0.000102848j -0.000238527-0.000364289j -0.00102366+0.00041174j -6.02261e-05-0.00196648j 0.00249548-0.00031808j -0.00134351-0.000563432j -0.00141804+0.00020881j -0.00191784+0.000931212j 0.00017515+0.000716322j -0.00205207+0.00191153j 0.000677229+0.000598636j -0.000207894-0.000551826j 0.00154512+0.000792514j -0.00121052+0.00154969j 0.00235504-6.45989e-05j -0.000886874-0.000781572j -0.00118651-0.00136201j 0.000532201+0.000339776j -0.000913883-0.00120043j -0.0010572-0.000851817j -0.000996738+0.0010899j 0.000398619+0.00204493j 0.00170678-0.00070636j 6.3301e-05+0.000489359j 0.000616804+0.00300898j -0.00763946-0.00584271j -0.00276174-0.00489312j 0.00492519+0.00156326j -0.00325092-0.00307355j 0.00601396+0.00317368j -0.0122997-0.00870691j 0.00338216+0.00295187j -0.00448842-0.00174853j 0.00372768+0.00429115j 0.00719817+0.00655374j 0.00748075+0.00598666j -0.00170856-0.00373228j 0.0105142+0.00859584j 0.00322729+0.000791388j -0.00514182-0.00368087j -0.00297691-0.00270238j -0.000793156+0.000939145j -0.00438693-0.0016508j 0.00919279+0.00931245j 0.00139025+0.00122317j -0.000896021-0.00244438j -0.00212668-0.00107972j -0.0043334-0.00455155j -0.00189601-0.00753373j 0.00272862+0.00484135j -0.000966416-0.00196333j -0.00139868-0.00229606j -0.00220271-0.00374306j -5.11989e-05+0.00122427j -0.00154856+0.00175242j -0.000949981-0.001083j 0.000627673-0.00108252j 0.000953567-0.00462412j -0.00617465-0.00488694j -0.002232+0.00271143j 0.00294677-0.00139671j -0.00158843-0.00610897j 0.00349673-0.000109696j -0.0131157+0.00155062j 0.000629498+0.00309213j 0.00414898+0.00343826j 2.68649e-05+0.0096127j 0.00118528+0.00160729j -0.00584287-0.00568512j 0.00244409+0.0110767j 0.00136383+0.00371856j -0.00034784-0.00259939j 0.00421205-0.00352127j -0.00299713+0.00119256j 0.00375586-0.00191193j 0.000242212+0.000766262j -0.000400369-0.00604861j -0.000582597+0.00229915j 3.22172e-05+0.000712587j -0.00128449+0.000746529j -0.000218929+0.00160028j 0.00192307-0.000141157j 0.0029252+0.000370924j 0.00329575-0.0025481j 0.000921352+0.00102717j 0.00047746+0.00124999j 0.000251164-0.000294476j -3.04146e-06+0.000199447j 
-0.000734174+0.000264622j 0.000234673+0.00055363j -0.000100752-0.000494592j -0.000442108-0.000905j -0.000458803+3.40595e-05j -0.000807817-0.00028113j 0.000209393+0.00130075j -0.00225504-0.00119863j 0.00183652+0.000845652j -0.00196524-0.000350671j 0.00130114-0.000403764j 0.000873634+0.00150605j 0.000236065+8.14124e-05j -0.000747496+5.19389e-05j 0.000710712-6.58159e-05j -0.000746764-0.000595488j 0.00187058-0.000677704j -0.000697684-0.000570491j 0.000885055+0.00131122j -0.00189322-0.00106665j -0.00179429-0.000470106j 0.00181992+0.00248638j -0.00187704-0.000898852j -0.00155607-0.00224189j -0.00118877-0.00367847j 0.00618615+0.00259424j 0.000879557+0.00369347j 0.00169086+0.00164191j 0.00717413+0.00266782j -0.00433848-0.00269727j -0.00619239-0.00207311j -0.00209744+0.000502752j -0.00277675+0.000168426j -0.00733006-0.00745081j -0.000896472+0.00116837j -0.00367993-0.00582071j 0.0092581+0.00858576j -0.00209535-0.0040944j 0.0028615+0.00412548j -0.00182686-0.00330975j 0.00050314+0.00185134j 0.00445119+0.00456252j -0.00430652-0.00550314j 0.00420926+0.00444522j -0.00403943-0.00325216j 0.00232804+0.00231898j -0.00252278-0.000306517j 0.00374213+0.00296225j 0.00111821+0.00202057j 0.00256441+0.00198783j -0.000876073-0.000520364j -0.001992+0.00185428j -0.00865724-0.00598191j -0.000136707-0.00340016j 0.000337988+0.00122045j -0.000572108-0.00383782j -0.00147009+0.0022442j 0.00325258+0.00492724j -0.000111763+0.0028358j 0.00105919+0.00304164j 0.000454668-3.65425e-05j 0.000531048+0.00410155j -0.00643427+0.00791692j 0.0019032-0.00627458j 0.00144746-0.00524591j -0.00735468+0.00402734j -0.000356833+0.00749251j 0.00438625-0.0189466j 0.00181653-0.00311127j 0.000224661+0.00664705j 0.0034958-0.00274204j 0.00157529+0.000970456j -0.000578991-0.00697585j 0.00180428+0.00783397j 0.00324164-0.00332751j 0.00473787-0.000545896j -0.00206854+0.00292899j -0.0041638+0.00184244j -0.00372443+0.00728148j 0.0036418-0.00253499j -0.00577337+0.00164135j 0.000832165+0.000379062j 0.000617485-0.00185716j 0.00163195-0.00050255j 0.00105016-0.00019736j -0.0019144-0.00088382j -0.00284585-0.00086078j -0.00400127+0.000862464j -0.000398893-0.000406347j 0.000753633-0.000353229j 0.000180752+0.000101359j 0.00032291-0.000189027j 
-0.00061216-0.00218001j -0.00166934+0.000862413j -1.78162e-05+0.000761695j -9.54948e-05+0.000535824j 0.00189003-0.00235476j -0.00351986-0.00490475j 0.000786391-0.00142547j -0.00181975+0.00221481j 0.000374427-0.00101234j 0.000499894+0.00112452j 0.00101857+0.000230469j 0.000860949+0.000806772j -0.000983585+0.000986725j -4.00795e-05-0.00110746j 0.000927593+0.00116699j 0.000128355+0.00117938j 0.000620079-2.95325e-05j 4.16775e-06+5.9653e-05j -0.00111799+0.00153357j 0.00177701+0.00279285j -0.000965061+0.000341698j -0.000586632-0.00486383j 0.00136679+0.00263478j 0.00425502+0.00777777j -0.000922309-0.00195905j 0.000477176-0.00220016j -0.00520451-0.0061124j -0.00153992+0.000706637j 0.0072126-0.00245229j -0.00172993-0.00459021j 0.000248303-0.00210961j 0.000236676-0.00109568j 0.0057792+0.00854272j -0.00600329-0.00443144j 0.00100669+0.00252382j 0.000709741+0.00672026j 0.00273945-0.000755869j -0.00212854-0.00125028j -0.00436886-0.00383195j -0.00115999-0.00285711j -0.000220084+0.000418392j -0.00135264-0.00308575j -0.0020082-0.00424153j 0.00415389+0.0047513j -0.00132147+0.00144651j 0.000504157-0.000688933j -0.00141625+0.0101045j 0.000666014+0.00306207j 0.000747611+0.000776819j 0.00146757+0.00122515j -0.000181753-0.00518985j -0.000696013-0.00385594j -0.00336847-0.0031266j -7.95074e-06+0.00215118j -0.00465627+0.00644281j 0.00194248+0.00587289j -0.00138515-0.00462928j -0.00201121-0.00484346j -0.00355957-0.0047492j 0.00340904-0.00479894j 0.0109443-0.00248423j -0.00380897-0.00832167j -0.00591071+0.00527408j -0.00971065+0.00743683j -0.00229782+0.00358118j 0.000294601-0.000858827j -0.00112504-0.00135491j 0.00578076-0.00360388j 0.00251967-0.00356172j 7.84238e-05-0.00188796j -0.0033333+0.00659714j 0.00299683-0.00416406j -0.00513001+0.00872748j 0.000244778-0.001296j -0.00335007+0.00165612j 0.00223186+0.000362353j 0.01249-0.00687104j -0.000845951+0.00257014j 0.00229792-0.00577352j 0.00120492-0.0017933j -0.000898961+0.000134222j -0.00177042+0.00249442j -0.0020133+0.00306012j -0.00264064-2.84963e-05j 0.00229294+0.00107863j 0.00443446-0.0017039j -0.000996649-0.000306865j -2.56959e-05-0.0027703j 0.000937586-0.00105152j -0.00394361+0.00199798j -0.00165859+0.000608287j -0.00238258+0.00138154j 
0.00076899+0.00146501j 0.000827445-0.0021222j -0.000332179+0.000531219j -0.000231619+0.000439982j 0.000129237+0.00294561j 0.00171665+0.00229759j 0.0032064-0.00174203j -0.000371852-0.000457575j -0.00193916-5.84069e-05j -0.000343744-0.000890271j 0.00168829+5.81069e-05j 0.00107727-0.000852358j 0.00036896-0.000559522j -0.000986381+0.000592066j 0.000994338-0.000422857j 0.000611711-0.00076429j 0.000954757-0.000477237j 0.000553369+0.000269746j 0.000119452-0.00112548j -0.000830435+0.000952576j 0.00118706-0.0010871j 0.00268702+0.00627646j 0.00431311-0.00255826j 0.000112092-0.0116813j -8.28271e-05+0.00521155j -0.00111926+0.00339405j -0.000717803+0.00108384j 0.00609623+0.000892172j 0.000496131+0.00564152j 0.00291033+0.00463644j -0.00461538-0.00323046j -0.00381361-0.00560633j 0.000745147-0.00409605j -0.00697209-0.00145293j 0.00217604+0.00138964j 0.00484729-0.000741737j 0.0040324+0.00697435j -1.44768e-05+0.00013843j -0.00352088+0.00125622j -0.00310282+0.000522055j 0.00122895-0.00168141j -0.00425758-0.00228456j -0.00264748+0.000579425j 0.0055573+0.00461213j -0.00138333-0.00370023j 0.00211623+0.00110431j 0.00244985-0.00682966j -0.000404708+3.32494e-05j 0.00284681-0.00470385j -0.00363102+0.00430817j 0.0005671-5.4434e-05j -0.00376832+0.00190504j -0.00223059-0.00153652j 0.00377636+0.00422103j 0.00298162-0.00614346j 0.00203656-0.00048108j -0.0049863+0.00050698j -0.00549647-0.00586882j -0.000642402+0.00206023j -0.0100902+0.00340087j -0.00720974-0.000818327j 0.00538212-0.00875984j 0.00147088+0.00769689j 0.00506003+0.00669366j 0.00233668-0.00150456j 0.00223711-0.0065634j -0.00236475-0.00322426j 0.00260839+0.00359151j 0.00523275+0.00351088j 0.000247633-0.00167845j 0.00321875+0.00152545j 0.00147-0.00155175j 3.71691e-05+0.0031819j 0.00038516-0.00346857j 0.00239445+0.0025699j -0.00437022+0.000772538j 0.000502647-0.00981739j -0.00537273+0.00121953j 0.0106204-0.00561775j -0.0032043-0.00105054j -0.00311269-0.00166029j 0.000413255-1.98595e-05j 0.000572734+0.00177029j 0.00154935+0.00233028j -0.000702011-0.000607363j 0.00293387+0.000846593j -0.000323907-0.000714289j 0.00475151-0.000982174j 0.00107558+0.000154005j -0.00104815-0.000268603j 7.65585e-05-0.000194281j -0.000660134+3.94062e-05j 
