6.5001e-15-0.0639989j -2.55092e-14+0.247277j 5.63162e-16-0.078775j -8.8285e-16+0.0452644j -7.62967e-16-0.074009j -1.55128e-15+0.193761j -1.81716e-15+0.101207j -4.38179e-17-0.0272557j -7.75039e-16-0.0664243j 5.05581e-15+0.217108j 4.60919e-15-0.14528j 3.49906e-16-0.0517878j 1.02887e-15-0.0505173j 2.63195e-15-0.0377882j -3.18511e-16+0.023066j 7.93291e-15-0.0442073j -4.71612e-15-0.0174818j 1.31525e-14+0.0475175j 4.22063e-12+0.0378932j -7.09904e-15-0.0253556j -4.77107e-15+0.0360451j -1.48397e-14-0.084904j 6.81212e-14-0.0475318j -1.07422e-14-0.0259952j -4.59918e-15+0.0053714j 9.92429e-16+0.00670108j 4.28016e-15-0.00715091j -7.78711e-16+0.0150692j 1.2906e-14+0.00492806j -9.57248e-16+0.00456885j -1.71569e-16-0.0170547j -2.43627e-15-0.0117269j -5.51182e-15+0.0243658j 3.26647e-15+0.0381849j -2.70582e-15-0.0299384j 2.66171e-15-0.000730845j -5.57239e-15+0.0264601j 2.95623e-15+0.0147018j 4.24017e-15-0.0488819j -1.07769e-14-0.0144771j -1.37937e-15-0.00760787j -2.06618e-16+0.00652701j -5.26859e-16-0.0326635j -2.07521e-15+0.078266j 1.01154e-15+0.0287043j 4.99961e-16-0.0314939j -1.10567e-15-0.0888523j 4.10143e-16-0.00248559j -1.91922e-15-0.0620508j -1.23562e-15-0.0550135j -1.45965e-16+0.0365131j -2.7772e-16-0.0368439j 1.44057e-16+0.0531518j -6.0567e-17-0.0699788j 7.63234e-14+0.118694j 1.70577e-14+0.00733238j 
1.52961e-18+0.028699j 5.72977e-16-0.000651504j 4.28926e-17+0.00905789j -3.14676e-17+0.00550803j -5.30493e-17-0.0263522j 8.22316e-17-0.0123999j 5.14876e-17+0.00538866j -3.52248e-16-0.00043299j 2.30436e-16+0.0216661j -1.59952e-17+0.00734737j 2.44949e-16+0.0127009j -2.3019e-16+0.0116568j -1.88374e-17+0.00342279j 1.11693e-16+0.00128326j 6.0372e-16-0.00619843j 1.92465e-15-0.00591579j -1.95186e-16+0.00207884j 1.73275e-15-0.00506863j 9.65899e-13+0.00869255j -1.03164e-15-0.00772222j 4.8636e-16+0.0111671j 1.14475e-16+0.000127285j 4.67157e-15-0.00234249j 2.38725e-15+0.00436968j 9.04731e-16-0.00156156j -1.43938e-15-0.0114235j 1.2355e-15-0.00384047j -8.87187e-16-0.00176731j 1.86718e-14+0.00723692j -1.24126e-15+0.00301363j -3.40363e-16-0.0001937j 1.86695e-16+0.0112283j -8.37157e-16+0.00589009j -2.37208e-15-0.00953597j -3.59468e-16+0.00205012j -3.80075e-16-0.004372j 4.68566e-16+1.08193e-05j -2.75299e-15+0.0085855j -3.23055e-15+0.0208964j 1.00848e-15-0.000873102j -6.41019e-15-0.00722682j -7.44959e-15-0.010245j -8.0368e-16+0.00395792j 2.56561e-16-0.00762128j 4.50221e-16+0.0121466j -2.92595e-16-0.00544428j 4.92397e-16+0.00978461j -2.75843e-16-0.0144073j -7.20539e-16-0.0174141j 2.62069e-16-0.00615093j 2.99052e-16+0.00817898j 4.67551e-16+0.0150719j 4.76482e-17+0.010094j 1.74198e-16+0.00341916j -6.036e-15-0.010047j -1.28441e-15+0.00428078j 
2.23857e-15-0.0105916j -4.91919e-15+0.0531433j 2.84721e-16-0.0103497j 5.5996e-17+0.00455658j -8.76571e-16-0.0124702j -5.16765e-16+0.0296591j -1.90687e-16+0.0184474j -8.25584e-17-3.01956e-07j 4.64568e-16-0.0154398j 1.88873e-15+0.0436375j 1.13544e-15-0.0251713j 5.4305e-16-0.0108699j 1.348e-16-0.0151067j 6.60786e-16-0.0137803j -2.67846e-16+0.000833601j 2.26807e-15-0.0123055j -1.68941e-15-0.00874372j 2.82265e-15+0.0110137j 8.32989e-13+0.00747298j -2.39588e-15-0.00593878j -1.18851e-15-0.00331611j -3.8673e-15-0.0165609j 1.07177e-14-0.00835474j -3.62621e-15-0.00849517j -2.11677e-15-0.00818995j 3.87923e-16+0.000452198j -1.11672e-15+0.0098792j 1.24992e-15+0.0109602j -7.86226e-16-0.000757726j -2.43509e-15+0.0119294j -3.35951e-16-0.0144972j -4.7017e-16+0.00285249j -1.5488e-15+0.00674287j -7.18996e-16+0.00419824j -1.27188e-15-0.0146912j -2.36073e-16-0.00610124j -1.75917e-15+0.0201864j -5.23739e-16+0.005015j 6.53394e-16-0.0079474j -1.46982e-14-0.0222168j -1.19778e-15-0.000757534j 2.57914e-16-0.00207559j 2.51514e-17+0.00618126j -6.54524e-16+0.0116447j 2.09435e-16+0.0174256j 1.84011e-16+0.0158556j -4.39809e-16-0.0182258j 7.15231e-16-0.00727018j -1.31145e-16-0.00548427j -6.54112e-16-0.0230029j 7.86214e-17+0.0109983j -3.48672e-16-0.0367875j 9.84517e-16-0.00426088j -7.74537e-17-0.0238279j 1.87537e-14+0.0273037j 4.67615e-15+0.0101099j 
-7.25272e-15-0.0470621j -2.83201e-15-0.01053j -1.75303e-15-0.0116448j -1.37788e-15-0.00831392j 6.8077e-15+0.0402514j 2.38501e-15+0.0183254j -1.02818e-15-0.00144617j 3.3739e-16+0.000184812j -4.34082e-15-0.0291831j -5.24148e-15-0.0259675j -1.58778e-15-0.0112099j -3.0184e-15-0.0259726j 5.90699e-16+0.00158572j 9.19621e-16+0.00229583j -7.50582e-16+0.00227496j -1.08499e-15+0.0109631j -1.04518e-15-0.0057332j 9.53428e-17+0.0100355j -5.93741e-13-0.0053494j 3.43235e-15+0.0134828j -8.29516e-16-0.0104295j 3.91612e-15+0.00870959j -7.73657e-15+0.00632407j 9.58219e-16+0.00300837j 3.2884e-15+0.012481j 3.0227e-15+0.018945j -2.21013e-15-0.00907129j -1.23989e-15-0.0088187j -4.82028e-14-0.0165382j 3.50654e-16-0.0128477j 2.79495e-15+0.00987714j -1.78444e-15-0.0120408j 1.54096e-17+0.00320323j 1.69946e-15+0.00732223j -4.94921e-15-0.0175624j -2.35864e-17+0.0023192j 1.20133e-15+0.0127191j 7.56579e-16-0.00874194j 9.14624e-16+0.00617403j 2.25781e-15+0.0026496j -2.25979e-14-0.0361395j -1.94242e-14-0.00956536j -2.26372e-15-0.0109918j 1.32029e-15+0.0137505j 1.12008e-15+0.00886405j -2.73437e-15-0.0126444j 9.16844e-16+0.00169639j -3.87143e-15-0.0247525j -4.04201e-15-0.022824j 3.48422e-15+0.0176056j -2.5534e-15-0.0114696j 2.99334e-15+0.0153127j -3.80474e-15-0.025095j 1.10106e-15+0.00161762j 3.83219e-15+0.0102399j -3.59845e-15-0.0265558j 
-1.03612e-15+0.00154696j 1.95357e-15-0.0234745j -1.0492e-16+0.00429908j -1.54637e-16+0.000983784j 4.86382e-16+0.00706923j 7.57929e-17-0.00134531j 1.09264e-16-0.0134524j -1.31659e-16+0.00762878j -1.25913e-16-0.00244825j -9.67629e-16-0.0167262j -1.82472e-16+0.0151973j -4.48458e-16+0.0127749j -3.61472e-17+0.00368776j 1.06316e-16+0.00234827j -3.52607e-16+0.00470851j -1.96365e-15+0.00625038j 7.22288e-16-0.00116312j -2.422e-15-0.00913454j -1.12595e-12-0.010115j 1.28829e-15+0.00181556j 2.00102e-16-0.00880129j 1.32954e-16+0.00153991j -1.48859e-14+0.0105862j 2.70362e-15+0.0069528j 7.2095e-16+0.000769752j -3.05187e-16+0.00454774j -3.50153e-16+0.00249004j 5.78613e-16+0.00251845j -5.39e-15-0.00208267j -1.21178e-15+0.00535333j 3.64174e-16-0.00184935j -7.41834e-17+0.00114625j 2.99877e-16-0.00243653j -5.73797e-16-0.00389252j 1.79253e-16+0.00849771j -1.46183e-17-0.00552898j 8.81087e-16-0.00159507j 2.15115e-16-0.00428944j 7.55352e-17+0.00348177j -2.92464e-15-0.0039131j -3.74535e-15-0.010929j -3.87857e-15+5.03938e-05j -3.93809e-16+0.005368j 3.26402e-16-0.0106369j -9.09717e-17+0.0238261j 3.97807e-16+0.00806214j 2.63577e-16+0.0368058j -6.86487e-16-0.00544263j 1.54121e-16+0.00434888j -1.16466e-16+0.0295059j 4.96906e-16+0.00213491j 7.05596e-16-0.0297323j 2.53541e-16-0.0370314j -3.20964e-16+0.0132978j -1.54175e-14-0.02662j -4.19483e-15+0.011013j 
4.00177e-16-0.0283846j 6.45029e-16-0.0123572j 2.08173e-16-0.007415j 3.73549e-16-0.00708932j -3.28362e-16+0.0227408j -5.87029e-17+0.00978159j -2.63782e-16+0.00356943j 3.21967e-16-0.00949857j 2.98763e-16-0.0184067j 6.7239e-17-0.0205984j -5.29741e-16+0.00584329j 1.42223e-15-0.0172029j -2.88187e-16+0.0080305j -1.45636e-16+0.00974766j -9.23154e-16+0.00421702j -1.73425e-15+0.0054809j -8.16761e-16-0.0105596j -5.57814e-16+0.00459284j -9.34816e-14-0.000845794j 9.04786e-16+0.0103772j 8.12428e-16-0.0143768j 9.46973e-16+0.00914971j -1.49072e-14+0.0100116j 2.04028e-15+0.00562543j 4.10622e-16+0.00051201j -4.69451e-16+0.00586938j 6.7171e-16-0.00532807j -8.03456e-16+0.00413772j -1.46048e-14-0.00508322j 4.68503e-15-0.0162281j 3.89659e-16+0.00555636j 3.41476e-16-0.0104276j -1.52971e-16+0.00625281j -2.85752e-16-0.0016869j -4.33834e-17-0.000231017j -4.69592e-16+0.000767672j -8.27991e-17+0.0129923j -2.2481e-16-0.0108472j 7.53376e-16+0.00842168j -3.68601e-15-0.00373834j 2.28909e-15-0.00183156j 2.27759e-15+0.00622221j 1.30285e-17-0.00571342j -7.83206e-16+0.00548928j 6.08296e-16-0.020387j -5.83616e-16+0.0400482j -1.06376e-16+0.0038641j 2.9797e-16-0.0273383j 2.99125e-17+0.00398849j 3.6186e-16-0.001942j -8.35291e-16+0.0504276j -1.56838e-16-0.00334347j 2.43954e-16-0.0198735j 8.63676e-16-0.0297682j -1.56156e-14-0.0173736j -2.67972e-15-0.034276j 
-2.60266e-17+0.0299674j 2.31223e-15-0.0197618j 1.54832e-16+0.0147995j 1.55376e-16-0.0122666j -2.83806e-16-0.00673403j -4.34388e-16-0.025294j -8.46672e-17-0.00705512j -7.76471e-19-0.000983119j 4.31344e-16+0.0186296j -2.60022e-16-0.00950171j 2.97762e-16+0.0309434j -1.52046e-17+0.0184217j -3.73224e-16+0.00217975j -3.77801e-16-0.00136661j 2.72187e-16-0.00213054j -5.91686e-16+0.00346656j 8.42557e-16+0.00162447j -1.59687e-15-0.0159286j -3.94875e-13-0.00352611j -1.31808e-16-0.00869517j -2.36221e-16-0.000742722j -1.10825e-15-0.00340219j -9.29514e-15+0.0062858j -4.14975e-16-0.00435165j -6.06355e-16-0.00314559j 2.84718e-16-0.00382823j -1.73444e-15+0.0107386j 4.7355e-16-0.00223329j 2.57299e-14+0.00863695j -5.14726e-16+0.00601877j -5.38072e-16-0.0040559j 6.79778e-16-0.000304727j 6.93824e-16-0.00696137j -3.25134e-16-0.00846693j 1.33582e-15+0.0188099j -9.2781e-17-0.00939346j 4.39592e-16-0.0146754j -8.67945e-16+0.00599565j -1.4266e-15+0.000442595j -4.89044e-16-0.000804862j 1.28457e-15-0.00106659j 1.67568e-15+0.00436729j 3.91869e-16+0.00760308j 1.52754e-16-0.0163564j 8.01007e-16+0.0178718j -2.79604e-16+0.00364316j 1.00306e-15+0.0403251j 2.08341e-16+0.0189827j 3.87323e-16+0.00162966j 4.89586e-16+0.0222842j -6.22443e-16-0.0147079j -4.24583e-16-0.0336679j -7.31781e-17-0.015576j 4.80818e-16+0.017305j -1.39581e-14-0.0287088j -2.37744e-15+0.0326738j 
-6.31257e-16-0.0129639j 2.35684e-15-0.0284412j 1.03655e-16-0.0130044j -8.66693e-18-0.0066433j 1.04434e-16+0.00820187j -1.98554e-16+0.000175037j 1.0852e-16-0.0187459j 1.81581e-16+0.00228097j 8.05077e-17-0.0040643j -8.88833e-16-0.0289708j -4.18318e-16-0.00381384j 5.57205e-16-0.011297j -2.28252e-16+0.0105306j -2.34633e-16+0.00649859j 3.01986e-16-0.00152096j 9.84419e-16-0.0013795j 5.99647e-16+0.000289281j -2.76926e-15-0.0106791j -8.3704e-13-0.00751339j 1.97557e-15+0.0080099j 6.94987e-16-0.00979409j 2.83948e-15+0.0166994j -1.11601e-14+0.00761991j 2.25208e-15+0.00483314j 6.5147e-16+0.00131762j -3.5745e-16-0.00114306j 9.79025e-16-0.00255745j -3.02713e-16+0.00722225j -5.23593e-15-0.00163013j 1.70593e-15-0.00411995j 4.02843e-16+0.00176333j 1.65672e-16-0.00471506j 1.38218e-15-0.0066845j 7.36529e-16+0.000452505j 6.97424e-16+0.00468566j -2.38206e-16+0.00154123j 6.0995e-16+0.00691383j 7.26635e-17-0.0100687j 1.42628e-16+0.0112746j -1.83944e-15-0.00140001j 1.39608e-16-0.00568049j 3.45277e-16+0.00475996j 1.459e-16+0.00567002j -4.09076e-16-0.00639632j -2.49471e-16-0.0191408j 6.4731e-17+0.0244666j -8.47057e-17+0.0169967j -1.98858e-16-0.0226292j 2.65261e-16+0.00426819j -2.10003e-16+0.0141928j -3.941e-16+0.0304465j 8.80285e-17-0.00520523j 2.82974e-17-0.0123681j 7.81288e-17-0.0147837j -2.26565e-14-0.0310336j -5.01962e-15-0.0230927j 
-8.94359e-18-0.00103355j -8.04069e-17-0.000920385j -1.55954e-16+0.00905973j 2.69009e-17+0.00390415j -7.14237e-17+0.0169082j 2.67777e-16-0.00200357j -2.16226e-16-0.000167265j 9.0923e-17-0.00877695j -1.52794e-16-0.0035544j 1.30212e-16+0.00250787j -1.63072e-16+0.00934352j -1.13064e-16+0.000764185j 1.43649e-16+0.00404757j -9.98701e-17+0.00855984j -4.37186e-16+0.00206833j -1.63076e-15+0.00409048j -8.54734e-16-0.00474717j 1.37791e-15+0.00340462j 5.40607e-13+0.00485854j -8.78413e-16-0.00308902j 8.77298e-18+0.0037958j 1.11745e-15+0.0017135j 8.35661e-15-0.00534976j 1.37993e-15+0.00896044j 3.35077e-16-0.000690398j -2.28102e-16+0.00733187j 5.09635e-16-0.00689414j -2.15433e-16-0.00762555j -8.66924e-15-0.00325582j 8.96439e-16-0.0056202j -1.55938e-16+0.00130375j -3.57796e-16+0.00102846j -1.10256e-15+0.00507919j -9.60867e-16+0.000394502j -7.2975e-16-0.000919054j 1.71217e-18-0.00552744j -8.83956e-17-0.000804943j -3.07174e-16-0.00202234j 2.7936e-16+0.00141845j 2.34915e-15+0.00298317j 1.90405e-15+0.00529607j 1.64156e-15-0.000645095j 1.52066e-18-0.00581423j -1.56677e-16+0.0059625j -1.63634e-16-1.31112e-05j -1.58672e-16-0.00893946j 2.16248e-16-0.008988j -4.97731e-17+0.00384291j 7.41053e-17+0.00303646j 4.93747e-17+0.00191598j 1.0126e-16+0.00190517j -1.6532e-17+0.0122395j -2.049e-16+0.00498286j 8.83779e-20+0.00732396j 4.08863e-15+0.00692421j 9.46633e-16-9.53644e-05j 
9.26334e-17+0.000593288j -1.56231e-16+0.000700348j -1.9903e-16-0.0335141j -1.35414e-17-0.018915j -4.64371e-16-0.0273207j -9.39145e-17-0.00389877j 2.27694e-17-0.0206306j -9.26376e-17-0.00636485j 2.16373e-16+0.00683764j -3.76974e-16-0.00382464j -7.18856e-17-0.0301849j 4.73078e-16-0.0160159j 3.12952e-16-0.00512436j 2.74058e-16-0.0174697j 2.52093e-16+0.000667975j 1.04478e-15-0.00139464j 2.4035e-15+0.0107908j -1.737e-15-0.012249j 8.84004e-15+0.000104394j 2.28879e-15+0.00948912j -5.25118e-16-0.00334425j 6.46656e-16+0.0057464j 5.74172e-15-0.00517058j -3.16849e-15-0.0161523j -9.99063e-16+0.00436616j 9.08084e-16-0.0115298j 7.18969e-16+0.00865195j -2.44379e-16+0.014635j 2.82168e-14+0.0105607j -1.29785e-15+0.0125547j 2.42936e-16-0.0113355j 4.2719e-16-0.00202957j 3.31821e-15-0.022228j 2.46485e-15+0.00544382j 2.1323e-15+0.00689542j 3.83146e-16+0.00455352j -1.15217e-16+0.00286703j -1.2517e-15+0.0016328j -9.00748e-16+0.00622958j -6.73366e-16-0.00171973j 1.24211e-15+0.00417491j 1.9373e-15-0.000586421j 3.58519e-16+0.016794j -6.38736e-17-0.00851918j -3.78529e-16-0.0173432j 2.20116e-16+0.0148743j 2.65475e-16+0.00969262j -2.22393e-16-0.00213738j -2.8276e-16-0.0115867j 7.19858e-17+0.0102482j -1.50161e-16-0.00471466j -1.81786e-16-0.0244066j -1.10512e-16+0.0211294j -1.20284e-16-0.019923j -1.25312e-14-0.0193594j -2.69329e-15-8.55986e-05j 
1.24826e-17-0.010225j 1.39794e-17-0.000126004j 3.33727e-16-0.000409995j -7.32172e-16+0.0606554j 4.46466e-17-0.00958371j 1.30519e-16+0.0047527j 1.83114e-16-0.00786062j -2.57483e-16+0.000801184j -2.60514e-16-0.0169914j 8.28249e-16+0.0297023j 6.413e-16-0.00764489j -1.11389e-15+0.0246177j 3.74709e-16+0.00699232j 7.93407e-17+0.010581j -9.07539e-16+0.0257399j -5.15057e-15+0.0126876j 3.04014e-16-0.00416802j -9.89062e-16-0.0013327j -4.06426e-13-0.00366152j 1.72282e-16-0.000227046j 4.66421e-16-0.000492316j 3.3594e-15+0.0151665j 8.60505e-15-0.00496604j 4.31566e-15+0.0178756j 1.67682e-15+0.0070992j -1.043e-15+0.0050762j 3.08606e-15-0.0161423j -6.19247e-16+0.00248183j -2.21807e-14-0.00730549j -1.7222e-15+0.00374617j 1.0283e-16+0.00480486j -1.48307e-15+0.00528876j -1.18316e-15-0.000546513j 2.34098e-15+0.0189162j 8.37973e-16-0.0080939j 8.29062e-16+0.0168468j -5.54096e-16+0.0111221j 1.65419e-15-0.0123684j 1.67579e-15+0.000935029j 2.65304e-15+0.00333305j -1.49262e-15+0.00417453j -2.05496e-15-0.00841655j -1.81085e-16+0.00797822j 1.18825e-16-0.00580148j -1.71513e-16-0.00549387j -2.94403e-16-0.0200043j 9.60891e-18-0.0340934j 1.77715e-16-0.0170356j 2.97935e-16+0.0287307j 9.4133e-17+0.00388854j 1.30631e-16+0.0203574j 3.20292e-16+0.0285168j -6.59136e-17+0.00815076j -1.28052e-17+0.00521304j 4.61241e-15+0.0134721j 9.54245e-16-0.0291525j 
-3.77259e-16-0.000377662j 1.82807e-15-0.0224884j -2.55295e-16-0.0206868j -5.82818e-16+0.00596823j -8.48075e-18-0.016123j 3.15372e-16+0.0225916j -4.37144e-16-0.0254998j 2.36339e-16+0.0130962j 3.72048e-16-0.00514536j -1.08055e-15-0.0151427j -3.18812e-16-0.0290564j -6.43079e-16+0.0125485j 6.43613e-16+0.0125823j -4.80382e-16+0.00117932j 1.2891e-15-0.00902428j 4.07226e-15-0.0109711j 1.9645e-15+0.0136458j -3.60384e-15-0.00449764j -1.34741e-12-0.0121152j 2.11449e-15+0.0108329j 1.39611e-15+0.00530341j 2.38838e-15+0.0133723j -4.35914e-15+0.00411546j 4.17916e-15+0.0135655j 1.21532e-15-0.00496947j -1.25326e-15-0.00855423j -2.4288e-15+0.00757771j 1.73439e-15+0.0086608j -1.94243e-14-0.00691435j -2.49287e-15+0.0117785j -1.3284e-16+0.0046945j 2.54084e-16+0.00790437j -6.51993e-17-0.00306034j -1.24007e-15-0.00618976j 1.33542e-15+0.00535573j -7.12541e-16+0.00416144j 5.06925e-16+0.00522622j -6.26816e-16-0.00514179j 7.64653e-17+0.010866j 1.8147e-15+0.00294759j 6.35381e-16-0.00101949j 4.05431e-16+0.00209429j 7.07553e-17+0.00605323j 3.02817e-16-0.0102279j -1.19172e-16-0.0100285j -2.70924e-17+0.00989938j 9.95283e-16+0.0223513j -1.67243e-16-0.0174752j -1.87921e-16+0.000234199j 6.67925e-16+0.0167324j 1.47204e-16+0.0189778j -1.82309e-16-0.00440588j -4.99125e-17-0.00930657j 1.68774e-16-0.000636429j -2.35669e-14-0.0341775j -4.78265e-15-0.00843875j 
3.67238e-16+0.0210281j -1.70957e-16+0.00553179j -9.2634e-17+0.00981571j 2.28325e-16-0.0264586j 3.63472e-18+0.0129395j 3.19566e-16-0.00636776j -1.8382e-16-0.0112498j -3.184e-17-0.00928007j 1.37678e-16+0.0128953j 1.376e-16-0.0019074j -1.62895e-17+0.0157904j 4.84074e-16-0.0131196j -5.52322e-17-0.00307258j 9.77117e-17-0.000760094j 5.88824e-17-0.0110978j 2.48854e-15-0.00771937j -1.21594e-15-0.00327686j 2.66935e-15-0.00813411j 1.43537e-12+0.0129271j -1.42457e-15-0.0104101j -7.97933e-16+0.00436125j 8.52344e-17-0.00161623j 2.10712e-14-0.0150486j -1.79528e-15-0.000703049j -2.04324e-15-0.00884716j 1.3292e-15+0.00208015j -2.64174e-15+0.0088793j 3.77115e-16-0.00936857j 2.03101e-14+0.00623875j 4.13911e-16-0.00113466j -4.96742e-16-0.0135061j 3.24888e-16+0.00279943j -9.95006e-16+0.00187808j -1.45225e-15-0.00177063j -4.18733e-16+0.00610531j -4.46393e-16-0.021912j 4.51844e-16-0.015828j -1.63448e-15+0.00601672j -1.19112e-15+0.00340616j 2.65855e-15+0.00360796j 6.13171e-15+0.00756283j 6.07274e-15+0.00801522j -1.09357e-16-0.00206205j 3.90091e-17+0.0091549j 6.18203e-16+0.0155132j -1.85508e-17-0.00119834j 7.4003e-16+0.0226584j -2.13036e-17+0.0190867j -1.543e-16-0.00807054j 1.92545e-16+0.00735804j 1.09144e-16-0.011791j -1.99487e-16-0.0214393j -1.7276e-16+0.00267555j 1.94808e-16+0.012234j 1.21159e-15-0.00544266j 7.37752e-16+0.0365415j 
1.31811e-16+0.00576678j -4.16028e-16+0.00615071j -2.78927e-18+0.00452524j -4.05715e-17+0.0112113j 2.12514e-17-0.00422525j 2.32818e-16+0.00287704j 2.11956e-16-0.0128153j -7.09394e-17+0.0255888j 2.13288e-17-0.0013395j 5.01667e-16+0.00912632j 3.78579e-16-0.00531203j 2.57523e-16-0.00637164j 4.21059e-16-0.00357836j 1.52118e-16-0.010738j 8.14039e-16-0.00133423j 3.18072e-15-0.0110304j -1.37041e-16+0.00297278j -2.63886e-16-0.0104968j -2.07418e-13-0.00185146j -1.10892e-15-0.0106819j -6.74731e-17-0.00131172j 1.73584e-15+0.0115002j 3.7827e-15-0.00314897j -1.48266e-15-0.00388427j -5.90201e-16-0.00971815j 5.71959e-16-0.00874666j -1.60889e-15+0.00563144j 3.67184e-16+0.00201293j 4.57473e-16-2.33411e-05j -1.11112e-15+0.0041522j -7.97466e-17-0.00723905j -5.35204e-16+0.00318923j -7.06294e-16+0.00224948j 4.71593e-16+0.00884538j -3.02105e-16-0.013129j 1.06701e-16+0.00385203j -3.46691e-17-0.00347085j 7.54383e-17+0.00276895j -4.16267e-16-0.000721834j -1.73033e-15-0.00268719j -2.48113e-16-0.00389998j 3.89517e-16+0.0045466j -4.44508e-17+0.000340935j 1.46463e-16-0.000632623j 2.85404e-16+0.0130224j -1.65189e-16-0.0141524j 2.29099e-16-0.00538727j 1.37246e-16+0.00137288j -2.04067e-16+0.010995j 3.50898e-16-0.0102886j 1.48208e-16-0.0122729j -5.94282e-18-0.000921017j 7.53591e-17-0.00651026j 5.35872e-17+0.0116402j 1.06379e-14+0.0145879j 2.35456e-15+0.0114373j 
8.86458e-17-0.00198951j -8.94448e-16+0.00563076j -2.69009e-16+0.00968885j -2.14219e-16+0.00523671j -2.6149e-16+0.0154225j 1.92404e-16+0.00602618j -1.36343e-16+0.00212307j 4.27554e-16+0.000586307j 2.02168e-17+0.00332966j -3.61787e-16+0.00151526j -1.74512e-16+0.00476821j -2.56878e-17-0.00347355j -2.61787e-16-0.0014243j -1.37469e-16+0.00809855j 1.13445e-16-0.0060952j 1.56274e-15-0.00609203j -1.97168e-15-0.00985406j 5.90107e-16-0.00174657j 5.92348e-14+0.000536347j -5.55243e-16-0.0063616j -6.34368e-16+0.00176783j -2.35003e-17-0.0032676j 1.60237e-14-0.010498j -3.17792e-17+0.00707209j -4.91226e-16+0.000289854j 2.10595e-16+0.0101603j -1.33304e-15-6.87252e-05j 1.56147e-16-0.00797378j -1.75049e-15-0.00139444j 1.91836e-15-0.010529j -3.29911e-16+0.00389661j -3.52852e-16-0.000108063j -2.95367e-15+0.00958864j 3.05124e-17+0.00686179j -4.73098e-16+0.00276696j 6.61718e-16-0.00400569j -1.84444e-16-0.00078398j 7.84443e-16-0.00536012j -3.85556e-17+0.00165393j 3.43077e-15+0.00545363j -1.20267e-15-0.00279418j -1.74619e-15-0.00101109j 1.89176e-17-0.00892248j -3.03775e-16+0.00826149j 7.73105e-17+0.0138964j 2.13767e-16-0.00800235j 5.51236e-16-0.00498457j -1.45435e-16+0.0041058j 8.46119e-17+0.00109201j 2.49526e-17+0.00477709j -4.89851e-17+0.0024273j -2.35877e-16+0.00958786j -3.81622e-16-0.00232397j -9.28172e-17+0.0097233j 6.54171e-15+0.0104982j 1.47165e-15+0.00229681j 
-3.37556e-17+0.00383356j 4.65276e-16-0.00306289j -7.28054e-17-0.000175804j 7.43906e-18-0.00331658j 5.20307e-16-0.00375051j 2.61714e-16+0.0213759j -2.45993e-16-0.00646998j -3.27346e-16+0.0266074j -1.81181e-16+0.00983315j -2.42538e-16-0.0159205j -2.98174e-16-0.0118469j -1.37935e-16-0.00138324j 1.33032e-16-0.00289094j 1.36659e-16-0.000106399j 1.64417e-15-0.0193295j 6.76654e-15-0.020878j -7.10823e-16+0.00360983j -1.51648e-15-0.00279207j -9.04676e-13-0.00813762j 1.51625e-16+0.000759869j 3.00159e-16+0.00148795j -4.72156e-16-0.00350283j 2.67311e-15-0.00181205j 1.20852e-15+0.00426761j -2.27914e-16-0.00693595j -4.031e-18-0.00429155j -1.84422e-15+0.00758924j 1.40067e-16+0.00256628j 9.85429e-16-2.58739e-05j 8.24244e-16-0.00294726j -3.78117e-16+0.00233588j -2.4837e-16+0.00676962j -1.79252e-15+0.00888523j -1.08656e-15-0.00161832j -2.8758e-16+0.00278563j -2.85292e-16-0.00024853j 5.92247e-16-0.00576283j 1.07824e-15-0.00292034j -4.51475e-17+0.00119107j 2.86858e-15+0.00556122j -7.98724e-16-0.00793285j -1.49361e-15+0.0043567j -1.32874e-16-0.00583651j 3.20162e-16+0.00248041j -1.79551e-16+0.0156586j 5.92551e-17+0.00163733j 1.24517e-16+0.0168463j -2.19254e-16-0.00272553j -1.35182e-16-0.000728824j 1.49037e-16-0.000106163j 5.32818e-16+0.002137j -5.39644e-17+0.00152471j 4.79462e-16-0.0176239j -4.4747e-17+0.00958135j -2.77974e-15-0.00556883j -4.53869e-16+0.00698544j 
