6.5001e-15-0.0639989j -2.55092e-14+0.247277j 5.63162e-16-0.078775j -8.8285e-16+0.0452644j -7.62967e-16-0.074009j -1.55128e-15+0.193761j -1.81716e-15+0.101207j -4.38179e-17-0.0272557j -7.75039e-16-0.0664243j 5.05581e-15+0.217108j 4.60919e-15-0.14528j 3.49906e-16-0.0517878j 1.02887e-15-0.0505173j 2.63195e-15-0.0377882j -3.18511e-16+0.023066j 7.93291e-15-0.0442073j -4.71612e-15-0.0174818j 1.31525e-14+0.0475175j 4.22063e-12+0.0378932j -7.09904e-15-0.0253556j -4.77107e-15+0.0360451j -1.48397e-14-0.084904j 6.81212e-14-0.0475318j -1.07422e-14-0.0259952j -4.59918e-15+0.0053714j 9.92429e-16+0.00670108j 4.28016e-15-0.00715091j -7.78711e-16+0.0150692j 1.2906e-14+0.00492806j -9.57248e-16+0.00456885j -1.71569e-16-0.0170547j -2.43627e-15-0.0117269j -5.51182e-15+0.0243658j 3.26647e-15+0.0381849j -2.70582e-15-0.0299384j 2.66171e-15-0.000730845j -5.57239e-15+0.0264601j 2.95623e-15+0.0147018j 4.24017e-15-0.0488819j -1.07769e-14-0.0144771j -1.37937e-15-0.00760787j -2.06618e-16+0.00652701j -5.26859e-16-0.0326635j -2.07521e-15+0.078266j 1.01154e-15+0.0287043j 4.99961e-16-0.0314939j -1.10567e-15-0.0888523j 4.10143e-16-0.00248559j -1.91922e-15-0.0620508j -1.23562e-15-0.0550135j -1.45965e-16+0.0365131j -2.7772e-16-0.0368439j 1.44057e-16+0.0531518j -6.0567e-17-0.0699788j 7.63234e-14+0.118694j 1.70577e-14+0.00733238j 
1.42216e-15-0.0102549j -1.55183e-15+0.0066233j -6.00923e-16+0.00838684j -9.23481e-16+0.0115065j -1.1257e-16+0.000225063j -1.21554e-16-0.00195938j -2.51402e-15+0.0233369j -5.74725e-16+0.0136307j 6.95437e-16-0.00188875j -9.98717e-17+0.0026249j 6.19599e-16-0.00485431j -3.68904e-16+0.000661323j 5.94112e-16-0.00418575j 1.00689e-16-0.000588396j 3.82631e-16-0.000174382j 1.49373e-15-0.00521741j -4.05317e-17+0.00167142j -2.70162e-15+0.00126586j -1.42475e-12-0.012831j -2.99489e-16-0.00138996j -1.8381e-16+0.00586227j -4.17461e-16-0.00608259j -1.3019e-14+0.00885716j -4.83313e-16-0.00452699j 2.93803e-16+0.00361463j -4.22803e-16+0.00341294j -1.52458e-15+0.00343218j 1.30795e-16+0.00229768j -1.10485e-14-0.00411004j 1.52936e-15-0.00420047j -1.25732e-15+0.0155178j -1.62681e-16-0.00219361j -1.2099e-15+0.00658854j -1.871e-18+0.00111178j -5.01991e-16-0.00666584j -4.19017e-16+0.00654786j -2.56197e-15+0.014259j 5.88794e-16+0.00104024j 2.03773e-15-0.00889699j -7.32276e-15-0.0129455j -4.54438e-15-0.00788869j -3.62794e-15-0.00460409j 8.84887e-16-0.00887529j -6.33264e-17-0.00135352j 1.20985e-16-0.000349931j -7.83562e-17-0.00324185j 1.99606e-15-0.0264215j 6.66977e-16-0.00492269j -2.67303e-16+0.00273713j 1.3021e-15-0.0145336j 3.20916e-16-0.00416059j -1.62159e-15+0.0206112j 3.30743e-16-0.00132093j 4.90236e-16-0.00213702j 1.02215e-14+0.0227567j 4.23798e-15-0.0160849j 
-2.42225e-16-0.00589073j 2.77332e-16-0.00207928j 1.67244e-16-0.000876634j -2.64689e-17+0.011474j 1.11968e-17-0.0049814j -1.64191e-17+0.0101848j 2.53819e-16+0.00944329j 4.30636e-16+0.00722182j -1.51353e-16-0.000623881j -3.1933e-16-0.000989161j -5.29615e-16-0.00579259j -1.50399e-16+0.000110055j -4.34659e-16+0.00745057j -3.10958e-16+0.0090082j 5.86205e-16-0.00204294j 1.50498e-15-0.00668955j 2.18727e-16+0.00177104j -1.92501e-15+0.000752099j -1.24206e-12-0.0111766j 4.07179e-16-0.00132398j 9.07887e-16+0.00427931j 1.10646e-16-0.00146571j -4.60857e-15+0.0039702j 6.07519e-16+0.00153481j 1.28702e-15+0.00742775j -9.53631e-16+0.000247006j -8.27872e-16-0.0005876j 1.03656e-15-0.00114731j -2.65992e-14-0.00940048j 1.93293e-16-0.00238594j 4.95182e-16+0.00895395j -1.09474e-16+0.001842j -1.02076e-15+0.00825644j -4.34791e-16+0.000277338j -7.88325e-16-0.00190686j -2.16053e-16+0.00540723j 6.13831e-16+0.00371057j 9.58631e-16-0.00420919j 1.57467e-16+0.00171513j -1.66902e-15-0.00136596j -1.82707e-15-0.0038137j -1.64379e-15-0.000953253j -1.17918e-16-0.0040782j 3.20617e-17+0.00130901j -2.08863e-16-0.00650845j 2.89167e-16+0.00180548j -6.73157e-16-0.00268245j -4.15655e-16-0.0157862j 9.1694e-17+0.000155801j -6.15453e-16-0.00295047j 4.62722e-17+0.016088j 4.75582e-16+0.0178303j 2.45593e-18-0.00299336j -1.6245e-16-0.00385544j -2.96983e-15-0.00180561j -1.11393e-15-0.0177047j 
3.21282e-17+0.00315681j -3.29296e-16+0.00412207j 6.81704e-17+7.38985e-05j -8.69747e-17+0.00298316j 6.09e-17-0.00627998j 4.59367e-17-0.0129296j 1.39019e-16+0.00398708j 1.67236e-16-0.00199897j 1.44502e-16+0.0155595j -1.45703e-16+0.00507602j 1.89882e-16-0.00853093j -5.31009e-16+0.0107723j 2.05623e-17-0.00682069j -9.8821e-18+0.000290148j -3.15743e-17-0.00931139j 8.31524e-16-0.00165248j -1.67949e-15-0.00576244j 4.17234e-16+0.000331147j 9.02866e-14+0.000810228j -3.25379e-16-0.00149756j -7.94673e-16-0.00493449j -2.66892e-15-0.0124854j 2.09932e-15-0.00147827j 2.69531e-16+0.000651377j -7.71098e-16+0.00299904j 6.0979e-17+0.00500543j 5.06498e-16-0.000914944j -6.92988e-17+0.00107939j 9.41788e-15+0.0032777j -2.02561e-15+0.00864336j -4.18868e-16+0.00511029j -9.37827e-17-0.00445069j 9.56263e-16-0.00974453j 1.66912e-15+0.00193353j 1.61543e-15+0.0109114j 9.03292e-16+0.00888251j -5.84459e-16+0.00653372j 8.02793e-16-0.00405072j 9.96452e-16-0.00543254j 1.34722e-15+0.000808427j -2.45675e-15+0.00319504j -2.70112e-15-0.00976271j 1.24675e-17+0.00350736j -4.86234e-17-0.00617042j 1.14971e-17+0.00156104j -6.72406e-17-0.00516208j -3.84975e-16-0.0180446j 3.87831e-16+0.0157469j 3.20633e-18+0.000676605j -1.58766e-16+0.0028421j -8.87937e-17-0.0149076j -1.65583e-18+0.00145004j -1.85672e-16+0.0161731j -1.62106e-17+0.000466051j 6.37488e-15+0.00985807j 1.42201e-15+0.00029481j 
7.07928e-17+0.00222701j 3.35092e-16-0.00409314j -2.45716e-16-0.00247326j -1.47228e-16-0.0015011j 3.9645e-18-0.00343565j 1.9028e-16-0.00636425j -3.46943e-16-0.0035025j -3.34876e-16-0.00321924j -1.15265e-16+0.0102378j 1.573e-16-0.0040387j 1.00872e-16+0.00175305j -6.65817e-16+0.00741999j 4.53769e-16-0.00510581j 6.49173e-17+0.00162908j 1.09271e-17+0.00288491j -1.35855e-15+0.00407246j -1.08101e-15-0.00650945j -2.38764e-16-0.000946971j 2.66696e-13+0.00239935j -6.638e-17+0.00272516j -1.06282e-16-0.00815574j -1.26712e-15-0.00739947j -4.44835e-15+0.00286861j 3.44161e-16-0.00135289j -4.22954e-16+0.00599033j -1.66409e-16+0.00384107j 3.01356e-15-0.00656819j -1.55897e-15+0.00268847j 2.50728e-14+0.00925293j -8.95583e-16+0.00347144j -3.02852e-16-0.00223775j 4.71783e-16+0.000713505j 1.46274e-15-0.010077j 1.62635e-15+0.00215922j 1.14172e-15+0.00726796j 5.09325e-16+0.00404515j -1.82417e-16-0.00512313j 1.56193e-15+0.000232259j 1.06148e-15-0.00593049j 6.24746e-15+0.00877633j 7.24053e-16+0.00287406j -6.6205e-17-0.00196553j -3.44776e-17+0.00770183j -7.70365e-17-0.0059004j -5.06736e-16+0.000954287j -1.01552e-16+0.000328602j 4.06477e-16+0.00448596j -9.09632e-17+0.0103437j -7.00658e-17+0.00410659j 2.57873e-17+0.00746564j 6.03295e-16-0.00717738j 5.02885e-17-0.00803184j 3.07428e-16+0.00159257j -1.44912e-16+0.00154869j -3.44801e-15-0.00520805j -5.6381e-16+0.00341137j 
-3.59111e-16+0.00242238j 5.71395e-16-0.00368371j 6.0995e-18-0.00395695j -5.99517e-17+0.000623056j 2.14854e-17-0.00272793j 1.27499e-16-0.00668335j -2.59836e-17-0.00293081j -1.84553e-16-0.00587967j 3.27762e-16+0.00242309j -7.81651e-16+0.00829641j -4.26466e-16+0.00297721j 7.16704e-16-0.00682215j -1.08263e-15+0.0106297j 2.49757e-16+0.00150128j -8.8623e-16+0.00849065j -1.65625e-15+0.00233255j -2.54636e-16-0.00262166j 8.78747e-16-0.00698288j 2.7805e-13+0.00251086j -1.39354e-17-0.0110153j 2.18116e-17+0.00232059j 3.37001e-16+0.00459455j -1.17499e-14+0.00750593j 1.26223e-15-0.00267165j 1.22057e-15+0.00556462j -2.76025e-16-0.00486238j 4.35041e-15-0.0132186j -6.6458e-16-0.00310685j -4.60735e-16+0.000698444j -4.31382e-16+0.00142119j 3.73043e-17-0.000553131j 3.24577e-16-0.00260586j 2.0066e-15-0.0066253j 1.17165e-15-0.00273217j 1.07529e-15-0.000201564j -4.22368e-16+0.00461138j 4.31438e-16-0.0034076j -1.64644e-15+0.00395272j -1.32465e-15+0.00574902j 2.84964e-15+0.00372113j 2.09713e-15+0.00561524j 1.9731e-15+0.00072577j 5.64689e-16-0.00241557j 3.45575e-16-0.00336586j 7.6197e-16-0.0149376j 7.82545e-16-0.00815442j 1.16435e-16-0.00258684j 3.66094e-17-0.000990668j 4.29862e-16-0.00403888j 2.41082e-16+0.0026356j -4.40348e-16+0.00603306j -5.41629e-16+0.0085032j -6.49642e-16+0.0137816j 7.09201e-18-0.0030318j -5.12817e-15-0.00751625j -1.10093e-15-0.00582052j 
-1.72729e-17-0.00338295j 4.75009e-16-0.00418917j -3.46971e-17-0.00230325j 1.86989e-16-0.00146276j -1.95911e-16+0.00308525j 5.32105e-17-0.00495056j 3.71626e-16-0.00504896j 1.884e-16-0.00580784j -2.61014e-16+0.00635555j 7.19335e-16-0.0116815j -3.50804e-16+0.00454262j -1.18346e-17-0.00548807j 5.912e-16-0.00765748j -8.1081e-17+0.00662988j -2.3532e-16+0.0024778j -8.61246e-16+0.00303773j 1.90761e-17-0.00185382j 9.08711e-17-0.00197385j 2.95328e-13+0.00266374j -1.14506e-16+0.00550352j -2.02484e-16-0.0092045j 1.79425e-16-0.00117691j 1.16105e-14-0.00767351j 6.23687e-17+0.00220578j -3.00895e-16+0.0124618j -4.03966e-16+0.00511364j -2.74117e-16+0.000839586j -1.14415e-15+0.000590972j 1.62034e-14+0.00576703j 1.98609e-15-0.00654185j 2.89855e-16-0.00412315j -2.32923e-16-0.00253691j -4.50331e-16-0.00197574j 1.11521e-15+0.0107511j 3.37426e-16+0.00439355j 1.32567e-15+0.00138238j 5.40702e-16-0.0072318j 8.89726e-16-0.00418236j -1.66392e-16+0.00168535j 2.9023e-15+0.00441682j -5.45817e-16-0.00068712j -1.08314e-15-0.00181093j -4.88741e-16+0.00458666j -2.48736e-16+0.00250485j -7.91376e-16+0.00175836j -8.3103e-16+0.00396069j -5.62976e-16+0.00587323j -5.0079e-17-0.00320186j -2.88736e-16+0.00336669j -4.41643e-16+0.00722298j 8.014e-17+0.0015508j 6.86187e-16+0.00106088j 6.05096e-16+0.000183534j -1.19783e-16-0.00112577j -2.18552e-15-0.00246992j -7.49671e-16-0.00509419j 
2.61934e-14+0.00351789j 2.41883e-14+0.00304847j -3.04981e-15-0.000317029j -1.22618e-14-0.00171293j -5.87695e-14-0.00773594j -7.16929e-14-0.00945385j 1.441e-14+0.00181925j 4.08476e-14+0.00560175j 2.94429e-14+0.00382257j 4.40059e-14+0.00571806j -5.33119e-14-0.00677809j 7.01747e-14+0.00956573j -3.64812e-14-0.00478768j -7.70845e-14-0.0103897j -3.74181e-14-0.00484945j -1.80756e-14-0.00233608j -1.89727e-14-0.00255186j 2.05148e-14+0.00285762j 6.34762e-14+0.000531139j -2.29098e-14-0.00298796j -3.253e-14-0.00450433j -2.37733e-14-0.00302785j 3.73308e-14+0.00656438j -3.32332e-14-0.00444528j -3.60024e-14-0.00484238j -3.44108e-14-0.00479259j 3.39037e-14+0.00421954j 2.71787e-14+0.00361207j 4.40927e-14+0.00435857j 7.03888e-14+0.00955286j 8.89369e-15+0.00104924j -2.70452e-14-0.00358985j -6.05965e-14-0.00827836j -4.0798e-14-0.00579565j -1.09176e-14-0.0016002j 6.77915e-14+0.00916902j 4.90513e-14+0.00637555j 3.94253e-14+0.00535747j -4.06886e-14-0.00539788j -2.35895e-14-0.00270745j -6.13243e-15-0.000525934j -3.5748e-14-0.00444332j 3.45225e-14+0.00456088j -6.99556e-14-0.00943699j -4.75562e-15-0.000434458j -2.63935e-14-0.00359345j -8.82004e-14-0.0113482j 9.92424e-14+0.0133224j 1.46098e-15+0.00025364j -6.48135e-14-0.00868568j -1.38697e-13-0.0185356j -6.37549e-14-0.00868414j 3.95971e-14+0.00483015j -1.07456e-14-0.00127146j 6.6017e-14+0.00781336j 4.86369e-14+0.00650795j 
-8.15039e-16-0.000916771j 1.15458e-17-0.00827582j 2.84552e-16+0.00379981j 2.86685e-16-0.00101289j 1.8227e-15+0.00582599j 1.86768e-15+0.00505215j -3.50075e-16-0.00408359j -1.11926e-15+0.00524823j -6.6009e-16-0.00416604j -1.46417e-15-0.00794692j 1.54771e-15+0.0157843j -1.30069e-15+0.00362119j 7.61002e-16+0.00306428j 1.98511e-15-0.00247382j 9.41743e-17+0.00759668j -2.42688e-15+0.0081162j -6.8432e-16-0.0066282j 1.90908e-16+0.00569883j 7.623e-14+0.00068013j 1.77619e-16+0.00091267j 6.41844e-16-0.00731433j 1.17298e-16+0.000972033j -1.14534e-14+0.00637732j 1.07785e-15-0.00162654j 1.22724e-15-0.00340792j 3.90377e-16-0.00431078j 2.37125e-15-0.0109254j -2.66061e-15-0.0003431j 6.76284e-15+0.00327257j -1.022e-16-0.00915239j -3.73515e-16-0.00636398j 9.9085e-16+0.00448599j 2.07711e-15+0.00313888j 7.06443e-18-0.00577793j 2.72007e-16-0.00236166j -1.69172e-15+0.00274728j -7.76489e-16-0.00928356j -6.44581e-16+0.000897187j 1.89979e-16+0.00281442j 8.19256e-15+0.0112116j -2.84503e-16-0.00361161j -7.73847e-16+0.00184944j -1.01063e-15-0.000484179j 1.7388e-15-0.00083987j 6.59217e-16+0.0098395j 6.07053e-16-0.00100576j 2.67918e-15+0.0164951j -2.19784e-15+0.000368729j 1.51225e-16+0.00287811j 1.84255e-15+0.000426753j 3.29341e-15+0.00227101j 1.38538e-15-0.00552525j -1.24857e-15-0.0195556j 5.96178e-16+0.00602555j -6.02306e-15-0.00796376j -1.89705e-15+0.00451444j 
2.24384e-16+0.00463177j 1.34304e-16-0.000306041j 1.61543e-16+0.0042414j -5.12251e-17-0.00114739j -6.04874e-17+0.00314237j -2.32075e-16-0.00561177j -1.39097e-16-0.000647643j 2.12558e-16-0.00284872j 1.26896e-16-0.0020459j 5.55821e-17+0.00574104j -1.98678e-16+0.00436606j 2.61712e-16+0.003504j -4.18294e-16+0.00406346j -1.97898e-16+0.001962j -3.91163e-16+0.00132506j -1.79612e-15+0.00628645j 1.36391e-15+0.00497408j 8.07939e-16+0.00127983j 5.43467e-13+0.00488432j 6.94108e-17-0.000560754j 1.52803e-16+0.00176487j -7.57158e-16-0.00229404j -6.90414e-15+0.00475849j 2.13877e-16-0.000667645j -3.245e-16-0.0062844j -9.52997e-17+0.000351701j 2.08593e-15-0.00788025j 6.25102e-16+0.000620678j -1.20709e-14-0.00388669j -1.97578e-15+0.0105436j -5.03076e-17-0.00359583j -2.59898e-16+0.00304743j -6.45936e-17-0.00078797j -9.22363e-16-0.00301565j -1.5126e-16-0.0011114j -7.50597e-16-0.00633464j -8.07997e-18+0.000188589j -5.24338e-16+0.0022343j 7.38216e-17-0.00319694j -4.24357e-15-0.0061148j 4.21413e-15+0.00892033j 4.85232e-15+0.00233476j 2.23273e-16+0.00172444j -3.1246e-17-0.00132007j 1.21586e-16-0.00308911j -2.95515e-17-0.000373763j -2.57288e-16-0.00419263j 4.70531e-16+0.00439567j 3.9217e-16+0.00410176j -1.03945e-16-0.00203976j -6.47664e-16-0.00282717j -2.80153e-16-0.00385138j -2.43952e-17+0.00354705j 2.4351e-16+0.00197936j 2.09629e-15+0.00143708j 8.53821e-16+0.00629204j 
-6.9188e-17-0.00196847j -4.1709e-16+0.0025364j -2.22596e-16-0.00357664j -2.03439e-16+0.00222545j -1.25211e-16-0.00381445j -8.85898e-17-0.00248174j -1.79614e-16+0.00435582j -2.16255e-16-0.00947975j 1.54993e-18+0.0014065j -1.91339e-16+0.00262104j -1.57273e-16-0.0013116j 9.6983e-17-0.00448607j -1.21589e-16+0.00328085j -1.45759e-16+0.00298269j -4.38359e-17+0.00264056j 1.89786e-17-0.00200508j -1.55987e-15-0.00688545j -8.84792e-16-0.00138787j -6.37678e-13-0.00573318j 5.05235e-17-0.001963j -3.4582e-16+0.0017292j 1.12699e-15+0.00251542j 1.0335e-14-0.00714954j -2.07276e-15-0.00489023j 4.45349e-16+0.00963519j 3.14131e-16+0.00275061j -2.40678e-15+0.00791964j 5.29865e-16-0.00303292j -2.4419e-15-0.00143291j 5.86214e-16-0.00423185j 1.15061e-16+0.00212348j 3.11167e-17+0.000214707j -9.03449e-16+0.00290763j 1.92519e-16+0.0031764j -4.21689e-16-0.00108677j 3.61223e-16+0.00247126j -7.28704e-17+0.00442374j 7.23208e-18-0.00163459j -2.36849e-16+0.00439475j 2.18717e-15+0.00259918j -6.06407e-16+0.00119826j -6.14603e-16-0.0025651j 3.41935e-16+0.00388282j -2.67015e-16+0.000580597j -2.84119e-16-0.0074924j 1.65062e-16+0.00692384j 2.00417e-16-0.00250994j -1.78748e-17-0.00659342j -1.4838e-16-0.00273856j -5.60118e-18-0.000758386j -1.02953e-16+0.00970452j -2.40687e-16+0.00299601j -1.03028e-16+0.0074761j -2.04229e-16-0.00899494j -2.79707e-15-0.00211404j -6.53341e-16-0.00901283j 
-6.20773e-17+0.0082814j 3.30028e-17-0.000583844j 3.98378e-17+0.00202435j -2.58159e-17-0.00198967j 2.72898e-16-0.00815343j 2.89809e-16-0.00298411j -1.24898e-16+0.00436714j -1.59675e-16-0.00373211j -2.79997e-16+0.00107334j 6.53817e-18+0.00272405j 3.81831e-16+0.0032479j -4.01252e-16+0.00658367j 5.25822e-16+0.000994419j 1.90903e-16-0.00308126j 4.39768e-16+0.00798528j -4.07438e-16-0.000873282j 1.07006e-16-0.00136345j 7.45263e-17+0.00377836j 7.33446e-14+0.000652816j -2.61934e-16+0.00120461j 1.13502e-15+0.00684735j 5.99381e-16+0.00122632j -8.79819e-15+0.00673522j 1.79357e-15+0.00322888j 8.77092e-16-0.00054605j -3.06697e-16-0.00251595j 1.77209e-17+0.00132853j 9.44187e-17+0.000762714j 6.99197e-15+0.00260404j -1.53248e-15+0.00631162j 9.85313e-18+0.000355567j 4.72048e-16+0.00871415j 1.70717e-15-0.002981j -2.09164e-15-0.0131041j -1.04309e-15-0.00506357j -1.50477e-15-0.00426507j -4.03801e-16+0.000905733j -6.63075e-16+0.00790326j 2.42815e-16-0.00359187j 3.52969e-16-0.000208162j 3.45153e-15+0.00997554j 4.18539e-15+0.000522408j -3.80935e-20+0.00190239j 1.66441e-16-0.00124852j -3.9094e-16-0.00616958j -2.99053e-16+0.00659047j 4.50937e-16+0.00226449j -2.17109e-16-0.0018149j -7.19101e-17-0.000703329j 4.9043e-17-0.00872972j 3.99943e-16+0.00501119j 2.96032e-16-0.000900612j -1.27462e-16+0.00164704j 1.55264e-16-0.00297625j -3.32487e-15-0.00537836j -6.57819e-16+0.00321711j 
1.09046e-15-0.00176187j 1.70541e-16-0.000346622j 5.15395e-16-0.00101584j 3.32368e-15-0.00624287j -4.88176e-15+0.00858602j -1.9808e-15+0.00360922j 9.27004e-16-0.00166721j 1.9235e-15-0.00420806j 1.86081e-15-0.00312615j -1.06877e-16-4.75546e-05j 7.83422e-16-0.000488052j 3.01363e-15-0.00503707j -1.04703e-15+0.00198931j -2.89231e-15+0.00484557j -2.25831e-15+0.0045356j -1.38935e-15+0.00178946j -2.75231e-15+0.0059634j 1.22105e-15-0.000897405j 2.53718e-13+0.00229555j 6.85627e-16-0.00112855j -2.44579e-15+0.00442509j 1.66998e-15-0.00403446j -7.22025e-15+0.00376906j -2.5864e-16+0.00208927j -1.38103e-15+0.00351434j -1.79085e-15+0.00265792j 5.76364e-15-0.00643626j -7.46081e-16+0.00052142j 9.04273e-16+0.000907059j -2.79933e-15+0.0032204j 8.46965e-16-0.0016563j -1.09488e-17+0.00028482j -6.13485e-17+0.000600435j -3.39734e-17-0.00144482j -4.33571e-16+0.000562626j 3.6753e-15-0.00695222j 2.58484e-15-0.00479628j -3.51028e-15+0.00455903j 2.53243e-15-0.00362307j 3.01711e-16-0.00370712j -3.75932e-17+0.00986785j 3.04186e-15+0.00540492j 2.92706e-15-0.00478452j -5.22785e-16+0.00146376j 3.63082e-15-0.0058505j 1.67091e-15-0.00230317j 5.59703e-16+0.000208854j -2.76222e-15+0.004755j -7.17078e-16+0.000842592j -2.62125e-15+0.00462469j 8.31182e-16-0.000807905j 2.22872e-16-0.000936314j -2.35514e-15+0.00348017j -1.73804e-15+0.00276196j 4.32812e-17-0.00181276j -2.37491e-15+0.00420971j 
2.0641e-16-0.0017133j 1.57579e-16+0.000577946j 2.83571e-16-0.0054935j 6.3698e-16-0.000891301j -3.90583e-16-0.00606539j -5.53577e-16+0.00347241j -3.03414e-16+0.00582358j 7.0097e-16-0.00802476j 7.12119e-17+0.000936631j 1.78953e-16+0.00160081j -7.6333e-16-2.48155e-05j 5.50029e-16-0.00129128j -1.09327e-15+0.00737198j -3.71118e-16+0.00787653j -5.43864e-16-0.00436773j -1.78565e-15+0.00554673j 6.10188e-16+0.00283596j 1.37882e-16+0.0039002j 3.40581e-13+0.00306073j 2.02877e-16+0.00317477j -3.98774e-16-0.00247528j -9.93419e-16-0.00489483j -1.70958e-15+0.000822607j -1.13622e-15-0.00565606j 1.96245e-16+0.00311894j -7.34066e-16-0.000559826j 2.2843e-15-0.00765241j 5.03569e-16-0.00172499j -1.98629e-14-0.006555j -5.65166e-16+0.00250637j -4.01182e-17+0.000303073j -2.79636e-16-0.00220757j -1.29593e-15+0.00393389j 8.48594e-16+0.00216036j 3.64447e-16+0.00373667j 5.28786e-16+0.00170062j 6.80716e-16-0.00237294j 3.35286e-16-0.00408466j -8.03389e-16+0.00457395j 1.02574e-15+0.0033357j 1.72314e-16-0.000952987j -3.506e-16+0.000607583j 3.46343e-16+0.00253318j -2.18951e-16+0.00134838j 3.14126e-16-0.00902954j -9.14017e-17+0.00648632j -5.876e-16+0.0047004j 2.4697e-16-0.00849872j 9.23053e-16-0.00613617j -1.92465e-16+0.000134031j -9.81273e-16+0.0116182j -6.81837e-16+0.0043617j -2.07579e-16+0.00471012j 2.92618e-16-0.00927152j -5.31682e-15-0.00765988j -9.01616e-16-0.00975459j 
-4.34541e-16+0.000664315j -3.11826e-16+0.00108393j -9.28043e-16+0.000627309j -1.04249e-15+0.0043712j -4.74023e-17-0.00299475j 9.30435e-16-0.000797186j 4.66924e-16+0.000877269j -1.33206e-15+0.00200438j 1.23394e-17-0.00160158j -8.9962e-17+0.00314758j 6.61892e-16-0.003363j -1.13003e-15+0.00477904j 1.72918e-15-0.00244171j 6.13121e-16+0.0022034j 2.65442e-16-0.00240391j 2.82855e-15-0.00443016j -5.39554e-18+0.00437833j 6.13547e-16+0.000582392j -5.83113e-14-0.000532254j -1.08909e-16-0.00161382j -1.70592e-16-0.00122409j -5.01921e-16-0.000187033j -1.20657e-15+0.00130935j -2.54086e-16+0.00410517j 5.04526e-16+9.82842e-05j -1.9913e-16-0.0017536j -4.29705e-15+0.00717532j 2.16154e-16+0.00184769j -6.61347e-15-0.00261921j -4.5306e-17+0.00113756j 2.23933e-16-0.000756166j -1.98369e-16-0.00141566j 1.47175e-15-0.00367225j 2.59218e-16+0.00329998j 5.84527e-16+0.000321537j 3.26264e-16+0.00198226j -7.97137e-16+0.00171969j -7.56128e-16+0.00205154j 1.20822e-15-0.00298488j -3.67218e-15-0.00918818j -1.98374e-15-0.00204521j -4.55401e-16-0.00177609j -6.98195e-17+0.00299523j 4.27822e-17-0.000410259j -9.77138e-16-0.0032792j 6.14842e-16-0.000931583j 1.24767e-15-0.00202037j -7.55231e-16-0.00105588j -1.8085e-15+0.00531656j 4.02714e-16-0.00234355j 1.74567e-15-0.00148438j 8.12288e-16-0.00325375j 4.19803e-16+0.00015588j -1.01814e-15-0.00141799j -4.81705e-16+0.00192743j -8.45987e-16-0.000367841j 
-3.6143e-17-0.00495476j -4.15415e-16+0.00512661j 3.96345e-16+0.00491068j 4.48243e-16+0.0055471j -1.41952e-16+0.000875553j -2.24728e-16+0.00574804j 3.58694e-16+0.0103329j 8.56304e-16+0.00584392j 1.40359e-16-0.00434289j -2.78984e-16-0.000516254j -6.50741e-17+0.00266812j -5.80126e-17-0.00425721j -9.81445e-16-0.00558807j -1.95781e-16+0.00425134j 3.44478e-16+0.00223332j 1.57312e-16-0.00198447j 8.21012e-16+0.00466405j 4.65049e-16+0.00379304j 3.59575e-13+0.00322898j 3.96814e-16+0.00339957j 4.56645e-16-0.000254181j 5.38877e-16+0.000418997j -3.31048e-15+0.00254724j 1.77989e-15+0.00438696j 6.69615e-16+0.00248303j -1.59918e-16+0.00107061j 1.30417e-15-0.00355114j 8.9248e-17+0.000496432j -2.10739e-15-0.000774344j -9.59093e-17-0.00119538j 6.87789e-16+0.00212726j -2.91657e-16-0.00236237j -3.42951e-16+0.00463503j -8.97328e-17+0.00166587j -1.58752e-15-0.00935594j -2.9746e-16-0.00274995j 1.5917e-16-0.00286335j 1.03179e-15-0.000572418j 4.08959e-16-0.00736393j -3.44097e-15-0.00410118j -1.62083e-15-0.00631032j -4.99666e-16+0.00434267j -1.15718e-16-0.00293502j 1.03292e-17+0.00690782j 3.29897e-16-0.00142465j -2.3865e-16-0.000983099j -7.45129e-16-0.00464866j -5.25943e-16-0.0118163j 1.11223e-16+0.0023219j -7.20632e-16-0.0116814j -1.84422e-16+0.00512772j 1.05185e-15+0.013336j -1.40015e-16-0.00604022j 1.23218e-16-0.00180917j 6.05308e-15+0.00990623j 5.64423e-16-0.00875826j 
