-6.55781e-14-0.043496j -4.67804e-13-0.337882j -1.13853e-13-0.0836882j 1.90463e-14+0.0138274j -1.09636e-13-0.0783443j -2.20243e-13-0.150259j 2.05854e-13+0.138252j 1.31347e-13+0.0934535j -2.04166e-13-0.140513j 3.31122e-13+0.16766j -1.04503e-14-0.0102258j -1.07343e-13-0.0730987j -5.17037e-14-0.0274768j -1.16904e-13-0.0844489j 1.12284e-14+0.00881236j -7.81072e-14-0.0551827j 2.84448e-13-0.0815278j 9.24054e-14+0.0572761j 1.02356e-13+0.0710196j 9.23543e-14+0.0652591j -1.63568e-13-0.0901408j -1.61912e-14-0.0143362j 3.99308e-14+0.0207489j 1.88193e-13+0.112549j -2.28299e-14-0.0177461j 1.19401e-13+0.086395j 1.67525e-14+0.0125042j 8.4614e-14+0.0641515j -8.76783e-15+0.00731123j 9.01308e-14+0.0283137j -3.57895e-14+0.0760706j -1.02028e-14+0.00983269j -2.89779e-15-0.00228125j -6.72301e-14-0.0486086j 1.1126e-13+0.080731j 1.32287e-13+0.0967054j -1.57621e-13-0.113742j -7.46013e-14-0.0546393j 1.60017e-13+0.117692j -1.57153e-13-0.115569j 1.62255e-13+0.117856j 1.41962e-13+0.103413j 8.24289e-16+0.000487702j -4.22217e-14-0.0252043j 8.38562e-15+0.00475457j 1.40139e-14+0.0130789j 8.98643e-14+0.065228j -1.00256e-13-0.0720814j -1.26522e-14-0.00870016j 3.97227e-15+0.00345791j 3.53352e-13-0.00637969j -8.34418e-14-0.0608497j -3.35773e-14-0.0385831j -3.99542e-15-0.00226103j -5.09206e-14-0.0367964j 9.27507e-15+0.00540622j 4.97649e-14+0.0362666j 2.05548e-14+0.0159652j -4.72162e-14-0.0328988j 1.5129e-14+0.0128586j -9.27523e-14-0.0678751j 6.67331e-15+0.0047768j -9.04441e-14-0.0666143j -4.28378e-14-0.0312247j -8.41247e-14-0.0613199j -1.16728e-13-0.085136j 2.16804e-14+0.0157165j -9.08645e-14-0.066222j 1.73661e-13+0.126502j -2.08371e-14-0.0151979j 1.38189e-13+0.098215j -1.69393e-13-0.1196j 
-1.79056e-16-0.00817695j 7.68968e-16-0.0170384j 5.58734e-16-0.0147732j 1.15782e-16-0.0078783j 2.1225e-16-0.00579958j -2.36438e-16-0.00731528j 4.67465e-16+0.00405575j -1.15839e-16+0.00427151j 4.35381e-17-0.0101764j 3.23906e-15+0.00576122j 7.15522e-16-0.00599268j 1.15337e-16-0.00607766j -7.87482e-16-0.00104238j -1.13028e-17-4.83504e-05j -1.45299e-16-0.00399396j 2.18077e-16-0.00286293j 1.42311e-14-0.00288598j 8.15362e-16+0.00265073j -7.96784e-17+0.00470136j -1.60706e-16-0.00197512j -2.17272e-15-0.00630867j 3.0264e-16-0.00328778j 6.29813e-16-0.00239586j 1.07947e-15+0.00494092j 1.40448e-16-0.00116698j -2.62273e-16+0.00562279j -1.00748e-16+0.000200849j -5.96264e-16+0.00474401j -2.14255e-15+0.00253821j 5.08191e-15+0.00359867j 9.80623e-15-0.00612003j 1.61033e-15+0.00409664j 6.58263e-16-0.0222275j 2.18931e-16-0.00130327j -9.14987e-16+0.0245106j 1.31494e-16-0.00216958j -2.47774e-17-0.00179728j 4.84138e-16-0.0139517j -5.48685e-16+0.0111925j 4.50491e-16+0.00190189j 4.69612e-17+0.00502256j -1.4154e-15+0.0323223j 2.69778e-16+0.00246695j -9.36667e-16-0.00521376j -5.39443e-16-0.00814025j -1.78383e-15+0.00517958j -9.03426e-18-0.00338579j 3.0316e-16-0.00382465j 2.67617e-16+0.00975763j 1.42946e-16+0.00195441j 8.47526e-13-0.01503j 9.93667e-16-0.0106012j 2.99587e-15-0.00606593j 2.12798e-15-0.00788003j 2.27504e-17+0.00246728j -8.22666e-16+0.00768149j 2.76921e-16-0.00644791j 2.37812e-16+0.00488162j 5.57432e-16+1.86496e-05j -1.53168e-18+0.00383617j -2.49907e-16+0.0129662j -8.95313e-17+0.00224711j 3.3299e-16-0.00349474j -9.30267e-17+0.00348358j 4.0172e-16-0.0124634j 2.59087e-16+0.00236095j 4.46319e-16-0.00512201j 6.06396e-16-0.0191113j -9.8748e-16+0.02542j 4.65382e-16-0.0159719j -4.38284e-16-0.00154082j 2.87753e-16-0.00252809j 
-1.66459e-16+0.00082376j -1.12395e-16-0.0042838j -1.33623e-16-0.00446357j -4.12853e-17-0.0327814j 1.42154e-16+0.00961796j -1.24649e-16-5.15763e-06j -1.94025e-16+0.000645993j 9.16547e-17+0.00382815j 1.21513e-16+0.0087137j -4.84557e-15-0.00768819j 1.27525e-15-0.0115427j 3.22334e-16+9.81756e-05j 9.43754e-16+0.00419509j 4.3644e-16-0.000755093j -1.10825e-16-0.000784961j 2.21691e-16-0.00262207j -6.42244e-16+9.76084e-05j 7.6033e-16+0.000924121j 1.99068e-16+0.00546706j -3.16505e-17-0.00423405j -1.18926e-15-0.0013883j 2.70611e-16+0.00833786j 1.55486e-16+0.00805819j 1.07981e-15+0.00265647j -1.17642e-16-0.000748209j 2.99548e-17+0.00578333j -8.0914e-17+0.00105851j 7.01009e-17+0.00307052j 4.80037e-15-0.000973681j -1.31162e-14-0.0069776j 8.75946e-15-0.00382613j 1.48642e-15-0.00639257j -1.11504e-16-0.0221792j 4.42918e-17+0.02984j 2.87134e-16-0.013769j -6.89574e-17-0.00598635j 1.36623e-16+0.00117076j 2.38206e-17-0.0113172j 2.64982e-16-0.0150865j -1.06081e-16-0.00345429j 1.67972e-16-0.0218186j 3.11615e-16+0.00425066j 1.46885e-16+0.00182956j 2.4674e-15+0.00707281j -1.43005e-15-0.0011348j -1.46166e-15+0.00678892j -4.75542e-16+0.00495616j -1.79482e-16-0.00296502j -4.16796e-16-0.00360212j -3.99532e-16-0.00103392j 4.17246e-13-0.00739516j 3.8269e-17-0.00851192j 1.22561e-15-0.00170362j 1.3044e-15-0.00709805j 3.81045e-16+0.00621325j 8.95535e-16-0.0134035j 8.61239e-17+0.0126154j -2.48821e-16-0.00521618j -1.10212e-15-0.00886197j -5.15225e-16-0.0046782j 7.54632e-18+0.0117872j -5.61067e-17-0.0132483j -6.30289e-16+0.0111317j 1.83135e-16+0.00173233j 1.44156e-16-0.0253313j -6.53524e-17+0.00639926j -1.92305e-17-0.00698307j -1.34265e-16-0.0208952j 1.66173e-16+0.00917509j -8.47393e-17-0.0067466j 2.59203e-16-0.0143959j -4.48149e-17-0.0136423j 
-3.20791e-16+0.00675474j 7.01678e-16-0.00666696j -4.58604e-16+0.00655258j 7.74593e-16-0.00950986j 5.44067e-17-0.00446419j -3.63136e-16+0.00904263j -5.76838e-16+0.00679515j -2.54095e-16+0.000548j -5.22086e-16+0.00848191j 7.63346e-17+0.000973547j -6.15755e-16+0.00598449j 1.52563e-16-0.00209975j 1.12209e-15+0.00393574j 1.20376e-16+0.000322579j -3.68526e-17+0.00224566j 2.94841e-16-0.00395948j -5.14793e-15+0.0010126j -2.43739e-16+0.00133806j 5.46181e-16-0.0035224j -3.56622e-17+0.00299151j 2.35651e-16+0.000721174j -2.52992e-16+0.00643845j -1.437e-16+0.00206075j 8.0597e-16+0.00280083j -6.56929e-17+0.00256732j -2.7196e-16+0.00379187j -2.50262e-16+0.00236746j -4.1301e-16+0.00291895j -1.49336e-16+0.00638293j -1.27113e-15+0.00174028j 9.07677e-15-0.00400183j 1.85083e-15-0.0052136j 6.82454e-16-0.0106235j -9.1565e-16+0.0150862j -6.24835e-16+0.00961231j 1.18525e-15-0.0156884j 1.13626e-15-0.0174863j -4.01419e-16+0.00724084j 1.03005e-15-0.0147077j 4.6302e-16-0.00520623j 6.74266e-16-0.00589486j -9.97521e-16+0.00830046j 3.55096e-16-0.00355719j 5.49808e-16-0.00165239j -8.10676e-16-0.00836773j -3.39533e-15+0.0136695j 3.26969e-16-0.0092089j 3.26332e-16-0.01309j -7.07494e-16-0.000437102j 6.04501e-17+0.00689196j 6.6862e-13-0.011844j 1.45933e-15-0.0127873j 2.41746e-15-0.00473276j 3.47552e-15-0.0110647j 3.49138e-16-0.00342514j 1.34248e-17-0.0014537j -7.65546e-16+0.0081785j 2.71897e-16+0.000410849j -6.92302e-17+0.010198j 5.74855e-16-0.00375443j -2.75885e-16+0.00822635j 9.37274e-16-0.0139461j 4.1538e-17+0.00269787j -4.5978e-17-0.000966197j 9.97089e-16-0.0132336j 7.16455e-16-0.00976882j 1.4019e-15-0.0200407j 1.0225e-15-0.0194008j -3.01437e-16-3.57518e-05j 3.80089e-16-0.00453551j -9.37824e-17+0.0012636j 4.36014e-16-0.0113321j 
5.56341e-16+0.00230357j 2.52782e-16+0.01831j 1.16709e-16-0.00687569j -1.13315e-16-0.0129071j -1.30968e-16-0.00894854j 1.33195e-16+0.00070386j -1.54274e-16-0.00269958j 3.55528e-17-0.00381163j 6.48054e-16-0.000737805j -4.03642e-15-0.00792823j 5.51129e-16-0.00359102j 3.0626e-16-0.00327232j 1.71859e-15+0.00603976j 5.98204e-17+0.00484816j 1.08973e-16-3.34545e-05j 4.05149e-16+0.00198642j -1.14937e-14+0.00240861j -2.39628e-16-0.00288752j -8.31055e-17-0.00138706j -3.6706e-17-0.00812976j 1.51384e-15+0.00322269j 7.94663e-17+0.00430367j -3.56996e-16+0.00377151j -1.13144e-15-0.00447727j -1.92512e-16-0.000706062j -2.8367e-17+0.00143064j 7.12012e-17-0.00308887j 1.23336e-16-0.00398464j -3.33596e-16-0.0133194j 9.76351e-16-0.00425328j 3.03495e-16+0.000543482j -1.04992e-16-0.00392203j -3.77706e-16-0.0215777j 4.52625e-16-0.00426749j -8.40836e-17+0.0242203j 1.04627e-16+0.0135941j -6.85246e-17+0.00539945j -1.48484e-17+0.00518379j -2.72709e-17-0.000172397j 6.72273e-16+0.0389866j -2.08856e-16-0.00557981j 2.77221e-16+0.0144354j -1.62767e-15-0.00137989j 8.97024e-15+0.0213723j -3.65873e-15-0.0240014j 2.21877e-15-0.00619352j 1.93266e-16-0.0221565j -2.7243e-16+0.00161521j 3.43558e-16+0.00691865j 6.08771e-16+0.00846059j -2.60505e-13+0.0046349j -6.3745e-16-0.00171076j -6.00354e-15+0.0124847j 3.22939e-15-0.0128443j 4.5865e-16+0.00830195j -7.69431e-16+0.000326072j -2.24115e-18-0.003519j 8.80823e-16+0.00164819j 6.76996e-16+0.0168193j 7.70088e-16-0.00639233j 2.81636e-16+0.0255287j -6.39596e-16-0.0067931j -4.18126e-18+0.0184216j 2.57489e-16+0.0298869j -1.92161e-16-0.01366j 2.19051e-16+0.00800471j 1.15094e-16+0.0111504j -3.89519e-16-0.00718005j -1.92585e-16-0.0104716j 1.16831e-16-0.0179611j -1.27014e-15-0.0306736j 8.66663e-16+0.018944j 
-2.65024e-16-0.00444511j -1.95886e-16+0.00381973j -6.9101e-17-0.00414507j 2.57807e-16+0.00343605j -4.33755e-16-0.00673788j 6.1869e-16+0.00398682j -2.74873e-17-0.000273764j -1.62521e-16-0.00396026j 1.68366e-16-0.00126291j -4.34016e-16-0.00120657j 1.24565e-16-0.00215475j -2.09126e-16-0.00427938j 6.92607e-17+0.00091743j 7.37815e-17+0.00279859j -1.87803e-16-0.00251227j -7.75796e-17-0.00334254j -3.60867e-15+0.000726514j -4.75243e-16-0.00229998j -1.43712e-16-0.00197917j -1.69187e-16-0.00418505j 5.44393e-16+0.00128351j 6.92992e-18+0.000411207j 7.43356e-17+0.00274806j -3.11231e-16-0.00152773j -1.55693e-16-0.000787394j 1.94207e-16+0.00206693j -5.97309e-17-0.00327247j 4.22622e-17+0.00315979j 1.30018e-15-0.000933792j -3.18893e-15-0.0018381j -7.3049e-16+6.64571e-05j 1.36188e-16+0.00204261j 1.33113e-15+0.0137584j -1.22979e-15-0.0243976j 5.81698e-16+0.0186348j -7.19844e-16-0.00145688j -8.89431e-17+0.000946279j 9.84436e-16+0.0163735j 2.11076e-16+0.00907831j -2.89034e-16+0.00682699j 9.28778e-16+0.0139974j 8.65908e-16+0.015476j -3.68627e-16-0.00522118j -1.99276e-15-0.0064728j -7.08441e-16-0.00952381j 3.49305e-16-3.53574e-05j -6.16391e-17-0.0132399j 5.64601e-16+0.00379403j 1.22291e-17+0.00216334j 1.79601e-16+0.0045532j 4.11167e-13-0.00731793j 2.31885e-16+0.00237834j -4.93468e-16-0.000285171j 8.99533e-16-0.00230507j -5.19839e-16-0.00726812j 1.81614e-16+0.0141094j -7.76339e-16-0.0114814j 1.0961e-15+0.00678924j 2.17165e-15+0.0154655j 1.26023e-15+0.00371998j -5.15363e-16-0.00254712j 1.04565e-15+0.0126033j -7.40717e-16-0.0100993j -8.35578e-16-0.00300992j 1.06951e-15+0.0162975j -7.89797e-16-0.00773904j -9.44395e-16-0.00960201j 4.55547e-16+0.00497114j 2.30283e-16-0.00274727j 2.77806e-16-0.000606914j 1.27588e-15+0.0122856j 1.62257e-16+0.00988333j 
-5.61996e-16-0.0250732j -2.88614e-16+0.00551298j 8.50134e-17-0.00520458j -4.8052e-18+0.0244565j -2.96403e-18+0.0100066j -4.86303e-16-0.00557485j 8.35938e-18+0.00382483j 3.69622e-16-0.0057737j 8.63799e-17-0.0118514j 1.39175e-15+0.00124063j -4.34776e-16-0.000692102j -1.21452e-16+0.00288873j -2.50782e-15-0.00719722j -4.65508e-16-0.000422079j -3.30715e-16-0.00840612j -3.45919e-16+0.00225779j 3.13933e-14-0.00633896j 1.00214e-15+0.0033427j -2.02056e-16+0.00395185j -3.68869e-16-0.00242271j 1.98561e-16-0.000743968j -3.56224e-16-0.0135967j -8.03031e-18-0.00825898j -1.3842e-15-0.00274409j 1.48066e-16-0.00144611j 1.2667e-16-0.00578408j 2.29202e-17-0.00853791j 1.75859e-16-0.00258138j -1.18103e-14-0.0046259j 3.27616e-14+0.0149043j -8.75591e-15+0.00438933j -1.37522e-15+0.00309875j 9.45309e-17+0.0163665j -1.92144e-16-0.0132539j 5.0664e-17-0.0220731j -1.69847e-16+0.00398715j 2.40904e-16-0.0239042j -5.99816e-17+0.00524362j -6.3367e-17+0.0146383j 1.70769e-16-0.000537598j 8.45898e-17+0.00746742j -1.45399e-18-0.0225449j 3.57428e-17+0.00428815j -2.46556e-15-0.00251673j 2.73903e-15+0.0238066j 2.30598e-16-0.00166772j 6.87554e-16-0.00147888j 4.98497e-17-0.0131947j 5.83451e-17+0.0034182j 1.88361e-15+0.00432052j -9.73539e-13+0.0172776j -3.25358e-16+0.0350879j -3.64369e-16-0.00286167j 2.07293e-15-0.01017j 1.41618e-16-0.00565255j -7.49205e-17+0.00872534j -2.7462e-16-0.00245638j 6.50337e-16+0.00448338j -4.24658e-16+0.00484881j -4.24563e-16-0.0102089j 1.95654e-16-0.0112561j 1.25424e-16+0.0364197j 3.34867e-16-0.0294035j -1.6615e-16-0.00463394j 2.29573e-16+0.0151909j -1.3778e-17-0.0120092j -2.35359e-16+0.00951075j -1.01559e-16+0.0338759j 1.07465e-16-6.0351e-05j 1.09282e-16-0.00712339j -9.63696e-17+0.0321806j 5.79345e-17+0.0296882j 
2.67881e-17+0.00691188j 3.40907e-16+0.00471241j -1.13604e-16-0.00285633j 2.12694e-16+0.00663437j 1.90921e-16-0.00366541j -3.24704e-16-0.0111741j 1.86217e-16-0.0113295j -1.33358e-16+0.000401848j -2.18827e-16-0.0119047j 1.00975e-16-0.000886559j -3.14844e-16-0.000136709j 4.00269e-17+0.00245333j -5.98952e-17-0.000438338j -1.14877e-16+0.00207532j -1.34638e-16+0.00125353j 1.31935e-16+0.00796893j -5.59314e-15+0.0012289j -4.69602e-16-0.00346583j -3.78629e-16-0.000583498j -3.66614e-16-0.00278306j 8.83283e-16+0.000939668j -4.36651e-16-0.00526307j -4.06403e-16-0.00508837j -1.15458e-15-0.00314541j -3.00595e-16-0.00401162j -3.91457e-16-0.00655071j -3.67884e-17+0.00334389j -3.85933e-17-0.000933776j 4.84281e-15-0.00104535j -1.40252e-14-0.00747007j 5.47748e-15-0.00432393j 9.76329e-16+0.00713555j 6.8506e-17+0.00114097j -1.58636e-16-0.00298025j -8.50736e-18+0.00361422j 1.09582e-16+0.0168611j -3.60995e-16+0.0224186j 1.11699e-16-0.0114547j 2.32145e-16+0.0176702j 7.12345e-16+0.00560896j 3.86813e-16+0.0102105j -1.75917e-17+0.000576506j -1.0515e-15-0.00395869j 4.90524e-15+0.0129628j -2.23961e-16+9.3874e-05j 2.72902e-15-0.0143793j -4.15819e-16+0.00484692j -4.53045e-16+0.0173143j 2.02085e-16-0.00478965j -2.60353e-15-0.0179871j -4.37149e-13+0.00777255j -1.28499e-15-0.0128847j -9.07592e-15+0.0220509j -1.21345e-15+0.0074401j 1.39032e-17+0.000913763j 1.99142e-16-0.00366384j -2.54527e-16-0.0031228j 6.60262e-17+0.0016449j 1.4643e-16-0.010613j -8.57113e-17+0.00819467j 1.98842e-16+0.00313413j 4.18783e-17+0.000246153j -5.09193e-16+0.0155667j 2.43222e-16+0.0105809j 5.42844e-17-0.000906437j -1.86991e-16+0.00488645j 1.43485e-16+0.0207703j 1.3395e-16-0.000400858j -1.54441e-16-0.00210764j -2.46738e-16+0.00460633j -6.16728e-17-0.0193495j 6.60676e-16-0.00424278j 
-5.77397e-16+0.00186715j 3.84709e-16-0.00450906j -5.6203e-16-0.00318589j 5.32402e-17-0.00532622j -7.14544e-16-0.0106444j 8.77295e-16+0.0152829j 1.3321e-16+0.000547788j -3.89536e-16+0.0063413j -9.83442e-16+0.00012821j 3.5967e-15+0.00733337j 1.81265e-16-0.00063312j -1.96946e-16-0.0072595j -1.1267e-15-0.00323224j 1.14542e-16+0.00209885j -5.71709e-16-0.00233491j -1.07705e-17-0.0098674j -2.53543e-14+0.00510682j -1.52328e-15-0.00712369j -4.29483e-20-0.00514373j -3.5268e-16-0.00182873j -6.71817e-16-0.00271259j -5.34935e-16-0.00418878j -8.13571e-17+0.00120461j 1.28774e-16-9.80321e-05j 1.82585e-17+0.0064977j -2.02265e-16+0.00931698j -3.38782e-16+0.000630694j -2.09991e-16+0.00629462j 9.0876e-16-0.00240888j -2.97731e-15-0.00247346j -4.85515e-15+0.00242788j -4.91091e-16-5.15768e-05j -1.97497e-16-0.00299273j -3.51934e-16-0.000562942j 7.95673e-16+0.00257319j 4.20824e-17-0.0350994j -1.94585e-15+0.0119659j -2.48656e-16-0.00609396j 5.68279e-17-0.00473953j 7.19239e-16-0.0155723j 1.14138e-15-0.00468699j -6.35771e-16+0.00728762j 2.59821e-15-0.00755197j -9.10961e-15-0.0285472j 2.11169e-15+0.0109942j -3.10422e-15+0.0090039j -4.53548e-16-0.00789648j -7.47911e-16+0.00638953j 2.02753e-15+0.0130836j 4.63871e-16-0.000221049j 1.94275e-12-0.0344794j 2.02466e-15-0.0092284j 4.74247e-15-0.0109587j 5.32406e-17-0.000583333j -1.10317e-16-0.00474006j -3.08089e-16+0.0137605j -2.34101e-16-0.0147j 6.16079e-16+0.00547308j 2.52181e-15+0.00487708j 3.27832e-16+0.0124703j 8.13983e-16+0.00863404j 1.29379e-15+0.00279418j -5.01275e-16-0.00412134j 4.24139e-16-0.0163408j -5.4787e-16+0.0121032j -3.47266e-16+0.00731931j 4.15998e-16-0.0276617j 1.00838e-15-0.0214256j 8.36223e-16+0.0165902j -1.35582e-15-0.000465813j 2.60259e-16+0.00684268j 1.33041e-15-0.00761781j 
-9.56996e-16+0.00386261j 1.09993e-15-0.00261183j -1.55445e-15+0.00616006j -5.30416e-17-0.00161134j -1.46654e-15+0.00897641j -8.97534e-17-0.00416306j 1.05434e-15-0.00483708j -2.91766e-16-0.000481701j -1.52323e-15+0.00511128j -8.99771e-16+0.00132058j 4.57055e-16-0.00123619j -1.30396e-17+0.00155451j 7.00566e-16+0.000418146j 1.13875e-15-0.00391631j -8.71977e-16+0.00517304j -9.42925e-16+0.00515363j 8.04592e-15-0.00159993j 5.31847e-16-0.000883132j 1.3578e-16+0.000885255j -1.65601e-15+0.00714892j -2.89675e-16-0.000956752j -3.10798e-16+0.00494287j -3.92728e-16+0.00356367j 1.26628e-16+0.000582493j -5.04273e-16-0.000797846j -4.81395e-16-0.000199575j -7.59153e-16+0.00242794j 6.81439e-16-0.00290943j 3.2293e-16+0.00164365j -2.10268e-15-0.000472417j -7.39184e-15+0.00418888j -1.76263e-16-0.00476897j -8.53629e-16+0.00344038j -8.71408e-16+0.00322501j 2.76884e-15-0.0106611j -7.65391e-16+0.0135985j -4.85032e-15+0.0159924j -1.08002e-15+0.00651829j 7.23488e-17+0.000819114j 2.09889e-15-0.00179507j 3.05161e-15-0.011836j -6.1522e-16+0.00200951j 1.57401e-15-0.00323485j 2.8623e-15+0.0012005j -5.38809e-16-0.00738541j 5.80712e-16-0.00245244j -1.06685e-15+0.00347193j -3.71178e-15+0.012841j 1.095e-15-0.0086881j 1.4124e-15-0.0133072j -3.3237e-13+0.00592224j 1.43766e-15-0.00760124j -4.8995e-15+0.0088144j -3.29732e-15+0.00684665j 8.77398e-16-0.00086181j 5.15625e-16-0.00339553j -1.18319e-15+0.0100055j -4.80992e-17-0.00329526j 1.75554e-15-0.0111951j -2.54287e-15+0.00403814j 2.70035e-15-0.0112739j 3.50146e-15-0.0170839j -8.82542e-16+0.00527209j 3.88124e-16+0.00578686j -1.40413e-15+0.00120654j -1.72632e-16-9.50845e-05j 9.15471e-16+0.00458625j 2.38556e-15-0.00589252j 3.14728e-15-0.0184148j -3.45782e-15+0.0126491j -4.88224e-16-0.000974579j 3.75951e-15-0.0139323j 
3.21828e-16+0.000819929j -1.28881e-16+0.00647545j 2.06866e-16-0.00943787j 4.40672e-17-0.0189439j 5.99537e-17-0.00925845j 2.92966e-16+0.00115677j -2.44328e-16-0.00378155j 2.76685e-17+0.00261522j 5.26679e-16-0.00146772j -3.36451e-15-0.0069515j 8.86218e-16-0.00863623j 9.96532e-17-0.00515553j 1.20008e-15+0.00507026j 8.96429e-17+0.00557292j 1.05386e-16-0.000432291j 6.77053e-16-0.00178495j -1.913e-14+0.00390836j -6.28692e-16-0.00517592j -2.78709e-16+0.00110883j 1.97971e-16-0.00980048j 2.54257e-16+0.00134643j 1.5675e-16+0.00561455j -1.22234e-16+0.00825447j -9.50095e-17-0.00153964j -2.11728e-16-0.00546907j -2.50823e-17+0.00425079j 1.48723e-16-0.00293295j -2.06891e-16+0.00592883j 3.46331e-15-0.00690973j -9.34451e-15-0.00716599j 1.06588e-14-0.00494471j 1.7456e-15-0.00535483j 2.33028e-16-0.0071333j 3.59565e-17-0.00451937j -2.71065e-16+0.0072969j 1.94476e-16-0.00324312j 9.5177e-16-0.00163359j 1.60612e-16-0.00851904j 1.64508e-16+0.000443202j -3.26377e-16+0.0103304j -4.56508e-16-0.00356629j 3.64489e-16+0.00417334j -3.68059e-16+0.00271581j 4.18554e-16+0.00251117j -6.37951e-16-0.00239064j -1.37143e-16+0.000138831j 3.26935e-16-0.0067653j 1.0739e-15-0.00243402j 4.7055e-16+0.0117286j -1.49967e-16+0.00279362j 8.12273e-14-0.00144574j -4.3548e-16+0.001998j -4.66055e-16+0.00138227j 1.45725e-15-0.0044452j -1.06944e-16+0.00581815j -2.43132e-16+0.00417811j 2.53264e-16-0.00721387j 2.30018e-16+0.000404057j -2.34196e-16+0.00331448j 7.40098e-16-0.00142j -5.37287e-16+0.0169122j -6.7054e-16-0.000442397j -2.72496e-17+0.00335937j 1.13626e-16+0.0146384j 3.14014e-16-0.0062729j 5.20417e-18+0.00756995j -2.50685e-18+0.0068813j -3.46923e-16-0.00581567j -4.28861e-16+0.00769639j 5.95422e-16-0.015353j -3.57752e-16-0.0154842j -3.76251e-17+0.0119659j 
2.73054e-16-0.00794375j -1.74047e-16+0.000698269j 3.13363e-16-0.00470797j -1.10539e-15+0.0154904j 4.77501e-16-0.00983382j -7.77355e-17-0.00336834j 5.25798e-17+0.00153976j 4.18167e-16-0.00567309j 4.09889e-16-0.0102227j 2.70304e-15+0.00429602j -4.50097e-16+0.00139982j -1.43655e-17-0.00419043j -4.54677e-16-0.00184854j -6.96997e-16+0.00693701j 3.60648e-16-0.00620191j 3.79886e-16-0.000944602j -5.53523e-15+0.00109301j -2.73097e-17+0.000941793j -2.09293e-17-0.00113271j -1.6279e-16-0.00228811j 9.62984e-17-0.00104671j 2.9582e-16-0.00681705j 4.92984e-16-0.00785754j -7.6152e-16-0.00201225j -5.08818e-17-0.00107653j 1.43983e-16-0.00334416j 2.08705e-16-0.00377235j -1.89776e-16+0.00187292j -2.87009e-15-0.000842291j 7.48202e-15+0.00362066j 3.31008e-15-0.00283643j 3.15136e-17+0.00615324j -3.76843e-16+0.00458295j 6.0434e-16-0.00797992j -1.18975e-15+0.0141186j -3.81408e-17+0.00380038j 9.85239e-16-0.00800205j -5.61458e-16+0.0117478j -6.90723e-17+0.000722808j -4.03954e-17+0.00344657j -2.71188e-16-0.00110153j -1.15467e-16+0.00900433j 4.76302e-16+0.000487731j -1.24963e-15-0.00590185j -5.38738e-16-0.00986441j 2.44662e-17+0.00202781j 6.2171e-16-0.0069414j 7.88187e-16-0.00345174j -2.20654e-16+0.00682805j -3.75205e-16+0.00315262j -3.12404e-14+0.000551541j -4.14009e-16+0.00360187j 1.35573e-15-0.00308468j -2.82735e-16+0.00115092j 3.10148e-16-0.00472147j -5.75823e-16+0.00891003j 7.98031e-17+0.00125959j 1.11183e-16-0.00272787j -4.09353e-16+0.00663995j 3.55632e-16+0.00141529j 2.27632e-16-0.00561099j -1.24457e-16-0.00293172j 5.97106e-16-0.00677711j -7.00543e-16+0.0111195j -3.61224e-16+0.00581906j 6.92286e-16-0.00849961j -3.72181e-16+0.00248294j -8.58797e-16+0.00796687j 2.79945e-16-0.00797324j 5.10844e-16-0.00399449j -6.84409e-16+0.0110149j -9.56204e-16+0.0108357j 
