-6.55781e-14-0.043496j -4.67804e-13-0.337882j -1.13853e-13-0.0836882j 1.90463e-14+0.0138274j -1.09636e-13-0.0783443j -2.20243e-13-0.150259j 2.05854e-13+0.138252j 1.31347e-13+0.0934535j -2.04166e-13-0.140513j 3.31122e-13+0.16766j -1.04503e-14-0.0102258j -1.07343e-13-0.0730987j -5.17037e-14-0.0274768j -1.16904e-13-0.0844489j 1.12284e-14+0.00881236j -7.81072e-14-0.0551827j 2.84448e-13-0.0815278j 9.24054e-14+0.0572761j 1.02356e-13+0.0710196j 9.23543e-14+0.0652591j -1.63568e-13-0.0901408j -1.61912e-14-0.0143362j 3.99308e-14+0.0207489j 1.88193e-13+0.112549j -2.28299e-14-0.0177461j 1.19401e-13+0.086395j 1.67525e-14+0.0125042j 8.4614e-14+0.0641515j -8.76783e-15+0.00731123j 9.01308e-14+0.0283137j -3.57895e-14+0.0760706j -1.02028e-14+0.00983269j -2.89779e-15-0.00228125j -6.72301e-14-0.0486086j 1.1126e-13+0.080731j 1.32287e-13+0.0967054j -1.57621e-13-0.113742j -7.46013e-14-0.0546393j 1.60017e-13+0.117692j -1.57153e-13-0.115569j 1.62255e-13+0.117856j 1.41962e-13+0.103413j 8.24289e-16+0.000487702j -4.22217e-14-0.0252043j 8.38562e-15+0.00475457j 1.40139e-14+0.0130789j 8.98643e-14+0.065228j -1.00256e-13-0.0720814j -1.26522e-14-0.00870016j 3.97227e-15+0.00345791j 3.53352e-13-0.00637969j -8.34418e-14-0.0608497j -3.35773e-14-0.0385831j -3.99542e-15-0.00226103j -5.09206e-14-0.0367964j 9.27507e-15+0.00540622j 4.97649e-14+0.0362666j 2.05548e-14+0.0159652j -4.72162e-14-0.0328988j 1.5129e-14+0.0128586j -9.27523e-14-0.0678751j 6.67331e-15+0.0047768j -9.04441e-14-0.0666143j -4.28378e-14-0.0312247j -8.41247e-14-0.0613199j -1.16728e-13-0.085136j 2.16804e-14+0.0157165j -9.08645e-14-0.066222j 1.73661e-13+0.126502j -2.08371e-14-0.0151979j 1.38189e-13+0.098215j -1.69393e-13-0.1196j 
1.63141e-16-0.00783271j 4.86422e-18-0.00320815j 1.89944e-16-0.00525531j 7.86934e-17+0.00387569j -7.16549e-17+0.00382715j -3.89409e-16-0.0101484j 2.99076e-16-0.00276669j 2.27861e-16+0.000373393j -3.32847e-16-0.00851715j 1.02258e-15+0.0012053j 3.89027e-16-0.00302394j -1.61802e-17+0.00313268j -1.33276e-15-0.00369909j -4.77267e-16-0.00212114j -8.41595e-17-0.00336288j -2.6632e-16+0.00371057j 1.56123e-14-0.0031377j 2.32975e-16-0.00038449j -2.82692e-16+0.00296801j -2.0124e-16-0.00204808j -3.04886e-16-0.00195904j -1.47784e-16-0.0027585j 1.34178e-16-0.0026543j -1.5287e-16+0.000351936j 4.80449e-17-0.00746141j -2.3293e-17-0.00235783j 2.04649e-16-0.00272597j -3.88685e-17+0.000642691j -1.9156e-15-0.00144184j 4.8501e-15+0.00206615j 4.31546e-15-0.00235893j 7.87206e-16+0.00032256j 1.70561e-16-0.00031574j -1.88273e-16-0.00224852j 2.90564e-16-0.00343292j -1.41049e-16+0.00919409j -4.13089e-18+0.00123954j 6.53995e-17-0.000790115j 1.57374e-16+0.00779248j 5.3171e-16-0.00216794j 1.15601e-15-0.000251176j -3.41059e-16-0.000839974j 3.26707e-16-0.00156006j -6.46095e-16-0.00376191j 2.33208e-16+0.00260402j -2.0716e-15+0.00628148j -4.75242e-16+0.00106858j -3.3077e-16+0.00329445j -5.20931e-16-0.00542692j 2.49622e-16-0.00124518j -1.9893e-14+0.000358889j -3.59332e-16+0.00505006j 2.32342e-15-0.00465588j 1.84757e-16-0.00239996j 5.72698e-18+0.00145546j -1.52946e-16+0.00219304j -8.29958e-17-0.000199873j 8.30208e-16-0.00194636j 3.42064e-16-0.000412152j -1.8703e-16+0.00257988j 5.35174e-16-0.00157599j 6.27388e-16-0.0051315j 2.19553e-16-0.00128379j -6.53231e-16+0.0061813j 1.97413e-16+0.00174317j 1.50691e-16+0.000555272j -2.86763e-16+0.011104j -4.34916e-17-0.0114927j 2.96457e-16-0.00848154j 2.67134e-16-0.00436924j -4.39416e-16+0.000470075j -1.26287e-16+0.00100482j 
9.97447e-16-0.00410705j 5.45733e-16-0.00200281j 4.53888e-16-0.000712988j 1.09833e-16-0.00209326j -6.19767e-16+0.00270113j 6.48244e-16-0.000344458j 3.43542e-17+0.000815351j 1.94347e-16-0.000819993j -5.06622e-16+0.00630837j -8.8846e-16-0.000394571j 1.4046e-15-0.00457188j 1.70787e-16-0.000471246j 1.61217e-16-4.64045e-05j -2.14826e-16+0.00358855j 3.61671e-16-0.000525092j -1.84431e-16-0.000182618j -7.4552e-15+0.00149356j 2.42471e-16+0.00277772j -5.55224e-16+0.00326087j -1.48774e-16+0.00289744j -1.01213e-15-0.0030628j -2.46656e-17+0.00381888j 4.57939e-16-0.000231974j -3.33337e-16-0.000390725j 5.69241e-16-0.00185409j 2.70242e-16-0.00110768j 3.64342e-16-0.00145779j -1.77469e-16+0.000570813j -2.31388e-15+0.00231458j 4.92692e-15+0.00370601j 6.48315e-15-0.00303324j 1.1912e-15-0.00135913j 4.98054e-16-0.00264114j -4.30044e-17+0.00167136j 2.91961e-16-0.00121724j -8.71349e-16+0.0016665j 2.85628e-17-0.00194555j 2.51854e-16-0.00174125j -4.04565e-17-0.00341527j 7.61193e-16-0.0053044j 2.05867e-15-0.0148801j -1.16497e-15+0.00459859j 5.38722e-16+0.00240615j -1.03998e-15-0.00596551j 4.10891e-17-0.00125159j -3.27008e-15+0.00683056j -8.28585e-16+0.00400255j -2.18705e-16+0.000812994j 2.72487e-16+0.00413767j 5.47065e-16-0.00341445j 8.43111e-14-0.0015012j -1.05754e-15+0.00603643j 1.98345e-15-0.00306792j -1.02228e-15+0.00393795j -6.9594e-16+0.000767541j -2.07481e-16+0.00125867j 4.06106e-16+0.00268013j 1.46025e-15-0.0117416j 6.21821e-17-0.00562839j -5.54289e-16+0.00108933j 1.60519e-15-0.00776291j 1.82048e-15-0.00834528j 8.36795e-16-0.00283087j -1.91286e-15+0.0105943j 8.14056e-16-0.00534098j 2.19943e-16-0.00206544j -1.17166e-15+0.00424725j 3e-16+0.00479242j 7.91452e-16-0.00154154j 7.77008e-16-0.00336451j -8.67815e-16+0.00494643j -3.67835e-16+0.00298697j 
1.31817e-16+0.000769365j 4.47117e-17-0.000108804j 6.7355e-17+0.000427353j 2.48295e-18-0.00116484j -1.5181e-16-0.00381708j 3.7786e-16+0.00598884j -2.40927e-16+0.000810806j 2.24445e-17+0.000584119j 1.04502e-16-0.001083j 1.6803e-15+0.00267187j -3.11029e-16+0.00265811j -1.08238e-16-0.00267851j -5.74017e-16-0.00137119j -3.20872e-17+0.000364757j 5.86092e-17-0.00126754j -4.14715e-17-0.00464876j 1.72658e-15-0.000306996j -1.18961e-15-0.004616j 1.86673e-16-0.00611786j 3.86368e-16-0.00224588j -9.76152e-17-0.000708285j -6.12302e-17-0.000187323j -1.32434e-16+0.001077j -3.92008e-16-0.00140675j -1.72972e-17+0.0034191j -4.68783e-17+0.00739588j 4.54068e-18-0.00100375j -6.28792e-17+0.000904252j 1.03335e-17-0.000274541j 1.45655e-17-0.000102385j -2.62667e-15+0.00175716j -5.23595e-16-0.00183128j 3.54145e-17+0.000804939j 1.63058e-17+0.00073678j -1.28752e-16-0.000971301j -3.26552e-18-0.00356109j 8.66172e-17-0.000905639j -1.17541e-16+0.00221819j -9.92887e-17-0.00383133j -1.09069e-17-0.000987932j -2.28826e-16-0.000465053j -1.30238e-16-0.00386243j 4.36438e-16-0.00291882j -1.11333e-15-0.00349407j 9.73516e-17+0.00271858j -1.58112e-15+0.0067015j 1.46784e-16-0.00443149j -1.22193e-16-0.00483088j 5.42206e-18-0.000380906j 2.39561e-16+0.00384632j 1.04894e-13-0.0018619j 2.40432e-16+0.00124386j 1.82653e-15-0.00361031j -4.81871e-16+0.00266719j -6.83808e-17-0.00320037j 1.44969e-16-0.00204033j 1.0121e-16-0.00584729j 1.78098e-16+0.00484649j 1.21724e-17+0.00127117j 1.98102e-16-0.00102919j 7.94711e-17+0.00539025j 2.73352e-17-0.00501805j 3.31322e-18-0.00134047j 1.28777e-16-0.00250634j 1.15308e-16+0.00411138j -2.16534e-17-0.00255201j 8.33118e-17-0.00295831j 2.16942e-16-0.00848332j 1.10364e-16-0.00337855j 5.2206e-17-0.000820262j 4.59565e-17+0.000607246j -3.49079e-17-0.00191224j 
9.94983e-17-0.000304096j 1.68468e-17+0.00398449j 1.33238e-18-0.00213296j 2.7315e-17+0.00115173j -6.58828e-17+0.000671189j 6.45782e-16+0.000435257j -3.55151e-16-0.00723291j -5.55346e-17-0.0012842j -1.19218e-16-0.0013843j 4.15303e-16+0.000526961j 4.09365e-16-0.00405375j -1.09548e-16-0.00295329j -5.735e-16-0.00182767j -6.00734e-17+0.00487253j -9.63071e-17+0.000885782j -3.83713e-17+0.00172097j -2.26481e-15+0.000554225j -1.23397e-15-0.00548046j -4.35858e-16-0.00348241j 3.30651e-16-0.000645194j -1.79138e-15-0.00428166j 1.33032e-16+0.00255335j -1.93672e-16+0.000212966j -1.56789e-15-0.00519623j -5.66859e-17-0.00165997j 7.57987e-17+0.00388555j 3.87649e-17-0.000608629j 1.73767e-16-0.00403179j 2.70508e-15+0.000795552j -7.02177e-15-0.00325104j -2.04973e-15+0.00094871j -2.47087e-16+0.00115172j 1.36214e-16+0.00331674j -1.28251e-16-0.00506781j 2.08402e-16-0.00237114j -3.55786e-16+0.00032311j 3.02037e-16+0.0144201j 3.91194e-17-0.00288074j 5.97064e-17+0.00502265j -1.89539e-16+0.00254374j -4.69834e-17-0.00260209j 2.95054e-16+0.00360614j 2.82098e-16+0.00425011j -2.38322e-15-0.00492588j 1.50387e-16-0.00388413j 2.00175e-15-0.0104429j -1.84113e-16+0.00342348j 9.6623e-16+0.0122608j 1.22178e-15+0.00771707j -1.78637e-15-0.0113262j 2.92699e-13-0.00520939j -6.48054e-16-0.00595293j -8.59627e-16+0.00213574j -6.10785e-16+0.00453444j -4.86093e-16-0.00107701j 1.06603e-16+0.0100869j 1.54325e-17+0.00479587j -4.48495e-16-0.00276813j 3.97337e-16-0.00416449j 8.95829e-16+0.0125371j -2.54919e-17-0.00317608j -8.4867e-17+0.00514586j 1.22546e-17+0.00442562j -9.6838e-17-0.00104958j 2.2926e-16+0.00827666j 4.79623e-17+0.00881355j -3.87132e-16-0.00364649j -2.35357e-16+0.00307104j -1.90089e-18+0.00163691j 9.64661e-17+0.00664737j 1.68151e-16-9.84221e-05j -1.99777e-16-0.00122646j 
1.78561e-17+0.00325602j -5.35894e-17-0.00563996j 9.01591e-17+0.0024036j 3.32388e-16+0.0034712j -3.06565e-16-0.00485448j 7.34927e-16+0.00665121j -3.17462e-17+0.00271918j -2.12293e-16+0.000384016j -1.32636e-16+0.00412851j 2.36968e-15+0.00449154j -7.57913e-17+0.00312124j -2.12297e-16-0.00230875j -7.64934e-16-0.00213872j 2.17421e-17+0.00047383j -1.49916e-16-0.00153787j -2.3576e-16-0.00614848j -1.71526e-14+0.00343741j -5.67939e-16+0.00037978j -1.47614e-17-0.00304543j 2.6431e-16+0.00333462j -9.73233e-17-0.000244147j -7.89715e-17+0.00131046j -7.80626e-17-0.00117396j 1.94574e-16+0.000804465j 3.95827e-16+0.00407286j 1.82885e-16+0.00328761j 4.21438e-17+0.002139j -1.32004e-16+0.000461419j 2.68791e-15+0.00591543j -6.91084e-15-0.00139399j -2.36123e-15+0.000623567j -2.34918e-16+0.00418244j 3.20959e-16+0.00521733j -1.93388e-16-0.00202573j 2.10732e-16+0.00971929j -6.83829e-16-0.0164646j 1.2112e-16-0.000725332j 1.67853e-16+0.0014027j -5.18542e-16-0.0114459j -4.73488e-16-0.00912121j 9.98873e-17+0.00945777j -1.98933e-16+0.000824763j 1.5058e-15+0.00344466j -5.07295e-15-0.0126033j -4.00291e-16-0.00367996j -3.06522e-15+0.018347j -4.96834e-16+0.00255456j -4.84458e-16-0.00511705j -3.9695e-16-0.00247676j 4.75421e-16+0.00434667j 2.14948e-13-0.00382518j 7.18861e-16-0.00305446j 6.37787e-15-0.0140833j -1.19696e-15+0.00520772j -2.79755e-16+0.00581889j 2.1746e-16+0.0050784j -1.6659e-16-0.0155987j 1.63072e-16-0.00142179j 6.21381e-16+0.00372614j 5.36e-16+0.00241603j -3.19705e-16-0.00531418j -2.18823e-16-0.0120504j -4.79691e-17-0.00693598j -6.30465e-16-0.012457j 5.14561e-16+0.00688683j 2.53288e-17+0.00050787j -8.36406e-16-0.0134723j -2.32487e-16-0.00944689j 1.64217e-17+0.00319719j 2.92286e-16+0.00429807j 8.07543e-16+0.00730247j -5.97957e-16-0.00800981j 
5.05429e-16+0.00610271j 1.15579e-16+0.01138j 3.89293e-17+0.00700163j 2.50031e-18+0.00853356j -1.04257e-16-0.0026407j 7.54509e-16+0.00987647j -6.00731e-16-0.00226965j -1.92528e-16-0.00102196j 1.75211e-16+0.00188011j 2.95084e-16+0.000487638j -8.39533e-16+0.00751375j -1.8193e-16+0.00214827j 8.46059e-17-0.000718169j 2.08175e-16-0.00186844j 2.29187e-16+0.000668922j 9.63178e-17-0.00093042j -2.38636e-14+0.00482414j -1.08991e-15-0.00241316j -4.03556e-16-0.00361545j -9.53743e-17+0.00143075j 2.78375e-15+0.00660587j -4.30609e-16-0.00861342j -3.9847e-16-0.00234207j -8.20901e-16-0.00258078j 2.83204e-16+0.00860103j 9.35911e-17-0.00371635j 1.06731e-16+0.00241866j -4.12734e-17-0.00138003j -1.20762e-15-0.00456459j 3.51383e-15+0.000177597j -9.0493e-15+0.00485389j -1.46205e-15+0.00101828j 4.44183e-17+0.00322311j 7.89095e-17-8.82001e-05j 6.74523e-17-0.00277314j -2.74483e-16-0.00892755j 1.60089e-16+0.00823299j -9.31576e-17+0.00622006j -2.0497e-16-0.00734968j -1.53396e-16+0.00172601j 2.52743e-16-0.0015213j 2.5452e-17-0.0117309j 3.04348e-16-0.00554668j -1.01412e-15-0.00244104j 6.02235e-16+0.00612112j 9.07862e-17-0.00132057j 1.45141e-16-0.00217428j 7.90603e-17+0.00450859j 3.65759e-16-0.000566428j 8.48315e-18+0.00409415j 8.9926e-13-0.0159705j 2.40334e-16+0.00387447j 1.44454e-15-0.00361374j -1.35851e-15+0.0078919j 1.75817e-16-0.0121115j 2.60528e-16-0.00285868j -1.8405e-16-0.00229441j 1.36341e-16-0.00357527j 1.23797e-15+0.00923155j 1.37612e-15+0.00784167j 3.93262e-17+0.00325011j -4.32726e-16+0.0118972j -2.97095e-16+0.0116939j -1.63508e-16-0.0144786j 1.40758e-16+0.0109198j 2.46248e-16-0.00105359j -2.18586e-16-0.0137425j -3.21694e-16+0.00728807j 5.21492e-17-0.00277753j 1.30937e-16+0.00817965j 5.3039e-19-0.000291016j -2.56591e-16+0.00137342j 
2.1771e-16+0.00181682j 3.40315e-17+0.00221695j 6.70777e-17+0.00295613j 8.23538e-17+0.00351475j -2.47672e-16-0.00214406j 4.4663e-16+0.00529163j -9.0888e-17+0.000327786j 4.72696e-18-0.00226476j 9.11274e-18+0.00230673j 7.25127e-16+0.00151992j -1.49206e-17+0.00167687j 3.642e-17-0.00201869j 1.70613e-16+0.000329955j -1.86462e-16+0.0028209j 5.07325e-17-0.00185361j -6.89962e-17-0.000223521j -3.24507e-15+0.000727624j -7.24909e-16-0.0025352j 1.61217e-16-0.0056639j 1.83769e-16-0.00105108j -7.37109e-16-0.00261834j -5.76422e-17+0.00186278j -1.44344e-16-0.00295995j -2.99894e-16-0.00129318j 5.18758e-17+0.00187598j -1.49626e-16+0.0017327j 5.0551e-17-0.000710175j 1.83322e-16-0.00213297j 1.37702e-15+0.00148563j -4.08593e-15-0.0015053j -2.56386e-15+0.00111447j -4.1537e-16+0.00220985j 8.96221e-17+0.00324444j -4.21342e-17+0.00233274j 1.76386e-16+0.000604188j -2.74483e-16-0.00545195j -9.34077e-17+0.00226424j 7.16883e-17+0.00370599j -2.54401e-16-0.00639906j -1.34755e-16+0.0012978j 1.99572e-18-0.00485125j -1.37324e-16-0.00269096j 4.31618e-16+0.00203894j -1.36135e-15-0.0039318j -5.62549e-16-0.00580303j 1.40857e-16+0.00162669j -1.8756e-16-0.00264668j -1.69084e-16-0.00371031j 2.17739e-16+0.00589235j -5.43959e-16-0.00429178j -8.21829e-14+0.00145735j -1.23661e-16-0.00567726j 5.0545e-16+4.31556e-05j -2.16902e-15+0.00999022j -2.61575e-16-0.00755262j 4.94958e-17+0.00310005j -5.1139e-16+0.0012615j -2.4174e-16+0.00861282j 1.43978e-16-0.00615526j -7.75852e-17+0.00486361j 2.24635e-17+0.0104893j -9.81887e-17-0.00720405j -1.30045e-16-0.00245532j -1.31578e-16+0.00305225j 9.98539e-17+0.0109014j -1.95755e-16-0.00817107j -1.75528e-16-0.000822429j 1.65949e-16-0.00277647j 9.20523e-17-0.00409605j 3.02712e-17+0.00152515j 1.78128e-16+0.00364509j -8.57912e-17-0.0017882j 
-6.4342e-17+0.00294516j 1.52034e-16-0.000259629j -2.99245e-17+0.00015095j -2.11472e-16+0.00384659j 1.36563e-16-0.00452895j -1.31931e-16-0.000293011j 2.33404e-16+0.00245309j -2.24198e-16+9.00254e-06j 1.45954e-16+0.000384995j -2.24087e-16-8.05431e-05j 2.27638e-16-0.00236881j 7.35216e-17-0.0019143j 5.17511e-16+0.0013227j -1.909e-16+0.00449635j -2.085e-16+0.000611026j 1.00017e-16+0.00307946j 8.94161e-15-0.00173926j 4.01744e-16+0.000346717j -6.00712e-17-0.000152371j 2.25312e-17-0.00210232j -2.10493e-15-0.00547144j 6.78526e-16+0.00349549j 1.66149e-16-0.00357599j 8.24974e-17+0.000480467j -3.32712e-16-0.00499371j 1.1238e-18-0.00411026j -3.22226e-17+8.62234e-05j -2.59693e-16-0.00139558j 5.342e-15-0.00156262j -1.43421e-14-0.0078087j -6.66583e-15+0.00259704j -1.18062e-15+0.00662784j -2.51179e-16+0.00630569j 1.70611e-16-0.00253311j -1.16952e-16+0.0107915j 2.1069e-16-0.0144447j -1.27579e-16+0.00216188j -4.49374e-17+0.00441102j 2.9884e-17-0.00938701j -4.76432e-17+0.00212254j -3.24094e-16+0.00510656j 8.39568e-17+0.00315958j 4.03909e-16+0.00456295j -1.86416e-15-0.00647018j -7.76135e-16-0.0109431j 9.54022e-16-0.00100527j 1.60769e-16-0.00575628j 3.202e-16-0.00602985j -3.02252e-17+0.00958932j -3.92216e-18+0.000519041j -6.58216e-13+0.011684j -9.10091e-17-0.0106779j -9.04516e-17+0.00163425j -2.18647e-15+0.00587833j -5.3603e-17+0.00648995j -3.66316e-16+0.00731084j -6.5967e-17-0.00903189j -1.58661e-16+0.0150442j -6.12846e-17-0.00535242j -7.28534e-16-0.00413379j -9.64976e-17+0.00509094j 1.6935e-16-0.0135619j 4.43019e-16-0.0126485j 1.62365e-16+0.00252815j -4.10014e-16+0.0109294j -1.44042e-16+0.000501685j 7.8772e-17-0.0010928j -9.82366e-17+0.000110031j -1.12528e-16+0.000955969j -2.6097e-16+0.00237125j -1.0682e-16+0.00266545j 5.4758e-17-0.000213221j 
1.47324e-16-0.000495743j 3.58821e-16+0.0046146j 2.35245e-16+0.00251661j -3.51935e-17-0.00223591j 5.33625e-16+0.00699104j -3.36054e-16-0.0016422j -6.09822e-17+0.00014284j -5.90752e-16-0.00750765j 8.88015e-16+0.00720082j -2.63618e-15-0.00335479j 4.04696e-17+0.000218936j 2.37591e-16+0.00104293j 1.18112e-15+0.0025968j 2.55539e-16-0.00041051j -3.32964e-17-0.00253554j 4.18817e-16+0.00300255j -3.17434e-16+3.74939e-05j 8.53688e-16+0.00414034j 3.77803e-16-0.00245233j 1.2598e-16+0.00193935j -6.86116e-17+0.000612037j 1.53292e-15+0.0119799j -4.13128e-16-7.63086e-05j -2.22955e-16-0.000922333j -3.93353e-16-0.00121426j -1.8965e-16+0.00134412j -4.17392e-17-0.00121273j -3.17481e-16-0.0123214j 1.78672e-15+0.00515386j -3.89361e-15+3.3798e-05j -7.60178e-16+0.000552126j 7.27013e-17-0.000116317j -4.21325e-16-0.00661802j 5.75379e-16+0.00598759j 6.71121e-16+0.00264592j -5.78149e-16-0.000675263j -5.23038e-18-0.000814893j 2.7455e-16+0.00155908j -6.14577e-16-0.00254456j 3.13722e-16+0.00390024j -3.24581e-16-0.00630211j 1.88664e-17-0.000836665j -5.44019e-16-0.0039839j 2.01687e-15+0.00415557j -1.12407e-15-0.00194977j 1.7588e-17+0.00123575j -5.06158e-16-0.00510418j -4.03827e-16-0.000938288j 2.31469e-17-0.000305893j -6.07572e-17+0.000172806j 2.26235e-13-0.0040145j -5.40415e-16-0.00139367j -1.62086e-15+0.00399245j 9.1883e-16-0.00255365j 4.27419e-17-0.00407673j -4.8735e-17-0.00340941j -1.77625e-17+0.00431101j 2.40668e-16-0.00170546j 4.20935e-16+0.00378635j 1.84218e-16+9.45834e-06j 6.31427e-16+0.00549852j -9.14324e-16-0.00376758j 2.59373e-16+0.00851951j 5.85334e-16+0.00637144j -2.55733e-16-0.00631463j -3.10382e-16-0.00367536j -8.41899e-17-0.000639815j -3.9807e-16-0.00398847j -6.07642e-16-0.00736429j -3.32178e-17-0.00208297j -4.47559e-16-0.00495446j -3.24409e-17-0.000197693j 
2.17407e-16+0.00882306j 9.21596e-17-0.00229186j -9.84909e-18+0.00605313j 4.3217e-17-0.00475314j -1.51955e-16-0.00254519j 3.13219e-16+0.00496313j -5.91452e-18+0.00165215j -6.33365e-17+0.00167417j -2.19786e-16+0.00472432j 7.51544e-16+0.00152981j 2.57031e-16+0.00206537j -4.58722e-17-0.00442392j 1.51523e-15+0.00382057j 1.33246e-17+0.00251073j 1.89794e-16+0.00727027j 2.39198e-17+0.00159014j 8.06065e-15-0.00158095j -1.40334e-16-0.000674622j -2.18018e-16-0.000913201j 2.36824e-16+0.00483897j -1.14106e-15-0.00251092j 2.02909e-17+0.000757696j 1.64465e-16+0.000953724j 5.53335e-16+0.00102194j 1.64342e-16+0.00471519j 4.61269e-17-0.00085234j -5.68965e-17+0.0044409j -4.20296e-17+0.00120025j 5.94949e-16-0.00228285j -1.55538e-15-0.00164636j -6.14885e-15+0.00386529j -1.07375e-15-0.00256589j -5.68369e-17-0.00851767j 1.33104e-16+0.0108928j -8.17489e-17+0.00372732j 1.04374e-16-0.0060974j -1.90448e-16+0.00547238j -2.2599e-17+0.0032839j 7.78899e-17-0.0120798j -3.18256e-16+0.0104038j -3.2346e-16-0.0110544j 7.39483e-17+0.00610755j 1.47226e-16+0.00678908j -1.25324e-16-0.00146917j -1.86468e-15-0.0185979j 1.58171e-15-0.00284121j 2.6791e-16-0.010472j 4.78778e-16-0.0100183j 2.87047e-16+0.0158788j -1.4138e-15-0.0096157j -6.78623e-13+0.0120517j -6.2495e-16-0.0235621j -2.97985e-15+0.00844527j -1.42517e-15+0.00550586j -2.1919e-16+0.00181081j -4.261e-17+0.00295007j -2.19277e-16+0.00736846j -7.38313e-16+0.0115921j -6.95737e-16-0.0112184j -7.9231e-16-0.0013546j -1.85746e-16+0.00789613j 2.66185e-16-0.0276411j 4.69348e-17+0.00126463j 1.46212e-17+0.00684706j -1.45195e-16-0.00146082j -2.44828e-16+0.00470207j 8.10244e-17-0.0117756j 2.61595e-16-0.0128035j 8.34893e-17-0.00632875j -1.27925e-16+0.00791599j 2.90937e-16-0.00417809j -1.61306e-16-0.014259j 
-5.29809e-16-0.00868935j -1.51572e-16-0.0129147j -3.33502e-17-0.010174j -5.66501e-17-0.0131426j 7.91521e-17+0.000930522j -1.0085e-15-0.0095839j 6.02746e-16+0.0077485j 2.67193e-16+0.00262201j -1.37378e-16-0.00377674j 6.42318e-16+0.000987252j 9.04085e-16-0.00879632j 1.15014e-16-0.00297369j 2.2617e-16+0.00333392j 7.25789e-17-0.00456188j -2.45173e-16-0.00531388j 4.38645e-18-0.000135862j 2.07738e-14-0.00419934j 1.44335e-15+0.00387144j 5.72428e-16+0.00607672j -1.64347e-16-0.00516629j -2.17293e-15-0.00517704j 4.04137e-16+0.00507857j 6.09891e-16+0.00231078j 2.45073e-15+0.0081714j -1.38089e-16-0.0064202j -1.7911e-17+0.00453848j -9.44968e-17-0.00476933j -6.21906e-17+0.00382097j -3.3368e-16-0.00218718j 7.10429e-16-0.000414132j 2.65149e-15-0.00124637j 4.34223e-16-0.00155068j -1.59267e-17-0.00778966j -6.24702e-17+0.00224473j -5.78341e-17+0.0011779j 1.63276e-16+0.00942623j 2.25018e-17-0.0101062j -2.97833e-17-0.00551436j 9.78746e-17+0.0095259j 3.33829e-16-0.00168488j 2.74338e-16-0.00140722j -1.37593e-16+0.00974611j -6.39327e-16-0.00234298j 3.50059e-15+0.00926481j -4.72756e-16+0.00175718j -1.32282e-15+0.00485867j -1.29784e-16+0.00084531j -5.16849e-16-0.00214328j -4.22262e-16-0.00382253j -5.02452e-17-0.00323812j 1.40711e-13-0.00248661j -2.16126e-16+0.00400479j -3.74563e-15+0.00688187j 3.44538e-15-0.0121191j 4.83066e-16-0.00116582j -8.96513e-17-0.00221711j 4.23073e-17+0.0037861j 3.98661e-16-0.00921509j -3.94289e-16+0.00360243j -1.89777e-16-0.00334496j 7.40262e-17-0.00203638j -2.24784e-16+0.00896064j -1.01852e-16+0.00038743j -2.60203e-17+0.00932924j 5.94398e-17-0.0195372j 3.6107e-16-0.00932905j 2.24116e-16+0.00350167j -1.58469e-16+0.000433176j -1.5393e-16+0.00921295j 1.05793e-16-0.0119694j -2.29604e-16+0.00172165j 3.32416e-17+0.00271563j 
