0.0226743-0.00807809j -0.00725459+0.00336591j -0.00723876-0.000240882j -0.0362478+0.00941221j 0.00301976-0.00730393j 0.0148828-0.0140744j -0.0209801+0.00337501j 0.00910384-0.00743487j 0.0224926-0.00935117j -0.0117405+0.00446697j -0.0178217-0.00361567j 0.000377435-0.00366321j 0.0126427+0.0210617j -0.0280016-0.0398147j -0.0497993-0.0105264j 0.00560095-0.00375809j 0.0182087+0.0158303j 0.0149536+0.0198913j 0.00876745+0.00497681j -0.00373381-0.00955401j -0.00491914-0.00363485j -0.000835771+0.00310523j -0.00127882-0.00374619j -0.00189709-0.00804711j -0.00436619-0.00243087j -0.00213844-0.00150275j -0.0109859-0.0357618j 0.000105773+0.0144657j 0.00965787+0.000979404j 0.00276973+0.0209967j -0.00302125-0.0153372j 0.00431753-0.0100368j -0.00603657-0.00369537j -0.0076558-0.0124353j -0.0178943+0.0189059j -0.000441891+0.0293133j -0.00471262+0.0142941j -0.00582095+0.00905748j 0.00288902-0.00175033j -0.0074325-0.00902837j 0.000174006+0.00826128j 0.00917359-0.00241539j 0.00770019-0.00852306j 0.0089927-0.0041831j -0.00597108-0.00398999j 0.000300144-0.00109076j -0.00640766-0.013592j 0.0039762-0.0062713j -0.00432351-0.00912806j 0.00291736+0.0078332j 0.00436505-0.00406076j -5.12335e-05+0.000312356j -0.00433137+0.00544372j -0.00364923+0.0001703j 0.00237625+0.000896423j -0.00865835+0.00450786j 0.00348494-0.00289644j 0.0137558+0.00608163j -0.00614649+0.00518661j 0.00016362+0.00160134j 0.00491931+0.00682055j 0.00578528-0.00109613j -0.00752308+0.00308435j -0.000418693+0.00789918j -0.00422692-0.00900954j 0.00350675-0.00837458j -0.00238026-0.00457559j 0.00451125+0.00151021j 0.00535943+0.0101033j 0.00817355-0.00372866j -0.00306758-0.00942939j 0.00346262-0.00814948j 0.000106154-0.00111182j 0.00401437+0.000669806j 0.00626613-0.00329526j -0.00392813-0.000674889j -0.00728268+0.00696035j 0.00583851-0.00274291j -0.00504392+0.00736661j -0.00200002-0.00267976j 0.000229254-0.00214839j 0.00488909-0.000352595j -0.00786632-0.000413134j 0.00857492-0.0049735j -0.0089277+0.0113256j 0.00784077+0.00883172j 0.000651418-0.00116866j -0.00338944-0.0015198j -0.00387601+0.0078532j 0.00176245-0.0161291j -0.00811209+0.00835228j 0.0100385+0.00953831j 0.0076038+0.00101235j -0.00788697-0.00964548j -0.00739333+0.00350631j 
-0.0169159-0.0549277j -0.0154662-0.00242061j 0.0201948-0.0255437j 0.0304911-0.0230145j 0.00336541-0.00890655j -0.0393037+0.00435025j 0.0301162-0.0139994j -0.00101219+0.042366j -0.0315844-0.00835935j 0.0361381-0.0427405j 0.0103311+0.0206383j -0.00710996+0.0863428j 0.0176521-0.0131336j 0.0128639+0.004889j -0.0114964-0.0142479j -0.0182158-0.0304309j 0.000487121+0.0119329j 0.0027597-0.0196054j 0.00918199-0.0352048j 0.0298025-0.0846473j -0.00843567+0.0295723j -0.00678155+0.0221482j 0.00238532-0.0271139j -0.000398836-0.0125244j -0.0176705-0.0419118j 0.0430442-0.16343j 0.00862831-0.00697307j 0.0087396-0.0174583j -0.0736637-0.00776772j 0.00541081+0.0130697j 0.0350886+0.201145j 0.198888+0.0901573j 0.119299+0.0220726j -0.0915699-0.0211046j 0.0376223+0.000946495j -0.010701+0.00998116j -0.0110338+0.0777973j 0.00448121+0.019631j -0.0224232-0.00967513j -0.00227426-0.0118213j -0.00482076+0.00925717j 0.00463846-0.0145695j -0.00311673+0.0193486j 0.0162745-0.0454746j 0.00212915-0.0101974j 0.000159676-0.00715635j 0.00565106+0.00671429j -0.00427756-0.0126053j -0.0132471+0.0142609j 0.0114343-0.00188001j -0.00141031-0.00216621j 0.000479988+0.00773047j 0.00863123-3.60636e-05j 0.00630825+0.0106003j 0.00739681+0.00415582j -0.00561349+0.0175408j -0.00447102+0.0157262j 0.00818468+0.0089552j 0.00980037+0.00138527j 0.00941671-0.00540222j 0.00840555-0.012638j 0.00183853-0.000139258j 0.0144387-0.00444757j -0.00921033+0.0050735j -0.0017649+0.0157861j 0.00915685-0.00336737j -0.00305689-0.00767256j -0.0161322-0.0143527j -0.00653755+0.00858015j -0.0118015+0.011851j -0.00736688-0.00271111j 0.0255977+0.00710894j -0.00725634+0.000157246j -0.015866-0.0128737j -0.000619805+0.0152197j -0.00728397-0.0120886j 0.0173223+0.0307392j 0.00491748-0.00239186j 0.0237039-0.0201356j 0.0163913-0.00766715j 0.00773144-0.0065468j 0.012487+0.000413041j 0.0012865-0.0259972j -0.0109987-0.0209131j 0.00755892-0.0191938j 0.012945-0.0306409j 0.0226822+0.0112733j -0.00870114-0.00489029j -0.0385786+0.0101617j -0.0060407-0.00559668j -0.00156014-0.000973301j 0.0321289+0.00538912j 0.0289522+0.00533004j 0.00529588-0.000551013j 0.00977885+0.00265136j 
0.0121805+0.00925728j 0.00363794-0.0275422j 0.00600186-0.01463j -0.0290206-0.0341815j 0.0120688+0.00490316j 0.0193267+0.022058j -0.0179545-0.025237j 0.0279188+0.0102253j 0.0488115+0.0205554j 0.0240339+0.00846532j 0.0187611-0.0173744j -0.0174343+0.00284125j 0.0181603+0.018904j -0.00590538-0.008632j 0.006693+0.000216632j -0.023259+0.0427185j -0.00333394+0.0121179j 0.00794379-0.0223932j -0.0169892+0.0533783j -0.0320577+0.0717586j 0.023884-0.0648775j 0.00946222-0.0188471j -0.0340517+0.044444j -0.016747+0.0101533j 0.0150942-0.0383017j -0.0849071+0.155757j -0.0209091-0.0464784j -0.149747+0.237193j -0.0677902-0.0648395j -0.0315931+0.212074j -0.0270798+0.0862788j 0.0849679+0.00105966j 0.00677591-0.0503205j 0.00768278-0.0405774j 0.0491644-0.0623318j -0.0219898+0.0523801j 0.00868114-0.0551232j 0.0140919-0.0237107j -0.00567307+0.0364232j 0.00868186-0.0109946j 0.0017813-0.0268833j 0.00629006+0.015973j 0.00317448+0.00352609j 0.00226609+0.0262582j 0.000461942+0.00301064j 0.00488418+0.0140452j 0.0035015-0.0153379j 0.0118745+0.012086j 0.000577598-0.00917414j -0.011086-0.0115007j 0.00380475+0.00689252j 0.000772175+0.000813952j -0.0161839+0.00374154j -0.00486667-0.0108288j -0.0109402-0.000827205j -0.0104421+0.00336256j 0.000210309-0.00759991j -0.0048248-0.0266032j -0.00637537+0.0040882j -0.00057947+0.00854026j 0.0011416-0.0172176j -0.000448203-0.0127755j -0.0101176+0.00158915j 0.00326839+0.00629947j -0.024345-0.00975945j -0.0239602-0.00990111j -0.0124463+0.00751459j 0.0129346-0.0103381j 0.00581498+0.0067854j -0.0036287-0.00965365j 0.00747331+0.00794388j -0.0404483-0.0199825j -0.023281+0.00216255j 0.00371374-0.0109782j 0.029688+0.00976915j 0.0118155+0.00364443j -0.0283352-0.00717345j -0.0658674-0.0204348j 0.0232168+0.00351281j -0.0185939-0.0266282j -0.000592226-0.0196467j -0.00961703+0.00335781j 0.000250521-0.00377411j -0.00570038-0.0051357j 0.00358706-0.00912899j 0.00938815-0.0027058j 0.0297094-0.00094705j 0.00384896+0.00264888j 0.00287836-0.00110355j 6.67834e-05-0.00459085j 0.0060032-0.00234967j -0.000722791-0.00324239j 0.0187546+0.00401639j -0.00114347-0.00145749j -0.000422484-0.0039724j 
0.00143549+0.0298901j -0.00246475+0.00100229j -0.0202954+0.0184407j -0.00952318+0.00183505j -0.00186283-0.0036149j 0.00625329+0.0137366j -0.0200139-0.00656788j -0.00874285-0.0124094j -0.0116445+0.00370898j -0.00185293-0.00347261j -0.0373586+0.0563011j -0.0088707+0.0162226j 0.0144146-0.0126151j -0.013506-0.0109724j -0.0118698+0.00965674j 0.01023+0.0108299j 0.00474427-0.00140638j -0.00521626+0.028044j -0.00342132+0.0104918j -0.0179914+0.0238116j -0.000550901-0.0020514j 0.0170933-0.0321561j -0.00607953+0.0213239j -0.0125121+0.0306274j 0.00372541+0.00821381j -0.0297678+0.0585724j -0.0535917+0.0945997j -0.00707768+0.0253669j -0.0309384+0.120228j 0.0444684+0.0968019j 0.0950622+0.113741j -0.139792+0.00727908j 0.0331416-0.0424574j -0.0147476-0.0680396j -0.00404507+0.064156j 0.0213482+0.00176497j -0.00169429-0.00362284j -0.00571627-0.00810172j 0.01349-0.00863552j -0.00249864+0.00870841j 0.00374116+0.00530451j -0.00431269+0.00199649j 0.00104796-0.0150811j -0.0151018+0.0150131j -0.00276124+0.00402471j 0.000428859-0.000333368j -0.00426205-0.00599941j -0.00252555+0.00483792j 0.00798766-0.0161271j -0.00286856+0.00374556j -0.0049371+0.00335532j -0.000308043-0.00853229j -0.00169719-0.00980518j -0.00562548-0.00462081j -0.00430472+0.00165391j 0.00291839-0.013397j 0.00400326-0.00286953j -0.00341855+0.0105562j -0.0131669-0.00537277j -0.00554499+0.0106506j -0.0097886+0.00888618j -0.00216938-0.00149507j -0.000577007+0.00814166j -0.0146192-0.00980543j 0.00569608-0.00851546j -0.000886014+0.00783269j 0.0022983+0.00342506j 0.0210484+0.0171548j 0.000816733-0.0162411j -0.00219014-0.0229939j 0.00364253+0.00815734j -0.0169357+0.00195441j -0.00486219-0.0186226j 0.00304562+0.0015088j 0.0246358-0.00815941j 0.00397684+0.0179581j 0.0141823-0.0259783j 0.00254159-0.0137661j 0.00312251+0.00736882j -0.000706842+0.0292004j 0.00678289+0.0140673j -0.0152219+0.0375646j -0.00438545+0.0442376j 0.0041026+0.0344184j -0.00918505-0.0034255j 0.0067798+0.00755617j -0.0280205+0.00257831j 0.0105671-0.00406669j -0.0531573-0.0198852j -0.00160924+0.00227008j -0.00146593+0.00185039j 0.00137404+0.00844731j 0.00216835-0.00126886j -0.00656284-0.001627j -0.00672386+0.0020169j 
-0.0165677-0.000332292j 0.0160814+0.0162527j 0.0124026+0.000840147j 0.0306891-0.00125798j -0.00989868+0.00728446j -0.0404409+0.00244963j 0.0254548+0.0198362j 0.00882891+0.00268097j 0.0170628+0.0355189j 0.0168534-0.00456241j -0.00151031-0.00881743j 0.00706308-0.001511j -0.0159789-0.0105001j 0.00852179+0.00059567j 0.000128543-0.00211256j -0.00161287-0.0149416j -0.00767483-0.0122558j -0.00784685-0.000767682j -0.00566317-0.0185376j -0.00218485-0.0396233j -0.0087152+0.0380328j -0.0147958+0.00690717j 0.00701174-0.0527008j 0.01881-0.0483776j -0.0311765+0.0130275j 0.0184419-0.101315j 0.077318-0.0740861j -0.0302804+0.00155375j 0.0202827-0.0993467j 0.116868+0.117355j -0.118027+0.0200545j 0.0145447+0.041127j -0.195426+0.13101j 0.0491503+0.00365004j -0.030713-0.0347547j -0.00851843-0.0412513j 0.00789952+0.00154822j -0.00514259+0.00937054j -0.000404534-0.0179767j -0.00323734+0.00377617j 0.00327622+0.0039914j -0.00766474-0.000973436j 0.00633522+0.00133665j -0.00942221-0.00297113j 0.00165127+0.00379403j -0.00745459-0.0049166j 0.00166924+0.0082013j -0.00740066-0.00832714j -0.0106116+0.0167618j -0.0055257+0.0149976j -0.0052137+0.000199397j -0.000263919+0.0151449j 0.00663347+0.0206201j 0.00185406+0.00165973j 0.013901-0.00206803j 0.0112914+0.00162958j 0.00627457+0.00457062j -0.00685645+0.00232369j 0.00967193-0.00164437j 0.00804334-0.00372792j -0.00423567+0.0116524j -0.00263586+0.00534008j 0.00828918+0.00257404j 0.00584839-0.00359933j -0.00121612+0.0102604j -0.00469002-0.0119711j -0.00599535-0.00543489j -0.0252256+0.000455368j -0.00240145+0.0331188j -0.00330985-0.00403046j -0.00361537+0.00575987j 0.0133991+0.00599646j -0.0244456+0.000897127j -0.00789438+0.0442287j -0.0250739-0.044889j -0.0169784+0.0123699j 0.00146468-0.00610289j 0.0125565-0.000811833j 0.00430802-0.0115558j -0.00487707-0.0512964j -0.0229703+0.0567804j -0.0369468+0.00964682j -0.0114718+0.0934976j 0.00593536+0.0326095j 0.00874211-0.00967176j 0.00190924+0.0131702j -0.0258967-0.00435304j -0.0145546+0.0342171j -0.0278013-0.00772891j 0.00530726+0.00198509j 0.00055945-0.000642054j 0.00954189-0.00701318j -0.00437876-0.000889369j -0.000255997+0.000613303j 0.00180199+0.000162457j 
-0.0190603+0.0297809j 0.0268794+0.0258269j -0.00947743+0.0218476j 0.00931408+0.0207441j -0.010352+0.0126571j -0.0242507+0.0111811j 0.013414+0.0374614j 0.0172633-0.0172623j 0.0132405+0.0399305j -0.00446056+0.00623049j 0.00742876-0.0114921j 0.0143645-0.0352811j -0.0118951-0.00061345j -0.00774633-0.00299234j -0.00954432+0.0075846j 0.00234567-0.00459684j -0.0115355-0.0220463j -0.0107432+0.0265907j 0.0176782-0.0174445j 0.0188377-0.0215519j -0.0110625+0.0280263j -0.0175934+0.0067573j 0.0101982-0.0501497j 0.0256777-0.0477178j -0.0247364+0.0818853j 0.0695406-0.0522927j 0.0823071-0.0664639j -0.0292126-0.030215j -0.0154439-0.0295286j 0.194057+0.159345j -0.104568+0.0878891j -0.155353-0.0227515j 0.122318-0.0546357j 0.0176326+0.104357j -0.0396996-0.0104968j 0.0152236-0.0350293j -0.0228872+0.0090979j -0.0144966+0.000999032j 0.0111354-0.0148567j -0.00490731+0.0172462j -0.00855969+0.00982229j -0.00024561-0.00675304j 0.00473485-0.0147868j 0.0022963-0.00218542j -0.00939591+0.00890733j 0.000548296-0.00522824j -0.00847457+0.0125509j -0.00364905+0.00077452j -0.00127374+0.0179971j -0.00663426+0.00959867j -0.0105522+0.0124312j 0.00502416+0.00588362j 0.00418113+0.0146166j 0.0113331-0.000302586j 0.0117162+0.00357491j 0.0116929-0.00720716j 0.000503742+0.000788406j -0.0105733+0.00902273j 0.0120662+0.00540475j 0.00745201-0.00475572j 0.000793758+0.00410345j 0.00262522+0.000256436j -0.00303368-0.00215059j 0.0116435+0.00663998j 0.0139859-4.2743e-05j 0.00411432-0.00135966j -0.00233824-0.0074764j -0.0214102+0.00531865j 0.0049465-0.0190582j 0.00119183+0.00618054j -0.00961489-0.0310981j 0.0325093-0.00819919j -0.0221715-0.0190555j 0.013876+0.0126925j -0.0292333-0.00753949j -0.00310747+0.00716301j 0.0158331+0.00172697j -0.0184566-0.0139417j 0.0135396-0.00292101j 0.00989936+0.0417348j 0.0343248-0.07576j 0.00214468-0.0184666j 0.0102374-0.0348094j 0.00236487-0.0118755j 0.000328245+0.0118855j -0.00830173+0.00294164j 0.00626229+0.00364856j -0.0262103-0.0264746j 0.0453802+0.00693179j 0.000747893+0.00244345j 0.00449724+0.00293227j -0.0141955+0.00221375j -0.024898-0.00418598j -0.00756976+0.00404231j -0.00224641-0.00102868j 
0.0184087-0.00373608j -0.00189911+0.0100881j -0.00699288+0.0267893j -0.0120849+0.0326315j -0.0140229-0.0198881j 0.019738-0.0125849j -0.0373697+0.00894171j -0.031021-0.014043j -0.00662136+0.0295688j -0.0249467-0.017274j 0.0207947-0.0363605j 0.000348483+0.00528907j -0.0155137+0.0074264j 0.00243049-0.00345318j -0.011483-0.0112156j 0.00654024+0.00178199j -0.0131078+0.00100433j -0.00430817+0.0158597j -0.00260151+0.0130011j 0.0012427+0.0232474j 0.000122599+0.00174119j 0.0135359-0.0422194j 0.00392852+0.0176079j -0.0110476+0.0529897j 0.0470045-0.0446994j 0.014874+0.00171956j -0.024269+0.157766j -0.0114391+0.0156909j 0.124479+0.160899j 0.106476+0.0843011j -0.162058+0.0139759j 0.110817-0.0287607j 0.0277584+0.0473398j 0.030838-0.0569993j 0.0351194+0.0390347j -0.0270424+0.0388459j -0.0131559+0.0167593j -0.0116136-0.00207549j -0.020454+0.0028099j -0.00803789+0.00416665j 0.0054526-0.00628587j 0.000158553-0.00200141j 0.0143341-0.0138208j 0.00154086+0.0129934j -0.0121365+0.013845j -0.00630978+0.00026095j 0.00141938-0.00289688j 0.00088125+0.00114836j -0.000577622-0.00508012j -0.00940225+0.00242016j -0.00869546+0.00568894j -0.00214878-0.0211597j -0.006354-0.00743955j 0.00186307-0.0117236j 0.00737128-0.020571j -0.012316+0.00347419j -0.0037332+0.00515805j -0.0174405+0.0226406j 0.000834589-0.020926j -0.0139628+0.00392849j -0.00358748-0.0130644j -0.00746628+0.00798395j 0.00094306+0.000351312j -0.00909499-0.00253368j 0.0086268-0.00817309j -0.00897512+0.00894925j -0.00288564+0.0260531j 0.0151232+0.00291089j -0.0173046+0.0456929j -0.00808379+0.0237773j -0.0138978+0.00576792j -0.011981-0.0104981j 0.00686757+0.0238626j 0.00284474+0.0297959j -0.000680277-0.002093j -0.0166459+0.00278719j -0.00491563+0.0521371j -0.00279002-0.00873079j -0.0150914-0.0137036j 0.026494-0.0608772j -0.0152509+0.00200678j -0.000569763-0.0617244j -0.00732704+0.0111856j 0.00263804-0.0494063j -0.0173135+0.00747881j -0.0184199+0.00450159j -0.014317+0.0274655j -0.00314278+0.0243736j 0.00820304+0.00599493j -0.00872772-0.00217642j -0.00961628-0.00272256j -0.00760233+0.00453427j -0.0187116+0.0130726j -0.00815436-0.00113197j 0.00913715-0.0019021j 
-0.0434658+0.0254639j 0.0261618-0.000546282j -0.0347315-0.00418832j 0.00324995-0.0077437j -0.0119905+0.0220554j -0.0165036+0.00664062j 0.0117667+0.0133354j 0.017917+0.0213365j 0.00603074-0.0191172j -0.0281023+0.0164554j -0.00264171+0.0254221j -0.0157597+0.00839227j -0.00990334+0.00517136j -0.00595669-0.00397835j -0.00969092-0.0110712j -0.0133292-0.0230309j 0.00690559-0.0339123j -0.0285101+0.0674975j -0.00103628-0.0102965j -0.0106769+0.0127256j 0.00394785+0.0289384j 0.000326587-0.0145243j 0.0297048-0.0686259j 0.0218679-0.0469861j -0.100162+0.116621j -0.0642342+0.0749954j 0.00860372-0.0411638j 0.124288-0.1974j -0.0501999+0.022102j 0.0216279+0.130559j 0.105723-0.00934478j 0.172494-0.0935156j -0.0284406-0.0754878j -0.055546-0.00504103j 0.0378552+0.134433j 0.00416635-0.00704876j 0.0147992-0.0295294j 0.0019282-0.0216623j 0.00489373-0.0525203j -0.00313103+0.00212854j -0.00785806+0.0206884j -0.0144697-0.0127772j 0.00321749-0.0285991j 0.0019287+0.00523488j -0.00818837-0.000112135j 0.000863496-0.00208524j -0.0181199+0.00681082j -0.00258829+0.00445957j 0.00364713+0.0109091j -0.00373862+0.00745921j 0.00306899+0.0119379j -0.00187505+0.0013342j 0.00875683+0.0127253j -0.00668092-0.00486047j 0.0146218-0.00168782j -0.00760934-0.00769345j -0.00743837-0.00717711j -0.00320749+0.00178784j -0.00392749-0.000389113j 0.0211202+0.00273681j 0.0167802+0.0148222j 0.000556909+0.00909272j -0.0290011-0.0092975j -0.000673431-0.00634097j 0.00699541-0.00765489j 0.0324782+0.011796j 0.0196333+0.00302883j 0.0281029+0.00543486j -0.00857981+0.00593995j 0.0177621+0.0246864j 0.00867471+0.0108877j 0.0160623-0.00087271j 0.000809602+0.0059705j -0.00230944-0.0176596j -0.0189429+0.0012261j -0.0434923-0.0178804j -0.0167234+0.0234897j 0.00342939+0.0152535j -0.0128576+0.0128936j 0.00961732-0.0366925j -0.00123231+0.00305071j -0.000575176-0.00749416j 0.0023574+0.00473144j -0.00990014-0.0119579j -0.018706+0.00297557j 0.0039603+0.00211248j 0.0120395+0.0133366j 0.0232824+0.010037j -0.000862324-0.00498099j -0.00894559+2.995e-05j -0.00190524-0.0056958j -0.000595181+0.00989948j 0.00453226-0.000355797j -0.000290074-0.00387649j 0.00480108+0.00331994j 
-0.00481156-0.00669595j -0.00312065+0.00976369j -0.00385649-0.00731625j -0.00156233+0.00833059j -0.0387218+0.00670204j -0.0164679+0.00866945j -0.022981+0.0199987j -0.041584-0.0125749j 0.0266899-0.0207595j -0.0132144-0.0234498j 0.0136181+0.0265968j -0.0106891+0.00973249j -0.00312464+0.000183262j 0.00510835+0.0154936j 0.00987691+0.0187555j 0.0146761-0.0229934j -0.00577304+0.0117893j -0.00875541+0.0196854j 0.00488258-0.0119861j 0.0121994-0.0132336j -0.0423544+0.116248j 0.0356382-0.0844673j 0.0169358-0.0131174j -0.0102777+0.0417689j 0.072159-0.159375j 0.071474-0.104925j -0.0273415+0.0780522j -0.0250159+0.0877348j -0.00472683+0.126156j 0.0474835+0.0946992j 0.163283-0.0185291j -0.0460106+0.00464765j -0.0870098-0.0161411j 0.018222+0.102619j -0.0405839-0.0909437j 0.000325068-0.0184636j -0.0117926+0.0349236j -0.00505316+0.0278441j 0.00260462+0.00145198j -0.00249369+0.0124966j 0.00252546+0.0100245j -0.00156823-0.00671611j -0.00827601-0.00423803j 0.00211878-0.00663804j -0.0055615+0.0225219j -0.00368076-0.0520936j -0.00305017-0.00297902j -0.00394152-0.00506897j 0.00295322+0.00911899j 0.00444258+0.00745668j -0.016147+0.007085j -0.0115886-0.00541506j 0.0129152-0.0193071j -0.010206-0.00794132j 0.00748998-0.00810665j 0.00757205+0.0255299j 0.00260492+0.0140319j 0.00378304+0.00595824j -0.0187267-0.0103676j -0.00402211+0.00215236j 0.00872607-0.0205196j -0.0146223-0.00889762j 0.0193236+0.00851531j -0.034213-0.00791332j 0.00862285+0.00515718j -0.00841108-0.00353232j -0.0114453-0.00515294j -0.00516707-0.00600316j -0.000158868-0.00361214j -0.0192879-0.0113135j -0.0165284+0.00348153j 0.00436717+0.00718488j -0.00857665-0.0139673j 0.0224386-0.0148288j 0.0110902+0.00664826j 0.0183981+0.00623875j 0.0177863+0.00605981j 0.018806-0.00111112j -0.00461557+0.021552j 0.00391887+0.0165372j 0.0124938+0.00170285j -0.000700702+0.00756527j 0.000533013+0.00279109j 0.019215+0.000125203j 0.0160281+0.000234392j 0.00781732-0.00815242j -0.00797627-0.0117947j 0.0124674-0.00240061j 0.0154302+0.00108841j 0.00824433+0.00375859j 0.00243162+0.000876575j -0.00267824-0.00725698j -0.00365185-0.00224443j 0.00608345+0.0064358j -0.00859615-0.00200252j 
0.00447758+0.00653686j -0.00740518-0.00113637j 0.00161466-0.00367088j -0.0168433+0.00154578j 0.00865268+0.00940115j 0.0222639-0.00171249j -0.0107155+0.0149703j 0.00637134+0.00473912j 0.00362789-0.0149196j -0.00378797+0.00190255j -0.0226939+0.0319448j -0.00825768-0.0318797j 0.00433011-0.00226266j 0.0109824+0.0107176j 0.0107291+0.0344086j -0.012635+0.0208786j 0.00783955+0.00802546j 0.0171423-0.0163503j 0.00242152+0.0147551j -0.00347168+0.0245514j 0.0261742-0.0496602j -0.0246846+0.0293424j -0.015978+0.0321736j -0.000200442+0.00398067j -0.0218162+0.0253701j -0.0204168+0.0877977j 0.057027-0.065749j 0.06895-0.0226311j 0.043112-0.0438725j 0.0167497+0.0218903j 0.0316786+0.042445j 0.0538539-0.160522j 0.0227751-0.0635495j 0.0269439+0.1944j -0.0227527-0.212652j -0.0165027-0.0176171j 0.00493788-0.00547838j 0.0151547-0.00271953j -0.00240952+0.0423659j 0.0058239-0.00165595j 0.000267363-0.0143128j 0.00222965+0.00828799j -0.00242777-0.000201588j 0.00299504+0.00706516j 0.00148138-0.000487218j 0.00482837+0.0126859j 0.00475936-0.00661094j 0.00421401+0.00568098j -0.000622092+0.00357835j -0.00163044-0.00330534j 0.00667728-0.00545176j 0.00344198-0.00106456j -0.00683281+0.00279943j 0.00526225+0.00206297j 0.000483675-0.00304759j -0.0166632+0.00543307j -0.00109677-0.00384904j -0.000194515-0.0185244j 0.0100818+0.00343915j -0.00440679-0.0069453j 0.00616094-0.00714224j 0.0149088+0.00427708j -0.0142992-0.00501452j 0.0223456+0.00186132j -0.00516127-0.00204883j -0.00210828+0.00145032j -0.00544354+0.00472496j 0.00942726-0.0124375j -0.0023874+0.0233495j 0.0132576+0.0118746j -0.0112505+0.0106559j -0.00945432+0.00181891j -0.0082889+0.0160682j 0.000922341-0.0276658j -0.0395258+0.00914679j -0.0324062-0.0178231j -0.0164582+0.0407993j 0.00176271+0.014069j -0.0137029+0.0265119j 0.0179231-0.048755j -0.000245177+0.0260932j 0.00310187-0.0194795j 0.00223098-0.0183232j -0.0175428-0.026373j 0.0199049+0.0102312j -0.0184497-0.0152479j -0.0568776-0.0243505j 0.0222654+0.00424178j 0.0181504+0.00757493j 0.00812147+0.00755587j 0.00576844-0.00444673j -0.00787722-0.0206753j -0.000756542-0.00350962j 0.00570691+0.00228512j -0.0111975-0.00939748j 
-0.0127218+0.0220048j 0.00519023-0.00475029j -0.0136266+0.00596612j -0.00553209+0.00753883j -0.0126913+0.017592j -0.0119468+0.011715j -0.00989547+0.0220522j 0.00277812-0.0347153j 0.0152345+0.000331252j 0.00856425+0.0285064j -0.0126261+0.0268808j 0.0246821-0.0174501j 0.0201219-0.00306233j -0.0234615-0.00801355j -0.0052846-0.00903207j -0.0118822+0.00127818j 0.00174451+0.00375704j 0.0123955+0.0138401j 0.0141149-0.0083136j 0.0135396-0.0106066j -0.00933724+0.0466541j -0.0133302-0.012133j -0.00495555-0.0126421j 0.0156515-0.023486j 0.0481402-0.0334762j 0.0893994-0.0634508j 0.105814-0.0975739j -0.0854022+0.112996j 0.0110141-0.0267843j 0.000724623-0.0837979j 0.021752+0.0192017j 0.00290432+0.105494j -0.0261709-0.011041j -0.0104539-0.0779404j 0.0737381+0.251405j 0.0075644+0.0107614j 0.00418421+0.00773672j 0.00324901-0.00554842j -0.00834913-0.0100752j -0.00306578-0.00351115j -0.00133567+0.00758302j -0.00177122-0.00454116j -0.0024932-0.00541541j 0.00116768-0.00600621j -0.00722991+0.00410847j 0.00140632-0.011783j -0.00257301+0.00153566j -0.00215379-0.002747j -0.00358432+0.00484176j -0.00682725-0.00131025j -0.00839986+0.00630487j -0.000898605+0.003654j 0.00305129+0.00622399j 0.00428201-0.000990952j 0.008408-0.00298008j 0.00673715+0.0115039j 0.00726251-0.00266875j -0.0099895-0.00914365j 0.00653569+0.00216165j 0.000603483+0.000640383j -0.00410251-0.0216802j -0.00306388-0.00563017j 0.00144621-6.65406e-05j 0.00320697+0.00507218j 0.0061431+0.00804756j -0.0186665-0.00804364j -0.0243855+0.00185022j -0.0402265-0.0260526j 0.00379725+0.0217463j -0.00674761+0.00284169j -0.0138816+0.00296673j 0.00641476-0.00183823j -0.016803+0.0123327j -0.00845501-0.022764j -0.0274691+0.00976013j -0.00871082-0.0158504j -0.00171276+0.034052j -0.00571091+0.00684434j -0.0151227+0.00769733j 0.0146721-0.0354588j -0.00534305+0.0191841j -0.000304711+0.00259841j 0.00425037-0.022199j -0.0127621-0.0251094j -0.0441153+0.00873674j -0.00729749+0.00770588j -0.0203238+0.00510182j 0.0185374+0.00366189j 0.0107242+0.00913103j -0.0179968+0.00166031j -0.00372738-0.00322515j -0.0182835+0.0123894j -0.00478004+0.000423596j -0.00998659-0.00476278j -0.0032477+0.0020311j 
