0.0226743-0.00807809j -0.00725459+0.00336591j -0.00723876-0.000240882j -0.0362478+0.00941221j 0.00301976-0.00730393j 0.0148828-0.0140744j -0.0209801+0.00337501j 0.00910384-0.00743487j 0.0224926-0.00935117j -0.0117405+0.00446697j -0.0178217-0.00361567j 0.000377435-0.00366321j 0.0126427+0.0210617j -0.0280016-0.0398147j -0.0497993-0.0105264j 0.00560095-0.00375809j 0.0182087+0.0158303j 0.0149536+0.0198913j 0.00876745+0.00497681j -0.00373381-0.00955401j -0.00491914-0.00363485j -0.000835771+0.00310523j -0.00127882-0.00374619j -0.00189709-0.00804711j -0.00436619-0.00243087j -0.00213844-0.00150275j -0.0109859-0.0357618j 0.000105773+0.0144657j 0.00965787+0.000979404j 0.00276973+0.0209967j -0.00302125-0.0153372j 0.00431753-0.0100368j -0.00603657-0.00369537j -0.0076558-0.0124353j -0.0178943+0.0189059j -0.000441891+0.0293133j -0.00471262+0.0142941j -0.00582095+0.00905748j 0.00288902-0.00175033j -0.0074325-0.00902837j 0.000174006+0.00826128j 0.00917359-0.00241539j 0.00770019-0.00852306j 0.0089927-0.0041831j -0.00597108-0.00398999j 0.000300144-0.00109076j -0.00640766-0.013592j 0.0039762-0.0062713j -0.00432351-0.00912806j 0.00291736+0.0078332j 0.00436505-0.00406076j -5.12335e-05+0.000312356j -0.00433137+0.00544372j -0.00364923+0.0001703j 0.00237625+0.000896423j -0.00865835+0.00450786j 0.00348494-0.00289644j 0.0137558+0.00608163j -0.00614649+0.00518661j 0.00016362+0.00160134j 0.00491931+0.00682055j 0.00578528-0.00109613j -0.00752308+0.00308435j -0.000418693+0.00789918j -0.00422692-0.00900954j 0.00350675-0.00837458j -0.00238026-0.00457559j 0.00451125+0.00151021j 0.00535943+0.0101033j 0.00817355-0.00372866j -0.00306758-0.00942939j 0.00346262-0.00814948j 0.000106154-0.00111182j 0.00401437+0.000669806j 0.00626613-0.00329526j -0.00392813-0.000674889j -0.00728268+0.00696035j 0.00583851-0.00274291j -0.00504392+0.00736661j -0.00200002-0.00267976j 0.000229254-0.00214839j 0.00488909-0.000352595j -0.00786632-0.000413134j 0.00857492-0.0049735j -0.0089277+0.0113256j 0.00784077+0.00883172j 0.000651418-0.00116866j -0.00338944-0.0015198j -0.00387601+0.0078532j 0.00176245-0.0161291j -0.00811209+0.00835228j 0.0100385+0.00953831j 0.0076038+0.00101235j -0.00788697-0.00964548j -0.00739333+0.00350631j 
0.0257061-0.00351013j 0.00445768-0.00603674j 0.0116066+0.000596025j -0.0129289-0.0130531j 0.00640714+0.00609826j 0.0177989+0.0276499j -0.0134532+0.00309718j 0.00427914+0.0048693j 0.0196879-0.00295198j 0.00972835-0.0405257j 0.0144759+0.0221211j -0.0151721+0.00163561j -0.0586311+0.0463619j -0.00731964-0.0357039j 0.032084+0.0163858j -0.00167916+0.0222966j 0.00215033-0.0263925j 0.0147193-0.0411408j 0.0103966+0.00506384j -0.00689729+0.0273165j 0.00485919-0.0353026j -0.0221932+0.0304223j -0.0328529+0.0467384j -0.0150282+0.0169123j -0.014301+0.00348206j -0.00485967+0.0452308j 0.0201565-0.032869j 0.015464+0.0231562j -0.101388+0.0390979j -0.0203533+0.020334j -0.0111024-0.0223623j -0.112089+0.0333438j -0.0213058+0.10398j -0.191746-0.0450533j -0.09934+0.121622j -0.0855543-0.0972311j 0.0640602+0.112843j -0.00660367-0.0574597j -0.0120278-0.00883212j 0.00147876-0.0307816j -0.00165621-0.0244663j 0.00276991+0.00525922j 0.0108764+0.0290861j -0.00695999+0.0169041j -0.00427902-0.00720299j 0.0140483+0.0242187j 0.0127579-0.00844753j -0.00039578+0.00124633j -0.001475-0.0142167j -0.00815429-0.00474716j -0.00219087+0.00327508j 0.00810073-0.00515654j -0.0060627-0.000470432j 0.0131267-0.000562398j -0.00393944-0.00802598j -0.00552249-0.000458021j 0.00541217-0.00960191j -0.00200792-0.00298489j 0.00691651+0.00521332j -0.0107303+0.00745246j 0.000882728+0.00255537j 0.00739068-0.00467729j -0.000657473+0.00281072j 0.00877203+0.00428062j -0.00386425+0.00056249j -0.00601568-0.00328247j -0.0105792+0.00359194j 0.00365427+0.00660099j -0.00937298+0.00330051j 0.00751213-0.00928355j 0.000337746-0.00360802j -0.00169959-0.00820391j -0.0107795+0.00866593j -0.0117425+0.0103184j -0.018426+0.00171431j -0.00198403+0.000406802j 0.00725749+0.00244638j -0.0168115-0.0237705j 0.0114604-0.0172146j 0.0270551+0.00269894j -0.00277883+0.00117945j -0.0294786-0.00395929j 0.0212461+0.0349428j -0.0573179+0.0285986j -0.0309967-0.000844702j 0.00624428-0.0478227j 0.0170572+0.0370894j 0.0342207+0.00940848j 0.0110052-0.0237788j -0.0281705-0.0135772j 0.00497137+0.018403j 0.0455538+0.0317851j -0.0308573+0.000453519j -0.00725349-0.0186092j 0.00708334-0.0055542j 
0.0208035-0.0312536j -0.00753102+0.00283591j 0.0299176+0.000884467j 0.0148406+0.00453003j -0.00729517-0.00822612j -0.00472266+0.00760416j 0.00157632+0.00793773j -0.0280959+0.00577444j 0.0290766-0.0020645j 0.0130533-0.0291276j -0.0359098-0.00562952j 0.006319+0.0109001j 0.000364305+0.0245863j 0.0293979+0.0329973j 0.000901194+0.0374858j -0.00153774+0.0221374j -0.00554344+0.00671373j 0.00902707-0.032674j 0.00663503-0.0102081j 0.0107272-0.0266998j 0.00242762+0.00525319j -0.0157741+0.00656008j -0.0156444+0.0230729j -0.00877692+0.020751j 0.00977673-0.0439158j 0.0200599-0.0422125j 0.0156856-0.0295558j 0.00101965+0.0177034j -0.0412937+0.00392965j -0.0388975+0.0142388j -0.211094-0.0354121j 0.011458-0.0120358j 0.0543568-0.062059j -0.083678+0.0485729j 0.00262119+0.0907334j -0.0666944-0.209392j -0.08379-0.25857j 0.00187406-0.0356619j -0.0028072+0.0754604j 0.00647412-0.000483616j -0.000226168-0.0260724j 0.00805832-9.55413e-05j -0.00338272+0.00165426j 0.00336084-0.0248879j 0.00269864+0.0166053j -0.00150731-0.00730123j 0.0109927-0.00071267j -0.00165222-0.00368263j -0.00607016+0.00575474j 0.00308553-0.00243085j -0.00659637+0.000136949j -0.000593024-0.00393676j -0.000814646-0.0167353j 0.00702888+0.000313855j 0.00302553-0.00436084j -0.00415814+0.0162673j 0.00358209+0.00804703j 0.00463841-0.00142154j 0.00425192-0.000504458j -0.00860034-0.00217929j 0.00564207-0.00820626j 0.00631331-0.0083938j 0.011352-0.000876009j 0.00348963+0.000333716j -0.00302543+0.0077721j -0.00538142-0.0103618j -0.00368438-0.00586812j -0.00645452-0.0076566j 0.00229333+0.000745552j -0.00201923+0.00422692j 0.00233743-0.0113439j 0.00202462-0.00563232j -0.0084015+0.00393852j 0.0068668+0.00739281j -0.0262136-0.00692225j 0.0103889+0.00223462j 0.0130787+0.0136092j -0.00429317+0.00537472j -0.00577055-0.00447858j 0.00496175+0.00305292j 0.00741888-0.001655j -0.00798188-0.0249663j 0.0331753+0.0147132j -0.0253704+0.0149379j -0.0111665+0.0272058j 0.00333087-0.0291438j -0.0114763+0.00456581j -0.02724+0.00897312j -0.0206044-0.0180601j 0.0283146+0.0253628j 0.0444381+0.00488438j -0.0209453-0.0316316j -0.0348152-0.0123294j 0.0014206+0.00689746j -0.0172442-0.0223719j 
0.0207866-0.00177175j -0.00956224-0.011578j 0.00794194-0.00161684j -0.00175586-0.000824075j 0.0106178+0.00306993j 0.0157748-0.0122499j 0.00635335+0.0032524j -0.00158247-0.00112377j -0.00837279-0.00832521j -0.00542743+0.00985157j 0.0207643+0.00712059j 0.0266861-0.00426032j 0.015088+0.013728j -0.0248674-0.0270724j 0.029757+0.0244775j 0.0168394+0.0119843j 0.0129626-0.0109566j 0.00555274-0.0256226j 0.00299419+0.00226104j -0.00127445+0.00831088j 0.00355035-0.0221128j -0.0093195+0.0236953j -0.000404708+0.0159328j 0.0067455-3.40884e-05j -0.00383453+0.0104112j 0.00311925+0.00575585j 0.00930027-0.017575j 0.00677833-0.0052292j 0.00240684+0.018444j 0.0134749-0.0016149j 0.133578+0.0209543j 0.0175264+0.0172584j -0.00540833+0.0614999j 0.0807538-0.061963j 0.134488-0.0374378j -0.0270411-0.308629j -0.0108925+0.129904j -0.00782641-0.0492793j 0.0247219-0.00861067j 0.00287185-0.0184505j -0.00949969-0.0186287j 0.00796316+0.0120678j -0.00716653+0.021412j 0.00519696+0.0103676j 0.0155564-0.00534312j 0.00492356+0.0271066j -0.00231198+0.00178779j 0.00622801+0.00548269j -8.14486e-05+0.00291928j 0.00561659-0.00810479j 0.0133467-0.000804979j -0.00518068+0.0115817j -0.00386498+0.00358731j -0.00836716+0.00182888j -0.00793024-0.00469116j -0.00177443+0.00674873j -0.00775609+0.00417511j 0.00385578-0.0054861j -0.000596241-0.00621414j 0.00395073-0.004018j -0.00597555+0.000951905j -0.00263407-0.00428976j -0.00286526-0.00601512j 0.0038376-0.00367011j -0.00208248+0.00212654j 6.34532e-06-0.000708306j 0.00548054-0.00988975j -0.00376413-0.00355101j 0.0112375-0.0102414j -0.00354773+0.00278966j -0.0168529+0.0247339j -0.00273042+0.0163617j 0.0146423-0.0293841j 0.00364861-0.017736j 0.00589034-0.00309591j -0.00991088+0.0110135j 0.00758632-0.0215295j 0.00250703-0.00293739j -0.00152778+0.0190023j -0.0073955+0.0170443j -0.00655204-0.0029984j -0.00254563-0.00241303j 0.00404167-0.0406591j 0.039484-0.0526406j 0.0394271-0.0354815j -0.0151745+0.0963871j -0.000636401-0.0407361j 0.00679024-0.0271075j 0.0198537+0.0104327j -0.0205805+0.00482863j 0.0366896+0.0237917j 0.0258389-0.000239898j -0.0423769-0.0650589j -0.0156651-0.0126849j -0.0152966-0.0113015j 
0.025507+0.0113068j -0.0152083-0.0220379j 0.0110156-0.00441662j 0.0016593-0.0118501j 0.0113158+0.00197723j 0.00651638-0.0123814j 0.0106462-5.16108e-05j -0.00976607+0.00791789j -0.0196248-0.000317388j 0.0169484+0.024891j 0.0638838+0.0570276j 0.00946913+0.0130662j 0.0326389-0.0302668j -0.0188909+0.00850661j 0.0128337+0.00926285j -0.00278267+0.0317359j 0.0217399+0.0121064j 0.0264246-0.027598j 0.00482917-0.00141572j 0.00299226-0.00738455j 0.0128053-0.0193456j -0.016336+0.0350865j -0.00949712+0.0138318j 0.00348264-0.00236213j 0.0172575-0.00904209j 0.0120578-0.0302646j 0.0302818-0.0367967j -0.0130512-0.00788216j 0.00756951+0.00749152j 0.00592723+0.0126456j 0.227658+0.024738j -0.0373313-0.143722j -0.0415259+0.245825j 0.000410791+0.0152472j -0.0897429+0.0218104j -0.0039858-0.000122525j 0.0332537-0.0895352j 0.0223111-0.021894j -0.000110813+0.0358365j 0.00836102-0.0132783j 0.00230113-0.00761389j 0.00408782+0.00506044j -0.0074622+0.00872282j 0.00285954-0.0126167j 0.00544064-0.00950961j 0.0028578+0.00783643j 0.00723852-0.000978658j 0.000543088-0.000844949j 0.000419148+0.000916381j 0.00463588-0.00923377j 0.0053654-0.0114192j 0.00366997+0.000604298j 0.0015408-0.00499982j 0.00724359+0.00682992j -0.00228089+0.00662371j 0.00111283+0.00951428j 0.00119459-0.000406399j 0.00355792-0.00207196j 0.0113968+0.00565634j -0.00327338+0.000675217j -0.0026274-0.00121133j 0.00417086-0.00450127j 0.00705148+1.57439e-05j 0.0109755+0.00422207j -0.00138779+0.00745247j -0.0030844+0.00184284j -0.00730773-0.00184436j -0.00161858-0.00654361j -0.00920424+0.00805935j -0.00421311-0.00469033j -0.0195042-0.000493048j 0.0105301+0.009299j -0.00874546+0.0110212j 0.00046849-0.0115459j 0.000365659+0.008102j -0.000747464+0.012175j -0.0129072+0.0204102j -0.00651581-0.00316736j 0.017195+0.0230061j 0.0328663-0.00448865j -0.0339402+0.0165994j -0.0207327+0.0209303j -0.0231519-0.00195427j -0.0132693+0.00726617j -0.0295857+0.0822146j 0.00277801-0.0499816j 0.00375811+0.012646j 0.045509-0.00613518j -0.00754387+0.00457509j -0.0102891+0.00916531j 0.00869369-0.00571575j -0.0503552-0.0216118j 0.0234956+0.0143172j 0.00177176-0.00329719j -0.0168081-0.00555461j 
0.0386316-0.00750358j -0.00668511+0.0110617j 0.0261126+0.006793j 0.021106-0.00347621j 0.00331765+0.000639423j -0.00968669+0.0113545j 0.0109829+0.010153j -0.027727+0.00779066j 0.00782306+0.0173436j 0.0311738-0.0141216j 0.015393+0.0364802j -0.0108783-0.0132012j -0.034729+0.0553658j -0.00324948+0.00553229j -0.00487621-0.0239275j 0.027465+0.0177851j -0.00198118+0.00370615j 0.00965366-0.0306089j -0.00639876-0.00821576j -0.0111012-0.0103626j -0.00102902+0.00110126j -0.00621512+0.0132182j -0.00458277+0.0166662j 0.00140218+0.00832008j 0.00934311-0.0302928j 0.00799958-0.0216348j 0.024223-0.0311976j -0.00787753+0.0181298j 0.0113757-0.0480599j -0.0173446+0.0370241j 0.100874-0.0474977j -0.133776-0.110036j -0.000611605+0.140333j -0.0719208+0.020168j 0.165275-0.018825j 0.0680949+0.139923j -0.0776765-0.180827j -0.0128073+0.011297j 0.0136211+0.0419111j 0.00524975+0.0111007j 0.00422555-0.00313847j 0.00602547-0.00241337j -0.00302914+0.00767185j -0.00745386-0.0159826j 0.00405089+0.000968982j 0.00583156-0.0159729j 0.00797168+0.00313467j -0.00177151-0.00789601j -0.0116814-0.000599144j 0.000225703+0.000745908j -0.00172406-0.0124218j -0.00217795+0.00220062j -0.00273666-0.00729291j 0.000281954+0.00865446j -0.00284277+0.00729163j -0.00124524+0.000180999j -0.00232747+0.00846194j 0.000141275-0.00817816j 0.00421371+0.00699848j -0.00486978-0.0100711j -0.00303082+0.00064643j 0.000294464+0.00346704j 0.00984782+0.002852j 0.0077007+0.000321686j -0.00838189-0.00057685j -0.00895388-0.00404024j -0.0037836-0.00683565j -0.00427996+0.00406824j -0.00190823-0.00123632j -0.0053305-0.0115714j -0.00792932+0.0028678j -0.00368166+0.00944116j -0.00626006-0.0129194j 0.00495208+0.00107586j -0.000635537+0.00254102j 0.00264586+0.0118614j -0.00943921-0.0273857j -0.0038753-0.00711021j 0.000323632-0.00547971j 0.00597356+0.0359896j -0.0375383-0.0339188j -0.00375684+0.0187556j 0.00652023-0.000150253j 0.019896+0.0171391j 0.0258789-0.104512j 0.00744242+0.0560892j 0.00195766+0.00256749j 0.0281966-0.010123j 0.0194009+0.00987022j 0.0437233-0.00973077j -0.0150469-0.0123414j 0.0224501+0.00318553j -0.0265701-0.0155732j 0.0148698+0.0106292j 0.00370158+0.00332703j 
0.00819749+0.0276866j 0.0060658-0.0176024j -0.0204699+0.015955j -0.0114112+0.0365495j 0.0233101+0.00909565j 0.0204929-0.0266404j 0.013781+0.0202059j -0.00750937-0.0286489j -0.0547359-0.0210205j -0.0237225+0.0416574j 0.0514529-0.0213245j -0.0174743+0.0135648j 0.00741429-0.0346828j 0.00517957+0.0157627j 0.0256203+0.00404397j -0.00122006+0.0230447j -0.00204+0.00826379j 0.0118112+0.00638342j 0.000107088-0.00183109j -0.00273096+0.00412851j 0.00984618-0.0388082j -0.00240065+0.0415677j 0.00106255+0.0169744j -0.00105731+0.00477509j -0.00393764+0.0565839j 0.0182313+0.000852057j 0.00524616+0.0116167j -0.00581198-0.0577401j 0.0174566+0.112093j -0.0948327-0.0133477j -0.051181+0.218644j -0.0842673-0.0196713j -0.153064-0.00695689j -0.0273213+0.103058j 0.019057-0.0431127j -0.022111-0.0753069j -0.0390904-0.0786158j -0.00834586-0.00818241j 0.00582487+0.031809j -0.000400815+0.0110451j 0.00499176-0.00832841j -0.00602665+0.000156555j 0.0114645-0.0195452j -0.0223639+0.00711638j -0.00037683-0.000111274j 0.0011345+0.0165194j 0.00118135-0.00118474j -0.0052156+0.000136097j -0.000265403-0.00919695j -0.00312991+0.00713118j 0.00194536-0.0034182j 0.00929597-0.0101342j -0.00521028-0.00494406j 0.0101379+0.00802335j -0.00236128+0.00482178j 0.00176162-0.0220606j 0.00582662+0.000216394j -0.00527961+0.0143754j 0.00844+0.000438203j -0.00670456-0.00221815j -0.0200561+0.0138088j 0.00694063+0.00664157j 0.00219795-0.00382427j 0.00440383+0.000413264j 0.0049876+0.00910231j 0.00189816+0.00379031j 0.00263729-8.96603e-05j -5.30183e-05+0.0117753j 0.00258116-0.0041712j -0.0022171-0.00699981j -0.00774736-0.00292105j 0.00141271+0.00275655j 0.00243237-0.00224894j -0.0186335+0.0114761j -0.00717461-0.0137819j 0.00803857+0.0015063j 0.024006+0.00921501j -0.00200325-0.0138009j 0.0215387-0.0333519j 0.0114447+0.0258081j -0.0152656+0.0085336j 0.0235016+0.00317519j 0.0185895+0.0429968j -0.0343289+0.035066j 0.0148846-0.0542273j 0.0298951-0.0432277j 0.013597+0.0200903j 0.0088066+0.00183164j 0.0181209-0.032439j 0.00950291+0.0054088j 0.0288012-0.00654168j 0.00796382+0.00770537j 0.0373978-0.00775193j 0.0142925+0.00500015j -0.0156236-0.00766981j 
-0.0231366-0.00797723j 0.00604468-0.0087975j -0.0233979-0.0136202j -0.0235252-0.00932112j 0.00530968-0.00246387j 0.00421543+0.00471818j -0.0070317-0.0118208j 0.0266777+0.00379237j -0.00416575-0.0158307j -0.0199345-0.0224598j 0.0158122-0.00694368j -0.0270627+0.0354027j -0.0136558+0.0168712j 0.0397801-0.00361588j 0.0303431+0.00607097j -0.00924511-0.0121123j 0.00608489-0.000377797j -0.0169379+0.0409901j -0.000186955+0.0233122j -0.00243166+0.0203j 0.00201436-0.01649j 0.0076936-0.016052j 0.00472154-0.0152145j -0.000506417-0.00915491j -0.027777+0.0246929j -0.0264451+0.0524691j -0.0323404+0.0428129j 0.0330215+0.0030234j -0.073235+0.0268574j 0.122908-0.0440665j 0.0999141+0.0287618j 0.0743879+0.0375536j 0.0641637+0.039481j 0.096039-0.141374j -0.115811+0.0595927j 0.00712789-0.0594895j -0.0122801-0.227734j 0.0145319-0.00401429j 0.0144792+0.00737287j 0.00427786+0.0144535j -0.00469387-0.000257903j -0.00211041+0.00265108j -0.00460839-0.0377177j 0.00574632+0.00270019j 0.000862659+0.00259794j -0.00635013+0.00186298j -0.0127999+0.00466845j 0.00500313+0.00687122j 0.00740933+0.00409913j 0.00361013-0.00815289j 0.0036554+0.00010543j -0.00467178+0.000236868j -0.00284862-0.00443989j -0.00686964-0.00218933j 0.000343701+0.00431854j -0.00879648-0.00349306j -0.00568627+0.00231941j 0.00245826+0.00325127j -0.00702271-0.00675861j 0.00560578+0.00199709j 0.00398329+0.00350913j 0.000205273-0.000355582j -0.0150307-0.0042983j -0.00754893-0.00355168j 0.0039353-0.00514839j 0.011122+0.00631805j 0.00408498-0.000603175j 0.011571-0.00165772j -0.00507237-0.00173085j 0.00379181+0.00648364j -0.00283869+0.00692263j 0.00088869+0.00522971j 0.0101647-0.00610093j -0.00172454-0.0124715j 0.016264+0.00653611j -0.0173125-0.00210479j -0.00426+0.00143729j 0.00107031+0.00420849j -0.0124331+0.0190107j 0.0112447+0.000466834j 0.0243943+0.00931485j -0.0115989+0.00161337j -0.0275539-0.0347978j 0.00808693-0.0437793j 0.00591169+0.0291832j -0.0252389+0.0339115j 0.00752503-0.0240538j 0.00015591+0.00186159j 0.00954125+0.0156028j 0.044593+0.00688213j 0.0129426-0.00407127j 0.0307638-0.0322428j -0.00684199-0.00894622j 0.0260975+0.00686577j -0.0032672-0.00573432j 
-0.0228816+0.0146788j 0.024471+0.00266156j -0.0162715-0.00361938j -0.0076643-0.0171251j -0.0130731-0.00760942j -0.0151385+0.0168126j -0.00934948-0.0139766j 0.0114252-0.00358667j 0.0354418+0.0149925j -0.002904-0.0138941j -0.0158223+0.0121035j -0.0427902+0.0348289j 0.0281301-0.0436848j -0.0121777+0.0032366j 3.79689e-05+0.00806878j -0.00398907-0.0119198j -0.0268879-0.00358321j -0.0214618+0.0421409j -0.0128747+0.0214354j -0.0159+0.0197596j -0.00958715+0.0265239j 0.0328068-0.0462194j 0.0137067-0.0365349j -0.00700369-0.0174778j 0.00542475-0.0112423j -0.0427587+0.0261035j -0.0359734+0.0205163j -0.00604553+0.0121232j 0.0483706-0.0199646j 0.18977-0.025229j 0.0253703-0.197662j 0.0165101-0.0623303j 0.122566+0.0664069j -0.0466057+0.00687072j 0.0329497-0.0619029j -0.0431968-0.132503j -0.0415476+0.0283407j -0.0242664-0.00278958j -0.00836118-0.0157598j -0.00583984+0.00786847j -0.00170175-0.00861097j -0.00809113+0.00162108j 0.00474613-0.0231988j -0.00540295+0.0232019j -0.0155368+0.0185436j 0.000969991-0.00835852j -0.00515453-0.00473272j -0.00127196+0.00732186j 0.00213177+0.0134448j -0.00973561+0.0108333j -0.00919091+0.0197715j 0.000254288-0.000523445j -0.00233472+0.00619259j -0.00231592-0.0101463j 0.00379427-0.0143188j 0.00450938+0.00718893j 0.000415312-0.00517328j -0.00317327+0.00509468j -0.00748314-0.00164835j 0.00387582+0.00712333j 0.0108968+0.0031504j -0.0104479-0.00243616j -0.00432169+6.79163e-05j -0.0090588-0.000964903j -0.00117725+0.00054896j 0.00494108-0.00191848j 0.00579279-0.00224919j 0.00879348+0.0114037j -0.00569169+0.00272552j 0.00334117-0.00407379j 0.0076095-0.0159759j -0.00705921+0.000512532j 0.00693064+0.00428558j 0.0117534+0.0151247j 0.0163579+0.0159946j 0.00130836-0.0127167j -0.0158373+0.00342908j 0.000319113-0.0183414j -0.0138425-0.0214093j 0.00675371+0.0185172j 0.0303939-0.0234714j -0.0172056-0.0203544j -0.0229828+0.0125577j 0.00388454+0.0333825j 0.0117697-0.0444817j 0.0354078-0.0578336j -0.010781+0.0460736j -0.00470784+0.00743657j -0.0335507-0.035739j -0.0131198+0.00389574j 0.0348942-0.00210408j 0.0118943+0.0210075j 0.055035+0.001636j -0.00759922+0.00133444j -0.0200376-0.00620578j 
-0.070683+0.0274927j -0.0187669+0.0217158j -0.0660135+0.0182866j -0.0342217+0.0154519j -0.0226037+0.00198982j -0.0523452+0.0259296j -0.0477185+0.0148666j 0.0210851-0.0390118j -0.0200519+0.026624j 0.0501763-0.0387946j 0.0007678+0.013959j -0.0544062+0.0120229j 0.011111-0.0199137j 0.0111453-0.0153462j 0.0169936-0.00740579j -0.0362762-0.00885434j 0.0318973-0.00972949j -2.97007e-05+0.0532831j 0.0162981+0.0137878j 0.00690245+0.00109065j -0.0141821+0.0313234j -0.00371702-0.0628116j -0.00396948-0.0483298j -0.0034072-0.00446765j -0.00134504-0.0332398j 0.0263145-0.000679611j 0.0335846+0.0601641j 0.0280842+0.00825792j -0.197082+0.0396779j -0.272016+0.0370176j -0.115802-0.0421472j 0.0152604-0.129195j 0.0225112+0.070976j 0.0392728+0.0325829j -0.0134679-0.0427959j 0.0141494+0.00052837j 0.0148086+0.0492386j 0.0105441+0.0112438j 0.0160632-0.0244659j -0.00836266+0.0171946j -0.00792225+0.0114565j -0.00537512-0.00143067j 0.00476238-0.032859j -0.00194682+0.0109833j -0.0107122+0.0161881j -0.00797746-0.016001j -0.0132596-0.000103117j -0.00148695+0.00545824j 0.0042337+0.0139383j -0.00733894+0.007944j -0.017601+0.0119856j -0.00536773+2.39459e-05j -0.00252236+0.00468323j -0.00584857-0.0103997j 0.0163632-0.0108971j 0.00339669+0.011559j 0.00170798+0.00299382j -0.0118324+0.0118712j -0.00955452-0.0109958j 0.00160535+0.000749049j 0.00812671-0.000269195j -0.0161728-0.00204581j -0.00476547+0.00273625j -0.0192072-0.00489993j 0.01034-0.00307554j 0.000715981+0.0053685j -0.0127218+0.00289253j -0.000933064-0.00556427j -0.030559+0.0014867j -0.00201186+0.00062046j 0.0133366+0.0154754j 0.00769791+0.00530444j -0.0170413+1.70684e-07j -0.0179061-0.00690405j -0.0171442+0.00534414j 0.0233346+0.020246j 0.00025173-0.0093213j -0.00718807+0.00651084j 0.0232485+0.0196689j 0.0135711-0.00135376j -0.0344653-0.00215876j -0.00203784-0.00724481j 0.0436745-0.0168266j -0.0411624-0.0227705j 0.0138534+0.00988136j -0.0100267+0.0389238j 0.0226873-0.0126525j 0.00704934-0.00683055j -0.000504446+0.0192556j 0.0010887-0.0017351j 0.000703564+0.00558052j 0.0225957-0.00720974j 0.00514866-0.00681902j 0.0103783+0.001306j 0.0018633-0.00213773j 
-0.0142529-0.0019375j 0.0139686+0.0124886j 0.00498018-0.00528874j 0.0328493-0.0229388j -0.00922077-0.00650896j -0.00528485-0.0025607j 0.0071311-0.0109271j -0.0113394+0.0350259j -0.0270017+0.0415045j -0.0359882+0.00979883j -0.0142393+0.0166706j 0.0153534+0.00620672j -0.0194099-0.00326203j 0.0181207-0.0115878j 0.00497119+0.00423125j 0.00604169-0.0266362j -0.00341125-0.0199647j -0.0056372+0.00403707j -0.0130689-0.00844611j -0.00732104+0.00556349j -0.00975765+0.032377j 0.0195329-0.0192348j 0.0292979-0.0329961j 0.0263749-0.0283139j -0.0103992+0.0208835j -0.0367817+0.00471802j 0.0168156+0.00367279j -0.0616758-0.0225684j 0.245612-0.106271j -0.311446+0.195318j 0.0164001-0.040215j -0.0227092+0.0915098j 0.0672668+0.0637915j 0.0145719-0.0738887j -0.0313063-0.00132568j -0.0124398-0.105542j 0.0153013-0.042145j -0.00683188-0.00114505j 0.00213524-0.0336938j 0.00220487-0.00508824j -0.0042295+0.00333034j -0.00552356-0.000380182j -0.0118519+0.0042915j 0.00660305+0.00714925j -0.00266577+0.00517696j 0.0018343-0.00428305j -0.00168549+0.0037792j 0.00105315+0.00207492j 0.00728063+0.0117732j -0.000827442+0.0061189j 0.00483652+0.00998383j 0.00425785+0.00599968j 0.0146025+0.0103933j -0.00721475-0.00424982j 0.00300278+0.000815479j 0.00981044-0.00112494j -0.00421383-0.00377041j -0.00870242-0.00275382j 0.00282972+0.00127124j 0.0165776+0.00240414j 0.00355882-0.00599344j -0.0107391-0.00393616j -0.00286624-0.00308736j 0.00127072-0.00291998j -0.000598311+0.00370426j -0.00180506+0.00280226j 0.00650981-0.00136139j -0.00219288-0.00508064j 0.00990075-0.00440541j 0.00123861+0.00145012j -0.00466502-0.00977491j -0.00898791-0.0062724j 0.00749793+0.0154537j 0.00595804-0.0166496j 0.0149301+0.00346518j -0.0127295-0.00350491j -0.0113264+0.00470837j -0.00814083+0.00312586j -0.00570551-0.00260832j -0.0736245-0.0017857j -0.066934-0.0229573j 0.0525172+0.00990489j -0.00174576-0.00987793j 0.0201914-0.0187791j -0.00116635+0.0113144j -0.00290987-0.0217279j -0.0206531+0.00623902j 0.0264848+0.00197505j -0.000935977-0.00658368j -0.000525846+0.0045238j 0.00968138+0.00114312j -0.00265158-0.0016088j 0.00111634+0.000420608j -0.00235536-0.000898433j -0.000728769-0.00107899j 
