1.02396e-16+0.0414244j 2.80326e-16+0.0154125j -8.10914e-17-0.0148459j 1.24386e-16+0.0183989j 6.44954e-17+0.0210119j -1.04662e-18+0.00030887j 6.50298e-17+0.0144451j 2.74636e-17+0.0147696j -1.02706e-16-0.0236923j 6.90975e-18-0.0214946j 1.40947e-16+0.0085321j -1.51382e-16+0.0201411j -4.76526e-17-0.00557338j -8.04026e-17-0.0343145j 2.6244e-16-0.00670622j -3.57184e-15-0.0110822j -5.22972e-18-0.0109397j 2.2345e-16+0.0263269j -1.39216e-16-0.000904963j 9.17379e-17+0.00159741j 3.53811e-17+0.00138294j 1.2461e-16+0.0168348j 5.89715e-16-0.00524844j 9.82906e-17-0.00104726j -8.43375e-17-0.00159398j 2.03644e-16+0.0250811j -3.95377e-17-0.0104447j -1.44394e-16+0.0207598j -9.57442e-15+0.00242662j 3.5163e-17-0.000195745j -1.13272e-16+0.0172956j -4.93652e-17+0.00253141j -2.22445e-16+0.00650055j -3.42846e-17+0.0134943j 7.31707e-17-0.00670751j -4.7401e-18+2.70777e-05j -8.96303e-18+0.016893j 2.95223e-16+0.00759827j -2.25285e-16+0.00177989j -6.64572e-17-0.00317653j 2.37228e-16+0.00656672j -3.39709e-17-0.0148332j -8.39374e-18+0.0168829j -3.13716e-17+0.00438277j -1.93726e-17-0.00800869j -8.171e-18+0.0109417j 2.39886e-17+0.00608086j 4.3778e-17+0.0160797j -6.92726e-17-0.0259241j 4.20423e-17+0.005581j 1.71658e-17-0.000157224j -3.36564e-17-0.016915j 3.63192e-17+0.00998352j -9.1253e-17-0.0259568j 7.557e-15+0.0332444j 1.59718e-15-0.00599659j 
-3.27568e-15+0.0410177j -6.78323e-16+0.0155597j -5.68628e-16+0.0142368j 1.43975e-16-0.00491947j -2.2061e-15+0.0312539j 6.68801e-16-0.012747j 3.5956e-16-0.00421717j -3.27232e-15+0.0542191j 3.23774e-15-0.0462401j 3.34328e-15-0.0409364j -7.35678e-16+0.00511687j 2.00264e-16-0.0121317j 8.56128e-16-0.0211039j 8.16498e-16-0.0118964j 1.26649e-15-0.00743363j -6.24753e-15-0.0236466j 1.69848e-15-0.0189085j -1.27188e-15+0.0188471j 7.91354e-16-0.0111189j -1.21653e-15+0.0190353j 5.20357e-16-0.0166706j -2.33825e-15+0.0340922j 1.11216e-16-0.00249054j 2.22335e-15-0.0243509j 1.80079e-16-0.0200605j -4.09694e-15+0.0683261j -1.09225e-15+0.018691j 7.60874e-16-0.0174889j 2.45048e-14-0.00701232j -2.71569e-15+0.0319017j -9.73868e-16+0.0110208j -2.4796e-15+0.0307039j 3.69287e-15-0.0376981j 1.02749e-15-0.0112106j 1.91537e-15-0.0153302j -5.48807e-16+0.00835423j 2.85271e-16-0.00832889j 2.32131e-16+0.000664887j -7.35464e-16-0.00250333j -7.58067e-16+0.0182682j -8.65151e-16+0.0114083j 4.67432e-15-0.0601246j -3.41352e-16+0.00688806j -1.22687e-15+0.01229j -6.12604e-16+0.0109482j 2.22724e-16-0.00237214j -7.77334e-16+0.0156848j -9.66745e-16+0.0227491j 4.25467e-15-0.0578699j -7.44729e-17-0.00256666j 1.51642e-15-0.0157689j 8.85608e-16-0.0113178j -9.03147e-16+0.0154516j -1.18296e-15+0.0220092j 6.17461e-15+0.0445699j 2.72876e-15-0.0157937j 
7.44649e-16+0.0239059j 9.88864e-16+0.0286624j -2.73543e-16+0.0120787j 1.24945e-16+0.00743678j 4.73155e-16+0.0226137j 3.33102e-17+0.0277478j 6.02674e-17+0.0352807j 3.48621e-16+0.0424374j -2.92701e-16-0.0184594j -2.32414e-16-0.0211652j -1.31303e-16-0.0405113j 4.22508e-16-0.0384051j 4.1753e-16+0.0111489j 1.70657e-16-0.0294367j 5.32947e-16+0.013063j -1.29446e-15-0.00274218j 9.09301e-17-0.0218313j -4.27495e-16+0.031725j 4.02919e-17+0.0248812j -8.49264e-18+0.00805749j 3.88692e-16+0.0168266j 5.54521e-16+0.00124615j -1.07081e-15+0.0160655j 1.10055e-15-0.0284553j -4.76605e-16-0.0502111j 3.08125e-16+0.0387681j -7.40146e-16-0.0127138j 3.79565e-15-0.0315022j 1.86491e-13-0.0548387j -2.24424e-16+0.0230212j 7.98909e-16+0.0375844j 3.19387e-16-0.0237293j -1.70905e-16+0.00301582j 9.20259e-17+0.00100322j -1.08779e-15+0.0247689j -4.21785e-16+0.0399987j 3.06067e-16+0.0302438j 2.9318e-15+0.0295529j 3.13666e-16-0.0125356j -9.19458e-16-0.0345629j -4.49239e-16-0.0170069j -2.84119e-16-0.0106931j 7.53718e-16+0.00701929j -1.39522e-16+0.00987798j 2.17246e-18+0.00198177j 2.42195e-16+0.000625524j 3.83102e-16+0.0585047j 5.97599e-16+0.0542327j -7.30713e-16-0.0118878j 2.99278e-17+0.0225432j -8.39447e-17+0.047735j -2.91108e-16-0.0229442j 3.93524e-16+0.0182794j -3.14409e-16+0.000319204j 3.66989e-15+0.0189573j 5.99883e-16-0.0324725j 
7.04641e-16-0.0284364j 1.08201e-15+0.0248293j -7.84654e-16+0.0352132j -3.53731e-17+0.0175165j 5.00883e-16-0.0131248j -3.77018e-16+0.0111346j -3.44329e-16+0.0425295j 7.50245e-16-0.0115397j -1.5957e-16-0.0241719j -6.61988e-16+0.00897671j -1.99117e-16-0.0181562j 2.0867e-16-0.029674j 3.6077e-17-0.0143223j 2.27059e-16-0.049131j 1.55244e-17-0.0112142j 3.81529e-15+0.0107262j -2.41996e-16-0.00508061j 2.03386e-16+0.00106967j 1.73016e-16-0.00417489j -6.81619e-17+0.00880647j 1.44895e-16+0.00672415j 5.42065e-16-0.0265562j 2.87971e-15-0.026035j -2.27202e-15+0.023931j -1.9281e-16-0.0303557j 6.85222e-16+0.0177609j -2.33166e-16-0.00127002j 1.95718e-15+0.0136215j 1.05598e-13-0.0314856j 3.55662e-16+0.00121899j 7.08391e-16+0.00797433j 5.54565e-16-0.0227331j -3.44702e-16+0.00108164j -3.75627e-16+0.0183037j -1.71039e-15+0.0694965j -3.22131e-16-0.00367436j 1.41356e-16-0.00184736j 1.28685e-15-0.00578343j 1.58539e-16-0.0486903j 1.81954e-16-0.0109898j -5.22499e-16-0.0327753j -1.09015e-15+0.0393797j 5.73724e-18+0.00692208j 4.55456e-16-0.0287588j 3.40434e-16+0.0130645j 9.03465e-17-0.0205291j 2.28157e-16+0.00723992j 5.55314e-16+0.00732378j -1.01082e-15+0.0274763j -1.16633e-16+3.45937e-05j -7.5401e-16+0.0652051j -6.07971e-17-0.0170999j 4.61655e-18+0.00127035j -4.47521e-16+0.00247357j -9.44165e-15-0.0358318j -1.91305e-15-0.0393799j 
-6.7971e-16+0.0333981j 1.48462e-17-0.000978732j 2.64211e-15-0.0696267j -4.71797e-16+0.026805j 9.28148e-18+0.00962106j 1.6597e-15-0.0325183j 6.43446e-16-0.000735469j -4.54284e-17-0.00352077j -2.41891e-17+0.00602987j 1.22342e-15-0.025058j 6.79002e-16-0.0218208j 2.67384e-16-0.00300981j 3.36797e-16-0.00227079j 9.67293e-17-0.0268475j -5.24379e-16+0.0151459j -1.49518e-15-0.00479154j 6.06554e-16-0.0241828j -5.80285e-16+0.0328315j 3.49714e-16+0.00231262j 5.92818e-16-0.00870691j -5.88962e-16+0.0175394j -2.54772e-16+0.0176663j 1.6782e-15-0.0104989j 4.00109e-15-0.0368525j -1.76879e-16-0.00508833j -7.68196e-17+7.40742e-05j 1.17484e-15-0.0346566j -4.45919e-15+0.0352434j -1.55225e-13+0.0447596j 7.53045e-16-0.0148975j -7.35524e-16+0.0291866j -9.05178e-16-0.00404492j -1.47603e-15+0.0392677j 9.6919e-16-0.0183153j -1.60381e-16+0.00591464j -3.83932e-16+0.01153j -5.92986e-16+0.035297j 8.64233e-16-0.00949758j 1.34161e-15-0.0339078j -1.38967e-16-0.0119029j 1.67566e-17-0.00374076j -3.62273e-16+0.0126791j 9.33955e-16-0.00936118j -5.14984e-16+0.0156506j -1.46763e-15+0.0249443j 8.30143e-16-0.0117409j -6.94113e-18+0.00460505j -7.48622e-16+0.0274652j 5.76088e-16-0.00423461j 6.82814e-16-0.0101875j 1.22974e-15-0.0166437j -1.09054e-16-0.0063564j 8.11844e-16-0.0158703j 2.4055e-15-0.0803118j 3.15642e-15+0.0101977j -1.41859e-16+0.0162244j 
-7.88692e-17-0.043337j 7.99111e-16+0.0134464j 2.21726e-16-0.0416321j -2.10819e-17+0.00702859j 6.6635e-17-0.0330139j 9.54246e-17-0.0385227j 2.47118e-16-0.0407833j 9.17161e-17+0.0113086j -2.7798e-16-0.0428268j 9.59312e-17-0.0494569j -3.92752e-16+0.0204104j 4.24777e-17-0.0227159j -3.30512e-17-0.010576j -7.61227e-17+0.0198711j -2.58525e-16+0.0288898j 3.92708e-15+0.0141113j 5.12976e-18-0.0107787j 3.41295e-16+0.0268761j 5.34727e-16-0.0803937j 1.95506e-16-0.00789922j 4.2241e-16+0.0353465j 5.26716e-17-0.0622051j 2.33177e-15-0.0191463j 2.04343e-15-0.0364379j -5.50119e-16-0.0223898j 1.42279e-16+0.0062129j 2.66923e-16+0.00147886j -5.39389e-15+0.0761033j -2.65546e-13+0.0774054j -8.11206e-17-0.0104975j 1.68762e-16-0.0162086j -4.1029e-16+0.0505307j 1.81134e-15-0.0652947j 1.16024e-15-0.0700029j -2.00072e-16+0.0152989j 1.38971e-16+0.000864797j 2.95119e-16-0.0455464j -5.66741e-16-0.039671j 6.53099e-16-0.0451477j 6.82275e-16+0.0429355j -1.05532e-15-0.0275057j -5.41109e-17+0.00053079j 4.03225e-16-0.0777328j 5.24813e-17+0.00465851j 3.25215e-16+0.0634714j 2.14945e-16-0.047979j 2.61983e-16-0.0164171j 2.26603e-16-0.0188322j 1.33814e-17-0.0364357j 1.38791e-16-0.0209848j 4.37265e-16-0.037656j 2.59119e-17+0.00372522j -1.10049e-16-0.0536255j 6.33656e-17-0.00326089j -1.10007e-14-0.045599j -2.41467e-15-0.00891886j 
-4.02765e-16+0.00689115j -6.70433e-16-0.0117937j 1.68637e-16-0.0334448j -1.17536e-16+0.00389561j -3.25685e-16-0.0138459j -7.13766e-16-0.0413861j -2.10292e-16+0.00355551j -1.15043e-17+0.0073601j -2.35736e-16-0.0371998j 1.44699e-16-0.00594447j -1.7658e-16+0.00604488j -4.0478e-16-0.0150492j -4.3609e-16-0.0524025j 3.61798e-16+0.000728078j 9.57969e-16-0.00699467j -1.18214e-14-0.0347476j 4.49249e-16+0.0335314j -9.78688e-16-0.0229585j -3.26042e-17-0.0457823j -5.15768e-16-0.0189169j -2.22504e-16-0.00737237j -1.28203e-17+0.00266644j 2.22242e-15-0.0233299j 1.67357e-15-0.0347566j -5.93956e-16-0.00910951j -2.3848e-16+0.0156294j 4.26395e-16-0.00470221j -2.64194e-15+0.0359851j -1.19202e-13+0.0350095j 3.44497e-16-0.0370164j 6.93487e-17+0.00205587j 4.13812e-16+0.0683225j 1.09845e-16-0.0301666j 5.81811e-16+0.0125257j 6.11599e-16-0.00205491j -2.06806e-16-0.0331835j -2.00036e-16-0.0426124j 1.1161e-15-0.00340145j -5.33223e-16-0.0433027j 9.16404e-16+0.0300481j -1.38993e-16+0.00946575j 7.23127e-16+0.0129j 1.9076e-16-0.00734919j -7.17306e-16-0.0359661j 1.02745e-15+0.0540939j -1.81357e-16-0.010706j -1.14308e-17-0.016132j 3.20907e-16+0.0108646j 6.11699e-17-0.0298241j -7.00637e-16-0.0210984j 1.37301e-16-0.00237303j 2.55927e-16+0.00844574j -3.59087e-16-0.0227918j 9.43955e-17-0.0293338j -1.40793e-15-0.00697005j -3.12069e-16+0.0150091j 
-2.48042e-15-0.0302688j -1.24221e-15-0.0114839j -3.09577e-15-0.0269046j 1.40005e-15+0.00754874j -3.20595e-15-0.0328334j -7.95372e-16-0.0106142j 1.09199e-15+0.00856382j -3.60149e-15-0.0280347j -7.54098e-16-0.00295775j 1.89729e-15+0.0236979j 2.61174e-15+0.010912j 2.81332e-15+0.00900399j -4.33388e-15-0.0367964j -2.17129e-15-0.00487978j -1.81111e-15-0.0117324j -1.09255e-14-0.0252145j 2.05513e-15+0.0301044j 3.6699e-15+0.0148601j -4.0917e-15-0.0394216j 8.45975e-16+0.00119624j -9.33131e-16-0.00115021j -2.99089e-15-0.0347615j -7.17141e-16-0.0244077j 1.6422e-15-0.00395886j 2.55029e-15+0.0139399j 4.05927e-16-0.00587205j 5.04031e-17-0.00682091j 4.58733e-15+0.0332388j -3.7248e-14+0.0110426j -2.84648e-15-0.0401677j -5.89127e-15-0.0449592j 1.60986e-15+0.0235191j 6.40762e-16+0.00620222j 3.4149e-16+0.00242535j 1.74754e-15+0.0161374j -4.03406e-15-0.0297954j -4.79987e-15-0.0505779j -3.89566e-15-0.0245522j -7.19643e-15-0.0603734j 3.83318e-15+0.0196047j 4.0978e-15+0.022828j 1.60649e-15+0.0304957j -3.76149e-15-0.0295169j -1.15374e-16-0.0105611j 1.50154e-15+0.0213858j -6.9881e-17-0.00194759j -5.10553e-15-0.0302459j -5.33397e-15-0.030571j 1.76125e-15+0.0205219j 4.80205e-16-0.000925237j -4.01099e-16+0.00472819j 1.05904e-15+0.01229j -3.48442e-15-0.0298307j -2.99307e-15-0.0243871j -1.21921e-14-0.0400398j 4.10036e-16+0.0170655j 
1.06674e-15-0.0096572j 8.5874e-16+0.00446398j 1.8936e-15+0.0133607j -1.15366e-15-0.00687235j 1.84045e-15-0.000986734j -8.37527e-17+0.00253672j -1.09676e-15-0.00222198j 2.68812e-15+0.0110986j 9.5938e-16+0.00373408j -9.76222e-16+0.00709925j -2.68218e-15-0.0150005j -3.00738e-15-0.0206807j 3.28274e-15+0.0123788j 2.49614e-15+0.019937j 2.77146e-15+0.0196846j 3.66245e-15+0.00589716j -6.54936e-16+0.0132041j -4.60768e-15-0.0313008j 3.15605e-15+0.00508714j -1.5752e-15-0.00711723j 1.20166e-15+0.0121418j 1.69848e-15-0.00840195j 1.17987e-15+0.0115871j -1.28264e-15-0.01088j -2.37019e-15-0.010665j -1.65706e-15-0.0146191j -4.73766e-16-0.00734974j -3.77161e-15-0.0262757j 2.97271e-14-0.00843769j 1.8771e-15-0.00335426j 5.69161e-15+0.0259501j -4.97425e-16+0.00834574j -6.42467e-16-0.00746879j 1.0945e-16+0.00680193j -8.7533e-16+0.00494306j 2.63643e-15+0.00934707j 3.66569e-15+0.00239206j 4.1446e-15+0.0194245j 5.57052e-15+0.0263374j -3.23272e-15-0.0198015j -3.75586e-15-0.014762j 4.45248e-16+0.0202993j 3.15112e-15+0.0164749j -1.15825e-15-0.0152827j 1.41285e-17+0.00545804j -1.96205e-16-0.000600505j 4.29758e-15+0.0276553j 5.03388e-15+0.0262707j -1.09615e-15+0.00166714j -1.21814e-15-0.00741072j 6.6437e-16+0.0143189j -5.9104e-16-0.00190189j 2.10351e-15+0.00637773j 1.77463e-15+0.0132916j 2.46316e-16-0.00423717j -2.17418e-15-0.0141708j 
1.64428e-15+0.0107404j -6.97293e-15-0.0461915j -6.51857e-15-0.058732j -4.72242e-16-0.00222392j -5.87074e-16-0.00780201j -6.43378e-15-0.052016j -3.52622e-15-0.0269847j -3.26607e-15-0.0355396j 4.22472e-15+0.0384019j 3.40245e-16+0.00763077j -1.22123e-15-0.00290764j -4.5737e-16+0.00687615j -1.56522e-15-0.0165323j 2.9671e-15+0.0199822j -4.97605e-16-0.0106194j -2.87798e-15-0.00620975j 6.05731e-19+0.00206689j -2.24431e-15-0.0166362j -1.59363e-16-0.000451931j -3.11203e-15-0.0286534j -7.64293e-16-0.0109889j 3.67745e-15+0.0304021j 4.56728e-16-0.014557j -2.25164e-15-0.0236148j 1.98239e-15+0.0209407j -4.51151e-15-0.0395135j -3.2135e-16-0.00267847j -3.96921e-15+0.0126806j -1.99399e-13+0.0610589j -1.92835e-15-0.0207982j -2.51719e-16-0.00919942j 1.80844e-15+0.00959122j 3.05347e-15+0.0370019j -1.99202e-15-0.0104788j -3.88912e-15-0.0379724j 6.52884e-16-0.00701052j 7.57182e-16+0.00602513j -6.86499e-16-0.00746328j -1.53196e-15-0.0170954j 1.96984e-15+0.0212853j 1.39857e-15+0.0108809j 1.75902e-15+0.0150356j -1.10846e-15-0.0110362j 5.58188e-16+0.0019125j 2.77941e-15+0.0172767j -7.33718e-16-0.00286575j -2.79416e-15-0.0372503j 6.24128e-16-0.00494942j 2.07652e-15+0.0197012j -3.47714e-15-0.026838j -5.35595e-15-0.0468511j 3.41919e-15+0.0302504j -2.14045e-15-0.0190727j -6.06708e-15-0.0556376j 2.0147e-15-0.0028312j 6.58285e-15+0.0572326j 
-2.54401e-19-0.00488597j -8.74715e-16-0.0196743j 7.84792e-17-0.00229799j -6.83033e-17-0.00489438j -2.69357e-17-0.00609349j 2.86337e-16-0.00534401j 6.20379e-17-0.00905987j -3.43222e-16-0.0286687j 6.27368e-16+0.0125567j 3.47064e-16+0.00109383j 1.41383e-16+0.00272574j 1.59526e-16+0.0104994j 7.35052e-17+0.00921448j -1.76291e-16+0.0116188j -4.10124e-16-0.011815j 1.21089e-15+0.00165528j -8.68091e-17-0.0104172j 4.01119e-16-0.00778496j 3.67127e-16+0.00718029j -8.39612e-17+0.00464026j -3.533e-16+0.0013493j 6.57884e-18+0.0131517j -9.98525e-16+0.00777555j -7.63879e-16+0.0213267j 3.67027e-16+0.0258114j -4.38252e-16-0.0125506j 3.17755e-16+0.00177957j -1.15963e-15+0.0159655j -4.80826e-14+0.0138791j 9.69783e-17+0.00346686j -3.28697e-16-0.0191074j -7.39025e-16-0.00564599j 5.60455e-16+0.00370455j 3.26265e-17-0.00673246j -1.7288e-17-0.0109899j 2.32781e-16-0.00225853j 2.41249e-16+0.00524818j -1.30806e-15-0.0174207j 3.18451e-16+0.00471515j 1.59229e-16+0.00241183j 3.3396e-16+0.00930101j 3.49115e-17-0.00919327j -1.46655e-16-0.00927812j 2.74608e-16+0.0122111j -6.64129e-16+0.00302333j 2.90429e-16-0.0114657j -3.27085e-16-0.0222981j -3.10677e-16-0.0315567j 5.93531e-16+0.0137722j 2.0869e-16+0.000774518j -4.12793e-17-0.0150102j 1.66083e-16+0.0102908j 7.00401e-17-0.00501892j 1.31664e-17-0.00028746j -3.37332e-16-0.00577362j 1.94557e-16+0.0221239j 
7.15078e-16-0.00167174j -1.68783e-15-0.0263116j -8.00332e-16-0.0304931j -1.7246e-16-0.00351437j 1.11438e-16+0.00111697j -5.62045e-16-0.0607396j -4.83469e-16-0.0341174j -2.56022e-16-0.0136134j 6.24282e-16+0.0200989j 3.30313e-16-0.0199527j -4.95971e-17-0.0324104j 3.84937e-16-0.0331415j 8.21714e-17-0.00500194j 6.60773e-16+0.0198544j 4.89904e-16+0.00140568j -3.55082e-15-0.0107192j 5.64834e-16-0.0324322j -6.90646e-16+0.00605513j 4.09365e-16-0.0112837j -5.68329e-16+0.00498751j -1.333e-16+0.020141j 8.24695e-16+0.0155644j 1.79461e-15-0.0132661j 1.91949e-15-0.0404544j 1.61107e-16+0.000608104j -1.05752e-15-0.00573581j -1.57442e-16-0.00217159j -2.78322e-15-0.0278938j -1.47297e-13+0.0444556j -1.09895e-15+0.01379j 4.9777e-16-0.00436539j 2.01652e-16+0.00787847j -7.1072e-17+0.0285188j 9.89239e-17-0.0465149j -1.05048e-15-0.0172035j -2.50408e-16+0.0429197j 4.25113e-16+0.00052938j 2.92823e-16-0.0143368j 9.21884e-16-0.0248436j 1.45505e-16-0.00275326j 1.40834e-16-0.00147871j 8.93753e-17+0.00925451j 3.48633e-16-0.0160261j -2.56732e-16+0.0285149j 1.59988e-16+0.0330663j 3.46395e-16-0.0290822j -3.15251e-16+0.00665408j 2.09881e-16+0.0218478j -5.61088e-17+0.0237961j -2.73693e-16-0.0368119j -6.36121e-16-0.0386443j 3.83504e-16+0.0203002j -1.38218e-16-0.0102065j -7.02066e-16-0.0301323j -6.48378e-16-0.00943284j 6.6773e-16+0.0228746j 
6.06313e-16-0.00493292j -1.36448e-16+0.0236544j -1.39426e-15+0.0167903j -1.43996e-16+0.00632967j 2.28262e-16-0.00143409j -7.01627e-16+0.0180126j -8.52071e-17+0.0116028j -2.92896e-16+0.0146502j 1.14622e-15-0.0308259j -2.14301e-17-0.00673078j -6.94904e-16+0.00515004j -3.66153e-16+0.00185562j -2.63217e-16+0.00362645j 1.13632e-16-0.00663689j -6.47613e-17+0.0112189j -3.54465e-15-0.00923961j -4.58245e-16+0.00841396j 4.86858e-16+0.00372148j 9.09364e-16-0.0151579j -8.12473e-16+0.0184179j -1.71147e-16+0.015001j 9.45446e-16-0.0196246j -9.7977e-16+0.0077895j -1.69097e-15+0.00965014j -4.31325e-16+0.00230355j -4.75249e-16+0.0213241j 9.55209e-17-0.012072j 4.53315e-16+0.0137823j 5.32463e-14-0.0159193j 3.56134e-16-0.00580366j -9.53524e-17+0.00510829j -8.97065e-16+0.0186272j 1.93195e-15-0.02661j -5.93219e-18+0.00714091j -1.3541e-15+0.021916j 5.25548e-16-0.00731549j 9.03489e-16-0.0144489j 1.38199e-16-0.00566395j -4.75411e-16+0.0067831j 1.57625e-16-0.013842j 2.13671e-16+0.00368023j -1.21027e-16-0.00136269j -4.08673e-16+0.00505236j 4.15102e-16-0.0047581j 3.62682e-17+0.00733359j 3.16796e-16-0.00435035j -3.33472e-16+0.0172216j 7.03145e-16-0.00246542j 5.27237e-16-0.0187448j -9.76469e-17+0.0096186j -5.83364e-16+0.0196913j 7.02198e-16-0.017489j -7.97658e-17+0.00116852j -1.35608e-15+0.0168454j -1.32343e-15-0.00163741j 1.02e-15-0.0268192j 
4.08871e-15+0.0281784j -1.43783e-16-0.000165947j -4.97334e-15-0.0340947j 1.781e-15+0.0108838j 9.56302e-16+0.00641723j -6.96712e-16-0.00254227j 2.40059e-15+0.0185596j 1.66306e-15+0.0125152j -8.89592e-16-0.00430727j 4.15507e-16+0.00616865j -6.54954e-16-0.00499542j 9.46658e-16+0.0071468j -3.32309e-15-0.0243104j -2.57223e-15-0.0177623j 7.69447e-16-0.000540633j -1.39507e-14-0.0287166j 2.22843e-15+0.0192059j 2.75075e-15+0.0177072j -8.05846e-16-0.00293433j -6.21355e-16-0.00661955j -7.32431e-16-0.00750987j 1.35491e-15+0.00845486j -1.47391e-16-0.00629486j -2.34217e-15-0.028677j -6.76781e-16-0.00463387j 1.98831e-15+0.0122326j -2.57904e-15-0.0174374j 9.55884e-16+0.00217234j 2.18327e-14-0.00660439j -2.84331e-15-0.0254037j 9.31981e-16+0.00698901j 2.27158e-15+0.015002j 2.08071e-15+0.0198165j 2.18122e-15+0.0190579j -3.19454e-16-0.00460672j -1.42554e-15-0.0115504j -5.48244e-16-0.00481691j 2.61284e-15+0.0118644j -4.02335e-15-0.0246887j -4.50345e-16-0.00267208j 3.80981e-15+0.0215759j 8.09584e-16+0.00614023j 8.7622e-16+0.00726668j -5.19287e-16-0.00556537j 9.91404e-16+0.00415102j 2.42982e-15+0.0200182j 9.94687e-16+0.00684835j 2.99685e-15+0.0220707j -1.68823e-15-0.0111177j 6.91618e-16+0.00646121j 7.10007e-16+0.00716326j -5.5808e-16-0.00319402j -4.92061e-16-0.00221259j -5.76681e-15-0.039404j 6.49975e-15+0.0159882j 2.29848e-15+0.0105583j 
4.68563e-16+0.0133383j -6.02091e-16-0.0056244j -5.25901e-16-0.00627778j 7.50794e-17-0.00434246j 4.03137e-17+0.00136329j -1.24854e-16+0.0149954j 8.22373e-18+0.00580086j -2.87107e-16+0.000493547j -4.9918e-17-0.011083j -2.73375e-16-0.0152344j -9.05683e-17-0.0117797j 1.32977e-16-0.00440875j 2.87328e-16+0.0273712j 1.62383e-16+0.0221157j 1.85337e-16+0.0125351j -2.01633e-15-0.00418948j -1.08655e-16+0.00105759j -1.1054e-16-0.0215804j 2.04703e-16+0.0119846j -4.76307e-17-0.00526342j 3.04163e-16+0.0267874j 3.65387e-16+0.00922817j -3.8677e-15+0.0402286j -1.84585e-16+0.00247982j 4.73931e-16+0.00834674j -2.16899e-16-0.00673373j -3.73303e-16-0.0217482j 7.77857e-16+0.0226317j 8.70694e-15-0.0028749j 8.0499e-17-0.00558704j -1.27177e-16+0.0198372j 7.87814e-17+0.0162587j 5.9927e-16-0.0253508j 8.86083e-17+0.00670963j -2.54389e-16-0.0127056j -2.11641e-17+0.00747941j 2.7041e-16+0.0181263j -3.19876e-16+0.011082j 2.36171e-16+0.0345109j -6.89838e-16-0.0247291j 2.11681e-16+0.00220922j -1.18049e-16-0.0133148j -6.12739e-17-0.000295503j 2.048e-16+0.00210755j 4.02025e-16+0.019811j -5.18323e-17-0.0107106j -1.75704e-16+0.0181373j -1.54841e-16-0.000569316j -1.66323e-16-0.0188323j 1.21453e-16+0.0165349j -2.14332e-16+0.00982021j 4.6999e-17-0.00435779j -1.07342e-16-0.000590593j -4.80948e-16+0.00229733j 3.24526e-15+0.011031j 1.11842e-15+0.00890334j 
2.29523e-15+0.0210687j -3.53463e-15-0.0235548j -2.09356e-15-0.0189357j -1.37625e-16-0.00276969j 1.17432e-15+0.0122298j -2.64556e-15-0.0236551j -3.38854e-15-0.0347317j -2.95982e-15-0.026549j 2.81454e-15+0.028102j -1.33886e-15-0.0145566j -3.82111e-17+0.00377293j 1.85126e-15+0.0232638j 3.47183e-15+0.0360896j 2.61756e-15+0.0271963j -1.11641e-16+0.00298726j 6.21973e-15+0.0159336j -2.38315e-15-0.0237534j -2.089e-15-0.0234934j 1.85441e-15+0.0194586j -1.19325e-16-0.00978743j 1.73363e-15+0.0152605j 3.60442e-15+0.0339155j -4.83592e-17+0.0179584j 7.18269e-16+0.0146268j 4.7868e-15+0.0372238j -3.71073e-15-0.0385038j -1.26603e-15-0.00791578j -2.41278e-15+0.00734632j -1.58516e-13+0.0482941j 1.53422e-16+0.00906588j 9.52096e-16+0.0142724j -3.35285e-16-0.0068409j 1.94379e-15+0.018756j -1.56272e-15-0.0112555j -3.61608e-15-0.0445748j 2.04342e-15+0.0173855j 3.50902e-15+0.0390205j -2.64859e-15-0.000195635j 5.75955e-15+0.0597182j -2.18974e-15-0.0116442j 4.67883e-16-0.000912677j -6.62439e-16-0.00779279j 1.3627e-15+0.0148909j 2.40687e-15+0.0200563j -4.67681e-16-0.00946059j -9.83531e-16-0.00571412j -8.12877e-16-0.00992156j -9.46881e-16-0.00715977j 9.04066e-16+0.00512204j -1.62699e-15-0.0166377j -4.63743e-15-0.0472702j 9.13229e-16+0.0094797j 5.24871e-16+0.00629352j -2.09334e-15-0.0168394j 8.62415e-15+0.0221858j 4.43265e-15+0.0288506j 
