1.02396e-16+0.0414244j 2.80326e-16+0.0154125j -8.10914e-17-0.0148459j 1.24386e-16+0.0183989j 6.44954e-17+0.0210119j -1.04662e-18+0.00030887j 6.50298e-17+0.0144451j 2.74636e-17+0.0147696j -1.02706e-16-0.0236923j 6.90975e-18-0.0214946j 1.40947e-16+0.0085321j -1.51382e-16+0.0201411j -4.76526e-17-0.00557338j -8.04026e-17-0.0343145j 2.6244e-16-0.00670622j -3.57184e-15-0.0110822j -5.22972e-18-0.0109397j 2.2345e-16+0.0263269j -1.39216e-16-0.000904963j 9.17379e-17+0.00159741j 3.53811e-17+0.00138294j 1.2461e-16+0.0168348j 5.89715e-16-0.00524844j 9.82906e-17-0.00104726j -8.43375e-17-0.00159398j 2.03644e-16+0.0250811j -3.95377e-17-0.0104447j -1.44394e-16+0.0207598j -9.57442e-15+0.00242662j 3.5163e-17-0.000195745j -1.13272e-16+0.0172956j -4.93652e-17+0.00253141j -2.22445e-16+0.00650055j -3.42846e-17+0.0134943j 7.31707e-17-0.00670751j -4.7401e-18+2.70777e-05j -8.96303e-18+0.016893j 2.95223e-16+0.00759827j -2.25285e-16+0.00177989j -6.64572e-17-0.00317653j 2.37228e-16+0.00656672j -3.39709e-17-0.0148332j -8.39374e-18+0.0168829j -3.13716e-17+0.00438277j -1.93726e-17-0.00800869j -8.171e-18+0.0109417j 2.39886e-17+0.00608086j 4.3778e-17+0.0160797j -6.92726e-17-0.0259241j 4.20423e-17+0.005581j 1.71658e-17-0.000157224j -3.36564e-17-0.016915j 3.63192e-17+0.00998352j -9.1253e-17-0.0259568j 7.557e-15+0.0332444j 1.59718e-15-0.00599659j 
2.68966e-16+0.0182545j 6.41187e-16+0.0168947j -3.47116e-16+0.00450817j 2.01111e-16+0.00872289j 1.65676e-16+0.0146196j -4.44919e-16-0.00109998j -1.55038e-16+0.000127715j 2.73208e-16+0.0160112j -3.91434e-16-0.0183643j -4.07723e-16-0.0173003j 1.01933e-16+0.0076985j -1.76478e-16+0.00774719j -6.62636e-17+0.00136924j -1.09705e-16-0.0176039j 1.8499e-16+0.00266972j 5.09913e-16+0.00121082j -8.37e-17-0.0120835j -1.06356e-16+0.0105127j -2.36933e-16-0.00155004j -1.934e-16+0.00926604j 1.44588e-16-0.00118437j 2.17042e-16+0.00975385j 3.00718e-16-0.0040923j -5.17868e-16+0.00410257j -2.59823e-16-0.00135142j 1.76642e-16+0.0210811j -1.57713e-16-0.00125651j 1.7002e-16+0.0079222j -1.59195e-14+0.00473907j -3.13253e-16+0.00963392j 4.91454e-16+0.0149831j 2.59532e-16+0.00226033j -9.97276e-17-0.00677725j 2.57163e-17-4.33322e-05j -1.21725e-16+0.00468869j -6.61274e-17-0.000899969j 2.04287e-16+0.0098738j -4.38292e-16-0.00359852j 2.91036e-16+0.008705j 8.41843e-17-0.000750715j -4.53419e-16-0.00281912j 5.33178e-18-0.0142241j 1.481e-16+0.0121609j -2.61493e-16+0.00315627j 3.10943e-16-0.00453004j -2.01359e-16-0.000305192j 7.12563e-17+0.00548624j 4.31377e-16+0.00751351j -5.224e-16-0.021396j -2.96961e-16-0.00198657j -1.92236e-16-0.00457975j -1.39522e-16-0.0139523j -1.11466e-17+0.00799894j -3.56878e-16-0.00038548j 3.84729e-15+0.0187531j 6.49104e-16-0.0157927j 
-4.43254e-16+0.00579308j -1.65435e-16+0.00137026j 1.36267e-15-0.017546j -3.76889e-16+0.00393161j 2.31745e-16-0.00330435j -1.09989e-15+0.0186385j -6.38184e-16+0.0103069j -5.81877e-17+0.00104358j 5.60726e-17-0.000404994j -1.54652e-16+0.00102181j -6.66699e-16+0.00808144j -1.28529e-15+0.0139j 1.75485e-16-0.00110344j 6.60385e-16-0.00828567j -4.37829e-17+0.000288797j -2.29403e-16-0.00117822j -5.83567e-16+0.00457795j -1.40675e-15+0.0205344j -2.14544e-16+0.00412263j 2.82568e-16-0.00282487j 3.817e-16-0.00689652j 4.54585e-16-0.00301071j -9.48331e-16+0.00690086j 4.08895e-18+0.000869167j -2.02837e-16+0.000847081j -1.01206e-16+0.00396291j 4.95314e-16-0.00506734j -1.55085e-15+0.0264854j 1.92304e-14-0.00612392j 1.26431e-15-0.00932453j 6.86948e-16-0.00931514j 2.83462e-16-0.00588956j -1.17817e-17-0.0021404j -1.75528e-16+0.00176124j 3.20897e-17+0.00189091j 1.15084e-15-0.0146376j 1.63495e-17+0.0027374j 2.81688e-16-0.00538794j 9.16518e-16-0.0143003j -3.46212e-16+0.00711573j -4.29811e-16+0.0100855j 6.48054e-16-0.0133137j 1.06743e-15-0.0179063j -1.7529e-16+0.00506264j 3.12322e-16-0.00316761j -6.96737e-16+0.00733545j 7.91828e-16-0.0114746j 9.86529e-16-0.0168302j 6.49171e-16-0.00959411j -1.27898e-15+0.0210313j -9.54686e-17+0.00260343j 2.04194e-16-0.00241932j 5.88501e-16-0.00932009j 9.1651e-16-0.0100824j 7.04745e-16+0.00159818j -4.04562e-16+0.00928819j 
2.52199e-15-0.0125259j -2.82752e-15+0.024433j -2.72212e-15+0.0180472j -1.35608e-15+0.00773488j 1.24139e-16+0.00244032j -1.63811e-15+0.00689551j -1.19678e-15+0.0063113j -1.71774e-15+0.0149687j 6.43584e-16-0.00666516j -5.13053e-16+0.000266492j -6.30305e-16+0.000702506j 6.10755e-16-0.00776867j 1.3647e-15-0.00714907j 4.43848e-15-0.0255596j -1.82766e-16+0.00298826j 1.99893e-15+0.0102355j 1.39723e-15-0.00920793j -5.58447e-15+0.0260564j 1.34823e-15-0.00612754j -2.19035e-15+0.0125843j 1.12596e-15-0.00597045j 4.20928e-15-0.0198491j 5.83456e-15-0.0205873j -3.51507e-16-0.000411633j 2.88589e-15-0.0210317j -2.65255e-15+0.0187477j -1.84514e-15+0.0093497j 3.29782e-15-0.0150374j 5.72173e-14-0.0158563j -2.09059e-15+0.0127814j 1.87136e-15-0.000624812j 3.7599e-15-0.0190033j -1.68498e-15+0.00583088j 1.59875e-15-0.00831261j -5.21438e-15+0.0296991j -1.01997e-15+0.00505055j 1.55445e-15-0.005249j 1.62647e-15-0.005214j 4.57263e-15-0.0220494j -7.67566e-16+0.003287j 1.29395e-15-0.0138647j -1.39688e-15+0.00697489j 1.08487e-15-0.000731951j -7.41651e-16+0.00077111j 2.69621e-15-0.0129108j -7.41927e-16+0.00169388j -6.95332e-16+0.00834045j -5.77957e-16+0.0100015j -1.77822e-15+0.00528903j -2.37652e-16-0.00179582j -2.04889e-15+0.0129568j 1.53468e-15-0.0111771j -3.01616e-16+0.00418571j -1.60825e-15+0.0102215j -1.43197e-15-0.00889678j 3.77734e-15-0.0301785j 
2.00586e-16-4.12986e-05j -6.94836e-16-0.000458174j -8.40174e-16-0.00619244j -1.92557e-17+0.00317407j -1.71697e-16-0.00321434j -8.69015e-16+0.012649j -5.51537e-16+0.00508876j -6.19784e-16-0.00792167j 2.03533e-16+0.00535169j -1.24364e-16+0.00661969j -2.38714e-17+0.00951693j -4.80969e-17+0.0187263j 1.27143e-16+0.00250509j 7.81922e-16-0.00287199j 3.04571e-16-0.00574214j -1.14412e-15-0.00309127j 1.78893e-16+0.0056467j -1.00579e-15+0.0168357j -2.53283e-16-0.0034777j -2.81361e-16-0.00270078j 4.99471e-16+0.00455177j 5.01539e-16-0.0135968j 5.98152e-17+0.00157592j -4.11522e-16+0.00628281j 9.49115e-16+0.0072372j -7.75252e-16-0.00880948j -5.30115e-16-0.00215307j 1.1122e-15+0.00450585j 2.74857e-14-0.00784797j -3.25342e-16-0.00785747j 4.31238e-16-0.0151035j 1.00788e-15-0.0072578j -2.91766e-16+0.0104201j -1.01119e-16+0.00580972j -4.09916e-16-0.010598j -1.48179e-16+0.00160065j 1.31574e-16-0.00489478j 6.93415e-17+0.00611561j 4.50996e-16+0.00245304j -2.29528e-16-0.000763541j 5.23288e-16+0.00962407j 3.73502e-16+0.00353209j 1.20465e-16-0.00398814j -1.83657e-16+0.00616657j 7.29169e-16-0.016162j -4.52817e-16+0.0140423j -2.55268e-16-0.00327868j -1.20399e-16-0.00806683j -8.56627e-17+0.00764251j -5.34075e-16+0.0105329j -7.35105e-16+0.000537146j 3.06441e-16+0.00105123j -3.26961e-16-0.000291867j -7.35406e-16-0.00438724j 2.96785e-16-6.164e-05j 8.3838e-16+0.00581248j 
-7.85708e-16-0.0306033j 1.24821e-15+0.018672j -5.27529e-16-0.00867768j 4.05037e-16+0.0122986j -3.4765e-16-0.0152912j -3.60917e-16-0.013517j -3.13122e-16-0.0106977j -1.6945e-16+0.000919108j 2.89561e-17-0.0103128j 1.71023e-16-0.00743352j 3.54607e-16+0.00982335j 4.45145e-16-0.00695823j -5.15112e-16-0.0147181j -4.71335e-16-0.0189001j -1.57957e-16+0.0106166j 4.51694e-15+0.0136716j -5.51703e-17-0.0104106j 1.1772e-15+0.0295934j -7.84442e-16-0.0296744j 4.78172e-16+0.0125746j 1.29242e-16-0.00204247j -8.23337e-16-0.0316258j 2.41725e-15-0.0306625j 2.19196e-16-0.00439803j -1.02155e-18-0.0109413j 1.71111e-16+0.0130365j 6.47351e-17+0.00468362j -1.23497e-15+0.0278544j -8.62725e-14+0.0252961j -4.68247e-16-0.000641775j -4.04154e-16-0.0139545j -1.37564e-16-0.00233107j 6.83794e-16-0.00640124j -2.18058e-16-0.0320578j 9.37555e-17+0.0407312j -4.57032e-16-0.0121413j -5.64236e-16-0.0192996j -1.67562e-15-0.0370628j -4.81774e-16-0.0484685j 1.00465e-15+0.0217835j -2.7885e-16-0.0148129j 3.29659e-16+0.0108954j -4.54696e-16-0.0312994j 2.83867e-16+0.00228599j -2.4765e-18+0.0144354j -5.20772e-17-0.0197925j -4.87579e-16-0.0172526j -4.29095e-16-0.0158924j 2.62654e-16+0.00120631j -2.92505e-16-0.0113239j -4.20972e-16-0.00833966j -3.31039e-17-0.00520103j -6.18951e-16-0.022836j -5.23415e-16-0.00558128j -9.05595e-15-0.0319945j -2.01879e-15-0.0193303j 
2.22139e-16+0.0143049j -5.43057e-16-0.0121081j 5.31712e-17-0.00154858j 7.13578e-18-0.0106519j 2.04646e-16+0.000603314j -2.20283e-16+0.00932851j -3.67031e-16+0.0127703j -9.47105e-17+0.00893347j 4.98554e-16-0.0264975j 3.76587e-16-0.0279126j -2.7314e-17-0.00546725j 4.35736e-16-0.0167663j 3.79644e-16-0.000904192j 2.64167e-16+0.00769391j 5.97234e-16-0.0171023j -2.31195e-15-0.00897668j 2.25705e-16-0.0110673j -5.236e-16+0.00558464j 3.51564e-16-0.0015704j -1.11613e-16-0.0121705j -1.39608e-16+0.00807596j 2.50516e-16+0.00998269j -2.30163e-15+0.0223365j 3.46931e-16-0.00813155j 1.24713e-16-0.0201129j -4.7296e-16+0.0199669j -2.45377e-16+0.0101507j 2.85726e-16+0.0221399j 4.30256e-14-0.013107j -5.1912e-17+0.0131584j 5.1035e-16-0.00862215j -1.79238e-16+0.012239j 1.56675e-15-0.0392107j 3.76921e-16-0.00473023j 1.66618e-16-0.0232425j 9.59607e-18+0.0146241j 3.9961e-16+0.000112923j 1.36792e-15+0.0129848j 4.56355e-16-0.00872628j -1.85418e-16+0.0128115j -3.00396e-16+0.000595857j 6.87145e-16-0.039383j 8.93485e-16-0.0277181j -4.83622e-17+0.00643727j -3.62588e-16+0.0234912j 3.755e-16-0.0122081j 2.11062e-16+0.000668888j 3.89608e-16-0.00572749j 2.33485e-16-0.024399j -4.24682e-16+0.0213192j -3.48066e-16+0.0096296j -2.6836e-17+0.00576344j 2.87194e-16-0.00421762j -1.45142e-16+0.0135172j 3.38772e-15+0.00994458j 5.61078e-16+0.0170832j 
1.00968e-15+0.00359515j -1.04451e-15-0.00964607j -1.07201e-15-0.00940252j -3.75657e-16-0.00418909j 4.66651e-16-0.000310864j -1.41983e-16+0.00176978j -7.08489e-16-0.00026367j 3.49729e-16-0.00312426j 1.00578e-15+0.00938756j 2.11727e-16+0.00265862j -2.70067e-16-0.00936209j 4.50885e-16-0.00338827j 3.50837e-16+0.00312921j 1.16389e-15+0.00824953j 7.37296e-16+0.00306019j -2.77937e-15-0.00563094j 3.23961e-16-0.000656181j -9.1666e-17-0.00213257j 5.93926e-16+0.0120192j 2.17282e-16+0.00369592j -2.5399e-16-0.0028323j 1.13128e-15+0.0126668j -2.4313e-16+0.0112567j -6.76811e-16-0.00461335j 9.40064e-16+0.00703005j -3.13954e-16+2.03774e-05j -5.73087e-16-0.00617083j -8.78578e-16+0.000350634j 6.0439e-15-0.00173371j -2.02509e-16-0.00158391j 1.2951e-16-0.00183242j 4.7724e-16-0.000416335j 6.13789e-16+0.00352016j -2.11344e-16-0.00367008j -1.24293e-15-0.00118984j 9.2579e-17-0.00268679j 3.08376e-16+0.0060452j -2.71842e-16-0.00678902j 1.09351e-15-0.0043396j -5.68986e-16-0.00485263j 1.61213e-15+0.00999222j -6.72306e-16-0.00886569j 2.28061e-16-0.0066769j 8.692e-16+0.00762791j -1.55321e-16+0.00761663j 6.16813e-16-0.00359789j 3.25052e-16-0.00180911j 1.93739e-16-0.00695358j -3.58428e-16+0.000889857j 1.37422e-16+0.00650179j -1.20567e-15-0.00279034j 3.10741e-16+0.00390869j 6.48558e-17-0.00387757j -5.55449e-16-0.00565198j 1.84209e-15+0.00103883j 1.18887e-15+0.0126685j 
4.99481e-16+0.027781j -1.13305e-15-0.0121953j -6.01605e-16-0.0210732j -2.6176e-16-0.0154253j 9.41664e-17+0.0147399j -1.79013e-16-0.00432185j -3.83893e-16-0.0247913j 8.35825e-17+0.0284599j 3.74742e-16+0.010163j -1.01433e-16-0.00525449j -1.09339e-16+0.0150132j -1.04702e-16+0.0165721j 1.12379e-16+0.0002464j 6.17266e-16+0.0347193j 5.82605e-16+0.00662463j -5.0955e-15-0.0134493j -4.31512e-20+0.0159218j -1.89937e-16+0.00160581j 2.89975e-16-0.00385784j -2.77243e-16-0.0180409j -3.13486e-16-0.00822328j 6.67862e-16+0.0114187j -9.76601e-16+0.0149291j 1.34156e-15-0.0347215j 9.05084e-18+0.00193246j -2.89532e-16-0.00825477j -9.6186e-17+0.00817657j -5.28347e-16-0.0317019j -2.34098e-14+0.00766786j -1.46208e-16-0.00202853j -1.66128e-16+0.000244982j 1.95018e-16+0.0235939j 1.83271e-16-0.00473372j -3.49434e-16-0.00299742j 3.45523e-16-0.0621616j 3.67826e-16+0.00974801j 3.74786e-16-0.00851761j 7.61201e-16+0.0296761j -3.74819e-16+0.0389811j 1.76781e-17+0.0123569j 7.40248e-16+0.0212259j -2.32918e-16-0.0258322j -3.2053e-16+0.00303941j 1.88297e-16+0.0111201j 1.85778e-16-0.0178591j 7.66617e-18+0.0315123j -6.00023e-18+0.00954322j -3.81618e-17+0.0197067j -2.39094e-16-0.0287509j 1.33064e-16+0.000239255j -5.66165e-16-0.0391654j 2.95141e-16+0.0119636j -1.15235e-16+0.00684779j -2.23514e-16+0.00462006j 9.64055e-15+0.0355766j 2.65362e-15+0.0212487j 
2.01446e-16+0.00478047j 3.8741e-16+0.00805907j -7.43548e-16-0.0603678j 3.55122e-16+0.0211345j 1.26974e-17-0.0081658j 1.62817e-16+0.00576259j 2.80674e-16+0.0121091j 2.09514e-16+0.0029278j 4.46976e-17+0.0177876j 1.33911e-16+0.0147664j -1.00599e-16-0.00109057j -1.98426e-17+0.0149469j -3.6533e-16-0.0187737j -2.87312e-16-0.0274554j 4.45969e-16+0.0174811j -3.82519e-15-0.00821977j 4.287e-17+0.0141394j 9.39958e-16+0.0504049j -5.28529e-16-0.00318291j 3.57292e-16-0.00403921j 1.56259e-16-0.0103162j -3.4671e-17-0.0174657j 1.83379e-15-0.0160632j 1.35823e-15-0.0315225j -2.66234e-16-0.00522389j 3.06721e-16-0.00126385j -3.10481e-16-0.0252317j -7.79063e-16+0.0266078j -2.73267e-14+0.00760285j 3.22912e-16-0.0348346j 4.69721e-17-0.00505107j 1.9671e-16-0.0114713j -5.02427e-16+0.0388295j -9.1029e-17-0.00558568j -2.25038e-17+0.0237095j -8.14066e-17-0.0229373j -1.60363e-16-0.000217335j 5.045e-16-0.0143963j -7.22918e-16-0.0567781j 3.92876e-17+0.0040882j 1.24815e-15+0.0153484j 1.9528e-17+0.0185763j -1.88303e-16-0.0252365j 3.14101e-16+0.00638481j 9.49499e-17-0.000857534j 2.61286e-16+0.0170959j 2.44145e-16-0.00960092j 1.61291e-16+0.00127652j -4.08683e-17+0.0034262j 2.52575e-16+0.0138524j 7.78222e-17-0.000837807j -1.02717e-16-0.00451611j -3.85637e-16-0.0242477j -7.65077e-16-0.0592539j -1.84019e-15-0.0103553j -3.14583e-16+0.0101093j 
1.0019e-17+0.00706224j 5.83777e-16+0.0126093j -3.1648e-17-0.00346317j 1.85559e-16+0.00553965j 9.90313e-18-0.000681818j 2.07043e-16+0.0171901j 3.1829e-16+0.0234092j -8.58917e-18+0.0179635j -2.56612e-16-0.0379189j 1.06916e-16-0.0304722j -6.69361e-17+0.000125j 1.9274e-16-0.0109398j -4.59154e-17-0.00985j -2.66619e-16-0.0221107j 3.50982e-16-0.0148096j -2.96275e-15-0.00983754j 7.56331e-17-0.0151853j 4.68553e-16+0.0488237j -9.54135e-17-0.0208665j 2.36906e-16-0.0019231j 2.89843e-16+0.0159648j -1.5349e-16-0.0226101j -1.45275e-16+0.00201235j 6.40896e-16-0.0128543j -3.97479e-16-0.0339346j 4.56766e-16+0.0350477j -2.86334e-16+0.00718j 1.68409e-15+0.0242843j 7.78535e-14-0.0236712j 3.55815e-17+0.0107832j 1.43006e-16-0.0170204j -6.88608e-17+0.000999037j 7.96003e-16-0.0268549j 3.22987e-16-0.0107081j 2.20746e-16-0.00141939j -1.78542e-16+0.0214918j 3.02361e-18-0.0120627j 1.83046e-15+0.00991721j -7.18751e-16-0.0357808j 1.33512e-16+0.0123755j -1.07852e-16-0.00276477j 1.84464e-16-0.0253857j 1.82031e-16-0.0345091j 4.02125e-17+0.0123745j 3.56036e-17+0.0115903j 9.99858e-17-0.00472495j 1.38375e-16+0.00978194j 5.21015e-17+0.00289689j -3.79375e-17-0.0195438j 1.63891e-16+0.0247001j 2.88655e-16+0.0210307j -1.54906e-16-0.00657626j -8.46129e-18-0.00630034j -1.57462e-16+0.00511324j -4.12034e-17+0.00112813j -1.48579e-16-0.00639899j 
5.41899e-17+0.0078082j -2.1461e-16-0.0046108j 2.29771e-16+0.00277091j 8.60838e-17+0.00335813j -3.29508e-17+0.00373535j 2.00733e-16+0.0109682j 4.39892e-16+0.0174675j -1.97669e-16-0.0123084j -1.76765e-16+0.0149471j -1.17629e-16+0.014121j -1.50605e-16-0.0108458j -2.74718e-16+0.0034419j 7.21537e-17+0.00482347j -3.01838e-16-0.0115708j -3.51843e-16-0.00841676j 5.63173e-16+0.000686154j -1.81556e-16+0.000812331j -1.19585e-16-0.0025929j -4.04819e-17+0.021788j -1.54138e-16-0.00500169j 1.7795e-16-0.00134159j -8.34847e-17+0.0086158j -3.25975e-16+0.00308572j -2.62343e-16+0.00938714j -1.67304e-16+0.000887904j 3.20904e-17-0.0107013j -3.45873e-17-0.00589147j 1.43494e-15-0.0106416j 6.49033e-14-0.0191968j 2.93257e-16-0.00243418j 9.62579e-17+0.00550864j -7.3628e-17-0.0218935j -7.73761e-16+0.0259958j -1.29394e-16+0.0194634j 6.7799e-17+0.00111648j 1.60022e-16+0.00435317j 4.93354e-17+0.0177735j 9.07623e-16+0.0136908j -4.3969e-16+0.00286304j -3.94329e-16-0.0152106j -1.54362e-16+0.000210369j 5.41883e-17+0.0125882j -5.02578e-17+0.0156099j -1.45492e-16-0.00311774j 2.86666e-17-0.0142984j -1.83125e-16+0.0103899j 8.09622e-17+0.00445161j 5.84537e-17+0.00734869j 1.81956e-16+0.0200623j 1.48777e-16+0.00724106j 5.18195e-16+0.0184488j -8.39488e-17-0.000702752j 1.19076e-16+0.010008j 2.04588e-17-0.0116415j 1.03026e-15+0.00377821j 1.69804e-16+0.00467921j 
-3.88133e-17-0.00275285j -1.07049e-16-0.00239113j 2.51882e-16+0.00775727j -7.59903e-17-0.00257021j 4.02155e-17-0.00483733j -2.36863e-16+0.0131575j -1.93068e-16+0.0128761j -8.79006e-17-0.00346996j -7.51011e-17-0.00596209j -1.93428e-16-0.00517011j -7.74081e-18+0.0127237j -2.74975e-17-0.0013431j 1.61422e-16-0.00308329j 7.71847e-17-0.0124467j -8.21601e-16-0.0197625j 9.16442e-15+0.024223j -2.50952e-16-0.00491397j -5.30462e-16+0.00156486j -3.26631e-17+0.00371037j -3.33387e-16-0.0291077j -1.32256e-16-0.0119227j 7.86824e-17-0.00544417j 4.95409e-16-0.00523952j -6.11337e-16+0.0120042j -1.9588e-16-0.0277281j -2.33228e-17-0.00708686j 2.14473e-16+0.023688j 4.36808e-16+0.0224299j 1.98636e-14-0.00624804j 2.04144e-16+0.00982325j 3.35993e-16-0.00451786j 1.99092e-16-0.0206736j 1.20034e-16-0.0159436j -1.14848e-16+0.00724541j 5.63994e-17-0.00700919j 1.45244e-16-0.00179898j 6.63627e-17+0.00924461j 1.38921e-15+0.0172118j -2.85371e-16-0.00845886j 4.84245e-16+0.0273137j -1.32831e-15-0.0246709j 8.90553e-19-0.00854414j 1.93117e-16-0.0155117j -5.90802e-17-0.014584j 5.37086e-17-0.00899385j -2.53815e-16+0.0029921j 1.5249e-17-0.0193561j 3.22975e-17-0.0074327j -3.27478e-17-0.00231641j -2.76181e-16+0.0112411j -1.46976e-16+0.0132399j 2.75967e-17+0.00431188j 8.5299e-17-0.00139628j 2.1202e-16+0.0103383j -5.85475e-16-0.00349821j -2.04203e-16+0.00456688j 
6.65451e-17-0.0175202j 5.23591e-16+0.0140263j 2.04681e-16+0.00224189j -1.06777e-16+0.00885059j 1.44082e-16-0.00306809j 1.43245e-17-0.0154945j -1.41348e-16-0.0153765j -5.36324e-17-0.00282467j 5.62494e-17-0.000790563j 1.49095e-16-0.0123518j 2.50717e-16-1.06854e-05j 4.251e-16-0.00937575j 5.11541e-17+0.00798443j 1.29275e-16-0.0095862j -8.10203e-16+0.0131725j 8.19573e-15+0.0247118j 1.13037e-16-0.0213467j -2.02497e-16+0.00496352j 1.4009e-16-0.00788003j 5.09064e-17+0.00653132j -8.27449e-17+0.0071059j 2.29302e-16-0.0115079j 1.78389e-15-0.0163185j 8.71812e-17+0.0046419j 2.9043e-16-0.00629298j -1.24695e-16-0.00176066j 2.16389e-16+0.00126825j -1.84818e-15+0.012653j -9.25149e-14+0.0272103j -4.16624e-16+0.0112076j 9.35927e-19+0.0104225j -1.72513e-17-0.0119028j 7.63465e-17+0.000119289j 3.57957e-16-0.0246869j -9.59826e-16+0.0267535j -2.76697e-16+0.00448311j -6.94216e-17+0.00917195j -8.96217e-16-0.0209692j 1.0778e-15-0.00817032j 2.23729e-16+0.00294403j -6.30106e-16-0.0260917j -3.84835e-16+0.0116747j 3.7731e-16-0.00722651j -2.08111e-17+0.00228935j -3.54309e-16+0.00667895j 2.37052e-16-0.0210004j -2.12749e-16-0.00368723j -1.64655e-16-0.000895194j -9.8003e-17+0.00487385j -1.78883e-17-0.0174263j -2.13222e-16-0.00947492j 5.70792e-17-0.00658408j 1.80441e-16-0.00724582j 2.10642e-16-0.00202046j -4.43171e-15-0.016337j -8.75449e-16-0.0190421j 
1.32047e-16+0.0144244j 2.29748e-16+0.00559858j -3.19521e-16-0.000383312j 1.29728e-16+0.00849473j 1.13868e-16+0.00685417j -1.43627e-16+0.00437879j -4.82729e-16+0.00413633j 7.16427e-17-0.00364313j 3.39221e-17-0.0020575j -2.59273e-16+0.00848112j 4.32856e-16+0.0211634j 2.70376e-16+0.0309176j 1.90404e-16-0.00832494j 1.6577e-16-0.0190801j 3.09462e-16-0.00773801j -1.0016e-15-0.00336421j -1.75209e-16+0.00645221j 2.30112e-16+0.00339403j -2.52334e-16+0.00399519j 3.23097e-16+0.00750063j 1.95937e-17-0.0206709j 1.55238e-16+0.0145591j 1.04955e-15-0.00969786j -9.47356e-16+0.0210632j 8.22243e-16+0.0205793j 6.96581e-17+0.00723045j -1.73605e-16-0.000502745j -3.57499e-17+0.0161172j -1.46053e-14+0.00421663j 7.44035e-17-0.00730115j -3.43685e-17-0.00262448j 2.89004e-16-0.00153549j -3.50542e-16+0.00864215j -2.93827e-16+0.0174504j 1.02637e-17+0.00305481j -6.98272e-18-0.0286779j 8.10074e-17+0.00263403j -1.58004e-15-0.0119141j 6.8507e-16+0.00393099j 4.07055e-17+0.00755631j 8.13836e-16+0.0141205j -2.78161e-16-0.00679794j -8.30647e-17+0.0165875j 3.84324e-16-0.00444448j -1.26409e-16-0.0176934j -1.30929e-16+0.0132073j -6.02504e-17-0.0200351j -3.19552e-16-0.0165647j -3.25116e-16-0.00832307j -1.06352e-16+0.00218511j -7.06087e-16-0.0074433j -1.14303e-16-0.00729443j -8.10684e-17+0.00485332j -1.16844e-16-0.00825571j 3.45535e-15+0.0138976j 6.89183e-16-6.60096e-05j 
-8.19796e-17-0.00433702j -4.03093e-16-0.0040461j -2.83352e-16+0.0100414j 1.7862e-17+0.00422831j -2.59284e-16-0.00774902j 2.59699e-16+0.0119925j 7.92507e-16+0.0359021j -2.59789e-16-0.0152899j 1.57617e-16-0.00641098j 3.31774e-16+0.0107179j -8.87549e-16-0.0220175j -4.98045e-16-0.0188183j -1.6097e-16-0.00867639j -8.23199e-17-0.019942j 4.31634e-17-0.0161761j -2.87411e-15-0.00828243j 2.68061e-16+0.00306803j 5.38433e-17-0.00547941j 1.91144e-16+0.0110035j -1.24225e-16-0.00223096j 3.78322e-16+0.00476917j -2.59961e-16-0.000286828j 9.19857e-17+0.000764851j -1.0103e-15+0.00920568j -3.79658e-16-0.0129258j 7.80875e-17+0.00533171j -4.76323e-16-0.00662173j 1.69172e-15+0.00602448j 1.03336e-13-0.0310464j 6.56746e-17-0.00587172j -2.68887e-17-0.000368845j 2.7497e-18-0.0112495j 1.43576e-16+0.00674683j 1.5041e-16+0.0221436j -6.172e-17+0.02308j 9.48477e-17+0.000943473j -2.06111e-16+0.00386738j 1.6924e-15+0.00776074j -1.22336e-15-0.0291933j -6.16057e-16-0.0132226j 2.08151e-16-0.00452492j 4.49975e-16+0.0164698j -2.04296e-16+0.00229384j 5.90007e-18-0.0139984j 5.4092e-16+0.0131158j 3.99749e-18-0.00743706j 4.32041e-16+0.00490719j 3.67338e-16+0.00316336j 5.94482e-16+0.0208289j 3.21349e-16+0.0120799j 9.30619e-16+0.0451304j 1.07716e-16-0.00167633j -1.28849e-16+0.00145501j -4.96168e-16-0.00789106j -3.69604e-15-0.014185j -4.32992e-16+4.11196e-05j 
