-0.0203935+0.00883423j 0.00479958+0.015829j 0.0106432-0.0266592j 0.0220082+0.0218155j -0.012739-0.0162835j 0.0199308-0.0117027j 0.0144557+0.0498697j 0.0298384+0.00408753j -0.0150627+0.00515886j 0.0149213+0.00782218j -0.0202223+0.0176582j -0.0180637+0.0153613j -0.0173555-0.00322542j -0.00769043+0.00919888j -0.026664-0.00611742j 0.00483332+0.00767701j 0.00942952+0.00972071j 0.00310223-0.00887494j -0.00687682-0.0107888j 0.00178227-0.0135911j -0.0107113-0.006495j 0.00675364-0.00262707j -0.0187989-0.010255j 0.00635669+0.0104394j -0.0121242+0.00201609j -0.00368051+0.0143168j -0.00486422-0.00838618j -0.00174516+0.000932757j 0.0279551+0.000478049j -0.0168411-0.0179638j -0.00485932-0.00466609j 0.0254057-0.00116461j 0.00741569+0.00554375j 0.00392876-0.000224227j -0.011441-0.00663896j -0.00235065-0.00153726j -0.00753794+0.00733973j -0.00155991+0.00825158j -0.00304356+0.000315134j -0.0028489+0.0012875j 0.00216577+0.00532799j 0.0061323-0.0019334j -0.00289941-0.0113567j -0.00378049+0.00265052j 0.00947764-0.00557229j 0.0111392+0.0046056j 0.0144907+0.00565128j -0.0171247+0.0184271j 0.00158772-0.00116015j -0.000263047-0.00325696j 0.00226232+0.00469983j 0.00138511+0.00265321j -0.00182874+0.0133349j -0.0113615-0.00484979j -0.0140753+0.00185644j -0.00497055+0.0148346j 0.0101657+0.00363563j -0.0018274-0.00764876j -0.00219261+0.00564868j -0.00107139+0.00969359j -0.00220081+0.0122695j 0.00546183+0.00819958j 0.00623356+0.011261j -0.0038471-0.0150172j -0.000554962-0.0112197j 0.00365417+0.015207j 0.005739-0.0111726j -0.00379438+0.00942778j -0.0177179-0.0147342j -0.00198481-0.00129746j -0.012347-0.00325276j -0.00337658-0.00830961j -0.00638567-0.00705431j -0.0037859+0.00708634j 0.0143323-0.00665342j -0.0030644-0.0109884j 0.00527801+0.00471518j 0.00570729+0.0108324j -0.0013361+0.00988889j -0.00863802-0.0154506j 0.0236839+0.0112381j -0.01952-0.0129138j -0.00853197+0.007724j -0.0179383+0.0129609j 0.0113709-8.77424e-05j -0.0155242-0.030402j -0.0112315-0.0150767j -0.0592515-0.00894453j -0.0171068+0.0142788j 0.0230914+0.0270931j 0.0242547+0.00173088j 0.00455987+0.0220947j 
-0.018864+0.00857163j 0.0102609+0.00685568j -0.00414371-0.0278029j 0.0260152-0.00245059j 0.0372029+0.0260259j 0.0391343+0.007913j -0.0385663+0.0326798j 0.00978567+0.018755j 0.00184127+0.00188712j -0.00319251-0.00320858j 0.000446028-0.0384553j 0.0304888+0.0106769j 0.0390336-0.0145974j -0.0190404+0.0413223j -0.0341121-0.0355572j -0.017295-0.0372816j -0.0251401+0.0180275j 0.0108385-0.0321771j -0.0242011-0.0468123j -0.0108444-0.018474j -0.0129835-0.03353j -0.0322944-0.00526124j 0.000720026+0.0304936j 0.0150616+0.0497883j 0.00299542-0.0216778j 0.0566962+0.00499682j 0.0575375+0.0360202j -0.0687585+0.0460111j 0.0448104+0.0216137j -0.0157587+0.0199512j 0.047137-0.0421466j 0.0564779+0.0302343j -0.00528587+0.0184117j 0.0389463-0.00180917j -0.0772586+0.00507396j 0.000926305+0.0301889j -0.0756129+0.0246363j 0.0191197+0.0523875j -0.00205731-0.0224308j 0.0180833-0.0414954j -0.0170101-0.00984929j 0.00501991-0.0120605j -0.0530956-0.0553222j -0.0671132+0.0218497j 0.0376763-0.0249459j 0.037455+0.0418076j 0.0768923+0.000787804j -0.00483383+0.0463276j -0.023479+0.0630612j 0.0561202+0.0289387j -0.03065+0.00744047j 0.00952093+0.00992056j 0.0417489+0.0077904j 0.0383988-5.04311e-05j -0.0248042-0.0181689j -0.00491752+0.0537516j 0.0553747-0.0274916j 0.0210062-0.0719763j 0.0384478-0.0521484j -0.0224461-0.0095509j 0.0558738+0.0212058j 0.0266907-0.0899361j -0.0196964-0.00582328j 0.00782783+0.0236074j -0.0135165-0.026171j -0.0307466-0.0104201j 0.00301224+0.0380352j 0.0169956-0.00698989j 0.0332137+0.00359725j -0.00766016-0.0318384j -0.0117497-0.00150083j -0.0421242+0.0528146j -0.0303763-0.0353259j -0.0412647+0.0170517j -0.0245494-0.0290432j 0.0144062+0.00266487j -0.0161807-0.0483969j -0.0394633-0.0223965j 0.0241204-0.00446838j 0.0239878-0.062149j 0.0153044-0.0303904j 0.024103-0.00559481j -0.00461625+0.0321532j 0.0235978+0.00314077j 0.03341-0.0336492j -0.0267798-0.063987j -0.0355067-0.0383164j -0.0483017-0.0174467j 0.00121839+0.00937294j 0.00387161+0.00556096j 0.0201861-0.00215051j 0.0146675+0.017402j 
-0.0160001-0.00134203j 0.000913237+0.00559732j 0.0186904-0.00222873j -0.00456218+0.0206655j 0.0124552-0.0197332j -0.0284167+0.00849172j -0.0399941+0.0125293j 0.0546894-0.0185042j 0.00538175+0.0383172j 0.00221417+0.00235194j 0.0283798+0.0710262j -0.0767657-0.0040166j -0.00899983+0.00419894j 0.00661912+0.0208403j -0.00855212+0.0149121j 0.0205924+0.0142889j -0.0693246-0.00709391j -0.0217262-0.108607j -0.0548465+0.0117537j 0.045093+0.0367814j -0.0631625-0.0291425j 0.00514559+0.00237431j 0.014457-0.0660966j -0.0512871-0.066935j -0.0734899+0.0316643j -0.0625278+0.018854j -0.077803+0.0158552j 0.0235619+0.00292556j 0.0243505+0.0276125j 0.0571822-0.0457176j -0.0532542+0.0286801j 0.059036-0.0749334j 0.0467674+0.0229892j -0.0847365-0.0576272j 0.0722293+0.0423087j 0.0258825-0.0717419j 0.0149532-0.0228492j -0.00886743+0.00690838j -0.0336593+0.0576633j -0.0187704+0.0280959j 0.035635-0.018304j -0.0499022+0.0220088j 0.0138483+0.0305701j 0.0978472+0.00258123j 0.0352176-0.0154924j 0.00447977+0.020394j -0.0792576-0.0274835j 0.0111896-0.0132652j 0.027142-0.03866j -0.0133009-0.0837584j 0.00374538+0.0210276j -0.0114099+0.00376342j -0.0877077+0.0243613j 0.0273244-0.0560499j 0.0749505+0.0176498j 0.0178284-0.0471674j -0.0231809+0.00092079j -0.0685604+0.0660563j -0.0645219+0.0118504j 0.0826733+0.0159619j -0.000580012-0.088783j -0.0247359+0.0840247j 0.0182755+0.0773526j -0.0459376-0.0275247j -0.0325912+0.0011271j 0.00334955+0.00859688j -0.0211888-0.0734077j 0.0265496+0.0394674j -0.00496889-0.0835975j -0.0292871-0.0151164j -0.0329105-0.0426123j 0.0364169+0.0603271j 0.0381841+0.00486997j -0.00387052+0.113945j -0.0981928+0.0268406j 0.0175695+0.0573426j -0.011104+0.0357442j 0.0299493+0.0398072j -0.0914294+0.0162789j 0.0248757+0.0639565j 0.0289375+0.0166661j -0.0126817-0.00708144j -0.0332733+0.0236191j 0.013236+0.022727j -0.00226854+0.00638278j 0.0206684+0.00988946j 0.0224594-0.0235515j -0.0165346-0.00812952j -0.0336014+0.0279588j 0.0164818+0.0245835j 0.0167343+0.0136576j -0.00515505+0.0172518j 
0.0213735-0.00282234j -0.00315487-0.00975691j -0.0122209+0.0429111j -0.0493179-0.0225809j -0.0307774+0.00423736j 0.0238592+0.0169108j -0.00776898+0.0157033j 0.013945+0.00191977j 0.0131047+0.0519962j 0.00465372-0.0251171j 0.0430257+0.0349493j 0.0377904+0.0229884j -0.0313916-7.35916e-05j 0.0299613-0.0344668j 0.0155824-0.00486783j -0.014358-0.119042j 0.00172637-0.0215446j 0.0271292+0.0408148j 0.00713944+0.00734653j 0.0703148-0.018384j 0.0139632-0.0295354j -0.066854+0.0810818j 0.00674222+0.0242959j -0.0357372+0.0299904j 0.0127996-0.049422j 0.0684454+0.0109992j 0.0533349-0.00389438j -0.0617721-0.0806995j -0.006684+0.0192674j 0.0759658+0.0203983j -0.0471656-0.0578221j 0.0143917-0.0202023j 0.0577207+0.00594551j -0.00521121-0.00326626j 0.0638402-0.0640615j 0.0121738+0.0461038j -0.00376741+0.0882367j -0.0116267-0.0102531j -0.0275531+0.011839j 0.101841-0.0171579j -0.0226374-0.0706778j 0.0471604+0.0170521j 0.0203821+0.00188305j -0.0176097+0.0282053j 0.0536377+0.0727147j -0.0170836-0.020937j -0.00760616+0.0742643j 0.0671922+0.0164155j 0.0302419-0.0374742j 0.0418604-0.00608619j -0.0352999-0.0439601j 0.0133468+0.0595042j 0.0754609+0.0337276j -0.0183383-0.0292939j 0.0147115-0.0229751j 0.0285793-0.0566522j -0.00139146+0.0230071j 0.0211526-0.0137293j 0.0366344+0.0532764j 0.0614585-0.0753114j -0.118238-0.0223228j -0.0289153-0.0543396j 0.0325512-0.00444311j 0.028917+0.0539904j -0.0242567-0.0863614j -0.0695082+0.0913483j -0.0306595+0.0299788j 0.00236191+0.0417036j -0.0383191-0.0746459j 0.0183727-0.0034211j 0.00968358+0.015819j -0.0769287+0.0544114j -0.0338848-0.0559421j -0.0099599-0.0436594j -0.0093836-0.0619612j -0.0136418+0.0109879j 0.0400354-0.00996072j -0.0283144-0.0296657j -0.0414983-0.00944104j -0.005952+0.0590398j -0.0200825-0.0104011j 0.0108189+0.0322111j 0.0418721-0.0535337j -0.0110607-0.0413419j -0.0383954-0.019052j 0.00425656+0.0438207j -0.0195035+0.0217299j 0.00968605+0.0379118j -0.0086114-0.0296133j -0.0208633-0.014531j -0.0172795+0.0124168j -0.0218534-0.014666j 
-0.00201056+0.00873501j 0.00882356+0.0023137j -0.00694432+0.00779506j -0.0045101-0.0112654j 0.0257261-0.0140861j -0.00877101-0.000271757j -0.0275987-0.0109438j 0.00367411+0.00673388j 0.0295333-0.0206456j -0.0320273-0.020367j 0.0052132-0.00664605j 0.0124305-0.0140164j 0.0119041+0.0125917j -0.0157787+0.0108503j -0.00858105+0.00803061j -0.0253125+0.012706j -0.00237444-0.0169423j 0.0169504+0.00886154j -0.00337687-0.0218014j -0.0190226+0.0193065j -0.00255809-0.0017841j -0.00742125+0.00495589j 0.0168786+0.00841463j -0.00194907-0.00427769j -0.00932048+0.00956353j 0.0322969-0.0276084j 0.0147305+0.0252981j 0.0109832+0.0345211j -0.00380186-0.00115818j -0.00486913+0.00111531j -0.00329811-0.00305044j -0.00233451+0.00567222j -0.0283466-2.19192e-05j -0.0142971+0.0198839j -0.00557664+0.0382037j -0.00761686-0.0168372j -0.0146014-0.0409165j 0.00745327+0.00804401j -0.0067725-0.018554j -0.0591068+0.00652198j 0.0151717+0.0166701j -0.018643+0.0166765j -0.0317192-0.0286314j -0.019827-0.020518j -0.0206953-0.0820917j -0.0205091-0.0108964j 0.0161485-0.0496835j 0.00323157+0.000158947j 0.00773895+0.0310612j -0.00583456-0.00222829j 0.00740501+0.0186306j 0.0239274-0.030164j -0.0276568-0.0250493j 0.0126017-0.0132891j -0.00966586+0.0138476j 0.0119568+0.0537321j -0.00781301-0.0366447j -0.00696568+0.0276138j -0.0284168-0.0423395j -0.0321954+0.0146526j 0.0277574-0.00549451j 0.00340361-0.0120321j -0.00758524+0.012901j 0.00777621+0.0195716j -0.0144668-0.000633412j -0.011264-0.0167184j -0.0252967-0.0100704j 0.00575571-0.00767175j 0.0131437-0.0104137j -0.0154949+0.0145927j -0.000576763-0.00360659j -0.00786228+0.0143563j 0.0149911+0.0168901j -0.00431187-0.00351957j -0.00639168+0.00509196j 0.00497724+0.00321874j 0.00465493+0.0141231j -0.00606966+0.00384216j 0.0224878+0.00781463j 0.0130741-0.0249896j -0.0166099+0.00449449j 0.0127486-0.00766846j -0.0115198+0.00874815j 0.0203769+0.00465774j -0.0066856+0.00526671j 0.00947594-0.00566898j -0.00948395+0.000827312j 0.0148893+0.0128899j 0.00118216+0.00362094j -0.00112476-0.00285932j -0.00952593-0.00472941j 0.00279912-0.0102931j 
0.033764-0.0270397j -0.0176602-0.0263946j -0.0245564+0.0291738j -0.0166234-0.0306373j -0.0253004+0.0538253j 0.0203023+0.0148512j 0.00702651-0.0293083j 0.0117163+0.0153668j -0.0262035+0.0396309j 0.0115872-0.00524566j -0.0286179+0.042727j 0.0378452-0.034758j 0.00910552+0.00854217j -0.00793512+0.0409977j -0.0191131+0.000502747j -0.0395571-0.0119409j -0.0489969-0.0371043j 0.0324453-0.0369156j -0.0464358+0.00526641j -0.0188623+0.014276j -0.00492162-0.021044j 0.0316782+0.0418653j 0.0540301+0.03086j -0.0303795+0.0196522j -0.0135901+0.0727058j 0.00885594-0.0152733j -0.0193827+0.0203941j 0.0209733+0.0479707j -0.0213+0.0316475j -0.0359522-0.00251307j 0.0141459-0.0313624j -0.0402979+0.0242421j -0.0260411+0.00938279j 0.000162154-0.026219j -0.0174341+0.0588994j 0.0163397-0.0537599j -0.0470388-0.0890865j 0.00460751-0.00772819j -0.0317918-0.0171313j -0.026098-0.00301372j 0.0010311+0.059122j -0.0676351-0.0190966j -0.0115977-0.0104996j -0.0566239+0.0323359j 0.00256418-0.03985j -0.0201431+0.0160443j -0.00875185-0.0103382j -0.0156405-0.013604j -0.0112425+0.00692749j -0.0121247+0.0344531j 0.0422532+0.000268652j -0.0280284-0.049382j -0.0585227-0.0320488j 0.0371672-0.0191693j 0.0211323+0.00397563j -0.0391802+0.0602023j 0.0145917-0.0331802j 0.00740144+0.0297271j -0.0223981-0.058803j -0.0444713+0.0407604j 0.0611007+0.00167454j -0.0102241-0.0219796j -0.0773113+0.0460367j 0.0152024+0.00268617j -0.0701586+0.0329508j 0.0117372-0.0285953j 0.0251667-0.0195027j -0.0211891-0.0404075j 0.0542501+0.00687226j 0.0116528-0.0298598j -0.063475-0.0234947j 0.0450472+0.0476408j 0.0363061-0.0268931j -0.0429721+0.0121882j -0.0170928+0.00693542j -0.0357526-0.0251459j 0.00771018+0.0236528j 0.0219019+0.0444112j -0.0387864-0.0114146j -0.0133544+0.0655971j -0.0105052-0.0260174j 0.0108261+0.0258157j 0.0166149-0.0321443j -0.0165098-0.0156956j -0.026768-0.00706952j -0.019108+0.0189877j -0.0133465+0.0261713j 0.00501026+0.0158022j 0.0187114-0.0267075j -0.0128626-0.0358658j -0.0164824+0.016371j -0.0218711-0.00782453j 
-0.00989846+0.0204069j 0.00963754+0.0166618j -0.0229169+0.0139323j -0.0214513-0.0274237j 0.0178211-0.0493966j -0.0344271-0.00249763j -0.0125078-0.0244189j -0.0330001-0.0374966j 0.0152077-0.0417648j -0.0384512+0.00709542j 0.0675721-0.000495594j -0.0114117+0.0359399j -0.0294133+0.032764j 0.00287558-0.075226j 0.0421058-0.0404227j 0.0302962+0.00769593j -0.0386311+0.0443603j -0.0248853+0.0182464j 0.00106529+0.00730701j 0.0225131+0.0265392j 0.0220566-0.0108749j -0.0535418-0.029013j -0.0108638+0.0237163j 0.0390044-0.00544485j -0.0408183-0.0409257j 0.0431795+0.0605374j -0.0472313-0.00844341j -0.0143327+0.0104689j -0.0468214+0.045568j 0.0244017+0.00179241j -0.0150459+0.0795405j 0.0312306-0.0280145j -0.00690271-0.00825055j -0.0171748+0.00276084j 0.0457644-0.0355956j -0.00840746+0.00393587j 0.0193179+0.0493782j -0.068124-0.0265084j -0.026528+0.00837562j 0.0259151+0.0500334j 0.0139038-0.039853j -0.0152643-0.0116734j 0.0137318+0.039583j 0.0381765-0.030303j 0.013451+0.0742849j 0.00162052+0.0180481j -0.0241465+0.00186051j 0.02614-0.016214j -0.0558356-0.0336912j -0.0397319-0.054427j -0.0149365-0.00778881j -0.00432822+0.00780297j 0.0291414+0.0167868j 0.00167823-0.000891483j 0.00392624+0.0113591j 0.0152544-0.0829174j -0.0261232+0.0718151j -0.0221941+0.0166435j 0.0527529+0.02081j 0.0470044-0.0477927j -0.0505324+0.001893j 0.0113212+0.0497166j 0.0384618-0.0183461j -0.0525595+0.00680533j 0.0591872-0.0188715j 0.019975+0.0150575j -0.0711983+0.00893514j 0.0233863+0.0638906j -0.0896951+0.00785559j -0.0281596+0.0246018j 0.0117462+0.0126357j -0.0265436+0.000795167j 0.0198704-0.0500735j 0.0179401-0.0270166j 0.0053192-0.0169494j -0.016048+0.0213421j -0.0169288-0.0318088j 0.0118088-0.0130822j -0.000720071+0.00579197j 0.0119418-0.00389892j -0.0500644+0.00198391j -0.0279535-0.0432694j -0.042811+0.0371088j 0.019697+0.0218435j 0.00968032+0.0455521j 0.031659+0.0128669j 0.0183317-0.00338501j 0.0265861-0.0171313j -0.000499659-0.0288732j -0.031508+0.00238952j -0.0152742-0.0149033j 0.00384887-0.0188253j 
0.0039199-0.00368009j 0.000922219+0.00599247j 0.00158584+0.0227909j -0.036696+0.000673877j -0.0244325-0.0379315j -0.050667+0.00744103j -0.00182398-0.0084859j 0.0151927-0.0249998j 0.0426892+0.0597528j 0.0133337-0.0160931j 0.0563204-0.0322808j 0.0470556+0.000401861j 0.00292983-0.0281759j 0.0343271-0.0222204j 0.00167283+0.0305986j -0.0349914-0.0411308j 0.0303329-0.0605836j 0.0239542+0.0362385j 0.0472409-0.0220847j 0.0115378-0.0265891j 0.0287227+0.0346504j -0.00326025+0.00279748j -0.00568817-0.0242874j -0.0471161-0.0392252j 0.0245176+0.00822485j 0.0295796-0.0377068j 0.0248969+0.0221032j 0.0240207-0.0602544j -0.00200916-0.0166142j 0.0112704+0.00397803j -0.0405073-0.00153465j -0.0434148-0.00158142j -0.0103008+0.00349653j -0.0464336+0.0727125j -0.00457217-0.0149518j -0.0120978-0.0171103j -0.0215306-0.0274943j 0.0210675-0.000540699j 0.0360762+0.00765753j -0.00327756-0.00591276j 0.0121515+0.00149057j 0.0290041+0.027008j 0.00713999-0.0242564j 0.0141649-0.00214731j -0.0299565-0.0449118j -0.0580741-0.0275719j -0.0107077+0.0267531j 0.0447135+0.00700427j -0.0213779-0.00656618j -0.0112021+0.0134878j 0.0069518-0.0130049j 0.0490581-0.0349438j 0.000376512+0.0139291j 0.004562-0.0107897j 0.026369-0.0288603j -0.00458971+0.0139529j -0.0209553-0.0630102j 0.0188071+0.0132925j -0.0157895+0.0135972j 0.00801968-0.0272223j -0.0568703-0.0085834j -0.0298815+0.00175162j 0.00804069-0.0390956j 0.00744661+0.0265425j -0.0189748-0.0292186j -0.0221059+0.0235348j -0.0400388-0.0162606j 0.00652554-0.0372735j 0.0344051-0.0198476j 0.00293173+0.00758612j 0.0205003+0.0390555j -0.052538-0.00510536j -0.0283982-0.000608192j 0.0333935-0.042085j 0.00831016-0.00567972j 0.0173369-0.00581085j 0.077917-0.00632527j 0.0188698-0.0235954j 0.0162944+0.0343931j 0.00146541+0.00382016j 0.017122+0.0292637j 0.00422555-0.00368663j 0.0399556-0.00131368j 0.0135029-0.0723665j -0.0610218+0.015095j 0.0327399+0.0634328j 0.0448581+0.0111179j 0.0267371-0.0135389j -0.023614+0.00563528j 0.0027243+0.0133115j -0.0153133-0.0120976j 0.00293607-0.00692395j 
0.013314+0.00989665j 0.0220513-0.0194115j -0.0178696+0.0206591j -0.0338692-0.0262332j 0.0479873+0.0351868j 0.0324592-0.00872135j -0.038017+0.0145708j 0.0146302+0.00329761j 0.0242287+0.0358398j 0.019443+0.0166915j 0.0357364-0.0390466j 0.0152305-0.027716j 0.0193345-0.0054806j -0.00843642+0.00945819j 0.0283866-0.0111931j -0.0627989+0.0321523j -0.0306488+0.0228804j -0.0275162+0.0342669j -0.00912184-0.0159908j 0.00740628+0.0393743j 0.0545064+0.0263409j -0.0231201+0.0218596j 0.00917005+0.0248853j -0.036457-0.0425922j 0.0140934+0.0472728j 0.0389421-0.0220677j -0.0563365-0.00958344j 0.036722-0.00802292j -0.0487538+0.0490859j -0.00435408+0.0485639j 0.000487953+0.0390657j 0.0159346-0.0335709j -0.024965-0.00369915j -0.0317333+0.00465554j -0.0264106+0.0110669j 0.0155357-0.0540087j 0.0166654-0.0427971j 0.0383749+0.0216991j 0.00845907-0.0125351j 0.0127286+0.0143656j 0.0321071+0.0359694j 0.00165934-0.0407014j 0.00614129+0.0117092j -0.00227492-0.00831839j -0.0572463-0.0622099j -0.0275679-0.000373417j -0.0180192-0.0189886j 0.0493511+0.000955569j 0.00232566+0.00949587j -0.0232147+0.0327024j -0.0118797+0.0325057j -0.0133485-0.0213737j -0.0188174+0.00128245j 0.0106416+0.0220495j 0.0259383-0.0158966j -0.0081115+0.0205831j 0.00438035-0.0134399j -0.00133483+0.00753452j -0.0377765-0.0442362j -0.0124616-0.0189961j 0.0330406-0.0152115j -0.0212991+0.0384858j 0.0383117-0.0150722j 0.00248135-0.0250391j -0.00429489-0.022434j 0.0533729-0.0477803j -0.0388898-0.0502357j 0.0100609+0.0059246j 0.0447175-0.00395738j -0.011214-0.00677523j 0.0110032+0.0164654j -0.00236047+0.00929986j -0.000476106+0.00767798j -0.00441326-0.0312178j 0.0351072-0.00423036j -0.0302256-0.0752939j 0.0159399-0.040566j 0.00778559+0.0368142j -0.0252572-0.0025053j 0.0127642+0.01617j 0.0328831-0.0109813j 0.0572452+0.00975249j 0.00647012+0.0352597j 0.0555759-0.0520536j -0.0305543+0.00330239j 0.0274533-0.0345239j -0.0559572+0.00892751j 0.0177828+0.0151903j -0.0140726-0.00765352j -0.0193595-0.00396348j -0.0219284-0.00876449j 0.0082671-0.0116804j 
-0.0186988+0.0244138j 0.0198187+0.0142687j 0.00540467+0.0213165j -0.0338095+0.0101041j 0.0122972+0.00809443j 0.0697229-0.00773814j -0.0164801+0.0818963j 0.0247048-0.00246159j 0.015131+0.00835707j -0.0315041-0.0141091j 0.0221508+0.0701423j -0.0253375+0.0257333j -0.0832379-0.0283722j 0.0479661-0.0559949j -0.0461336-0.0115171j -0.0499048-0.029937j 0.00213805+0.0591748j -0.0290539+0.0656378j 0.0333064-0.0227699j 0.0160422-0.0708349j 0.0278221+0.00359143j -0.0186617+0.0354492j -0.0257496-0.0207441j -0.0320271+0.0781589j -0.0842671+0.0175118j 0.0604088+0.0431596j -0.035069+0.0161717j 0.0240525+0.0268201j 0.00897555+0.0514264j -0.0467314-0.0186805j -0.00133223+0.0261723j 0.00176133-0.0164238j 0.03188-0.0294326j 0.059272+0.000557086j 0.0510188-0.00388913j 0.00594821-0.0157721j -0.0469695+0.0178629j -0.0138601-0.0530343j -0.0341293-0.000243454j 0.0334258+0.101289j -0.0291892-0.00200964j -0.0284566-0.0295957j 0.0301235+0.0502944j -0.0421973+0.0148149j -0.00114716-0.0124865j 0.0350767-0.0536899j 0.00895808+0.0154962j 0.0148828+0.0184791j -0.0559015-0.0465456j -0.0342843-0.0427971j 0.055821-0.0240973j 0.0163285-0.0287694j 0.00692177+0.00633336j -0.0729691-0.0485943j -0.0471754+0.0251j -0.0125593+0.0224343j -0.0539296+0.0159326j -0.041145+0.050245j 0.0352156+0.00585889j -0.0312701-0.0555217j -0.0596293+0.0196774j 0.0213476+0.0139402j 0.028968+0.0263737j 0.0100371+0.113974j 0.0352707-0.0108484j -0.027432+0.0332157j -0.0821148+0.0173319j 0.00781607+0.0663667j -0.111469-0.0457136j -0.0407695+0.0708824j -0.0334736-0.0248503j -0.0097611-0.00685294j 0.0467619-0.0664959j 0.0255084-0.0209355j 0.0556362+0.0597318j 0.0434001-0.0201092j -0.00250195-0.00883506j 0.0248305+0.00449933j -0.0475714-0.0238236j -0.0317837+0.02951j -0.00278533-0.020705j 0.00239765-0.0262787j 0.0195231-0.00539422j -0.0261462-0.0370283j -0.00331605+0.0171089j -0.0124255-0.0323022j -0.0601898-0.00611342j -0.0363919+0.0426868j -0.0265769+0.0049074j 0.00415042+0.0282437j 0.015005-6.00438e-05j 0.00704164+0.0111777j 
0.00357159-0.00677336j -0.0219803+0.0115626j -0.0121601+0.0330677j -0.0199224-0.0171301j -0.0385034-0.0325064j -0.0220862+0.0219738j 0.0242608-0.0362076j -0.0443126-0.0331893j 0.00542099-0.0375319j -0.0397383-0.0170897j 0.0110918+0.0532579j -0.0171867+0.00152197j -0.015251+0.0468195j -0.00938655-0.0251703j -0.00428335-0.0121914j 0.00729866-0.0337608j 0.00219165+0.042071j -0.0204097+0.0284336j 0.0104341+0.00600043j 0.014211+0.00023721j 0.0223133-0.0135802j -0.0159492-0.00806916j -0.0189868-0.0384045j -0.00774153+0.0320401j -0.0329662-0.0185395j -0.00638899+0.0391738j 0.000582788+0.0165248j 0.00969161-0.0103786j 0.0184409-0.0370141j 0.00713561-0.0334709j 0.015454+0.0348175j -0.034598+0.00733999j -0.00805507-0.0189503j 0.00248938+0.00301583j 0.0272512-0.0233793j -0.0126411-1.649e-05j 0.0116218-0.00467479j -0.0422752-0.0329365j 0.00804572-0.0107805j -0.0156698+0.0367178j -0.0118657-0.0381295j 0.00747587+0.0196103j 0.036696+0.0326039j 0.036088-0.0306776j -0.0188429+0.0111752j 0.017708-0.027706j -0.0131228+0.022398j -0.028562-0.0230562j -0.0246386+0.000136054j -0.0293175-0.0293549j -0.00566304-0.020209j 0.00643117-0.00643097j -0.0133648+0.00243653j -0.0152716-0.00774764j -0.0186083-0.0213453j -0.00280487-0.0407725j -0.0426488+0.0265627j 0.0118634+0.0175646j 0.0316748+0.0275186j 0.0109388-0.0149205j -0.0920971+0.0166047j 0.0132011+0.0365568j -0.00828294+0.000886075j -0.0231317+0.0256461j 0.0369942+0.0383982j -0.00792214+0.0219994j -0.0357081+0.0166232j 0.00922162+0.0379207j -0.0746065-0.00765855j -0.00247124+0.0423685j -0.0118203-0.0341796j 0.02918-0.0104357j 0.0309085-0.0139303j 0.00825926-0.014762j 0.0219006+0.0304733j 0.00483902+0.017446j -0.0356809+0.036203j 0.0309146-0.0242334j 0.0271935+0.0128574j -0.00314605+0.00306768j -0.0349088+0.0021814j -0.0512952+0.00877572j -0.00609637+0.000659045j -0.0156319+0.032275j -0.0113682+0.0313567j 0.00938837+0.0641777j 0.0275612+0.00974766j 0.0165902+0.0244115j 0.0295448-0.0229871j -0.0132716-0.0260403j -0.00210581+0.0115959j -0.024068-0.0113809j 
