-0.0203935+0.00883423j 0.00479958+0.015829j 0.0106432-0.0266592j 0.0220082+0.0218155j -0.012739-0.0162835j 0.0199308-0.0117027j 0.0144557+0.0498697j 0.0298384+0.00408753j -0.0150627+0.00515886j 0.0149213+0.00782218j -0.0202223+0.0176582j -0.0180637+0.0153613j -0.0173555-0.00322542j -0.00769043+0.00919888j -0.026664-0.00611742j 0.00483332+0.00767701j 0.00942952+0.00972071j 0.00310223-0.00887494j -0.00687682-0.0107888j 0.00178227-0.0135911j -0.0107113-0.006495j 0.00675364-0.00262707j -0.0187989-0.010255j 0.00635669+0.0104394j -0.0121242+0.00201609j -0.00368051+0.0143168j -0.00486422-0.00838618j -0.00174516+0.000932757j 0.0279551+0.000478049j -0.0168411-0.0179638j -0.00485932-0.00466609j 0.0254057-0.00116461j 0.00741569+0.00554375j 0.00392876-0.000224227j -0.011441-0.00663896j -0.00235065-0.00153726j -0.00753794+0.00733973j -0.00155991+0.00825158j -0.00304356+0.000315134j -0.0028489+0.0012875j 0.00216577+0.00532799j 0.0061323-0.0019334j -0.00289941-0.0113567j -0.00378049+0.00265052j 0.00947764-0.00557229j 0.0111392+0.0046056j 0.0144907+0.00565128j -0.0171247+0.0184271j 0.00158772-0.00116015j -0.000263047-0.00325696j 0.00226232+0.00469983j 0.00138511+0.00265321j -0.00182874+0.0133349j -0.0113615-0.00484979j -0.0140753+0.00185644j -0.00497055+0.0148346j 0.0101657+0.00363563j -0.0018274-0.00764876j -0.00219261+0.00564868j -0.00107139+0.00969359j -0.00220081+0.0122695j 0.00546183+0.00819958j 0.00623356+0.011261j -0.0038471-0.0150172j -0.000554962-0.0112197j 0.00365417+0.015207j 0.005739-0.0111726j -0.00379438+0.00942778j -0.0177179-0.0147342j -0.00198481-0.00129746j -0.012347-0.00325276j -0.00337658-0.00830961j -0.00638567-0.00705431j -0.0037859+0.00708634j 0.0143323-0.00665342j -0.0030644-0.0109884j 0.00527801+0.00471518j 0.00570729+0.0108324j -0.0013361+0.00988889j -0.00863802-0.0154506j 0.0236839+0.0112381j -0.01952-0.0129138j -0.00853197+0.007724j -0.0179383+0.0129609j 0.0113709-8.77424e-05j -0.0155242-0.030402j -0.0112315-0.0150767j -0.0592515-0.00894453j -0.0171068+0.0142788j 0.0230914+0.0270931j 0.0242547+0.00173088j 0.00455987+0.0220947j 
0.012763+0.00325623j 0.0042386-0.00329862j -0.0187651+0.0144771j -0.0236329-0.0193381j 0.00422247-0.0146198j -0.0383173-0.00404358j -0.00855458-0.0524973j -0.0254569-0.00540981j 0.0121805-0.00668239j -0.00597211+0.00482933j 0.0389677-0.0359256j 0.0240215+0.0106563j 0.000650813-0.00605658j 0.00943033-0.0316976j 0.0197164+0.00265059j 0.00384142+0.00582229j -0.0102167-0.012889j -0.0020894-7.9321e-05j 0.00275722+0.00257586j -0.0137738+0.0289792j 0.00201677+0.00571521j -0.0115987-0.0150184j 0.0146981+0.0173888j 0.0085397-0.00908387j 0.00332155-0.00669086j 0.0143198+0.00255716j -0.00688639+0.0135521j 0.00543931+0.0146564j -0.0328501+0.018936j 0.00909138+0.00775796j 0.000310454+0.0251069j -0.00989805-0.00574328j -0.0228528-0.00181165j -0.00964397+0.0123109j 0.00757801+0.0121585j 0.00515361-0.00478961j 0.00319661-0.00710692j -0.00416275-0.00982279j -0.0109524+0.00587887j -0.000987379+0.0093509j 0.00200947-0.014388j -0.0246594-0.00544499j -0.0105448+0.00162346j 0.00802713+0.000239317j -0.00137525+0.00916644j -0.0101337+0.0183087j -0.0187166-0.00766448j 0.0275656-0.0191741j -0.0202754-0.000448687j 0.00682625-0.0149189j -0.00749438+0.00136162j -0.00233131-0.0132847j 0.0128461-0.0178404j 0.0161078+0.0104033j 0.0236062+0.0069683j 0.0150084-0.0234713j -0.011186+0.00174736j -0.0059978+0.0120105j 0.023554+0.0018479j 0.0102467-0.0145232j 0.0132618-0.0177117j 0.00202995+0.00524032j -0.00800743-0.0239552j -0.00923726+0.01292j 0.0136132+0.00712794j -0.00157505-0.015735j -0.0215178-0.00302337j 0.00073621-0.00462702j 0.0155312+0.0151784j -0.0143503-0.00513429j 0.00426992+0.0343899j -0.0206124-0.00057149j -0.00523251-0.0159731j 0.0177886-0.0154618j -0.0054101-0.00349085j -0.00568179+0.0094124j 0.00985908-0.0196612j 0.00529268-0.00841339j 0.00275481-0.00138944j 0.0127327+0.00487292j -0.0286248+0.00784534j 0.0116798-0.0253902j -0.00506904+0.0155075j 0.0218746-0.0158984j -0.0195597+0.00999986j 0.0299226+0.0190361j 0.0246611-0.00151819j 0.0639998-0.0473928j -0.0148499-0.0211964j -0.0223201-0.0227897j -0.00881958-0.0130763j 0.00113976-0.0327898j 
-0.00819721+0.00204646j 0.00402548+0.0132873j -0.0215386-0.00128056j -0.00367556-0.0141321j 0.00690476+6.07584e-05j 0.0120257-0.0117176j 0.010468+0.00765196j -0.0129224-0.00741294j -0.0169586-0.0091419j 0.00781074+0.0210505j 0.00329448-0.0306764j 0.0192813-0.000368708j -0.0123832-0.0279136j 0.0187511-0.0113649j -0.0039783+0.00664686j -0.00743565+0.0247537j 0.00691233+0.0119334j -0.00694483+0.00882079j 0.0096418+0.00947711j -0.00839668+0.0137031j -0.0247303-0.00638523j 0.00292384-0.0114597j -0.0144846-0.00757846j -0.0052523+0.0120956j -0.015218+0.00782862j -0.0166024+0.00173333j 0.00264234-0.00283969j 0.0231488+0.0266863j -0.000605058-0.00723949j -0.0122972-0.0102905j -0.0011564-0.00206991j 0.0112238+0.00492869j 0.00138854-0.00885846j -0.00141706-0.0164728j -0.0167868+0.00513756j -0.00188409+0.0127992j -0.0189938+0.0242892j 0.00813357+0.00228372j -0.00582843-0.000899116j -0.00870247-0.00331981j -0.0194832-0.0135084j -0.0100177-0.0187936j -0.0147786-0.0107968j -0.00135872+0.0183115j 0.00828914+0.0165582j 0.0239346+0.00930857j 0.0341472-0.0179352j 0.000889315+0.00441527j 0.000512883+0.00814475j 0.0220194-0.00671062j -0.00423444+0.00739302j -0.00189849-0.00747075j 0.0229479+0.0139372j 0.0083187-0.00528471j -0.00330144+0.00203871j 0.0070852+0.0127456j 0.00408003-0.000326447j -0.00730045-0.0109153j 0.023091+0.0045253j 0.00131306-0.0154249j 0.0257725-0.00104053j 0.00136214+0.00600739j -0.00724714+0.00115278j -0.013183-0.00504715j 0.0193605-0.0213188j -0.00809564+0.00347767j 0.0347118+0.00734917j 0.0104694-0.0114732j 0.0184668+0.00063339j -0.00907224-0.0120598j -0.0298448+0.0231532j 0.00269314-0.00195403j -0.0131206-0.0304838j 0.0144061+0.0161116j 0.0165038+0.0272192j 0.0125394-0.0259116j -0.0202619-0.0200045j -0.00099808+0.0148616j -0.00024644+0.0130807j -0.00571403-0.015547j -0.00770179+0.00231388j -0.0265133-0.0326171j 0.0189429-0.00182484j -0.0122821-0.024716j -0.0185361+0.0133798j -0.022887-0.0204961j -0.0159522-0.0102678j -0.0250898-0.0314627j 0.00135354-0.00348726j -0.0287449-0.011416j 0.00837318-0.0266612j -0.000564758+0.00436264j 
0.00411231-0.00110874j 0.000541759-0.00326564j -0.0119825+0.0122557j -0.015062-0.0194837j 0.0111951+0.0117729j 0.0105634-0.000327452j -0.0097247-0.00901777j -0.0165554+0.00180757j -0.000304278-0.0176732j -0.0122937+0.000494366j 0.00188495-0.00822038j 0.0100025-0.0041454j 0.00609799-0.00540564j 0.00802167-0.00570899j -0.00119424-0.00437929j -0.00702687+0.0105453j -0.00134718+0.0201809j -0.0102856+0.00580539j -0.00253878+0.0154567j -0.0152569+0.00713123j 0.00490446-0.00651303j 0.000532743-0.00187456j 0.0130957+0.00939026j 0.010337-0.00257938j -0.00509424-0.0110346j 0.0202469-0.0120668j 0.00513297-0.00706599j 0.00358728+0.0147652j -0.00908117+0.00649571j 0.00229238+0.00227664j 0.0078312-0.00815528j -0.0010297-0.00316303j 0.00422915-0.0044408j 0.00844094-0.0157062j -0.00064369+0.0131961j 0.00246217+0.0138478j 0.00149837+0.0222973j 0.00251596-0.00624799j -0.00771918-0.00133706j -0.00394766+0.000541902j -0.00550534-0.00609422j -0.0117901-0.00945849j -0.0119196+0.0103163j -0.0129006+0.0120825j -0.00171449+0.0138439j 0.0117264+0.00484458j 0.0154749-0.0163976j 0.0163425+0.00161113j 0.00503438+0.00419074j 0.0100751-0.0030259j 0.00482286+0.00658608j 0.000627076-0.00144314j 0.0188785-0.00999466j 0.000726842-0.0064183j -0.00112414+0.00604112j 0.00783541+0.00387458j -0.00631301-0.000533062j -0.0121811-0.00796021j 0.00754545-0.0106605j -0.00361278-0.00759593j 0.0143892-0.0069298j -0.00728279-0.0176937j -0.00535055-0.00570119j -0.00641532+0.014111j 0.0146279-0.00190322j -0.0165925-0.0100069j 0.0119775+0.020594j 0.0057382-0.000404429j 0.00220621+0.00638073j -0.00440209+0.00045534j 0.0102292+0.00636621j 0.00045118+0.00794723j -0.00647404-0.00889552j 0.00144034-0.0155371j 0.00473401-0.000698389j -5.25717e-05-0.00840722j -0.0169635-0.0224225j -0.00942995-0.00325296j 0.00288179-0.0112355j -0.00320132-0.00294893j -0.022134-0.0176446j 0.00262459-0.0147986j -0.00364551+0.00427976j 0.00385355-0.00939285j -0.00647779+0.00318243j 0.00548054-0.00858104j -0.00604313+0.00174342j 0.00213689+0.00742594j 0.00154421-0.0321559j -0.00587703-0.0178877j -0.00668104+0.00328249j 0.0009111-0.00882526j 
-6.90188e-05+0.00100796j 0.00257422-0.00356205j 0.011362-0.00845451j 0.00915625+0.0105022j 0.0109563-0.00409514j -0.0192755+0.00454228j -0.0058036-0.0148437j -0.00106462-0.00241351j 0.0110624+0.00247198j -0.0018635+0.00100715j -0.00122591-0.0191963j 0.00369706-0.00567543j 0.0130774-0.0106044j 0.00445603+0.00588834j 0.00805693+0.0189678j -0.000753568-0.00836557j 0.0160452-0.0171206j -0.000969587+0.00948663j 0.0221937-0.00713078j 0.00703668+0.00114671j 0.000938163+0.0156315j 0.00244921+0.00262946j -0.0116785-0.0194626j -0.0173833-0.000953334j 0.00525546+0.00511555j -0.0193979-0.0154411j 0.0107587+0.00717j 0.00880799-0.0156206j 0.00630552-0.0304257j 0.00167904+0.00731102j -0.000620206+0.00454472j -0.0219111-0.0030102j 0.0116236+0.00281531j -0.00379049+0.00929181j -0.00830806+6.52068e-05j -0.0106576+0.00133917j 0.0060424-0.00675297j 0.0180633+0.00393312j 0.0279503-0.00913289j -0.00821834-0.0159115j 0.00175006+4.07902e-05j 0.021878+0.0118932j 0.00364043-0.0123663j 0.0140098-0.0117j -0.0100989-0.00913877j -0.00300973-0.0271875j -0.00338555-0.00457935j -0.00640839+0.00216514j 0.0122071+0.00126718j -0.00370269+0.00822599j -0.00866954-0.00484715j 0.00962477-0.00335361j 0.000737252+0.010161j 0.00618991+0.0026813j -1.5383e-05-0.00329292j -0.00365813+0.00162443j -0.00856017-0.0185214j 0.00649153-0.00541073j -0.0155052+0.00214255j -0.00373948+0.000665605j 0.00318906+0.000788511j -0.00650527-0.00228469j 0.00733973-0.00547834j 0.0217671-0.00527956j -0.000633996-0.00682328j 0.00231054-0.00508339j -0.00342007-0.00894701j 0.0148065-0.0113195j 0.0141507-0.0097704j -0.0154673+0.0154799j 0.0112145+0.00641334j 0.00413708-0.0145019j -0.0217581+0.0300401j 0.0187463+0.00539334j -0.00194148+0.00150028j 0.0202892+0.00353159j -0.00482507+0.0105774j -0.010484-0.00988246j 0.00559668+0.0109217j 0.0117565-0.0136349j -0.000117939+0.0158094j 0.00446213+0.0197825j 0.0131304-0.00511754j -0.00181293-0.00179763j 0.007596-0.00290705j -0.00226905+0.00847519j 0.0134388-0.00279201j 0.0207564-0.011259j -0.00869156+0.0189012j 0.00637911-0.00962325j 0.000404387-0.00654442j 0.00719421+0.000317368j 
0.0104-0.00586359j -0.00317236-0.00737275j 0.0016285+0.0121139j -0.00509762-0.00370175j 0.00131223+0.0190223j -0.00711505+0.00795311j -0.00162193-0.0233196j -0.0128212-0.000210099j 0.00834841-0.00186051j -0.0150777-0.00491357j 0.00389984+0.00827504j 0.000414763-0.00191191j 0.00799224+0.00388858j 0.00384251-0.000539047j 0.00612778+0.00374086j -0.00293837-0.0150035j 0.00300094-0.00178227j 6.32739e-05+0.000147748j 0.00164808+0.0048381j -0.0012845-0.00310428j 0.00562016+0.000820571j 0.000480136+0.0113142j 0.00659148-0.00735819j 0.000498445+0.00892711j 0.000307686-0.00128286j -7.97621e-05-0.000687821j 0.0020035+0.00361757j 0.00278791-0.000130507j -0.00148529-0.00431309j 0.00880407+0.00753214j 0.00639012-0.00228755j -0.0173158+0.00232195j 0.0022909+0.00428807j 0.00751951-0.00659558j 0.00666575+0.00586888j -0.00545473+0.00784525j 0.00496374-0.000186528j -0.00101992-0.00686034j 0.00286596-0.00730145j 0.00175939+1.39129e-06j -0.00335408-0.00161455j -0.000152767+0.0062862j 0.00434465+0.00361649j -0.005176+0.00206905j -0.00165403-9.32542e-05j 0.00415433-0.018317j -0.00810682-0.00159409j -0.00177996-0.0016518j 0.00345392+0.00106535j -0.00897128-0.00159455j 0.000437565-0.00806008j -0.00456485+0.000241568j 0.000258842-0.00897674j -0.00759797-0.00275624j 0.000442478-0.000801431j -0.00433424-0.00696197j -0.00664953+0.00234657j 0.00282923+0.0024947j -0.0009482-0.00276523j -0.0130036+0.000887735j -0.00851058-0.00952565j -0.00315165-0.0067134j -0.00517374+0.00774909j 0.00536495+0.0148921j -0.000834752+0.0149909j -0.00579847-0.00183781j -0.00595276-0.000202222j 0.00310779+0.000951589j -0.00248543+0.00181566j 0.00470581+0.00928065j 0.00269229-0.0122261j 0.0165433+0.0122518j 0.011269+0.0104187j 0.00685652+0.00519606j -0.00976663+0.00445066j 0.0113164+0.0152506j -0.0165095+0.0130454j 0.00244295-0.00296209j 0.00384566-0.013108j 0.00348356+0.00864124j -0.011472-0.010095j -0.00169394+0.0231326j 0.00936533-0.00716557j -0.00176752+0.0029619j -0.00225745+0.0101572j -0.00659535+0.00634091j 0.0012963+0.00527428j 0.019106+0.00244231j 0.0115897-0.00552129j 0.00256249-0.0126658j -0.00966735-0.000973637j -0.00756463-0.00357507j 
-0.00194699-0.00363066j -0.000405631+0.0075319j -0.00789861-0.00909816j 0.00505938-0.000486236j -0.0104913-0.0195326j -0.0479036-0.00130327j 0.0120004-0.043825j -0.0101038-0.00982307j -0.00482322+0.000179465j 0.00510926+0.00485098j 0.0183847-0.0245366j 0.0257774+0.00714265j -6.10079e-05-0.0154678j 0.0215215-0.0113728j 0.0129479+0.0180629j 0.0105625+0.00450647j -4.09199e-06-0.0303104j 0.0107893-0.00157559j 0.0115545-0.00305495j -0.00139222+0.00970114j -0.0137468+0.0111335j 0.00251952-0.0088138j -0.0111719-0.00214387j 0.00487311-0.00699635j 0.00260724-0.00743716j -0.0312037-0.0053161j -0.000584033+0.00336465j 0.0123321+0.00108304j -0.00450736-0.00779983j 0.0087888+0.00238363j 0.00517875+0.0131001j -0.0144812+0.00290589j -0.00869303+0.00348647j -0.00356073-0.000405151j -0.00691747+0.00514507j -0.00714116-0.000665406j -0.00596409-0.00685912j -0.00414331+0.00415269j -0.000552829+0.00728923j -0.00935087-0.0130228j -0.0132681-0.0122303j -0.00271006-0.00260936j -0.0037554-0.00810134j 0.0151041-0.000375486j -0.000865269+0.0137422j -0.000260944+0.0057963j 0.00190655-0.00121064j -0.00605555-0.00588691j -0.0163647-0.0064294j 0.00771181-0.00462814j -0.00347242-0.00410115j -0.0104571-0.011119j 0.0119864-0.000583365j 0.0102882+0.00406652j 0.0108552+0.00764691j -0.00181755-0.009407j -0.00911856+0.000304485j -0.00561099-0.00394232j 0.00424866+0.00641385j 0.00429198+0.00437254j 0.0140795-0.00546681j -0.00494124+0.0109518j -0.0174996-0.0080404j 0.000787839-0.00197092j -0.000460154-0.00272038j -0.00339248+0.000228278j 0.00680996+0.00507678j 0.0130443-0.0198585j 0.0246707+0.00618203j -0.00768517+0.0114488j 0.00712158+0.0174143j -0.000839674+0.000620762j -0.016013-0.00438253j 0.00688572+0.026604j -0.00954596+0.000553092j 0.0104868+0.023972j -0.0034403-0.00432419j -0.0123484-0.00344781j 0.00178186+0.0210278j 0.00485898-0.0115021j -0.00265436+0.0135702j -0.00995367-0.0138807j 0.0074905-0.00704339j 0.00702449-0.00690657j 0.00196701+0.00475556j 0.0119938+0.0250481j 0.0453694+0.00510352j 0.0273696-0.0319609j 0.00524247+0.00163495j -0.00467487+0.00292397j -0.00679723-0.0174163j 0.0152035+0.000189269j 
0.000894217-0.00339034j -0.00812488+0.00556056j -0.0118758-0.00538989j 0.00464861-0.0150786j -0.00941189-0.0291936j -0.0425964+0.00465554j 0.00596976-0.0505085j -0.0258724-0.00746698j -0.00347081-0.0271573j -0.00837431+0.00169037j 0.000175809-0.021275j 0.0100217+0.00837328j 0.011266+0.013401j -0.00694391-0.00413811j 0.0202853+0.00877648j 0.0225609+0.00671639j 0.00253007-0.0240769j 0.0152741-0.0111154j -0.000321369+0.00174079j 0.00250525+0.0249772j -0.0120344-0.000197075j 0.000323276-0.00901639j 0.0108777+0.00346594j 0.0152302-0.0153338j 0.0027291-0.0192373j -0.0132684-0.00248881j 0.00523471-0.000670321j -0.00397279+0.00244155j -0.0203511-0.00675853j 0.0159213-0.0116591j 0.00999003+0.0156081j -0.00248097+0.00822674j -0.0134754+0.0026114j -0.0112773-0.000562524j -0.00638442+0.00264043j -0.00974941+0.000763139j 0.012362-0.0121272j -0.00990626+0.00881213j 0.00659401+0.00514771j -0.0136437-0.0132765j 0.00135401-0.0134804j 0.00193022+0.00703945j -0.00531967-0.00657545j 0.0265218-0.00256048j 0.00701551+0.0177651j -0.00658155+0.0191741j -0.00513896-0.0117085j -0.00821996-0.0170517j -0.00635644+0.00343377j 0.00683415-0.000952563j -0.0177586+0.00309655j -0.00629077-0.000861303j 0.00279001-0.000461377j 0.0203118+0.00526269j 0.0207449+0.000359081j 0.0140608-0.0212503j -0.000438418+0.00783785j 0.00250831+0.00152634j 0.00236392-0.00126419j 0.0184928+0.00891093j 0.0159256-0.0133513j 0.00245452+0.00521743j -0.0225318+0.00160714j -0.0103138-0.00984533j 0.0117222+0.00562405j 0.0087866-0.00289522j 0.00862389+0.00786921j 0.00293993-0.00770898j 0.0157887+0.0183509j -0.00343707+0.00419854j -0.000445871+0.0191793j -0.000705019+0.00119953j 0.00286331+0.00801545j 0.00784027+0.0122034j -0.0226087-0.00673753j -0.00785439+0.0313061j -0.0129998-0.00765372j -0.00410752-0.0060761j 0.0220247+0.0137407j 0.0214717-0.0115062j -0.0404076+0.0143445j -0.00991453-0.00515735j -0.00262249-0.000773702j 0.000579213+0.0213696j 0.00582733+0.0137885j 0.00791799+0.031449j 0.0406035+0.00758886j 0.0259825-0.0185954j 0.0174619-0.0103936j -0.013938-0.0156421j -0.013787-0.00983179j 0.00120745-0.0129145j 
0.00327778-0.00260921j -0.00294823-0.00598956j 0.00631257-0.00779862j 0.010197+0.00759464j 2.21172e-05+0.0120619j 0.00954153-0.000352002j -0.00252939+0.00948638j 0.0135998+0.00989509j -0.00184317+0.0114761j 0.0118577-0.00570905j -0.015619+0.00523277j -0.00800067-0.00119923j 0.00388486+0.0167665j -0.0170771+0.0171903j 0.00322663-0.00633028j 0.0174311-0.000275998j -0.00268567+0.00290571j -0.0013462-0.0107587j -0.0144198+0.00146283j 0.0200913-0.00492079j 0.00167353+0.007498j -0.00281095+0.00390654j 0.00281035+0.0119435j -0.00909908-0.00582804j 0.0203703-0.00023532j -0.0112549-0.00263893j 0.00157321-0.00767773j -0.0156249-0.0193654j 0.00252322-0.00125573j -0.00214917+0.00410928j -0.00286682-0.00357322j -0.00445321-0.00622027j 0.000694719-0.00580347j -0.0081768+0.00817494j 0.00385196-0.0134301j 0.00231462-0.0064038j 0.0128091-0.0100925j 0.001951+0.00173321j 0.00947259+0.00280424j 0.00361145-0.00808508j 0.00897591+0.00854407j 0.0173637+0.0129927j 0.0153041+0.0100525j 0.00831665-0.011599j 0.00151317+0.00222357j -0.00704477+0.00366448j -0.00870041+0.00652187j -0.00644766-0.00462667j 0.00700525-0.00347666j -0.00711068+0.0152321j -0.0101133+0.00277289j -0.00202457+0.0088113j -0.0211861+0.0110423j 0.00606948+0.00920767j 0.00801017-0.00222512j -0.00170466-0.00703209j 0.00594073-0.000540429j 0.0212448+0.00686757j -0.00682061-0.0024687j -0.00102935-0.00348752j -0.000712531+0.00832965j 0.00186765-0.00547812j 0.0117283-0.00256195j -0.00965702-0.0273424j -0.0158485+0.00578702j -0.00510094-0.0045752j 0.0103235-0.00849404j -0.00232977+3.5905e-05j 0.0010756-0.00153083j 0.00731298-0.0148766j 0.00559731-0.00278494j -0.000967943+0.00213841j -0.00214455+0.0141442j -0.0106056-0.00182095j 0.00627273-0.0083927j -0.016428-0.0102617j 0.00942149-0.000723419j 0.00400893+0.0137655j 0.00274709-0.00795506j 0.0157942+0.00621204j 0.0132193+0.0039853j 0.0122237+0.0264875j -0.0109658-0.00758941j 0.0136747+0.00737442j 0.0238071-0.0181305j -0.000212543-0.00872217j 0.00129955-0.00328295j 0.00217635+0.020786j -0.0061257+0.00432462j 0.00561919+0.00207576j 0.00358889+0.00353567j -0.00444116+0.00102916j 
-0.0206828+0.0193104j 0.0231636+0.0128388j 0.00808688-0.0208108j 0.00760258+0.0198329j 0.0176901-0.0254134j -0.0123288-0.0227886j -0.00200779+0.02809j 0.0206879+0.00326651j 0.00372263+0.0100232j 0.0137986+0.0191644j 0.0118577-0.0253759j -0.00457271+0.0180703j -0.0166189-0.0378082j 0.021896-0.0186959j -0.00922229+0.00600713j -0.00640559+0.0228249j 0.0210127+0.00734561j -0.0131224+0.00748833j 0.0163624-0.0257986j -0.0241358-0.011836j -0.00767867+0.0351589j 0.00378073-0.0233257j -0.0178623+0.0029973j 0.00962997-0.00495116j -0.00291838-0.00777526j 0.0159669+0.00130221j -0.0156849+0.00171803j 0.0181403+0.011384j 0.00658974+0.0189863j -0.02374-0.010868j -0.000245694+0.0139451j 0.0228896-0.00936187j -0.00262617+0.00560151j 0.0125972+0.0109469j -0.00301741+0.0123161j 0.00593648-0.000444336j -0.0175475+0.0146642j 0.00379267+0.00330654j 0.000182753+0.0120376j -0.0138203+0.00806859j -9.59646e-05-0.00179907j -0.015389-0.0185237j -0.0171956-6.63367e-05j -0.00394792+0.0110953j -0.00840707-0.00961051j 0.00190942+0.00318301j 0.0110092-0.0122067j 0.0197663+0.0108338j -0.0199554-0.00534943j 0.00454601-0.0165339j 0.00922047+0.00871451j -0.000361255-0.00824747j 0.0203521-0.0126773j -0.0164032+0.0019443j -0.0194823+0.0212368j -0.00107799+0.0185997j -0.0104204-0.0123736j -0.0353734+0.00262474j 0.00854067+0.0145209j 0.00247446-0.00606827j 0.026033+0.0162792j -0.000218288+0.0194146j 0.013718-0.0152632j 0.0131583+0.0134515j 0.0108337-0.0104465j -0.00212279-0.00554204j -0.024821+0.00260206j 0.0043231-0.0110141j 0.0191822+0.0106203j -0.024766+0.0142641j 0.00765181+0.0318989j -0.0173767-0.0139803j -0.0142649-0.0140519j 0.0113483-0.00305518j 0.0175357+0.000142025j 0.0231849+0.000549455j 0.0151457-0.0360214j -0.00831854-0.0103103j -0.01508+0.00115162j 0.00179126-0.0327811j 0.0215537+0.0225729j 0.0131393-0.0424978j -0.014871+0.0278509j 0.0048798-0.0232344j -0.00126444-0.00685571j 0.00705067-0.0243298j -0.00340081-0.0281244j -0.00444499-0.0339786j -0.0340598+0.0264702j 0.0123435+0.0425434j 0.00827224-0.0170719j 0.0288251+0.0133831j 
-0.00716671-0.0107915j -0.0109694+0.0040202j 0.0139179-0.0213392j 0.0223001+0.0200372j -0.0101584+0.0146515j 0.0118378-0.0113099j 0.0186714+0.0194702j 0.0303738-0.00317034j -0.0299719+0.0422794j 0.0420745+0.00926473j -0.0219411+0.0109137j 0.000361515+0.00586537j -0.00629987-0.0267643j 0.0168608+0.0224286j -0.0167043+0.0105035j 0.002819-0.000978194j 0.00242952-0.015317j 0.0172521-0.0256957j -0.00913626+0.00187279j 0.0214518-0.030113j -0.014151-0.00721452j 0.0285654+0.0113429j -0.0255904-0.0259913j -0.0225118-0.000304752j -0.00317574+0.0150677j -0.0554977-0.00516317j 0.00333092-0.0166968j 0.0121489-0.0208328j 0.019395-0.0232299j -0.0130224-0.00180513j -0.00804973-0.0057877j 0.00518691+0.0105075j 0.011558+0.00878246j 0.0185651-0.0273577j -0.0261033-0.00842451j -0.0137058+0.00292451j -0.0125513+0.00084942j 0.0127701+0.00763639j 0.000359584+0.00343487j 0.00548768-0.029137j -0.00827499+0.00477381j 0.0126574+0.00399067j 0.00491825-0.0142637j 0.0111855+0.0156202j 0.0143506+0.0177106j 0.0223422+0.00622269j 0.0225864+0.00710444j -0.0224575+0.0166064j 0.00446435-0.00257519j 0.00841987+0.00560502j -0.00637368-0.00432812j -0.0128384+0.0107549j 0.0075569+0.0311346j -0.000653819-0.0114495j 0.00256129-0.00765819j -0.0133742+0.00497876j 0.00710546+0.00833703j 0.00489808-0.0205036j 0.00447395+0.00438512j 0.00332053+0.0214297j 0.0197608+0.00953693j -0.00678164+0.00782307j -0.019381+0.014138j 0.00550768-0.0214008j -0.0157966-0.0113137j 0.00171625+0.0121302j 0.0391892-0.0106089j 0.0180767-0.0248025j 0.0194724-0.00092528j 0.00986001-0.0026429j -0.012093+0.00533612j -0.00143876+0.00285475j -0.0124513-0.000164322j -0.0140613+0.0135255j 0.00690199-0.0025195j 0.0111508+0.00047828j -0.00878406+0.0108784j -0.00116022+0.021338j -0.0228686-0.00392833j -0.0120676+0.0255461j 0.0446824+0.0100109j -0.0123955+0.0152984j 0.0414066-0.0137387j -0.027419-0.0202655j 0.00967949-0.00429067j -0.0355148-0.000398765j 0.0114461+0.0024692j -0.0536284-0.029188j -0.00577417+0.0080708j 0.0199379+0.0134959j 0.0312941-0.0011402j 0.00986581+0.0222369j 
