-0.588638-0j -0.0144169-0j 0.824574-0j -0.0735336-0j -0.00169798-0j -0.0525349-0j 0.072094-0j 0.0904375-0j -0.0464775-0j -0.00670845-0j -0.00103914-0j -0.000149987-0j -0.0428676-0j -0.00618741-0j 0.0415974-0j -0.000742399-0j 0.00600406-0j -0.000107156-0j 0.0600496-0j 0.00866742-0j 0.038568-0j 0.00556681-0j -0.0346205-0j -0.0061201-0j -0.000510008-0j -0.000758406-0j -0.000134068-0j -0.030293-0j -1.11724e-05-0j -0.0201953-0j 0.0293953-0j -0.00535509-0j -0.00357006-0j -0.000699501-0j -0.000446257-0j 0.00519641-0j -0.0124952-0j -0.000297505-0j 0.040008-0j 0.000433034-0j -0.000123656-0j 0.021001-0j -0.00220886-0j -1.03046e-05-0j 0.00707247-0j 0.0372567-0j -0.000184072-0j 0.00371249-0j 0.000589373-0j 0.0162428-0j 0.00658612-0j 0.000309374-0j 0.000548843-0j 0.00287135-0j 0.000239279-0j -0.0277407-0j -0.00462346-0j -0.00283128-0j -0.000577932-0j -0.000599196-0j -3.4055e-05-0j -9.9866e-05-0j -0.0234501-0j -6.11552e-05-0j 0.0227552-0j -1.24832e-05-0j -0.0214069-0j -7.35582e-07-0j -0.00390835-0j -0.000524296-0j -0.00239336-0j 0.00379253-0j -0.00356782-0j -0.000349531-0j 0.0299871-0j 0.00232244-0j -0.000488543-0j -0.00218483-0j -0.0152938-0j 0.000474067-0j -2.87877e-05-0j -0.000445977-0j -8.73827e-05-0j 0.0209878-0j 2.79347e-05-0j -5.82552e-05-0j -5.35108e-05-0j -0.000216261-0j -2.62795e-05-0j 0.00499785-0j 0.0263279-0j -3.56739e-05-0j -0.00254897-0j 0.00306055-0j -1.09228e-05-0j 0.0214238-0j -0.00156092-0j 0.00349797-0j -7.2819e-06-0j -6.43635e-07-0j 0.000624732-0j 0.0194594-0j -3.60435e-05-0j -0.000318621-0j 0.00214206-0j 0.00438799-0j -4.2909e-07-0j 3.68127e-05-0j 0.00644646-0j -2.20721e-05-0j 0.00357064-0j 0.000437246-0j 0.00268708-0j -1.87749e-05-0j -4.50544e-06-0j 0.00218656-0j 2.5765e-05-0j 0.00324323-0j 0.000548499-0j 0.00198606-0j 0.00044633-0j -2.65486e-07-0j 0.00107441-0j 3.23206e-05-0j 0.000405403-0j 0.000657939-0j 2.63002e-05-0j 2.38886e-05-0j 0.000134301-0j 7.91378e-06-0j 
0.0555307-0j -0.000699501-0j 0.040008-0j -0.00356782-0j 0.000160183-0j -0.00254897-0j 0.00349797-0j 0.00438799-0j -0.00225507-0j -0.000325491-0j -5.04188e-05-0j -7.27732e-06-0j 0.00404403-0j 0.000583705-0j -0.0039242-0j -3.60209e-05-0j -0.000566409-0j -5.19917e-06-0j 0.00291358-0j 0.000420539-0j 0.0018713-0j 0.000270099-0j 0.240664-0j -0.000296945-0j -2.47454e-05-0j 0.00527204-0j -6.50495e-06-0j 0.210581-0j -5.42079e-07-0j -0.686303-0j -0.204341-0j -0.000259827-0j 0.000846799-0j -0.00945439-0j -2.16522e-05-0j 0.000252127-0j 0.0868602-0j 7.05666e-05-0j 0.540744-0j 2.10106e-05-0j 1.16654e-05-0j -0.145988-0j -0.000107173-0j 9.72114e-07-0j -0.0006672-0j -0.258989-0j -8.93108e-06-0j 0.000180128-0j -5.56e-05-0j -0.112911-0j 0.000319556-0j 1.50107e-05-0j 2.66296e-05-0j 0.000139317-0j 1.16097e-05-0j -0.00134597-0j 0.0321399-0j -0.000137372-0j -2.8041e-05-0j -2.90727e-05-0j -1.65233e-06-0j 0.000694216-0j -0.00113779-0j -2.96722e-06-0j 0.00110407-0j -6.05682e-07-0j 0.00201948-0j -3.56901e-08-0j 0.0271688-0j -2.54386e-05-0j -0.000116125-0j -0.0263637-0j -0.0482223-0j 8.29069e-05-0j 0.00145496-0j 0.000112684-0j -2.37039e-05-0j 0.000206112-0j 0.00144278-0j 2.30015e-05-0j -1.39677e-06-0j 4.20724e-05-0j 0.000607439-0j -0.00197994-0j 1.35538e-06-0j -0.0019797-0j -2.59632e-06-0j -1.04929e-05-0j 2.47914e-06-0j -0.0347425-0j -0.00248371-0j 8.46165e-06-0j -0.0344517-0j 0.000148496-0j -5.29972e-07-0j 0.00103947-0j 0.000147253-0j 0.0472783-0j 1.72723e-06-0j -3.12289e-08-0j 3.03117e-05-0j 0.00094416-0j 0.000250556-0j 3.0058e-05-0j -0.000202077-0j 0.0593076-0j 1.01778e-07-0j 1.78613e-06-0j 0.00031278-0j -1.07093e-06-0j -0.0248212-0j -4.12488e-05-0j -0.000253493-0j 1.77118e-06-0j -2.18602e-07-0j 0.000106091-0j -2.43061e-06-0j -0.0225452-0j -5.1744e-05-0j 9.63629e-05-0j 2.16557e-05-0j -1.28813e-08-0j -0.00746874-0j -3.04905e-06-0j 1.967e-05-0j 3.19229e-05-0j 1.27608e-06-0j 1.15907e-06-0j 6.51624e-06-0j 3.83973e-07-0j 
0.00036063-0j 0.000446257-0j 0.000260317-0j 0.0188762-0j -0.00752068-0j -0.00460546-0j -0.00658059-0j -0.00271436-0j 2.84745e-05-0j 0.055707-0j -9.41876e-05-0j -0.184267-0j 2.62629e-05-0j 0.0513803-0j 2.65351e-05-0j 2.29801e-05-0j 0.0519128-0j 0.0449578-0j 1.89576e-05-0j 0.0370883-0j 6.05704e-06-0j 0.0118499-0j 2.12103e-05-0j -0.000536517-0j -0.194883-0j 2.34755e-05-0j -0.000593815-0j -5.43451e-05-0j -0.215696-0j 1.23727e-05-0j -5.49083e-05-0j 0.00137466-0j -0.000312968-0j 2.16522e-05-0j 0.49933-0j 0.00138891-0j 7.65521e-06-0j -0.113682-0j 1.26305e-05-0j 0.504504-0j -0.000547694-0j 1.33966e-05-0j -0.000193639-0j -0.198943-0j -0.000319488-0j 7.8147e-06-0j -0.0703371-0j -0.000338869-0j -0.11605-0j 2.03866e-06-0j -0.000197673-0j -0.12309-0j -0.0718025-0j -5.15679e-05-0j -0.0187314-0j 1.69954e-05-0j -0.000405314-0j 1.73459e-06-0j 0.00479915-0j 1.85474e-05-0j -0.0537608-0j -0.000442326-0j 1.43667e-05-0j 1.89298e-06-0j 1.45156e-05-0j 0.0052374-0j -3.84037e-05-0j -0.05867-0j -0.000342624-0j -4.75221e-05-0j 1.4663e-06-0j -0.000346175-0j 0.000915866-0j 1.08193e-05-0j -2.77212e-05-0j 1.48149e-06-0j 0.00405687-0j -3.91956e-06-0j 9.3698e-06-0j 0.00409891-0j -0.0454456-0j -0.0108444-0j 0.00113333-0j 1.33882e-05-0j -0.0459166-0j -0.000258023-0j -4.8502e-06-0j 6.6941e-06-0j 0.12148-0j 0.000661107-0j 5.52235e-06-0j 1.10424e-06-0j -0.000223455-0j -2.82929e-06-0j -0.0134193-0j 6.76348e-06-0j 9.56301e-07-0j -0.000319288-0j 0.00305515-0j 0.150324-0j -0.0078279-0j 3.05606e-06-0j -0.000159644-0j 0.00264584-0j 1.36643e-06-0j -0.000131699-0j -0.0342242-0j 0.0876892-0j 6.73799e-07-0j 6.83214e-07-0j -0.000161298-0j 0.00378055-0j 5.63623e-07-0j -0.029639-0j 0.00189028-0j 6.90294e-07-0j -0.0423503-0j -7.28823e-05-0j 0.0015594-0j 3.11908e-07-0j 0.00190986-0j -0.0211751-0j -1.6069e-05-0j -0.0174686-0j 0.000862969-0j 6.87693e-08-0j -0.0213946-0j -0.00966709-0j 0.000190267-0j -0.00213139-0j 
-0.0174896-0j 0.0632669-0j -0.0126247-0j -0.00218483-0j -0.00254897-0j -0.00132605-0j 0.00651997-0j -0.000919972-0j -0.00138094-0j -0.000199322-0j -0.00155994-0j -0.000225158-0j 0.00372336-0j 0.00053742-0j -0.00128688-0j -0.00094678-0j -0.000185746-0j -0.000136656-0j 0.00268766-0j 0.00038793-0j -0.000293751-0j -4.23993e-05-0j 0.147376-0j -0.000181841-0j -1.51534e-05-0j 0.163115-0j -0.000201261-0j -0.37697-0j -1.67717e-05-0j 0.0859693-0j 0.13029-0j 0.000465127-0j -0.000106074-0j -0.439799-0j 3.87606e-05-0j -0.000160759-0j 0.655229-0j -8.83948e-06-0j 0.0877603-0j -1.33966e-05-0j 0.000542648-0j 0.0790776-0j -0.000808459-0j 4.52207e-05-0j -0.000108284-0j -0.158732-0j -6.73716e-05-0j -9.75704e-05-0j -9.02364e-06-0j 0.0141652-0j 0.000195852-0j -8.13087e-06-0j 1.6321e-05-0j -1.74778e-05-0j -1.45649e-06-0j -0.000824234-0j 0.0196816-0j -8.4123e-05-0j -1.71715e-05-0j -0.0008995-0j -1.01184e-06-0j 0.0214788-0j 0.00203681-0j -9.18049e-05-0j -0.00070397-0j -1.87396e-05-0j -0.000636043-0j -1.10424e-06-0j -0.0486361-0j 0.00230082-0j 0.000207881-0j 0.0168098-0j 0.0151878-0j -0.000524709-0j -0.00045912-0j -7.18487e-05-0j 4.24334e-05-0j -6.49158e-05-0j -0.000386036-0j -1.4666e-05-0j 2.50041e-06-0j -1.32509e-05-0j -0.0549403-0j 0.00189808-0j -8.64205e-07-0j 0.0125293-0j 0.000234826-0j -0.00399915-0j -7.80816e-07-0j 0.0109631-0j -0.00026782-0j -5.35528e-05-0j 0.00921801-0j -4.68587e-05-0j 4.79337e-05-0j -0.000278656-0j -3.93996e-05-0j -0.0453234-0j -1.09314e-05-0j 2.82452e-06-0j -9.565e-06-0j 0.000433265-0j 0.0954943-0j -8.04242e-06-0j 0.000193722-0j 0.00639517-0j -6.44141e-07-0j -5.63623e-07-0j -3.26775e-05-0j -0.000408162-0j 0.00665391-0j 3.95433e-05-0j -2.73343e-05-0j -4.73904e-07-0j -8.33157e-05-0j -2.84402e-05-0j 2.33011e-06-0j -0.0103458-0j -5.57958e-06-0j 4.42199e-05-0j -5.80532e-06-0j -4.90943e-06-0j 0.000780293-0j -3.2878e-07-0j 9.02635e-06-0j -3.33513e-06-0j -3.42082e-07-0j 5.31883e-07-0j -6.80781e-07-0j -4.01154e-08-0j 
-0.00981653-0j 0.000123656-0j -0.00707247-0j -0.0296622-0j 0.00133174-0j -0.0211917-0j 0.0290816-0j 0.036481-0j -0.0379193-0j -0.0054697-0j -0.000847798-0j -0.000122291-0j 0.0680008-0j 0.00980885-0j -0.0659858-0j -0.000605696-0j -0.00951819-0j -8.73692e-05-0j 0.0489923-0j 0.00706694-0j 0.0314662-0j 0.00453887-0j 0.000296945-0j 0.234829-0j -0.000625936-0j 6.50495e-06-0j 0.00514423-0j 0.000259827-0j -1.37119e-05-0j -0.000846799-0j -0.000252127-0j 0.205476-0j -0.669664-0j -1.16654e-05-0j -0.000547694-0j -0.199387-0j 0.000107173-0j 0.00178499-0j 0.0006672-0j 0.000531465-0j -0.00922518-0j -0.000180128-0j 0.0847544-0j 2.45897e-05-0j 0.527634-0j -0.000319556-0j -0.000225912-0j -0.142449-0j -0.00140641-0j -0.000139317-0j -0.25271-0j 0.000379697-0j 0.000673598-0j -0.110174-0j 0.000293668-0j 0.000237936-0j -0.00186503-0j -0.00464415-0j 0.0448222-0j 5.13938e-06-0j -5.58252e-05-0j -4.02843e-05-0j 0.000201134-0j -0.000100313-0j -0.000195174-0j 0.000968153-0j -0.000356996-0j -1.20582e-06-0j -0.00157656-0j 4.49696e-06-0j -0.00392584-0j 0.00152985-0j 0.00279826-0j -1.4656e-05-0j -0.000257203-0j 0.00380951-0j 0.0378896-0j 0.00696803-0j -0.00025505-0j -0.0367668-0j -4.71907e-05-0j -0.0672507-0j -3.52488e-05-0j 0.000350007-0j 4.57923e-05-0j 0.000114879-0j -8.77739e-05-0j 1.8549e-06-0j 8.37594e-05-0j 0.00201605-0j 0.000439063-0j 0.000286063-0j 0.00199918-0j 0.00502022-0j 0.000847134-0j -0.000183755-0j 0.0049782-0j -0.00274348-0j -0.00276089-0j -1.05509e-06-0j -0.0484518-0j -0.000166905-0j -1.45394e-05-0j -0.0480462-0j -0.00683162-0j -0.00344153-0j 3.43863e-06-0j 6.03458e-05-0j -5.52921e-05-0j -3.62049e-05-0j 0.00144034-0j 0.0659342-0j -0.00856984-0j 5.98406e-05-0j 0.000349425-0j 0.00358662-0j -8.21197e-05-0j 0.00130827-0j 0.0827103-0j 0.00325774-0j -0.0346156-0j -4.35202e-07-0j 0.0004334-0j -0.000103014-0j -0.0314415-0j 0.00107922-0j 4.31131e-05-0j 3.91598e-05-0j -0.0104159-0j 1.29728e-05-0j 
0.0249904-0j 0.0285609-0j 0.0159392-0j 0.00312184-0j -0.00349797-0j -0.00651997-0j 0.00306225-0j 0.0061625-0j 0.00197318-0j 0.000284805-0j -0.00214072-0j -0.000308986-0j -0.00175013-0j -0.000252609-0j -0.00183735-0j 0.00447089-0j -0.000265198-0j 0.000645318-0j -0.00111626-0j -0.000161118-0j 0.00437111-0j 0.000630916-0j -0.210581-0j 0.000259827-0j 2.16522e-05-0j 0.223844-0j -0.000276192-0j 0.177191-0j -2.3016e-05-0j -0.122839-0j 0.186022-0j -0.000218629-0j 0.000151566-0j -0.19854-0j -1.82191e-05-0j -0.000229524-0j 0.371269-0j 1.26305e-05-0j -0.110801-0j -1.9127e-05-0j 0.00024497-0j -0.388507-0j -0.000458092-0j 2.04142e-05-0j 0.000136713-0j 0.349775-0j -3.81743e-05-0j 0.000479362-0j 1.13927e-05-0j -0.365573-0j -0.000431572-0j 3.99468e-05-0j -3.59644e-05-0j 0.000451065-0j 3.75887e-05-0j 0.00117772-0j -0.0281224-0j 0.000120201-0j 2.45359e-05-0j -0.00123439-0j 1.44579e-06-0j 0.0294755-0j -0.000957382-0j -0.000125984-0j -0.00100509-0j -2.57165e-05-0j 0.000908822-0j -1.51536e-06-0j 0.022861-0j 0.00103867-0j -9.77124e-05-0j 0.0240002-0j -0.0217014-0j -0.000720061-0j 0.000579658-0j -0.000102582-0j -1.99455e-05-0j 9.27562e-05-0j -0.00189808-0j -2.09394e-05-0j -1.1753e-06-0j 1.89338e-05-0j -0.0248019-0j 0.000891475-0j -1.23387e-06-0j 0.0171941-0j 0.000106009-0j 0.00217632-0j 1.11568e-06-0j -0.0138414-0j 0.00179401-0j -7.3491e-05-0j 0.0453234-0j 5.91611e-05-0j 2.16389e-05-0j -0.00121062-0j -0.000193722-0j -0.0212872-0j -1.50013e-05-0j 1.27508e-06-0j 1.20762e-05-0j -0.00212085-0j -0.0519674-0j -3.95433e-05-0j 9.09857e-05-0j -0.0428385-0j -8.83959e-07-0j 7.11598e-07-0j 0.00129014-0j 0.000222119-0j 0.0289079-0j 1.85724e-05-0j 0.0001831-0j -2.33011e-06-0j 4.53399e-05-0j -0.000123558-0j 1.09439e-06-0j 0.0506429-0j 3.73752e-05-0j -0.000216458-0j -2.52212e-05-0j 2.67168e-06-0j -0.0308068-0j 2.20236e-06-0j -4.41843e-05-0j 0.000131675-0j -1.48617e-06-0j -2.60359e-06-0j 2.6878e-05-0j 1.5838e-06-0j 
0.00309176-0j -0.0111841-0j 0.00223175-0j -0.0181643-0j -0.0211917-0j -0.0110246-0j 0.054206-0j -0.0076485-0j -0.0232207-0j -0.00334949-0j -0.0262306-0j -0.00378365-0j 0.0626087-0j 0.00903105-0j -0.0216391-0j -0.0159202-0j -0.00312136-0j -0.00229643-0j 0.0451934-0j 0.00651896-0j -0.00493946-0j -0.000712497-0j 0.000181841-0j 0.143803-0j -0.000383306-0j 0.000201261-0j 0.159161-0j -0.000465127-0j -0.000424242-0j 0.000106074-0j 0.000160759-0j -0.367831-0j 0.0838851-0j -0.000542648-0j 0.000980452-0j 0.127132-0j 0.000808459-0j -0.000223595-0j 0.000108284-0j -0.000338869-0j -0.429136-0j 9.75704e-05-0j 0.639344-0j 0.00114386-0j 0.0856327-0j -0.000195852-0j -0.00170417-0j 0.0771605-0j -0.000228253-0j 1.74778e-05-0j -0.154883-0j -0.000205671-0j 0.000412841-0j 0.0138218-0j -3.68419e-05-0j 0.000145705-0j -0.00114209-0j -0.00284395-0j 0.0274479-0j 0.000159011-0j -3.41858e-05-0j -0.00124638-0j -0.00036006-0j -0.00310365-0j 0.000124446-0j 0.0299543-0j 0.000112438-0j -3.73075e-05-0j 0.00282228-0j -0.000406731-0j 0.00702782-0j -0.000975449-0j -0.000881326-0j 9.27562e-05-0j 8.11617e-05-0j -0.00242899-0j -0.0678278-0j -0.00219461-0j 6.82422e-05-0j 0.023443-0j 8.44782e-05-0j 0.0211809-0j 0.0031881-0j -0.000335536-0j -2.91978e-05-0j -0.000727057-0j 0.00793877-0j 0.000706957-0j -2.63804e-05-0j -0.000636175-0j 4.73443e-05-0j -0.00181046-0j -0.000534907-0j -0.00158415-0j -0.0766196-0j 4.92598e-05-0j -0.00133198-0j 0.00263005-0j 0.0174734-0j 9.54283e-05-0j 0.0152892-0j -7.65911e-05-0j -0.00554139-0j 0.0128554-0j 0.00654915-0j -0.000371102-0j -2.17627e-05-0j -1.90424e-05-0j 5.77662e-06-0j -0.0137987-0j -0.000386116-0j -0.063208-0j -0.00092409-0j -1.60112e-05-0j 0.133176-0j -0.000961477-0j 7.87243e-05-0j 0.000600349-0j 0.00891869-0j 0.00149494-0j 0.00927953-0j -0.000165868-0j -4.52792e-05-0j -1.11081e-05-0j -0.0144282-0j -0.000112751-0j -1.15575e-05-0j 1.797e-05-0j 0.0010882-0j -1.35533e-06-0j 
0.000818045-0j -1.03046e-05-0j 0.000589373-0j 0.00752068-0j -0.000337654-0j 0.00537303-0j -0.00737345-0j -0.00924954-0j -3.32203e-05-0j -0.0649915-0j -7.42738e-07-0j -0.00145308-0j 5.95742e-05-0j 0.11655-0j -5.78089e-05-0j -5.30638e-07-0j -0.113096-0j -0.00103813-0j 4.29211e-05-0j 0.0839701-0j 2.75669e-05-0j 0.0539313-0j -2.47454e-05-0j 0.000625936-0j 0.227364-0j -5.42079e-07-0j 1.37119e-05-0j -2.16522e-05-0j 0.00498069-0j 7.05666e-05-0j 2.10106e-05-0j 0.000547694-0j -0.00178499-0j 9.72114e-07-0j 0.198943-0j -0.000531465-0j -8.93108e-06-0j -0.648375-0j -5.56e-05-0j -0.193048-0j -2.45897e-05-0j 1.50107e-05-0j 0.000225912-0j -0.00893191-0j 0.00140641-0j 2.66296e-05-0j 0.08206-0j -0.000379697-0j 0.51086-0j 1.16097e-05-0j -0.000673598-0j -0.13792-0j -0.244677-0j -0.000293668-0j -0.106672-0j -1.9828e-05-0j 0.000472866-0j -2.02369e-06-0j -0.00559901-0j -4.28282e-07-0j 0.0627209-0j 1.02138e-05-0j -1.67612e-05-0j -4.37113e-08-0j 1.62645e-05-0j -0.000120938-0j 2.97497e-05-0j 0.00135476-0j 0.000399728-0j -3.74747e-07-0j -1.71068e-06-0j -0.000387883-0j -0.000709483-0j 1.22133e-06-0j 2.14336e-05-0j 1.65999e-06-0j -0.00473301-0j 3.03631e-06-0j 2.12542e-05-0j 0.00459276-0j 0.0530199-0j 0.00840069-0j 8.93711e-06-0j -2.91673e-05-0j -0.0514488-0j -2.91269e-05-0j -3.82474e-08-0j -1.54575e-07-0j -0.0941057-0j -0.000511158-0j -3.65885e-05-0j 1.24652e-07-0j -0.000506879-0j 2.18756e-06-0j -0.000105821-0j 1.53129e-05-0j 2.16925e-06-0j 0.000695594-0j 0.000344879-0j 0.00118542-0j 0.00605241-0j 1.39088e-05-0j 3.68637e-06-0j 0.00600174-0j -2.97687e-06-0j 0.000872579-0j -0.00386339-0j -0.0677999-0j 4.60768e-06-0j -1.57762e-08-0j -0.000365189-0j -0.00823624-0j -3.7343e-06-0j -0.0672323-0j -4.36488e-05-0j 1.56287e-06-0j 0.0922634-0j -0.000331703-0j -0.0103318-0j 1.41956e-06-0j 0.00432405-0j 0.00048896-0j -0.000109886-0j 0.115739-0j 0.00392755-0j 4.70269e-07-0j -0.0484386-0j -0.043997-0j 0.00130111-0j -0.0145752-0j 
-0.010308-0j 0.0372567-0j -0.00910442-0j -0.00128769-0j 0.00438799-0j -0.000919972-0j -0.0061625-0j 0.00746164-0j -0.000813897-0j -0.000117476-0j 0.0026854-0j 0.000387603-0j -0.000750683-0j -0.000108352-0j -0.00355569-0j 0.00191854-0j -0.000513219-0j 0.000276917-0j -0.00066303-0j -9.57001e-05-0j 0.00321313-0j 0.000463775-0j 0.0868602-0j -0.000107173-0j -8.93108e-06-0j -0.280799-0j 0.000346465-0j 0.0760027-0j 2.88721e-05-0j 0.0506684-0j 0.359994-0j -9.37764e-05-0j -6.25176e-05-0j -0.258989-0j -7.8147e-06-0j -0.000444181-0j 0.0313495-0j -5.2098e-06-0j 0.0632892-0j -3.70151e-05-0j 0.000319556-0j 0.257192-0j -3.86808e-05-0j 2.66296e-05-0j -7.80897e-05-0j -0.440403-0j -3.2234e-06-0j -0.000317339-0j -6.50748e-06-0j 0.256262-0j 0.000543395-0j -2.64449e-05-0j 4.52829e-05-0j -0.00031619-0j -2.63492e-05-0j -0.000485786-0j 0.0115999-0j -4.95803e-05-0j -1.01205e-05-0j 0.00154847-0j -5.96358e-07-0j -0.0369752-0j -0.000410649-0j 0.00015804-0j -0.00194508-0j 3.22597e-05-0j -0.00037487-0j 1.90092e-06-0j 0.00980574-0j 0.00135491-0j -4.19117e-05-0j 0.0464459-0j 0.00895137-0j 0.000903272-0j -0.000331099-0j -0.000198519-0j -8.5552e-06-0j -3.826e-05-0j -0.00026782-0j -4.05226e-05-0j -5.0412e-07-0j -7.80979e-06-0j -0.0323533-0j -0.00179401-0j -2.38782e-06-0j -0.0215689-0j 0.000138285-0j 0.000558871-0j -4.60196e-07-0j 0.00790618-0j 0.00217221-0j 9.21898e-05-0j 0.00639517-0j -3.37926e-05-0j 2.82273e-05-0j -0.000236548-0j -2.73343e-05-0j 0.0428385-0j 1.88182e-05-0j 1.66331e-06-0j -6.89789e-06-0j 0.00162117-0j -0.0133451-0j -5.57958e-06-0j -0.0001831-0j -0.0518694-0j 1.10887e-06-0j -4.06462e-07-0j -0.00385226-0j 5.70395e-05-0j 0.00564845-0j -3.73752e-05-0j 0.000221701-0j -3.2878e-07-0j 1.16431e-05-0j -2.41426e-05-0j -2.20236e-06-0j -0.0387114-0j 4.52544e-05-0j 0.00016546-0j -4.92809e-06-0j 6.86079e-07-0j 0.0919866-0j 2.66664e-06-0j 3.37744e-05-0j -0.00039317-0j -2.9039e-07-0j 1.99018e-06-0j -8.02554e-05-0j -4.7291e-06-0j 
-0.000257647-0j 0.00093201-0j -0.000185979-0j 0.00460546-0j 0.00537303-0j 0.00279521-0j -0.0137436-0j 0.00193923-0j -2.03432e-05-0j -0.039799-0j -2.29801e-05-0j -0.0449578-0j 5.48502e-05-0j 0.107308-0j -1.89576e-05-0j -1.39474e-05-0j -0.0370883-0j -0.0272864-0j 3.9593e-05-0j 0.0774589-0j -4.32736e-06-0j -0.00846596-0j -1.51534e-05-0j 0.000383306-0j 0.139231-0j -1.67717e-05-0j 0.000424242-0j 3.87606e-05-0j 0.154101-0j -8.83948e-06-0j -1.33966e-05-0j -0.000980452-0j 0.000223595-0j 4.52207e-05-0j -0.356138-0j 0.000338869-0j -6.73716e-05-0j 0.0812183-0j -9.02364e-06-0j 0.12309-0j -0.00114386-0j -8.13087e-06-0j 0.00170417-0j -0.415494-0j 0.000228253-0j 1.6321e-05-0j 0.619019-0j 0.000205671-0j 0.0829104-0j -1.45649e-06-0j -0.000412841-0j 0.0747075-0j -0.14996-0j 3.68419e-05-0j 0.0133824-0j -1.21421e-05-0j 0.00028957-0j -1.23925e-06-0j -0.00342868-0j -1.32509e-05-0j 0.0384085-0j 0.000316013-0j 3.0005e-05-0j -1.35241e-06-0j -1.03705e-05-0j -0.00374178-0j -9.3698e-06-0j 0.0419159-0j -0.000715571-0j 3.38942e-05-0j 3.06237e-06-0j 0.000247319-0j 0.000223455-0j -7.72969e-06-0j -6.76348e-06-0j -1.05843e-06-0j 0.00847278-0j -9.56301e-07-0j -5.68685e-06-0j -0.0029284-0j -0.0949133-0j -0.00264584-0j -0.000808324-0j 2.79613e-05-0j 0.0328044-0j 0.000184341-0j 3.45931e-06-0j -5.89131e-05-0j 0.029639-0j 0.000161298-0j -3.94536e-06-0j -7.88908e-07-0j 0.000135622-0j -6.90294e-07-0j 0.00957102-0j -4.10498e-06-0j -5.80411e-07-0j -0.000666833-0j -0.0021827-0j -0.107216-0j -0.00190986-0j 6.3826e-06-0j 0.00140498-0j -0.00160585-0j 2.85379e-06-0j 9.40906e-05-0j 0.0244509-0j 0.0213946-0j -4.81385e-07-0j -6.01279e-06-0j 9.78974e-05-0j 0.00789569-0j -4.02672e-07-0j 0.0179889-0j -0.0166358-0j -4.18963e-07-0j -0.0884486-0j -0.000152215-0j -0.00111409-0j 6.51421e-07-0j -0.00115916-0j 0.186357-0j 1.14803e-05-0j 0.0124802-0j 0.00180231-0j -4.91312e-08-0j 0.0129851-0j -0.0201897-0j -0.000135933-0j 0.00152274-0j 
-0.00441772-0j -0.00504889-0j -0.00281768-0j 0.0259545-0j -0.0290816-0j -0.054206-0j 0.0254591-0j 0.051234-0j 0.0331793-0j 0.00478599-0j -0.0359964-0j -0.00519234-0j -0.0294287-0j -0.00424496-0j -0.0308952-0j 0.0751786-0j -0.00445651-0j 0.0108442-0j -0.01877-0j -0.00270749-0j 0.0735008-0j 0.0106022-0j -0.000259827-0j -0.205476-0j 0.000547694-0j 0.000276192-0j 0.218417-0j 0.000218629-0j -0.000582191-0j -0.000151566-0j 0.000229524-0j 0.172896-0j -0.119861-0j -0.00024497-0j -0.000460853-0j 0.181512-0j 0.000458092-0j 0.000319488-0j -0.000136713-0j -0.000483819-0j -0.193727-0j -0.000479362-0j 0.362268-0j 0.000516378-0j -0.108115-0j 0.000431572-0j -0.000965623-0j -0.379088-0j 0.00028818-0j -0.000451065-0j 0.341295-0j 0.00101046-0j -0.000909721-0j -0.35671-0j 0.00095081-0j -0.000208194-0j 0.0016319-0j 0.00406363-0j -0.0392194-0j 0.000218212-0j 4.8847e-05-0j -0.00171042-0j 0.000169243-0j -0.00425916-0j 0.000177677-0j 0.0411065-0j -0.000160659-0j -5.11974e-05-0j -0.00132659-0j -0.000183612-0j -0.00330336-0j -0.0013927-0j 0.0012593-0j 0.00012729-0j -0.00010247-0j -0.00346799-0j 0.0318818-0j 0.00313581-0j 0.000335536-0j 0.0334707-0j -3.97082e-05-0j -0.0302647-0j 0.00143922-0j -0.000157592-0j -4.16871e-05-0j -0.000997746-0j 0.00358383-0j -0.000384722-0j 3.76941e-05-0j 0.000803198-0j -0.000317139-0j -0.00248451-0j -0.00263005-0j 0.00200006-0j -0.0345887-0j 0.000214009-0j -0.00654915-0j 0.00123526-0j 0.0239788-0j 4.30796e-05-0j -0.0193032-0j 0.000374916-0j 0.00301559-0j 0.063208-0j 0.00307596-0j 0.00248585-0j -2.98651e-05-0j 2.40418e-05-0j -0.000228067-0j 0.00750919-0j -0.00167748-0j -0.0296871-0j 0.00619008-0j -7.87243e-05-0j -0.0724737-0j -0.00417713-0j 3.69747e-05-0j -0.00293873-0j -0.0597425-0j -0.0073178-0j 0.0403149-0j 9.02645e-05-0j 0.00178767-0j 7.44081e-05-0j 0.0706265-0j 0.00445153-0j -5.02114e-05-0j -8.79639e-05-0j -0.0429631-0j 5.35097e-05-0j 
