0.0735581+0.109499j 0.118753-0.0592649j 0.122661+0.0841323j -0.0487725+0.130561j -0.0833675+0.0409965j -0.023987+0.0529177j 0.0342229+0.045909j -0.0258901+0.040991j -0.00505511-0.0375714j -0.107499+0.00529795j -0.0231898+0.0302428j 0.0207175+0.0438389j 0.0164558+0.033015j 0.0117224-0.0371193j 0.0195556-0.0147012j 0.0644528-0.00510211j 0.0279414-0.04695j 0.00682546+0.0390457j 0.0229211-0.0121234j -0.0144932+0.0149699j 0.00628151+0.020609j -0.00429987-0.029868j -0.0385364-0.00485011j 0.0208448-0.0147597j -0.00925637-0.0840563j 0.0408041+0.0556916j -0.033438-0.0277523j 0.0193382-0.0170028j -0.0357335-0.0124255j 0.0220482-0.088836j 0.0730926+0.0343181j -0.0560165+0.0544048j -0.0115134+0.0277553j 0.00751863-0.0698993j -0.0509144-0.0500626j 0.00546621+0.0330389j -0.0046621+0.0327526j -0.0115372-0.0105154j 0.00459032+0.0255019j -0.0102461+0.0148918j -0.00837462+0.0265685j 0.0112328-0.0237431j -0.00374314-0.000112173j -0.00753597-0.0130447j 0.0061233-0.0172367j 0.0511793+0.0235717j -0.0196524+0.00419562j -0.0155187+0.0436325j -0.00444942+0.00200136j -0.00460514-0.0083559j 0.00543122+0.00590996j -0.0172097-0.0029276j -0.0334186-0.00968481j 0.0308239-0.0290724j -0.0154029-0.0106661j -0.0336431+0.0028345j -0.00032404-0.0127548j -0.0399873+0.00699565j -0.0427478+0.0107282j -0.000871423-0.0237643j 0.0105632-0.079987j -0.0142667+0.00873714j -0.0745415+0.0296666j -0.0594256+0.0922538j 0.00974669+0.00677047j -0.00302327-0.0659811j -0.0770439-0.0365305j -0.059556+0.001281j 0.0143993+0.0387936j -0.0177607-0.0134741j -0.00505251+0.0201965j -0.00203729-0.00426427j 0.0134281+0.00760734j 0.00420077+0.0101293j -0.0199434-0.00660792j 0.00248741-0.0440296j -0.0869044+0.0183657j -0.0569009-0.0509163j -0.0424576+0.025742j 0.0105911-0.0500415j -0.0126209-0.0407482j -0.0156272-0.0399417j -0.0445447+0.095993j 0.0697155-0.0528105j 0.0144062-0.0530344j -0.0467014+0.0282369j -0.0164465+0.0334302j -0.0523592-0.0600797j 0.141737+0.012545j 0.00375292+0.124466j 0.0216907-0.109607j 0.120652+0.0405412j 
0.00178422+0.00169355j 0.00275674-0.00269896j 0.00409271+0.00357678j -0.0023888+0.000565133j -0.00404833+0.00103938j 0.00333224+0.000143259j -0.00193881-0.00611026j 0.00403956-0.00186334j 0.000116163-0.00106291j -0.00402365-0.00270741j -0.00179133-0.0034566j -0.00102486-0.00189737j 0.00431341+0.000163812j 0.000844703+0.000292302j 0.00066774-0.000294964j 2.91557e-05-0.00222253j -0.000768297-0.000151559j -0.0018266-0.00129075j 0.00264044+0.00188132j -0.00220347+0.00305553j -0.000718897-0.00196525j 0.00258049-0.00318559j -0.00122024-0.00016208j -0.00226822+0.00366159j -0.0030009+0.000723992j 0.000934408+0.00165321j 0.00124515+0.000369661j 0.00265076+0.00132942j -0.00139016+0.00144316j -0.00020174-0.00227636j 0.00245026-0.00058515j 0.0053608-0.00483532j -0.00417483-0.0033148j -0.00232995-0.000997148j 0.00177809+0.00272932j 0.00142258+0.000756308j -0.00267003+0.000726864j 0.000409423+0.00124733j -0.000668015+0.00260926j -0.00102815+0.000943349j -0.00047702-0.00289163j 0.00022365-0.00396627j -0.000741971+0.000319799j -0.002509-0.00106178j 0.00305204+0.000349382j 0.00430297-0.000397927j -0.00219963-0.0020885j -0.00119176-0.00247524j 0.00240994+0.0015877j 0.000450647-0.00280698j 0.00383718-0.00196527j -0.00365019-0.0022061j -0.00166812+0.000879991j -0.00190831+0.00085992j 0.0017065-0.00222213j -0.00330395-0.000895449j 5.88496e-05-0.000936716j -0.00120429+0.00167872j -5.26624e-05+0.00152409j 0.00291318-0.00224529j -0.000970704-0.00287257j -0.00144659-2.68351e-05j -0.000230535+0.00351427j 0.002271+0.0030819j -0.0027451-0.000435371j 0.00249038-4.03831e-05j 0.00446499-0.000507108j -0.00124375+0.000159628j -0.000177581+0.00534936j -0.00213159-0.00115742j -0.00446555+0.00119167j 0.00159284-0.00167349j -0.0007723-0.003445j -0.00403395-0.00103538j -0.00290972-0.000496398j 0.00353006+0.000464572j -0.00127976+0.00367086j -0.000389095-0.00152201j 5.98027e-05+0.000222486j 0.00283298-0.000141917j 0.00510082+0.00038743j -0.000855471-0.00187112j 0.00448997-0.00305652j 0.00563292+0.00113193j -0.00272724-0.000968367j 0.00310058+0.000211397j -0.000485181-0.00421069j -0.00461453+0.000162366j 0.00300526+0.00122332j -0.00429096+0.0038932j 7.85406e-05-0.00152219j 0.00108608+0.000226641j 
-0.00201235+0.000568794j 0.000429806+0.00257498j 0.000233005-0.00316554j -0.00121841+8.32762e-05j 0.0017877+0.000136464j -0.00283705+0.00275982j 0.00113221+0.00513885j -0.00481131-0.000469215j 0.00127803+0.00114262j 0.000844424+0.00406383j 0.00284435+0.00432679j -0.0021211+0.00157043j -0.00282484-0.000432389j 0.000644765+0.00287748j -0.000355526+0.000719314j -0.00117815+0.000315329j -0.00228932-0.00171966j 0.00163295-0.000127366j -0.0020484-0.00284385j 0.00328432-0.000265243j 0.00124635+0.00338498j 0.00305994+0.00112045j 0.00183518+0.00234496j 0.00150435-0.00227291j 0.00214957-0.00137631j 0.000396257-0.00390817j -0.000971929+0.00216671j 0.000691159-0.000633798j -0.000272438+0.00113169j 0.00102513+0.000314414j -0.00205651-5.44795e-05j 0.000677148+0.00763865j 0.000754425+0.00395672j 0.00285023+0.00127488j -0.00142152+0.00149785j -0.00187005+0.00200805j -0.000158197+0.0025594j -0.00063481-0.00152155j 0.00244922-0.00246381j -0.000386688+0.0016488j 0.00185627+0.00195876j 0.00256782+0.00282324j 0.00158993-0.00114567j 0.00176747+0.00130129j -0.00164599-6.17163e-05j -0.00263508+0.00063944j 0.000772602-0.000887665j 0.000459946-0.00224778j -0.00331008-0.00462065j 0.000650392+0.000938551j -0.000510159+0.000879671j 0.00046092+0.0026846j 0.000482007+0.00068564j 0.000273745-0.00234822j -0.00162232+0.00237225j 0.00101487+0.00229688j 0.00049902+0.00338061j -0.00274921-0.00288032j -0.000874674-0.00292309j -0.00435675+0.00288217j 0.00222614+0.000637626j -0.000515944-0.000295941j -0.000504629-0.00109003j -0.000649265-0.00388276j -0.000447087+0.00383391j 0.00167075+0.00216736j -0.00264582+0.00414882j -0.0027069-0.00158783j 0.0015569+5.67312e-05j 0.00569116+0.00114968j 0.00220362-0.000972251j -0.00381691-0.0033028j -0.000322462+0.000224412j 0.00241869+0.00218514j 0.000937386-0.0038536j 0.000675851+0.00174538j 0.00248708-0.00198415j -0.000449957-0.00265894j -0.000796403+0.000455493j 0.00141986-0.00289986j -0.00324005+0.0001711j 0.00322461+0.000231596j -0.000502743+0.00258794j 0.00184656-0.00337378j -0.000360396+0.000410037j -0.00195653+0.00232855j -0.00208012+0.00178839j 0.000101465-0.000153525j -0.00241027-0.00149354j 0.000831019+0.00102104j 0.00010463+0.000830426j -5.90402e-06+0.000140885j 
-0.00192869-0.000782723j -0.00294872+0.00437442j -0.00170784-0.00755316j -0.00368656+0.0017461j 0.00182163+0.00394808j -0.000905964+0.00594518j -0.00518218+0.00593799j -0.00101183+0.00161865j -0.00221941-0.000685645j 0.00072515+0.00112935j 0.000324743+0.00301433j -0.000261843+0.00379719j -0.00228712-0.00315688j -0.00278618-0.0011743j 0.00162787-0.0030605j -0.000422933-0.0016492j 0.00243744-0.00662037j -0.0016662+0.00242053j 0.000771903-0.00221001j -0.000485703+0.00154446j -0.00298711+0.000945242j 0.000424992+0.000750052j 0.00149126-0.000462325j 0.00219663+0.00133536j 0.001602+0.00181904j -0.0021455-0.00283064j -0.00318255+0.00168299j 0.00150511-0.00187875j 0.00116041+0.00600676j 0.00247184+0.00462122j -0.00659366+0.00170872j 0.000234457+0.00485679j 0.000491358+0.00168384j 0.000263054-0.00205472j -0.00261056+0.00171256j -0.00113166+0.00256196j -0.00348353-0.00483385j -0.00188-0.000122856j 0.00452598-0.000780474j 0.000588584-0.000435265j 0.000828387+0.00342425j 0.00290137-0.000647069j 0.00106945-0.00209887j -0.000720903-0.00240162j 0.00115265+0.000915299j 0.00620824-0.000532598j -0.00312143+0.000623263j 0.00224893-0.00269548j 0.000139911-0.00208041j -0.00180004-0.0014225j 0.00328958-0.00324433j 0.00190624+0.00402503j 0.00372468-0.00358059j 0.00192153+9.6008e-05j 0.00248002-0.00108076j 0.00160957+0.0023629j 0.00204245+0.00425369j 0.000441065-0.000734184j -0.000535055-0.00550772j -0.00531048-0.00509937j 0.00335579+0.000703508j -0.00197677+0.00263805j -0.000446702+0.00219197j -0.00186501-0.000871302j -0.00111232-0.00121322j -0.000265328+0.000721368j 0.00596405-0.00112075j -0.00361671-0.00184654j -0.00134443-0.000766869j 0.00353396+0.00137324j 0.00376811+0.00192763j -0.00581021+0.000861581j 0.000176509-0.00280233j 0.00299537-0.00104788j 0.00499191-0.00300056j 0.00601133-0.00167047j -0.001187+0.00291272j 0.00293061+0.00193918j 0.00385809+0.000507964j -0.00237997-0.000638105j -0.00191829+0.00014913j -0.000105794-0.000947344j -0.00179647+0.00234366j 0.0011322-0.00246868j -0.001332-0.00148257j 0.000637762-0.000350369j -0.00059908+0.00376743j -0.00428841-0.00127846j -0.00262479-0.000438546j -0.00117087-0.00111541j -0.000192011+0.0016126j 0.000360268+9.11266e-05j 
0.00255953-0.000333448j -0.0020768-0.00331249j 0.0025053+0.00569001j 0.00236849-0.00485302j -0.00297317-0.00627203j -0.0025285-0.00615026j 0.00410976-0.00544197j -0.00101732-0.00367626j 0.00034196-0.00179878j 0.00333599-0.000221759j 0.000373742+0.000724329j -0.00123791-0.00148901j 0.000640938+0.00190428j 0.00538571+0.00354696j -0.00375159+0.00107136j -0.0011151+0.00263931j -0.000827164+0.0032246j -0.000685362+0.00171598j -0.00132112+0.00124354j 0.00505539-0.0003003j 0.0030636-0.00361006j 0.00155831-0.000360972j 0.000957121-0.000103348j 0.00405311+0.000582166j 0.00103739+4.42509e-05j 0.000122874-0.00397857j 0.000107985+0.00400558j 0.0016982+0.00458493j -0.00451162-0.00476635j -0.00016133+0.00112235j 0.00111339-0.00273025j 0.00169248-0.00384582j 0.00242824-0.000452982j 0.000790795+0.00297095j 0.00330102-0.000958392j -0.000139211-0.00580574j 0.00286546+0.00357247j -0.000719241-0.000834077j 0.00421014+0.000713343j -0.000545416-0.000338024j 0.00108645-0.00160801j 0.00249552-0.00369676j -0.000848048+0.00162033j -0.000834812+0.00524871j -0.00242893-0.000649926j 0.00140524-0.00224039j 0.00062587-0.00107412j 0.0022538-0.00330536j -5.27617e-05-0.000524063j 0.00215055-0.000128455j 8.2596e-05+0.0018476j 0.00165312+0.00433355j -0.00188649+0.000555002j 0.000304259-0.00130803j 0.000981545+0.00125276j 0.00230204-0.000432164j 0.0017561-0.000997921j -0.00196126-0.0035407j -0.00126445+0.000231114j 0.00605135+0.000712864j -0.00449361+0.00201492j -0.00272339-0.00101968j -0.00200712+0.000407568j 0.00522399-0.00610558j -0.00122667+0.00115111j 0.00297887+0.00074381j 0.0050722+0.00283814j -0.00290682+0.00238613j -0.00359577+0.00142877j -0.000625585-0.00268579j -0.00337099-0.00292286j 0.00358191-0.00518498j -0.00170276+0.00265934j -0.00102792+0.00324148j -0.0038471+0.000896796j -0.00555682+0.00503431j 0.00494412-0.00291024j -0.00219026-0.00229876j 0.00146894+0.00157211j 0.0023021+0.0032268j 0.00191709+0.00342671j 0.000936059+0.00172122j 0.00312228-0.00156351j 8.10697e-06+0.000858872j -0.00360359+0.00234889j 0.00259241-0.00278595j 0.00134596-0.00387721j 0.000640529+0.00189197j -0.00209602-0.000714067j -0.0026051-0.00262627j -0.00207381+0.000692747j 0.000633086-0.000947481j 
0.00220959-0.000232318j 0.00134555-0.000861072j 0.00121121-0.000238154j -0.000749732+0.00144505j -0.00246137-0.00151755j 0.000133834-0.00198513j 0.00120033+0.00250624j -0.00419843-0.00016846j 0.000169528-0.00171759j 0.000676915+0.000355349j 0.00203948-0.00286394j 0.0013185+0.00134934j -0.000304491-0.00161225j 8.52302e-05+0.000738661j 0.000206134-0.00191891j 0.0015427+0.000192823j 0.00105097+0.000704315j 3.42658e-05-0.00151797j -0.000290581+0.00151541j 0.000186803+0.00283193j -0.00178587+0.000671211j 2.6528e-05-0.00214941j -0.000206122+0.00233163j -8.40307e-05+6.25266e-05j 0.000662414-0.00164703j -0.00418129+0.000215198j 0.00190637+0.000204188j 0.00104448+0.00295591j -0.000781399-0.00224145j 0.00130922-0.00129268j 0.000545725+0.00121505j 0.00192449+0.00216719j 0.000428879+0.000774598j -0.00318241-0.00195877j 0.000945794+0.00315109j -0.00100016+0.00228328j 0.00200122+0.00030511j -0.000238885+0.00108437j 0.000621529+0.00208485j 0.00136011-0.00296506j 0.00149455-0.000869817j 0.00170086+0.00142065j 0.000440815-0.000447989j 0.000997094+0.0013322j 0.00107842-0.00117258j -0.00024079-0.00136451j -0.00170835-0.00103288j -0.00235827+0.0017302j -0.00334023-0.00060291j -0.00220244-0.000766999j -0.0012962-0.0008728j 0.00127902+0.00219401j 0.000174259+0.00119488j -0.00174166-0.00295028j -0.0018707-0.000691368j 0.00161991+0.000745461j 0.0025267+0.00201305j 0.000795577-0.00178179j 0.00121596+0.00142608j -0.00339206+0.00315265j 0.00253655-0.00460759j 0.000644354-0.00216795j 0.000507866+0.000756084j 0.000845886-0.00176056j -0.000308475+0.00380347j 0.00235935-0.000662753j -0.00102104+0.000328686j -0.00149677-0.00201505j 0.0016835-0.000694866j 0.000641781+0.000232544j 0.000173324+4.14236e-05j -0.00100869-0.000828276j 0.000951839+0.00102719j 0.000440906+0.00151798j 0.00069942-0.00260692j 0.00215963+0.000137353j -0.00213826-0.0010453j 0.000751237+0.000342308j 0.000942884-0.00123792j -0.000124018-0.000573823j 0.0022574+0.000544606j 0.0019682-0.000886152j 0.00159281+0.00227671j 0.00181623-0.00224982j 4.9297e-05+0.00147158j 0.000932698+0.000620165j -0.00021229-0.000655225j 0.00208864-0.000512865j -0.00128413+2.93712e-05j -0.000619774-0.000917229j -3.88562e-05-0.00105632j 0.00164662-0.00132699j 
-0.00490073-0.000988426j 0.00130447+0.00516587j -0.00581824-0.00463215j 0.00279344-0.000221031j 0.00381265+0.0045034j -0.00265019+0.00102398j -2.0993e-05+0.00491712j -0.0028111+0.00282578j -0.000473332+0.00149117j -7.33205e-05+0.000455675j 0.00409804-0.00147426j 0.000671136+0.00120018j -0.00196385-0.000923231j -0.00402257-0.00152086j 0.0028476-0.000353896j 0.00161451+0.000755291j 0.000485771-0.00235624j 0.00311409-0.00121363j -0.00144839-0.00153694j -0.00409819-0.00095589j -0.00105186+0.00232865j 3.37792e-05+0.00214783j 0.00193379+0.00269611j -5.99077e-05-0.00120847j -0.00131485-0.00138765j -0.000723419+0.00249012j 0.000893489-0.00210005j -0.00387183-0.00235275j 0.00465058+0.00283277j 0.00193517-0.000756967j 4.59901e-05+0.000432258j 2.03824e-05+0.00180754j 0.00148638+0.00366969j 0.000437-0.00073951j -0.00151916-0.000150065j -0.00046902+0.000500947j 0.00218384-0.00115429j -7.05393e-05-1.16631e-05j -0.00313812-0.002807j 0.000997742-0.00285605j 0.00059644+0.000277149j -0.00392429+0.00539058j 0.000727033-0.000282319j 0.00345423-0.00183234j 0.00200804-0.00062021j -0.00496075+0.00159171j 0.00145794+0.000311875j -0.00129046+0.00192532j -0.00126404-0.000771771j -0.00242741+0.00148085j -0.00190974+0.00111215j 0.000120212-0.00309711j 0.00363432+0.00130672j 0.000123051-0.00400383j -0.00200127+0.00037516j 0.000798771-0.00176295j 0.000133048+0.00469685j 0.00294075+0.0026785j 0.00095791-0.00218312j -0.0033914-0.00121176j 0.00196082-0.00287244j -0.000231157-0.00185049j 0.000187581-0.00204945j -0.000516432+0.000285043j 0.00413659-0.000620501j -0.00195011+0.00112906j -0.00309255-0.00301149j 0.00248974-0.00240114j 0.00260602-0.00227172j 0.000186996-0.000109898j 0.00384735+0.000388462j -0.000677377+0.00253817j 0.00083296+0.000866658j 9.30027e-05-0.000900684j 0.00241182-0.00252008j 0.00196245-0.00320231j -0.00208992+0.00101157j 0.000586375+0.00121273j -0.000501252-0.00169491j -0.00310465-0.00107344j -0.0018244-0.000666168j -0.00141592-0.000216362j -0.0011364+0.00169802j -0.000998132-0.00338008j 0.00124504-0.000490827j -0.000228072-0.00193987j -0.00276166+0.00228928j 0.000700944-0.00138257j -0.000427864-0.00253243j 0.00421718-0.00129623j 0.00196492+0.00303018j -0.00540504+0.00130285j 
0.00372026+0.00245256j 0.00147179-0.00199899j 0.0030699+0.00223138j 0.00126615+0.00231565j -0.00201311-0.00343247j -0.000651787-0.000626526j 0.00387501+0.0052798j -0.000973643-0.000724053j 0.00108562-0.000831879j 0.00109168-0.00106069j -0.00181061+0.00105492j 0.00497055-0.00102854j 0.00425803+0.00161416j -0.000301098+0.00118952j -0.00159375-0.00112874j -0.0014697-0.00192662j 0.000498328+0.00182283j -0.0014065-0.00126508j 0.00183144+0.000471788j 0.00677187-0.000907959j -0.00142349+0.00036481j -0.00062007-0.00173023j 0.00142382-0.00120776j -0.00322569-0.00267556j 0.00171183-0.00152099j -0.00327396-0.000722725j 0.000888492+0.000991204j 0.00236393+0.00223176j -0.00189298-0.00397754j -0.0026872+0.000244759j 0.000957994-0.000982326j -0.00570666+0.000950717j 0.000210687-0.00340626j 4.676e-05-0.000939255j 0.00345175-0.000931914j 0.00403045+0.00154326j -0.000546105+0.000792415j -0.000475127+0.000294668j -0.00265706+0.000342435j 0.00193854+0.00271063j 0.000456426-0.00235606j 0.00193217+0.00199172j -0.000683263+0.000691107j 9.08846e-05+0.00488309j -0.0025528-0.000502877j 0.00202041+0.000128407j -0.0022317+0.0028705j -0.00213819+0.0024055j -0.000843492-0.00162565j 0.00151916-0.00113873j -0.00148596+0.00260792j 0.000899219-0.00158018j -0.00169823-5.23529e-05j -0.000978483-0.000809416j 0.000381652-0.00064652j -0.00275305+0.000616137j -0.000806573+0.00118854j -0.00563552-0.00440706j 0.000712307-0.00070016j -0.000499191+0.00473098j 0.00254088+0.00275987j 0.000445064-0.000781761j -0.000791292+0.000988581j -0.00141175+0.00117145j -0.00227406+0.00193812j 0.000502675-0.0026921j -0.00121319+0.00614484j -0.000918396+0.00543113j -0.00152561-0.00302018j 0.00213798+0.00227854j 0.000598035+0.000159538j -0.000805346+0.000484966j -0.00143544+0.000316998j 0.00393284-0.00012499j -0.000292539+0.000835642j -0.00247871+0.00363476j 0.000479428-0.00405371j 0.000256217-0.00109864j 0.00202909+0.000612921j 0.000597557-0.0014868j -4.01159e-05-0.000103434j 0.000674814-0.000408445j 0.000844624+0.00324827j 0.00256559+0.000704694j -0.00458443+0.000571947j -0.00316237-0.00279943j -0.00240253-0.000190385j 0.00114037+0.000979085j 0.000881745-0.00148344j -0.00152868+0.00260766j 0.000673385-0.00126322j 0.00429411-0.000670736j 
-0.00144815+0.000827176j 0.000778628-0.00217736j -2.44468e-05+0.0049078j -0.00399395+0.00377499j -6.26325e-05+0.0077266j -0.00155447+0.00233863j -0.00231666+0.00403813j 0.00012672+0.00269364j -0.00326105-0.000920918j -0.00187004-0.000974307j 0.00172024+0.00225993j -0.0089319+0.00105084j 0.00200397-0.00135785j 0.00287522+0.000684906j 0.00599481-0.000563942j -0.000285416+0.00027647j -0.00289348-0.00533818j 0.000120486-0.000118899j -0.00202313-0.00156196j -0.00830112+0.00140566j -0.00155849+0.00276237j 0.00399106-0.0028701j -0.00209232+0.000185354j 9.13834e-05-6.23892e-07j -0.0064985+0.00182566j 0.00198464-0.00281072j 0.00310545-0.00174564j -0.00201119+0.000569041j 0.00138742-0.000218911j -0.0016679-0.00574902j 0.00548964+0.0039043j 0.00438641+0.00164916j -0.00199056+0.00183069j -0.0020252-0.000903412j -0.00281504-0.00297246j 0.00155686-0.000182269j -0.00347933+0.00219599j -0.000618821-0.00243986j 0.00376427-0.00381873j -0.00300622+0.000372843j 0.00244022-0.0030413j -0.000588522+0.00345696j -0.00373579+0.000354273j 0.0027925-0.0032455j 0.00615302-0.00123646j 0.00186968+0.00677177j 0.00233182-0.00423097j -0.00136879-0.00107995j -0.000644775+0.00043438j -0.00219421+0.00378077j -0.00149502-0.00152556j -0.00264595-0.000960147j -0.000419412+0.0111397j -0.00226062-0.00679323j -0.00257705+0.00115348j -0.00684909-0.00363802j 0.00655621+0.00138779j -0.0012749+0.00103756j -0.00226221-0.00267808j -0.00506925+2.54417e-05j 0.00219991-0.00413445j -0.0037652-0.0026484j 0.00213046-0.00473089j 0.00167898+0.00387459j 0.00297002+0.00261297j 0.00264408-0.00069719j -0.00381421-0.00342782j 0.0031819+2.72869e-05j 0.00325307+0.00600465j -0.00264305-0.0059449j 0.00450007+0.00182138j -0.000332429+0.000687276j -0.0027112+0.000634001j -0.0024028-0.00050977j 0.000512969-0.00111766j 0.000470236+0.00196287j -0.000728709+0.00203995j 0.00225213+0.000426694j -0.00211252+0.00167277j -0.00053873-0.000750529j -0.000132343-0.00227373j -0.000751916-0.000901168j -0.00310905+0.00287202j 0.00190654-0.00247818j 0.000638073-0.00485229j -0.000406608+0.00161568j -0.00184865-0.000433414j 0.0012788+0.00135196j 0.00098715+0.00416169j 5.34185e-09+0.00264352j -0.00410126-0.0052756j 0.000169192-0.00336271j 
-0.000559335-0.00134142j -0.000361945+0.00127869j 0.00119722-0.0023917j -4.78953e-06-0.00103633j -0.000161434-0.00142277j -0.00213414-0.00048097j -0.000468211-0.00186544j -0.00101577-0.000803697j 0.000436899+0.000889757j -0.000526435+0.00202977j -7.04378e-05-0.00171822j 0.000101165-0.000290284j -0.0017+8.89226e-05j -0.00128313-4.77473e-05j -2.99447e-05-0.000776319j -0.000719051+0.00037345j 0.000964589+0.00229034j -0.000274073-0.000131601j -0.000839305-0.00045067j 0.000754801-0.00157166j -0.000574791-0.00201589j 0.00136623+0.00219013j 0.00118325-0.00318066j -0.000646353-0.00105466j 0.000396257-0.000402058j -0.00101171-0.000930241j -0.00283185+0.00174946j 0.000415191-0.00281296j 0.00175067+0.00263284j 0.000217942+2.46104e-05j -0.00192591-0.00179261j 0.00142881-0.000635238j 0.00169655+0.00309591j 0.000262421+0.00237781j 0.000900376-0.00106974j 0.000794321-0.000113665j 0.00129799-0.00142691j 0.0001604+0.000380082j -0.000743261-0.000617083j -0.000581549+0.000790371j -0.00147822+0.000872153j 0.000938788-0.000889869j -0.000416087-0.00029911j -0.000721701+0.000663947j -0.000777686+0.000576521j -0.00335061-0.00318889j 0.000934252+0.00176037j -0.0019727+0.000467835j 0.000427422-0.000396085j -0.00181441-0.00120224j -0.000816646+0.00203968j 0.00156662+0.000207984j 0.00242078-0.00257299j -0.00155957+0.00149728j 3.21495e-05+0.000434821j 0.00190762+0.00130315j 0.000119204-9.24128e-05j 0.00374973+0.00172614j -3.38749e-05-0.000116962j -0.000668834+0.0015586j -0.00104127-0.000616486j 0.000292101+0.00117583j 0.00102019-0.000464487j -0.00177137-0.00154279j -0.000768765+8.08705e-05j 0.000378244-0.000615877j -0.000757248-0.00056516j -0.000722439+0.000219527j 0.00134114-0.00159233j -0.000485449+0.0012413j -0.0012627+0.000205003j 0.00073573-0.00106187j 0.000728284-0.00245188j 0.00103215-0.000281993j -0.000621503+0.000868164j 0.00103083-0.0013763j 0.000616415-0.00212536j -0.00266873-0.000985741j 0.000191909-0.000909428j 0.00135236-0.000253021j -0.000271951+0.000601206j -0.000707585+0.000391145j 0.00184846-0.00121992j -0.000515429+2.61697e-05j -0.00261622+6.45404e-05j 0.00138245+0.00154572j 0.00180952-0.0020113j 0.000314416+0.000594739j -0.000322942+0.0013703j -0.00138961-0.00235394j 7.0617e-05+0.00016627j -0.000320376+0.000816352j 
-0.0022851-0.0025546j -0.00188748+0.00254765j 0.00048419+0.00119568j -0.00160049-0.00302728j 0.000112274+0.000256958j -0.00345195-0.00266222j 0.0041208-0.00541711j -0.00286852-0.00206296j -0.00466078+0.00348402j 0.00169081+0.00606218j 0.00429052+6.48602e-05j -0.00682213+0.00644541j 0.00169493-0.000914826j -0.00282507+0.000706058j 0.00852792+0.00288674j 0.00136376+0.00596024j -0.00495733+0.00188404j -0.00258629+0.000160713j -0.00133446+0.00539338j -0.00810997+0.00403799j -0.00223842+0.000787199j 0.0016991-0.00192554j -0.000300664+5.16034e-05j 0.00208898+0.000749301j -0.0112094+0.00516316j 0.00293522-0.00285686j -0.0014957+0.00287841j -0.00217724-0.00166304j 0.000341181+0.00174931j -0.00239348+0.0017185j 0.000706275+0.00555822j 0.00517818-0.00359221j 0.000298386+0.00214093j 0.00153143+0.00441628j 0.000202276-0.00405032j 0.00213642-0.00807298j 0.0020945-0.00392848j -0.00111978-0.00612418j 0.00156634-0.000917007j -0.0077379-0.000728416j -0.000180601-0.00174564j -0.00212538+0.000650933j -0.00453651-0.000474242j 0.00366168-0.00188939j 0.00492983-0.000500509j -0.00222354+0.000760679j 0.00768679-0.00399867j 0.0048529-0.00128902j 0.00173572+0.00267854j -0.00124177+0.00808189j -0.0011523-0.00780102j 0.00239896-0.000189063j 0.00349057+0.00462j -0.000873279-0.00437506j 0.00111886-0.00553993j -0.00236738-0.00269342j 0.000910901+4.70158e-05j -0.00122282-0.00316077j -0.0032808-0.000384054j 0.00348129-0.00613348j -8.50159e-05-0.00397991j -0.00254868-0.00701578j 0.00438781+0.00178614j 0.00465268-0.00583153j 0.00204309+0.00524196j 0.0031391+0.00180372j 0.00519931-0.00233863j -0.000499337+0.00321224j 0.0012519+0.00172245j -0.0022401-0.00687388j -0.00045492-0.000607991j 0.000312805-0.00488167j -0.000799657+0.00320965j -0.00301503-0.00416539j -0.000660128-0.000519401j 0.000916968+0.000810278j 0.00251896-0.0014515j 0.00116053-0.00224851j 0.00170688+0.00389784j -0.00248064+0.00235083j -4.34641e-05+0.000594871j -0.00094266+0.00245935j 0.0011971-0.00319155j 0.00136697+0.000120994j -0.00216938-0.0038814j 0.00287017-0.000369966j 0.00129892-0.00243095j -0.00401343-0.000130138j 5.10878e-05+0.00175041j -0.0013949-0.00379403j -0.000353679+0.000451142j -0.00560525-0.0015312j 
