0.0735581+0.109499j 0.118753-0.0592649j 0.122661+0.0841323j -0.0487725+0.130561j -0.0833675+0.0409965j -0.023987+0.0529177j 0.0342229+0.045909j -0.0258901+0.040991j -0.00505511-0.0375714j -0.107499+0.00529795j -0.0231898+0.0302428j 0.0207175+0.0438389j 0.0164558+0.033015j 0.0117224-0.0371193j 0.0195556-0.0147012j 0.0644528-0.00510211j 0.0279414-0.04695j 0.00682546+0.0390457j 0.0229211-0.0121234j -0.0144932+0.0149699j 0.00628151+0.020609j -0.00429987-0.029868j -0.0385364-0.00485011j 0.0208448-0.0147597j -0.00925637-0.0840563j 0.0408041+0.0556916j -0.033438-0.0277523j 0.0193382-0.0170028j -0.0357335-0.0124255j 0.0220482-0.088836j 0.0730926+0.0343181j -0.0560165+0.0544048j -0.0115134+0.0277553j 0.00751863-0.0698993j -0.0509144-0.0500626j 0.00546621+0.0330389j -0.0046621+0.0327526j -0.0115372-0.0105154j 0.00459032+0.0255019j -0.0102461+0.0148918j -0.00837462+0.0265685j 0.0112328-0.0237431j -0.00374314-0.000112173j -0.00753597-0.0130447j 0.0061233-0.0172367j 0.0511793+0.0235717j -0.0196524+0.00419562j -0.0155187+0.0436325j -0.00444942+0.00200136j -0.00460514-0.0083559j 0.00543122+0.00590996j -0.0172097-0.0029276j -0.0334186-0.00968481j 0.0308239-0.0290724j -0.0154029-0.0106661j -0.0336431+0.0028345j -0.00032404-0.0127548j -0.0399873+0.00699565j -0.0427478+0.0107282j -0.000871423-0.0237643j 0.0105632-0.079987j -0.0142667+0.00873714j -0.0745415+0.0296666j -0.0594256+0.0922538j 0.00974669+0.00677047j -0.00302327-0.0659811j -0.0770439-0.0365305j -0.059556+0.001281j 0.0143993+0.0387936j -0.0177607-0.0134741j -0.00505251+0.0201965j -0.00203729-0.00426427j 0.0134281+0.00760734j 0.00420077+0.0101293j -0.0199434-0.00660792j 0.00248741-0.0440296j -0.0869044+0.0183657j -0.0569009-0.0509163j -0.0424576+0.025742j 0.0105911-0.0500415j -0.0126209-0.0407482j -0.0156272-0.0399417j -0.0445447+0.095993j 0.0697155-0.0528105j 0.0144062-0.0530344j -0.0467014+0.0282369j -0.0164465+0.0334302j -0.0523592-0.0600797j 0.141737+0.012545j 0.00375292+0.124466j 0.0216907-0.109607j 0.120652+0.0405412j 
-0.00413638-0.00136368j -0.00239674+0.00283266j -0.000876577-0.000549396j 0.00182493-0.00474986j -0.000861714+0.00273512j -0.00238542-0.00511032j -0.00218408-0.00198041j 0.00267148-0.00233988j -0.00168917-0.00315306j -0.00027848+0.00705832j 0.00497016-0.0035972j 0.0041629+0.00297893j -0.0038323-0.000468823j 8.75347e-05+0.00494636j 0.000120537+0.00174557j -0.000455972-0.00323935j -0.00329857-0.000523577j 0.00169026+0.000734444j -0.00371081+0.0010512j -0.000483214+0.000819258j -0.00105187+0.00375337j -0.00546356+0.00307172j -0.00169892-0.000922741j -0.00463602-0.00432049j -0.00342573+0.00498715j 0.000898638-0.00430462j 0.0053524-0.00333195j 0.00665399-0.00292934j 0.00232259+0.00200065j 0.00644887-0.000923346j -0.00389666+0.00164127j -0.000267298+0.000565789j -0.00177164+0.00246362j 0.000276548+0.00435797j -0.00835915-0.00228994j 0.000714537-0.00162317j 0.00306537+0.00246981j -0.00126249-0.00269464j 0.00268596-0.000902158j -0.00170104+0.0017809j 0.000291229+0.00525127j 0.00493179+0.000133093j -8.07969e-05-0.000115473j -0.00159972+0.00043677j -0.000778648-0.00285868j -0.00588552+0.00192644j 0.000653802+0.00195649j -0.00527055+0.00202554j -0.000633534-0.00146594j 0.00354577-0.00133936j 0.00063868-0.00154064j 0.00146606+0.00199687j 0.00120754-0.00712302j -0.00559897+0.00584183j -0.00242806-0.00261435j 0.00567536-0.00226942j -0.00304351+0.00093091j 0.00628789-0.00061348j -0.00389128+0.000156186j -0.00302397-0.00171986j -0.00187133+0.00599696j 0.00223266-0.00149045j 0.00178146-0.00394842j 0.000107844-0.00586307j -0.00140504-0.00149655j -0.00377114-0.00112938j -0.00283935-0.000327194j -0.00126924-0.00128849j -0.00447211-0.00218518j -0.00090106-0.00807816j 0.00487055-0.00388756j 0.00312561-0.00190116j 0.000433906-0.0016116j 0.00337561+0.00220477j -0.000357644-0.000706959j 0.00189643-0.00279913j -0.00305975+0.00240235j 0.00503267+0.00486296j -0.00545471+0.00284215j 0.00207898-0.00303615j 2.25316e-05-0.00223893j 0.00332635+0.00207791j 0.00953152-0.00102804j -0.00171272-0.000192925j 0.00298296-0.005235j -0.00338471+0.00456893j -0.00174168-0.00100393j -0.002422-0.0015304j -0.00105482-0.000817022j 0.00326454-0.0072718j 0.00156694+0.00399121j -0.00491293+0.00305383j 
-0.00216214-0.00152518j -0.00185412+0.00274929j -0.00346481-0.000476683j 0.00509543+0.000724988j -0.00121036-0.00598954j 0.0036101+0.00503934j -3.54038e-05+0.00198048j 0.0012995+0.0021391j 0.00426955+0.00434619j 0.00294397-0.00201508j -0.00466934-0.00448557j 0.00345318+0.000546352j 0.000798354-0.00306401j 0.00630873-0.00155228j -0.00714383-0.00689073j 0.00292093+0.00783721j 0.00372097+0.00842224j -0.00147167-0.00136574j 0.0020049+0.00513743j 0.00346791-0.00817785j -0.00219252-0.00347059j -0.00252269+0.000378614j 0.00436331-0.00456038j 0.000277539+0.00871317j -0.000318208+0.00199853j -0.00178115+0.000171102j -0.00215642+0.00153291j 0.00287223-0.00696614j 0.00339493+0.00604169j -0.00140107+0.000763779j -0.00308817-0.00706835j -0.00177447+0.00291841j 0.000266662-0.000523396j 0.00362471+0.00455856j 0.00364054+0.00317341j -0.00506643+0.00563628j -0.00690112-0.0157918j -4.33699e-05-0.000600751j 0.00529874-0.00172459j -0.000861404-0.00112106j 0.000605912-0.00111691j 0.00814317+0.00465754j -0.0058514+0.00274112j -0.00399412+0.000990755j 0.00398858-0.000999123j 0.00474149-0.0057693j 0.00460296-0.00521987j -0.000716283+0.00119249j -0.00234871-0.00408971j -0.00604828+0.00648893j -0.00284904+0.000766022j -0.000222132+0.00312298j -0.000192431+0.00168136j 0.000239332-0.000685923j -0.000491885-0.00438827j 0.00554082+0.00528276j -0.00104169-0.00168703j 0.00135228+0.000106351j 0.00334849-0.000997412j -0.00587867+0.0020183j -0.00587484+0.000981371j -0.0028294+0.000951946j 0.00301324+0.00192538j 0.00383799+0.00367921j -0.00239634-0.000508153j 0.00150745+0.00113681j 0.00233425+0.00352154j -0.00023529+0.00884785j 0.00128684-0.00407776j 0.0031839-0.00236289j 0.00217955-0.00129146j -0.00254681+0.000437733j 0.00946135-0.00328787j -0.00580354-0.00288217j -0.000446408-0.00416622j 0.00234199-0.0012183j -0.000545384-0.00745781j 0.000407275+0.000210427j -0.00163547+0.00193586j -0.00032608-0.00347259j -0.000916421-0.00408218j 0.000688202-0.00206277j 0.00241232+0.00210933j 0.00130796+0.00633193j 0.00269948+0.00108477j 0.00109658-0.00213007j 0.000271898-0.00035824j -0.00102326+0.00371993j -0.00278838-0.000677669j 0.00213347-0.00663582j -0.000324235+0.00141831j -0.0020676-1.9241e-05j 
0.00151297+0.000710152j 0.000756277-0.00168064j 0.00338881+0.00252284j -0.00337828-0.00449982j -0.00119899+0.0104041j -0.00900474+0.000111869j -0.0010094-0.00259828j 0.00122373-0.00660589j -0.00397187-0.00931787j -0.0054044-0.00177152j 0.000556534-0.00143494j -0.00225271+0.00259383j -0.00215126-0.0032728j -0.00242319-0.00299253j 0.00707497-0.00620437j -0.00247095+0.00601665j -0.0024425-0.007831j -0.00713154+0.000854283j 0.00325083-0.000513015j -0.00610219+0.00324839j -0.000707255+0.00323563j -0.00381125-0.00368578j -0.0039953-0.000676611j -0.00172434+0.00367917j 0.00408761+0.00198387j 0.000912202-0.0048814j -0.000878864+0.00438609j -0.00671362+0.0078486j -0.00144495-0.00590757j 0.000502393+0.000209942j 0.000187636+0.00144967j 0.00566865-0.00270717j 0.00423892-0.00341753j -0.00399759-0.00208219j -0.00548958+0.00159529j 0.00511937-0.00545583j 0.00512834+0.00329741j -0.00917393+0.0029113j -0.0113669+0.000649783j -0.00188663-0.0040053j 0.00715555+0.00480257j -0.00153146-0.00395542j 0.00476716-0.00377036j 0.0024398-0.00108361j -0.00419814+0.00357467j -0.00132002-0.00149743j -0.0014735+0.00510674j 0.00292417+0.00306372j -0.00580541-0.00151784j 0.0014819-0.0012019j -0.00744596+0.00196111j -0.00139295+0.00161577j -0.00118853-0.00282483j 0.00118271-0.00657183j -0.00137941-0.00178528j 0.00554432-0.00146307j -0.00098267+0.00107616j 0.00175034-0.00386632j 0.0019551-0.00299521j -0.00223554-0.00163294j -0.00176468-0.00629922j -0.00155478+0.00234711j -0.00242474+0.000500368j -0.00367932+0.00453561j -0.00134612-0.00108671j 0.00118738-0.00132742j -0.00359358-0.000475764j 0.00174175-0.000787941j -0.00063293-0.00190284j -0.0014932-0.0012085j -0.00487919-0.00125127j 0.00779608+0.00244258j -0.00766123-0.000576357j 0.0112168+0.000690887j 0.00563895-0.000255612j 0.00404898-0.00191511j 0.000904313-0.00197955j -0.000307503+0.00111206j -0.00346748+0.00176958j -0.000418981+0.00134457j -0.00264175-2.69694e-05j -0.00154864-0.00131171j -0.00338683+0.00084801j -0.000751987+0.00306569j 0.0034722+0.000456613j -0.00108534+0.000556434j 0.000809886-0.000439007j 0.00301537+0.00109942j 0.000138801+0.00088865j -0.0020464+0.000526631j -0.00222396-0.00159999j 0.00224505-0.00186211j 
0.00238586+0.000701798j -0.000246561-0.00224533j -0.00207658-0.00173503j -0.00419068+0.00421992j 0.00683812-0.00107014j 0.00168611+0.00199856j 0.00175061+0.00364327j -0.00266078+0.00253307j -0.00187759+0.00152445j -0.00256026-0.00645572j -0.000169127+0.00975583j -0.00319434+0.000110258j 0.00482146-0.00287161j -0.00295441-0.00502059j 0.00194226+0.00112512j 0.00103847-0.00268939j 0.00277155+0.00539343j 0.00406019-0.00396197j 0.0026492-0.00191735j 0.00396604-0.00573042j 0.000590667-0.00786199j 0.00446951-0.000804306j 0.000192761+0.000958631j 0.00173611-0.000511169j 0.00181128-0.00134115j 0.00045293+0.000230666j -0.00077219-0.00113358j -0.0050298+0.000704865j -0.00235459-0.0018497j 1.90495e-06+7.80931e-05j 0.00566322-0.000292344j 0.00239558-0.00354356j -0.00352998-0.00534259j -0.000705615-0.004827j 0.00748236+0.000309588j -0.00133119+0.00215978j 0.0067376+0.00290897j 0.00180847+0.0026823j -0.00502712+0.000779342j 0.00524665-0.00246957j 0.00126048-0.00784621j -0.00488206+0.00362224j 0.00757643-0.000305235j 0.00715856-0.000444364j 0.00127727-0.000244416j -0.00152383-0.000343613j 0.000891054+0.000207708j -0.00123178+0.00134578j 0.00108377+0.00439415j -0.00514884-0.00268484j -0.00329684+0.00115905j -0.000889738-0.00153724j -0.00511569+0.0101045j 0.00520564-0.000191146j 0.00328803+0.00312601j -0.00512493-0.00200874j 0.00642493-0.00227506j -0.000390394+0.00232173j 0.00322498+0.00292641j 0.001744+0.00365338j -0.00303268-0.000258882j 0.00647066-0.00278907j 0.0011365+0.0012704j 0.00513128+0.000321525j 0.00295071+0.00355985j 0.000268715-0.000269516j 0.00261817-6.81474e-05j 0.0025807+0.00363969j 0.00368923+0.00445222j 4.03812e-05+0.00231299j 0.00143685+0.0051551j 0.000368255+0.000888843j 0.00476744+0.00858015j -0.00635393+0.00287087j 0.00151126+0.00332157j -0.00636844+0.00302044j -0.00106056-0.0036713j -0.00352893-0.000572342j 0.0020002-0.00731674j -0.000535503+0.00181167j 0.00480945+0.000512622j 0.00102113-0.000232119j -0.00410735+0.00199589j 0.000447713+0.000393955j 0.000486106+0.00150063j 0.00354854-0.000115812j -0.00121731-0.00177528j 0.00119943-0.00116099j -0.000103933+0.000870254j -0.000725455-0.00404622j -0.000844589-0.000567669j 0.000493519-0.000313085j 
0.00603079-0.00122573j 0.000562389-0.00574257j 0.000888226+0.000735006j 0.00210276-0.0020161j -0.00247443-0.000107229j -0.000967346-0.00512034j -0.00296785+0.00114072j -0.000470907+0.00205859j 0.00571656-0.000609657j 0.00252867+0.000479193j -0.00132273-0.00382867j -0.000139079-0.00216429j 0.00103417+0.00386212j 0.0023156+0.00499824j 0.000375371-0.000903423j -0.00117275+0.00308082j -0.00342102+0.000685094j -0.00567296+0.00294626j -0.00184429+0.00133392j -0.00146526+0.0069469j -0.000538623+0.00521421j 0.000147423-0.00539306j 0.00212951+0.00367562j 0.00319384-0.000600123j 0.000742337-0.00357127j 0.00146429+0.00810856j 0.00273015-0.0026276j -0.000792916+0.00599675j -0.00654997-0.00223546j 3.99782e-06+0.0021895j 0.00275848+0.00326712j -0.00383976+0.00274635j 0.00291616-0.00125514j 0.000786481-0.000800921j 0.00121465-0.002914j 0.00216108-0.00117683j -0.00378675+0.00568089j -7.37365e-05-0.00109414j -0.00266893-0.000715444j -0.00108153-0.00129128j -0.00503712+0.00356424j -0.00902269+0.00532659j -0.00385294-0.00170905j 0.000272743-0.00201393j -0.00197246-0.000979838j 0.0090891-0.00261568j -0.00610573+0.0027989j 0.00201136+0.00283317j 0.00150487-0.000455998j -0.00105362+0.00313875j -0.000754308+0.00019602j -0.000146418+0.00346823j 0.00202345+0.00119544j -0.00027672+0.000787673j -0.00264252-0.000502364j 0.00175207+0.00346383j 0.00246058+0.00337389j 0.00481022-0.000117048j -0.00205636+0.00336476j 0.000349904+0.00124708j 0.0013533-0.00383633j -0.000310022+0.004398j 0.00016123-0.000296401j 0.00259184-0.00217505j 0.00413114+0.00276094j 0.0038107+0.00359586j 0.00314534+0.00156304j 0.00217832+0.000545381j 0.00333574+0.00364464j 0.00353308+0.00452073j -0.00168757+0.00714206j -0.00218434+0.000929491j -0.00355504+0.00277067j 0.00412104+0.000124537j 0.00647332+0.00434244j 0.00379915+0.00483785j 0.00419769-0.000937324j -0.00204547+0.00326892j 0.00278507-0.0024534j -0.00156856+0.00317083j 0.00586759+0.00684113j -0.0019431-0.00406674j -0.00497076+0.00422718j 0.000221775+0.00303431j -0.000363591+0.0035206j -0.000491804-0.00225416j -0.00174969+5.69835e-06j 0.00265319-0.0025475j -0.00259739+0.00133885j -0.000151316+0.00161594j -0.000896849-0.00506974j 0.00476332-0.00213366j 
0.00345016-0.000193651j 0.000130449-0.00316501j 0.00427795+0.0016447j -7.05885e-05+0.00692484j -0.00437737-0.00225808j 0.00320826-0.000204212j -0.000794677+0.00178596j -0.000625524+0.00309214j 0.000199465+0.00175797j 0.00135631-0.00182224j -0.00272743-0.00146672j -0.000784696+0.000982507j -0.000430676-0.000444079j 0.00170404-0.00122334j -0.000220881-0.00231126j -0.00039598+0.00222493j 0.00196966-0.000368267j -0.00105242+0.00173558j 0.00276294-0.000350496j 0.000224519-0.00108464j 0.000746989+0.000729354j 0.000827125-0.000558738j 0.00086859-0.00227442j 0.00146707-5.67402e-05j -0.000108423-0.000638145j -0.000610207+6.04607e-05j -0.000691819+0.00118304j 0.00143722-0.00302543j 0.00324189-0.000986993j -0.00165532-0.00229866j -0.00121626+0.00205776j -0.00127367+0.0011207j -0.000387184+0.000347346j 0.00054162-0.000168892j 0.000103343-0.000798624j -0.00290446+0.00226616j -0.00152204-0.00266143j 0.000340656+0.000432071j 0.00338865-0.00336496j -0.00163822+0.000905184j -0.00067091-0.000842797j 0.00223014-0.00137835j -0.00238194+0.00075875j -0.00079645+0.00252282j 0.00122588+0.000775042j -0.00371553-0.00254627j 0.00181321-0.000690496j -0.000998027+0.00167882j 0.000623639+0.000852174j -0.00140276+0.0027777j 0.00184307+0.000531223j -0.0022131-0.00078841j 0.000191944+0.000237042j -0.000986428-0.00133641j -1.16638e-05-0.00147879j -0.000696933+0.00198483j -0.00180453-0.00278916j -0.002484-0.00152089j 0.000632172+0.000729198j -0.00285242-0.000496291j 0.00294033+5.37685e-05j -0.00256753+0.000232598j 0.00195259+6.65905e-05j 0.00358887+0.000538477j -0.00149798-0.00167989j 0.000816688-0.00274899j -0.00334789+0.00157767j 0.00028502+0.00094048j 0.000775707-0.000384342j 0.000894885+0.00362483j -0.00247357+0.00020498j -0.00302001-0.00253007j 0.00103652-0.0037872j -0.00203825-4.01371e-05j -0.00465173-0.00307303j 0.000987326+0.00115089j -0.00324399-0.00218209j -0.00220198-0.00157472j 0.00136945+0.00182663j 0.00412726-0.00368982j -0.00180442-0.00116954j 0.00333017-1.63267e-07j 0.000648119+0.00276144j 0.0010102+0.000945054j -0.00307492-0.00163927j 0.000185924+0.0021147j 0.00194194-0.0013423j -0.00209586-0.00172246j -0.0024872+0.00387587j -0.00357761+0.00114676j 0.000497138-0.00777214j 0.0068563-0.000720732j 
9.57091e-05-0.0005888j -0.000357423+0.00189056j 0.00107872+0.000980586j 0.00314707-0.00265861j -0.00281742-0.00628482j 0.00170036-0.000800003j -0.000756448-0.00332727j 0.00120586+0.00176563j 0.0020297+0.00703149j 0.00346951+0.0029007j -0.00605457-0.00507432j 0.0022021-0.00264844j -0.00173124+0.00449227j 0.00806571+0.00218816j -0.00607552+0.00248783j 0.000473953+0.000981034j 0.000430577+0.0013915j -0.00422736+0.00180919j -0.00472315+0.00691176j -0.00180318+0.00170674j -0.00227581+0.000423821j -0.00275502+0.000713561j 0.00131389+0.00274016j 0.00297318+0.00112585j 0.00198282-0.000558677j -0.00532221+0.00741812j -0.00150471+0.0011906j 0.000421455-0.000486345j -0.000601707+0.0034653j -0.000354106+0.00389148j -0.00243195-0.00287306j -3.59774e-05+0.00420289j 0.00169235+0.00585768j 0.00281366-0.00284869j 0.00125039+0.00505258j -0.00148109-0.000632738j -0.00761522-0.00267573j 0.00243978+0.000640489j 0.00692068+0.00250726j 0.00155095+0.000317506j -0.00445925+0.00252638j 0.00165934-6.29528e-05j -0.00437597+0.00434742j -0.00534181-0.000430567j 0.000153828-0.00121224j 0.0116913-0.0031312j -0.000110428-0.00265726j 0.00555737-0.00440478j -0.00213329-0.00541825j 0.00237683+0.00349226j -0.00181859-0.00562746j 0.00303298+0.0012593j 0.00492608-0.00423452j 0.0008712+3.8208e-05j -0.00318333-0.00140911j 0.00222378+0.00430012j -0.00291814+0.00249046j 0.00137836+0.00119195j 0.00337272+0.000164507j 0.000247687+0.000141524j -0.00250093-0.00209612j -0.00524815+0.00311608j 0.00145844+0.00334407j -0.00387566+0.00217385j 0.00062963-0.0032146j 0.00221442+0.000196679j 0.00263857-0.000431149j -0.00130292-0.00417342j -0.000913406-0.00197389j -0.000599545-0.00210901j 0.000347075-0.000977353j 0.000399414+0.00373094j 0.00251118-0.00190891j 0.0012243-0.00345421j 0.00246652-6.18527e-06j -0.000156033-0.000828133j 5.59641e-05-0.000344768j 0.000313252+0.00176699j -0.00112378+0.00128351j -0.00487277+0.00290239j -0.00138013+0.000538435j -0.00508809-0.00268917j -0.00297954-0.000869727j -0.0014291-0.000194128j 0.00457159+0.00309874j 0.0022927-0.00117489j 0.00212822+0.00237276j 0.00300394+0.00407302j 0.00265151-0.00275533j -0.0049881+0.00102591j -0.000793002+0.00232169j 0.000967868+0.000260709j 
-0.00240303-0.00224168j -0.00128338+0.00159203j -4.17914e-05-0.00164762j 0.00221824-0.00346256j -0.00292364-0.000199077j 0.00229887+0.000265537j -0.000574669-0.00158373j -0.000680202-0.00126156j 0.00222979+0.00116772j 0.00352648+0.00355288j -0.00186106-0.00452994j 0.000185734-0.00308951j -0.00245825-0.00100983j 0.00117663+0.00185406j -0.00376268+0.00181073j 0.000403492-0.00231536j 5.63313e-05+0.00027762j -0.00257758-0.00153001j -0.00129386+0.000149404j 0.00129602-0.000303657j -0.00048834+0.00253937j -0.000815529+0.00245864j 0.000766385-0.00364442j 0.00258005-0.000824045j -0.00319582+0.00177771j -0.00409397+0.000181167j 0.000305078+0.000754383j -7.72951e-05-0.00619325j 0.0012881+0.00284818j -0.00167437+0.00155044j -0.00228898-0.00329858j -0.00619235-0.000260414j 0.00278882+0.00707801j 0.00221031+0.00543225j -0.000313565-0.00518524j -0.000586096-0.00204173j -0.00282993+0.000887149j 0.00290529-0.00161606j 0.00693752-0.000583378j -0.00248598-0.00151717j -0.00427526+0.000734363j 0.00312731+0.00348579j -0.00238812+0.00140409j -0.00132913-0.000650972j 0.000378201-0.00158935j -0.000290896-0.00547132j -0.000175627+0.00295553j 0.000684022-0.00026146j -0.000932262+0.000685519j 0.00216712+0.00357285j -0.000726502-0.00142503j 0.000985328-0.000221497j -6.79162e-05-0.00146969j -0.00244852+0.000679859j -0.000538628+0.00178184j 0.000925381+0.002873j -7.67911e-05-0.0034133j 0.00198642+0.000477724j -0.00105809-0.00266541j -0.00378151+0.000888442j 0.00503497-0.00236578j 0.00149026+0.0017427j 0.00297896-0.00409524j 0.000152582+0.00449131j -0.0017173-0.00110013j 0.00307511-0.00098586j -0.00539897-0.000970392j 0.00123488+0.00116627j 0.000221559-0.00243629j 0.00165138-0.000301397j 0.00196393-0.00192686j -0.00201434+0.00218646j -0.00160445+0.000795197j -0.00202981-0.00028043j -0.00356151-0.000587649j 0.00262402-0.00303103j 0.00517854-0.00219702j -0.00189452+0.00281207j 0.0019153+0.0012128j 0.00191778-0.00139136j -0.00114758+0.00261023j 0.00139344+0.000681253j 0.00299505+0.00138569j 0.00359256+0.00782384j -0.00231765-0.00458477j -0.00240972+0.00504494j -0.00124997-0.00394878j 0.000198844-0.00111497j -0.0023744-0.000119285j 0.000598596-0.00656399j 3.79921e-05+0.000671019j -0.00162691+0.000493392j 
0.00190561-0.000344515j 0.00025686-0.00380234j 0.00205711+0.000181173j -0.000240384+0.00415685j -0.00176205+0.000909606j 0.00250559+0.00260539j -0.00250936+0.00184443j 0.00118065+0.000908815j 0.00198503-0.00217557j -5.93611e-05-0.00100817j -0.00188699+0.00122566j -0.00115702-0.000652545j 0.00113238-0.00128654j 0.000157342-0.000887937j 0.00103328-0.00366008j -7.96925e-05+0.00239653j 0.002526+0.00226406j -0.000516352-0.00156198j 0.000393806-0.000311109j -0.000845533-0.00174188j -0.00119686-0.00274177j 0.00170882-0.00334132j -0.000138286-0.00429001j 0.000260491+0.00262627j -0.00171484+0.000405859j 0.00255375-0.0019204j -0.00147717-0.000463011j 0.00184188-0.00242839j 0.00123589+0.000898258j -0.00122038-0.00194038j -0.000159028+0.000628658j -0.00164677+0.00423591j -0.000184294+0.000350952j 0.000453091-0.00202332j -0.000950983-0.00472641j -0.00245667+0.00113269j -0.00335062-0.00397302j -0.00102827+0.000648808j 0.00454842+9.36115e-06j -0.000733055+0.00190417j 0.00206522+0.00255678j 0.00477015-0.00457333j -0.000873508+0.000524701j -0.00224088-0.00346227j 0.0010609+0.00276408j -0.00259294+0.00176529j 0.00325628-0.00266871j -0.00118833+0.000490974j 0.00192237+0.000592051j -0.0043013+0.00116652j 0.00152862+0.00449773j -0.000480595+0.00127076j -0.000554529+0.00361438j -0.000728549+0.00274254j 0.00147935+0.00147093j 0.000796522+0.00223273j 0.00365341-0.00274622j 0.00438047+0.00441689j -0.00267584+0.00469945j -0.00135407-0.00128627j -0.00231523-0.00508706j 0.000772185-0.00114931j -0.00154374-0.000435634j 0.000756888-0.00368861j -0.000341065+0.00126238j 0.000779587-0.00251437j -0.00427243-0.00236972j 0.00376527-0.000370306j 0.000505961+0.000189879j -0.00102517-0.00105196j 0.000276506+0.00132717j -0.00326447+0.000825007j 0.00158952-0.00303941j -3.54859e-05+0.000738122j -0.00231148+0.000438512j 0.00278366-0.000225373j -0.00403237+0.000151722j 0.00200938-0.000973665j 0.00302194-9.86547e-05j 0.00043747-0.00195788j 0.00186296-0.00399009j 0.00235224-0.00451196j -2.60906e-05+0.00134397j 0.00249966-0.000237193j -0.000128899-0.000565009j -0.00231812+0.00485318j 0.00249019+0.000881253j -0.00107292-0.00602013j 0.00172176+0.00576719j 0.0011976-0.00315684j -0.000230818-0.0068086j 0.00408743+0.00127897j 
0.00233498-0.00305534j -0.00164545-0.00314837j -0.000613578-0.00177771j -0.00136685-0.00191079j 0.000612075+0.00131169j 0.000215138-0.00228776j -0.00182199-0.000730331j -0.00300674-0.000774001j -0.000323992-0.00244143j 0.00140157-0.00467227j 0.00153906+0.000799035j -0.0032936-0.00376936j 0.00119184-0.00166023j -0.00338781+0.00062766j 0.00484566-0.000295911j -0.00194422+0.000774125j 0.00131859-0.00077065j -0.000141712+0.000591682j 0.00319516-0.00401702j 0.00111387-9.05337e-05j 0.000706017+0.000618238j 0.00250884-0.00086335j -0.00315457-0.00117697j -0.00176402-0.0033399j 0.0024455-0.00426359j -0.000523417-0.00139459j 0.00127304-0.000999084j -0.00165347+0.00161558j 0.0010307-0.00165211j -0.00273528+0.000539523j 0.00249134-0.00153107j 0.00194873+0.000499137j 0.00149703+0.00103229j -0.00224681-0.00201838j -0.00134035-0.000346446j -0.000298745-0.00414671j 0.00134951+0.00278497j -0.000274024-0.000426948j -0.00263878-0.000989029j -0.00172876-0.00340841j 0.00399375-0.00241951j -0.00511851+0.00195164j -0.000360906-0.00395497j -0.00114845-0.000331279j -0.000444825+0.0042794j -0.00684306+0.000853136j 0.000194301+0.000832817j 0.000311193-0.00553124j 0.00310406-0.000512742j -0.00191095+0.00304415j 0.00234036+0.00399183j -0.00169515-0.00612122j 0.00613724+0.00212422j 0.00298164-0.00601172j 0.00148629+0.00290992j -0.00154169+0.00147179j 0.000335842-0.0064649j -0.00199921-0.00231334j 0.00358491+0.00343262j -0.000860536-0.0025544j 0.00734693-0.0080121j -0.000188216+0.000577557j -0.00110111-0.00239012j -0.0038154+0.00207419j 0.000690645-0.00138222j 0.00244251+0.000938878j -0.00836632-0.0025888j 0.00478964-0.00824094j 0.00521664-0.00450214j 0.00180023+0.00731659j -0.00313226+0.00395767j -0.00596176+0.00148059j -0.003729-0.0013135j 0.00058253-0.00294733j -0.000235213+0.00223024j 0.00432775-0.000169199j 0.00259649-0.000889257j -0.00371047+0.000704187j 0.00284787-0.00265783j -0.00017942+0.000948458j -0.000805551+0.00152023j 0.00170905+5.96106e-05j 0.00033131+0.00312432j -0.000530784+0.00151351j -0.00630419+0.00353142j -0.00253224+0.00312591j -0.000448711-0.00102094j -0.00223318-0.00606458j -0.00688269+0.00274634j -0.000602031+0.00237095j 0.000478477-0.0056608j 0.00378374-0.00294645j 
