0.193214-0.0879733j -0.0792682-0.209248j 0.032155+0.0528043j 0.0112678-0.00987764j 0.0936892+0.156802j 0.0526818-0.0847579j -0.106786+0.146874j -0.0822677+0.105594j -0.0277726-0.0473251j -0.0391015-0.0126725j -4.73635e-06+0.06139j -0.0233679+0.0675105j -0.0115574-0.0591573j -0.0101859+0.0783557j 0.0335379-0.0143975j -0.0255163+0.0371196j 0.0595818+0.00378845j -0.10148+0.0551069j 0.0730956-0.0907789j 0.131766-0.0781475j -0.0160313+0.0911971j -0.0947062-0.0234127j -0.187261+0.0828104j 0.181565+0.131683j -0.0227848+0.106895j -0.0434673-0.0276741j -0.1991-0.0505817j 0.0136922-0.0305649j -0.109938-0.0551981j -0.0164262-0.0420091j -0.11309+0.199067j 0.279818+0.0362578j 0.0961288+0.191574j 0.0531091+0.16119j 0.00493555-0.13555j -0.14392-0.0506898j 0.228185+0.120072j -0.0100562-0.105116j -0.0584177-0.0607234j -0.0450323+0.125777j -0.0514159+0.0890549j 0.00705064-0.0103014j 0.0160587+0.0074385j -0.0396054-0.0299597j 0.0269933+0.0470791j -0.0260185-0.1136j -0.0755024-0.0229717j 0.0106033-0.0295095j 0.0463207+0.0823822j -0.0386674+0.00696604j -0.0723772+0.049127j -0.0423579+0.0922509j 0.0656528-0.0612699j 0.135729-0.22333j 0.0802092-0.0810322j -0.044248-0.0883536j -0.000710474+0.0125125j 0.00466887-0.0326108j 0.0105843+0.0267996j 0.0334933+0.00338429j 0.0336099+0.0097446j 0.00611269-0.0116661j -0.0709205+0.0283895j 0.0429252+0.0197258j -0.0182379-0.018495j 0.00168341+0.0189582j -0.0198239-0.0157882j 0.0372421+0.0116212j -0.0151959+0.0168376j -0.0022636-0.00456827j 0.00593656-0.00824224j 0.00730732+0.00216583j 0.0028213+0.0292969j -0.0130382-0.00711398j -0.00837693+0.0202416j 0.0054094+0.0222902j -0.0131418-0.00355185j -0.00123424-0.0109916j -0.00370618-0.0176001j -0.00957911+0.0112517j -0.00023701-0.0234651j -0.00788088+0.000456188j -0.0260464-0.0185132j 0.0211612-0.00424979j -0.0344921-0.0344234j 0.0112844+0.0153363j -0.0106986-0.0203375j 0.012393-0.00790917j 0.0169681-0.0101823j -0.0323402+0.0320753j 0.00517708-0.0244941j -0.0282773-0.0162473j -0.0304003-0.0444346j -0.0621616+0.0122283j -0.0201109-0.0624108j 
0.00150126-0.0025076j -0.0028594-0.00151709j -0.00226106+0.000297913j 0.00136975-0.000865004j 0.000326545+0.00223899j -0.00456348-0.00367205j -0.000265651-0.000707918j 0.00157665+0.0023909j -0.00392149-0.00264212j -0.00150578+0.000776949j -0.00193674+0.00342375j 0.000465397-0.000147548j -0.000732913-0.000700402j 0.000334201+0.00163265j -0.00264318+0.000469671j -0.00110129-0.00213506j -0.00288787+1.02047e-06j -0.000715788+0.000633662j 0.00168677+0.00248689j 0.00320982+0.00515267j -0.00424158-0.00343681j -3.21936e-05+0.000108496j 0.00410027-0.00399269j -0.00200384+0.00161548j 0.00542244+0.00225684j 0.000978272-0.00276032j -0.00178018+0.00269641j 0.00208372-0.00268322j -0.00378405-0.00331453j 0.00529302-0.00165954j -0.00888039+0.00121817j 0.00302081+0.00151624j 0.00118184-0.000317608j -0.00102736+0.000976481j -0.0055175-0.00107169j 0.00350115-0.0023937j -0.00218609-0.00246686j -0.00395537+0.0019598j 0.00108453-0.00764928j -0.00027772+0.00368533j 0.0100529+0.00324758j -0.000822557-0.00314203j 0.00157903-0.000806037j 0.00428465-0.00668897j -0.000309582-0.00333412j -0.00093616+0.00765493j 0.000310483+0.00225353j -0.00274323-0.00200284j -0.0049282-0.00554382j 0.00693033+0.00215428j 0.00479588-0.00339142j 0.000834396-0.00528763j 0.00789871-0.0035608j 0.00535064-0.00209199j 0.00299933-0.00748096j -0.00242172+0.00138739j 0.00566809-0.00143031j -0.00262092-0.0012237j 0.00441534+0.00154227j 0.00539042+0.00113869j 0.00932571-0.00485141j 0.0101724+0.00947257j 0.00200493+0.00203395j 0.00550842+0.000668649j -0.00293178+0.00270727j 0.000850991-0.004912j 0.00714176+0.00319719j 0.00224659+0.000645609j 0.00239774-0.00209469j -0.000241866+0.00300509j 5.4465e-05+0.00550132j -0.00162818+0.0033172j 0.00211075+0.00620111j -0.00259543-0.00740918j 0.00229767+2.7458e-05j 4.70892e-05+0.00423344j 0.00147044-0.00324597j 0.00197415-0.00309732j -0.000853492-0.00500386j -0.00262264+0.00444098j 0.000273281+0.000220173j -0.0021363-0.000947307j -0.00147778+0.00264323j -0.000626414-0.00372828j -0.00240203+0.00501367j -0.00491431+0.000623629j 0.000822809-0.00129462j 0.00198794+0.000557446j 0.0071376+0.000663238j 0.00533844+0.00167442j -0.00494228-0.000896351j 0.0017273-0.00123j -0.00519259-0.00433529j -0.00566746+0.00376182j -0.000693125-0.00657804j 
-0.00126633+0.00247406j 0.000916484+0.000757752j -0.000693676+0.000822787j 0.00141679-0.000111162j 0.000482509+0.00308301j -0.000800954-0.000573272j 0.00346556+0.00023664j 0.00135331+0.00100535j 0.000437118+0.00158141j -0.00133323+0.00211003j -0.00059675+0.00296774j 0.00211956+0.00188053j -0.000821253+0.00716063j -0.00167639-0.0019704j 0.00113497-0.00337082j 0.0037637+0.00165969j -0.00258286-0.0019072j -0.000907076-0.00214388j -0.000305664+0.00225906j -0.00345028-0.00222268j -0.000709102-0.00467239j -0.00510474+0.00871729j -0.0065575-0.00402971j 0.00319295+0.0054803j 0.000865512-0.000212761j 0.00319535-0.00857622j 0.00164772+0.00127548j -0.00211565-0.000153461j -0.00344625+0.00357152j 0.00938542+0.00228701j -0.0014891-0.000243544j 0.00171743-0.00453661j 0.00145363+0.00489154j -0.00164756+0.000619296j -0.00400358-0.00269955j 0.00183347+0.00309803j -0.000639435+0.0040249j 0.00155067-0.00340273j -0.00248936-0.00126061j -0.00256582+0.00402047j -0.00445394-0.00206377j -0.0022677+0.00193267j -0.0040068+0.000285991j -0.00605308+0.00697905j -0.00755417-0.00651479j 0.00556977+0.00244546j 0.00134668+0.000724807j -0.0013325-0.00357279j 0.00927759-0.00201396j -0.0131514-0.00243552j 0.00059074+0.00968473j 0.00210417+0.00511296j -0.00445658+0.00571925j -0.00290161+0.00223044j 0.0047074-0.00155612j 0.000487507-0.00648898j -0.00629153+0.00481793j 0.00650616+0.00278114j -0.00111304-0.00205639j -0.000918694+0.00168945j -0.00195434-0.000712447j 0.0037344-0.00227132j -0.00368753+0.00239188j -0.00367262+0.004075j 0.00927527+0.000608148j -0.00348601+0.000338933j -0.00579077+0.00163499j 0.00162254-0.00106505j -0.000204604+0.000153589j -0.0026344+0.00115869j -0.00476808-0.00964923j -0.000364868-0.000543945j -0.00018782+0.00264569j 0.00747737+0.00398082j -0.0086596-0.00263384j 0.00338141+0.00213886j -0.00181436-4.69134e-06j -0.00251294+0.00220503j -0.00626991+0.00647374j -0.00178604-0.00587039j 0.000351548+0.00464571j -0.000235276+0.00322154j 0.0047458+0.000440411j 0.00978145-5.56036e-05j 0.0030375-0.00364215j 0.000981777-0.002469j -0.00245345+0.00176948j -0.00231593-0.00327061j -0.00592635+0.00378778j 0.00170968+0.0010356j 0.00320469-0.000799294j -0.000301754-0.000587437j -0.00308933-0.0044365j -0.000899646+0.00154231j 0.0010884+0.00182104j 
0.000441819+0.00238329j -0.00115194+0.0011141j -0.00069708+0.00244446j 0.00132308+0.00214387j -0.00147233+0.00314442j -0.000116617+0.000544979j 0.00378519+0.000733879j 0.00332243+0.000504871j -0.00101856+0.00120851j 0.0024133+0.00110615j 0.000117443+0.000153442j 0.00166625+0.000967305j 0.00128706-0.000679735j 0.00289933-0.00218183j -0.000622593-0.000191121j 0.00210888+0.00147063j -0.000168942-0.000786953j -0.00269052+0.000362311j -1.05452e-05+0.00710785j -0.00019499-0.00261063j 0.000908838-0.00206255j 6.71745e-05+0.00140107j -0.00203215-0.00183813j 0.00177059+0.00406461j -2.52936e-05+0.00333913j 0.00207111-0.00308013j 8.78114e-05+0.00388435j 0.000104387+0.00212522j 0.000613264+0.00358155j 0.00577225+0.00219055j -0.00167723-0.00183296j 0.00158174-0.00254518j -0.00080072+0.000716014j 0.00231962+0.00510265j 0.0038331+0.00328121j 0.000369331-0.000383068j -0.00154319-0.00120052j -0.000237082-0.000379583j 0.000811895-0.00196864j -0.00184127+0.00211502j 0.000762631-0.00211005j 0.00560725+0.000335713j 0.00709951-0.00149562j -0.00363809+0.00345705j 0.00580509-0.000191609j 0.00586398+0.00422716j 0.00175574+0.0048741j -0.00112656+0.00281134j 0.00320859+0.00937804j -0.00530119+0.00884268j 0.000314684+0.000692458j 0.00394478-0.00670814j -0.000373295-0.00260451j 0.00157196-0.00285254j 0.00241103+0.00854582j 0.00315744-0.00402902j 0.00439039+0.00644689j -0.0116223-0.00247063j 0.00560072+0.00220247j 0.000904984-0.00157506j -0.00295713+0.00168642j -0.00139878-0.000630108j -0.00346054-0.00223784j -0.00198539-0.0114598j -0.00322427-0.00267841j -0.00466849+0.000835256j 0.00335432-0.000260677j -0.0112338+0.00803517j -0.00701074+0.00556367j -0.00196315+0.000872555j -0.00253284+0.013017j -0.000753734-0.00174381j -0.00846887-0.00900594j 0.00431783+0.00236872j 0.017396+0.00693046j 0.00201446-0.00450153j -0.00553679+0.00585163j 0.00345438+0.000397758j -0.000815372-0.0141711j 0.0152038+0.00291554j 0.00549062-0.013447j -0.00158789-0.00324949j 0.00319917-0.00187476j -0.00096792-0.000765428j -0.00525666+0.00423095j -0.00310898-0.00112452j -0.00221553-0.0028691j 0.00124298+0.00661069j -0.00435827-0.00441249j -0.00517601+0.00437332j -0.00826645-0.0051489j -0.00598842-0.000327011j 0.00174523+0.00198124j -0.000350797+0.0007257j -0.000925863-0.00105998j 
0.00377883-0.00503661j -0.00455841-0.00355709j -0.000432316-0.000533679j 0.000827898+0.000750063j 0.00330793+0.00330079j 0.00513982-0.00304047j 0.000132692-0.00131511j 0.00312585-0.00102778j 0.00370533-0.00702562j -0.00108025+0.00276207j -0.00179873+0.00514514j 0.000235271-0.000806721j -0.0013352+0.00367162j 0.00304091-0.00294837j 0.00126568-0.000772601j 0.00281033-0.00115538j -0.000875021-0.000755914j 0.00061873-0.00487637j 0.000126601+0.00168628j -0.00347048+0.00279238j 0.000774607+0.00575599j 0.00656965-0.000617626j -0.0032914+0.00304945j 0.00129394-0.00308722j 0.00255702+0.00537607j 0.0064035+0.000484094j -0.00227112+0.000363588j 0.00412784-0.00056462j 0.00381843-0.00504131j 0.000440836+0.00104071j -0.000178581-0.00184171j -0.00207469-0.00353263j -0.000979752-0.000683012j 0.00438407-0.00239745j 0.00308601+0.00422225j 0.00207188+0.000753151j 0.00406229-0.00393738j -0.00520942-0.00120953j 0.000381748-0.00413786j -0.00306593+0.00234987j -0.00704415-0.00506954j 0.00205254+0.00853636j 0.00448901+0.00153718j -0.00241766+0.00329307j 0.00114542+0.00119072j -0.00640768-0.00570327j -0.00230531-0.00802773j 0.00768303+0.000251333j -0.000262966+0.0103622j -0.00291826+0.00116656j -0.00626987+0.00428445j -0.00619277-0.0047733j -0.00316895+0.00244919j 0.00204754-0.000138568j -0.00555068+0.002563j 0.00940715-0.00597166j -0.00210854-0.00402003j -0.00508716-0.00179233j 0.00448835+0.000528643j 0.000378178+0.00221701j 0.00218533+0.00343498j -0.0101175-0.00421681j -0.00103716+0.00243228j -0.00269046-0.00309936j 0.00439837-0.000910378j -0.000559338+0.00779494j 0.0034395-0.00216259j -0.00164871+0.000619079j -0.00199452-4.02212e-05j 0.00187983-0.000354204j -0.00497665+0.00302408j 0.000594175-0.00497026j 0.00101674-0.00389589j -0.00313064+0.00348247j 0.0010216+0.00436739j -0.00386099-0.00184179j -0.000804242+0.00786911j 0.0054777+0.00462897j 9.13084e-05+0.00409538j -0.000634875+1.64169e-05j 0.00390971-0.00365987j 0.0026406-2.33238e-05j -0.00313005-0.00201686j -0.00627458-0.00349506j 0.00164595-0.000505521j -0.000215396-0.00222803j 0.000294631-0.000217797j 0.000687965+0.00220295j -0.00128897-0.00140525j -0.00229278-0.00287809j 0.00278985+0.0019079j -0.00723582-0.000668114j 2.42032e-05+0.000502978j -0.0020793-0.00201426j 0.000758075-0.00439523j 
0.00114894+0.00182481j -0.000916112-0.00175799j -0.00287066-7.05163e-05j 0.000204439+0.000315805j -0.00500702-0.00170486j -0.0049489-0.00195498j 0.000946493-0.000913703j 2.52101e-05+5.05317e-05j -0.0019556+0.00202365j 0.000280227-0.000624057j -0.00139608-0.0020185j -0.00110074-0.00312363j -0.00222592-0.00473303j 0.00045685+0.000761653j -0.00157629+0.00225903j -0.00129297-0.00101918j -0.00169921+0.0022609j -0.00111358+0.00296284j 0.000539142+0.00278765j 0.00395428-0.000695103j 0.00140909-0.00128382j 0.000846247+0.00476328j 0.00218041-0.00274028j 0.00282563+0.00420907j 0.00486022-0.000554801j 0.000448535-0.00270464j 0.00134995-1.74467e-05j -0.00311784-4.49103e-05j -0.00354566+0.0038183j 0.00167926-0.00250341j -0.00386172+0.00177658j 0.00081193+0.00546692j 0.00037889+2.00612e-05j 0.000440831+0.000883622j -0.0078493-0.00291382j 0.00105329-0.00320109j -0.0035932-0.00233496j 0.00360202-0.00327048j -0.000781342-5.73569e-05j 0.0012528-0.00024787j 0.00179541+0.00085251j 0.00389905+0.00187999j 0.00430723+0.000838425j -0.0012727-0.00114206j 0.000361201-0.00439247j 0.00424253+0.00456005j 0.00192452+0.00829461j -0.00133939+0.00245125j 0.00191189-0.0100209j 0.00327897+0.0036235j 0.00286671+0.00109501j 0.00104849-0.00156195j 0.0028159+0.00225844j 0.000790504-0.0053763j 0.00197704+0.000461652j 0.00134354+0.000851209j 0.00458282-0.00246997j -0.00247836+0.000119589j -0.000367779-0.000262629j 0.000945448+0.00277938j -0.0024094+0.000605774j -0.00106677+0.000523082j -0.00544864+0.00243203j -4.57367e-05-0.00180828j 0.00105785-0.00287492j -0.0020556+0.00230145j 0.00216688+0.000908675j 0.00139079+2.85421e-05j -0.00173181-0.00104481j 0.00202518+0.00112766j -0.00605864+0.00424516j 0.00239076+0.00055996j 0.000976915-0.00210184j -0.00398336-0.000852551j -0.00011356+0.00414699j -0.00182029+0.00124113j -0.00105782+0.0011035j 0.00595199-0.000554454j -0.00238956-0.000857401j 0.000949482+0.00314062j 0.0020781-0.00353805j -0.000700478-0.000871116j 0.00112144-0.00356073j 0.00251139-0.00181156j -0.00222147+0.00591437j -0.00286157-0.00195438j -0.00198011-0.00146859j -0.00211177+0.00234398j 7.45735e-05-0.00186973j 0.00252375-0.000676947j -0.000249634+0.000275776j -0.00253311-0.00145873j 0.00159038-0.00040977j -0.00235276+0.00357148j -0.00126598-0.000713925j 
-0.00138557-0.000779575j -0.00128026-0.000715777j 0.00252472-0.00301861j -0.00205997-0.00210018j 0.000560028-0.00136635j -0.00274082+0.00703952j -0.00182521+0.0020179j 0.000355793-0.00236469j 0.00136817-0.00241646j 0.00344263-0.00156201j 0.00549043-0.00510132j -0.00391369+0.00280352j 0.00359145-0.00396394j -0.00582065-0.000491115j 0.00135616+0.0075666j -0.00138177+0.00305961j -0.00135695-0.00291692j -0.000256807-0.00118323j -0.00057474-0.00509694j 0.00208226-0.00860186j -0.00229435-0.00537704j -0.00747973-0.00456558j 0.00286358-0.0029623j -0.00935532+0.00288793j -0.00470422-0.00157189j -0.0093522+0.00349505j -0.00160861-0.000538119j -0.00103467+0.00150917j 0.00183151+0.00489653j -0.000293163+0.00265785j 0.003937+0.0025401j 0.00435148+0.00195555j -0.00352004-0.0022021j 0.00558958-0.00191989j 0.00510474+0.0030219j -0.00249196-0.000959957j -0.00143152+0.000874392j -0.00381198+0.00267987j 0.00199308+0.00269853j 0.00153349-0.000473136j 0.00204425+0.00668202j 0.00238314+0.00655115j 0.00158472+0.00110779j -0.000597925-0.00710642j 0.00111109+0.00177327j 0.00461418+0.00090423j 0.003598+0.000715608j -0.00307916+0.00207814j 0.00208706-0.00195743j -0.00101879-0.000119014j 0.00259974-0.0022233j 0.000387012-0.00365474j -0.00196776+0.00393899j -0.00312207-0.00221021j 0.00673825-0.00312096j -0.00431925-0.00151316j 0.00277412-0.00240831j -0.00103107-0.00166284j 0.00460113-0.00273588j -0.00224519-0.00268646j 0.00230555-0.00160051j 0.0114574+0.00643197j 0.00101957-0.001582j 0.00141774+1.62258e-05j 0.000936478+0.000453611j -0.00412297-0.000910011j 0.00349717-0.00280857j 0.00175291-0.000398547j 0.00173557-0.00469463j -0.00145896-0.00128126j -0.00705971+0.0032711j -0.00207929+0.000259261j 0.0028302+0.000764291j -0.000920843-0.000936172j 0.00195005+0.00342538j -0.000639894+0.00471625j -0.00124982-0.00239983j 0.00509062-0.00246082j -5.80438e-05-0.00189935j 0.000976432+0.00694676j 0.00477836-0.000413112j 0.000766444-0.00105844j 0.00223296+0.00599215j -0.000383+0.00111265j -0.000302977-0.00256245j -0.00434924-0.0043569j -0.000663655-0.000882839j -0.000537323+0.00108088j 0.00626675+0.00178173j 0.00156354-0.00244503j 0.000779384+0.000238411j -0.00243609+0.00124737j -0.000559498+0.0029556j -0.000283825-0.00121311j 0.00112296-0.00224747j 
-0.000754544-0.000215943j 0.00278303+0.00274891j 0.00198001-0.000347308j 9.65985e-05-0.00120178j 0.000534137-0.000102688j 7.95852e-06+0.00120018j -0.000896705-0.000770662j -0.00213635+0.00288717j -0.00284257+0.000630241j -0.00163373+0.00182585j -0.000222226+0.000156678j -0.000226176+0.00193776j 0.00235136+0.00108655j 0.000250697-3.21281e-05j -0.000565057+0.000729031j -0.000189163+0.00161918j -0.000555455-0.000955943j 0.00142156+0.00294788j 0.00160692+0.000248456j -0.00136145+0.00111825j -0.00163571+0.000152054j -0.00368635-0.00254784j -0.000685733-0.00178174j -0.000579824-0.00148113j 0.000294246-0.000317169j -0.00371762+0.00379858j -0.00112094+0.000486963j 0.00221486+0.000746144j 0.00221214-0.00297276j -6.56501e-05+0.00196608j 0.0056674+9.5341e-05j -0.0004878-0.00193028j -0.00146541-0.000380571j -0.00208915+0.00210004j 0.00273995+0.000620804j -0.00144375+0.00231189j -0.0016961+0.00326808j 0.00105398+0.00484935j 0.000784707+0.00282575j 0.0047003+0.000942483j -0.0011266-0.00166537j -0.00151697-0.00986859j -0.00246039-0.00389561j 0.00285544+0.000991687j 0.00471407+0.00436089j 0.00229022-0.00278271j 0.00104445+0.00342298j 0.00443186-0.00660225j 0.00419033+0.00244745j 0.00159313-0.000900088j -0.00225801-0.00400851j 0.00603971+0.00145368j 0.00211471-0.0040056j 0.00184937+0.00426835j -0.00359196+0.00151759j -5.78597e-05+0.00174506j 0.0047089+0.00731001j 0.000861927+0.00100361j -0.00558198+0.00167309j 8.81345e-05-0.0017784j -0.000171783+0.000718049j -0.000363918-0.00231936j 0.00233704-0.00371032j 0.00227427-0.0021666j -0.00238347-0.00169894j 0.00508301-0.00256079j -0.0038991+0.00264326j -0.00024741-0.000261821j 0.0019639+0.00539591j -0.00244805-0.00185448j 0.00767623-0.00120624j 0.000536808+0.00478187j -0.00641775+0.00133378j 0.00344231-0.00213917j 0.00202428-0.00355184j 0.00215258-0.00642441j 0.00468035-0.0016936j -0.00547836-0.00272597j 0.000565734-0.00724126j 0.00301487-0.00814898j -0.0049609-0.00191232j -0.00414498+0.00290636j 0.00178513-0.00209373j 0.00221218+0.00201349j 0.00102156+0.000509753j 0.00439172+0.00400974j 0.0039551+0.00281508j 0.000641275+0.00258065j -0.00161869+0.00168556j -0.000230428+0.0017444j -0.00143541-3.49212e-05j 0.00458769+0.00374285j -0.00144459-0.00147566j 0.00261743-0.000984614j 0.000750504+0.00218809j 
0.00113166+0.00166869j 0.00202657-0.000962667j -0.00433642+0.00200723j 0.00285766-0.00141981j 0.000905692+0.00207177j -0.0043766-0.00383686j 0.00337462+0.00194027j -0.00297133+0.00497245j -0.001735+0.0025428j -0.00128422-0.00146099j 0.000986591+0.00459423j 0.00254159-0.0010477j -0.000485892+0.00441464j -0.00311644+0.00114974j 0.000395589-0.000933199j 0.00312281+0.000815106j -0.00375845-0.000281109j 0.000349533-0.00293814j 8.33625e-05+0.00681894j -0.00381797+0.00303115j -0.00103188-0.00276317j -0.00532889+0.00307561j -0.00486351-0.0079118j 0.00385619-0.00153475j 0.00532282+0.00478914j -0.00308775-0.00068766j -0.00248009+0.00269687j 0.00229654-0.00119979j -0.00214934+0.000547632j 0.00955833+0.00259154j 0.00735175+0.00130433j 0.00299618-0.00425645j -0.00200688-0.000252398j -0.000854386+0.000124615j 0.000848807-0.00269895j -0.00016456-0.00160668j -0.00460454+0.0030486j 0.00100803+0.000648679j -0.00110295+0.00404426j 0.0022534+0.00571987j -0.0005925-0.0036942j 0.0087234+0.00388651j 0.00669459+0.0057831j -0.00401053-0.00520035j 0.000314692-0.00394033j 0.00345622+0.000109884j 0.00338447+0.00317768j 0.00351422-0.00466895j 0.00420161-4.89421e-05j 0.00903903-0.00667952j 0.00217704-0.00404658j 0.00350092+0.00107328j 0.00770796+0.00323472j 0.00508367-0.0050247j 0.000957226+0.000584372j 0.00107976+0.000290906j 0.0089392-0.00503563j -0.000538137-0.00173251j -0.0105428-0.0086659j 0.00361629-0.00728755j -0.00250172-0.000206905j -0.00465861-0.00331265j 0.00180243-0.000645902j -0.00342915+0.000101923j 0.00656603-0.00740642j -0.00110653+0.000277229j -9.01793e-06+0.00343285j 0.00318452-0.000177282j 0.00448286-0.00194482j -0.0031357-0.00114324j -0.0124427+0.00118947j 0.00391887+0.00169054j 0.00362155-0.00346944j -0.00703611+0.000645894j -0.00641468-0.00132915j -0.00252878+0.000244989j 0.00312449-0.00114765j 0.00781917-0.00689609j -0.00317323+0.000306055j -0.00327489+0.00197533j -0.00168069-0.00219701j -0.00113661+0.00100374j -0.0015664-0.00214142j -0.00226602-0.000763788j 0.00323358+0.00230011j 0.00318475+0.00158817j 0.00144803-0.00311417j -0.00522714+0.00641868j 0.000602855+0.000401423j 0.0018948-0.00114337j 0.00304932+0.0010842j -0.00317511-0.000596778j 0.000171025+0.00117918j 0.000786039+0.001135j 0.000229276+0.000400441j 
0.000910271+0.000914564j 0.00122482-0.00157224j -0.00490667+0.00137824j 0.00553556+0.000998498j 0.00194949-0.00223284j -0.00452682-0.00334615j 0.00313815+0.00182044j -0.00259263+0.00250409j 0.0010522+0.000642861j -0.000389407-0.00061006j -0.00300283+0.00164085j 0.00228956+0.00200257j -0.00109656+0.000966943j -0.00297615+0.00539764j 0.000706982-0.00551469j 0.00110899+0.000123306j -0.00104586+0.00156227j 0.000162109-0.00130518j -0.000170397+0.00452585j 0.00318382+0.00347788j -0.00248867+0.00193623j -0.0027397+0.000367729j -0.00114059-0.00350074j 0.00308936-0.000850298j 0.00265325-7.45675e-05j -0.00218342+0.0016762j -0.000787553+5.23489e-06j 0.00143066-0.000959713j -0.00190485+0.000294921j 0.00209974+0.00107878j 0.00268058+0.0010631j 0.000678546+0.00242183j 0.000165133+2.99243e-06j 0.00506448-0.0016488j -0.00144927-0.00024529j 0.00222632-0.00284002j -0.00455052-0.000109496j 0.00393243+0.000749197j -7.98139e-05+0.00280066j 0.00141124+0.0032168j -0.00159736+0.000766049j -0.0107227-0.00194569j -0.00790719-0.00723514j 0.00377034-0.00460193j -0.00864078-0.00290098j -0.010429+0.00960978j -0.00276705-0.00583656j -0.00913783+0.013932j -0.0133487+0.00325089j -0.00895257+0.00522544j 0.006343+0.00652112j -0.00919163+0.00282712j -0.00244304-0.00955776j 0.00369042+0.00122838j 0.00229136-0.000265422j -0.0109206+0.00281408j -0.00945012+0.00633801j -0.000947719-0.000864699j 0.00543932+0.00185008j -0.00830029-0.00442348j -0.00605035-0.00260028j 0.000242568-0.00296222j -0.00207485+0.00148572j -0.00317134+0.00143969j -0.0087232+0.00673568j 0.0014897+0.00363118j 0.00096176-0.00114501j -0.00682297+0.00598368j -0.0054503-0.000251544j 0.000568132+0.00788776j 0.00968036-0.00109351j -0.00944468-0.00582467j -0.000574407+0.00812664j 0.0101902+0.000775226j 0.0116662-0.00617257j 0.00451391+0.00273972j -0.00492506-0.000679313j -0.00695118+0.00931492j 0.00468751+0.0021888j 0.00120737+0.00555769j 0.00212769+0.00413314j 0.00649253-0.00189488j -0.00126405+0.000480627j 0.00340424-0.00374996j 0.00119193-0.00309066j -0.00455456+0.00370285j -0.001985+0.00109884j 0.010185-0.00550048j -0.00351413+0.00558482j -0.00221772-0.00429801j 0.001858-0.00106851j 0.00175825-0.00142827j -0.000880238+0.00135457j -0.00124856+0.0013119j 0.000487161-0.00114967j 
-0.00196104+0.00280976j -0.000178541-0.000109918j -0.0123358+0.0219029j 0.00267366-0.00581293j 0.00604902-0.0109701j -0.00149668-0.00203235j 0.00205277+0.00544779j -0.00754324+0.0114342j -0.00857298+0.0141915j -0.00899518-0.00747126j -0.00383489+0.00585286j 0.0172507+0.000752392j -0.0063772+0.011883j -0.0131867+0.0042311j -0.00267816-0.0115366j -0.002948+0.000671485j 0.0050674+0.00123587j -0.00589494-0.00381111j 0.00144232+0.0114422j -0.00173014+0.00170785j 0.0016392+0.00584527j 0.00276019-0.00321602j -0.000597197+0.00239229j -0.00541983-0.00120777j -0.00167117-0.000585602j -0.000360894-0.000729796j 0.00280683-0.00424036j 0.00579006-0.00758586j 0.00312533+0.000549486j 0.00135875+0.000411108j -0.000389473+0.00021051j 0.00107973+0.000241944j -0.000455171-0.000453236j 0.000120417-0.00063543j 0.000817385+0.00292197j -0.00183515-0.00051669j 0.00410929+0.000571101j -0.00194888+0.000647286j -0.000425449-0.00250665j -0.00110731-0.00141879j 0.0024838+0.00145502j 0.000410584-0.00168741j -5.28458e-05+0.00131001j -0.000606791-0.00280787j 0.000306364-0.000823987j 0.00223004-0.00345016j 0.00036214-0.000300176j -0.000520203-0.00123471j 0.00373042-1.89946e-05j -0.000661553+0.00194106j -0.0020802+0.000669456j 0.00221004-0.000877648j -0.000986952+0.000958314j -0.00194667+1.85255e-05j 0.00144256-0.00124168j 0.00326668+0.000299849j 0.000899958-0.002329j 0.000705248+9.64932e-05j 0.000885901+0.00137235j 0.00123367+0.003267j 0.00328206+0.00126346j 0.00374298+0.00405849j -0.0030975+0.00081148j 0.00127668-0.00188538j -0.000824064+0.00101039j -0.00244403-0.00282058j 0.00376333-0.00330542j 0.000258557-6.12186e-05j 8.18533e-05+0.00220873j -0.000520345-0.00250588j 0.000495236+0.000620204j 0.000585953+0.00246926j 0.00179033+0.000468177j -0.00335497-0.000658865j -0.00232985+0.00263867j -0.000432875+0.000467674j 8.58189e-05+0.000298145j 0.00305378-0.000504828j -0.000814697-0.000249706j -0.00117349-0.000267263j 0.000548997-0.00078955j 0.000426238+0.000933083j 0.00154851+0.00254889j -0.00015889+0.00287465j -0.00095292+0.0002006j 0.00066313-0.000307945j -0.000662644+0.000728449j -0.000160213-0.000443922j 0.00299906-0.00204872j 0.000621928+0.00105602j -0.000967971-0.000135909j 0.000148135-9.4787e-05j -0.000485085+0.00107872j -0.00045463+0.000267503j -0.000214359-0.00195668j 
