0.193214-0.0879733j -0.0792682-0.209248j 0.032155+0.0528043j 0.0112678-0.00987764j 0.0936892+0.156802j 0.0526818-0.0847579j -0.106786+0.146874j -0.0822677+0.105594j -0.0277726-0.0473251j -0.0391015-0.0126725j -4.73635e-06+0.06139j -0.0233679+0.0675105j -0.0115574-0.0591573j -0.0101859+0.0783557j 0.0335379-0.0143975j -0.0255163+0.0371196j 0.0595818+0.00378845j -0.10148+0.0551069j 0.0730956-0.0907789j 0.131766-0.0781475j -0.0160313+0.0911971j -0.0947062-0.0234127j -0.187261+0.0828104j 0.181565+0.131683j -0.0227848+0.106895j -0.0434673-0.0276741j -0.1991-0.0505817j 0.0136922-0.0305649j -0.109938-0.0551981j -0.0164262-0.0420091j -0.11309+0.199067j 0.279818+0.0362578j 0.0961288+0.191574j 0.0531091+0.16119j 0.00493555-0.13555j -0.14392-0.0506898j 0.228185+0.120072j -0.0100562-0.105116j -0.0584177-0.0607234j -0.0450323+0.125777j -0.0514159+0.0890549j 0.00705064-0.0103014j 0.0160587+0.0074385j -0.0396054-0.0299597j 0.0269933+0.0470791j -0.0260185-0.1136j -0.0755024-0.0229717j 0.0106033-0.0295095j 0.0463207+0.0823822j -0.0386674+0.00696604j -0.0723772+0.049127j -0.0423579+0.0922509j 0.0656528-0.0612699j 0.135729-0.22333j 0.0802092-0.0810322j -0.044248-0.0883536j -0.000710474+0.0125125j 0.00466887-0.0326108j 0.0105843+0.0267996j 0.0334933+0.00338429j 0.0336099+0.0097446j 0.00611269-0.0116661j -0.0709205+0.0283895j 0.0429252+0.0197258j -0.0182379-0.018495j 0.00168341+0.0189582j -0.0198239-0.0157882j 0.0372421+0.0116212j -0.0151959+0.0168376j -0.0022636-0.00456827j 0.00593656-0.00824224j 0.00730732+0.00216583j 0.0028213+0.0292969j -0.0130382-0.00711398j -0.00837693+0.0202416j 0.0054094+0.0222902j -0.0131418-0.00355185j -0.00123424-0.0109916j -0.00370618-0.0176001j -0.00957911+0.0112517j -0.00023701-0.0234651j -0.00788088+0.000456188j -0.0260464-0.0185132j 0.0211612-0.00424979j -0.0344921-0.0344234j 0.0112844+0.0153363j -0.0106986-0.0203375j 0.012393-0.00790917j 0.0169681-0.0101823j -0.0323402+0.0320753j 0.00517708-0.0244941j -0.0282773-0.0162473j -0.0304003-0.0444346j -0.0621616+0.0122283j -0.0201109-0.0624108j 
0.0181497+0.00720263j 0.00691152-0.0166024j -0.00842783+0.000612171j -0.000420986+0.00443623j 0.00706877+0.00912227j 0.0200016-0.000540596j 0.005198-0.00801619j -0.00403923+0.00772403j 0.0057772+0.00497602j 0.0017639+0.00433971j 0.00101888-0.00501278j 0.00828724-0.00591566j -0.00549173-0.0022809j 0.0090618-0.00113721j 0.000519569+0.00268957j 0.00234645-0.00766445j 0.00286966-0.00730093j -0.0102948+0.00450467j -0.00696482-0.011657j -0.00343501+0.011415j 0.0179732+0.00138685j -0.0048429-0.013437j 0.00896918-0.00147375j 0.00704117-0.0188785j 0.00234093-0.00174093j -0.000138543+0.00988191j 2.56149e-05+0.011269j 0.000765431+0.00160644j -0.010356+0.0114972j -0.000133773-0.00856859j 0.0204277-0.000265777j 0.00200827-0.00611286j -0.00022677-0.0026152j 0.00609896-0.0086861j 0.00314993-0.00645034j 0.0044844-0.00118801j -0.00527001+0.00666477j -0.000590776+0.00116934j -0.0218858-0.0217857j -0.00302039-0.003554j 0.0039822+0.0243215j 0.000535644+0.00872974j 0.00203759+0.00218058j 0.005213+0.0169691j 0.00346666+0.00520828j 0.0120683-0.000138317j 0.00706075+0.000506151j 0.00168087+0.000327398j 0.00885133-0.000413701j -0.0132868+0.00447781j 0.0195131+0.000754606j -0.0130714+0.0147295j 0.00313836-0.000852176j 0.0161029-0.00123728j -0.00572488+0.0218531j 0.0227423-0.00874666j -0.0170765-0.00260093j -0.00084262-5.16835e-05j 0.00143961+0.00350354j 0.000361521-0.0160145j 0.00258744+0.00572701j 0.00971882-0.0159218j 0.00897626-0.000344775j 0.000257756-0.0027754j -0.0156483+0.00423506j 0.0039456+0.00458475j 0.0174274-0.010143j 0.0129411-0.0100506j 0.00197657+0.00929579j 0.0119887-0.000647571j -0.0122172-0.00654708j 0.0113676-0.00185122j -0.000651196+0.00588743j 0.0158945+0.000982782j -0.00176102+0.00113214j 0.0192802+0.00452064j 0.00231731+0.00372198j -0.00973162-0.0107259j -0.0135947-0.00503219j -0.000644145+0.00483895j -0.00418394+0.00397399j 0.0135098+0.0110156j -0.00574873+0.0268635j -0.0300063-0.00589746j -0.00860805+0.0178913j 0.00537556+0.0312967j 0.00858725-0.0156012j 0.00474138+0.0104547j 0.00480624+0.0117747j -0.00336205-0.0234626j 0.0114501+0.0200081j 0.0107295-0.0160979j 0.0325441-0.00691204j 0.00189641-0.00351936j 0.00371832-0.000206062j 
0.0117765-0.0241731j -0.0273437-0.0112038j -0.00921521+0.0104701j 0.00397319+0.01009j -0.0149266-0.00609725j -0.0012472+0.00905936j -0.0049004-0.0109117j 0.0139409-0.00836931j -0.00299261-0.00790397j -0.00128558-0.00527208j -0.00770981-0.00533458j -0.00364641-0.00121712j 0.0025804+0.00322953j -0.00988058+0.000789285j -0.00728217+0.00649212j -0.00287908+0.00468429j -0.00700853+0.00434188j 0.0078305-0.00274367j -0.00230586+0.0114764j -0.000472908-0.00756696j 0.00164512+0.00846019j 0.00327918+0.00371625j -0.000879483-0.0162574j -0.0012765+0.00365808j -0.00065161-0.000626395j 0.00209931-0.00687779j 0.00127215+0.00170526j 0.00447943-0.0111496j 0.00726741-0.0173351j 0.000280029-0.00700142j -0.0121804+0.00631706j 0.00475965+0.00594633j 0.000932477-0.00662195j 0.00268768+0.00201002j -0.000577389+0.0108701j -0.00305739+0.00668105j -0.0109453-0.0239152j -0.011187-0.00844509j -0.0203609-0.00542747j 0.0213491+0.0130924j -0.0184516+0.008227j -0.00417201-0.00632134j 0.00191779+0.000418865j -0.00957618+0.00604309j 0.00150758+0.00303005j -0.000651073+0.00111292j -0.0131208+0.00250895j -0.0112054+0.00135739j -0.00870365-0.00363093j 0.0163419-0.00119913j -0.00769675+0.00230217j -0.00281579-0.000263082j 0.00280246+0.000414763j -0.000726946-0.00197228j -0.00115894+0.0012169j -0.000546943-0.00138745j 0.00430331-0.0048712j -0.00111249-0.00145498j -0.00334576+0.0010351j -0.0120432-0.00113892j 0.00869548+0.00208352j 0.00273444-0.0174846j 0.00170189-0.00585873j 0.00779332+0.00872779j -0.00539294+0.0164193j 0.00244644-0.020732j 0.00899136+0.0111716j 0.00943669+0.00571947j 0.00283348-0.00981992j -0.000995873-0.011477j -0.00443561+0.0106505j -0.00400691-0.00494853j -0.00470676-0.0120514j 0.00751549+0.00269352j -0.00350397-0.00932635j 0.000190674-0.00618248j -0.00336473-0.00529544j -0.00599477-0.00177789j -0.00373166+0.00211679j 0.00672767+0.00495652j 0.00673612-0.00102528j 0.0112273+0.00335612j 0.00293872+0.00154818j -0.018796-0.0145694j 0.00490208+0.0048499j 0.00100575+0.00615041j 0.0216082+0.00278975j 0.000535793+0.00595716j 0.00204345+0.014078j 0.00210246+0.00326641j -0.0059141+0.0114089j -0.00224431-0.00184587j 0.00996399-0.00958241j -0.0369012-0.00386205j 0.00981508-0.0356523j 
0.0147322-0.0198423j -0.0219579-0.0165858j -0.0158951+0.00612404j 0.000223142+0.0109418j -0.00866823-0.0198702j -0.0101419+0.0039403j -0.000855768-0.0109781j 0.0142778-0.00311405j 0.00225815-0.00384871j 0.00226887+0.00149254j -0.00491407-0.0121408j 0.000795053-0.00670242j -0.00496386+0.00602286j 0.000445689-0.00457533j -0.00754673+0.00297931j -0.0014189-0.0041358j -0.00543151+0.00181228j 0.00810111+0.00125653j -0.00846092+0.00276239j -0.00181931+0.00581511j -0.0098581-0.00267239j -0.00719072+0.00641346j -0.00479201-0.00259732j -0.00860849+0.0141708j 0.0031409+0.00666782j -0.000665439-0.00800309j 0.0148355-0.000553876j 0.00533284-0.0059264j 0.0122168-0.00631269j 0.00202272-0.00104258j -0.00739637+0.00903592j 0.0158873+0.0142252j -0.00588561-0.00792241j 0.00434715+0.00779912j 0.00825099+0.0129321j -0.00776654+0.00157119j 0.000443011-0.011931j -0.0042299-0.0204897j -0.00375871+0.00743498j 0.0118274+0.00502085j -0.0168751+0.00874703j -0.00196672-0.00189738j 0.000133522+0.000564955j -0.00713265+0.00615309j 0.00161007+0.000778151j -0.00728452+0.00329507j -0.00692539-0.000557554j 0.00108064-0.0054588j -0.00727466+0.009693j 0.00490199-0.00454572j -0.00320154+0.00271139j 0.00369959-0.00635072j 0.00624149-0.00425921j 0.00141776-0.0054848j 0.00796576-0.00876314j -0.00844676+0.00262313j 1.71616e-05-0.00711224j -0.00168216-0.000271536j 0.0016785-0.00055789j 0.00807065+0.000901856j -0.00109319-0.00732643j -0.00549066+0.00131503j 0.00206911-0.000698993j 0.00390164+0.0107129j 0.00402707+0.00195658j -0.00411614-0.0119927j -0.00191053+0.0133164j -0.00366955+0.00931335j 0.00240545-0.000523317j -0.00662839-0.00595624j 0.00687779+0.00645572j -0.00427467-0.00652094j 0.00278314-0.00377852j -0.01092-0.00533785j -0.000552972-0.00154686j 0.000633619-0.00322395j -0.00404554-0.00817287j -0.00181715-0.00139088j -0.00144101+0.00231616j 0.000425224-0.000958361j 0.0039938+0.00238904j 0.00100877-0.000420981j 0.0124074-0.0117203j 0.00341952-0.0023594j -0.00525231-0.000500568j -0.00891357-0.00354486j 0.012085+0.0164136j -0.00400996+0.00186772j -0.00293583+0.00115284j 0.00576042-0.000613274j -0.0102892+0.0142712j -0.00117686-0.00423019j 0.0150258-0.0035438j -0.033911+0.0103764j -0.0113201-0.0296433j 
-0.00112836-0.004728j -0.00345786+0.0023541j 0.00160015-0.00438595j -6.45642e-05-0.00705813j 0.00196384+0.00355661j -0.00624062+0.00162826j -0.00191503+0.00175584j -0.00753375+0.00473069j 0.0156286-0.00296669j -0.00475164-0.00761292j 0.00647291+0.000484754j -0.00382751-0.00813915j -0.0041754+0.00135881j -0.00694813-0.000766792j 0.0138737-0.00403105j -0.00173474-0.00105638j -0.00685882-0.00521295j -0.0105834-0.00935332j 0.000989145-0.0038061j -0.00360487+0.00603494j 0.00397492-0.00200107j -0.00444769-0.000697805j 0.00238268+0.00460233j 0.00403395-0.00208026j 0.000481551+0.00108858j 0.00460421-0.00118901j 0.00315292-0.00395919j 0.00723761+0.00553719j -0.00318208+0.00299404j -0.00418143-0.00336486j 0.00689178+0.00492962j 0.00302312+0.00376807j -0.0123832+0.00295473j 0.00949678-0.0102508j -0.00213037+0.00102468j 0.0172858+0.0043012j 0.00227642+0.00708109j 0.00412155+0.000106408j 0.00858918+0.00863364j 0.000833499+0.00939248j 0.00245642+0.000810646j 0.00539911+0.000766777j 0.00135318+0.0119299j -0.00128624-0.00115918j -0.0124936-0.01323j 0.00211918+0.0073402j 0.00895929-0.0109243j 0.00420592+0.00415747j 0.00967667-0.00386589j 0.00284128+0.00403131j -0.0188232+0.00540847j 0.00774491-0.00926853j -0.00197241+0.00846773j -9.78922e-05-0.00178936j 0.00590066-0.00129193j -0.0025859+0.00914443j 0.016333+0.00616533j -0.000345358+0.00332674j 0.00955231-0.01525j -0.000300864+0.01j -0.00453356+0.00310835j -0.00544238+0.00242631j 0.000336287+0.00588472j -0.00252277+0.00409172j 0.0108484-0.0100969j 0.0240224+0.00655947j 0.00949732+0.00169886j -0.0101175-0.00745325j -0.00223042-0.0228991j 0.00751932-0.00648495j 0.0246375-0.010145j -0.00479094-0.00535745j -0.0059284-0.0231919j -0.000351156-0.0151944j 0.00529772+0.0112723j 0.00410341+0.0182724j -0.00255962+0.00628832j -0.0189508-0.0044718j 0.00401144+0.0187451j -0.000518468+0.0319835j -0.0117055-0.00133749j -0.00834335-0.00604954j 0.00408306+0.00218816j 0.00748855+0.00201583j 0.00637966-0.00336149j 0.0168092-0.0146686j 0.0156754+0.00694324j -0.0102439-0.00076193j 0.00252937-0.00985397j 0.0111187+0.0029923j -0.00927511+0.0165455j -0.00315603-0.011636j 0.00937348+0.00492146j 0.010103-0.00116288j 0.000505469+0.00903906j 
0.000705379+0.00219106j 0.0025002-0.0003351j -0.000356753+0.00114882j 0.000349258+0.00129965j 0.00338199+0.000807059j 0.00487655+0.00353783j 0.00161163+0.00556018j -0.00239611+0.00828731j -0.00458008-0.00421552j 0.00488985+0.00620887j -0.000517771+0.00251803j -0.00120244+0.00605155j 0.00891984-0.00419126j -0.00272206-0.00258768j -0.00763147+0.00225275j 0.00384827-0.000983405j 0.00307412-0.00676346j 0.00326205-0.00159086j -0.00152461+0.00668563j -0.000146758+0.00713353j 0.000596325-1.57302e-05j -0.0116898-0.00158364j -0.00047507+0.00413431j 0.0128218-0.00354981j 0.00562624-0.00126202j 0.0157629-0.00186385j -0.00808746-0.00700179j -4.75661e-05+0.00432649j 0.00446853+0.00780043j -0.0054017-0.0168778j 0.0138952+0.000354979j -0.00582406+0.00190653j 0.00347722+0.00597786j -0.00289252+0.00695623j 0.0079716+0.00558247j -0.00279033+0.0109689j -0.0144054-0.00138679j 0.00451904+0.00454125j 0.0138603+0.0120445j 0.00667991+0.00615282j -0.00348296-0.00139286j 0.00276963+0.00158278j -0.00097047-0.0112027j 0.00311502+0.0120369j -0.000646242-0.00121319j 0.0128158+0.00115218j -0.0029933+0.00953392j -0.00377659-0.00752477j -0.00486488-0.00583084j -0.0104134+0.0111627j -0.00107217+0.0114732j -0.0042097-0.006266j -0.00504676+0.00305456j -0.0026288+0.0170797j 0.00421131-0.00402519j -0.0219807+0.00991387j -0.00259337+0.000403413j -0.00186729+0.00132844j -0.00486184+0.00722824j -0.0017449-0.00164953j 0.0104291-0.0023369j -0.0115933+0.00583285j 0.0143965-0.0061955j -0.00459068-1.22504e-05j 0.000125582+0.00762308j -0.0156833-0.00669738j 0.00817886-0.00212834j -0.0018594+0.00345518j -0.00518082+0.0121017j 0.00361549-0.00121891j -0.00181648+0.00343486j 0.0112326+0.00222982j 0.0157401+0.00809494j -0.0132776+0.00227705j -0.00148007-0.00274739j 0.0034627-0.0059996j 0.00062888-0.00549702j 0.0112364+0.00126002j -0.00145076-0.0141873j 0.00108387-0.010388j 0.00624655+0.00123464j -0.000559635-0.00510333j -0.00306878-0.00762884j 0.00110679+0.014933j 0.018591+0.0099414j -0.00281636+0.00474745j -0.00441074+0.0134031j 0.00110455-0.00604641j 0.00506471-0.0206198j -0.0084388-0.0109999j 0.00444371-0.00190144j 0.00545259-0.00668948j 0.00287518-0.00395321j 0.00918568-0.00723156j 0.00826013+0.00964905j 
-0.00551923-0.00733301j -0.0061422+0.0020386j -2.26356e-05-0.00285828j 0.00187465-0.00416307j 0.00972101-0.00487311j -0.00210194-0.000645409j 0.00755729+0.00680923j 0.00835774+0.0157611j -1.23323e-05-0.013728j 0.00289121+3.99397e-05j 0.00998403+0.00233j -0.0037413-0.00165123j 0.00547237-0.00987554j -0.0138231+0.0063768j 0.00310812+0.000167284j -0.000105765-0.00265061j -0.00810797-0.00962567j -0.00685406-0.00767498j 0.00370596+0.00161504j -0.00268183+0.00875258j -0.0025759+0.00289652j -0.00397193+0.0117308j 0.0168222-0.000165715j 0.0117056-0.0155092j -0.0151528+0.00263625j 0.0160959-0.0175954j -0.00838644-0.00314883j 0.00960112-0.000259291j 0.00451474+0.00116999j -0.0105444-0.0208906j 0.00185826+0.00585489j 0.0120032+0.0103091j -0.0139981+0.00659297j -0.00627293+0.00556846j 0.00658888+0.000695306j -0.0140545+0.00186319j -0.0114655-0.0048918j 0.000121419-0.000341714j -0.00626592-0.0038093j -0.0131702-0.00860667j 0.00342636-0.00555157j -0.00433177+0.000886727j 0.00115725+0.00040807j -0.00513526-0.00309184j 0.00343222+0.00125783j 0.00208898+0.00489443j 0.00121026+3.57909e-05j 0.00120435+0.00324671j -0.0058966+0.000100392j 0.000917193-0.0090934j 0.00077789-0.0123062j 0.000925572+0.0032542j -0.00356857+0.00043641j -0.00455769+0.00636813j -0.00314077+0.0110639j 0.0102637-0.00590751j -0.00421774-0.0041042j 0.000963247+0.000442774j -0.00080199+0.00184112j 0.00180548-0.00439188j 2.23167e-05+0.000316116j 0.0070935-0.0035184j -0.00922786+0.00228665j 0.00238328-0.00347972j -0.00259728+0.00156897j -0.00363314-0.000382186j -0.00809516+0.000998617j 0.00375899-0.000342412j 0.00339311+0.0012018j -0.00533719+0.00662635j -0.0063277+0.00425953j -0.00497838+0.00374887j -0.00426406+0.00299913j 0.0054255-0.000110561j -8.7644e-05-0.00232058j -0.00362163-0.00387064j 0.00265265+0.000809816j 0.000533213+0.0021039j -0.00229181+0.000842276j -0.00248903-0.00835032j 0.0019494-0.000150309j 0.00155994+0.00578067j 0.00117831+0.00132622j -0.00156706-0.00551012j -0.0122744-0.00481429j -0.00359011+0.00282717j -0.00625725-0.00735758j 0.00462065+0.00435099j 0.00217947+0.0168712j -0.00119302+0.00459206j 0.00123896-0.00615366j -0.00174755+0.00793117j -0.00481519-0.000741949j -0.00913136+0.00386025j -0.00387889-0.00785073j 
0.00518963+0.000112427j -0.000487088-0.00494771j 0.0023788+0.00525972j 0.0027564+0.00720961j 0.00241074-0.00497877j 0.0158835-0.00539475j 0.00439162+0.00274794j 0.00223252-0.000120065j -0.0251134+0.00996764j 0.0135742+0.0123187j -0.00567885+0.00349875j 0.00964808+0.0125853j 0.0111698-0.0089104j 0.00850888-0.00389357j -0.0193277+0.00871206j 0.00704689-0.00296756j 0.0152593-0.00142726j 0.0148121+0.0083725j -0.000294728+0.00809149j 0.0072919+0.00540037j -0.00408647+0.000330728j -0.00563956+0.00134852j 0.000329322-0.000693683j 0.00145307-0.003739j 0.00316328+0.00275401j 0.00423114-0.00655055j -0.00980665-0.00354726j -0.00847633+0.002493j 0.00803048+0.00374451j -0.00146703-0.00625522j 0.0011883+0.00190689j 0.0031715+0.00263766j -0.0174996-0.000381422j 0.00746079-0.0107643j -0.00285727-0.00203313j 0.00804609+0.00327715j 0.000837638+0.00466507j 0.00346557-0.00459412j -0.00370486-0.00256024j -0.00456005+0.000346444j 0.00292497+0.00223558j 0.000846422+0.00447189j 0.00534134+0.010471j -0.00575594-0.00591073j -0.00592903-0.00491354j 0.00218179+0.00334453j 0.00819865-0.00697574j 0.00549037+0.00751446j 0.00990884+0.0012629j 0.00586203-0.00459422j -0.00822852+0.00207546j 0.00317825-0.00216906j 0.000442287+0.00667282j 0.0025002-0.00819772j 0.0013728+0.00427079j 0.0055094-0.00121709j 0.00687909+0.0025134j -0.00180156+0.00447439j 0.00429703-0.0125263j -0.00139947+0.00597899j -0.00593389+0.00171309j 0.00384013-0.00220922j -0.00488131+0.00681591j 0.00110995+0.00427553j 0.00732432-0.0084514j 0.0233096+0.00465317j 0.00239102+0.00195526j -0.00386713-0.0100023j -0.00139589-0.0231117j -0.000925642-0.0038426j 0.0151784-0.00756137j -0.00779788+0.000257298j -0.012355-0.00835224j 0.00539669-0.00622872j 0.00181275+0.00851478j 0.00484305+0.0125163j -0.00238441+0.0105096j -0.0189006-0.00414936j 0.00648546+0.0193555j -0.00118302+0.0207539j -0.0107634+0.00378371j -0.00202688-0.00293376j -1.87266e-06+0.0040574j 0.00276275-0.00808008j -0.00402543-0.00519168j 0.00616036-0.0114426j 0.00588447-0.00745765j -0.00374362+0.0032355j 0.00246316+0.00586398j 0.0124838+0.00156619j -0.000107073+0.0095109j -0.00534101+0.000620842j -4.70118e-05+0.00168962j 0.00511428-0.00131333j 0.00148431+0.00440635j 
0.00154876-0.00634128j -0.00791405-0.00163605j 0.00355791+0.00465331j 0.00177397+0.00239746j 0.00408333+0.0118386j 0.00593687+0.000655506j -0.00410576+0.00674485j 0.00228894+7.46476e-05j -0.00564099+0.0016719j -0.00066273-0.00677487j -0.000864892+0.00261642j 0.000778348+0.0084645j 0.00984293-0.000998004j -0.00508067+0.0047969j -0.00272878+0.00264636j 0.00305001+0.00935947j 0.00230336+2.13679e-05j -0.00104107+0.000634682j 0.0050963+0.000672373j -0.00331719-0.0159661j 0.00317635-0.0044835j 0.00852533-0.00997098j 0.00163946-0.00702965j -0.00450644-0.00344564j 0.00252277-0.00372992j 0.00316329-0.00131388j -0.0107804+0.00468723j 0.00451292-0.00324918j -0.00109807-0.0050174j 0.00211131-0.00267539j -0.01692-0.0073797j -0.00948109-0.000339023j 0.00400986+0.00414498j 0.0048038-0.00537018j -0.0100449-0.00616507j 0.00701445+0.0047418j 0.00229075-0.00443307j -0.0160582+0.00810582j 0.00673981-0.00176188j -0.0118557+0.00977369j 0.00179871-0.0101688j -0.00147444+0.00565556j 0.00089684+0.00220646j 0.00292277-0.00489009j 0.000790051-0.000674336j 0.0067455+0.00948165j -0.00633676-0.00961862j -0.00284846-0.00187628j -0.00265487-0.00281477j 0.00274797+0.00672165j -0.00613012-0.011439j 0.00667385-0.00159119j -0.00163495-0.00431106j -0.0043364+0.0040138j 0.00593931+0.00353494j -0.00517215+0.000757204j -0.00269378-0.00666047j -0.00483505-0.00266873j -0.00596035-0.00261552j -0.00141537-0.00471841j 0.00164673+0.00208078j 0.000247652-0.00038195j 0.00154671+0.00221643j -0.00355159+0.00562447j -0.00456303-0.00251489j 0.00800741-0.00107286j -0.000629753+0.00632134j -0.00203582+0.00472376j 0.00307841+0.00248066j 0.0046486-0.0088236j -0.00325518+0.00037554j 0.00241415-0.00973571j 0.00431281-0.00558953j -0.00207389-0.00435362j 0.00290495-0.00617441j 0.00738036-0.00892627j -0.00144514-0.00881629j -0.00199779-0.00138506j -0.00336693+0.00355479j 0.00174633+0.0104923j 0.00111467-0.0015815j 0.00278148+0.00286654j 0.0128406-0.00133955j 0.00395578-0.000631885j 0.00187054-0.00287671j 0.00148309-0.00189705j 0.0124209+0.0092952j -0.00295136+0.00325367j -0.00465393+0.00023149j 0.00389964-0.0135988j 0.00153323+0.0134659j 0.00767057-0.00816902j 0.0192606+0.00177136j -0.0207486+0.00712167j -0.0068292-0.0206539j 
-0.00247874-0.000440476j 0.00244029+0.00446344j 0.00191524-0.00145606j 0.000767421+0.00147719j 0.00261245-0.00523352j -0.00156541-0.0036826j 0.00170056+0.0035447j -0.00373875+0.00077665j 0.00124161-0.00226555j -0.00452028+0.0040622j -0.0048936+0.000621686j -2.6865e-05+0.00134827j -0.00258016-0.00314843j 0.00268801-0.0028168j -0.00344867-0.00256655j 0.00259054-0.00475801j 0.00241907-0.00218041j 0.00370167+0.000305748j -0.00383707-0.00233335j -0.00190647+0.00808019j -0.00845296-0.0110112j -0.0133359-0.00458392j -0.0056203+0.00690723j -0.00799607-0.00274351j -1.44462e-05-0.00533566j -0.00320676-0.00194751j -0.000594116-0.00289264j -0.000348183-6.04021e-05j 0.00764298-0.00262873j -0.00243037+0.003645j 0.00327225+0.000356422j 0.00260621+0.00178139j 0.00385202+0.00502839j -0.00877925+0.00966317j 0.00746609-0.0037858j -0.00500736-0.00348856j 0.00144498+0.0016117j -0.00288295+0.00317415j 0.00903682+0.00559389j -0.00680216-0.00025925j 0.00222469+0.000788862j -0.00202678-0.00644507j 0.000580829-0.00376682j -0.00290608+0.011296j -0.000678542+0.00114178j -0.00609265+0.00921739j 0.00226442-0.00805706j 0.000186657-0.0105792j -0.00301477-0.00323444j -0.00672719+0.000349168j 0.00179835-0.00907576j 0.00455822-0.00252413j -0.00154835-0.00450171j -0.00799884-0.000172597j 0.00977214-0.00248168j 0.00217851+0.00584253j 0.000564102-0.00297685j 0.0064993-0.0113391j 0.00620893+0.00222642j 0.0192422+0.00572072j -0.00614476+0.00113881j -0.0056006-0.0091455j 0.0035435+0.00667188j 0.0066269-0.0014963j -0.00835682-0.00344787j -0.00319431+0.00650236j -0.00284218+0.00438739j 0.00822817+0.00711586j -0.00599478+0.0159503j 0.00578279-5.30722e-05j 0.000719137-0.00455418j 0.00923777-0.00209993j 0.00750859+0.00446683j 0.0022593+0.00510615j 0.000393686-0.00342755j 0.000126322-0.00149264j 0.00456058-0.00974115j 0.00601058+0.00613484j -0.00795593-0.00735989j -0.00206988+0.00781986j 0.00197091-0.0096387j 0.00475502+0.00155853j 0.00431486+0.00311437j -0.00797169+0.00243238j -0.00468579-0.00713619j -0.00142878+0.00483668j 0.00686147-0.00910117j 0.00107328-0.0032182j -0.00489481-0.00649086j -0.000750335-0.0021883j 0.00272899-0.00134282j 0.00579979+0.00458336j 0.00191199+0.0102026j -0.00672575+0.00413656j -0.00643278-0.0101243j 
-0.0099025+0.00613413j 0.00705262+0.00896304j 0.00600792-0.00341646j 0.000973359-0.00302701j 0.00432729-0.00212856j 0.000910556-0.00343599j 0.00417641+0.00115747j -0.00364736-0.00149926j -0.00106108+0.000925266j -0.00273852+0.00202579j 0.000198933+0.00137286j 0.00177161+0.0001995j -0.00204393-0.00522617j 0.00274817+0.00145697j 1.05216e-05-0.00158459j 0.00184726-0.00520608j 0.00130093+0.000942423j -0.000778778+0.00112038j -0.00117279-0.00156623j -0.00363572+0.00526233j -0.00225971+0.000120555j -0.00247903+0.000735301j 0.00167752+0.00389296j -0.00249999+0.000373543j -0.000999196-0.00128863j -0.00279771+0.00254569j 0.0021881+0.00219338j -0.00293292+0.00177866j -0.000433683+0.00217331j 0.000471405+0.00253113j -0.00116038+0.00056916j 0.00233307+0.000898225j -0.00131524-0.00110089j -0.00555228+0.00324167j 0.00272446-0.000754965j -0.00241618-0.00236339j 0.00516602+0.00413219j 0.000116896+0.00087028j 0.00131534-0.00588084j -0.00593729-0.00623436j 0.00569527-0.00199842j -0.00313657-0.00486171j -0.00258532-0.0002175j 0.00261216+0.00761636j 0.000362094+0.00255187j -0.00243709+0.0010406j -0.00113014-0.0100315j -0.00544397+0.000563029j -0.00129288-0.000498862j 0.00393433-0.004633j -0.00196152-0.00309589j -0.0021207+0.00468863j -0.00528462+0.00394759j 0.000962621-0.00124499j -0.000412304+0.000107527j 0.00806056+0.00529311j 0.0054548+0.00369642j 0.00304496-0.00717162j 0.00462086-0.00101769j 0.00993715-0.00694903j -0.00310396+0.00569219j -0.008338+0.00243433j 0.0068125+0.00484306j -0.00198582-0.00418792j -2.24076e-05+0.0057627j 0.00485314-0.00258461j -0.0021767+0.00121459j 0.00278897-0.00560714j -0.0018009+0.00172495j -0.00325546-0.00520131j -0.00379572+0.00306832j -0.00123796-0.00180861j 0.00463494-0.0026954j 0.00732533-0.000838645j 0.00315181-0.0021183j -0.0018753-0.00174874j 0.00719504-0.000947457j 0.000266154+0.00577048j -0.00880759+0.000626961j 0.00287081+0.0120809j -0.000320263-0.00705706j 0.0029942-0.00204502j 0.00708682-0.00117927j 0.00840803+0.00715691j 0.00164758+0.00453489j 0.00441545-0.00596165j -0.00318098+0.00453781j 0.00202058+0.00283657j 0.00379181+0.00757559j 0.00601719-0.00771454j 0.00906528-0.00326694j 0.00408439+0.00899451j -0.000362942-0.00289617j -6.98052e-06+0.00164683j -0.00151683+0.00351658j 
