-0.07246-0j -0.0732109-0j -0.0085127-0j -0.0105339-0j -0.00614479-0j 0.496821-0j -0.000750064-0j 0.579624-0j 0.354946-0j -0.000875074-0j 0.507171-0j -0.000535871-0j -0.00076569-0j 0.209197-0j -0.000315831-0j -0.00378315-0j 0.0639381-0j -5.57311e-05-0j -0.00427352-0j -0.00348932-0j 0.0722258-0j -0.00352548-0j -6.29549e-05-0j -0.00305315-0j 0.0589721-0j 0.0595832-0j -5.14025e-05-0j -0.00251872-0j 0.0516006-0j -5.19352e-05-0j -0.000804744-0j -4.49772e-05-0j 0.0425683-0j -3.71043e-05-0j 0.0136008-0j -1.1855e-05-0j -0.00298146-0j -0.00049691-0j 0.0584884-0j -0.00329987-0j 0.00593839-0j -3.66009e-06-0j -0.00260878-0j -0.000549979-0j -0.00173919-0j -0.00263581-0j 0.0647348-0j 0.0065726-0j -0.00304358-0j -0.000434797-0j -4.05098e-06-0j -0.000289864-0j -0.00107607-0j 0.0511774-0j -0.00177542-0j -0.000439302-0j 0.0341183-0j -0.00188312-0j 0.0517077-0j 0.0051961-0j 0.00346406-0j -0.000507263-0j 0.00524994-0j -3.20258e-06-0j -0.00109848-0j 0.059707-0j -0.000179344-0j -2.13505e-06-0j -0.000295903-0j -3.23577e-06-0j -0.000286567-0j 0.0211096-0j 0.00606211-0j -0.000313853-0j 0.0348291-0j 0.00214328-0j 0.0369418-0j -3.73634e-06-0j -0.000183081-0j 0.00353623-0j 0.00375074-0j 0.0215494-0j -1.321e-06-0j -2.17953e-06-0j -4.77611e-05-0j 0.00218793-0j 0.00562169-0j -2.31174e-06-0j 0.000570776-0j -1.34852e-06-0j -3.51794e-07-0j 
-0.00251872-0j -0.00228486-0j -0.000295903-0j 0.000713291-0j -0.000821077-0j 0.0172696-0j -2.60724e-05-0j -0.0392485-0j 0.012338-0j 5.92545e-05-0j 0.0158285-0j -1.8627e-05-0j -2.38967e-05-0j 0.00870594-0j -1.31436e-05-0j 0.0189843-0j 0.0022225-0j -1.93722e-06-0j -0.0417753-0j 0.0175098-0j -0.00489067-0j 0.015884-0j 4.26291e-06-0j -0.0298457-0j 0.00204988-0j 0.00185955-0j -1.78676e-06-0j 0.0485864-0j -0.00349406-0j -1.62086e-06-0j -0.0514328-0j 3.04557e-06-0j 0.00568805-0j -4.95794e-06-0j -0.00602127-0j 5.24839e-06-0j -0.000103636-0j 0.00249355-0j 0.00203307-0j 0.000223447-0j 0.00020642-0j -1.27225e-07-0j -9.06817e-05-0j -0.00537626-0j -6.04545e-05-0j -8.22619e-05-0j -0.00438343-0j -0.000445055-0j 0.000206092-0j 0.00218186-0j 2.74306e-07-0j 0.00145457-0j -3.74043e-05-0j 0.00177894-0j -0.000237234-0j 0.00197927-0j 0.00118596-0j -5.87708e-05-0j 0.00161376-0j 0.000180617-0j 0.000120412-0j -0.00495869-0j 0.000163847-0j -1.11322e-07-0j -4.57144e-05-0j -0.00404298-0j 0.00089997-0j -7.42149e-08-0j 0.005708-0j -1.00986e-07-0j 0.000434802-0j 0.000733774-0j -0.000410488-0j 0.00141406-0j 0.00465392-0j 7.45008e-05-0j 0.00115293-0j 2.53001e-07-0j 0.00109992-0j 0.000472517-0j 0.000117058-0j 0.000896797-0j -4.59181e-08-0j -2.91233e-07-0j -0.0104616-0j 9.10527e-05-0j -0.00852967-0j -7.21479e-08-0j -0.000866026-0j -5.61198e-08-0j 5.3377e-07-0j 
0.000605481-0j 0.000607861-0j 0.00697774-0j -0.000145341-0j -0.00981179-0j -4.46955e-05-0j -0.0286786-0j -9.03451e-07-0j 9.39779e-05-0j -0.000579694-0j -4.27917e-05-0j 0.0603004-0j -0.027457-0j 5.51558e-05-0j 0.0353904-0j 0.00469739-0j 0.000548183-0j -0.00653014-0j 9.19355e-05-0j -0.00420921-0j 1.07288e-05-0j -0.00422576-0j -0.000127805-0j -0.000193306-0j -0.000491213-0j -0.000493144-0j 0.00585149-0j 0.00591881-0j -2.25587e-05-0j 0.00587449-0j -0.00391031-0j 0.000268727-0j 0.000690723-0j -0.00822811-0j -0.000456332-0j 0.00543597-0j -2.56433e-05-0j -0.0588008-0j -2.61721e-06-0j -4.91741e-07-0j -0.00237491-0j -0.000863754-0j 2.17991e-05-0j -0.00112757-0j -1.49586e-05-0j 2.18849e-05-0j -5.01881e-08-0j -4.55418e-05-0j 4.40637e-07-0j 0.049986-0j -1.65635e-05-0j -0.0343004-0j 4.54854e-05-0j 2.22487e-06-0j 2.97468e-05-0j 0.0501825-0j -1.52671e-06-0j -4.60157e-05-0j 2.23361e-06-0j 0.00201889-0j -0.00138537-0j 0.00101039-0j 0.00202683-0j 0.000734269-0j -2.69009e-05-0j 4.49723e-08-0j 0.104299-0j -0.000503856-0j 0.0682101-0j 0.000737156-0j 1.20675e-05-0j 4.64233e-06-0j 4.08088e-05-0j -0.105515-0j 3.03602e-06-0j 0.00421255-0j -4.69646e-06-0j 1.48421e-05-0j -0.0616845-0j 0.00275495-0j -0.00426167-0j -2.74556e-06-0j 0.0015321-0j 0.00100197-0j 0.027671-0j -0.00249138-0j 1.23163e-06-0j -0.00154996-0j 0.00111761-0j -0.000906114-0j 0.000406473-0j 
-5.14025e-05-0j -5.19352e-05-0j -0.00170365-0j 0.00107198-0j 0.000625322-0j 0.000352441-0j -0.00724877-0j -0.000808629-0j 0.000251796-0j 0.0166314-0j 0.000359783-0j -0.00517877-0j -0.00739978-0j 0.000148403-0j -0.00305226-0j -2.68374e-06-0j -0.00650663-0j 0.0248492-0j -3.0316e-06-0j 4.86792e-06-0j -0.00735002-0j 4.91837e-06-0j 0.0280702-0j -2.16588e-06-0j 0.0118021-0j 0.0119244-0j -0.045073-0j -1.78676e-06-0j -0.0052511-0j -0.0455401-0j -5.70879e-07-0j 0.0200543-0j -0.00433194-0j 0.016544-0j -0.00138408-0j 0.00528587-0j -2.11502e-06-0j 5.05678e-05-0j 4.14912e-05-0j -2.3409e-06-0j 0.0573899-0j 0.00674153-0j -1.85065e-06-0j 5.59683e-05-0j 6.08642e-06-0j -1.86983e-06-0j 4.59224e-05-0j 0.0635189-0j 4.24607e-06-0j 4.42468e-05-0j 0.0074615-0j -0.000145519-0j -7.63353e-07-0j 3.63048e-05-0j 2.47687e-06-0j 4.47054e-05-0j -0.000119399-0j -1.33587e-06-0j 3.6681e-05-0j 0.0502161-0j -0.165151-0j -0.000101519-0j 0.0507365-0j 0.00589884-0j -7.79256e-07-0j -8.32967e-05-0j 1.82509e-05-0j -0.0194001-0j -5.92192e-05-0j 0.00595997-0j -2.03288e-07-0j 1.4975e-05-0j -0.115214-0j 3.19391e-05-0j -4.85898e-05-0j 0.0207131-0j 2.62062e-05-0j -0.0135341-0j 1.86311e-05-0j -0.0672084-0j 0.0362479-0j 1.5287e-05-0j 0.00243315-0j -0.0078949-0j 4.86038e-06-0j 0.0211446-0j 3.98798e-06-0j 0.004258-0j 0.00551609-0j 0.00248384-0j 0.00064797-0j 
0.000524362-0j 0.000526423-0j 0.00298974-0j -6.22743e-05-0j -0.00420405-0j 0.00743996-0j 0.000532446-0j 0.000150388-0j -0.0156435-0j 1.07626e-05-0j 0.00712306-0j -0.00111954-0j 0.000509767-0j -0.00918117-0j -0.000657057-0j -2.81792e-05-0j -0.0451463-0j 5.95502e-05-0j -5.51513e-07-0j 2.52507e-05-0j -0.000883586-0j 2.535e-05-0j 1.16549e-06-0j 1.15963e-06-0j 0.0404544-0j 0.0406135-0j -5.33614e-05-0j -3.55064e-05-0j 0.00185785-0j -5.35712e-05-0j 2.34576e-05-0j -2.4506e-06-0j -0.0568852-0j 7.50345e-05-0j 0.0375817-0j -4.95722e-05-0j -2.22078e-05-0j 0.00017452-0j -0.0414321-0j -4.2586e-07-0j -0.00847505-0j 5.22363e-06-0j 1.88786e-05-0j 3.34663e-06-0j -1.29545e-05-0j 1.89528e-05-0j -0.000794511-0j -0.000162519-0j 3.81603e-07-0j -0.000148358-0j 1.00169e-07-0j 0.000101803-0j 3.93915e-05-0j 0.0352211-0j 2.57615e-05-0j -0.000148941-0j -0.0241687-0j -3.98508e-05-0j 0.0353596-0j 0.00720456-0j -0.00494378-0j -2.99883e-06-0j 0.00723289-0j -4.44056e-06-0j -2.32969e-05-0j 0.000711941-0j -0.000309558-0j 3.04712e-06-0j -0.000202447-0j -4.45802e-06-0j 1.04507e-05-0j 0.0734912-0j 0.000145629-0j 0.000313167-0j 0.0480621-0j 0.0150328-0j -0.074348-0j -8.97591e-08-0j 0.000183079-0j 0.00983123-0j -0.0152081-0j -0.0434641-0j -9.26552e-06-0j -6.05951e-06-0j -8.21271e-05-0j -0.00889068-0j 0.0194975-0j 9.37355e-06-0j 0.00398827-0j 5.4798e-06-0j -2.45818e-06-0j 
0.000363546-0j 0.000329791-0j -0.00407035-0j 0.00981179-0j -0.0112945-0j 2.60724e-05-0j 0.0167292-0j -5.92545e-05-0j 1.8627e-05-0j -0.0380203-0j 2.38967e-05-0j 0.0119519-0j 0.0153331-0j 1.31436e-05-0j 0.0084335-0j -0.00274014-0j -0.000319774-0j 0.00380925-0j 0.00602975-0j -0.00252732-0j 0.00070367-0j -0.00229266-0j -0.00838234-0j 0.00430786-0j -0.000294937-0j -0.000267552-0j 0.00351339-0j -0.00701284-0j 0.000502726-0j 0.00318717-0j 0.00742368-0j -0.00598864-0j -0.000818397-0j 0.009749-0j 0.000866341-0j -0.0103201-0j 1.49586e-05-0j 0.0343004-0j 1.52671e-06-0j -3.22517e-05-0j 0.00138537-0j 0.000503856-0j 1.30888e-05-0j -0.073954-0j 8.72585e-06-0j 1.18735e-05-0j -3.29168e-06-0j -0.00298694-0j -2.97468e-05-0j 0.0300129-0j -0.00108635-0j 0.0200086-0j 5.39884e-06-0j 1.33587e-06-0j 3.42418e-05-0j 0.0272262-0j 8.90578e-07-0j 8.48283e-06-0j 1.21183e-06-0j 0.0012122-0j 0.00080813-0j -0.0682101-0j 0.00109964-0j 0.000440874-0j 6.59831e-06-0j -3.03602e-06-0j 0.0123797-0j 0.000293916-0j 0.0785174-0j 0.000399939-0j -6.27582e-05-0j 5.51017e-07-0j -0.00275495-0j 0.0194513-0j 3.49479e-06-0j 0.000500005-0j 8.65775e-07-0j -0.00100197-0j 0.0151301-0j 0.00317125-0j 0.000785623-0j 6.73437e-07-0j 0.000181851-0j 0.00115338-0j -0.143906-0j 0.000611091-0j -6.40524e-06-0j 0.00028573-0j -0.00581225-0j 0.000222253-0j -0.00211391-0j 
2.34619e-06-0j 2.37051e-06-0j 0.000129962-0j -8.17757e-05-0j -4.77025e-05-0j 1.68261e-07-0j 0.0011145-0j -3.86054e-07-0j 1.20212e-07-0j -0.00255708-0j 1.71767e-07-0j 0.000796239-0j 0.00113772-0j 7.08502e-08-0j 0.000469286-0j 1.22495e-07-0j -5.19173e-06-0j -0.0118376-0j 1.38373e-07-0j -2.22189e-07-0j -5.86468e-06-0j -2.24492e-07-0j -0.013372-0j 9.88585e-08-0j 9.41707e-06-0j 9.51466e-06-0j 0.0214718-0j 8.15541e-08-0j -4.18993e-06-0j 0.0216943-0j 2.60569e-08-0j -0.00955343-0j -3.45652e-06-0j -0.00788118-0j -1.10437e-06-0j -0.00251807-0j 9.65372e-08-0j -3.85755e-06-0j 9.85279e-09-0j 1.06847e-07-0j 9.22935e-05-0j 0.0733047-0j 8.44701e-08-0j -4.26953e-06-0j -2.77806e-07-0j 8.53454e-08-0j 1.0905e-08-0j 0.00010215-0j -1.93806e-07-0j -3.37536e-06-0j 0.0811334-0j 1.11009e-05-0j 3.48421e-08-0j 8.62119e-09-0j -1.13053e-07-0j -3.41034e-06-0j -2.83534e-08-0j 6.09737e-08-0j 8.71053e-09-0j 8.07568e-05-0j -0.000265593-0j 7.74432e-06-0j 8.15937e-05-0j 0.0641416-0j 3.5568e-08-0j -1.97802e-08-0j -1.39226e-06-0j -0.210949-0j 4.51752e-06-0j 0.0648063-0j 9.27879e-09-0j 3.55606e-09-0j -0.000185286-0j -2.43646e-06-0j -1.15385e-08-0j 3.33105e-05-0j 6.22311e-09-0j -0.147165-0j -1.42127e-06-0j -0.000108084-0j 5.82933e-05-0j 3.63014e-09-0j 0.0264571-0j -0.085846-0j -3.70773e-07-0j 3.40044e-05-0j 9.47013e-10-0j 0.0462998-0j 8.8709e-06-0j 0.0270082-0j 0.00704576-0j 
0.00031484-0j 0.000285608-0j -0.00174402-0j 0.00420405-0j -0.00483933-0j -0.00433998-0j -0.000310594-0j 0.00986343-0j -0.00310063-0j 0.000705884-0j -0.00397781-0j -0.000221899-0j -0.000284675-0j -0.00218787-0j -0.000156576-0j 1.64379e-05-0j 0.0263353-0j -3.47376e-05-0j -3.6172e-05-0j 1.51612e-05-0j -0.0579515-0j 1.37535e-05-0j 7.64409e-05-0j -2.58425e-05-0j 0.0242899-0j 0.0220346-0j -3.20396e-05-0j 4.20695e-05-0j -0.0414026-0j -2.90647e-05-0j -4.45341e-05-0j 5.4612e-05-0j 0.0674-0j -8.89039e-05-0j -0.0713485-0j 9.41122e-05-0j 1.29545e-05-0j -0.000101803-0j 0.0241687-0j -2.79308e-05-0j 0.00494378-0j -3.04712e-06-0j 1.13352e-05-0j 0.000219494-0j 7.55681e-06-0j 1.02827e-05-0j -0.0521094-0j -0.0106591-0j -2.57615e-05-0j -8.90778e-05-0j 6.56978e-06-0j -5.93852e-05-0j 4.67554e-06-0j 0.0211477-0j 2.96543e-05-0j -8.0807e-05-0j 0.0140984-0j 7.34635e-06-0j 0.0191841-0j 0.00432581-0j 0.00288387-0j 0.000202447-0j 0.00392416-0j -2.66623e-06-0j 5.7143e-06-0j -0.0480621-0j -3.67427e-05-0j -1.77748e-06-0j -0.000233039-0j -2.41867e-06-0j -5.43502e-05-0j 0.00872296-0j -0.00983123-0j -5.77313e-05-0j 0.0553249-0j 0.0017843-0j 0.0137058-0j 6.05951e-06-0j -4.49059e-05-0j 0.0113168-0j 0.00280355-0j 0.0106609-0j -1.09976e-06-0j -6.97518e-06-0j 0.000427112-0j 0.00218072-0j -0.101399-0j -1.72798e-06-0j -0.0207414-0j -1.3441e-06-0j 1.27841e-05-0j 
-6.17966e-05-0j -6.20396e-05-0j -0.00107198-0j 2.23286e-05-0j 0.00150737-0j -0.000436123-0j 0.00896989-0j -8.81556e-06-0j 0.000917004-0j 0.000181313-0j -0.000417547-0j -0.0188603-0j 0.00858783-0j 0.000538191-0j -0.0110692-0j 3.32095e-06-0j 0.00805154-0j -0.0307493-0j 6.49965e-08-0j -2.97582e-06-0j 0.000157582-0j -2.98752e-06-0j -0.000601814-0j -1.36663e-07-0j -0.00721478-0j -0.00724314-0j 0.0275537-0j 4.18447e-06-0j -0.000331335-0j 0.027662-0j -2.76451e-06-0j 0.00126539-0j 0.0101451-0j -0.0387448-0j -0.00670246-0j 0.0255971-0j 2.61721e-06-0j -6.25745e-05-0j -5.13428e-05-0j 5.01881e-08-0j -0.0710163-0j -0.00834221-0j -2.22487e-06-0j -1.19994e-06-0j 1.52671e-06-0j -2.23361e-06-0j -9.84559e-07-0j -0.00136182-0j -4.49723e-08-0j 5.3194e-05-0j -0.000159972-0j -3.65018e-05-0j -4.64233e-06-0j 4.3646e-05-0j -3.03602e-06-0j 5.34031e-05-0j -2.99499e-05-0j 4.69646e-06-0j 4.38176e-05-0j 0.0603703-0j -0.0414262-0j 1.07524e-06-0j 0.0606077-0j 0.00709164-0j 2.74556e-06-0j 8.82238e-07-0j 0.000110993-0j -0.00486629-0j 7.25877e-05-0j 0.00711952-0j -1.23163e-06-0j 9.10704e-05-0j 0.00122029-0j -0.000112287-0j 5.95587e-05-0j 0.125967-0j -9.21321e-05-0j 0.000143347-0j -6.56432e-05-0j 0.0823804-0j -0.127435-0j -5.38607e-05-0j 0.0147972-0j 0.00967714-0j 2.94469e-05-0j -0.0744991-0j 2.41613e-05-0j -0.0149697-0j 0.0334195-0j -0.00875133-0j 0.00392575-0j 
2.82062e-06-0j 2.83171e-06-0j 8.17757e-05-0j -1.70333e-06-0j -0.000114989-0j -2.08213e-07-0j -0.00137913-0j -4.20871e-09-0j 4.37794e-07-0j -2.7877e-05-0j -1.99344e-07-0j 0.00289979-0j -0.00132038-0j 2.56942e-07-0j 0.00170189-0j -1.5158e-07-0j 6.42444e-06-0j 0.0146483-0j -2.96667e-09-0j 1.35827e-07-0j 1.25737e-07-0j 1.36361e-07-0j 0.000286691-0j 6.2378e-09-0j -5.75678e-06-0j -5.77941e-06-0j -0.013126-0j -1.90994e-07-0j -2.64377e-07-0j -0.0131776-0j 1.26182e-07-0j -0.000602805-0j 8.09493e-06-0j 0.0184572-0j -5.34799e-06-0j -0.0121939-0j -1.19459e-07-0j 4.77347e-06-0j -1.21922e-08-0j -2.29076e-09-0j -0.000114207-0j -0.0907099-0j 1.01551e-07-0j 9.15371e-08-0j -6.96843e-08-0j 1.0195e-07-0j -2.338e-10-0j -2.19006e-06-0j 2.0527e-09-0j -4.05789e-06-0j -0.00173947-0j 2.78453e-06-0j 2.11893e-07-0j 1.03645e-08-0j 1.38575e-07-0j -4.07384e-06-0j -7.11212e-09-0j -2.14363e-07-0j 1.04052e-08-0j 9.70866e-05-0j -6.6621e-05-0j -8.2024e-08-0j 9.74683e-05-0j 0.0771116-0j -1.25317e-07-0j 2.09502e-10-0j -8.46706e-06-0j -0.0529141-0j -5.53733e-06-0j 0.0774148-0j 5.6216e-08-0j 2.16262e-08-0j 1.96246e-06-0j 8.56577e-06-0j 1.41432e-08-0j 0.000202578-0j -2.18783e-08-0j 0.0015587-0j 5.00758e-06-0j 0.000132483-0j -0.00020494-0j -1.27901e-08-0j 0.160899-0j 0.105225-0j -2.24635e-06-0j -0.000119808-0j 5.73752e-09-0j -0.162775-0j 5.37447e-05-0j -0.0951585-0j 0.0426871-0j 
-3.71043e-05-0j -3.36592e-05-0j 0.000625322-0j -0.00150737-0j 0.00173515-0j 0.000254405-0j -0.00523244-0j -0.000578185-0j 0.000181756-0j 0.0118917-0j 0.000233175-0j -0.00373823-0j -0.0047958-0j 0.000128251-0j -0.00263777-0j -1.93722e-06-0j -0.00469673-0j 0.0179371-0j 4.26291e-06-0j -1.78676e-06-0j 0.0103353-0j -1.62086e-06-0j -0.0394711-0j 3.04557e-06-0j -0.00433194-0j -0.00392972-0j 0.016544-0j -4.95794e-06-0j 0.00738388-0j 0.0150079-0j 5.24839e-06-0j -0.0281995-0j -0.0120203-0j 0.0459064-0j 0.0127245-0j -0.0485958-0j -1.52671e-06-0j 3.65018e-05-0j 2.99499e-05-0j 3.29168e-06-0j 0.0414262-0j 0.00486629-0j -1.33587e-06-0j -7.87002e-05-0j -8.90578e-07-0j -1.21183e-06-0j -6.45741e-05-0j -0.0893176-0j 3.03602e-06-0j 3.19391e-05-0j -0.010492-0j 2.12927e-05-0j -5.51017e-07-0j 2.62062e-05-0j -3.49479e-06-0j 2.89735e-05-0j 1.74708e-05-0j -8.65775e-07-0j 2.3773e-05-0j 0.0362479-0j 0.0241653-0j -7.25877e-05-0j 0.0328823-0j 0.004258-0j -6.73437e-07-0j -5.95587e-05-0j 1.31742e-05-0j 0.00283867-0j 8.35565e-05-0j 0.00386265-0j 6.40524e-06-0j 1.08095e-05-0j -0.0823804-0j 2.06997e-05-0j 6.85586e-05-0j 0.0149515-0j 1.69842e-05-0j -0.00967714-0j 1.61011e-05-0j 0.094829-0j 0.0234923-0j 1.32111e-05-0j 0.00175634-0j 0.0111395-0j -0.000153142-0j 0.0182733-0j -0.000125654-0j 0.00275961-0j -0.173802-0j 0.00214654-0j -0.0204163-0j 
1.69357e-06-0j 1.53632e-06-0j -4.77025e-05-0j 0.000114989-0j -0.000132366-0j 1.21457e-07-0j 0.00080449-0j -2.76035e-07-0j 8.67734e-08-0j -0.00182836-0j 1.11322e-07-0j 0.000574756-0j 0.000737357-0j 6.12291e-08-0j 0.000405559-0j 8.84217e-08-0j -3.74759e-06-0j -0.00854485-0j -1.94574e-07-0j 8.15541e-08-0j 8.24667e-06-0j 7.39818e-08-0j 0.0188032-0j -1.39011e-07-0j -3.45652e-06-0j -3.13558e-06-0j -0.00788118-0j 2.26298e-07-0j 5.8917e-06-0j -0.00714941-0j -2.39555e-07-0j 0.0134336-0j -9.59121e-06-0j -0.0218688-0j 1.01531e-05-0j 0.02315-0j 6.96843e-08-0j -2.78453e-06-0j 7.11212e-09-0j -1.50244e-07-0j 6.6621e-05-0j 0.0529141-0j 6.09737e-08-0j 6.00362e-06-0j 4.06492e-08-0j 5.53123e-08-0j -1.53342e-08-0j -0.000143639-0j -1.38575e-07-0j -2.43646e-06-0j -0.114086-0j -1.62431e-06-0j 2.51504e-08-0j 6.22311e-09-0j 1.59515e-07-0j -2.21024e-06-0j 4.14874e-09-0j 3.9517e-08-0j 5.64529e-09-0j 5.82933e-05-0j 3.88622e-05-0j 5.53733e-06-0j 5.28808e-05-0j 0.0462998-0j 3.07381e-08-0j -1.41432e-08-0j -1.00499e-06-0j 0.0308666-0j -6.37408e-06-0j 0.0420009-0j -2.92358e-07-0j 2.5669e-09-0j -0.000132483-0j -1.57907e-06-0j 1.62804e-08-0j 2.40448e-05-0j 4.03319e-09-0j -0.105225-0j -1.22827e-06-0j 0.000152503-0j 3.77799e-05-0j 3.13719e-09-0j 0.0190977-0j 0.121126-0j 1.16824e-05-0j 2.93868e-05-0j -2.98386e-08-0j 0.0300069-0j -0.000279506-0j 0.0233407-0j -0.221999-0j 
0.0208702-0j 0.0210865-0j 0.00245187-0j 0.00303403-0j 0.00176985-0j -0.00444222-0j -0.000641179-0j 0.0017462-0j 0.00106933-0j 0.000252043-0j 0.00152793-0j 0.000154344-0j 0.000220537-0j 0.000630238-0j 9.0967e-05-0j 0.00108964-0j 0.000192623-0j 1.60519e-05-0j -0.00365315-0j 0.00100501-0j -0.000645791-0j 0.00101542-0j -5.3816e-05-0j 0.000879383-0j 0.000177662-0j 0.000179503-0j 1.48052e-05-0j 0.000725454-0j 0.000155454-0j 1.49586e-05-0j 0.000231786-0j 1.29545e-05-0j 0.000128243-0j 1.06869e-05-0j 4.09743e-05-0j 3.41453e-06-0j 0.000858734-0j 0.000143122-0j 8.76442e-05-0j 0.000950444-0j 1.78903e-05-0j 1.0542e-06-0j -0.00223007-0j 0.000158407-0j 0.000500928-0j -0.00225318-0j 9.70043e-05-0j 1.98009e-05-0j 0.000876624-0j -0.000371678-0j 1.16678e-06-0j 8.3488e-05-0j 0.000309933-0j -0.000227606-0j 0.000511364-0j -0.00037553-0j 5.11258e-05-0j 0.000542384-0j -0.000229964-0j -4.64598e-05-0j 1.0436e-05-0j 0.000146104-0j -4.69413e-05-0j -2.73767e-06-0j 0.00031639-0j 8.94701e-05-0j 5.16556e-05-0j 6.14947e-07-0j 8.52274e-05-0j -2.76604e-06-0j 8.25382e-05-0j 3.16325e-05-0j 1.8263e-05-0j 9.03973e-05-0j 5.21909e-05-0j 6.45695e-06-0j 5.53568e-05-0j 1.07616e-06-0j 5.27317e-05-0j 1.06534e-05-0j 1.12997e-05-0j 3.22915e-05-0j 3.80479e-07-0j 6.27759e-07-0j 1.37564e-05-0j 6.59147e-06-0j 8.42402e-06-0j 6.65839e-07-0j 1.71955e-06-0j 3.88406e-07-0j 1.01325e-07-0j 
-0.0243486-0j 0.0237485-0j 0.00562549-0j -6.13283e-05-0j 0.00402233-0j -0.0017462-0j -0.000252043-0j 6.94149e-05-0j -0.00124755-0j 1.00192e-05-0j 0.00172081-0j -0.000180068-0j 0.000248378-0j 0.00215488-0j 0.00031103-0j -0.00127125-0j -0.000224727-0j -1.87272e-05-0j -2.48804e-05-0j 0.00230586-0j -4.39827e-06-0j -0.00224903-0j -3.66522e-07-0j -1.77754e-05-0j 0.000407623-0j -0.000397576-0j 3.39686e-05-0j 0.00164873-0j -3.14227e-06-0j -3.31313e-05-0j 0.00105824-0j -2.61856e-07-0j 0.000291458-0j 2.42881e-05-0j 0.000187072-0j 1.55894e-05-0j -0.00100186-0j -0.000166976-0j -0.000102252-0j -1.92118e-05-0j -2.0872e-05-0j -1.22989e-06-0j -0.000876624-0j -3.20197e-06-0j 0.00288305-0j 0.000855017-0j -1.9608e-06-0j -4.00246e-07-0j 3.48475e-05-0j -0.000146104-0j -2.35847e-08-0j 0.000480508-0j -0.000361589-0j -8.94701e-05-0j -0.00228553-0j 0.000142503-0j 0.00029425-0j 0.000610854-0j 8.72648e-05-0j -1.8263e-05-0j 6.00635e-05-0j 5.80792e-06-0j 1.78129e-05-0j -1.07616e-06-0j 0.00108178-0j 3.55661e-06-0j -6.02648e-05-0j 3.53927e-06-0j -0.000380922-0j 1.04963e-06-0j 0.000471463-0j -3.69045e-05-0j 7.25989e-07-0j 0.000101809-0j -0.000233266-0j -7.5331e-06-0j 6.2345e-05-0j 4.27793e-08-0j 0.000180297-0j -4.76153e-05-0j 1.27261e-05-0j 0.000110409-0j -4.43892e-07-0j -2.80576e-06-0j 7.85771e-05-0j 2.25372e-05-0j 4.81185e-05-0j 7.49894e-07-0j 9.82214e-06-0j 1.32802e-06-0j 5.78775e-07-0j 
0.0438823-0j -0.0150649-0j -0.0017517-0j 0.00637943-0j -0.00126444-0j -0.00106933-0j -0.000154344-0j -0.00124755-0j -0.000678209-0j -0.000180068-0j 0.00321266-0j -9.7891e-05-0j 0.000463708-0j -0.000450264-0j -6.499e-05-0j -0.000778476-0j -0.000137616-0j -1.1468e-05-0j -0.000879383-0j 0.00211316-0j -0.000155454-0j -0.000725454-0j -1.29545e-05-0j -0.000557739-0j 0.000373557-0j -0.000128243-0j 3.11298e-05-0j 0.00152536-0j -9.85953e-05-0j -1.06869e-05-0j -0.000165596-0j -8.21627e-06-0j 0.000269648-0j 2.24706e-05-0j -2.92735e-05-0j -2.43946e-06-0j -0.000613509-0j -0.000102252-0j -6.2616e-05-0j -0.00067903-0j -1.27814e-05-0j -7.53154e-07-0j 0.0015799-0j -0.000113172-0j -0.00035788-0j -0.000542384-0j -6.93032e-05-0j -1.41465e-05-0j 0.00184321-0j 0.000263316-0j -8.33588e-07-0j -5.96467e-05-0j -0.00276617-0j 0.000161248-0j -0.000365336-0j -9.03973e-05-0j -3.6526e-05-0j -0.000344001-0j -5.53568e-05-0j 3.29145e-05-0j -7.45584e-06-0j 0.000307202-0j -1.12997e-05-0j 1.93951e-06-0j 0.000665251-0j 0.000188122-0j -0.000461028-0j -4.3934e-07-0j -6.08894e-05-0j -6.65839e-07-0j -5.89682e-05-0j -0.000282321-0j 3.84003e-05-0j -5.73335e-05-0j -3.7287e-05-0j -5.76285e-05-0j -3.51095e-05-0j 2.26276e-06-0j 0.000110875-0j -7.61117e-06-0j -7.16669e-06-0j 6.78969e-05-0j -3.39579e-06-0j -4.48492e-07-0j -9.82803e-06-0j 1.38594e-05-0j -6.01841e-06-0j -4.22301e-07-0j -1.2285e-06-0j 8.16673e-07-0j -7.23902e-08-0j 
