-0.0165114+0.069593j 0.0120201-0.00702755j -0.0425725+0.013223j -0.0548923+0.0217983j 0.0237466-0.00327384j 0.0289267+0.0225264j -0.0278492+0.00515018j -0.0429627-0.0188004j 0.0173417+0.0198696j -0.00123858+0.00384195j 0.00180817-0.0405296j -0.00496798-0.0094267j 0.0328231-0.00755191j 0.0123209-0.0056675j 0.0172912+0.0533876j 0.00977331-0.00961053j 0.0154402+0.00770035j 0.00589281+0.0147983j -0.00416408+0.000795178j -0.00426295+0.0144754j 0.00922702-0.0049706j -0.00327519+0.0169073j -0.00629634-0.0028034j -0.0104271-0.0275205j 0.00039077-0.0190244j -0.000418955+0.0161534j -0.00823482+0.0251665j -0.0100743+0.000708407j -0.00838277+0.0153844j -0.0194996-0.0139216j -0.00379265-0.0212047j 0.00907374+0.0123689j -0.00425165+0.000793339j 0.00821661+0.00129198j 0.00679855+0.00368144j -0.000646225+0.00249448j 0.00515621-0.0057092j 0.00495366+0.00339344j 0.00857654+0.0163596j 0.000749066+0.00162819j -0.0031353+0.0105454j 0.0154751+0.00780968j -0.0128375-0.00717522j 8.11739e-05-0.0045377j 0.0110339+0.000814688j -0.0072247+0.0035389j -0.00250285-0.00503725j -0.00464061+0.00502272j -0.00149881+0.00407627j -0.00888826-0.0287846j 0.00931909+0.00536872j -0.000532479+0.0154457j -0.00344729+0.00819123j 0.00711765+0.00930937j 0.00450911+0.00827037j 0.00767633+0.00359602j -0.00433429-0.00768359j 0.000995149-0.00106416j -0.00353207-0.00398128j 0.00177448-0.00399999j 0.00176517+0.0245007j 0.0116991-0.0119329j 0.0178094-0.0128953j -0.00550144+0.0146478j 0.00646272-0.0204559j 0.00821692-0.0216627j 0.0237915+0.00889255j -0.00256138-0.00637851j 0.0154953-0.00659729j -0.0232785-0.00776148j -0.0106669+0.0281629j -0.0603889+0.0320303j -0.00331321-0.0151024j -0.012399-0.00934131j 0.0136723+0.0192666j 0.00665177+0.0540783j -0.0227671+0.0136433j 0.0435628-0.0410256j 0.0060048+0.0826413j -0.0774379-0.0523074j 0.070063+0.0396353j -0.0300255-0.0637362j 0.0477508-0.0714566j -0.0916514-0.0384175j -0.0786309-0.0028177j -0.00660117-0.059025j 0.0816671+0.0545741j 0.0368143+0.0784572j -0.00250818-0.0627743j -0.113751-0.100112j -0.135079+0.199729j 0.146966-0.0699297j 
-0.00566689+0.00383247j -0.0242866-0.0023982j -0.0242204-0.02818j 0.0197016+0.0318594j 0.00616721+0.000122056j 0.0339511+0.0812261j 0.0515914+0.0231726j -0.0382989-0.0436035j 0.0536403-0.0114033j 0.0617474+0.0249389j -0.0481016-0.00512632j 0.00126345-0.0628668j 0.000386637-0.038775j 0.055108+0.0178794j 0.0464972-0.0168766j 0.0449748+0.0564516j 0.0621538+0.00927808j -0.0288055+0.0634008j 0.00756279-0.021753j -0.0267354-0.067729j -0.0446006+0.0552701j -0.0124392+0.0781982j 0.0791068+0.0310221j -0.0201351-0.0524309j 0.106159-0.0327035j -0.0237046-0.101562j -0.042416+0.0827978j 0.106886-0.0659052j -0.00624876-0.000556376j 0.11786+0.0228029j 0.0537865+0.111332j -0.00673107+0.0502426j 0.00908398+0.0297531j 0.010069+0.00660298j 0.106576-0.026747j 0.0368324+0.0687306j -0.0578533-0.10126j 0.0106206+0.0966474j -0.0657488-0.0369006j -0.0148887+0.0251944j -0.145326+0.0404652j -0.0454566-0.00163825j 0.116586+0.104515j 0.00465593-0.0530551j -0.0404668-0.0115574j 0.0178534+0.00444431j -0.0120564+0.0218662j -0.0184757-0.00611475j -0.0517264+0.0190351j 0.0334738+0.0273678j -0.0246064-0.0578619j -0.0946882+0.00234089j 0.0367782+0.00758097j -0.00510758-0.0151945j -0.00683516-0.0865629j 0.0178269+0.0763172j -0.00572377-0.0120711j -0.0405026+0.0258971j -0.0938672-0.00748984j -0.0176779-0.03905j 0.0383292-0.0290476j -0.0356798-0.0258499j -0.0468078+0.0333275j 0.0176951-0.00591525j -0.0432514+0.0286565j -0.00050618+0.00737622j -0.00928782+0.0196151j 0.0111685-0.0206017j 0.0043745+0.0082518j -0.00351235-0.0301627j -0.0124264+0.00626581j 0.0621931-0.0113642j 0.00590074-0.0238231j -0.0296659-0.0356163j 0.0292456+0.00891322j -0.0227809+0.0246683j 0.00109509+0.0574803j 0.00901582-0.026244j 0.00766962+0.0230259j 0.0298981+0.029634j -0.033719+0.0405994j -0.00218096-0.026785j 0.0307338-0.0424468j 0.0422729+0.0364263j -0.0280584+0.0036356j -0.0251872-0.0270629j 0.0196521+0.0175998j 0.00167279+0.0118973j 0.0162752+0.020925j -0.0327476-0.0163544j -0.0100173+0.01654j 0.0262358-0.00502375j 
0.023545+0.0147805j -0.0182293+0.0347388j 0.0231688-0.00155465j 0.00269471+0.00476968j 0.00180367+0.0130296j 0.0408498-0.0354376j -0.0503001+0.0506948j 0.0492141-0.0335404j 0.0733998+0.126255j -0.0310358+0.132697j -0.070998+0.00754345j -0.0239399+0.00676021j -0.0109385+0.0332689j -0.0108259+0.0361967j 0.0188088-0.0138391j -0.0330558+0.0705558j -0.0202272-0.0362685j 0.0349487+0.0409992j 0.00119402-0.0122634j -0.0451534-0.0466205j -0.01132-0.0898025j 0.169521-0.042978j -0.0117911-0.0515328j -0.0468918-0.0351405j -1.35521e-05-0.0289724j -0.0943243-0.0891746j -0.0703823+0.102458j 0.0270189-0.0617326j -0.00293452-0.0230652j -0.100461-0.0978942j -0.0535983+0.128328j -0.0834889-0.0422554j -0.0207113+0.0159735j -0.0236055-0.0800139j 0.0536314-0.0400528j 0.0394307+0.0617416j -0.0436797-0.108636j 0.0580395+0.0987609j -0.0189606+0.0233164j 0.0404903+0.0350403j -0.0450498-0.121491j 0.0292729-0.0295896j 0.103458+0.111961j 0.0469303+0.0115923j 0.00378096+0.011282j -0.0167738-0.0474967j 0.0057807-0.060717j 0.0370761+0.0266055j -0.0585873-0.0644008j 0.0634373-0.0397042j -0.00205471-0.0085705j -0.0346963-0.0492674j -0.0400477-0.00726677j -0.0499693-0.0139712j 0.0329751+0.011194j 0.00150186+0.00131505j -0.0810792+0.0576128j -0.0756547+0.0427327j 0.00398005-0.0135318j -0.00139034+0.00135702j -0.0452635+0.0415471j -0.0116109+0.0201797j -0.00014639+0.0645328j -0.0387003+0.00879271j 0.0204694-0.0102512j -0.0176307-0.0112225j 0.00229207-0.00505243j 0.0442771-0.025628j 0.00212595-0.0167575j -0.0161162-0.0659936j -0.00960369-0.0374528j 0.0119227+0.00511802j 0.00347655+0.0624903j -0.0382581+0.0972215j 0.019742+0.000185176j -0.0699542-0.0853176j 0.0178547+0.028158j 0.0250271-0.00502938j -0.0182254+0.0109694j -0.0108132+0.0601116j 0.0344501-0.0156588j 0.0260982-0.00708139j 0.00974508+0.00397896j -0.0335609+0.0220326j -0.00899281+0.00933931j 0.0331085-0.0407551j 0.0063025-0.0186007j -0.0207106+0.0318477j 0.00469881-0.00117885j 0.0303866+0.00907161j 0.0019481-0.0221869j 0.00051452-0.0033662j 
-0.0211561+0.00088345j 0.000552721-0.00279983j 0.0274988-0.00356142j -0.00853784+0.00781795j -0.0619839-0.0387631j 0.00531868-0.0269316j 0.00104251+0.0303456j 0.0624616-0.0587506j 0.0680624+0.0706063j -0.0344142+0.0124074j -0.0270864+0.0241532j -0.0180935+0.0242775j 0.0398984-0.0458783j 0.0524666+0.00553643j 0.032494-0.00553498j -0.0390666-0.123138j 0.00548255-0.0129026j -0.0375513-0.0759387j -0.087526-0.0786879j -0.0234679-0.0280887j -0.0403206-0.0107125j -0.0687196-0.0572695j -0.104138+0.0846187j 0.0414943-0.00224515j -0.0735087+0.0508164j 0.0621275+0.0339095j 0.116586-0.0572145j -0.0948386+0.0658051j -0.00394486+0.161438j -0.13982-0.0832512j -0.0783498-0.0660129j -0.0376087+0.0811279j -0.0096935-0.0966672j -0.00243575-0.012045j 0.0149261-0.0395646j -0.00304877+0.0769247j 0.00423227+0.103769j -0.152667-0.0751711j 0.0588292+0.0634503j -0.0885472-0.0623226j 0.0341114-0.021086j -0.100395-0.0457383j 0.0794223-0.018179j -0.0521557+0.0281786j 0.13109-0.049993j 0.0506988+0.0145407j 0.000148108+0.010067j 0.0151113-0.0866645j -0.0894814-0.0287549j -0.0217143+0.0232592j -0.0248601-0.0254306j -0.00539092-0.0103636j 0.0173532+0.00695074j 0.0244167-0.0117331j -0.00318794+0.0441871j -0.0520126-0.0575085j -0.0123351+0.0185946j -0.0240104+0.077062j 0.0771146-0.00901942j 0.0141585-0.0263584j -0.00643849-0.0252174j 0.0321774+0.0155077j 0.0592413+0.00610898j -0.000794696-0.00400699j 0.0402035+0.0398944j 0.0346367-0.0501474j -0.0175636+0.059099j 0.0448067+0.00140729j -0.0162669-0.0280357j -0.00962931-0.0491206j -0.00839754-0.0164662j -0.00205981-0.0106912j 0.0133887+0.026154j 0.0317277+0.0405515j 0.0700712-0.0213207j -0.0618155-0.00687643j -0.00732645+0.0712515j 0.050307+0.0398432j -0.00502597+0.0294665j -0.0187988+0.0033754j -0.0154303+0.00987861j -0.0382126+0.0100146j 0.0292828+0.0150539j 0.00981287-0.0325381j -0.00350298-0.0143291j -0.0397781-0.0194513j 0.00831056+0.00466459j -0.00391144+0.0209396j 0.00108577-0.0347583j 0.0341141-0.00330516j 0.00556909-0.0203268j 0.0129586+0.00417469j 
0.061761+0.0268364j -0.00283963+0.0664548j -0.0114246-0.0171959j 0.00116968+0.0132359j 0.000802095+0.029057j 0.0790183+0.00617906j -0.00659393-0.0125302j -0.0432974+0.00497145j 0.0041598+0.0272327j 0.0736375+0.0834933j -0.0164023+0.0140875j 0.0152715-0.0375844j -0.125003-0.0192919j -0.0408149-0.0572541j -0.00263755+0.0678123j 0.0858636-0.0726126j 0.0615181+0.0169209j 0.00523732-0.0688561j -0.037427-0.0402218j 0.0683414-0.0572718j -0.0919744+0.0271774j -0.0884872+0.027949j 0.052268+0.0170478j 0.0123111+0.00576453j 0.0333764+0.0843951j 0.0616944+0.034467j -0.0400211+0.0165653j -0.0119433+0.0573712j -0.104647-0.0368993j 0.0653227+0.0809134j 0.0405545+0.0285507j 0.0249659+0.0738599j 0.160785+0.063288j 0.0233874-0.0153086j 0.0313829+0.0292262j -0.114667-0.0210989j 0.0508748-0.0470137j 0.0446804+0.0698725j 0.010613+0.0370393j -0.0770009-0.069405j 0.0160459-0.00158558j 0.0652033+0.0971238j 0.076708+0.0348151j -0.0283677+0.0754852j -0.00407731-0.054455j -0.144581+0.0281661j 0.0376284+0.0684261j -0.016806+0.0185534j -0.116951+0.0529293j 0.0453538+0.0352702j -0.0643475-0.000891575j 0.0433214+0.011005j -0.0304829+0.0329561j -0.0280443+0.0524949j -0.0325205-0.0365772j 0.029914-0.0144356j -0.0262044+0.0317812j -0.0113569+0.0448957j -0.0253839-0.0106276j 0.0150121-0.039787j -0.0465048+0.00530115j -0.00740743+0.0551079j -0.0339903-0.0126784j 0.0349971-0.0132936j -0.0338255+0.000193881j -0.00931554-0.0375403j -0.0282044+0.000455842j 0.0109828-0.010825j -0.00202705-0.0248281j -0.0113608-0.00813514j 0.00446523+0.0362488j 0.0435189+0.00226097j 0.0529459-0.00811126j -0.0153146+0.00167959j -0.0107064+0.000546452j -0.0625338+0.0128635j 0.0472028+0.00661034j -0.00781882+0.0159248j 0.00892697+0.00645428j 0.0292612-0.00189989j -0.0904633-0.00816132j 0.0665197-0.0443447j 0.0151527+0.01126j 0.013846+0.0195703j 0.00564075-0.00365915j 0.0395032-0.0233821j 0.0051878-0.00516752j -0.0237098-0.0206108j -0.0212581+0.0213471j 0.00390749+0.000799437j -0.0189804-0.00105647j 0.00291696-0.0100865j 
-0.0250567+0.00154195j -0.0209842-0.0308844j 0.0214841+0.0103408j -0.0105291+0.00192965j -0.0311051-0.00203272j 0.00572171+0.0207904j 0.0291857-0.00119994j -0.00222909+0.0227488j -0.0128791+0.0336236j -0.00518984-0.0356235j 0.0225954-0.0316283j 0.0497358+0.0350761j 0.0819601+0.11831j 0.000254111+0.0143996j -0.00520066+0.0115549j -0.061035-0.00141204j 0.0103521+0.0456303j 0.0285148-0.0597344j 0.00272187-0.0129375j 0.0106409-0.0141823j 0.0361582+0.0254055j -0.021651+0.00855905j -0.017223+0.00300117j -0.0344775-0.0590714j -0.0698677-0.0132887j 0.0454983+0.0269155j 0.014355-0.105296j -0.0499209-0.0201878j -0.0376326-0.0187093j -0.0712905-0.0630442j -0.0177115-0.118585j -0.0461198-0.0561604j 0.0303049+0.00173322j -0.0576533-0.00434076j 0.0106132+0.00670367j -0.00390303-0.0674144j 0.0131457+0.03042j 0.0823189-0.122717j 0.100801+0.0330505j -0.0244677-0.00739841j 0.00555562-0.0109976j -0.0506029-0.0393466j 0.0221651-0.0215191j -0.0555786-0.0249217j 0.00983644+0.0208856j 0.0220316+0.0382801j 0.0169555+0.0253301j 0.0020274+0.0254356j 0.067781-0.0374074j -0.102313+0.10523j -0.0481258+0.03322j 0.0189171-0.0443995j 0.0249577-0.004585j -0.0338265+0.0459427j -0.034182+0.0245469j 0.0143914-0.022348j -0.0358956-0.0246334j -0.000400946+0.0144922j 0.000433202+0.00751901j 0.0427027-0.0384131j -4.00638e-05+0.0284112j 0.0122256+0.0110672j -0.0800226+0.00657245j 0.00904992+0.00540269j 0.0352709-0.0648023j -0.0098128-0.0117011j 0.00920034-0.0364762j -0.0140392-0.0103825j -0.00967476-0.0190251j -0.0120903+0.0029254j -0.00137249-0.000750898j -0.016805-0.0133195j -0.0342167+0.0200246j 0.00837618+0.0179817j -0.0231993+0.00361786j -0.00473039-0.0383058j -0.00658648-0.0524471j -0.0220183-0.0154606j 0.0142833-0.0287397j 0.0205317-0.0442702j 0.0444466-0.0239434j -0.0152396-0.0203711j -0.00908314+0.034735j -0.0272201-0.00914915j 0.00968917-0.0102574j -0.0150317+0.0159157j -0.000212635+0.0218461j 0.0161165-0.0116375j -0.000748429+0.00497461j -0.0106303+0.0101291j 0.0115407-0.0104836j -0.00872052-0.00151839j 
-0.00991073-0.00320443j -0.00383427-0.0117577j 0.00401503+0.0391781j 0.00352928+0.00236083j 0.0139334-0.00509865j -0.0437296-0.0184081j -0.0181421-0.0320627j 0.00182655+0.0546395j 0.0452676-0.00275391j 0.0434979-0.0163927j 0.0245849-0.011829j -0.0229082-0.0308482j 0.0278553+0.0123834j -0.0260093-0.0312633j 0.0188111+0.0281189j 0.037221-0.0615455j -0.0473824-0.0588188j 0.0395483-0.0257989j 0.00966425-0.0906904j 0.0544597-0.00730165j -0.0465545+0.0226285j -0.0942032+0.00684937j -0.00927281-0.0465962j -0.0420449-0.0523499j 0.044052-0.00953078j 0.0277643+0.0441731j -0.0493042+0.0485011j -0.0278889+0.0382357j 0.0498263+0.0265281j -0.00262761+0.121374j -0.0816616+0.0643925j -0.0382353-0.00491127j 0.111221+0.0317019j -0.0459898+0.0326625j 0.0152678-0.0273412j 0.0301319-0.059766j -0.026401-0.0228068j -0.0327923+0.00360241j -0.0265484-0.0228004j 0.0776361+0.0192228j 0.0116767+0.0244685j -0.0268677-0.0309403j -0.10945-0.0607813j -0.0684417-0.0247322j 0.0368672+0.034475j 0.0228734+0.00400446j 0.0408774-0.0820693j -0.0259164+0.0310073j 0.0317379-0.0474449j 0.0827288-0.00765768j -0.0597589+0.0310618j 0.00550524+0.0565427j 0.0402463-0.0315077j -0.010794+0.0230787j 0.0337413+0.0224447j -0.0363406-0.0211397j -0.0337042-0.0182185j 0.0069244+0.0205202j -0.0467188+0.00400236j 0.0202424-0.0922042j 0.034484+0.0112317j 0.000788172-0.0244145j -0.0239118-0.0360682j -0.00957691+0.00362896j 0.0152561-0.0270095j -0.04968-0.00964602j -0.0297956-0.064157j 0.00802038+0.0123225j 0.0399733-0.0189571j 0.014536+0.0118344j -0.0381932+0.0534843j -0.00274543-0.0196615j 0.0350575+0.000307875j 0.0470333-0.0277081j -0.00276807+0.0308537j -0.0224365+0.0370526j -0.0250663-0.0846557j -0.0118057-0.000260073j 0.0154257-0.0328343j 0.00998545-0.0422069j -0.0295629+0.0241618j -0.00037327+0.0149294j -0.0153523+0.0312003j 0.0196803-0.0842407j 0.0182559-0.00614048j -0.0265786+0.0209591j 0.00777081+0.0130534j 0.0132012-0.02404j -0.00792519+0.0141271j -0.0194302+0.0123141j 0.0135449-0.00611107j -0.00642594-0.000966744j 
-0.0218341-0.0117965j -0.0313985-0.0206132j 0.00872442+0.00363748j 0.0259654-0.0135866j 0.0231674+0.030934j 0.0738165+0.0362937j -0.00834737-0.0347057j -0.0200592+0.0710348j 0.0404454-0.0530581j -0.0105328+0.0340035j 0.00326008-0.0459685j 0.0694299+0.046947j 0.0948441+0.0293093j 0.074859+0.113872j 0.0393936-0.0366748j -0.0381073-0.0588694j -0.00169195-0.0150433j 0.00647969+0.00103495j -0.00186754+0.0335274j 0.00590369-0.0132127j 0.0547122-0.0423727j 0.0245421+0.0904977j -0.0143695-0.0502546j 0.0463782-8.77484e-07j -0.042832+0.0153911j 0.0764774+0.0576823j 0.0393943-0.0627907j 0.0887425+0.00746615j 0.0223007+0.0400449j 0.0019526-0.0519088j 0.0658474-0.0838157j -0.0433628-0.00221045j -0.112505-0.0147936j -0.0201566+0.0324763j -0.0666603+0.0156527j 0.0739287-0.0764527j 0.0464967+0.0893392j 0.0257581-0.0409875j 0.0617525+0.0568085j 0.0142297-0.0633004j -0.0258932+0.0557226j -0.0955589+0.0867021j 0.00810617+0.019487j 0.023648+0.00680328j 0.044135-0.0320543j -0.0072207+0.000631826j -0.0324649+0.0478111j 0.0224515+0.0508565j -0.0440652-0.00431729j -0.0176044-0.00213839j 0.0688073-0.0277328j -0.0199156+0.0317058j 0.00993226+0.0350857j -0.00962983-0.031354j 0.00727711-0.018292j 0.0118603-0.0354917j 0.0012015-0.0167721j 0.0425534-0.0303604j -0.0145863-0.000331911j -0.0592659+0.00260588j -0.0196398-0.000763433j 0.0400833-0.0227246j -0.00855396-0.00139176j -0.00370958+0.0108345j -0.0334908+0.0158154j 0.0123437-0.0379432j 0.0109558+0.00643567j -0.0365447+0.00924394j 0.0251801-0.0528546j 0.00751249+0.0269936j 0.0177598+0.0222082j 0.00755856+0.026874j 0.0159355-0.0198848j 0.023112-0.00180429j -0.0412864-0.010429j -0.00206891+0.0349992j 0.0072474-0.0015718j 0.00924769+0.0138013j -0.016184-0.00071229j 0.0126688-0.00270339j -0.0380946-0.000960565j -0.0127817-0.0260782j 0.0186482+0.00302427j -0.0217807+0.0342331j -0.00572491+0.00508874j -0.0482992-0.0135124j 0.0113449+0.0298945j -0.00533745-0.0215789j 0.0273508+0.026319j -0.016942-0.0152294j -0.00724672-0.00449955j 0.00498374+0.0209262j 
0.01739+0.031729j -0.0349103+0.0137915j 0.00514087+0.00441612j 0.0655278+0.00652064j 0.0102658-0.011808j 0.0256367+0.0758781j 0.0371995+0.0155277j 0.0065052-0.028067j 0.0885815+0.0809053j 0.0355281+0.1014j -0.114626-0.024043j -0.0674607+0.0404971j -0.055859-0.129842j 0.147516+0.0544229j -0.104068-0.107265j -0.0297853-0.0761629j 0.000141135-0.0566408j -0.0603029+0.0103923j 0.0378003+0.0299815j -0.00924455+0.0459196j 0.126324+0.0355158j 0.0740769+0.0917213j 0.0188548+0.0747334j 0.161598+0.0111197j -0.119816-0.0485711j 0.125301-0.0619544j 0.0788951-0.0902862j 0.0293948+0.116451j -0.106928+0.0204653j -0.030248-0.0845923j 0.187571-0.0661084j -0.106855-0.0135485j 0.114526+0.0476177j 0.0474628-0.0531534j -0.0496783+0.0898779j 0.0426087+0.158087j 0.0546684+0.113747j 0.0605025-0.00535611j 0.0407835+0.0725954j -0.000434266-0.0351949j 0.0816919-0.0342619j -0.00773321+0.0406545j 0.00455671-0.0332886j -0.0636915+0.0295239j 0.0103184-0.0123573j 0.0319341-0.056878j 0.0255449+0.0126813j -0.0212467+0.0677655j -0.000818384-0.0797263j -0.0307944-0.0183082j -0.0181926-0.075395j -0.0753602-0.0712259j 0.0210719+0.0107297j 0.0176953-0.00516029j 0.00504672-0.0493659j -0.0197481+0.00732293j -0.0403298-0.0316806j -0.0131701-0.0221j -0.0424592-0.0212088j -0.0133422-0.056584j 0.0069146-0.0338357j -0.039674+0.00128822j 0.0266473-0.00105679j -0.0336101-0.00925364j -0.0359464+0.00668994j -0.00475347+0.00649751j -0.00987942+0.0281551j -0.0114012-0.0423987j -0.00201867+0.0136462j -0.0114432-0.0256166j -0.0289295-0.0262209j 0.0304375+0.00976651j 0.0227485+0.0151455j -0.0158402+0.0288712j 0.0315468-0.00802577j 0.00480184-0.00433778j 0.0392384+0.0192074j 0.00701972+0.00380798j 0.00560241+0.000512629j 0.0257239+0.0167351j -0.0217308-0.0100407j 0.0188226-0.0549989j 0.033303-0.0122007j 0.0131468+0.0194123j -0.00225972+0.0094037j -0.0547712-0.0254525j 0.029927+0.0462197j 0.0143385-0.0162148j 0.0294902-0.00952874j -0.0106026-3.79326e-05j 0.00040611+0.000450567j -0.0158844+0.0148801j 
-0.014694+0.0215834j -0.0232303-0.0231369j 0.0421241+0.0511187j 0.0240259+0.00731123j -0.0236056-0.0596929j -0.0316625+0.0487631j -0.018462+0.036205j 0.0559405-0.0264837j -0.00743676-0.000498351j -0.0138876-0.030474j 0.0522214+0.0126187j -0.0436018-0.00558902j 0.0780299+0.048852j 0.0385979+0.0135847j 0.00667658-0.0101224j 0.00362346+0.0136574j -0.0441019-0.0717382j 0.0233531+0.0696731j 0.00863612-0.0792469j -0.00485243-0.00447856j -0.0876079-0.00390654j 0.0723746+0.0279889j -0.0808576-0.00484149j -0.025702-0.0365195j 0.0204274-0.102544j -0.0394834-0.1127j 0.00631012+0.0280717j 0.0532698-0.0491746j 0.117512+0.0764628j 0.0372688-0.11268j -0.0563114+0.0172784j 0.0312153+0.0385928j -0.0845334-0.0814023j 0.0720301-0.0347891j -0.0288105-0.0137494j 0.111234-0.023342j -0.0161645-0.0379245j -0.0406059+0.0132658j -0.0251361-0.0474732j -0.0324641+0.00158814j 0.0181848-0.0576482j -0.0978629-0.11865j 0.066021+0.00233908j 0.0237324+0.00959526j 0.00959669+0.0238697j -0.00321506+0.00971517j 0.0488975+0.00857173j 0.021861-0.0356819j -0.097917-0.00718566j -0.00590792-0.0294772j 0.0111208+0.06557j -0.0122631-0.00624025j 0.0286637+0.0356243j -0.0208703+0.0141321j 0.0382536+0.0437809j -0.0575271-0.00403113j -0.0357781-0.00342264j 0.0076427-0.0196226j -0.00533292-0.0398971j -0.0773609+0.00614376j 0.00248842+0.0450112j -0.00128677+0.0206445j -0.049942+0.0101392j 0.0145578-0.0286837j 0.0144046+0.00168347j 0.00792201-0.0332338j -4.89548e-05+0.00538776j -0.0416085+0.0249495j 0.0319038+0.00791713j 0.00530514+0.00194877j 0.0475407+0.0433424j 0.0665202+0.0511863j -0.0130797-0.00442281j 0.0223347-0.0411188j -0.00986808+0.0179978j 0.0034366-0.00469892j 0.00594908-0.00155163j 0.033054-0.0533022j 0.0180626-0.0375791j -0.0219958-0.0148748j 0.00839142-0.0149201j -0.00228929+0.0290474j -0.0372568+0.0366149j 0.0068226-0.0341189j 0.0101887+0.00580868j -0.00325258+0.0429837j 0.0283484+0.0470897j 0.00674621-0.0131829j -0.00550233-0.0226039j 0.000335692+0.0332699j 0.0337344-0.0282653j -0.0286323+0.0016741j 
0.00992954-0.00877626j 0.0383257+0.0130068j 0.0161735+0.0557212j 0.0216574-0.0289836j -0.0040415-0.0836956j -0.085314-0.0133159j -0.0326937+0.0195137j 0.0736806-0.042283j 0.0111791+0.0147793j 0.0788015+0.0675368j 0.0461816+0.20386j -0.180412+0.00847611j -0.106144-0.0496709j -0.214364-0.140046j 0.0455493-0.0293906j 0.051952-0.10059j -0.0247206-0.0788415j -0.00846254+0.0275422j -0.00316894+0.000147418j 0.0459961+0.0479022j -0.0221971-0.0031857j 0.108473+0.0503545j -0.069841-0.0766615j 0.0288733+0.0568588j 0.0422795+0.0537804j -0.0219165-0.0485829j 0.00437278+0.123044j -0.0194579+0.0966219j 0.0539645-0.0777183j -0.0453936+0.0212354j -0.140502+0.0598832j 0.039944+0.0101543j 0.111577+0.124089j 0.0439609+0.0591974j -0.00559202+0.0854387j -0.0822477-0.0793732j 0.020229+0.00384262j -0.0347673+0.0268901j -0.0719686-0.0574277j -0.0699113-0.0746593j 0.0324396-0.000494731j 0.0173917+0.102252j -0.0453741-0.0252585j 0.00468875+0.00773046j -0.0808507+0.0654271j -0.113984+0.0241649j 0.0391964-0.0605088j -0.0425939-0.0722562j -0.00991019-0.0182963j 0.00944175-0.102906j -0.0169228+0.0398831j 0.00524597-0.000296975j 0.0122896+0.034547j 0.00373652+0.00522381j 0.0616378-0.000112151j -0.0489777-0.0177945j -0.0192828-0.0539511j 0.0311741+0.00893188j -0.0156562-0.0288375j 0.00602689-0.0366769j -0.0221377+0.0365516j -0.0146907+0.0363937j 0.00783109+0.00948355j 0.0152779-0.0280282j 0.0309574+0.0387147j -0.0718634+0.00206743j -0.00995509+0.0154645j -0.0150304-0.0524725j 0.00304385+0.0426416j 0.019216+0.0199276j 0.0218328-0.0150115j -0.0427206+0.0287827j 0.0652063+0.0256047j -0.00242559+0.0100855j 0.0314126+0.00775601j -0.00154165-0.0199729j 0.00563634+0.020905j -0.00314301+0.0362218j -0.00280576+0.0199542j -0.0319664-0.0085004j -0.00767136-0.0213046j -0.00732247+0.0358598j 0.0205256+0.00657307j 0.0120956-0.0319854j 0.0159456+0.0103629j -0.0344073-0.00662465j 0.00908392+0.0604345j 0.0142667+0.00667405j 0.0129208-0.0365525j 0.0140654+0.00162069j 0.00678496-0.000130616j -0.0318706+0.016852j 
