-0.0165114+0.069593j 0.0120201-0.00702755j -0.0425725+0.013223j -0.0548923+0.0217983j 0.0237466-0.00327384j 0.0289267+0.0225264j -0.0278492+0.00515018j -0.0429627-0.0188004j 0.0173417+0.0198696j -0.00123858+0.00384195j 0.00180817-0.0405296j -0.00496798-0.0094267j 0.0328231-0.00755191j 0.0123209-0.0056675j 0.0172912+0.0533876j 0.00977331-0.00961053j 0.0154402+0.00770035j 0.00589281+0.0147983j -0.00416408+0.000795178j -0.00426295+0.0144754j 0.00922702-0.0049706j -0.00327519+0.0169073j -0.00629634-0.0028034j -0.0104271-0.0275205j 0.00039077-0.0190244j -0.000418955+0.0161534j -0.00823482+0.0251665j -0.0100743+0.000708407j -0.00838277+0.0153844j -0.0194996-0.0139216j -0.00379265-0.0212047j 0.00907374+0.0123689j -0.00425165+0.000793339j 0.00821661+0.00129198j 0.00679855+0.00368144j -0.000646225+0.00249448j 0.00515621-0.0057092j 0.00495366+0.00339344j 0.00857654+0.0163596j 0.000749066+0.00162819j -0.0031353+0.0105454j 0.0154751+0.00780968j -0.0128375-0.00717522j 8.11739e-05-0.0045377j 0.0110339+0.000814688j -0.0072247+0.0035389j -0.00250285-0.00503725j -0.00464061+0.00502272j -0.00149881+0.00407627j -0.00888826-0.0287846j 0.00931909+0.00536872j -0.000532479+0.0154457j -0.00344729+0.00819123j 0.00711765+0.00930937j 0.00450911+0.00827037j 0.00767633+0.00359602j -0.00433429-0.00768359j 0.000995149-0.00106416j -0.00353207-0.00398128j 0.00177448-0.00399999j 0.00176517+0.0245007j 0.0116991-0.0119329j 0.0178094-0.0128953j -0.00550144+0.0146478j 0.00646272-0.0204559j 0.00821692-0.0216627j 0.0237915+0.00889255j -0.00256138-0.00637851j 0.0154953-0.00659729j -0.0232785-0.00776148j -0.0106669+0.0281629j -0.0603889+0.0320303j -0.00331321-0.0151024j -0.012399-0.00934131j 0.0136723+0.0192666j 0.00665177+0.0540783j -0.0227671+0.0136433j 0.0435628-0.0410256j 0.0060048+0.0826413j -0.0774379-0.0523074j 0.070063+0.0396353j -0.0300255-0.0637362j 0.0477508-0.0714566j -0.0916514-0.0384175j -0.0786309-0.0028177j -0.00660117-0.059025j 0.0816671+0.0545741j 0.0368143+0.0784572j -0.00250818-0.0627743j -0.113751-0.100112j -0.135079+0.199729j 0.146966-0.0699297j 
-0.00521505-0.00991706j -0.0123995+0.00101241j -0.0118029+0.000217711j 0.0271919+0.0158192j -0.0144422+0.00302426j 0.010808+0.00905614j -0.00476836-0.0135519j -0.00310409-0.0432756j 0.022938-0.0241721j -0.0125678-0.0442037j 0.0428447+0.0380836j 0.0200775-0.0291473j 0.0314409-0.00152157j 0.0531461-0.0363984j 0.00683196+0.00394673j 0.0193922-0.00111153j 0.0287091-0.0390102j 0.00499545+0.0149219j -0.0329036-0.0137926j 0.0379179+0.0827675j -0.0154029-0.0196205j -0.04138+0.0153114j 0.00130446+0.0790288j 0.0176091+0.0107203j 0.0463048-0.0369251j 0.0321547+0.0448706j 0.084744+0.0388723j 0.0179027+0.0126303j 0.0465175-0.0420712j 0.0223896+0.0179179j -0.0440812+0.0493914j -0.0268119-0.0624147j -0.0227234+0.0185513j -0.162623+0.0117382j -0.0857137-0.0550969j 0.0201407-0.078641j -0.00934792+0.110676j -0.0120451+0.00990965j 0.033429+0.025759j -0.129135+0.0213929j -0.0546971-0.11513j 0.0170547+0.0971788j 0.0469799+0.147777j -0.0150574+0.0192928j 0.0555934-0.136673j 0.000988316-0.0500371j -0.154659+0.100707j 0.024285-0.0442747j 0.0772973-0.109389j 0.0493689+0.0147655j -0.0643785-0.0086608j -0.0406435-0.076842j 0.135523+0.0849846j -0.0635469+0.0173093j -0.0671904-0.0789416j -0.012572+0.0502675j -0.0252439+0.023086j -0.0825631+0.128439j -0.0359193-0.0665111j 0.0166192-0.10436j 0.0211974-0.0450554j 0.0596679+0.0786944j -0.00514342-0.0708538j 0.0556297+0.00377324j 0.0337778-0.0011427j 0.0205213-0.0203267j 0.00707079+0.0464587j -0.0224574+0.0307806j 0.0157049+0.00935055j 0.065009+0.0622029j -0.00131446-0.00974305j 0.0158096-0.0437139j -0.0203338+0.0296863j -0.0192479-0.00633489j 0.00656997-0.0237701j -0.0108183+0.0240138j 0.0185801+0.0267189j 0.0565167-0.0672778j -0.0261964+0.0375395j 0.00436045-0.0106671j -0.0526014+0.00356388j -0.0103303-0.00938126j 0.0196642-0.00575023j 0.00904594-0.0135644j -0.012308+0.0145983j -0.0120213+0.0161024j -0.00926468-0.00502963j -0.0057101-0.0236179j 0.00479421+0.00972572j 0.00766573-0.0105442j 0.00909865-0.0152432j -0.00371825+0.000557367j 
-0.0278518+0.0296877j -0.00576108-0.0350103j -0.00451695+0.0269577j -0.0171706+0.00842638j -0.00913718-0.0278044j -0.0825024-0.0111426j 0.0186012+0.00491737j 0.000797353-0.0271428j 0.0225226+0.0538153j 0.000305748-0.0664882j -0.0580529-0.0800555j -0.0419595-0.0252578j -0.0050665-0.0610945j 0.0476488-0.0122252j -0.0208252+0.0196377j 0.0362004+0.0533726j 0.0257282+0.0110969j -0.0628495+0.00499024j -0.00950165-0.00892928j 0.0236568+0.00137732j -0.031484+0.0391767j -0.0292081-0.0230606j 0.0170423+0.0113216j -0.0860204-0.00320316j 0.0217829+0.0257515j -0.0498952-0.0346908j -0.0821595-0.007839j -0.000761019+0.133084j -0.0409071+0.00742759j -0.0786543-0.015113j 0.00272463+0.0895018j -0.0569668-0.0212082j 0.0532481-0.000767698j 0.000201761-0.0319783j -0.132857-0.0386672j -0.042405-0.0730675j 0.108879-0.0703337j 0.173909-0.142552j 0.0100786-0.0539686j -0.0644637+0.0672166j -0.126064-0.0714543j 0.034696-0.0703798j 0.0563934-0.0656399j 0.000151155-0.0164212j -0.0547256-0.0730261j -0.0783942+0.0213319j 0.115528+0.114608j -0.0695358-0.0659309j -0.0335742-0.112611j -0.144031+0.0198522j 0.102751+0.0738102j -0.0654029+0.00438697j -0.114873+0.028156j -0.0616867-0.00182948j 0.0682844-0.0283752j -0.010991-0.109724j -0.0418917+0.015336j -0.015704+0.00657893j 0.0191468+0.0486872j -0.0581804+0.0751445j 0.0116146+0.0743983j 0.00480051+0.0246037j -0.0015056+0.0352404j -0.0420064-0.0570416j 0.00674616-0.0832003j -0.0941217+0.0501684j -0.00555831+0.0138903j 0.0543027-0.000271325j -0.0343051-0.0465511j 0.00781388-0.0240689j -0.0531077-0.0216521j 0.0231335+0.0352581j 0.0258741+0.00429129j 0.0604318-0.0191206j 0.0498443+0.0151343j 0.015789+0.0280988j -0.0728662-0.0621112j 0.0104031+0.0266638j 0.0458537-0.051442j -0.0263608+0.0152417j 0.0792838+0.0340155j -0.0180259+0.0110384j -0.0153554-0.0111954j -0.0172576-0.0790382j 0.0222244-0.0147155j -0.0274871+0.0209453j -0.00106175+0.0194775j 0.0228133+0.017903j -0.0094377-0.015896j -0.0299997-0.00101667j 0.0156677+0.0329478j 0.0162864-0.013273j 
0.0445406+0.0281895j -0.000733071+0.00701139j -0.00122382+0.00663035j 0.0179418-0.0166371j 0.0525434+0.0595401j -0.0207653-0.041417j -0.0180493-0.0343871j -0.0438676+0.0323832j 0.00864771-0.0248425j -0.0191085+0.0481286j 0.0313913-0.000181836j -0.0338403+0.0288915j -0.0043505-0.0160868j 0.0355808-0.0285699j -0.100367+0.0125719j -0.0229409+0.055708j -0.171927+0.066924j -0.0347741-0.0860147j -0.0585264+0.11008j 0.0421021+0.0221447j 0.0405548-0.0464832j -0.0508226+0.0349484j 0.0545727+0.0185228j 0.025942+0.0777426j -0.0480964-0.116401j -0.0283389+0.00458994j 0.00539922-0.100302j -0.0483407+0.0878734j -0.0460558-0.0828592j 0.0405394-0.0101831j -0.0466518+0.0827399j 0.0447018+0.0248019j -0.0291928+0.100582j -0.0203594+0.0255211j 0.00687682+0.0456678j -0.0522433-0.0153266j -0.0712442+0.0718646j -0.0283381-0.0256629j 0.0152834+0.0637347j 0.0827709-0.0307174j -0.0269089+0.042776j 0.151547+0.0597311j -0.0878177-0.0130577j -0.00139378+0.0334731j 0.0814314-0.0942572j 0.0940768-0.0921261j -0.0308943+0.0412285j -0.0139622+0.033216j 0.0775486-0.0481034j 0.064183-0.0333399j 0.0424358+0.0701099j -0.0171047+0.10364j -0.012027-0.0111553j 0.0619633+0.0383117j -0.0987926-0.0306716j -0.0483268+0.0542241j 0.0797792+0.0812669j -0.0347921+0.0552321j 0.0613322+0.0237667j -0.078862+0.0322358j 0.0759544+0.0815023j -0.0809633+0.0352651j 0.0818734-0.0319728j -0.133747+0.053018j 0.0252984+0.0315161j -0.032425+0.0142202j 0.0525177+0.0525248j -0.00591757+0.0586109j 0.021933-0.0424943j 0.0857871+0.0129941j 0.00798096-0.0607802j -0.0173321+0.0146523j -0.00112629+0.014707j -0.0365278-0.0149866j 0.0165352-0.036289j 0.0297911-0.0416125j 0.0155835-0.0141751j -0.0133227+0.00191211j -0.035862-0.0712971j -0.0659886+0.00649318j -0.00262842-0.0354679j -0.00609133-0.0188654j 0.00730993-0.0234463j 0.042165-0.0475371j 0.0439471-0.0445403j 0.0406489+0.0538049j -0.0470095+0.00107235j -0.0152952-0.00743528j 0.00899738-0.0101972j -0.00206002-0.00419671j 0.0186168+0.0319094j -0.0127924-0.00525816j 
0.0129078-0.0117059j 0.0238197+0.0233841j 0.0153538-0.0262504j -0.0111433+0.0137031j -0.00495445+0.0221264j 0.0145484+0.0767375j 0.0259958+0.00974712j -0.0258057-0.0259014j 0.0790892+0.0146163j -0.0135793+0.053312j -0.0751224+0.0349777j 0.02658-0.0411283j 0.0440988+0.0967732j -0.0798703+0.0326766j 0.0705191+0.0266006j -0.0194295+0.053827j -0.00625654+0.0176035j -0.00671249-0.0268836j 0.0201442-0.0472887j 0.0726391-0.0359063j 0.0163324-0.0370112j -0.0277789+0.0251374j -0.0429692+0.00749162j -0.096557-0.0845668j 0.0297124-0.0926301j -0.00144974-0.0607651j 0.00444757+0.0319335j -0.00232546-0.0901976j -0.0530218-0.0404773j -0.0245623+0.0392226j -0.0522172+0.00329589j 0.00383909-0.0345368j 0.0528497-0.00353153j -0.076699+0.0639955j -0.103704-0.0112114j -0.0520222-0.072033j 0.00136653-0.011394j -0.0940437-0.0233607j -0.066524+0.0226075j -0.11867+0.0237597j -0.0994556+0.00485378j -0.0252499+0.0851714j -0.0872327+0.00596705j -0.0751826-0.0580134j 0.00621805-0.0429431j 0.0527842+0.0372113j 0.0100584-0.036879j -0.00995504-0.042872j -0.0406621-0.0946992j 0.0563991-0.0311563j 0.0618694-0.0928612j 0.0800845+0.0977444j 0.0369207+0.0374506j -0.0342858+0.00846976j -0.026345+0.0249709j -0.00872269-0.0915505j 0.0530115-0.0636117j 0.00417347+0.0488092j 0.0828929-0.00171282j -3.32283e-05+0.0378501j -0.0618338+0.00311725j 0.0170002+0.0333134j -0.103785+0.0117365j -0.0133466+0.0136545j 0.0597234+0.0195388j -0.0210524+0.00056471j 0.0229883+0.0648864j 0.0341178-0.0884898j -0.0273825-0.00470001j -0.00708412-0.078487j -0.0605698-0.0212196j 0.0189002-0.0489182j -0.0288078-0.0208526j -0.0295105-0.00978454j 0.0505567-0.00398394j -0.0282476-0.031507j -0.017703+0.0358405j -0.0321854-0.00981824j 0.0521919+0.000256835j 0.000479834-0.0233118j -0.00904084+0.0186984j -0.0378201-0.0400287j 0.0473162-0.0190693j 0.0147739+0.00424904j 0.0120317-0.0348556j -0.0137971-0.00555665j 0.00321038+0.0427106j -0.0190023+0.0287876j -0.00446876-0.00306545j -0.00423144+0.000634909j -0.0296386+0.00876586j 0.0313697-0.00248634j 
-0.00694294+0.0102455j 0.00569244-0.0202404j -0.00422415+0.0110505j -0.000501356-0.0229006j 0.0114058-0.00698696j 0.00188238-0.0902245j -0.0127388+0.00162895j 0.00534035+0.00829123j 0.0357694+0.0109719j -0.0024853+0.0779059j -0.000931925+0.0458345j -0.0573331+0.0482527j 0.0333267-0.0120428j 0.0287117+0.0319595j 0.0356239-0.00711336j 0.00872505-0.0221095j -0.0443578+0.0141045j -0.0705419+0.0128252j -0.0288787+0.0928109j -0.0243484+0.0109059j 0.0410508-0.0124867j 0.0271733+0.0869424j 0.0906583-0.0266632j 0.077667+0.0873565j -0.06906-0.0130796j -0.0435066+0.0492205j 0.0221978+0.033368j 0.0277073+0.0328463j -0.0987639-0.0755875j 0.0147813-0.0612701j 0.068396+0.0546555j -0.00383043-0.082674j 0.0155308+0.0781151j -0.0466799-0.0381976j 0.00525588+0.0832254j 0.0465113-0.0955431j -0.0498163+0.0580672j 0.13751+0.00152558j 0.0750962-0.123229j -0.109268-0.00928717j -0.0612863-0.103512j 0.00409904-0.00738908j -0.0167125-0.0647186j 0.0604086-0.103124j -0.0461719-0.0779056j 0.0275485+0.0212704j 0.00512064-0.0560777j 0.0389538-0.00587777j 0.0489932+0.022595j 0.0521547+0.0075117j 0.0309522-0.0332595j 0.0203946+0.000212763j 0.120913+0.105554j 0.0041314+0.0925277j -0.00132943+0.0217953j -0.0111928+0.121932j 0.0634482-0.0014116j -0.0292637-0.0286749j -0.0446682-0.00556256j -0.0799162-0.0287047j 0.0798363+0.0247396j -0.0818353-0.0300923j -0.0742562+0.0141129j -0.0659438-0.00140368j 0.0473967+0.108342j 0.058937-0.000421831j -0.00571391-0.0447756j 0.00148639+0.0807474j -0.0367131-0.0257237j 0.0524497+0.0842493j -0.029474+0.0703274j 0.0015475+0.0393063j 0.035221-0.0294504j 0.0162083+0.00902283j -0.00154292-0.0127919j 0.000305863-0.0523564j -0.0328313+0.0313655j 0.0104235+0.0133203j 0.0157946-0.0106787j 0.0124743-0.00357726j 0.0234659-0.0270112j -0.00507812-0.0219617j -0.00563197+0.0267403j 0.00677456+0.0125889j -0.00276185+0.00439296j -0.00242567-0.0185476j 0.0245794-0.021755j -0.00224511+0.0224198j 0.00854754-0.02604j 0.012454-0.0142457j 0.00534819+0.0186819j 0.00617644+0.00163384j 
0.0478808+0.0424858j -0.0162671+0.00838976j -0.00838536-0.00989066j -0.00712981+0.000527304j -0.0218637-0.00378792j 0.040882+0.039052j 0.024055-0.0482763j 0.0107615-0.00972996j -0.0132061-0.0509992j 0.0351995+0.0114613j -0.0241555+0.0265315j 0.0321756-0.0588965j -0.0339309+0.005347j 0.0214903+0.0225653j 0.0494124+0.0663006j 0.0159068+0.00971504j 0.0817224-0.00343955j -0.0500697+0.0397553j -0.0416096-0.0445116j -0.0127655+0.00631121j -0.0505441+0.0218212j 0.0291092+0.0867647j -0.00324222+0.0265419j -0.00962427+0.0773313j -0.00381147+0.0700196j -0.0463701+0.0772938j 0.0366643+0.138575j 0.00457241-0.0592947j -0.018907-0.090813j 0.0267834-0.0129994j 0.107305+0.0355729j 0.0232887-0.081737j 0.0705285+0.0583224j -0.0655908-0.0846803j -0.0965574+0.134301j 0.0968046-0.0754881j 0.10231-0.0634784j -0.028933-0.0416575j -0.0603904-0.105352j 0.0181871+0.0044855j 0.057776-0.0749215j 0.139409+0.0179886j -0.0804366-0.154791j 0.0469357+0.0143233j 0.0271754-0.0883275j 0.0323937-0.0609054j -0.02607-0.0565783j -0.0201623+0.0104476j -0.0185301-0.0530603j 0.00898706-0.0942658j -0.00526744+0.0419842j 0.00703249+0.0773543j 0.0211421+0.055192j -0.0747067-0.0684777j 0.0196351-0.0259096j 0.0586222-0.162035j -0.045653-0.00471674j -0.00179335+0.0288388j -0.00588511-0.0550706j -0.0569937+0.0100193j -0.00929377-0.0665149j 0.0553806-0.0036884j -0.0317806-0.0434423j 0.0859816+0.00634253j 0.0165926-0.00201994j 0.0100799+0.041948j 0.0208304+0.0656021j 0.0675183+0.0252253j -0.0179688+0.0392704j 0.000539522+0.0114202j -0.0219526+0.0404572j 0.044734-0.040618j 0.0130141+0.0287677j -0.0216566+0.023126j -0.0201306-0.0528321j -0.0277607-0.0123488j 0.0252073-0.0375924j -0.0275553+0.00140554j 0.0386975+0.0133555j 0.00436484-0.0103994j -0.0327062+0.0233611j -0.0264148-0.0325184j -0.0137206+0.0178365j 0.0140932-0.00972543j -0.00321381-0.00765125j 0.0041416+0.010046j 0.0104289+0.0318523j 0.00662084-0.0101663j -0.032631-0.0177683j -0.00242473-0.0248118j -0.0239692+0.00484138j -0.0222776+0.0158416j 
0.00281104+0.0230219j -0.00582008-0.00280144j 0.0114211+0.00692735j 0.0106325-0.00044978j -0.00134476-0.0138631j -0.0164769+0.0261079j 0.0205254+0.0435773j -0.00172754-0.0366355j -0.032527+0.0576077j 0.0342565-0.00212429j -0.00838654+0.00965509j -0.0402778-0.00387882j -0.0175307+0.00159758j -0.00593274-0.00495413j -0.0191033-0.0925957j -0.00257706+0.0674616j -0.00354383+0.0553291j -0.00487072+0.0360055j -0.0445882+0.0236703j -0.0774765-0.00658975j 0.0215627+0.117611j 0.0703656+0.000130882j 0.0347847-0.0248944j -0.0602722-0.0888577j 0.00736693-0.0362752j -0.0442542-0.142345j 0.0192268+0.028501j -0.0725717-0.0153026j 0.0865126-0.0436103j -0.01716-0.0725903j -0.0504321+0.0239698j 0.043175-0.0375105j -0.00431955+0.0159102j 0.030034-0.0199943j 0.00718317-0.211961j -0.104368-0.0367067j 0.046647+0.0113366j 0.0224224+0.0974872j -0.103008+0.130306j -0.0882877+0.00763145j -0.0658528+0.0151432j -0.0954527+0.0323378j 0.00821918+0.0533781j -0.165657-0.126085j 0.0259172-0.049433j -0.0786228+0.0196781j 0.126495+0.0524342j 0.0267068-0.0331595j 0.0312229-0.0806976j -0.0562297+0.037194j 0.00115284+0.0248836j 0.0306429+0.0464037j 0.0471049-0.0498934j -0.0574393-0.108573j -0.14864-0.043705j -0.00570212+0.025305j 0.0357575+0.0627948j 0.0173621+0.0354877j -0.0635135+0.0292099j 0.0228756+0.00997744j 0.00194612-0.0515027j -0.0682431+0.00587623j 0.00807377-0.0107528j -0.0211973+0.0545796j 0.00732929-0.0527071j -0.049743+0.0489622j -0.0443913-0.0464234j 0.0263405-0.107263j -0.0189074-0.0107658j -0.0270477-0.026688j -0.0187064-0.0118102j -0.0215108+0.0509273j 0.0396632-0.0257429j 0.0129482+0.0270164j -0.025093-0.000660214j 0.000523766-0.00401965j -0.00213913+0.0194171j 0.00786104+0.0414674j 0.0297582-0.076927j -0.0562915+0.0396223j 0.0163889+4.88897e-05j 0.00255379-0.0223396j 0.00924851-0.0360194j 0.0253119+0.0184927j 0.0148359+0.00386037j -0.0136317-0.00519986j 0.0119883+0.0340515j 0.0127007+0.00473697j 0.00417927-0.00942062j -0.00470779+0.00576938j 0.019256+0.0122574j -0.0108436+0.00168735j 
0.0106-0.0167178j 0.00386482+0.0150544j -0.0180532-0.053086j -0.0166701+0.0027934j -0.0119842+0.00881086j 0.0328643+0.04183j 0.059084-0.0507047j -0.0262314+0.0472384j -0.00597859-0.104395j 0.113375+0.0191574j 0.051763+0.0467615j -0.0187385-0.0118824j -0.00848086+0.0323374j -0.035503-0.0143613j 0.0217436+0.0719061j 0.00959696+0.116174j 0.0694912+0.0200598j 0.0479525-0.0378465j 0.0119025-0.00540446j 0.0400784+0.0417366j 0.0366262-0.00799692j -0.032912-0.0242688j -0.00118372-0.0118834j -0.0428752+0.0100759j 0.0590829-0.0523849j -0.0180261-0.00858689j 0.0288686-0.0528054j -0.0957523+0.0132429j -0.0430561-0.0322156j -0.0197843-0.0364411j -0.11564-0.0441988j 0.0855044-0.0917782j -0.0520223-0.0844865j 0.0537851-0.0413175j -0.0206721-0.0669983j -0.0796283-0.0191734j -0.0045873+0.013443j -0.0867017-0.00818719j 0.0128167+0.0860581j -0.127656+0.0248595j 0.066406-0.0936606j -0.0850523-0.08958j -0.0737504+0.00472647j -0.000587552-0.0711749j -0.044081+0.0642194j 0.0179963-0.0416205j -0.00213311-0.0224642j -0.0371332-0.0404567j 0.0308667+0.0131782j -0.0277873+0.0706507j -0.0324275+0.0182224j 0.0536354-0.0240724j -0.0329396-0.0470455j -0.0521624-0.0300605j -0.00943977+0.024285j 0.0476962+0.0180916j -0.0311046+0.0195463j 0.0671928+0.0700219j 0.0354473+0.00253163j 0.103549+0.081916j -0.0492879+0.0239152j -0.00515792+0.0191612j -0.0364775-0.0188684j 0.0103069-0.0638135j -0.0146695+0.000676976j 0.0307899+0.0138794j 0.00658157+0.0271972j 0.00397116+0.0262875j 0.00169931+0.0050247j -0.0148178-0.0237132j -0.0275906+0.033503j 0.0126232-0.0277283j 0.0158247+0.0225646j -0.0655709-0.0328657j 0.0376023+0.0108838j -0.00450487+0.000845472j -0.064674-0.0652607j -0.0533027-0.0266375j -0.0254493+0.0665598j 0.0373388+0.0194059j -0.0129142+0.010721j 0.0135626-0.00835121j 0.0150239+0.0204714j 0.0337412+0.0631255j 0.0144955-0.0258054j 0.0269466+0.00560719j -0.020978-0.0027135j -0.0190625-0.000901248j -0.00572646+0.0234692j -0.00935685-0.00897818j -0.00492182+0.00150866j 0.00726883-0.0170835j 
-0.00659079+0.000569847j 0.0304801+0.0154842j 0.0213548-0.0119556j -0.0157177+0.00256014j -0.0174255-0.0219941j 0.0445555+0.0214429j -0.0226955+0.0279375j -0.00992652-0.0284663j -0.0391508+0.0642008j -0.0862318+0.0143572j -0.00657053+0.0236878j 0.0131167+0.0536029j 0.0493411+0.089991j -0.063535+0.0207027j 0.0224777-0.0213842j -0.0132396+0.0158765j 0.0426241+0.0505242j 0.0163935+0.0076956j 0.0645504+0.0107298j 0.0127692+0.0212396j 0.0608637+0.00222054j 0.0928669+0.0196506j 0.0118222-0.0258316j -0.0244022-0.0332852j -0.0719449+0.0244175j -0.0111803-0.0255405j -0.010785-0.0454277j -0.00380536-0.0343918j -0.0816596-0.105967j 0.0119952-0.114037j 0.0229222-0.0756178j -0.0331228-0.0205437j -0.0626738+0.0526201j 0.0713532-0.0148575j -0.039576+0.0920226j 0.0425874-0.0427049j 0.087065+0.0401152j 0.0146475+0.00398904j -0.000331452+0.0872485j 0.0216174-0.0684462j 0.0501798+0.0168591j -0.0369974+0.0684262j -0.101593-0.0556096j -0.0460718+0.0691264j -0.0070166-0.0420601j 0.0368833+0.0582273j 0.060828-0.0489433j 0.00384954+0.0424131j -0.0764621-0.00192413j 0.0806064-0.0395832j -0.0273417+0.0411658j 0.0409529-0.037861j 0.0306132-0.0385017j 0.0119357-0.0573277j 0.00621167+0.0212654j -0.00195135-0.0336261j -0.00855578-0.0647957j 0.0307443-0.0164414j -0.0618965-0.0263087j 0.0384169+0.0180359j -0.0303741+0.00453172j 0.0856808+0.0256355j -0.0878885-0.0305836j -0.0118826+0.0139621j -0.00294959-0.0455142j 0.0371813+0.0330243j -0.0210463-0.0299995j -0.043645-0.0351664j 0.0252831-0.0315132j 0.00691703+0.00597634j 0.0254512+0.0275139j 0.0572917+0.0943055j -0.0143309-0.0366838j 0.00369439+0.000990951j -0.0361695+0.00733219j -0.0304633-0.0287984j -0.00306047+0.027361j 0.00816608-0.0236363j 0.0117946-0.00266182j 0.0161393-0.00130772j 0.0193127-0.017421j -0.0231937-0.0231069j -0.0725787+0.00612059j -0.00636271+0.0123581j 0.0133827-0.00722455j 0.039153-0.00715849j 0.0463879-0.0260858j -0.0247759+0.0263981j -0.01692-0.0232694j 0.0267755+0.0213875j -0.0242658-0.00481367j 0.0211863-0.0190083j 
-0.0242591-0.0396794j -0.00176365-0.0175589j -0.0377026-0.00848529j 0.00440115+0.044734j -0.0251825-0.0098863j -0.0137259-0.00204375j -0.0133516+0.0267305j 0.0225591-0.0453888j 0.0176754-0.0546098j 0.0359434-0.0176927j 0.127497+0.129815j 0.00423173+0.0409359j 0.0378764+0.127953j 0.0048695+0.0164166j 0.0359031-0.0458203j -0.149759+0.0937035j 0.0547403+0.0351334j -0.0971385-0.0309296j -0.0520874+0.0614368j -0.0502524-0.0010504j 0.00703071+0.00938554j -0.0354827+0.10124j -0.0235413+0.0570761j -0.00318821-0.00557926j 0.0226656-0.045696j 0.063167-0.0549824j 0.0151068-0.0631081j 0.0333337+0.000319553j -0.00721366-0.0204547j 0.00165141-0.0052085j -0.0860226+0.0228501j 0.0097422+0.000603879j -0.070732-0.00575868j 0.0768856+0.036985j -0.102981+0.139631j 0.0515731-0.00782338j -0.00907919-0.0481075j -0.00473786-0.122153j 0.163302-0.0461466j 0.0237063-0.0869042j 0.0786464-0.0543313j 0.0441597-0.061966j 0.102301-0.0425501j -0.0243748-0.0714948j -0.139925-0.0585948j 0.0622353-0.0116544j -0.122203+0.00208731j -0.027971-0.0985304j -0.0233418-0.092888j 0.00316884+0.00288428j -0.0179387-0.100655j -0.0133535+0.0836782j -0.0792526-0.011169j -0.023635+0.026197j 0.038267-0.0350313j -0.0487779-0.0274795j -0.0475249+0.0361005j 0.0467285+0.0635001j 0.0396083-0.0136898j 0.0465573+0.0358151j -0.0523246+0.0148269j 0.00813268+0.0163519j -0.081774+0.051353j -0.0147981-0.0298333j 0.0964142+0.0521052j 0.0310296+0.0432426j 0.0538214+0.0496603j -0.00949125-0.0471147j 0.0311095-0.0314025j -0.0145143+0.0292196j 0.032127+0.0414123j -0.0190975+0.0264376j -0.0195685-0.0202594j 0.00346078-0.00877816j -0.0340238-0.0283252j -0.0490902-0.0234171j -0.0205468-0.00122142j 0.0793176-0.00860283j 0.00696493-0.00966113j -0.00262181-0.00702743j -0.0350186-0.00654865j -0.0246049+0.0145967j -0.021582+0.0314735j 0.0292854+0.028474j -0.0260585-0.00744164j 0.030965+0.0294207j -0.0333399-0.0217961j -0.018665-0.00186115j 0.0111836+0.0190783j -0.00325094+0.00907883j 0.0257835-0.0233704j 0.00607553-0.0148438j 
