0.000745568-0.0283166j -0.035279+0.000313133j -0.00746898-0.0375271j 0.0263327-0.00475242j 0.000806655+0.00411696j 0.00735516-0.00912156j -0.00455369-0.0103551j 0.0214965-0.00536506j -0.00707902-0.00162963j 0.0079506-0.00217728j -0.00212917+0.00849459j 0.00490094+0.0129843j -0.00439358-0.000806886j -0.00450141+0.00329851j -0.00264107-0.00695723j 0.00141215+0.00136578j 0.00518054-0.00354928j 0.00262162+0.00549719j 0.0113401+0.00482913j 0.0038202+0.00355826j -0.000780016-0.00575702j 0.00536769+0.00137807j -0.00761273-0.00742951j 0.00352247+0.00349203j 0.000964414-0.00454777j -0.000111011+0.00942192j -0.00142149+0.000644343j -0.0014352-0.00518392j 0.00211332-0.0065884j -0.00336506+0.00192929j 0.00238755+0.00156297j 0.00555514+0.000931747j -0.00318134+0.0020203j 0.00197785+0.00377947j -0.00230002-0.0040297j -0.0121905+0.000236477j -0.00421438-0.000337021j -0.00517625+0.00057316j -0.00657206+0.000964278j 0.00192309+0.00369686j 0.00166402+0.00847798j 0.00195085-0.00609922j 0.00012024+0.00375072j -0.000283516+0.00159875j 0.00219235-0.00790197j 0.00296288-0.00583777j 0.0018625-0.0017848j -0.00330185+0.00329573j 0.00907687-0.0130146j 0.00257588+0.00332529j -0.0134858+0.00954214j -0.00172941+0.00260801j 0.00390907+0.0105692j -0.000125647-0.00246214j -0.00100753-0.00766158j -0.00907283-0.000943583j 0.00157933+0.00319914j 0.000613331-0.00519017j -0.00128611-0.00480901j -0.00015348-0.00312636j 0.00888995-0.00994535j 0.0158868-0.00652307j 0.00467018+0.0077644j -0.00695339+0.0101571j 0.0194078+0.000769516j 0.0222719-0.00952364j 0.00204256+0.0306121j 0.0273691+0.0150162j -0.0136488+0.0262018j 
0.0302637+0.02719j 0.0433001-0.0313177j -0.0467569+0.0465314j -0.0329513-0.0435962j -0.00611696-0.0239466j -0.0155482+0.0175959j 0.0137833+0.0184684j 0.00151771+0.0254755j 0.0624453-0.030291j -0.0241732-0.0469745j -0.00927867-0.00609834j -0.0326588-0.00753273j -0.0170365+0.0196169j 0.00722361-0.0366149j -0.0202758-0.0121327j 0.0223848+0.00375286j -0.0257009+0.0129538j -0.0102521+0.00276358j -0.00647507+0.00567055j 0.000176654-0.0152469j 0.0155045+0.0535709j 0.0173498-0.0149253j -0.0207712+0.0142452j 0.000739814-0.00674652j -0.00872422-0.0128108j -0.0211397+0.0163257j -0.0112599+0.00828003j 0.0465406+0.00072353j 0.018842+0.0369725j -0.0127629+0.0319098j -0.0242004-0.00806066j -0.0142759-0.0165919j 0.0105321+0.0129355j 0.00585609-0.0278384j 0.00148028-0.00133394j 0.020848+0.0193091j 0.0140054+0.024027j 0.0389608+0.00699052j -0.0261626-0.0351846j -0.034552-0.013848j 0.0252893-0.0185168j 0.00358137+0.0187997j -0.00658593-0.0102239j -0.0193707-0.0415931j 0.0237682+0.0218505j -0.00837085-0.00552903j -0.0379224+0.0187173j -0.00276788+0.0202891j -0.00471287-0.00626021j -0.0376105+0.0229345j -0.00439038-0.0161571j 0.0248764-0.0376512j 0.0279734+0.0054891j -0.0128303+0.0257984j -0.0308528-0.0295419j 0.0147837+0.0353096j 0.00342204-0.0119443j 0.00323032+0.00276633j -0.0289105+0.0309909j -0.00113486+0.0526987j -0.0556407-0.0248965j 0.0163547-0.0244545j 0.00565437-0.0203678j -0.0496133+6.09847e-05j 0.00693807+0.0593398j -0.054407-0.00839714j 0.00656883-0.0674969j -0.0489959+0.014949j -0.0134495-0.0327081j 
0.0166207-0.0126857j -0.0103643-0.0176674j -0.00708611+0.0121567j -0.0151628-0.00914667j -0.0231296+0.00145824j -0.00981051+0.0198705j 0.0080454+0.0149292j -0.0186258-0.0136621j -0.0165932+0.0456114j 0.0466582+0.0172785j 0.0308906-0.0141217j 0.00819543+0.0256406j 0.0264884-0.0020658j -0.0155225+0.0449769j -0.0137248-0.0246681j -0.0178269+0.013214j -0.0143627-0.0151089j -0.0104565+0.0138202j -0.023077-0.0360615j 0.0150666-0.0183951j 0.00268512+0.0150485j -0.0360731-0.0090681j -0.0252322-0.0179719j -0.000601944-0.0184923j -0.00677056-0.00782732j -0.0138676-0.0183787j 0.0229188+0.00388009j -0.0306475-0.0195667j 0.0101524-0.0157385j -0.00753291-0.0122289j 0.0246282+0.0682681j -0.00295089+0.0235237j -0.0143528+0.0154994j 0.0145453+0.00366152j -0.00298295-0.00079062j -0.0157688-0.0044598j 0.00836079-0.0191823j 0.00950016+0.00343514j -0.0195313+0.0468828j 0.0046626-0.00332182j -0.00906252+0.00358884j 0.0276747-0.0224984j 0.0432166+0.0211343j 0.0157948+0.00448294j 0.0112999+0.00662352j -0.00629341+0.0130906j 0.0201379-0.0103905j 0.0273598-0.0126453j 0.000455766+0.0120831j -0.00734999-0.0251241j 0.0204695-0.0198986j 0.00852627+0.0105634j -0.0233878+0.0262367j -0.0111617-0.010179j 0.00661146-0.0116284j -0.029716-0.0490925j -0.0393112+0.0197964j -0.00594869-0.0206218j 0.0354454+0.00548823j 0.0256851-0.0287614j 0.0134645+0.029687j -0.0284813-0.0141254j 0.0240975-0.0379999j -0.0270813-0.0148861j -0.000469592+0.00610489j -0.0224098-0.00872169j 0.00866236-0.0206076j 0.00395402+0.00357943j -0.00430262+0.00458196j 
0.0496224+0.0125611j 0.02453-0.0442809j -0.0718634-0.00422388j 0.0165741-0.0643485j -0.0238964-0.0308707j 0.014031+0.0350449j 0.00760841-0.0432287j 0.0424324-0.0271663j 0.0257696+0.0112796j 0.00740706-0.065988j -0.0100968+0.0232641j -0.00810214+0.000936708j -0.0432356-0.0045851j 0.0456703-0.0295087j 0.00517852-0.0127613j -0.0092317+0.0142657j 0.0191094+0.0548734j -0.0222946+0.0126579j -0.0106012+0.00928483j 0.0260515+0.0259813j 0.0325459+0.00805036j 0.00473093+0.0120814j -0.00681239-0.0120853j -0.0117965-0.00149789j -0.00666167+0.0154453j -0.0139834+0.0115297j -0.0241064+5.40737e-05j 0.0537302+0.0288076j 0.0197797+0.0327998j 0.0138114-0.00126367j -0.0201934+0.00223398j -0.0139077+0.0025875j 0.016006+0.00557659j 0.00425043+0.0372195j 0.0181248+0.000490114j 0.00773542-0.00908941j 0.000543669+0.00682158j -0.00510131-0.0299984j -0.000937348-0.0459176j -0.0272542+0.0243844j 0.0046719-0.00868912j -0.00121062+0.0159859j -0.00280989-0.000875543j -0.0164141-0.0255861j 0.0121178+0.00563698j 0.010253-0.0144164j -0.0420676+0.0509508j -0.0222422-0.00399516j 0.025395+0.001325j 0.00926145+0.00921884j -0.0265577+0.0111277j -0.0129975-0.0311591j -0.0100037+0.0256165j 0.0269212+0.0243755j -0.0260271+0.00618336j -0.00597059+0.0361798j -0.00683651+0.00900768j 0.00232765+0.0468916j -0.0439909+0.0398465j -0.0604776+0.0201692j -0.0621305-0.0700728j -0.0197028-0.0449289j -0.00636491-0.0467767j -0.0444839+0.0286014j 0.0356713+0.0268881j -0.0345179-0.0309552j 0.0410658-0.0469999j -0.026641+0.0484144j -0.0509438-0.0175046j 
0.00310072-0.016011j -0.0171188-0.0031824j -0.0106489+0.00701712j -0.0055903-0.00499296j -0.0208347-0.00301851j -0.015341+0.0190891j 0.0151004+0.020358j -0.0145395+0.0042934j -0.00243059+0.0165884j 0.0178368+0.0105558j 0.0254336-0.00504446j 0.00125376+0.0120241j 0.0224226+0.0103871j -0.0141354+0.0353033j -0.0232176-0.0109698j -0.0162511+0.00183872j -0.0176132-0.0168857j -0.00213632+0.00807192j 0.0011023-0.021812j 0.0123992-0.0078305j 0.00233642-0.00087734j -0.0238547-0.0059453j -0.00758337-0.00499438j 0.00396647-0.00749579j -0.0109332-0.00930432j 0.00179298-0.00344767j 0.0280703+0.00690569j -0.0282697-0.0104012j -0.00186143-0.00760185j -0.00225559-0.0146397j 0.0101931+0.0357014j 0.00986775+0.00165593j -0.0056482+0.00188384j 0.0103674-0.0124042j -0.0151806-0.00198438j -0.0115299-0.00537358j 0.00104309-0.00900513j -0.00250661+0.00938531j -0.019107+0.0337603j 0.0087217-0.00173027j 0.00139492+0.0136837j 0.0204001-0.0227071j 0.0215098+0.0155683j 0.00241687-0.0166684j 0.0129703-0.0103793j 0.00163512+0.0154173j 0.0144571-0.00496455j 0.0170559-0.00147703j 0.00366781-0.00381922j -0.00872626+0.00281144j 0.00875862-0.0157786j 0.00774171+0.00567398j -0.0115647+0.0196488j -0.0126376-0.0117438j 2.90097e-05-0.00734717j -0.0178021-0.0308484j -0.0238225+0.00734766j 0.00682598-0.00976876j 0.0172791+0.00601098j 0.010277-0.0113166j 0.0100222+0.00973475j -0.00660407-0.003376j 0.019105-0.0205887j -0.0226391-0.0228864j -0.0125671+0.0168477j -0.00136489+0.00426197j -0.00638381+0.00181274j 0.0151928+0.00182686j -0.0010274+0.0177806j 
0.014783-0.010869j -0.0188773-0.0119851j 0.00540826-0.0246358j 0.0168436+0.00661116j 0.000717801+0.0151817j 0.0260536-0.0135933j -0.0149314-0.0379202j 0.0451754-0.0249686j -0.00482132+0.00885279j 0.0196397-0.0259532j -0.0142419+0.00370433j 0.0419294+0.035986j -0.0160396-0.0477351j 0.0275682-0.0227647j 0.017636-0.0169069j -0.0121464-0.0181444j 0.072431+0.0207113j -0.0180042-0.0270121j 0.0197697+0.00455386j 0.0305874+0.0410923j 0.00615368-0.0401162j 0.00390303+0.0367805j 0.0339424-0.0161571j -0.0216093+0.0318139j 0.00614654+0.04627j 0.0190371+0.00899579j -0.00244599+0.00817617j -0.00805901+0.00741518j 0.016994-0.0146322j 0.0232916-0.0066481j 0.0142437-0.0448378j -0.0190203+0.0119034j -0.00925262-0.0278188j 0.0077473+0.0413775j 0.00836522+0.0182135j 0.00729665-0.00393632j -0.00780108-0.00841372j -0.0269359-0.0235056j 0.0374662-0.0202976j 0.0139367+0.0279151j 2.44913e-05-0.0103359j -0.0346075-0.00835055j -0.0228618-0.0132082j 0.0111044+0.02766j -0.0170903-0.0255096j 0.0145751-0.0111753j 0.0114205+0.011401j -0.0304391-0.014624j 0.0269725+0.0235433j 0.0503699-0.0414625j -0.0144371+0.0455453j -0.0365194+0.0251824j -0.0427786-0.000512355j 0.0365018-0.0146145j 0.0113498+0.03528j -0.019974+0.015779j 0.0320717+0.024367j -0.0338682+0.0248728j -0.0244502-0.0183281j -0.0395372-0.00960414j -0.0122405-0.0360949j -0.00618426-0.0371351j 0.0194372-0.00544685j 0.0112693+0.012025j 0.029604-0.0185932j 0.0156865-0.0198726j 0.0262142+0.0267332j 0.0152002+0.0150216j -0.0168549+0.00814965j 
-0.0137078-0.0142845j -0.0235219+0.00976437j 0.0311978-0.0205495j 0.00556107+0.0369471j -0.0175714+0.0205837j 0.00843566-0.0136907j -0.0156653-0.00692834j -0.0105623-0.0119035j -0.0289618+0.0209762j 0.0223831+0.0285067j 0.00709952-0.0171018j 0.0322817+0.0078864j 0.0199606-0.0182836j -0.00336949+0.0210635j -0.00291125+0.00129002j -0.0247756-0.00196339j 0.0204461-0.0152264j 0.0127831-0.0221834j 0.00486134-0.000337299j 0.0151891+0.0140928j -0.0153436-0.0485067j -0.000128033+0.00222819j 0.0178257-0.0030678j -0.016642-0.00714119j 0.00384783+0.0250982j 0.023073-0.00975093j 0.0129232-0.00700448j -0.0467739-0.0105092j -0.00647558-0.018267j 0.0155455-0.0241255j 0.0164677+0.00744707j -0.0129543+0.00481013j -0.0130345+0.00136033j 0.00026448+0.0120132j 0.000664642+0.0048317j -0.013254-0.0210462j -0.00929531-0.0139022j -0.024332-0.0030344j 0.0196617+0.0231143j 0.0206947+0.0166328j -0.0123176+0.00418145j -0.00676207-0.0140115j -0.000885303+0.00506804j 0.0263641+0.0299297j -0.0152995-0.0180918j 0.0105024-0.000887023j 0.0250826-0.0165617j 0.00503067-0.0151035j -0.00622615+0.0165816j 0.036784-0.0200371j 0.00366521+0.0151149j -0.0101307+0.0353886j -0.0327862-0.00976141j 0.00895682-0.0285867j 0.0245617+0.0238241j -0.0120878-0.0167369j 0.0136962+0.0166069j -0.0092447+0.00577847j 0.0242512-0.021897j 0.000978437-0.0396172j 0.0359259+0.0210386j -0.0172594+0.00649179j 0.0170754+0.00915688j 0.0297039-0.0139596j -0.00337909-0.0360867j 0.0297973+0.00475954j -0.00270345+0.0355986j 0.0199105-0.0124005j 0.0120843+0.010398j 
0.00423177+0.0272834j 0.0327087-0.00538727j 0.00690413+0.0264075j -0.0144826+0.00462075j -0.0167646+0.00856965j 0.00614258-0.00253896j -0.0257941+0.00619921j -0.0351886-0.0323276j -0.0306949+0.0369908j 0.0208139+0.0333375j 0.0295834-0.00868392j 0.00941394-0.00626807j 0.0208686-0.00647713j 0.00120177+0.0261669j -0.00365448+0.0036188j -0.0176302-0.00738781j -0.00788625+0.00988383j -0.00302657-0.00403329j -0.0148726-0.0286142j 0.0118801-0.00694832j 0.01336+0.00904253j -0.0305376-0.0209217j -0.0112571+0.00406373j -0.0196594-0.00816552j -0.00754309+0.00477797j 0.00368149-0.0284539j 0.0138502-0.0140603j -0.0197584+0.00405125j -0.0165611-0.00812111j 0.00556161-0.0283429j 0.00990889+0.0255019j 0.00434127+0.00326925j -0.0121976-0.00156829j -0.00262193+0.0141354j 0.000984121+0.0102529j 0.001378-0.00225696j 0.00365627+0.00138005j -0.00993469-0.0105911j 0.00699332+0.0155259j 0.013142-0.00853358j -0.0204065+0.00721536j 0.013784-0.0134849j 0.00329921+0.0122623j 0.00520503-0.0120616j -0.0078075+0.00204967j 0.000136909+0.0109388j 0.011402-0.00657297j 0.0234435-0.0241735j -0.0111481+0.0216579j 0.0115157-0.028935j 0.0183056-0.0109295j 0.00504458+0.0152544j -0.0316734-0.00214662j -0.013912-0.0120971j 0.014831+0.0119931j -0.00673838-0.026186j -0.0207949+0.00977626j -0.00931191+0.00852918j 0.0359305-0.00503226j 0.00486326-0.0420726j 0.0268073+0.0355957j -0.047473+0.015253j -0.0166228-0.00716568j 0.0120992+0.0025627j -0.000369333-0.013598j -0.0155713+0.00254405j 0.00172312-0.0247493j -0.0351438-0.00324699j 0.00263526-0.0288114j 
0.0179839+0.0184691j 0.022429-0.0195098j -0.00728576+0.01768j -0.0123662-0.00150486j -0.0272544+3.71483e-05j 0.00458398+0.0040377j -0.0235778-0.0134871j -0.00708793-0.0348203j -0.0199308+0.0486219j 0.0313852+0.0101035j 0.0261527+0.00328556j 0.00916208+0.00459519j 0.0227069-0.0217594j 0.0261678+0.0170386j -0.00017276-0.00718823j -0.0389693-0.0169965j 0.0139792+0.0150211j -0.00799721-0.0076315j -0.0251313-0.0344233j 0.0224673+0.00901613j 0.00272182-0.0053542j -0.0204788+0.00165341j 0.0154617-0.0179262j 0.00397847-0.020202j 0.00764657+0.0225094j 0.0156515+0.000612854j 0.0090743-0.0123049j -0.0190825+0.00442759j -0.0133685-0.0059723j -0.00523072-0.0105066j 0.0228482+0.00307334j -0.0219168+0.00753873j -0.00607006-0.00912355j -0.00340063+0.0178238j 0.0228987-0.00374512j -0.00743584-0.0124467j 0.000278392-0.0147072j -0.0144869-0.0150472j 0.0110422+0.0082558j 0.0228172+0.00949032j -0.0174378-0.00234903j 0.00301344-0.00960402j 0.00083615+0.0127241j 0.00903398-0.00750774j -1.99176e-05-0.0168558j 0.00551399+0.013123j 0.0173398+0.00492738j 0.0122815-0.0217022j 0.00535794+0.0203549j 0.0288987-0.0290693j 0.00503139+0.0068977j -0.016714+0.0181881j -0.0434506+0.00343304j 0.00796935-0.00872624j 0.00406468+0.0197052j -0.0127384-0.01295j -0.0160355+0.0184624j -0.0202309+0.0279821j 0.0104505+0.000840942j -0.0179821-0.0333972j 0.00613801+0.00159291j -0.0424786-0.0100093j -0.00457553-0.0190866j -0.000702687+0.00712627j 0.00906637-0.00927817j -0.0211141-0.00796161j 0.0120647-0.0296552j -0.0265916+0.011197j -0.0138922-0.0223346j 
0.00137759+0.0178702j 0.0286496-0.00339755j -0.0170493+0.0251248j -0.0105035-0.0180347j -0.0184737-0.0125672j -0.0157842+0.0209012j -0.00133891+0.0193408j -0.0180394-0.00951505j 0.0119791-0.00812158j -0.0113937-0.00219192j 0.00560659-0.0166583j -0.00403356-0.0184911j 0.00862119+0.0115179j -0.00157217-0.00434086j 0.0106006+0.00537686j 0.00468647-0.00591081j -0.018672-0.00356724j -0.0136377-0.00511839j -0.011272-0.0318114j -0.0053785+0.00951435j 0.00538224+0.0231483j -0.00665777-0.00506469j -0.00410433+0.00488229j 0.000386373-0.00427819j -0.00858283-0.00915126j -0.00178174-0.0054881j 0.00613644-0.00788049j 0.00530531-0.00225146j -0.00861394+0.00655595j 0.000750335+0.00673035j 0.0063183+0.0104121j 0.00262347-0.00169907j -0.00462943+0.00193168j 0.00432438-0.00710065j -0.00297766+0.00358158j 0.00251264+0.00308665j 0.00870641+0.0112908j 0.00860314-0.0030726j 0.000980762+0.0112835j -0.00557087-0.00970361j 0.00163522-0.0036481j 0.00532554+0.00372591j 0.00213767-0.00016652j -0.00336918-0.0198549j 0.0105981+0.00881692j -0.00772817+0.00997283j -0.00668855+0.0144338j 0.0133942-0.00104422j -0.00943883+0.00433529j -0.0167232+0.00393954j 0.00641714-0.0212221j 0.0144113-0.0101606j 0.00247801-0.00667938j -0.00721902+0.00301019j -0.000695977-0.00322263j 0.00340243-0.00117918j -0.00770171+0.0057338j 0.00945388+0.00588464j 0.00803887+0.0142956j -0.005552+0.00618336j -0.00661625+0.00906829j -0.0188151+0.0102849j 4.26513e-05-0.0109936j -0.00801762-0.016323j -0.00750655+0.0134585j -0.0142264+0.0185953j -0.0148665-0.0269987j -0.0300794-0.000317349j 0.00289109-0.0189523j 
0.0126192+0.00488369j 0.000194812-0.0117653j -0.00695352-0.0275529j 0.0285146-0.00294296j -0.0176228+0.0218382j 0.0382121-0.000381111j -0.0175684-0.0396797j 0.0137786-0.0343602j -0.016389+0.00704448j -0.00570216-0.00517713j -0.0121976+0.0262146j 0.0118065-0.0151095j -0.0297982-0.0311025j 0.0471036-0.0173247j 0.021128+0.0285217j -0.00455334-0.00897022j 0.0319386+0.0286009j 0.0150529-0.017368j 0.0148426+0.0222135j -0.00520488+0.0337711j 0.00239918-0.032961j 0.0109204+0.0259161j 0.0245511-0.0131867j 0.00625632+0.0145571j 0.016077+0.00952546j 0.0127892+0.029053j -0.0178518-0.00117971j -0.00429655+0.0159729j 0.00335432+0.00667482j 0.00488787-0.00945241j -0.00844258-0.0386065j 0.00730899+0.0178895j 0.0035446-0.0145589j -0.015652+0.0220793j 0.00416952+0.0192618j 0.00362929+0.0108488j 0.000860017-0.0194818j -0.0196822-0.0176717j 0.0160296-0.0428298j -0.000936939+0.0047308j -0.0197208-2.47055e-05j -0.010076+0.011127j -0.0215368+0.00328853j -0.00422419+0.0258461j -0.0247365+0.00672132j 0.0121305-0.0131332j -0.0229034+0.00518648j -0.0211492-0.0034375j 0.0224563-0.00394919j 0.0433962+0.00307766j -0.0209407+0.0365102j -0.0330404-0.00299411j -0.0161455-0.00559745j 0.020326+0.00690688j -0.0124388+0.0452577j 0.011404+0.0252413j 0.0307812-0.000932067j -0.00331187+0.0463613j -0.0179534-0.0083916j -0.04282-0.017148j 0.00288281-0.0232442j -0.0191038-0.00325618j -0.0146478+0.0115176j 0.0233673+0.0164843j 0.0131109-0.0269593j 0.0181303-0.0224547j 0.0274227+0.014683j -0.00210264+0.0190452j -0.0220337-0.00606365j 
-0.0192556+0.0328703j 0.0371807+0.016614j 0.0208267+0.0272057j -0.0213417+0.0138111j 0.00768086+0.0100117j 0.00140457-0.00961874j -0.0148245+0.0289936j -0.0552112+0.00865284j 0.00335165-0.0225315j -0.0453419+0.0364614j -0.000324196-0.00478632j -0.015566-0.0401897j 0.0130764+0.0188415j -0.00997289-0.00373477j -0.00753035+0.0234292j 0.0178716+0.00232518j -0.0453238-0.00811018j 0.021696+1.26377e-05j 0.00988026-0.00106633j -0.0362488-0.0395831j -0.00168492+0.0162095j 0.00884832-0.0337473j -0.00770454+0.0192296j 0.000530267-0.00436603j 0.00612963-0.0157797j -0.0128658-0.0186805j -0.00224568-0.000376621j 0.00347296+0.00640798j -0.0207245-0.0141671j -0.00043246+0.008014j -0.00948703-0.0107246j 0.0243025-0.00382891j 0.00757697+0.0215564j -0.0130054-0.0105001j -0.00352468+0.0132202j 0.0112628+0.0139044j 0.0234419+0.0058645j 0.0152599+0.0104739j -0.00695194+0.003751j -0.0108779-0.0348424j 0.00425908-0.00465763j 0.00475184+0.00255388j 0.00692998+0.00737146j -0.0185574-0.0102083j 0.000930537+0.0203422j -0.00385534+0.0145736j -0.0099475-0.0118026j 0.0207985+0.0163977j -0.014247-0.0104937j -0.0174244+0.0228003j 0.0222123-0.0293126j 0.0141302-0.00829508j 0.0336852-0.0255512j -0.0232708+0.00272575j -0.00723296+0.00464397j 0.0268749+0.00177272j -0.00230842-0.015802j 0.0139357-0.000863899j 0.0127193+0.000923211j 0.0145857+0.000527874j 0.0229697+0.0333834j 0.00137344+0.0451886j -0.0182687+0.0260539j 0.0172542-0.0169598j -0.0340528+0.000321718j -0.000843953+0.0198183j -0.0217237-0.0145295j -0.035623-0.0233886j 0.0245782-0.0278902j 
0.0165457-0.0137775j -0.00623321-0.0147765j -0.0220212+0.0108551j -0.0101631-0.0201353j -0.0128079-0.0291113j -0.0163539+0.00970958j 0.013463-0.00168719j 0.0264926+0.000394494j 0.0156197+0.0131157j 0.0302431-0.0380281j -0.00407317-0.0177705j 0.00922512+0.031972j 0.00218054-0.0132274j 0.00149972-0.00965139j -0.00325517-0.02926j -0.00883656+0.00104486j 0.0179032-0.000462027j -0.0315675-0.0141982j -0.00876234-0.0151966j 0.0356433+0.0192119j 0.0118052+0.00999264j -0.00752564+0.00732336j -0.00501536-0.00401027j -0.00258372+0.00254727j -0.0148506+0.0147518j 0.0129552-0.0118474j 0.00132208+0.00649474j 0.00551728+0.00642855j 0.00884337-0.000415854j 0.00721754-0.00634542j 0.00822662+0.0121666j -0.0210072-0.00432123j 0.00705081-0.0131223j 0.0174152+0.00623081j 0.00494449-0.00851301j 0.00365532-0.00379541j 0.00432635-0.00374883j -0.0044167+0.00144317j 0.00158586+0.0115227j 0.0131962+0.0169005j 0.0136229-0.0111454j -0.0106423-0.0035484j 0.002358-0.000653616j 0.00900845-0.00612194j 0.0147982-0.00677206j 0.00388514+0.00662315j 0.0140502+0.0105459j 0.00357287-0.0056615j 0.0132513+0.0130341j -0.00365728-0.010058j -0.00209701+0.00670755j -0.0021119+0.00132212j -0.0206357+0.0165834j 0.0122388-0.0032801j 0.00095196-0.00762087j -0.0202668-0.00793335j -0.00541476+0.0238345j -0.0178637-0.00184539j -0.0050522+0.00847499j -0.0131212+0.0153044j -0.0293493-0.0258862j -0.00292633-0.0385446j 0.0250662-0.0331662j -0.0318836-0.00293213j 0.0170244+0.0251324j -0.0182302+0.00367384j 0.000864649-0.0192203j -0.000283572+0.013601j -0.0117864+0.00634733j 
-0.0111541-0.0139178j -0.010114+0.0115555j 0.0101967+0.00904304j -0.0110203+0.00508751j 0.0167924-0.0256963j -0.0272508-0.00705043j 0.00775883+0.0191164j 0.0207603+0.0191128j 0.025519-0.0265868j 0.00803191-0.0308138j -0.0204501-0.0277992j 0.0192029+0.0194052j 0.00741572-0.00158231j -0.00786801-0.015963j 0.0109911-0.0329531j 0.01328-0.0180023j 0.0205577-0.00583716j -0.0168091-0.0153544j 0.0115638+0.00706773j 0.0199364+0.0175163j 0.000221922+0.00845118j 0.0068122+0.0103512j 0.0151286+0.0121423j -0.004748+0.00713977j -0.0163499+0.0156469j 0.00776316-0.0285258j 0.00816199+0.00637391j -0.00543081-0.00556657j 0.00931175-0.00632782j 0.017627+0.00822105j 0.015474-0.0189848j -0.0153978+0.00679253j 0.0118884-0.00249043j 0.0256412-0.00652353j 0.000866523-0.0121727j 0.00830236-0.00167398j 0.0134386-0.00540186j 0.0173466+0.00906645j 0.00939272+0.0108497j 0.0152067+0.0204878j 0.0217732-0.0186501j -0.0323582-0.00135273j -0.011028+0.0012677j 0.018268+0.0126367j 0.0104451-0.00848254j 0.00538074+0.00878568j 0.0162898+0.000155633j -0.00844551-0.00495899j -0.00441224+0.0116344j -0.0108791-0.0114741j -0.000916458+0.0185152j 0.00774822+0.0125049j -0.00869239-0.00100091j 0.0115397-0.0115761j 0.0166017-0.0162488j -0.00851258+0.0153446j 0.0183207+0.0202497j -0.0114803-0.0107949j -0.000959224-0.00179952j 0.00191209+0.0296201j -0.0280658-0.0108252j 0.0257256-0.0215572j 0.0264842-0.00438074j -0.0100262-0.0177947j 0.00663582+0.0197006j 0.00742489+0.0252893j -0.0279835+0.00478585j 0.00809666-0.0119213j 0.0142614+0.0120298j 
-0.00825737-0.0243989j -0.0309396+0.00926415j 1.38441e-05-0.0181691j 0.0122269+0.00315622j 0.0213443+0.0030925j -0.00685264-0.0152791j 0.0020795+0.00519641j 0.0271574+0.0246133j 0.00898773-0.0177466j -0.00188274-0.00804608j -0.00112333+0.000771055j -0.0055197+0.0206345j 0.0124953+0.00623445j -0.0108589+0.00105843j 0.000686503-0.0169699j -0.00124485-0.000614214j 0.00869213-0.0187484j 0.00161817+0.0163154j 0.0160922+0.0187599j 0.00882943-0.0122782j -0.00140179-0.0104478j 0.0122483-0.000960909j -0.00639691+0.00247306j 0.00864702+5.5312e-05j -0.0116049-0.0127986j -0.00382346-0.00142666j -9.99683e-05+0.0167783j -0.0007373-0.0126224j 0.00304299+0.000289735j -0.00215569+0.00439878j 0.0101014+0.00418599j 0.004243-0.00447724j -0.00671122+0.00655113j 0.0122876-0.00704493j -0.000755649-0.0033292j -0.00955499-0.00608281j -0.00685218-0.00699556j 0.00753365-0.00271797j -0.0119406-0.000780283j -0.00310368-0.00296073j 0.00471572-0.00631515j -0.00678867-0.00598556j -0.00114121+0.000554687j 0.000692335-0.00340425j 0.00340839-0.007139j 0.0123589-0.00490182j -0.0012633-0.00256783j -0.013934+0.00652326j 0.00149965+0.00412679j -0.0119441-0.00241166j -0.00798039-0.00339886j 0.0114707+0.00269347j 0.00746303+0.00387362j 0.00245501+0.00632884j 0.00125522-0.0144472j -0.00484793+0.00427533j 0.0114098+0.00336438j -0.00810746-0.0224652j -0.00739873-0.00419356j 0.0218795+0.0157399j -0.0025975+0.00179547j 0.0375576-0.00727595j 0.0091422+0.00341912j -0.00738123+0.00698859j 0.00396946+0.00898847j 0.0156565+0.00282805j -0.00170554+0.0248005j 0.0334575-0.000185021j 0.00266485+0.0283618j 
