0.000745568-0.0283166j -0.035279+0.000313133j -0.00746898-0.0375271j 0.0263327-0.00475242j 0.000806655+0.00411696j 0.00735516-0.00912156j -0.00455369-0.0103551j 0.0214965-0.00536506j -0.00707902-0.00162963j 0.0079506-0.00217728j -0.00212917+0.00849459j 0.00490094+0.0129843j -0.00439358-0.000806886j -0.00450141+0.00329851j -0.00264107-0.00695723j 0.00141215+0.00136578j 0.00518054-0.00354928j 0.00262162+0.00549719j 0.0113401+0.00482913j 0.0038202+0.00355826j -0.000780016-0.00575702j 0.00536769+0.00137807j -0.00761273-0.00742951j 0.00352247+0.00349203j 0.000964414-0.00454777j -0.000111011+0.00942192j -0.00142149+0.000644343j -0.0014352-0.00518392j 0.00211332-0.0065884j -0.00336506+0.00192929j 0.00238755+0.00156297j 0.00555514+0.000931747j -0.00318134+0.0020203j 0.00197785+0.00377947j -0.00230002-0.0040297j -0.0121905+0.000236477j -0.00421438-0.000337021j -0.00517625+0.00057316j -0.00657206+0.000964278j 0.00192309+0.00369686j 0.00166402+0.00847798j 0.00195085-0.00609922j 0.00012024+0.00375072j -0.000283516+0.00159875j 0.00219235-0.00790197j 0.00296288-0.00583777j 0.0018625-0.0017848j -0.00330185+0.00329573j 0.00907687-0.0130146j 0.00257588+0.00332529j -0.0134858+0.00954214j -0.00172941+0.00260801j 0.00390907+0.0105692j -0.000125647-0.00246214j -0.00100753-0.00766158j -0.00907283-0.000943583j 0.00157933+0.00319914j 0.000613331-0.00519017j -0.00128611-0.00480901j -0.00015348-0.00312636j 0.00888995-0.00994535j 0.0158868-0.00652307j 0.00467018+0.0077644j -0.00695339+0.0101571j 0.0194078+0.000769516j 0.0222719-0.00952364j 0.00204256+0.0306121j 0.0273691+0.0150162j -0.0136488+0.0262018j 
-7.97644e-05+0.00224476j 0.00411573-0.00150717j 0.00354965+0.00942404j -0.0078461+0.00428384j -0.00128353-0.008836j -0.00772646+0.0061349j 0.00884564+0.0028067j 0.000393946+0.0101756j 0.000795652+0.0024229j -0.000369374-0.0010366j 0.0030478-0.00218166j -0.00463683-0.000183508j 0.0029214+0.00172189j 0.00185113+0.004331j 0.00365466+0.00110755j -0.000238408+0.00526128j -0.00925061-0.000109656j 0.00354063+0.000252924j 0.000385189+0.001534j 0.00434464-0.00691882j 0.00195301+0.00223946j -0.00314324+0.00338313j 0.00071199-0.00156934j 0.0052446-0.00214294j -0.0046077+0.00355512j -0.00281045-0.00461051j -0.00427775+0.000868241j -0.000432234-0.00386741j -0.00165202+0.00310231j -0.00249544-0.00156411j 0.00295531+0.00288673j 0.0022597+0.00465393j -0.00154709-0.0032083j 0.00288638-0.00887942j -0.00146869+0.00315015j 0.00630774-0.000689066j -0.00621862-0.000578173j 0.00109873-0.00844175j -0.00502646-0.00195465j 0.00260069-0.000909764j 0.00427243+0.00499127j 0.00169952+0.00224092j -0.0115851-0.00198944j 0.00449092-0.00978931j 0.000957041+0.00820037j -0.00182634-0.00537622j 0.00901941-0.00529757j 0.000262343+0.0104183j -0.00515889+0.00458285j -0.00734893+0.00905023j -0.00302782-0.00239253j 0.0136881+0.00149343j 0.00171979+0.000498377j 0.0113814-0.00420271j 0.00934757+0.00911246j -0.00369855-0.00309852j -0.00543711-0.00449884j 0.0065914-0.0151392j 7.82547e-05+0.00829609j 0.00327276+0.00499348j -0.00363995-0.00869343j -0.00735146+0.00297726j 0.0117544-0.00653682j 0.000795533+0.000303937j -0.00158342-0.00413152j -0.0140681-0.00118721j -0.00204116-0.00808672j -0.00231141-0.00769353j 0.00470977-0.000875636j 
0.0209009+0.00968472j 0.0103221-0.0207474j -0.018994-0.0058162j 0.00969564-0.0208747j -0.00832522+0.014065j 0.0222009+0.0109108j -0.0028666-0.00964095j -0.0170086-0.0126073j -0.015316+0.023748j -0.000667766+0.0138237j 0.0210496+0.0188619j -0.0152566-0.00882364j -0.00513134+0.0104905j 0.00641624+0.0100492j -0.0176428+0.0105524j -0.00190255+0.0176871j -0.0188576+0.0184003j 0.00110456+0.0156874j -0.00712857+0.00200672j -0.0153869-0.0169811j 0.0172638+0.0209308j -0.0063916-0.0196099j -0.0260812-0.00722374j 0.000302027-0.00845224j 0.00304009-0.0133432j -0.0146885+0.0138893j -0.00985279+0.00132508j 0.0121115-0.00622253j -0.00809507-0.000630354j -0.0213846+0.00947941j -0.014129+0.0215743j 0.00135812-0.00754365j -0.00221979+0.0140508j -0.00456232-0.000329429j -0.00821683-0.00195533j 0.00325269+0.000802976j -0.00690717+0.0072037j 0.0104546+0.00325114j -0.00894804-0.0123161j -0.0168412-0.0160914j -0.0134768+0.00113896j 0.0327172+0.0045181j 0.0115679+0.00127958j -0.0216768-0.0127979j 0.00457278+0.0133143j -0.0217711-0.0110226j -0.0276785+0.00910535j 0.00627582-0.00960367j 0.0138287-0.00674225j -0.0047906-0.00268842j -0.00139955-0.00832645j 0.00294519-0.0141844j 0.0242997+0.00638518j -0.016848+0.00381166j -0.0118007-0.00804379j -0.0014431-0.0113042j -0.00776897-0.00639675j 0.0171904+0.00168403j 0.0024337+0.0144867j 0.0105863-0.0154908j 0.0187163+0.00647783j -0.0208002+0.00202962j -0.0191671-0.0152332j -0.00608757+0.0107409j 0.00430992-0.00329755j -0.0152565-0.0300586j 0.0245305-0.0178688j -0.0144226+0.0166544j -0.0199326-0.0132851j 
0.0127066+0.00863394j 0.00797193-0.0138956j -0.00712392-0.012753j 0.00803819-0.00740775j -0.00798296+0.00505453j 0.0232387-0.00302234j -0.00985328-0.0222886j -0.00158076-0.0120509j -0.0124242+0.0115642j -0.00335812+0.007011j 0.00741275+0.0173784j -0.000261197-0.0138398j -0.0165906+0.00027052j 0.0117276-0.00384364j -0.00302195+0.0134471j -0.00450481+0.00559948j -0.000333632+0.0169971j 0.00892934+0.000420412j -0.0121713-0.000347414j -0.00358249-0.0135206j 0.00195161-0.00618577j 0.00181933+0.000801961j -0.00474648-0.00843646j -0.0035376-0.00275903j 0.0108804-0.00412226j -0.000533762+0.0114775j -0.00502227-0.00170671j 0.00975778-0.00155326j 0.00359115+0.00360499j -0.00608818+0.0036028j -0.012833-0.00400739j 0.00884028+0.00913646j 0.00358833-0.00156459j -0.00552141+0.00587371j 0.00861916-0.00140231j 0.0085329-0.000353779j 0.00263006+0.00721052j -0.0106247-0.00385804j 0.00585386-0.0115834j 0.00242316-0.0013772j 0.00282412+0.00482963j -0.0025782+0.00550712j -0.000438139-0.000819445j -0.013043+0.000550428j -0.00269116+0.0101108j -0.00588163-0.000993259j -0.0170281+0.000420374j 0.00736546-0.00205458j 0.0039327-0.0080828j 0.00657312-0.000284122j -0.00694105+0.00491711j -0.00700934-0.00766298j -0.00314354-0.00807375j -0.00441114-0.00432131j -0.01211+0.0138302j 0.003293-0.00304455j -0.00462471-0.0129341j 0.00448714+0.011786j -0.00792883+0.00866996j -0.024797-0.0159088j 0.0178936-0.0164205j -0.0125106-0.00114306j -0.0174898+0.000142257j 0.0103871+0.0238792j 0.00611475-0.00751588j 0.00063225-0.0261665j 0.015868-0.00543481j -0.0122916+0.0169366j -0.0144848-0.0149226j 
-0.0169562+0.00282802j -0.0012396+0.016089j 0.0154678+0.000531428j -0.00179851+0.017607j 0.0169102+0.00790252j 0.00227165-0.0131176j -0.00178712-0.00390518j -0.00663286+0.013071j -0.00307279-0.0143406j -0.0217318+0.0152051j -0.00715561+0.0121538j -0.0117475-0.0185554j -0.00264949-0.00362952j 0.0124389-0.00111559j -0.000246818+0.017836j 0.00735256+0.00555634j -0.014272+0.00503468j 0.0138254+0.00398513j 0.0137193+0.0219865j -0.0217732-0.00235999j -0.00578379+0.00229288j 0.00832652-0.00698625j 0.00658318-0.00491347j 0.0126405+0.00574992j 0.00642817-0.0129729j -0.00246126+0.00136608j -0.0154271-0.00464064j 0.00317173+0.00631894j -0.0130942+0.000707247j -0.00424907+0.0102541j -0.00674029-0.0181509j 0.0172887-0.0155215j -0.000479992+0.00965086j -0.00823112-0.00586354j -0.00305865-0.00318275j 0.000483129-0.00382506j -0.00513007+0.00487915j -0.00285337+0.00055691j -0.00235751-0.0171354j -0.000725139-0.00324182j -0.0164872+2.96261e-06j -0.00515613+0.00541883j -0.00608136+0.0132217j -0.00352851+0.010262j -0.00492129-0.00268909j 0.00127305-0.00860281j -0.0228316-0.00992038j 0.00272533+0.0153521j 0.00304241-0.00743602j -0.00637133+0.0125933j -0.00760532+0.00460014j 0.00390621-0.00199646j 0.00857414-0.00846711j -0.00378415+0.0065463j -0.00199757+0.00991229j 0.028271+0.00609573j 0.00765523-0.018301j 0.00332784-0.004611j 0.00426697-0.0242715j 0.00857563+0.00482108j 0.00304578+0.0192423j 0.0157287+0.0195687j -0.0270899+0.0301242j 0.0213133+0.00578128j -0.0164776-0.00918572j 0.000650005+0.00180146j -0.00342005+0.0145379j 0.00743074-0.0147688j 0.00858259+0.00631332j 
0.0259588-0.00605331j -0.00392703-0.0241598j -0.0362515-0.0126951j 0.0135827-0.0326233j -0.00954327-0.00581143j 0.00941289+0.0201863j 0.00734544-0.0201988j 0.0188263-0.0122893j 0.010842-0.00177622j 0.00532583-0.0302589j -0.0016395+0.012282j 0.0048671+0.0141699j -0.00697931-0.00601862j 0.0159564-0.000645849j -0.00842703-0.0124759j -0.00768983+0.00572546j 0.0208974+0.0182122j -0.0103263+0.0112438j -0.00497364+0.00772908j 0.0167747+0.016043j 0.0182585-0.00590622j 0.000892657+0.00253158j -0.00453809-0.0220449j -0.00350977+0.00044513j 0.000826316+0.00545522j -0.00170529+0.0112861j -0.0113024+0.010503j 0.0105399+0.00266075j 0.0131456+0.00238402j -0.00368768+0.00140927j -0.00847544-0.00889219j -0.0108604+0.00156816j -0.00330785-0.00833483j -0.00176205+0.012605j 0.0049194+0.00171179j -0.00150704-0.00144898j -0.00723524+0.00190973j -0.0130436-0.0084805j 0.00227882-0.00776102j -0.00428983+0.0171483j 0.00763461+0.00405499j 0.00990862+0.00296795j -0.00348324-0.00966118j -0.00954566-0.00107333j 0.010383+0.00550567j -0.00115534-0.00190936j -0.0223267+0.022802j 0.000697443-0.00721595j 0.0241384-0.00229372j 0.00752275-0.00891911j -0.00742781-0.00200867j -0.0161895-0.013073j 0.0034926+0.0212914j 0.01968+0.00838676j -0.00458539+0.00875611j -0.0122244+0.0122043j -0.00798084+0.0132105j 0.00180366+0.0173629j -0.0303714+0.0195181j -0.0243304-0.00151092j -0.0179467-0.0367749j -0.0113734-0.0224063j 0.0104576-0.0248029j -0.0271205+0.00244044j 0.0192256+0.00682207j -0.00756042-0.0257058j 0.0281396-0.00883937j -0.00019457+0.0284767j -0.0316897+0.00105097j 
-0.00281198-0.00495672j -0.0130121+0.00117216j 0.0145203-0.0205561j 0.0117543+0.0170091j 0.00105048+0.0153961j 0.0141088-0.00823266j -0.0144976-0.0224017j 0.00669339-0.0165337j -0.0255159+0.0224955j 0.0305534+0.0150269j 0.00498116+0.00252989j 0.0180152+0.0119222j -0.00666123-0.0143571j -0.00278326+3.04868e-05j 0.00181807-0.00622679j -0.018556-0.00249706j 0.0319325-0.0012386j -0.0017551-0.00925689j 0.00372571-0.00722901j 0.00827963+0.0148267j -0.00369021-0.0258063j -0.010819+0.0144418j 0.0182501-0.00346523j -0.00982624+0.00480875j -0.00259577+0.00928193j 0.022129+0.00445709j 0.00350071-0.00469651j -0.00649022+0.00202366j -0.00635281-0.012792j 0.0119875-0.0199034j 0.00645559+0.00550774j -0.00675354+0.00892595j -0.00636267-0.00820109j 0.0122511+0.016797j -0.0099929+0.00405131j -0.00120195-0.008982j -0.00950823-0.0110052j -0.0119335-0.00718728j 0.0174614+0.00349492j 0.0191297+0.0101292j -0.00762578+0.00357675j -0.00782954-0.00607538j -0.00946593-0.00171541j 0.00540837+0.0124095j -0.00981657-0.0193012j 0.0131839+0.0086182j 0.0118794-0.00831049j -0.000758621-0.0166303j 0.00100018+0.00850686j 0.0191167-0.0300953j -0.00757246+0.0198249j -0.0192408+0.0127768j -0.0225114+0.000473873j -0.00423539-0.00848718j 0.0242514+0.014579j -0.00970422-0.00828911j -0.00433952+0.0121636j -0.0183491+0.0065367j 0.00923779-0.0151701j -0.00810833-0.022689j 0.0239683+0.00706647j -0.0124435-0.00807459j 0.000493578-0.000624666j 0.0181628+0.0168845j 0.0144748-0.033427j 0.0235494-0.00778513j 0.009297+0.0173313j 0.0137066+0.00226404j 0.000798734+0.00368463j 
-0.00607489+0.0133212j 0.0186504+0.00925029j -0.00085249+0.0222141j -0.0124707-0.00459969j 0.0121672-0.00401082j -0.00923211-0.00161842j 0.00568438+0.0178707j -0.0210342+0.00970542j 0.00336317-0.00664045j -0.00827865+0.0148324j 0.0063096-0.00556664j -0.0139771-0.0100889j 0.00600819+0.0200709j -0.0177578+0.00702403j -0.00977952+0.00222574j 0.00969466+0.00379173j -0.0338832-0.00833996j 0.00338163+0.00911255j -0.0112633-0.00469699j -0.0103849-0.0246805j 0.00295186+0.0241105j -0.0103013-0.0218975j -0.0161335+0.00433728j 0.00172101-0.0100174j 0.000469892-0.0061952j -0.0143897-0.00178022j 0.000823806-0.00599773j 0.00550441-0.00506354j -0.00828035+0.00849851j -0.0188071+0.0106884j -0.00890884+0.0138557j 0.0116317+0.0016881j -0.0053043+0.0130769j 0.00274761-0.0135974j -0.000161355+0.00267936j 0.0021065+0.005411j 0.012614+0.00834289j 0.017546+0.0102868j -0.0137047-0.00405992j -0.00981332-0.014297j 0.00863123-0.0034022j 0.00414277+0.00838866j 0.0171574+0.0108179j -0.0121242-0.0155181j 0.0165228+0.00919147j -0.0196304+0.00690822j -0.00981179-0.00237357j 0.013456-4.7526e-05j -0.0213034-0.00679204j -0.0271939+0.00847138j 0.00361871-0.0365699j 0.0166267-0.0202174j 0.0130837+0.00455322j -0.00509049-0.00109478j -0.00925992-0.016422j 0.00812057-0.00858202j -0.0155632+0.00164925j 0.0182349-0.0136366j 0.003107+0.0171343j 0.0286309+0.00653296j 0.00705088+0.021125j 0.00276192+0.0217785j -0.0165484+0.00749317j -0.00485662+0.00017196j -0.0125964+0.0181203j -0.0160497+0.0131615j -0.00604837-0.0139575j -0.011034-0.0125723j 0.00821115-0.00410502j 
-0.00455749-2.88582e-05j -0.000339625+0.00506819j -0.00234872-0.00464518j 0.00621789+2.09391e-05j 0.00166341+0.00143695j -4.13326e-05+0.00054169j -0.00679563-0.0032653j -0.00609706-0.00544122j -0.00731199-0.00148815j -0.00362706+0.00796344j 0.00156363+0.00637525j -0.00250458-0.0100866j -0.00627901+0.00338297j -0.00145823-0.00077786j -0.00813257+0.00624613j 0.00224462+0.00537015j -0.0119198-0.00578423j -0.00118772+0.00125178j 0.00111883-0.00112452j -0.0040967-0.00426127j -0.00108606+0.00389955j -0.00344312-0.00745096j -0.00202692-0.000413474j -0.00236861+0.000814795j -0.000539483-0.0130742j -0.00235495+0.00419394j -0.00904203+0.00302163j 0.00772381+0.0103175j -0.00211992+0.000420887j -0.0085557+0.00803082j -0.00475445+0.0068761j 0.00978911-0.00506475j 0.00180549+0.00298422j -0.0119818-0.00509146j 0.00545007+0.00169772j -0.00546119-0.00285656j 0.00748296+0.00351458j 6.12141e-05-0.00489426j 0.00772648-0.00758379j -0.00669349-0.00668192j -0.00814308+0.00628729j -0.00641866+0.00563229j 0.00366097+0.000680319j -0.0170484+0.00693085j 0.0108636+0.00583185j -0.013216-0.0057642j -0.0099792-0.000963917j 0.00340464-0.00135488j -0.00761542-0.00592836j -0.000952686+0.00635223j -0.00756977-0.0083576j -0.00114452-0.00990484j 0.00956559+0.000874534j -0.0116275-0.00392656j 0.00444088-0.00697343j 0.00930291-0.00759814j -0.00217449-0.00276185j 0.0104127-0.00188129j 0.00687917-0.00472514j 0.00505526-0.00301949j 0.00255687+0.00388179j -0.000529413+0.00948581j -0.0138336+0.00462402j 0.00714745+1.08352e-05j -6.21761e-05+0.00199621j 0.000324256+0.00403637j -0.00146549+0.00542646j 0.000190152-0.00100092j -0.00198716+0.0017442j 
-0.00726436+0.0172739j 0.0128679+0.00553368j 0.01926-0.0125683j 0.0112986+0.0183996j -0.00388505+0.0310123j 0.0345659-0.0266328j -0.042623-0.0313073j -0.0103107-0.0298487j -0.0202871-0.000789501j -0.0135372+0.0236206j -0.00687597-0.00058492j 0.0143392-0.0190592j -0.00479561-0.0228795j 0.0180963-0.0150005j 0.00756679+0.0279714j 0.00525961-0.0137561j 0.00619917+0.0140553j 0.0139208-0.0107632j 0.005378+0.00561652j -0.00929158+0.00983228j -0.00262481-0.0111856j 0.00162326+0.00726781j 0.0276187+0.00222246j -0.00112776+0.00452279j 0.0219692+0.00175913j 0.0111639+0.00921154j -0.00996069-0.011358j 0.00432454+0.0235171j -0.0118679-0.0063457j 0.0136746-0.000124538j -0.0135447-0.0227885j 0.0127282-0.00432896j 0.00173259-0.00598132j -0.0187548+0.00587969j 0.00464881+0.00949563j -0.0075279-0.00297203j -0.00324945+0.00155872j -0.0258441-0.000138629j 0.0244955-0.00470761j 0.0144139+0.00372615j 0.00649465-0.0019863j -0.00587643+0.0198586j -0.0264215+0.0133673j 0.00605918+0.017651j -0.0259104+0.00673076j 0.00567566+0.00244235j 8.5933e-05-0.0118459j 0.00235156-0.00206495j 0.00136639+0.00161424j 0.0304049-0.000626158j -0.00301153+0.026943j -0.00602465-0.00177032j -0.0135406-0.0276653j 0.00538075-0.00846385j 0.00778246+0.0330342j 0.02348+0.0131715j 0.0163949-0.0100072j 0.000915383+0.0211055j 0.00482156-0.0200627j -0.0224312-0.0269512j 0.0342991-0.00657049j -0.0252327+0.0218462j -0.0295344+0.0369476j 0.0402437+0.0184881j 0.00539607-0.0278134j 0.015545-0.00912657j 0.00302267+0.0224321j -0.0210105+0.000665602j -0.000976719-0.0222803j 
-0.0166652+0.00141637j 0.00542055+0.0166893j 0.00430161+0.0217978j -0.0199493+0.00683698j 0.0196896-0.0284897j -0.029871-0.000890892j 0.0199402+0.00970608j 0.0142787+0.0266198j 0.0332713-0.0275008j -0.00876117-0.028993j -0.0231015-0.00363724j -0.011207-0.00471545j -0.0110289+0.0114695j -0.00429871-0.0214193j 0.0123501-0.0167469j 0.0103113+0.000623324j 0.00515359-0.00933377j -0.00998314-0.00515405j 0.00475829+0.00948658j 0.00543344+0.00756945j -0.00712031+0.00425318j 0.0151793+0.00596173j 0.0116643+0.011237j 0.00296573+0.0034706j -0.00714356-0.00224313j 0.000587591-0.00660988j 0.00130277+0.00733877j 0.0145264+0.000652129j 0.00507588+0.0128434j 0.00859545+0.0103995j 0.00712384-0.00987729j -0.00964312-0.00481809j 0.0111149-0.000719168j 0.00855108-0.0118204j -0.0101994+0.00457166j 0.0144286-0.00488213j 0.00966296-0.00573866j 0.000535765-0.00893776j 0.00145962-0.0128143j -0.004252+0.00752289j 0.0161829-0.00755406j -0.0187836+0.00488033j -0.00536431-0.0131819j -0.00202567-0.00263581j 0.00683635+0.00295798j 0.00447058+0.00163872j 0.00604237-0.00703915j -0.0199279+5.78639e-05j -0.0155497+0.00315482j -0.0210154+0.00763265j -0.00801994+0.00464799j 0.00838908+0.000517543j 0.00391263-0.00206967j -0.00167638-0.00033724j 0.00427247-0.0106385j 0.0185693+0.0115141j -0.00178699-0.0070714j -0.010061-0.00447476j -0.0138144+0.00502663j -0.00419197+0.0363676j -0.029802-0.0182791j 0.0334737-0.0108236j 0.00353406-0.00252653j -0.00900053+0.00304965j -0.00408362+0.0213168j -0.000976975+0.0203063j -0.0244876-0.00306466j 0.00432028-0.0163042j 0.0184593+0.00808004j 
0.00886812-0.0435254j -0.0578082-0.0102073j -0.00423683-0.0531383j 0.0322011+0.00445689j -0.00101315+0.0152364j 0.0171615-0.0113287j -0.00751402-0.0249989j 0.0366066-0.00541288j -0.0152025+0.00974574j 0.0372668-0.00600699j 0.00328085+0.00751705j 0.0129832+0.0323754j -0.00807798-0.0191793j 0.00304819+0.00309058j -0.00759795-0.0221862j -0.0101618-0.00182737j 0.0294977-0.00612627j -0.0053619-0.00221742j 0.0217974+0.00846863j 0.0084043+0.0100596j 0.00453084-0.0166827j 0.00191558+0.0121665j -0.000475164-0.00873678j -0.00494865+0.0107472j 0.000354039-0.000140921j 0.00414326+0.0118698j 0.00186375+0.00296989j -0.00593733-0.0139269j 0.0161196-0.0160039j 0.00789946-0.00484555j 0.0119875+0.00309937j -0.0125397+0.0124084j -0.010002-0.00137925j 0.0077204+0.0129439j -0.00126576+0.0048063j -0.0183885-0.000712572j -0.00501432-0.0152064j -0.0172292-0.00249634j 0.00144606+0.00639327j 0.0034047+0.00745832j 0.00213774+0.00469141j -0.00576571-0.0115357j -0.00393489+0.00165194j 0.0140753+0.0126868j -0.00769602-0.00524504j 0.00263999-0.0200182j 0.017558-0.00578138j -0.0153031-0.0015759j 0.0144214-0.0125845j 0.0134338-0.0156412j -0.00895258+0.0310966j -0.0158944+0.0123445j -0.00590761+0.0232656j 0.00994675-0.012467j 0.00645179+0.00044821j -0.0220226-0.002809j 0.0148547+0.0179053j -0.0108934-0.0099169j -0.00296756-0.00993831j 0.000788486-0.0111848j 0.00771854-0.0184619j 0.0165338-0.0318475j 0.0173823-0.00326189j -0.00392074+0.013512j 0.0303559-0.00660958j 0.0303754-0.0203365j 0.0187217+0.046508j 0.0500281+0.0219939j -0.0184839+0.0351411j 
-0.0113379-0.04272j -0.0431924+0.0131992j -0.000768002+0.00106916j -0.0103408+0.00119156j 0.0148513-0.0417227j -0.0531817-0.00264978j 0.027783+0.0311156j 0.0408121+0.0442479j 0.0427287-0.029876j 0.0130298-0.0417021j -0.0168479-0.0213803j -0.000458902+0.0405934j 0.00921761+0.0068901j -0.0249989-0.00403334j 0.00717964-0.0448109j 0.00765661-0.00592538j 0.00976093-0.0322072j -0.0123341-0.00676957j 0.0164138-0.00246667j 0.0336836+0.0065234j -0.00780057+0.00326593j 0.00459617+0.0119759j -0.00657342+0.00680308j 0.00601275+0.0177613j -0.0292801+0.00586488j 0.0112742-0.0177491j 0.0227866+0.0122947j 0.00110299-0.0180241j 0.0150298-0.0114786j 0.00911681+0.00580218j 0.0218329-0.00243439j -0.00640694+0.000259214j 0.000300156-0.00143863j 0.0134706-0.0207058j 0.00883163-0.0150229j -0.00605242+0.00618126j 0.022451-0.00474499j 0.0245399-0.00191046j 0.000601494+0.01115j 0.0138171+0.0117135j 0.0348745-0.0073695j -0.0162605-0.0226489j 0.00316673+0.00162942j 0.0118707-0.00722024j 0.0384153-0.0322947j -0.00108261-0.000453693j 0.0287323-0.00317942j -0.0142713+0.0086737j -0.00651545+0.00748618j -0.0315991-0.00934203j -0.00593462+0.00500306j 0.0300069+0.00365831j 0.00200514+0.0126863j 0.00731914-0.0213412j 0.0179756-0.0339617j -0.0154438+0.00285429j 0.0140292+0.0206925j -0.00648861-0.0323812j -0.003784-0.00223258j 0.0249356+0.0438918j -0.0222696-0.00628657j 0.0515623-0.0394208j 0.0446435-0.00836277j -0.0368662-0.01941j 0.00850495+0.048522j 0.00427756+0.0281469j -0.0308874+0.0120642j 0.0433691-0.0106938j 0.0139001+0.0448412j 
0.0105711-0.018606j -0.0276893-0.0101209j -0.00751846-0.0337485j 0.0258713-0.00852876j -0.000310503+0.0284266j 0.023441-0.000962586j -0.001568-0.0120089j -0.0038838-0.00940398j -0.0280284+0.0242999j 0.0123552+0.0247186j 0.0271908+0.0196075j -0.00520346+0.0150171j 0.00461232+0.00347768j -0.0100382+0.0225427j -0.0180167+0.00268239j -0.00238127+0.0176657j -0.0118049+0.00152118j 0.00555056+0.030756j -0.0017031+0.00676794j -0.0154105-0.00849315j 0.0108629+0.00696072j -0.00416382-0.0104144j -0.0285022-0.0224828j 0.0102592-0.0010518j 0.00356937-0.0145723j -0.0125534+0.012218j 0.00778094-0.00152284j 0.000662849-0.0154298j -0.0157213-0.0113103j -0.0170735+0.00336195j -0.00349027+0.0145604j 0.00366946+0.00515494j -0.00203251+0.0198852j 0.00208871+0.00676841j -0.0100593+0.00383169j -0.0137515-0.00978759j -0.0121685-0.00782642j 0.00675373+0.0109447j -0.0203331+0.0187455j -0.00234302-0.00962652j -0.0103913+0.0126577j 0.0328927-0.0109809j 0.01348+0.00502858j -0.010517-0.00196578j -0.00509101+0.00733336j -0.0085121+0.00529966j -0.00289088+0.00414845j -0.0013665-0.00498069j 0.0165929-0.0189084j 0.00117345+0.00320447j -0.00272746-0.0102229j 0.00927052-0.00391407j -0.00430652+0.018465j -0.0131455+0.00107754j 0.000182698-0.00824828j -0.0091876-0.00920166j -0.0115786-0.00770284j 0.0125268-0.00436759j 0.0131566+0.0149905j 0.0154919-0.0370382j 0.0266483+0.0194034j 0.00341243+0.00609215j -0.0136083-0.00128808j 0.00636874+0.0226853j 0.000838306-0.0092817j 0.0140225-0.028745j 0.0299211+0.0316809j 0.0288823+0.0145229j -0.0161753+0.0198797j 
0.0050262-0.0169016j -0.0243185-0.00650211j -0.0101274-0.0266813j 0.0209728-0.0042303j -0.0052173+0.0161334j 0.00854252+0.0109482j 0.010713-0.00336963j -0.00742952-0.00646778j -0.0179729+0.0123745j 0.00761794+0.0135621j 0.0145365+0.019696j 0.000734365+0.00706622j -0.00101657+0.00447471j -0.013068+0.0207813j -0.0154161-0.00163037j -0.00406792+0.0143816j -0.00243089-0.00297455j 0.0109591+0.0114917j -0.00253771+0.00559521j -0.0158268-0.00995419j 0.00424746-0.00137741j 0.00122485-0.00898141j -0.02059-0.0182402j 0.00425307-0.00424587j 0.00597243-0.0140472j -0.00929527+0.0106279j -0.000884619+0.00420831j -0.00850386-0.00368026j -0.0013133-0.00532175j -0.0221206-0.00509558j -0.00048164+0.0200558j 0.0134456+0.0067435j 0.0045138+0.00793436j 0.000572964-0.00657489j -0.0173038-0.00604386j -0.0063999-0.00111563j -0.0052375-0.00398328j 0.0030802+0.0121256j -0.0143377+0.00499213j -0.00252772+0.001252j -0.0148817+0.0120009j 0.0161049-0.00636084j 0.0111349-0.00346557j -0.0163129+0.00421611j 0.00185838+0.0147576j -0.00208404+0.00320896j -0.0126287+0.00829993j 0.0115456+0.00392422j 0.00499025-0.0171017j 0.00371757+0.00728297j -0.0173354-0.00516021j -3.35023e-05+0.00338364j 0.00600615+0.0246327j -0.0107731+0.00881468j 0.00321502-0.00720371j -0.0134631-0.0149531j -0.0170436-0.0138426j 0.00942202-0.0137652j 0.00829309+0.00720462j 0.0112843-0.0209239j 0.0149457+0.00680192j 0.000994412+0.0046949j -0.00386185-0.0032064j -0.000823131+0.00369065j 0.000611782-0.0162649j 0.0133297-0.0158436j 0.016062+0.0174673j 0.0234248+0.0111303j -0.0113663+0.0169045j 
