-0.293488-0j -0.00613003-0j -0.229691-0j 0.222885-0j -0.197686-0j -0.00484172-0j 0.276922-0j -0.181587-0j -0.17363-0j -0.00419305-0j -0.121058-0j -0.129732-0j 0.178032-0j 0.22333-0j -0.00388201-0j -0.00375038-0j -0.160144-0j 0.155399-0j -0.00277344-0j -0.149801-0j 0.224333-0j -0.103785-0j -0.0998675-0j 0.145362-0j 0.144082-0j 0.10071-0j -0.133986-0j -0.00345909-0j -0.0529627-0j -0.0617899-0j 0.197843-0j -0.00328158-0j 0.103852-0j -0.00218772-0j 0.18769-0j 0.184238-0j -0.00211825-0j -0.0957244-0j 0.080322-0j -0.065538-0j 0.131363-0j -0.0873841-0j 0.0899383-0j -0.00135358-0j 0.164787-0j -0.0237829-0j 0.0847947-0j 0.112822-0j 0.134092-0j -0.0021402-0j 0.121797-0j -0.00116498-0j -0.0270331-0j 0.173112-0j 0.0403486-0j -0.0360441-0j 0.066631-0j 0.052464-0j 0.111185-0j 0.0605802-0j 0.113991-0j -0.000624226-0j 0.107472-0j 0.0702817-0j -0.00498669-0j 0.0714052-0j 0.0468545-0j 0.0188093-0j 0.0118529-0j 0.0794341-0j 0.0332474-0j 0.0372147-0j 0.0289897-0j 0.0083627-0j 0.013438-0j 0.00368251-0j 0.000559986-0j 
-0.00871466-0j -0.00919649-0j 0.00655872-0j -0.00689098-0j 0.0114131-0j 0.00698514-0j -0.00423717-0j -0.00539192-0j -0.00515566-0j 0.0122309-0j -0.00359461-0j 0.011261-0j 0.00529315-0j -0.00227039-0j -0.00582394-0j -0.00562646-0j -0.00889108-0j 0.00934149-0j 0.0121633-0j 0.00427751-0j 0.00330086-0j 0.00296354-0j 0.0144968-0j -0.0044942-0j -0.0010967-0j -0.00311367-0j 0.00773549-0j -0.00970299-0j -0.00157264-0j 0.00896265-0j 0.00588581-0j 0.00473433-0j 0.00938615-0j 0.016045-0j -0.00287184-0j 0.00180114-0j 0.00617882-0j -0.0161556-0j -0.000488611-0j 0.00568887-0j -0.00759379-0j -0.0121982-0j 0.002674-0j 0.00991983-0j 0.0032572-0j 0.00761087-0j 0.0128161-0j -0.00114696-0j 0.00599784-0j -0.0182497-0j 0.000891519-0j -0.013165-0j 0.00549578-0j -0.00495257-0j -0.000204401-0j -0.0255588-0j 0.00798584-0j 0.00792358-0j 0.00164548-0j -0.0267665-0j 0.00338764-0j -0.0124665-0j -0.00513632-0j 0.000411138-0j 0.00159471-0j -0.0103771-0j 0.00139338-0j -8.16338e-05-0j 0.00322785-0j -0.00343658-0j 0.00231412-0j -0.000352495-0j 0.000861455-0j 6.17253e-05-0j 0.000170492-0j 1.19463e-05-0j -1.54498e-06-0j 
-1.15991e-05-0j -1.22405e-05-0j -9.07777e-06-0j -9.17184e-06-0j -7.8129e-06-0j -9.66797e-06-0j -5.63965e-06-0j -7.1766e-06-0j 2.68541e-05-0j -8.3727e-06-0j -4.7844e-06-0j -5.12721e-06-0j -7.32612e-06-0j -3.02187e-06-0j -7.75162e-06-0j 2.93064e-05-0j -6.32917e-06-0j -6.39476e-06-0j -5.53802e-06-0j -5.9204e-06-0j -4.56864e-06-0j 3.62053e-05-0j -3.94693e-06-0j -5.98175e-06-0j -1.4597e-06-0j 3.65805e-05-0j 2.07227e-05-0j -6.90713e-06-0j -2.09318e-06-0j -2.44204e-06-0j -4.02916e-06-0j 2.56431e-05-0j -4.27357e-06-0j 1.70954e-05-0j 1.49585e-05-0j -2.49291e-06-0j -4.22974e-06-0j 1.4805e-05-0j -6.50338e-07-0j -2.59017e-06-0j 2.11544e-05-0j -3.45356e-06-0j -3.70102e-06-0j 1.05772e-05-0j 8.72576e-06-0j -9.39941e-07-0j -3.48935e-06-0j -1.52659e-06-0j 1.06868e-05-0j -4.27357e-06-0j 4.82882e-06-0j -2.32624e-06-0j -1.06839e-06-0j -3.52551e-06-0j 1.06466e-06-0j -1.42452e-06-0j -1.35697e-06-0j -2.15893e-06-0j -1.12642e-06-0j -2.49291e-06-0j -1.54241e-06-0j -1.24646e-06-0j -1.4542e-06-0j -5.69046e-07-0j -1.97082e-07-0j -1.4542e-06-0j -3.79364e-07-0j -1.08654e-07-0j -4.87754e-07-0j -8.04752e-07-0j -4.4987e-07-0j -2.50926e-07-0j -2.34719e-07-0j -4.22543e-08-0j -7.76262e-08-0j -1.65346e-08-0j 1.70211e-08-0j 
0.00880496-0j -0.00892397-0j 0.00689098-0j -0.00695693-0j -0.0115314-0j -0.00704849-0j 0.00378275-0j 0.00544779-0j 0.00520909-0j 0.0118685-0j 0.00363186-0j 0.00389209-0j -0.00555693-0j 0.0107539-0j -0.00565136-0j -0.00545973-0j -0.00934149-0j 0.0094309-0j -0.00403753-0j 0.0044942-0j 0.00306437-0j 0.00311367-0j -0.014647-0j -0.00453722-0j 0.0115395-0j -0.00314348-0j -0.00781565-0j 0.00979098-0j 0.00158894-0j 0.00185376-0j -0.00525457-0j -0.00477727-0j -0.00324154-0j 0.0155696-0j 0.00256384-0j 0.00887153-0j 0.00599572-0j -0.00558377-0j 0.00891661-0j 0.00196621-0j 0.00797223-0j -0.0128161-0j -0.00280726-0j -0.00197052-0j -0.0154281-0j -0.00768974-0j 0.0129388-0j 0.00543268-0j 0.0018317-0j 0.00605786-0j 0.00975466-0j 0.0132844-0j 0.000811021-0j -0.00459775-0j 0.00570632-0j -0.00528639-0j -0.00712938-0j -0.00163757-0j -0.0173137-0j 0.00924393-0j 0.00548898-0j 0.00176688-0j -0.025299-0j 0.00780204-0j 0.000149606-0j -0.00189648-0j -0.0254276-0j 0.00322676-0j -0.000369966-0j -0.0123695-0j 0.00160095-0j -0.0102332-0j 0.00321818-0j -0.0032763-0j 0.00230531-0j 0.000851852-0j 0.000162814-0j 
0.00177887-0j 3.71549e-05-0j 0.00139219-0j -0.00135093-0j 0.0011982-0j 2.93463e-05-0j -0.00167846-0j -0.00322287-0j 0.00105239-0j 2.54147e-05-0j 0.000733747-0j 0.000786321-0j -0.00107907-0j -0.00135363-0j -6.88995e-05-0j 2.27316e-05-0j 0.000970656-0j -0.000941893-0j 1.68102e-05-0j -0.00265873-0j -0.00135971-0j 0.000629057-0j 0.00060531-0j 0.00257995-0j -0.000873299-0j -0.000610417-0j -0.00237804-0j 2.0966e-05-0j -0.00346204-0j 0.000374517-0j -0.00119915-0j -5.82428e-05-0j -0.00062946-0j 1.32601e-05-0j 0.0033312-0j -0.00111669-0j -8.80302e-05-0j 0.000580199-0j -0.000486843-0j -0.00272362-0j -0.000796211-0j -0.00155093-0j 0.00373765-0j 8.20426e-06-0j -0.000998797-0j 0.000144152-0j 0.00150497-0j 0.00468865-0j -0.000812751-0j -3.79852e-05-0j -0.000738226-0j 7.0611e-06-0j -0.000479793-0j 0.00307247-0j -0.000244558-0j 0.000218468-0j -0.000403859-0j 0.000931152-0j 0.00197335-0j -0.000367185-0j 0.00202316-0j 3.78352e-06-0j -0.000651402-0j 0.00124739-0j 3.0225e-05-0j -0.000432797-0j -0.000283991-0j 0.000333834-0j -7.18419e-05-0j -0.000481461-0j -0.000201517-0j -0.000225564-0j -0.000175711-0j -5.06874e-05-0j -8.14495e-05-0j -2.23202e-05-0j -3.39415e-06-0j 
0.00762532-0j 0.000159269-0j -0.0174455-0j -0.00579092-0j 0.00513623-0j -0.000367739-0j -0.00719491-0j 0.00471793-0j 0.0045112-0j 0.000108943-0j 0.00314529-0j 0.00286347-0j 0.0135219-0j -0.00580249-0j 0.000100861-0j 9.74413e-05-0j -0.0121633-0j -0.00403753-0j 6.12162e-05-0j -0.0113777-0j 0.0170385-0j -0.00788272-0j 0.00259473-0j -0.00377676-0j -0.00374349-0j -0.00261662-0j 0.00348119-0j -0.000262726-0j 0.00137606-0j 0.0197762-0j -0.00514029-0j -0.000249243-0j -0.00229224-0j 5.68408e-05-0j -0.00487651-0j 0.0139933-0j 5.50358e-05-0j 0.00211285-0j -0.0020869-0j 0.00144657-0j 0.00997733-0j -0.00663701-0j 0.00683101-0j 0.000433221-0j -0.00428145-0j 0.000617921-0j -0.00220311-0j -0.00293131-0j -0.00295972-0j 4.72392e-05-0j 0.00925072-0j -8.84828e-05-0j 0.0221129-0j 0.0131483-0j -0.00104832-0j 0.0115361-0j -0.00173119-0j -0.0167914-0j -0.00288877-0j -0.00133714-0j -0.00251604-0j 0.000510615-0j 0.00816273-0j 0.00533805-0j 0.0120366-0j -0.0228536-0j -0.00121736-0j -0.000488697-0j -0.0179677-0j -0.00175329-0j -0.0271963-0j 0.00282654-0j -0.00927831-0j -0.000217277-0j -0.000296607-0j 0.000279695-0j -1.45494e-05-0j 
0.00108933-0j 2.27527e-05-0j 0.000852537-0j -0.000827275-0j 0.000733747-0j 1.79709e-05-0j -0.00102784-0j -0.0019736-0j 0.000644457-0j 1.55632e-05-0j 0.000449326-0j 0.000481522-0j -0.000660796-0j -0.000828927-0j -4.21921e-05-0j 1.39202e-05-0j 0.000594403-0j -0.00057679-0j 1.02941e-05-0j -0.00162813-0j -0.000832649-0j 0.000385217-0j 0.000370675-0j 0.00157989-0j -0.000534784-0j -0.000373802-0j -0.00145625-0j 1.2839e-05-0j -0.00212006-0j 0.000229344-0j -0.000734327-0j -3.56663e-05-0j -0.000385464-0j 8.12011e-06-0j 0.00203993-0j -0.00068383-0j -5.39073e-05-0j 0.000355298-0j -0.000298129-0j -0.00166787-0j -0.000487578-0j -0.000949744-0j 0.00228883-0j 5.02406e-06-0j -0.000611636-0j 8.82744e-05-0j 0.000921601-0j 0.0028712-0j -0.000497707-0j -2.32611e-05-0j -0.000452069-0j 4.32402e-06-0j -0.000293812-0j 0.00188149-0j -0.000149761-0j 0.000133784-0j -0.000247312-0j 0.000570212-0j 0.00120842-0j -0.000224854-0j 0.00123893-0j 2.31692e-06-0j -0.000398901-0j 0.000763866-0j 1.85089e-05-0j -0.000265033-0j -0.000173909-0j 0.000204431-0j -4.3994e-05-0j -0.000294833-0j -0.000123404-0j -0.000138129-0j -0.0001076-0j -3.10396e-05-0j -4.98774e-05-0j -1.36683e-05-0j -2.07848e-06-0j 
0.00145244-0j 0.00153275-0j -0.00109312-0j 0.0011485-0j -0.00190219-0j -0.00116419-0j 0.000706196-0j 0.000898653-0j 0.000859277-0j -0.00203848-0j 0.000599102-0j -0.00187684-0j -0.000882191-0j 0.000378398-0j 0.000970656-0j 0.000937743-0j 0.00148185-0j -0.00155692-0j -0.00202722-0j -0.000712918-0j -0.000550143-0j -0.000493924-0j -0.00241613-0j 0.000749033-0j 0.000182784-0j 0.000518946-0j -0.00128925-0j 0.00161716-0j 0.000262107-0j -0.00149377-0j -0.000980969-0j -0.000789056-0j -0.00156436-0j -0.00267417-0j 0.00047864-0j -0.00030019-0j -0.0010298-0j 0.0026926-0j 8.14352e-05-0j -0.000948144-0j 0.00126563-0j 0.00203303-0j -0.000445667-0j -0.00165331-0j -0.000542867-0j -0.00126848-0j -0.00213602-0j 0.00019116-0j -0.00099964-0j 0.00304161-0j -0.000148586-0j 0.00219416-0j -0.000915963-0j 0.000825428-0j 3.40668e-05-0j 0.00425981-0j -0.00133097-0j -0.0013206-0j -0.000274246-0j 0.00446109-0j -0.000564607-0j 0.00207775-0j 0.000856054-0j -6.8523e-05-0j -0.000265786-0j 0.00172952-0j -0.000232229-0j 1.36056e-05-0j -0.000537975-0j 0.000572764-0j -0.000385687-0j 5.87492e-05-0j -0.000143576-0j -1.02876e-05-0j -2.84154e-05-0j -1.99105e-06-0j 2.57497e-07-0j 
-0.000222359-0j -4.64437e-06-0j -0.000174023-0j 0.000168867-0j -0.000149775-0j -3.66829e-06-0j 0.000209808-0j 0.000402858-0j -0.000131549-0j -3.17683e-06-0j -9.17184e-05-0j -9.82902e-05-0j 0.000134884-0j 0.000169204-0j 8.61244e-06-0j -2.84145e-06-0j -0.000121332-0j 0.000117737-0j -2.10128e-06-0j 0.000332341-0j 0.000169964-0j -7.86321e-05-0j -7.56638e-05-0j -0.000322493-0j 0.000109162-0j 7.63021e-05-0j 0.000297255-0j -2.62075e-06-0j 0.000432755-0j -4.68146e-05-0j 0.000149894-0j 7.28035e-06-0j 7.86825e-05-0j -1.65751e-06-0j -0.0004164-0j 0.000139586-0j 1.10038e-05-0j -7.25249e-05-0j 6.08553e-05-0j 0.000340453-0j 9.95264e-05-0j 0.000193866-0j -0.000467206-0j -1.02553e-06-0j 0.00012485-0j -1.80189e-05-0j -0.000188121-0j -0.000586081-0j 0.000101594-0j 4.74815e-06-0j 9.22782e-05-0j -8.82638e-07-0j 5.99742e-05-0j -0.000384058-0j 3.05698e-05-0j -2.73085e-05-0j 5.04824e-05-0j -0.000116394-0j -0.000246668-0j 4.58981e-05-0j -0.000252895-0j -4.7294e-07-0j 8.14253e-05-0j -0.000155923-0j -3.77812e-06-0j 5.40996e-05-0j 3.54989e-05-0j -4.17293e-05-0j 8.98024e-06-0j 6.01826e-05-0j 2.51897e-05-0j 2.81954e-05-0j 2.19638e-05-0j 6.33593e-06-0j 1.01812e-05-0j 2.79002e-06-0j 4.24269e-07-0j 
-0.00629057-0j 0.0128826-0j 0.00473433-0j -0.00439515-0j -0.00423717-0j -0.00978489-0j -0.0116895-0j -0.00389209-0j -0.00372155-0j 0.00881193-0j -0.00259473-0j 0.00812864-0j 0.00337604-0j -0.00200529-0j 0.00815826-0j 0.00788163-0j 0.00330086-0j -0.00306437-0j -0.0170385-0j 0.00308767-0j 0.00910641-0j 0.0021392-0j -0.00214054-0j -0.00286646-0j 0.00994468-0j -0.00198594-0j -0.00287184-0j -0.00699067-0j -0.00113519-0j 0.00646958-0j -0.0083514-0j -0.00663193-0j 0.00598661-0j 0.00459762-0j -0.00792284-0j 0.00159083-0j 0.00445162-0j 0.00599784-0j 0.0152316-0j 0.00410644-0j 0.00249106-0j 0.00180114-0j 0.00170551-0j -0.0138959-0j -0.00147963-0j -0.000509759-0j -0.0016721-0j -0.00101303-0j 0.0165469-0j -0.0131483-0j -0.00808412-0j -0.00235437-0j 0.00396706-0j 0.00702722-0j 0.0142083-0j 0.00377392-0j -0.00281265-0j 0.00505377-0j 0.00767408-0j 0.00349219-0j 0.00299209-0j -0.00898167-0j 0.000927985-0j -0.0128165-0j 0.00115113-0j 0.0147241-0j 0.0088851-0j 0.0104624-0j 0.00205877-0j -0.0160273-0j 0.00204391-0j -0.0126022-0j -0.0268544-0j 0.00670502-0j -0.0218508-0j -0.00385529-0j 0.0010037-0j 
0.000889436-0j 0.000938612-0j -0.000669396-0j 0.000703307-0j -0.00116485-0j -0.000712918-0j 0.000432455-0j 0.00055031-0j 0.000526197-0j -0.00124831-0j 0.000366874-0j -0.00114932-0j -0.000540229-0j 0.00023172-0j 0.000594403-0j 0.000574248-0j 0.000907442-0j -0.000953412-0j -0.00124141-0j -0.000436571-0j -0.000336892-0j -0.000302465-0j -0.00147957-0j 0.000458687-0j 0.000111932-0j 0.000317788-0j -0.0007895-0j 0.000990307-0j 0.000160507-0j -0.000914746-0j -0.000600718-0j -0.000483196-0j -0.00095797-0j -0.00163759-0j 0.000293106-0j -0.000183828-0j -0.000630623-0j 0.00164887-0j 4.98687e-05-0j -0.000580617-0j 0.000775038-0j 0.00124497-0j -0.000272914-0j -0.00101244-0j -0.000332437-0j -0.000776781-0j -0.00130804-0j 0.000117061-0j -0.000612152-0j 0.0018626-0j -9.09903e-05-0j 0.00134364-0j -0.00056091-0j 0.000505469-0j 2.08616e-05-0j 0.00260859-0j -0.000815052-0j -0.000808697-0j -0.000167941-0j 0.00273185-0j -0.00034575-0j 0.00127235-0j 0.000524224-0j -4.19616e-05-0j -0.00016276-0j 0.00105911-0j -0.000142211-0j 8.33171e-06-0j -0.000329441-0j 0.000350745-0j -0.000236184-0j 3.59764e-05-0j -8.79219e-05-0j -6.29981e-06-0j -1.74008e-05-0j -1.21927e-06-0j 1.57684e-07-0j 
-0.00146749-0j 0.00148733-0j -0.0011485-0j 0.00115949-0j 0.0019219-0j 0.00117475-0j -0.000630458-0j -0.000907966-0j -0.000868181-0j -0.00197808-0j -0.00060531-0j -0.000648682-0j 0.000926155-0j -0.00179232-0j 0.000941893-0j 0.000909956-0j 0.00155692-0j -0.00157182-0j 0.000672921-0j -0.000749033-0j -0.000510729-0j -0.000518946-0j 0.00244117-0j 0.000756203-0j -0.00192324-0j 0.000523913-0j 0.00130261-0j -0.00163183-0j -0.000264823-0j -0.000308961-0j 0.000875762-0j 0.000796211-0j 0.000540257-0j -0.00259493-0j -0.000427307-0j -0.00147859-0j -0.000999287-0j 0.000930629-0j -0.0014861-0j -0.000327702-0j -0.0013287-0j 0.00213602-0j 0.000467877-0j 0.00032842-0j 0.00257134-0j 0.00128162-0j -0.00215647-0j -0.000905447-0j -0.000305283-0j -0.00100964-0j -0.00162578-0j -0.00221406-0j -0.00013517-0j 0.000766292-0j -0.000951054-0j 0.000881065-0j 0.00118823-0j 0.000272928-0j 0.00288561-0j -0.00154066-0j -0.00091483-0j -0.000294479-0j 0.0042165-0j -0.00130034-0j -2.49343e-05-0j 0.000316079-0j 0.00423793-0j -0.000537794-0j 6.1661e-05-0j 0.00206158-0j -0.000266825-0j 0.00170553-0j -0.000536363-0j 0.000546051-0j -0.000384218-0j -0.000141975-0j -2.71357e-05-0j 
1.31026e-05-0j 2.73672e-07-0j 1.02544e-05-0j -9.95057e-06-0j 8.82561e-06-0j 2.16156e-07-0j -1.2363e-05-0j -2.37387e-05-0j 7.75162e-06-0j 1.87197e-07-0j 5.40456e-06-0j 5.7918e-06-0j -7.94813e-06-0j -9.97044e-06-0j -5.07493e-07-0j 1.67434e-07-0j 7.14956e-06-0j -6.9377e-06-0j 1.23819e-07-0j -1.95834e-05-0j -1.00152e-05-0j 4.63344e-06-0j 4.45853e-06-0j 1.90031e-05-0j -6.43245e-06-0j -4.49614e-06-0j -1.75159e-05-0j 1.54429e-07-0j -2.55003e-05-0j 2.75858e-06-0j -8.83259e-06-0j -4.28999e-07-0j -4.63641e-06-0j 9.76698e-08-0j 2.45366e-05-0j -8.22519e-06-0j -6.48404e-07-0j 4.27357e-06-0j -3.58593e-06-0j -2.00614e-05-0j -5.86465e-06-0j -1.14236e-05-0j 2.75304e-05-0j 6.04301e-08-0j -7.35684e-06-0j 1.06178e-06-0j 1.10851e-05-0j 3.45352e-05-0j -5.98648e-06-0j -2.79787e-07-0j -5.43755e-06-0j 5.20099e-08-0j -3.53401e-06-0j 2.26308e-05-0j -1.80134e-06-0j 1.60917e-06-0j -2.97471e-06-0j 6.85858e-06-0j 1.45351e-05-0j -2.70457e-06-0j 1.4902e-05-0j 2.78683e-08-0j -4.79803e-06-0j 9.18788e-06-0j 2.22628e-07-0j -3.18785e-06-0j -2.09179e-06-0j 2.45892e-06-0j -5.29166e-07-0j -3.54629e-06-0j -1.48431e-06-0j -1.66143e-06-0j -1.29423e-06-0j -3.73348e-07-0j -5.99932e-07-0j -1.64404e-07-0j -4.65506e-08-0j 
0.00200987-0j -0.00827407-0j 0.00157297-0j 0.0165508-0j 0.0013538-0j -0.00653517-0j -0.012276-0j 0.00124354-0j 0.00118905-0j -0.00565962-0j 0.000829028-0j 0.000888429-0j 0.0132201-0j -0.00971788-0j -0.00523979-0j -0.00506212-0j 0.0010967-0j 0.0115395-0j -0.00374349-0j 0.00102587-0j -0.00994468-0j 0.000710744-0j 0.000683913-0j 0.0107942-0j 0.012365-0j 0.00747843-0j 0.000917566-0j -0.00466895-0j 0.0003627-0j 0.00042315-0j -0.00877038-0j -0.00442936-0j 0.00771174-0j -0.0029529-0j -0.00832031-0j -0.00801684-0j -0.00285914-0j 0.000655541-0j 0.0157589-0j 0.000448818-0j 0.00975466-0j 0.000598424-0j 0.00667856-0j -0.00182702-0j -0.00717048-0j 0.00016287-0j 0.00629661-0j -0.00490929-0j -0.00594432-0j -0.00288877-0j 0.0104525-0j -0.00157244-0j 0.000185128-0j -0.00767408-0j -0.000499321-0j 0.000246837-0j -0.00295376-0j 0.00389583-0j 0.00954181-0j 0.00449851-0j -0.00496017-0j -0.000842557-0j -0.00467649-0j 0.0137891-0j 3.41499e-05-0j -0.0031654-0j 0.00919272-0j -0.0186559-0j 0.000880161-0j 0.006817-0j -0.00144672-0j -0.00046054-0j 0.0056877-0j -0.0279813-0j -0.0133284-0j -0.028835-0j -0.0150908-0j 
-0.00127089-0j -2.65448e-05-0j 0.00290759-0j 0.000965154-0j -0.000856038-0j 6.12899e-05-0j 0.00119915-0j -0.000786321-0j -0.000751867-0j -1.81571e-05-0j -0.000524214-0j -0.000477245-0j -0.00225365-0j 0.000967081-0j -1.68102e-05-0j -1.62402e-05-0j 0.00202722-0j 0.000672921-0j -1.02027e-05-0j 0.00189629-0j -0.00283976-0j 0.00131379-0j -0.000432455-0j 0.00062946-0j 0.000623915-0j 0.000436103-0j -0.000580199-0j 4.37876e-05-0j -0.000229344-0j -0.00329603-0j 0.000856715-0j 4.15406e-05-0j 0.000382041-0j -9.47346e-06-0j 0.000812751-0j -0.00233221-0j -9.17264e-06-0j -0.000352142-0j 0.000347817-0j -0.000241095-0j -0.00166289-0j 0.00110617-0j -0.0011385-0j -7.22036e-05-0j 0.000713575-0j -0.000102987-0j 0.000367185-0j 0.000488552-0j 0.000493287-0j -7.87319e-06-0j -0.00154179-0j 1.47471e-05-0j -0.00368549-0j -0.00219138-0j 0.000174721-0j -0.00192268-0j 0.000288531-0j 0.00279856-0j 0.000481461-0j 0.000222857-0j 0.000419341-0j -8.51025e-05-0j -0.00136045-0j -0.000889675-0j -0.00200611-0j 0.00380893-0j 0.000202893-0j 8.14495e-05-0j 0.00299462-0j 0.000292215-0j 0.00453271-0j -0.00047109-0j 0.00154639-0j 3.62129e-05-0j 4.94345e-05-0j -4.66158e-05-0j 2.4249e-06-0j 
-0.000898653-0j 0.000910799-0j -0.000703307-0j 0.000710039-0j 0.00117692-0j 0.000719383-0j -0.000386075-0j -0.000556013-0j -0.00053165-0j -0.00121132-0j -0.000370675-0j -0.000397235-0j 0.000567152-0j -0.00109757-0j 0.00057679-0j 0.000557232-0j 0.000953412-0j -0.000962537-0j 0.000412078-0j -0.000458687-0j -0.000312756-0j -0.000317788-0j 0.00149491-0j 0.000463078-0j -0.00117774-0j 0.00032083-0j 0.000797682-0j -0.000999287-0j -0.000162171-0j -0.000189199-0j 0.000536293-0j 0.000487578-0j 0.000330839-0j -0.00158906-0j -0.000261671-0j -0.000905447-0j -0.000611936-0j 0.000569891-0j -0.000910048-0j -0.000200676-0j -0.000813662-0j 0.00130804-0j 0.000286515-0j 0.000201116-0j 0.00157462-0j 0.000784831-0j -0.00132056-0j -0.000554471-0j -0.000186947-0j -0.000618278-0j -0.000995581-0j -0.00135583-0j -8.27745e-05-0j 0.000469256-0j -0.000582399-0j 0.00053954-0j 0.000727639-0j 0.000167134-0j 0.00176707-0j -0.000943455-0j -0.000560217-0j -0.000180331-0j 0.00258207-0j -0.000796292-0j -1.52691e-05-0j 0.000193558-0j 0.00259519-0j -0.00032933-0j 3.77595e-05-0j 0.00126246-0j -0.000163397-0j 0.00104442-0j -0.000328454-0j 0.000334386-0j -0.000235285-0j -8.69417e-05-0j -1.66171e-05-0j 
-0.000181555-0j -0.000191593-0j 0.00013664-0j -0.000143562-0j 0.000237773-0j 0.000145524-0j -8.82744e-05-0j -0.000112332-0j -0.00010741-0j 0.00025481-0j -7.48877e-05-0j 0.000234605-0j 0.000110274-0j -4.72997e-05-0j -0.000121332-0j -0.000117218-0j -0.000185231-0j 0.000194614-0j 0.000253402-0j 8.91148e-05-0j 6.87678e-05-0j 6.17405e-05-0j 0.000302016-0j -9.36292e-05-0j -2.28479e-05-0j -6.48682e-05-0j 0.000161156-0j -0.000202146-0j -3.27634e-05-0j 0.000186722-0j 0.000122621-0j 9.8632e-05-0j 0.000195545-0j 0.000334271-0j -5.983e-05-0j 3.75237e-05-0j 0.000128725-0j -0.000336575-0j -1.01794e-05-0j 0.000118518-0j -0.000158204-0j -0.000254129-0j 5.57083e-05-0j 0.000206663-0j 6.78583e-05-0j 0.00015856-0j 0.000267003-0j -2.38949e-05-0j 0.000124955-0j -0.000380202-0j 1.85733e-05-0j -0.00027427-0j 0.000114495-0j -0.000103178-0j -4.25835e-06-0j -0.000532476-0j 0.000166372-0j 0.000165075-0j 3.42808e-05-0j -0.000557636-0j 7.05758e-05-0j -0.000259718-0j -0.000107007-0j 8.56537e-06-0j 3.32232e-05-0j -0.000216189-0j 2.90287e-05-0j -1.7007e-06-0j 6.72469e-05-0j -7.15955e-05-0j 4.82108e-05-0j -7.34364e-06-0j 1.7947e-05-0j 1.28594e-06-0j 3.55192e-06-0j 2.48882e-07-0j -3.21872e-08-0j 
-0.000778256-0j -1.62553e-05-0j 0.00178053-0j 0.000591033-0j -0.000524214-0j 3.75322e-05-0j 0.000734327-0j -0.000481522-0j -0.000460423-0j -1.11189e-05-0j -0.000321014-0j -0.000292252-0j -0.00138007-0j 0.000592214-0j -1.02941e-05-0j -9.94506e-06-0j 0.00124141-0j 0.000412078-0j -6.24785e-06-0j 0.00116123-0j -0.00173899-0j 0.000804527-0j -0.000264823-0j 0.000385464-0j 0.000382068-0j 0.000267057-0j -0.000355298-0j 2.68143e-05-0j -0.000140444-0j -0.0020184-0j 0.000524629-0j 2.54383e-05-0j 0.000233951-0j -5.80129e-06-0j 0.000497707-0j -0.00142818-0j -5.61707e-06-0j -0.000215642-0j 0.000212994-0j -0.00014764-0j -0.00101831-0j 0.000677387-0j -0.000697187-0j -4.42155e-05-0j 0.000436974-0j -6.30663e-05-0j 0.000224854-0j 0.000299176-0j 0.000302075-0j -4.82133e-06-0j -0.000944148-0j 9.03073e-06-0j -0.00225689-0j -0.00134194-0j 0.000106994-0j -0.0011774-0j 0.000176689-0j 0.00171376-0j 0.000294833-0j 0.000136472-0j 0.000256793-0j -5.21144e-05-0j -0.000833105-0j -0.000544813-0j -0.00122848-0j 0.00233249-0j 0.000124246-0j 4.98774e-05-0j 0.00183382-0j 0.000178944-0j 0.00277571-0j -0.000288483-0j 0.000946964-0j 2.21758e-05-0j 3.02723e-05-0j -2.85462e-05-0j 1.48494e-06-0j 
0.00104843-0j -0.0021471-0j -0.000789056-0j 0.000732526-0j 0.000706196-0j 0.00163082-0j 0.00194825-0j 0.000648682-0j 0.000620259-0j -0.00146865-0j 0.000432455-0j -0.00135477-0j -0.000562673-0j 0.000334215-0j -0.00135971-0j -0.0013136-0j -0.000550143-0j 0.000510729-0j 0.00283976-0j -0.000514611-0j -0.00151774-0j -0.000356533-0j 0.000356757-0j 0.000477743-0j -0.00165745-0j 0.00033099-0j 0.00047864-0j 0.00116511-0j 0.000189199-0j -0.00107826-0j 0.0013919-0j 0.00110532-0j -0.000997768-0j -0.000766269-0j 0.00132047-0j -0.000265139-0j -0.000741937-0j -0.00099964-0j -0.0025386-0j -0.000684407-0j -0.000415177-0j -0.00030019-0j -0.000284252-0j 0.00231598-0j 0.000246605-0j 8.49598e-05-0j 0.000278684-0j 0.000168839-0j -0.00275781-0j 0.00219138-0j 0.00134735-0j 0.000392395-0j -0.000661177-0j -0.0011712-0j -0.00236805-0j -0.000628987-0j 0.000468775-0j -0.000842294-0j -0.00127901-0j -0.000582031-0j -0.000498681-0j 0.00149694-0j -0.000154664-0j 0.00213608-0j -0.000191854-0j -0.00245402-0j -0.00148085-0j -0.00174374-0j -0.000343128-0j 0.00267122-0j -0.000340652-0j 0.00210036-0j 0.00447573-0j -0.0011175-0j 0.0036418-0j 0.000642548-0j -0.000167283-0j 
