-0.293488-0j -0.00613003-0j -0.229691-0j 0.222885-0j -0.197686-0j -0.00484172-0j 0.276922-0j -0.181587-0j -0.17363-0j -0.00419305-0j -0.121058-0j -0.129732-0j 0.178032-0j 0.22333-0j -0.00388201-0j -0.00375038-0j -0.160144-0j 0.155399-0j -0.00277344-0j -0.149801-0j 0.224333-0j -0.103785-0j -0.0998675-0j 0.145362-0j 0.144082-0j 0.10071-0j -0.133986-0j -0.00345909-0j -0.0529627-0j -0.0617899-0j 0.197843-0j -0.00328158-0j 0.103852-0j -0.00218772-0j 0.18769-0j 0.184238-0j -0.00211825-0j -0.0957244-0j 0.080322-0j -0.065538-0j 0.131363-0j -0.0873841-0j 0.0899383-0j -0.00135358-0j 0.164787-0j -0.0237829-0j 0.0847947-0j 0.112822-0j 0.134092-0j -0.0021402-0j 0.121797-0j -0.00116498-0j -0.0270331-0j 0.173112-0j 0.0403486-0j -0.0360441-0j 0.066631-0j 0.052464-0j 0.111185-0j 0.0605802-0j 0.113991-0j -0.000624226-0j 0.107472-0j 0.0702817-0j -0.00498669-0j 0.0714052-0j 0.0468545-0j 0.0188093-0j 0.0118529-0j 0.0794341-0j 0.0332474-0j 0.0372147-0j 0.0289897-0j 0.0083627-0j 0.013438-0j 0.00368251-0j 0.000559986-0j 
-1.52768e-05-0j -3.19083e-07-0j 1.14974e-05-0j 1.16017e-05-0j 2.00072e-05-0j 2.42358e-07-0j 1.44145e-05-0j -9.45204e-06-0j -9.03787e-06-0j 4.24365e-07-0j -6.30136e-06-0j 1.97406e-05-0j -8.91158e-06-0j 1.16249e-05-0j -2.02069e-07-0j -1.95217e-07-0j -1.55861e-05-0j -1.57274e-05-0j 4.22021e-07-0j 7.49847e-06-0j -1.12292e-05-0j 5.1951e-06-0j 2.54129e-05-0j 7.56647e-06-0j 7.49981e-06-0j 5.24221e-06-0j 1.35603e-05-0j -3.36657e-07-0j -2.75684e-06-0j 1.57115e-05-0j -2.0023e-05-0j 1.64263e-07-0j -1.58026e-05-0j 5.56701e-07-0j 9.76974e-06-0j -9.22223e-06-0j 2.14382e-07-0j -2.83208e-05-0j 4.18096e-06-0j 9.97258e-06-0j 1.2785e-05-0j -2.13835e-05-0j -4.50197e-06-0j 3.44181e-07-0j -1.66776e-05-0j 1.33419e-05-0j -2.15774e-05-0j 5.87267e-06-0j -2.04041e-05-0j -6.33195e-07-0j -6.09667e-06-0j -4.56775e-07-0j 9.6341e-06-0j 1.68482e-05-0j 2.10024e-06-0j -4.48047e-05-0j -2.71671e-05-0j -1.33402e-05-0j -1.12526e-05-0j 4.50644e-05-0j -1.73455e-05-0j -4.3254e-07-0j 2.62991e-05-0j -3.51803e-06-0j 2.79553e-06-0j 3.5302e-05-0j -1.19229e-05-0j 9.79069e-07-0j -5.43444e-06-0j 2.35011e-05-0j -1.18488e-05-0j 3.62193e-06-0j -7.37132e-06-0j -8.46361e-07-0j -2.04479e-06-0j -1.84332e-07-0j 3.73349e-08-0j 
-7.56163e-05-0j 0.000154856-0j -5.91791e-05-0j -5.28323e-05-0j 9.90306e-05-0j 0.000122311-0j -0.000140515-0j -4.67852e-05-0j -4.47352e-05-0j -0.000205951-0j -3.11901e-05-0j -3.3425e-05-0j -4.22004e-05-0j -2.41047e-05-0j 9.8067e-05-0j 9.47417e-05-0j 8.02239e-05-0j 7.16201e-05-0j 7.00624e-05-0j -3.85958e-05-0j -0.00011383-0j -2.674e-05-0j 0.000125787-0j -3.44565e-05-0j 0.000119541-0j -2.38722e-05-0j 6.71202e-05-0j -0.000169901-0j -1.36457e-05-0j -1.592e-05-0j 0.000195188-0j 8.2899e-05-0j -2.46169e-05-0j -0.000270176-0j -9.52371e-05-0j -1.98854e-05-0j -0.000104043-0j 4.7953e-05-0j 0.000183093-0j -1.68857e-05-0j 6.05426e-05-0j 0.000110064-0j -2.13189e-05-0j 3.41941e-05-0j 3.45817e-05-0j 6.60388e-05-0j 9.82598e-05-0j -1.21773e-05-0j -6.80406e-05-0j -0.000105121-0j 0.000101051-0j -0.000230521-0j -6.96498e-06-0j 0.000170789-0j 0.000170792-0j 4.53991e-05-0j 0.00026483-0j -1.2436e-05-0j -0.000179357-0j 7.02002e-05-0j -1.23034e-05-0j -3.06602e-05-0j 5.67073e-05-0j 0.000160206-0j -1.2848e-06-0j 7.0447e-05-0j -0.000522127-0j 0.000125764-0j -2.80959e-06-0j -0.000128139-0j -3.58851e-06-0j -0.000306283-0j 6.60816e-05-0j -0.000156709-0j 8.98505e-05-0j 4.8191e-05-0j 1.19849e-05-0j 
-0.000374281-0j 0.00115366-0j 0.000281687-0j -0.00138745-0j -0.000252107-0j -0.000876253-0j -0.00022267-0j -0.000231575-0j -0.000221428-0j 0.000789123-0j -0.000154383-0j 0.000483645-0j 0.00106574-0j 0.00134188-0j 0.000730586-0j 0.000705813-0j 0.000196397-0j -0.000967356-0j -0.00152583-0j 0.000183713-0j 0.000173465-0j 0.00012728-0j -0.00012736-0j -0.000904878-0j 0.000874159-0j -0.000626918-0j -0.000170871-0j -0.000626026-0j -6.75427e-05-0j 0.000384932-0j -0.000159083-0j -0.0005939-0j 0.00188984-0j 0.000411724-0j -0.000150919-0j -0.00106454-0j 0.00039865-0j 0.000356864-0j -0.000644137-0j 0.000244328-0j 0.000786373-0j 0.000107166-0j 0.000538393-0j -0.0012444-0j 0.000990125-0j -3.033e-05-0j -0.000527846-0j 0.000677892-0j 0.000315196-0j -0.00117745-0j -0.000710613-0j -0.000210838-0j 0.000236035-0j 0.000133859-0j -0.00175591-0j 0.000224544-0j -5.35772e-05-0j 0.00159536-0j 0.000674569-0j 0.00110241-0j -0.00200221-0j -0.000804323-0j -0.00062098-0j 0.000542003-0j 6.84906e-05-0j 0.000280474-0j -0.000375746-0j -0.00202506-0j 0.000649907-0j -0.00140884-0j -0.00136773-0j 0.00155742-0j 0.00113566-0j -0.00173669-0j 0.00422934-0j 0.00124213-0j -0.000444577-0j 
-9.26107e-05-0j 9.38624e-05-0j 0.000211878-0j 7.3173e-05-0j -6.23802e-05-0j -0.000216721-0j -3.97869e-05-0j -5.72999e-05-0j -5.47892e-05-0j 6.42037e-05-0j -3.81999e-05-0j -3.47773e-05-0j -0.00017086-0j -0.00011311-0j 5.9441e-05-0j 5.74255e-05-0j 0.000147725-0j 5.10175e-05-0j 3.60768e-05-0j 0.000138184-0j 9.4221e-05-0j 9.57368e-05-0j -3.15133e-05-0j 4.77225e-05-0j -0.000121372-0j 3.30631e-05-0j -4.22796e-05-0j -0.000154833-0j -1.67125e-05-0j -0.000240184-0j -2.84252e-05-0j -0.000146888-0j 2.89644e-05-0j 3.34982e-05-0j -2.69665e-05-0j 0.000272775-0j 3.24345e-05-0j -2.56609e-05-0j -9.3785e-05-0j -1.75688e-05-0j -0.000126072-0j 8.06074e-05-0j -8.63154e-05-0j 0.000255312-0j -8.34597e-05-0j -7.50474e-06-0j 2.78381e-05-0j -5.7141e-05-0j -1.63669e-05-0j 2.78396e-05-0j 0.000299929-0j -5.21459e-05-0j -0.000268565-0j 7.27082e-05-0j -6.00191e-05-0j -0.000140107-0j -9.57324e-06-0j 0.000212173-0j -9.36602e-05-0j 1.68959e-05-0j -4.90461e-05-0j 0.000300923-0j 0.000159119-0j 0.000239891-0j -0.000146187-0j -0.000126377-0j -5.47079e-05-0j -3.39391e-05-0j 0.000227037-0j -5.68455e-05-0j -0.000530146-0j 0.000161826-0j -0.000416965-0j -1.77235e-05-0j -2.05988e-05-0j 2.61921e-05-0j -1.56016e-06-0j 
-8.02032e-05-0j 8.12872e-05-0j 0.000183492-0j 6.33697e-05-0j -5.40229e-05-0j -0.000187686-0j -3.44565e-05-0j -4.96232e-05-0j -4.74488e-05-0j 5.5602e-05-0j -3.30821e-05-0j -3.0118e-05-0j -0.000147969-0j -9.7956e-05-0j 5.14774e-05-0j 4.97319e-05-0j 0.000127934-0j 4.41824e-05-0j 3.12434e-05-0j 0.000119671-0j 8.15978e-05-0j 8.29105e-05-0j -2.72914e-05-0j 4.13289e-05-0j -0.000105111-0j 2.86335e-05-0j -3.66152e-05-0j -0.000134089-0j -1.44734e-05-0j -0.000208006-0j -2.46169e-05-0j -0.000127208-0j 2.50839e-05-0j 2.90103e-05-0j -2.33537e-05-0j 0.00023623-0j 2.80891e-05-0j -2.2223e-05-0j -8.12202e-05-0j -1.52151e-05-0j -0.000109181-0j 6.98081e-05-0j -7.47514e-05-0j 0.000221107-0j -7.22783e-05-0j -6.4993e-06-0j 2.41085e-05-0j -4.94855e-05-0j -1.41741e-05-0j 2.41098e-05-0j 0.000259746-0j -4.51597e-05-0j -0.000232584-0j 6.29672e-05-0j -5.19781e-05-0j -0.000121337-0j -8.29067e-06-0j 0.000183747-0j -8.11121e-05-0j 1.46323e-05-0j -4.24751e-05-0j 0.000260607-0j 0.000137801-0j 0.000207752-0j -0.000126601-0j -0.000109446-0j -4.73784e-05-0j -2.93921e-05-0j 0.00019662-0j -4.92297e-05-0j -0.00045912-0j 0.000140146-0j -0.000361103-0j -1.5349e-05-0j -1.78391e-05-0j 2.2683e-05-0j -1.35114e-06-0j 
-5.40116e-06-0j -5.69979e-06-0j 2.0649e-05-0j -4.27088e-06-0j -3.63809e-06-0j 2.19916e-05-0j -2.62611e-06-0j -3.3418e-06-0j -3.19537e-06-0j -3.89877e-06-0j -2.22787e-06-0j -2.94103e-05-0j 1.66646e-05-0j -1.40714e-06-0j -3.60956e-06-0j -3.48716e-06-0j 1.43968e-05-0j -2.97773e-06-0j -3.17668e-05-0j 1.3467e-05-0j 1.03922e-05-0j 9.33023e-06-0j -1.8379e-06-0j -2.78541e-06-0j -6.79713e-07-0j -1.92979e-06-0j -2.4658e-06-0j 1.57115e-05-0j -9.74691e-07-0j -8.32277e-06-0j -1.87619e-06-0j 1.49053e-05-0j -2.45137e-05-0j -2.03418e-06-0j -1.77991e-06-0j 5.67059e-06-0j -1.96958e-06-0j -2.17008e-05-0j -3.02831e-07-0j -1.48575e-05-0j 1.22962e-05-0j 7.85576e-06-0j 8.41864e-06-0j -9.21162e-06-0j -1.03828e-06-0j -4.37685e-07-0j -1.62482e-06-0j -7.10861e-07-0j -1.56645e-05-0j -2.45137e-05-0j 2.8068e-06-0j 5.29145e-06-0j 3.24242e-05-0j 8.01942e-06-0j -1.26683e-07-0j -4.85495e-06-0j -6.31876e-07-0j -7.35789e-06-0j -5.24519e-07-0j -1.42997e-05-0j -8.84746e-06-0j 3.78283e-05-0j 3.30784e-06-0j 1.2944e-06-0j 5.44948e-05-0j -4.95609e-06-0j -1.76652e-07-0j -5.05949e-08-0j 5.68838e-05-0j -4.61616e-06-0j 1.36529e-05-0j 5.70776e-07-0j -7.99953e-07-0j -1.96758e-08-0j -4.45273e-07-0j 3.7611e-08-0j -2.57243e-07-0j 
5.40229e-05-0j -0.000166516-0j -4.06581e-05-0j 0.000200262-0j 3.63885e-05-0j 0.000126476-0j 3.21396e-05-0j 3.3425e-05-0j 3.19604e-05-0j -0.0001139-0j 2.22833e-05-0j -6.98081e-05-0j -0.000153826-0j -0.000193684-0j -0.000105451-0j -0.000101875-0j -2.83475e-05-0j 0.000139626-0j 0.000220235-0j -2.65166e-05-0j -2.50375e-05-0j -1.83713e-05-0j 1.83828e-05-0j 0.000130608-0j -0.000126174-0j 9.04878e-05-0j 2.46631e-05-0j 9.0359e-05-0j 9.74894e-06-0j -5.55602e-05-0j 2.29617e-05-0j 8.57221e-05-0j -0.000272775-0j -5.94273e-05-0j 2.17833e-05-0j 0.000153653-0j -5.75402e-05-0j -5.15089e-05-0j 9.29731e-05-0j -3.52658e-05-0j -0.000113503-0j -1.5468e-05-0j -7.77103e-05-0j 0.000179613-0j -0.000142912-0j 4.37777e-06-0j 7.6188e-05-0j -9.78453e-05-0j -4.54946e-05-0j 0.00016995-0j 0.000102568-0j 3.04318e-05-0j -3.40688e-05-0j -1.93209e-05-0j 0.000253444-0j -3.24101e-05-0j 7.7332e-06-0j -0.000230271-0j -9.73657e-05-0j -0.000159119-0j 0.000288995-0j 0.000116094-0j 8.96308e-05-0j -7.82314e-05-0j -9.88576e-06-0j -4.0483e-05-0j 5.42343e-05-0j 0.000292292-0j -9.3806e-05-0j 0.000203348-0j 0.000197414-0j -0.000224794-0j -0.000163918-0j 0.00025067-0j -0.000610453-0j -0.000179286-0j 6.43936e-05-0j 
9.76405e-05-0j -0.000502959-0j 7.64158e-05-0j 0.0013945-0j 6.57683e-05-0j -0.000397256-0j -0.00205021-0j 6.0412e-05-0j 5.77649e-05-0j -0.000344033-0j 4.02747e-05-0j 4.31604e-05-0j 0.00111388-0j 0.000780811-0j -0.000318513-0j -0.000307713-0j 5.32784e-05-0j 0.000972271-0j -0.000227557-0j 4.98374e-05-0j -0.00166086-0j 3.45283e-05-0j 3.32249e-05-0j 0.000909476-0j 0.00171836-0j 0.000630104-0j 4.45759e-05-0j -0.000283813-0j 1.76202e-05-0j 2.05569e-05-0j -0.00146474-0j -0.000269249-0j 0.000649761-0j -0.000179499-0j -0.00138958-0j 0.000644137-0j -0.000173799-0j 3.18466e-05-0j -0.000808412-0j 2.18038e-05-0j 0.00082189-0j 2.90718e-05-0j 0.00056271-0j -0.000111059-0j 0.000576133-0j 7.91234e-06-0j 0.000530528-0j 0.000394451-0j -0.000992761-0j -0.0001756-0j 0.00145258-0j -9.55847e-05-0j 8.99363e-06-0j -0.00128165-0j -0.00222174-0j 1.19915e-05-0j -0.000493307-0j 0.000328247-0j 0.00132602-0j 0.000379027-0j 0.000398539-0j -5.12168e-05-0j 0.000375746-0j -0.000707361-0j 1.65902e-06-0j -0.000528653-0j -0.000471574-0j -0.000830343-0j 7.4159e-05-0j 0.000947355-0j 0.000116241-0j -0.00204918-0j -0.000291771-0j 0.00174996-0j -0.000593226-0j 0.00381283-0j 0.00372543-0j 
6.97287e-07-0j 1.45641e-08-0j -5.24784e-07-0j -5.29543e-07-0j -9.13199e-07-0j -1.10621e-08-0j -6.57929e-07-0j 4.31424e-07-0j 4.12521e-07-0j -1.93695e-08-0j 2.87616e-07-0j -9.01031e-07-0j 4.06756e-07-0j -5.306e-07-0j 9.22313e-09-0j 8.91039e-09-0j 7.11404e-07-0j 7.17855e-07-0j -1.92625e-08-0j -3.42257e-07-0j 5.12542e-07-0j -2.37123e-07-0j -1.15993e-06-0j -3.45361e-07-0j -3.42318e-07-0j -2.39273e-07-0j -6.18941e-07-0j 1.53662e-08-0j 1.25832e-07-0j -7.1713e-07-0j 9.13922e-07-0j -7.49757e-09-0j 7.21287e-07-0j -2.54098e-08-0j -4.45926e-07-0j 4.20935e-07-0j -9.78513e-09-0j 1.29266e-06-0j -1.90834e-07-0j -4.55184e-07-0j -5.83551e-07-0j 9.76017e-07-0j 2.05486e-07-0j -1.57096e-08-0j 7.61224e-07-0j -6.0897e-07-0j 9.84867e-07-0j -2.6805e-07-0j 9.31317e-07-0j 2.89013e-08-0j 2.78274e-07-0j 2.08488e-08-0j -4.39735e-07-0j -7.69011e-07-0j -9.58626e-08-0j 2.04504e-06-0j 1.24e-06-0j 6.08895e-07-0j 5.1361e-07-0j -2.0569e-06-0j 7.91708e-07-0j 1.97426e-08-0j -1.20038e-06-0j 1.60576e-07-0j -1.27598e-07-0j -1.61131e-06-0j 5.44202e-07-0j -4.46882e-08-0j 2.48047e-07-0j -1.07268e-06-0j 5.40821e-07-0j -1.65318e-07-0j 3.36453e-07-0j 3.86309e-08-0j 9.33314e-08-0j 8.41358e-09-0j -9.75142e-09-0j 
8.91146e-06-0j -1.825e-05-0j 6.97432e-06-0j 6.22634e-06-0j -1.16709e-05-0j -1.44145e-05-0j 1.65598e-05-0j 5.51369e-06-0j 5.27209e-06-0j 2.42716e-05-0j 3.67579e-06-0j 3.93917e-06-0j 4.97337e-06-0j 2.84077e-06-0j -1.15573e-05-0j -1.11654e-05-0j -9.45448e-06-0j -8.44051e-06-0j -8.25694e-06-0j 4.54856e-06-0j 1.3415e-05-0j 3.15133e-06-0j -1.48242e-05-0j 4.06074e-06-0j -1.4088e-05-0j 2.81336e-06-0j -7.91019e-06-0j 2.0023e-05-0j 1.60816e-06-0j 1.87619e-06-0j -2.30031e-05-0j -9.76974e-06-0j 2.90113e-06-0j 3.18405e-05-0j 1.12238e-05-0j 2.34351e-06-0j 1.22615e-05-0j -5.65131e-06-0j -2.15777e-05-0j 1.98999e-06-0j -7.13502e-06-0j -1.29712e-05-0j 2.51245e-06-0j -4.02981e-06-0j -4.07549e-06-0j -7.78275e-06-0j -1.158e-05-0j 1.4351e-06-0j 8.01867e-06-0j 1.23886e-05-0j -1.1909e-05-0j 2.71671e-05-0j 8.20831e-07-0j -2.01277e-05-0j -2.0128e-05-0j -5.35033e-06-0j -3.12105e-05-0j 1.4656e-06-0j 2.11375e-05-0j -8.27317e-06-0j 1.44998e-06-0j 3.61334e-06-0j -6.68302e-06-0j -1.88805e-05-0j 1.51416e-07-0j -8.30226e-06-0j 6.15332e-05-0j -1.48215e-05-0j 3.31114e-07-0j 1.51013e-05-0j 4.22909e-07-0j 3.60957e-05-0j -7.78779e-06-0j 1.84683e-05-0j -1.0589e-05-0j -5.67937e-06-0j -9.94252e-07-0j 
9.45204e-06-0j -9.57979e-06-0j -2.16247e-05-0j -7.46819e-06-0j 6.36666e-06-0j 2.2119e-05-0j 4.06074e-06-0j 5.84815e-06-0j 5.5919e-06-0j -6.55276e-06-0j 3.89877e-06-0j 3.54944e-06-0j 1.74383e-05-0j 1.15442e-05-0j -6.06668e-06-0j -5.86096e-06-0j -1.50771e-05-0j -5.20695e-06-0j -3.68207e-06-0j -1.41034e-05-0j -9.61639e-06-0j -9.7711e-06-0j 3.21632e-06-0j -4.87065e-06-0j 1.23875e-05-0j -3.37449e-06-0j 4.31514e-06-0j 1.58026e-05-0j 1.70571e-06-0j 2.45137e-05-0j 2.90113e-06-0j 1.49917e-05-0j -2.95617e-06-0j -3.4189e-06-0j 2.75225e-06-0j -2.784e-05-0j -3.31033e-06-0j 2.61901e-06-0j 9.57189e-06-0j 1.79311e-06-0j 1.28671e-05-0j -8.22696e-06-0j 8.80953e-06-0j -2.60577e-05-0j 8.51807e-06-0j 7.65949e-07-0j -2.84121e-06-0j 5.83193e-06-0j 1.67044e-06-0j -2.84137e-06-0j -3.06114e-05-0j 5.32212e-06-0j 2.74103e-05-0j -7.42075e-06-0j 6.12567e-06-0j 1.42997e-05-0j 9.77065e-07-0j -2.16548e-05-0j 9.55915e-06-0j -1.72443e-06-0j 5.00574e-06-0j -3.07128e-05-0j -1.624e-05-0j -2.44838e-05-0j 1.49201e-05-0j 1.28983e-05-0j 5.5836e-06-0j 3.46389e-06-0j -2.31719e-05-0j 5.80177e-06-0j 5.41078e-05-0j -1.65163e-05-0j 4.25563e-05-0j 1.8089e-06-0j 2.10236e-06-0j -2.67322e-06-0j 1.59233e-07-0j 
4.67852e-05-0j -0.000144207-0j -3.52109e-05-0j 0.000173432-0j 3.15133e-05-0j 0.000109532-0j 2.78337e-05-0j 2.89469e-05-0j 2.76785e-05-0j -9.86403e-05-0j 1.92979e-05-0j -6.04556e-05-0j -0.000133218-0j -0.000167735-0j -9.13232e-05-0j -8.82266e-05-0j -2.45496e-05-0j 0.000120919-0j 0.000190729-0j -2.29641e-05-0j -2.16831e-05-0j -1.591e-05-0j 1.592e-05-0j 0.00011311-0j -0.00010927-0j 7.83648e-05-0j 2.13589e-05-0j 7.82532e-05-0j 8.44283e-06-0j -4.81165e-05-0j 1.98854e-05-0j 7.42375e-05-0j -0.00023623-0j -5.14655e-05-0j 1.88649e-05-0j 0.000133067-0j -4.98313e-05-0j -4.4608e-05-0j 8.05171e-05-0j -3.0541e-05-0j -9.82966e-05-0j -1.33957e-05-0j -6.72991e-05-0j 0.00015555-0j -0.000123766-0j 3.79126e-06-0j 6.59807e-05-0j -8.47365e-05-0j -3.93994e-05-0j 0.000147181-0j 8.88266e-05-0j 2.63547e-05-0j -2.95044e-05-0j -1.67324e-05-0j 0.000219489-0j -2.8068e-05-0j 6.69715e-06-0j -0.00019942-0j -8.43211e-05-0j -0.000137801-0j 0.000250277-0j 0.00010054-0j 7.76225e-05-0j -6.77504e-05-0j -8.56132e-06-0j -3.50593e-05-0j 4.69683e-05-0j 0.000253132-0j -8.12384e-05-0j 0.000176105-0j 0.000170966-0j -0.000194678-0j -0.000141957-0j 0.000217087-0j -0.000528668-0j -0.000155266-0j 5.57665e-05-0j 
2.46528e-07-0j 2.60159e-07-0j -9.42495e-07-0j 1.94938e-07-0j 1.66055e-07-0j -1.00377e-06-0j 1.19865e-07-0j 1.52532e-07-0j 1.45848e-07-0j 1.77953e-07-0j 1.01688e-07-0j 1.34239e-06-0j -7.60631e-07-0j 6.42268e-08-0j 1.64753e-07-0j 1.59166e-07-0j -6.57123e-07-0j 1.35914e-07-0j 1.44995e-06-0j -6.14683e-07-0j -4.74337e-07-0j -4.25865e-07-0j 8.38881e-08-0j 1.27136e-07-0j 3.10245e-08-0j 8.80825e-08-0j 1.12548e-07-0j -7.1713e-07-0j 4.44884e-08-0j 3.79881e-07-0j 8.56357e-08-0j -6.80329e-07-0j 1.11889e-06-0j 9.28471e-08-0j 8.12412e-08-0j -2.58826e-07-0j 8.98988e-08-0j 9.90503e-07-0j 1.38223e-08-0j 6.78151e-07-0j -5.61243e-07-0j -3.58565e-07-0j -3.84257e-07-0j 4.20451e-07-0j 4.73907e-08-0j 1.99775e-08-0j 7.41627e-08-0j 3.24462e-08-0j 7.14983e-07-0j 1.11889e-06-0j -1.28112e-07-0j -2.4152e-07-0j -1.47996e-06-0j -3.66035e-07-0j 5.78228e-09-0j 2.21597e-07-0j 2.88411e-08-0j 3.3584e-07-0j 2.39409e-08-0j 6.52687e-07-0j 4.0383e-07-0j -1.72662e-06-0j -1.50982e-07-0j -5.90809e-08-0j -2.48734e-06-0j 2.26214e-07-0j 8.063e-09-0j 2.30933e-09-0j -2.59638e-06-0j 2.10698e-07-0j -6.23169e-07-0j -2.60522e-08-0j 3.65127e-08-0j 8.98074e-10-0j 2.03238e-08-0j -2.61394e-09-0j 1.17415e-08-0j 
-1.40932e-05-0j 7.25959e-05-0j -1.10297e-05-0j -0.000201279-0j -9.49283e-06-0j 5.73389e-05-0j 0.000295922-0j -8.71972e-06-0j -8.33765e-06-0j 4.96569e-05-0j -5.81315e-06-0j -6.22967e-06-0j -0.000160774-0j -0.0001127-0j 4.59734e-05-0j 4.44145e-05-0j -7.69007e-06-0j -0.000140335-0j 3.2845e-05-0j -7.1934e-06-0j 0.000239725-0j -4.98374e-06-0j -4.7956e-06-0j -0.000131272-0j -0.000248024-0j -9.09476e-05-0j -6.43398e-06-0j 4.09649e-05-0j -2.54325e-06-0j -2.96713e-06-0j 0.000211417-0j 3.88627e-05-0j -9.3785e-05-0j 2.59085e-05-0j 0.000200568-0j -9.29731e-05-0j 2.50858e-05-0j -4.59665e-06-0j 0.000116684-0j -3.14711e-06-0j -0.00011863-0j -4.19615e-06-0j -8.12202e-05-0j 1.603e-05-0j -8.31577e-05-0j -1.14205e-06-0j -7.65751e-05-0j -5.69342e-05-0j 0.000143293-0j 2.53457e-05-0j -0.000209662-0j 1.37965e-05-0j -1.29812e-06-0j 0.00018499-0j 0.00032068-0j -1.73082e-06-0j 7.12027e-05-0j -4.73784e-05-0j -0.000191395-0j -5.47079e-05-0j -5.75242e-05-0j 7.39251e-06-0j -5.42343e-05-0j 0.000102099-0j -2.39459e-07-0j 7.63045e-05-0j 6.80658e-05-0j 0.00011985-0j -1.07039e-05-0j -0.000136739-0j -1.67779e-05-0j 0.000295773-0j 4.21136e-05-0j -0.000252585-0j 8.56247e-05-0j -0.000550479-0j -0.00053605-0j 
-4.06751e-07-0j 8.32993e-07-0j -3.18333e-07-0j -2.84192e-07-0j 5.327e-07-0j 6.57929e-07-0j -7.5585e-07-0j -2.51664e-07-0j -2.40637e-07-0j -1.10784e-06-0j -1.67776e-07-0j -1.79798e-07-0j -2.27002e-07-0j -1.29663e-07-0j 5.27516e-07-0j 5.09629e-07-0j 4.31536e-07-0j 3.85255e-07-0j 3.76876e-07-0j -2.07612e-07-0j -6.12308e-07-0j -1.43838e-07-0j 6.76628e-07-0j -1.85346e-07-0j 6.43027e-07-0j -1.28412e-07-0j 3.61049e-07-0j -9.13922e-07-0j -7.34021e-08-0j -8.56357e-08-0j 1.04994e-06-0j 4.45926e-07-0j -1.32418e-07-0j -1.45331e-06-0j -5.12294e-07-0j -1.06966e-07-0j -5.5966e-07-0j 2.57946e-07-0j 9.84882e-07-0j -9.08304e-08-0j 3.25668e-07-0j 5.9205e-07-0j -1.14677e-07-0j 1.83935e-07-0j 1.8602e-07-0j 3.55232e-07-0j 5.28554e-07-0j -6.55032e-08-0j -3.66e-07-0j -5.6546e-07-0j 5.4357e-07-0j -1.24e-06-0j -3.74656e-08-0j 9.187e-07-0j 9.18715e-07-0j 2.44208e-07-0j 1.42456e-06-0j -6.68951e-08-0j -9.6479e-07-0j 3.77617e-07-0j -6.6182e-08-0j -1.64926e-07-0j 3.05037e-07-0j 8.61771e-07-0j -6.91114e-09-0j 3.78944e-07-0j -2.80859e-06-0j 6.76505e-07-0j -1.51132e-08-0j -6.89279e-07-0j -1.93031e-08-0j -1.64754e-06-0j 3.55463e-07-0j -8.42959e-07-0j 4.83319e-07-0j 2.60707e-07-0j 6.74579e-08-0j 
-1.22051e-05-0j 6.28699e-05-0j -9.55198e-06-0j -0.000174313-0j -8.22103e-06-0j 4.96569e-05-0j 0.000256276-0j -7.5515e-06-0j -7.22061e-06-0j 4.30042e-05-0j -5.03433e-06-0j -5.39505e-06-0j -0.000139235-0j -9.76014e-05-0j 3.98141e-05-0j 3.84641e-05-0j -6.6598e-06-0j -0.000121534-0j 2.84446e-05-0j -6.22967e-06-0j 0.000207608-0j -4.31604e-06-0j -4.15311e-06-0j -0.000113685-0j -0.000214795-0j -7.8763e-05-0j -5.57199e-06-0j 3.54766e-05-0j -2.20252e-06-0j -2.56961e-06-0j 0.000183093-0j 3.36561e-05-0j -8.12202e-05-0j 2.24374e-05-0j 0.000173697-0j -8.05171e-05-0j 2.17249e-05-0j -3.98082e-06-0j 0.000101052-0j -2.72548e-06-0j -0.000102736-0j -3.63397e-06-0j -7.03387e-05-0j 1.38824e-05-0j -7.20167e-05-0j -9.89042e-07-0j -6.6316e-05-0j -4.93064e-05-0j 0.000124095-0j 2.195e-05-0j -0.000181573-0j 1.19481e-05-0j -1.1242e-06-0j 0.000160206-0j 0.000277717-0j -1.49894e-06-0j 6.16633e-05-0j -4.10309e-05-0j -0.000165753-0j -4.73784e-05-0j -4.98174e-05-0j 6.4021e-06-0j -4.69683e-05-0j 8.84201e-05-0j -2.07378e-07-0j 6.60816e-05-0j 5.89467e-05-0j 0.000103793-0j -9.26987e-06-0j -0.000118419-0j -1.45301e-05-0j 0.000256147-0j 3.64714e-05-0j -0.000218745-0j 7.41532e-05-0j -0.000476728-0j -0.000464233-0j 
