0.0119103-0.00828938j -0.0174291-0.00779058j -0.028166-0.0076089j -0.00639775-0.0214289j 0.0176904+0.0354691j 0.0136137-0.0224001j -0.0235843-0.023233j -0.00795839-0.0306756j 0.000354203-4.28527e-05j -0.00893352+0.00407134j 0.0279931-0.0130752j -0.0297715+0.00197272j -0.0151546+0.0030528j 0.000205068+0.0129346j -0.0118064-0.0060369j -0.00044147-0.00169322j 0.0005209-0.0230623j 0.0175564+0.0177619j -0.00292725-0.00835015j -0.0111533+0.0181025j 0.0111155+0.00788279j -0.00242969+0.00627483j -0.0012158-0.0111023j 0.0158472-0.00246751j 0.00759985-0.00260498j -0.00531123+0.00409701j -0.0046742+0.00492195j -0.00258621+0.00666775j 0.00103586-0.00773692j -0.00970528+0.0140088j 0.0203652+0.00150388j 0.00112842+0.0151266j 0.00745198+0.00533811j -0.0159931-0.00125647j 0.00990141-0.00709707j -0.00512456-0.0122546j -0.013568-0.00167032j 0.0233981-0.00555196j 0.0289365+0.0252816j -0.00432671-0.010645j 0.0140304-0.0180845j -0.00681267+0.0225498j -0.00308779+0.0181626j 0.0142517-0.0025824j 0.003846-0.0264862j -0.00658792-0.0277452j 0.00715358-0.0207375j -0.0313333-0.00934615j 7.6721e-05-0.00843084j -0.0287807-0.00117453j 0.00100573-0.0299208j 0.0065396-0.019043j 0.00839814+0.0198409j -0.0113244-0.00669003j -0.0008236-0.00446969j -0.043139-0.00680656j 0.00221459-0.00293781j -0.00904475-0.0195969j -0.00402319-0.00189941j 0.0248684+0.0151893j 0.00316363+0.0112214j 0.0144835-9.50551e-05j -0.0143778-0.0138563j -0.0150443+0.0173962j -0.00695621+0.012916j 0.0354925-0.0223436j 0.0146337-0.024829j 0.0741284+0.040495j 0.00734064+0.00279447j 0.0601808+0.0174799j -0.00407066+0.00731469j -0.0105459-0.00409656j 
0.00423842-0.000802797j -0.00229267+0.00289935j -0.0100861-0.000301638j -0.00529595-0.000987886j 0.0130215+0.00652354j 0.0102719+0.000351757j -0.0101563+0.00322711j 0.00368112-0.0101846j -0.00654193+0.00875678j -0.00551169+0.0133467j 0.00422858+0.000348627j 0.00154293+0.00695683j 0.00443785-0.0118329j -0.00239253+0.00674724j -0.00363285-0.00572582j -0.00999599-0.00275062j -0.00785729-0.00871915j 0.00426514+0.013016j -0.00881984-0.00245354j 0.0040869+0.000534456j 0.00233536-0.00354829j 0.00319285+0.00163332j 0.00233292+0.000555471j 0.00999757+0.0014651j 0.00129991+0.00318115j -0.013069+0.00316625j 0.00974749+0.00344101j -0.00951109+0.0094097j 0.00306451-0.00241161j -0.0058033+0.0121643j 0.0108885+0.00553549j 0.00715383-0.00556466j -0.00938655-0.00231383j -0.0159361-0.000958788j -0.00668672-0.00339953j 0.006831-8.45695e-05j 0.000765138-0.00290569j 0.0283211-0.0152983j 0.00759798+0.00873694j -0.0015078-0.00726797j -0.00205818-0.0114874j -0.000567393+0.0084546j 0.00734117+0.000991912j -0.0105656+0.00753774j 0.00406479-0.00360543j 0.00105961-0.0106398j 0.000916482-0.00494508j 0.000960705+0.0144965j 0.0136773+0.000832508j 0.00216419+0.0174064j 0.00408676-0.00290837j -0.00404418-0.00590622j -0.00398817+0.00208428j -0.011674-1.60727e-05j -0.00619164+1.50563e-05j -0.00488252+0.00881923j 0.00825711+0.00960159j 0.00758783-0.0179029j -0.00595876-0.00275389j -0.00906679+0.0134918j -0.0105894-0.0041864j 0.00850473+0.00561561j -0.0115511+0.00238827j -0.00093327-0.00795812j -0.00760435-0.00683686j 0.00419874+0.00315883j -0.00527898-0.00200632j 0.0224326+0.0075345j 0.00174103+0.00737855j 0.0222668+0.0111008j 0.00260579+0.000447876j -0.00494709-0.0048355j 
0.00821874-0.00200186j -6.3529e-05-0.00136789j -0.00828971-0.000959442j -0.0020729+0.00337141j 0.00267605-0.00615816j -0.00200084-0.0148908j -0.00705446+0.00492365j 0.000868109+0.0109099j 0.00542336-0.00642199j 0.00580533-0.00338648j 0.00108139+0.00276049j -0.00756771+0.00647474j 0.0019243+0.00292747j -0.00845101-0.0101736j -0.00343374-0.00276529j 0.00122177-0.00458395j 0.000124432+0.000701563j -0.00559436-0.00615988j 0.00416841+0.000895552j 0.00614459+0.00643392j 0.0117968-0.00131648j 0.00082794+0.00968041j 0.00519862+0.00599786j -0.00128032-0.0105635j 0.00424988-0.0184246j 0.0154411-0.0101178j -0.00298285-0.00175826j 0.00818841+0.00692544j 0.00841517-0.00859687j 0.0041019+0.000432047j -0.0049179-0.00120601j -0.00610105-0.000229532j 0.0106568-0.00141402j 0.00825579-0.00459909j 0.0150033-0.00793793j -0.00805454-0.00564803j 0.00169056-0.00793781j -0.00340154+0.00998774j -0.0100697-0.00677879j 0.00420004-0.00183342j 0.0045712-0.00562836j -0.0129781-0.00228421j -0.00643447+0.0149361j 0.0043297+0.00313686j -0.00155708-0.000865415j -0.00485752+0.00058203j 0.000811466-0.00211048j -0.0131958+0.00434844j -5.46755e-06-0.00362699j 0.011654-0.0120762j -0.00634709+0.000302261j -0.00332746+0.00616547j 0.00414109+0.00350866j -0.000689235+0.00294856j -0.00807288+0.00589552j -0.0117693+0.00354183j 0.0119858-0.00326442j -0.00580382-0.0095817j 0.00371252+0.000634226j -0.00729362-0.0125307j -0.00125569+0.0177347j -0.00892194+0.00294539j -0.00381181-0.0108799j -0.00290905-0.00419049j 0.00386865-0.00455221j 0.0135224-0.0106903j -0.00473818-0.0117975j -0.00125348+0.0083065j 0.00219987-0.0013855j -0.00490756+0.00128931j 0.00115499-1.15454e-05j -0.000994131-0.000566803j 
-0.00173878-0.00170221j -0.00408905+0.000962807j 0.00646778-0.00693541j -0.0121705-0.00533508j -0.00106937+0.0243232j -0.00250778+0.0129157j 0.00353016-0.00838285j -0.00869622-0.0044971j 0.00657168-0.00485307j 0.0140155-0.003792j 0.0172144-0.0146785j -0.00241805-0.0057028j 0.00137263+0.00472482j -0.000136505-0.00672005j -0.00791742+0.00116678j -0.000445223+0.00120908j -0.0054494-0.00933815j -0.00399395+0.011828j -0.00174032-0.00372143j -0.00387-0.00603218j -0.00068603+0.00435272j -0.00734767-0.015778j 0.00255119-0.0120508j 0.00569419-0.00797247j -0.00754314+0.00860266j -0.00513315-0.00939609j 0.0188635+0.00644565j 0.0106333-0.0116069j -0.00960661+0.00454493j 0.00549379-0.00446212j -0.0041689+0.00469105j 0.01009+0.0001964j -0.00365736+0.00273744j -0.00183489-0.00161332j -0.014365+0.00636459j 0.0199962-0.00365737j -0.00873764-0.00387702j -0.00981529+0.00749843j 0.00251546-0.00161714j 0.0125122-0.00852968j -0.0028836+0.00118296j 0.00507618+0.00481632j 0.00481968+0.00842357j 0.00970159-0.00632654j -0.00255057-0.0060039j -0.00905656-0.000567923j 0.00822523-0.0137846j -0.0168681-5.66356e-05j -0.0034082+0.00251002j -0.00240557-0.00246131j -0.00482256-0.00705247j 0.000618799-0.00102657j 0.0105084-0.00363838j -0.00469734-0.0134455j 0.00873855+0.00357794j 0.00787718+0.00400863j 0.00158221-0.0110192j -0.0112786-0.00143524j 0.00581075+0.00227035j 0.00524781+0.00907025j 0.0160194+0.000378435j 0.00171433-0.00939194j 0.00516179+0.00782259j -0.00750702+0.0009111j -0.00415194+0.00499356j -0.000561367-0.0047171j 0.00721827+0.0166431j 0.00840728+0.0013149j -0.000905766+0.00200615j 0.00384452-0.000133303j 0.0035074+0.00318674j -0.00172504-0.00149444j 
0.0061668-0.00173921j 0.00598414-0.00297932j -0.00508156-0.00202805j 0.00935664+0.00523256j -0.00654236-0.0103426j 0.00512238-0.0130916j -0.0110014+0.00207139j 0.00688806+0.00695416j -0.00436826-0.00300959j -0.00138459-0.00778134j -0.0128637+0.00128433j -0.00840902-0.000801978j 0.000591044+0.000328448j 0.000213789-0.00889101j 0.00785974+0.00336698j 0.0016823+0.00450193j -0.00513735+0.00428308j -0.015935-0.00729723j -0.00547314-0.0053519j 0.00783982+0.0143396j 0.0144052+0.000404914j 0.0052425+0.0126071j 0.00351552+0.0214017j -0.0061918-0.0127994j 0.00952318+0.0167117j 0.00370105+0.00322195j 0.011708+0.00935371j 0.00272347+0.0204418j 0.00546433+0.0118099j 0.00298895-0.0143458j -0.00451937-0.0194989j -0.0101855-0.00599925j -0.00466068+0.00987373j 0.00893103-0.00253445j 0.00469501-0.0193647j -0.0114363-0.00240453j -0.0217567-0.0147181j 0.00509247-0.000549138j -0.0163925-0.0133988j -0.00439555+0.0120462j 0.00807949+0.000482824j -0.0131791-0.00854909j 0.000320122-0.00787835j -0.00803995+0.014669j 0.0132359+0.00407951j 0.00400836-0.00260811j -0.00749115+0.00756275j -0.000597944-0.00794077j 0.00214855+0.01456j 0.0125757-0.00310056j 0.00709484-0.0117628j -0.00502867+0.00353916j 0.00681899+0.0110669j 0.00885484+0.00875523j -0.00928217-0.00543653j -0.0174461+0.00645935j -0.00144396+0.00636526j -0.00389942-0.000763885j -0.00783495+0.00710432j -0.00083909-0.00687381j -0.0102809+0.0130403j -0.00824099+0.0158776j -0.0104077-0.00614989j -0.00730437-0.00712001j 0.00949432-0.00247002j 0.0247847-0.00652168j -0.00200326-0.0182156j -0.00949027-0.00273122j 0.0019889-0.00437619j -0.00678629-0.00528182j -0.00548415-0.00265102j 2.95593e-05+0.00296238j 
-0.000482412+0.00226632j 0.00611907-0.00142151j 0.00948725+0.000726893j -0.000772428-0.00138905j -0.0148516-0.0101747j -0.00131463+0.00462102j -0.0102865+0.00341886j 0.000325406-0.00423446j -0.00025891-0.00279384j -0.000262093+0.000452929j 0.0118677-0.0107988j -0.001699+0.0126428j 0.00984288-0.00557406j -0.00983788-0.0141856j -0.00593789+0.0034592j -0.0124548-0.00809398j 0.00443757-0.00511018j -0.00583467+0.00153134j 0.000834512+0.00306456j -0.00561286-0.00684834j 0.00115234-0.00128462j -0.00613823-0.00921851j 0.0170021+0.00184876j 0.00656168-0.00985291j 0.00799605-0.00551064j -0.0163522-0.00631513j -0.0030859-0.00459503j -0.00167378+0.003686j 0.00634361-0.00280808j -0.00647865+0.00615036j -0.00832024+0.00586324j 0.00663998+0.00378781j -0.00540469-0.00489902j 0.00858097-0.00905172j -0.0129182+0.00306564j -0.00534263+0.00485303j 0.00967125-0.00685624j 0.0103606-0.0023083j -0.00503006-0.00634385j 0.0133416+0.00775499j 0.00191391-0.0084298j 0.0113244-0.00336273j -0.00283966+0.00889089j -0.00386915+0.00928446j 0.00883617+0.00634676j 0.00718417-0.00645378j -0.0099991+0.00116176j 0.00626987+0.0100518j 0.011923-0.00559029j 0.00240304+0.0059599j 0.0125039-0.00147349j 0.00138706-0.00438302j 0.00680299+0.00273114j 0.00505936-0.01088j -0.00750731-0.0130648j -0.00271265+0.0100128j -0.00467114+0.000526363j -0.00115957-0.0141217j 0.00509876-0.00480497j 0.00166905-0.00676824j -0.0096566+0.0118392j -0.00430118+0.013417j -0.00786297+0.00158026j 0.00811865+0.00143373j -8.83707e-05+0.00458107j 0.00620864-0.00242666j -0.000113443+0.00125677j -0.00439607+0.0158193j 0.000469345-0.00112181j -0.00215869+0.00326756j -1.32056e-07+0.000527495j 2.75572e-05+0.00505655j 
-0.00599787+0.00814569j 0.00403876-0.00199255j 0.0138724-0.0106214j 0.00639692+0.00543946j -0.0203525-0.00370493j 0.00465093+0.00677205j 0.00593515+0.0060236j 0.0115468+0.00762831j -0.00540709+0.0111892j -0.00282936-0.00439465j -0.0137275+0.0111743j 0.0104632-0.00277375j 0.00104544-0.0162407j -0.0093213-0.00744353j 0.00487056-0.00622049j 0.00180793+0.00615376j 0.0042754+0.00246522j -0.00783056-0.00630125j 0.00648968-0.000556929j 0.0234335-0.00210227j 0.0102269-0.0134839j -0.0122388+0.000105645j 0.0016174+0.00126452j -0.0204855-0.000594929j 0.011306-0.00754294j 0.00465089+0.00634202j -0.0136686+0.00319617j -0.000621214+0.00147925j 0.00649253+0.00172464j 0.00135734+0.000283585j -0.0116191-0.0137203j 0.0047972-0.00141232j -0.00673175+0.00418j -0.0070585+0.00582302j -0.00219643-0.00913944j -0.00385363+0.00383426j 0.0126984+0.00216802j -0.00412924-0.00289904j -0.0149992-0.0120161j 0.00732919-0.0121711j -0.00612141-0.00292418j -0.00602019+0.00344795j 0.0103173+0.00469858j -0.0134256-0.00577105j -0.0172344+0.00581481j 0.00772573+0.00598382j -0.000316396+0.00957119j 0.00825757-0.00513392j 9.22778e-05+0.00321139j -0.00126209+0.000822474j 0.0125377+0.00563348j -0.0093973+1.31187e-05j 0.00383546-0.0151194j 0.00383715+0.00343141j -0.00626518+0.00342863j 0.00123083-0.010234j -0.0157886-0.00970529j -0.00294105+0.0119955j 0.000290021-0.00405941j 0.0095467-0.00156017j -0.0122546+0.00414077j 0.0031757+0.00664715j 0.00824528+0.00808008j 0.00148031-0.0020325j 0.00228538+0.00778626j -0.00712447-0.00376758j 0.00450646-0.000973852j -0.0186544-0.000269425j 0.000598584-0.0053349j -0.0182479-0.00789123j -0.0037962-0.00227002j 0.00747164+0.005959j 
0.0112074-0.00736227j -0.000622903-0.00646618j -0.00724651+0.00760424j 0.000374463-0.00310172j 0.0131269-0.0190356j -2.94067e-05+0.010553j -0.0156769+0.00974402j 0.00990575+0.00106738j -0.00623906-0.00776035j 0.00871097-0.00458277j 0.00231285+0.0117255j -0.0159725+0.0027002j -0.00679199+0.00558281j 0.00908649+0.000103751j -0.00410966+0.00308136j 0.00552301+0.00316537j 0.00141366+0.00704281j -0.00124728+0.00613888j -0.00176724+0.00049942j -0.00276063-0.00808029j -0.004194-0.00713457j 0.000929088+0.00213484j -9.39753e-05+0.0148998j -0.00155856+0.0122509j 0.000749907-0.015296j 0.00270528+0.00335247j -0.010488+0.000520711j -0.00384759+0.00392937j 0.0174696+0.00115901j 0.00160556-0.00288306j -0.00561342+4.43251e-05j -0.0134041+0.00124648j 0.0124413-0.00564914j -0.00140053+9.50223e-05j 0.00587926-0.00813989j -2.0703e-05+0.00565025j 0.00119553+0.000118591j 0.0125569+0.00590269j -0.00194974+0.00971217j -0.00208684-0.000240755j -0.00548275+0.00815404j 0.0148846-0.0104347j 0.000219448+0.020756j 0.0106382+0.00136704j 0.0069382+0.00925243j 0.00285597-0.0128916j -0.00616451-0.00934441j 0.00130151+0.00573354j -9.30831e-06-0.00232852j 0.00283203-0.00395946j -0.00394148+0.0182761j 0.010877+0.00201307j 0.0168777-0.0183937j -0.0165173+0.0192667j -0.000193455+0.00811404j 0.00892702-0.00286785j 0.0158207+0.0107213j 0.00273475-0.000147498j -0.00123472+0.000376357j -0.0153091+0.00769498j -0.0231481+0.00301917j 0.00737481-0.00877172j -0.00489805-0.003118j -0.0105777+0.0110752j -0.00196315-0.00323323j 0.0116014+0.00486387j -0.00201181-0.00354226j 0.00407785-0.00130155j -0.0025163+0.00957738j 0.00808822+0.0125139j -0.000206611-0.00242214j 0.00139484-0.00240415j 
-0.0114047+0.00920762j -0.00301501+0.000648486j 0.0202984-0.0113039j 0.00219563+0.00603638j -0.0201459+0.00348875j 0.00576547-0.0073932j -0.00300827-0.00143377j -0.000976582-0.00421069j -0.0125513+0.00988503j -0.00700537+0.00364528j -0.0106337-0.000592529j 0.00875058-0.000911733j 0.00699099-0.0170515j -0.00338578+0.00351477j 0.0103118-0.00379541j 0.0127919-0.00037528j 0.0023806-0.00678804j -0.00916607-0.0023379j -0.00439965-0.00658096j 0.00193025+0.000282764j -0.0076324-0.00964584j -0.00274454+0.00537426j 0.0045352-0.00317095j -0.00652607-0.00152653j 1.36069e-05+0.00636361j 0.00130601+0.0140675j -0.0101169+0.00383684j 0.00112464+0.015879j -0.0198819+0.0135204j -0.019676+0.00673157j -0.015375-0.026631j -0.010605-0.00224856j -0.00145638+0.00828787j 0.0121848-0.00331006j -0.00068473-0.00671178j -0.017899+0.013886j 0.00680301-0.00399647j 0.00843618-0.00710915j -0.00804347-0.00939218j 0.00221063-0.00775261j 0.0132763-0.00931408j 0.00908482-0.00378681j 0.00558379-0.00303893j 0.00465555+0.00152343j -0.0104487-0.00437027j 0.00186315+0.00888614j -0.0137385-0.00318346j -0.00142504-0.00181428j 0.00319591+0.00724934j 0.00855231+0.0032492j 0.0120328-0.00814807j -0.00443924+0.00227704j -0.00870985+0.0116876j 0.0221914-0.0141984j -0.00325162-0.0107035j 0.00130212+0.000556025j -0.0184741+9.82807e-05j 0.0107395-0.000728411j 0.0103174+0.00190593j 0.00692924-0.00832925j 0.0136658-0.0112294j 0.00364268+0.0251189j 0.00526389+0.00385098j 0.0218051+0.00176157j 0.000215137+0.0156287j -0.00935323+0.00389934j -0.00289245-0.00442095j -0.0131944+0.0088409j 0.00448974-0.00491646j -0.00796826-0.00541939j 0.00190112+0.0010597j 0.00371513+0.00150331j 
-0.0028029-0.000480044j -0.000505256-0.00238634j 0.00344274-0.00304326j -0.000390723-0.0104809j 0.000457182+0.00506699j 0.00262628-0.00273713j -0.00208174-0.0015195j 0.0118348-0.0143326j -0.0145482-0.00157944j 0.00780919-0.00412525j 0.0121288-0.00582359j -0.00924974-0.00431218j -0.00454411-0.00751628j 0.000673076+0.0030431j -0.000522794+0.000270011j 0.00276139+0.00144783j 0.00481438-0.00347258j 0.00492494+0.010472j -0.0020469-0.0107558j 0.00904602-0.000468034j -0.00521256+0.00361269j -5.18246e-05-0.00124559j -0.00730926+0.000998115j -0.000410726-0.000494637j -0.0122133+0.0136158j 0.0102413-0.00217451j 0.00562319+0.000519313j 0.00723609+0.00451182j -0.000519303+0.00785154j -0.00423789+0.00802523j 0.0107772+0.00206021j -0.0103762-0.00387931j -0.000842265+0.00121453j -0.0133975-0.00624032j 0.000493529-0.00176678j 0.00728614+6.46718e-05j -0.0106031-0.0101158j 0.0125663-0.00947624j 0.0176774+0.00318107j 0.0104203-0.00617126j -0.00863129-0.00359649j 0.00665539+0.00999203j 0.00103023+0.00748411j 0.00585118+0.00131645j -0.00113431+0.00685699j -0.0110732-0.00392288j 0.0138072-0.0113632j 0.00653769+0.00289169j -9.54373e-05+0.00788333j -0.00985859-0.00945709j 0.0118148-0.0122914j -0.00744551-0.00935909j 0.00917638-0.0162771j 0.00108562-0.00523772j 0.00713165-0.00263886j -0.00549339+0.00309272j -0.0249397-0.00252551j -0.0109087-0.0111628j 0.00650497-0.0041587j 0.00271427-0.00338684j 0.00311413+0.00260405j -0.00121754+0.00337951j -0.00494185-0.00159312j 4.84403e-05-0.00342272j -0.000793131+0.00196406j 0.00813899-0.0015376j 0.00603323+0.0091027j 0.00690045+0.0083973j 0.00269511+0.00419606j 0.00977439+0.0027788j 0.00253318+0.000675903j -0.00204045-0.00204264j 
0.00264464+0.00207687j 0.00322799+0.000519292j -0.0161579+0.000277948j -0.00110027+0.00151104j 0.0109951+0.00256038j -0.00402068-0.0134298j 0.00183263-0.011789j 0.0101827-0.0125472j -0.0122691+0.00289371j 0.00831694+0.00125765j 0.019516-0.0126509j -0.00603218+0.00929484j 0.00822293-0.0150807j 0.0040473-0.00375127j 0.000459567+0.00281102j -0.00786697+0.00223505j -0.00362606-0.00753397j -0.000475084-0.0120236j 0.000367677-0.00807414j -0.00405732+0.00385004j 0.00142355-0.00880143j -0.010023-0.00575204j -0.00426773-0.0158888j -0.00441306+0.00130998j 0.00457703+0.00651531j -0.00486391+0.00245197j 0.00764424-0.00410098j 0.00996622-0.0231013j -0.0141379-0.0053196j 0.000596125+0.0125574j 0.000299763-0.00204592j 0.00340973+0.0138653j 0.00438791-0.00628274j -0.0017389-0.00207677j -0.00134096+0.013637j 0.00569335+0.00514606j 0.00553173+0.00889298j 0.0091137-0.00288281j 0.0107098+0.00599275j 0.00603914-0.000182871j 0.00360981-0.00290855j -0.0217076+0.0113469j -0.00306352-0.00736448j 0.00363322+0.0119151j -0.0150798+0.015179j 0.00677736-0.00727391j -0.00262499+0.00185273j 9.67229e-06-0.00786719j -0.00337479+0.00751513j -0.0112803+0.00733201j 0.0110819-0.0077428j -0.000526801+0.000271452j 0.00249071-0.000103004j 0.00678302-0.000531974j 0.00240619-0.00327478j -0.00462933-0.00749029j -0.0092483+0.00428609j 0.00103291+0.00419854j -0.00942241+0.0170913j 0.00240157+0.00865312j -0.00463678+0.00585127j -0.00129593+0.00456564j -0.0155215+0.00415204j 0.000811014-0.00414858j 0.00183543-0.00625884j 0.00241428-0.00772576j 0.00300358-0.00238077j 0.0115656-0.00931106j -0.00312118+0.00588153j 0.00650382-0.00251365j -0.00444039+0.00293944j -0.00515191-0.00186508j 
0.00961332-0.000252033j -0.000720986-0.00600795j -0.0122011+0.000361258j -0.00150913-0.00141778j 0.0154525-0.0229765j -0.0103351-0.00432788j -0.00996486-0.0108455j -0.000796973-0.00877544j -0.0182845-0.00844109j 0.00774658+0.00241216j 0.0110678+0.00829034j -0.00411167+0.0119757j -0.00203425-0.00352186j 0.0167166+0.0114932j -0.00179629-0.00304042j -0.0101964-0.00608631j -0.021167+0.00176143j -0.000970447+0.00998081j -0.0015358-0.0035103j -0.00158972-0.00342045j -0.00367465-0.00299235j 0.0051864-0.000836382j 0.0145429-0.00637102j -0.00102561-0.000968211j 0.0047359-0.00478035j -0.00695379+0.00718186j -0.0104189-0.00328038j -0.00645339-0.0037995j 0.0139378+0.00217822j 0.00785194-0.00228567j 0.00187725+0.00619936j -0.00847991+0.00630816j -0.000926522-0.00121871j -0.00362087+0.00607584j 0.00469435+0.00323452j 0.00237377+0.00191389j 0.00445888+0.00883763j 0.0151321-0.0130119j -0.00672223+0.0147411j -0.00102771+0.00660192j -0.00399022+0.00408714j -0.00540282+0.0128567j 0.0083863-0.00826593j 0.0051381+0.00625466j 0.0113029+0.0279621j -0.00168077-0.00537301j 0.0066836-0.00241009j -0.00116475-0.00777789j -0.0130104-0.00448037j -0.00236757-0.00671534j 0.0143652+0.000721346j 0.00859161-0.00382211j -0.00377083-0.00899983j 0.00602419+0.00402501j 0.00302168-0.00765826j -0.000693146-0.00121688j -0.000482245+0.0180371j 0.00358134-8.64809e-05j -0.00495602+0.0140803j -0.0138055+0.00374288j -0.0162763-0.00722334j 0.011813+0.00319682j -0.00287665+0.00693619j -0.00165244+0.00666566j 0.00406344-0.00705306j 0.00629201-0.0035788j 0.0011117-0.0015668j 0.00537831-0.012866j -0.00381573+0.0115747j 0.0112241+0.00683224j -0.00316516+0.000701562j -0.00251281-0.00449362j 
-0.000368095-0.00288929j -0.00273496-0.00227399j 0.0063448-0.000166255j -0.00291155-0.00699642j 0.00644244+0.00369532j 0.00533633+0.00820159j -0.00767724-0.000562612j 0.00097815+0.0178259j 0.00591527+0.00106562j 0.0144602-0.00301441j -0.00561662+0.0114152j 0.0164435-8.91785e-05j -0.00403447-0.0112631j 0.00298267-0.00268928j -0.00733722-0.00487831j 0.00207869-0.0147783j -0.00124331-0.00486769j -0.00232441+0.00177229j -0.00571621+0.0111386j 0.0130432-0.00463067j -0.00603122-0.00393144j -0.00373748-0.00124284j -0.00326181+0.00463314j -0.000415668-0.00185087j -0.00709087-0.00259524j -0.000922628+0.00730833j 0.0117868+0.00295916j 0.00587691-0.00721316j -0.00594996+0.00590479j 0.0073465-0.011574j -0.000431742+0.00287656j 0.00116036-0.0139156j 0.0127849+0.00261138j -0.0143286+0.000804139j -0.00785043+0.0078388j 0.00408673+0.00722357j 0.00239108+0.013124j -0.00475351+0.0126571j 0.00141803-0.00796355j 0.00966732-0.00691752j -0.00990553+0.000840582j 0.00671236+0.00119229j 0.000207707+0.00475895j -0.00452695-0.00567553j 0.018998+0.00280812j -0.00884583+0.00495963j 0.00448083+0.0101882j -0.0164979-0.00191165j 0.00167483+0.0060376j 0.0109593+0.00409356j 0.000477708+0.00680917j -0.00791585+0.00585314j -0.0178871-0.000671106j 0.00698832+0.014406j 0.00141917-0.0028601j 0.000225912-0.00809479j 0.0159814+0.00285483j 0.0053831+0.000962365j -0.00141874+0.00706224j -0.00133648-0.00996719j 0.00770801+0.0117965j 0.00196671+0.00284633j 0.0102034+0.00135868j 0.00392064-0.00302116j 0.00173412+0.00487802j -0.00982999-0.0064547j -0.0024937-0.00709298j 0.0018616-0.00287139j -0.00525453-0.00206557j -0.00469557-0.00524647j -0.00408844-0.00285641j -0.00203805-0.00528346j 
0.00332286-0.0051237j 0.00590307-0.00574073j 0.000937127+0.00707579j 0.00164492+0.00202469j 0.00270875-0.00880222j 0.00584688-0.000287986j -0.0184633+0.0114865j 0.00989563+0.00911753j 0.00563023-0.00393974j 0.0173587+4.04614e-05j 0.0200003+0.000274782j -0.00221005-0.00655251j 0.0158695-0.0109089j 0.00319239-0.00795567j -0.017804-0.00818955j -0.00207142-0.0110351j -0.00396492+0.00464998j -0.00239714-0.00526822j -0.00624254-0.00664927j -0.000515475-0.0150536j 0.00866777+0.00736046j 0.00212979-0.00941125j 0.00295631+0.0115381j -0.00981175-0.000217257j 0.00168329+0.0131076j 0.0074102+0.0113977j 0.00693115-0.0189993j -0.0120321-0.00805316j 0.00369678+0.00727827j 0.015067+0.00699778j -0.00541453+0.00663137j -0.00713796-0.00825616j 0.0142781+0.00625724j 0.00821127-0.00523468j -0.0218786+0.00347347j 0.003208-0.0079248j 0.0104356+0.00744321j -0.0150723+0.00730074j -0.00686067-0.00685168j -0.0059554+0.00922405j -0.00822812-0.00201449j 0.0228805-0.00589177j 0.0132366+0.0104607j 0.00531675-4.68268e-06j -0.0116304+0.0147737j 0.00859342-0.00166228j -0.0127558-0.0142587j -0.00222991+0.00188822j -0.00458768+0.00665237j -0.00027627+0.00764171j 0.0139523+0.0143491j 0.000161829-0.00915517j -0.000825045-0.0190379j 0.00145877-0.00136497j -0.0012156-0.00749898j -0.00154611-0.00656874j -0.00911768+0.00369446j -0.00638443+0.00595252j -0.00422932+0.00336508j -0.0027544+0.0118792j -0.0113494-0.00620698j 0.00892782+0.00148731j -0.00847884+0.0108561j -0.00970102+0.00460315j -0.00787991+0.00280245j 0.00166962+0.00852896j -0.00658198+0.00212436j -0.00769478-0.0125351j -0.000700526+0.00813282j 0.000250182-0.00281874j -0.00319579-0.000446986j 0.00172796-0.00133091j 
