0.0119103-0.00828938j -0.0174291-0.00779058j -0.028166-0.0076089j -0.00639775-0.0214289j 0.0176904+0.0354691j 0.0136137-0.0224001j -0.0235843-0.023233j -0.00795839-0.0306756j 0.000354203-4.28527e-05j -0.00893352+0.00407134j 0.0279931-0.0130752j -0.0297715+0.00197272j -0.0151546+0.0030528j 0.000205068+0.0129346j -0.0118064-0.0060369j -0.00044147-0.00169322j 0.0005209-0.0230623j 0.0175564+0.0177619j -0.00292725-0.00835015j -0.0111533+0.0181025j 0.0111155+0.00788279j -0.00242969+0.00627483j -0.0012158-0.0111023j 0.0158472-0.00246751j 0.00759985-0.00260498j -0.00531123+0.00409701j -0.0046742+0.00492195j -0.00258621+0.00666775j 0.00103586-0.00773692j -0.00970528+0.0140088j 0.0203652+0.00150388j 0.00112842+0.0151266j 0.00745198+0.00533811j -0.0159931-0.00125647j 0.00990141-0.00709707j -0.00512456-0.0122546j -0.013568-0.00167032j 0.0233981-0.00555196j 0.0289365+0.0252816j -0.00432671-0.010645j 0.0140304-0.0180845j -0.00681267+0.0225498j -0.00308779+0.0181626j 0.0142517-0.0025824j 0.003846-0.0264862j -0.00658792-0.0277452j 0.00715358-0.0207375j -0.0313333-0.00934615j 7.6721e-05-0.00843084j -0.0287807-0.00117453j 0.00100573-0.0299208j 0.0065396-0.019043j 0.00839814+0.0198409j -0.0113244-0.00669003j -0.0008236-0.00446969j -0.043139-0.00680656j 0.00221459-0.00293781j -0.00904475-0.0195969j -0.00402319-0.00189941j 0.0248684+0.0151893j 0.00316363+0.0112214j 0.0144835-9.50551e-05j -0.0143778-0.0138563j -0.0150443+0.0173962j -0.00695621+0.012916j 0.0354925-0.0223436j 0.0146337-0.024829j 0.0741284+0.040495j 0.00734064+0.00279447j 0.0601808+0.0174799j -0.00407066+0.00731469j -0.0105459-0.00409656j 
0.00612808-0.00878488j -0.00628805+0.0114097j 0.00287082+0.00121041j -0.0123807-0.0068806j 0.0146057+0.0177586j -0.00204738+0.00659471j 0.0140287-0.00304373j -0.0111182+0.00084449j 0.00793733-0.00945189j 0.011275-0.00181808j -0.00490355+0.00321779j 0.00194948-0.0125819j -0.0117847+0.0167401j 0.00763602+0.0120078j 0.00732426+0.00648236j 0.0134724+0.00352794j -0.00143229-0.0105277j -0.00517861+0.00530709j 0.00458642-0.00113689j -0.00134251-0.0075185j 0.000950842-0.000503825j -0.00380651-0.005801j -0.00819315+0.00178702j 0.00113213-0.00161821j 0.00115311-0.000525296j 0.00212278-0.00901428j -0.00387389+0.00898258j 0.00196882-0.00744657j -0.00614823+0.00175814j 0.0103636+0.000592435j 0.00784561+0.00365929j 0.00101748+0.0013249j 0.00728799+0.00174217j -0.00156301-0.00145277j -0.00308187+0.00223797j 0.0169913+0.0102151j 0.00788045+0.00498897j -0.0105122+0.00704968j -0.00277893+0.00874138j 0.00786297-0.000538807j 0.00234185+0.00987364j 0.00883669+0.000901315j -0.00524472+0.00395527j 0.00658716-0.00910989j -0.00446727-0.0157972j -0.00556481+0.00197831j 0.00628959-0.00781809j -0.00297636-0.000289467j -0.00600071+0.00030136j 0.0088062+0.00355044j 0.00151228+0.00472195j -0.000261286+0.0037795j -0.0105131-0.00408717j -0.00219432-0.0101871j 0.0114717+0.0214662j 0.0138906+0.00138083j 0.0115943-0.00374091j -0.00381602-0.00217498j 0.0148321-0.000155466j -0.000119424-0.00121297j 0.0105783-0.014238j 1.11662e-05-0.0219154j 0.00794378+0.00902142j -0.00127218+5.42072e-05j -0.0033245-3.17888e-05j -0.01186+0.00184071j 0.00223131+0.0195515j 0.000909217-0.0138138j -0.00664341+0.00661603j -0.00118963-0.00631995j -0.00124589-0.00142211j 0.000662286-0.00312292j 
0.00342196+0.000869981j 0.00486805+0.00263759j -0.00544829+0.000966783j 0.00176311+0.00378443j 0.00232131-0.00955418j -0.00795805-0.00458405j 0.00101959-0.0125932j -0.00117493-0.000498399j -0.00193407+0.000255574j -0.0047503+0.00642087j -0.0114775-0.00044912j -0.00516789+0.0136186j -0.00370141-0.00533623j 0.0115536+0.000724145j 0.0143016-0.00825094j -0.0166915+0.00626881j 0.000342123+0.000834949j -0.00738407-0.0120812j 0.00738444-0.0079078j 0.00596997+0.00763909j 0.0115592-0.00772002j 0.00313061+0.00332054j -0.010468+0.00306232j -0.0043332-0.00210433j 0.0125477-0.00318445j 0.00111953-0.00302405j -0.00622244-0.00221069j 0.00465461-0.00738645j -0.00556793-0.00819595j -0.0138193-0.00115449j 0.00440335-0.0151362j -0.000519829+0.00237527j 0.00566476-0.00152072j -0.00163879-0.00142365j 0.00484676+0.001564j 0.00140154-0.00097692j -0.0103212-0.00201779j -0.000112834+0.00410124j -0.0079634-0.00787915j 0.00162836+0.00171759j 0.0047744+0.00613392j -0.0219308-0.00578475j 0.00210437-0.00992804j -0.0104623+0.00471947j -0.0023228-0.00365467j -0.000850776+0.00336027j 0.00434119+0.0134752j 0.00304326-0.0151383j -0.00188461+0.0107611j 0.00572146-0.00993055j 0.00440546-0.0066301j -0.0100696+0.0036283j -0.00316618+0.00748538j 0.014392+0.00418919j -0.00279782+0.00333642j -0.00888539+0.00365942j -0.00781035+0.00107303j 0.00251939+0.0130114j 0.00177016+0.0112463j 0.00282701-0.00667214j -0.00512578-0.00528772j 0.00317282+0.00281043j -0.00492105-0.0100284j -0.00190852-0.00223559j 0.00298446-0.0035431j 0.0121514-0.004398j -0.0104381-0.00588021j -0.0007163-0.0133471j 0.00133359-0.0042727j 0.00142568-0.0039219j -0.00293262+0.0014264j -0.00484998-0.00141422j 
-0.00337014+0.00388678j -0.00303303-0.00724308j -0.00107498-0.00607464j -0.00864273-0.0130419j 0.0159519-0.0057698j 0.00190909+0.00233723j 0.000834733-0.00445303j 0.00532763-0.000246332j -0.00619514-0.000743774j 0.0067603-0.00408864j 0.013104+0.00664857j -0.00809732-0.00344202j -0.00654578+0.0047643j 0.00957306+0.0123453j -0.00273058-0.00812849j 0.000297413-0.00821739j 0.000466678+0.00464157j 0.000525301+0.0219365j -0.00776121+0.00536471j -0.0113228+0.00458947j 0.00648602+0.00480629j 0.009041-0.00101472j -0.00432212-0.00298507j 0.0131002+0.00221634j -0.00531759-0.00299278j 0.00325021+0.00808243j -0.00196232-0.00522753j -0.0121314+0.00152473j -0.000913567-0.00259414j 0.0100202+0.00399953j 0.0137501+0.0170576j -0.00350551-0.000101717j -0.00110011+0.004205j -0.00244702+0.00365126j -0.000736961+0.00795709j -0.00161137+0.00194837j 0.00279554+0.0046685j 0.00123691-0.00917267j 0.0030035+0.010061j 0.000845284+0.00326398j 0.00548992+0.00392044j 0.00637724+0.00387449j -0.0038166+0.0108711j 0.00474-0.0103474j 0.00514402-0.00911086j 0.000817386+0.00156385j 0.00425147-0.00378389j -0.00582484+0.00428119j -0.0121081-0.00667531j -0.0011783-0.00393697j 0.00157917+0.00212241j -0.000531834+0.00105022j -0.00329485-0.000235851j -0.00500846+0.000858527j -0.000152195-0.000929596j 0.00166303-0.00704504j 0.00275038-0.000313228j 0.000891316-0.00392039j -0.00393803-0.00480184j -0.00304663+0.00478249j -8.85955e-05-0.00483314j 0.00688075-0.012505j -0.00635187-0.00279309j -0.0018832-0.000316153j -0.00116441-0.00925496j -0.00308806-0.00318494j 0.00278553+0.000605947j 0.0127525-0.00400336j 0.00130816+0.00599246j 0.0125215+0.00203736j -0.00299728+0.00106949j -0.0049413+0.00025291j 
0.00663751+0.00955107j -0.0136295+0.00939332j -0.00952137-0.00517715j -0.00945592+0.00458966j 0.00528815-0.00755392j 0.000235253+0.0103843j 0.00490872+0.0106606j 0.0108792-0.000158571j -0.000336827-0.000184367j -0.00284075+0.00298327j 0.00357299+0.00836487j -0.0115155-0.00519047j 0.0151271-0.00471385j -0.00388775+0.00233779j -0.000565649+0.00192576j -0.00759211+0.011942j -0.00229639+0.0135792j -0.0110904-0.00523603j -0.00477073-0.000433867j -0.0119883-0.000665903j 0.0130679-0.00076726j 0.0105995-0.00311544j -1.03335e-05-0.00633742j 0.00756201+0.00883356j -0.0019571-0.00052115j -0.00179176-0.000379063j 0.00598606-0.00690427j 0.00266183-0.0162049j -0.00381813-0.0047903j 0.00589045+0.00571048j 0.00915316+0.00675781j 0.0120667-0.00335089j 0.00103575-0.0045696j 0.00846642+0.000385555j -0.0114861-0.000189784j 0.00522388+0.00435825j 0.011372-0.00091478j 0.00209357-0.00645644j -0.00517135-0.00424754j 0.00916649-0.00675037j -2.29671e-05+0.00319249j 0.0018288-3.96617e-05j 0.00612919+0.00418762j 0.00447114-0.00223982j -0.00326026+0.0102355j 0.0100679+0.00723845j -0.0061885-0.00569614j -0.000880429+0.00637305j -0.00606398-0.000322361j -0.00111423-0.00982052j 0.00790057+0.0104292j -0.00202382-0.00455127j 0.00651524+0.000922707j -0.0158126+0.0112325j -0.000957206-0.00649447j -0.00216321-0.00238856j 0.00678646+0.00401149j -0.000686289+0.000439736j -0.00476268+0.0114337j -0.00685658+0.00594362j -0.00754339+0.00191984j 0.00751469-0.00698013j -0.00862355+0.00318947j -0.00614079+0.00269625j -0.00425436-0.0150853j 0.00149819-0.000547234j -0.00145746-0.000280898j 0.0013968-0.0120448j -0.00753136+0.00905853j 0.00839884-0.00220618j -0.00497857+0.00103308j 0.0032932-0.00218291j 
0.0169981-0.0205288j 0.0199784+0.00934674j 0.00753869-0.000789263j -0.00419848-0.00571414j -0.026563+0.0125645j 0.00760208+0.00626687j 0.021645+0.0168532j -0.00261782-0.0279665j -0.00896245+0.0109576j -0.00277431-0.00519004j 0.0144557-0.014531j 0.00310768-0.00098745j -0.00598322-0.00858835j -0.0178402-0.0240234j -0.0140597+0.00597966j -0.0198518+0.00602476j -0.000734539+0.0155149j 0.0140625+0.00427754j -0.0127258-0.00771601j -0.00889804+0.00320799j 0.00162697+0.00847686j 0.000237961+0.00344113j 0.00758778-0.00653075j -0.00121681-0.00350364j -0.00937281+0.00815071j 0.00185858+0.00113035j 0.00816734+0.00144097j 0.00640703-7.23819e-05j 0.0126324-0.00255339j -0.00281927+0.00955758j 0.0065738+0.00861259j 0.0162255+0.0005689j -0.00595131-0.0115404j 0.00902955+0.0103467j -0.00667911+0.00840504j -0.0114368+0.00710424j 0.0130501-0.00365581j 0.00720795-0.0124745j 0.00916733-0.00607331j 0.00162855-0.00584997j -0.00846826-0.000902932j 0.00133936+0.00559644j 0.0112317-0.00396383j 0.00570665-0.00713873j -0.0127682+0.0149458j 0.00855993+0.0173715j -0.00280273-0.0129795j 0.0186533+0.013506j 0.0108747-0.0142712j -0.0214644+0.0132361j -0.00227297+0.00103388j 0.006059-0.0176486j 0.020938+0.00693919j -0.0214012+0.00551683j 0.00164561-0.0167642j 0.00972066+0.0058486j -0.00222378+0.00251374j 0.00582383-0.0137806j -0.00301425+0.00700296j -0.00153216+0.00976144j 0.00135255+0.00351067j -0.00622554+0.00246552j -0.00387991+0.0120981j -0.00325228+0.00213167j -0.00535651-0.00147636j -0.000926473+0.0151973j 0.011027+0.00808212j 0.00886899+0.00710465j -0.00631732+0.00439287j 0.000119507+0.00953716j 0.00647593-0.00716242j 0.00478164+0.00545965j 
-0.0243915+0.00118312j 0.0128909-0.0129048j 0.0121577-0.0145846j -0.000435721+0.00521274j -0.010305+0.0359642j 0.00453779+0.00888838j 0.0125023-0.00816332j -0.0153103+0.00975146j 0.00238736+0.0143575j -0.00705099+0.00938654j -0.00127537-0.00886671j 0.0128874-0.00838969j -0.00120208-0.0124587j 0.00529891+0.00893282j 0.0122079-0.00214882j 0.0104005-0.00414929j 0.00525921-0.0115188j 0.00295083-0.0163218j 0.00519146-0.00145105j 0.0103848-0.00472271j -0.00897341+0.00108598j -0.0188438-0.0020337j -0.00383941-0.00447635j -0.00252572-0.0147376j 0.0117545+0.0148143j -0.00633624-0.00940943j -0.000190321+0.0098942j 0.00868736-0.000205331j -0.0185998-0.00468375j -0.000746003-0.00278556j -0.00655845-0.00956612j 0.00880741-0.00159747j -0.00905319-0.00902367j -0.00117621+0.0077672j -0.0036246+0.000413705j 0.00291331-0.00589549j -0.0050374-0.000199498j -0.0233141+0.00731859j -0.00138631-0.00881327j -0.00188099-0.00458723j 0.00173103+0.00142065j -0.0148428+0.00314305j -0.000842215-0.0176924j -0.00138336-0.0198233j -0.013478-0.0100119j -0.00352711+0.0136359j 0.00296792+0.00598946j -0.0107819-0.00592006j -8.80457e-05+0.00382545j 0.00957938-0.00125661j -0.0115137+0.00170013j 0.000284115+0.0142415j -0.00627831+0.00814104j 0.0146556-0.00424697j 0.0155684+0.0121502j 0.00967107+0.00253115j -0.00145777-0.0163111j 0.0110462+0.0144926j -0.00412915+0.00243968j 0.00830755-0.0124848j 0.0346978-0.0113514j 0.00198303-0.00686321j 0.0251212+0.00609727j 0.011508+0.00600626j 0.0231441+0.0206722j -0.01335-0.00276418j 0.000447708+0.0142952j 0.000180451-0.0175886j -0.00458126-0.015818j -0.0214472-0.0115641j 0.00218226+0.00394217j 0.00256346+0.00770509j 
0.0203568+0.017168j -0.00754757+0.0263826j 0.00426714+0.0103922j 0.0164466+0.0054706j -0.0167198-0.031993j -0.00159941+0.0233464j -0.00135451+0.0117178j 0.00701976+0.0072525j 0.0118044-0.00199896j 0.000720861+9.67898e-05j -0.0222639+0.000896403j 0.00799713+0.0136529j 0.00267722+0.00827787j -0.00775368-0.0106072j 0.00926112+0.0143686j 0.00582756+0.00199127j -0.00539694+0.0144307j -0.0148877-0.0126884j -0.000429322+0.0163456j 0.00818991-0.00154999j -0.00147626-0.00259638j 0.011242+0.0128478j 0.00611785+0.0110423j -0.00597189+0.00577981j 0.000792872+0.00191763j 0.00151906+0.00467331j 0.0127269-0.00375335j 0.00389699+0.00383785j 0.0120438-0.00853675j 0.0105498-0.0160322j -0.00195132+0.00179459j -0.0231313-0.00445127j -0.0174549-0.00574073j 0.00163481+0.012221j 0.00445327-0.00430855j -0.00353877+0.00786154j -0.00266985+0.00435809j 0.00695387-0.010231j -0.0205678-0.0134421j -0.00136039+0.0239604j -0.00690261+0.0195981j -0.0172012-0.0135869j -0.00985405+0.000465106j -0.00557721-0.00495512j 0.00743247+0.0191829j 0.00422716+0.00979663j -0.00643196+0.0238941j 0.0221003-0.00702463j -0.0057647+0.00564516j 0.0187062-0.0146316j 0.00296559+0.0173262j -0.0115019+0.0164425j -0.00387152+0.0107013j 0.00647086+0.0265923j -0.0152743-0.015874j 0.0138716+0.00533072j -0.0109945+0.0144993j 0.00904686+0.0356537j -0.0208809+0.0105117j -0.00535453-0.0201818j -0.0150642-0.00159079j 0.00650009+0.0149521j -0.00385424-0.00231859j 0.00953626+0.000920545j 0.0158382-0.00780166j 0.00527965-0.00329416j -0.0102347-0.0169958j -0.0198405-0.0323481j -0.012758-0.014063j -0.00980811-0.0100227j -0.00839948-0.00306048j 0.00738491-0.00705214j 
0.00786873-0.0150861j 0.0146608+0.00385656j -0.00100263+0.0106328j 0.00421222-0.00548072j -0.00291239+0.00352301j 0.00220598+0.0128685j 0.0149875+0.0130621j -0.00036923-0.00975804j 0.00289939+0.0035873j -0.00170308+0.00180824j 0.00192428-0.00847403j -0.0059248-0.00554339j -0.00377571-0.00811692j -0.00503204-0.00884492j 0.00158814+0.0132474j -0.00200757+0.00596701j 0.00451182+0.00775243j 0.00444596-0.00635629j 0.00473494+0.00310883j -0.00135591-0.00407312j 0.000963997+0.00416337j -0.0085285-0.00984886j 0.00108662-0.000156388j 0.00640121-0.00475249j 0.00154916+0.00994835j -0.00224012-0.0112049j 0.00688558+0.00439869j 0.00568902-0.00783675j -1.76283e-05+0.00365299j 0.00200435-0.00279218j 0.00937286+0.00468155j 0.0142132+0.00266795j -0.0101619-0.0100412j 0.00644494+0.00609327j -0.000983229+0.00348095j -0.0043927+0.00926869j 0.00455781-0.00232013j -0.00966317-0.0125691j 0.00379218-0.00122629j -0.00385478-0.0054079j -0.0139256+0.0115872j -0.0021357-0.0063913j 0.00355163-0.0131869j 0.0103043-0.00597553j 0.000998261+0.0144492j 0.00687141+0.0119692j 0.00065463+0.000618137j 0.0186781+0.012145j 0.00274325-0.00403397j -0.00492325-0.0107166j 0.000333643+0.0107708j 0.00269959-0.00658345j -0.000671286+0.00638172j -0.0127046+0.00954425j 0.00480514+0.00381976j 0.0132725+0.00722646j 0.0093597-0.00150046j 0.00209016+0.00458687j 0.00125119+0.0136358j -0.00295492-0.00823075j 0.000553886-0.00552336j -0.00613254-0.0115554j 0.010114+0.00838011j -0.0113137+0.00464278j -0.000396571-0.0061665j -0.00409158+0.00583581j 0.0109165+0.0138112j -0.00467562-0.0123396j -0.00951274+0.00167976j -0.0101016+0.00350299j 0.00228001-0.00279545j 0.00658942+0.00115942j 
-0.000623542+0.0154605j -0.0185485-0.00710816j -0.0342961-0.000227628j -0.00839497-0.00570888j 0.0426211+0.00519222j -0.00931438+0.00231241j -0.0105008-0.0175531j -0.00190142-0.0104953j 0.00645963-0.00542422j 0.00416353+0.0045116j 0.0018544-0.00965233j -0.0177098-0.0011821j 0.00058366-0.00636438j 0.00104518+0.0286684j 0.00186463+0.00432156j 0.0115016-0.001475j -0.000926093-0.00686839j 0.0100124+0.00695537j 0.012579-0.00287142j -0.010225+0.0054159j -0.00447027-0.00133525j -0.00347515-0.0056987j -2.87857e-05-0.0059623j 0.0171326+0.00577735j -0.00287524+0.00129504j -0.00512924-0.0132473j -0.00160338+0.000493029j -0.000853756-0.0115264j -0.00970178-2.00902e-05j 0.011719-0.00346713j 0.00666856+0.00623512j -0.00167643+0.0105132j 0.00231947+0.00385035j -0.00816972-0.00167533j 0.00291467+0.00386187j 0.0126322-0.0127505j -0.00251639+0.00890464j 0.0157582-0.00479635j -0.00176366+0.0251906j -0.00131434+0.00154727j -0.000755778+0.00478797j -0.0114519+0.00851201j -0.00591985-0.0107483j 0.01928-0.000870091j 0.0108446+0.00631027j -0.00377979-0.018488j 0.0069003-0.00515444j -0.0164045+0.00088293j -0.0145722-0.00554978j -0.00735152-0.00495062j 0.0140526-0.00272608j 0.00814786+0.00221403j -0.000794937+0.0115797j -0.000598511+0.0105268j 0.00766365+0.00905273j -0.00759277-0.00750286j 0.0145951+0.00195685j -0.00088669-0.00586359j -0.0156124+0.0162523j -0.00701809+0.0112917j 0.00118645-0.00717649j 0.0171253-0.0302977j -0.00921576-0.00101621j -0.00364277+0.00225182j 0.00749807-0.0214816j -0.00196301-0.013416j 0.00928213+0.000603114j 0.0321362-0.0126999j -0.00032648+0.015013j 0.0223061+0.0071977j -0.00510657+0.00894367j -0.00845241-0.00365364j 
-0.0131446+0.00163214j 0.00984189-0.0114846j 0.0151317-0.00789629j 0.000942895+0.00480695j -0.0313035+0.00171636j 0.0134353-0.0161794j 0.00462373-0.000364557j 0.000552032-0.0116287j -0.00732511-0.00307935j -0.0105189+0.00464797j 0.0217426-0.0119506j -0.00458376+0.00476412j -0.00374466-0.00596118j -0.0148646-0.0106172j -0.00589001+0.00874838j -0.00337015-0.00314165j 0.0117068-0.0156228j 0.00359826-0.00613585j -0.00531243-0.00535901j 0.00219214+0.0129977j -0.00604116-0.00147517j -0.0204154-0.00214877j 0.00673945-0.00268865j 0.00847148-0.0179456j 0.00261252+0.00687416j -0.009945+0.000227468j -0.00391765+0.000667428j 0.000736391+0.00432518j 0.00857739-0.00106596j -0.0136229+0.0124745j -0.00676044-0.0115338j 0.00627605-0.00411595j -0.0123145-0.00844366j 0.000762474-0.00348073j 0.0109455-0.00922882j -0.0261051-0.0134732j 0.00129285-0.00978153j 0.00390519-0.00435887j 0.0121518-0.00411241j -0.00624884-0.0106171j 0.000460013-0.0168996j -0.00826836+0.00638231j -0.00994529-0.00485478j -0.00940213-0.01347j -0.00774163-0.0104805j 0.00810333+2.36988e-05j 0.00110528-0.0102621j 0.00405411+0.0102304j 0.0206281-0.010781j -0.016402+0.0110037j -0.0181413-0.0180519j -0.00463524-0.0188296j 0.0179296+0.0104873j 0.000300026-0.00492609j -0.00989036-0.0216129j -0.0104967+0.00968826j -0.0150684+0.00103078j 0.00201405-0.0124412j 0.00135101-0.0182458j 0.0120354-0.00183564j 0.00199034+0.0134165j -0.00532341+0.0267162j 0.0113405-0.0139988j 0.00502392+0.0114291j -0.00292655+0.0164744j 0.0098826+0.00452487j 0.00488963-0.0130296j 0.00354669+0.038215j 0.00992262-0.00616023j -0.0046395+0.0102028j 0.0109976+0.000190625j -0.00216328+0.00964373j 
-0.00553388+0.00447994j -0.00887555-0.00844329j -0.0158361+0.00439813j -0.00945154-0.0134421j 0.024962+0.0138582j -0.00177259-0.0114971j -0.00132075-0.0162094j -0.0135517-0.0285919j 0.00268727+0.0030573j -0.0070647+0.00248079j 0.000249513-0.0201999j -0.0203945+0.00919938j -0.0116747-0.00574808j -0.0023725+0.0209651j -0.000628879-5.66402e-05j 0.00203926-0.00194186j 0.00726541-0.00902079j 0.0210799+0.0133558j 0.00397595-0.00419734j -0.00959063+0.0138259j 2.68635e-06+0.00301228j -0.0045483+0.00272428j -0.00354229-0.00455471j 0.0147879+0.00326374j 0.00377998-0.0027744j -0.00235202-0.00409353j 0.0033978-0.00051274j -0.000473451-0.00302178j -0.00326034-0.00591489j -0.00342184+0.00852886j 0.0113167+0.00318513j 0.00689868+0.0165003j 0.00196008+0.00695597j -0.00311378+0.00264107j 0.0127686+0.00601276j 0.00459737-0.0152508j -0.00989012+0.00725583j 0.0109876-0.0107587j 0.0150078+0.0175535j -0.00712404+0.000831482j 0.00800293-0.010069j -0.0100922+0.00914334j 0.00156284-0.00302164j 0.0111138+0.0043584j 0.00522991-0.00307242j -0.00809086-0.0190482j 0.00668654-0.00451026j -0.0124083-0.00216921j -0.00452819-0.0144665j -0.0172644-0.00227114j 0.00384746-0.0157222j 0.00882562-0.0082655j -0.00335166+0.0144513j -0.00317926+0.00293035j 0.0121243+0.00212361j -0.00874359+0.000872509j 0.00650725-0.0018246j -0.00623652-0.0145159j -0.0050953+0.00588845j 0.0124796+0.0129415j 0.00926009+0.00386878j 0.00373263-0.00752614j 0.000685527-0.0121136j -0.00848397+0.00645914j -0.00298338-0.00574734j 0.00601913-0.0103638j 0.00609236-0.0115765j 0.0386365+0.00621536j 0.00398316+0.00899723j 0.0293374+0.00506542j 0.00202106+0.00822822j -0.0138073+0.00156216j 
0.00152673+0.00835431j -0.00385796+0.00970828j 0.00349778-0.0163742j -0.0133652+0.0168134j -0.00719302+0.0349756j 0.00685593-0.0156715j 0.0172468-0.00448719j -0.020435+0.00111461j 0.00935352+0.00740277j -0.0065776+0.00780475j -0.0148989-0.0142671j 0.00326075+0.0044315j -0.0157646+0.00409488j -0.00115056+0.00633593j 0.0119985+2.69289e-05j 0.00246893-0.00152154j 0.00700624-0.0214907j 0.00907321-0.0100369j 0.00914303-0.00531186j 0.00542423-0.000325456j -0.005365-0.00675692j -0.012354+0.00409712j -0.009881-0.0041966j -0.00483668-0.00812379j 0.0202848+0.00226437j -0.00657233-0.000626644j -0.0017891+0.00444515j 0.0110017+0.000220797j -0.013436-0.00987909j -0.008757+0.00199655j -0.00160531-0.0202355j 0.0132783+0.00611415j 0.000964078-0.00572685j -0.000125975-0.00033446j 0.0075082-0.0080711j 0.00178421-0.0110322j -0.0045085+0.00313153j -0.0215726+0.0178547j 0.00729025-0.00731007j -0.00199156+0.00103837j 0.00997769-0.0131177j -0.0142943+0.0145882j -0.00231208-0.00806343j -0.00133255-0.00643581j -0.0149414-0.0181099j -0.0107944-0.00226113j 0.010706+0.00543032j -0.0186565-0.0141747j 0.000739913-0.00538505j 0.00883934+0.00468995j -0.0158597-0.0167133j 0.00247034+0.00876043j -0.00581302+0.00251837j 0.0146457-0.0127751j 0.0111669+0.0118154j 0.00289341+0.00750776j 0.00268233-0.0153862j 0.00244088+0.00338063j 0.0087419-0.00280749j 0.0152313-0.00842805j 0.0269683-0.00262518j -0.00575688+0.00654267j 0.0281094-0.008512j 0.00878234+0.00651272j 0.00802053+0.0238289j -0.00633591-0.00300017j -0.000380091+0.00150355j 0.0019444+0.0079932j 0.00196139-0.00990361j -0.0171615-0.00841355j 0.00799816+0.00623743j -0.0014781+0.00637482j 
-0.000537502-0.0145968j 0.0173785+0.00765059j -0.013779+0.0060597j 0.0125035+0.0200215j 0.014877+0.0230782j -0.00320726-0.0169384j -0.00598178-0.0171568j -0.0110078+0.0143966j 0.00466426-0.00474747j 0.00204448+0.00300468j -0.00325735-0.00313795j 0.00412856-0.00310739j -0.00402792+0.0152899j 0.0177457+0.0164604j 0.00674435-0.00514966j 0.0130041-0.012572j -0.0037709-0.0227755j 0.00695422-0.00221986j 0.00527404+0.000604938j 0.00967106+0.00434752j -0.0108174+0.000800048j -0.011026+0.00139365j -0.000109959+2.7978e-05j -0.00215307-0.00072943j -5.21147e-05-0.00648356j -0.00596788-0.00328071j -0.0110428+0.000216561j -0.00388986+0.00493683j -0.00830447+0.00243666j 0.0137195-0.00427485j -0.0119657-0.00699471j -0.0101531+0.00202874j 0.0134871-0.000498956j -0.0092135-0.00846567j 0.0151031-0.00697228j 0.00818474-0.0124482j -0.00570265+0.00200417j -0.00893007+0.0222033j -0.00109065+0.00896548j -0.000267609+0.00417511j 0.00290294-0.0101023j -0.0105657+0.00113675j -0.00967253+0.000596896j 0.00603682+0.000767288j -0.00551885-0.0280751j -0.00775629-0.0181696j 0.00487234+0.00444213j -0.0231507-0.00508641j -0.0130009+0.00784757j 0.0117045+0.00304737j -0.00739525-0.00976492j 0.000241+0.0126056j -0.014541+0.00748983j 0.0127925-0.0150141j 0.00587438+0.00794456j -0.00736921-0.008753j 0.00276347-0.00182897j 0.00250757+0.00134911j -0.00702164-0.0124605j 0.00294721-0.00169201j 0.0113934-0.00704164j 0.00410662-0.00567812j 0.0114914-0.0129559j 0.0116976-0.00222246j 0.0109098+0.0103801j -0.0100615-0.0102566j 0.00201134-0.00625591j 0.00829026+0.0102798j 0.0121391-0.00407404j -0.00411892+0.000951631j 0.00265408+0.00564474j -0.0077609+6.29008e-05j 
