-0.0110778+0.0148767j 0.0236575+0.0130387j 0.0154327+0.012925j 0.00233125+0.0292738j 0.0127718-0.0466528j 0.0331557-0.0157984j 0.00967105+0.0319655j 0.00926364+0.0343199j -0.0142357+0.0125934j -0.0223025-0.00347655j -0.0368518-0.00861412j 0.0493503+0.0212928j 0.00180456-0.00361629j -0.0154898-0.01727j -0.0255844-0.017793j 0.00835218-0.00445332j 0.0100197-0.0161023j -0.00556187+0.00430887j 0.00658356+0.0147582j 0.0142231-0.0398233j 0.0171046-0.00287599j 0.00916496-0.0242388j 0.0103801+0.013994j 0.00118382-0.0118701j -0.000998627+0.00724969j 0.0105628-0.00781369j -0.00536666+0.00601278j 0.00674776-0.00497614j 0.00238666+0.0163866j 0.0172327-0.00611553j -0.00640279-0.0138246j -0.0119584-0.000639149j -0.0199398-0.0031866j -3.61238e-05+0.0030386j -0.0227831+0.00291712j 0.0110329-0.00414532j 0.0213435+0.00365868j 0.0207845+0.00887041j -0.00697962+0.00671951j -0.000644588-0.0256397j 0.00841982-0.00875495j 0.0104189-0.0273287j -0.00917786+0.00175311j -0.0122127+0.0255257j -0.0194684-0.0136172j -0.00511639-0.0149961j -0.00262669-0.0133418j 0.0193348-0.0071041j -0.0113025-0.00867228j -0.00456507-0.000990369j -0.00789641+0.00717645j -0.00883473+0.0459489j -0.00509643-0.000720268j -0.0280741+0.00972957j 0.00134423-0.0157526j -0.00346463-0.0196101j -0.00526226+0.0116223j 0.00923357-0.00431257j 0.00411432-0.00731827j 0.0199815+0.0258988j 0.0514133-0.00435678j 0.00962798-0.0180681j 0.0239329-0.00432409j -0.00495482-0.0556617j -0.015334-0.000562012j -0.0212038+0.0323312j 0.00694035+0.0355825j -0.0165356-0.0144415j 0.0299026+0.0219757j 0.0369504-0.0280931j 0.00364365+0.0172686j -0.0196805+0.00535126j -0.0304311-0.0245043j -0.010368+0.00630455j -0.0322293+0.00820347j -0.0333208-0.0398873j -0.00907023-0.0384698j -0.0225424-0.019292j 0.0154941+0.0232531j -0.0159797+0.0384868j 0.0186229-0.0146206j 0.0531126-0.000688961j -0.0277132+0.0234465j 0.019806-0.00598535j 0.0444413+0.0123625j -0.0219461+0.0175416j 0.0147842-0.00118458j -0.0458183-0.0344309j -0.0221929+0.00348098j -0.0150259+0.0189725j -0.0399231+0.0596859j -0.0700773+0.0334766j -0.052245+0.0506443j -0.106088-0.0813193j -0.0212447+0.0183233j -0.0803775-0.0280039j 0.00300566+0.00556146j 0.0129119+0.0140188j 
-0.00306752-0.011013j 0.00369851-0.000485326j 0.0242807+0.000634774j 0.00652948+0.00158322j -0.0355198-0.00461437j -0.0201207-0.0017016j -0.0254718+0.0208481j 0.014122+0.0387779j 0.0143001+0.0198179j -0.00933266+0.00553789j 0.00433832+0.0150871j 0.0174285-0.00572568j 0.0252353-0.0111416j -0.0106608-0.0105383j 0.00996286+0.0129519j 0.00296405+0.0319491j 0.00873174+0.00488948j -0.0133502+0.00424218j 0.00541686+0.0117201j -0.00772738-0.0188445j 0.011776+0.00374306j 0.00645374-0.0024557j 0.0155133+0.00295644j -0.023614+0.0110052j 0.0159517-0.0139214j -0.000315575+0.00706817j -0.00959866-0.00314983j -0.0114856+0.00295653j -0.0103899+0.00663956j -0.00503278-0.00581632j 0.00355975-0.000567143j -0.00378713+0.00956566j -0.0137856-0.0045103j 0.0121009-0.0107888j -0.01347-0.00672318j -0.00598375+0.020706j -0.00675208-0.0086058j -0.00563161+0.00599986j -0.0043951-0.00852073j -0.00289114-0.00395948j 8.93227e-05+0.0100251j 0.00776755+0.00902258j 0.0119875-0.0155019j -0.0122978+0.00872457j -0.00279127+0.00927107j -0.00719369+0.00619995j -0.0124661+0.0210639j 0.0141466-0.0124795j 0.00533364-0.017884j 0.00517582-0.0117045j 0.00804727-0.0134796j 0.00217896-0.0124127j -0.00520908+0.00278497j 0.00642891-0.0142233j 0.0123161-0.000771635j -0.00560196+0.00213432j -0.000313459-0.0126833j -0.0199112-0.01363j 0.0197664+0.00655617j 0.00484665+0.0145959j 0.0193365-0.000238881j 0.0262459+0.00568061j 0.0161641-0.0127808j -0.00428239+0.0114201j 0.0037822-0.00128841j -0.010567+0.0119901j 0.00868794-0.0069734j -0.00219009+0.00829407j -0.0107871+0.00856835j 0.00180744+0.0187062j -0.0287488-0.000775208j 0.0222254-0.00137133j 0.00346161+0.00286235j 0.0138789+0.0106164j -0.014691-0.00488743j 0.00636139+0.0137066j -0.00622284+0.00569325j 0.000854689+0.0206568j -0.00386463+0.0160873j 0.013849-0.00041222j 0.00936458+0.0070337j -0.0026825+0.0323761j -1.52121e-05-0.00990948j 0.0056252-0.00443397j -0.000750979-0.00374391j -0.010472+0.0160995j 0.000693146-0.0107827j -0.00406332+0.0287003j 0.00393505+0.00251841j -0.00250629-0.0146029j 0.0172314-0.0140257j 0.00478698+0.00446379j -0.00561825-0.00280922j -0.0190158+0.0309571j 0.00762678-0.00598906j -0.00494731+0.00095673j -0.000117611-0.00695427j 0.00647403-0.00176228j 
0.00820787-0.00713471j 0.0049327-0.00188475j -0.0104583+0.015099j 0.00881927-0.00107064j 0.0084911-0.0303174j 0.0147501-0.00474055j -0.00251855+0.0197209j 0.0154301-0.00611225j -0.00964084+0.0168247j -0.00719427+0.00106979j 0.00124838+0.00684696j -0.0196742-0.0236491j -0.00238892-0.00318128j 0.00188139+0.0165714j 0.00945635-0.0118083j 0.00111551-0.00783313j -0.0118409-0.013518j -0.00219051+0.00479717j 0.0143216-0.0127823j 0.0210439+0.00401336j -0.0197607-0.00506762j -0.00273891-0.0148741j 0.00917367-0.000631433j 0.00908209-0.00733314j -0.0037738-0.00386377j -0.00878247-0.0131974j 0.00560566+0.0213242j 0.00260652-0.00531909j -0.0056923-0.00126958j 0.00903609-0.0128681j -0.00474552-0.00330869j -0.01091+7.08887e-05j 0.0106026+0.00913193j -0.000817226+0.0213752j 0.00869069+0.00595564j 0.0109181+0.0114786j -0.00561772-0.00536349j 0.00968318-0.0058206j 0.00287385-0.0080779j 0.00451324+0.00841744j 0.0109199-0.00804651j -0.0066543-0.00671184j 0.000723525+0.0187607j -0.00938937+0.00818308j -0.00808762-0.000808929j -0.006463+0.00116514j 0.0155264-0.00618138j 0.0245437+0.00296716j -0.00696041+0.0200615j 0.00780989+0.00452711j -0.00914227-0.000745828j -0.00778114+0.00697483j -0.000625539-0.00140817j -0.0048067+0.0172796j -0.0103668-0.00252588j 0.0120012-0.0133836j 0.00139431+0.0236808j 0.0141331+0.0184866j -0.0179774+0.00122741j -0.000379248+0.00564259j 0.0113334-0.00557745j -0.00875173-0.0123861j -0.0226378-0.0143703j 0.00616452+0.000925014j 0.0159602+0.00831364j 0.00556418+0.0165515j -0.0216877+0.0150263j 0.0104353+0.00130273j 0.00496389-0.0198962j 0.014762+0.00600152j 0.0105029+0.00182511j -0.0031994-0.00846854j -0.0123473-0.00395145j -0.0139097+0.00859532j -0.00348573-0.00809292j -0.0128261-0.0205863j -0.0125313-0.00105851j 0.0142265+0.0117229j -0.00372155+0.00867134j 0.0127701-0.00385312j -0.0188945+0.0129145j 0.00279247-0.0045671j 0.0125796+0.00147717j -0.0149595+0.00499688j -0.0174026-0.00153394j 0.01368-0.00243512j 0.0117373+0.00158589j -0.0138526-0.00319268j 0.00383237+0.00478289j 0.0194091+0.0037936j 0.0160664+0.0136185j -0.00312776+0.00298468j 0.0115897+0.0123484j -0.00607177+0.00392375j 0.00230986+0.00440007j 0.00360705+0.0146419j -0.00157005-0.00456583j 0.00231226-0.00390484j 
-0.00340168+0.00256231j 0.00618885-0.0066231j 0.0213043-0.00556575j 0.00460716+0.00617943j -0.0457454-0.0197049j -0.0228666+0.0144049j 0.0128786+0.0106417j 0.0262345-0.0177077j 0.0404355+0.0105594j 0.00656831+0.00105493j 0.0200447+0.00396056j -0.0199771+0.0241882j 0.00257645-0.013106j -0.00332605+0.00157329j 0.00856977-0.00158633j 0.00668524-0.00841354j -0.00233188+0.0231886j -0.0141477-0.0122958j 0.00844773-0.000128855j -0.00846779+0.0171912j 0.00224148+0.028679j 0.00214701+0.0209354j -0.00490814+0.00397049j -0.0106541+0.00896076j -0.00974383-0.00715548j -0.00194684+0.0149533j 0.0184305-0.00796569j -0.0320556-0.0027358j -0.00755163-0.000959053j -0.022765+0.0215667j 0.0108868-0.00921309j -0.00455835+0.00555974j -0.000996674-0.00294185j 0.0166858-0.00136397j 0.00202687-0.00685955j -0.0125985+0.013236j 0.0207455+0.0285594j -0.010138-0.00592516j 0.0113409-0.00688559j 0.0187042+0.000314325j -0.000221191+0.0171451j 0.00526412+0.0171855j -0.0125685-0.0166321j 0.0015553-0.0110828j -0.0119293-0.00500947j 0.0146218-0.00181143j -0.0137303+0.00939126j 0.00361788-0.0016253j 0.0106395-0.0118486j 0.0139337-0.013491j -0.00428535-0.0167609j 0.0111446-0.0250557j 0.00911037-0.000571023j 0.0133326-0.0143853j 0.0114039-0.0110669j -0.0253829+0.000779411j -0.00827977+0.00621738j 0.00429729+0.0145081j 0.0144752-0.00569708j 0.0216563-0.00403452j -0.00143359+0.01132j 0.0127969+0.0015773j 0.00982937+0.00756982j 0.00271666+0.00735539j -0.00131781-0.0228827j -0.0129425-0.00668706j 0.00196554-0.0278329j 0.00517307-0.00612749j -0.00537302-0.00200272j -0.000590421+0.00355588j -0.0157777-0.0166604j 0.0137336-0.0165611j 0.000203133-0.0210111j 0.0450219+0.0099292j -0.0297213-0.0169042j 0.0213165+0.0383045j -0.0090898+0.011957j -0.0106037+0.0108571j -0.010093-0.00915806j 0.0209532-0.00121199j 0.00195428-0.0188634j 0.00239813+0.0293387j -0.00478704-0.0142934j 0.00714921+0.00200721j -0.000295747-0.00978022j 0.00576124-0.00140497j -0.0175952-0.0230181j -0.000749573+0.0354911j -0.00692523-0.00982292j -0.00933355-0.0165412j 0.0146868-0.0142623j 0.0216926+0.00413677j -5.98389e-05-0.0231085j 0.0103205+0.0389146j 0.00620133-0.0127434j 0.0108209+0.00701821j 0.00519895-0.00542039j 0.00125616+0.00716551j 
-0.00538588+0.00649144j 0.00232921-0.00414701j 0.0103235+0.00428211j -0.00204639-0.00576611j -0.00672256+0.00777721j -0.00918825+0.00587053j 0.0174186-0.00875555j -0.0227179-0.0292411j -0.00403614-0.00154476j 0.0313883-0.0188234j 0.0059054-0.00953481j -0.0255979+0.0212626j -0.0345283+0.0102339j 0.0162111+0.00737504j -0.00392711-0.0173953j -0.0210288-0.0166246j -0.0133825+0.0159182j -0.00813821-0.00944149j -0.0168038-0.00451144j 0.0180123+0.0124264j -0.00171634+0.018791j -0.00019895+0.0051462j 0.00169376+0.00296812j 0.00613332-0.0155823j -0.00681177-0.00863862j -0.00953836+0.0122542j 0.0152766-0.00451937j -0.0075203+0.00327642j -0.00391612+0.00370986j 0.00509233+0.0032077j 0.00607327+0.0100368j -0.0106106-0.00383796j 0.0116154-0.00607428j -0.00247622+0.0143654j 0.00841871+0.00668732j -0.0117704-0.00677052j -0.0117131+0.0209953j -0.00350402-0.013763j -0.0143112+0.00215209j -0.00430797-0.000671248j 0.00199365+0.010526j 0.00170535+0.00556132j 0.000164989+0.00766436j -0.00987162-0.0201178j 0.00269713-0.00420043j -0.00249276+0.00325929j 0.015292-0.00583553j 0.00664485-0.00713353j 0.00175479-0.0109292j 0.0198235+0.00171813j -0.00872719-0.00736742j 0.005889-0.0235745j 0.0113564-0.0144242j 0.0114051+0.00962007j 0.0043672-0.0137179j -0.0215645-0.00849463j -0.0195632+0.00374857j 0.00293867+0.0170173j -0.016785-0.00984364j 0.0108074-0.0201286j -0.0156924-0.00668254j -0.00968941+0.00372041j -0.00533979+0.00873286j -0.00418087+0.0158219j -0.00148818-0.00120555j -0.00532282+0.00423397j 0.000929156-0.00503634j -0.000420791-0.0124042j 0.000966388-0.00585296j -0.00630144-0.00210866j 0.0147237+0.00553884j 0.0112168-0.0108913j -0.00252006+0.00409243j -0.00181842+0.00772325j -0.0056864+0.00758636j 0.0145557+0.00555606j 0.00679326-0.00673986j 0.00264441+0.00905456j -0.0169881-0.000985294j -0.00108766-0.00618915j 0.00719818-0.00771913j 0.0079848+0.028449j -0.000648173-9.83729e-05j 0.00698492+0.00783294j -0.00200466+0.0211728j -0.00303727-0.0167004j -0.00364417-0.0340688j 0.00160255-0.00416234j 0.00827865-0.0178936j 0.00297171-0.0141202j -0.00795044-0.00756569j 0.00489148-0.0139652j -0.00277461-0.0165476j 0.01476-0.00857099j -0.0122283-0.00547528j 0.00139698-0.00324468j 0.0071773+0.00325076j -0.00486934+0.00765992j 
0.0110858+0.0249738j -0.0129783+0.00622441j 0.00212786-0.035757j -0.0319182+0.0127007j -0.030127+0.000589923j -0.0146483-0.00559091j 0.0308498+0.0189254j -0.00559058-0.0179688j -0.00363859-0.00233691j 0.0207319-0.00549132j 0.0139502+0.00776765j 0.004637+0.0185052j -0.031541-0.0156023j 0.0125574+0.000971343j -0.0194532-0.0208603j -0.0130181-0.0136979j -0.00531528+0.00521516j -0.0117288+0.0175442j 0.019225-0.0102281j 0.0103651-0.0134725j -0.00329124+0.0204264j -0.00592357+0.0111484j -0.0114347-0.0149809j -0.0202701-0.00957739j -0.00928058+0.0188038j -0.0127548+0.00274014j -0.00536749-0.013835j -0.00596686-0.0114884j 0.00676268-0.000781065j 0.0053007+0.000339436j 0.0139918-0.0109767j -0.0175283+0.00178571j 0.0119465-0.022806j 0.00900733+0.0170419j -0.0206531-0.0018566j -0.024962-0.00631524j -0.0113609+0.0118728j 0.0036084+0.00193442j 0.0132947-0.0141202j -0.00386361-0.0142519j 0.016013+0.00913888j 0.000661-0.000439804j -0.00616751+0.00766766j -0.0172358-0.00912102j 0.0184747-0.00400428j -0.0060996+0.00994292j -0.00664784-0.00805211j 0.00862198+0.00199059j -0.00497212+0.00883327j 0.00851522-0.0136793j 0.000812373+0.00928601j -0.00899276+0.00156054j -0.00130601-0.00679763j 0.0151042-0.0129245j -0.00204039-0.00871143j -0.0223314-0.00714109j -0.000424969+0.00830286j -0.0088235+0.00803573j 0.00493775-0.0284451j 0.0141787+0.0193234j 0.00517837-0.00146617j 0.00271931-0.00455104j 0.00681565+0.00465293j 0.0195849+0.00944525j -0.00531115-0.00996477j -0.0163495-0.00127999j -0.00320731+0.00253521j -0.0134589-0.0012961j 0.0082535+0.0169817j -0.000531683-0.00162085j -0.00694121+0.0170459j 0.00704998+0.00128504j 0.0048112-0.00589932j 0.000917453-0.00732779j -0.0177051-0.000957521j -0.00231414-0.0072828j -0.0035219+0.00146837j -0.0105237+0.00691161j -0.007179+0.0110601j 0.00575507+0.00927036j 0.0130515+0.0103638j -0.000451526+0.0111056j 0.00451325+0.00111237j 0.00510245+0.00316541j 0.00740399+0.0144011j -0.0121886-0.00417656j 0.0110558-0.0216117j -0.00874891-0.00304127j 0.0148703-0.00091749j 0.00525718-0.00886666j -0.00679702-0.00797431j -0.00222942+0.00699891j 0.00492617+0.00901868j -0.0116775+0.00516471j -0.00545256-0.00701236j -0.0228712+0.0042771j 0.00844183-0.001107j 0.00673675+0.00454941j 
0.00812179-0.00651967j 0.0200872+0.0259908j -0.0218427+0.00616392j 0.0117689+0.0440046j -0.009047+0.0532256j -0.0121262+0.0221191j 0.0186392-0.0165339j -0.0385334+0.0147184j -0.0103373-0.0118931j -0.00622099-0.0169383j 0.00937385-0.0268196j 0.00434438+0.00889089j -0.0120365+0.0203032j 0.0243846-0.0141937j -0.0309628+0.00153708j -0.0310404+0.0183147j 0.00146552+0.021745j -0.000153498+0.00761577j -0.0314046+0.00766786j 0.0177161-0.00075328j 0.0383595+0.00446997j -0.00560321+0.029388j -0.00210524-0.0188595j -0.00734411+0.00637361j 0.0144928+0.00306687j 0.011571+0.0231899j 0.00700007+0.00916286j 0.00733401-0.0174547j 0.024983-0.0169341j -0.00686566-0.0207958j -9.48418e-05-0.00337176j 0.0225459+0.0142775j -0.00241909-0.0160112j -0.0104982-0.0246659j 0.00584618+0.00535799j -0.0282499-0.0181103j 0.00748477-0.00361553j 0.00246196-0.00440187j -0.0100122+0.00948363j -0.0115016+0.0158644j 0.00662648+0.000547486j -0.00247067+0.0121003j 0.011643-0.0176602j 0.0127067-0.00934931j 0.0072197+0.0212181j -0.00394826+0.020073j -0.0138428+0.00432907j -0.00771457+0.00111289j -0.00836771-0.00939085j 0.0150228-0.00903067j -0.00919177+0.0139355j 0.00731843-0.0123091j 0.00902886+0.0131418j 0.00701139-0.010681j -0.00657602-0.00832341j 0.00619823+0.0130208j -0.00696121-0.018456j -0.0227285-0.00745337j 0.0188983+0.02382j -0.00183405-0.00678616j -0.0167006-0.0165302j -0.00524059-0.00035025j 0.00849747+0.0154391j -0.00245565+0.025278j -0.0266042+0.00262877j 0.00334589-0.00761779j 0.00912211-0.0228724j 0.00363999+0.00440748j -0.0224906+0.0146963j -0.0176122+0.00730176j -0.0152991+0.00405803j 0.0169259+0.00537227j -0.000872947+0.0175277j -0.0128352+0.00797519j 0.0069717+0.00264506j 0.0176079+0.0168933j -0.00220381+0.00922147j -0.00412301-0.00213953j 0.0138917+0.00483515j -0.0174922+0.00650298j 0.0172682+0.0127039j -0.00107084+0.0107391j -0.00448039+0.0119011j -0.00465347-0.00227918j 0.000795132+0.0018977j -0.0196158+0.0211809j 0.011667-0.0158119j 0.000573735+0.00505807j 0.0139544-0.0174806j -0.0140794-0.00181754j -0.0112086-0.0219829j -0.0171937-0.00260149j -0.00289491-0.00561399j 0.00917654+0.0162482j 0.00995906-0.014439j -0.0114164-0.00492612j 0.00888129+0.00753643j -0.00941255+0.00542374j 
-0.02004-0.00593892j 0.00300577-0.00494691j 0.00496512+0.0174971j 0.00967586-0.0155781j 0.0500252-0.0190604j 0.0145916+0.0441498j -0.000733396-0.00196095j -0.00946639+0.0252139j -0.0387011+0.0286215j -0.015102-0.0181114j -0.0160938-0.00649654j 0.00623783+0.0361246j 0.00772594+0.026543j 0.0194494-0.0186082j -0.0230289+0.0145599j 0.00867195+0.0240553j 0.00583981+0.00417489j 0.0115239+0.0107251j -0.0138556+0.00828466j -0.00103248-0.00160513j 0.0194746+0.000891251j 0.0113753+0.000582334j -0.0134683+0.0194001j 0.00463325-0.011762j 0.00503371+0.00361624j -0.00321126+0.00713964j -0.0102194-0.00106934j 0.00707152-0.00673753j 0.0138007+0.025161j -0.00703993-0.00930739j -0.00588168+0.00588226j -0.00572419+0.013826j -0.00480059-0.00591976j -0.00489311-0.00957033j 0.00379113+0.0113998j 0.0180211-0.0109485j 0.00769972+0.00354568j -0.00388374-0.00767884j -0.0119322+0.00631251j -0.00711752-0.01766j -0.0142341-0.00900651j 0.0217858-0.00417446j -0.00502144+0.0051866j 0.00482249+0.00856828j -0.0187874+0.0160984j 0.00111969-0.0174953j 0.00341435+0.00580781j 0.0023653-0.00238853j 0.0116953-0.0181681j 0.00239548+0.0030406j 0.015802+0.00590601j 0.00572255+0.00612148j 0.00316871-0.00466969j -0.0128973+0.0132372j -0.010082+0.000326147j -0.00187883+0.000458938j -0.00299176-0.00296462j 0.00299374-0.0106489j -0.0103687+0.0138138j 0.00519462-0.0194131j 0.00878247-0.00296415j -0.0144548+0.000925244j -0.00480631-0.00045784j -0.0228463-0.00565422j -0.00989775-0.00850154j 0.0159072+0.0197008j 0.00324278+0.0102792j -0.00198835-0.0147328j -0.000243248+0.00254934j -0.00294117-0.0253906j -0.00478209+0.00986409j -0.00287386+0.0170696j -0.0144821+0.00749272j -0.00529183+0.0146565j 0.00426899+0.00579469j -0.000103378-0.0143781j -0.0065008-0.0269273j -0.00646526-0.0132156j 0.00659386-0.00767654j -0.00436578+0.00809013j 0.00148149-0.019582j 0.0214247+0.0252213j -0.00497507+0.0183246j -0.00357537-0.00183413j 0.0118165+0.0172815j -0.00602676-0.00426207j -0.015-0.00748149j -0.00859837-0.00395701j -0.00366475-0.00601637j 0.00203752+0.00690306j -0.0170739+0.00733509j -0.0158628-0.00890557j -0.0289029-0.00525556j -0.0201435-0.0248907j -0.00443167+0.00234081j -0.0158443-0.0133189j -0.00880642+0.0118496j -0.00873567-0.00655158j 
0.00853225-0.00147422j 0.0122417-0.00388483j -0.0264403+0.00501006j 0.00814815-0.0159176j 0.0419218+0.0414772j -0.0310142-0.00958004j -0.0162536+0.0012711j 0.00420019-0.0421695j -0.00240789-0.0259299j 0.0489924-0.0171767j 0.0132605-0.0164143j -0.0812942-0.00810914j -0.0212954+0.00314325j 0.0155151+0.0189304j 0.0186764-0.0172707j 0.00791941-0.0178838j -0.00270251-0.00529909j -0.0121634+0.00276096j -0.0103757-0.0226734j -0.0104264+0.0184632j -0.00108883+0.00357212j -0.0216531-0.00165608j -0.0178877-0.000450839j 0.00167358-0.000441088j -0.0215729-0.00604255j -0.0189385-0.0063603j 0.00708268+0.00791704j -0.00441113+0.00781009j -0.0127959-0.00565516j -0.00738871-0.000395595j 0.017997+0.0139418j -0.012465-0.00257077j 0.0276696+0.000802265j -0.0131409+0.0168142j 0.00101901+0.00336895j -0.00143364-0.00372722j -0.0204565+0.00438839j -0.0295014+0.000914244j -0.0123611+0.00812676j 0.00669846+0.00521615j -0.0129503+0.00891117j -0.00903819-0.00597984j -0.00244542+0.025273j 0.00180775-0.00921036j -0.000447749-0.00851731j -0.00187559-0.00139563j 0.0242897-0.0146785j -0.0160052+0.00651468j 0.00231528+0.00208845j -0.00931459+0.0132868j -0.00458097-0.00333056j 0.00837999-0.00710558j 0.0124736-0.0165406j 0.0121355+0.0182918j 0.00492575-0.00950106j -0.017608+0.00627518j 0.00357714+0.0137983j 0.012006+0.0134009j -0.0201077-0.00904821j 0.003473-0.0265311j -0.0300422-0.00283377j -0.0236539+0.00748022j -0.0220195+0.0178514j -0.00819599+0.0169149j 0.0148587+0.0113917j 0.00474887-0.0118075j -0.00239649-0.00821219j -0.00981015+0.00536157j -0.00616389-0.030658j -0.00100981-0.0121476j 0.0144144-0.00230563j -0.0134876+9.62198e-05j 0.00485862+0.00317882j 0.0254637-0.00872181j 0.0132715-0.0154172j 0.00894259-0.00730372j 0.011823+0.00401174j 0.0110274+0.000987364j -0.029279-0.00944605j 0.00376138-0.00955337j -0.022104-0.00699374j -0.0252591-0.0244932j 0.02006-0.0106545j -0.00625427+0.0165317j -0.0184658-0.007227j 0.0330885-0.0334034j -0.0235138+0.0024622j 0.0148649-0.016814j -0.0273359-0.0212038j 0.0168281+0.00190491j 0.00313199+0.0138662j 0.0243858-0.0194883j 0.00986623-0.0163303j 0.057494-0.0158409j -0.00942088+0.0051473j 0.0351543-0.00415855j 0.00578752+0.00387701j -0.0104654+0.0117349j 
0.00305745-0.00803194j 0.00183627-0.0136994j 0.0291773+0.0325363j 0.0357331-0.0124258j -0.0571201-0.0724139j 0.0134932-0.0488104j 0.0057923+0.0306138j 0.0608712-0.0173422j 0.0136641-0.0065348j 0.00725514+0.00793448j -0.0100371+0.0271053j 0.0219147+0.00378154j -0.0101999-0.0238532j -0.0250271+0.0177743j -0.00993484-0.0219012j 0.0180734-0.0387921j -0.00703755-0.0192759j -0.0186043+3.61312e-05j 0.0354789-0.00842337j 0.00145272-0.0252441j -0.0109539+0.0110029j -0.00132755-0.004131j 0.0307455+0.00650559j -0.00154547+0.00305557j -0.00292919+0.00213482j -0.0020981-0.00901391j 0.00830189+0.003485j -0.02077-0.00550104j -0.00313604+0.00774186j -0.00553114-0.0049996j -0.00734912-0.00213853j -0.0204753-0.00991944j -0.0059134+0.00929233j 0.00326931+0.0117217j -0.00521269-0.0111234j -0.00175493+0.00999684j 0.00300231+0.0109715j -0.000904405+0.00241253j 0.00932536-0.0101531j 0.00637083-0.00243566j 0.00400939+0.0141105j -0.000454754-0.00732866j -0.0201451+0.00788971j -0.0250772+0.0118479j -0.00588313-0.0234535j 0.00453968+0.00581553j -0.00716117-0.0159245j 0.00741152-0.0056484j -0.0157836+0.0168178j 0.00482948-0.00266212j -0.00202235+0.00590213j -0.0150712+0.0156349j -0.0122477-0.0118167j 0.00668171+0.00375734j -0.00684127-0.0112285j -0.0146943-0.0144007j 0.0003373+0.0182066j 0.0111611+0.0124164j -0.00314972-0.0185027j 0.0122368+0.0289653j 0.0150708+0.000840069j 0.0106098-0.00163446j 0.00647909-0.0163032j 0.00472083-0.0274249j 0.0156652-0.022355j -0.0191931-0.00279116j -0.0159718+0.0206913j 0.00912997-0.00949079j 0.0290063+0.00737082j 0.0091731-0.00244607j 0.0113932-0.000134654j -0.0026548-0.0104504j -0.0112571-0.0193629j -0.00581782-0.0195254j -0.0271411+0.00852524j -0.024767-0.0124119j -0.0176795-0.00124115j -0.0096788+0.00704569j -0.00380951+0.00272551j 0.0233804-0.00587356j 0.00397864+0.00124718j 0.0137066+0.00426429j -0.0142155-0.00472267j 0.00779634-0.00797882j 0.00928192+0.00749403j -0.00485513-0.0132409j 0.0115623-0.00193682j -0.0174326+0.0100638j 0.0183967+0.0289504j 0.00342353-0.00491436j 0.00875668+0.011946j 0.00549618+0.0214105j 0.012297+0.0119699j -0.0432738+0.00787789j -0.00624803+0.00386749j -0.0148603+0.0225769j -0.00517765-0.014755j 0.0200506-0.0116712j 
0.00595102-0.0144143j -0.00460545+0.00638923j -0.057222+0.0247641j 0.0173506+0.0152583j 0.0703294-0.0605388j 0.0359111+0.0358877j -0.0521059-0.0161976j 0.0344878+0.0404111j 0.00919421+0.0099743j -0.0163649+0.00564002j -0.0121685+0.0122116j -0.0258557+0.0194429j 0.0348324-0.00462823j -0.00588668+0.00772268j 0.0135937+0.0197993j 0.0403169+0.0095197j 0.0224835-0.0176387j -0.0029919-0.0181507j 0.0242951+0.0218167j -0.0119435+0.00634355j -0.00958341-0.0258103j -0.00657155-0.0107732j -0.0175159+0.0284631j -0.00140492-0.0112852j -0.00991151+0.0105486j 0.00374397-0.00973639j -0.00114338+0.00129246j 0.017829+0.00252074j -0.00655731+0.0211424j 0.00223008+0.000245386j -0.0112844-0.00234533j -0.00343399+0.0064553j -0.0114547+0.0192246j 0.00296261-0.00183682j 0.00303668+0.00930329j 0.0313009+0.00584249j -0.00668293+0.00356657j -0.0123058-0.000939531j 0.000562826+0.00134676j 0.0137894-0.00228125j -0.0209736-0.0155996j 0.00871524+0.000757793j -0.011806+0.00487201j 0.000637122+0.00944334j -0.0135915+0.00426575j 0.0111611-0.0161989j 0.00218733+0.00495636j -0.0173658+0.00973136j 0.0107875-0.00994627j -0.018088+0.0131761j 0.0121416-0.00877456j -0.00409512+0.0115962j 0.00733558-0.00928443j -0.0157107+0.0160098j 0.00259005-0.00776879j -0.00576213+0.0116545j 0.00998558+0.0134801j 0.00716313+0.0100745j 0.000752619-0.00266261j 0.00835225-0.00562847j 0.00841287-0.0174467j -0.0144218+0.00168426j -0.019775-0.0103438j -0.0315586-0.0167194j 0.0102852-0.0096286j 0.00656033+0.0140514j -0.00163702+0.011115j -0.00182233-0.0113176j 0.0029465-0.0194972j 0.00564039-0.0265254j -0.00411769-0.0113183j -0.0209485+0.0206465j -0.00806421+0.00355157j 0.0175533+0.0154044j 0.0111795-0.0142356j -0.0160042-0.0201846j -0.0081068-0.0209999j 0.000457961-0.0144686j -0.016629-0.0158709j -0.00047694-0.0040359j -0.0291767-0.0300525j 0.0113022+0.00411878j 0.00265038+0.00835515j -0.00928627+0.00655665j 0.00466665+0.000234576j 0.0203383-0.0232078j -0.0363979+0.0308204j 0.0040488+0.000641827j -0.0240335+0.0068092j 0.0113802+0.0061643j 0.000704924+0.0275163j 0.00438331-0.0223337j -0.030191-0.00740685j -0.0160145-0.0328734j -0.00223042+0.0242427j 0.0110681-0.0131171j -0.0186977+0.0113819j -0.007766-0.0134562j 
