-0.0110778+0.0148767j 0.0236575+0.0130387j 0.0154327+0.012925j 0.00233125+0.0292738j 0.0127718-0.0466528j 0.0331557-0.0157984j 0.00967105+0.0319655j 0.00926364+0.0343199j -0.0142357+0.0125934j -0.0223025-0.00347655j -0.0368518-0.00861412j 0.0493503+0.0212928j 0.00180456-0.00361629j -0.0154898-0.01727j -0.0255844-0.017793j 0.00835218-0.00445332j 0.0100197-0.0161023j -0.00556187+0.00430887j 0.00658356+0.0147582j 0.0142231-0.0398233j 0.0171046-0.00287599j 0.00916496-0.0242388j 0.0103801+0.013994j 0.00118382-0.0118701j -0.000998627+0.00724969j 0.0105628-0.00781369j -0.00536666+0.00601278j 0.00674776-0.00497614j 0.00238666+0.0163866j 0.0172327-0.00611553j -0.00640279-0.0138246j -0.0119584-0.000639149j -0.0199398-0.0031866j -3.61238e-05+0.0030386j -0.0227831+0.00291712j 0.0110329-0.00414532j 0.0213435+0.00365868j 0.0207845+0.00887041j -0.00697962+0.00671951j -0.000644588-0.0256397j 0.00841982-0.00875495j 0.0104189-0.0273287j -0.00917786+0.00175311j -0.0122127+0.0255257j -0.0194684-0.0136172j -0.00511639-0.0149961j -0.00262669-0.0133418j 0.0193348-0.0071041j -0.0113025-0.00867228j -0.00456507-0.000990369j -0.00789641+0.00717645j -0.00883473+0.0459489j -0.00509643-0.000720268j -0.0280741+0.00972957j 0.00134423-0.0157526j -0.00346463-0.0196101j -0.00526226+0.0116223j 0.00923357-0.00431257j 0.00411432-0.00731827j 0.0199815+0.0258988j 0.0514133-0.00435678j 0.00962798-0.0180681j 0.0239329-0.00432409j -0.00495482-0.0556617j -0.015334-0.000562012j -0.0212038+0.0323312j 0.00694035+0.0355825j -0.0165356-0.0144415j 0.0299026+0.0219757j 0.0369504-0.0280931j 0.00364365+0.0172686j -0.0196805+0.00535126j -0.0304311-0.0245043j -0.010368+0.00630455j -0.0322293+0.00820347j -0.0333208-0.0398873j -0.00907023-0.0384698j -0.0225424-0.019292j 0.0154941+0.0232531j -0.0159797+0.0384868j 0.0186229-0.0146206j 0.0531126-0.000688961j -0.0277132+0.0234465j 0.019806-0.00598535j 0.0444413+0.0123625j -0.0219461+0.0175416j 0.0147842-0.00118458j -0.0458183-0.0344309j -0.0221929+0.00348098j -0.0150259+0.0189725j -0.0399231+0.0596859j -0.0700773+0.0334766j -0.052245+0.0506443j -0.106088-0.0813193j -0.0212447+0.0183233j -0.0803775-0.0280039j 0.00300566+0.00556146j 0.0129119+0.0140188j 
-0.00104837-0.000159837j 0.00240524-0.00146929j 0.0104516+0.00719639j 0.00660186-0.00296328j -0.0187398-0.00661765j -0.0074507-0.00680796j -0.00141183+0.00990933j 0.00617059-0.00913757j -0.00120585+0.00708248j 0.0151216-0.00514338j -0.00254114-0.000167062j -0.0123512-0.0167235j -0.00452358+0.00834197j -0.00398823+0.00735956j 0.00673091-0.0144695j 0.00665947-0.00563475j -0.0165887+0.00386881j 0.0152136+0.0133157j -0.014213-0.0125268j 0.00749638-0.003143j -0.00168011+0.0228219j -0.0101981+0.0160783j -0.00134798-0.00202248j 0.00567961-0.0147316j 0.0128345+0.00328875j -0.00666878-0.00731744j 0.00865496+0.0181927j -0.0153657-0.00497808j -0.0114142-0.00802181j -0.00812256-0.0154205j -0.00676896+0.011465j 0.00900571+0.0078835j -0.0124312-0.00851305j 0.00407871+0.0130751j 0.00693733+0.0166916j -0.00881932-0.0122702j -0.00608564+0.0133012j -0.00554839+0.0032159j -0.0192338-0.015559j -0.0227195+0.00257935j -0.0125215+0.012912j -0.0211923+0.000473714j 0.0124369+0.0159797j -0.00436194-0.013596j -0.000130386-0.0177588j 0.00487869+0.0107665j 0.00333487-0.0040969j -0.00585478-0.0203211j -0.00107008-0.0130464j 0.019057-0.00168367j -0.0245273-0.0128595j 0.0129946-0.0195936j -0.0254171+0.00158773j -0.0236309+0.000312808j 0.0168305+0.00384854j -7.7153e-05-0.0127049j -0.00205419+0.0200591j -0.00253424+0.00603746j 0.00640662+0.00100557j 0.00594709-0.0212704j -0.00542114-0.00533709j 0.00961813+0.00295566j 0.00751299-0.012245j -0.00777565+0.0143043j -0.00664799-0.00872611j 0.0336105+0.00317248j 0.0170698+0.0204816j 0.0189346-0.00164837j 0.00135588-0.00238424j 0.0168119+0.0216653j -0.0450457-0.00322801j -0.0117307-0.0113018j -0.0062647+0.0159953j -0.0201228-0.00583875j -0.0167205-0.00539128j 0.00137431+0.0027038j -0.0124822-0.000343834j -0.00637863-0.0138002j 0.00663296-0.0175896j 0.0177188+0.00411979j -0.0135732-0.0168893j 0.0175898-0.0109206j 5.71714e-05-0.0057652j -0.00589715-0.0035453j 0.00780793+0.00738611j 0.000244743-0.0141028j 0.00389945+0.0120356j 0.0044825-0.00921536j -0.0034522-0.00255826j -0.00724336-0.0165424j -0.00610864-0.00327624j 0.00558139+0.00449993j 0.00951796-0.00354047j 0.00371788-0.00120603j -0.00623006-0.00105935j 0.00281501+0.00186254j 8.55558e-06-0.00288446j 0.00349403+0.00109717j 
-0.0108436+0.00383055j 0.00326028-0.000109112j 0.0213794-0.00555482j -0.00254544+0.016432j -0.0430851+0.00018755j -0.0167074+0.00677699j 0.00273682+0.0179244j -0.00472698+0.012591j 0.0272318+0.0283408j 0.0135344+0.00701898j 0.0041892+0.010899j 0.00834692-0.0213107j -0.000411209+0.0111021j 7.68487e-05-0.008978j 0.00300389-0.0048415j -0.0136391+0.0182007j -0.00326603+0.0119516j -0.00417364+0.0048315j -0.00962068-0.00814369j 0.00837775-0.0167558j -0.00449508+0.0198707j 0.00183937-0.00943202j 0.0401231-0.0251806j -0.00838407-0.0146171j 0.013654-0.00872459j 0.00621491-0.00282452j 0.0030514-0.00831755j -0.00375237-0.0170152j -0.00543024+0.0148503j 0.010165+0.00173374j -0.00541798+0.0146348j -0.0292869+0.00622271j -0.0029198-0.0117977j 0.00693079+0.0199809j 0.0106368+0.00820884j -0.0245046+0.012744j 0.00351713+0.020595j -0.00271317-0.0169316j 0.0113518-0.0037575j 0.00980823+0.00106427j -0.00786062-0.0115897j 0.00392967+0.00676456j -0.0200911+0.0101454j -0.0208808+9.01924e-05j -0.0105682-0.0241323j -0.00823865+0.00885849j -0.00599619-0.0146719j 0.0157121-0.0247477j 0.00718762+0.0293433j 0.00269168-0.00405333j 0.00243315+0.00271851j 0.00493839+0.00425433j -0.0167815+0.00666489j -0.00686556-0.000103025j 0.0229263+0.00664141j -0.0133145-0.0184624j -0.0124245-0.00489248j -0.00990147+0.000877566j 0.00155346-0.0204426j 0.0168138-0.0153956j 0.00494101-0.022821j 0.0273457-0.00687077j 0.0281367-0.0379345j -0.00749764+0.0431214j 0.0231271-0.0163731j -0.0112297+0.011454j 0.00365737+0.0178699j 0.0246423-0.0091261j -0.010907-0.000716395j -0.00428211+0.0402859j -0.0603014+0.0275069j 0.0120405-0.00450271j -0.00813039+0.00816587j 0.020357-0.0016051j -0.0286563-0.00330263j 0.0152325+0.0259115j -0.0240163+0.0213517j -0.00753287+0.0265086j 0.0190549+0.0175445j 0.0081549+0.00497594j 0.00576782+0.042093j -0.00922584+0.0240278j -0.00365662-0.0143747j 0.012806-0.00490926j 0.00642117+0.0194349j -0.00936958+0.0112126j 0.0249912-0.00684672j -0.00225346+0.0116076j -0.0127698+0.0130215j -0.0107798-0.0143217j 0.00988325-0.0237443j 0.0069017+0.0223862j -0.0113137+0.00712582j -0.000878091+0.00519771j -0.00258764-0.0117594j 0.00384584-0.00859924j 0.00373853+0.000168755j 0.00471353+0.00215128j 
0.00276094-0.00120379j -0.00696801+0.00417505j -0.0187431-0.00890978j -0.0121945+0.00274273j 0.0413427+0.00586278j 0.0182933+0.0231502j -0.000279721-0.0299535j -0.0240371+0.0147592j 0.00705329-0.0150823j -0.0231541-0.0125615j -0.0104263-0.0133156j 0.00224918-0.00769219j 0.0104757+0.0177802j 0.00530549+0.0101708j -0.000780553+0.0130764j -0.0250025-0.00189375j 0.000806577-0.00573637j 0.0111567+0.000685144j -0.0187837+0.00911548j 0.0161344+0.0194971j -0.0163301-0.0378746j -0.0148014+0.000249955j -0.00879925-0.00936014j 0.0111867-0.00709571j 0.000514749+0.0230828j 0.0107849+0.00679209j 0.00286068+0.00193718j 0.0208025-0.006412j 0.00391071-0.0133585j 0.00760117+0.00124556j -0.0159783-0.00582706j 0.00911397-0.00373962j 0.0112579-0.00900364j 0.00872975-0.00566312j 0.0139714+0.0117066j -0.0100114-0.0222284j -0.00800234-0.00720911j 0.0240114+0.0185689j 0.0075608+0.00839514j -0.00279116+0.00553141j -0.00929747-0.0148794j -0.0156128-0.00438029j -0.005813+0.00373391j 0.0248402+0.00508j 0.00846298+0.00791302j 0.0175769-8.60503e-05j -0.0165989-0.00024026j -0.0169817+0.00056731j -0.00881152+0.00684185j -0.00989138+0.0285277j -0.0105123-0.004559j -0.01449+0.00278351j -0.00554451+0.0103983j 0.00191016-0.00504445j -0.00664405-0.00113167j 0.0220274+0.00316441j 0.0380679-0.00745112j 0.0240879+0.00732337j 0.0177939-0.0105015j -0.0198984-0.00140336j -0.00559536-0.00757131j -0.0129836+0.0139688j -0.00413666+0.00139442j 0.00995531+0.0108218j 0.0187692-0.0086671j -0.00502417-0.00638744j 0.00384961+0.013947j -0.00980065+0.00132299j 0.00149657+0.000344069j 0.00593081-1.68603e-05j 0.0283677+0.00188335j -0.00906928+0.010319j 0.00315435+0.0125401j -0.00937593+0.0123001j 0.0454014+0.0126941j -0.0116251+0.0201114j 0.0286844-0.011213j -0.00205217-0.00519199j 0.0410767-0.0057257j -0.0249455-0.0167485j -0.0199374-0.0189703j 0.0413325-0.00809978j -0.00530345+0.00147614j -0.0191416+0.0175592j 0.0113381-0.00907362j -0.00227935+0.0171832j -0.0113653-0.0052665j -0.00227264-0.00737037j -0.0104748+0.0058024j -0.0159049+0.0164533j -0.0287294+0.000765176j -0.00665499-0.0241834j 0.00584951+0.000443817j 0.0223541-0.0313081j -0.0113378+0.0158639j 0.0158901-0.0161369j -0.0108512+0.00445932j -0.00627083-0.00400193j 
-0.000159504-0.00682204j 0.000687382+0.00289087j -0.00559812+0.0195732j 0.0099082+0.00081141j 0.0140381-0.022218j 0.0192428-0.00103957j 8.75015e-05+0.00390732j 0.0116131+0.00527612j -0.0070555-0.00337336j -9.20128e-05-0.0043247j -0.015473-0.00716425j -0.00438116-0.013984j 0.00516326+0.00968821j 0.00245865+0.0222512j -0.0189834-0.00327315j -0.00688629+0.000813396j -0.00910792-0.020015j -0.00615114-0.0105514j -0.0057584-0.0153221j 0.036684+0.0425053j 0.0124165-0.0077288j 0.0153015-0.0222189j 0.0305703+0.0162235j -0.00114057+0.00105754j 0.0149952+0.00429157j 0.00218599+0.0088135j 0.0104645+0.0257898j 0.00150784+0.000326849j -0.000440753+0.00469927j 0.0159502-0.00587514j 0.000900139+0.00291236j -0.023025-0.0229243j 0.00853482+0.00703474j 0.00476884+0.0225626j 0.0134754+0.0187226j -0.00297401+0.00981631j -0.00783484-0.0160518j 0.0217047-0.000310106j -0.0230514-0.0138518j 0.00111576+0.0103643j 0.0219685+0.0023344j -0.00860305-0.00322557j 0.00527288+0.0325368j -0.0206105+0.0130526j -0.0110305-0.000672382j -0.0199762+0.00770631j 0.00134818+0.0130085j 0.015694-0.0168971j -0.0145933-0.00178766j -0.00364978+0.0132363j -0.0106182-0.0143207j -0.01675-0.014661j -0.00149458+0.00684007j 0.00163058+0.0352044j -0.00749968-0.013071j -0.0112373+0.00292608j -0.0171426+0.0116073j -0.00966502+0.0118152j -0.00812933+0.0407768j -0.00823909+0.01557j 0.00523608-0.00863439j -0.0144681-0.00933835j -0.0117116+0.0065771j -0.00858891+0.0263083j -0.00964005+0.0045001j 0.0221992+0.0243297j 0.010121-0.00150021j 0.00345828+0.00197774j -0.00224681+0.00644111j 0.00448507-0.00323239j 0.0167018-0.00390828j 0.014847-0.0321141j -0.0236533+0.0185971j -0.0461991+0.0046336j -0.000339002-0.00793452j 0.00709523-0.0127477j -0.00748215+0.00333478j 0.0010015-0.0202714j 0.00485087+0.000490547j -0.0256783+0.00615077j 0.0128364-0.0139695j 0.0311662-0.00208844j 0.00309992+0.0041506j 0.000971968-0.00813502j -0.0274444-0.00968162j -0.0097684+0.0193378j 0.011946-0.00559968j -0.0153449-0.00876405j 0.0151392-0.00184394j 0.0166956+0.0251077j 0.0139944+0.029862j -0.0224957-0.011135j -0.00265677+0.0105786j -0.0167128-0.00664521j -0.00124314+0.00944508j -0.0167109+0.0171394j -0.00105661-0.00431074j 0.00611449-0.00520808j 
0.000651617-0.00104768j 0.000654678+0.000593069j -0.000262916-0.00031068j 0.00854891-7.84477e-05j -0.00225632-0.00696822j -0.00746999+0.0153768j 0.00146866-0.00859263j 0.00442542-0.00177111j -0.000426173-0.00557658j 0.0112637-0.00136555j 0.00618463-0.0105297j -0.0251432+0.0244444j -0.00993611-0.00378418j 0.0145149-0.0113804j 0.00372344-0.00793273j -0.00622532-0.00848111j -0.0106709+0.00541703j -0.0178002+0.00377435j -0.00558338+0.0210546j -0.0316917+0.00447516j 0.0169033+0.00410171j -0.0124454-0.0179623j -0.0081291-0.00621791j 0.00313509-0.0260585j 0.00715521-0.00773122j 0.0192851+0.029431j 0.013638-0.0220392j 0.000204234-0.0135554j 0.0091598+0.0331986j 0.00440712-0.0154752j -0.00139103+0.00697291j -0.0194043-0.00171877j -0.0090274+0.0157144j 0.0061707-0.0145625j 0.00694226-0.00453076j -0.0135943+0.00466039j -0.00990679+0.0024891j -0.0189611-0.0259472j -0.00537293+0.0176236j -0.00930783-0.0102556j -0.00933392+0.0144579j 0.00965821+0.00799247j -0.0210303-0.0123534j -0.0125485-0.00832315j 0.0145348+0.0128246j -0.00179535-0.00276953j 0.000995692-0.00472547j -0.00668798+0.0197306j 0.00623103-0.0260842j 0.02819-0.0142523j 0.00766805+0.00162434j 0.00811596-0.0262231j 0.0135829-0.0159119j 0.0193451-0.00548741j -0.00472388-0.0143441j -0.0157522+0.0152107j -0.012856-0.0098904j -0.00341089+0.00659686j 0.0121791-0.01622j 0.0209886-0.0171373j -0.0140642+0.0082774j -0.00785015-0.001612j 0.010942+0.0189776j -0.010515-0.00372589j -0.00945049+0.00845119j -0.0107022-0.00985119j 0.00357583-0.0122231j -0.00694987-0.00244772j -0.00249406+0.00759366j -0.00610949-0.00720996j 0.00413316-0.00515449j 0.00180149+0.00717957j -0.01283-0.00618365j 0.0113574+0.00091739j -0.0125259+0.00402129j 0.00730508+0.00991528j 0.00496525-0.0173028j 0.00151824+0.00779252j -0.0163797+0.00815487j -0.00512032-0.00914357j -9.00003e-05-0.0137024j -0.00335886+0.0163173j -0.013792+0.00428765j -0.000802939+0.00238036j 0.010429-0.00426986j 0.00408269-0.00196375j -0.0225572-0.0149328j -0.00303238+0.0140169j 0.000209729-0.0136835j 0.00650944-0.00696577j 0.0051146-0.00625358j 0.0112093+0.00218605j -0.0125362-0.0210483j -0.00730481+0.00659948j 0.000500362-0.00308514j -0.00789988-0.00209779j 0.000283177-0.000381658j -0.000869155+0.00253j 
0.00479629-0.00121896j 0.00206018+0.00111584j -0.00275805+0.00184688j 0.0123474+0.00164806j 0.0113679-0.0193195j 0.00493837+0.0150043j 0.00325718+0.0165951j 0.00592427+0.0119435j -0.0313355+0.0251941j -0.0135614-0.0105161j -0.00308731+0.00545587j 0.00741419+0.00847381j -0.0101481+0.00899919j 0.0200357-0.00827901j -0.0118911-0.00443677j 0.0138694-0.00896668j 0.00260031+0.0085912j -0.00292863+0.01923j 0.00614895-0.00810115j -0.00549949-0.0354484j 0.0188706-0.00137955j -0.00533046+0.00431386j -0.00834631-0.00308455j 0.00143745+0.0019558j -0.0098791+0.000904031j -0.0309148+0.00122731j -0.0124406+0.0169547j 0.0111997-0.0155438j 0.0172176+0.00720933j -0.00746891-0.0267741j 0.00921508+0.00656836j -0.00587737+0.0136161j -0.018714-0.0170493j -0.00452134-0.0100165j 0.0149991-0.00120689j -0.0112948-0.0048531j 0.000556504+0.0018375j -0.0149967-0.014321j 0.0113887-0.000905051j -0.00922221-0.00390366j -0.000326373+0.0048367j 0.0202474-0.0134488j -0.026885+0.0109138j -0.00547891+0.0164576j -0.00548255+0.00667355j -0.00796951-0.00192508j -0.0182591+0.000826565j 0.00875552+0.0194663j 0.00414921+0.0124455j 0.0124666-0.0126156j -0.00291303+0.00832421j -0.00250122+0.0174352j 0.00246338-0.00868823j -0.00471635+0.021971j 0.00173786-0.0224035j -0.00714079-0.00367223j -0.00330704+0.0146157j 0.00285402+0.00937028j -0.00278132-0.000728206j 0.0107599+0.00194114j 0.0244143-0.00721403j 0.0152269-0.00308026j -0.0219956-0.0120564j -0.0191942-0.0308364j -0.00830802-0.0250916j 0.0147614-0.00338126j -0.0277666-0.00140869j 0.0272618-0.0156847j 0.0189878-0.0129914j 0.0193073-0.00313969j -0.0236694+0.0181215j -0.00746598+0.0213742j -0.0224745+0.00251876j -0.0226852-0.00542873j -0.0053038+0.000726692j -0.0071649-0.0388419j -0.0139995-0.00304741j 0.00147314-0.0183274j -0.00619736+0.000845216j 0.0121327-0.00178631j -0.00858118-0.0160662j 0.016428-0.00397907j -0.00258098+0.00313469j -0.020552-0.00187954j 0.00571412+0.0112031j 0.0145222-0.0233463j 0.0110811-0.00144268j -0.0120008-0.00752975j 0.0132363-0.00171055j 0.00931556-0.00855826j -0.0187602+0.00468813j -0.0105227-0.00756831j 0.00991259-0.0110501j -0.0180676+0.006957j -0.00149812-0.00297783j -0.0183186+0.00461899j -0.0023003+0.00208899j 0.00248518-0.00561471j 
-0.00729221+0.00295938j 0.00128108-0.000124229j 0.0196924-0.00415453j -0.00267357-0.00215421j -0.0302293+0.0261655j -0.0217591-0.0181549j 0.0108385+0.0110948j -0.00640804-0.00937368j 0.0172122-0.0180394j 0.00918323+0.00260594j -0.0047792+0.00712634j -0.0105212-0.0160627j 0.00824292-0.0101461j -0.00837448+0.00805293j -0.000276395-0.00048332j -0.0220678-0.00981362j 0.00723389+0.00710367j -0.0168227+0.00182941j 0.0046511-0.0203251j 0.00550727+0.0254035j 0.0261772+0.00480128j 0.009682+0.00341276j -0.00376587-0.0108607j -0.00830471+0.00213621j -0.0138213-0.0129909j -0.00232222+0.0153053j 0.00309458+0.0186357j -0.0133273-0.000708301j -0.0125501-0.0150232j -0.0099328+0.00102006j 0.0100847+0.0177239j -0.00565751-0.0193725j 0.0186756-0.00120271j 0.00129759-0.00983747j 0.000266149-0.00841076j -0.00902326-0.0124941j -0.000954955-0.00211214j 0.00605603+0.00562053j -0.0250566-0.00327735j -0.0149917+0.0212723j -0.00164946+0.00629814j 0.0221097-0.00159236j -0.0139896+0.00865127j 0.000984601+0.00477717j 0.0234342+0.0148591j -0.0157765+0.0176865j 0.0186268+0.022339j 0.0108976-0.00627362j -0.00678185+0.000606106j 0.00648373-0.00237571j 0.00146201-0.0141694j -0.0168181-0.0335414j -0.0010443-0.0152967j 0.015225+0.00437466j -0.00687782-0.00563003j -0.0118053-0.00463206j -0.0165287-0.0514567j -0.00403905+0.00819382j -0.00487892-0.00631192j -0.00136635-0.002358j -0.00320966+0.00249473j -0.010188+0.00713088j -0.000889842+0.0217832j 0.0182617-0.00855088j 0.00196945-0.00777364j -0.025629-0.000657965j 0.00307163+0.00361805j -0.0347233+0.0177265j -0.0169849+0.0176713j -0.000481876+0.00835087j 0.00203143-0.0228611j -0.00503226-0.0200054j 0.0191083-0.00144944j 0.00375125-0.00648221j 0.00335245-0.0110762j 0.0090177+0.0199194j 0.00381061+0.0156875j -0.00618483+0.0167275j -0.0304327+0.0123682j 0.0210796+0.00760313j -0.00577629+0.00247163j -0.0232705+0.00784256j 0.0193063-0.0172757j 0.00751901-0.000800474j -0.0202914-0.00123334j -0.0112642+0.0166986j 0.0103896-0.0170784j -0.0160597+0.0165683j 0.0169357+0.0248837j -0.00864604+0.0175608j 0.0173758-8.05109e-05j 0.00365203-0.000869968j -0.00171909+0.0144505j 0.0184245+0.00468943j -0.00411645-0.00123169j 0.010431-0.00521479j 0.0074304-0.000378442j 0.00209613+0.00402295j 
0.00479209+0.00337152j 0.00368142-0.0011217j -0.0083538+0.0068273j 0.000664604-0.00157137j 0.0209957+0.00169882j 0.00597344-0.0217589j 0.00501189+0.00568172j 0.00111864-0.0155328j -0.00878016-0.00568039j -0.00639567-0.0102868j -0.00473598+0.0115518j -0.0297626-0.0218306j 0.00108138+0.0025221j 0.015603+0.0242466j -0.0127315-0.0172772j 0.0186618-0.00790781j -0.00176303-0.00940914j 0.00128991+0.0311541j 0.0151084-0.014613j 0.0116015+0.0150385j 0.00653348-0.0123162j 0.00593876-0.0182266j 0.00759712-0.00878333j 0.00268404-0.0167083j -0.0133035+0.00865018j 0.0125909+0.00453008j -0.00573625+0.0229989j 0.0102776-0.0382317j -0.0112445+0.0016616j -0.0160498+0.00192027j -0.00611625-0.0167263j -0.0359336-0.0040614j 0.0235449-0.00616215j -0.0231317-0.00573836j 0.0085879-0.00286189j 0.0156082-0.0107254j 0.0148902+0.00603046j -0.0165714+0.00314319j 0.00333069-0.0299535j -0.0147807+0.0253456j -0.00305232-0.00936046j 0.0148144-0.0159509j -0.0125993+0.0101994j -0.00994042+0.0125297j -0.00586699+0.00394694j 0.0197374-0.00364501j 0.0194871-0.014933j 0.00182194+0.00518969j -0.0191112-0.00730379j -0.018172+0.0331205j 0.0125182+0.0112169j -0.011884+0.0124108j 0.00694928+0.00830939j -0.00793954+0.0118018j -0.0283136+0.0176558j -0.00590012+0.00139587j 0.0022092-0.00222111j -0.00643433+0.00819641j -0.0176185+0.00318704j -0.00709059+0.0254559j 0.00378096+0.0033931j -0.0373537-0.00809714j -0.0180199+0.00579454j 0.00792571+0.0141071j 0.00603457-0.00376369j -0.00896915+0.0214917j -0.0267424+0.0155793j -0.0236154-0.00158747j 0.00295265-0.00163797j -0.00161724-0.0243162j 0.00786522+0.010016j -0.0250966-0.0200425j -0.0188259-0.00226756j -0.00427856+0.0024758j 0.000289442-0.0117825j -0.0245791-0.0178621j 0.000820917+0.0106525j -0.011482+0.015625j -0.0213475-0.0072842j 0.0152667-0.0106649j -0.0154296+0.00557244j -0.0045256-0.0195189j -0.000188733-0.0070635j -0.00995797+0.0164066j -0.0135304+0.00244684j 0.00539915+0.00782962j -0.00774912-0.0133319j -0.00659716-0.0125939j 0.0217543+0.0259357j 0.00209662+0.0248721j -0.0106492+0.0217605j -0.0119452-0.0135472j 0.00668502+0.0230011j 0.0205731-0.0226617j -0.0124081+0.0100622j 0.00789276+0.000314441j -0.0051557+0.00220543j -0.00133163-0.00147119j 
-0.000872944-0.00490702j -0.00314814+0.0030713j -0.00553325-0.00566251j 0.00259553+0.00693773j 0.02397-0.0126914j 0.00866616+0.0195503j -0.00908546-0.00552811j 0.00893916+0.0229916j -0.00767947-0.00222112j -0.0187816-0.0148062j -0.00915173+0.00184138j 0.0156518+0.0114665j 0.0181839+0.0343466j -0.00449456+0.00543357j -0.0335261+0.0277465j 0.0100893+0.0156195j 0.0177414-0.0290213j -0.0240264+0.0119239j 0.0171183-0.00208259j -0.0135978-0.0297885j 0.0328997-0.0104326j 0.0256766-0.0139269j -0.0207659-0.0165783j -0.0222094-0.00323828j 0.0123739+0.0132374j 0.0245081-0.00362183j -0.00563305-0.0156831j 0.00862016-0.010932j 0.00440097+0.00741797j -0.00243812-0.00547452j 0.0102264+0.00836685j -0.0103298+0.0250256j -0.00699756-0.00183644j 0.00988972-0.00186789j -0.0103768+0.00452795j 0.00381317-0.00632082j 0.024242-0.015001j -0.00126697+0.000413485j 0.00565495-0.00278356j -0.00106839+0.00617294j -0.0107074-0.00527056j 0.0143481-0.0261383j -0.00617583+0.0116304j -0.0214498+0.0286817j -0.0285776+0.00377825j 0.00409701-0.0107538j -0.0112451-0.0217736j -0.0273069-0.00473474j 0.00955185-0.00242694j -0.0120518-0.00972303j 0.00618965+0.000220526j -0.00704692+0.0433078j 0.00620572+0.0166181j -0.00485679+0.0124785j -0.00134624+0.0154329j -0.0124203+0.00953998j 0.0142191+0.00392777j -0.0196712-0.00659387j 0.0172145+0.00635696j -0.0013306+0.00523601j 0.0295297-0.0133203j 0.00429154+0.0117702j -0.0185412-0.0205165j -0.00802135-0.0252834j 0.00216479-0.00993032j -0.00619226-0.00550076j 0.00314974+0.00928407j 0.00846148-0.00195726j -0.00259632+0.0135521j -0.0148988-0.0076517j -0.021073-0.00483287j 0.0118356+0.00559869j -0.00610575+0.033543j 0.00572979-0.0121386j 0.0157745-0.00367522j 0.00418413-0.012314j -0.0147701+0.00960847j -0.013922-0.0248047j 0.0155722-0.00194867j -0.022785+0.00858403j 0.00081107+0.0123497j -0.00985008-0.000533224j 0.00831348+0.011363j 0.000862789-0.00211273j -0.00209429-0.0109799j -0.00838044+0.00766656j 0.000205548+0.0108659j -0.0205871-0.00395616j -0.0138643+0.0167458j 0.00646157+0.0210533j 0.0032546-0.00340933j 0.00570697-0.00314181j -0.0110529+0.00672521j -0.00190409-0.0223353j 0.00883608+0.00600516j -1.06854e-05+0.00172888j -0.00910265+0.0027726j -0.00414269-0.00793592j 
0.00272243-0.00377091j -0.00180344+0.0016202j -0.0013544+0.00677828j 0.00617961-0.0117144j 0.0125219-0.0143259j 0.00941644+0.000715781j 0.00255604+0.00891189j 0.00300204-0.018502j -0.014565+0.00505j -0.00387423-0.0133011j 0.00227833-0.00927308j -0.00586971+0.01675j 0.00528698+0.0121786j -0.00749647-0.00534497j -0.000961693+0.00678488j 0.00819087-0.014215j -0.00288356-0.0085678j -0.00207223+0.00734436j 0.00436983+0.00193138j -0.00557519+0.0130352j -0.00210481-0.00977418j 0.00695016-0.0094431j -0.00504994+0.00690258j 0.023387-0.00363387j 0.00904884+0.00407716j 0.0137734+0.0239064j 0.0230157-0.0143353j -0.00224035+0.0027586j 0.0157883-0.00967918j 0.00776285-0.00149165j -0.00544055-0.00821637j -0.00658465-0.00418672j -0.00181412-0.000376102j -0.0198433+0.00746579j 0.0156494+0.00211559j 0.00970204+0.0138803j 0.0299888-0.00992407j -0.00555164-0.0119006j 0.00390869-0.00527561j 0.00909161+0.0068263j 0.00881908-0.0200787j -0.000480559+0.0017641j -6.81632e-05+0.0307953j 0.0185165+0.00597158j -0.0167227+0.00835702j -0.0107055+0.00111373j 0.0109588-0.0147414j 0.00203933-0.00452683j 0.01716+0.0146232j -0.025389+0.000673472j 0.0218652+0.0189871j -0.0085201+0.00551606j 0.0132645-0.00996497j -0.0102291+0.00821684j -0.00252409+0.00318218j 0.00400284+0.000793069j 0.0106814+0.000806617j 0.0129188-0.00980379j -0.0139925+0.00229368j -0.00975576-0.000954041j 0.00820555-0.0102081j -0.015215-0.0113433j -0.0106793-0.00901633j 0.00772292-0.00754329j -0.000286143-0.00840026j 0.0052431-0.0165356j -0.0198553+0.00486479j 0.0101115-0.00379063j 0.0126254-0.0209305j -0.0144073+0.0222344j 0.0127501+0.00717023j -0.000315081-0.00199785j 0.0014581-0.00756453j 0.00159103+0.00134245j -0.0019567-0.0188123j 0.00372197-0.00641827j -0.00575778+0.00492257j 0.010653-0.00495172j 0.00756463-0.00788837j 0.00981094+0.000556313j -0.0118351+0.00162864j 0.000592075-0.00314953j 0.00968424+0.00058398j -0.0152923-0.00342355j 0.00851265-0.0171261j 0.0215706-0.00374278j -0.0148662+0.00917731j -0.00797671-0.00664364j -0.00631563+0.0177002j 0.0117098+0.0106761j -0.000710931+0.0136579j 0.00304837-0.00871706j 0.00904349+0.00716475j 0.00213082-0.00268132j 0.00578913+0.00547186j 0.00877208+0.00792173j -0.0019115-0.000590415j -0.00364152-0.00288577j 
