-0.0117698+0.00179j 0.0044712+0.0126375j 0.00451588+0.0132542j 0.0108694-0.00391184j -0.000181312-0.00193465j 0.0051254+0.00607358j 0.00566012-0.00725794j -0.00321565+4.21067e-05j -0.00177751-0.00227948j 0.00197496-0.00251369j -0.000454201-0.00599797j 0.000119432+0.00667762j -0.0053554+0.00675171j -0.00746841-0.000940655j 0.00522472-0.00618389j 0.00183548+0.0037406j -0.00207973-0.002066j 0.000293951-0.0026134j 0.00233241+0.00605088j -0.00256671-0.00390285j -0.00604977+0.00264252j -0.00215581-0.00608172j 0.0049568-0.00645294j 0.00578748-0.0052645j 0.00240743-0.0061348j -0.0079044-0.00168347j 0.0031283-0.00650923j -0.00144902-0.0012229j 0.0023752-0.00689656j -0.00178707+0.00631784j 0.00821961+0.0103134j -0.00354228+0.00827423j -0.0108034-0.00296017j 0.00133824-0.00668184j -0.00316923+0.000944473j -0.0110051+0.00537272j -0.000945393-0.0106249j -0.00457908+0.00694757j -0.00251102-0.00336414j 0.00348385-0.00243308j -0.000255082-0.00731973j 0.00924691-0.00913709j -0.00727013+0.00670362j -0.010187-0.00611401j -0.00303742-0.00275518j -0.0145591+0.00941407j -0.0153561-0.00472523j -0.00234591-0.00618079j -0.00950782-0.00987632j 0.000130363-0.00472411j 0.00426184-0.00856042j -0.0012694+0.00423756j -0.00220297-0.00386187j 0.0011172-0.00063341j -0.00201747-0.00136044j -0.00423648+0.00291342j 0.00329534-0.00532125j 0.00710678-0.00282368j 0.00464935+0.00405705j 0.0120222+0.00228858j 0.0117572+0.00442679j -0.000542237+0.00521772j -0.00246187-0.0104058j 0.00857428-0.00499108j 0.00228737-0.00551691j 0.0057992+0.0145149j -0.0131573+0.00133955j -0.0308001-0.0144273j 0.0147327-0.0323229j 
0.00233064-0.00158167j -0.0012281-0.000699442j 0.000627947+0.00354362j -0.00397547-6.35948e-05j 0.00153577-0.00107174j 0.013792-0.00403225j 0.000745648+0.00211815j 0.0100496-0.00204805j 0.00350373+0.000945357j -0.00528859+0.00474734j 0.0197514-0.0151552j -0.0135925+0.0184215j -0.010345+0.00644058j -0.00565691+0.0133599j -0.0217491+0.00998728j -0.00966082+0.00243157j -0.0150813+0.0256602j 0.00254105-0.00870236j 0.00377648-0.0137392j -0.00162443-0.00780388j 0.00199953-0.00493111j -0.00333595+0.0114433j 0.0080144-0.00713676j -0.0129065+0.000349177j 0.00035621-0.00249727j -0.0131016+0.00846212j 0.00173963-0.00122671j 0.00776422-0.00491478j -0.0103979+0.00288257j 0.0097609+0.00722604j 0.00775398+0.00424693j 0.0061842-0.00479864j 0.0116985-0.00220592j 0.000925186+0.00311868j 0.00522907-0.00947332j 0.000849944+0.00959892j -0.00306827+0.00480966j 0.00721306+8.47372e-05j 0.00337235+0.00425492j -0.00172289+0.0041085j 0.00907993-0.00300638j -0.00420565+0.00571411j -0.00116134+0.00549336j 0.0196449+0.00106372j 0.00752826-0.00337646j -0.00916134-0.00166693j -0.00485382-0.00176956j 0.00928454+0.000603955j 0.00178104-0.000462706j 0.00535118-0.00736956j -0.00061037+0.00496792j -0.00142972+0.000605545j -0.00738355+0.00207791j -0.000863219-0.00309343j 0.0051821+0.00124745j -0.00694556+0.00278881j -0.00520225-0.00176315j -0.00640563-0.00325121j -0.00192436+0.00042372j 0.000339829-0.000694743j 0.000153499+0.00125504j 0.00179485-0.000477525j 0.00387367-0.000820771j 0.00705506+0.0021171j -0.000518718+0.00121249j -0.00282228+0.000222107j 0.0025277+0.000282954j 0.000465992+0.00193701j -0.00220134-0.00210939j 
0.00337565+0.00101378j -0.0043849-0.00200081j -0.00153778-0.00235414j -0.00224502+0.00163103j 0.00144991+0.00242964j 0.0113165-0.0114713j 0.0116729-0.00729798j 0.0145303+0.00147589j -0.000164128-0.00364684j 0.00323557+0.00907584j -0.00128525+0.0100928j 0.00589352-0.0202508j 0.0142625+0.0211985j -0.000872002+0.00516087j 0.00878601+0.00137709j 0.0126616-0.00381292j 0.0160895+0.00283771j -0.00799938-0.0089216j -0.0135659+0.0126638j -0.0110157-0.00504611j -0.00509174+0.0133992j 0.000691947-0.00459562j -0.00789964-0.00580166j -0.00528859-0.00660747j 0.00321452+0.00826744j -0.0106039-0.00545757j 0.0174367-0.00783379j 0.000712411-0.0144278j -0.00517894-0.00524735j 0.00139554+0.0112093j 0.0196127-0.0102859j 0.00358881-0.00529135j 0.00382007+0.000911447j -0.00512532+0.00378496j -0.00247126+0.0130944j 0.00612954-0.00279442j 0.00770406+0.00273786j -0.0046358-0.00177103j 0.000178375+0.00426736j -0.00370131+0.00643705j -0.00624852+0.000859896j 0.00541831+0.00178296j 0.0027619+0.00113105j -0.00195448-0.00551742j -0.00435998-0.0134287j 0.00160077+0.0152136j -0.00641386+0.000385065j -0.00550636-0.00015705j 0.00912258-0.00381235j -0.00170194+0.00226578j 0.00503714+0.00305353j 0.00647123-0.00977261j -0.00510861+0.00778165j -0.00866217-0.00279717j -0.000171851+0.0062298j 0.00167423+0.001308j 0.00102558-0.0035304j -0.00187273-0.00218728j 0.00497294+0.00487297j -0.00746559+0.0088912j 4.14731e-05+0.00516395j -0.00184232+0.00164185j 0.00141877+0.00641009j 0.00622397+0.00523422j 0.000970096-0.00493773j -0.00171894+0.00101265j 0.00111842-0.00182824j 0.000963399+0.0035115j -0.000820288+0.00338041j 
-0.000497927+0.000537677j -0.00318796-0.00181566j 0.0104261-0.000640805j -0.0148901+0.0107684j -0.0103207-0.00682751j -0.0149538-0.00543845j 0.0043997-0.00926048j 0.0149069-0.0233777j 0.00217977+0.00981489j 0.0124974-0.00511243j -0.00222068+0.00231557j -0.017262+0.0112916j 0.00788951-0.0173073j -0.00465844+0.0100498j 0.00270868-0.00491983j 0.0123923-0.012453j 0.00526889-0.00768411j 0.0127099+0.000723699j 0.00623208-0.0041004j -0.00512801+0.00868825j 0.00255531-0.00889021j -0.00512152-0.0024417j 0.010916-0.00171728j 0.0119836-0.00385943j 0.0017972-0.00734396j 0.00486369-0.0089307j -0.00142041-0.00883239j 0.000592416+0.00345148j 0.0070484-0.00212742j 0.0114786-0.0105807j -0.00318799-0.00103726j -0.00753401+0.00175061j 0.000528837+0.00449522j -0.0110477+0.00786109j 0.00733309-0.0115935j 0.00154513+0.00101049j 0.00339218-0.00149796j -0.010255+0.00170446j -1.02205e-05-0.00849036j 0.00837025-0.00419445j -0.00160176+0.00492638j -0.00820531+0.00671376j 0.0054866+0.00222546j -0.00226176+0.00381585j 0.00331918+0.00367424j 0.00153258-5.9521e-05j -0.00309617-0.00289789j 0.00148805-0.00533541j -0.00582715-0.00194303j -0.00419053-0.00496642j -0.00783577+0.00192351j -0.00525769-0.00377968j 0.00814719+0.00268529j -0.00146991+0.00308839j -0.00144174-0.00103804j -0.00136911+0.00113343j -0.000557016-0.00122012j 0.00207971-0.00283085j -0.00447604+0.00233158j 0.00420521+0.000500403j -0.00203993-0.00526108j -0.00101738+0.00203752j -0.00240437-0.00381344j -0.000204131-0.000652382j -0.00396998-0.00248544j 0.00489745+0.00657653j 0.00044454-0.0011091j 0.000663777-0.000176178j 0.000658438+0.000967977j 
-0.00271294-0.000972918j 0.0021133-0.00160355j -0.00132617+0.00218891j 0.00464238+0.00369463j -0.00830855+0.00932979j 0.0102681-0.00856016j -0.00623506-0.00174768j -0.0019927-0.00521879j -0.013516+0.00686069j -0.00744864+0.000462748j -0.0162518+0.000142257j -0.0244453+0.0095294j 0.012615-0.00165662j 0.00195015-0.0013542j 0.00117576-0.00624221j 0.00219985-0.00854981j 0.0194827-0.00396466j -0.013581-0.00434927j -0.00561919-0.00243148j -0.00744707-0.00110337j 0.0132948-0.00674819j 0.000174229+9.69961e-05j 0.0115674-0.00298568j -0.00848767-0.00110048j 0.00363772-0.000515876j -0.00733955-0.0124018j 0.00565816-0.00794663j 0.000989514-0.000967031j -0.00222995-0.00187676j -0.0102793+0.00373896j 0.015016-0.00258958j 0.004677-0.00250369j 0.0115819+0.00333664j -0.00546515+0.00881474j -0.00401667-0.00457217j -0.00652812+0.0114217j -0.0032176-0.00127958j -0.0127749+0.000514963j -0.00617818+0.0032203j -0.00138463+0.00264288j -0.00291297+0.00133346j -0.00128087+0.0121412j 0.00634616+0.00142969j 0.00676022+0.00378704j 0.00895252-0.000298856j -0.00525124+0.00394827j -0.00983288+0.00236872j -0.00441052-0.00352235j 0.000602659-0.00806023j -0.00600131-0.00397914j -0.00284041-0.000720553j -0.00433575-0.00674486j -0.0027932+0.00865402j -0.00106699+0.00457557j -0.00468064+0.000413328j -0.00477027+0.00127727j -0.00130475-0.000780649j -0.00131695-0.00566459j 0.00195898+0.00397037j -0.00165396+0.00321051j 0.000146292-0.00390076j 0.00223042-0.00153567j -0.000664502+0.00174878j 0.00308467+0.00291683j -0.00254665-0.00400449j 0.00246165-7.4486e-05j -0.00153989+0.00233784j -0.00217207-0.000797328j -0.00219403+0.00258414j 
0.00384969-0.00102741j 0.00126719+0.00410936j -0.0082692-0.00613976j -0.00222495-0.00602105j 0.00548902+0.00684826j 0.0111194+0.00767255j 0.00917165+0.000887521j -0.0134828+0.0268943j -0.0150584+0.00235703j -0.00974475-0.00308335j -0.0194785+0.014231j 0.00651716+0.0165116j 0.00103125-0.00646991j 0.0124847-0.0142744j 0.0038402+0.00485479j 0.00145281-0.00369527j -0.00936973-0.00971072j -0.0129243+0.000670548j -0.00584112-0.0121428j 0.00505649-0.00330416j 0.00157685+0.00388694j 0.00205203-0.00121053j 0.00507575+0.00209857j -0.00899141+0.00544652j -0.000953348-0.0071181j -0.004225+0.000385332j 0.00735355+0.00609296j -0.00205695+0.00760322j 0.00548536-0.00193747j -0.0158231+0.000717495j 0.00289926+0.0046752j 0.000976372+0.000794811j 0.0114543-0.00448115j -0.00301065-0.0101148j -0.00158554+0.0031876j -0.00987656-0.000608749j -0.00515745-0.00290372j -0.00844524+0.00160454j -0.00800408-0.00344275j 0.00465816+0.00542095j -0.00194452-0.00418955j 0.00197816+0.00156323j -0.00461281-0.00234371j 0.00651645+0.000225356j 0.00719851-0.00184112j -0.00298969-0.0015221j -0.00575594+0.00303861j -0.00247775-0.00348447j -0.0016159+0.00218573j -0.00230421-0.00139931j -0.00354105+0.00051111j -0.00227159+0.00620242j -0.00218332-0.00434704j 0.00476953+0.00477984j -0.00415451-0.00563497j -0.00519582-0.00199424j -0.00228192+0.0027945j -0.00363516+0.00138397j 0.00307737-0.000119186j -0.00252993-0.00641896j -0.00464678-0.00870781j 0.00739444+0.0011442j -0.000657674-0.00225951j 0.00493029+0.00197445j -0.000467546-0.00196172j 0.00195404-0.00516915j -0.000999675+0.00545526j 0.00143892-0.000620669j 0.000609991-0.00114475j 
-0.00235951-0.00092573j 0.000696545-0.00102139j -0.00348255+0.00224173j -0.00206862-0.00441327j 0.00810338-0.00782302j 0.000640621-0.00296236j 0.0136473-0.009306j 0.010135+0.00420731j -0.00696187-0.00606171j 0.0181624-0.00183036j 0.00656822+0.0334522j -0.0153171-0.00368448j 0.0082169-0.0192801j -0.00289079-0.00494877j -0.0074026-0.00795366j 0.00700318-0.0207811j -0.0242818-0.0158822j 0.000775863+0.0022683j 0.00703725+0.00205257j -0.00316206+0.000826402j 0.00612972+0.00772307j -0.00488065-0.00531213j 0.00614996+0.00288699j -0.00657749-0.00435456j -0.000746721-0.00774822j 0.00410322+0.00048345j 0.00846099-0.00140762j 0.00212989-0.00163361j 0.00490171+0.000833655j 0.00533519-0.000279794j 0.00184733-0.00538107j 0.00066322-0.00160708j -0.00253034-0.000966789j -0.00102721+0.00160343j 0.00697461+0.00890388j 0.00216489-0.00781368j 0.00335377+0.000610641j -0.00858551-0.00723694j -0.00664468-0.0090816j -0.00515683-0.000267589j -0.00176424+0.00537613j -0.0129067-0.0110688j 0.00225641-0.000146673j -0.00408483-0.00662462j -0.00116709+0.00534078j -0.000866541+0.00870757j -0.00149347-0.00330346j 0.00476082-0.00234003j 0.00224263+0.00825919j -0.00191429-0.000754115j -0.00629143-0.00384053j -0.00852266-0.00823847j 0.00451042+0.00102219j 0.000492658+0.00696035j 0.0100546+0.00787063j -0.00692723-0.00215518j -0.000153028-0.000785553j 0.00118137+0.00360861j -0.0033576-0.006612j 0.00310033+0.00439019j 0.00274533-0.00270847j -0.00364919-0.00120191j 0.00109732-0.00244841j 0.00245519+0.00215894j 0.00130827+0.000423275j -0.0025298-7.01552e-06j 0.000764636+0.0031315j 0.000738195-0.00240668j 0.00046048+0.000431316j 
-0.00545192-0.00470654j -0.000433703-0.00312662j 0.00641473+0.00601767j -0.0118056+0.00130968j 0.000476909-0.0136823j 0.00100965-0.0035719j -0.00653182+0.00711636j -0.0205267+0.016323j 0.0124289-0.0212488j 0.00405196+0.0239068j -0.00555774-0.00732009j 0.00231267-0.0301416j -0.00804624-0.00120029j 0.0178698-0.00910828j -0.013442-0.0203045j -0.00536544+0.00117031j -0.00279322-0.00697301j 0.00434491+0.00554444j 0.00356316+0.0161556j -0.0035953-0.0101192j -0.00564801+0.00616041j 0.00814614-0.00106939j 0.000815565+0.0112068j 0.00628729+0.00194165j 0.000320362+0.00260413j 0.00156056+0.00738417j -0.0166353-0.00713306j -0.00684908+0.00675159j 0.000654103+0.00171915j -0.00484959+0.0146627j -0.0083144-0.0011851j -0.00250958+2.51974e-05j -0.00178005-0.00700954j 0.00767408+0.00428831j -0.000944486+0.00275514j -0.00786643+0.0109796j 0.000854257+0.00740321j 0.00588252-0.0083324j 0.00267482-0.00340511j 0.00227033-0.00250527j 0.00311432+0.00314583j 0.00240177-0.00622485j -0.00608559+0.00857971j 0.00387322+0.00793284j -0.00114594-0.00132606j -0.00490951-0.000155195j -0.00508158-0.00649973j 0.00273928+0.00483889j -0.00944521-0.00487672j -0.00530577-0.00273682j 0.00276659-0.00294571j 0.000808557-0.00679636j -0.000519499+0.00128462j -0.00208476+0.000699115j -0.00299013+0.00413178j -0.0018235-0.0029699j -0.000965011-0.00275551j -0.00334991-0.000486066j 0.00268636-0.000845844j -0.000869106+0.00255291j -0.00156479-0.000353076j 0.00455422-0.00271676j -0.000890376-0.00397495j 8.8082e-05+0.00216676j -0.0019987-0.00301722j 0.00273849+0.00260526j -0.0024669+6.78642e-05j -0.00125924-0.000836006j -0.00181826+0.00417739j 
0.00388302+0.00447459j -0.00510877+0.00181153j 0.00346444-0.0115647j 0.0158478+0.00440188j -0.00254419+0.0156124j -0.00759857-0.00488155j -0.0168701+0.00501221j -0.0131949-0.00788103j -0.000181094+0.00536609j -0.0291344-0.00753977j 0.00499191-0.00307206j -0.0151907-0.0183911j 0.00341314+0.0110737j -0.00986237-0.010499j -0.000575665+0.00113662j -0.0163392-0.0028002j -0.011057-0.0143929j 0.00323921-0.00120953j 0.00898606+0.00399522j 0.0147457+0.00436874j -0.00339159+0.00864078j -0.00160294-0.00351363j -0.00294174+0.00650436j -0.0103926-0.0104443j -0.000421008+0.00103844j -0.0174908+0.0036031j -0.0207706+0.00777376j -0.0110079-4.13379e-05j -0.00798135+0.00311401j -0.00128148-0.0047334j -0.00993983+0.00623476j 0.00375381+0.00303736j -0.000445253+0.00560807j 0.0132582-0.0075604j 0.00681288-0.00144151j -0.00119787-0.00786063j 0.00139328-0.0111687j -0.00157693-0.00434405j 0.00176127-0.00873523j 0.000859468-0.00422844j 0.00719228+0.00766618j -0.00249263-0.00252832j -0.00145028+0.0074657j 0.00619913-0.0031695j -0.00120495-0.0026366j -0.000185154-0.000683355j -0.00109192+0.00208837j 0.00998496+0.00369309j -0.009422+0.000482295j -0.000585816+0.00209997j 0.00190967-0.00714367j -0.00308671-0.0104694j 0.00134857+0.0038427j 0.00124273+0.0037624j 0.00234479+0.00165787j -6.79646e-05-0.00827874j -0.00323359-0.00429558j -0.00575567-0.00491024j 0.00189176-0.00659828j 0.0012411+0.00184342j 0.00195137-0.000769998j -0.00147072+0.0019535j 0.000815864+0.000151094j -0.000276785+0.00471836j 0.00218651+0.000760803j 7.85524e-05-0.000870568j -0.00352523-0.000798809j 0.00147117+0.00222112j 0.00143485-0.000285756j 
0.00463524-0.00277801j 0.00249081+0.00586405j -0.00482528+0.00149525j -0.00642748-0.00491068j 0.00492158+0.00135362j -0.0011021+0.00689024j 0.00400993-0.00181687j -0.00257545-0.00312406j -0.0179595-0.0139291j 0.007154-0.0116668j -0.00434732-0.0192414j 0.00354648+0.00467659j 0.00836374+0.00257495j 0.0123063+0.0229992j 0.00536586+0.00718587j 0.00771692+0.0147234j -0.00106409-0.0171878j 0.00381067-0.00863634j -0.00546485-0.00625674j -0.00385756+0.00157999j 0.0128094+0.0141587j -5.09466e-05+0.00731079j -0.000314566+0.00509035j 0.00795829-4.17249e-05j 0.00554565-0.000316626j -0.0012357+0.0120324j 0.00419715-0.00453411j -0.00253666-0.003773j 0.0016806+0.00665874j 0.00669998-0.00704673j 0.0037582-0.0138276j 0.00467766-0.000413596j -0.0026931-0.00781076j 0.0101723+0.00333236j 0.00614451+0.0126933j 0.00767968-0.00722257j 0.0058451-0.00546765j 0.00318422-0.0139876j 0.015653+0.00747248j 0.00187167+0.00601427j 0.00467781+0.00351407j -0.00280756+0.00508342j 0.00544328-0.000545218j 0.00139573+0.0101601j 0.000320656+0.000674872j 0.00111933-0.00643676j 0.0021902-0.000750034j 0.00108849+0.00205327j -0.0113831-0.00712716j 0.00315406-0.00621663j -0.00490324-0.00287196j -0.00208955-0.00559945j 0.0060502+0.00546994j -0.00351916-0.00388725j -0.00354527+4.37615e-05j 0.00243865-0.00224464j -0.00190278-0.00352011j -0.00194762-0.002662j -0.00421481-0.00378915j 0.00361731+0.00460763j 5.72273e-05-0.00165182j -0.00136637+0.00717334j 0.00140519-0.00132359j 1.08745e-05-0.00275766j -0.000849746-0.0064408j -0.000633276+0.00926953j -0.00156542+5.97092e-05j 0.00172474-0.000242557j -0.00167617-0.00395945j 
0.00209307-0.00252518j 0.00670684-0.00327214j -0.00420364+0.00679961j 0.00143274-0.0111292j -0.0100287+0.0110766j 0.00252606+0.00422836j -0.0127957+0.0100839j -0.00680811+0.0079967j -0.00642117-0.00540582j -0.00205834+0.00276619j 0.007547-0.00882212j -0.00286837-0.0059453j -0.00638868+0.00605643j 0.00327729+0.00875063j 0.00124579-0.00516014j -0.00462478+0.00552011j -0.00504899-0.00539511j -0.00400975+0.00340876j -0.000517399+0.00290325j 0.00327891-0.00632332j 0.00874811-0.00128049j 0.000141231-0.000893999j -0.00446621+0.00404243j -0.0045499+0.00205567j 0.00471938+0.000586645j -0.00399844+0.00442349j -0.00238883+0.00294747j -0.00344415-0.00250897j -0.00453451+0.00710508j -0.0101846+0.00457364j -0.000408583-0.00157208j 0.00174802-0.0055962j 0.00231607-0.00171125j 0.00186848+0.00161076j 0.00646918+0.00403646j -0.00710085+0.00601043j 0.0026024+0.00527198j 0.000494923-0.00809093j -0.00126963+0.000137646j -0.00228991-0.00124499j -0.000610708+0.000649451j -0.00163878-0.00528056j -0.000120889+0.0015264j 0.00258919-0.00254191j 0.00105651-0.00262372j -0.00144045-0.000224488j -0.00626124-0.00248204j 0.000797453+0.0015973j 0.00174741-0.00114746j -0.00123995-0.0078581j 0.0042702-0.00412381j 0.00113899-0.00280417j -0.00397924+0.00312908j -0.00287469-0.000482909j -0.000718147+0.00154974j -0.00114815-0.00146876j -0.00166956-0.00212875j -0.00346175-0.00275621j 0.000691631+0.000188176j -0.00214177+0.00150779j -0.000307176+0.00167881j 0.00166903-0.000442933j 0.00275628+0.00120766j 0.00250759+0.00194775j -0.0010336-0.000693937j -0.00141401+0.000288635j -6.17033e-06+0.00143096j -0.000229233-0.000110051j -0.00265991+0.000494494j 
0.00015571+0.00433531j -0.00326955+0.0040459j 0.00736206-0.00170743j -0.0037827+0.000745869j 0.00207825-0.0178322j -0.000547351-0.0118222j 0.0110037+0.00417651j 0.0202294+0.0191479j -0.00743799+0.000896424j 0.00470757+0.0129179j -0.0178296-0.0160782j -0.0151764-0.00769798j 0.0103694+0.00834916j 0.0107663-0.0222891j 0.000731344+0.0212795j 0.0115594+0.00604758j -0.00102827+0.0148739j -0.0022055+0.0014748j 0.00415766+0.00230208j -0.00834348+0.00522751j 0.00412027+0.00296773j 0.00467724-0.000714264j 0.00560986+0.00972128j 0.000274744+0.00926158j -0.00606196+0.00271619j 0.0103752+0.000617599j -0.00490126-0.00662015j -0.00261435+0.00701653j 0.0083335-0.00721715j 0.0105152+0.00866183j -0.00875683-0.00534195j -0.00277921-0.000872789j -0.00525003+0.0010437j 0.00373818-0.0132011j 0.0150635+0.00790645j 0.00150575-0.00978646j 0.00451133-0.000795482j -0.00868241+0.00526615j 0.0138905+0.00391211j 0.00441952+0.0145729j 0.0046619-0.00408354j -0.0082535-0.00560084j -0.011466-0.00374019j -0.00873372+0.00504617j -0.00212301-0.00291341j 0.00113661-0.0047531j 0.00587964-0.00358512j 0.000874954+0.00846327j -0.0123552-0.00867983j -0.00473188+0.00773524j -0.0179899-0.00118601j -0.00531057-0.00351079j 0.00828564+0.00295442j -0.0020598-0.000420248j 0.000989426+0.00146054j -0.00432778-0.00186224j 0.00170393+0.000480206j 0.0040222+0.0020197j -0.00312907-0.00768075j 0.00398069-9.28971e-06j 0.00299169-0.00584869j -0.00418109+0.000954818j -0.00273633-0.00612292j 0.000580291+0.000300778j 0.00093392+0.000808187j 0.00164268+0.00126855j -0.00267098+0.000978112j 0.00114304+0.00118569j -0.000147612+0.000755172j 
-0.00832019+0.0022994j 0.000186916+0.00206234j -0.013869+0.010528j 0.00281831-0.00520612j -0.000764435+0.00493819j 0.00255781+0.00511275j -0.00393537+0.027137j -0.0085149+0.00376556j -0.00796703-0.00789617j 0.00783379+0.0086551j 0.00883605-0.02248j -0.0102458+0.00583886j 0.00102217-0.000136015j -0.00689531+0.0127557j 0.00647894+0.000527422j -0.0137684+0.0178001j 0.00959806+0.0117844j -0.0144873+0.0094393j 0.0102206+0.00558286j 0.00849318+0.00056231j 0.0119412-0.0160728j -0.00114023-0.00116809j -0.0103565+0.00922376j -0.0142222+0.0101843j -0.000890336+0.00221762j 0.00614484+0.00424461j -0.00247797+0.00638952j -0.00363652-0.00505965j 0.000359307+0.0115945j -0.00476542+0.00433707j -0.00158599-0.00527258j -0.00499648-0.00772169j -8.15877e-05-0.000955016j -0.00700071-0.00162822j 0.00432228+0.00563827j -0.00633964+0.00343768j -0.00424711+0.0027234j -0.00156413-0.00553506j -0.00726334+0.0119077j -0.00370567+0.00829625j 0.000606521+0.00809403j -0.00602509-0.00794156j -0.00666314+0.00149249j -0.0104655+0.00113195j -0.00788598+0.0012936j 0.0100355+0.00303715j 0.00496364-0.00388584j -0.0014275+0.00316617j 0.00973796-0.00510229j 0.00929572+0.00516271j 0.00357206-0.00138291j -0.00370186-0.00361446j -0.00477623-0.00294801j 0.00590212+0.000143045j 0.00309433+0.0025177j -0.00330079-0.00293535j 0.00091736-0.000588584j 0.00928153+0.00163062j 0.00105981-0.00644964j 0.00164943-0.000144468j -0.00290737+0.000101677j 0.00572001+0.00288593j -0.00620871-0.0017834j 0.00110197-0.00331336j -0.000120569+0.00225784j 0.000793692+0.00281389j 0.00451005+0.00181718j 0.000137809-0.00268685j 0.00597865+0.0034146j 
0.0011617-0.00462009j 0.000834296+0.000173608j -0.000977242+0.00135409j 0.00175122-0.00348409j -0.00152665+0.000797506j 0.000798163-0.0291647j -0.00667335+0.00785301j 0.0133776-0.00322351j -0.000123495+0.0121186j 0.00254353+0.011294j 0.000873906+0.0099554j 0.00596698+0.0149478j -0.00192018-0.00344123j -0.00853745+0.000389131j -0.00314596+0.00636365j -0.00391314-0.00528584j 0.00328855-0.0190727j -0.00148232+0.0129953j 0.00441215-0.00103723j -0.00250063+0.012035j -0.0013882-0.00992673j 0.00173228-0.00269512j -0.00345994-0.00741731j 0.000495524+0.00512232j 0.00307277+0.000222848j -0.0122229-0.00173746j -0.0094133-0.00860789j 0.00304308-0.00422642j -0.0185657+0.00132406j 0.0125153+0.00913759j 0.00322004-0.0104218j 0.00635362-0.00694258j 0.00246555-0.00389239j 0.00418059-0.00543032j 0.00202525+0.00222854j -0.00724202+0.00811193j 0.00339164+0.00638988j 0.0124226-0.0028581j 0.00943529-0.015215j 0.0144236+0.00757767j -0.00537171-0.00528688j 0.00138462+0.00188747j -0.0110561+0.00955731j 0.00817662+0.00385049j -0.00460237+0.000626182j 0.00421962+0.00821982j 0.00133442-0.00498141j 0.00678238-0.000626078j -0.0167359+0.00673824j 0.0073271-0.00201735j 0.00731365+0.0114833j -0.000819164-0.00199421j 3.69189e-05+0.00136616j 0.00456137+0.000760175j 0.00387326+0.00914609j -0.00293732+0.0101566j 0.00160184+0.00065396j 0.0035731-0.00327694j 0.000953771+0.00199013j 0.00225636-0.000370363j -0.00127051-0.00360238j 0.000815735-0.00318157j -0.00543893+0.00571611j -0.000675455+0.00146537j 0.00271297-0.00255653j -0.000567977-0.00238808j -0.000835486+2.67444e-05j 0.00132108-0.00194924j -0.00157528+0.00324763j 
-0.00438983+0.0005979j -0.00760898+0.00526626j 0.0033921+0.0112318j 0.00166879+0.0100417j 0.0101647-0.00791558j 0.0023332-0.0205192j 0.00472715-0.017691j -0.00514345-0.0238038j 0.0115777-0.00272459j 0.00420479-0.0169394j 0.000650492-0.00309239j 0.0103108-0.00642248j -0.0037293-0.00499176j 0.0230099-0.0109611j 0.00231016+0.00252426j -0.00298969-0.0275171j -0.00311005-0.0051461j -0.0141924+0.00315734j -0.00590515+0.000434215j 0.00911146+0.00632258j -0.0103332-0.00288118j 0.00802919+0.0060623j -0.00876416-0.000718361j -0.0204057+0.00265429j -0.0109397+2.86601e-05j -0.00417824-0.00342833j 0.000154195-0.0153707j -0.00837036-0.0102043j 0.00409245+0.00353753j -0.00154884-0.00913539j -0.00317062-0.0109627j -0.00976781-0.00400169j 0.0100622+0.00292264j -0.00239535+0.00908274j 0.0119704-0.000273499j 0.00703213-0.00368207j 0.00982099-0.000140456j -0.00653321-0.00712994j 0.00382756-0.00315731j 0.0062383-0.00348484j -0.0012175+0.00180748j -0.00919211+0.0035543j -0.0111463+0.0120498j -0.00279745+0.000139834j 0.00308891+0.00565384j 0.00769874-0.00418374j -0.0057909-0.00280744j 0.000489999-0.000599598j 0.00351067+0.000362081j -0.00163764-0.00481022j 0.0066575+0.00750091j 0.00306582-0.00360158j 0.00446642-0.000875102j -0.00175836+1.20667e-05j 0.00277055-0.00582376j 0.00535253+0.00060209j 0.000580675+0.000237031j -0.00163548-0.00796983j 0.000628719-0.000534322j -0.00128775-0.00444264j -0.00200675+0.000754055j 0.00026798+0.00284133j -0.00170667+0.0055455j 0.00126716-0.00469587j 0.0014056-0.000985772j -0.00117513+0.00617386j -0.000277309-0.00128926j 0.00111581+0.00175688j 0.00347012-0.000602588j 
