-0.101742-0j -0.0147908-0j 0.704821-0j 0.712125-0j -0.00106409-0j -0.00107511-0j -0.00489939-0j 0.0828034-0j -0.00606269-0j -0.00353657-0j -7.21749e-05-0j 0.102464-0j 0.0597707-0j -8.93119e-05-0j -5.20986e-05-0j -0.00366302-0j -0.00427352-0j -0.000610503-0j -0.00261699-0j 0.0718588-0j -0.00373933-0j 0.0072959-0j -0.000712254-0j -0.0015424-0j -4.49678e-06-0j -0.000436165-0j 0.0838353-0j 0.0513384-0j -0.000623222-0j 0.00851189-0j 0.0733559-0j 0.00521245-0j -5.24625e-06-0j -0.000257066-0j 0.0074479-0j -3.21266e-06-0j 0.0302578-0j -4.59046e-06-0j 0.0030721-0j -1.89347e-06-0j -0.00292122-0j -0.00329987-0j -0.000471411-0j -0.00269434-0j 0.0367989-0j -0.00272226-0j -5.55563e-05-0j -0.000532515-0j -0.00235754-0j 0.00924783-0j -0.00194487-0j 0.000542099-0j -0.000434797-0j 0.0415688-0j -0.000621397-0j -2.58807e-07-0j -0.000439302-0j -6.27575e-05-0j 0.0339408-0j -0.000380447-0j 0.0104465-0j -5.12413e-05-0j 0.0342925-0j -0.000313853-0j 0.000612366-0j 0.00852956-0j 0.0296982-0j -5.17723e-05-0j -0.000100277-0j -2.92354e-07-0j 0.0244997-0j 0.000499995-0j 0.00861796-0j -4.48361e-05-0j 0.00746337-0j 0.000505176-0j -2.38706e-07-0j -3.69879e-05-0j 0.00782778-0j 0.000437495-0j 0.00615697-0j -1.18178e-05-0j -2.4118e-07-0j 0.000360915-0j 0.00196718-0j -2.08868e-07-0j -1.72307e-07-0j 0.000115314-0j -5.5053e-08-0j 
0.0299147-0j -0.00419818-0j -0.00210591-0j -0.00218876-0j -0.000303962-0j -0.000315921-0j 0.00144054-0j 0.000254655-0j 0.00167183-0j 0.000933616-0j 2.12212e-05-0j 0.00029554-0j 0.000165042-0j 2.46283e-05-0j 1.37535e-05-0j 0.00107702-0j -0.00121298-0j 0.000179503-0j -0.00226457-0j 0.000109923-0j 0.00106752-0j 2.24379e-05-0j -0.000202164-0j 0.00214343-0j 1.32217e-06-0j -0.000377428-0j -0.000123799-0j -0.000231127-0j 0.000177919-0j -2.52705e-05-0j 0.000108953-0j -4.71785e-05-0j -1.48908e-06-0j 0.000357239-0j 2.22399e-05-0j -2.78002e-06-0j 0.000218763-0j 1.3105e-06-0j 4.46548e-05-0j 2.63131e-06-0j 0.000858913-0j -0.000936625-0j 0.000138606-0j -0.00076965-0j 0.000113172-0j -0.000799931-0j 1.63349e-05-0j -0.000151147-0j 0.00196937-0j 1.41465e-05-0j -0.00049881-0j 1.66718e-06-0j -0.000124202-0j -0.000123411-0j 0.0019159-0j 7.60958e-08-0j -0.000129088-0j -1.78129e-05-0j -0.00010141-0j 0.000317806-0j -1.54264e-05-0j -1.46373e-05-0j -0.0001054-0j -8.04951e-05-0j -1.81802e-06-0j -1.26763e-05-0j 0.000259488-0j -1.52132e-05-0j 0.000309177-0j -8.29808e-08-0j -6.57239e-05-0j -1.49391e-06-0j -1.3175e-05-0j 3.74538e-05-0j 3.24359e-05-0j -1.55269e-06-0j -6.81875e-08-0j -9.48643e-06-0j 0.000252442-0j 3.82261e-06-0j -8.21549e-06-0j 3.64368e-05-0j -7.08703e-08-0j -9.68205e-07-0j 3.15552e-05-0j 1.74478e-07-0j -4.41923e-08-0j 3.71882e-06-0j 1.6974e-07-0j 
-0.0123392-0j 0.00525714-0j -0.000894096-0j -0.00426964-0j -0.000129052-0j -0.000616269-0j -0.000594194-0j -0.00010504-0j 0.00215488-0j -0.000513506-0j -8.75331e-06-0j 0.000380932-0j -9.07758e-05-0j 3.17443e-05-0j -7.56465e-06-0j -0.000444248-0j 0.00151895-0j -7.40413e-05-0j -0.000317386-0j -4.53408e-05-0j -0.00214343-0j -9.25516e-06-0j 0.000253158-0j 0.00260253-0j -5.45366e-07-0j -5.28977e-05-0j 0.000155027-0j -3.23931e-05-0j -0.000357239-0j 3.16447e-05-0j -0.000218763-0j -6.61221e-06-0j 1.86468e-06-0j 0.000433754-0j -4.46548e-05-0j -3.89628e-07-0j 0.000265619-0j -2.63131e-06-0j 5.42193e-05-0j 3.1949e-06-0j -0.000354283-0j 0.00117288-0j -5.71722e-05-0j -0.000326767-0j -4.66809e-05-0j -0.00156043-0j -6.73781e-06-0j 0.000189273-0j 0.000837947-0j -5.83512e-06-0j -0.000282393-0j -6.87675e-07-0j -5.27317e-05-0j 0.000154541-0j 0.00140315-0j -3.13879e-08-0j -0.000251813-0j 2.2306e-05-0j -4.30553e-05-0j 0.000135223-0j 1.93176e-05-0j -6.21449e-06-0j -0.000205605-0j -4.5571e-05-0j 2.2766e-06-0j -5.38191e-06-0j 0.000110409-0j -2.96765e-05-0j 0.000226432-0j 1.03912e-07-0j -3.72086e-05-0j -6.34264e-07-0j -2.57006e-05-0j 1.59362e-05-0j 1.38012e-05-0j -3.02884e-06-0j -2.89501e-08-0j -5.3706e-06-0j 0.000184881-0j 1.62648e-06-0j -4.65107e-06-0j 2.66853e-05-0j -1.38247e-07-0j -5.48134e-07-0j 2.31102e-05-0j 7.42384e-08-0j -2.50188e-08-0j 2.72356e-06-0j 1.24313e-07-0j 
-0.00366302-0j -0.000532515-0j 0.0253757-0j 0.0256387-0j -3.83104e-05-0j -3.87074e-05-0j -0.000176393-0j 0.00298118-0j -0.000218275-0j -0.000127327-0j -2.59852e-06-0j 0.00368902-0j 0.00215193-0j -3.2155e-06-0j -1.87571e-06-0j -0.0757094-0j 0.0297608-0j 6.52348e-05-0j 0.0182247-0j -0.00767841-0j 0.0260407-0j -0.000779597-0j -2.56433e-05-0j 0.0107412-0j 4.805e-07-0j -1.57033e-05-0j 0.00301833-0j 0.00184834-0j -2.24379e-05-0j 0.000306454-0j 0.00264104-0j 0.000187664-0j -1.88881e-07-0j -9.25516e-06-0j 0.000268147-0j -1.15665e-07-0j 0.00108937-0j -1.65271e-07-0j 0.000110605-0j -6.81707e-08-0j -0.000105173-0j 0.000352605-0j 0.0032829-0j -9.70043e-05-0j 0.00132487-0j -9.80096e-05-0j -2.0002e-06-0j -0.0110063-0j -8.48788e-05-0j 0.00033295-0j -7.00214e-05-0j 1.95172e-05-0j 0.00302792-0j -0.00444179-0j -2.23722e-05-0j -9.31786e-09-0j 0.0030593-0j 6.70589e-06-0j 0.00122197-0j 0.00264943-0j -0.00111626-0j -1.84484e-06-0j 0.00123463-0j 0.00218567-0j -6.54338e-05-0j 0.00030709-0j 0.00106922-0j -1.86396e-06-0j 0.000698332-0j 3.12392e-08-0j 0.000882065-0j 1.80013e-05-0j 0.000310273-0j -1.61424e-06-0j 0.000268704-0j 1.81879e-05-0j -8.59415e-09-0j -1.33168e-06-0j 0.000281824-0j 1.57512e-05-0j 0.00022167-0j -4.25477e-07-0j -8.68321e-09-0j 1.2994e-05-0j 7.08245e-05-0j -7.51988e-09-0j -6.20359e-09-0j 4.15166e-06-0j -1.98208e-09-0j 
0.00540563-0j -0.000641984-0j 0.000391692-0j -0.000382037-0j -0.00538798-0j 0.00525518-0j -0.000511924-0j 0.00426699-0j 5.58092e-06-0j -0.000366035-0j 0.00108183-0j -4.65181e-05-0j 0.00305097-0j -1.1794e-05-0j 0.000773528-0j 0.000194619-0j -7.73648e-06-0j -0.00152942-0j 0.000139043-0j 1.98632e-05-0j -0.000191789-0j -0.000386408-0j 6.07972e-05-0j -0.000240167-0j -4.57776e-05-0j -0.00109267-0j -7.89601e-07-0j 1.4191e-05-0j 0.00150718-0j 1.53605e-05-0j -1.95744e-05-0j -0.000276063-0j 1.81975e-06-0j 0.00188735-0j 0.00038079-0j -3.27051e-05-0j -2.45119e-05-0j 4.5112e-05-0j 0.000476841-0j 5.64911e-05-0j -0.0376842-0j -0.000737541-0j -0.00118096-0j 0.0683538-0j 2.04503e-05-0j -0.066669-0j -0.000281308-0j -2.31134e-05-0j -0.000526925-0j -0.000120532-0j 0.0488742-0j -4.32169e-05-0j 0.0021421-0j 4.00246e-07-0j 0.03137-0j -3.29679e-06-0j -0.0020893-0j -5.50565e-06-0j -3.7094e-05-0j -1.6513e-05-0j -2.359e-06-0j 0.000510252-0j 3.61797e-05-0j 0.00153164-0j -8.45825e-07-0j 0.000218627-0j 2.85949e-07-0j -0.000497676-0j 0.000983086-0j -6.45235e-08-0j -2.65229e-05-0j 7.83894e-05-0j -0.000213239-0j -3.93342e-06-0j -1.68535e-06-0j -7.64572e-05-0j 5.97991e-06-0j 0.00036484-0j -1.70237e-05-0j -6.04286e-07-0j 0.000156323-0j 0.000234173-0j -5.83252e-06-0j 5.60498e-05-0j 0.000100336-0j -4.60978e-08-0j 4.27574e-06-0j 3.59756e-05-0j 2.74439e-06-0j 
-0.00244201-0j -0.00035501-0j -0.000176948-0j -0.000178782-0j -2.55403e-05-0j -2.58049e-05-0j 0.0340706-0j -2.07881e-05-0j 0.0421602-0j 0.0245935-0j -1.73234e-06-0j -2.5724e-05-0j -1.50057e-05-0j -2.14367e-06-0j -1.25047e-06-0j 0.000260939-0j -0.000102573-0j -0.0126002-0j -6.2813e-05-0j 2.6632e-05-0j -8.97516e-05-0j 5.43623e-06-0j 0.00495304-0j -3.70206e-05-0j 3.20333e-07-0j 0.00303311-0j -1.04688e-05-0j -6.41083e-06-0j 0.00433391-0j -2.13694e-06-0j -9.16023e-06-0j -1.3086e-06-0j -1.25921e-07-0j 0.00178765-0j -1.86983e-06-0j -7.71103e-08-0j -3.7784e-06-0j -1.1018e-07-0j -7.71263e-07-0j -4.54471e-08-0j -7.01153e-05-0j 0.00023507-0j -1.13148e-05-0j -6.46695e-05-0j 0.00267665-0j -6.53397e-05-0j 0.000386341-0j 3.79343e-05-0j -5.65858e-05-0j -1.15481e-06-0j -4.66809e-05-0j -1.36096e-07-0j -1.0436e-05-0j -0.00897378-0j -1.49148e-05-0j -6.21191e-09-0j -1.05442e-05-0j -0.00129525-0j 0.00246875-0j -9.1315e-06-0j 3.87165e-06-0j 0.000356334-0j 0.00249434-0j -7.5331e-06-0j 4.56278e-07-0j -1.06512e-06-0j 0.00216016-0j 0.000360027-0j -2.40686e-06-0j 2.08262e-08-0j 0.00178204-0j -1.25526e-07-0j -1.07616e-06-0j 0.000311792-0j -9.3198e-07-0j -1.26826e-07-0j -5.72943e-09-0j 0.000257215-0j 0.000569371-0j -1.09835e-07-0j -7.68844e-07-0j 8.21816e-05-0j -5.78881e-09-0j -9.06092e-08-0j -2.45649e-07-0j -5.01325e-09-0j -4.13572e-09-0j -2.89501e-08-0j -1.32138e-09-0j 
0.000528711-0j -0.0073251-0j 3.83104e-05-0j 3.87074e-05-0j 0.0245816-0j 0.0248364-0j 2.54602e-05-0j -0.000428932-0j 3.15053e-05-0j 1.83781e-05-0j 0.00510958-0j -0.000530776-0j -0.000309619-0j 0.00632278-0j 0.00368829-0j 0.0109277-0j -0.0042956-0j 0.000897348-0j -0.00263051-0j -5.76599e-06-0j -0.00375865-0j -0.00523219-0j -0.000352741-0j -0.00155036-0j -0.00190294-0j -0.000216009-0j 2.26657e-06-0j 1.38799e-06-0j -0.000308648-0j 0.00205673-0j 1.98325e-06-0j 0.00125949-0j 0.000748033-0j -0.000127311-0j 0.00179964-0j 0.000458075-0j 8.18048e-07-0j 0.000654529-0j 0.000742315-0j 0.000269979-0j 1.51804e-05-0j -5.08942e-05-0j 0.0451585-0j 1.40014e-05-0j 2.0002e-06-0j 1.41465e-05-0j 0.00128341-0j -0.151399-0j 1.22512e-05-0j -2.38278e-05-0j 1.01067e-05-0j 0.000401417-0j 0.0416511-0j -6.70589e-06-0j 3.22915e-06-0j 6.17182e-05-0j 0.0420827-0j -0.0043028-0j 1.84484e-06-0j 0.0364447-0j 7.98857e-05-0j 0.00118373-0j 1.86396e-06-0j 0.0300653-0j -0.0013458-0j -2.19772e-05-0j 1.61424e-06-0j 0.001196-0j 0.00960602-0j -0.000206917-0j 1.33168e-06-0j 0.00037024-0j -2.22049e-05-0j 0.00103577-0j -1.923e-05-0j 0.000374076-0j 5.69246e-05-0j 0.000854463-0j 4.25477e-07-0j 0.00032396-0j -1.5864e-05-0j 0.000273005-0j 5.75145e-05-0j 0.000267253-0j -5.06861e-06-0j 4.9809e-05-0j 4.10903e-05-0j 8.53887e-05-0j 1.31286e-05-0j 
0.00331026-0j -0.0226906-0j -0.000705927-0j 0.000242347-0j 0.00971049-0j -0.00333364-0j 0.000159406-0j -0.00132868-0j -0.000580533-0j 0.000115065-0j -0.000336867-0j 0.00483886-0j -0.000959092-0j 0.00122682-0j -0.000243163-0j 0.000119179-0j 0.000139043-0j -0.000936572-0j 7.55882e-05-0j 1.21637e-05-0j -0.00035806-0j -0.000236626-0j -0.00109267-0j 5.01831e-05-0j -2.80329e-05-0j -0.000594011-0j 1.4191e-05-0j 7.71469e-06-0j 0.00281382-0j -0.000276063-0j -3.65443e-05-0j -0.000150077-0j -3.27051e-05-0j -0.000394364-0j 0.000710914-0j -1.77796e-05-0j 5.12179e-06-0j 8.42215e-05-0j -9.96366e-05-0j -1.18039e-05-0j -0.0230768-0j -0.026068-0j -0.00072319-0j 0.0626414-0j 1.25232e-05-0j -0.021505-0j -0.000172265-0j -0.00081693-0j -0.0165333-0j -7.38102e-05-0j 0.0452169-0j -2.64648e-05-0j 0.00196308-0j 1.41465e-05-0j -0.00490884-0j -2.01886e-06-0j -0.000673933-0j -0.000194594-0j -3.3994e-05-0j -0.000518129-0j -8.33775e-05-0j 0.00046761-0j 1.16702e-05-0j 0.00141703-0j -2.98952e-05-0j 0.000200356-0j 8.97224e-06-0j -0.000160532-0j -0.000153835-0j -2.28055e-06-0j -2.45382e-05-0j 7.18382e-05-0j -6.8783e-05-0j -0.000123419-0j -5.28813e-05-0j -2.46623e-05-0j 5.48016e-06-0j 0.000337539-0j 2.66391e-06-0j -1.89607e-05-0j 0.000144625-0j -3.66439e-05-0j -1.88135e-06-0j 5.18556e-05-0j -1.57008e-05-0j -1.44641e-06-0j 3.95579e-06-0j -5.62954e-06-0j -4.29448e-07-0j 
-0.00472992-0j -0.0312984-0j 0.000332973-0j 0.000346074-0j -0.00458027-0j -0.00476048-0j -0.00022777-0j 0.00189851-0j -0.000264339-0j -0.000147618-0j 0.000481338-0j 0.00220332-0j 0.00123042-0j 0.000558618-0j 0.000311955-0j -0.000170292-0j 0.000191789-0j 0.00133824-0j 0.00035806-0j -1.73803e-05-0j -0.000168789-0j 0.000338107-0j -0.00150718-0j -0.000338906-0j 4.00554e-05-0j -0.00281382-0j 1.95744e-05-0j 3.65443e-05-0j 0.00132643-0j -0.00038079-0j -1.7227e-05-0j -0.000710914-0j -4.5112e-05-0j 0.0026633-0j 0.000335124-0j -8.42215e-05-0j -3.45895e-05-0j 3.9702e-05-0j 0.000672885-0j 7.97163e-05-0j 0.0329737-0j -0.035957-0j 0.00103334-0j -0.0295469-0j -1.7894e-05-0j -0.0307093-0j 0.000246144-0j -0.00112684-0j 0.0756042-0j 0.000105465-0j -0.0191493-0j 3.78148e-05-0j -0.000925953-0j 1.9513e-05-0j 0.0735513-0j 2.88469e-06-0j -0.000962383-0j -0.000268415-0j 1.60344e-05-0j 0.00236932-0j -0.000115007-0j -0.000220563-0j 1.66652e-05-0j -0.000600109-0j -4.12361e-05-0j -9.45046e-05-0j -4.10286e-05-0j -0.000229241-0j 0.00230498-0j -3.14569e-06-0j 1.03919e-05-0j -3.38849e-05-0j -9.82228e-05-0j 0.000564376-0j 0.000241818-0j -3.5218e-05-0j -2.5849e-06-0j -0.000142947-0j -3.99145e-05-0j 8.67042e-05-0j -6.12484e-05-0j 0.000549051-0j -2.6866e-06-0j -2.19608e-05-0j 0.000235252-0j 6.6142e-06-0j -1.67527e-06-0j 8.435e-05-0j 6.43461e-06-0j 
0.00427352-0j 1.0764e-05-0j -0.029605-0j 0.0288753-0j 4.46955e-05-0j -4.35938e-05-0j -0.000404711-0j 0.00683993-0j 4.41211e-06-0j -0.000289376-0j -5.96196e-06-0j -7.45679e-05-0j 0.00489067-0j 6.49965e-08-0j -4.26291e-06-0j -0.0297608-0j 0.00118305-0j 2.56433e-05-0j -0.0212621-0j -0.00301833-0j 0.0293281-0j -0.000306454-0j -1.01937e-06-0j 0.0367259-0j 1.88881e-07-0j 1.83205e-05-0j 0.000119984-0j -0.0021564-0j -2.52705e-05-0j 1.21821e-05-0j 0.00297444-0j -0.000218941-0j -7.50838e-09-0j -3.16447e-05-0j 0.000301998-0j 1.34943e-07-0j 0.00372472-0j -1.86134e-07-0j 0.000378175-0j -2.33086e-07-0j 0.000122702-0j 2.40147e-06-0j -0.00383005-0j -0.000222564-0j -0.00154568-0j 0.000217078-0j 2.33356e-06-0j -7.49603e-05-0j 1.7157e-06-0j -0.000388442-0j -0.000159137-0j -2.27701e-05-0j 0.00694718-0j -3.02516e-05-0j -0.000102142-0j 1.08708e-08-0j -0.00677594-0j 4.56716e-08-0j 0.00280365-0j -5.35543e-05-0j -7.60244e-06-0j -4.23275e-06-0j -0.00273455-0j 0.00496736-0j -4.45647e-07-0j 0.000704579-0j -2.16128e-05-0j 4.12842e-06-0j 0.0031883-0j 2.1276e-10-0j 0.00200466-0j 4.13017e-05-0j -0.000687213-0j 3.26294e-08-0j -5.43145e-06-0j -4.02837e-05-0j -1.97182e-08-0j -3.02649e-06-0j 0.0012867-0j -3.18386e-07-0j 0.000503787-0j -1.94256e-06-0j 1.92322e-08-0j 2.95315e-05-0j 0.000323356-0j 1.52003e-10-0j -1.40988e-08-0j 1.89548e-05-0j -9.04936e-09-0j 
0.000610503-0j -0.00418477-0j -0.00422929-0j -0.00427311-0j -0.00060851-0j -0.000614816-0j -0.00424412-0j 0.0234276-0j -0.00525184-0j -0.00306357-0j -6.21275e-05-0j 0.0289902-0j 0.0169109-0j -7.68789e-05-0j -4.4846e-05-0j -6.52348e-05-0j 2.56433e-05-0j -0.0740077-0j 1.57033e-05-0j 0.00127973-0j 2.24379e-05-0j -0.0123829-0j 0.0290919-0j 9.25516e-06-0j 1.53443e-05-0j 0.0178151-0j -0.000503054-0j -0.000308057-0j 0.0254554-0j 0.00486762-0j -0.000440173-0j 0.00298079-0j -6.03173e-06-0j 0.0104998-0j 0.00425916-0j -3.69366e-06-0j -0.000181562-0j -5.27776e-06-0j 0.00175682-0j -2.17696e-06-0j 1.75288e-05-0j -5.87675e-05-0j -0.000133376-0j 1.61674e-05-0j 0.0318772-0j 1.63349e-05-0j 0.0045865-0j 0.00044716-0j 1.41465e-05-0j 0.00261649-0j 1.16702e-05-0j 0.000466634-0j -0.000123017-0j -0.106872-0j 3.7287e-06-0j -3.72334e-07-0j -0.000124292-0j -0.0153768-0j 0.0294013-0j -0.00010764-0j -0.0087721-0j 0.00423027-0j 0.029706-0j -8.87984e-05-0j -0.00156445-0j 0.00241327-0j 0.0257262-0j 0.00427411-0j -2.83715e-05-0j 1.24829e-06-0j 0.021223-0j 0.000430391-0j 0.00243828-0j 0.00370148-0j 0.00211161-0j 0.000434851-0j -3.43415e-07-0j 0.00305357-0j 0.00678085-0j 0.000376592-0j 0.00174199-0j 0.00097563-0j -3.46974e-07-0j 0.000310673-0j 0.000556575-0j -3.00488e-07-0j -2.4789e-07-0j 9.92614e-05-0j -7.92021e-08-0j 
0.00195099-0j 0.0391932-0j 0.000141369-0j 0.000675089-0j -0.00194462-0j -0.0092863-0j 9.39503e-05-0j -0.000783095-0j -0.000340716-0j 8.11924e-05-0j -0.000198542-0j 0.00283994-0j -0.000676755-0j 0.000720022-0j -0.000171581-0j 7.02417e-05-0j -0.000240167-0j -0.000551995-0j 5.01831e-05-0j 7.16902e-06-0j 0.000338906-0j -0.000139462-0j 0.00188735-0j -0.000411495-0j -1.6522e-05-0j -0.000394364-0j -2.45119e-05-0j 5.12179e-06-0j -0.0026633-0j 0.000476841-0j 3.45895e-05-0j -9.96366e-05-0j 5.64911e-05-0j 0.00323374-0j -0.000672885-0j -1.18039e-05-0j -4.19981e-05-0j -7.97163e-05-0j 0.000817008-0j 9.67904e-05-0j -0.0136009-0j 0.0450269-0j -0.000426232-0j -0.0125446-0j 7.38091e-06-0j -0.0599049-0j -0.000101529-0j 0.00141107-0j 0.0321688-0j -4.35022e-05-0j -0.0108411-0j -1.55978e-05-0j -0.000393127-0j -2.4435e-05-0j 0.0538669-0j -1.18987e-06-0j -0.00187733-0j 0.00033612-0j 6.80764e-06-0j 0.00100812-0j 0.000144017-0j -9.36436e-05-0j 3.2509e-05-0j -0.000339743-0j 5.16377e-05-0j -4.01234e-05-0j -1.74572e-05-0j -0.000447183-0j 0.00168811-0j 3.93916e-06-0j 5.88319e-06-0j -1.43863e-05-0j -0.000191604-0j 0.000240136-0j 0.000102891-0j -6.87e-05-0j -1.09746e-06-0j -8.09273e-05-0j -2.92323e-05-0j 3.68917e-05-0j -3.46748e-05-0j 0.00040211-0j -5.24076e-06-0j -1.24327e-05-0j 0.000172292-0j 2.81427e-06-0j -9.48428e-07-0j 6.17756e-05-0j 4.71253e-06-0j 
0.00284902-0j 7.17599e-06-0j 0.00020644-0j -0.000201351-0j 2.9797e-05-0j -2.90626e-05-0j 0.0781706-0j -4.76957e-05-0j -0.000852205-0j 0.0558934-0j -3.97464e-06-0j 5.19972e-07-0j -3.41033e-05-0j 4.3331e-08-0j -2.84194e-06-0j 0.000102573-0j -4.07748e-06-0j -0.00495304-0j 7.32819e-05-0j 1.04688e-05-0j -0.000101082-0j 2.13694e-06-0j 0.000196893-0j -0.000126579-0j 1.25921e-07-0j -0.00353863-0j -4.16156e-07-0j 7.4793e-06-0j 0.00488102-0j -8.49476e-08-0j -1.03166e-05-0j 1.52671e-06-0j -5.00558e-09-0j 0.00611223-0j -2.10587e-06-0j 8.9962e-08-0j -1.29189e-05-0j -1.2409e-07-0j -2.63706e-06-0j -1.5539e-07-0j 8.18012e-05-0j 1.60098e-06-0j 1.32006e-05-0j -0.000148376-0j -0.00312275-0j 0.000144719-0j -0.000450731-0j 2.58357e-07-0j 1.1438e-06-0j 1.34728e-06-0j -0.000106091-0j 1.58779e-07-0j -2.39441e-05-0j -6.11174e-05-0j -6.80949e-05-0j 7.24722e-09-0j 2.33539e-05-0j -8.82153e-06-0j 0.00566424-0j 1.84579e-07-0j 2.63685e-08-0j 0.000817562-0j -0.00552463-0j -1.71204e-05-0j 3.10756e-09-0j -2.44378e-06-0j -4.36644e-05-0j -0.000797411-0j -1.09888e-05-0j 1.4184e-10-0j 0.00405003-0j -2.88002e-07-0j 2.38355e-06-0j -6.30241e-06-0j 1.88386e-08-0j 2.80904e-07-0j -1.31454e-08-0j 0.000584572-0j 0.00259952-0j 2.22015e-09-0j -1.74735e-06-0j 0.000375208-0j 1.28214e-08-0j -2.05927e-07-0j -1.12154e-06-0j 1.01335e-10-0j -9.39923e-09-0j -1.32174e-07-0j -6.03291e-09-0j 
0.00261699-0j 0.000380447-0j 0.0533557-0j -0.0183172-0j -8.05525e-05-0j 2.76539e-05-0j 0.000126021-0j -0.00212986-0j -0.000458952-0j 9.0967e-05-0j 1.85647e-06-0j 0.00775663-0j -0.00153741-0j -6.761e-06-0j 1.34007e-06-0j -0.0182247-0j -0.0212621-0j 1.57033e-05-0j -0.0115588-0j -0.00184834-0j 0.0547539-0j -0.000187664-0j 1.83205e-05-0j -0.00767391-0j 1.15665e-07-0j 9.95962e-06-0j -0.0021564-0j -0.00117229-0j -4.71785e-05-0j -0.000218941-0j 0.00555311-0j -0.000119024-0j 1.34943e-07-0j 6.61221e-06-0j 0.000563813-0j 7.33596e-08-0j -0.000778285-0j -3.47503e-07-0j -7.90201e-05-0j 4.87035e-08-0j 7.51392e-05-0j 8.48788e-05-0j -0.00234542-0j -0.000203964-0j -0.000946534-0j 7.00214e-05-0j 1.42901e-06-0j -0.00264943-0j 5.38335e-05-0j -0.000237871-0j -0.000147229-0j -1.39438e-05-0j 0.00636659-0j -0.00106922-0j 1.59835e-05-0j 6.657e-09-0j -0.00218567-0j 1.61424e-06-0j 0.00256935-0j -0.00168037-0j -0.000268704-0j -3.87901e-06-0j -0.000882065-0j 0.00459565-0j -1.57512e-05-0j 0.000645696-0j -0.000678144-0j 1.33168e-06-0j -0.000498912-0j 7.51988e-09-0j 0.00185465-0j 3.78501e-05-0j -0.00022167-0j 1.02381e-06-0j -0.000170423-0j -1.2994e-05-0j -1.80703e-08-0j -2.80002e-06-0j -0.000201345-0j -9.99001e-06-0j 0.000466088-0j 3.03976e-07-0j 6.20359e-09-0j 2.73216e-05-0j -5.05995e-05-0j 4.7694e-09-0j -1.30438e-08-0j -2.96609e-06-0j 1.41606e-09-0j 
0.000215846-0j 3.13787e-05-0j -0.00451712-0j -0.00456393-0j 2.25746e-06-0j 2.28086e-06-0j 1.03941e-05-0j -0.000530677-0j 1.2862e-05-0j 7.50283e-06-0j 1.53119e-07-0j -0.00065668-0j -0.000383063-0j 1.89475e-07-0j 1.10527e-07-0j -2.3064e-05-0j 9.06628e-06-0j -3.844e-06-0j 5.55194e-06-0j -0.130448-0j 7.933e-06-0j 0.000138776-0j 1.51105e-06-0j 3.27219e-06-0j -2.83137e-08-0j 9.25323e-07-0j 0.0512783-0j 0.0314014-0j 1.32217e-06-0j -5.45517e-05-0j 0.0448685-0j -3.34059e-05-0j 1.11299e-08-0j 5.45366e-07-0j -4.77327e-05-0j 6.81565e-09-0j 0.0185073-0j 9.73867e-09-0j -1.96887e-05-0j 4.017e-09-0j 6.19738e-06-0j -2.07775e-05-0j 1.0001e-06-0j 5.71603e-06-0j -0.00023584-0j 5.77527e-06-0j 1.17863e-07-0j -3.35295e-06-0j 5.00153e-06-0j 0.00565649-0j 4.12605e-06-0j -3.47425e-06-0j 9.22421e-07-0j 0.000790681-0j 1.31829e-06-0j 5.4906e-10-0j 9.3198e-07-0j -3.95149e-07-0j -0.000217522-0j 8.07118e-07-0j -0.0189641-0j 1.08708e-07-0j -0.000219776-0j 6.65839e-07-0j 1.16478e-05-0j 0.00521715-0j -0.000190332-0j 1.09835e-07-0j 2.12739e-07-0j -1.84079e-09-0j -0.000157016-0j -3.20441e-06-0j 0.00527122-0j 9.51198e-08-0j 0.00456501-0j -3.23761e-06-0j 5.06415e-10-0j 7.84698e-08-0j -5.01673e-05-0j -2.80385e-06-0j 0.00376594-0j 2.50715e-08-0j 5.11663e-10-0j -2.31306e-06-0j 0.00120324-0j 4.43113e-10-0j 3.6555e-10-0j -7.39034e-07-0j 1.16795e-10-0j 
