-0.357533-0j -0.417122-0j 0.75176-0j 0.354592-0j -0.150547-0j -0.0460126-0j -0.0519768-0j 0.0412307-0j -0.0428786-0j 0.109288-0j 0.0297619-0j -0.0097877-0j -0.0296078-0j -0.00427352-0j -0.0327699-0j -0.00472992-0j 0.0251694-0j -0.0172712-0j -0.0261753-0j 0.00363288-0j -0.00249289-0j -0.00377808-0j 0.0293642-0j 0.0525176-0j -0.0176311-0j 0.00423836-0j 0.00758026-0j 0.055037-0j -0.00254482-0j 0.0079439-0j 0.0105981-0j 0.00152971-0j -0.00284579-0j -0.000410755-0j -0.0223112-0j -0.0039441-0j -0.000328675-0j -0.0243486-0j -0.00430427-0j -0.000358689-0j 0.0183234-0j -0.0190558-0j -0.0172171-0j 0.00323916-0j -0.00336862-0j 0.00026993-0j 0.0206985-0j -0.00304358-0j -0.000280718-0j -0.0142034-0j -0.0124279-0j -0.000253631-0j 0.0362011-0j 0.00365902-0j -0.00251082-0j 0.0170754-0j -0.00219697-0j 0.000304918-0j 0.0431889-0j 0.0063995-0j -0.00724963-0j -0.000209235-0j -0.000183081-0j 0.00301854-0j 0.000533292-0j 0.0261313-0j 0.00763479-0j -0.00128157-0j 0.000251545-0j 0.00389772-0j 0.000636232-0j 0.00461941-0j -0.000106797-0j -0.000884548-0j 0.000384951-0j 0.000689027-0j -0.000156368-0j 5.74189e-05-0j -1.30306e-05-0j 
0.00025626-0j 0.000567581-0j 0.000183081-0j -0.000261441-0j 0.000509996-0j -0.00473097-0j 0.00515901-0j 0.00858132-0j -0.00866504-0j 0.00368578-0j -0.002828-0j -0.0105529-0j 2.12212e-05-0j 0.0417282-0j -2.26737e-05-0j -0.0445843-0j 1.85686e-05-0j -6.10684e-05-0j -1.87497e-05-0j 0.0365122-0j -0.120081-0j -0.0368684-0j 4.11269e-05-0j 7.65914e-06-0j -2.23131e-05-0j 0.0808696-0j 0.0150605-0j -1.33955e-05-0j -0.0438753-0j -0.0263401-0j 3.69543e-05-0j 0.0726648-0j 3.70764e-05-0j 0.072905-0j 1.59914e-05-0j -0.000405529-0j -0.148067-0j -1.6847e-05-0j 0.000427225-0j 0.155989-0j 1.3518e-05-0j -1.36499e-05-0j -2.42683e-05-0j -0.000342806-0j 0.00034615-0j -0.125166-0j -1.47411e-05-0j 0.000615424-0j 0.126387-0j 4.84806e-05-0j 7.99769e-06-0j 0.224705-0j -1.73381e-05-0j 0.000373822-0j -0.00122943-0j 2.4759e-05-0j -0.000202815-0j 0.136491-0j -6.08039e-06-0j 0.00043968-0j -4.82976e-05-0j -0.448891-0j -0.0740521-0j -0.000627868-0j 0.160537-0j 5.71382e-06-0j 0.000154194-0j 0.00122479-0j -0.229248-0j 3.01534e-05-0j 0.0562995-0j -0.000144898-0j 0.447197-0j 1.76249e-05-0j -0.0529054-0j -0.000764666-0j -0.000446953-0j -0.279196-0j -0.163192-0j 
0.00397079-0j -0.018129-0j 0.00283687-0j 0.042506-0j -0.0311302-0j 0.000511018-0j -0.00225902-0j 0.000471328-0j 0.00499367-0j -0.00161392-0j -0.00433317-0j 0.00540686-0j 0.000328826-0j 4.7462e-05-0j -0.00142425-0j -0.000205572-0j 0.000287723-0j 0.000191815-0j 0.00304839-0j 4.15292e-05-0j 2.76862e-05-0j 0.000439998-0j -0.00131363-0j 0.00011868-0j -0.00249391-0j -0.000189606-0j 1.71299e-05-0j 0.00217788-0j -0.000359965-0j 0.00031435-0j -0.0022557-0j -0.000325582-0j 0.00446334-0j 0.000644228-0j -0.0357718-0j 4.38034e-05-0j 3.65028e-06-0j 0.152772-0j -0.000187072-0j -1.55894e-05-0j -0.030239-0j -0.320379-0j -0.0276043-0j 3.70284e-05-0j 0.000392312-0j 3.0857e-06-0j 0.133675-0j 3.38021e-05-0j 3.26926e-05-0j 0.0891167-0j 0.253781-0j 2.81684e-06-0j -0.0197215-0j -0.000163688-0j -0.000109126-0j -0.295495-0j -0.000310761-0j -1.36407e-05-0j 0.0551382-0j 2.41494e-05-0j 0.216413-0j -9.0938e-06-0j -2.58967e-05-0j 0.000361841-0j 2.01245e-06-0j 0.18131-0j -6.7518e-05-0j -0.000265002-0j 3.01534e-05-0j -0.319945-0j -5.6265e-06-0j -0.000222018-0j -2.20835e-05-0j 0.0188256-0j -1.85015e-05-0j 0.000391781-0j -2.30524e-05-0j 3.26484e-05-0j -1.92104e-06-0j 
0.000221927-0j 4.48593e-06-0j 0.000140755-0j 0.00064365-0j -0.000273866-0j -0.00409714-0j -8.01877e-05-0j 0.0111216-0j 0.00368578-0j -5.08582e-05-0j -0.0156387-0j 0.00341064-0j 1.83781e-05-0j 0.0361377-0j 3.52422e-07-0j 0.000692983-0j -4.7327e-05-0j 1.07206e-05-0j -1.56845e-05-0j -0.0930611-0j 0.0210803-0j -0.0308411-0j -9.56643e-07-0j 8.28625e-05-0j -2.1319e-05-0j -0.00188109-0j 0.162936-0j -9.94772e-06-0j -0.0419204-0j -0.0195606-0j 5.84032e-05-0j 0.114841-0j -8.64854e-06-0j -0.017006-0j 1.3849e-05-0j -0.000351198-0j -0.12823-0j 2.61856e-07-0j -6.64045e-06-0j -0.00242457-0j -3.44543e-05-0j -1.14184e-05-0j 1.06869e-05-0j 0.000873733-0j 0.000289561-0j 0.319019-0j -6.74327e-07-0j -0.000271012-0j 0.105725-0j 1.52749e-07-0j -1.50275e-05-0j -0.0989524-0j 6.77808e-06-0j 1.71004e-05-0j -3.8736e-06-0j 3.0995e-05-0j 0.000381085-0j 0.00624372-0j 1.18065e-06-0j -0.000171886-0j -1.31881e-05-0j -0.00141434-0j 0.139143-0j -0.000786008-0j -0.0627595-0j -9.53104e-06-0j -2.99402e-05-0j 0.000334438-0j -0.286989-0j 2.86813e-05-0j -0.0109318-0j 0.000241699-0j 0.122111-0j -3.22774e-06-0j 0.0882497-0j -0.000727334-0j 8.18528e-05-0j -0.265565-0j 0.0298862-0j 
0.00219697-0j -0.00499304-0j -0.00461941-0j -0.00195631-0j 0.00110754-0j -0.0133314-0j 0.029336-0j 0.0119459-0j -0.0111543-0j -0.0616828-0j 0.0331477-0j 0.0361178-0j -0.0173938-0j -0.00250262-0j 0.0375022-0j 0.00539582-0j 0.0147863-0j -0.0101464-0j -0.0138065-0j 0.00212746-0j -0.00145986-0j -0.00198647-0j -0.0336048-0j 0.0308527-0j -0.0398163-0j -0.00483506-0j 0.00443908-0j 0.0290298-0j -0.00572878-0j 0.00417682-0j 0.00745408-0j 0.00107249-0j 0.0729751-0j 0.0104997-0j 0.000137098-0j 0.109252-0j -0.000289724-0j -0.000291458-0j -0.232259-0j 0.000615927-0j -0.000112594-0j 0.000105132-0j 0.000105795-0j -0.0897246-0j 0.0837787-0j 0.00023794-0j 0.000247765-0j 0.084307-0j -0.000222172-0j -0.000170017-0j 0.000293563-0j -0.000223573-0j -0.000222448-0j 0.197441-0j -0.135484-0j -9.42064e-05-0j 0.233937-0j -0.000523594-0j 0.000516979-0j -0.177266-0j 5.33335e-05-0j 0.000359291-0j -0.000620375-0j -0.0750719-0j 0.000470091-0j -0.000617253-0j 0.411975-0j 0.0425008-0j 0.000199083-0j 0.000305043-0j -0.00109251-0j -0.491881-0j -0.000112708-0j -0.00052852-0j 0.00130442-0j 0.243085-0j -0.421171-0j -0.000644636-0j 0.0011169-0j 
-0.000183081-0j 0.000416086-0j 0.000384951-0j 0.000163026-0j -9.22946e-05-0j 0.00337997-0j -0.00743771-0j -0.0030287-0j 0.002828-0j 0.0156387-0j -0.0084041-0j -0.00915712-0j -1.51612e-05-0j -0.0298121-0j 3.26885e-05-0j 0.0642768-0j 1.28884e-05-0j -8.84402e-06-0j -1.20343e-05-0j 0.025343-0j -0.0173904-0j -0.0236635-0j -2.92913e-05-0j 2.68925e-05-0j -3.47055e-05-0j -0.0575968-0j 0.0528798-0j 2.53036e-05-0j -0.068243-0j 0.0497556-0j 6.49728e-06-0j 0.0127759-0j 6.36081e-05-0j 0.125075-0j -1.14248e-05-0j 0.000289724-0j 0.105785-0j 2.42881e-05-0j -0.000615927-0j -0.224888-0j 9.38281e-06-0j -8.76103e-06-0j -8.81628e-06-0j -0.00023794-0j 0.000222172-0j -0.0868772-0j -2.06471e-05-0j 0.000223573-0j 0.08112-0j 1.41681e-05-0j -2.44636e-05-0j 0.0816315-0j 1.85373e-05-0j 0.000523594-0j -0.000359291-0j 7.85053e-06-0j 0.000620375-0j 0.191175-0j -4.30816e-05-0j -0.000470091-0j -4.44446e-06-0j -0.131185-0j 0.226513-0j -0.000199083-0j -0.171641-0j 5.14377e-05-0j 0.00109251-0j 0.000112708-0j -0.0726895-0j -2.54202e-05-0j 0.398901-0j -0.00130442-0j 0.0411521-0j 4.40433e-05-0j -0.476271-0j 0.000644636-0j -0.0011169-0j 0.235371-0j -0.407805-0j 
-0.000701942-0j 0.00320479-0j -0.000501492-0j -0.00751408-0j 0.0055031-0j 0.00425944-0j -0.0188294-0j 0.00392861-0j 0.0416233-0j -0.0134524-0j -0.0361178-0j 0.0450672-0j 0.00555741-0j 0.000799601-0j -0.0240709-0j -0.00346332-0j 0.00486273-0j 0.00324182-0j 0.0515202-0j 0.000699651-0j 0.000466434-0j 0.00741273-0j -0.0222013-0j 0.00200578-0j -0.0421489-0j -0.00319432-0j 0.000288591-0j 0.0368078-0j -0.00606439-0j 0.00529591-0j -0.0381229-0j -0.00548513-0j 0.0754339-0j 0.0108534-0j -4.38034e-05-0j -0.0349064-0j 9.25682e-05-0j 0.000187072-0j 0.149076-0j -0.000395333-0j -3.70284e-05-0j -0.000392312-0j -3.38021e-05-0j -0.0295074-0j -0.312628-0j 7.82507e-05-0j 0.000163688-0j -0.0269365-0j 0.000829058-0j 0.000109126-0j 0.000310761-0j 7.14328e-05-0j -2.41494e-05-0j 0.130441-0j 0.0869609-0j -0.000361841-0j 0.247641-0j -0.000345917-0j 6.7518e-05-0j -0.0192444-0j 0.000265002-0j -0.000230611-0j -0.000656719-0j -0.288347-0j 5.1034e-05-0j 0.000222018-0j 0.0538043-0j 0.211177-0j 0.000764666-0j -0.000391781-0j -0.000142683-0j 0.176924-0j -0.00056002-0j 2.30524e-05-0j -0.000469183-0j -0.312205-0j 0.0183702-0j 0.000827936-0j -4.87159e-05-0j 
5.84952e-05-0j -0.000267066-0j 4.1791e-05-0j 0.000626173-0j -0.000458592-0j -0.00107992-0j 0.0047739-0j -0.00099604-0j -0.0105529-0j 0.00341064-0j 0.00915712-0j -0.0114261-0j 4.84407e-06-0j 0.0095251-0j -2.09811e-05-0j -0.0412561-0j 4.23856e-06-0j 2.82571e-06-0j 4.49071e-05-0j 0.00833446-0j 0.00555631-0j 0.0883028-0j -1.93516e-05-0j 1.74832e-06-0j -3.67387e-05-0j -0.0380518-0j 0.00343779-0j 3.20832e-05-0j -0.072241-0j 0.0630865-0j -3.32295e-05-0j -0.0653407-0j 6.57513e-05-0j 0.12929-0j 3.65028e-06-0j -9.25682e-05-0j -0.0337987-0j -1.55894e-05-0j 0.000395333-0j 0.144345-0j 3.0857e-06-0j 3.26926e-05-0j 2.81684e-06-0j -7.82507e-05-0j -0.000829058-0j -0.028571-0j -1.36407e-05-0j -7.14328e-05-0j -0.302707-0j -9.0938e-06-0j -2.58967e-05-0j -0.0260817-0j 2.01245e-06-0j 0.000345917-0j 0.000230611-0j 3.01534e-05-0j 0.000656719-0j 0.126302-0j -5.6265e-06-0j -5.1034e-05-0j -2.20835e-05-0j 0.0842012-0j 0.239783-0j -0.000764666-0j -0.0186336-0j -1.85015e-05-0j 0.000142683-0j 0.00056002-0j -0.279196-0j 3.26484e-05-0j 0.0520968-0j 0.000469183-0j 0.204476-0j -1.92104e-06-0j 0.171309-0j -0.000827936-0j 4.87159e-05-0j -0.302297-0j 0.0177872-0j 
0.0147112-0j 0.0171631-0j 0.0105102-0j 0.0150177-0j 0.00619448-0j 0.00189325-0j 0.00213865-0j 0.0017462-0j 0.0017643-0j 0.00152793-0j 0.00126048-0j 0.000402728-0j -0.00607835-0j -0.000877334-0j 0.00134836-0j 0.000194619-0j 0.00106597-0j 0.000710648-0j 0.00107702-0j 0.00015386-0j 0.000102573-0j 0.000155454-0j 0.00124363-0j 0.000439691-0j 0.000725454-0j 0.000179503-0j 6.3464e-05-0j 0.00076946-0j 0.00010471-0j 0.000111062-0j 0.000448851-0j 6.47861e-05-0j 0.000117094-0j 1.69011e-05-0j 0.000918025-0j 0.000162285-0j 1.35238e-05-0j -0.00499865-0j -0.000883645-0j -7.36371e-05-0j 0.000776034-0j 0.000784076-0j 0.000708419-0j 0.000137185-0j 0.000138606-0j 1.14321e-05-0j 0.000876624-0j 0.000125232-0j 1.15505e-05-0j 0.000584416-0j 0.000511364-0j 1.0436e-05-0j 0.000506119-0j 0.000154967-0j 0.000103311-0j 0.000723178-0j 9.03973e-05-0j 1.29139e-05-0j 0.000361589-0j 8.94701e-05-0j 0.000298296-0j 8.60926e-06-0j 7.5331e-06-0j 0.000127841-0j 7.45584e-06-0j 0.000365336-0j 6.39205e-05-0j 5.27317e-05-0j 1.06534e-05-0j 0.000165076-0j 5.32671e-06-0j 6.45829e-05-0j 4.39431e-06-0j 3.63959e-05-0j 5.38191e-06-0j 2.91817e-05-0j 6.43395e-06-0j 2.43181e-06-0j 5.36163e-07-0j 
-0.00245187-0j -0.00286051-0j -0.0017517-0j -0.00250295-0j -0.00103241-0j 0.0148781-0j 0.0168066-0j 0.0137225-0j 0.0138648-0j 0.0120072-0j 0.00990546-0j 0.00316484-0j 0.00101306-0j -0.0139353-0j -0.000224727-0j 0.00309127-0j -0.000177662-0j -0.000118441-0j -0.000179503-0j 0.00244386-0j 0.00162924-0j 0.00246919-0j -0.000207272-0j -7.32819e-05-0j -0.000120909-0j 0.00285117-0j 0.00100804-0j -0.000128243-0j 0.00166318-0j 0.00176407-0j -7.48086e-05-0j 0.00102904-0j -1.95157e-05-0j 0.000268451-0j 0.0220882-0j 0.00127532-0j 0.000323338-0j -0.120271-0j -0.00694413-0j -0.00176058-0j 0.0186719-0j 0.0188653-0j 0.017045-0j 0.00107807-0j 0.00108924-0j 0.000273328-0j 0.0210921-0j 0.000984137-0j 0.00027616-0j 0.0140614-0j 0.0123037-0j 0.000249513-0j 0.0121775-0j 0.00121781-0j 0.000811871-0j 0.0174001-0j 0.000710387-0j 0.000308756-0j 0.00870005-0j 0.000703101-0j 0.00717717-0j 0.000205838-0j 0.000180108-0j 0.00100464-0j 0.000178261-0j 0.00879021-0j 0.00050232-0j 0.000414393-0j 0.000254711-0j 0.00397184-0j 0.000127355-0j 0.000507525-0j 0.000105063-0j 0.000875708-0j 0.000128675-0j 0.000229324-0j 5.05613e-05-0j 5.81417e-05-0j 1.2819e-05-0j 
-0.00150146-0j -0.0017517-0j -0.00107269-0j -0.00153274-0j -0.000632221-0j -0.000193229-0j -0.000218275-0j -0.000178221-0j -0.000180068-0j -0.000155943-0j -0.000128647-0j -4.11033e-05-0j -0.119241-0j 8.95425e-05-0j 0.0264513-0j -1.98632e-05-0j 0.0209116-0j 0.0139411-0j 0.0211283-0j -1.57033e-05-0j -1.04688e-05-0j -1.5866e-05-0j 0.0243968-0j 0.00862559-0j 0.0142315-0j -1.83205e-05-0j -6.47726e-06-0j 0.0150948-0j -1.06869e-05-0j -1.13352e-05-0j 0.00880528-0j -6.61221e-06-0j 0.00229708-0j -1.72496e-06-0j -9.36955e-05-0j 0.00318361-0j -1.38027e-06-0j 0.000510173-0j -0.0173348-0j 7.51556e-06-0j -7.92037e-05-0j -8.00245e-05-0j -7.23027e-05-0j 0.0026912-0j 0.00271909-0j -1.16678e-06-0j -8.94701e-05-0j 0.00245672-0j -1.17887e-06-0j -5.96467e-05-0j -5.21909e-05-0j -1.06512e-06-0j -5.16556e-05-0j 0.00304004-0j 0.00202669-0j -7.38091e-05-0j 0.00177336-0j -1.31802e-06-0j -3.69045e-05-0j 0.00175517-0j -3.04447e-05-0j -8.78679e-07-0j -7.68844e-07-0j 0.0025079-0j -7.60958e-07-0j -3.7287e-05-0j 0.00125395-0j 0.00103446-0j -1.08731e-06-0j -1.6848e-05-0j -5.43655e-07-0j 0.00126695-0j -4.48492e-07-0j -3.71464e-06-0j -5.49289e-07-0j 0.000572467-0j 0.000126217-0j -2.48195e-07-0j -5.47219e-08-0j 
-0.0162823-0j -0.000329122-0j -0.0116326-0j 0.0160456-0j 0.0200929-0j 0.00833044-0j -4.10112e-05-0j -0.00193269-0j 0.00188506-0j -2.92998e-05-0j 0.00271767-0j 0.00174434-0j -0.00134836-0j -0.000194619-0j 0.000102792-0j 1.48368e-05-0j -0.00117982-0j -0.000786544-0j 0.00115074-0j -0.000170292-0j -0.000113528-0j 0.000166094-0j -2.38482e-05-0j -0.000486649-0j 0.00156413-0j -3.44219e-06-0j -7.02417e-05-0j 0.000822125-0j 0.000225762-0j 0.000118664-0j 0.00145593-0j 0.000210146-0j 0.000634524-0j 9.15856e-05-0j -0.00101607-0j -0.000179617-0j -1.49681e-05-0j -1.92118e-05-0j -3.3962e-06-0j -2.83016e-07-0j 0.00341461-0j -0.00333045-0j -0.000784076-0j 0.000603624-0j -0.000588746-0j 5.0302e-05-0j -1.68103e-05-0j -0.000138606-0j -4.90621e-05-0j -1.12069e-05-0j 0.00110253-0j -1.15505e-05-0j -0.000560171-0j -2.97167e-06-0j -1.98111e-06-0j 0.000772676-0j 0.000194902-0j -2.47639e-07-0j -6.9339e-06-0j -9.90252e-05-0j 0.000967578-0j -1.65093e-07-0j 1.62419e-05-0j 0.000136591-0j -8.2521e-06-0j 0.000787689-0j -1.22575e-06-0j 0.000171045-0j 1.13826e-05-0j 0.000714997-0j -1.02146e-07-0j 0.000139245-0j 1.42538e-05-0j 0.000236812-0j 1.16038e-05-0j 0.000126395-0j 4.18628e-05-0j 1.05329e-05-0j 3.48857e-06-0j 
0.000306483-0j 0.000357564-0j 0.000218962-0j 0.000312868-0j 0.000129052-0j -0.00375897-0j -0.00424621-0j -0.00346702-0j -0.00350294-0j -0.00303364-0j -0.00250262-0j -0.000799601-0j 0.0121067-0j -0.0812528-0j -0.00268563-0j 0.0180243-0j -0.00212317-0j -0.00141545-0j -0.00214518-0j 0.0142495-0j 0.00949965-0j 0.0143971-0j -0.00247704-0j -0.000875765-0j -0.00144494-0j 0.0166244-0j 0.00587761-0j -0.00153259-0j 0.00969756-0j 0.0102858-0j -0.00089401-0j 0.00600006-0j -0.000233225-0j 0.00156526-0j 1.91255e-05-0j 0.030805-0j 0.00383828-0j -0.000104139-0j -0.167734-0j -0.0208995-0j 1.61674e-05-0j 1.63349e-05-0j 1.47587e-05-0j 0.0260404-0j 0.0263103-0j 0.00324462-0j 1.8263e-05-0j 0.0237715-0j 0.00327824-0j 1.21753e-05-0j 1.06534e-05-0j 0.00296192-0j 1.05442e-05-0j 0.0294158-0j 0.0196105-0j 1.50662e-05-0j 0.0171592-0j 0.00366519-0j 7.5331e-06-0j 0.0169832-0j 6.21449e-06-0j 0.00244346-0j 0.00213802-0j 0.0242668-0j 0.0021161-0j 7.61117e-06-0j 0.0121334-0j 0.0100095-0j 0.00302362-0j 3.43909e-06-0j 0.00151181-0j 0.0122591-0j 0.00124718-0j 7.58249e-07-0j 0.00152748-0j 0.00553927-0j 0.00122129-0j 0.000690188-0j 0.000152172-0j 
-1.80597e-05-0j -2.10696e-05-0j -1.29025e-05-0j -1.84359e-05-0j -7.60444e-06-0j 0.000445323-0j 0.000503046-0j 0.000410735-0j 0.000414992-0j 0.000359393-0j 0.000296485-0j 9.47282e-05-0j 7.46188e-06-0j 0.0295516-0j -1.65527e-06-0j -0.00655543-0j -1.3086e-06-0j -8.72403e-07-0j -1.32217e-06-0j -0.00518252-0j -0.00345502-0j -0.00523623-0j -1.52671e-06-0j -5.39772e-07-0j -8.90578e-07-0j -0.00604628-0j -0.00213768-0j -9.44601e-07-0j -0.003527-0j -0.00374094-0j -5.51017e-07-0j -0.00218222-0j -1.43746e-07-0j -0.000569285-0j -1.12698e-06-0j 3.81722e-05-0j 0.0431063-0j 6.13643e-06-0j -0.000207848-0j -0.234714-0j -9.52672e-07-0j -9.62545e-07-0j -8.69667e-07-0j 3.22681e-05-0j 3.26025e-05-0j 0.0364391-0j -1.07616e-06-0j 2.94566e-05-0j 0.0368167-0j -7.17439e-07-0j -6.27759e-07-0j 0.0332642-0j -6.2132e-07-0j 3.64507e-05-0j 2.43005e-05-0j -8.87785e-07-0j 2.12629e-05-0j 0.0411623-0j -4.43892e-07-0j 2.10448e-05-0j -3.66193e-07-0j 0.0274416-0j 0.0240114-0j 3.00703e-05-0j 0.0237651-0j -4.48492e-07-0j 1.50351e-05-0j 1.24034e-05-0j 0.0339572-0j -2.0265e-07-0j 0.0169786-0j 1.5191e-05-0j 0.0140066-0j -4.46802e-08-0j 0.0171545-0j 6.864e-06-0j 1.51337e-06-0j 0.00775125-0j 0.00170899-0j 
0.0382039-0j -0.0150177-0j 0.0270656-0j 0.0127664-0j -0.00542017-0j -0.00165659-0j 0.00555393-0j 0.00148443-0j -0.00154376-0j 0.00393469-0j 0.00107152-0j -0.000352387-0j -0.00106597-0j -0.00015386-0j -0.00117982-0j -0.000170292-0j -0.00268945-0j -0.000621817-0j 0.00279694-0j -0.000388188-0j -8.97516e-05-0j 0.000403704-0j 0.0010572-0j 0.00189079-0j -0.000634772-0j 0.000152594-0j 0.000272912-0j 0.0019815-0j -9.16214e-05-0j 0.000286005-0j 0.000381565-0j 5.50741e-05-0j -0.000102457-0j -1.47884e-05-0j -0.000803272-0j -0.000142-0j -1.18333e-05-0j -0.000876624-0j -0.000154967-0j -1.29139e-05-0j 0.0006597-0j -0.000686067-0j 0.00183971-0j 0.00011662-0j -0.000121281-0j 9.7183e-06-0j -0.00221172-0j 0.000325219-0j -1.01067e-05-0j -0.000511364-0j 0.00132798-0j 2.71015e-05-0j 0.00130335-0j -0.000390981-0j -9.03973e-05-0j 0.000614767-0j 0.000234755-0j -3.25817e-05-0j 0.00155493-0j 0.000230402-0j -0.000261009-0j -7.5331e-06-0j 1.95629e-05-0j 0.000108676-0j 1.92001e-05-0j 0.000940807-0j 0.000274876-0j -4.61403e-05-0j 9.05637e-06-0j 0.00014033-0j 2.29063e-05-0j 0.000166313-0j -3.84502e-06-0j -3.18464e-05-0j 1.38594e-05-0j 2.48071e-05-0j -5.62971e-06-0j 2.06726e-06-0j -4.69142e-07-0j 
0.00271372-0j 5.48537e-05-0j 0.00193877-0j -0.00267426-0j -0.00334882-0j 0.0654648-0j -0.000322287-0j -0.0151881-0j 0.0148137-0j -0.000230253-0j 0.0213568-0j 0.0137079-0j 0.000224727-0j -0.00309127-0j -1.71321e-05-0j 0.000235663-0j 0.000196636-0j 0.000131091-0j -0.000191789-0j -0.00270486-0j -0.00180324-0j 0.00263819-0j 3.9747e-06-0j 8.11082e-05-0j -0.000260688-0j -5.46746e-05-0j -0.0011157-0j -0.000137021-0j 0.00358593-0j 0.00188481-0j -0.000242656-0j 0.00333789-0j -0.000105754-0j 0.00145472-0j -0.0244472-0j -0.00141152-0j -0.00035787-0j -0.000462247-0j -2.6689e-05-0j -6.7666e-06-0j 0.0821576-0j -0.0801326-0j -0.0188653-0j 0.00474358-0j -0.00462666-0j 0.00120266-0j -0.000404466-0j -0.00108924-0j -0.00117302-0j -0.000269644-0j 0.0265276-0j -0.00027616-0j -0.0134781-0j -2.33529e-05-0j -1.55686e-05-0j 0.018591-0j 0.00153164-0j -5.92077e-06-0j -0.000166834-0j -0.00077819-0j 0.0232805-0j -3.94718e-06-0j 0.000388324-0j 0.0010734-0j -0.000197298-0j 0.0189523-0j -9.63258e-06-0j 0.00134416-0j 0.000272145-0j 0.0172033-0j -2.44219e-06-0j 0.00109426-0j 0.000340791-0j 0.00569784-0j 0.000277432-0j 0.000993274-0j 0.000328979-0j 0.000251829-0j 8.34077e-05-0j 
-0.00858153-0j 0.0493902-0j -0.00613094-0j -0.00876031-0j -0.00361344-0j -0.0011044-0j -0.00124755-0j 0.00502506-0j 0.00507713-0j -0.000891291-0j -0.000735278-0j -0.000234925-0j -0.000710648-0j -0.000102573-0j -0.000786544-0j -0.000113528-0j -0.000621817-0j -0.00279198-0j -0.000628261-0j -8.97516e-05-0j -0.000402988-0j -9.06817e-05-0j 0.00357881-0j -0.000256487-0j 0.00208764-0j 0.000516557-0j -3.70206e-05-0j -0.000448851-0j 0.000301325-0j -6.47861e-05-0j -0.00026183-0j -3.77919e-05-0j -6.83048e-05-0j -9.85895e-06-0j -0.000535515-0j -9.46665e-05-0j -7.88888e-06-0j -0.000584416-0j -0.000103311-0j -8.60926e-06-0j -0.000452687-0j -0.000457378-0j 0.00203862-0j -8.00245e-05-0j -8.08538e-05-0j -6.66871e-06-0j -0.000511364-0j 0.000360381-0j -6.73781e-06-0j -0.00229605-0j -0.000298296-0j 3.00317e-05-0j 0.00145646-0j -9.03973e-05-0j -0.000405887-0j 0.00208109-0j -5.27317e-05-0j -7.5331e-06-0j -0.000210927-0j 0.000257468-0j 0.000858407-0j -3.38239e-05-0j -4.39431e-06-0j 0.000367889-0j 2.14557e-05-0j -0.000213113-0j -3.7287e-05-0j 0.000151746-0j 3.06574e-05-0j -9.62946e-05-0j -3.10725e-06-0j -3.76734e-05-0j 1.26455e-05-0j -2.1231e-05-0j -3.13945e-06-0j -1.70226e-05-0j -3.75314e-06-0j -1.41855e-06-0j -3.12762e-07-0j 
-0.0385998-0j -0.0146475-0j 0.00929171-0j -0.0132687-0j 0.0258833-0j 0.00167376-0j 0.00541704-0j 0.00154376-0j -0.00155882-0j -0.00130398-0j 0.00100051-0j 0.00373351-0j 0.00107702-0j 0.000155454-0j -0.00115074-0j -0.000166094-0j -0.00279694-0j 0.000628261-0j 0.00282423-0j -0.000403704-0j 9.06817e-05-0j 0.000407642-0j -0.00106136-0j 0.000388717-0j 0.000575834-0j -0.000153194-0j 5.61064e-05-0j -0.000679846-0j 8.31144e-05-0j -9.81273e-05-0j 0.0018755-0j 0.000270705-0j 0.0018817-0j 0.0002716-0j 0.000811596-0j 0.000143471-0j 1.19559e-05-0j -0.000855017-0j -0.000151147-0j -1.25956e-05-0j 0.000686067-0j -0.00069276-0j -0.00185878-0j 0.000121281-0j -0.000122464-0j 1.01067e-05-0j 0.00222042-0j -0.000328589-0j -1.02053e-05-0j -0.00049876-0j -0.00120467-0j -2.73824e-05-0j 0.000447444-0j 0.000392518-0j -8.81692e-05-0j -0.000638954-0j -0.000212958-0j 3.27099e-05-0j -0.000308592-0j 7.90976e-05-0j 0.00124641-0j -7.34743e-06-0j -1.77465e-05-0j -0.000112952-0j 6.59147e-06-0j 0.000289988-0j -5.45519e-05-0j 0.000220337-0j -9.41269e-06-0j 0.00153035-0j -4.54599e-06-0j 5.12631e-05-0j 1.83614e-05-0j 0.000894499-0j 4.27193e-06-0j 0.00027053-0j 0.000158127-0j 2.25441e-05-0j 1.31772e-05-0j 
