-0.260287-0j -0.294025-0j 0.472123-0j 0.477016-0j -0.210062-0j -0.173292-0j -0.0553676-0j -0.0341882-0j -0.0378394-0j -0.0299147-0j 0.0983835-0j -0.0302247-0j 0.0686353-0j -0.0123392-0j 0.0400373-0j -0.0215935-0j -0.0125962-0j -0.00328604-0j -0.0223112-0j -0.00322035-0j -0.0243486-0j -0.00351442-0j -0.0188604-0j -0.0190558-0j -0.00272226-0j 0.0338591-0j -0.00275047-0j 0.00488715-0j -0.021305-0j 0.0700681-0j -0.0124279-0j -0.00307512-0j 0.0241901-0j 0.0101135-0j -0.00179382-0j 0.00349155-0j 0.0345645-0j -0.00878788-0j 0.00498896-0j 0.0142571-0j -0.00126842-0j -0.00887895-0j 0.00205784-0j -0.00401193-0j -0.00128157-0j -0.000579073-0j -0.000884548-0j -0.000127674-0j 
0.00235015-0j -0.00787916-0j -0.00210591-0j 0.00219008-0j -0.005582-0j -0.00152013-0j 0.000499919-0j -0.014555-0j -0.0161094-0j -0.0367222-0j -0.00849039-0j 0.0381899-0j 0.0144352-0j 0.0258172-0j -0.00866728-0j 0.0270557-0j 0.00520994-0j -0.00139897-0j -0.0192596-0j -0.00277108-0j -0.0210184-0j -0.00302412-0j 0.0158173-0j -0.0164495-0j 0.00227579-0j 0.0441099-0j -0.00236675-0j 0.00634653-0j -0.0530293-0j -0.0122607-0j 0.0318402-0j -0.00762986-0j 0.0312497-0j -0.00176407-0j 0.00458117-0j 0.00449621-0j 0.0147399-0j 0.0372818-0j 0.00212078-0j -0.00625807-0j 0.00536411-0j 0.0225572-0j -0.000900412-0j 0.00336462-0j 0.00324554-0j 0.000484102-0j -0.000763565-0j -0.000109862-0j 
0.0155102-0j 0.00030356-0j 0.0273324-0j 0.0274399-0j -0.000638273-0j 0.0195432-0j -0.0129114-0j 0.00203724-0j 3.90665e-05-0j -0.00173184-0j -0.00586257-0j -0.00173865-0j 6.88438e-05-0j -0.00361359-0j 0.00464755-0j 0.00365572-0j 0.00213715-0j -0.000958702-0j 0.0013295-0j 0.000191897-0j 2.51382e-05-0j 3.62839e-06-0j -0.00109187-0j -0.00109617-0j -0.000157598-0j -0.00201763-0j -0.000158218-0j -0.00029122-0j -2.13697e-05-0j -7.23403e-05-0j -0.00144264-0j -3.08446e-06-0j 0.00424232-0j -1.04414e-05-0j -0.000208227-0j 0.000612327-0j -0.00193169-0j -4.45894e-05-0j -0.000278816-0j 0.00248983-0j -6.43593e-06-0j 0.00303334-0j 0.000359375-0j 0.000908924-0j 0.000437824-0j 0.000131192-0j -0.000309863-0j -4.47249e-05-0j 
0.00156677-0j 0.00176985-0j -0.00712886-0j -0.00720274-0j 0.00126444-0j 0.00104311-0j 0.000333279-0j -0.00970331-0j -0.0107396-0j -0.00849039-0j -0.0381222-0j -0.00857838-0j 0.0488657-0j -0.00350211-0j 0.028505-0j -0.00612869-0j -0.00357507-0j -0.000932645-0j -0.0128398-0j -0.00184739-0j -0.0140122-0j -0.00201608-0j -0.0108538-0j -0.0109663-0j -0.00156165-0j 0.048879-0j -0.00157783-0j 0.00703271-0j -0.0122607-0j -0.0550511-0j -0.00715208-0j -0.00176407-0j 0.0349208-0j -0.00792075-0j -0.00102904-0j 0.00502441-0j 0.0498973-0j -0.00505728-0j 0.00717922-0j 0.0205816-0j -0.000727643-0j -0.00510969-0j 0.00296128-0j -0.0023088-0j -0.000735183-0j -0.000332191-0j -0.000509044-0j -7.32412e-05-0j 
-0.0023745-0j -0.00768495-0j -0.00219008-0j 0.00221145-0j 0.00184991-0j -0.00141939-0j -0.00529659-0j 0.0147058-0j -0.0157123-0j -0.0381899-0j 0.00857838-0j 0.0385625-0j -0.014492-0j 0.0053076-0j 0.00786252-0j -0.00928273-0j 0.0256084-0j 0.0256931-0j 0.0194592-0j 0.00279979-0j -0.0205003-0j -0.00294959-0j 0.0164495-0j -0.01661-0j 0.00236675-0j -0.044567-0j -0.00238984-0j -0.0064123-0j 0.0532378-0j -0.0119585-0j -0.0288838-0j 0.00765986-0j 0.0107281-0j -0.00172059-0j -0.00415581-0j 0.00154356-0j -0.0153199-0j -0.00739895-0j -0.00220423-0j 0.0298846-0j -0.00106456-0j 0.00695289-0j 0.0042998-0j 0.0366923-0j 0.00100038-0j 0.0052793-0j 0.0214469-0j 0.00308579-0j 
-0.000195846-0j 0.000656596-0j 0.000175492-0j -0.000182507-0j 0.000465167-0j 0.000126677-0j -4.16599e-05-0j 0.00369019-0j 0.00408429-0j 0.00931034-0j 0.00215261-0j -0.00968246-0j -0.00365983-0j -0.00654555-0j 0.00219746-0j -0.00685956-0j -0.0013209-0j 0.000354687-0j -1.67875e-05-0j -0.03301-0j -1.83205e-05-0j -0.0360243-0j 1.3787e-05-0j -1.4338e-05-0j 0.02711-0j 3.8448e-05-0j -0.0281935-0j 0.0756019-0j -4.62225e-05-0j -1.06869e-05-0j 2.77532e-05-0j -0.0908894-0j 2.72385e-05-0j -0.0210142-0j 0.0545723-0j 0.0535603-0j 1.28479e-05-0j 3.24963e-05-0j 0.0252635-0j -5.45479e-06-0j 0.0638989-0j 1.96618e-05-0j -0.010726-0j 2.93274e-06-0j 0.0386619-0j 0.00576677-0j -6.65555e-07-0j -0.00130871-0j 
0.00548368-0j 0.00619448-0j -0.0248569-0j 0.00511018-0j 0.0552859-0j -0.0179427-0j 0.00116648-0j 0.000720272-0j 0.000797195-0j -0.00309737-0j 0.000420159-0j 0.000636769-0j -0.00361359-0j 0.00188257-0j 0.000428912-0j 0.00568319-0j -0.00130421-0j 6.92298e-05-0j 0.00047005-0j 6.78458e-05-0j 0.000512973-0j 7.40413e-05-0j -0.0019528-0j 0.000401465-0j -0.000281863-0j 0.000362727-0j 5.79465e-05-0j 5.23551e-05-0j -0.00220592-0j 0.000299234-0j 0.00026183-0j -0.000318398-0j 0.00323735-0j 4.31908e-05-0j 3.77919e-05-0j 0.000467271-0j -0.00181979-0j 0.00134075-0j -0.000262665-0j 0.000152734-0j 0.000193521-0j 0.00233684-0j 2.20453e-05-0j -0.000415396-0j 0.000337294-0j -5.99572e-05-0j 1.86355e-05-0j 2.68981e-06-0j 
-0.000130564-0j -0.000147488-0j 0.000594072-0j 0.000600228-0j -0.00010537-0j -8.6926e-05-0j -2.77733e-05-0j 0.00246013-0j 0.00272286-0j 0.00215261-0j 0.0096653-0j 0.00217492-0j -0.0123891-0j 0.000887906-0j -0.007227-0j 0.00155384-0j 0.000906404-0j 0.000236458-0j -1.11917e-05-0j -0.0220066-0j -1.22136e-05-0j -0.0240162-0j -9.46065e-06-0j -9.55869e-06-0j -0.0186029-0j 4.26049e-05-0j -0.0187957-0j 0.0837759-0j -1.06869e-05-0j -4.79848e-05-0j -6.23405e-06-0j -0.0210142-0j 3.04384e-05-0j -0.0943546-0j -0.0122583-0j 0.0598524-0j 4.34925e-05-0j -4.40814e-06-0j 0.0855212-0j 1.79397e-05-0j -0.00866791-0j -4.45382e-06-0j 0.0352757-0j -2.01245e-06-0j -0.00875774-0j -0.00395717-0j -4.43703e-07-0j -0.000872473-0j 
-0.00904761-0j 0.0199095-0j 0.0164111-0j 0.0148873-0j 0.014224-0j -0.0231556-0j 0.0245121-0j -0.00118839-0j 0.00256224-0j -0.00103984-0j 0.00341983-0j -0.000943291-0j -0.00464755-0j -0.000428912-0j 0.00534985-0j -0.00067392-0j -0.000524204-0j 0.00498584-0j -0.000775542-0j -0.00011194-0j 0.00164873-0j 0.000237974-0j -0.00065559-0j -0.000594718-0j -9.46262e-05-0j 0.00117695-0j -8.58402e-05-0j 0.000169878-0j 0.00144264-0j -0.00474457-0j -0.00166064-0j 0.000208227-0j 0.000840854-0j -0.000684819-0j -0.000239693-0j 0.000121367-0j 0.00107874-0j 0.000595059-0j 0.000155702-0j 0.000593324-0j 8.58894e-05-0j -0.00118642-0j 8.56389e-05-0j 0.00177614-0j -0.000171245-0j 0.000256364-0j 0.00298976-0j 0.000431535-0j 
0.000197875-0j 0.000640413-0j 0.000182507-0j -0.000184287-0j -0.00015416-0j 0.000118282-0j 0.000441382-0j -0.00372843-0j 0.00398362-0j 0.00968246-0j -0.00217492-0j -0.00977693-0j 0.00367422-0j -0.00134566-0j -0.00199342-0j 0.00235349-0j -0.00649262-0j -0.00651408-0j 1.69615e-05-0j 0.033352-0j -1.78689e-05-0j -0.0351364-0j 1.4338e-05-0j -1.44779e-05-0j 0.0281935-0j -3.88464e-05-0j -0.0284686-0j -0.0763854-0j 4.64043e-05-0j -1.04235e-05-0j -2.51763e-05-0j 0.0912467-0j 9.35107e-06-0j -0.0204962-0j -0.0495053-0j 0.0183874-0j -1.33534e-05-0j -6.44923e-06-0j -0.0262574-0j 2.60486e-05-0j -0.0126814-0j 6.06043e-06-0j 0.0512206-0j 3.19825e-05-0j 0.0119169-0j 0.0628887-0j 1.8694e-05-0j 0.0367589-0j 
-0.00959644-0j 0.0104647-0j 0.0260493-0j 0.00893745-0j 0.00663712-0j 0.0168826-0j -0.0214059-0j -0.00126048-0j 0.00134675-0j 0.00324595-0j -0.000735278-0j 0.00111368-0j -0.00365572-0j -0.00568319-0j -0.00067392-0j 0.000706338-0j 0.00645994-0j -0.00220223-0j -0.000822587-0j -0.00011873-0j 0.000866596-0j 0.000125082-0j 0.00204648-0j 0.000702142-0j 0.000295384-0j -0.000634772-0j 0.000101345-0j -9.16214e-05-0j -0.00223164-0j 0.000505514-0j -0.000411395-0j -0.00032211-0j -0.000402597-0j 7.29647e-05-0j -5.93798e-05-0j -5.81099e-05-0j -0.00190595-0j 0.00390728-0j -0.0002751-0j -0.00126329-0j 0.000563967-0j -0.000260923-0j -0.00018234-0j 0.0045649-0j -3.7661e-05-0j 0.000658887-0j -0.000906613-0j -0.000130858-0j 
-0.00274184-0j -5.36623e-05-0j -0.00483174-0j -0.00485073-0j 0.000112832-0j -0.00345478-0j 0.00228243-0j 0.0169808-0j 0.000325627-0j -0.0144352-0j -0.0488657-0j -0.014492-0j 0.000573827-0j -0.03012-0j 0.0387383-0j 0.0304712-0j 0.0178136-0j -0.00799097-0j 0.0224696-0j 0.00323292-0j 0.000424854-0j 6.11281e-05-0j -0.0184535-0j -0.018526-0j -0.00265509-0j -0.0340995-0j -0.00266553-0j -0.00490623-0j -0.000361165-0j -0.00122261-0j -0.0243817-0j -5.19644e-05-0j 0.0716984-0j -0.000175909-0j -0.00350804-0j 0.010316-0j -0.032647-0j -0.000753595-0j -0.00469726-0j 0.0420799-0j -0.000108427-0j 0.0512657-0j 0.00605446-0j 0.0153615-0j 0.00737611-0j 0.00221021-0j -0.00523692-0j -0.000753488-0j 
-0.000969387-0j -0.00109504-0j 0.00439412-0j -0.000903361-0j -0.00977326-0j 0.00317184-0j -0.000206206-0j 0.00600361-0j 0.00664478-0j -0.0258172-0j 0.00350211-0j 0.0053076-0j -0.03012-0j 0.0156916-0j 0.00357507-0j 0.0473705-0j -0.0108709-0j 0.000577044-0j 0.00794419-0j 0.00114301-0j 0.00866963-0j 0.00124739-0j -0.0330038-0j 0.00678506-0j -0.00474859-0j 0.00613035-0j 0.000976235-0j 0.000882036-0j -0.0372818-0j 0.00505728-0j 0.00442512-0j -0.00536411-0j 0.0547136-0j 0.000727643-0j 0.000636687-0j 0.0078722-0j -0.0307559-0j 0.0226597-0j -0.00442516-0j 0.00258132-0j 0.00326028-0j 0.0394944-0j 0.000371401-0j -0.0070205-0j 0.00568246-0j -0.00101011-0j 0.000314955-0j 4.53157e-05-0j 
0.000228487-0j 4.47186e-06-0j 0.000402645-0j 0.000404228-0j -9.40265e-06-0j 0.000287898-0j -0.000190202-0j -0.00430522-0j -8.25577e-05-0j 0.00365983-0j 0.0123891-0j 0.00367422-0j -0.000145485-0j 0.00763648-0j -0.0098215-0j -0.00772551-0j -0.00451636-0j 0.00202599-0j 1.95854e-05-0j 0.0385116-0j 3.70321e-07-0j 0.000728177-0j -1.60848e-05-0j -1.61481e-05-0j -0.0316283-0j -2.97225e-05-0j -0.0317526-0j -0.0584446-0j -3.14806e-07-0j -1.06567e-06-0j -2.12521e-05-0j -0.000619017-0j 6.24953e-05-0j -0.00209548-0j -0.041789-0j 0.122887-0j -2.84565e-05-0j -6.56864e-07-0j -0.0559552-0j 3.66786e-05-0j -0.00129162-0j 4.46853e-05-0j 0.0721227-0j 1.33897e-05-0j 0.0878666-0j 0.0263288-0j -4.56471e-06-0j -0.00897579-0j 
0.00559792-0j -0.0185323-0j -0.00501616-0j 0.0246559-0j 0.0389666-0j -0.00433499-0j -0.0221708-0j 0.000735278-0j -0.00238501-0j -0.000625053-0j 0.000428912-0j 0.00307232-0j 0.00213715-0j -0.00130421-0j 0.000524204-0j -0.00645994-0j 0.00366173-0j 0.00222219-0j 0.000479842-0j 6.92593e-05-0j -0.00153469-0j -0.000221513-0j -0.000394078-0j 0.00193701-0j -5.68803e-05-0j 0.000370284-0j 0.000279583-0j 5.34458e-05-0j 0.00130462-0j -0.000895235-0j 0.000320001-0j 0.000188306-0j -0.000778568-0j -0.000129216-0j 4.61882e-05-0j -0.000112377-0j -0.00173571-0j 0.00272219-0j -0.000250527-0j -0.00216922-0j 0.000392914-0j -0.000672843-0j -0.0003131-0j 0.00156076-0j -9.71165e-05-0j 0.000225276-0j 0.00386218-0j 0.000557457-0j 
0.00159941-0j -0.00351954-0j -0.0029011-0j -0.00263173-0j -0.00251448-0j 0.00409336-0j -0.00433317-0j -0.00990546-0j 0.0213568-0j -0.00866728-0j 0.028505-0j -0.00786252-0j -0.0387383-0j -0.00357507-0j 0.0445921-0j -0.00561726-0j -0.00436934-0j 0.041558-0j -0.0131073-0j -0.00188587-0j 0.0278648-0j 0.00400919-0j -0.01108-0j -0.0100512-0j -0.00159419-0j 0.0198914-0j -0.00144617-0j 0.00286197-0j 0.0243817-0j -0.0801867-0j -0.0280661-0j 0.00350804-0j 0.0142111-0j -0.0115373-0j -0.00403815-0j 0.00204469-0j 0.0182314-0j 0.0100569-0j 0.00262314-0j 0.0100276-0j 0.00144699-0j -0.0200514-0j 0.00144277-0j 0.0300182-0j -0.00288499-0j 0.00431902-0j 0.0505292-0j 0.00727014-0j 
0.00169643-0j -0.00184991-0j -0.00460492-0j -0.00157993-0j -0.00117329-0j -0.00298444-0j 0.00378407-0j -0.0105063-0j 0.0112254-0j 0.0270557-0j -0.00612869-0j 0.00928273-0j -0.0304712-0j -0.0473705-0j -0.00561726-0j 0.00588747-0j 0.0538449-0j -0.018356-0j -0.0139023-0j -0.00200027-0j 0.0146461-0j 0.00210729-0j 0.0345871-0j 0.0118667-0j 0.00497639-0j -0.0107281-0j 0.00170739-0j -0.00154356-0j -0.0377164-0j 0.00854357-0j -0.00695289-0j -0.00542664-0j -0.0068042-0j 0.00122925-0j -0.00100038-0j -0.000978988-0j -0.032212-0j 0.0660359-0j -0.00463466-0j -0.0213506-0j 0.00950125-0j -0.0044098-0j -0.00307192-0j 0.0771503-0j -0.000634482-0j 0.0111004-0j -0.0153224-0j -0.00220459-0j 
8.07823e-05-0j 9.12533e-05-0j -0.000366177-0j 7.52801e-05-0j 0.000814438-0j -0.00026432-0j 1.71838e-05-0j -0.00152212-0j -0.00168468-0j 0.00654555-0j -0.000887906-0j -0.00134566-0j 0.00763648-0j -0.00397836-0j -0.000906404-0j -0.0120101-0j 0.00275615-0j -0.000146301-0j 6.92449e-06-0j 0.0136159-0j 7.55681e-06-0j 0.0148593-0j -2.87675e-05-0j 5.91414e-06-0j -0.0565668-0j 5.34347e-06-0j 0.0116292-0j 0.0105071-0j -3.24963e-05-0j 4.40814e-06-0j 3.85712e-06-0j -0.0638989-0j 4.76906e-05-0j 0.00866791-0j 0.00758442-0j 0.0937762-0j -2.68081e-05-0j 1.97511e-05-0j -0.0527139-0j 2.24999e-06-0j 0.0388375-0j 3.44249e-05-0j 0.00442425-0j -6.11936e-06-0j 0.0676912-0j -0.0120328-0j 2.74527e-07-0j 0.000539815-0j 
-0.000133284-0j 0.000293295-0j 0.000241758-0j 0.000219311-0j 0.00020954-0j -0.000341113-0j 0.000361097-0j 0.00251138-0j -0.0054147-0j 0.00219746-0j -0.007227-0j 0.00199342-0j 0.0098215-0j 0.000906404-0j -0.0113056-0j 0.00142417-0j 0.00110778-0j -0.0105364-0j -1.14248e-05-0j -0.0224651-0j 2.42881e-05-0j 0.0477588-0j -9.65775e-06-0j -8.76103e-06-0j -0.0189904-0j 1.73381e-05-0j -0.0172272-0j 0.0340927-0j 2.12521e-05-0j -6.98941e-05-0j -2.44636e-05-0j 0.041789-0j 1.2387e-05-0j -0.137436-0j -0.0481037-0j 0.024357-0j 1.58913e-05-0j 8.76605e-06-0j 0.0312477-0j 8.74049e-06-0j 0.0172371-0j -1.74776e-05-0j 0.0171868-0j 2.61651e-05-0j -0.034367-0j 0.0514495-0j 4.40433e-05-0j 0.0866043-0j 
-0.00146036-0j 0.00807675-0j -0.00134693-0j -0.0247374-0j 0.00577031-0j 0.0424394-0j -0.0438693-0j -0.000191815-0j 0.00103943-0j -0.000167838-0j -0.000111892-0j -0.00308248-0j 0.000958702-0j -6.92298e-05-0j 0.00498584-0j -0.00220223-0j -0.00222219-0j 0.00280324-0j -0.000125179-0j -1.8068e-05-0j 0.000668847-0j 9.65397e-05-0j -0.000105817-0j -0.00194341-0j -1.52734e-05-0j -9.65976e-05-0j -0.000280508-0j -1.39427e-05-0j 0.000585241-0j 0.000390161-0j 0.00304361-0j 8.44723e-05-0j -6.90126e-05-0j 5.63148e-05-0j 0.000439308-0j -9.96112e-06-0j -0.00179247-0j 0.0002414-0j -0.000258721-0j -0.00127896-0j 3.4843e-05-0j 0.00217446-0j -0.000184602-0j -0.00317876-0j 0.000313857-0j -0.000458815-0j 0.00488684-0j 0.000705355-0j 
-0.000989583-0j 0.00327609-0j 0.00088674-0j -0.00435859-0j -0.00688839-0j 0.000766325-0j 0.00391927-0j 0.00612869-0j -0.0198795-0j -0.00520994-0j 0.00357507-0j 0.0256084-0j 0.0178136-0j -0.0108709-0j 0.00436934-0j -0.0538449-0j 0.0305213-0j 0.0185224-0j 0.0081097-0j 0.00116682-0j -0.0259374-0j -0.00373187-0j -0.00666022-0j 0.0327369-0j -0.000958273-0j 0.00625807-0j 0.00471019-0j 0.000900412-0j 0.0220491-0j -0.0151301-0j 0.00540826-0j 0.00317243-0j -0.0131584-0j -0.00217693-0j 0.00077814-0j -0.00189323-0j -0.0293347-0j 0.046007-0j -0.00422068-0j -0.0366615-0j 0.00661949-0j -0.0113715-0j -0.00527486-0j 0.026378-0j -0.00163614-0j 0.00379527-0j 0.0652737-0j 0.00939158-0j 
-0.000141369-0j 0.00015416-0j 0.000383743-0j 0.000131661-0j 9.77741e-05-0j 0.000248704-0j -0.000315339-0j 0.00266372-0j -0.00284604-0j -0.00685956-0j 0.00155384-0j -0.00235349-0j 0.00772551-0j 0.0120101-0j 0.00142417-0j -0.00149268-0j -0.0136516-0j 0.00465389-0j -1.21179e-05-0j -0.0238279-0j 1.27662e-05-0j 0.0251027-0j 3.01475e-05-0j 1.03435e-05-0j 0.0592804-0j -9.35107e-06-0j 0.0203389-0j -0.0183874-0j -3.28752e-05-0j 7.44693e-06-0j -6.06043e-06-0j -0.0646439-0j -5.93082e-06-0j 0.0146432-0j -0.0119169-0j -0.011662-0j -2.80773e-05-0j 5.75596e-05-0j -0.0552096-0j -1.861e-05-0j 0.113182-0j -3.84376e-06-0j -0.0365937-0j 6.72474e-05-0j -0.00755815-0j 0.132231-0j -1.33557e-05-0j -0.0262618-0j 
0.000258157-0j -0.00142778-0j 0.000238106-0j 0.00437299-0j -0.00102006-0j -0.00750229-0j 0.00775506-0j -0.00159882-0j 0.00866389-0j -0.00139897-0j -0.000932645-0j -0.0256931-0j 0.00799097-0j -0.000577044-0j 0.041558-0j -0.018356-0j -0.0185224-0j 0.0233656-0j -0.00211561-0j -0.000304395-0j 0.011304-0j 0.00162642-0j -0.00178839-0j -0.0328451-0j -0.000257314-0j -0.00163257-0j -0.00472576-0j -0.000234895-0j 0.00989101-0j 0.00659401-0j 0.0514393-0j 0.00142312-0j -0.00116637-0j 0.000948746-0j 0.0074011-0j -0.000167817-0j -0.0302941-0j 0.00407983-0j -0.00435872-0j -0.0216154-0j 0.000587007-0j 0.03675-0j -0.00311002-0j -0.0537235-0j 0.0052876-0j -0.00772974-0j 0.0825913-0j 0.0118832-0j 
8.24652e-05-0j -0.000273007-0j -7.3895e-05-0j 0.000363216-0j 0.000574032-0j -6.38604e-05-0j -0.000326606-0j -0.00155384-0j 0.00504016-0j 0.0013209-0j -0.000906404-0j -0.00649262-0j -0.00451636-0j 0.00275615-0j -0.00110778-0j 0.0136516-0j -0.00773821-0j -0.00469608-0j 7.06875e-06-0j 0.0138996-0j -2.26081e-05-0j -0.0444553-0j -5.80532e-06-0j 2.85349e-05-0j -0.0114153-0j 5.45479e-06-0j 0.0561093-0j 0.010726-0j 1.92189e-05-0j -1.31881e-05-0j 4.71406e-06-0j 0.037791-0j -1.14694e-05-0j -0.0259323-0j 0.00926946-0j -0.0225528-0j -2.55694e-05-0j 4.01016e-05-0j -0.0502781-0j -3.19557e-05-0j 0.0788535-0j -9.91191e-06-0j -0.0628358-0j 2.29921e-05-0j -0.0194902-0j 0.0452105-0j 5.68952e-05-0j 0.111876-0j 
-2.15131e-05-0j 0.000118982-0j -1.98422e-05-0j -0.000364416-0j 8.50047e-05-0j 0.000625191-0j -0.000646255-0j 0.000405356-0j -0.0021966-0j 0.000354687-0j 0.000236458-0j 0.00651408-0j -0.00202599-0j 0.000146301-0j -0.0105364-0j 0.00465389-0j 0.00469608-0j -0.00592398-0j -1.84406e-06-0j -0.00362605-0j 9.85304e-06-0j 0.0193745-0j -1.55884e-06-0j -2.86292e-05-0j -0.00306521-0j -1.42302e-06-0j -0.0562948-0j -0.00279814-0j 8.62141e-06-0j 5.74761e-06-0j 4.48367e-05-0j 0.0169527-0j -1.01665e-06-0j 0.0113018-0j 0.0881643-0j -0.00199909-0j -2.64056e-05-0j 3.55615e-06-0j -0.0519224-0j -1.88409e-05-0j 0.00699261-0j 3.20329e-05-0j -0.0370476-0j -4.68276e-05-0j 0.0629876-0j -0.0920792-0j 7.199e-05-0j 0.141557-0j 
