-0.0117854+8.67362e-19j -0.00476045-0.000168851j 0.000720185-0.000243547j 0.0148588-0.0017155j 0.00432807+0.000252437j 0.00358235+0.0023066j 0.0217262-0.00167638j 0.00199685-0.000210221j 0.0101199-0.00245476j 0.0124583+0.00104409j 0.0138715+0.00264818j 0.0219406-0.00178599j 0.0343754-0.00123827j 0.000266981-0.00375797j 0.00021818+0.00164054j -0.0126608+0.000880911j 0.0129832-0.000694804j -0.00724026-0.00134059j 0.0195359-0.00124138j 0.010896+0.00160457j -0.000160141-0.000662927j 0.00769387-6.95447e-05j -0.0185424+0.00243161j -0.00661086-0.00221808j 0.00451118-0.0002121j -0.0232284-0.000317594j 0.0149367+0.000230501j -0.00344375+0.00040992j -0.00653137+0.00345449j -0.00514684-0.000463396j -0.00239753+0.000926865j 0.00484125-0.000285059j -0.00187039+0.00197554j 0.0115236+0.000250006j -0.00949325+0.000744303j 0.00198918-0.00109575j -0.00290218-0.00168302j 0.00946082-0.000430672j -0.00112919+0.000250562j 0.00341691+0.000824491j -0.00868516+0.00139017j -0.011646+0.00085513j -0.00800035+0.00019972j -0.00355714-0.000303181j 0.00618067+0.00582125j -0.00141566-0.00279019j 0.00509385+0.000960467j 0.000821385+0.00207507j 0.00675379-6.55989e-05j 0.0086642+0.000589682j -0.0133536-0.000152934j 0.00260197+5.80559e-05j -0.0113638+0.000641438j 0.00100391+0.000696135j -0.0164185+0.00013424j 0.000400196-0.00291988j -0.00159161+0.00252274j -0.00937586+0.000661861j -0.0114982+0.00118184j -0.00774516+0.00130928j 0.00926349-0.00210525j -0.000704218+0.00136352j 0.0126103-0.0010901j 0.00922064-0.00542121j -0.00796526+0.00133486j -0.0157987+0.000814973j -0.0280675+0.00224118j 0.00175595+0.00164446j -0.00844338+0.0047991j -0.0219623-0.00242004j 0.0267412-0.000355131j -0.00394644+0.00272114j 0.0250199-0.00803353j 0.0154897+0.000221613j 0.0226464-0.00163246j 0.0153281-0.00118777j -0.0400507+0.00236393j -0.0377675-0.00273136j 0.0482535+0.0164599j -0.1155+0.0161107j -0.0360225+0.00872155j 0.0775302+0.0073706j -0.0188539+0.014168j -0.0604127+0.000544965j -0.0153802-0.000400412j 0.0104045-0.0060812j 0.0275442+0.0031751j -0.0290136+0.00425416j -0.00343609-0.00935274j -0.0489117-0.00191703j 0.000540216-0.000259078j -0.0629963-0.00905979j 
-0.000552131+0.00367545j 0.00592795+0.0111266j -0.00100124-0.00099637j 0.00678635-0.00159128j 0.00738513+0.044143j -0.00710641-0.0106806j 0.00529055+0.00888735j -0.0209239-0.0545958j 0.0172727+0.0182812j 0.0127007+0.015915j 0.0240242+0.0354567j 0.00479356+0.0236565j -0.0051177+0.0221371j 0.00192135+0.0375472j 0.00477361+0.0624903j -0.0179326+0.0263806j 0.0115838-0.0309731j -0.0121824+0.0326868j 0.0361307+0.0661867j -0.0358861+0.00588409j 0.0319242+0.00835133j -0.00696574-0.0202278j 0.016067+0.0204236j -0.0101372+0.0548298j 0.0214504-0.0338794j 0.0169968+0.041643j -0.0495986-0.0351331j -0.0246923+0.0102419j 0.000953672+0.00356578j -0.00415483-0.00697584j 0.0330077+0.0529612j -0.0455969-0.0238546j -0.101785-0.0633222j -0.0711331-0.0764182j -0.0329144-0.0353962j -0.0280551-0.0802986j 0.0574295+0.0599209j 0.0400019-0.0321411j 0.00171305-0.0121881j 0.109802+0.0581297j -0.0371078-0.0334815j 0.0500341+0.0581739j -0.0456741+0.00180564j -0.00956308+0.034735j -0.0593101-0.00850455j -0.24269+0.253759j -0.132355+0.27345j -0.341644+0.130633j -0.00652758+0.0337671j -0.0462984+0.00348895j -0.0477269-0.0590535j -0.0393736-0.0344083j 0.113559+0.0545554j 0.00387853-0.0107782j 0.036701-0.0302665j 0.0565578+0.0642498j 0.0234974+0.0883756j 0.0294503+0.0394232j -0.0664792-0.0808038j -0.0966173-0.0676807j 0.0401939+0.0264648j 0.0326554+0.0551516j -0.00183383-0.00981546j 0.005646-0.00826362j 0.0235402-0.0123689j -0.051763-0.0330581j -0.0228582-0.0426545j 0.0208437-0.0349251j 0.00569992-0.0537313j -0.0149804-0.0171966j 0.00825374+0.0207268j -0.0262268-0.00746193j 0.0275485-0.00686163j -0.0386157-0.0637789j -0.00456353+0.0310472j -0.00404518+0.0288574j 0.00507234-0.0164757j -0.00515594-0.0594535j -0.00440554-0.0357543j -0.0093781+0.0226887j 0.0197398+0.0159058j 0.0215569+0.0366761j 0.0144857+0.0160229j 0.00988912+0.0170072j 0.023249+0.0540313j 0.00302171-0.013776j -0.0126557-0.00974643j 0.0146109+0.0422139j 0.00654029-0.00276467j 0.00302349-0.000443201j -0.00623955-0.0110725j 0.00509385+0.000960467j 
-0.00167414+0.00145541j -0.00150279+0.00527663j 0.00269473-0.00221109j -0.00759929+0.00031772j 0.00933648+0.0203123j 0.0170533-0.00200702j 0.0155009+0.00982438j -0.00338419-0.0249419j 0.0102923+0.00756094j -0.0143285+0.0041862j -0.0126623+0.0133065j -0.02452+0.00337187j 0.00726972+0.000101509j 0.0330287+0.0220706j 0.046912+0.0280568j 0.0223302+0.00975968j -0.0525209-0.0208779j 0.0743434+0.0346438j 0.0188908+0.0303431j 0.0704996+0.0160662j -0.0348393-0.00151106j -0.0249075-0.0172486j -0.0342413-0.00944483j 0.0495632+0.0299748j -0.0910669-0.025908j -0.0692234-0.0066231j 0.00912452-0.0247849j 0.0220758-0.00176442j 0.0494604+0.0247513j -0.0895637-0.0257376j 0.0401694+0.0405738j 0.00843827-0.0132486j 0.0547502-0.0406506j 0.0373741-0.0369291j -0.000840528-0.022499j -0.0880751-0.0569726j -0.0027423+0.0340032j -0.10752-0.0244991j 0.000499459+0.000485793j -0.125314+0.0240866j -0.0224448-0.0334085j 0.02487+0.0392286j 0.0599742-0.0069627j 0.0640936+0.0213394j -0.0438597+0.109406j -0.00832996-0.0866156j -0.341644+0.130633j 0.384065+0.18819j 0.0661191+0.0193166j 0.0583853-0.00466349j -0.0221305-0.046415j -0.0233592-0.0302494j -0.122815+0.0232244j 0.000725858-0.000137528j -0.109438-0.0234379j -0.00363447+0.0306614j 0.0858413+0.05021j -0.000338869+0.0182624j 0.0388663-0.0329952j 0.0575915-0.0396504j -0.0111954+0.0146767j 0.0401883+0.0376137j -0.08491-0.0333985j -0.0486989-0.0181728j -0.0221504+0.00493526j 0.00936852-0.0292072j 0.067478+0.0109906j -0.0903867-0.0270028j -0.054448-0.0199985j 0.0362536+0.000467012j 0.0237961+0.0206711j 0.0394288-0.00989405j -0.0750152-0.00677141j -0.0191514-0.0342539j 0.0769031+0.0330284j 0.0544705+0.0214437j -0.0297152-0.00808981j -0.0461002-0.0350516j -0.0336476-0.0238852j 0.00513315+0.00203075j -0.0172937+0.00198421j -0.0141214+0.0137199j -0.0144451+0.00510565j 0.00620769+0.0180469j 0.00598878+0.0203171j -0.0124439-0.00733226j 0.0150025-0.00148207j 0.0137729+0.0142395j -0.00777845+0.00170711j -0.000964932+0.00111538j 0.00155471-0.0055377j 0.000821385+0.00207507j 
0.00675379+6.55989e-05j 0.00308977-0.000979705j -0.0190742-0.00266783j 0.011466-0.00161961j -0.0205663+0.000659157j 0.00995304+0.00341553j -0.0160714+0.00189485j 0.00340684-0.00137868j -0.0037393+0.000424259j -0.0121871-0.00273485j -0.026852-0.000208568j -0.0167794-0.000915526j -0.0187266+0.000225318j 0.020863+0.000999808j 0.00813408-0.00237145j 0.013248-0.00299842j 0.0592483+0.00512386j 0.0162022+0.00238934j -0.0722828-0.00452764j 0.0143894+0.00254724j 0.00693024-0.00091073j -0.0965261+0.00224099j 0.0682768+0.000477566j -0.0625902+0.000184197j -0.0373786-0.00566502j -0.0580492-0.000168616j -0.0550415+0.0032307j 0.0215544-0.000237144j -0.0103462-0.00227038j 0.0539564-0.00347019j -0.0674316-9.98962e-05j -0.0475054+0.00152137j 0.0535635+0.000223562j 0.0374198-0.00118921j -0.0398582+0.00078763j 0.0774748-0.00554641j -0.0654686-0.00188919j 0.0885907-0.00157302j -0.115486+0.00248861j 0.141284-0.00134345j -0.0619096-0.0028936j 0.0214525-0.00136976j 0.109804+0.000576306j 0.694833+0.00245173j -0.0300743-0.0768177j 0.00592597+0.0186098j -0.00956308+0.034735j 0.0640936+0.0213394j 0.0775123+1.98431e-15j -0.0686545-0.0038724j 0.0687234+0.00233005j 0.0284902+0.0033091j -0.0191953-0.00187962j 0.0307432+0.00674785j -0.00903826-0.00154923j -0.0579364+0.000901138j 0.0762085-0.00222128j 0.00160173-0.00497506j -0.103887-0.000311785j -0.0547137-0.00201412j -0.016356+0.00117176j 0.0143475-0.000587868j 0.0491263-6.62549e-05j -0.0126447-0.00431415j 0.0163476+0.00227525j 0.0770712-0.00391022j 0.0871161-0.00199685j -0.103267+0.00355542j 0.0639826-0.000369024j 0.0204677-0.00397631j -0.0191456-0.00195354j -0.0243631-0.00203959j 0.0282681-0.00069827j 0.0217702-0.00254475j 0.0488249+0.00409684j 0.0451808-0.0011749j -0.0257896-0.00118662j 0.0180078+0.00124154j -0.0307023+0.000753571j -0.0302465-0.00028306j -0.00817965-0.000295096j 0.00490355+0.000475388j -0.0103945-0.000960678j 0.0008251-0.00308692j -0.0177867-0.00155618j 0.00179796+0.000209371j -0.0134033-0.00270448j -0.0291207+0.00122836j 0.0187532-0.00241365j -0.00309718-0.00292764j -0.00886395+0.000811765j -0.00355714-0.000303181j 
0.0086642-0.000589682j -0.00658418-0.00223947j -0.00642337-0.000701626j 0.00613482-0.000338571j -0.023034-0.00377486j -0.00516457+0.000967811j -0.0100426+0.000385797j 0.0243947-0.0013672j 0.0313781+0.00354443j 0.0353252-0.00295615j 0.0308603+0.00122538j 0.0121279+0.00142327j -0.00680225-0.000554525j -0.0497936-0.00215323j -0.0404804-0.00148501j 0.0323597+0.000801029j -0.00643728+0.000326397j -0.0129103-0.00305453j -0.050491-0.00245071j 0.00209176-0.00491221j -0.0833507+0.00135188j 0.0144654+0.00262759j -0.0788684+0.000668812j -0.0478346+0.00142767j 0.0242472-0.00219088j 0.0231591-0.00226212j 0.0293153-0.00125166j 0.0541253-0.00215833j -0.00215493-0.00170806j -0.0363825+0.00222919j 0.0558306+0.00172561j -0.0627118+0.00110328j -0.0870436+0.00133354j 0.0542559-0.00241033j 0.111838-0.00373082j 0.102734+0.00166919j 0.0424648+0.00166605j 0.00777297+0.00119147j 0.11952-0.00143165j -0.0082335+0.00270166j -0.00965446+0.00119309j -0.0272944+0.00426693j 0.598225+0.00440755j 0.109804+0.000576306j -0.0176821-0.0818965j 0.0585346+0.0272145j -0.0456741+0.00180564j 0.0599742-0.0069627j -0.0686545+0.0038724j 0.0553672+3.33501e-16j -0.18635+0.0034247j -0.0968257-0.00282834j 0.0607103+0.000797725j 0.0149561-0.00100905j -0.064884+0.00172543j -0.0484752-0.000530546j -0.0342732-0.0022221j -0.026135-0.000873319j -0.013771+0.00275924j 0.0172249-0.00313157j -0.118514+0.00465075j 0.095765+0.00259811j 0.012108-0.00184019j 0.0718491+0.000524638j 0.10471+0.00247469j 0.0825199-3.90143e-05j 0.00311714+0.00291698j 0.0755906+0.0017597j -0.0816709-0.00120745j 0.0433423+0.000960824j 0.00830747+0.0015289j -0.0289782-0.00180544j -0.0222534-0.000915768j 0.0386589+0.00110941j 0.0204229+0.00305896j -0.0525443+0.00325173j -0.0105634+0.000261103j 0.00979776+0.00211183j -0.0479664+0.000208629j 0.00142651+0.000370027j 0.0198657-0.00107449j -0.0103947+0.00186985j 0.0121-0.00181305j 0.000827847-0.000454222j 0.00247735+0.000166578j 0.00167328+0.00121699j 0.0130529-0.000446552j -0.0147338-0.00198807j 0.0137076+0.00125375j 0.00780835-0.000270378j -0.0022353+0.00178593j -0.00800035+0.00019972j 
-0.0133536+0.000152934j 0.00585328+0.00249999j 0.00231059-0.000874016j -0.00410274+0.000410302j 0.00739858-0.00161775j 0.0111458+0.000689477j -0.00377568+0.000796977j 0.000604765+0.00250133j -0.0257161-0.00112184j 0.0352151+0.00366007j 0.0640343+0.000216529j -0.00566237+0.00276612j 0.00176174+0.000552378j 0.0190423+0.00203231j -0.0962478+0.00050891j -0.00364163+0.00354809j -0.0812461-0.00188421j -0.0144928-0.00169149j -0.0527029-0.0022794j -0.0576565-0.00714468j -0.00628012-0.000464077j 0.1019+0.00251882j -0.0190406-0.00210861j 0.057769-0.00154921j -0.0522895+0.00314018j 0.0428767-0.000885713j 0.0657186+0.00208409j -0.134714-0.00485487j -0.103315-0.00224681j 0.0121837+0.00213604j 0.0796064-0.00143308j 0.076628+0.000862497j 0.0673639+0.000615058j 0.00687701+0.00372813j 0.0293939-0.00200453j -0.00663841-0.00310509j 0.0310992-0.00128346j -0.0692003+0.000823728j 0.0216687+0.00183264j 0.0238645-0.000625447j -0.0175143+0.00600811j -0.621201+0.00095047j 0.0272944-0.00426693j -0.0214525+0.00136976j 0.0152332-0.0206103j 0.0577823-0.000867567j -0.0500341-0.0581739j -0.02487-0.0392286j 0.0687234-0.00233005j -0.18635-0.0034247j 0.00430383-3.90313e-17j -0.0608972+3.35429e-05j -0.0855591-0.0030445j 0.00429661-0.00295436j -0.0361552-0.000454889j -0.0860289-0.00336092j 0.0382245-0.00402576j -0.0233747-0.00172751j -0.125994-0.000542658j -0.0221494-0.00193103j -0.0131212-0.000108281j -0.0233904-0.00434099j -0.089422+0.00355796j -0.0290332-0.000966931j 0.0764584-0.00644829j -0.00996397+0.000864476j -0.0174387-0.000287994j -0.046021+0.00788054j 0.0485343-0.00154673j -0.0969619+0.00143106j 0.00652658-0.00317454j -0.119175+0.00288499j 0.0547721+0.00128179j 0.0200044-0.0018872j -0.0103382-0.00328528j -0.0263714-0.000328793j 0.00125016+0.00386499j -0.0118976-0.00206902j 0.0167835+0.00248639j -0.0137319-0.00106228j -0.0180319-0.00118579j -0.0157609-0.000283747j -0.0026505+0.000748517j 0.0215868-0.00170898j 0.0286774+0.000127664j 0.0297401-0.00299093j -0.00285715-0.00293739j 0.00426165-0.000819757j -0.00969743-0.000866243j -0.00607169+0.00183955j -0.00045073-0.0017158j 0.011646-0.00085513j 
0.00260197-5.80559e-05j 0.000830436-0.000792125j 0.0122848-0.000246259j -0.00116402+0.00260039j -0.0362701-0.00366964j 0.0104259+0.00250201j 0.000904312+0.00328418j 0.0500413-0.000204545j -0.0142002-0.00232756j -0.00559249+0.00207896j -0.037821+0.000185121j -0.0527394-0.00401864j 0.0437953+0.00338638j -0.0135507+0.00255367j 0.0363628-0.00421924j 0.0479617-0.00177462j -0.0892843-0.00120748j 0.053799-0.000996394j 0.0421962-0.00451727j 0.0407142+0.00127278j 0.0351757+0.00592763j -0.0131676-0.00508379j -0.00606287+3.75896e-05j -0.0160755+0.000169587j 0.0403745+3.65029e-05j -0.029381+0.00398766j 0.0644756+0.00439775j 0.121267+0.0020872j -0.0484321+0.000552925j -0.0496922+0.00305269j 0.0106336-0.00182997j -0.0739907+0.00340999j 0.0556953-0.000135617j -0.0991532-0.00353564j -0.00445482+0.000602055j 0.0120697-0.00262696j -0.117429-0.000730976j -0.00162593+0.00027693j -0.150694-0.00314935j 0.0497909-0.000713214j 0.748304-0.00208129j 0.0175143-0.00600811j -0.00965446+0.00119309j -0.0619096-0.0028936j 0.0198183+0.0114475j 0.0720516+0.00748505j -0.0371078-0.0334815j -0.0224448-0.0334085j 0.0284902-0.0033091j -0.0968257+0.00282834j -0.0608972-3.35429e-05j -0.077132+4.68679e-15j 0.0522145+0.000541524j 0.0838757-0.00121621j 0.00710878-0.00316423j -0.0182391-0.00398613j -0.00892333+0.00231896j -0.0379843-0.000819963j 0.00955812-0.000655951j -0.011907+0.000270044j 0.0388493+0.00554197j 0.0705923+0.00134826j -0.0804433+0.00223698j 0.0822128+0.00185664j 0.00894152+0.000664829j 0.0458364+0.000444077j 0.0225641+0.00576244j 0.0510954-0.00274807j 0.00195983+0.000170224j -0.0169146+0.000223022j -0.0505403+0.00329301j 0.0115952+0.00173925j -0.0203738-0.00139344j 0.0400028-0.00223536j 0.014088-0.000112746j 0.0248518+0.00369397j -0.0078325+0.00194307j -0.0169974-0.00258426j 0.0276168-0.00342047j -6.18371e-05-0.0030701j -0.0432862+0.00292407j -0.0542481+0.00199665j -0.00295986+0.00154327j 0.00770197+0.00355941j -0.0152494-0.000729235j 0.00913539+0.00303386j 0.0246224-0.00124156j -0.0160556+0.000336571j -0.0013435+0.00275927j 0.0126706-0.00116617j 0.00339799+0.00104545j -0.00868516+0.00139017j 
-0.0113638-0.000641438j -0.000628112+0.00218878j 0.0210139+0.000780558j -0.00437066+0.00169819j 0.00383059+0.00156791j 0.0130847+0.00357174j -0.00922377-0.000273394j -0.0090998+0.000740106j -0.0260205+0.00166634j 0.0244439+0.00589362j 0.0352005+0.00133113j -0.00619001+0.00220402j 0.0387081-0.00196852j 0.0428947+0.00355653j -0.00858672-0.000594231j -0.0159763+0.00224829j -0.0273141-0.00172917j -0.0570992+0.00128272j -0.0232012-0.00311519j -0.000823547-0.000831953j 0.112076-0.000741564j -0.0623085+0.00139563j 0.000622277+0.000446729j 0.0852245+0.00141273j 0.0522215+0.00169188j -0.0103334-0.000396386j 0.0491862+0.000208699j -0.0451621-0.00458464j 0.0239836+0.00116011j -0.0442115+0.000893059j -0.017087+0.0030044j -0.00354205-0.00231797j -0.015606-0.000352146j -0.0318931+0.00182921j 0.066386-0.0024249j -0.0199669-0.000776572j 0.0036242+0.000711724j -0.0717052+0.000334872j 0.0332218-0.000636707j 0.74684+0.00124541j 0.0497909-0.000713214j -0.0238645+0.000625447j -0.0082335+0.00270166j 0.141284-0.00134345j 0.0211262+0.0789859j -0.0414614+0.0128721j 0.109802+0.0581297j -0.125314+0.0240866j -0.0191953+0.00187962j 0.0607103-0.000797725j -0.0855591+0.0030445j 0.0522145-0.000541524j -0.0751949-1.19772e-15j 0.0181073-0.000733905j -0.0389705-0.000540707j -0.016904-0.00145218j -0.0179728-0.00592985j -0.0269947-0.00388601j 0.154848-0.000234514j 0.094803+0.000938154j 0.0276432-0.00157528j -0.0225554-0.00113445j 0.00769991+0.00476442j -0.0454393-8.51081e-05j 0.0719647-0.000858216j -0.0140878+0.00121723j 0.0142322+0.00185989j -0.0308299+0.00228953j -0.0107765-0.00131629j -0.0482573+9.24529e-06j 0.0148283+0.00269743j -0.00710942-0.00315243j -0.00900537+0.000715308j 0.026156-0.000822259j -0.015689-0.0032238j 0.0171779+0.00158195j -0.00164128+0.00127353j 0.00197248-0.00211494j 0.0135325-0.00319176j 0.00993288+0.000309521j -0.0128846+0.00144762j -0.0196202+0.00171116j 0.0205266+0.0019756j 0.00715135+0.000230445j 0.0100709+0.000979182j 0.027075-0.000179346j 0.00609059-0.0031305j 0.00914991+0.00126471j -0.0194148+0.00095268j -0.001371+0.00131362j 0.00806106-0.00155148j 0.00341691+0.000824491j 
0.00100391-0.000696135j -0.00318053-0.00075111j 0.0134942+0.00231541j -0.0182464+0.0018175j 0.00564587-0.00363829j -0.035232-0.000750175j -0.00424134-0.00261922j 0.0450365+0.000304666j -0.0449848+0.00489973j 0.0056724+0.0018111j 0.0303701+0.00443332j 0.0133484-0.00151054j -0.0293514-0.000737533j -0.0418463-4.37753e-05j -0.126095-0.000815343j -0.0287408-0.00465398j -0.0388797-0.00213842j -0.0869606-0.00478583j 0.00330285+0.000324357j -0.000184505-0.00368558j 0.0367058+0.000627079j -0.0256629-0.00323772j -0.0474444-0.00238713j 0.0469181-0.000644681j 0.0256694+0.00215829j -0.0690385-0.00155519j 0.0528583+0.00366424j 0.131378-0.00423673j -0.0150659-0.00249131j 0.0581929-0.00198483j -0.0897598-0.00147941j -0.084974+7.38041e-05j 0.0612414-0.000626835j -0.178752+0.000677651j -0.0931076+0.00110197j -0.0643049-0.00294063j -0.141103-8.76249e-05j -0.022099+0.00232831j 0.612743+0.000146435j 0.0332218-0.000636707j -0.150694-0.00314935j -0.0216687-0.00183264j 0.11952-0.00143165j -0.115486+0.00248861j -0.00756932+0.00699518j -0.0311325-0.0105084j 0.00171305-0.0121881j 0.000499459+0.000485793j 0.0307432-0.00674785j 0.0149561+0.00100905j 0.00429661+0.00295436j 0.0838757+0.00121621j 0.0181073+0.000733905j 0.0195961-2.73219e-17j -0.0236728+0.000210721j -0.00464014+0.00161122j 0.042361+0.00235103j 0.0323938+0.00254122j -0.0405286-0.00110773j -0.0205453-0.00028548j -0.054849+0.000692556j -0.00996031-0.000779415j -0.0287414-0.00350199j -0.0119372+0.00212716j 0.0410836-0.00157988j -0.00317791-0.00169287j -0.000705031+0.00182672j -0.00696625+0.000732916j -0.129982+0.0015373j 0.0251623-0.000646881j 0.00364669+0.000341119j -0.000314694-0.00423623j -0.0350053+0.000263933j 0.00545692+0.00258622j -0.0208337+0.000174372j -0.0236455+0.00417882j 0.0116606+0.00125681j 0.024313-0.000786867j -0.022846-0.000957399j -0.0285532+0.000798251j 0.000400354+0.000999058j -0.0280291+0.00209961j -0.00263121-0.000374366j 0.00380271-0.000827597j 0.00585891+0.00147035j -0.000997803+0.00248793j 0.0253126-0.00106709j 0.00461808-0.00270569j -0.0153712+0.00264178j 0.0069927+0.00239528j -0.000249822+0.000539543j -0.00112919+0.000250562j 
-0.0164185-0.00013424j 0.00589072+0.00330868j 0.0107132+0.0038463j -0.0183207-0.000153835j 0.0164783+0.00254984j -2.8726e-05-0.00390268j 0.0252913+0.00136836j 0.0221001+0.0016573j 0.0330274+0.00216852j -0.0175642+0.00247785j -0.0238252+0.000118594j 0.0528377-0.00447514j -0.0329417-0.000659528j 0.0407889-0.00375737j -0.0421411+0.00216453j 0.0264494-0.00293j 0.0816903-0.00368027j 0.0304924-0.00362095j 0.156254+0.00414989j 0.044781-0.00181181j -0.0166222-0.00315654j 0.00709978-0.00361854j 0.0153502-0.00371077j 0.0543148-0.00424193j -0.0690136+0.00178234j -0.0158056+0.00343373j 0.0700142+0.00101436j -0.0441948+0.00113369j -0.0463657+0.00230611j 0.147332+0.00319908j 0.0770481-0.000289855j 0.0396017+0.00386616j -0.0437424-0.00190144j -0.0493857+0.00197201j 0.0737901-0.00277751j -0.0806695+0.00212459j -0.0801705+0.00163474j 0.756131+0.00327526j -0.022099+0.00232831j -0.0717052+0.000334872j -0.00162593+0.00027693j 0.0692003-0.000823728j 0.00777297+0.00119147j 0.0885907-0.00157302j 0.00876279+0.0201895j -0.0190239-0.00106202j 0.0400019-0.0321411j -0.10752-0.0244991j -0.00903826+0.00154923j -0.064884-0.00172543j -0.0361552+0.000454889j 0.00710878+0.00316423j -0.0389705+0.000540707j -0.0236728-0.000210721j -0.0998646+8.19657e-17j -0.0447794+0.00306195j -0.0476251+0.000416373j -0.0907858-8.72165e-05j -0.0146315+0.0042239j 0.0499742+0.000272898j 0.00933141+0.0011068j 0.0207626+0.000392393j -0.0204377-0.00585852j -0.0413161+0.00075158j 0.0272295-0.00121179j -0.0200393-0.0011009j 0.0101366+0.00148826j 0.0164757-0.00030145j -0.0531494+0.000800816j 0.00908594+0.000233949j 0.0121029+0.000970916j 0.0500846-0.000895325j -0.0366461-0.00172703j -0.0446544+0.00154182j -0.0314515+0.000533063j -0.0380465-0.00167425j 0.00482016-0.00254206j 0.0116682-0.00201774j 0.000270181-9.52941e-05j -0.0115232+0.000358088j 0.0174699+0.00318246j -0.00130379-0.000879413j -0.0071695-0.000318814j 0.00198416+0.000485935j -0.0118909+0.00201j -0.0113652+0.00217201j 0.00751078+0.00206683j 0.00909064-0.00063138j -0.0213469+0.00111521j 0.000273476+0.00358497j -8.61679e-05-0.00102936j 0.00946082-0.000430672j 
0.000400196+0.00291988j 0.0182112+0.000713904j 0.0181355+0.000806673j 0.00499856+0.00331517j -0.00520354+0.000922815j -0.00601739+0.000131775j -0.0154531-0.00119659j 0.0156113+0.00165858j -0.0163328+0.00678677j 0.0518379+0.00386811j -0.052283-0.00652888j 0.023456-0.00239525j -0.0855652-0.00284244j 0.0586599-0.00257402j 0.138445+0.00310292j -0.0763375+0.00407953j 0.00789634-0.00448992j -0.0315529-0.000868451j 0.110843+0.00454439j -0.0667667+0.000343675j -0.0116271+0.0020603j -0.0106654+0.00336006j 0.0285472+0.000481044j -0.0836049-0.000787528j -0.0240029+0.00460687j -0.102117-0.00277929j -0.0338193-0.00556145j -0.0857384+0.00234451j 0.00592976+0.0039977j -0.0292178+0.00126967j -0.0833903-0.000601794j 0.0720014-0.000746387j 0.0815483-0.00282539j -0.112762+0.00432234j -0.0103802-0.0010826j -0.011089-0.00206511j 0.603647+0.000837587j -0.0801705+0.00163474j -0.141103-8.76249e-05j 0.0036242+0.000711724j -0.117429-0.000730976j -0.0310992+0.00128346j 0.0424648+0.00166605j -0.0654686-0.00188919j -0.032494-0.0716209j -0.0290674+0.0333837j 0.0574295+0.0599209j -0.0027423+0.0340032j -0.0579364-0.000901138j -0.0484752+0.000530546j -0.0860289+0.00336092j -0.0182391+0.00398613j -0.016904+0.00145218j -0.00464014-0.00161122j -0.0447794-0.00306195j -0.0907943-2.79736e-14j -0.0933028+0.00208427j -0.0863028-8.75607e-05j -0.0200586-0.0017018j 0.04863+0.00207376j 0.0180288+0.00509297j 0.00106055+0.000728622j -0.0162746+0.000354298j 0.0592601+0.00209563j -0.0233798+0.00133045j 0.0460075+0.00082372j 0.0462987+0.00462439j 0.0646807-0.00214725j -0.0563139+0.00143798j 0.0170147+0.00113515j 0.0350866-0.00287642j 0.00290916-0.00153387j -0.0590783+0.0036934j 0.0237909-0.0012875j -0.00389626-0.000508067j -0.00793251+0.00450154j -0.0406904-0.0019751j -0.0410031-0.000381289j -0.0439172-0.00275897j 0.00261065+0.00291278j 0.00377436+0.000715239j -0.0513607+0.00500683j 0.0337335-0.00243964j -0.00762587-0.000879835j -0.00497846+0.00129242j 0.0130001+0.00196747j 0.00306446+2.6316e-05j -0.000767556+0.000366551j -0.0123082+0.00360466j 0.0133778+4.65982e-05j -0.0112061+0.000559397j -0.00290218-0.00168302j 
