5.45993-0j -0.252868-0j 0.172261-0j 0.0645282-0j 0.00391246-0j -0.0001321-0j 6.67312e-05-0j 0.0745096-0j -0.256539-0j -0.0436677-0j -0.00116708-0j -3.15349e-05-0j 0.104337-0j 0.0124602-0j 0.000300619-0j 7.1147e-06-0j -0.00109094-0j -4.05847e-05-0j -9.8399e-06-0j 0.236621-0j 0.156983-0j 0.0132161-0j 0.000293631-0j -1.11653e-05-0j -0.0610161-0j -0.00403705-0j -5.82502e-05-0j 0.000462379-0j 4.36786e-06-0j 0.0131032-0j 0.000490427-0j 3.2759e-06-0j -5.77525e-05-0j -5.36371e-06-0j -0.278624-0j -0.0668398-0j -0.00310651-0j -4.71552e-05-0j 0.0190725-0j 0.000716315-0j 4.78475e-06-0j -5.96466e-05-0j -0.00438458-0j -8.94698e-05-0j 6.70885e-06-0j 0.000550115-0j 5.19666e-06-0j 0.179719-0j 0.0213238-0j 0.000566297-0j -6.24685e-06-0j -0.00462176-0j -9.43095e-05-0j 5.00048e-06-0j 0.000794022-0j 7.50073e-06-0j -0.000102428-0j 6.072e-06-0j -0.0792063-0j -0.00524058-0j -7.56158e-05-0j 0.000848846-0j 8.01861e-06-0j -0.000106023-0j 8.70891e-06-0j 0.025893-0j 0.000972475-0j 6.49582e-06-0j -0.000114518-0j 9.108e-06-0j 
-0.0132161-0j 0.11245-0j -0.0373275-0j -0.0870426-0j 0.188524-0j -0.128821-0j -0.0175454-0j -0.051683-0j 0.141957-0j 0.0123385-0j -0.0204837-0j 0.110307-0j -0.01137-0j -0.0565455-0j -0.00974234-0j -0.0168657-0j -0.00154482-0j -0.0191017-0j -0.000899413-0j 0.177154-0j -0.146611-0j -0.0519514-0j 0.353961-0j 0.0947123-0j -0.0585577-0j -0.0345019-0j -0.0303972-0j 0.0462365-0j -0.0284078-0j -0.139208-0j -0.336614-0j 0.014736-0j -0.0814513-0j 0.0216607-0j -0.0525852-0j -0.0641468-0j -0.00269296-0j 0.0938235-0j 0.0296225-0j 0.0716293-0j -0.00313574-0j 0.0122558-0j 0.0127806-0j 0.158032-0j 0.014882-0j -0.0187622-0j 0.0115276-0j -0.0195253-0j -0.097103-0j -0.0167301-0j -0.0289627-0j -0.00459488-0j -0.0568157-0j -0.00378329-0j 0.0793998-0j -0.0487835-0j 0.0210463-0j -0.00459397-0j 0.0259265-0j 0.0152757-0j 0.0134584-0j -0.0289507-0j 0.0177874-0j -0.0638726-0j -0.00658902-0j 0.0402157-0j 0.0972446-0j -0.0042571-0j 0.0235305-0j 0.0202039-0j 
0.000293631-0j -0.0073323-0j 0.0503134-0j 0.0413799-0j -0.186654-0j 0.164288-0j -0.157673-0j 0.00296674-0j -0.0454804-0j 0.139486-0j 0.0127222-0j 0.105954-0j 0.00919559-0j -0.0449786-0j -0.0412885-0j 0.0139006-0j 0.00163227-0j 0.014741-0j 0.0012611-0j -0.0166879-0j 0.198079-0j -0.353961-0j 0.0616247-0j 0.27613-0j -0.0462645-0j 0.0608993-0j 0.200926-0j 0.0136945-0j 0.06654-0j -0.066285-0j -0.166551-0j -0.295648-0j 0.0376267-0j -0.0303711-0j 0.010085-0j -0.0846631-0j 0.0407144-0j -0.0254771-0j 0.014105-0j 0.0354411-0j 0.062912-0j -0.00566161-0j -0.0135041-0j -0.121955-0j -0.0208665-0j -0.00555705-0j -0.0270011-0j 0.0157912-0j -0.0772397-0j -0.0709027-0j 0.0238708-0j 0.00485498-0j 0.0438452-0j 0.00530467-0j 0.0235169-0j 0.114266-0j -0.00972242-0j 0.00644136-0j 0.0204837-0j -0.0269632-0j -0.0889601-0j -0.00857472-0j -0.0416636-0j 0.0295061-0j 0.00923867-0j 0.0191491-0j 0.0481151-0j 0.0854098-0j -0.01087-0j -0.0283286-0j 
1.11653e-05-0j 7.45757e-05-0j -0.00161735-0j 0.0101863-0j 0.0365818-0j -0.127304-0j -0.310909-0j -2.78134e-05-0j 0.00113567-0j -0.0168252-0j 0.0633276-0j 0.101709-0j -0.000250577-0j 0.00660438-0j -0.0523008-0j 0.0622502-0j -0.000899413-0j 0.0106014-0j -0.000625161-0j 0.000210057-0j -0.00756415-0j 0.0947123-0j -0.27613-0j -0.256046-0j 0.00218521-0j -0.047026-0j 0.263329-0j 0.00679268-0j -0.0462259-0j 0.00694516-0j -0.115772-0j 0.374286-0j 0.0193097-0j 0.0150558-0j -0.000179698-0j 0.005604-0j -0.0572927-0j 0.118111-0j -0.00147789-0j 0.0246355-0j -0.0796456-0j -0.00290548-0j 0.007441-0j -0.0877075-0j 0.0103441-0j -0.00275638-0j 0.0187579-0j -0.000430305-0j 0.0113414-0j -0.0898138-0j 0.106899-0j -0.00267519-0j 0.0315326-0j -0.00262967-0j 0.0116647-0j -0.0793816-0j -0.00498945-0j -0.00319316-0j -0.000967504-0j 0.0208208-0j -0.116589-0j -0.00425319-0j 0.0289441-0j 0.0151423-0j -0.00457987-0j -0.00200639-0j 0.0334453-0j -0.108128-0j -0.00557838-0j 0.0140433-0j 
0.0610161-0j 0.116923-0j 0.0544007-0j -0.0229924-0j 0.00581519-0j -0.0035588-0j -0.000137247-0j -0.221805-0j -0.00461412-0j 0.0542589-0j -0.0251379-0j -0.00662308-0j 0.182329-0j -0.0922282-0j 0.0892428-0j 0.00486729-0j -0.0946064-0j -0.0498519-0j 0.00709112-0j -0.22364-0j 0.163716-0j -0.0585577-0j 0.0462645-0j 0.00218521-0j -0.223057-0j 0.178992-0j 0.0666931-0j -0.366875-0j -0.0346572-0j -0.135917-0j 0.185993-0j 0.0124239-0j 0.154799-0j 0.0158187-0j 0.00257129-0j -0.042761-0j 0.0242634-0j 0.00738162-0j -0.0563682-0j 0.0771363-0j 0.00515251-0j -0.0585358-0j -0.0997461-0j -0.0525602-0j -0.0211819-0j -0.0303952-0j -0.00287131-0j -0.063926-0j 0.032336-0j -0.0312893-0j -0.00170652-0j -0.0698911-0j -0.0368284-0j 0.0135326-0j 0.12863-0j 0.0121511-0j 0.0205232-0j -0.00335496-0j -0.0506725-0j 0.0406622-0j 0.0151508-0j 0.0914079-0j 0.00863493-0j -0.0622848-0j -0.00481194-0j 0.039265-0j -0.0537317-0j -0.00358914-0j -0.04472-0j 0.0147549-0j 
-0.00403705-0j 0.0156086-0j 0.0885343-0j 0.109146-0j -0.00802115-0j -0.00844519-0j -0.00464551-0j 0.0527732-0j -0.0998973-0j -0.127657-0j 0.116394-0j -0.070955-0j 0.176711-0j 0.0179032-0j 0.0703204-0j 0.0747435-0j -0.0894353-0j -0.0751622-0j -0.0222325-0j 0.124137-0j -0.153273-0j 0.0345019-0j 0.0608993-0j 0.047026-0j -0.178992-0j -0.163451-0j 0.305203-0j 0.0985985-0j -0.104962-0j -0.0273133-0j 0.0482853-0j 0.114206-0j -0.241614-0j -0.0495958-0j -0.0576302-0j 0.033146-0j -0.0672505-0j 0.0564307-0j -0.0113276-0j 0.0200252-0j 0.0473641-0j 0.0913637-0j -0.094294-0j -0.0792455-0j 0.0664106-0j 0.00816879-0j -0.008696-0j -0.0619566-0j -0.00627703-0j -0.024655-0j -0.0262057-0j -0.0660708-0j -0.0555265-0j -0.0424281-0j -0.0345695-0j 0.0368006-0j -0.0320329-0j 0.0105187-0j -0.0406622-0j -0.0371316-0j 0.0693339-0j -0.0245661-0j 0.0261516-0j 0.0972152-0j 0.0150867-0j 0.00789057-0j -0.0139492-0j -0.0329929-0j 0.0697999-0j -0.0462604-0j 
5.82502e-05-0j -0.00112511-0j 0.00121519-0j 0.0375823-0j 0.110307-0j 0.0731251-0j -0.0487816-0j -0.00170143-0j 0.0222404-0j -0.0140527-0j -0.181199-0j 0.00346839-0j -0.024045-0j 0.162049-0j -0.0270867-0j 0.229672-0j -0.0550198-0j -0.00241821-0j 0.0269965-0j -0.00576723-0j 0.063302-0j -0.0303972-0j -0.200926-0j 0.263329-0j 0.0666931-0j -0.305203-0j -0.000955783-0j 0.128552-0j 0.38685-0j -0.0814513-0j 0.191079-0j 0.0409707-0j -0.00256109-0j 0.0602233-0j 0.00422716-0j -0.0374859-0j 0.0122229-0j -0.00151368-0j -0.03378-0j 0.0792455-0j 0.0169916-0j 0.00096845-0j -0.0580089-0j -0.00254958-0j -0.0806412-0j 0.0106504-0j 0.0320501-0j 0.0084304-0j -0.0568157-0j 0.00949683-0j -0.0805252-0j -0.0406462-0j -0.00178647-0j 0.0515197-0j -0.0450714-0j -0.135633-0j -0.000339547-0j -0.0127727-0j 0.0151508-0j -0.0693339-0j -0.000217128-0j -0.032029-0j -0.0963847-0j 0.00103048-0j -0.0183195-0j 0.0235305-0j -0.0552009-0j -0.011836-0j 0.000739874-0j 0.0561731-0j 
-0.000462379-0j -0.00242374-0j -0.00657225-0j -0.00919559-0j -0.00459161-0j 0.00105342-0j -0.000426629-0j 0.0235261-0j 0.0736347-0j 0.0892428-0j 0.0138473-0j -0.0127661-0j -0.0982149-0j -0.0980827-0j 0.0355794-0j -0.0203781-0j -0.0937753-0j 0.172906-0j -0.166944-0j 0.0270184-0j 0.0654765-0j 0.0462365-0j -0.0136945-0j 0.00679268-0j -0.366875-0j -0.0985985-0j 0.128552-0j -0.146266-0j 0.1451-0j 0.107318-0j -0.0550547-0j 0.0386193-0j 0.298378-0j 0.0491721-0j -0.0163281-0j -0.027986-0j -0.00531836-0j 0.00566161-0j 0.111852-0j -0.0573806-0j 0.0402509-0j 0.0604697-0j 0.0218637-0j -0.040313-0j -0.16547-0j 0.0089971-0j -0.00892541-0j -0.0255666-0j -0.0255321-0j 0.00926176-0j -0.00530467-0j 0.0384997-0j -0.0709872-0j -0.0566573-0j -0.0380749-0j 0.0377714-0j 0.015741-0j -0.0104288-0j -0.0331639-0j -0.00891288-0j 0.0116205-0j -0.067997-0j 0.0674552-0j -0.0477717-0j -0.0149578-0j -0.0310032-0j 0.0159048-0j -0.0111568-0j -0.0861984-0j 0.0458652-0j 
4.36786e-06-0j -3.39844e-05-0j -0.000485105-0j -0.00245462-0j -0.00660438-0j -0.00922742-0j -0.00456647-0j -0.000441118-0j 0.00253481-0j 0.0247175-0j 0.0747435-0j 0.0899366-0j 0.00535266-0j -0.0198543-0j -0.103486-0j -0.0989575-0j 0.103344-0j -0.171429-0j 0.165518-0j -0.000680181-0j 0.00344701-0j 0.0284078-0j 0.06654-0j 0.0462259-0j 0.0346572-0j -0.104962-0j -0.38685-0j -0.1451-0j 0.138966-0j -0.022489-0j 0.0527576-0j 0.112263-0j 0.306249-0j -0.048752-0j 0.000581879-0j -0.00255377-0j -0.0171843-0j -0.0284617-0j -0.0234391-0j 0.0549864-0j 0.117005-0j 0.0620649-0j -0.0240946-0j 0.0399686-0j 0.164057-0j 0.00892541-0j -0.00854805-0j 0.00139336-0j -0.00516832-0j -0.0269386-0j -0.0257599-0j -0.0424281-0j 0.0703807-0j 0.0561732-0j -0.0377714-0j 0.0361745-0j 0.0161563-0j 0.0103397-0j 0.00313286-0j -0.00948811-0j -0.0349696-0j -0.0674552-0j 0.0646032-0j -0.0490319-0j 0.01483-0j 0.00649686-0j -0.0152412-0j -0.0324316-0j -0.0884724-0j -0.0454733-0j 
0.0131032-0j 0.0380258-0j 0.0427248-0j 0.0069627-0j -0.00590511-0j 0.00217799-0j 0.000186328-0j 0.0512415-0j 0.0480035-0j -0.0141225-0j 0.00163853-0j -0.00345512-0j 0.0112729-0j -0.0191212-0j 0.011151-0j 0.00134912-0j 0.00153163-0j -0.00645938-0j 0.000891729-0j -0.411187-0j -0.116064-0j 0.139208-0j -0.066285-0j -0.00694516-0j 0.135917-0j -0.0273133-0j 0.0814513-0j -0.107318-0j -0.022489-0j -0.325599-0j 0.268532-0j 0.0397904-0j -0.19051-0j 0.139585-0j 0.052136-0j -0.0216916-0j 0.00308234-0j -0.00750512-0j -0.0293694-0j 0.0242219-0j 0.00358914-0j -0.0121511-0j -0.0296647-0j 0.125106-0j -0.0345422-0j 0.0186019-0j 0.00389812-0j 0.0193584-0j -0.032836-0j 0.0191491-0j 0.00231678-0j 0.00455562-0j -0.0192126-0j 0.00375096-0j -0.184293-0j -0.0386193-0j -0.0208665-0j 0.00455473-0j -0.025705-0j 0.00516559-0j -0.0154043-0j 0.0287034-0j 0.00601493-0j 0.148253-0j 0.00653273-0j -0.0398722-0j 0.0328839-0j 0.00487265-0j -0.0233295-0j -0.0468948-0j 
-0.000490427-0j 0.00248329-0j 0.0204384-0j 0.0477714-0j 0.0334281-0j -0.00986577-0j 0.00488521-0j -0.00509464-0j 0.0154032-0j 0.0566622-0j 0.0146873-0j -0.0189755-0j -0.0157912-0j 0.0152333-0j -0.0167722-0j 0.0160477-0j -0.00280302-0j -0.00499246-0j -0.00216562-0j 0.0670888-0j -0.157051-0j -0.336614-0j 0.166551-0j -0.115772-0j 0.185993-0j -0.0482853-0j 0.191079-0j -0.0550547-0j -0.0527576-0j -0.268532-0j -0.133071-0j 0.283324-0j 0.152432-0j -0.33899-0j -0.0173185-0j 0.0286736-0j 0.016539-0j -0.0294122-0j -0.0242219-0j -0.0120031-0j 0.0255562-0j 0.00972242-0j 0.0542892-0j 0.0966944-0j 0.0838879-0j 0.00954287-0j 0.0091447-0j -0.0271174-0j 0.0261595-0j -0.0288022-0j 0.0275579-0j -0.00833723-0j -0.0148494-0j -0.00910946-0j -0.0945429-0j -0.0905982-0j 0.0166959-0j -0.0110614-0j -0.0351756-0j 0.00913186-0j -0.0361375-0j 0.014725-0j 0.0141106-0j -0.118621-0j -0.0158651-0j -0.0328839-0j -0.0162956-0j 0.0346953-0j 0.0186665-0j 0.113887-0j 
3.2759e-06-0j -7.73628e-05-0j 0.000107489-0j 0.00465866-0j 0.0228421-0j 0.0459611-0j 0.0296173-0j 6.75467e-05-0j -0.00117811-0j 0.0011182-0j 0.0289627-0j 0.0635079-0j 0.000608543-0j -0.00685121-0j 0.00347591-0j 0.0284699-0j 0.00218428-0j -0.0109976-0j 0.00151824-0j -0.00119426-0j 0.01837-0j -0.014736-0j -0.295648-0j -0.374286-0j -0.0124239-0j 0.114206-0j -0.0409707-0j -0.0386193-0j 0.112263-0j 0.0397904-0j -0.283324-0j 0.0586827-0j 0.11063-0j 0.237655-0j 0.000436409-0j -0.00581344-0j 0.00380767-0j 0.0540179-0j 0.00358914-0j -0.0255562-0j 0.00529324-0j 0.00705615-0j -0.0423054-0j 0.213003-0j -0.0588109-0j 0.00669406-0j -0.0194589-0j 0.00104502-0j -0.0117653-0j 0.00596902-0j 0.0488901-0j 0.00649686-0j -0.032711-0j 0.00638633-0j -0.0663192-0j 0.192783-0j 0.0121172-0j 0.0077548-0j 0.00234964-0j -0.0215989-0j 0.00774851-0j 0.0103292-0j -0.0300258-0j -0.0860904-0j 0.0111225-0j 0.00487265-0j -0.0346953-0j 0.00718615-0j 0.0135474-0j -0.0798422-0j 
-5.77525e-05-0j -0.000380465-0j -0.0013909-0j -0.00300628-0j -0.00345512-0j -0.00123634-0j 0.000518048-0j 0.0016869-0j 0.00752075-0j 0.0160846-0j 0.0144944-0j -0.00010864-0j 0.0238396-0j 0.0547978-0j 0.0310032-0j -0.0183719-0j 0.0545498-0j -0.000817732-0j -0.0267659-0j 0.0133861-0j 0.0501129-0j 0.0814513-0j 0.0376267-0j -0.0193097-0j -0.154799-0j -0.241614-0j 0.00256109-0j -0.298378-0j 0.306249-0j -0.19051-0j -0.152432-0j 0.11063-0j -0.00599025-0j 0.388088-0j -0.00419105-0j -0.0126761-0j -0.0139902-0j 0.000121082-0j 0.0334914-0j 0.0267974-0j -0.0194485-0j -0.000960176-0j 0.134643-0j -0.00201837-0j 0.187174-0j -0.0105594-0j 0.010838-0j -0.00835838-0j -0.0192126-0j -0.01087-0j 0.00644136-0j 0.040299-0j -0.000604105-0j -0.0510796-0j 0.104614-0j -0.107374-0j 0.000336646-0j 0.0126635-0j -0.0150214-0j -0.0234457-0j 0.000248523-0j 0.0317554-0j -0.0325931-0j -0.00239181-0j 0.018163-0j -0.0233295-0j -0.0186665-0j 0.0135474-0j -0.000733553-0j -0.130382-0j 
5.36371e-06-0j -2.13601e-05-0j -0.000100454-0j -0.000304272-0j -0.000584186-0j -0.000634476-0j -0.000256811-0j -5.46805e-05-0j -0.00032528-0j -0.00104502-0j -0.00189164-0j -0.00162422-0j -0.000492629-0j -0.00189164-0j -0.00324843-0j -0.00185946-0j -0.00176822-0j -0.00303649-0j -0.00122905-0j 0.0015206-0j 0.00797751-0j 0.0216607-0j 0.0303711-0j 0.0150558-0j 0.0158187-0j 0.0495958-0j 0.0602233-0j 0.0491721-0j 0.048752-0j -0.139585-0j -0.33899-0j -0.237655-0j -0.388088-0j 0.331301-0j -0.000353282-0j -0.00160511-0j -0.00355848-0j -0.00352808-0j -0.00290548-0j -0.00705615-0j -0.00494683-0j -0.00571211-0j 0.0538654-0j 0.0925005-0j 0.0748811-0j -0.00541898-0j -0.00537268-0j -0.000845968-0j -0.00324843-0j -0.00557838-0j -0.00319316-0j -0.00525935-0j -0.00903163-0j -0.00516987-0j 0.084441-0j 0.0837196-0j -0.00980914-0j -0.00627768-0j -0.00190209-0j -0.00596354-0j -0.00724142-0j -0.00836167-0j -0.00829023-0j 0.109615-0j -0.00900391-0j -0.00394451-0j -0.00957949-0j -0.00671586-0j -0.0109669-0j 0.101659-0j 
-0.278624-0j -0.0599594-0j 0.0886899-0j -0.0386789-0j 0.0153109-0j 0.00227451-0j 3.3091e-05-0j 0.0922115-0j 0.00266312-0j -0.00183384-0j -0.0237302-0j -0.00123079-0j -0.0626228-0j 0.0495778-0j 0.0116452-0j 0.000239598-0j -0.0221819-0j -0.00230097-0j 0.000158367-0j 0.124355-0j -0.0939343-0j 0.0525852-0j 0.010085-0j 0.000179698-0j -0.00257129-0j -0.0576302-0j -0.00422716-0j 0.0163281-0j 0.000581879-0j 0.052136-0j 0.0173185-0j 0.000436409-0j -0.00419105-0j 0.000353282-0j -0.0113235-0j 0.0110272-0j 0.174763-0j 0.0104665-0j -0.29812-0j -0.0990296-0j -0.00249544-0j 0.0169458-0j 0.245041-0j 0.0254186-0j -0.00349894-0j -0.171532-0j -0.00611282-0j -0.107539-0j 0.0851377-0j 0.0199977-0j 0.00041145-0j -0.0659771-0j -0.00684395-0j 0.000666156-0j 0.0280394-0j 0.000999233-0j 0.0291002-0j 0.000808901-0j -0.00333784-0j -0.074811-0j -0.00548737-0j 0.0299754-0j 0.00106823-0j -0.00769401-0j -0.00454205-0j 0.103381-0j 0.0343412-0j 0.000865361-0j -0.00831048-0j 0.00121335-0j 
0.0668398-0j -0.123725-0j -0.174724-0j 0.123364-0j -0.0437245-0j 0.0344229-0j 0.00162312-0j 0.124669-0j -0.0025052-0j 0.089416-0j -0.0692035-0j -0.0255516-0j -0.0407787-0j -0.0199254-0j 0.0585205-0j 0.00533185-0j 0.0132073-0j -0.00672265-0j -0.00071953-0j 0.0835572-0j 0.0590867-0j -0.0641468-0j 0.0846631-0j 0.005604-0j -0.042761-0j -0.033146-0j -0.0374859-0j -0.027986-0j 0.00255377-0j 0.0216916-0j 0.0286736-0j 0.00581344-0j 0.0126761-0j -0.00160511-0j -0.0110272-0j -0.177145-0j 0.305086-0j 0.155052-0j -0.124036-0j -0.163959-0j -0.033242-0j -0.0512536-0j -0.1459-0j 0.0742645-0j 0.0158972-0j 0.294002-0j -0.0268281-0j -0.0700274-0j -0.034217-0j 0.100495-0j 0.00915615-0j 0.0392834-0j -0.0199957-0j -0.00302663-0j -0.0480591-0j 0.00438546-0j -0.0880155-0j -0.00367518-0j -0.055509-0j -0.0430276-0j -0.0486613-0j -0.0513773-0j 0.00468826-0j 0.0232711-0j 0.0206365-0j 0.0430127-0j 0.0568573-0j 0.0115276-0j 0.0251356-0j -0.00551277-0j 
-0.00310651-0j 0.0366969-0j -0.0202607-0j -0.213943-0j 0.028652-0j 0.0434445-0j 0.0311181-0j -0.0209742-0j 0.120508-0j -0.0149894-0j 0.117062-0j -0.130046-0j -0.0279466-0j -0.00859381-0j 0.00328558-0j 0.0299125-0j 0.00882851-0j 0.02252-0j 0.00159517-0j -0.0327959-0j 0.122907-0j 0.00269296-0j 0.0407144-0j 0.0572927-0j -0.0242634-0j -0.0672505-0j -0.0122229-0j 0.00531836-0j -0.0171843-0j 0.00308234-0j -0.016539-0j 0.00380767-0j -0.0139902-0j 0.00355848-0j 0.174763-0j -0.305086-0j -0.0602507-0j 0.433044-0j -0.0176252-0j 0.0945724-0j -0.0217727-0j 0.0565669-0j -0.0975277-0j -0.248777-0j -0.0352435-0j -0.0558711-0j 0.180526-0j -0.0479913-0j -0.0147578-0j 0.00564218-0j 0.0513674-0j 0.0262593-0j 0.0669829-0j 0.00670993-0j 0.00913298-0j -0.0295097-0j 0.0971397-0j 0.00814775-0j -0.0314968-0j -0.0872993-0j -0.0158668-0j 0.00976357-0j -0.0315472-0j -0.0256835-0j -0.0457503-0j 0.00611201-0j -0.0327955-0j 0.00755028-0j -0.0277413-0j 0.0122216-0j 
4.71552e-05-0j -0.00118873-0j 0.0109971-0j 0.0139718-0j -0.145061-0j -0.19914-0j 0.197738-0j 0.000552131-0j -0.0120566-0j 0.0652515-0j 0.0345638-0j 0.00234031-0j 0.00310487-0j -0.0349558-0j 0.0500471-0j -0.0174328-0j 0.00443458-0j 0.000325598-0j -0.00158155-0j 0.00124406-0j -0.0228111-0j 0.0938235-0j 0.0254771-0j 0.118111-0j 0.00738162-0j -0.0564307-0j -0.00151368-0j 0.00566161-0j 0.0284617-0j 0.00750512-0j -0.0294122-0j -0.0540179-0j -0.000121082-0j -0.00352808-0j -0.0104665-0j 0.155052-0j -0.433044-0j 0.00220307-0j -0.0429152-0j 0.168183-0j 0.308881-0j 0.000489576-0j -0.0489884-0j -0.00359685-0j 0.0349424-0j -0.059477-0j -0.298999-0j 0.00533185-0j -0.060028-0j 0.0859436-0j -0.0299365-0j 0.0131901-0j 0.00096845-0j -0.00665261-0j 0.00972242-0j 0.0488759-0j 0.000840726-0j -0.00807814-0j 0.00958224-0j -0.073254-0j -0.00196495-0j 0.0103937-0j 0.0522505-0j -0.000222286-0j 0.0453595-0j 0.014882-0j -0.0583219-0j -0.107113-0j -0.000240096-0j -0.0121172-0j 
0.0190725-0j 0.0555402-0j 0.0624035-0j 0.0101697-0j -0.00862496-0j 0.00318116-0j 0.000272149-0j -0.145866-0j -0.136649-0j 0.0402018-0j -0.00466431-0j 0.00983548-0j -0.080645-0j 0.136791-0j -0.0797729-0j -0.00965142-0j -0.0175541-0j 0.0740316-0j -0.0140611-0j 0.0874979-0j 0.0246977-0j -0.0296225-0j 0.014105-0j 0.00147789-0j 0.0563682-0j -0.0113276-0j 0.03378-0j -0.111852-0j -0.0234391-0j -0.0293694-0j 0.0242219-0j 0.00358914-0j 0.0334914-0j 0.00290548-0j -0.29812-0j 0.124036-0j -0.0176252-0j 0.0429152-0j -0.327305-0j 0.269939-0j 0.0399988-0j -0.340315-0j -0.0247128-0j 0.104222-0j 0.0560836-0j -0.239906-0j -0.0502734-0j 0.0282748-0j -0.0479601-0j 0.0279691-0j 0.00338387-0j -0.0129682-0j 0.0546913-0j -0.0268339-0j 0.0392163-0j 0.00821795-0j 0.119318-0j 0.00665261-0j -0.0375445-0j 0.00754482-0j -0.0224995-0j -0.0817082-0j -0.0171223-0j -0.0315472-0j -0.037355-0j -0.058237-0j 0.04803-0j 0.00711696-0j 0.0664106-0j 0.00997891-0j 
-0.000716315-0j 0.00362708-0j 0.0298522-0j 0.0697746-0j 0.0488248-0j -0.0144099-0j 0.0071353-0j 0.0145026-0j -0.0438474-0j -0.161297-0j -0.0418093-0j 0.0540163-0j 0.112968-0j -0.108977-0j 0.119986-0j -0.114803-0j 0.0321257-0j 0.0572191-0j 0.0341482-0j -0.0142761-0j 0.0334195-0j 0.0716293-0j -0.0354411-0j 0.0246355-0j 0.0771363-0j -0.0200252-0j 0.0792455-0j -0.0573806-0j -0.0549864-0j -0.0242219-0j -0.0120031-0j 0.0255562-0j -0.0267974-0j -0.00705615-0j 0.0990296-0j -0.163959-0j -0.0945724-0j 0.168183-0j -0.269939-0j -0.133768-0j 0.284808-0j 0.272295-0j 0.0452269-0j 0.0805536-0j -0.136203-0j -0.123073-0j -0.117938-0j -0.0396076-0j 0.0382083-0j -0.0420683-0j 0.0402509-0j 0.0237331-0j 0.042271-0j 0.0651679-0j 0.0201181-0j 0.0192787-0j -0.0954691-0j -0.0161563-0j -0.0513773-0j 0.0133379-0j -0.0527822-0j -0.0419167-0j -0.0401677-0j 0.0252418-0j 0.0907189-0j -0.04803-0j -0.0238012-0j 0.0506757-0j -0.0531369-0j -0.0242344-0j 
4.78475e-06-0j -0.000112996-0j 0.000156998-0j 0.00680441-0j 0.033363-0j 0.0671305-0j 0.0432589-0j -0.000192281-0j 0.00335365-0j -0.00318312-0j -0.0824463-0j -0.180784-0j -0.00435344-0j 0.0490126-0j -0.0248662-0j -0.20367-0j -0.0250343-0j 0.126045-0j -0.0239402-0j 0.000254132-0j -0.00390902-0j 0.00313574-0j 0.062912-0j 0.0796456-0j -0.00515251-0j 0.0473641-0j -0.0169916-0j -0.0402509-0j 0.117005-0j 0.00358914-0j -0.0255562-0j 0.00529324-0j -0.0194485-0j 0.00494683-0j -0.00249544-0j 0.033242-0j -0.0217727-0j -0.308881-0j 0.0399988-0j -0.284808-0j 0.05899-0j 0.197621-0j -0.0352435-0j 0.177447-0j 0.095487-0j -0.0863322-0j 0.250959-0j 0.00152635-0j -0.0171843-0j 0.00871831-0j 0.0714086-0j -0.0184942-0j 0.0931165-0j -0.045687-0j 0.0141123-0j -0.0410231-0j -0.0692877-0j 0.0113266-0j 0.00343187-0j -0.0315472-0j 0.0113174-0j -0.0294034-0j 0.0854726-0j 0.0183195-0j -0.0635999-0j 0.00711696-0j -0.0506757-0j 0.010496-0j -0.0385647-0j 0.0169899-0j 
-5.96466e-05-0j -0.000392942-0j -0.00143652-0j -0.00310487-0j -0.00356843-0j -0.00127688-0j 0.000535037-0j 0.00437836-0j 0.0195202-0j 0.0417477-0j 0.0376205-0j -0.000281976-0j -0.033162-0j -0.0762264-0j -0.043127-0j 0.0255562-0j -0.25477-0j 0.00381915-0j 0.209366-0j -0.00201418-0j -0.00754038-0j -0.0122558-0j -0.00566161-0j 0.00290548-0j 0.0585358-0j 0.0913637-0j -0.00096845-0j -0.0604697-0j 0.0620649-0j -0.0121511-0j -0.00972242-0j 0.00705615-0j -0.000960176-0j 0.00571211-0j 0.0169458-0j 0.0512536-0j 0.0565669-0j -0.000489576-0j -0.340315-0j -0.272295-0j 0.197621-0j -0.00522899-0j 0.0793142-0j -0.00118897-0j 0.277091-0j 0.0962958-0j -0.0988362-0j -0.0086325-0j -0.0198427-0j -0.0112265-0j 0.00665261-0j 0.104596-0j -0.00156796-0j 0.0710541-0j -0.015741-0j 0.0161563-0j -0.00136117-0j 0.0130788-0j -0.015514-0j -0.0242146-0j 0.000256673-0j 0.0824215-0j -0.0845958-0j 0.00035989-0j -0.0734389-0j -0.0240946-0j -0.0192787-0j 0.0139917-0j -0.00190395-0j 0.0196183-0j 
