-0.227621-0j 0.752921-0j -0.209942-0j -0.212117-0j -0.183699-0j -0.151544-0j -0.048419-0j -0.0299728-0j -0.0331738-0j 0.0767964-0j -0.0174842-0j 0.0775922-0j -0.0305973-0j -0.0108178-0j -0.0178484-0j -0.0189311-0j -0.0110431-0j -0.00288087-0j -0.0196095-0j -0.00283039-0j -0.0214002-0j -0.00308885-0j -0.0165765-0j -0.00239261-0j -0.0167483-0j 0.0443106-0j -0.00241741-0j 0.00639568-0j 0.0548315-0j -0.0124834-0j 0.00791425-0j 0.031985-0j -0.010811-0j -0.00180183-0j 0.00461664-0j -0.00156043-0j -0.0154475-0j -0.00772373-0j -0.00222965-0j -0.00637175-0j -0.00111482-0j -0.00780377-0j -0.000919683-0j -0.00112638-0j -0.00352612-0j -0.000508952-0j -0.000777436-0j -0.000112213-0j -0.0149676-0j -0.00264592-0j -0.000220494-0j -0.0161669-0j -0.00285792-0j -0.00023816-0j -0.0123476-0j -0.0124756-0j -0.00218277-0j -0.0110441-0j -0.000181898-0j -0.00220539-0j 0.0518441-0j -0.000183783-0j -0.00195233-0j -0.0136663-0j 0.00916482-0j -0.000162694-0j -0.00797203-0j 0.0365314-0j 0.000763735-0j -0.00241589-0j 0.0223708-0j -0.00140927-0j -0.000201324-0j -0.00720279-0j 0.0064579-0j 0.031965-0j -0.000117439-0j -0.00727743-0j 0.00395464-0j 0.000538158-0j 0.0131849-0j -0.008913-0j -0.00127329-0j 0.00565066-0j 0.000329553-0j -0.00222825-0j -0.000106107-0j -0.00128648-0j -0.00735285-0j 0.00233078-0j 0.000470888-0j -0.00450268-0j -0.00157561-0j -0.000107207-0j -0.00234927-0j 0.000194232-0j -0.000393902-0j -0.00129981-0j -0.00321687-0j -0.000131301-0j -3.28252e-05-0j -0.000795969-0j -0.000108318-0j -0.000415296-0j -0.00118681-0j -0.000568668-0j -6.63307e-05-0j -3.4608e-05-0j -0.00022661-0j -0.0002098-0j -4.7389e-05-0j -1.74833e-05-0j -4.00593e-05-0j -3.33828e-06-0j 
-0.000199134-0j -0.000224946-0j 0.000176623-0j -0.000185571-0j 0.0004698-0j 0.000127493-0j -4.23594e-05-0j -0.0122133-0j 0.00275885-0j -0.00209742-0j 0.00145404-0j 0.00220367-0j -0.00244698-0j -0.00439471-0j 0.00148434-0j -0.00460236-0j -0.000883163-0j 0.000239584-0j 0.00163183-0j -0.0109513-0j -0.00872569-0j 0.0585584-0j -0.00132653-0j 0.00890239-0j 0.00139373-0j 0.00125925-0j -0.00935337-0j -0.00845084-0j -0.00149848-0j 0.00103883-0j 0.0100563-0j 0.000908972-0j -0.00262994-0j -0.00697159-0j -0.00610014-0j 0.0176496-0j -0.00123618-0j -0.00313975-0j 0.00829604-0j 0.000530234-0j 0.021071-0j -0.00189839-0j -0.00355842-0j 0.0127402-0j -0.000282177-0j 0.0018937-0j 6.46954e-05-0j -0.000434173-0j -1.30944e-05-0j -0.0209308-0j -0.00261459-0j -1.41436e-05-0j -0.0226078-0j -0.00282408-0j -5.08987e-05-0j 5.34772e-05-0j -0.0813592-0j -9.66189e-06-0j -0.0101631-0j 0.0854807-0j -6.61505e-06-0j 0.0106779-0j -0.0154441-0j 1.14974e-05-0j -0.0105738-0j -0.00192921-0j -6.97432e-06-0j -1.09143e-05-0j -0.00132084-0j 0.0183781-0j 1.95381e-05-0j -0.0111481-0j 0.00229572-0j 6.05968e-06-0j -0.0174459-0j 9.18372e-06-0j -0.00139258-0j -6.36666e-06-0j 0.0312307-0j -0.00217928-0j -3.93917e-06-0j 2.27945e-05-0j 0.00968611-0j 0.0146797-0j 0.00390122-0j 1.33466e-05-0j 0.00120995-0j -0.0101768-0j 6.18593e-06-0j -0.00629657-0j 0.00183373-0j 1.92426e-05-0j 0.0364359-0j -0.00127124-0j -2.05526e-06-0j -0.000786543-0j 0.0213339-0j 0.0098879-0j 8.22696e-06-0j 0.00455142-0j 0.00266495-0j 0.0307584-0j 0.00123516-0j -0.00328523-0j 9.98457e-07-0j 0.0131504-0j 0.00384221-0j -0.000410378-0j -1.9825e-07-0j 0.00159599-0j 0.0016427-0j 0.000199364-0j -0.000316892-0j -3.95849e-05-0j 
-0.00557611-0j 0.00160958-0j -0.00255526-0j -0.00258174-0j 0.00114994-0j 0.000948652-0j 0.000303099-0j -0.00882415-0j 0.0382201-0j -0.00772113-0j 0.0251639-0j -0.00780114-0j 0.0175144-0j -0.0031848-0j 0.0102167-0j -0.00557341-0j -0.00325115-0j -0.000848143-0j 0.000122754-0j -0.00168428-0j 0.000133963-0j -0.00183808-0j -0.000406081-0j 0.00557174-0j -0.000410289-0j -0.000184178-0j 0.00562948-0j 0.00252707-0j 0.000117218-0j -0.000382024-0j -0.00160832-0j 6.83771e-05-0j -0.000131583-0j 0.00524167-0j -0.000938187-0j 0.00180543-0j -0.000188015-0j 4.83499e-05-0j 0.00257972-0j -7.75524e-05-0j -0.000663398-0j 4.8851e-05-0j 0.00106408-0j -0.000670273-0j 2.20732e-05-0j -0.000302862-0j 4.86668e-06-0j -6.67747e-05-0j -0.013424-0j -0.000778972-0j -0.000197504-0j -0.0144995-0j -0.000841386-0j -0.000213328-0j -0.0110742-0j -0.011189-0j -0.000642619-0j -0.0753662-0j -0.000162932-0j -0.000649279-0j -0.00678154-0j -0.000164621-0j -0.00437338-0j 0.0479658-0j -0.000393522-0j -0.00110884-0j 0.02798-0j 0.0217549-0j -9.97752e-05-0j 0.00278338-0j -0.00685182-0j 0.00162364-0j 0.000705709-0j 0.0315804-0j 0.00126241-0j -0.00979035-0j 0.000411664-0j 0.0319077-0j -0.0003976-0j 0.000320075-0j -0.00403831-0j 0.0155425-0j 0.00183256-0j -0.000568119-0j -0.000100809-0j -0.00199845-0j 0.000464635-0j 0.00185155-0j 0.0128219-0j -0.000234337-0j -0.000144043-0j -0.00403831-0j 0.000901906-0j 0.00046945-0j 0.00409666-0j -5.94147e-05-0j -0.000115967-0j 0.000744035-0j -0.00288511-0j 0.000228673-0j -2.94027e-05-0j -0.000234337-0j 0.000188645-0j 0.000237723-0j -0.00106441-0j -0.000167419-0j -5.94147e-05-0j 6.02731e-05-0j -0.000203239-0j -6.17661e-05-0j -4.24479e-05-0j -1.56604e-05-0j -1.17937e-05-0j -2.99021e-06-0j 
0.0241503-0j 0.0135284-0j -0.00569191-0j -0.00508147-0j 0.00966512-0j -0.0157029-0j 0.0164907-0j -0.00081262-0j -0.00683042-0j -0.000711042-0j -0.000474028-0j -0.000634785-0j 0.00160984-0j -0.00029329-0j -0.00184944-0j -0.000453512-0j -0.000366344-0j 0.00337308-0j -0.00053165-0j -7.67371e-05-0j 0.00112595-0j 0.000162516-0j 0.00175875-0j 0.000253853-0j 0.00157013-0j -0.000410263-0j 0.000226628-0j -5.92163e-05-0j 0.000985204-0j 0.000656802-0j 0.000142202-0j -0.00113183-0j -0.000293106-0j 9.48013e-05-0j -0.000163366-0j -4.23062e-05-0j -0.000370058-0j 0.000406376-0j -5.34133e-05-0j -0.000211376-0j 5.86553e-05-0j -0.000808621-0j -3.05095e-05-0j -0.000116714-0j 0.00120093-0j 0.00017334-0j 0.00202976-0j 0.00029297-0j -0.0004058-0j -7.17359e-05-0j -5.97799e-06-0j 0.000850601-0j 0.000150366-0j 1.25305e-05-0j -0.000334768-0j -0.000298864-0j -5.91791e-05-0j 0.00117176-0j -4.93159e-06-0j -5.28323e-05-0j -0.000205002-0j -4.40269e-06-0j 0.00020714-0j -0.00281387-0j -3.62397e-05-0j 1.72617e-05-0j 0.00323266-0j 0.00065639-0j -3.01997e-06-0j -0.000497426-0j -0.000207127-0j 0.000571459-0j -4.14522e-05-0j -0.000195281-0j 0.000116034-0j -0.000261506-0j 4.76216e-05-0j -0.000174338-0j -3.66152e-05-0j 9.66954e-06-0j -0.000149371-0j 0.000468948-0j -3.45211e-05-0j -4.62282e-05-0j -3.05127e-06-0j -6.0412e-05-0j -2.87676e-06-0j -3.08188e-05-0j -0.000761896-0j -2.64054e-05-0j -3.85235e-06-0j -0.000107866-0j 8.2899e-05-0j -2.56824e-06-0j 0.00080012-0j -2.20045e-06-0j -1.06794e-05-0j -0.000134686-0j -0.000106716-0j 6.90825e-06-0j -8.89953e-07-0j -1.90682e-05-0j -1.12238e-05-0j 0.000141443-0j 0.00138958-0j -1.88649e-05-0j -1.58901e-06-0j 1.17869e-05-0j 0.00109084-0j 0.000245645-0j -1.57208e-06-0j 2.04704e-05-0j 0.000192835-0j 1.60696e-05-0j 
0.000201198-0j -0.00021828-0j 0.000185571-0j -0.000187347-0j -0.000155947-0j 0.000118359-0j 0.000445704-0j 0.0123399-0j 0.0026771-0j -0.00220367-0j -0.00146911-0j 0.00222476-0j 0.00246917-0j -0.000908966-0j -0.00132514-0j 0.00158945-0j -0.00435003-0j -0.00437213-0j -0.00164874-0j 0.0110648-0j -0.00846713-0j 0.0568232-0j -0.00139373-0j 0.00935337-0j 0.00140707-0j -0.0012723-0j -0.00944289-0j 0.00853842-0j 0.00151206-0j 0.00100804-0j -0.0101475-0j -0.000811487-0j -0.000908972-0j -0.00676501-0j 0.00544592-0j 0.00610014-0j 0.00129778-0j 0.000623695-0j -0.00870947-0j -0.00251151-0j -0.00418563-0j -0.000579754-0j 0.0168548-0j 0.00389075-0j -0.00308747-0j 0.0207201-0j -0.00180612-0j 0.0121209-0j 1.32301e-05-0j 0.0211477-0j 0.00264168-0j -1.37245e-05-0j -0.0219379-0j -0.00274039-0j -5.34772e-05-0j 5.39891e-05-0j -0.0854807-0j 9.76202e-06-0j -0.0106779-0j 0.0862989-0j 6.6836e-06-0j 0.0107801-0j 0.0156041-0j -1.16017e-05-0j 0.0106834-0j 0.0019492-0j 6.22634e-06-0j -1.05909e-05-0j 0.00133453-0j -0.0185448-0j 6.75286e-06-0j 0.00995251-0j -0.00231654-0j 6.36666e-06-0j -0.016929-0j -9.64139e-06-0j 0.00124323-0j -6.4276e-06-0j 0.0107941-0j -0.0021147-0j 1.86583e-05-0j -7.56647e-06-0j 0.0101768-0j -0.0154113-0j 0.00134836-0j 1.96958e-06-0j 0.00127124-0j -0.0102742-0j 5.74275e-06-0j 0.0298244-0j -0.00192512-0j -3.97687e-06-0j -0.0120946-0j -0.00128341-0j 2.16254e-05-0j 0.00372554-0j 0.00314828-0j 0.00917951-0j 1.33301e-05-0j -0.00151081-0j 0.000393271-0j -0.00635684-0j 0.00114667-0j 0.0345671-0j 1.89474e-05-0j 0.0213075-0j -0.000794071-0j 0.00431799-0j 7.83626e-06-0j 0.0302865-0j 0.00266165-0j 0.00378327-0j 0.0125259-0j 0.00156468-0j 
1.17341e-05-0j 1.32551e-05-0j -1.04076e-05-0j 1.09349e-05-0j -2.76832e-05-0j -7.51262e-06-0j 2.49605e-06-0j 0.00144693-0j -0.000326844-0j 0.000248483-0j -0.000172262-0j -0.000261071-0j 0.000289897-0j 0.000520645-0j -0.000175851-0j 0.000545247-0j 0.000104629-0j -2.83837e-05-0j 1.01089e-06-0j 0.00398326-0j -5.40541e-06-0j -0.0212992-0j -8.21762e-07-0j -0.00323803-0j 8.63391e-07-0j 7.80081e-07-0j 0.00340206-0j 0.00307379-0j -9.28279e-07-0j 6.43534e-07-0j -0.00365774-0j 5.63092e-07-0j -1.6292e-06-0j 0.00253575-0j 0.00221878-0j -0.00641961-0j -7.65791e-07-0j -1.94502e-06-0j -0.00301748-0j 3.2847e-07-0j -0.00766405-0j -1.17602e-06-0j 0.00129429-0j -0.00463392-0j -1.74803e-07-0j -0.000688786-0j 4.00776e-08-0j 0.00015792-0j 7.71595e-07-0j -2.60689e-05-0j -0.029289-0j 8.33418e-07-0j -2.81576e-05-0j -0.0316357-0j 2.99924e-06-0j -3.15117e-06-0j -0.000101331-0j 5.69333e-07-0j -0.113848-0j 0.000106465-0j 3.89795e-07-0j 0.119615-0j -1.92353e-05-0j -6.77493e-07-0j -1.31695e-05-0j -0.0216113-0j 4.10966e-07-0j 6.4313e-07-0j -0.0147962-0j 2.28896e-05-0j -1.1513e-06-0j -1.38848e-05-0j 0.025717-0j -3.5707e-07-0j -2.17286e-05-0j -5.41156e-07-0j -0.0155999-0j 3.75159e-07-0j 3.88973e-05-0j -0.0244126-0j 2.32118e-07-0j -1.34318e-06-0j 1.20639e-05-0j 1.82833e-05-0j 0.043702-0j -7.86457e-07-0j 0.013554-0j -1.2675e-05-0j -3.64509e-07-0j -7.84226e-06-0j 0.0205417-0j -1.13388e-06-0j 4.53802e-05-0j -0.0142407-0j 1.21107e-07-0j -0.00881096-0j 2.6571e-05-0j 1.23152e-05-0j -4.84778e-07-0j 0.0509857-0j 0.0298531-0j 3.8309e-05-0j 0.0138364-0j -4.09169e-06-0j -5.88347e-08-0j 1.63786e-05-0j 0.043041-0j -0.00459711-0j 1.1682e-08-0j 1.98777e-06-0j 0.0184017-0j 0.00223331-0j -3.94683e-07-0j -0.000443436-0j 
0.000975553-0j -0.00755585-0j 0.000899783-0j 0.000909107-0j 0.00078731-0j 0.000649498-0j 0.000207518-0j -0.00604148-0j -0.00668669-0j 0.0362452-0j -0.0035242-0j 0.0366209-0j -0.00616734-0j -0.00218049-0j -0.00359762-0j -0.00381585-0j -0.00222591-0j -0.000580684-0j 8.40438e-05-0j -0.00115315-0j 9.17184e-05-0j -0.00125845-0j 7.10448e-05-0j -0.000974789-0j 7.1781e-05-0j -0.000444673-0j -0.000984891-0j 0.00610126-0j -0.000550255-0j 5.35024e-05-0j 0.00754993-0j -0.000320982-0j 4.63344e-05-0j -0.000734094-0j 0.00440412-0j -0.000635744-0j 6.62058e-05-0j 3.31029e-05-0j -0.000908396-0j 2.73085e-05-0j -0.000454198-0j 3.3446e-05-0j -0.000374694-0j -0.000458905-0j 1.51125e-05-0j -0.000207355-0j 3.33199e-06-0j -4.57175e-05-0j -0.00919076-0j -0.000533326-0j -0.000135221-0j -0.00992716-0j -0.000576058-0j -0.000146056-0j -0.00758199-0j -0.00766056-0j -0.000439971-0j -0.00678154-0j -0.000111552-0j -0.000444531-0j -0.07498-0j -0.000112708-0j -0.000393522-0j -0.00839173-0j -0.00435098-0j -9.97752e-05-0j -0.00489517-0j 0.0525243-0j -0.00110316-0j -0.000486959-0j 0.0321644-0j -0.000284059-0j -0.000123465-0j -0.00442283-0j 0.00304791-0j 0.0459588-0j -7.20215e-05-0j -0.00446866-0j 0.00186645-0j 0.000772778-0j 0.018957-0j -0.00547297-0j -0.00025665-0j 0.00266692-0j 0.000473228-0j -0.00136824-0j -6.5072e-05-0j -0.00025931-0j -0.00451497-0j 0.00110005-0j 0.00067618-0j -0.00276484-0j -0.000317588-0j -6.57464e-05-0j -0.00144255-0j 0.00027891-0j -7.9397e-05-0j -0.000261997-0j -0.0019753-0j -8.05225e-05-0j -2.01306e-05-0j -0.00016044-0j -6.64277e-05-0j -8.37093e-05-0j -0.000728752-0j -0.000114624-0j -4.06785e-05-0j -2.1224e-05-0j -0.000139148-0j -4.22884e-05-0j -2.90621e-05-0j -1.0722e-05-0j -8.07457e-06-0j -2.04726e-06-0j 
0.00965748-0j -0.000632268-0j -0.0173188-0j 0.0168056-0j 0.000154262-0j -0.0124776-0j -0.00801398-0j 0.00127169-0j 2.78579e-05-0j -0.00325831-0j -0.00362648-0j 0.00316176-0j -4.99577e-05-0j 0.000458976-0j 0.00285733-0j -0.000771413-0j -0.00136852-0j -0.000596633-0j 0.000831991-0j 0.000120088-0j 1.79709e-05-0j 2.59387e-06-0j 0.000703307-0j 0.000101514-0j -0.000682467-0j 0.00365533-0j -9.85056e-05-0j 0.000527602-0j -4.6045e-05-0j -5.12477e-05-0j -6.64602e-06-0j 0.00263354-0j -0.000891835-0j -7.39697e-06-0j 0.000380119-0j -0.000128725-0j 0.00122387-0j 6.48604e-06-0j 0.000176651-0j 0.00153527-0j 9.36179e-07-0j -0.000642536-0j 0.000221597-0j -9.27422e-05-0j -0.000583619-0j -8.42381e-05-0j -0.00019334-0j -2.79063e-05-0j 0.000635044-0j 0.000112261-0j 9.35509e-06-0j 1.35762e-05-0j 2.39995e-06-0j 1.99996e-07-0j 0.000523885-0j -0.000508361-0j 9.26107e-05-0j -0.000911064-0j 7.71755e-06-0j -8.98664e-05-0j -0.00219964-0j -7.48887e-06-0j -0.000161055-0j 1.14764e-05-0j -0.000388845-0j -1.34212e-05-0j -0.00065639-0j 5.96467e-05-0j -3.24037e-05-0j 2.02875e-06-0j -0.000949148-0j -0.000116034-0j 1.69063e-07-0j -0.00149397-0j 1.05441e-05-0j 0.00130252-0j -9.66954e-06-0j 0.0014497-0j -0.000167787-0j 8.78678e-07-0j 0.00163393-0j -1.45527e-05-0j -0.000264098-0j 0.000230256-0j -1.39823e-05-0j 9.454e-05-0j -2.20082e-05-0j 0.000256273-0j 0.00117711-0j 0.000288841-0j 1.9188e-05-0j -0.000183477-0j -2.57258e-06-0j 2.13561e-05-0j 0.000756019-0j 2.40701e-05-0j 1.67125e-05-0j 0.000208085-0j -0.00039865-0j -2.14382e-07-0j 1.39271e-06-0j -3.24345e-05-0j 1.73404e-05-0j 0.000133647-0j -0.000245789-0j -7.04721e-05-0j -2.70287e-06-0j 1.11372e-05-0j -6.57798e-05-0j -4.34498e-05-0j -5.87267e-06-0j -3.62082e-06-0j -1.16283e-05-0j -9.69027e-07-0j 
-0.00341466-0j 0.000985663-0j -0.00156477-0j -0.00158099-0j 0.000704192-0j 0.000580928-0j 0.000185609-0j 0.000114898-0j -0.000497658-0j 0.000100536-0j -0.000327655-0j 0.000101577-0j -0.000228052-0j 4.14688e-05-0j -0.000133031-0j 7.25704e-05-0j 4.23328e-05-0j 1.10435e-05-0j -0.0143758-0j 1.085e-05-0j -0.0156886-0j 1.18408e-05-0j 0.0475565-0j -3.58928e-05-0j 0.0480493-0j 0.0215693-0j -3.62648e-05-0j -1.62792e-05-0j -0.0137275-0j 0.0447392-0j 1.03607e-05-0j -0.00800771-0j 0.0154099-0j -3.37665e-05-0j 6.04374e-06-0j -1.16304e-05-0j 0.0220187-0j -0.0056623-0j -1.66184e-05-0j 0.00908224-0j 4.27357e-06-0j -0.00572098-0j -6.85473e-06-0j 4.31785e-06-0j -0.00258501-0j 1.95101e-06-0j -0.000569942-0j 4.30158e-07-0j 5.73768e-05-0j -0.00193974-0j 8.4524e-07-0j 6.1974e-05-0j -0.00209516-0j 9.12963e-07-0j 4.73334e-05-0j 4.78239e-05-0j -0.0016002-0j 0.00032213-0j 6.97287e-07-0j -0.00161679-0j 2.89857e-05-0j 7.04513e-07-0j -0.0108903-0j -0.000205016-0j -0.00097992-0j 4.74543e-06-0j -0.000119592-0j -9.2985e-05-0j 4.26999e-07-0j 0.00693097-0j 2.92861e-05-0j 0.00404306-0j -3.02017e-06-0j -0.000134981-0j 0.00314355-0j 4.18459e-05-0j -1.76176e-06-0j -0.00013638-0j -0.000990075-0j -1.3698e-06-0j 1.72606e-05-0j -6.64317e-05-0j 0.00456331-0j -0.00141469-0j 4.31424e-07-0j 8.54177e-06-0j -1.98846e-06-0j 0.0046106-0j -5.48034e-05-0j -0.000583529-0j 6.16449e-07-0j 1.72606e-05-0j 0.00224586-0j -2.00906e-06-0j -1.75099e-05-0j 2.54272e-07-0j -0.000288772-0j 0.00185274-0j 1.23315e-05-0j -9.78632e-07-0j 1.25832e-07-0j -0.000583529-0j -8.0733e-07-0j 0.000591959-0j 4.54951e-06-0j -0.000416893-0j 2.54272e-07-0j -2.57946e-07-0j 8.68686e-07-0j -0.000153805-0j 1.81661e-07-0j 6.70206e-08-0j -2.93677e-05-0j 1.2797e-08-0j 
-1.18557e-05-0j 1.28623e-05-0j -1.09349e-05-0j 1.10395e-05-0j 9.18926e-06-0j -6.9744e-06-0j -2.62634e-05-0j -0.00146192-0j -0.000317159-0j 0.000261071-0j 0.000174047-0j -0.00026357-0j -0.000292526-0j 0.000107686-0j 0.000156991-0j -0.000188303-0j 0.000515352-0j 0.000517971-0j -1.02137e-06-0j -0.00402453-0j -5.24523e-06-0j -0.020668-0j -8.63391e-07-0j -0.00340206-0j 8.71655e-07-0j -7.88165e-07-0j 0.00343462-0j -0.00310564-0j 9.36697e-07-0j 6.24464e-07-0j 0.00369091-0j -5.02702e-07-0j -5.63092e-07-0j 0.00246061-0j -0.00198082-0j -0.00221878-0j 8.03954e-07-0j 3.86368e-07-0j 0.00316786-0j -1.55583e-06-0j 0.00152242-0j -3.59147e-07-0j -0.00613052-0j -0.00141517-0j -1.91263e-06-0j -0.00753644-0j -1.11886e-06-0j -0.0044087-0j -7.79591e-07-0j 2.6339e-05-0j 0.0295925-0j 8.08722e-07-0j -2.73232e-05-0j -0.0306983-0j 3.15117e-06-0j -3.18134e-06-0j -0.000106465-0j -5.75233e-07-0j -0.119615-0j 0.000107484-0j -3.93835e-07-0j 0.12076-0j 1.94346e-05-0j 6.83637e-07-0j 1.3306e-05-0j 0.0218353-0j -3.66891e-07-0j 6.24072e-07-0j 0.0149496-0j -2.30971e-05-0j -3.97916e-07-0j 1.23957e-05-0j -0.0259502-0j -3.75159e-07-0j -2.10847e-05-0j 5.68125e-07-0j 0.0139268-0j 3.7875e-07-0j 1.34439e-05-0j -0.0236892-0j -1.09945e-06-0j 4.45859e-07-0j 1.2675e-05-0j -1.91945e-05-0j 0.0151045-0j -1.16059e-07-0j 0.0142407-0j -1.27963e-05-0j -3.38395e-07-0j 3.71457e-05-0j -0.0215654-0j 2.34339e-07-0j -1.50636e-05-0j -0.014377-0j -1.27429e-06-0j 0.041734-0j 3.92113e-06-0j 1.14329e-05-0j -7.85485e-07-0j -0.0169244-0j 0.00440548-0j -7.91732e-06-0j 0.0128451-0j 4.30527e-05-0j -1.11649e-06-0j 2.65381e-05-0j -0.00889529-0j 0.0483707-0j -4.61756e-07-0j 3.77213e-05-0j 0.0298162-0j 0.0423808-0j 1.56008e-05-0j 0.0175278-0j 
0.000597402-0j -0.00462699-0j 0.000551002-0j 0.000556712-0j 0.000482127-0j 0.000397734-0j 0.000127078-0j 7.86652e-05-0j 8.70664e-05-0j -0.000471944-0j 4.5888e-05-0j -0.000476834-0j 8.0304e-05-0j 2.83918e-05-0j 4.6844e-05-0j 4.96856e-05-0j 2.89833e-05-0j 7.561e-06-0j -0.00984245-0j 7.42849e-06-0j -0.0107412-0j 8.10684e-06-0j -0.00832012-0j 6.27953e-06-0j -0.00840634-0j 0.0520761-0j 6.3446e-06-0j -3.93039e-05-0j 0.0644409-0j -0.00626572-0j -4.86361e-05-0j 0.0375905-0j -0.00542627-0j 4.72899e-06-0j -2.83711e-05-0j 4.09542e-06-0j -0.00775343-0j -0.00387671-0j 5.85182e-06-0j -0.00319813-0j 2.92591e-06-0j -0.00391689-0j 2.41375e-06-0j 2.95623e-06-0j -0.00176984-0j 1.33577e-06-0j -0.000390213-0j 2.94509e-07-0j 3.92832e-05-0j -0.00132805-0j 5.78696e-07-0j 4.24307e-05-0j -0.00143446-0j 6.25063e-07-0j 3.2407e-05-0j 3.27428e-05-0j -0.00109558-0j 2.89857e-05-0j 4.774e-07-0j -0.00110694-0j 0.00032048-0j 4.82347e-07-0j -0.00097992-0j 3.5868e-05-0j -0.0108345-0j 4.26999e-07-0j 2.0923e-05-0j -0.0002245-0j 4.72111e-06-0j -0.00121259-0j -0.000137477-0j -0.000707343-0j 5.28385e-07-0j 1.89041e-05-0j 0.00758966-0j -0.000196437-0j 3.08224e-07-0j 1.91e-05-0j 0.0046477-0j -3.30719e-06-0j -8.10262e-05-0j 2.33926e-05-0j -0.00063909-0j 0.00664096-0j -2.02523e-06-0j 5.84815e-06-0j 2.78483e-07-0j -0.000645713-0j 1.92979e-05-0j 0.00273925-0j -2.89379e-06-0j 1.18175e-05-0j -0.000790834-0j 2.81369e-07-0j 6.16577e-06-0j -1.19363e-06-0j -0.000197709-0j -0.000652405-0j 8.44283e-06-0j 3.44605e-07-0j 8.61514e-08-0j -0.000399515-0j 2.84285e-07-0j -0.000208446-0j 3.11483e-06-0j -0.000285427-0j 1.74088e-07-0j 9.08304e-08-0j 5.94749e-07-0j -0.000105303-0j 1.24375e-07-0j 4.58858e-08-0j -2.01067e-05-0j 8.76147e-09-0j 
0.00591398-0j -0.0195622-0j -0.0159455-0j 0.00551117-0j 0.00405465-0j -0.0115101-0j 0.00125801-0j 0.000778745-0j 0.000861913-0j 0.00583285-0j 0.000454268-0j -0.00201598-0j -0.00232393-0j 0.00346228-0j 0.000463732-0j 0.000417852-0j -0.00083875-0j 7.485e-05-0j 0.000509488-0j 7.35383e-05-0j 0.000556013-0j 8.02536e-05-0j -0.00125902-0j -0.000181724-0j 0.000435149-0j -0.00115126-0j 6.28084e-05-0j -0.000166171-0j 0.00416457-0j 0.000324341-0j 0.000601104-0j -0.000831026-0j 0.000238623-0j 4.68146e-05-0j -0.000119948-0j 3.44422e-05-0j -0.00117327-0j 0.00247202-0j -0.000169347-0j 0.000165549-0j 0.000356805-0j 0.000172247-0j 2.38949e-05-0j 2.48617e-05-0j -0.000267816-0j -3.8656e-05-0j 2.01991e-05-0j 2.91549e-06-0j 0.000388884-0j 6.87456e-05-0j 5.7288e-06-0j 0.000420042-0j 7.42537e-05-0j 6.18781e-06-0j -0.00093783-0j 0.000324137-0j -0.000165786-0j 0.000286944-0j -1.38155e-05-0j 5.72999e-05-0j -0.001347-0j 4.77499e-06-0j 5.07249e-05-0j -0.00103799-0j -0.000238118-0j 4.22708e-06-0j 0.000207127-0j -0.000949148-0j -1.98432e-05-0j -0.000183492-0j -0.000493774-0j 3.66152e-05-0j -1.5291e-05-0j -0.000547068-0j -0.000167787-0j 0.00242781-0j 3.05127e-06-0j 0.00018908-0j -8.72878e-05-0j -1.39823e-05-0j -0.000342566-0j 0.00019673-0j -9.67088e-05-0j 0.00042918-0j -7.27398e-06-0j 0.0018227-0j -8.05907e-06-0j 3.3425e-05-0j -0.000558465-0j -6.05576e-05-0j 3.5765e-05-0j 0.00144111-0j 3.47773e-05-0j 2.78541e-06-0j 6.1038e-05-0j -5.04647e-06-0j 0.000322211-0j -9.87236e-05-0j 7.10036e-05-0j 2.89811e-06-0j 2.68509e-05-0j 0.000254754-0j -8.22696e-06-0j 1.07901e-05-0j -9.01406e-05-0j 1.25518e-05-0j 2.12295e-05-0j 8.99175e-07-0j 5.88771e-06-0j -1.59348e-05-0j 1.04598e-06-0j -1.3279e-06-0j 1.04081e-06-0j 8.67342e-08-0j 
