-0.227621-0j 0.752921-0j -0.209942-0j -0.212117-0j -0.183699-0j -0.151544-0j -0.048419-0j -0.0299728-0j -0.0331738-0j 0.0767964-0j -0.0174842-0j 0.0775922-0j -0.0305973-0j -0.0108178-0j -0.0178484-0j -0.0189311-0j -0.0110431-0j -0.00288087-0j -0.0196095-0j -0.00283039-0j -0.0214002-0j -0.00308885-0j -0.0165765-0j -0.00239261-0j -0.0167483-0j 0.0443106-0j -0.00241741-0j 0.00639568-0j 0.0548315-0j -0.0124834-0j 0.00791425-0j 0.031985-0j -0.010811-0j -0.00180183-0j 0.00461664-0j -0.00156043-0j -0.0154475-0j -0.00772373-0j -0.00222965-0j -0.00637175-0j -0.00111482-0j -0.00780377-0j -0.000919683-0j -0.00112638-0j -0.00352612-0j -0.000508952-0j -0.000777436-0j -0.000112213-0j -0.0149676-0j -0.00264592-0j -0.000220494-0j -0.0161669-0j -0.00285792-0j -0.00023816-0j -0.0123476-0j -0.0124756-0j -0.00218277-0j -0.0110441-0j -0.000181898-0j -0.00220539-0j 0.0518441-0j -0.000183783-0j -0.00195233-0j -0.0136663-0j 0.00916482-0j -0.000162694-0j -0.00797203-0j 0.0365314-0j 0.000763735-0j -0.00241589-0j 0.0223708-0j -0.00140927-0j -0.000201324-0j -0.00720279-0j 0.0064579-0j 0.031965-0j -0.000117439-0j -0.00727743-0j 0.00395464-0j 0.000538158-0j 0.0131849-0j -0.008913-0j -0.00127329-0j 0.00565066-0j 0.000329553-0j -0.00222825-0j -0.000106107-0j -0.00128648-0j -0.00735285-0j 0.00233078-0j 0.000470888-0j -0.00450268-0j -0.00157561-0j -0.000107207-0j -0.00234927-0j 0.000194232-0j -0.000393902-0j -0.00129981-0j -0.00321687-0j -0.000131301-0j -3.28252e-05-0j -0.000795969-0j -0.000108318-0j -0.000415296-0j -0.00118681-0j -0.000568668-0j -6.63307e-05-0j -3.4608e-05-0j -0.00022661-0j -0.0002098-0j -4.7389e-05-0j -1.74833e-05-0j -4.00593e-05-0j -3.33828e-06-0j 
-0.000948652-0j 0.0020796-0j -0.00163598-0j 0.00151877-0j -0.00434326-0j 0.00232129-0j 0.00253497-0j 0.00587489-0j -0.0126185-0j -0.00494337-0j -0.0167535-0j 0.00458922-0j -0.021761-0j -0.0103578-0j -0.0259968-0j -0.00958459-0j -0.00254693-0j -0.0243859-0j -8.17263e-05-0j 0.00112135-0j 0.000173083-0j -0.00237483-0j 6.6436e-05-0j -0.000911554-0j -6.16764e-05-0j 0.000122621-0j 0.000846248-0j -0.00168246-0j -0.000145639-0j -0.000493581-0j 0.00199828-0j -0.000173988-0j -0.000256094-0j 0.00677231-0j 0.00238724-0j 0.00351382-0j -0.000106363-0j -0.000305157-0j 0.00145938-0j 6.3177e-05-0j 0.00418699-0j 0.000363373-0j -0.000866837-0j -0.00498577-0j -0.000177529-0j 0.00243584-0j 0.000312018-0j -0.00428113-0j 0.00893732-0j 0.000518619-0j 0.000131493-0j -0.0187336-0j -0.00108708-0j -0.000275623-0j -0.00709014-0j 0.00658219-0j -0.00041143-0j -0.0128219-0j -0.000104316-0j 0.000381954-0j 0.00451497-0j 9.68422e-05-0j -0.000744035-0j 0.0152287-0j 0.000261997-0j -0.000188645-0j 0.018193-0j 0.0281077-0j 6.64277e-05-0j 0.000883701-0j -0.0133354-0j 0.00105571-0j 0.000224057-0j 0.020219-0j 0.00163105-0j -0.00553852-0j 0.00026767-0j -0.0187705-0j -0.000773831-0j 0.000413542-0j 0.00328976-0j -0.058703-0j 0.00117328-0j -0.000321392-0j -0.0001962-0j -0.00910948-0j 0.000297478-0j -0.00108922-0j 0.0313744-0j 0.000190899-0j -8.1487e-05-0j -0.0116048-0j -0.00340645-0j -0.000276165-0j 0.0342625-0j 4.84014e-05-0j -0.000528609-0j 0.00182061-0j -0.00687066-0j -0.000863684-0j -0.000134026-0j -0.000673412-0j 0.000461604-0j 0.0019882-0j 0.0294302-0j -0.000398694-0j -0.000170739-0j 0.000504096-0j -0.0240246-0j 0.00170779-0j -0.000101086-0j 0.000433-0j -0.00139411-0j -0.000353469-0j 
-0.000117365-0j 0.00012733-0j 0.000529193-0j -0.000534259-0j 9.0969e-05-0j -6.9043e-05-0j -0.000259994-0j 0.00146911-0j -0.00156164-0j 0.00128547-0j 0.00562245-0j -0.00129778-0j 0.00704136-0j 0.00053023-0j -0.00377892-0j -0.000927176-0j 0.00253752-0j 0.00255041-0j 0.000961766-0j -0.00645444-0j -0.00100804-0j 0.00676501-0j 0.00081301-0j -0.00545613-0j -0.000820791-0j -0.00362822-0j 0.00550835-0j 0.0243491-0j -0.000882038-0j -0.00385789-0j 0.00591938-0j 0.000473368-0j -0.00259212-0j 0.0258904-0j -0.00317678-0j 0.0173958-0j 0.0037009-0j -0.000363822-0j -0.0248369-0j -0.00716208-0j 0.00244162-0j 0.00033819-0j 0.048065-0j -0.0022696-0j 0.00180103-0j -0.0120867-0j 0.00105357-0j -0.00707055-0j -7.71755e-06-0j -0.0123361-0j -0.00154098-0j 8.00593e-06-0j 0.0127971-0j 0.00159856-0j -6.36666e-06-0j 6.4276e-06-0j -0.0101768-0j 2.78384e-05-0j -0.00127124-0j 0.0102742-0j -3.89877e-06-0j 0.00128341-0j 0.0444984-0j 6.76766e-06-0j -0.00623199-0j 0.00555856-0j -3.63203e-06-0j -3.0202e-05-0j -0.000778475-0j 0.0108178-0j -3.93917e-06-0j -0.00580563-0j 0.00135131-0j -2.43659e-05-0j -0.0482765-0j 5.62415e-06-0j -0.000725216-0j 2.45991e-05-0j -0.00629657-0j -0.0060305-0j -1.0884e-05-0j -2.15774e-05-0j -0.0389477-0j 0.00898992-0j -0.000786543-0j -1.14892e-06-0j -0.0048652-0j 0.0393205-0j 1.63766e-05-0j -0.0173975-0j 0.00112299-0j 2.31984e-06-0j -0.0344904-0j 0.00491176-0j 6.16693e-05-0j -0.00217323-0j -0.0018365-0j 0.0261773-0j -7.7759e-06-0j -0.0043084-0j -0.000229408-0j 0.00370815-0j 0.00326996-0j 0.0985753-0j -1.10527e-05-0j -0.0124294-0j 0.000463208-0j 0.0123136-0j -4.57115e-06-0j -0.0176671-0j -0.00155263-0j -0.00220691-0j -0.00730677-0j -0.000912733-0j 
-6.84488e-06-0j -7.73212e-06-0j -2.96795e-05-0j 3.1183e-05-0j 1.61485e-05-0j 4.38236e-06-0j -1.45603e-06-0j 0.000172262-0j 0.000190659-0j -0.000144948-0j 0.000659266-0j 0.000152291-0j 0.0008267-0j -0.00030371-0j -0.000501475-0j -0.000318061-0j -6.10337e-05-0j 1.65572e-05-0j -5.89686e-07-0j -0.00232357-0j -6.43534e-07-0j -0.00253575-0j 4.79361e-07-0j 0.00188885-0j -5.03645e-07-0j 2.22456e-06-0j -0.00198454-0j 0.00876554-0j 5.41496e-07-0j -2.46288e-06-0j 0.00213368-0j -3.2847e-07-0j -4.646e-06-0j -0.00970458-0j -0.00129429-0j -0.0183069-0j -2.18381e-06-0j 1.13459e-06-0j -0.00860497-0j 9.36701e-07-0j 0.00447069-0j 6.86011e-07-0j 0.00369093-0j 0.00270312-0j 1.01969e-07-0j 0.000401792-0j -2.33786e-08-0j -9.21199e-05-0j -4.50097e-07-0j 1.52068e-05-0j 0.0170852-0j -4.8616e-07-0j 1.64253e-05-0j 0.0184542-0j 3.5707e-07-0j -3.75159e-07-0j -1.20639e-05-0j 1.62357e-06-0j -0.013554-0j 1.2675e-05-0j -2.27381e-07-0j 0.0142407-0j -5.48534e-05-0j 3.95204e-07-0j 7.68221e-06-0j -0.0616291-0j -2.3973e-07-0j 1.83402e-06-0j 0.00863114-0j -1.33522e-05-0j 6.71589e-07-0j 8.09945e-06-0j -0.0150016-0j 1.36655e-06-0j -6.19635e-05-0j 3.15674e-07-0j 0.00909992-0j -1.43577e-06-0j -2.26901e-05-0j -0.0696175-0j -1.35402e-07-0j -3.83035e-06-0j -4.61697e-05-0j -1.06653e-05-0j -0.0254928-0j 4.58767e-07-0j -0.0518728-0j 4.85086e-05-0j -1.03947e-06-0j 4.57465e-06-0j -0.0119827-0j 6.61431e-07-0j 0.000129411-0j 0.0545006-0j 3.45362e-07-0j 0.00513973-0j -1.54997e-05-0j 3.51193e-05-0j 2.82787e-07-0j 0.145396-0j -0.0174143-0j -2.23469e-05-0j 0.0394574-0j -1.16683e-05-0j 3.43202e-08-0j -9.55417e-06-0j -0.0251073-0j -0.0131096-0j -6.81448e-09-0j -1.15953e-06-0j -0.0107343-0j -0.00130276-0j 2.30232e-07-0j 0.000258671-0j 
1.03737e-05-0j 3.29557e-05-0j -9.20104e-06-0j -9.65958e-06-0j 2.3505e-05-0j -5.86855e-06-0j 2.29805e-05-0j -0.000261071-0j 0.000277514-0j -0.00064326-0j -0.000152291-0j -0.000675318-0j -0.000246143-0j 0.000460286-0j -0.000137367-0j -0.000481657-0j 0.000433639-0j -0.000453225-0j 8.93695e-07-0j 0.00352147-0j -9.36697e-07-0j -0.00369091-0j -7.26493e-07-0j -0.00286263-0j -7.62698e-07-0j -2.01943e-06-0j -0.0030053-0j -0.00795727-0j -2.30796e-06-0j -5.46406e-07-0j -0.00909415-0j -1.28802e-06-0j -1.44032e-06-0j -0.00215303-0j -0.00507525-0j -0.00567537-0j 6.7648e-07-0j 1.65146e-06-0j 0.00266557-0j 1.36135e-06-0j 0.00650733-0j -9.18657e-07-0j 0.00536421-0j -0.00361983-0j -1.60937e-06-0j -0.00634147-0j 9.79002e-07-0j 0.00385761-0j 6.82142e-07-0j -2.30466e-05-0j -0.0258934-0j -7.07631e-07-0j 2.39078e-05-0j 0.026861-0j -5.41156e-07-0j -5.68125e-07-0j 1.82833e-05-0j 5.03328e-07-0j 0.0205417-0j 1.91945e-05-0j -2.36277e-06-0j 0.0215654-0j -1.70053e-05-0j 5.7524e-07-0j 7.98279e-05-0j -0.0191058-0j 3.21029e-07-0j 1.599e-06-0j 0.0896885-0j -1.94349e-05-0j 2.98042e-06-0j -1.08462e-05-0j -0.0218355-0j -3.15674e-07-0j -5.40232e-05-0j -1.39982e-06-0j -0.012186-0j -3.31406e-07-0j -0.000100695-0j -0.0606963-0j -2.81701e-06-0j 1.14045e-06-0j 1.06653e-05-0j 4.72939e-05-0j -0.113134-0j -6.95281e-07-0j 0.0119827-0j 1.11968e-05-0j -2.84739e-07-0j 9.51746e-05-0j 0.0531358-0j 1.00164e-06-0j -3.8531e-05-0j 0.0125798-0j 1.115e-06-0j 0.106931-0j 2.34906e-05-0j 9.62011e-06-0j -2.00918e-06-0j -0.0432905-0j 0.0263922-0j -3.38412e-05-0j 0.0108084-0j -3.76711e-05-0j -9.39459e-07-0j 6.78814e-05-0j -0.0380214-0j -0.0423244-0j 4.04037e-07-0j 3.17403e-05-0j 0.0762664-0j 0.0356609-0j -1.36507e-05-0j -0.0153368-0j 
7.2616e-05-0j 0.000701578-0j 6.6976e-05-0j 0.000317239-0j -0.000171172-0j 5.91557e-05-0j -0.000286676-0j -0.000908966-0j 0.00293848-0j 0.00232895-0j -0.00053023-0j 0.0110313-0j 0.00271025-0j -0.000328063-0j -0.000662303-0j -0.00269144-0j 0.00460869-0j -0.0026817-0j -0.000595062-0j 0.00399348-0j 0.00189679-0j -0.0127294-0j -0.000503024-0j 0.00337581-0j -0.00238263-0j 0.00134463-0j 0.0159899-0j -0.00902386-0j -0.00485996-0j 0.00110646-0j 0.0326153-0j 0.00118763-0j -0.000328066-0j -0.00742549-0j -0.0079702-0j 0.00220166-0j -0.00219757-0j 0.000684588-0j 0.014748-0j 0.00266085-0j -0.00459429-0j -0.000289759-0j -0.017857-0j 0.00194458-0j 0.00198585-0j -0.0133271-0j -0.00471882-0j 0.0316681-0j 4.77499e-06-0j 0.00763259-0j 0.000953434-0j -1.50644e-05-0j -0.0240797-0j -0.00300795-0j 3.93917e-06-0j 1.86583e-05-0j 0.00629657-0j 3.5233e-06-0j 0.000786543-0j 0.0298244-0j -1.65394e-05-0j 0.00372554-0j 0.00563182-0j -1.27344e-05-0j -0.0264374-0j 0.000703505-0j 3.11191e-06-0j 3.40403e-05-0j -0.00330246-0j -0.0203553-0j -7.13678e-06-0j 0.00497423-0j -0.00254271-0j 2.29785e-06-0j 0.0544117-0j -4.78062e-05-0j 0.000621361-0j 1.0884e-05-0j -0.0114078-0j 0.0067969-0j 5.78844e-05-0j -8.30521e-06-0j 0.003673-0j -0.0764159-0j -0.00142502-0j 7.10861e-07-0j 0.000458817-0j 0.0173975-0j 2.87021e-06-0j 0.0925255-0j -0.00954558-0j 6.73413e-06-0j -0.0132755-0j 0.00217323-0j -1.39094e-05-0j 0.0115579-0j 0.00113628-0j 0.00458789-0j -1.41228e-05-0j -0.00165832-0j 0.000141939-0j 0.0107642-0j 0.000573101-0j -0.0222335-0j 1.16216e-05-0j -0.0225745-0j 0.00134462-0j -0.00277732-0j 4.1756e-05-0j 0.0185766-0j -0.00281992-0j 0.00232052-0j 0.066745-0j 0.00833752-0j 
0.00091872-0j -0.00506578-0j -0.000814865-0j 0.0154634-0j 0.0105799-0j 0.025402-0j 0.0273296-0j 0.000120976-0j -0.000653578-0j -0.000101794-0j 7.05693e-05-0j 0.00193172-0j 0.000579696-0j -0.000213289-0j -0.00311109-0j -0.00403439-0j -0.00131567-0j -0.00171706-0j 7.91476e-05-0j 1.1424e-05-0j -0.000421618-0j -6.08553e-05-0j -6.43398e-05-0j -9.28665e-06-0j 0.00122096-0j 6.10764e-05-0j 0.00017623-0j 8.81562e-06-0j 0.000354767-0j -0.000245944-0j 5.12062e-05-0j -0.00190395-0j -0.000127558-0j -3.54989e-05-0j -0.000274812-0j -1.84114e-05-0j -0.00108294-0j 0.000743341-0j -0.000156308-0j 0.000789399-0j 0.000107292-0j 0.0039764-0j 0.00011394-0j 0.000573945-0j -0.00191395-0j -0.000276255-0j -0.00304415-0j -0.000439385-0j 6.0412e-05-0j 1.06794e-05-0j 8.89953e-07-0j -0.000318513-0j -5.63057e-05-0j -4.69214e-06-0j -4.7926e-05-0j 0.000909476-0j -8.47219e-06-0j 4.45759e-05-0j -7.06016e-07-0j 0.000160774-0j 3.0519e-05-0j 1.33979e-05-0j 7.87998e-06-0j 0.000258922-0j 5.39505e-06-0j 6.56665e-07-0j -0.00138958-0j -0.000245789-0j 4.49588e-07-0j 4.57714e-05-0j -9.01406e-05-0j -0.000245645-0j 3.81429e-06-0j -2.79568e-05-0j -4.34498e-05-0j -0.000765271-0j -2.04704e-05-0j 0.000530528-0j -1.59348e-05-0j -3.62082e-06-0j 0.000557839-0j 0.000513332-0j -4.94211e-06-0j -0.000135282-0j -1.3279e-06-0j -6.15757e-05-0j -4.11843e-07-0j 9.3785e-05-0j 0.00123249-0j 9.86129e-05-0j -1.12735e-05-0j -0.00160347-0j 9.07451e-05-0j 7.81541e-06-0j 0.00132602-0j 8.21774e-06-0j -1.08851e-05-0j 0.000217876-0j -0.00116505-0j 7.56209e-06-0j -9.07095e-07-0j -0.000283456-0j 1.81563e-05-0j 0.00023441-0j 0.000680231-0j -0.000205953-0j -2.36213e-05-0j 1.95341e-05-0j -0.000830343-0j 0.000120249-0j -1.71628e-05-0j 1.00208e-05-0j -0.000146785-0j -1.22321e-05-0j 
0.000176048-0j 0.000198867-0j -0.00111171-0j 0.000164057-0j 0.00447311-0j -0.000802475-0j 3.74485e-05-0j 2.31818e-05-0j 2.56575e-05-0j -0.000138877-0j 1.35227e-05-0j 2.04943e-05-0j -0.000162023-0j -0.000545298-0j 1.38044e-05-0j 0.000460976-0j -5.84771e-05-0j 2.22814e-06-0j -0.00290046-0j 2.1891e-06-0j -0.00316532-0j 2.389e-06-0j 0.0167868-0j -1.26697e-05-0j -0.00247726-0j -0.00223822-0j 1.86969e-06-0j 1.68928e-06-0j 0.0189627-0j -0.00184644-0j -1.43119e-05-0j -0.00161563-0j -0.0503442-0j 1.39358e-06-0j 1.21938e-06-0j 3.79968e-05-0j 0.0156434-0j 0.074457-0j -1.18067e-05-0j -0.000942453-0j -5.61957e-05-0j -0.0363403-0j 7.11307e-07-0j 2.74275e-05-0j 0.00357085-0j -2.69507e-06-0j -0.000114991-0j 8.67887e-08-0j 1.15763e-05-0j -0.000391361-0j 1.70535e-07-0j 1.25039e-05-0j -0.000422719-0j 1.84199e-07-0j -6.53848e-05-0j 9.64895e-06-0j 0.00221047-0j 8.54177e-06-0j -9.6321e-07-0j -0.000326202-0j 5.84815e-06-0j 1.42142e-07-0j -0.000288772-0j -7.23677e-05-0j -0.000197709-0j 1.25832e-07-0j 6.16577e-06-0j 9.64895e-06-0j 8.61514e-08-0j 0.00244654-0j 0.000186028-0j -0.000208446-0j -1.06608e-06-0j -3.81412e-05-0j -0.000326202-0j -5.78046e-05-0j 9.08304e-08-0j 5.62856e-06-0j -0.00628907-0j 1.42142e-07-0j 3.48249e-06-0j 0.000217033-0j 0.00128944-0j 0.0019542-0j 2.74046e-06-0j -0.000211294-0j -5.61872e-07-0j -0.000190285-0j -3.89358e-05-0j -0.000117733-0j -8.51542e-07-0j -0.00022697-0j -0.00733725-0j 8.29165e-08-0j 1.81699e-06-0j 5.13019e-08-0j 0.00714322-0j 0.0013163-0j 7.83314e-05-0j 3.1972e-06-0j -3.11265e-06-0j 0.00767316-0j -5.73578e-07-0j -6.14269e-05-0j -6.28454e-06-0j -0.00264815-0j -3.34358e-06-0j 2.67667e-08-0j 1.75266e-07-0j 0.000212462-0j 1.15393e-06-0j -9.258e-08-0j -5.92522e-06-0j 2.58191e-09-0j 
-0.000580928-0j 0.000630252-0j 0.00261739-0j 0.000540937-0j 0.00554668-0j 0.00166941-0j -0.00128691-0j 0.00359762-0j -0.00382421-0j -0.0153774-0j 0.00209861-0j -0.00317805-0j 0.0172301-0j 0.0095034-0j 0.00189295-0j -0.0279692-0j -0.0303549-0j 0.00624555-0j -5.00469e-05-0j 0.000686682-0j 5.2455e-05-0j -0.000719724-0j 0.000206663-0j -0.00283558-0j 4.27111e-05-0j -3.86201e-05-0j -0.000586029-0j 0.000529897-0j -0.00022421-0j 3.05988e-05-0j 0.00307633-0j -2.46324e-05-0j -0.000339885-0j -0.000419839-0j 0.000337975-0j 0.00466349-0j -0.000192436-0j 0.000138564-0j 0.00264037-0j -7.62359e-05-0j -0.00190121-0j -0.000216783-0j 0.00104602-0j 0.00297444-0j 0.000457812-0j -0.00628154-0j -5.48241e-05-0j 0.00075223-0j 0.00547297-0j 0.000317588-0j 8.05225e-05-0j -0.00567748-0j -0.000329455-0j -8.35314e-05-0j -0.0220554-0j -0.00455818-0j -0.00127984-0j 0.00403831-0j -0.000324495-0j -0.000264505-0j 0.00276484-0j -6.70635e-05-0j 0.000234337-0j 0.0234445-0j 0.00016044-0j 5.94147e-05-0j 0.00257569-0j -0.00438118-0j 4.06785e-05-0j 0.00136045-0j 0.0344116-0j 0.000149463-0j 0.000344934-0j -0.0128656-0j -0.000254233-0j 0.0194832-0j 3.78955e-05-0j -0.00265894-0j 0.00199685-0j -6.44593e-05-0j 0.00771848-0j -0.0385577-0j -0.000746573-0j 0.00113058-0j 0.00050629-0j -0.0531022-0j -0.000189289-0j -0.000154294-0j -0.0116048-0j 0.000447892-0j 0.000286651-0j -0.0120408-0j -0.00223744-0j -3.91204e-05-0j 0.0089459-0j 0.00011356-0j -0.00308144-0j -0.000673412-0j 0.0679284-0j -0.00056729-0j -0.00078128-0j -0.00069871-0j -0.000170739-0j 0.000519117-0j -0.0382886-0j 0.00394178-0j -0.000177154-0j 0.000131619-0j 0.00324167-0j -0.00222183-0j 0.000999414-0j -0.000563331-0j 0.000188109-0j 4.7694e-05-0j 
-0.000580928-0j 0.00127349-0j -0.00100183-0j 0.000930054-0j -0.00265969-0j 0.0014215-0j 0.00155235-0j -7.6496e-05-0j 0.000164304-0j 6.43669e-05-0j 0.000218144-0j -5.97554e-05-0j 0.000283347-0j 0.000134868-0j 0.0003385-0j 0.000124799-0j 3.31632e-05-0j 0.000317525-0j 0.00957104-0j -7.22365e-06-0j -0.0202699-0j 1.52985e-05-0j -0.00778039-0j 5.87217e-06-0j 0.00722298-0j -0.0143603-0j -5.45147e-06-0j 1.08383e-05-0j 0.0170559-0j 0.0578037-0j -1.28728e-05-0j 0.0203759-0j 0.0299915-0j -4.36268e-05-0j -1.53785e-05-0j -2.26358e-05-0j 0.0124562-0j 0.0357372-0j -9.40122e-06-0j -0.00739872-0j -2.69723e-05-0j -0.042555-0j 5.58411e-06-0j 3.2118e-05-0j 0.0207906-0j -1.56915e-05-0j -0.0365408-0j 2.75788e-05-0j -3.81999e-05-0j 0.00129143-0j -5.62738e-07-0j 8.00714e-05-0j -0.00270697-0j 1.17956e-06-0j 3.03047e-05-0j -2.81336e-05-0j -0.00102451-0j 5.48034e-05-0j 4.46431e-07-0j 0.000951114-0j -1.92979e-05-0j -4.14447e-07-0j -0.00185274-0j -6.50908e-05-0j 0.000652405-0j 8.0733e-07-0j -7.77607e-05-0j -0.000120138-0j -2.84285e-07-0j 0.00220053-0j 5.69981e-05-0j 0.00262886-0j -9.58878e-07-0j -8.64202e-05-0j 0.00406151-0j 2.36728e-05-0j -1.14552e-06-0j 8.02288e-05-0j -0.00192694-0j -1.7698e-06-0j -1.40611e-05-0j 0.000250909-0j 0.00292161-0j -0.000800306-0j 8.39661e-07-0j 3.89358e-05-0j -1.27309e-06-0j -0.0027123-0j -0.000134101-0j 0.000475363-0j 3.48733e-07-0j 4.96015e-05-0j -0.00848248-0j 1.18188e-06-0j -0.000146445-0j -2.07139e-07-0j -0.0013163-0j 0.00453354-0j 2.93666e-05-0j 3.69623e-06-0j 5.73578e-07-0j -0.00167688-0j -1.97549e-06-0j 0.00495086-0j -0.000125791-0j -0.000992798-0j 7.30699e-07-0j -2.15734e-06-0j 0.000102686-0j 0.00425261-0j 4.32611e-07-0j -1.85307e-06-0j -0.00347152-0j 1.51271e-06-0j 
-0.000143742-0j -3.21379e-06-0j -0.00075355-0j -0.000250136-0j -1.95056e-06-0j -0.000542907-0j 0.00011928-0j 0.00179929-0j 3.94156e-05-0j -0.00460236-0j -0.00513104-0j -0.00152772-0j 0.000206631-0j 0.00799958-0j 0.00404279-0j -0.000927228-0j 0.00566036-0j -0.000844165-0j 0.00117792-0j -0.00790504-0j 2.54429e-05-0j -0.000170748-0j -0.00291081-0j 0.0195345-0j -0.000966224-0j -0.00176733-0j 0.00648436-0j 0.0118606-0j -6.50798e-05-0j -7.25556e-05-0j 0.000436753-0j -0.0012733-0j -0.00107265-0j 0.000486923-0j 0.00854517-0j 0.00719862-0j -0.0050653-0j 0.000113118-0j 0.0339934-0j 0.00217361-0j -0.00075914-0j -0.000772811-0j -0.0145872-0j 0.00518636-0j 0.00241545-0j -0.0162102-0j -0.000273728-0j 0.00183699-0j -9.45204e-06-0j -0.0151086-0j -0.00188731-0j -2.02069e-07-0j -0.000322997-0j -4.03475e-05-0j 2.27945e-05-0j 7.56647e-06-0j 0.0364359-0j 1.35603e-05-0j 0.00455142-0j 0.0120946-0j -4.77499e-06-0j 0.00151081-0j 0.0216755-0j 4.99342e-07-0j -0.00763259-0j 0.00270762-0j 9.76974e-06-0j 3.03181e-07-0j -0.000953434-0j 0.000798173-0j -4.09854e-06-0j 0.0156165-0j 9.97047e-05-0j -6.50032e-05-0j 0.000484621-0j -1.93542e-05-0j 0.00195075-0j -2.15774e-05-0j -0.00655132-0j 6.05369e-05-0j 8.30521e-06-0j 1.84011e-07-0j -0.103904-0j -0.0309367-0j -0.000818365-0j -4.43017e-05-0j -0.0129793-0j -0.0344904-0j 5.12165e-05-0j 0.0132755-0j -0.00386449-0j 3.36403e-05-0j 0.000294133-0j -0.0043084-0j -1.12526e-05-0j 0.00165832-0j -0.0708141-0j 0.0818671-0j 5.04072e-06-0j 3.67419e-05-0j -0.00884582-0j 0.0537724-0j 0.0102265-0j -0.0179868-0j -1.06944e-05-0j 0.00805734-0j 0.00671704-0j -0.00224684-0j 9.79069e-07-0j -0.0170945-0j 0.00100649-0j -0.00213538-0j 0.001565-0j 0.000195493-0j 
6.91581e-06-0j -7.503e-06-0j -3.1183e-05-0j 3.14815e-05-0j -5.3604e-06-0j 4.0684e-06-0j 1.53203e-05-0j -0.000174047-0j 0.000185009-0j -0.000152291-0j -0.000666098-0j 0.000153749-0j -0.000834197-0j -6.28169e-05-0j 0.000447693-0j 0.000109844-0j -0.000300622-0j -0.00030215-0j 5.95796e-07-0j 0.00234764-0j -6.24464e-07-0j -0.00246061-0j 5.03645e-07-0j 0.00198454-0j -5.08465e-07-0j -2.24761e-06-0j -0.00200353-0j -0.00885638-0j -5.46406e-07-0j -2.38989e-06-0j -0.00215303-0j 2.93243e-07-0j -1.60577e-06-0j -0.00941701-0j 0.00115548-0j -0.0063273-0j 2.29264e-06-0j -2.25381e-07-0j 0.00903381-0j -4.43678e-06-0j -0.00088808-0j 2.09503e-07-0j -0.0174825-0j 0.000825513-0j 1.1157e-06-0j 0.00439626-0j 6.52668e-07-0j 0.00257174-0j 4.54761e-07-0j -1.53644e-05-0j -0.0172623-0j -4.71754e-07-0j 1.59385e-05-0j 0.0179073-0j 3.75159e-07-0j -3.7875e-07-0j -1.2675e-05-0j -1.64039e-06-0j -0.0142407-0j 1.27963e-05-0j 2.29737e-07-0j 0.014377-0j 5.54218e-05-0j -3.98788e-07-0j -7.76182e-06-0j 0.0622678-0j 2.1402e-07-0j 1.77967e-06-0j -0.00872059-0j 1.34733e-05-0j 2.32118e-07-0j -7.2308e-06-0j 0.0151376-0j 1.43577e-06-0j -6.01274e-05-0j -3.31406e-07-0j -0.00812397-0j -1.44952e-06-0j -7.84226e-06-0j -0.0675545-0j 6.41346e-07-0j 1.27146e-06-0j -4.85086e-05-0j 1.11968e-05-0j -0.00881096-0j 6.7701e-08-0j -0.0545006-0j 4.89729e-05-0j -9.65003e-07-0j -2.16683e-05-0j 0.0125798-0j -1.36698e-07-0j -4.29571e-05-0j 0.0550222-0j -3.6339e-06-0j -0.0243448-0j -2.28732e-06-0j 3.26033e-05-0j 4.58199e-07-0j -0.0482633-0j -0.00256986-0j 4.61843e-06-0j 0.0366305-0j 0.000122774-0j 6.51284e-07-0j -1.54806e-05-0j 0.00518892-0j 0.137939-0j 2.69358e-07-0j -2.20041e-05-0j -0.0173928-0j -0.0247221-0j -9.10044e-06-0j -0.0102246-0j 
