-0.00651604-0j -0.000940509-0j -0.00535859-0j -0.000947275-0j -7.89395e-05-0j -0.00327116-0j -0.00330506-0j -0.000545194-0j -0.000333862-0j -0.000550844-0j -6.81492e-05-0j -0.000337321-0j -6.88554e-05-0j -4.01573e-06-0j -4.05735e-06-0j 0.578209-0j 0.715498-0j 0.417374-0j -0.000384301-0j -0.00031378-0j -0.000475548-0j -4.52903e-05-0j -0.000277403-0j -3.92226e-05-0j -0.000388283-0j -5.60439e-05-0j -0.000226499-0j -4.62242e-06-0j -4.85354e-05-0j -3.26923e-05-0j -2.10984e-07-0j -2.83123e-05-0j -5.71996e-06-0j -3.33664e-06-0j -2.61079e-07-0j -1.52296e-07-0j -0.00187678-0j -0.00218957-0j -0.00134083-0j 0.0720495-0j -0.00191588-0j -0.000790259-0j -0.000234597-0j 0.0840577-0j -0.000156398-0j -3.38612e-05-0j 0.0514746-0j 0.0735505-0j -3.90995e-05-0j -0.000273697-0j 0.030338-0j -0.000182464-0j -1.38238e-05-0j -0.000167604-0j -3.25829e-06-0j -3.95047e-05-0j -0.000111736-0j -3.45594e-06-0j -2.41916e-05-0j -0.000239485-0j -0.000159656-0j -4.56161e-05-0j -3.45666e-05-0j -9.87824e-05-0j -2.87995e-07-0j -2.79341e-05-0j -1.61277e-05-0j -6.58549e-05-0j -3.80134e-06-0j -1.4258e-05-0j -1.07329e-08-0j -9.87618e-06-0j -3.99141e-05-0j -4.03193e-06-0j -2.32784e-06-0j -1.41118e-05-0j -2.46904e-06-0j -1.64637e-05-0j -3.35994e-07-0j -3.32618e-06-0j -3.52794e-06-0j -2.05754e-07-0j -5.82081e-06-0j -1.37198e-06-0j -1.25218e-08-0j -2.93995e-07-0j -7.66799e-09-0j -1.4552e-06-0j -1.09566e-08-0j -1.21267e-07-0j -4.51935e-09-0j 
-0.000431014-0j -6.22114e-05-0j 0.0511701-0j -6.2659e-05-0j -5.22158e-06-0j -0.0406618-0j 0.0422869-0j -0.00505793-0j 2.14551e-05-0j 0.00526009-0j 4.37951e-06-0j -2.23127e-05-0j -4.55455e-06-0j 2.58065e-07-0j -2.6838e-07-0j -0.000157523-0j 0.000189376-0j -0.000113706-0j 0.00491698-0j 0.00299634-0j -0.00591124-0j 0.000432484-0j 0.00354926-0j -2.59444e-06-0j -0.00360223-0j -0.000519937-0j 0.00216287-0j -3.05757e-07-0j 3.11906e-06-0j 0.000312184-0j -1.39559e-08-0j -1.87276e-06-0j 3.67585e-07-0j -2.20707e-07-0j 1.67779e-08-0j -1.00739e-08-0j -0.000124142-0j -0.000144833-0j 0.000261025-0j -1.96286e-05-0j 0.000123121-0j -5.22729e-05-0j 0.00300158-0j -2.29001e-05-0j 0.00299729-0j 0.00043324-0j 4.12717e-05-0j 1.94671e-05-0j 0.000373368-0j 0.00350184-0j -8.26508e-06-0j 0.00349683-0j -9.14395e-07-0j -0.0063112-0j 3.1114e-05-0j 0.000505447-0j -0.00630217-0j -2.28599e-07-0j -0.000910943-0j -0.00297688-0j -0.00297263-0j 0.000435595-0j -0.000429676-0j 0.00126388-0j -1.90499e-08-0j -0.000785053-0j -1.06679e-06-0j 0.00126207-0j 3.62996e-05-0j 0.000182425-0j -7.09948e-10-0j 1.92263e-06-0j -0.000370296-0j -2.66699e-07-0j -6.54211e-05-0j 9.06872e-07-0j 4.80658e-07-0j 0.000157215-0j -2.22249e-08-0j -3.0858e-05-0j 2.26718e-07-0j 4.00548e-08-0j -3.85026e-07-0j 1.31012e-05-0j -8.28273e-10-0j 1.88932e-08-0j 1.49276e-09-0j -9.62566e-08-0j 7.04107e-10-0j -8.02138e-09-0j -2.98939e-10-0j 
-6.88554e-05-0j -0.0441807-0j 5.46625e-05-0j -0.00092091-0j 0.0109702-0j -3.45666e-05-0j 3.49039e-05-0j 0.000549045-0j -3.52794e-06-0j -0.000554402-0j -0.00320133-0j 3.56236e-06-0j 0.00323256-0j -0.00116432-0j 0.00117568-0j 0.00610998-0j -0.00729873-0j 0.00395988-0j 0.000387016-0j -3.31574e-06-0j -0.000462313-0j -0.00212753-0j 0.000250825-0j 3.94996e-05-0j 3.96084e-06-0j 0.00254145-0j -2.14893e-06-0j -0.000665433-0j -4.71846e-05-0j -0.00137885-0j -0.000102311-0j 2.55997e-05-0j 0.000794898-0j -0.000431267-0j 0.000122216-0j -6.63075e-05-0j -1.9832e-05-0j 2.23356e-05-0j -1.41687e-05-0j -0.0725585-0j 2.02331e-05-0j -3.94688e-05-0j -2.47901e-06-0j 0.0817182-0j -1.65267e-06-0j -0.00159064-0j -0.0518383-0j 0.0740256-0j 3.93757e-05-0j 2.79196e-06-0j -0.144402-0j 1.8613e-06-0j -1.46077e-07-0j -1.77109e-06-0j -0.000469056-0j 0.00179144-0j -1.18073e-06-0j -0.000162344-0j -0.00113641-0j 2.52913e-06-0j 1.68609e-06-0j -4.43465e-05-0j 0.0016228-0j -4.9336e-06-0j -8.35013e-05-0j 2.81314e-05-0j 1.64518e-07-0j -3.28906e-06-0j 0.00052827-0j -0.00316561-0j -7.8233e-06-0j -1.04362e-07-0j -4.01719e-05-0j 0.000182838-0j -0.00033511-0j 1.49031e-07-0j -0.000115984-0j 7.83637e-05-0j 9.40425e-05-0j 0.000478541-0j 0.000165627-0j -5.96562e-05-0j -2.90715e-07-0j -0.000933493-0j 8.81091e-06-0j 8.51898e-05-0j -5.58923e-06-0j -0.000323089-0j 7.98149e-06-0j -0.00016618-0j -1.55695e-05-0j 
0.00043548-0j 6.28561e-05-0j 0.0499088-0j -6.11146e-05-0j -5.09288e-06-0j -0.0422869-0j 0.0426995-0j -0.00526009-0j 2.23127e-05-0j 0.00531141-0j 4.55455e-06-0j -2.25304e-05-0j -4.59899e-06-0j 2.6838e-07-0j -2.70998e-07-0j 0.000159156-0j -0.000190121-0j 0.000103149-0j -0.00496793-0j -0.00302739-0j 0.00593448-0j -0.000436966-0j -0.00321971-0j 2.62132e-06-0j 0.00361639-0j 0.000521981-0j -0.00196205-0j 3.08926e-07-0j -3.13132e-06-0j -0.000283198-0j 1.41005e-08-0j 1.69888e-06-0j -3.6903e-07-0j 2.00215e-07-0j -1.68438e-08-0j 9.13851e-09-0j 0.000125429-0j -0.000141263-0j 8.96107e-05-0j 1.9832e-05-0j -0.000127965-0j 0.000249622-0j -0.00303268-0j -2.23356e-05-0j -0.00302835-0j -0.00043773-0j 1.41687e-05-0j -2.02331e-05-0j -0.000377237-0j 0.00341553-0j 3.94688e-05-0j 0.00341064-0j 9.23871e-07-0j -0.00216665-0j -3.14364e-05-0j 0.000492989-0j -0.00216356-0j 2.30968e-07-0j -0.000312729-0j 0.003094-0j 0.00308958-0j 0.000424859-0j 0.000446581-0j -0.0060355-0j 1.92473e-08-0j -0.000269511-0j -1.0405e-06-0j -0.00602687-0j 3.54049e-05-0j -0.000871149-0j 7.17305e-10-0j 6.60045e-07-0j 0.000384865-0j -2.60125e-07-0j -2.24592e-05-0j -9.42552e-07-0j 1.65011e-07-0j -0.000750758-0j -2.16771e-08-0j 3.20721e-05-0j -2.35638e-07-0j 1.37509e-08-0j 1.83864e-06-0j -6.25632e-05-0j -8.07857e-10-0j -1.96365e-08-0j 5.12467e-10-0j 4.59661e-07-0j -7.31809e-10-0j 3.83051e-08-0j 1.42755e-09-0j 
-0.00728445-0j -0.00104809-0j 6.2659e-05-0j 0.0499322-0j -0.000132415-0j 0.00718805-0j -0.00747535-0j 0.000292033-0j 0.000729008-0j -0.000303705-0j -0.00705397-0j -0.000758146-0j 0.00733591-0j 8.74096e-06-0j -9.09032e-06-0j 2.78464e-05-0j -3.34773e-05-0j 2.01006e-05-0j 0.040984-0j -0.000350784-0j -0.0492714-0j -5.04708e-05-0j 0.0295838-0j 0.00415658-0j 0.000421716-0j 6.06765e-05-0j -0.000253209-0j 0.000741298-0j -0.00499708-0j -3.64317e-05-0j -5.91493e-07-0j 0.00300038-0j -0.000891196-0j 0.000535097-0j 7.11098e-07-0j -4.26962e-07-0j 2.19455e-05-0j 2.56031e-05-0j -4.61432e-05-0j -0.000163609-0j -2.17649e-05-0j 9.24064e-06-0j 0.0507289-0j -0.000190877-0j 1.82879e-06-0j 0.00729888-0j 0.000344008-0j 0.000162263-0j 0.00206099-0j 0.0591837-0j -6.88911e-05-0j 2.13359e-06-0j -4.66852e-05-0j -0.106664-0j -5.46553e-06-0j 0.00851536-0j -3.84526e-06-0j 0.000740249-0j -0.0153468-0j -0.0503115-0j -1.81374e-06-0j 0.00240449-0j -0.00723883-0j 0.0213605-0j 6.16884e-05-0j -0.0043335-0j -5.4466e-05-0j 7.70053e-07-0j -6.37646e-06-0j 0.00307336-0j -3.61329e-08-0j 9.81615e-05-0j -0.00204403-0j 0.000863623-0j 1.1492e-05-0j 4.63011e-05-0j -0.00155647-0j 0.000867826-0j 7.19698e-05-0j 5.42057e-06-0j -0.000734158-0j -0.000129708-0j -1.96578e-05-0j -2.30138e-06-0j -4.2155e-08-0j -6.11809e-05-0j 7.5974e-08-0j 0.000311698-0j 3.58356e-08-0j 2.59753e-05-0j -1.52146e-08-0j 
5.07954e-05-0j -0.000698725-0j -0.0121027-0j -0.000348184-0j -8.82766e-05-0j -2.47743e-05-0j 2.57644e-05-0j -0.0564066-0j -2.52851e-06-0j 0.0586611-0j 4.91883e-05-0j 2.62957e-06-0j -5.11543e-05-0j 5.82731e-06-0j -6.06022e-06-0j 1.85643e-05-0j -2.23182e-05-0j 1.34004e-05-0j -0.000141255-0j -0.00070869-0j 0.000169818-0j 0.0097485-0j -0.000101963-0j -1.44168e-05-0j 0.000851994-0j -0.0117197-0j -0.000511559-0j -5.16917e-06-0j 1.7332e-05-0j 0.00703684-0j -3.94329e-07-0j -1.04066e-05-0j 6.21443e-06-0j -3.7313e-06-0j 4.74066e-07-0j -2.84641e-07-0j 1.46303e-05-0j 1.70687e-05-0j -3.07621e-05-0j -0.000109072-0j -1.451e-05-0j 6.16042e-06-0j 1.82879e-06-0j -0.000127251-0j 0.0508168-0j -2.51562e-05-0j 0.000229339-0j 0.000108175-0j 0.00416383-0j 2.13359e-06-0j -4.59274e-05-0j 0.0592863-0j 1.07763e-07-0j -3.84526e-06-0j 0.00105568-0j -2.93489e-05-0j -0.106849-0j -2.5675e-06-0j 5.28942e-05-0j -1.81374e-06-0j -0.0503987-0j 0.0048578-0j 2.49493e-05-0j 7.70053e-07-0j -4.30161e-07-0j -0.00875498-0j 1.25723e-07-0j 0.0213976-0j 0.00123162-0j -1.05926e-05-0j -2.40886e-08-0j -2.26584e-07-0j -0.00412957-0j -2.99541e-06-0j -0.00221969-0j -1.06876e-07-0j 5.39849e-06-0j 0.00175327-0j -5.01855e-07-0j -0.00104699-0j 2.54637e-06-0j 9.04469e-07-0j 4.53758e-08-0j 0.000444516-0j -2.81033e-08-0j 4.26622e-07-0j 5.06493e-08-0j -1.0811e-06-0j 2.38904e-08-0j -1.81129e-07-0j -1.0143e-08-0j 
-6.34943e-06-0j -0.0124852-0j -5.22158e-06-0j 0.000132415-0j 0.0483476-0j -0.000599004-0j 0.000622945-0j -7.40405e-05-0j 3.16064e-07-0j 7.69998e-05-0j 0.00087892-0j -3.28697e-07-0j -0.000914049-0j -0.00987082-0j 0.0102653-0j -2.32054e-06-0j 2.78977e-06-0j -1.67505e-06-0j -0.0103909-0j -3.05757e-07-0j 0.012492-0j -0.000601224-0j -0.00750053-0j 5.48273e-06-0j 3.67585e-07-0j 0.000722798-0j -2.20707e-07-0j 0.00283107-0j -6.59139e-06-0j -0.000433987-0j 0.00134866-0j 3.95765e-06-0j -0.00340353-0j 0.00204357-0j -0.00162137-0j 0.000973512-0j -1.82879e-06-0j -2.13359e-06-0j 3.84526e-06-0j 4.14805e-05-0j 1.81374e-06-0j -7.70053e-07-0j 4.42174e-05-0j 4.83939e-05-0j -1.52399e-07-0j 0.0869466-0j -8.7218e-05-0j -4.11392e-05-0j 5.46553e-06-0j 5.1587e-05-0j 1.74663e-05-0j -1.77799e-07-0j -1.34703e-08-0j -9.29727e-05-0j 0.00199559-0j 0.101438-0j 3.20439e-07-0j -4.58773e-05-0j -0.182816-0j -4.38536e-05-0j 1.51145e-07-0j 6.37646e-06-0j -0.0862312-0j 1.86187e-05-0j 0.000728646-0j -1.1492e-05-0j -1.57154e-08-0j -6.41711e-08-0j 0.00232818-0j 0.0366108-0j 0.000137936-0j 2.8323e-08-0j -5.42057e-06-0j -5.35235e-05-0j -0.00419597-0j 1.33595e-08-0j 9.64628e-05-0j 2.30138e-06-0j 0.000850087-0j -0.00197917-0j 4.54998e-05-0j -0.00153207-0j -5.67198e-09-0j 0.000840286-0j 0.000160926-0j -0.000722651-0j -0.000290029-0j -1.93177e-05-0j -0.000136802-0j 0.000306813-0j 5.80812e-05-0j 
0.00735994-0j 0.00105895-0j 6.11146e-05-0j 0.0487015-0j -0.000129151-0j 0.00747535-0j -0.00754828-0j 0.000303705-0j 0.000758146-0j -0.000306668-0j -0.00733591-0j -0.000765543-0j 0.00740748-0j 9.09032e-06-0j -9.17901e-06-0j -2.8135e-05-0j 3.36089e-05-0j -1.82343e-05-0j -0.0414087-0j 0.000354419-0j 0.0494651-0j 5.09938e-05-0j -0.026837-0j -0.00419965-0j -0.000423374-0j -6.0915e-05-0j 0.000229699-0j -0.00074898-0j 0.00501673-0j 3.30491e-05-0j 5.97622e-07-0j -0.00272179-0j 0.0008947-0j -0.000485414-0j -7.13894e-07-0j 3.87319e-07-0j -2.21729e-05-0j 2.4972e-05-0j -1.58411e-05-0j 0.000165304-0j 2.26213e-05-0j -4.41274e-05-0j -0.0512546-0j -0.000186172-0j -1.84774e-06-0j -0.00737452-0j 0.000118099-0j -0.000168647-0j -0.00208235-0j 0.057725-0j 0.00032898-0j 2.081e-06-0j 4.7169e-05-0j -0.0366181-0j 5.52217e-06-0j 0.00830547-0j -1.32009e-06-0j -0.00074792-0j -0.00526861-0j 0.052291-0j 1.8851e-06-0j 0.00234522-0j 0.00752363-0j -0.102004-0j -6.23277e-05-0j -0.0014877-0j -5.31236e-05-0j -3.67729e-06-0j -6.21929e-06-0j -0.0146764-0j 3.65073e-08-0j 3.36991e-05-0j 0.00212446-0j 0.000842337-0j 3.94523e-06-0j -4.81228e-05-0j -0.00053434-0j -0.00414419-0j 7.01959e-05-0j -5.63383e-06-0j 0.000763043-0j -4.4529e-05-0j 9.38734e-05-0j 1.099e-05-0j -4.1116e-08-0j 6.3588e-05-0j 2.60821e-08-0j -0.00148847-0j -3.72455e-08-0j -0.000124042-0j 7.26551e-08-0j 
-0.00845535-0j 6.34943e-06-0j -0.00522252-0j -0.0012292-0j 5.32925e-07-0j -2.14551e-05-0j 2.23127e-05-0j 0.000516223-0j -0.040028-0j -0.000536856-0j 8.59145e-05-0j 0.0416278-0j -8.93483e-05-0j -2.63387e-08-0j 2.73914e-08-0j 1.60771e-05-0j -1.93281e-05-0j 1.16051e-05-0j 2.59444e-06-0j 0.0587803-0j -3.11906e-06-0j -4.41402e-05-0j 1.87276e-06-0j 0.00484034-0j -0.0706662-0j 5.30658e-05-0j 0.0424299-0j -5.99816e-06-0j -0.00581911-0j -3.18621e-05-0j 1.42436e-09-0j 0.00349394-0j 7.21104e-06-0j -4.3297e-06-0j -1.71238e-09-0j 1.02816e-09-0j 1.26702e-05-0j 1.47819e-05-0j -2.66408e-05-0j 2.00334e-06-0j -1.2566e-05-0j 5.33508e-06-0j -0.000304418-0j 2.33723e-06-0j -0.000305909-0j 2.28599e-07-0j -4.21228e-06-0j -1.98686e-06-0j 0.00732449-0j -0.000355155-0j 8.43551e-07-0j -0.000356894-0j 0.00517176-0j 0.000640078-0j -3.17556e-06-0j 2.66699e-07-0j 0.000643213-0j 0.000426488-0j -4.80658e-07-0j 0.000301914-0j 0.000303392-0j 0.00854524-0j -2.26718e-07-0j -0.000128182-0j -3.73709e-07-0j -0.0154007-0j 0.00603372-0j -0.00012881-0j -3.70481e-06-0j 9.62566e-08-0j 7.24587e-11-0j -0.0108743-0j -0.00726423-0j 0.000497569-0j 6.67701e-06-0j -0.00512921-0j -0.000896745-0j 0.00308414-0j -4.35994e-07-0j 3.14943e-06-0j -0.000422979-0j 7.8577e-07-0j 0.00217768-0j -1.33714e-06-0j 8.45352e-11-0j 3.70634e-07-0j -1.52354e-10-0j 0.000179582-0j -7.18626e-11-0j -1.57358e-07-0j 3.05104e-11-0j 
-5.13218e-05-0j 0.000705966-0j -0.0118044-0j -0.000339602-0j -8.61008e-05-0j -2.57644e-05-0j 2.60158e-05-0j -0.0586611-0j -2.62957e-06-0j 0.0592334-0j 5.11543e-05-0j 2.65523e-06-0j -5.16533e-05-0j 6.06022e-06-0j -6.11934e-06-0j -1.87567e-05-0j 2.24059e-05-0j -1.21562e-05-0j 0.000142719-0j 0.000716034-0j -0.000170486-0j -0.00984953-0j 9.2496e-05-0j 1.45662e-05-0j -0.000855344-0j 0.0117658-0j 0.000464061-0j 5.22274e-06-0j -1.74001e-05-0j -0.00638347-0j 3.98415e-07-0j 9.44034e-06-0j -6.23886e-06-0j 3.38485e-06-0j -4.7593e-07-0j 2.58213e-07-0j -1.47819e-05-0j 1.6648e-05-0j -1.05607e-05-0j 0.000110203-0j 1.50808e-05-0j -2.94183e-05-0j -1.84774e-06-0j -0.000124115-0j -0.0513434-0j 2.54169e-05-0j 7.87327e-05-0j -0.000112431-0j -0.00420698-0j 2.081e-06-0j 0.00021932-0j 0.057825-0j -1.08879e-07-0j -1.32009e-06-0j -0.00106662-0j -2.86256e-05-0j -0.0366815-0j 2.5941e-06-0j 1.81587e-05-0j 1.8851e-06-0j 0.0523816-0j 0.00473807-0j -2.59309e-05-0j -3.67729e-06-0j 4.34619e-07-0j -0.00300561-0j 1.22624e-07-0j -0.102181-0j 0.00120127-0j 5.05835e-05-0j 2.43382e-08-0j -7.77871e-08-0j 0.00429205-0j -2.92158e-06-0j -0.000762027-0j 1.11081e-07-0j 1.85332e-06-0j -0.00837253-0j -4.89485e-07-0j 0.00108818-0j -2.64656e-06-0j 3.10507e-07-0j -2.16686e-07-0j -0.00212273-0j -2.74107e-08-0j -4.43407e-07-0j 1.73881e-08-0j 5.16266e-06-0j -2.48303e-08-0j 8.64958e-07-0j 4.84367e-08-0j 
6.41523e-06-0j 0.0126145-0j -5.09288e-06-0j 0.000129151-0j 0.0471559-0j -0.000622945-0j 0.000629023-0j -7.69998e-05-0j 3.28697e-07-0j 7.7751e-05-0j 0.000914049-0j -3.31903e-07-0j -0.000922967-0j -0.0102653-0j 0.0103655-0j 2.34458e-06-0j -2.80074e-06-0j 1.51952e-06-0j 0.0104985-0j 3.08926e-07-0j -0.0125411-0j 0.000607455-0j 0.00680411-0j -5.53955e-06-0j -3.6903e-07-0j -0.000725639-0j 2.00215e-07-0j -0.0028604-0j 6.61731e-06-0j 0.000393691-0j -0.00136263-0j -3.59018e-06-0j 0.00341692-0j -0.00185383-0j 0.00162774-0j -0.000883122-0j 1.84774e-06-0j -2.081e-06-0j 1.32009e-06-0j -4.19104e-05-0j -1.8851e-06-0j 3.67729e-06-0j -4.46756e-05-0j 4.72011e-05-0j 1.53979e-07-0j -0.0878476-0j -2.99422e-05-0j 4.27578e-05-0j -5.52217e-06-0j 5.03155e-05-0j -8.34079e-05-0j -1.73417e-07-0j 1.36099e-08-0j -3.19178e-05-0j -0.00201627-0j 0.0989375-0j 1.10008e-07-0j 4.63527e-05-0j -0.0627614-0j 4.5579e-05-0j -1.57092e-07-0j 6.21929e-06-0j 0.0896239-0j -8.89112e-05-0j -0.000736197-0j -3.94523e-06-0j -1.5328e-08-0j 3.06441e-07-0j 0.0022708-0j -0.17483-0j -0.000139366-0j 9.72339e-09-0j 5.63383e-06-0j -5.22043e-05-0j -0.00144049-0j -1.38851e-08-0j 3.3116e-05-0j -1.099e-05-0j 0.000829134-0j 0.00205704-0j -4.729e-05-0j -0.000525965-0j 2.70858e-08-0j -0.00401267-0j 0.000156959-0j 0.000751083-0j -9.95678e-05-0j 9.22489e-05-0j 0.000142184-0j -0.00146514-0j -0.000277359-0j 
0.00854297-0j -6.41523e-06-0j -0.0050938-0j -0.00119891-0j 5.1979e-07-0j -2.23127e-05-0j 2.25304e-05-0j 0.000536856-0j -0.0416278-0j -0.000542094-0j 8.93483e-05-0j 0.042034-0j -9.02201e-05-0j -2.73914e-08-0j 2.76586e-08-0j -1.62438e-05-0j 1.94041e-05-0j -1.05276e-05-0j -2.62132e-06-0j -0.0593894-0j 3.13132e-06-0j 4.45977e-05-0j -1.69888e-06-0j -0.0048905-0j 0.0709441-0j -5.32745e-05-0j -0.0384903-0j 6.06032e-06-0j 0.00584198-0j 2.89037e-05-0j -1.43912e-09-0j -0.00316953-0j -7.2394e-06-0j 3.92769e-06-0j 1.71912e-09-0j -9.32696e-10-0j -1.28015e-05-0j 1.44176e-05-0j -9.14586e-06-0j -2.0241e-06-0j 1.30604e-05-0j -2.5477e-05-0j 0.000307573-0j 2.27962e-06-0j 0.000309079-0j -2.30968e-07-0j -1.44609e-06-0j 2.06503e-06-0j -0.00740039-0j -0.000346401-0j -4.02827e-06-0j -0.000348097-0j -0.00522536-0j 0.000219741-0j 3.20846e-06-0j 2.60125e-07-0j 0.000220817-0j -0.000430907-0j -1.65011e-07-0j -0.000313792-0j -0.000315329-0j 0.00833462-0j 2.35638e-07-0j 0.000612117-0j 3.77582e-07-0j -0.0052871-0j 0.005885-0j 0.000615115-0j -3.6135e-06-0j -4.59661e-07-0j -7.32096e-11-0j -0.00373317-0j 0.00755003-0j 0.000485305-0j 2.29224e-06-0j 0.00533101-0j -0.000307855-0j -0.0147279-0j -4.25247e-07-0j -3.27334e-06-0j 0.000439621-0j 2.69757e-07-0j -0.0103992-0j 6.38533e-06-0j 8.24516e-11-0j -3.85217e-07-0j -5.23035e-11-0j -0.000857571-0j 7.469e-11-0j 7.51445e-07-0j -1.45698e-10-0j 
0.000858481-0j -0.00576161-0j 0.00106604-0j -0.0118939-0j -0.00148197-0j 4.37951e-06-0j -4.55455e-06-0j 0.0100423-0j -8.59145e-05-0j -0.0104437-0j -0.0387775-0j 8.93483e-05-0j 0.0403274-0j 0.000147517-0j -0.000153413-0j -3.28173e-06-0j 3.94533e-06-0j -2.36888e-06-0j 5.04708e-05-0j -0.00596803-0j -6.06765e-05-0j 0.0400538-0j 3.64317e-05-0j -0.000990104-0j 0.00717482-0j -0.0481531-0j -0.00430795-0j 0.00829654-0j 0.00119031-0j 0.0289124-0j -1.33424e-05-0j -0.000714695-0j -0.00997418-0j 0.00598876-0j 1.60403e-05-0j -9.63102e-06-0j -2.5863e-06-0j -3.01735e-06-0j 5.43802e-06-0j 3.89719e-05-0j 2.56502e-06-0j -1.08902e-06-0j 3.09079e-05-0j 4.54672e-05-0j 6.24435e-05-0j -0.000207435-0j -8.19433e-05-0j -3.86512e-05-0j 0.0708726-0j 3.60593e-05-0j 1.641e-05-0j 7.28507e-05-0j 5.5019e-06-0j -6.49878e-05-0j 0.00883068-0j -0.000242008-0j -0.000131295-0j 0.00406934-0j 0.000436159-0j -3.06536e-05-0j -6.19297e-05-0j 0.0826848-0j 0.000205729-0j 1.30145e-05-0j 0.00104108-0j -0.149019-0j 6.41889e-06-0j 2.62932e-05-0j 0.0103025-0j -8.73453e-05-0j -1.02024e-06-0j -1.15684e-05-0j -0.0702896-0j 0.00474756-0j -0.0185676-0j -5.45664e-06-0j -0.0085563-0j 0.0298425-0j 0.0012146-0j -0.00875802-0j -0.00403586-0j -0.00218901-0j 2.3167e-06-0j 0.00371835-0j -1.19028e-06-0j -0.00103252-0j 2.14518e-06-0j 0.00171349-0j 1.01184e-06-0j 0.000438372-0j -4.29594e-07-0j 
0.0012967-0j 6.17592e-05-0j -3.69222e-06-0j -0.0088884-0j 7.80263e-06-0j 2.18976e-06-0j -2.27728e-06-0j -1.72082e-05-0j 0.0123851-0j 1.7896e-05-0j 0.00125567-0j -0.0128801-0j -0.00130586-0j -5.15066e-07-0j 5.35652e-07-0j -1.64087e-06-0j 1.97267e-06-0j -1.18444e-06-0j 1.24853e-05-0j 6.24428e-05-0j -1.50099e-05-0j 2.97402e-06-0j 9.01236e-06-0j 0.070616-0j -7.50693e-05-0j -3.5754e-06-0j 4.50736e-05-0j -0.000131958-0j -0.0848953-0j 2.14676e-06-0j 3.4854e-08-0j 0.0509734-0j 0.000158641-0j -9.52524e-05-0j -4.19019e-08-0j 2.5159e-08-0j -1.29315e-06-0j -1.50868e-06-0j 2.71901e-06-0j 9.64074e-06-0j 1.28251e-06-0j -5.4451e-07-0j 4.66852e-05-0j 1.12475e-05-0j -1.07763e-07-0j 2.22352e-06-0j -2.02709e-05-0j -9.56142e-06-0j -0.000366876-0j 5.4466e-05-0j 4.05945e-06-0j -1.25723e-07-0j 0.0499327-0j -9.81615e-05-0j 3.2206e-07-0j 2.5941e-06-0j 2.26584e-07-0j 0.0125761-0j -4.67523e-06-0j -4.63011e-05-0j 1.06876e-07-0j -0.000428022-0j -2.20522e-06-0j 1.96578e-05-0j -1.09811e-05-0j 0.000771403-0j 0.0582549-0j -4.53758e-08-0j 3.75736e-07-0j 9.36262e-07-0j 2.12915e-09-0j -0.10499-0j 0.000363857-0j 0.0146721-0j -6.77171e-07-0j -0.0495219-0j -0.0264428-0j -0.000154481-0j -1.28113e-05-0j -3.1941e-07-0j -0.0124726-0j 2.30892e-05-0j 0.0210253-0j 1.3561e-07-0j 2.48401e-09-0j 1.08908e-05-0j -4.47681e-09-0j 0.00529544-0j -2.11163e-09-0j -4.62384e-06-0j 8.96526e-10-0j 
-0.000867377-0j 0.00582132-0j 0.00103977-0j -0.0116008-0j -0.00144545-0j 4.55455e-06-0j -4.59899e-06-0j 0.0104437-0j -8.93483e-05-0j -0.0105456-0j -0.0403274-0j 9.02201e-05-0j 0.0407209-0j 0.000153413-0j -0.00015491-0j 3.31574e-06-0j -3.96084e-06-0j 2.14893e-06-0j -5.09938e-05-0j 0.00602987-0j 6.0915e-05-0j -0.0404689-0j -3.30491e-05-0j 0.00100036-0j -0.00720303-0j 0.0483424-0j 0.00390796-0j -0.00838251-0j -0.00119499-0j -0.0262279-0j 1.34806e-05-0j 0.000648336-0j 0.0100134-0j -0.0054327-0j -1.61034e-05-0j 8.73679e-06-0j 2.6131e-06-0j -2.94298e-06-0j 1.86689e-06-0j -3.93757e-05-0j -2.66594e-06-0j 5.20047e-06-0j -3.12282e-05-0j 4.43465e-05-0j -6.30906e-05-0j 0.000209585-0j -2.81314e-05-0j 4.01719e-05-0j -0.0716071-0j 3.51705e-05-0j -7.83637e-05-0j 7.10551e-05-0j -5.55892e-06-0j -2.23105e-05-0j -0.00892219-0j -0.000236043-0j -4.50741e-05-0j -0.00411151-0j 0.000149735-0j 3.18597e-05-0j 6.43663e-05-0j 0.0806468-0j -0.000213823-0j -6.21489e-05-0j -0.00105187-0j -0.0511586-0j 6.26067e-06-0j -0.00012556-0j 0.0100485-0j 0.000417106-0j 1.03081e-06-0j -3.97148e-06-0j 0.073055-0j 0.00463054-0j -0.00637432-0j 5.67132e-06-0j -0.0029374-0j -0.142509-0j 0.00118466-0j 0.0091026-0j 0.00419465-0j -0.000751494-0j -1.10631e-05-0j -0.0177565-0j -1.16094e-06-0j 0.00107314-0j 7.36446e-07-0j -0.00818252-0j -1.05165e-06-0j -0.00209339-0j 2.05147e-06-0j 
