0.00496486-0.00347305j -0.00274713-0.00612142j 0.00251807-0.00434825j 0.00287558+0.00120672j -0.00082774-0.00981382j 0.00988558-0.00115224j 0.00503037-0.00536133j 0.00335095-0.000598283j -0.00229083-0.00979568j 0.00115126-0.00381973j 0.0100569+0.000858966j 0.000428312-0.0010774j 0.00149074+0.00348613j 0.00687071+0.00383512j -0.00531299+0.00625421j -0.000177936+0.00441334j 0.00762234-0.0017519j 0.000677429-0.00100245j 0.00418287+0.0070156j -0.00787976+0.00373529j 0.0027258+0.00670351j 0.0108203-0.0173564j 0.00694675+0.00503868j 0.00798609-0.000315061j 0.011903+0.00412702j 0.0107444+0.00734745j 0.00199887+0.0152973j -0.0120285+0.00334354j 0.000580308+0.00825311j 0.00249023-0.00154705j 0.00726346-0.0128327j -0.0158464+0.0050213j -0.000577127+0.00852424j 0.00136112+0.00339872j 0.00148697-0.00377538j -0.00200726-0.000926624j 0.00580199-0.000463215j -0.00496736-0.00067659j -0.00951307-0.00837059j -0.00628169-0.00639352j -0.000593857+0.00249169j -0.00185361+0.00113819j 0.00477734-0.00266819j 0.00683997+0.00467421j -0.000170879-0.00397242j -0.0062512-0.0033839j 0.00212303-0.00565548j 0.00247992+0.00104529j -0.00256547+0.00681149j 0.0029989+0.000244774j -0.00406392+0.00196198j -0.000668239+0.00186481j -0.00409231+0.00317176j 0.000776943+0.002795j 0.00360799+0.000797811j 0.0089219-0.00359382j 0.00747369+0.00418064j 0.00114286-0.00242205j 0.0012207+0.00343082j -0.00124119+0.00072925j 0.00523814-0.00141351j -0.00159833+8.04104e-05j 0.00201404+0.00459208j 0.002957-0.00306629j 0.00885517-0.00298732j -0.00562699-0.00291729j -0.00414777+0.0051478j 0.00650688+0.00267091j 0.00467204+0.00184044j -0.00756168-0.00461808j 0.00511491+0.00502005j 0.0140395-0.0073376j -0.00234441-0.016779j 0.000199555+0.00136247j -0.00698435-0.00465966j -4.98431e-05+0.00974511j -0.00108648-0.00400154j -0.00575443+0.00532741j -0.00309308+0.00384124j 0.00280143-0.00234693j 0.00084374+0.00250074j -0.000250123-0.00112834j -0.00617294+0.000702763j 0.00377474+0.00403932j 0.00302172+0.00260191j 0.00252041+0.00214366j -0.00216506-0.000406093j 0.00264562+0.00012851j -0.00104969-0.00096321j 0.000350304+0.00117181j 0.00457386-0.00258004j -0.00827764+0.000875372j -0.00058271+0.0084843j -0.0031378-0.00186033j -0.000543173+0.000538673j -0.0333176+0.00538969j -0.0079094-0.0319924j 
-0.000636587+0.00161357j -0.000365353+0.00174669j -0.00210998+0.00213032j -0.000437711-0.000389881j 0.00139795-0.000555234j 0.000373882-0.000228183j -0.000505577+0.000719313j 0.000452121-0.00071867j -0.00181082-0.00508343j -0.000531855-0.00183j 0.00245485-0.00358982j 0.00463367+0.000168452j -0.00941287-0.0150083j 0.00152752+0.00763954j -0.000685699+0.00473316j -0.0014091-0.00561796j 0.00514597+0.0160272j -0.0022643-0.00413311j -0.000667838-0.00930354j -0.00752473-0.000553367j -0.00383625+0.00657192j -0.00112858+0.00778618j -0.0103131-0.0125828j -0.00778091-0.00222996j 0.00374347+0.00401568j 0.00312638-0.000689449j 0.000761405+0.00152483j 0.000564161-0.00281502j -0.00161353+0.004895j -0.00210255+0.00039273j 0.00162339-0.00285099j -0.000687376+0.000570911j -0.0011571-0.00316188j -0.00517231+0.00382233j -0.00147843-0.000631866j -0.00330588+0.000853423j -0.0012107+0.00458138j 0.00396582-0.00244683j 0.000775076+0.0018702j -0.00533654-0.00152248j -0.00490098-0.00209273j 0.00177323+0.0025281j -0.00171622-0.000672715j -0.00133762+0.000905737j 0.00716687-0.000812742j -0.000495253-0.00157073j 0.00217453-0.00509409j -0.00527914-0.000479343j 0.00345635+0.000592823j 0.00299656+0.00300427j 0.00411159-0.00073178j 0.00717592-0.00227662j 0.0023008+0.00102618j -0.00302545-0.00317445j -0.00630065+0.00272584j 0.000747086+0.00452118j 0.00693439+0.000154898j -0.00421194-0.0033956j -0.00223658-0.0040202j -0.00241626-0.000427669j 0.000687008-0.00274427j -0.0077919+0.00556248j -0.00494444+0.00238967j -0.00410098+0.00213387j -0.00166462-5.37089e-05j -0.00306882+0.00279025j -0.00820144+0.00119129j 0.000100144+0.00085509j 0.0035192+0.00243001j -0.00188289+0.00376313j -0.00316926+0.00579675j -0.000378305-0.00395601j -0.00245411+0.00215846j 0.000523364+0.000808391j 0.00645713+0.000182808j 0.00647069-0.004173j -0.00412866+0.0064713j 0.000867749+0.0045594j 0.00230131-0.00782414j -0.00314316+0.000428615j 0.00266154+0.00141903j -0.00425049+0.00287087j -0.000879389-0.0011732j 0.000347032+0.00146786j -0.00192909-0.00281743j -0.00579466+0.0039071j 0.0019663+0.000325793j -0.00099012-0.00143896j 0.00429955-0.000686282j -0.00159962+0.00220434j -0.00210308-0.00330024j 0.000575601-0.00239535j -0.00141539-0.00132183j 0.00263346-0.000421332j -0.00207901+0.00138968j -0.00121874+0.0006907j -0.000142618-0.000908645j 
-0.000251339+0.000994211j 0.00102806-0.00159448j -0.00138926+0.000531247j -0.00107261-0.000977403j 0.00175218-0.00067901j 0.000306178-0.00114918j -0.000796105-0.00120625j -0.00144278-0.00522027j -0.00154365-0.00323317j -0.00259423+0.00328724j 0.000663926-0.000862211j -0.00633302-0.00120583j 0.0049579-0.000160999j 0.0016771+0.00281432j -0.00132081-0.00225176j -0.00094221+0.0100528j -0.00653319-0.000597319j -0.0025314-0.000824891j -0.00754156+0.0084711j 0.000494185-0.00251324j 0.00201248+0.00205342j -0.0031549-0.0022381j 0.00154661-0.00308542j -0.00203962-0.00380564j 0.000202494-0.00181031j 0.00394921-0.00140015j -0.00206073+0.00232199j 0.00331805+0.00316686j -0.000407984+0.00668192j 0.000787365-0.000130517j 0.00136329-0.000676511j -0.00377294-0.0021623j -0.000997312+0.00152066j -0.00122452+0.00128925j 0.000585329+0.000637964j 0.00149732+0.00322134j 0.00586365-0.000806888j 0.00174501-0.00371569j 0.00158702-0.00167301j -0.00413881+0.000128276j -0.00106549+0.00277919j 0.00194445-0.00998642j 0.00264892-0.00214306j -0.00376428-0.00307764j 0.000740446+0.000961677j -0.00368342-0.00270132j -0.000882071+0.000415942j 0.00523054+0.00105458j 0.00438694-0.00841597j -0.00289399-0.00336334j 0.00326389-0.00395198j -0.00396238+0.00386873j 9.51471e-05-0.00293364j -0.00102382+0.00626387j 0.00445296+0.000855319j -0.00171216-0.00221589j 0.000111962-0.00152267j 0.000693475+0.00432721j 0.000514588+0.00193214j -0.00117529-0.00249255j 0.00127796+0.00538827j -0.00167509-0.000860262j 0.00170278-0.00691982j 0.00222111-0.000389298j -0.00117321+0.00123337j 0.00102203-0.00186982j -0.00651822+0.0081523j -0.00316863+0.00438549j -0.00396571-0.00121308j 0.00512809+0.000812589j 0.000188671+0.0039852j 0.00370807-0.000263771j -0.000859368+0.00277687j 0.0024085+0.00144922j 0.00251192-0.00172432j 0.0014697+0.000390277j -0.00210186+0.00160561j -0.00546248-0.00203009j -0.000937794-0.000204113j 0.00179239-0.00159187j -0.00105975-0.00416733j -0.00604154-0.00239621j 0.00157635+0.0017247j 0.00320312+0.00608242j -0.00168299-0.00207762j -0.00176532-0.00182347j 0.000482027+0.000188639j -0.0004105-0.00328261j -0.00432437-0.00317158j 0.000993607+0.00348577j 0.00143808+0.000410616j -0.00155885+0.000717533j -0.000183794+7.23449e-05j 0.000988434-0.000205805j -0.00135111-0.000356074j 0.000716969+0.00177306j 9.4161e-05+0.00135313j 
-0.00477084+0.00110687j 7.34267e-05-0.00217699j -0.000694247+0.00231048j 0.00251525+9.17428e-05j 0.00578751-0.000792902j 0.000874602-0.000950535j -0.00306834+0.00726367j 0.00300391+0.00333333j -0.000415626+0.00502202j -0.00174388+0.00088903j -0.000685097+0.00100931j 0.00416753+0.00588307j 0.0141384-0.00232754j -0.00968454+0.00170063j -0.0045001+0.00619606j -0.00245159-0.00544553j -0.010973+0.00517068j 0.00146757-4.77476e-05j 0.000572759+0.0013066j -0.00587122+0.00745318j 0.00704899-0.000790323j 0.00450429+0.000741395j -0.00145346-0.00433996j -0.00204103+0.000474649j 0.00205121+0.00248788j 0.000719381+0.000299856j 0.000268774-0.00226018j -0.000749484-0.00213189j -0.00747732-0.00567778j 0.00143113+0.00272627j -0.00127901-0.0015335j 0.00236798+0.000685604j 0.000225577+0.00507552j -0.00189476+0.0014629j -0.00612732-0.00290929j 0.00335206-0.00364023j -0.00218774-0.00502611j 0.000800242-0.00145876j -0.0076032+0.00542159j 0.00575777+0.000388213j 0.00547872+0.00149053j -0.00107943+0.000955069j 0.00482627-0.00203j 0.00308188+0.00309787j 0.00124369-0.00119037j 0.0115041-0.00181011j -0.00170114-0.0015431j 0.00428211-0.00259575j -0.000478702+0.00376289j -0.00096881+0.00398711j -0.00368507+0.00137687j 0.00468708-0.00501531j -0.00282374+0.00160624j -0.0029738+0.000904274j -0.000999374-0.00157963j -0.00719927+0.00632269j -0.00383048-0.00219489j 0.000902557-0.00178672j -0.00322474+0.00768786j -0.00417296+0.000890019j 0.000163489-0.000991392j 4.95611e-05-0.00334479j -0.00110413-0.000456676j -0.000413495+1.84727e-05j 0.000745254-0.000398297j -0.00844484+0.00541175j -0.00789672+0.00298839j 0.000722983-0.00448232j -0.0075677+0.00370406j -0.0017215-0.000495422j -0.00160758+0.00145536j -0.0011381-0.00372701j -0.0044534-0.00313573j -0.000439675-0.00133839j -0.00273377-0.000593795j 0.00566957-0.00117199j -0.00453699+0.0018005j -0.00107401+0.00389496j 0.00452907-0.00497065j -0.00572777+0.00292148j -0.00514419+0.00102295j 0.00115568+0.00260359j -0.000298337-0.000802162j -6.74162e-05-0.00157544j 0.000522997+0.000164441j 0.000684945-0.00117209j -0.00417899+0.0087227j 0.000247857-0.00169756j 0.00238107-0.000412319j -0.003573-0.00258224j -0.00676908-0.00111291j 0.00150053-0.000763612j 0.000353491-0.00293836j -0.000439319+0.000453281j -7.45973e-05+0.00307651j -0.000190283-0.00144916j 0.000211144-0.00104598j 
7.74284e-05-0.00112142j -0.000261923+0.0041311j 0.00392205+0.00225928j 0.00255286-5.64117e-05j -0.00133346+0.000237721j -0.000854327+0.00171508j -0.000810384+0.00390309j -0.00179977-0.000241447j 0.000768283+0.00282983j -0.00325841+0.00143772j 0.00161418-0.00291114j -0.00992331-0.00140287j 0.0011374+0.000467742j -0.000778962-0.00712753j -0.00455745-0.00217709j 0.00112132+0.0017487j -0.00282689+0.00490274j -0.00382934+0.00153746j -0.00511052-0.00135085j 0.00593815+0.00619735j -0.0069562+0.00388697j -0.00121202+0.00195611j 0.00890787-0.00536001j 0.00371498-0.00257227j 0.000425406+0.00616045j -0.000502146-0.000845525j -0.00561919-0.00763464j -0.0030906-0.00601846j -0.00141545+0.000461505j 0.00237502-0.000996422j -0.005831-0.00780376j -0.000105178-0.00206587j 0.00263036-0.00263904j -0.000187082+0.00304556j -0.0074317+0.000291623j -0.00256431-0.00700503j -0.00602041+0.00043713j -0.00737502+0.00511956j -0.00398232+8.50476e-05j -0.0044418+0.00379686j -0.00578639-0.00978436j 0.00227014-0.00367975j -0.00490732+0.00219104j -0.00103504-0.00355628j 0.00412334+0.00275732j -0.00566183+0.000506904j 0.000246892-0.00543291j -0.00749199+0.00601214j -0.00171868-0.00483924j 0.00746102-8.47119e-05j 0.00235522-0.00388702j -0.00567831-0.00319351j -0.000129186+0.000135126j -0.00314377-0.00251807j 0.00587939+0.00249672j 0.000111275-0.00592697j -0.00168455+0.000796767j -0.000364572+0.00160996j -0.00590813-0.00764149j 0.00137897-0.00194321j -0.00367602+0.00165333j 0.00551603+0.00622344j 0.00845332+0.00372667j -0.0010472+0.006351j -0.0118327+0.00144492j 0.000458239+0.000300964j -0.00427443-0.0018211j -0.00482552-0.00243784j 0.00421879-0.000613901j -0.0064878+0.00659671j -0.00176056+0.00248803j 0.00611316-0.00463016j -0.00338425-0.000852878j -0.00070189-0.00171102j 0.00210119-0.000816452j 0.00317822-0.000535541j 0.00465475+0.00517037j 0.000728392+0.00266914j 0.00131327+0.00433169j -0.00147538+0.00633532j 0.00676793-0.00508292j -0.00225788-0.00118996j -0.00332264-0.00289982j -0.000271692-0.00360903j -0.00836169-0.00524539j 0.00353688+0.00234086j -0.00489869-0.00312803j -0.00246802-9.14999e-06j 0.00226833-0.00531231j 0.00344677+0.00482992j -0.00254334-0.00441893j 0.0046564-0.00228471j 0.000219446+0.00149073j 0.00264346+5.53671e-05j -0.000687981+0.00174526j 0.00366441-0.00116381j 0.00213385+0.00107973j 
0.0026903-0.00484042j 0.00109326+0.0012694j 0.00596364+2.28109e-05j -0.000177346-0.00285359j -0.00179651-0.000754044j -4.72946e-05-0.00332107j 0.00653122-0.00256074j -0.00510733-0.000104898j -0.00039517-0.00135123j 0.00216356+0.00385091j 0.000534001+0.000382914j -0.00194611+0.00021407j -0.0130287+0.00171671j 0.0147466-0.00363355j 0.00685648-0.00221219j -0.000955101+0.00438575j -0.000404189+0.000615418j -0.00524758+0.000388803j -0.00382278+0.00620816j 0.00129473+0.00208041j -0.00583406+0.00297019j -0.00642719-0.00221414j -7.92587e-05-0.00346947j -0.000676751+0.00271981j -0.00160082-0.00101151j 8.33114e-05-0.00577406j -0.00209768+0.00317295j -0.00116838+0.00337751j 0.00148984+0.0011533j 0.00119598+0.00115966j 0.00384423+0.00436731j 0.00157213+0.00245715j 0.00836143+0.000957879j 0.00178931+0.00619352j 0.00553992+0.000350623j -0.00175165-0.00222116j -0.00312014-5.18913e-07j 0.00132314-0.00332454j 0.00280278+0.00163377j -0.00448258-0.00772731j -0.00493633-0.00192078j -0.00712742+0.00660544j -0.00202203-0.00160782j 0.00177023+0.0051507j -0.000460212-0.00149141j -0.0114135+0.000956514j 0.00178784-0.0042612j -0.00620978-0.00530955j -0.00215955-0.000229514j 0.00289656-0.00137135j -0.00116463+0.00163208j -0.00616666+0.00130849j 0.00163389-0.00498575j -0.000171577-0.00340461j -0.00432535+0.000850286j 0.00439951+0.00407794j 0.00206753+0.0043162j 0.00813534+0.00197799j -0.000814355-0.00203573j 0.0101015+0.00502383j -0.00090545+0.00443728j -0.00112169-0.0001956j 0.00191742-0.00255624j 1.85375e-06-0.00263612j -0.00416959+0.00504282j -0.00238616-0.000342083j 0.001834-0.00373739j -0.00666802-0.000296718j -0.00326634+0.00063939j -0.00760626+0.000532497j -0.00187229+0.00112551j 0.00275191-0.00178773j 0.00521999+0.000721507j -0.000329565-0.00264568j -0.00575057+0.00476599j 0.00401122+0.000961078j -0.00290693-0.000403406j -0.00404249-0.000316179j -0.00585123-0.00104715j -0.00127231-0.00387517j 0.000222776-0.000358301j 0.00158003+0.00309575j 0.00754534+0.00140855j -0.00428969+0.00184482j 0.00516125+0.00244749j -9.85082e-06+0.000925675j 0.00101619+0.00412569j 0.00121024-4.17563e-05j 0.00177197-0.000640294j 0.000594921+0.00180934j 0.00252792-0.000538489j -0.000204306+0.00204004j -0.000907662-0.000534063j 0.00142061-0.00427527j -0.00275142+0.00122021j 0.000620863+0.00124009j -0.00239121-0.0079563j 
0.00125495-0.00226553j 0.000752813+0.00353413j 0.00269388-0.00224965j -0.00259814+0.00187753j -0.00258146+0.00557777j 0.00156778-0.00149118j 0.000378571-0.00576959j -0.00994666+0.003373j 0.00169209-0.00535669j 0.0131792-0.00840552j -0.00558472-0.000534326j -0.00302723-0.00365847j -0.012645-0.00234973j 0.00871573-0.00676502j 0.00931244+0.00135863j 0.0136283-0.00606643j 0.00664694-0.000302601j 0.0116794-0.00531563j 0.000640227-0.00832745j 0.00234344-0.0162664j 0.00594689+0.0107625j -0.00377061+0.00716874j -0.00476697-0.011288j 0.0135383-0.00728498j -0.00603005+0.0023137j 0.00605869-0.000673239j -0.00334118+0.0022055j 0.00410129-0.00111228j 0.00934166+0.00212538j -0.000861044-0.000421643j 0.00665217-0.00423357j -0.00417443+0.00275344j 0.00162244-0.00730108j -0.00108305+0.00344931j 0.00748919+0.00106697j -0.0125813+0.00586148j 0.00944873+0.00439003j 0.00631934+0.00128528j -0.000853596-0.000689926j 0.0107671+0.00152433j -0.001125-0.00315493j 0.00520211-0.00360668j 0.00208386-0.000735103j -0.00719342+0.00125035j 0.000309477-0.00266525j 0.00594301-0.000787877j 0.00365577-0.00367152j 0.0143099-0.0130054j 0.00204805-0.00234251j 0.00157318+0.00171275j 0.00472096-0.00538661j 0.00203164+0.00332177j -0.00166404-0.000817902j 0.000549769-0.00507814j -0.00109002-0.00131203j 0.00241093-0.00148506j -0.00239122-0.000892397j -0.000499818-0.00350539j -0.00548093-0.00556669j -0.00231784-0.00161334j 0.00392187-0.00579837j 0.00259591-0.00217098j 0.00241517-0.000204793j -0.00157707+0.00182387j -0.00145128-0.0030992j 0.000852949-0.00624342j 0.000994502-0.00376088j -0.00120188-0.00378007j -0.00162331-0.000850256j 0.000534969+0.000686512j 0.0053626+0.00503817j 0.00172434-0.0026322j 0.00189114-0.00428936j -0.00181236-0.000891416j -0.000296625-0.00396867j 0.000970684-0.0019825j -0.00078301-0.000862304j 0.00311579-0.00233556j -0.00109784-0.00450342j 0.00188276+0.00278952j 0.00549689-0.00355734j -0.000737562+0.00262623j -0.00313844+0.00366534j -0.000405855-0.00571825j -0.00483855-0.00100917j 0.00358976+0.00197819j 0.000978376-0.00292275j 0.000178292-0.00275135j -0.000797595-0.000359694j -0.000144561+0.00295953j -0.00372573+0.00402179j -0.000407881+0.00117878j -0.000354514+0.000619735j 0.00163755-0.000207412j 0.000611564-0.00150966j 0.00121846+0.000218311j 0.0023998+0.000268745j 
0.0015277-0.00241521j -0.000127524+0.00455556j 0.00338698+0.00449406j 0.00384215-0.00205138j 0.00251218+0.0010527j 0.00133222+0.00020006j -0.00265645+0.0033776j 0.00352633-0.00432883j 0.001616-0.00192366j -0.00929506+0.0040203j 0.00424365-0.00217809j 0.00069028-0.00362615j 0.00382062-0.000998754j -0.00621942+0.00482543j -0.00146321+0.00124765j -0.00891921+0.00585896j -0.00220368-0.00351754j 0.00196671+0.00115931j -0.00150559-0.00558252j -0.00362139+0.00282183j -0.00551883+0.00455546j 0.00571538-0.00259285j -0.000347785+0.004421j -0.0128133+0.00478884j 0.00112109-0.0030243j -0.00111315+8.49239e-05j 0.00451591-0.00277422j -0.00623808-0.00315977j -0.000504792+0.0103842j -0.00325414+0.00448558j -0.000869697+0.00458656j 0.000377918+0.00322437j -0.00246752+0.00253723j 0.00185937+0.00427063j -0.00304227+0.000316158j 0.00295616-0.0112508j 0.0105099+0.00305792j -0.00140951-0.0104435j -0.00343706+0.000123031j 0.00644242+0.00354507j 0.00162996-0.00884303j 0.0056361+0.00014129j 0.00275665+0.00402231j -0.00120245-0.00410704j -0.00149825+0.00284301j 0.00913346+0.00249876j 0.00263989-0.00136952j 0.00105703-0.0053857j -0.000643612+0.00221081j 0.00459522-0.000525497j 0.00522135+0.00122834j 0.00418247-0.00231393j 0.00644841-0.000329603j 0.00175068-0.000653683j 0.0040576-0.00102383j 0.0036929+0.0014557j 0.00057579-0.00120139j -0.00707328-0.00824732j -0.00207238-0.00881182j 2.80843e-05+0.00551379j -0.000326861+0.00338935j -0.00480487-0.00097106j 0.000530505+0.00327793j -0.00424256-0.000522255j 0.000293172+0.0019996j 0.00278325-0.00427294j -0.00656903+0.00112554j -0.000611639-0.000505196j -0.00539558+0.00346936j -0.00320005-0.00190973j -0.00222461-0.00572649j 0.00131012+0.00272524j 0.000895386+0.00433689j 0.00418468-0.00171633j -0.00070424+0.000433462j 0.00341064+2.69465e-05j -0.002036-0.00292608j -0.000105916+0.00113089j -0.00185925+0.00250473j 0.000706206+0.00441209j 0.00227233-0.000979689j 0.000690667-0.00311928j -0.00396533+0.002709j 0.0035706-0.00437086j 0.000757543-0.00479418j 0.000412613+0.00713385j 0.00168204+0.00333445j 0.00225169+0.000142427j 0.000396729+0.00125006j -0.00170198+0.00375865j -0.00334103+0.00205815j 0.00187063+0.000514513j -0.00128094-0.000608309j 0.00467234+0.0036229j -0.0022544-0.00187612j 0.00255576-5.93372e-05j 0.000378807-0.00174946j 
0.0033052+0.00246708j 0.00125973-0.00066043j 0.000647481-0.000775309j 0.00185869+4.82424e-05j -0.0025804+0.000766147j 0.000414886+0.00429412j 0.00161061-0.00323519j 0.0100032+0.000937937j 0.000164323+0.00514097j 0.00337607+0.0032787j 0.00191521+0.00123362j 0.00420157-0.000742204j -0.00147053+0.0123455j 0.00028772-0.00646576j 0.00692762-0.00444601j -0.00966093+0.000390022j 0.0172101-0.00550802j 0.00853164+0.00497081j -0.00504022+0.00135791j 0.00892163-0.00445408j -0.000134625+0.0052065j 0.00383753+0.00140573j -0.00478598+0.0117444j 0.00242499+0.00306415j -0.00331462-0.000626094j 0.000779733+4.07247e-05j -0.00335916-0.00237702j -0.00295265-0.00352735j -0.00123953-0.00414499j 0.00149634-0.000181162j 0.000824131-0.00343926j -4.32345e-05+0.000403969j 0.000335922-0.0026474j 0.00269425-0.00174374j 0.000155396-0.00559044j 0.00278165-0.000726454j -0.00455725-0.00222963j -0.000163548-0.00329901j 0.000859222-0.0027327j 0.00092539-0.00111797j 0.00915446-0.00219517j 0.00354382-0.00127281j -0.000499578+0.00530929j 0.00341094+0.00239008j -0.00273406+0.00194733j 0.00561023-0.00326622j -0.00150516+0.00498034j -0.00991599-0.00408191j 0.00241584-0.00167497j 0.000266018+0.00189251j -0.000735602-0.00197793j 0.00730305-5.95746e-05j 0.00381493-0.00355904j 0.00393017-0.00481182j -0.00440346-8.6876e-05j 0.00426325-0.00844496j -0.000951009+0.00141194j -0.00320006-0.00243854j 0.000868002-0.00253251j 0.000343696-0.00597465j -0.00555741-0.0061395j -0.00384087-0.000528105j -0.00469848+0.00251009j -0.00319205+0.0048502j -0.00162143+0.00327601j -0.00397103+0.00398472j 0.000110963-0.00380689j -0.00198334+0.0025963j 0.00445719-0.00585667j -0.00561771+6.48974e-05j -0.000874153+0.00694051j 0.00182476+0.00256126j 0.00662856-0.00611537j 0.00378154-0.00188836j -0.000164518+0.003056j 0.000277575-0.00449761j 0.00240545+0.00157573j -0.00153948-0.00177587j -0.00177691-0.000151268j -0.00258864-0.00111083j 0.00425707-0.0058827j 0.0030679+0.0032296j -0.00689661+0.0024457j -0.00274665-0.000971348j 0.00571446-0.00571426j -0.00165889+0.00366424j 0.00352608+2.47031e-05j -0.000262201+0.00166398j -0.00126631+0.00335227j 0.000267794-0.00038927j 0.00477147-0.00213626j -0.000915877-0.00249042j -0.000814384-0.000900366j 0.000950036+0.00142275j -1.7101e-05-0.00233476j -0.00106518+0.000202537j -0.000740396+0.00202916j 
0.000765988+0.0011148j 0.00130433+0.000878927j -0.00315145+0.000331668j -0.000379057-0.00144796j -0.000455341+1.85627e-05j -0.00077817+0.000494702j -0.00149943+0.00235203j -0.00704464-0.00574821j 0.00389277-0.00199132j -0.0151773+0.00221289j -0.00379095-0.000761914j -0.0129314-0.000444523j 9.21584e-05-0.00806982j 0.00281426+0.00577528j -0.00646818+0.00548717j -0.00163999+0.00447577j -0.00924736-0.00479454j -0.0057033+0.00319433j -0.00866667+0.00296989j 0.00339316-0.00923781j -0.0123379-0.00106165j -0.00152611-0.000745112j 0.00987533-0.000585054j -0.0101627+0.00280878j 0.00537675-0.00684223j 0.00617837+0.00164613j -0.00261231-0.00339489j 0.00466942+0.00108266j -0.000410407+0.00329605j -0.00838823-0.00352608j -0.00732031+0.00617463j -0.00151516-0.0036723j -0.000153217-0.000846103j -0.000751571-0.00807709j 0.00234345-0.00326013j 0.00759024-0.00641739j 0.00157331+0.00271038j 0.0025391+0.00125621j -0.000836558-0.00304016j -0.00262149-0.000837948j -0.00133885-0.000361093j -0.00574558+0.0053436j 0.00013312-0.000438808j -0.00125655-0.0063969j -0.0108756+0.00450991j -0.0052283-0.00779327j 0.00213916+0.00285168j 0.00113845-0.00393441j -0.0067797+0.000682555j -0.0060907+0.00469383j 0.00427401+0.000879655j -0.00623509-0.00378743j -0.00140901+0.00168323j -0.000228462+0.000226559j 0.00466342-0.000601496j 0.00170615-0.00757208j 6.78572e-05+0.00123238j 0.00222008-0.00351572j 0.00212074+0.00110524j -0.000405499+0.00246133j -0.00649362-0.00210353j -0.00506575+0.00497119j 0.00639641-0.00111064j 0.00316437+0.00495415j -0.0057573+0.00266674j -0.00396069+0.00217445j -0.00678496+0.00568151j -0.00820263+0.00782117j 0.00602905+0.000512522j 0.00324408-0.00180454j 0.0024199-0.00215605j -0.001054+0.00349187j -0.00421514+0.000528551j -0.000984145-0.00223479j 0.00255939+0.00693336j -0.000913724+0.00458692j 0.000891189-0.00290278j -0.000482683+0.000101762j -0.00274223+0.00787137j 0.00509445+0.000805584j 0.00250862-0.00177704j 0.000839711+0.00456251j 0.00153896+0.000421127j -0.00546312+0.00185311j -0.0030888-0.00381367j 0.000610572-0.00181487j -3.06794e-05-0.000787149j -0.00350759+0.00372051j 0.000157053-0.0014699j 0.00366691-0.00280338j 0.00276634-0.00118512j -0.00492172-0.000401852j -0.00142259+0.000946564j -0.0033592+0.00115956j 0.000682819+0.000255988j -0.001066-0.00131879j 0.000587666+0.00171842j 
-0.00130804+0.000566007j 0.000360552-0.00231957j 0.00349408-0.00318642j 0.00163751-0.00178116j -0.00137701-0.00317385j -0.00429474+0.00137639j 0.00205071-0.00324143j 0.00284072+0.00412067j 0.00169923+0.0070013j 0.0118864-0.00850113j 0.00215574+0.00178663j 0.00408045-0.000621027j 0.00210389+0.0165227j 0.00809846-0.0107287j -0.000465567-0.0121918j 0.00111275-0.0111544j 0.00285074-0.00825463j -0.00483315-0.00253111j -0.00435094+0.00213525j 0.00184895+0.00998538j 0.00715912-0.0110836j -0.00606299-0.00078365j 0.000991712+0.0177163j 0.0135773-0.000931846j -0.00428285+0.00469743j -7.47541e-05-0.00488589j 0.00666298+0.00102697j 0.00150901-0.000299509j -0.002979-0.004207j 0.00077825+0.00189426j 0.00492918-0.00287207j -0.00343273+0.00703268j -0.000851522+0.0048399j -0.0037283+0.000560849j 0.00349611-0.00234071j -0.00483769+0.0145713j 0.000197807-0.00304023j 0.0021906-0.00266497j 0.00130056-0.00585671j -0.00228699+0.00260424j 0.00225073+0.00667044j 0.00249556-0.00264132j 0.00254823-0.00435439j -0.00124979+0.00323927j 0.00187155-0.00250899j -0.00402091-0.00579567j 0.000383383-0.00830717j -0.00141292+4.65278e-05j 0.00414668+0.000954882j 0.00150064-0.00177886j 4.75244e-05+0.00241631j -0.00463434+0.0010586j 0.00128174-0.000812569j -0.00081717+0.00583254j -0.00653255-0.00297212j 0.0040912+0.000577278j -0.00150628+0.00336502j 0.00134441+0.00247106j 0.000936601-0.000421064j 0.0043416-0.00639423j -0.0047705-0.00332072j -0.00421956-0.00238716j 0.00732942+0.00300614j -0.000273705+0.00300333j -0.00504473-0.00312415j -0.00133696-0.00250815j -0.00348582+0.00226149j -0.00229845+0.00420744j -0.000778151+0.00534359j -0.00506892+8.65686e-05j -0.00215073+0.00125194j 6.90758e-05-0.00097353j 0.000112274-0.00303647j -0.0034484+0.0060985j 0.000423181-0.00327818j -0.0020368+0.00136576j -0.00392634+6.9627e-05j 0.00519016+0.00226256j 0.00300765+0.00376832j 0.00579109+0.00785444j 0.000381082-0.00120804j -0.00397357-0.00134495j 0.00181264-0.000934022j -0.00172332+0.00086513j 0.000208631+0.00177369j 0.00185574+0.00228566j 0.00308912-0.000895933j -0.000225624-0.0016169j 0.00350097+0.00572588j 0.000889043+0.000712935j -0.00226372-0.000996004j -0.00300692-3.11104e-05j -0.000868623+3.6179e-05j -0.0011046-0.00226954j -0.000699479+0.000711031j -0.000350672-0.000349917j -0.00407451-0.00310001j 
