0.00496486-0.00347305j -0.00274713-0.00612142j 0.00251807-0.00434825j 0.00287558+0.00120672j -0.00082774-0.00981382j 0.00988558-0.00115224j 0.00503037-0.00536133j 0.00335095-0.000598283j -0.00229083-0.00979568j 0.00115126-0.00381973j 0.0100569+0.000858966j 0.000428312-0.0010774j 0.00149074+0.00348613j 0.00687071+0.00383512j -0.00531299+0.00625421j -0.000177936+0.00441334j 0.00762234-0.0017519j 0.000677429-0.00100245j 0.00418287+0.0070156j -0.00787976+0.00373529j 0.0027258+0.00670351j 0.0108203-0.0173564j 0.00694675+0.00503868j 0.00798609-0.000315061j 0.011903+0.00412702j 0.0107444+0.00734745j 0.00199887+0.0152973j -0.0120285+0.00334354j 0.000580308+0.00825311j 0.00249023-0.00154705j 0.00726346-0.0128327j -0.0158464+0.0050213j -0.000577127+0.00852424j 0.00136112+0.00339872j 0.00148697-0.00377538j -0.00200726-0.000926624j 0.00580199-0.000463215j -0.00496736-0.00067659j -0.00951307-0.00837059j -0.00628169-0.00639352j -0.000593857+0.00249169j -0.00185361+0.00113819j 0.00477734-0.00266819j 0.00683997+0.00467421j -0.000170879-0.00397242j -0.0062512-0.0033839j 0.00212303-0.00565548j 0.00247992+0.00104529j -0.00256547+0.00681149j 0.0029989+0.000244774j -0.00406392+0.00196198j -0.000668239+0.00186481j -0.00409231+0.00317176j 0.000776943+0.002795j 0.00360799+0.000797811j 0.0089219-0.00359382j 0.00747369+0.00418064j 0.00114286-0.00242205j 0.0012207+0.00343082j -0.00124119+0.00072925j 0.00523814-0.00141351j -0.00159833+8.04104e-05j 0.00201404+0.00459208j 0.002957-0.00306629j 0.00885517-0.00298732j -0.00562699-0.00291729j -0.00414777+0.0051478j 0.00650688+0.00267091j 0.00467204+0.00184044j -0.00756168-0.00461808j 0.00511491+0.00502005j 0.0140395-0.0073376j -0.00234441-0.016779j 0.000199555+0.00136247j -0.00698435-0.00465966j -4.98431e-05+0.00974511j -0.00108648-0.00400154j -0.00575443+0.00532741j -0.00309308+0.00384124j 0.00280143-0.00234693j 0.00084374+0.00250074j -0.000250123-0.00112834j -0.00617294+0.000702763j 0.00377474+0.00403932j 0.00302172+0.00260191j 0.00252041+0.00214366j -0.00216506-0.000406093j 0.00264562+0.00012851j -0.00104969-0.00096321j 0.000350304+0.00117181j 0.00457386-0.00258004j -0.00827764+0.000875372j -0.00058271+0.0084843j -0.0031378-0.00186033j -0.000543173+0.000538673j -0.0333176+0.00538969j -0.0079094-0.0319924j 
-0.00126504+0.0018778j -0.00475269-0.00444737j 0.00337108+0.00429872j 0.00266068+0.0033228j -0.00453716-0.00339066j -0.00345472-0.00132424j 0.00488953+0.0119657j 0.00394739+0.00793518j 0.00398884+0.00308737j -0.00562639-0.00102432j 0.00480436+0.00644615j -0.00679838+0.00480109j 0.00584538+0.00591867j -0.0102679-0.00737016j 0.00391386-0.00673542j -0.0175698+0.000385165j -0.00812588+0.00660337j -0.00850288-0.00311435j -0.0149183+0.00494144j 0.00550893-0.00654113j -0.00299121-0.00293239j 0.003268+0.00161417j 0.00294542-0.00121868j -0.00216417-0.00198159j -0.00254351+0.00593297j -0.00677218+0.00177904j -0.0110599+0.00231167j -0.00586945-0.0182953j 0.000949098-0.00627603j -0.00562631+0.010468j -0.00668715-0.000462567j -0.0049524+0.00332601j 0.00460657+0.00192421j -0.00114985+0.00337835j -0.00457186-0.00373615j -0.00302928-0.00196964j 0.000448869-0.000119233j -0.0035343+0.00871159j 0.00242642+0.00154409j 0.00341679+0.00105077j -0.000263731-0.0008924j 0.00172302+0.00239951j 0.00184063-0.00152744j -0.000657598-0.00103227j -0.00331759+0.00358938j -0.00446018+0.000129783j -0.00616696-0.000333774j -0.00395798+0.0048214j -0.00118606+0.00311259j -2.90292e-05+0.00106259j 0.0065075-0.00561704j -0.00236917+0.00598923j -0.00268032+0.00852762j 0.00283623-0.00307166j -0.000960916-0.000596645j -0.00112252-0.0024522j 0.000489072+0.00138777j -0.000526257+0.00178925j 0.00189178+0.0009067j 0.00413702+0.00258128j 0.00472336-0.000540751j 0.0022062-0.00260941j -0.00266512-0.000416678j 0.00586627+0.00360769j -0.0023578+0.000736301j -0.00165546-0.00296016j 0.00290404+0.000220783j 0.00279706-0.00171574j -0.00128012+0.00318191j -0.000369673-0.00374393j -0.00538148+0.00158565j 0.0015218+1.46103e-05j -0.00187446-0.00295043j -0.0018023+0.000280058j -0.00241875-0.000930853j 0.00210861-0.002379j -0.000773543+0.000784108j -0.00313925+0.00278225j 0.00386028-0.000521047j 0.00391167-0.00359598j -0.0016967+0.00247822j 0.00131929+0.00539068j 0.00301784-0.00110055j -0.00395778+0.0011j -0.00162984-0.00430118j -0.00290762-0.000231585j -0.00221562+0.000208311j 2.83503e-05+0.000856835j -0.00377877-3.86888e-05j 0.00489986-0.00329118j 0.00211823-0.000152095j 0.00275638+0.00106704j -0.000977793-0.00172238j -0.00189378+0.0023537j 0.00241481+0.000775038j 0.000938064-0.00294676j -0.00125917+0.00384695j 
-0.000985801+0.000550246j 0.00193653+0.00319278j 0.000408239+0.00535832j 0.00243042+0.00117302j -0.00115203+0.00292092j -0.000883389-0.000953508j 0.00403003-0.00307035j 0.00744637+0.000238016j 0.00110608+0.000731981j -0.00704673+0.00209726j 0.00559584+0.00900538j 0.00833851+0.0123451j -0.00320556+0.0114956j -0.0133075-0.00974074j 0.00290826+0.0031521j -0.0037214-0.00543294j 0.00554535+0.0083382j 0.00141174+0.0106344j 0.0121744+0.00530396j -0.0103878+0.00376719j -0.00722365+0.0036493j 0.00482591-0.000203228j -0.000694679-0.00932551j -0.00461951-0.00544444j 0.00888565+0.0035637j 0.00750036+0.00209439j 0.00218617+0.00585034j -0.0153377-0.00317745j -0.00871975-0.000785381j 0.0102241+0.00294133j -0.00227033+0.000164495j -0.00063354-0.00424563j 0.00402667+0.000312841j -0.00651086+0.00245304j 0.0023939-0.00113916j -0.00113518-0.00175481j 0.000225335+0.000168358j 0.00320899+0.000996283j 0.00413136+0.00246912j 0.00428564-0.00115946j 0.00160444+0.00261817j 0.000658793-0.000294343j -0.000657909-0.0017792j -0.00599999-0.00299619j -0.00131022-0.000295284j -0.000177941+0.00188709j 0.00300461+0.000878692j 0.0078052+0.00494937j 0.00370208+0.00223903j 0.00333234+0.000261754j -0.00355313-0.00307383j -0.00169509+0.0046024j 0.00742755+0.00429578j 0.0016274-0.00200892j -0.00346598-0.0016478j 0.0016989-0.00286328j -0.00453628+0.00423077j 0.00133625-0.00342363j 0.00389674-0.00293397j 0.00200028+0.00341454j 0.00370828-0.00635277j -0.000219177-0.00513981j 0.00417905+0.00475716j 0.00781654+0.00251436j 7.16513e-06+0.00113479j 0.000790246-0.00106939j 0.00266408-0.000133093j -0.00650662-0.00285196j 0.0053806-0.000356694j -0.0018459-0.00212036j 0.00206427+0.00387415j 0.000237905-0.00732936j -0.00793319-0.000723446j 0.000706794+0.00139328j -0.00400729+0.00614363j -0.00398941-2.23132e-05j -0.00341385+0.000770052j 0.000882224+0.00183325j 0.00289768-0.00115906j 0.00379922-0.0045964j 0.001665+0.00237224j 0.00464635+0.00478719j -0.00194405-0.000619006j -0.00826705+0.000848533j -0.0087991+9.76158e-05j 0.000694769-0.000337877j -0.000409525-0.00140451j -0.00071139+0.000318453j -0.00414563-0.00510242j -0.00760102-0.000141619j 0.00106018+0.000832864j -0.000626323+0.00196813j -0.00010046+0.00412068j 0.000813429+0.00590055j 0.0010927-0.000353453j -0.00277597-0.000286493j 0.00307408-0.00320054j 
-0.0035056+0.00715965j -0.00103411-0.00236264j -3.91784e-05+0.0113706j 0.00787362-0.00263648j -0.000408406-0.00183474j -0.00186091-0.00810471j -0.00130822-0.00124901j -0.00375735-0.012211j 0.00362583+0.00815195j -0.00750233+0.00398764j 0.00401319+0.0119191j -0.000907093-0.00774319j 0.00441084-0.00213863j -0.00477358+0.00840441j 0.0102778+0.00171797j -0.0102825+0.00721569j -0.00654805-0.0157647j -0.00806274-0.00434489j -0.0049527-0.0185371j 0.00515838-0.00424506j 0.00114726-0.00921661j -0.0052435-0.0133j 4.05267e-05-0.0013217j -0.0013059-0.00180526j -0.00572937-0.0120449j -0.00410698-0.00277867j -0.00267558+0.00245696j 0.00171873-0.00183819j -0.00153391-0.00109064j -0.00593003+0.00161468j -0.00266059+0.00789648j -0.00178454-0.00180843j -0.00155538+0.0109292j -0.00133174+0.00340138j 0.000458547-0.00297748j -0.00159661+0.000110628j -0.00254264+0.00571551j -0.0036677-0.00260302j 0.000313065-0.000205241j -0.00261153-0.00650332j -0.00042184-0.00139398j 0.000765773-0.00488672j -0.00245781-0.000471825j -0.00771907-0.00182507j -0.000154687-0.00206178j -0.000334459-0.00552113j 0.00703129+0.00419922j -0.00461053+0.000472983j -0.004479-0.00211703j 0.000392388-0.00237928j 0.00306323+0.00149274j -0.0073135+0.00135528j -0.00110308+0.000571855j 0.00133721-0.000469183j -0.000256112-0.00410606j 0.000560922+0.00215603j -0.0032855+0.00145527j -0.00153785+0.00186412j -0.000965735-0.00180174j 0.0113888+0.00328174j 0.00326266+0.00492382j 0.0037734-0.00260206j 0.00214455-0.000899541j -0.000670771-0.00148855j -0.00250615+0.00420533j 0.00186391-0.00463773j 0.00325583+0.000446471j 0.00219503+0.000827236j -0.00247001+0.00163478j -0.00265195-0.000792132j -0.00420616-0.00265067j 0.00124362+0.00263141j 0.00535019+0.00103768j -0.000998681+0.0041212j 0.00365055-0.00261551j 0.00260801+0.00140438j -0.00234641-0.00188692j 0.00122012-0.00241533j -0.00376667-0.00160442j -0.00171239+0.000794984j -0.00392279-0.00312586j 0.00180493-0.0014475j 0.0071922-0.00185285j 0.00245354-0.000254962j 0.00219718-0.00451445j -0.00189963-0.00225458j 0.000690422+0.000580998j 0.00542192+0.00281347j 0.00245905+0.00562933j 0.00497771-0.00329611j -0.00136444-0.00081589j -4.32021e-05-0.000369951j -0.000360644-0.000354692j -0.00192363-0.000644038j 0.00264842-0.000752288j -6.72527e-05+0.00201386j -0.00430315+0.00110194j 
0.00337065+0.00258623j -0.00537639+0.00354651j 0.0044059+0.00160735j 0.00283597-0.00218624j -0.00326228-0.000721184j 0.00456398+0.00296993j 0.00762951-0.00144823j -0.00488904-0.00383073j 0.00719839+0.00147542j -0.0168945+0.00707257j -0.00514663-0.00103125j -0.00564639-0.00977964j 0.00566574-0.00114996j 0.00990916+0.00765966j 0.00409929-0.0112602j -0.0154285+0.00227911j -0.014546-0.00288884j -0.000486712+0.0135692j -0.0144792-0.0158224j -0.00228767+0.00103493j -0.00334164+0.000420433j -0.00767064-0.00329574j 0.0124535+0.00184084j 0.00121466+0.00735245j -0.0042874-0.000154288j -0.00147548-0.0068242j -0.00433175+0.00416117j 0.00457423-2.42633e-05j 0.0142681+0.00211639j -0.00488765-0.00170326j -0.00115728+0.000519622j -0.00160303+0.00135154j 0.00535529-0.00139642j -0.000565623+0.000870004j -0.00840797+0.00207912j -0.00319462+0.00462486j 0.00292451+0.00107064j -0.00269334+0.00667909j -0.00233038-0.00696358j -0.0026029+0.00116591j -0.00146259+0.00463457j -0.00463277+0.00174669j 0.0010227-0.00199721j -0.00190978+0.00550715j -0.00574563-0.000926102j -0.0111204-0.00067484j -0.000291564-0.00530061j -0.00192807-0.00013653j -0.00455355+0.000523844j -0.00114821-0.000693231j 0.00157793-0.00299264j -0.00222058+0.00933917j -0.00193528-0.00170908j -0.000986455+0.000164665j 0.000618265+0.00243395j -0.00101523-0.00119818j 0.00475603+0.00449791j 0.000818537+0.00206531j -0.00145661-0.00421215j 0.00315862-0.0116115j 0.00071546-0.00369j -0.00251173-0.00141219j -0.00190505-0.00637185j -0.00188747-0.0042594j 8.46288e-06-0.00104582j -0.00474989-0.000828999j 0.000137328-0.00237658j 0.00741923-0.00232729j -0.00120529+0.00305049j -0.0033064+0.000357493j -0.00271994+0.00268679j 0.00277491+0.000915853j 0.000474779+0.00171859j -0.000693094+0.00239131j 0.00114607+0.00239715j 0.00210122+0.00106414j -0.000702688+0.0026457j 6.98679e-05-0.000851303j 0.00133856+0.00264429j -0.00222071-0.000922192j -0.000828681+0.00469679j 0.000208905+0.000906793j -0.00104012-0.011468j 0.00182287-0.00234681j -0.00219151-0.00104146j 0.00114917+0.00257523j -0.000465654-0.00200002j 0.00052135-0.00359946j -0.00146689+0.0003697j -0.0013837-0.00108293j 0.000493435+0.00266232j 0.00121625+0.00388619j 0.00423282+0.00185796j 0.00320781+0.000846364j 0.00191366-0.00432595j -0.00274544+0.00275116j -0.000451096+0.00489278j 
0.00431511+0.00242663j 0.00353051+0.00329238j 2.79042e-05-0.000386735j -0.00438731-0.0017621j -0.000454391+0.000968507j 0.00448037-0.000182062j 0.000569618-0.00593078j -0.00299773+0.0077478j -0.00416262-0.00860207j 0.0103393+0.00763951j 0.00024876+0.00132169j -0.0156913+0.00128799j -0.00207756-0.00955792j 0.020397-0.00867274j -0.0116432-0.000659044j 0.00422707+0.00853529j -0.0110943+0.0125712j 0.0031172+0.000656654j -0.0184215+0.0122054j 0.00202306+0.00600776j -0.00151297+0.00403119j -0.0012545+0.00762453j 0.010235-0.00931033j 0.00612091+0.00371754j -0.00239541+0.0116152j -0.00333945+0.00841558j -0.000152047+0.00348295j 0.00398599-0.000417425j 0.0059495-0.00782166j 0.00341989+0.005325j 0.0148882+0.00506118j -0.00289129+0.00388808j -0.00438436+0.00280651j 0.00154793+0.00588017j 0.00230562+0.00127385j 0.00623766+0.00272755j 0.00524059-0.00359701j -0.00209698-0.000594592j -0.00874263+0.0040286j -0.0012036+0.00154394j 0.00326941-0.00220234j 0.0042752+0.00534428j -0.0010719+0.000502127j 0.00653846-0.00100251j 0.0037236+0.00208761j -0.00404655+0.0119942j -0.00627814-0.00145805j 4.80467e-05+0.00472935j -0.00502066+0.0109384j -0.000668508+0.00312443j 0.00179271-0.00159419j 0.00393993+0.005069j -0.00374972+0.00604707j -0.00291962-4.66193e-05j 0.00266194-0.00237351j 0.0014006+0.000628617j 0.00408544-0.00123814j 0.00401251-0.00290782j -0.001543+0.0017996j -0.0103309-0.00377966j 0.000671467+0.00500802j 0.00260406+0.0030897j -0.00879736+0.00171664j 0.000622389+0.00371822j -0.00423425-0.00132313j -0.00463308+0.00203836j 0.00236088+0.00297301j 0.00376706-0.0108344j -0.000105609+0.00293648j -0.00390434+0.000712803j 0.000904626+0.00148576j 0.00326576-0.0026398j 0.00528609+0.00153405j 0.00273612+0.000436928j -0.00183088-0.000244486j 0.00704286-0.00287949j -0.00352378+0.00202079j 0.00124914+0.00246911j 0.00595454+0.0010836j -0.00213046-0.00104171j 0.00456359+0.00641617j -0.00198104+0.00462756j -0.00434409-0.00406177j 0.00232726-0.00455021j -0.000786494-0.00243523j 0.000339986+0.00120989j -0.00457241+0.00203089j -0.00236435-0.00402584j 0.00635826-8.82285e-05j -0.00312921-0.00114248j -0.000328017-0.000610989j 0.00154065-0.00268785j -0.00445944-0.00113375j 0.00440499-0.000419365j -0.00460437-0.00154134j -0.000176024+0.00163911j 0.00594737-0.000320328j 
-0.00313032-0.00686098j 0.00540979+0.00371482j 0.00429422-0.000792902j 0.00165527+0.00214024j 0.00446213-0.000666782j 0.00197779+0.00605913j 0.00199819-0.00314235j -0.000220744-0.00664033j 0.00141578-0.00564553j -0.0164114+0.00594112j -4.39146e-05-0.0024468j 0.00584553-0.00711673j 0.0155347+0.00137501j 0.00866096+0.00446765j -0.0166525+0.00390631j -0.0092381-0.00335311j -0.00337655-0.0079722j -0.000531433-0.00535002j -0.000929652-0.00892702j -0.0164862+0.0124507j -0.00711267+0.00517943j -0.00652233+0.00351619j 0.0158238+0.00170946j -0.00461459-0.001501j 0.0028018+0.000109869j 0.0036916+0.00319698j -0.000358923+0.000399909j -0.00537002+0.0110479j 0.0092876-0.00192402j 0.00438251-0.00585913j -0.00461655+0.0131668j -0.00466476-0.00163485j -0.00664035-0.00619102j -0.00680714+0.00447896j 0.00905648+0.000113601j -0.00348844+0.00381211j 0.00439305-0.00186626j 0.00181328-0.00552576j -0.00216046-0.000793593j -0.0027472+0.000256035j 0.0019541-0.00153153j -0.00573401+0.00502318j -0.00073121-0.00150897j -0.00158776+0.0029962j 0.00130161+0.00193998j -0.00578504+0.00377413j 0.00107024-0.0041714j 0.00068034-0.00443037j -0.00397178+0.00201007j -0.00172363-0.00303697j -0.00106819+0.00218104j -0.004243+0.00222539j -0.0013208-0.00330334j 0.000637907+0.0033944j 0.00146068+0.00218011j 0.000753303-0.00153885j -0.00623286+0.000829466j 0.000259214-0.00105971j 0.00231933-0.000294681j 0.00367084+0.000909042j 0.00196305+0.00210372j 0.000521192+0.00163103j -0.00206615-0.00430455j -0.00420235+0.00414127j -0.00217905-0.00360488j 0.00101073-0.00167439j 0.00198542+0.00342543j 0.00293701+0.0015307j -0.000332482-0.00450336j -0.0012669+0.00273472j 0.00222304-0.00233518j 0.00204713-0.00593472j -0.00065436+0.00175472j 0.00371326+0.00260737j -0.0024787+0.00224105j 0.00295381+0.00834563j -0.000924405+0.00027005j -0.00271897+0.00170381j 0.00241299+0.00254629j 0.00207964-0.0011253j 0.000865034+0.00371484j -0.00166274-0.00136964j 0.000580488+0.00326928j -4.52109e-05-0.00103406j -0.00235491+0.00224388j -0.000280697-0.00122144j 0.000788212-0.0017777j 0.00115836+0.000505668j -0.00362131+0.00370592j -0.00423904+0.00101856j -5.51112e-05-0.000722393j -0.000788403-7.00594e-05j -0.00614685-0.00021057j 0.00310808+0.00139888j -0.00203841+4.47123e-05j 0.00112279-0.000697468j 0.00364557-0.00388831j 
0.00618952+0.00324361j 0.00153805+0.00248775j 0.00369905+0.00227946j 0.00343508+0.00113881j -0.00211112-0.00559533j 0.00323036+0.00227062j 0.0111859+0.00393196j 0.000127468-0.00537297j -0.00050128+0.000549106j 0.00204413-0.0199135j -0.00448577+0.0139558j 0.00216521-0.00658628j -0.0088745+0.0125707j 0.0121749+0.00983251j -0.00348174-0.00823679j 0.00645211-0.0105336j 0.00245411-0.00947454j 0.00821609+0.00246368j 0.0123144-0.00453906j -0.0129692-0.0123145j -0.00756098-0.0111964j -0.00129022-0.0106554j 0.0065321+0.016892j 0.00664682+0.00174163j -0.00207318+0.00504807j -0.00276708+0.00293687j -0.0136789-0.0090663j -0.00457263-0.00832477j 0.00811741+0.00598496j 0.00594954-0.00530396j -0.00312157-0.00846782j 0.00190029-0.00321224j 0.0130146+0.00576395j 0.00247145+0.00513619j -0.00494938+0.000315339j -0.0107961-0.00191963j 0.00539924+0.00451684j -0.0010542+0.00853399j -0.00558089+0.000244266j -0.00610461-0.000544095j 0.00428181-0.00250814j -0.00387053-0.00144359j 0.00671591-0.00557519j 0.00345458+0.000356149j -0.0059399+0.000375392j -0.00665083+0.000174745j -0.000944618-0.00309013j 0.00634807-0.00131134j 0.00256761-0.00240733j 0.0026945+2.93397e-05j 0.00025381+0.00306629j -0.00382216-0.000371402j 3.01547e-05+0.00371248j -0.00534309+0.000863904j -0.00185695+0.000158769j -0.000284999+0.000754657j -0.000806858-0.0074082j 0.00165782-0.00042142j -0.00087291-1.40457e-05j 0.000302775+0.00948652j 0.000549406+0.00522929j 0.00111856+0.00204307j 0.00469503-0.000127971j -0.0025648-0.00540452j 0.000810344-0.00723104j -0.00590677-0.00143375j -0.00319246+0.00758272j 0.00255596+0.00384286j 0.00161534+0.00102413j -0.00221555-0.00459218j 0.000339191-0.00198245j 0.00454626+0.00160329j 0.00141184+0.0056431j -0.000188328+0.00101219j -0.00539219+0.00109538j 0.000175541-0.00059644j -0.00104884+0.00138484j 0.00255411-0.000117785j 0.00431329+0.00371441j 0.000140575-0.00330264j 0.000962827+0.00649858j -0.00149328+0.00144156j -0.00217168+0.00528895j 0.00563542-0.00101575j -0.000564714-0.0024235j -0.000950657+0.00439747j 2.59438e-05+0.00840698j -0.00305019+0.0036626j -0.0019785-0.00188729j -0.000476732-0.00171132j -9.83318e-05+0.00340645j -0.00160185+0.000551281j -0.00415863-0.00370325j 0.00414329+0.00133847j -0.00235144+0.000722945j 0.000997819+0.000777146j 0.0050849+0.000961016j 
-0.0019604+0.00183671j 0.0013164+0.00174741j -0.00140234+0.00487703j 0.00183622+0.000834114j 0.0042744-0.00346906j 0.00127547-0.0015619j -0.0038351+0.00486804j -0.00362322+0.00960175j -0.00159225+0.00209349j 0.00290375+0.00661433j -0.00415612+0.00379833j -0.00259383+0.00806657j -0.00809589+0.00312545j 0.00253234-0.0118776j 0.0122599+0.0122394j 0.00485065-0.0193479j -0.00816104-0.000216991j -0.00336709+8.52405e-05j 0.000370278-0.00487183j 0.00413041+0.00899106j 5.16121e-05+0.00325987j 0.00238146+0.00764358j -0.00378413-0.00423094j -0.00251289+0.000354856j -0.00922427-0.00316118j -0.00291221-0.00670823j -3.28736e-05-0.00783124j 0.00974613-0.00525091j -0.00646709-0.00451982j -0.00556515-0.00102909j 0.000845704+0.000412858j 0.00266497-0.00706378j -0.000434741+0.00648139j -0.00587773-0.00571899j 0.00145625-0.00304283j 0.00242335-0.00238427j -0.000586866-0.00224496j -0.00900262-0.000284084j 0.000878677-0.00370048j 0.00450791+0.00388107j 0.000303871+0.00574904j -0.00344494+0.00294556j 0.00633057+0.00298114j 0.000910887+0.00113182j -0.00520197-0.00212521j 0.00199217-0.00503887j 0.00316767-0.0035552j -0.0045202+0.000763811j -0.00709359-0.000282959j 0.000344288+0.000847038j 0.00270464+0.00339394j -0.000551066+0.00169454j -0.00434035+0.00359668j 0.00644137-0.00178942j -0.000488297-0.00526015j 0.0013365-0.00147598j 9.95475e-05+0.00230661j 0.00170062+0.00494871j -0.00168633+0.00230412j -0.000807227+0.00491851j 0.00102168-0.00544689j 0.00125118+0.00116977j 0.00276054+0.00232688j -0.00271527+0.00779345j 0.00254482+0.00391865j 0.000308102-0.00294902j 6.28998e-05+6.63486e-05j -0.00193429-0.00105897j -0.00326243+0.000950474j 0.00654114+0.00013164j -0.00306969-0.00285907j -0.00127211-0.00101059j 0.00262668-0.00244533j -0.000995661-0.00386817j -0.00381553-0.0021196j 0.000255204-0.000530338j 0.00186257-0.00498199j -0.000180834-0.00245711j 0.00191042+0.00747342j 0.00507562+0.00560498j -0.00404212+0.00193521j -0.0053575+0.00441639j -0.000910574+0.001409j 0.0010137-0.00927523j 0.00248631-0.00331974j 0.000347542-0.00120539j -0.00243172-0.00285935j 0.000542592-0.00255703j -0.000166545-0.00742566j -0.000499873+0.00123069j 0.00234649+0.00228008j -0.00118688-0.000145173j 0.00155072+0.00132753j -0.00391942-0.00284166j -0.000391661+0.0010977j 0.00142489+0.00243379j -0.00031282-0.000635847j 
0.00163066-0.00124557j 0.00610171-0.00494509j -0.00181028-0.00789636j -0.00750149-0.00215148j 0.0058668+0.00380206j -0.00234673+0.00359126j -0.00210205+0.00362775j -0.00703313+0.0112334j -0.00280464-0.00739881j -0.0136412-0.000427419j 0.0022065-0.014415j -0.00116753-0.00805981j 0.00163206-0.000410289j -0.00356485-0.00386111j -0.00502339-0.00193427j -0.00229052-0.00692636j -0.00854473-2.74448e-05j 0.00244314-0.00916688j -0.00646352-0.00423841j -0.0117719+0.0108668j -0.0106929+0.00709624j -0.0119606+0.0223873j 0.00570836-0.000182337j -0.00541391+0.00092624j -0.00240138+0.000255387j 0.00634566-0.00394248j 0.00389712-0.00506536j 0.00073495+0.00905418j 0.00600853+0.00191407j -0.00247554+0.00159794j 0.000158497-0.000124976j -0.00821455+0.00241596j 0.00220705-0.00571548j -0.00503063+0.00370493j 0.00701748+0.000393921j -0.00293576+0.00226908j -0.000219358-0.00368991j -0.00687846-0.00695594j 0.00850766-0.00442362j 0.00227263+0.0104933j 0.00439477-0.00362479j -0.0070802+0.00295306j -0.00290452+0.00385443j 0.00335879+0.00264154j 0.000978612+0.00170875j -0.00138199-0.00132425j 0.00450263-0.00443321j -0.00123726-0.000781279j -0.00618387-6.38422e-05j 0.00190955+0.000120681j 0.00320634-0.0011346j -0.00678554+0.00496292j 0.00298706-0.00404096j 0.00347659+0.0025043j 0.00136394+0.00480288j 0.00141793+0.0022534j -0.00299371+0.00676981j 0.0037993-0.000959299j 0.00364658-0.00162238j 0.00366171-0.0029683j 0.0019102-0.001712j -0.0019518-0.000928692j 0.00218678-0.00179616j -0.00251457+0.00294121j 0.00619214-0.0013777j 0.00229076-0.000600474j 0.00548402-0.00320848j -0.000150943+0.00588479j -0.000234724-0.00645096j 0.00157574+0.00174123j -0.00280519+0.00629616j 0.00100032-0.00480066j 0.000195593-0.00214278j 0.000339725-0.0016898j -0.000908499+0.00241113j -0.00338598+0.00357856j 0.00180834-0.000622246j -0.00257843+0.000411674j 0.00141948+0.000598313j -0.00115473+0.0012937j -0.00135668+0.00244514j -0.00387298-0.000871423j 0.000431574+0.00231437j -0.000945119-0.00326725j -0.00363736+0.00408612j 0.00339746+0.00180882j 0.00392658-0.00506235j 0.00482424-0.00143865j -0.00151198+0.00375043j -0.00169915-0.00102152j 0.00131592-0.00159996j 0.00155252+0.00124406j 0.00205347-0.000165152j -0.000114169-0.000848537j -0.00104669-0.000549955j 0.00407281+0.00110871j -0.00229443+0.00188022j 
-0.00808152-0.00114304j 0.00110407-0.00583318j -0.00168117-0.000793155j 0.00546901+0.000862242j 0.000370703+0.000983864j -0.00585092+0.00133042j 0.00574034-0.00171499j -0.00243243+0.00835332j -0.000100604+0.00198975j 0.0031862+0.00796872j -0.00371108+0.0140734j -0.00960444+0.00636224j -0.00553385+0.014605j -0.00451278-0.00394j -0.00148501-0.00154243j 0.00445439+0.000284155j -0.000662947+0.00455795j 0.00490726-0.0130726j -0.00260384-0.00543432j 0.0015607+0.00472628j -0.00299333+0.00195503j 0.00542728+0.00460612j -0.000813958-0.012417j -0.00268817-0.00706465j -0.000645372-0.00671096j -0.00459271-0.00281379j -0.00366752-0.000416089j -0.00238698+0.00021994j -0.00212201+0.00453991j -0.00374686+0.00675508j -0.00416681+0.0042399j -0.00299223+0.00114655j 0.00158765-0.002323j 0.00117826+0.00650082j 0.00285762-0.00393838j -0.00010832+0.00505811j 0.000513373+0.000602587j -0.00109938+0.00130141j 0.000255337+0.0019154j 2.75198e-05-0.00043958j -0.00472839-0.00196723j -0.000541429-0.00290873j -0.00156446+0.00227738j -0.000325913+0.000534159j 0.0013368+0.00137798j 0.00355151+0.00859835j -0.000226979-0.00624615j -0.00164258-0.00308155j 0.00505691-0.000159621j -0.00115044-0.00385854j -0.00322432-0.000171311j -0.00108238+0.00328527j -0.00551482-0.0019512j 0.00367749-0.0045411j 0.00417671-0.00512806j 0.00124498+0.00100916j -0.00144325+0.00285216j -0.00244607-0.00181755j 0.00202586-0.00239173j -0.00177833-0.00546102j -0.00140151-0.000498187j -0.000881332-0.00288611j -0.000851474-0.00132658j -0.00211865+0.00230176j 0.00176165-0.00458703j 0.000387373-0.00411931j -0.00324076-0.000616581j 0.00153378+0.000100308j -0.00267521-0.00197205j 0.00490448-0.00637784j 0.00119906+0.00168298j -0.0027317-0.00169272j -0.000131148+0.000879699j 0.00305533-0.0032031j 0.000645522-0.00166358j 0.00153702+0.000304797j 0.00370039+0.000192671j 0.00137101+0.0028188j 0.000880937+0.00285068j 0.00242724-0.00125043j 0.00122447-0.00323144j 0.00108302+0.00149243j 0.000248172+0.00433862j -0.00220139+0.00381729j 0.00220663-0.000818547j -0.00320733-0.00622876j 0.000679008-0.00273043j 0.00224338+0.00176869j -0.00239495+0.00495503j -9.78742e-05+0.00157368j 2.29792e-05+0.00468749j 0.00535009-0.000656507j -0.0041234-0.00596385j 0.00343991-0.00647879j -0.00469492+0.00148044j 0.0040703-0.00164711j -0.0032208+0.00217969j 
