0.00850616+0.0086448j -0.00416311-0.0348367j 0.0152924-0.0242335j -0.0189474+0.0297743j -0.0585301-0.00899125j -0.0256505-0.051767j 0.0213407-0.0118687j -0.051722-0.00563801j -0.010162+0.0242839j 0.0082176+0.0208734j -0.01233-0.0236244j -0.018743-0.0461608j -0.0126528-0.0328828j 0.0359503-0.00167122j -0.0618854-0.0157897j -0.0585658-0.000234305j 0.0153982+0.0466432j 0.0762567+0.0136383j -0.00721229+0.0022103j -0.0528089-0.04944j 0.0237332-0.00791154j 0.0338143+0.0425242j 0.0447561+0.0464518j -0.0480535+0.0041064j 0.00845984+0.00587862j -0.0266227-0.0177276j -0.0187666-0.0364554j 0.0388061+0.0115292j -0.00364068+0.0426907j 0.0592024-0.0051919j 0.0651711-0.054453j -0.0150604+0.0495879j -0.0240357-0.000217564j -0.024291+0.0512384j -0.0561768+0.0399076j 0.0225285-0.0741511j -0.0353254-0.0279486j -0.00140216+0.0295776j -0.0334867+0.0216902j 0.0556147-0.0435388j 0.0271216-0.0125778j -0.000173264+0.0171429j 0.0561294-0.0653779j 0.0149182+0.0100631j 0.0258629-0.0591701j -0.0591279-0.0395237j -0.00748646-0.0643167j 0.0134721+0.0500671j 0.0199001-0.0500192j -0.050135-0.0122733j -0.0351454+0.032969j 0.00920038+0.0518937j 0.0736283+0.0492448j -0.0855259+0.0380786j 0.0200935-0.0367985j 0.0129414-0.0199885j 0.019544-0.0548261j 0.0517613+0.00667453j 0.0266785+0.0253097j 0.00989115-0.0109244j 0.00985952+0.134592j 0.00755039+0.0350776j -0.0273844-0.0488204j -0.000681465+0.00586055j 0.00804295+0.00241887j -0.00386392-0.0306249j 0.00434863+0.0110739j 0.0262621-0.0624329j -0.0419867+0.0100636j 0.00665474+0.0139505j 
0.0294394+0.00602747j -0.0193261+0.0195216j -0.0185461+0.0356377j 0.00371563+0.0188855j -0.0163647-0.0269027j -0.00707808+0.000727866j -0.00123964+0.043953j -0.0103799-0.0406123j 0.0212126-0.0109073j -0.0078899-0.0432969j -0.00979085+0.0166516j 0.0436426+0.00803413j -0.0343985+0.0376148j -0.0526805-0.00146252j 0.00788198+0.0332169j 0.0407566+0.0560811j -0.00317432+0.050836j -0.000692937-0.00516692j 0.0015835+0.0421943j 0.0349109-0.0124922j 0.0481126+0.049774j 0.0106885-0.014713j 0.017048-0.0219301j -0.0135616-0.000164198j -0.00726666-0.000669349j -0.031332+0.0112769j -0.012435+0.00115849j -0.00858799-0.000372587j 0.0317201+0.0743086j 0.011107+0.00748743j -0.0283521+0.0250156j -0.0160967+0.000643008j 0.00469925+0.0330795j -0.032825-0.00438152j 0.031467-0.0998527j 0.0268639+0.0536328j -0.016724+0.0195925j -0.0239197+0.00584027j -0.00622961+0.0254077j -0.0140352-0.0100957j 0.0406015-0.00834681j 0.0369337+0.00427108j -0.0173002+0.00405244j 0.0215501-0.040129j -0.00367776+0.0191694j 0.06153-0.0369416j -0.00302985-0.00833856j -0.000962852-0.0644404j -0.00225311-0.0179283j 0.0245121-0.0217338j 0.0136725-0.0153679j 0.0837987-0.00943745j -0.0255324+0.00178865j -0.00665487-0.00937563j -0.0236487+0.010114j 0.0140591+0.00759544j 0.0371652-0.0249424j -0.0675404-0.0238095j 0.0284546+0.00780897j 0.000193927+0.00625203j -0.00429366-0.0247258j -0.082845-0.0689809j 0.0227521-0.0307013j -0.0241338-0.0401489j 0.000778558-0.0016519j -0.0128283+0.000772502j -0.0201077+0.00873564j -0.122217+0.0216023j 0.0334115-0.0575371j -0.0649626-0.00235365j 
0.0206246+0.0020752j -0.0221572+0.00203746j 0.0125616-0.0121876j 0.0180656+0.0268121j -0.00680162-0.0426715j 0.0291247-0.0221453j 0.0155541+0.0305787j -0.0575873+0.0171021j 0.00963838-0.00592368j 0.0121828+0.0404918j -0.0292224+0.0352581j 0.0015393+0.0165173j -0.0283883-0.0119463j 0.00408579+0.0503048j 0.0132426+0.0344457j -0.00357613-0.00629238j 0.0059464+0.000252508j -0.0167956-0.0258144j -0.0179671+0.0119849j 0.032331+0.0209356j 0.0113431+0.0153949j 0.0291111-0.0105544j 0.0180627-0.0376011j 0.0154791+0.0200405j 0.0162589+0.0253092j -0.00407002+0.0149455j 0.0289778-0.00773628j -0.034224+0.0271911j 0.00188758+0.0807899j -0.0131038-0.0107732j 0.0110701-0.00877303j -0.0234396+5.57888e-05j 0.0185546+0.0307929j -0.00813659-0.0164394j -0.00727819-0.0610862j -0.00452725+0.0354871j 0.0441508-0.00810932j -0.0301613-0.0300489j -0.0235786+0.045758j 0.0106779+0.00305819j -0.0280886+0.0152652j -0.000195616+0.0125967j -0.0212932-0.0225421j 0.00319405-0.0149885j -0.0111537+0.00505871j 0.0775992-0.0315597j -0.0536229+0.0139513j -0.0216455-0.024505j -0.014564+0.0302583j -0.00627119-0.00128778j 0.0101217+0.0242318j 0.0487125-0.000502353j 0.00389157+0.00442251j -0.00473352+0.0286702j -0.00974598+0.000627335j -0.0283584-0.00777661j -0.00897344+0.0120178j 0.0335953+0.0131792j 0.00816113-0.00183282j 0.0152561+0.0082068j -0.0310592-0.00773315j -0.0286067-0.0395161j -0.00178679-0.0174165j -0.0306636-0.0577694j 0.00598316+0.00540861j 0.0249729-0.00200604j 0.00760228+0.0200621j -0.0936324+0.0260464j 0.017051-0.0316631j -0.0376744+0.00793138j 
-7.76373e-05-0.00684365j -0.0102828+0.0190327j -0.0238598+0.0268934j -0.00922682-0.0218934j -0.0154764+0.00553206j -0.00249671+0.0076101j 0.0304325-0.0183075j 0.0193255-0.0606329j -0.00941034+0.00706889j -0.00818994+0.0138682j 0.0106753-0.0184989j 0.0239358-0.0454393j -0.0380102-0.00902816j -0.0158786+0.0148943j -0.0057838+0.0232463j 0.00036209+0.0646643j 0.0128452+0.0428565j 0.0144048+0.0290095j 0.00647037+0.0126142j -0.00535965-0.0248407j -0.0141775-0.00278997j 0.00172252-0.0208685j -0.0127102+0.00947324j -0.00124356-0.0259578j 0.00404296-0.00833357j -0.04283-0.00664508j 0.0246069-0.0184534j 0.0240215+0.00516531j -0.0101784-0.00407287j -0.0198215-0.0165318j 0.00975956-0.0289125j 0.0404456-0.0295611j 0.0141958-0.0164878j 0.0231626+0.0156305j 0.00337191-0.000641679j 0.0177042+0.0443137j -0.00364896-0.0436293j -0.0277713+0.0215697j -0.0128743-0.0441394j 0.00610469+0.0304903j -0.0266354+0.0303745j 0.00609627-0.00644257j 0.00583592+0.0108073j 0.0422136-0.0096751j -0.0232076+0.0238842j -0.0233966+0.0313036j -0.0551531+0.00904577j -0.00472598-0.0286755j -0.000131055-0.00980408j 0.0348414-0.000740353j 0.0149919+0.00340002j 0.0373369-0.032178j -0.0359955-0.0189351j -0.0406239+0.00255884j -0.018781+0.00402345j 0.0502295+0.00511032j 0.053844-0.0203765j 0.0116781+0.00599042j -0.00859817-0.00485754j -0.061784+0.00171391j -0.0330016-0.0170648j -0.00507063+0.00758092j -0.0179328-0.00315516j -0.005045-0.00113184j -0.00828348+0.00119884j -0.0417662+0.0031839j 0.000430091+0.0518016j -0.00153524-0.000232463j 0.00724979-0.0087395j -0.00855773-0.00153518j 
-0.0221757+0.0011979j 0.0263966-0.00759615j -0.00811595-0.0318814j -0.02127+0.0134505j -0.0436317-0.0152028j -0.00108222+0.00459821j -0.014346-0.0107638j -0.00546319+0.0351963j -0.0363889-0.01541j -0.0109373+0.0111451j 0.0287074-0.0374346j -0.0468348-0.0403603j 0.044484-0.0553467j 0.0555598-0.0244537j -0.0234601-0.0107973j 0.0192251-0.0415076j -0.0273516-0.0640755j 0.000551912+0.039362j -0.0377817-0.0369165j -0.0106963+0.0310316j -0.0520994-0.0356189j -0.0332356+0.0384279j -0.0115396+0.0265547j 0.00587032-0.0415181j 0.00505729-0.004512j 0.0149448+0.0222123j 0.0119945-0.00202542j 0.00686749-0.0192169j -0.0520304-0.0946612j -0.00236496+0.0022485j 0.00772534+0.000736999j -0.00716764+0.0245369j -0.0462792-0.070763j 0.0148231+0.00285245j -0.0466294+0.101131j -0.0217054-0.0426208j -0.00608721-0.031042j 0.049057+0.0334041j -0.00916719-0.0361597j 0.00189763+0.000421928j 0.00163351-0.0271919j -0.0473542+0.044777j 0.0257164-0.0362511j -0.0276575+0.0414438j -0.0401081+0.0361672j -0.05192+0.0290491j -0.00362599-0.0111265j -0.0106255+0.0409817j 0.0132487-0.0160466j -0.016157+0.0111491j -0.0087544-0.00372187j -0.0184431-0.0205491j 0.0507932+0.0273297j 0.00425159+0.0527931j -0.00812112+0.0135376j -0.0122282+0.0329741j -0.0506027+0.0193471j 0.0403934+0.00303878j 0.0356847-0.00219269j 8.9607e-05-0.0531875j -0.0187588+0.0206255j 0.065348+0.0741824j -0.0420689+0.00313297j 0.0565621+0.0686023j 0.0228634+0.00396433j 0.048548-0.00461639j -0.00659318+0.0163345j 0.138731-0.0408522j -0.0405051+0.0718835j 0.0729379-0.00111762j 
0.0520808+0.0198337j -0.0244366-0.0113553j 0.0238765-0.00824211j 0.0424377+0.0307626j 0.0438155-0.0411476j 0.0125084-0.0354692j -0.0505298+0.0484971j -0.0826652+0.0305146j 0.0560802+0.0341926j 0.0528651-0.0271722j -0.0302846+0.0893423j 0.0232405+0.0790008j -0.0322893+0.0762398j -0.0707949+0.0119461j 0.0316949-0.0339586j -0.0084465-0.0147232j 0.0358878-0.000735243j -0.000388225-0.0716157j 0.0202271+0.064956j -0.00590005+0.0322405j 0.0472823+0.0299991j 0.023652+0.0575993j 0.0425332-0.0471887j -0.00055565+0.0278158j -0.01805+0.0146887j 0.0564475-0.0525291j 0.00575295-0.0108142j -0.0442455+0.0106263j 0.0446508+0.136899j 0.0667704+0.0161001j 0.0502416+0.0329364j -0.0731184+0.0314301j 0.018045+0.0768303j -0.0447671-0.0133101j 0.0249102-0.154648j -0.000878744+0.0207386j 0.0274484+0.0998155j -0.0535318-0.0328747j 0.0135318+0.144701j -0.0350444-0.0153795j -0.000638792-0.0307652j 0.0411795+0.00661169j -0.0502724-0.0077917j -0.0172479-0.0255747j 0.0548935-0.0401033j 0.0978305-0.0871068j 0.0545905+0.00646619j -0.0353851-0.00780992j -0.00412284+0.0137191j 0.0270998+0.0246603j -0.022342+0.0114949j -0.0045463+0.0874134j -0.0211431+0.0840106j 0.0182921+0.0675471j -0.00822549+0.0293623j 0.0151872+0.0119915j 0.0029505-0.00255227j -0.0748999-0.00394439j 0.00830555+0.00950702j 0.106646+0.0264064j 0.0582175+0.016101j -0.0854493-0.108147j 0.0363159-0.017701j -0.0582032-0.0877134j 0.0296538+0.00546294j 0.0949321-0.00560791j 0.0106436-0.0699724j -0.19429+0.0393985j 0.0422716-0.0945373j -0.102686+0.00546164j 
0.00354169-0.00297574j -0.00558128+0.000125654j -0.00112694+0.0217281j -0.0134357+0.00778183j -0.00172336-0.00580099j -0.00913338+0.00756794j -0.00206711-0.0200779j 0.00302612-0.0282968j 0.0204032+0.00779314j 0.0186801-0.00733514j 0.00018867+0.01861j 0.0101054+0.0127226j -0.00141058+0.042301j -0.0326114-0.0118178j -0.00323811-0.012448j -0.0180978+0.00189562j 0.00263066+0.0373104j 0.0112754-0.00168806j 0.0235086+0.0212884j -0.0146779-0.00485027j 0.0219123-0.018392j -0.0121598-0.00263375j -0.0227402-0.00473506j -0.013382+0.0269937j 0.0209804-0.0484811j -0.0126405-0.0260048j -0.0182468+0.00118063j 0.0145542-0.0139026j -0.0065163+0.00628103j -5.12924e-05+0.00980291j 0.0128754+0.0262036j 0.0237519+0.0340418j -0.00757627+0.0240339j -0.0264368+0.0123276j 0.00273004-0.00428597j -0.00545564+0.0324622j 0.00368444+0.0125538j 0.0208348-0.0129728j -0.00482429+0.0300547j -0.000101033+0.00352625j 0.0199866-0.00339415j 0.00989517+0.00470126j -0.00509038+0.0254063j 0.00256122+0.00681249j -0.00991602-0.0236508j 0.034195+0.00321256j 0.0411497-0.0113635j -0.014082-0.0135526j 0.0185734-0.0296608j -0.00584075-0.0281607j 0.00200048-0.031076j -0.0133931-0.00326581j 0.0102629-0.0223964j 0.0150299-0.0412811j -0.00388663-0.02962j 0.0201402-0.0125629j 0.0144479-0.0292423j -0.0152983+0.0130087j -0.00547545+0.00686415j 0.0254172+0.0110782j 0.0236612+0.0195417j -0.0265381-0.0247613j 0.017867+3.77978e-05j -0.00896411+0.00154619j 0.00818025-0.0032475j -0.0502453+0.000848763j -0.00293359-0.0633406j -0.0256173+0.00781099j 0.00973615-0.0142719j -0.0172385+0.004849j 
0.0201761+0.0269116j 0.0217123-0.0182147j 0.0327489-0.0812097j 0.0286202+0.0632242j -0.0139166-0.025555j 0.0721894-0.0635441j -0.00404543+0.127112j -0.145536+0.149151j -0.0350448+0.0217543j -0.00802155+0.0426493j 0.0279253+0.0247751j -0.030042-0.0310459j 0.00503728-0.0684467j 0.0753191+0.0384956j -0.0169445+0.021314j 0.0205903-0.0880292j -0.0250477-0.224023j -0.0318174-0.0794931j -0.0996876+0.0453093j 0.00116313+0.139486j -0.0367902+0.0128986j -0.0280661+0.090628j 0.0726714-0.0739547j 0.12021-0.0565043j -0.0655985+0.0761766j 0.130098-0.0544013j 0.0742198-0.0125052j -0.123047-0.0332085j -0.0155118-0.00695181j 0.0510814+0.0572142j -0.0520341+0.0427972j -0.201064-0.0665352j -0.0374146-0.0408355j 0.00817087-0.0603896j -0.046396-0.00720076j -0.0293196-0.0931377j -0.0115306-0.00398978j -0.0212093-0.0451883j 0.100506+0.145665j -5.17575e-05+0.0156031j -0.0221991-0.0602843j -0.0483894+0.0812978j -0.0298978-0.0863995j -0.0591455+0.0375836j -0.0169365-0.0064855j 0.0127986-0.0211575j -0.0515082+0.0502024j -0.0297289+0.0426377j 0.00509715+0.036943j 0.0297417+0.0900758j 0.0163055+0.00743658j 0.0420922+0.0245367j 0.0472696+0.215707j -0.0368158+0.137045j -0.0629487+0.0872208j -0.112225+0.0436399j -0.0725916+0.11019j 0.0465066-0.0279303j 0.114114-0.0127643j 0.0429494-0.0508002j -0.0590112-0.0405083j 0.0658656+0.0173351j -0.0429207-0.0312898j 0.0318086-0.0128603j 0.0369948+0.011091j 0.305597-0.00506322j -0.0042561+0.0788876j 0.00276671-0.0137734j -0.0199503+0.0178383j 0.0172841+0.00690125j 
-0.020363+0.00694173j 0.0300304-0.0450991j 0.0526057-0.0534977j 0.0153007-0.0346211j 0.103383+0.0146914j -0.0144211-0.0240468j -0.126822-0.0472709j 0.0430555+0.0847542j 0.0757251+0.052344j 0.0219125-0.110674j -0.0187212+0.0336016j -0.0222495+0.13874j 0.0883269+0.0573872j 0.00625088-0.120408j 0.0492091-0.181294j -0.02538-0.12161j -0.00942564-0.0436374j -0.0136263-0.024749j 0.0688862-0.00974736j -0.11259-0.0323708j -0.015331-0.0469116j 0.0474563+0.0707749j -0.0035374+0.0249375j -0.0541368+0.102556j -0.00747327-0.031395j 0.177935+0.0075848j -0.0246468+0.0257099j 0.0480183-0.0202172j 0.0503003-0.0368037j 0.085148+0.0395961j 0.0138433+0.0900344j -0.00455344+0.0694126j -0.0887916-0.0466076j -0.0707673+0.0313324j -0.00562988+0.0291676j 0.0191113-0.101924j -0.0150244+0.109368j 0.0484064-0.0394018j 0.0464536-0.00965019j -0.0150465-0.0506449j 0.0710871-0.146276j 0.000662429-0.0338863j -0.0144848+0.0274559j -0.0384518+0.0164293j 0.0390666-0.0217298j -0.0158449-0.0194356j 0.260441-0.0457309j 0.0449394+0.0507769j -0.0191259+0.0155457j -0.0208098+0.0196333j -0.00908164-0.0657268j -0.176919+0.0746177j -0.0137882+0.0336829j 0.130149+0.03376j 0.0389123+0.0050575j 0.0142581+0.016935j -0.0724649+0.0257344j -0.0393087+0.00865099j -0.0937773-0.0159571j 0.133923+0.00766231j 0.17964+0.0598953j 0.00389983-0.00218371j 0.0834014+0.0544273j 0.0292131+0.0392172j 0.00877007-0.000326256j 0.0447098-0.00507997j -0.00530577-0.391218j 0.0645203-0.0109089j -0.0137901+0.026811j 0.0264681-0.00217538j 
0.0128288-0.00928601j -0.00136061-0.0289921j 0.0111961-0.0524997j -0.00994085-0.0534916j 0.0331554+0.0159089j 0.00460199-0.127779j 0.0207389+0.067789j -0.021752+0.0283232j -0.0218461+0.0917305j -0.0384708-0.0567981j -0.011938+0.00735604j 0.00733415+0.0146347j 0.0246753-0.0888349j 0.0957677+0.0442156j -0.0231722-0.0235967j 0.0240001-0.0701223j -0.0380793+0.0103347j -0.0346662-0.0248603j -0.0352574-0.0178764j 0.00926116-0.0123166j -0.0329716+0.028541j 0.10128+0.00908608j 0.119631-0.0301499j 0.0304384-0.0083651j -0.0775944+0.0245305j 0.100057+0.0177354j 0.0866634+0.0100436j -0.006408+0.00857184j 0.0619649+0.0493957j 0.0167525-0.0197102j -0.0492171-0.00753956j -0.108016-0.102467j 0.0508481+0.0100696j 0.0213431+0.0215252j -0.00172207+0.0484592j 0.0339331+0.0257717j -0.0198332+0.0518776j -0.00511179+0.00608467j 0.03974-0.0500745j -0.00267155-0.073475j -0.0536963+0.00751075j -0.0171324-0.0532887j -0.0153302-0.0514387j 0.00131242-0.00751572j 0.0146801-0.01259j -0.0294295-0.0148752j -0.0280727+0.0594985j 0.00997205+0.0235379j 0.00952999-0.000327708j 0.0723369+0.164391j -0.0163933-0.0203607j -0.0116935+0.044644j -0.0607536+0.162915j -0.0383128+0.0816342j -0.0399573+0.0696464j -0.0221553+0.0228315j -0.0389681+0.0434831j 0.00374941+0.00288945j 0.0264364-0.0110739j 0.0203404-0.0354659j -0.0210215-0.0120824j 0.00491781-0.00687067j -0.0288208-0.0180214j 0.0093299-0.0104462j -0.0041982+0.00318065j -0.0687519+0.000406777j 0.0062371+0.0374768j -0.0119914-0.00551329j -0.0113865+0.00769492j -0.00028212+0.00782204j 
-0.00355981-0.031021j -0.00986782-0.0238548j -0.0171795-0.00632819j -0.0489771-0.152345j 0.0548883+0.101843j -0.0402656-0.115043j 0.0575497+0.0602361j 0.037011-0.0340511j -0.0117415+0.0809285j -0.0607313-0.109709j -0.0260753+0.00223119j 0.0536671+0.0398708j 0.0230163-0.0747093j 0.0842276+0.0437244j -0.0206082-0.0353483j 0.0165042-0.0565553j -0.0271901+0.137601j -0.0313001+0.049858j 0.0743524-0.0430847j 0.0170802-0.0772999j -0.0588601+0.0273984j 0.152017-0.0484814j 0.17101+0.032564j -0.0364074+0.0455961j -0.0915335-0.0224749j 0.0517028+0.0666513j 0.111417+0.00292901j 0.0166298+0.0350487j 0.104876+0.0566224j -0.0232688-0.00436188j -0.0787914-0.0113139j -0.0762975-0.0848183j 0.0307831-0.0150702j 0.0675524+0.0688826j 0.0263755+0.0878809j 0.0451377+0.0894073j -0.0409294+0.0662937j -0.0156277+0.0522616j 0.0463549-0.122461j -0.00842331-0.0700462j -0.0158798+0.0202964j -0.0154167-0.128946j 0.00199264-0.0162052j 0.0318666-0.0448577j 0.0247559+0.0152659j -0.069337+0.00187437j -0.00066361+0.0630392j 0.0567996-0.00623515j 0.0177375-0.0222804j 0.0911331+0.231242j -0.0137195-0.0605959j -0.0327837+0.0514428j -0.12376+0.145586j -0.0263904+0.0523099j -0.0413484+0.0496533j 0.0241733+0.0184038j -0.00542234+0.0360783j -0.0223115+0.00250468j -0.0284551-0.00321976j -0.0352278-0.026654j -0.00085409-0.015832j -0.0115696-0.0118328j 0.00994176+0.000437826j 0.00922648-0.00963132j -0.0163328-0.00380056j -0.271249-0.00926899j -0.000316555-0.0135967j 0.00430516-0.00133274j -0.00417819+0.00363985j 0.00245228+0.00355284j 
0.000982412-0.014237j -0.0119683-0.013908j 0.00474348+0.00136907j -0.0213555-0.038456j 0.0186275+0.0279029j -0.0167103-0.0420256j 0.0173812+0.0160941j 0.00431581-0.0308249j -0.020242+0.0305134j -0.0107635-0.0480971j -0.0444534+0.00998926j 0.036508+0.0225474j 0.0239478-0.0200907j 0.0299036+0.000243551j -0.0170028-0.030631j 0.000587527-0.0275568j -0.0158004+0.0936261j -0.00376387+0.0224909j 0.0277981+0.00566939j -0.0052958-0.0218311j -0.00685319+0.0182968j 0.0794662-0.0167675j 0.0675323+0.00223721j 0.00574414+0.0445602j -0.034779+0.00594826j -0.019609+0.040883j 0.0189705-0.0036568j 0.00524542+0.0066221j 0.0311773+0.0283575j -0.0117286-0.00642243j -0.0121535-0.0124058j -0.010108-0.000957081j 0.039956+0.009714j 0.00408424+0.0300045j 0.0169587+0.0149603j 0.0155231+0.0503894j -0.00513011+0.0739895j -0.0130012+0.0273531j 0.00911051-0.0381374j 0.0169467-0.0339237j -0.00147525+0.0118073j -0.002408-0.0448133j -0.012688+0.00433773j 0.0280114-0.0207742j 0.0350965+0.00125104j -0.0309767-0.00976174j 0.013531+0.0178886j 0.0264554-0.00635382j 0.0131745-0.00346403j 0.0122087+0.0341663j -0.00465915-0.0114539j -0.0192323+0.00692192j -0.0487881+0.0175554j -0.00636232+0.0157524j 0.00112862-0.0153972j 0.0243146-0.0137883j 0.0243346+0.00578538j -0.0168922+0.00387947j -0.036876-0.00724913j -0.00189772-0.0051132j 0.0177292+0.0107069j -0.0408856-0.0264378j 0.00851609-0.0074845j -0.0160311-0.00971768j 0.00994042-0.00300776j -0.0748214-0.00694116j 0.00736172-0.0298011j -0.0228107+0.00351786j 0.00355535-0.00886853j -0.0143441+0.00318035j 
0.00514819+0.0123379j 0.00646342-0.00684776j 0.0170147+0.00504666j 0.0246664+0.0217418j 0.00165081+0.00868829j 0.0109137+0.0192556j -0.0597167-0.0266049j -0.0141791+0.0231423j 0.0440231-0.0240209j 0.0260521-0.00917319j 0.00338032+0.0314997j -0.00544494+0.0314048j 0.0108132+0.0327316j -0.0616208-0.0408834j 0.00157531-0.0310919j -0.016078+0.00440307j 0.024307-0.0186505j -0.0181429-0.0239244j 0.0293242+0.0224726j -0.0291586-0.0155678j 0.0118521+0.0241733j -0.0232718+0.0231511j -0.0531277-0.012964j -0.00139339+0.0234744j 0.0107067-0.020518j 0.03496-0.00216631j -0.0259888-0.00810504j 0.00252818-0.019095j -0.0032576-0.0245131j -0.014089+0.0193228j 0.0274921+0.0566356j 0.0122975+0.03674j -0.00574877+0.0102712j -0.0236983-0.00864573j -0.00737056-0.0273182j -0.0147473-0.0282414j 0.00455089+0.0116244j 0.0097699-0.0302784j -0.00861225+0.0106777j -0.00348836+0.0171596j 0.0230902-0.0366031j 0.0280844+0.00838907j 0.00117468+0.012288j -0.0196138-0.00252821j 0.00991087-0.00827827j 0.0399587-0.0205173j 0.0641338-0.0178402j -0.00459707-0.00185442j 0.0131016+0.00266271j -0.0180555-0.0577476j -0.00583441+0.0280247j -0.0345592+0.0018096j 0.0225884-0.0393437j 0.0265967+0.00854878j 0.0187819-0.0336587j -0.00647651-0.00416767j 0.000119856-0.0113044j -0.02802-0.023483j -0.0207504+0.0131118j 0.049309+0.0113898j 0.0553567+0.0208101j -0.00717315-0.0163728j 0.0296329+0.0173905j -0.00364052-0.000374064j -0.00388716-0.00288939j 0.051326+0.00257911j 0.00704834-0.0720936j -0.0145286+0.00647034j 0.00718199-0.0116737j -0.00999284-0.000921584j 
0.0159969+0.00298887j -0.00887664+0.00989771j 0.00288669-0.00272086j 0.0283028+0.0314696j 0.0138314+0.00315768j 0.00100286+0.0183159j -0.0136011-0.0192718j -0.0144767-0.0126938j 0.025084-0.00291698j 0.0151012+0.00864668j 0.00101035+0.0247542j 0.0111991+0.0149027j -0.010326+0.0524236j -0.0397944-0.00114027j 0.0182881+0.00898894j -0.00513471+0.0284561j -0.00773946-0.00628708j 0.00621114+0.00319507j -0.00347712+0.015345j -0.0130389+0.0139356j 0.0157387+0.00727322j 0.00683035-0.00319305j -0.0297971-0.00449779j -0.00281168+0.0126668j 0.0191335+0.00418135j -0.00310306-0.0096118j -0.00746866+0.00780417j -0.00894807+0.000179681j -0.0103843+0.0254624j -0.00195889+0.0143425j 0.000428119+0.00883051j 0.00633718+0.00654174j 0.00493402+0.0309665j -0.00697405-0.00602076j 0.00705043-0.0477802j 0.00355896+0.0214684j 0.00199491+0.0186317j -0.0056771-0.0413566j -0.0139238+0.0275186j -0.00285519+0.00419936j 0.00640179-0.0112861j 0.01449+0.0179964j -0.0158258+0.0160292j 0.000499883+0.00210539j 0.00203715+0.0159104j 0.00627997-0.00490718j 0.0182224-0.0058517j -0.0173751-0.0275094j -0.0103833+0.0140735j -0.0192407-0.035091j 0.0173201+0.00861201j 0.0137179+0.00621475j 0.0133988-0.033742j 0.017599-0.00377717j 0.005809-0.0111411j -0.00343205-0.0219632j -0.00324604-0.0310538j 0.00770548-0.0051281j 0.017647-0.0101817j 0.0396337+0.0160556j 0.00872134+0.00812873j -0.0273176-0.0171572j 0.0173687-0.0107615j -0.0250999-0.0175379j -0.00103006-4.89425e-05j 0.000540492+0.00287164j 0.000614659-0.0380305j -0.0399462+0.00398816j 0.0121771-0.0227663j -0.023594-0.00346915j 
0.0266169-0.00103743j -0.0138714-0.00731237j -0.00233997+0.0216954j 0.00523043-0.00538595j -0.00258665-0.0205295j 0.00291989-0.0396316j 0.00417437+0.0449414j -0.0237658-0.0120407j 0.0176504+0.0329814j 0.00307269-0.00301238j 0.00159201+0.0337064j 0.0329891+0.00453233j -0.0355908-0.0261546j 0.025445+0.0119295j -0.0190734-0.000331269j 0.000131352-0.0276126j 0.0279126+0.0454219j -0.00916192-0.0383081j -0.000732003+0.0173926j 0.0246405-0.00786671j 0.0259627+0.0327096j 0.0538252-0.00522823j 0.0456377-0.0273828j -0.00193628-0.00202491j -0.0219837-0.0144486j 0.000559555-0.018681j 0.0075864-0.0145633j -0.0290321+0.0101663j 0.0139621+0.0678196j 0.00955943+0.00387309j 0.00927298-0.00107013j -0.0372166-0.017745j 0.0382048+0.03119j -0.0245185-0.0056362j 0.00217901-0.0305935j 0.016355+0.0320199j 0.00476369+0.0201094j -0.0344259-0.00104226j 0.00792417+0.024553j -0.000819954-0.0130964j -0.0118952+0.00580172j 0.0170962-0.0221727j -0.00793309-0.0264361j -0.00253849-0.0210065j 0.0162171-0.0152851j 0.0496394-0.0325917j -0.0214473+0.00807733j -0.00304656-0.0210895j -0.00249049-0.00389979j 0.0163998+0.00819642j 0.0034608+0.000745047j 0.0375389+0.014026j -0.0245988+0.00884405j -0.00945672+0.00370439j -0.0203786+0.0206837j 0.0231585-0.00188484j 0.0223687-0.0192513j -0.0212986+0.0132542j 5.29956e-05+0.00183238j 0.0180078+0.00640144j -0.0144332+0.000734411j -0.0320352-0.0402418j 0.00507406-0.0165129j -0.0242643-0.0396724j -0.00160016+0.00437743j -0.0231199-0.00131592j -0.000497803+0.00360034j -0.0744371+0.0108691j 0.0142688-0.0372384j -0.0400907+0.00540817j 
