0.00850616+0.0086448j -0.00416311-0.0348367j 0.0152924-0.0242335j -0.0189474+0.0297743j -0.0585301-0.00899125j -0.0256505-0.051767j 0.0213407-0.0118687j -0.051722-0.00563801j -0.010162+0.0242839j 0.0082176+0.0208734j -0.01233-0.0236244j -0.018743-0.0461608j -0.0126528-0.0328828j 0.0359503-0.00167122j -0.0618854-0.0157897j -0.0585658-0.000234305j 0.0153982+0.0466432j 0.0762567+0.0136383j -0.00721229+0.0022103j -0.0528089-0.04944j 0.0237332-0.00791154j 0.0338143+0.0425242j 0.0447561+0.0464518j -0.0480535+0.0041064j 0.00845984+0.00587862j -0.0266227-0.0177276j -0.0187666-0.0364554j 0.0388061+0.0115292j -0.00364068+0.0426907j 0.0592024-0.0051919j 0.0651711-0.054453j -0.0150604+0.0495879j -0.0240357-0.000217564j -0.024291+0.0512384j -0.0561768+0.0399076j 0.0225285-0.0741511j -0.0353254-0.0279486j -0.00140216+0.0295776j -0.0334867+0.0216902j 0.0556147-0.0435388j 0.0271216-0.0125778j -0.000173264+0.0171429j 0.0561294-0.0653779j 0.0149182+0.0100631j 0.0258629-0.0591701j -0.0591279-0.0395237j -0.00748646-0.0643167j 0.0134721+0.0500671j 0.0199001-0.0500192j -0.050135-0.0122733j -0.0351454+0.032969j 0.00920038+0.0518937j 0.0736283+0.0492448j -0.0855259+0.0380786j 0.0200935-0.0367985j 0.0129414-0.0199885j 0.019544-0.0548261j 0.0517613+0.00667453j 0.0266785+0.0253097j 0.00989115-0.0109244j 0.00985952+0.134592j 0.00755039+0.0350776j -0.0273844-0.0488204j -0.000681465+0.00586055j 0.00804295+0.00241887j -0.00386392-0.0306249j 0.00434863+0.0110739j 0.0262621-0.0624329j -0.0419867+0.0100636j 0.00665474+0.0139505j 
0.00125572+0.00173618j -0.00208356-0.00285442j 0.00278343-0.00339466j -0.00243696+0.000509727j -0.00490032+0.000358256j 0.00554466-0.00086559j 0.00219422-0.00258671j 0.00265606-0.00285967j 0.00118405-0.00311567j 0.00121069-0.00508846j 2.73871e-05-0.000179975j -0.00945001-0.00831022j -0.00849433-0.00164995j -0.000761331-2.82303e-05j -0.00607343-0.00853699j -0.0014275-0.00611424j 0.00220217-0.00100195j -0.000514428-0.00289801j -0.00457286-0.00351394j -0.00028708-0.00258924j -0.0068593+0.00234399j 0.00641944+0.00328533j 0.00120426+0.00531392j 0.00125729-0.00182457j -0.00370701-0.00735635j -0.00200513+0.00232705j 0.00125744-0.000654185j 0.000357733-0.00139427j 0.00244873-0.00839401j -7.42358e-05+0.00157419j 0.000566016-0.000796607j 0.00130173-0.00200546j 0.00117759-0.00315861j 0.002947+0.000493342j -0.00599948+0.00315295j -0.000181012+0.0019358j 0.000997953-0.00993699j -0.00357008+0.00132517j -0.000781395-0.00191461j -0.000861906+0.0054606j -0.00101972-0.00302176j 0.00245723+0.00175321j 0.000318653-0.00662458j -0.00319764+0.00539341j -8.76951e-05+0.0014609j 0.000315243+0.00350048j -0.00172012+0.00139107j -0.000713432+0.00336104j 0.00105033+0.000947379j 0.00498395-0.0034181j -0.000396902+0.00204344j 0.000148614+0.00224994j 0.0025181+0.00343833j -0.000743317+0.000788119j -0.000160618-0.000569258j 0.00177771-0.00351459j 0.00697928-0.00604171j 0.00114753+0.00169848j -0.000241333-0.00310113j 0.00155443-0.00365717j -0.00252579+0.00365634j -0.00161003+0.00450557j -0.000918099-0.00229477j -0.00363093+0.00302501j 0.000913577+0.00101524j 0.000100416+0.00203403j 0.00178919+0.00162616j -0.000233122-0.00537292j -0.00194051-0.000160873j -0.000891371+0.00193697j 
0.0018962+0.00186462j -0.000537406-0.00200615j 0.00229281+0.00156405j -0.00121584-0.00420665j -0.00155144-0.00053647j 0.00638523-0.000608354j 0.00341966+0.000331319j -0.00269103-0.000974303j 0.00542482-0.00331233j 0.00149328-0.00549369j 0.00331179+0.000602925j -0.00067567-0.00416938j -0.00442035+0.00403997j -0.00624383-0.000451217j -0.00620043+0.000503904j -0.0022102-0.00103158j 0.00451741+0.00131234j 0.00376559+0.000776988j 0.000566577+0.00304132j 0.000799996-0.00281473j 0.00257327+0.0043247j 0.00686654-0.00490449j 0.00288836-0.00353901j -0.000711776-0.00158848j -0.00567812+0.00412152j 0.00109629-0.00109535j -0.0024798-0.00173205j -0.00359734+0.00037815j 0.00235392-0.000547919j 0.000121345+0.00104731j 0.000498519-0.00470033j -0.00278091-0.00378017j 0.00936083+0.00080669j -0.00351123+0.00269774j -0.000564008-0.0041807j 0.00339613+0.000399455j -0.000846949-0.00129873j -0.005016+0.00208457j 0.000665843+0.00640536j -0.00392564-0.00220243j -3.1409e-05-0.00227495j 0.00882427-0.00221484j -0.00513397-0.00255696j -0.0037397-0.000713894j 0.00391888+0.00134374j 0.0073808-0.00509453j 0.000997227+0.000695315j 0.000183752-0.00573036j 0.000260999-0.00104074j 0.00157306-0.00211251j -0.000401001+0.000346041j 0.0043342+0.0024659j 5.43993e-05+0.000494886j -0.00229359+0.000401461j 0.000510913+0.00146106j 0.000609589-0.000587476j 0.00504621-0.00201339j -0.00451511+0.00173673j 0.00122972+0.00485361j -0.0018571+0.00719169j 0.0023274-0.000471676j 0.00170704-0.0112473j 0.00466041-0.00693857j -0.000793318-0.00907115j 0.000868512+0.000613103j -0.00138211-0.000190162j 0.00116042+0.000847929j -0.0122203+0.00542487j 0.00332946-0.00375413j -0.00990651+0.00411259j 
-0.00180207+0.00395886j 0.000103937+0.00346138j -0.00143874-0.000424733j -0.00526258+0.00211625j -0.00283414-0.00224955j 0.00143733-0.00323519j -0.00470146-0.00410239j 0.00349906+0.00234984j -0.00345403-0.00532273j -0.00208248-0.000281784j -0.00229886+0.00205196j -0.00269552-0.00341817j -0.00206231-0.00539264j 0.00349883+0.00215058j 0.00119237+0.000959724j -0.00509844-0.0035835j -0.00418714-0.000177415j 0.00531347-0.00556437j 0.000128219+0.000813214j -0.000838162+0.000633253j -0.00299836-0.00821639j -0.00735782+0.00246796j -0.0013506+0.000961448j -0.00681407-0.00180608j -0.0096577-0.00507902j -0.000244214+0.000984974j -0.00270432-0.00373799j 0.00943752-0.00156104j -0.000360655-0.00851815j -0.00261087+0.00158067j 0.00673543+0.0011372j 0.00813331-0.00256166j -0.00678041-0.00586667j 0.00532441+0.0027402j -0.00760311+0.00285581j 0.00612316-0.00394646j -0.00454873-0.00587585j -0.000243849+0.0027342j 0.00293954-0.00875829j 0.00835622+0.0116508j 0.00102398-0.00476294j 0.00181698-0.00104986j 0.00323169-0.00294143j -0.00387228+0.00489555j -0.00709214+0.00293097j -0.000472716-0.000259077j -0.00131582-0.00406802j 0.00124909+0.00661501j 0.00104093-0.00427683j -0.00104719-0.000666148j 0.00375387-0.00577016j 0.00698352-0.00179634j 0.00328893+0.00290295j -0.00299605-0.00106895j -0.00158364-0.000616988j -0.00151068-0.00173602j -0.00187238-0.00582741j -0.00370062-0.00696683j 0.00228509-0.000997945j -0.000493822-0.00592299j -0.00646084+0.0106768j -0.000838943+0.00126804j -0.00435593-0.00419714j 0.00450514+0.0156181j 0.000160567-0.00137827j 0.000746425-0.00161303j -0.00496592+0.00236028j 0.00759976-0.011813j -0.000155239+0.00281468j -0.00497956+0.00905427j 
0.00152268-0.00240441j 0.00379671-0.00386668j 0.00114875+0.00181122j 0.000568614+0.00460084j -0.00244085+0.00736827j -0.00398701+0.0126437j 0.00278705+0.000203752j 0.00056903+0.000757862j -0.00402593+0.0100752j -0.00327899-0.00437658j -0.00348455-0.00312303j -0.00722726+0.0159111j 0.00828559+0.00516043j 0.00425809-0.00537046j -0.00625515-0.00445073j 0.0081727-0.00437663j -0.00099428-0.0015331j -0.00697574+0.00796014j -0.0037496-0.00824118j -0.00178988-0.00035644j -0.0085867+0.00634414j 0.00798398-0.000889312j -0.00262312-0.00121041j 0.00531653-0.00368214j 0.00592614+0.00348679j 0.00635935+0.00568826j -0.00709171+0.0057635j 0.00176859+0.00509523j -0.0102215+0.00198511j -0.00246397-0.000584861j -0.0155847+0.00253086j -0.00407354+0.00436597j -0.00657051-0.00688509j -0.00140361+0.0103904j 0.0170169+0.0160433j -0.0076006-0.00246136j 0.00740843-0.00994839j 0.00515819+0.00923399j -0.00204023+0.00674064j -0.0136609+0.00017727j 0.0120794+0.00239383j -0.00448486+0.00331597j 0.00335955+0.0118632j 0.00404595-0.00883547j 0.00828305-0.000702455j 0.00310049+0.0133553j -0.00354303+0.00335714j -0.0026696-0.00299606j -0.00580328+0.00870035j -0.00211439-0.0028053j -0.00960546+0.00546685j -0.0119488-0.0090343j -0.000816529-0.00736866j 0.00921796+0.00497996j -0.000569758-0.000605491j 0.00057011+0.00356955j -0.00191106+0.0204729j 0.00401293+0.00897368j -0.0175963+0.00591897j 0.0072491+0.00980453j 0.00250674-0.0130176j 0.0110725+0.00402953j 0.0136041-0.000977824j -0.0112215-0.00568191j 0.00167646-0.00046118j -0.000202199-0.00127367j 0.0041083-0.00464033j -0.00229437+0.0148172j -0.00737041+0.00342753j 0.0227445-0.0237444j 
-0.000528503-0.00473046j -0.00360083-0.00335674j 0.0057044-0.00760518j 0.000380989-0.00233067j 0.00210997+0.00538455j 0.0119116-0.00201434j -0.0030845-0.000716589j 0.0059045-0.00194703j -0.00431227-0.00575424j -0.00326842-0.0107114j -0.00770596-0.00584707j -0.0156208+7.80765e-05j 0.00477765-0.000656374j 0.00629927+0.00516299j -0.00460722-0.00686784j 0.00160265-0.00918309j -0.00390654-8.39668e-05j -0.00171509-0.00116294j -0.00585089-0.00535726j -0.000658022+0.000173807j -0.00726126+0.00370531j 0.00514026-0.00391063j 0.0090449+0.00510936j 0.0033774+0.00409333j -0.00529545+0.00365051j 0.00124812+0.0073998j 0.0102261-0.00167713j -0.00640387-0.00253483j 0.00234937-0.0151565j -0.00264734-0.00255076j -0.00485518-0.00483895j 0.00119784-0.00571152j 0.00113816-0.00840243j 0.00264817-0.00523444j -0.00453489+0.00580554j -0.00604677-0.00498179j -5.79864e-05-0.0085464j 0.00177737+0.000922201j -0.000582554-0.00612275j -0.0101831-0.00464699j -0.0053588+0.00192558j -0.000891772+0.000423997j 0.000790988+0.00436515j 0.00232538+0.00469116j 0.00650974+0.00393186j -0.0021411+0.00403646j 0.00403817+0.00689321j 0.000937101+0.000380862j 0.00491014+0.00610801j 0.00364285+0.00123538j -0.00332419+0.0066229j -0.0117623+0.0012867j 0.00446397-0.000618352j 0.00347456+0.00112323j 0.000627095+0.00515839j -0.00257402+0.00486237j -0.000128335+0.000166536j 0.00590062+0.00777853j -0.0056142-0.00409344j -0.000115298-0.000204929j -0.00336851-0.00853812j 0.00323008+0.00638928j -0.00284481-0.000810776j -0.00578678-0.00353297j -0.00111669-0.000261144j 0.000349176+0.00512985j 0.00735359-0.00170526j 0.00373675+0.00474205j -0.00223561+0.00665083j 0.00649741-0.000519704j 
0.00105087-0.00432084j -0.00294146+0.00443181j -0.00886061-3.95167e-05j -0.00129335-0.00228337j 0.00541193+0.00281954j 0.00346358+0.00414916j 0.000232011-0.000996089j 0.0019821-0.00108458j -0.000407016-0.00564633j -0.00470345-0.00315949j 0.00129187+0.000990511j 0.00522538+0.00889475j -0.0045907+0.00234221j -0.00420253-0.00138562j 0.00669662-0.00572566j 0.00352566+0.00437038j 0.0082831-0.00174915j -0.00654365-0.00241423j 0.00247118+0.00593703j 0.000458017-0.00538179j -0.000342424+0.0012653j -0.00338442-0.00179616j 0.000446303+0.00682189j 0.00225954-0.00634504j 0.00358036-0.0174914j -0.00101886+0.00269619j 0.00267617+0.000415984j -0.00320281-0.00277773j 0.00142304+0.00843331j -0.000846907+0.00429229j 0.00222722+0.0151037j 0.00994818+0.00267903j 0.0018463+0.00204974j -0.00015342+0.0050582j 0.00543502-0.00659184j -0.0077082+0.0141779j 0.00437415+0.00961179j 0.00104373-0.000510076j 0.0131621+0.00319892j 0.00484667+0.000950688j -0.0032437-0.000489196j -0.00927826-0.00403674j -0.00273325+0.00750152j -0.0026054+0.012793j -0.00141535-0.0151199j 0.00529762+0.0150358j 0.000748291+0.00822104j 0.000987145-0.00707488j -0.00574545+0.00725615j 0.0112113-0.00560995j 0.0127773-0.00866591j 0.0122002-0.00299922j -0.0042977+0.00127829j 0.00634027-0.00656521j -0.000219713+0.0174577j -0.00361472-0.0106121j 0.0116258+0.00144025j -0.0045959-0.00463376j -0.0021239+0.00124231j 0.012198+0.00375239j 0.0125614-0.00211583j -0.00731304-0.00218374j 0.0185887+0.00239837j 0.00168292+0.00729944j -0.00518708-0.00265727j -9.58e-05-0.00408892j -0.00835601-0.00122823j -0.00740465+0.00567588j 0.0164269-0.0234345j 0.00594551-0.000400106j 
0.000132679-0.0015131j -0.000562742+0.00331729j 0.000668577-0.00194396j -0.00246651-0.000220253j -0.000361946-0.00116769j 0.00436896+0.00697706j -0.00405011-0.00339629j 0.00332778+0.00133716j 0.0101399-0.00230588j 0.00794083-0.00552675j -0.0018184+0.00392385j 0.000485808-0.00209508j -0.000795867-0.00175019j -0.00419642-0.000842615j 0.00178236+0.000748944j 0.0095046-0.0005189j 0.00160295-0.00778824j 0.00119582-0.00133904j 0.0077804+0.00769122j 0.00718937+0.00702188j 0.000471189+0.00500499j -0.00408442-0.00193385j -0.00554587+0.00166026j -1.294e-05+0.000548576j 0.000909403-0.00555235j 0.00480864-0.00186496j -0.00554019-0.000334586j 0.00288028-0.0010012j -0.000721236-0.00312149j -2.62714e-05+0.00371343j -3.93735e-06+0.00500024j 0.00226469-3.39757e-06j -0.00391668-0.00145685j 0.000636253+0.000499525j -0.00139838+0.000270927j -0.00423951+0.00578782j 0.000594769+0.00484411j 0.00176201+0.000718114j 0.00583563+0.00259981j 0.00481783+0.00196664j 0.000176866-0.00920022j -0.00699038-0.0049507j 0.00140045+0.0015421j -0.00225566+0.00291657j -0.00459962-0.000707466j 0.000228207+0.000372452j 0.00843917+0.00306281j 0.000692695-0.00861742j -0.000203306-0.0043027j 0.00689802-0.00689069j 0.00682914-0.00641979j 0.00736847-0.0100791j -0.00157867+0.00468531j 0.00359201-0.00338043j 0.000926312+0.00656514j -0.0024691-0.00761091j 0.00427841-0.00172664j -0.00783352-0.00641007j 0.0033992-0.00138217j 0.00732289-0.0025981j 0.00801714-0.0023172j -0.00949144+0.00315434j 0.00818286+0.00696358j -0.00225063+0.0033779j -0.00319413-0.00226182j 0.00144662-8.11082e-05j -0.0066126-0.000423409j 0.00286459-0.00418607j 0.0053837-0.00716829j 0.000695105+0.000266314j 
0.000711128-0.00234458j -0.000958804-0.000485872j 0.00105425-0.00101436j 0.00170766-0.000845802j 0.00280568+0.00211784j 0.0039253+0.00176741j -0.00300729+5.94545e-05j 0.00133385+0.000429585j -0.00102183-0.00310626j -0.000863689-0.005386j -0.00355605-0.00147064j -0.00195942+0.001991j 0.00345306+0.00125632j -0.000824555+0.000839538j 0.00157305-0.000939199j 0.00224101-0.000920308j -0.00191986-0.00115449j -0.000455065-0.000902808j 0.000407886+0.000375746j -7.38663e-05+0.00208168j -0.000813422+0.00152465j -0.000537544-0.0030037j 0.00139522+0.000194287j 0.0020619+0.000167241j -0.00157443+0.00132749j 0.00106801+0.00277769j 0.00114796-2.83713e-05j -0.0011698-0.00032483j -0.00198794-0.00297139j -0.00171257+0.000122765j -0.00296928-0.000483466j 0.00140655-0.00256652j 0.000879701-0.00150565j -0.00111806-0.000268141j 0.00400062+0.00166894j -0.00279996+0.00166456j -0.00138053+0.000332275j 0.000545702-0.00188322j 0.00338366+0.000195292j -0.00277838+0.00034966j 0.000603044-0.000575844j -0.00295813-0.00130293j -0.00172855+0.0059963j -0.000234328-0.00259466j 0.0016661-0.00194474j -0.000573678+0.00285071j 0.00451467+0.00261102j 0.00434573-0.00107448j 0.000188423+0.00253647j 0.00230973-0.00109426j 0.000948985-0.00171458j -0.00233747-0.0060355j 0.00147397-0.000924956j 0.00559886+0.000371839j -0.000899831+0.00577298j 0.000118284+0.00131092j -0.000589336+0.00179762j 1.32929e-05-0.00100189j -0.00356232-0.000481737j 0.00283761+0.00149849j 0.00181689-0.00620382j 0.000490163-0.000373142j 0.00570365+0.00115841j -0.000686035+0.00186544j -0.00185536-0.000953325j -2.89608e-05+0.000677257j 0.000261449-0.00154627j 0.000225725+0.00469926j 0.00238166-0.000338421j 0.00382547-0.000596638j 
-1.84812e-05+0.00187875j 0.000549824-0.000299839j -0.000536245-0.000739249j -0.00188619-0.00102415j -1.20263e-05-0.000206521j 0.000717187-0.00114304j -0.000239537-0.00100631j 0.00149761+0.0013165j 0.000120693-0.00334669j -0.000840941-0.0015151j 0.002611-0.00221064j 0.000553196-0.00442129j -0.00191942+0.0014702j -0.00289456-0.00190678j 0.000324387-0.000731436j -0.00153227+0.000119998j 0.00117473-0.00249374j 0.000859965+0.000196108j 0.00115582-0.00144732j -0.000345049-0.00313552j 0.000702772+7.1541e-05j -0.000561683-0.00238766j -0.00129-0.000262166j 0.00120412-0.00263896j 0.000544128-0.00351431j -0.00074273-0.0015675j 0.000868763-0.000132462j 0.000200606+0.00018201j 7.10209e-05-0.00145957j 0.0010864+0.00231204j -0.000111838-0.00212195j -0.000862865-0.000608551j 0.00292296+0.00191434j -0.000565116+0.00183526j 0.00132079-0.000433866j 0.00191201+0.00227585j -0.00208774+0.00172808j -0.00111504-0.00346619j 0.00251103+0.000976531j 0.00110037+0.0012158j 0.000376191-0.0057177j 0.00166627-0.00186083j -0.00327349+0.00149636j -0.0047024-0.00114868j 0.000541116-0.00231293j -0.000185898+0.000558751j 0.000671276-0.000720785j 0.000217624+0.0025078j -0.000164953-0.00175278j -0.000586647-0.000818j 0.00346625-0.00499881j 0.00401855-0.00340835j -0.000169894+0.000830521j -0.00195133-0.000407058j -0.000495397+0.00216779j 0.000953769-0.00103649j 0.000210849-0.00196378j -0.00270404-0.00147518j 0.00483334-0.000195602j 0.00100838+0.000657495j 0.00117785-0.00397546j -0.00325094-0.00263964j 0.000138316+0.00102114j 4.479e-05+0.0024754j 0.000160247-0.000174838j -0.000306667+0.000119225j -0.00235169+0.000671831j 0.00174075-0.00494668j 0.000704148-0.000803823j -0.00280849+0.00128635j 
-0.00114706+8.0111e-06j 0.00020729+0.000368098j 0.000208824-0.000547869j -0.00209873+0.000618887j -0.000539841-0.000413966j -0.00156402+0.00133797j 0.00171309+0.00240004j -0.000102784-6.49213e-05j 0.000706454-0.00170697j 1.89625e-05+0.0028948j -0.000768721+0.000356909j 0.00162106-0.000590347j -0.000751706+0.00246711j 0.00104226-0.00106674j 0.000114161-0.000739141j 0.000156076-0.000112564j 0.00174252+0.000250214j 0.000765324-0.000739735j 0.00177002+0.00228317j -0.000246128+0.000743602j 0.00305143+0.000178314j 0.00074081+0.00151299j 0.00171863-0.000331875j -0.0022069-0.00188864j -0.00141475-0.0012236j 0.00156966-0.00173032j -0.00155357+0.000222519j 0.00179355-0.00127934j 0.0025991+0.000744804j 0.000296167+0.00135322j 0.00265032+0.000543879j 0.00200579+0.000210063j -0.00108966+0.00131464j 0.000164598-0.00068746j -0.00318095-0.00166252j -0.00195521+4.43714e-05j 0.00232376+0.00192334j -0.000984453+0.00053429j 0.00106989+0.00130988j -0.000250914-0.00170455j -0.00260661+0.00285344j 5.5428e-05+0.000698367j 0.000322961+0.000478032j 0.00015962+0.00331783j 0.00190176-0.00303926j 0.000425716-0.000140551j 0.000825015+5.82639e-05j -0.00370307-0.00189997j 0.00143448-0.00163555j 0.000792239+0.000828358j 0.000963318+0.00278163j 0.000109929+0.0028387j -0.000851414+0.000801439j -0.00274254-0.00113099j 0.000640407-0.00228432j -0.00166908-0.000717385j 0.0029933-0.000166924j 0.00102225+0.000654522j 0.00161932-0.00254078j 0.000608108+0.00171065j 0.0010102+0.0018573j -0.000585437-0.00174332j -0.000897287-0.00104733j -0.00216086-0.000109083j -0.00125007+0.000718555j 0.000224838+0.000106075j 0.00107159+0.00126528j -0.00134305-0.000497742j 0.0016143-0.00281193j -0.00174269+0.000139829j 
0.000956869-0.00149711j -0.000898668+0.000764317j -0.000562783-6.30818e-05j 0.000724744+0.000678804j -0.00124374-0.00110049j 0.000494026+0.000587368j 0.000384827+1.68574e-05j -0.000779733-0.00153154j 0.00130179-0.000196641j 0.00356015-0.000692947j -0.000623868+0.00111583j 0.000343348-0.00266853j -5.46716e-06-0.00442878j 0.00027924+0.00295947j -0.00353404+0.00136183j -0.000258358+0.0030533j -0.00124835+0.00094748j 0.0023893-0.000574948j 0.000349863+0.000609001j 0.00335883+0.00185155j 0.00166409-0.000656785j 0.000156946+0.000355671j -0.000481403+0.000341046j -0.00018733+0.00106095j 0.00243456+0.000703445j -0.00201195+0.000849j 0.00275006-0.000720383j -0.00335353+0.00139028j -0.0019019+0.000294342j -0.00119059-0.00135075j -0.00115173+2.4923e-05j -0.00256481-0.000343638j 0.00164379+0.000544965j -0.00212094-0.000417069j -0.000645776-0.00196959j 0.00201549+0.000373806j -0.00181866-0.00101617j 0.00264736+0.00148386j -0.00246126-0.00314016j 0.000737749+0.00046629j 0.000339943+0.00310768j 0.000644019+0.00181415j 0.00159165-0.00121551j -0.000499398+0.00238284j -0.000375331+0.00270929j -0.000993956-0.00272587j 0.00209501-0.00242558j -0.000772355-0.00361699j -0.00126492+0.000760107j 0.000816551-0.000142611j 0.000183798+0.00133547j 0.000457099-0.000887467j -0.00126908-0.000719046j 0.00255195+0.000553848j 0.0013954+0.00220614j 0.000552968-0.00192567j 0.000610357-0.00212327j -0.00194389-0.00435099j 0.000688589-0.000391988j 0.00110015-0.00306571j 0.00203273+0.00114665j -0.00176232+0.00138092j -0.00137885-0.000738391j 0.000478048-0.0017517j -0.00165994+0.000905458j 0.000459873+0.000757111j 0.000692983-0.00332818j -0.000913937-0.000268407j 5.45569e-06-0.000897473j -0.00117145+0.000137881j 
0.0016769-0.000103144j -0.000401524-0.00301134j 0.00172414+0.00233683j 0.000880877+0.000315058j 0.00222596-0.000727339j 0.000594999-0.000653859j -0.00259778+0.000558259j -0.00146591-0.00057531j 0.00363381+0.00202211j 0.00612415+0.0017126j 0.00583012+0.00501972j 0.0012388+0.00357j -0.00265719+0.00421861j -0.00112255-0.00315012j 0.00596471+0.000675763j 0.00261586+0.00168617j 0.00539943+0.00290119j -0.00191945-0.00296365j 0.00446684+0.00659063j -0.000366587+0.00291269j 0.00203324+0.000424966j -0.00217833+0.00320276j -0.00250473+1.21178e-05j -0.00237243+0.00491931j 0.00683197+0.00293871j 0.00344975-0.0025972j -0.00350626+0.000275526j 0.00380966+0.00396886j 0.00123617+0.00811285j -0.000471185-0.00182918j 0.00377749+0.0054348j 0.00311747+0.00308391j -0.000537616+0.00243928j -0.0033035+0.000149195j 0.00442108-0.00366525j 0.00154238-0.00138926j 0.00296004+0.00516659j -0.00194998-0.00243898j 0.00264562+0.00401473j 0.00196002+0.000684266j 0.000566491+0.00188318j -0.0041781-0.00211281j 0.00142573-0.00203086j 0.00104395-0.00132342j -0.00797005-0.00553235j 0.00197904-0.00746011j -0.0010564+0.000681373j -0.00193748-0.00167117j -0.0010372-6.45533e-05j 0.00397658-0.000937078j 0.000524147+0.00166939j 0.00108807+0.00372812j 0.00202313+0.00136732j 0.00268233+0.00067395j 0.000744045-0.00742116j 0.00474095-0.00067425j 0.00286302-0.00368111j 0.000938804-0.00128645j -0.000352401-0.00181602j 0.00283364-0.00599596j 0.00120694+0.00617719j -0.00233608-0.000524042j 0.00234206+0.00472238j -0.00378043-0.000887834j 0.000984664-0.000258248j -0.000339665-0.00111653j -0.00273635+0.00237993j -0.00783692-0.00476387j -0.000656167-0.000488351j -0.00484766+0.000157498j 
0.00226851+0.00189757j -0.000158846+0.00109839j -0.0020732+0.00277845j 0.000281894+0.00221055j -0.00367033+0.00117299j 0.000350049-0.00234318j 0.00403434+0.00484116j -0.00673506-0.00445149j -0.00155294+0.000948078j -0.000355375+0.00522996j 0.00290289-0.00173395j 0.00825265-0.00643197j -0.00278169-0.00530478j -0.0032588+0.00364046j -0.00584954+0.0113225j -0.00270972+0.00481945j 0.00262203+0.000377016j 0.00115868+0.00317877j -0.00249223+0.00408246j 0.00229074+0.00181881j -0.00284669-0.00259638j -0.00158719+0.000862117j 0.00119757-0.000348033j 0.00397546-0.0025057j 0.00532801-0.00213252j -0.00305816-0.00100405j -0.000431709-0.001715j -0.00108801+0.00407097j -0.00102236+0.00508349j -0.00323354-0.00620059j -0.0032639-0.00296014j -0.0021466+0.00120262j 0.00211671-0.00124154j 0.00123077-0.000585127j 0.0014202-0.00132246j 0.00133746+0.00162667j -0.00700788-0.00420376j -0.00247777-0.00135922j -0.00189471+0.00391048j 0.00455131+0.00350435j -0.00333602+0.00318551j 0.000130532+0.000227626j 0.000275809-0.00307539j -0.00563901-0.00287759j 0.00423367-0.00437315j -0.00223362-0.00248456j -0.00395367-0.00455185j -0.00162021-0.00594234j -0.00103732-0.000492263j -0.00131804+0.000362638j -0.00488241+0.000196038j 0.00452779-0.00637538j 0.000830756+0.0026122j -0.00303758-0.00236548j -0.00124345-0.000865162j -0.00245188-0.000285239j 0.00227824+0.000467221j -0.00475118-0.00132679j 0.00515421-0.00133505j -0.0025691-0.000858771j -0.00442034-0.00234343j -0.000332065+0.00035587j 0.00109083-0.00133561j -0.0016993-0.00294238j -0.00413387-0.000752802j -0.000151788-0.00164421j 0.0034528-0.00624475j -0.00276372-0.00497453j -0.000444467-0.00152998j 0.0002032-0.00131292j 
0.000907411-0.000377369j 0.000572397+0.00294094j -0.000309567-0.00222901j 0.00113127-0.000874349j 0.00135617-0.000641589j 0.000847943-0.00235195j -0.00321205-0.00233652j -0.0006179+0.00500349j 0.0036169-0.00269908j 0.000458653-0.000980564j -0.00277651+0.00176187j 0.000224652+0.000905107j -0.0040371+0.00339405j -0.00186831+0.00048823j 0.00192436-0.00139644j 0.00294326+0.00156674j -0.000137047-0.00246133j -0.00249324-0.00208841j -0.00132598+0.00121513j 0.000288823-0.00107978j 0.00138856+0.00142544j -0.000667125-0.00112841j -0.00201626+0.00166859j -0.00456225+0.00331708j -0.004387+0.00331498j 0.00179672-0.00124504j -0.00354573-0.00186065j 0.00198177+0.00532435j -0.000774111+0.00485834j -0.00551027+0.00534551j 0.000305953+0.00157252j 0.000443498-0.000264281j 0.00578766+0.00413324j -0.00540561-0.00249525j 0.000657008-0.00271685j 0.00225238+0.00217879j -0.00165815+7.93687e-05j 0.00356899-0.00571118j 0.000248255+0.0011185j -0.00611618-0.00278861j 0.00338373-0.00903948j 0.00474969-0.00211042j -0.0031144+0.0025203j -0.00869294+0.00155341j 0.00585358-0.000369338j 0.00226065-0.00213529j 0.00351827+4.93546e-05j -0.00247414+0.000481381j 0.00278348-0.00511024j 0.00358481+0.0016257j 0.00546738-0.003002j 0.00198229+0.000530923j 0.00249544-0.00465195j 0.00279165+0.000292785j -0.00545714+0.00309598j 0.00616826+0.00514424j -0.00109152+0.00124843j -0.00446637-0.000829461j 0.00250202+0.0036842j 0.000501632+0.00256513j 0.00587588-0.00167923j 0.00219971-0.0125258j 0.00440444-0.0043292j -0.00167892-0.0032326j 0.000547063+0.000623709j -0.00155603+0.00288123j -0.00493223+0.000727887j -0.00724004+0.00257092j 0.00395709-0.00757243j -0.0010202-0.00140914j 
