0.00271273-0.0077069j 0.00829514+0.000161351j 0.00611448-0.00686313j -0.00149233-0.0112172j -0.00869094-0.00387476j -0.00362913+0.0136878j -0.00791907+0.00552061j -0.00558755+0.00321554j -0.00944073-0.015562j 0.00351323-0.0102878j 0.00715452+0.0151691j -0.000171913+0.00150396j 0.00108004-0.000604311j -0.00272161+0.0101806j -0.00442098-0.00239722j -0.00134205+0.00240887j 0.0107862+0.000197983j 0.00219159+0.0117755j 0.0155432+0.0203988j -0.00757151+0.00839229j 0.00548148-0.00532934j 0.00974263+0.00658118j -0.00892429+0.00120528j -0.0078366+0.00564376j 0.00427017+0.00587512j 0.00490833-0.00547895j -0.0106551-0.00601317j -0.000668996-0.0106035j -0.000638992-0.00633652j -0.000928543-0.0127428j 0.00235836+0.00713049j -0.0010572+0.00867717j -0.00989397-0.00542877j 0.00298526+0.00330378j 0.00883735+0.0151806j 0.00213673+0.0038976j -0.0060257-0.00254596j 0.00968126-0.00515693j -0.000406753-0.0064772j -0.00636897-0.0104707j -0.0210389-0.00949011j 0.00821436-0.00106383j -0.00353815-0.000973505j -0.00517131+0.0131672j -0.00127697-0.00938591j -0.0203961-0.0131818j 0.00446731+0.0039956j 0.00422511-0.00470185j 0.000438629+0.00027721j 0.00655116-0.00724347j 0.00636583-0.00816657j -0.00616559+0.00152836j -0.00493272+0.0119378j -0.00835715+0.00686157j -0.0015732-0.0023361j 0.00532603+0.0039045j -0.00473818-0.00818574j -0.0138306-0.00845679j 0.00301112+0.00148255j 0.00259537+0.0145864j -0.000834177-0.00300643j -0.00554174-0.00360494j 0.0151514-0.00836631j 0.00863563+0.00133469j 0.00173728+0.00122842j 0.00395261-0.00637496j 0.0108408-0.000252423j -0.00828809+0.00306132j 0.00162239-0.00956032j 0.00805373+0.00669658j 0.00424537+0.00705483j 0.0044373-0.00355526j 0.00579891+0.00653966j -0.008558-0.0071939j 0.0160183+0.00265948j -0.00316782-0.0112527j 0.0125498-0.0211745j 0.000703475-0.00956733j -0.0132508-0.00693782j -0.00475792-0.0111625j -0.0126871-0.0166733j 0.00511088-0.00513127j 0.00532512+0.0108591j -0.0188184+0.00270748j 0.00490615+0.0128591j 0.00865422-0.00217928j -0.00562049+0.00215178j 0.00981501+0.00264983j -0.00360532-0.00465674j -0.000453556+0.00155207j -0.00215028-0.000167347j 0.00671005-0.0143133j 0.0168825+0.0112974j -0.00582904-0.00703059j -0.0125929-0.000641761j 0.0393071-0.0154793j -0.0198155-0.0426281j 
-0.00105603+0.00302502j 0.00231868-0.00184268j 0.000988056-0.00304905j 0.000917598-0.000995936j -0.00213462+0.00135706j -0.00226748+0.00542582j -0.00322269+0.00138623j 0.00216208-0.00772582j 0.000179037-0.00370482j -0.000771814+0.000304596j 0.0021524-0.00431677j 0.00989182+0.00238214j -0.0103874+0.00114845j 0.00118129+0.000777445j -0.00733784-0.000653398j 0.00431032+0.00398921j -5.37029e-05-0.00110428j -0.00321846+0.0102068j 0.0026006-0.00255003j 0.000699599-5.57585e-06j 0.00501207+0.00779641j -0.0090313-0.00856414j -0.0162334+0.00275351j -0.00886283-0.0024497j -0.000400809+0.00211174j -0.00656544-0.00512269j -0.000858371-0.0114472j 0.00430581+0.000765345j -0.00370399-0.00135207j -0.0177047-0.00333365j 0.00672842-0.00377014j -0.00410131-0.00543752j 0.019335+0.00153225j 0.00362428-0.00318186j -0.00609423-0.0110298j 0.00187262-0.00412527j 0.00693746-0.000243405j 0.0107417-0.00565895j 0.00458281+0.00690232j -0.00668888-0.00660091j -0.00600898-0.0048482j 0.00345326+0.00116608j -0.0163887-0.0113519j -0.00309565+0.00794384j -0.012164+0.00238795j 0.00858695-0.00393418j -0.00390958-0.00175751j 0.00327882-0.000862397j -0.00345378-0.000696031j 0.00349803-0.000795343j -0.00452587-0.0025917j 0.00271097+0.00154381j -0.00215318-0.0015752j -0.00468974+0.00172941j 0.0047097-0.00175036j -0.000581307+0.00838994j -0.0148584+0.00869851j 0.0042646+0.000338564j 0.00221111+0.00516178j -0.0019092-0.00446939j 0.00990744+0.00258608j -0.0029875-0.00106374j 0.00359549+0.00239078j -0.00539711+0.000745083j 0.0116808+0.00266689j -0.00297518-0.0013886j 0.00367008-0.00243602j 0.0069662-0.000482375j 0.00193952+0.0054866j 0.000799467+0.00652715j -0.00425524+0.00464189j 0.00661977-0.00112415j 0.00824293+0.0035947j -0.00284784-0.00187984j 0.00158723+0.00439435j -0.00535347+0.00347018j 0.00172325-0.00149407j 0.00132136-0.00105209j -0.000216607+0.000138691j 0.00115864-0.00296044j 0.00342816-0.00174004j -0.00668682-0.00383915j 0.00730318-0.00570907j 0.000746239-0.00231164j -0.00400797-0.00317256j -0.00377811-6.50308e-05j 0.00360182+0.0034494j -0.00501749+0.00159595j 0.00126793+0.000667734j 0.00509441-0.00102311j -0.00163314+0.00231279j 0.00256234-0.000673048j 0.00348362+0.00177303j -0.00033141-0.00309104j 0.000231746+0.000926617j -0.00126259+0.000751966j 0.000201411+0.000239223j 
0.000113513+0.00548682j -1.33786e-06+0.00259125j 0.00221719-0.00260248j 0.00212362+0.00114762j -0.00406726+0.00434757j -0.00559817-0.000642967j -0.00515652+0.00157149j 0.00792842-0.00401954j -0.00171632+0.00438304j -0.00562954-0.00358014j -0.00647283-0.00179092j 0.00869703-0.00144703j 0.0102444-0.00113477j 0.00184414-0.00820199j 0.0082794-0.00259164j -0.0047933+0.00207259j 0.00296465-0.00777985j -0.0114575+0.00837277j 0.00881769-0.0106431j -0.00444724+0.00183666j 0.0138366+0.0051173j -0.00151773+0.00188629j -0.00107226+0.0167115j 0.00697942+0.0117585j -0.0105079-0.00186123j -0.00111634-0.00868338j 0.0173853-0.00331571j -0.0102843-0.00860172j -0.00986641+2.67576e-05j -0.0104531+0.0103952j 0.0168112-0.0110718j -0.00960585+0.0010558j 0.00650204-0.00929414j 0.0178637+0.0135865j -0.00818652+0.00303828j 0.0115524-0.000241473j -0.00910964-0.00137846j 0.00886863-0.00996721j -0.00132972-0.000393625j 0.00372292+0.00552595j 0.0149872+0.000838753j 0.00596665+0.00295499j -0.000922507+0.0033394j 0.00225595+0.00365211j -0.00776886-0.000530347j 0.0143042+0.00318777j 0.00812603+0.00211576j 1.272e-05-0.00182263j 0.00740965-0.00710248j -0.000987701+0.000657332j 0.00667856-0.0014622j -0.00510375-0.00173739j 0.000296973-0.00529472j 0.000445659+0.00138971j 0.000773294-0.00565387j 0.00193954+0.00190317j -0.00475058+0.00197536j -0.00508084+0.00137549j 0.00668081-0.00266326j 0.0091454+0.000419682j 0.00517717-0.00436983j 0.000466137+0.00509406j 0.00531805+0.00451135j -0.00665198+0.00189702j 0.00611942-0.0103945j 0.00504653-0.000844351j 0.00200787-0.00448106j -0.000758795+0.00231523j 0.00812261-0.00215836j 0.00119939+0.00191635j -0.00310447-0.00130413j 0.00351431-0.00971831j 0.000333587-0.00895171j -0.00294227-0.000280206j 0.00300232+0.00367472j -0.00647237+0.00190359j 0.00172611+0.00215799j 0.000414169-0.000531188j -0.00243493+0.00438818j -0.00107556+0.000698856j 0.00191843-0.000384348j 0.0034706-0.00787381j -0.00141905-0.00359518j -0.00439684+0.00259573j 0.0023713+0.0014238j 0.00297896+0.00332184j -0.00185786-9.22655e-05j 0.000203631+0.00181251j 0.00578936-0.00129636j 0.00104083-0.00489182j -0.00116952+0.00416825j 0.00377124-0.00145918j 0.00243141-0.00375494j 0.00116555-0.00276705j -0.00100873-0.000958862j -0.00117195+0.000841463j -0.00168591+0.00406913j 
-0.00653135+0.00579417j 0.00472346+0.00245283j 0.00060621+0.00314666j -0.00210979+0.00443646j -0.00227486+0.00936754j -0.00471936-0.000600823j -0.00787051+0.00230998j 0.00948914-0.00127187j 0.00255225-0.0043494j -0.000582339+0.000984169j -0.000401451-0.00709182j 0.00352772+0.00103588j 0.00146472-0.00936795j 0.000858063-0.00512275j 0.00439119-0.000443781j -0.00517969-0.000442707j 0.00107955-0.00897739j -0.00205897-0.000108118j -0.00678387-0.0031099j -0.00648429-0.0079042j 0.0042134+0.00816502j -0.00357028-0.00427606j -0.0136383+0.00483355j -0.00502218-0.0115925j 0.0124093-0.0114617j 0.00966245-0.0016849j 0.0106775+0.00218204j 0.00727635-0.00163012j -0.0134333-0.00797167j -0.00110857+0.00518561j 0.000803489-0.00865689j -0.00315195+0.00582001j 0.0103389+0.00447663j 0.00744092-0.00810577j -0.0134819+0.00588882j 0.00331761-0.00519741j -0.00829813-0.00566578j 0.0119653-0.00172864j 0.0109075-0.00736636j -0.00844909+0.00534099j -0.00385542+0.00509406j -0.000952947-0.0143778j -0.0122095+0.00251252j 0.00656032-0.00041783j -4.52864e-05+0.00245415j 0.00245987+0.00634703j 0.0082492-0.0127473j 0.00851636+0.0078844j -0.00657874-0.00118905j 0.00805323-0.00551282j -0.00131563-0.00681325j -0.00472311+0.000498666j -0.0016526+0.00525048j 0.00460224-0.00197452j -0.0012834-0.00184803j 0.000566887-0.00226405j -0.00399422+0.0050202j 0.00827253+0.00533537j 0.00161318-0.00384845j -8.82471e-06-0.00269212j 0.0114945-0.00683925j 0.00129109-0.00195263j 0.00964891-0.00547264j -0.00574785+0.00321418j 0.000835485-0.00407393j 0.00794782-0.00255382j 0.000581664-0.00142365j 0.00407698-0.00264539j 0.011537-0.0048397j 0.00461738-0.00299873j -0.00265646+0.000194058j 0.00714583+0.0029134j 0.00631337-0.000672029j 0.00351874+0.00616392j 0.00489254+0.000740675j -0.00552825+0.00664804j 0.00328149-0.00486952j 0.00107101-0.00341996j -0.00312142+0.00477103j 0.000777039+0.00378746j 0.00591969+0.00139252j -0.00343114+0.00308278j -0.00509536+0.000871434j 0.000350647+0.00209567j 0.000678558-0.00286339j -0.000889182-0.00131039j 0.000957004-0.00139026j -0.00404248-0.00322751j 0.00131684-0.00530987j -0.00135163+0.00019475j 0.00508192+0.000708504j 0.000890695+0.00294057j 0.004173-0.00259821j -0.0030655-0.00174855j 0.00244636+0.00121411j 0.00315547+0.00145053j 0.00139878+0.00327684j 
-0.000811239-0.00600898j 0.00329417+0.00197993j 0.00479617+0.00332825j -0.00683298+0.00400578j -0.000843735-0.00227946j -0.00129867-0.00223093j -0.00329075-0.001303j -0.00223767-0.00363847j 0.000527018-0.0114877j -0.00115714+0.00564881j 0.0118773+0.00130132j 0.00590241-7.17213e-05j -0.00711886+0.000880933j -0.00339046+0.00242288j 0.00718703+0.00126753j 0.00584067-0.00606579j 0.00498458+0.0137209j -0.00353968-0.00547367j -0.00473906+0.00404912j 0.00187206+0.00224189j -0.0062366+0.00723506j -0.0037186+0.000299332j -0.00763262+0.00815261j 0.00172314-0.00411362j 0.000103639-0.00794301j -0.0124662-0.0119378j -0.00405259-0.00270419j -0.000174597+0.00669432j 0.0029933+0.00632681j 0.00832246+0.0125433j -0.0122409+0.0023295j 0.000487436-0.0145463j 0.0109539-0.0124719j -0.0238874+0.0098917j 0.000792542+0.000408567j -0.00457307+0.013762j -0.00462402+0.000342505j 0.0229417-0.00756946j 0.00221061+0.00782362j -0.00389804-0.000587612j -0.00450444+0.00745363j -0.0036167+0.00846613j 0.00113571-0.00046797j -0.0133437+0.00404156j 0.00325432-0.005177j -0.00548115-0.00539679j -0.00372302+0.00075107j 0.00313398-0.0038092j -1.13339e-05+0.00286993j 0.00245317+0.00792092j -0.0011237+0.00620794j -0.00526235-0.00518442j -0.00818655-0.00471123j -0.00133193+0.000729356j -0.000796879-0.0117502j 0.00678301+0.00298486j -0.00849218+0.00741731j 0.00035377-0.00726319j 0.000298551-0.00162453j -0.00200428-0.000939331j -0.00123686+0.00245914j -0.00546295+0.00154516j -0.000209371+0.00342947j -0.00217789+0.000242516j -0.0046445+0.000900782j 0.00867262+6.01138e-05j 0.00284417-0.00214697j 0.00168587-0.00568737j 0.0034092+0.00139731j -0.00650806+0.000976192j 5.52879e-05+0.0012291j -4.14641e-05+0.00352571j 0.00152766-0.00499071j 0.00856599-0.0028756j 0.00271014-0.0013109j -0.00232983-0.000772632j -0.00127193+0.00185924j -0.00065478+0.00358807j -0.00413105-0.00297195j 4.95378e-05-0.00273481j 0.00245325-0.00159628j 3.01178e-07-0.00224024j 0.00390658+0.00359282j 0.00248343-0.00597168j -0.00803463-0.00218139j -0.00318136+0.000283421j 0.00021787-0.000527694j -0.00355949-0.000575166j -0.0049514-0.00404443j -0.0025816-0.00404589j 0.00297044+0.000220182j 0.00394869+0.00385798j 0.000276496+0.00467217j -0.00166875+0.00319394j 0.00338934+0.00390762j 0.00430533+0.00128925j 0.00158361-0.0023133j 
0.00760363-0.0002406j -0.00345727-0.0057586j -0.00516571-0.00398116j 0.00316433-0.00158743j 0.00189968-0.0042272j -0.000716676+0.00505517j 0.00578713+0.00130318j -0.00763021-0.00640154j 0.000573123-0.00173244j -0.0104212+0.00239493j -0.00479798+0.00662569j 0.00864146-0.00415695j -0.00420064+0.0022837j 0.0142008-0.00202423j -0.00779428-0.0013836j -0.0074243-0.00270998j 0.00388705-0.000408366j -0.00369972-0.0067158j -0.00233205+0.00201363j 6.3391e-05+0.00809813j -0.0109802+0.00209598j -0.0100723-0.00561004j -0.00564493+0.00448182j -0.0176514+0.0079053j -0.00864862+0.00505158j -0.0100117+0.000335076j 0.00229674-0.00634673j -0.00931145-0.00765794j -0.00934066-0.00698565j -0.0128525-0.0116313j -0.00188766+0.00723486j -0.00259228-0.000840747j 0.0186162-0.0100296j -0.000642768+0.00719211j -0.00359165+0.00427178j 0.00377811+0.00481392j -0.00392001+0.00082573j -0.00684906-0.00179097j 0.00893486+0.00295387j -0.0125159+0.000235042j -0.00260498+0.00615466j -0.0114559+0.00124741j -0.00483477-0.00695294j 0.00121527+0.00396385j 0.00428951-0.00122072j -0.00296207-0.00290396j -0.0167884+0.00560642j 0.0121863-0.00372825j 0.00505657+0.00126008j -0.0186206-0.00187962j -0.0123387-0.00133343j -0.0063044+0.00617017j -0.000218882-0.000754267j -0.00192527+0.0041752j -0.00867618+0.00142561j 0.00808785-0.0020426j -0.00532227+0.000864872j 0.0189311-0.00626713j 0.00830995+0.00315114j -0.000676932+0.00548124j 0.0127855+0.0033649j -0.00856302+0.00446993j 0.00176577+0.00603491j -0.00397438-0.00404528j 0.000134399+0.00201655j 0.00545468-0.00638837j -0.00246427+0.00354333j 0.0105726+0.00455118j 0.00347948-0.0101853j -0.00140825+0.00433626j 0.00272162-0.000318358j 0.00155458+0.00358424j 0.0045921-0.00393765j 0.00832723-0.00231872j -0.00692865+0.00188583j 0.00405439-0.00153722j -0.00124861-0.0015136j -0.00130614-0.000732999j 0.00503615+0.00062851j -0.00172448-0.0032168j -0.00313303-0.00175155j 0.00382217+0.0022706j 0.00410265+0.00266141j -0.000190348+0.00256178j -0.00182832+0.0051129j -0.00206963+0.00563978j -0.00218707-7.23628e-05j -0.000426844+0.00341281j -0.00519647+0.00366844j 0.00311297-0.00424908j -0.000842609+0.00271497j -0.00171152-0.00410028j -0.00736221-0.00187555j 0.0027036+0.000226069j -0.00106722-0.00107158j -0.000684983-0.00145975j 0.00124271-0.000862822j 
0.00136011+0.00125859j -0.0069588+0.00697564j -0.00609827-0.00054472j 0.00182586-0.00306962j 0.00167449+0.00482719j -0.00553461+0.00436537j -0.00458626-0.00281671j 0.00247096-0.00313576j -0.000630475+0.000821141j -0.00102703+0.00620645j 0.000306379+0.0108566j 0.0130927-0.0108675j -0.0177177-0.00308994j 0.00480432-0.00186052j 0.000246971+0.00387034j 0.00168557+0.00544023j 0.00170576+0.000506468j -0.00403094-0.00556153j -0.00710146+0.0107079j -0.00408781-0.00232499j 0.00427553+0.0206509j 0.00630932-0.00963434j 0.00253802-0.00805532j -0.0033928+0.00251319j -0.00299708+0.00516436j -0.00193009-0.00781331j -0.00505135-0.00953986j -0.00256718+0.00163652j -0.005349-0.000117027j -0.00246953-0.0151398j 0.00480898+0.011605j -0.00498834-0.00753601j -0.000737763+0.00598606j -0.00854052-0.000604119j 0.0160642-0.0118144j 0.00926028+0.00339672j -0.00887624+0.00612992j 0.0101035+0.000875153j -0.00797071+0.0076665j -0.0117925+8.00649e-05j 0.00508438+0.00312408j 0.000884906+0.00636244j 0.000167126-0.0135631j 0.00686031+0.00528035j 0.00507074-0.00400946j -0.0117728-0.0048335j 0.00883402-0.00201772j 0.00292124+0.000523654j -0.00242134-0.00137407j 0.00235619-0.00166895j 0.0042298-0.00270814j -0.00377902+0.0086115j 0.0033676+0.00338189j -0.00697834-0.00901636j -0.0113262+0.000994383j 0.00394333+0.00297031j 0.0041845-0.00745062j 0.00320165-0.00400812j -0.00259804+0.00085132j -0.00593406+0.00086261j 0.00148428+0.0133722j 0.00174725-0.00291943j -0.00226099+0.00983859j 0.00585786-0.00272158j 0.00067939+0.00654293j 0.00367439-0.00294528j -0.00162204+0.00345477j 0.0033695+0.000698426j 0.00308261+0.00483393j -0.00246633+0.00796076j 0.00372732+0.00398601j -0.00231145+0.00125716j -0.000327397+0.00389237j -0.00210767-0.00183749j -0.00141485+0.000155092j 0.00316645-0.00491862j 0.00204621+0.00259778j -0.00229675+0.00203767j -0.00151052+0.00104j -0.00594598-0.00999727j -0.00430768-0.00112689j 2.54779e-05-0.00133867j -0.000578037+0.00046213j -0.0011028-0.000144669j 0.00233144+0.00692159j -0.00267656+0.000110786j -0.000151902-0.000799899j 0.000173036+0.00139654j -0.00122521+0.00078135j 0.00191646+0.00399462j -0.00460413+0.000436794j 0.000166334-0.00285139j 0.00546301+0.00622515j 0.00253367-0.00518954j -0.000637832-0.00494301j -0.00195602-0.00320938j -0.00536241-0.00130476j 
-0.00126561+0.00349731j -2.68273e-05-0.0062178j 0.000257303-0.0067183j -0.00188338+0.00142153j 0.00406045+0.00137619j 0.00314233+0.00570222j 0.00935768+0.000417846j 0.00851132-0.00400722j 0.00354338-0.00635435j 0.00818405-0.00156504j -0.000257307+3.12708e-05j -0.00358426+0.000122253j -0.00034277-0.0110931j 0.000998736+0.000761894j -0.00208908+0.00934982j -0.00291123+0.00161768j -0.00916706+0.005509j 0.00665318+0.00717474j -0.00328875+0.00517014j -0.00589527+0.000368936j -0.000901165-0.014434j 0.00685094-0.00209744j 0.0129218+0.0154471j 0.00469881+0.00792457j 0.0101117+0.00250701j -0.0046189-0.00258356j 0.00459252-0.00720225j 0.00753349-0.000357071j -0.0157115-0.00408852j -0.00186571-0.0143942j 0.00702077+0.00593206j 0.018914-0.00285139j -0.00552814-0.0126822j -0.0145296+0.00633597j 0.00146948+0.00294931j -0.0144298+0.0113493j 0.00575916+0.00754445j -0.000109827+0.00456894j 0.00385137+0.00332138j -0.00340088+0.00495652j 0.0013036+0.000159827j -0.00677902-0.000444902j 0.0126029-0.00600098j 0.0024763+0.00389521j 0.00843811+0.00164223j 0.000311005-0.00195712j -0.000696984-0.00786089j 0.000207729-0.00681857j -0.00128004+0.00711616j 0.00185459-0.00681781j -0.00691312-0.00827254j 0.00317569+0.000363255j 0.00439411-0.00483421j 0.00479935-0.0051772j 0.00124894+0.00722631j -0.00135544-0.00582378j 0.00569375-0.00788857j 0.00315266-0.0106034j 0.00269848+0.00307661j 0.00413924+0.00359341j -0.00314349-0.00032559j 0.00745646+0.00171231j -0.000448326+0.00081606j -0.0018759+0.00127357j -0.00568395-0.000587121j 0.00220547+0.00149415j -0.0022053-0.000821106j -0.00454776-0.000502655j 0.000100257-0.000794729j -0.00733587-0.00275646j 0.000188303-0.000363349j -0.00644899+0.000619026j 0.00432373-0.00265884j 0.00295568+1.63317e-05j 0.000943477-0.00366142j -0.000873751-0.00913774j -0.00229517-0.0042453j -0.00205246+0.00101728j 0.000753533-0.000454527j 0.00612676-0.00106284j 0.00180417-0.00377327j 0.00620692-0.00300151j -0.00834026+0.0031851j -0.00108028-0.000837343j 0.00538312+0.00274164j 0.00103009+0.00146303j 0.00280721-0.00207899j 0.0023966+0.00352132j 0.00654914+0.00376606j -0.00137961-0.00132064j -0.00250336+0.001259j -0.000895101-0.00427496j -0.000529033-0.000926996j 0.000282165+0.00234678j -0.00389132-0.00134462j -0.000146096-0.00339708j -0.000804783-0.00459051j 
-0.00248778+0.00607197j 0.00381166-0.00240342j 0.00230509+0.00117858j -0.000907015+0.00166432j -0.00475707+0.0061142j 0.00490006+0.00326163j -0.00470435+0.000377892j 0.00449638+0.00232805j -0.00052198-0.0029393j -0.00111054+5.92404e-06j -0.00120235-0.0105185j -0.00048328+0.0122905j -0.00301744+0.00592351j -0.00679945-0.000899137j 0.0141954+0.00616559j -0.00673958-0.00527944j -0.00381793-0.0068864j 0.00969433+0.00483859j 0.00128664-0.00250827j 0.00123816-0.00699917j -0.0148614+0.00499175j 0.00348449-0.000523079j -0.00525057-0.00446204j -0.00237778-0.00979388j 0.000200312-0.00614243j -0.00865511-0.00669519j 0.00549632+0.0108564j 0.00150473-0.00745598j 0.00985745-0.0174324j 0.009814-0.00520891j -0.00958889-0.00502944j -0.00732526-0.00543066j -0.00469771+0.0140852j 0.00903355+0.0188863j -0.00493239-0.00557251j -0.00137469+0.00804021j 0.00875417-0.004534j -0.00571087+4.56051e-05j 0.00408984+0.00962257j 0.00585649+0.00346287j 0.00424791+0.00416143j -0.00114119-0.013939j 0.0001467+0.00447844j -0.00467301+0.00536697j -0.00245331-0.00784288j 0.00246669+0.00649276j -0.000117695-0.00661683j -0.00451253-0.00017815j 0.00221627-0.00271663j 0.00217334-0.00562643j -0.00477337+0.00151354j -0.00362011-0.0134491j -0.000912282-0.000439035j 0.00190191+0.00789544j 0.00659832-0.00891064j -0.00438777-0.00484314j -0.0056267-0.00294303j -0.0018514+0.0131999j -0.00140834+0.00872906j 0.00612777+0.00473199j 0.00364143+0.0104159j -0.00702296-0.00387778j 0.00126328+0.0036161j -0.00112125-0.00516477j 0.00206094+0.00523323j 0.00470425+0.0048769j -0.00360798-0.00364856j -0.00100183+0.00360617j 0.000550234+0.00947393j -0.00424174-0.00173853j -0.00160192-0.00566842j 0.00100022+0.00232625j 0.000475081+0.00511125j -0.0031217+0.000150544j -0.0014987+0.000478603j -0.00137236+0.00187136j 0.00252572-0.00449203j 0.00457964-0.00266762j -0.00152628+0.00312696j 0.00495265+0.00721681j 0.00138927+0.00449886j 0.00290968-0.00481877j 0.00119735+0.000692151j -8.21858e-05+0.00146953j -0.00871432+0.00252314j -0.00155511-0.00129614j -0.000149848+0.00365479j -0.00100865-0.00218609j 0.00456851+0.00445489j 0.00166467+0.00381681j 0.000418263+0.00287544j 0.000662438+0.000541138j -0.00096524-0.00711853j 0.00232994-0.00176177j 0.00106303-0.000871662j -0.00201859+0.00117794j 0.00311474+0.0037323j 
0.000349665-0.00584704j 0.0014637-0.00398822j 0.00705287-0.00032657j 0.00188205+0.00270589j -0.00350421+0.00251071j 0.00381315-0.00205755j 0.00321148-0.000842399j 0.0053867-0.00634118j -0.00279199+0.00375165j 0.000586069+0.00794679j -0.00677596-0.00193387j 0.00300982-0.000800395j 0.00230708-0.00514146j 0.00111087+0.0091912j -0.00946364-0.00684409j 0.00117671-0.0037818j 0.00901444+0.0102297j 0.00563273-0.0114933j -0.00508813+0.00557069j 0.012255-0.000984816j -0.00178799-0.00268962j 0.00444949-0.0164043j -0.00128095+0.000297173j 0.0127581-0.00848739j -0.0132954+0.00834411j 0.00136651+0.0108669j -0.00779343-0.00601542j 0.00304794+0.000539769j 0.0235552-0.0143141j -0.0118472-0.0069719j 0.00751064+0.00442437j -0.00288691+0.000560029j -0.0068443-0.00227985j -0.00121924-0.000856743j -0.00764759-0.00119187j -4.2676e-05-0.00225313j -0.0021521-0.00303829j 0.00258753+0.00116374j -0.00757701+0.00837558j 0.00778239-0.00777815j -0.00473879-0.00475711j 0.0103336-0.00445475j -0.00334887-0.00842494j -0.00680863+0.00393167j -0.00922597+0.00147175j -0.00354389-0.00228184j -0.00141655-0.00223225j -0.0144756+0.00411755j -0.000241865-0.00643289j -0.00595323-0.00482778j 0.00996422+6.00555e-05j 0.00042483+0.01073j -0.0042927-0.00158804j -0.00285818-0.00609907j 0.000179304-0.00571919j 0.00616073+0.0052868j -0.00104506+0.000524053j -0.00871819+0.00618545j -0.00142503+0.000142012j -0.00216583-0.0074369j -0.00467456+0.0016208j 0.00174062+0.00392582j 0.00310998+0.00503252j 0.00420033-0.011201j 0.000469808-0.00497695j 0.00110963-0.000185757j 0.00285938-0.00209665j -0.00902047+0.00481862j 0.00864403+0.00189036j 0.00633179-0.000857294j 0.00270062+0.00650868j -0.00390022+0.00310956j -0.000344724+0.00111148j 0.00243476+0.0044133j -0.00402154-0.00328197j -0.000448975+0.00302918j 0.000523855+0.00323007j 0.00441295+0.00315554j -0.00447073+0.00456229j -0.00444897+0.000790602j 0.00344348+0.000758965j -0.00469402+0.000764635j 0.00026051-0.0010761j -0.000452385+0.000143258j 9.55323e-05-0.00240374j 0.00177297-0.00191945j 0.000989861+0.00166108j -0.0031596+0.00125404j -0.000179451-0.00280784j 0.000976479-0.00239901j -0.00566341-0.00123812j 0.00177822+0.00108776j 0.000966277+0.00170301j 0.00500735+0.00273105j 0.00225625+0.00400224j 0.00351476+0.00240069j 0.00122862-0.00110182j 
0.0037703-0.00170435j -0.00429171-0.00115095j 0.000385435-0.00362832j 0.00840239-0.00496204j 0.00992911-0.00142688j 0.00209688+0.00112932j 0.000824396-0.00177332j 0.00367258+0.0010006j 0.0080003+0.00976007j 0.000145462-0.00142113j -0.00824778+0.0020957j 0.00656199+0.00464344j -0.000323978+0.00477274j 0.00505139+0.00373209j -0.00883575+0.010995j 0.00900199+0.00167412j -0.0142305+0.00884992j -0.000443123-0.00280594j -0.00872657-0.00379528j 0.00772533-0.00326808j -0.00921374-0.00578776j -0.0126867-0.00944112j -0.00166618+0.00667932j -0.0112238+0.00642871j 0.000791889+0.00762028j -0.0170394+0.010558j 0.0147191-0.00707162j -0.00654367-0.0152864j -0.00196896+0.00620971j 0.0136451+0.0029293j -0.00365271+0.000229543j 0.00102794-0.0147656j 0.0179757+0.0031558j -0.000235236-0.00899589j -0.00141953-0.00360681j -0.00913095+0.00247667j 0.00730318+0.00368684j 0.00199415+0.00431861j 0.00464904-0.00829649j -0.00689134-0.00790388j -0.00126972+0.00827259j -0.00310225-0.00226919j 0.0129765+0.00293468j -0.000414917+1.58074e-06j -0.000764276+0.00674048j 0.0130561-0.005177j -0.00754996+0.00885139j 0.00527284-0.00380588j -0.00452557-0.00589695j -0.00318001-0.00108408j -0.00730957+0.00156554j -0.00169393-0.00650728j -0.000652773+0.00465437j 0.000158708+0.00730035j 0.00146169-0.00792201j -0.00397052-0.0111344j -0.00663542+0.0103455j 0.00830789+0.00301249j -0.00112588-0.00406142j 0.00532921+0.00545422j 0.00650124+0.00420937j -0.00732403-0.000731513j -0.00247357-0.00787939j -0.00524278+0.00258257j -0.00905132+0.00878636j 0.00058372+0.00879541j 0.00558459-0.00330051j 0.00599474+0.00315949j -0.00676895+0.00223381j -0.0134219-0.00217909j -0.0061067+3.3965e-05j -0.00148317-0.00206631j 0.000413234+0.00210817j 0.00682544-0.00776105j 0.00837792+0.00129086j -0.00368214+0.00352955j -0.00438346+0.00213767j -0.00201072-0.000744743j -0.00107221-6.99218e-05j 0.00740029+0.00116961j 0.00169701-0.00188624j -0.000716105-0.00278229j -0.00716315-0.00576303j 0.00256255+0.00757658j -0.00243327-0.00454888j -0.00183171-0.00282736j 0.000686338+0.00235704j -7.97186e-05+0.00259909j -0.000753497+0.00644454j -0.00226707-0.00227832j -0.0014161+0.00653877j 0.00414254-0.00299095j -0.0083554+0.0044822j 0.00132798+6.90671e-05j -0.00312906-0.00115531j 0.00187021-9.17339e-05j 0.00599289-0.000360911j 
