0.00271273-0.0077069j 0.00829514+0.000161351j 0.00611448-0.00686313j -0.00149233-0.0112172j -0.00869094-0.00387476j -0.00362913+0.0136878j -0.00791907+0.00552061j -0.00558755+0.00321554j -0.00944073-0.015562j 0.00351323-0.0102878j 0.00715452+0.0151691j -0.000171913+0.00150396j 0.00108004-0.000604311j -0.00272161+0.0101806j -0.00442098-0.00239722j -0.00134205+0.00240887j 0.0107862+0.000197983j 0.00219159+0.0117755j 0.0155432+0.0203988j -0.00757151+0.00839229j 0.00548148-0.00532934j 0.00974263+0.00658118j -0.00892429+0.00120528j -0.0078366+0.00564376j 0.00427017+0.00587512j 0.00490833-0.00547895j -0.0106551-0.00601317j -0.000668996-0.0106035j -0.000638992-0.00633652j -0.000928543-0.0127428j 0.00235836+0.00713049j -0.0010572+0.00867717j -0.00989397-0.00542877j 0.00298526+0.00330378j 0.00883735+0.0151806j 0.00213673+0.0038976j -0.0060257-0.00254596j 0.00968126-0.00515693j -0.000406753-0.0064772j -0.00636897-0.0104707j -0.0210389-0.00949011j 0.00821436-0.00106383j -0.00353815-0.000973505j -0.00517131+0.0131672j -0.00127697-0.00938591j -0.0203961-0.0131818j 0.00446731+0.0039956j 0.00422511-0.00470185j 0.000438629+0.00027721j 0.00655116-0.00724347j 0.00636583-0.00816657j -0.00616559+0.00152836j -0.00493272+0.0119378j -0.00835715+0.00686157j -0.0015732-0.0023361j 0.00532603+0.0039045j -0.00473818-0.00818574j -0.0138306-0.00845679j 0.00301112+0.00148255j 0.00259537+0.0145864j -0.000834177-0.00300643j -0.00554174-0.00360494j 0.0151514-0.00836631j 0.00863563+0.00133469j 0.00173728+0.00122842j 0.00395261-0.00637496j 0.0108408-0.000252423j -0.00828809+0.00306132j 0.00162239-0.00956032j 0.00805373+0.00669658j 0.00424537+0.00705483j 0.0044373-0.00355526j 0.00579891+0.00653966j -0.008558-0.0071939j 0.0160183+0.00265948j -0.00316782-0.0112527j 0.0125498-0.0211745j 0.000703475-0.00956733j -0.0132508-0.00693782j -0.00475792-0.0111625j -0.0126871-0.0166733j 0.00511088-0.00513127j 0.00532512+0.0108591j -0.0188184+0.00270748j 0.00490615+0.0128591j 0.00865422-0.00217928j -0.00562049+0.00215178j 0.00981501+0.00264983j -0.00360532-0.00465674j -0.000453556+0.00155207j -0.00215028-0.000167347j 0.00671005-0.0143133j 0.0168825+0.0112974j -0.00582904-0.00703059j -0.0125929-0.000641761j 0.0393071-0.0154793j -0.0198155-0.0426281j 
-0.00260775-0.00309557j -0.00321293-0.00144922j 0.00132298-0.000363989j 2.68475e-05-0.00132309j 0.00208425+0.00482991j 0.00369222+0.0016114j -0.000573243-0.0028182j -0.0070377-0.000433189j 0.000455671+0.00381157j 0.00147798+0.000931645j 0.0062328+0.00104808j 0.00356709-0.00116024j -0.00279847+0.00881169j -0.00219718+0.0010384j -0.0058719-0.00400833j 0.00491568+0.00232574j 0.00347543+0.0039871j 0.00100182+0.000159173j -0.00556136+0.00743114j 0.0078124+0.00338949j 0.00390384-0.00268385j 0.00207046+0.000513797j 0.00314885+0.0047427j 0.00676419+0.0036411j 0.000292172+0.00117701j -0.000620374-0.00149863j 0.000804488-0.00831735j 0.00701683-0.00730966j 0.000108342-0.00186768j -0.00805988+0.00625744j 0.00516197+0.0014527j 0.0131683+0.0039633j 0.0013768-0.00304267j 0.0069497+0.00422756j -0.00712024-0.000219407j 0.000777824-0.00156256j -0.0089928+0.0043937j -0.0018215+0.00834789j 0.00168393-0.000770967j 0.00231373-0.000477943j 0.00564131-0.00551772j 0.00185293+0.0107406j 0.00633629+0.00958334j 0.00209209+0.0079705j 0.00664361-0.00206501j 0.00428104+0.00180191j -0.00162126+0.00255088j 0.00599199-0.00792186j 0.000416697-0.000941888j -0.000330995-0.00285622j -0.00336931-0.00660187j 0.000541035-0.00294244j 0.00670513+0.00826189j 0.00309806-0.00854216j 0.00722574-0.00573081j 1.2028e-05-0.00828902j -0.00206304+0.00119692j -0.00210478+0.00348542j -0.00385536+0.00422555j -0.000862876-0.00361769j 0.0072296+0.00681168j 0.00274736-0.000548567j 0.00150047+0.00256096j -0.000723634-0.00298427j -0.000941576+0.00488017j -0.00579028-0.00842017j -0.00519129+0.00115017j -0.0114965+0.0047094j 0.00398921-0.0108545j 0.00486252+0.00247541j 0.00143531-0.000178741j 0.00150893-0.00962261j -0.00465403-0.00298453j -0.000105383+0.00330841j -0.00377817+0.00554198j -0.000870734+0.00295801j 0.00592979-0.00642504j 0.00433756+0.000999586j -0.000678201+0.00509201j -0.00625567-0.00352127j -0.0044495+0.00259986j 0.0048427-0.00033468j 0.00353563-0.00405302j -0.00187477-0.00193208j -0.00745373+0.00274133j 0.000689514+0.00517264j 0.000728742-0.00321425j -0.00104688+0.00324677j 0.00263499-0.00424733j 0.002048+0.00287204j 0.00149719+0.0011891j -0.000601847-0.00696137j -0.00446012-0.000607549j -0.00719508-0.00421066j -0.00132394-0.00684635j 0.000955517-0.00520299j -0.000974821+0.00241911j 
0.00427877-0.00145687j 0.000767124-0.00372542j 0.00173344-0.00111994j -0.00235062-0.000112544j 0.00715531+0.00329368j -0.000146297+0.000972075j 0.00326713-0.000229405j -0.000384075+0.000927619j 0.00390114+0.00118433j 0.00170288+0.00253427j -0.000278319+0.00285138j -0.000201103+0.000418596j -0.00530535+0.00245928j -0.00466975+0.00513171j -0.00337306-0.00272988j 0.00705735-0.00100106j -0.00913811+0.00121517j -0.00677936+0.000443023j -0.00805465+3.03969e-05j -0.00160596+0.00101144j 0.00916249-0.00189374j -0.00316973-0.00138533j -0.00497744+0.00770819j 0.00940305-0.00284693j 0.00180896+0.000106717j -0.00422192+0.00290119j 0.00187517-0.00452379j -0.00253794-0.00217464j -0.00643448-0.00167505j -0.00488053-0.00229335j -0.00105358-0.00216536j 0.00425088-0.00205742j -0.00358866+0.0015853j -0.00772061-0.0025077j -0.00154237+0.00308228j -0.00143633-0.00311967j -0.0181915+0.00176031j 0.00971827-0.00975819j -0.00229636-0.0027429j 0.0065672-0.000432852j 0.00123228-0.00681332j 0.0147269-0.00256323j -0.00400805+0.00287068j 0.00994352-0.00724835j 0.00297897-0.00177062j 0.00634591-0.00446861j 0.00600991+0.000749122j -0.000251024-0.00178189j -0.00788663+0.00152571j -0.00265197+0.00224376j -0.000129681-0.00157714j 0.00854011-0.00358571j -0.0017185-0.00143054j 0.000450633+6.8407e-05j -0.00542964-0.000839294j 0.000957138-0.00225515j 0.00500782+0.00332953j -0.00195928+0.00128169j 0.00710082-0.00536928j -0.00471028-0.00696262j 0.00270723-0.00547396j -0.00179533+0.00176147j -0.00323272-0.00459414j -0.000621912+0.00272371j 0.00606879-0.00205893j 0.0122554+0.00161948j -0.00248916+0.00330194j -0.000560318-0.0046004j 0.00458144+0.00912787j -0.000601461-0.00632148j -0.000273781+0.00552456j -0.00136801-0.00266941j -0.00525159-0.00117609j -0.00440235+0.00214248j 0.00372608-0.00113359j 0.00634004-0.00306945j 0.0011265-0.00869431j 0.00450228+0.00222459j -0.00162129+0.00466232j -0.00129247-0.000868059j -0.00300347-0.00614381j 0.000787301-0.00503471j 0.00165487+0.00149577j -0.00256859+0.0037331j -0.00296221-0.000439066j -0.00229478-0.00141215j 0.00044666+0.00342262j -0.00408908+0.000530267j -0.00280278-0.00701586j -0.00240903-0.0002575j -0.00473819-0.00225034j 0.00669877+0.00236739j 0.00306416-0.00260889j 0.00428338+0.000287926j 0.00276542+0.00258367j 0.00275646+0.00275098j -0.000912606+0.00155291j 
0.000673799+0.00260826j 0.00251114-0.00151033j 0.00151446-0.0019659j -0.00324012-0.00184682j 0.00249376+0.00351603j -0.00125612-0.00105103j -0.00297648-0.00306451j -0.00343152+0.0027651j 0.00285595+0.00604637j 0.00291886-0.00306414j -0.00058134-0.000992942j -0.00413777+0.00184631j 0.00248854+0.00178531j -0.00538598-0.00307509j -0.00526117+0.00787267j 2.01107e-05-0.00341371j 0.00254983+0.00607451j -0.00301398+0.0100532j 0.00221466-0.00437535j -0.00933329-0.00151988j 0.000883172-0.000174392j -0.0055456+0.00481369j 0.00408441+0.000243715j 0.00851886+0.00882882j -0.00559511+0.00629988j 0.00148579-0.00183028j -0.00326267-0.00728138j -0.00347243-0.00178214j 0.00601423+0.00279377j -0.00122752+0.0147765j 0.00186226-0.00585068j -0.00812727-0.00337936j 0.00686507+0.00492898j -0.00308768+0.00182719j 0.00542933+0.0111442j 0.00636964-0.00177432j -0.000171576+0.018184j 0.00535973-0.0110875j -0.00873226-0.00276609j -0.00452099+0.00379333j -0.00131565+0.00180971j 0.00681951+0.00258864j -0.000939149+0.00195362j 0.00143135-0.00716324j 0.00789044+1.4907e-05j 0.00679921+0.00164837j 0.006219+0.00435238j 0.00559059-0.00707184j -0.00560557+0.00429316j -0.00443207+0.0134847j 0.00163522+0.00576184j 0.00808067-0.00287633j 0.00116577+0.00375106j -0.00233461-0.00112449j 0.00351338-0.00122114j -0.000119892-0.00513785j 0.00264813+0.000748069j -0.00825486+0.00150803j 0.00183693+0.0038816j -0.00177843+0.0112296j 0.00574873-0.0107987j 0.0042605+0.00629138j -0.00557696+0.00448463j 0.00802953-0.00198801j -0.00219538-0.00537124j -0.000842637-0.000904851j -0.00148388-0.00286415j -0.0120897+0.00528139j -0.00126888-0.00575502j 0.000570702+0.00184823j 0.00782664+0.000371723j -0.00627863-0.00169049j -0.00631542+0.00643523j 0.00429445-0.0051362j 0.00100686+0.01102j -0.0017611-0.00579199j -0.00317569+0.0069409j -0.00451546-0.00725201j -0.0041226-0.0042858j -0.00189342+0.00360648j 0.00798608+0.00503307j 0.0030261-0.00147956j -0.00432461-0.00528729j -0.0070866+0.00386071j -0.000376413+0.00117387j -0.000437498+0.00521526j 0.00390491+0.000276339j 0.0018143+0.000633356j 0.0027687-0.00187776j 0.00335959+0.00227992j 0.0021224+0.00229062j -0.00430275-0.000871711j -0.00257841+0.00206767j 0.00025637-0.00223301j -0.00248951-0.00195679j -0.00288204-0.00338914j 0.00194349-0.00201697j 
-0.00179891-0.00301367j -0.000427171-0.000806242j 0.00263059-0.000346783j 0.00203478+0.00346537j -0.000877957-0.00632204j 0.00121567-0.000157285j -0.00467917-0.00273944j 0.00227046-0.000605876j -0.00340186-0.00216703j -0.000917635-0.0052531j 0.00188338-0.00756028j -0.00284129-0.00223079j -0.00164604+0.00400241j -0.00188159-0.00255426j -0.00185792+0.000856463j -0.00433872-0.00232265j -0.00404865+0.00174887j 0.0110548+0.00312039j -0.00701674-0.000830425j -0.00276608+0.000207119j 0.00318142-0.00509285j 0.00469237+0.00236959j -0.00586068+0.00401996j -0.00424103-0.0235245j 0.00122818-0.00223361j 0.0010646-0.00238056j -0.00116171-0.0060134j -0.00176132-0.0115599j -0.00275278-0.00364603j -0.00384945+0.00607945j 0.00554479-0.00151509j 0.000201607+0.00206717j -0.0110777-0.00158843j 0.00439847+0.0185011j 0.00358939+0.000650132j 0.00593429+0.0102123j 0.00610873+0.00424936j -0.0026721+0.00235144j -0.00436464-0.00472926j 0.00437674+0.00437454j -0.00426516+0.00779048j 0.00261424+0.00236086j 0.00144198-0.00584309j 0.00379811-0.00915824j -0.00094961+0.00115113j 0.000975077-0.00709744j -0.00403945-0.00168599j -0.00362804+0.000932876j -0.00650627-0.00113099j -0.00132987+0.00118091j 0.0031581-0.00110232j 0.00345535-0.00489237j -0.000299423+0.00725232j 0.00123296+0.00673697j 0.0100876-0.00119406j -0.0077432-0.00186282j -0.000183873+0.0055874j -0.00239853-0.00645752j 0.00123223+0.0112127j -0.00254573-0.00824683j 0.017318+0.0148416j 0.000565092+0.0016356j 0.000692334+0.000758049j -0.00357549-0.000847496j -0.000110595+0.0072142j -0.00339456+0.00437569j -0.00371528-0.00407765j -0.00394052+0.00745073j 0.00134727+0.000730859j 0.00340142-0.00620706j -0.00452687+0.000827435j -0.00215311+0.00550643j -0.00136063-0.00131437j -0.00463652-0.00258313j -0.00424007+0.00196488j -0.000853648+0.00205736j 0.00637849-0.00173358j 0.00203684+0.00415768j 0.00561655-0.0042245j -0.00202323+0.00617476j 0.00113841-0.00744342j -0.000950939+0.000161537j -0.00149904+0.000772746j -0.00495344-0.0057615j 0.00279901+0.00197931j -0.000734639+0.00152908j 0.00320501+0.00357918j -0.00231148-0.00497007j 0.00391095-0.00252553j 0.00354967-0.000525462j 0.00147571-0.00163457j -0.00175969+0.00261071j -0.00101321+0.00337577j -0.000395122+0.00626868j -0.000362807-0.000224844j -0.000798151-0.0015268j 0.00086242-0.0013536j 
-0.00146103-0.000653421j 0.00177796-0.00108613j 0.000617486-0.000568946j 0.000136203-0.00135741j 0.00130668+0.00345674j -0.0048968+0.0026448j 0.00548537-0.00113913j 0.000815126-0.00119402j -0.00543545-0.00101497j 0.0032651+0.00682757j 0.00439368+0.00109283j 0.000200012-0.00253211j -0.0053627+0.000237964j -0.00243524-0.00214156j -0.00334525-0.00221328j 0.00201219+0.00517998j -0.00490661-0.000403065j -0.00152571+0.00115627j -0.00129324-0.000859967j 0.00238324+0.00724111j 0.00340194+0.00512903j -0.00268445-0.000297568j -0.00424035+0.0150776j 0.000229041-0.00648933j -0.00217585+0.00908048j -0.00531916+0.00268653j 0.00195298-0.0001185j 0.0141218-0.00243199j -0.00616515+0.00599353j 0.00647384-0.00564455j -0.0123871+0.00947745j 0.0105816+0.0108031j -0.00925959-0.00427221j -0.00921697+0.0018019j -0.00736705-0.00676697j 0.00845931-0.0103387j 0.00622063-0.0137552j 0.00721243-0.00509139j 0.0125433+0.0119767j -0.000642175+0.000152531j -0.0105484-0.00188965j -0.00107851+0.00610967j 0.00708018-0.000644387j 0.0100779-0.000655168j -0.00599192-0.000836441j 0.00146526-0.000286422j -0.00168402+0.00389189j -0.0100588+0.00803906j -0.00756747+0.00106249j 0.00379496-0.00194779j -0.00198433-0.00607331j -0.00460718+0.00668989j -0.0045843-0.00234118j 0.00393667+0.00963235j 0.00275688+0.00918509j -0.0036134+0.00478305j 0.00205439+0.00788241j -0.00302923-0.00705445j 0.00653468-0.00472765j -0.00606271+0.00772491j -0.0102301+0.00534242j -0.00938763-0.00619208j -0.0133936+0.00294833j -0.00125556-0.00102345j -0.00129952-0.00082132j -0.000734825-0.00437824j -0.00535205-0.00553508j -0.00152282+0.000386991j 0.00290073+0.0072206j -0.000643136+0.00177391j -0.00176698-0.000466897j 0.00674641-0.00663586j 0.00218957-0.00938492j 0.00163191+0.00330987j -0.0041089-0.00401501j -0.00123164+0.00204492j 0.000607439-0.00143323j -0.00435148+0.0016318j 0.000172161-0.00207523j 0.0050197-0.000212923j 0.00326303-0.00554445j -0.00197165+0.00218306j -0.00132097+0.00449222j -0.00480858-0.000928688j -0.00411126-0.00217701j -0.00723163-0.00141907j -0.000330777+0.000187129j 0.0046165-0.000691173j -0.00388864-0.00176811j 1.85377e-05-0.00543843j 0.00434333+0.00333066j 0.0019846-0.00192762j -0.00326903+0.000392231j 0.00288029+0.00403921j -5.02463e-05+0.00410656j 0.00213357-0.00244592j 0.00279254-0.00113225j 
-0.00399475+0.00093866j -0.00168535+0.00202845j 0.000578392+0.00136966j -0.000605741-1.35489e-06j -0.00160641+0.000815671j 0.00362418+0.00240671j -0.00287098-8.75543e-05j -0.00445851+0.00131203j 0.00480835-0.00413047j 0.000495951-0.00542058j 0.00598823+0.0017568j -0.00762+0.00330001j 0.00188325-0.0043147j -0.00651785-0.00173834j 0.00274462+0.000702526j 0.00477548+0.00500098j -0.00418095-0.00439305j -0.00679107+0.000468722j 0.00717201-0.000595808j -0.00156128-0.00578611j -0.00807143+0.00665678j -0.0052622+0.0079706j 0.00228192-0.00270392j 0.000294405-0.0015199j 0.00819596-0.00417057j -0.00170116-0.00482788j -0.00020038+0.000590045j 0.00227354-0.00241592j -2.94722e-05-0.000617387j -0.00585727-0.00563331j 0.00554258+0.00471445j 0.00797033+0.00606598j 0.000423207+0.00167994j 0.00493681-0.00120245j -0.00920629+0.000666711j -0.0023594-0.00209409j -0.00644162+0.00595491j 0.0160082-0.00676591j -0.00166104-0.00905567j -0.00842046+0.000661032j -0.00235705+0.004494j 0.00364718+0.00886731j 0.00730893+0.00517547j 0.0135782-0.00376096j -0.00113469+0.00297922j 0.0019272+0.00378233j 0.0084676-0.00385647j 0.0114243-0.00402496j 0.00845731+0.00421574j -0.0135126+0.00372733j 0.00122247-0.00164036j -0.00351325+0.00517257j 0.00396183-0.00445616j 0.00293307-0.000454938j -0.00221189+0.00159974j -0.00281804+0.00453971j 0.00369282-0.00658368j 0.00308167+0.00519815j -0.00960689-0.00250224j 0.00145159+0.00594987j 0.0017615-0.00175608j 0.0039514+0.000190208j 0.00530934+0.00270977j -0.00103406-4.69402e-05j 0.0082207-0.00302026j -0.00162819-0.000579673j 0.00316444-0.000997472j 0.00261887-0.00612918j -0.00519273+0.00178931j -0.000624864+0.00344634j -0.00300284-0.00685827j -0.00243018+0.00642465j -0.00313625+0.00709789j 0.00213398-0.000536769j -0.00578402+0.00150701j -0.00322+7.11244e-05j -0.0124468-0.00444723j 0.00522523+0.000415727j 0.0102446+0.00792628j -0.00393789-0.00716757j 0.00525912+0.00966806j 0.007692-0.000600061j 0.00057412+0.0010314j 0.00215508+0.000348464j -0.000788027+0.00406255j -0.00314617+0.000600133j 0.00625961+0.000298833j -0.00175376-0.00368104j 0.00629613+0.00325062j 0.000640973+0.00456733j 0.00060351+0.00197506j -0.00463521+0.00447924j 0.000614225+0.00125258j -0.000315718-0.00278073j 0.0025846+0.000878364j -0.00295661-2.05764e-05j 0.00295019-0.00074284j 
0.00184925-0.00244974j -0.00379072+0.00123989j -0.000881202-0.00250213j 0.00163851-0.00134837j 0.0034753-0.00466994j -0.000132034+0.00391226j -0.0017808+0.00421582j -0.000761602+0.00230387j -0.00136005+0.000915853j 0.00340425-0.000990826j 0.00260101-0.00134324j -0.00386118-0.00428627j 0.00203245+0.00544155j 0.00502115-0.00314003j -0.00171606-0.00142018j 0.00177582-0.00443835j -0.00243931+0.000400587j -0.00525958+0.00111072j 0.00712281+0.00232303j -0.00254508+0.00505431j 0.0043786+0.00299392j -0.0102967+0.0022369j 0.00360004+0.0206617j -0.0014476+0.00224786j 0.00363217-0.000234842j -0.000125838-0.00108583j -0.000991458-0.0097512j 0.00119185-0.00384514j -0.00680606+0.00286176j 0.00919556+0.00169398j 0.00216753+0.00485729j 0.0106684+0.0209494j -0.00529867-0.00540302j 0.00302449+0.0138472j -0.00973581+0.00618154j -0.00303756+0.00501812j -0.00777989-0.00594283j 0.0130734+0.00527766j 0.00790199-0.00116236j -0.00516243+0.00951769j 0.000615974+0.0114434j 0.00408939+0.00491237j 0.00319854+0.00674278j 0.00948854-0.00818106j 0.00454727+0.0112467j -0.00254285-0.00372529j -0.00395965-0.00335001j 0.00123652-0.000907376j -0.000572358+0.00525927j 0.00686277-0.00800004j -0.00533999-0.00350502j -0.000269044+0.00158144j 0.00245295+0.010448j -0.000138902+0.00126666j 0.00811012+0.00755192j 0.00670522+0.00682428j 0.00497108-0.00687084j 0.00803201-0.00367778j 0.000535743+0.00523469j -0.000385886+0.000432164j -0.00721864-0.00379703j -0.00552114+0.00650463j -0.00688519+0.000565675j -0.00736332-0.0129864j -0.00289105-0.00258574j -0.00130354-0.00162937j -0.00849907-0.00746236j 0.000760784-0.0039181j 0.0048978+0.00501307j 0.0020976+0.00297115j -0.0079573-0.000771977j 0.00043657-0.00537997j -0.00452639+0.000998073j 0.0110976+0.00257878j 0.00164271-0.00495815j -0.000610663-0.0027424j -0.00099801-0.00458851j 0.00350935+0.00462304j 0.00243087-0.00336045j -0.000904982+0.0040433j -0.000990761-0.000637697j 0.00142408+0.00168027j -0.000828187+0.00035565j -0.00601625-0.000890755j 0.00624186+0.00376598j 0.00310593+0.00588045j 0.00248157-0.0024479j 0.00239395+0.00280033j -0.00286871-0.000371914j -0.00420608-0.000379992j 0.0016009+0.00364156j 0.00228212-0.000707827j -0.00180906-0.00075217j -0.00263642-0.000499942j 0.00121934-0.00204099j -0.000324518-0.00105872j 0.000133515+0.00195175j 
2.8892e-05+0.00157155j -0.00203718+0.00154628j -0.00345107-0.000540465j 0.00164826-0.00243097j -0.00595059+0.00341256j -0.00520948-0.00893279j -0.000144775+0.000455956j 0.00112155+0.0063585j 0.00282263-0.00203369j -0.00155109+0.00220354j 0.00258328-0.000722424j -0.00185919+0.00397014j 0.00256743-0.00846372j -0.00257251-0.0029099j 0.00499739+0.00557052j -0.00681252-0.00225284j -0.00522735-0.00659024j -0.00307415-0.0125567j -0.00197644+0.00441451j -0.00714451-0.00438762j -0.0052731+0.00338805j -0.00580066-0.000658277j -0.00861418-0.0027408j 0.0045243+0.00049333j -0.00285019-0.00216762j 0.0010033-0.00198013j 0.000862805-0.00166527j -0.00508502+0.012067j 0.00720498-0.0114261j 0.00356571+0.000652001j -0.00214335+0.00104541j -0.0109795+0.01143j -0.0100883-0.00475489j 0.00387276-0.00395641j 0.000431988-0.00472101j -0.00287657+0.000113112j -0.00340858+0.00443569j -0.00264683-5.4768e-05j -0.0165685-0.00674862j 0.0065074-0.00281645j -0.00236772+0.00784889j 0.0121882+0.00381158j -0.0100831+0.00351968j 0.0101482+0.00144687j -0.00232952+0.0032876j 0.00318625-0.000673283j -0.00447146-0.00416335j -0.00268606-0.0120247j 0.0112035-0.000752235j -0.00661851+0.00315145j 0.0125061-0.00779619j -0.00718179+0.0064047j 0.00239207+0.00422152j -0.0050712-0.00367483j -0.00190584+0.00784061j -0.00640588-0.000248212j -0.000733335+0.00545557j 0.00941805-0.00540054j -0.00128493+0.00495998j 0.0064525-0.00582899j -0.0044499+0.00230658j -0.00250831-0.00523215j -0.00431266-0.00721046j 0.00231736+0.000630032j -0.00540398+0.00320325j 0.00120985+0.00592964j 0.00609881+0.00150494j -0.00188559-0.00804019j -0.00366419+0.00308399j 0.00489534-0.00286549j -0.00479133+0.00103672j 0.00202811-0.000218303j -0.0073953-0.00306924j -0.00384917-0.00599816j 0.00359275+0.000158472j 0.00155512-0.0087616j -0.000315472-0.000564813j -4.84162e-05-0.00223808j -0.00267233-0.0067924j 0.00201539-0.00848382j 0.00199555-5.15312e-05j 0.00455695+0.00115858j -0.000948948+0.000571421j 0.00731323-0.000717035j 0.00429428-4.16816e-05j 0.00255017+0.00550318j -0.0027093-0.00458184j 0.00260598+0.000317965j 0.00507083-0.00183669j 0.00584704+0.00199971j 0.000705194-0.00220422j -0.00279373-0.00611892j -0.00318237-0.00107255j -0.00203907+0.00191094j -0.00166416-0.00179238j -0.00354852+0.000569279j -0.0049264-0.0017969j 
-0.00258367+0.00203122j 0.00363194-0.000964738j 0.00237817-5.54624e-05j 0.000901941+0.00287108j 0.00735531-0.00120527j 0.00104583+0.0016173j 0.000977427+0.00233984j 0.00224519-0.00283024j 0.000746242+0.0047192j 0.000602993-0.00481643j -0.000754941+0.001303j 0.00258053+0.00432125j -0.00397486-0.00522656j 0.00155328+0.00487272j -0.00125447+0.00452362j 0.00417583+0.00444403j 0.00393621-0.00298609j 0.00181519-0.00312159j -2.86203e-05-0.0048901j -0.00233133+0.00361289j -0.00712963+0.00233171j 0.00693468-0.00509557j -0.00456622+0.00505399j 0.00600465+0.0076728j 0.00306683-0.00440697j -0.000386604+0.00443506j -0.00360943+0.00141448j -0.00600026+0.0116731j 0.00717563-0.000457321j 0.0021986-0.00103413j -0.0052254-0.000769453j 0.00228454-0.000715554j 0.00327526-0.00347232j 0.00321262-0.00790823j -0.00102537+0.00580024j 2.37977e-05-0.0109588j -0.00344657-0.00571669j -0.00818476+0.00182023j 0.00725152-0.00161123j -0.000553135+0.00736527j 0.00360133-0.0098629j 0.0108711+0.00500342j -0.00611007+0.0104749j -0.00637447+0.011767j 0.000116898+0.00512496j 0.00516998+0.00940603j 0.00276037-0.0012231j -0.00269406+0.00824773j -0.00829728+0.00515588j 0.00220935+0.000584293j 0.00224203-0.00304935j 0.00342255+0.00529584j -0.00138391-0.00357523j -0.00668873-0.00575972j -0.00683635+0.0103864j -0.00738189+0.00174493j -0.0031153-0.00459399j -0.0075731+0.00353562j 0.00179409-0.00710666j -0.00431549+0.00395034j 0.00729844+0.00124403j 0.000970774-0.00831725j -0.00412524+0.000935242j 0.00125134-0.0060755j -0.00333766+0.000746226j 0.00725166+0.00879136j 0.000362724-0.00852647j -0.00824748-0.00312393j -0.00108154+0.00523669j 0.00777075+0.00737496j 0.00133442+0.00506209j 0.00153807-0.00138895j -0.00587339+0.00700622j -0.00355187+0.00177905j 0.00237998-0.00468251j -0.000914834-0.014014j -0.002424+0.00239982j 0.00634551+0.00632083j 0.00309657+0.0043339j 0.00117007-0.00271j -0.000267513-0.00168732j 0.000473501+0.00462936j -0.000528296+0.000414409j -0.00123584+0.00243046j 0.00292464-0.00685589j 0.00543896+0.00102607j 0.00186164+0.000613692j -0.00430733-0.00196044j -0.0039176-0.0041306j -0.00230388-0.00185795j -0.00196474+0.000814222j 0.00174977+0.00315442j 0.00827963-0.00425457j -0.00208259-0.00323251j 0.0028937-0.0028001j 0.00148572-6.18123e-05j 0.00173622+0.0019286j 
0.00518618+0.00320425j 0.00513825+0.0033617j -0.000523737+0.0032801j 0.00064102-0.00262507j 0.00462353+0.00606605j -0.00617249-0.00870694j 0.000555036+0.00251619j -0.000277329+0.00235349j 0.00134542-0.00619578j -0.000641959-0.000353147j -0.00216429-0.00586464j 0.000705716+0.00477872j -0.000435622-0.00832912j 0.00284083-0.00331175j -0.00333137-0.00145454j 0.00347474-0.011194j 0.000728992-0.00389588j 0.00198827-0.00540466j 0.0001219-0.00701524j -0.00839226-0.000233421j -0.000164421+0.0132188j -0.0122814-0.00283016j 0.00193249-0.0128113j 0.00692704+0.00981673j 0.0016942-0.00969899j 0.00283073-0.00786906j -0.000717068-0.0049342j 0.000890993+0.0170823j -0.000932626-0.00639945j 0.00417452-0.00353988j -0.00699301-0.00782156j -0.00484662+0.00287804j 0.00487451-0.00376266j -0.00447617+0.00486805j 0.000923897-0.00889368j -0.0137142-0.00452144j -0.0150118-0.000358207j -0.00754179-0.0100887j -0.00134691+0.00877994j 0.00135909-0.000278903j -0.0116882+0.00355452j 0.00786515-0.00955409j -0.00739985-0.0168941j -0.00603215-0.0015825j 0.00654232-0.0167922j 0.000132402+0.00841002j 0.00574247-0.0113247j 0.00909375+0.00147019j -0.00168605-0.00498402j -0.0074288+0.000897819j 0.00279218+0.00860604j 0.0020638+0.00300539j 0.00264291-0.00770644j -0.00377111+0.00227392j -0.00560592-0.00149032j 0.00355009-0.00122522j -0.000925385-0.00459136j 0.00703641-0.00223964j -0.0126672+0.00475674j -0.00526604+0.0034678j 0.00273526-0.00331901j -0.00275942+0.00480611j -4.00154e-05-0.000509307j 0.000536092-0.000141591j -0.00958714-0.00469909j -0.00101638-0.00430908j -0.00451367+0.00439764j -0.00448849-0.00208169j 0.00808355+0.000201001j -0.004945+0.00455921j -0.000768379+0.00914211j 0.00116064+0.0073381j -0.00787395+0.00521543j 0.00132082-0.00339196j 0.00942107-0.00463357j 0.00955507+0.0037656j 0.00729077+0.00244159j -0.00053099-0.00432114j -0.00211233-0.00146336j 0.000270314+4.10814e-05j 0.00180608+0.00468381j 0.000840247-0.00637845j -0.00502264+0.00854793j -0.00799583-0.00709711j -0.00779349-0.00267797j -0.00541514+0.00183429j -0.00121841-0.000266247j -0.000942226-0.00129593j -0.0024249+0.000756586j -0.0028196+7.1196e-05j 0.00830928+0.00357203j 0.00388217+0.00228668j 0.00170538+0.00217045j 0.000943249-0.00302883j 0.00267052+0.00371175j 0.00487519+0.00445236j -0.00193199-0.00121371j 
